Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
ARFGAP1	-1.09575
SLC5A8	0.0836666666666667
ZBTB40	-0.07
CYP4B1	-2.516
LYPLAL1	-0.08575
CHST3	-1.63225
MAP3K9	0.323
BTAF1	-0.9625
TFAP2E	2.1535
RBM35B	0.72325
LOC441251	-0.319833333333333
ANKRD25	-1.427
UQCRC2	0.564
MAEA	0.422833333333333
HYAL1	0.5673
RNPEPL1	0.333333333333333
CPSF2	-0.17875
PSD3	-0.1334
ABCA13	-0.18875
AGR2	2.8075
GBX1	-1.12
HDLBP	0.649357142857143
ACY3	3.067
HECW1	0.051
ZNF519	-1.34725
HOPX	3.46075
ZNF304	-2.0505
OR12D3	0.172
FKSG43	-0.152
METTL1	0.64525
MFSD3	0.2933
PSPH	-1.18475
CLCA3	0.8545
DARS2	-0.421166666666667
CDC25A	-0.825166666666667
BAIAP2L1	1.196
B3GNT5	2.55925
USP29	-0.176
ARHGEF10L	2.3324
ATOX1	-0.463125
ADAM30	0.08575
DNASE1	0.69275
STT3A	0.209583333333333
RAB6IP1	-2.35225
PTN	-1.3095
C1orf106	1.87661538461538
HECA	1.15875
RNF122	1.1635
SLC22A18AS	1.11883333333333
GNG8	0.605833333333333
ELP4	-0.35125
FAM65A	0.514833333333333
RPL10A	0.409666666666667
IRS4	-1.415
MACF1	0.5323
SEC24D	-0.7185
LOC374395	0.1285
TGFB2	-1.100875
MDFIC	-0.987125
CHRNE	0.767833333333333
PCMTD2	-0.287833333333333
ATP6V0D1	0.652166666666667
MTA2	1.04225
LZTR1	-0.992166666666667
RAP1A	-1.01
AXIN1	-0.17825
POLR1C	-0.11975
TRIO	0.137666666666667
PLXNA4A	-0.856
C5orf33	-0.26575
DEPDC1B	-0.690125
ZNF473	-0.0945
MTM1	1.042
GPR107	0.0928333333333333
CSNK1A1L	-0.0886666666666667
FLJ14154	-0.55025
NLRC4	2.77525
ENPP4	2.985
PADI3	0.937
RNF170	0.0805
CG018	-0.0533333333333333
C16orf7	-0.1385
KCNE1	0.0525
NRM	-0.809833333333333
SLC37A3	0.506357142857143
TPD52L2	-1.68833333333333
UNC5B	0.2125
C12orf12	0.340666666666667
SDHB	0.054
CLRN1	0.114
NUDT10	-3.73566666666667
UGT3A1	0.208
FBXW8	-0.6345
RHOF	1.585875
PTPLAD1	-0.25925
MYO3B	-0.28925
DERA	-0.318
TPP2	0.536
C19orf53	-0.0288333333333333
GINS3	-0.785375
ST6GALNAC5	0.459
CHSY1	-0.7135
MGC15705	-0.1315
GPR83	0.0855
EXT2	0.730125
DOLK	0.08175
TUBAL3	1.80325
ACVRL1	3.5405
ABL2	-0.216916666666667
C14orf156	-0.513
PTPRZ1	-3.968125
DIP2C	-0.163875
LAMP1	0.3285
RXRA	-0.0542
MAP3K5	2.677
ALKBH1	0.471
PDLIM7	-0.287125
ARL14	4.352
SNIP1	-0.274333333333333
TIMP3	0.803416666666667
RGS3	0.445833333333333
SPAG16	-2.0594
ABHD4	-0.91425
ARHGEF12	0.456916666666667
GLUD2	-0.393
RAC2	-0.0916
UAP1L1	0.942
SLC18A3	-0.2095
YOD1	-1.159
RALY	-0.58625
HMOX2	1.127375
DGKH	0.9685
DBNDD2	2.62383333333333
YIPF4	0.55075
THAP10	-0.26375
ZNF513	0.3025
HAGHL	0.650166666666667
ITGB4	2.37233333333333
CCDC141	-0.786
YTHDF3	0.31625
C5orf28	0.31375
RPL7L1	-0.606
TMEM30B	2.12357142857143
ANKRD35	0.2255
DUOXA2	3.764
TBC1D5	-1.24725
DFNB59	-0.278
HRH4	0.4765
MYO6	-0.5117
DNAJA4	1.893125
RBM24	0.24575
CEACAM20	-0.00725
RBM23	-0.451571428571429
NGFB	-0.067
C1orf63	0.4319
KRTAP7-1	0.2045
PERLD1	0.94825
NPB	0.391
C17orf59	0.5977
HSPBAP1	0.3725
SLC15A4	0.877375
PRTFDC1	0.57275
OSMR	-1.99342857142857
CYSLTR2	-0.6595
C19orf25	0.4828
KIAA1797	0.569
NLRP6	2.305
FAM105B	0.3215
SCRN2	0.186
LRRC58	0.06
RNF17	0.310375
NEIL3	-2.1545
FAM137A	-2.64725
SKP2	-2.6365
PARVA	0.906333333333333
PKLR	-1.438
RNF34	-0.301625
A3GALT2	0.251
C12orf50	-0.354833333333333
SUNC1	-1.47375
FAM102B	-0.790833333333333
CCT2	-0.5485
LRRC37A2	-0.1315
ARF4	0.0165
SIKE	-0.56425
C8orf48	-1.21183333333333
MBTPS1	-0.348357142857143
GPSN2	-0.3075
NCF2	3.01775
SLC12A6	0.797666666666667
MRPL48	0.1825
HMGN3	-2.01033333333333
LRRC62	-1.10825
PAX9	0.182875
FAM55A	7.4685
C20orf42	3.8005
SCML2	-1.622
BCL9	-0.43625
FAM40A	-0.6605
C9orf41	0.4015
ZNF774	2.096
LETM1	0.1195
PLXNB1	0.509666666666667
NIPSNAP1	-0.156375
USP10	-0.671
F9	-0.1305
LIPE	1.13625
CNGB3	-0.445
C12orf52	-0.10425
PI4K2A	-0.48075
MED8	-0.1055
STAT4	1.3158
FGD4	1.41633333333333
RNF145	0.508166666666667
WDR32	-0.0104
CLDN2	5.019
TCEAL8	-0.53075
ZMYND8	-0.2162
PDXK	0.4273125
GATAD2A	0.41425
PTGES3	-0.3115
CCM2	-0.54725
TAP1	-0.00962500000000001
ZNF670	0.36025
ETS2	3.29214285714286
C6orf166	0.3425
PRMT2	-0.189
OR4B1	0.492
INTS8	-0.115
CCDC102A	-0.78175
CCDC83	-2.333
ITGA1	1.2928
EPHA5	-1.7745
FAM24B	0.271666666666667
TSGA10	2.05325
HAL	-2.10766666666667
MYOT	0.1075
SPACA3	1.98675
BCL2L2	-0.377666666666667
CUGBP2	1.65833333333333
CCNB3	-0.53875
RNF113B	0.0355
MERTK	0.69425
BAG1	0.125
VPS36	0.6195
ORMDL3	0.2221
C1orf190	-0.88175
ZNF625	-0.388
CORO2B	-2.65775
ALOX15	-0.7755
CST1	1.768
NUPR1	2.41816666666667
CCL7	1.27675
SMCR5	-2.7285
DSC2	4.0225
RBMS2	0.564
GRIK4	0.0945
TRIM65	0.2374
TMPRSS6	-0.410785714285714
TP53INP2	-1.3355
GLB1L	0.903166666666667
LOC388284	-0.546666666666667
PUS1	0.574
BCL9L	-0.719
OLFM1	-1.69733333333333
RET	-2.687
MASTL	-1.51466666666667
ALX3	-0.39025
IL1RL1	0.0426666666666667
ZNF765	-0.3452
C14orf138	-0.4585
SNX10	-1.0865
TAC4	0.34
C1orf64	-3.312
POGK	0.149625
MAPK9	-0.294
ZNF366	1.93675
C8orf79	0.4538
CLDN7	3.660375
OR5AT1	0.783
TRIM37	-1.87775
LRRC25	2.63475
GRHL2	1.6266
TEKT3	-0.703
LASS5	-1.09166666666667
ABCC4	0.16975
DLG3	1.894875
VGLL1	0.054
ZFP36L2	0.896166666666667
MFRP	0.313
KIAA1799	-0.83075
FLJ44379	0.41
PCNX	0.13825
ANXA9	-1.6255
CYP4V2	1.6655
PIK3C2A	0.15075
SRR	0.162
NOL3	-0.6585
IFITM2	1.9465
ARNTL2	0.1665
ZNF595	-0.7705
NLRP13	0.86
ASPH	-0.124875
CPA2	1.3645
PVRIG	-1.36966666666667
LEPR	-1.97716666666667
C16orf42	0.3555
SH3BGRL	-1.5725
FAM77D	-0.918833333333333
FNDC7	0.4965
C9orf6	0.3865
NOTCH2NL	-0.884333333333333
PGBD1	-2.072
SYNGR2	0.211
PITPNA	-0.0051875
PRPF4B	-0.4715
SLC43A3	-2.16078571428571
NRBP1	-0.61775
SLC25A22	0.73875
ILK	0.035375
SLC22A8	0.585333333333333
MRPS7	-0.195
PITX2	2.333
FABP3	-0.442375
OR1L1	0.222
LOC728215	-0.750125
BLID	-1.4515
KIAA1217	1.906
TFPT	-0.07475
AP4B1	-0.165
VBP1	-1.37775
OR1K1	0.526
MORC3	0.3605
BHMT2	-2.38916666666667
C3orf10	-0.170375
FZD7	-1.89483333333333
WFDC10A	0.0035
PMS2CL	-1.414875
CCDC32	1.12816666666667
FA2H	2.43875
ALG13	-0.2135
TTLL7	-1.1432
SPOCK3	0.37675
SLC13A2	0.9205
AIM1	1.9885
GPRC6A	-0.0545
EGR2	2.1885
MED11	0.7265
WWC1	1.56075
SH3GL3	-4.38825
RIF1	-0.341714285714286
PRLH	0.268
VLDLR	-0.5775
DBT	-0.4319375
C21orf63	1.1515
CGGBP1	-0.577625
KRTAP12-2	0.264
TADA3L	-0.284125
ZBTB16	0.04875
PDGFB	0.37275
RFX1	0.5875
UQCRB	0.0754
LOC133874	1.7065
HPS3	-2.62825
LGALS3BP	1.8312
DKFZP564O0823	4.70642857142857
MRFAP1L1	-0.544875
HOXA10	1.9715
NGB	0.708
KIF21A	0.73
IFLTD1	0.296
LZTS1	-2.11
ARHGEF3	0.66925
RHBDL3	-2.286
CSNK1G2	0.173416666666667
ChGn	-1.55775
KIAA1244	1.6555
GABRB2	0.185
MGC72080	-0.474
CD27	3.28225
EGLN1	-0.9815
PEX13	0.676
RWDD3	-0.109
RNF12	-0.259333333333333
GRIN2B	0.2245
ADAMTS14	0.213625
DYDC2	-1.69133333333333
ATP6AP1	0.0173
NR1H2	-0.547666666666667
PDK2	0.24425
C3orf17	-0.373
SLC38A2	-0.976785714285714
SLC25A29	0.1905
C15orf29	0.455625
ADAM9	0.456583333333333
TMUB2	-0.00712500000000003
GPR176	-0.78725
AGK	-0.68025
MCCD1	0.16975
NDUFA4	-0.5105
TMEM146	0.31325
DUSP1	0.856125
UNQ6975	-0.038
EMX2OS	0.481
INSM2	-0.14675
LUZP4	-0.33675
SETD6	0.06425
P2RY2	1.81225
SLC45A2	-1.8145
RABGAP1	-0.4035
UBXD5	0.22075
GPRC5A	1.8899
PAK3	-1.03066666666667
LOC63920	-1.22225
TGFBR1	-0.4656
KRTAP6-3	0.14225
SFMBT2	-0.32925
CDC42	0.6620625
C11orf35	0.6505
TTLL2	-0.1695
UACA	0.859833333333333
CD97	1.624
SETD5	-0.52175
NINJ2	-0.623
PTER	1.85483333333333
POMGNT1	-0.43575
KRTAP4-2	0.2845
ECGF1	3.1605
HRB	0.151272727272727
ATP1B2	-0.3222
LOC400506	-0.2705
COL4A3BP	0.5105
C6orf97	-0.378
GRHPR	0.0485
TAS2R1	0.3215
SEMA7A	-1.2635
EDF1	0.18025
ODF2L	0.2649
PCID2	-0.473666666666667
GTF2H4	-0.531666666666667
ZCCHC3	-0.42825
CGB2	0.255666666666667
NEUROD1	0.18475
C20orf75	-0.6365
RP5-1054A22.3	1.8375
IFNA5	0.267
ZNF134	-1.81766666666667
MGC119295	-0.8774
ZSWIM6	0.762875
SMEK1	0.236166666666667
PCGF2	0.017125
C1orf102	0.37725
CYP2A13	0.719
KCNH6	-0.5263
MDM1	-0.2097
ALDH7A1	0.0438333333333333
C9orf75	1.745
VDAC3	0.01
OR51T1	0.4385
EIF3F	-0.382416666666667
KCNJ10	-0.255375
LENG8	0.414
EDEM2	-0.50725
CCNJL	-1.233
DHX37	-0.202
CRYGN	-0.446
AATF	0.171125
ZNF630	0.588625
E2F5	0.525
WFDC13	-0.80025
FTSJ3	0.148333333333333
C4orf33	0.18425
LHFPL4	-2.85725
C19orf56	-0.160583333333333
SMAD4	0.494875
AFM	-0.0514
G0S2	0.43925
FCHSD2	0.1751
RRP1B	-0.4429
EEF1B2	0.502833333333333
STAT6	1.25433333333333
ZNF195	0.53575
GNL1	-1.05216666666667
ZNRF2	0.447666666666667
PER3	-2.065375
ASB16	0.421
C10orf10	0.863214285714286
ADCY8	-2.4955
C9orf58	-1.78716666666667
ARMC10	0.404666666666667
PSG1	-0.367
DHX34	-0.02475
VARS2	-0.06175
NFIC	-0.09175
ITPR2	-2.002
AGXT2	-0.0815
OR6K3	0.51
H2AFZ	-0.671916666666667
MLLT3	1.94608333333333
COX4I2	1.09725
CCNT2	-0.107875
PLK4	-1.218
NUMBL	0.111
MED16	0.14625
PLEKHQ1	0.1405
GOSR1	-0.4245
BTG4	-0.26775
RPL30	0.227416666666667
IGSF5	-0.818
IGFL2	1.38183333333333
ELMOD2	0.406833333333333
SHC3	0.676333333333333
HAVCR1	0.438
DYNC2H1	-2.401625
RNF5	-0.3575
C2orf7	0.19275
NLF1	1.8215
KLHL25	0.6165
LRP10	1.5071
KRI1	-0.02525
PUS7L	0.0501666666666667
MGMT	-1.453
HOXD1	3.60516666666667
CSH1	0.2631
ATG16L2	0.43575
FLJ44635	0.4845
CHODL	-0.94575
EXOSC8	-0.8525
SLC28A1	-0.29075
MYO7B	3.08716666666667
SEH1L	0.1771
MTNR1A	1.75883333333333
TSPAN5	0.636333333333333
CDC45L	-2.37666666666667
AMIGO1	-0.18
ATAD3A	-0.345625
OSGIN2	-0.149333333333333
PDIK1L	0.490833333333333
DARC	1.76725
PIPSL	-0.2855
SHMT1	0.26775
CRISP3	0.0725
POPDC2	0.768166666666667
ZRANB2	-0.718166666666667
FBXL8	1.04575
TRIP13	-1.26927272727273
EIF5AL1	0.255
POU5F1P3	-4.6255
IL6	2.78216666666667
CXorf38	0.510833333333333
IFNA16	0.3755
FBXL2	-1.97
BRD1	0.407
STATH	0.13175
FBXO44	-1.29716666666667
MCCC2	0.40625
CDC2	-1.0646
C5orf23	-3.7815
IVD	0.7365
C10orf122	-0.63275
MSL3L1	0.1472
MVP	1.45975
EPOR	-0.7237
ZMYM1	-0.445666666666667
BCL7C	0.407833333333333
PSTPIP2	1.7129
LYPD1	-2.3645
OR8G5	0.9055
ZP3	0.7615
BCAS4	-0.719583333333333
EDG6	1.83275
ISY1	-0.3785
PRAMEF2	-1.1775
CUL1	-0.3595
RNF213	1.2847
CCRK	-0.3245
DHX9	-0.317625
C13orf29	1.4135
NCKAP1	0.976666666666667
MRPL43	0.367214285714286
XPR1	0.37775
PKN2	0.6216
PODNL1	1.0925
ZNF333	0.01725
DALRD3	0.47575
OPN1SW	-0.0265
BTBD6	0.92025
C11orf82	-1.2955
OR5P3	0.611
DUSP11	0.4045
L1CAM	-1.8106
NEK11	-0.0233333333333333
OR7E91P	0.1375
CNTN3	0.5587
CREB3L2	0.82125
ZBTB37	-0.801
KIAA1324L	-3.7335
NDUFB10	0.425666666666667
NUDT2	-0.203
GTPBP8	-0.133
CACNA1D	0.9325
PRKAA2	-1.843
PRDM8	0.822
MGC16075	2.11533333333333
KRT14	-1.69607142857143
PP8961	0.910125
MRPL18	-0.20725
ABCG2	-3.8425
PACRG	-0.121
BBS2	0.40975
KREMEN2	-3.287
FBXO21	0.15175
HNRPUL1	0.0951666666666667
GRB10	-1.3395
CLSTN1	1.10325
LMAN2	-0.4829
C17orf61	-0.1495
NIPSNAP3A	1.3005
INSIG2	-1.20566666666667
PCDHB7	-0.381333333333333
STXBP2	1.065375
CMAH	0.169166666666667
SEMA5B	-1.78875
ZNF155	-0.370333333333333
COQ6	-0.137833333333333
PRPF4	-0.07975
TSPAN15	2.813
VN1R5	-0.0105
LATS2	0.0885
SELK	0.02175
PGK2	0.35525
MS4A1	-0.950375
TYW3	-0.5981
KRTAP5-1	1.304
RCCD1	-0.582
BTN1A1	0.22675
DDX28	0.68725
TMEM65	-0.13575
LOC92345	0.134
TTC31	-0.29275
WDR46	-0.420166666666667
CHP2	3.352
LSP1	0.3425
ZNF542	-1.79425
EXOSC1	-0.493
ARHGAP18	0.614333333333333
LRRTM4	-0.55675
MAOB	-2.50016666666667
CACNB4	-1.03925
MGC33846	0.254625
RANBP3L	-0.56175
ATP5L	0.274625
ONECUT1	-3.358
NUDT9	0.34475
TMEM149	0.6795
STX17	0.56025
IGSF10	-4.68725
TMPRSS9	0.6325
BMPR2	-0.34675
ALLC	-0.2885
KLF7	0.819
GCC1	0.32
TIMM9	0.086
CDO1	-2.62666666666667
MGC10701	-0.6345
IFI6	1.05566666666667
FRMD8	0.6305
MGAT2	0.409
WBP5	-2.01
CNIH2	0.2395
KIAA0907	-0.9799
KCNH8	0.062
CTSG	-2.84125
GRIK1	-0.750166666666667
CUL5	0.770625
FRMD1	1.557
OR9A4	1.1915
SYT6	-1.90825
FOXD4L2	0.56075
ANAPC2	-0.311
OPN5	-0.0885
TAF13	-0.921
LYG2	-0.41225
GGNBP1	0.4815
C11orf40	0.3265
OTX2	-0.9345
REG4	4.76383333333333
EIF5	0.0579375
PALB2	-0.13525
SEPSECS	0.8575
RNASE3	-0.0975
TRIM49	-2.0355
POLR2K	-0.1288
GPR42	0.167
C8B	-2.537
SASS6	-1.5395
PREB	-0.618666666666667
OR3A3	0.4505
TUBA8	0.58825
IGLV2-14	-1.11375
STIL	-0.6
ANKFN1	-1.29
NME7	-1.7975
HOXC12	-1.34925
UBE2C	-0.899625
FHOD1	-0.622625
CDK2AP1	-0.61825
OR6K2	0.94275
DHPS	-0.06675
RPL5	-0.039
TRGV5	0.2795
LOC541472	0.4785
HCCS	0.477
DENND1B	0.428
LHX3	0.1865
OR5D16	0.1655
CXorf57	-2.56183333333333
IRF2BP1	1.08825
NDST2	0.494333333333333
LCE3D	-0.211
BOLL	0.30325
SYT3	-0.7615
PIH1D2	-1.23225
C20orf7	0.0248333333333333
IL1R2	3.9465
SLAMF9	0.3545
PPME1	-0.20625
PIK3CA	-0.12725
TRAPPC1	0.158375
COLEC10	-0.7255
SLC9A6	-0.228
PDDC1	0.125833333333333
CCDC53	0.13275
GK3P	1.068
DAZL	-0.2255
BRI3	1.01675
SDK1	-0.464375
CYP2C18	1.05725
IFI44L	0.345375
RPL3L	0.7385
FUT9	-1.61183333333333
KIFC2	0.0875
PMP2	-0.302
SLC4A9	-0.1145
PLAG1	-2.36983333333333
MYCBP2	0.301333333333333
OR4E2	-0.1165
CCDC65	0.29175
C16orf82	0.01225
ENTPD4	-0.249875
BRP44L	0.37775
PMP22CD	0.37325
TMCO4	1.35083333333333
KCNN1	-0.960666666666667
WDR35	-2.6875
CCDC80	-0.459375
C3orf31	-0.35525
SLC7A9	-1.93625
TMEM190	-0.505
DBC1	1.21233333333333
FADS3	-1.77633333333333
PDZD8	2.16583333333333
GRM5	0.494875
AZGP1	0.6431
PEX3	-0.146
MED1	-0.167642857142857
ATG4C	-0.836333333333333
HNRPH3	-0.933875
FAM109B	2.4015
C4orf17	0.104
CA10	-0.27175
OPRD1	0.031
CCL16	-0.5305
SACM1L	-0.485
CST6	2.38
CD63	0.8214375
LGI1	-1.332
ZNF784	0.507
CRYBB1	-1.454
CX3CL1	2.40705
TOP2A	-2.2445
GYPB	-3.57433333333333
GADD45GIP1	0.4035
FEN1	-1.076875
IGF1R	-0.53
WDR72	-2.30933333333333
PURG	-1.393
DEFB126	-0.564
PKD1L1	0.638
CAV1	-2.5596
GNPDA2	-0.5475
DGAT2	0.0975
NLGN1	-5.37375
STRBP	0.290125
HPRT1	-0.883
FANCI	-1.315375
PSMA7	0.166125
DBF4B	-0.842333333333333
TTF1	-0.382
RAD54L	-1.35925
ELOF1	-0.43275
PLAGL2	1.0145
ZNF256	-2.14575
HMGCL	0.89925
MSI2	-0.1425
RPESP	2.8105
C11orf60	-0.76
ABCD1	-0.267
ACAA1	0.0104
SPARCL1	4.09757142857143
IL6ST	-1.1872
ZNF319	-0.222
TMEM109	-0.7311
FAM90A1	-2.3495
IL22RA1	2.595
ATP4B	0.32
TEC	0.5535
C7orf30	-0.5005
TXNDC2	-0.548166666666667
ABCB4	-0.89975
KIAA1191	0.24425
C9orf38	0.155
SFTPB	0.098875
CNTNAP2	-0.171333333333333
FRK	1.792
TBX19	-0.287
CHD4	-0.67275
C6orf26	-1.164
MOSC2	0.83925
IKBKE	0.69925
HIF1A	-1.22333333333333
LOC595101	0.129
RELA	0.3795
TMEM16B	-1.05466666666667
ABHD12B	-2.286
TSEN34	-0.19725
KIF18A	-1.39875
TXNDC9	-0.294833333333333
SPATA2L	0.8795
SEMA4G	1.3285
C21orf91	-0.6685
MATN1	-0.5215
KCNIP4	-0.0868333333333333
TUSC1	1.5245
OR4C15	0.5115
ARMCX6	-1.56133333333333
WBSCR27	0.481166666666667
OR52I2	-0.163
KIAA1604	0.29375
DYNC1I1	-2.517875
PPP4C	-0.04825
SLC47A2	-2.1555
TREH	0.653
CD48	1.03
ST14	3.17133333333333
PKN1	-0.2285
SPON2	2.74225
XBP1	-0.922833333333333
SFRS12	-0.382166666666667
EFCAB6	0.601
SELT	-0.59125
SLC39A2	-0.4965
ERF	0.0603333333333333
ARL3	-0.81
SURF6	0.441
MLLT10	-0.0213333333333333
FLJ11171	0.517833333333333
TDGF1	-0.0164999999999999
ERCC6	0.47875
EIF2AK4	0.58125
BAZ1A	0.736833333333333
LRRN3	-0.803
TMC3	-0.116
EFTUD1	0.7605
PTPRO	1.76833333333333
CLEC12A	0.655625
ACBD4	0.068625
ZDHHC14	-0.48775
OTUD7B	0.236125
ACTB	0.4566875
MSRA	0.71325
LCE5A	1.232
IFI35	0.9935
BSCL2	-0.395833333333333
ANKRD12	0.316583333333333
CFHR2	0.74125
RGAG1	-1.19933333333333
HSFY1	0.323
SLC30A5	-0.335916666666667
IMPG1	0.993
GPR109A	0.921
ZNF185	-2.46725
IYD	4.91625
NPCDR1	0.0975
SERPINA13	0.4095
HMGCLL1	-2.1515
NEUROG1	0.993833333333333
UBQLN1	0.4009375
LIN37	0.4275
SOCS2	-0.152
DSCR4	-1.43
XKR6	-0.77
GPR142	0.908
KRTAP13-3	0.585
CCDC15	-1.13766666666667
MOS	0.7925
CD1E	-2.3045
OFCC1	0.097
FAM83D	-1.55825
SRFBP1	0.08825
C9orf96	0.828
DHDH	-2.04825
CCDC90A	-0.522
RABL3	0.3648
CD320	0.8455
ANGEL2	-0.0985833333333333
MRPL21	0.27525
SMG6	-0.015
INSR	1.7005
FLJ14816	-0.723
GLRB	-2.3345
C9orf89	0.77425
CIZ1	-0.5505
URG4	-0.553666666666667
LRDD	-0.816
CBY1	0.369166666666667
NFX1	0.202375
MTERFD2	0.0117857142857143
C19orf23	0.3925
PGC	-2.49825
IER3IP1	-0.0989
RASAL2	1.22966666666667
C1orf89	0.213
SYNJ1	-0.591375
NFKBIE	1.4155
FLJ40125	-0.545333333333333
TCEB2	0.1685
NOG	-2
POLR2J2	-0.381333333333333
HLA-B	2.9535
PCDHA1	0.0075
PPP2R2B	-1.0015
ARHGEF17	-0.2285
TCF7L2	1.95792857142857
CHD5	-0.828833333333333
ZNF431	-1.073
TBC1D25	0.60225
ZNF800	0.331
SCUBE2	-2.83
MYCBP	-0.392833333333333
GPX5	0.5825
C6orf129	-0.1675
QSER1	-0.173833333333333
ULK2	0.79325
PIGO	0.301833333333333
NRCAM	-2.36864285714286
SLC35E3	-0.861875
CSRP2	-2.31675
HYPE	0.04825
MAPK15	0.0103333333333333
MGC14327	-0.07725
TIMM13	0.186666666666667
ZNF462	-1.33525
GBA3	1.8695
TEX13A	-1.096
MCM6	-0.536111111111111
MTRF1	-0.509
ABCA7	-0.7015
EIF4A2	-0.647
ZC3H10	0.0649
RPGR	0.321833333333333
C20orf94	-0.049
RP1L1	0.1525
GPR125	0.49875
USP22	-0.735428571428572
OR1L4	0.01825
MLZE	0.901
FLJ32065	-0.86975
PTCD1	0.19175
CRTAC1	0.122333333333333
BXDC2	-1.031
C18orf1	0.248666666666667
FAM107A	0.594428571428571
EFNA3	0.76075
P18SRP	0.2594
CAMKK2	0.165166666666667
KIAA0649	0.2055
NES	-1.16116666666667
HS6ST3	-2.155125
PON2	-0.49425
TCP11L2	-0.20325
CLEC4A	2.22925
PRR12	0.1675
MLXIPL	0.375
C2orf50	0.515
ZNF28	0.3015
ENC1	2.43733333333333
MAP2K1	-0.35425
FKSG2	1.21125
KIAA0430	0.5055
PTP4A1	-0.444333333333333
GPR156	1.57
GTF3C6	0.23075
UBR2	0.4491
LOC388272	-1.211
MAK	-0.432666666666667
ACOT4	2.25725
STC2	-3.4695
PIGW	-0.409125
SAE1	-0.877375
COL6A1	0.351181818181818
OAZ1	0.0271666666666667
STMN4	0.751
EDG3	-0.612833333333333
SGCE	-3.18233333333333
IL11	1.7845
PRSS8	2.996375
YIPF5	-0.126
WNT4	0.801875
CSN2	0.273
TCF7	-1.505
TDO2	3.04625
SAMD9	-0.92325
S100A7A	-0.614
MMRN1	1.6495
GKAP1	-1.14975
AKR1C3	-3.572625
RNF19A	0.03325
GMDS	2.22725
YKT6	-0.99
SPARC	0.5299
C12orf31	-0.07675
UBE2V2	-1.165
FBXL18	-1.74883333333333
KIAA0460	0.12525
ADAM22	0.067625
SERPINC1	-4.79325
KCTD21	-0.1235
MYOHD1	-0.4125
ZNF37A	0.014
GTF3C1	-0.697166666666667
CTSZ	2.5765
PRNPIP	-0.946625
DRD1IP	0.28025
NR1I2	3.699
ZNF266	-0.5063
SPAG4L	0.055
COX4NB	-0.12775
SAPS1	-0.269
APOA1	-3.599125
TATDN1	-0.779666666666667
C10orf82	-2.44825
KPNB1	-0.535
FOXO3	-0.0945833333333334
CRYBB2	-0.225
ZBTB5	0.019
SLC25A38	0.3105
DCTN2	-0.235333333333333
IFT20	-0.06325
CTHRC1	0.999
C1orf31	-0.00375
UHRF1	-1.178375
GPC6	-0.5675
C10orf54	1.52
MCF2L2	0.114333333333333
WNT9B	0.118
OLA1	-0.173125
FAM120B	-0.712
TTLL10	-0.05
CYorf15A	1.25225
RELN	-2.0245
SCN2B	-0.242833333333333
MFHAS1	1.48675
NKX3-2	-1.002
RASGRF2	1.889
SSBP1	-0.712333333333333
KPNA6	-0.143071428571429
LOC389118	0.377
HS3ST4	-1.1516
SUPT7L	-0.6455
FLJ32658	-1.6495
IGFBPL1	-0.9245
KIAA1641	-0.4535
SHKBP1	-0.342833333333333
CSF1R	4.67575
NAGK	0.38225
MYL2	0.6335
HIST1H4C	-0.711166666666667
TOMM7	-0.131125
ADAMTSL3	-0.7303
TNFSF14	0.4535
PRRT2	-2.27975
VTA1	-0.00712500000000001
AOAH	4.7555
CRISPLD2	0.972285714285714
PNN	-0.5393
TA-NFKBH	0.2695
ESPN	1.176
RBM43	-0.083
KIAA1267	0.386625
DDX3X	-0.0357222222222222
KIAA1576	-2.66925
PLXDC1	3.60366666666667
FLJ25801	-3.967
HNRNPL	0.82375
RUNDC3A	-0.0935
CASP12	0.3265
SH2D5	0.164375
RPL26L1	-0.757
OR51A7	0.47
HDC	1.708
C2orf16	-0.0921666666666666
SYTL3	0.95825
GOLGA4	-0.1116875
NOTCH1	0.2715
ATPAF2	0.94575
ECD	-0.19775
SSX5	-1.09933333333333
SNAP91	0.07225
OCA2	-4.4715
PNPO	0.601166666666667
DAPK1	-0.831666666666667
PINX1	0.440166666666667
SELENBP1	0.67375
NEK3	1.59441666666667
TMED4	-0.0301428571428571
SSTR4	0.4105
FOSL1	-1.6276
CD40LG	0.5805
CES1	-1.91
DCI	0.872
B3GAT3	-0.335
STK17B	0.2735
CNTN6	0.59725
CYP3A4	4.0915
MBOAT2	-2.4505
PISD	0.04725
USP1	-0.627
PYDC1	1.27366666666667
CENPM	-0.18575
SAR1B	0.19725
TTC7B	-1.882
DP58	-0.0295
GPC1	-1.08875
RBL1	-1.198375
TMEM137	-1.46
TOB1	-0.19725
TCEAL1	-0.276333333333333
CENPF	-1.40854545454545
C6	-0.364166666666667
PRSS1	-0.95575
PPIL6	0.729
C6orf124	1.1435
ODZ4	-0.150166666666667
SNCB	0.35975
NDUFB9	0.364125
CNOT6L	0.687
S100A9	1.66283333333333
TRIM50	-0.4865
KCTD1	-0.2589
WDR63	0.24175
SPEF2	0.771875
RNGTT	-0.175666666666667
CXorf22	0.4015
KCNK16	0.125
CEP250	-0.867125
ATPBD1B	-0.049
KCNJ2	4.7755
MT1B	-1.6365
ZNF684	-1.037
SLC4A1	0.28075
PDHA1	0.5325
ZNF492	-1.93975
TKT	-0.0725
