Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
CDRT4	-0.831875
ZNF84	-0.4425
HOXD8	0.73875
STARD8	-0.400166666666667
FOXP2	-0.163875
CCDC103	0.01225
POLR3A	-0.4815
GSC	-2.353
ZNF114	-1.57866666666667
HTR7P	-0.2705
LALBA	0.486
RMND5A	0.953
PSCD2	-0.063
ZNF409	-0.7795
KRTAP1-3	-0.375333333333333
MAF1	-0.831
LOC201725	-0.802833333333333
NRN1	-2.56175
SPAG5	-2.75166666666667
DNAH7	0.421833333333333
FLJ43860	-0.037
BRCA2	-0.90125
ACADM	0.7065
CXXC6	-3.279125
RAGE	-2.397125
CHMP2A	1.2265
FAM8A1	-0.1745
GPR21	-0.358
SLC12A3	-3.29116666666667
FVT1	1.22828571428571
ZDHHC7	0.336625
FLJ44048	0.31625
SLC44A3	4.429
SDSL	0.546666666666667
MMP8	0.08125
PLA2G12B	-1.37633333333333
ACY1	-0.705
MT1E	1.267
OR4K15	-0.42
TECTB	-0.223
GPR20	1.204625
IRAK2	-0.32625
RFPL3	-0.286875
MYO9A	0.4615
NARG1L	0.5575
BLMH	-0.742125
CCDC3	3.40033333333333
C9orf21	-0.0216666666666667
KIAA0513	0.218666666666667
MIER2	0.3675
PNMA2	-1.65833333333333
SH3BP2	0.6555
ANXA10	-0.70575
RTN2	0.425
TFB1M	-0.6365
PRPH2	1.72775
C14orf133	-0.3785
GOLGB1	0.66875
IRX4	-2.554125
NFKBIL1	-0.508333333333333
C10orf62	0.82525
APBB3	-1.05875
RPS10	0.1662
LOC728378	-0.69925
TLE3	1.02211111111111
PSMB7	-0.716375
MESDC1	0.832
SLC6A1	0.6125
OCLN	1.11433333333333
PTTG3	-2.66766666666667
NAGLU	-0.468
SERTAD4	-0.70775
SPRY1	1.3745
FLJ10781	-0.78475
MYSM1	1.08925
TRIM4	0.340642857142857
SH3YL1	1.8315
TREM2	2.08466666666667
SERPINI1	0.962
HDHD3	0.9735
TMEM38A	0.866
EID2B	-0.20825
TDRD3	-0.208666666666667
SEDLP	0.4615
THSD7A	1.93983333333333
NDST3	-1.634
KLHL15	-0.217166666666667
DHRS12	1.473
FBXO9	-0.621571428571429
TNPO1	-0.6785
MRPL13	-0.217833333333333
SNX5	-1.62066666666667
METTL6	-0.39075
SOD1	-0.120125
CHML	-0.883
PACS1	-0.223375
SIRT5	-0.3483
CAPN2	-0.638
FXYD5	0.762666666666667
TWISTNB	-0.266
LRFN1	-0.573
UBE1L	1.617375
UBE1C	-0.9125
OR51B2	-0.102
OR4D11	0.036
C15orf2	0.211
NR4A1	0.160333333333333
LOC339047	-0.042
TRIM17	-1.185125
ATP5G3	0.430642857142857
RPL15	0.0363333333333333
ADAMTS8	-0.11325
HOXC4	-0.664
C14orf37	1.1535
CEACAM5	4.8645
MYT1L	-0.01
RASA2	0.207375
OSBPL7	-0.1995
STAG1	-0.0855
GIMAP4	4.03783333333333
FUT3	4.32383333333333
PIF1	-2.476625
LPIN2	-0.1482
SH3PX3	1.0935
PDP2	0.20925
PAPD1	0.792
ERP27	2.662
APOOL	0.1248
DIABLO	0.006
TRHR	0.42425
ARMC9	-1.107875
RNF152	1.55125
SLITRK3	0.391166666666667
ZNF211	0.6729
PFDN1	-0.049875
RGS11	0.519125
HS6ST1	0.732
AKR1D1	0.11075
TNP2	0.221
STK31	3.6965
EML4	0.2185
SGTA	-1.252
HIST1H2BI	-2.02216666666667
PSMD6	-1.94533333333333
KIAA1257	4.155
C18orf55	-0.1995
FLJ20273	2.7525
RPL28	0.281666666666667
EPYC	0.00649999999999999
NOX3	-0.372
ELAC1	1.10183333333333
METT11D1	-1.52025
BIN2	-0.597166666666667
NACA2	0.1155
CCDC17	0.363
HM13	0.4539
UBOX5	1.074125
UBE2O	-0.1595
UBL5	-0.1715
APOLD1	1.1605
C9orf31	-0.00300000000000002
TNFSF8	-0.114
ARHGAP29	0.276125
PROKR2	0.166
PDE5A	0.697333333333333
C6orf12	-0.1895
TOM1L1	0.0405
WHDC1	0.482125
FOXI1	-0.396
RAB4A	1.6629
TMEM39B	-0.456
ATPBD1C	-0.80375
FARSA	-2.0525
PLEKHG5	1.11075
CMAS	-0.297
OR7E24	1.017
SLC30A1	0.71775
CDC42EP5	0.0536666666666667
PLAC1	-1.98575
KLHL18	-0.600333333333333
LBA1	0.3019
TAZ	-0.73675
CRIP2	-0.03425
BTBD11	0.544333333333333
C16orf72	0.66075
DIO2	1.1678
LRRCC1	-0.1675
CCDC136	-2.2305
PRX	-0.591875
RBM5	0.3373
TMEM85	0.000750000000000002
TUBGCP4	-0.700333333333333
APLN	1.216625
CDK7	-0.997833333333333
SSR2	0.162083333333333
CRELD1	0.398
C19orf46	2.0725
GAL3ST4	-0.431333333333333
KBTBD10	1.0385
IL28A	0.118
WDR27	-0.1225
MCM2	-2.6475
SOX14	0.326
FLJ39743	0.59
KIAA0922	-0.429375
HIPK4	-0.6705
FLJ25758	-0.8805
C16orf57	-0.31875
PDZD2	0.834
MCC	0.249
HHLA3	-0.4702
ID2	0.67
C20orf23	1.779
ZNF688	0.74425
APOC2	-0.0248333333333333
LOC440093	0.29875
FAM50B	-0.7315
PWP1	-0.099
DNAH10	2.73475
HIST1H2BA	-0.00566666666666666
GPR56	2.8345
METAP2	-0.629875
PAN3	0.851
STXBP4	0.20625
PDHX	-0.25
MTA1	-1.16808333333333
ZBED4	0.85775
ZNF720	-0.85275
CDK2	-2.155875
RHOJ	1.51225
CDC37	-0.6435
ZER1	0.2155
GRK4	-0.75325
PRPH	-0.284
POLR2A	-0.21575
OGFOD1	-1.193
NOL5A	-0.16475
PHEX	-1.342
FLJ16478	-0.389
C20orf117	0.373375
CAMTA2	0.0405
C11orf74	0.0776666666666667
DDX17	0.2305
C5orf27	-0.223
PLEKHA2	0.8086
PDE4DIP	-1.502
SCN7A	0.0833333333333334
ZNF559	0.366666666666667
CXCL10	3.39425
ZMYM4	0.574833333333333
STK32B	-1.03333333333333
KIAA0888	-0.1041
TACR3	0.431
CKAP2L	-1.2815
KIF1A	-0.904833333333333
RSPRY1	0.64775
VCAN	0.7575
CYP27C1	-0.8465
SYDE1	-1.5465
MED12L	-0.696666666666667
ZDHHC21	1.11475
NHS	-0.499
TM9SF3	2.011
DDHD1	-0.465125
MAFG	0.222416666666667
BICD2	-0.5448
C14orf119	-1.03066666666667
C14orf43	-0.275285714285714
CDH7	-0.7315
ALKBH5	-0.761642857142857
JUP	1.643875
TMEM41A	0.759166666666667
MAMDC4	-0.584833333333333
CBX3	-0.925125
LRRC18	-0.49025
RBMXL2	0.21625
PLA2G4D	0.3055
FGF13	-0.55625
KIF3A	-0.208
PDIA6	-0.50125
DCXR	1.03625
CASKIN2	0.582166666666667
EHD1	-0.409833333333333
MARCKSL1	0.387
ZNF496	-0.850666666666667
SCAF1	-0.0563333333333333
KCTD8	-1.099
TRAF3IP3	-0.0994285714285714
LSR	1.32125
CXorf1	-0.218333333333333
C14orf112	-0.440333333333333
EIF2B1	-0.3225
OMP	-0.5665
GSTZ1	-1.677
LOC92017	0.42025
ISLR2	0.503
C12orf36	1.174
GATA2	-1.75766666666667
GABRA5	-0.136
CELSR2	-0.925857142857143
STAM2	0.6419
TNAP	2.864
PTPMT1	-0.2515
GRP	2.59025
SV2A	-1.2305
MAGEA12	-5.3085
CACNG1	-1.341
C18orf19	-1.0185
GSG1	-0.356833333333333
PTPRJ	0.472071428571429
FRMPD1	-0.092
ZNF668	-0.8285
PLEKHJ1	-0.775125
ADAT1	-0.5394
TMEM50A	0.5434
UCN3	-0.251
HOOK1	2.516125
IL17B	1.164
MLKL	0.538
TTC14	-0.722666666666667
KLHL5	-0.2305
CRYL1	1.84216666666667
FOXH1	-1.369
NFYB	0.232875
PPM1G	-0.55
GOLGA2LY1	0.08225
NMT1	-0.09725
HADHA	0.198
CHSY-2	0.9355
PLEKHF1	0.460857142857143
SAGE1	-1.479
MUSTN1	0.099
SUHW4	1.3615
TFEB	3.4955
ZFYVE27	0.86475
ATG12	-1.54
BMI1	0.544571428571429
ZIM3	-0.21525
MYH4	0.10575
MASP1	-0.59125
KIAA0984	-0.24175
RPAP2	-0.9335
ASB5	0.089
BOLA3	-0.5205
MIA3	0.853833333333333
KRT35	0.689
KIR3DL3	-0.8605
MRPL51	-0.49025
SEMA3F	1.02483333333333
NDUFB2	0.8695
LOC253012	-0.61425
FAM46C	-0.4236
G6PC	-1.8415
CSAG3A	-5.72583333333333
PREX1	-0.2455
SLC25A45	-0.736375
MAPKBP1	0.3297
CPE	-0.876
GNB1	-0.002125
CXCR6	0.436
TRIM46	-1.28425
C16orf3	-0.3755
HPSE	1.21975
TIGD3	-0.053
SPG3A	0.1255
LCAT	-0.6925
ST6GAL1	1.84016666666667
POMC	-0.482
FLJ36031	-0.328166666666667
NSMAF	-0.377
SKIL	1.4175
ADSS	0.870166666666667
HMGCS1	-1.0855
POLR3F	-0.2485
RAB10	0.242125
ZNF277P	-0.431625
ZBTB7B	0.040375
DHRS1	-0.514625
ABCC13	0.488857142857143
CNOT3	-0.26025
NFKBIA	0.244
GAK	0.892666666666667
SFT2D2	0.551333333333333
HOXA6	0.92
CRTC1	-0.601125
LY6D	4.07933333333333
C20orf72	-1.21983333333333
CPT1A	1.74225
LMO1	-1.993
EIF3I	0.002
PRB4	-0.60225
MCM3APAS	0.00850000000000001
C20orf132	0.6652
FOXF2	-0.6955
S100A12	0.9665
MLH1	-0.7345
ACTN1	0.3522
MRPL36	-0.527666666666667
C20orf106	0.13525
FBXO6	1.23116666666667
MKS1	-0.4355
CX3CR1	-2.022
PDE1B	-0.3065
PLP1	-4.1765
KISS1	-0.224
C14orf2	-0.673
TBC1D3P2	0.421
COMMD6	1.3757
ANKRD7	-0.73525
PTCHD1	-0.531
NARS2	-0.6495
DOCK7	0.200875
FAM127B	-1.200625
LOC390243	-0.469333333333333
N6AMT2	1.06875
ZNF391	-1.3715
DNAJB14	0.895333333333333
WRB	-1.214375
BPI	0.707916666666667
TTC4	-0.828833333333333
FAM10A5	-0.216
GOT1L1	0.129375
MAGED1	-1.220125
RESP18	0.028
WFDC6	0.502
MT2A	-0.5675
C11orf56	1.19475
KIAA1432	0.247
ROR1	-1.511875
HSD17B14	-0.0513333333333333
ZFAND2B	0.782875
SAMD4B	0.47475
HEXA	-1.476
HNRNPU	-0.054
USP39	-0.587
NRD1	-0.77275
R3HDML	0.62275
FLT4	0.213666666666667
OMG	-0.0162
OR52N4	-0.313
LOC399818	0.0575
ELA2	-2.141
VENTXP1	-0.2195
RFC5	-2.156
OR52L1	0.598
PAX5	-0.956
FBXO2	3.09475
GMEB1	-0.0685
AKT3	0.0786666666666666
CRB1	-0.158166666666667
CTTN	0.00366666666666667
UTP15	-0.7725
HSBP1	-0.102333333333333
PHF11	2.09175
NDEL1	-0.294166666666667
USP8	0.5625
BAIAP2	0.97575
SI	0.5575
ARSJ	-0.455333333333333
BAAT	-2.41525
KCNS3	2.16683333333333
LOC126147	-0.350166666666667
TMEM37	-1.279
C1orf162	2.1445
MBD1	-0.2852
ITGAL	-0.148
WDR73	-0.2875
GKN2	-0.837
ARFGAP1	0.832
SLC5A8	-0.15225
ZBTB40	0.3775
CYP4B1	-1.53633333333333
LYPLAL1	0.0415
CHST3	-0.739
MAP3K9	-0.7285
BTAF1	-0.689333333333333
TFAP2E	-0.1305
RBM35B	1.006
LOC441251	0.1265
ANKRD25	-0.198722222222222
UQCRC2	0.6395
MAEA	0.7205
HYAL1	-1.9493
RNPEPL1	-0.286
CPSF2	-0.61525
PSD3	0.3294
ABCA13	0.309125
AGR2	-0.642625
GBX1	-0.7455
HDLBP	0.153071428571429
ACY3	0.048
HECW1	-0.1645
ZNF519	-1.60375
HOPX	2.38375
ZNF304	-0.63125
OR12D3	-0.0225
FKSG43	-0.2995
METTL1	-0.068
MFSD3	-0.0078
PSPH	0.12375
CLCA3	-0.262
DARS2	-0.532166666666667
CDC25A	-1.43016666666667
BAIAP2L1	1.46625
B3GNT5	2.05975
USP29	-0.584
ARHGEF10L	2.7481
ATOX1	-0.85175
ADAM30	0.08375
DNASE1	4.54625
STT3A	-0.14175
RAB6IP1	-1.24
PTN	0.3086
C1orf106	0.492461538461539
HECA	2.394
RNF122	-0.919
SLC22A18AS	0.552
GNG8	-0.5095
ELP4	-0.85
FAM65A	-0.0175
RPL10A	-0.0896666666666667
IRS4	0.365
MACF1	0.7045
SEC24D	-0.57125
LOC374395	0.8985
TGFB2	0.706875
MDFIC	-0.475625
CHRNE	-0.315833333333333
PCMTD2	2.45916666666667
ATP6V0D1	0.3935
MTA2	-0.06225
LZTR1	-0.936666666666667
RAP1A	0.411666666666667
AXIN1	1.38625
POLR1C	1.155
TRIO	0.318166666666667
PLXNA4A	-0.60975
C5orf33	-1.08225
DEPDC1B	-2.8665
ZNF473	0.5295
MTM1	0.74725
GPR107	1.10666666666667
CSNK1A1L	-0.278
FLJ14154	0.91825
NLRC4	2.1645
ENPP4	3.70966666666667
PADI3	-0.0955
RNF170	0.670125
CG018	1.9865
C16orf7	-0.962
KCNE1	-0.395
NRM	-0.824833333333333
SLC37A3	0.400642857142857
TPD52L2	0.383166666666667
UNC5B	2.24375
C12orf12	0.232333333333333
SDHB	-0.08425
CLRN1	-0.0422857142857143
NUDT10	-1.497
UGT3A1	0.05375
FBXW8	-0.471625
RHOF	0.17
PTPLAD1	-0.35525
MYO3B	-0.0690000000000001
DERA	-0.3685
TPP2	0.40525
C19orf53	-1.195
GINS3	-1.538375
ST6GALNAC5	0.081
CHSY1	-0.40325
MGC15705	0.7115
GPR83	0.279666666666667
EXT2	0.1125
DOLK	0.568
TUBAL3	-0.939
ACVRL1	2.1054
ABL2	-0.1965
C14orf156	-1.14933333333333
PTPRZ1	-2.733625
DIP2C	0.7715
LAMP1	0.262375
RXRA	0.9212
MAP3K5	1.25325
ALKBH1	-0.461333333333333
PDLIM7	-0.846625
ARL14	0.713
SNIP1	0.133333333333333
TIMP3	1.78866666666667
RGS3	0.569166666666667
SPAG16	0.426666666666667
ABHD4	-1.2295
ARHGEF12	1.0875
GLUD2	-0.8275
RAC2	-0.6498
UAP1L1	0.8395
SLC18A3	-0.128
YOD1	-0.209
RALY	0.21325
HMOX2	0.865625
DGKH	0.4205
DBNDD2	2.84166666666667
YIPF4	1.382
THAP10	0.11825
ZNF513	0.44725
HAGHL	0.294333333333333
ITGB4	1.576
CCDC141	-1.076
YTHDF3	1.0285
C5orf28	0.24325
RPL7L1	0.52375
TMEM30B	0.244142857142857
ANKRD35	1.1805
DUOXA2	0.6755
TBC1D5	0.9475
DFNB59	0.435
HRH4	-0.1675
MYO6	1.9107
DNAJA4	2.021375
RBM24	-0.836875
CEACAM20	-1.803
RBM23	-0.620285714285714
NGFB	-0.169
C1orf63	0.025
KRTAP7-1	-0.2765
PERLD1	2.03725
NPB	-0.713
C17orf59	-0.0172
HSPBAP1	0.927
SLC15A4	-0.175
PRTFDC1	0.26875
OSMR	-1.65557142857143
CYSLTR2	-0.469
C19orf25	-1.0637
KIAA1797	0.0915
NLRP6	-0.267
FAM105B	-0.1486
SCRN2	-0.564666666666667
LRRC58	-0.0485
RNF17	-0.1165
NEIL3	-3.167
FAM137A	-1.95925
SKP2	-3.2605
PARVA	0.712166666666667
PKLR	0.8515
RNF34	0.15625
A3GALT2	0.129
C12orf50	-0.36
SUNC1	-0.35525
FAM102B	-0.358
CCT2	-0.88375
LRRC37A2	-0.0025
ARF4	0.79
SIKE	0.19125
C8orf48	-0.065
MBTPS1	0.290071428571428
GPSN2	-1.559
NCF2	1.8335
SLC12A6	0.2455
MRPL48	0.057
HMGN3	-0.858666666666667
LRRC62	-1.6465
PAX9	-0.066
FAM55A	0.232
C20orf42	3.9015
SCML2	-0.504833333333333
BCL9	0.36625
FAM40A	0.35075
C9orf41	-0.0136666666666667
ZNF774	-0.082
LETM1	-0.56875
PLXNB1	1.299
NIPSNAP1	-0.468
USP10	-0.554
F9	-0.2135
LIPE	1.86475
CNGB3	0.076
C12orf52	-0.3595
PI4K2A	-0.56875
MED8	-0.529375
STAT4	0.6281
FGD4	1.55716666666667
RNF145	-0.663166666666667
WDR32	0.3064
CLDN2	1.41733333333333
TCEAL8	-0.5445
ZMYND8	0.1057
PDXK	0.2965
GATAD2A	0.33125
PTGES3	-0.3225
CCM2	-0.7705
TAP1	0.936
ZNF670	0.233
ETS2	3.032
C6orf166	-0.0446666666666667
PRMT2	-0.346357142857143
OR4B1	0.673
INTS8	-0.5575
CCDC102A	-0.40425
CCDC83	-0.726333333333333
ITGA1	1.1969
EPHA5	-0.3725
FAM24B	-0.476833333333333
TSGA10	2.13525
HAL	-1.08883333333333
MYOT	-0.04225
SPACA3	0.33025
BCL2L2	-0.529
CUGBP2	1.65
CCNB3	0.6605
RNF113B	0.26725
MERTK	1.82975
BAG1	0.89825
VPS36	-0.0575
ORMDL3	0.8581
C1orf190	-0.61925
ZNF625	-0.033
CORO2B	-1.66775
ALOX15	-0.152
CST1	1.705
NUPR1	2.02266666666667
CCL7	0.39625
SMCR5	-2.1535
DSC2	1.0085
RBMS2	0.25125
GRIK4	1.6945
TRIM65	-0.4639
TMPRSS6	-0.6855
TP53INP2	1.80025
GLB1L	0.680333333333333
LOC388284	-0.772166666666667
PUS1	-0.107571428571429
BCL9L	-0.476
OLFM1	-0.224833333333333
RET	1.150625
MASTL	-1.681
ALX3	0.76275
IL1RL1	-0.079
ZNF765	-0.1929
C14orf138	-0.727
SNX10	-1.3265
TAC4	-0.4695
C1orf64	-2.74575
POGK	0.367375
MAPK9	-0.7175
ZNF366	2.53375
C8orf79	0.7977
CLDN7	2.727375
OR5AT1	-0.9525
TRIM37	-2.2735
LRRC25	1.49525
GRHL2	1.4503
TEKT3	0.39125
LASS5	0.288166666666667
ABCC4	0.1645
DLG3	0.22075
VGLL1	-0.423375
ZFP36L2	2.07483333333333
MFRP	-0.77
KIAA1799	-0.191
FLJ44379	-0.1035
PCNX	0.1755
ANXA9	1.062
CYP4V2	2.0189
PIK3C2A	0.341
SRR	-0.654
NOL3	-0.83775
IFITM2	1.277
ARNTL2	-0.434
ZNF595	0.0535
NLRP13	1.003
ASPH	0.299125
CPA2	2.031
PVRIG	-2.32716666666667
LEPR	-0.182166666666667
C16orf42	0.874666666666667
SH3BGRL	-0.35825
FAM77D	-0.3468
FNDC7	-0.524
C9orf6	0.212166666666667
NOTCH2NL	0.4525
PGBD1	-0.7355
SYNGR2	0.716833333333333
PITPNA	-0.54925
PRPF4B	-0.8296
SLC43A3	-0.849714285714286
NRBP1	-0.68775
SLC25A22	-0.05125
ILK	0.487
SLC22A8	-0.291166666666667
MRPS7	-0.61775
PITX2	4.56775
FABP3	2.1755
OR1L1	0.0525
LOC728215	-0.283
BLID	-0.612
KIAA1217	1.75941176470588
TFPT	0.24875
AP4B1	-0.23825
VBP1	-1.27325
OR1K1	-0.5315
MORC3	0.51075
BHMT2	-0.352
C3orf10	0.09025
FZD7	-0.662333333333333
WFDC10A	-0.658
PMS2CL	-0.784875
CCDC32	0.9275
FA2H	2.2725
ALG13	-1.101
TTLL7	-0.6805
SPOCK3	0.81025
SLC13A2	0.284
AIM1	0.87125
GPRC6A	-0.222
EGR2	2.01575
MED11	-0.75175
WWC1	0.578
SH3GL3	-2.88175
RIF1	-0.341785714285714
PRLH	-1.276
VLDLR	-2.779
DBT	0.494375
C21orf63	1.0505
CGGBP1	-0.733625
KRTAP12-2	0.2415
TADA3L	-0.66625
ZBTB16	1.58325
PDGFB	0.821875
RFX1	0.0635
UQCRB	0.3402
LOC133874	1.1635
HPS3	-2.85225
LGALS3BP	0.6095
DKFZP564O0823	1.94735714285714
MRFAP1L1	-0.477
HOXA10	2.58566666666667
NGB	-0.395
KIF21A	0.488615384615385
IFLTD1	-0.17
LZTS1	-0.1625
ARHGEF3	1.62075
RHBDL3	-1.7985
CSNK1G2	-0.358416666666667
ChGn	1.4745
KIAA1244	2.10733333333333
GABRB2	-0.3745
MGC72080	0.303
CD27	1.82275
EGLN1	-0.7237
PEX13	-0.15725
RWDD3	1.0405
RNF12	-1.0365
GRIN2B	0.9055
ADAMTS14	0.118
DYDC2	-0.467666666666667
ATP6AP1	0.6287
NR1H2	-0.8885
PDK2	1.6015
C3orf17	-0.0656666666666667
SLC38A2	-0.785071428571429
SLC25A29	-0.351166666666667
C15orf29	1.231875
ADAM9	1.0075
TMUB2	0.5815
GPR176	-0.79325
AGK	-0.80275
MCCD1	-0.16525
NDUFA4	0.415
TMEM146	-0.18375
DUSP1	-0.065375
UNQ6975	0.801
EMX2OS	0.98075
INSM2	0.22275
LUZP4	0.38475
SETD6	0.043
P2RY2	2.11675
SLC45A2	-0.9795
RABGAP1	1.25483333333333
UBXD5	-0.881625
GPRC5A	0.5973
PAK3	0.0538333333333333
LOC63920	-0.9215
TGFBR1	0.3625
KRTAP6-3	-0.074
SFMBT2	0.19125
CDC42	0.69525
C11orf35	-0.9375
TTLL2	0.323
UACA	0.886
CD97	0.5531
SETD5	0.245
NINJ2	-0.12475
PTER	0.998666666666667
POMGNT1	0.444
KRTAP4-2	0.4975
ECGF1	1.20225
HRB	0.191818181818182
ATP1B2	0.0988
LOC400506	-0.7085
COL4A3BP	0.47625
C6orf97	1.10775
GRHPR	-1.144375
TAS2R1	0.968
SEMA7A	-1.23
EDF1	0.06275
ODF2L	1.5426
PCID2	0.0306666666666667
GTF2H4	-0.6845
ZCCHC3	-1.2025
CGB2	-0.18
NEUROD1	0.26125
C20orf75	-0.118
RP5-1054A22.3	1.55516666666667
IFNA5	-0.64
ZNF134	-0.0673333333333334
MGC119295	0.0704
ZSWIM6	-0.32675
SMEK1	0.245333333333333
PCGF2	0.1775
C1orf102	1.1205
CYP2A13	-0.3375
KCNH6	0.1472
MDM1	-0.1319
ALDH7A1	-1.051
C9orf75	0.7925
VDAC3	-1.054
OR51T1	-0.2505
EIF3F	-0.459083333333333
KCNJ10	-0.771125
LENG8	0.04725
EDEM2	0.488
CCNJL	0.00483333333333331
DHX37	-1.0035
CRYGN	-1.478
AATF	-0.0745
ZNF630	0.730875
E2F5	-0.427
WFDC13	-0.25675
FTSJ3	-0.565333333333333
C4orf33	0.43975
LHFPL4	-2.2435
C19orf56	-1.21416666666667
SMAD4	0.8375
AFM	-0.105
G0S2	0.126
FCHSD2	0.4548
RRP1B	-0.7003
EEF1B2	-0.281166666666667
STAT6	1.6855
ZNF195	0.579
GNL1	-1.02766666666667
ZNRF2	1.3795
PER3	1.37675
ASB16	-0.0515
C10orf10	2.23328571428571
ADCY8	-2.6965
C9orf58	-1.70266666666667
ARMC10	-0.302666666666667
PSG1	-0.3965
DHX34	-0.46475
VARS2	-0.850375
NFIC	-0.365
ITPR2	1.57175
AGXT2	-0.014
OR6K3	-0.012
H2AFZ	-1.5675
MLLT3	1.18858333333333
COX4I2	1.524
CCNT2	0.234875
PLK4	-1.704
NUMBL	-0.704666666666667
MED16	-1.22225
PLEKHQ1	0.44275
GOSR1	0.904444444444444
BTG4	0.241
RPL30	0.137416666666667
IGSF5	-0.9425
IGFL2	0.149833333333333
ELMOD2	0.408333333333333
SHC3	2.50566666666667
HAVCR1	0.0865
DYNC2H1	-0.54975
RNF5	-0.251166666666667
C2orf7	-1.3765
NLF1	-0.2365
KLHL25	0.8485
LRP10	-0.4253
KRI1	-0.37925
PUS7L	0.202333333333333
MGMT	0.84075
HOXD1	0.237166666666667
CSH1	-0.6689
ATG16L2	-0.667
FLJ44635	0.6995
CHODL	0.27775
EXOSC8	-0.6375
SLC28A1	-0.32525
MYO7B	1.99716666666667
SEH1L	-0.5676
MTNR1A	0.283166666666667
TSPAN5	0.103666666666667
CDC45L	-3.49983333333333
AMIGO1	-0.298
ATAD3A	-1.535625
OSGIN2	-0.0466666666666667
PDIK1L	0.4865
DARC	1.983375
PIPSL	0.2295
SHMT1	-1.7125
CRISP3	0.536
POPDC2	1.33333333333333
ZRANB2	-0.927333333333333
FBXL8	-0.50975
TRIP13	-2.92490909090909
EIF5AL1	-1.3945
POU5F1P3	-4.87883333333333
IL6	1.06533333333333
CXorf38	1.09216666666667
IFNA16	-0.352
FBXL2	-0.629666666666667
BRD1	0.7255
STATH	-0.3545
FBXO44	0.864333333333333
MCCC2	-1.02225
CDC2	-1.8791
C5orf23	-0.42575
IVD	0.582
C10orf122	-0.353
MSL3L1	0.2843
MVP	0.9435
EPOR	-1.6908
ZMYM1	0.422166666666667
BCL7C	-0.2485
PSTPIP2	0.8108
LYPD1	-3.42875
OR8G5	-0.186
ZP3	-0.0653333333333333
BCAS4	0.86125
EDG6	0.61125
ISY1	-0.373
PRAMEF2	-0.834
CUL1	-0.37625
RNF213	1.2301
CCRK	0.2715
DHX9	-0.606875
C13orf29	-0.7135
NCKAP1	0.278166666666667
MRPL43	0.523785714285714
XPR1	0.64425
PKN2	0.2292
PODNL1	0.388
ZNF333	-0.081625
DALRD3	-0.119
OPN1SW	0.142
BTBD6	0.35175
C11orf82	-2.178
OR5P3	-1.22
DUSP11	0.239
L1CAM	-0.513
NEK11	1.4625
OR7E91P	1.985
CNTN3	0.698
CREB3L2	-0.45
ZBTB37	1.0225
KIAA1324L	-2.9105
NDUFB10	1.08333333333333
NUDT2	-0.465
GTPBP8	0.18925
CACNA1D	1.366625
PRKAA2	0.600166666666667
PRDM8	-0.1575
MGC16075	1.58733333333333
KRT14	-2.48207142857143
PP8961	-0.465
MRPL18	-0.723
ABCG2	-1.77925
PACRG	2.354
BBS2	0.658
KREMEN2	-0.338
FBXO21	1.6015
HNRPUL1	0.236166666666667
GRB10	0.7945
CLSTN1	0.375875
LMAN2	-1.097
C17orf61	-1.1965
NIPSNAP3A	1.129
INSIG2	-0.8405
PCDHB7	-0.305833333333333
STXBP2	-0.27475
CMAH	0.468833333333333
SEMA5B	0.4395
ZNF155	0.466833333333333
COQ6	-0.7955
PRPF4	-0.75425
TSPAN15	1.0912
VN1R5	0.27675
LATS2	0.79975
SELK	0.544
PGK2	-0.00374999999999999
MS4A1	-1.0395
TYW3	-0.4884
KRTAP5-1	-0.5225
RCCD1	-1.33833333333333
BTN1A1	0.6545
DDX28	0.262
TMEM65	0.56025
LOC92345	0.187
TTC31	-0.41325
WDR46	-1.46683333333333
CHP2	4.3945
LSP1	-0.775125
ZNF542	0.128
EXOSC1	-0.1825
ARHGAP18	0.392
LRRTM4	-0.54525
MAOB	1.26658333333333
CACNB4	-0.4825
MGC33846	-0.286125
RANBP3L	-0.162375
ATP5L	0.291375
ONECUT1	-2.684
NUDT9	0.60425
TMEM149	0.0205
STX17	0.367
IGSF10	-3.5465
TMPRSS9	0.5055
BMPR2	1.37627272727273
ALLC	0.4495
KLF7	0.92775
GCC1	0.5667
TIMM9	-0.80025
CDO1	-1.309
MGC10701	0.4185
IFI6	1.60666666666667
FRMD8	1.17875
MGAT2	0.0255
WBP5	-1.34633333333333
CNIH2	-0.557
KIAA0907	-0.1675
KCNH8	2.8675
CTSG	-4.075
GRIK1	0.1125
CUL5	1.212
FRMD1	0.1285
OR9A4	0.614
SYT6	-0.096
FOXD4L2	1.86025
ANAPC2	-0.530166666666667
OPN5	-0.2005
TAF13	-0.278
LYG2	0.77825
GGNBP1	0.3375
C11orf40	-0.221
OTX2	-0.925
REG4	1.17583333333333
EIF5	-0.1153125
PALB2	-0.052
SEPSECS	1.1002
RNASE3	-0.73225
TRIM49	-0.846
POLR2K	0.2957
GPR42	-0.5295
C8B	-1.95075
SASS6	-0.61775
PREB	-0.356
OR3A3	-0.00849999999999998
TUBA8	0.64125
IGLV2-14	-2.34225
STIL	-1.37175
ANKFN1	0.100333333333333
NME7	-0.5115
HOXC12	-0.968
UBE2C	-0.40075
FHOD1	-1.39775
