Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
SLCO2A1	1.54775
C3orf46	0.6605
PRDM16	-1.44033333333333
TMEM98	1.8605
FRMD5	-1.8755
PDE6C	0.4695
C1orf216	-0.795166666666667
EP400	-0.149642857142857
PTK2	-0.634333333333333
RNF217	0.86125
NDUFA8	0.547
ZFAT1	-0.01625
LAMP3	1.88933333333333
GLTSCR2	0.25025
NPW	-1.5035
LLGL2	2.2789
PPM1K	-1.16133333333333
C20orf177	0.128
KIR2DL4	0.5281
NFKB2	-0.45075
C21orf122	-1.601
HESX1	-0.76475
GPR114	2.32683333333333
SLC25A35	-0.687833333333333
GNAT1	-0.23075
ORAI3	-1.013
FAM76B	-0.302
TMEM99	-0.6692
TRIM29	1.9087
CDS1	2.81575
RHEB	-0.2357
C4orf27	-0.634833333333333
RAB3A	-1.273
OTUD6B	0.10775
GPD1	0.173625
CDH15	-1.33066666666667
NPM1	-0.188714285714286
TMEM117	1.64825
PRPS2	0.620416666666667
GCK	0.2115
ADRA2A	0.579
TSPYL4	-0.7895
TASP1	0.5515
WDR19	-0.124333333333333
C10orf38	1.6165
PDE4C	-0.0408333333333333
FYB	-1.72475
C1orf55	-0.03
PPFIA3	-0.87425
RAD18	-0.34775
C12orf44	-0.439666666666667
CRYBA4	-0.1995
HVCN1	-0.45125
TAF10	0.192166666666667
C16orf48	-0.521
DEPDC5	1.41966666666667
LTBP1	-2.8425
MAPRE1	0.203375
FGF8	0.2215
C3orf52	1.2965
SENP7	-0.345
LRRK2	-1.83675
RUNDC2A	-0.117
KIAA0355	0.338333333333333
CPEB1	-2.541
PPEF2	0.3715
ABI2	-1.21966666666667
KIAA0317	-0.467375
ATF1	-0.190666666666667
DYNC1H1	-0.333875
DIP	0.6805
TMEM33	1.06122222222222
POLDIP3	-0.33125
C7orf24	1.02425
GPR171	1.78925
CDC6	-0.723166666666667
PLD1	0.123
ITFG2	0.1998
NDUFC1	0.10825
AKNA	-0.2165
NBR1	1.079
PKHD1	0.382375
HPS4	-0.1558
MAFA	1.286
ULBP3	-0.42875
DIRC1	0.7435
IMMT	-0.317125
C22orf13	-0.172166666666667
CEL	1.64025
MARK3	-1.1725
ADAMTS2	-0.0665
ARPC3	0.00899999999999999
TMEM10	0.308857142857143
NPHS1	0.06625
BRD8	-0.381
WDR12	-0.38475
IDI2	0.274875
HOXD13	-1.0315
OR8G2	-0.94325
SLAIN1	-4.81125
GABRQ	-0.0995
NR2C2	-0.03175
NKTR	-0.2738
TLE2	-0.582
KIAA0892	0.5545
AURKA	-0.600727272727273
GPRC5C	0.788333333333333
TBC1D9B	-0.253375
PNPLA6	0.401666666666667
AP3B1	0.00375
NAG	-0.063
C11orf68	-0.814
AKR7A3	0.58675
AHCYL1	-0.188083333333333
COP1	1.94916666666667
RPP14	0.085
PCDHB18	0.1285
CDH24	0.965
KRT17	-2.5534
LACTB2	0.4625
DDX24	-0.6059
PHACTR1	-2.26833333333333
SLC35E2	0.10425
LOXL1	-3.662
IQSEC2	0.678125
RGSL1	0.236
PCDHGC5	0.0735
MEGF10	-1.142875
PRRX1	-1.39316666666667
ASTE1	0.201333333333333
C6orf159	-1.15975
MYOD1	1.11025
GAA	-1.729
ZNF747	-0.2815
KLRC1	-1.54175
IL1RL2	0.9475
GDF9	-0.5005
GPR119	0.6575
TRAF2	-0.0618333333333334
HCK	1.542
BMP6	-3.6895
IL8RA	0.621833333333333
FLJ35848	-0.724
EFHA1	0.9565
CDSN	-0.812333333333333
C14orf54	-0.263833333333333
LSM3	-0.459875
ZFP41	-0.1995
C9orf126	-0.775833333333333
VIT	-3.8235
SPCS3	-0.022
DEF8	-0.5383
CHAF1A	-1.01116666666667
C1orf165	-2.5275
ZFPM2	-1.36466666666667
FTH1	0.30125
SLC35F1	-0.96725
YWHAH	0.32475
C17orf66	-0.0183333333333333
ADRB1	-0.471
FOXL1	-0.2185
RG9MTD3	0.0035
UMPS	0.030875
MGC13008	-0.5245
KIAA1161	0.3615
CCDC77	-1.758
C12orf65	0.1228
COG4	-0.529666666666667
RCP9	0.285833333333333
RP4-692D3.1	-0.185333333333333
CDC2L5	0.9645
MGC7036	-1.985
DNAJC11	-0.05025
GDF2	0.239
TIMM17A	-0.3665
HNRNPA0	-0.4044
OR2H1	-0.69075
PCBP1	-0.46175
COL23A1	-1.54925
LRRC2	2.56778571428571
NSD1	0.226285714285714
FLJ37078	-2.411625
WDR91	-1.676
TMEM179	0.12625
DSCR10	-0.701
CNDP2	0.7715
FYN	-1.8995
BEX2	-0.659333333333333
KCND3	0.742
YPEL5	0.3995
LRRC42	-0.778333333333333
C17orf45	-0.080125
ZNF649	-0.33
LOC150763	0.759625
COL5A2	0.4025
CNGA2	0.181
ELA2B	-0.3024
RAB9B	0.35025
FAM100A	-0.3035
NAIP	-0.791571428571429
MYOZ2	-0.481375
SPATA12	0.108
XRCC4	-0.25825
CYB561	0.5007
CHST10	-2.79325
BAI1	-1.34583333333333
BRSK1	-1.008
C17orf89	0.4725
PDE6H	-0.9555
FLJ20309	0.5096
MAP7	2.031625
SCN4B	-0.72325
SPAG9	0.300375
SERTAD1	-0.370333333333333
FLJ21963	-3.885
ANTXR1	-1.5495
TMPRSS13	0.063
ETV7	3.1935
DGAT1	0.935833333333333
NKIRAS1	-0.862666666666667
TAC3	-0.5715
CORO1C	-0.36325
RAD54B	-0.7875
HRASLS3	0.728666666666667
C21orf42	0.23825
BARD1	-1.21016666666667
ZNF177	0.386
MIP	0.5115
ZNF442	0.4015
F2	-2.9835
GRIA1	0.138
GALNTL2	0.211166666666667
WNT5A	-1.407
LENG9	0.4795
hCG_25371	-0.6835
FOXR1	-0.372
TRA@	0.212555555555555
PWWP2	1.33175
C1QTNF7	0.5095
SLC7A4	2.11175
C4orf7	0.28275
C17orf80	0.107
KLK4	-0.0455
IL31	-0.3845
TMEM176A	4.747
CTNNB1	0.7600625
BHLHB2	-0.677
TMEM185B	-0.0456666666666667
ARD1B	0.785
C1orf93	0.82
BRUNOL4	-0.189666666666667
LOC541469	0.750166666666667
UPK2	-0.71775
GAS8	-0.0813333333333334
PATE	0.763
IMPACT	0.2885
WNK4	0.652833333333333
HNRPLL	-0.471125
GAD2	-0.338
ITGA6	3.16325
BMP15	0.571
CYP2A7	0.2585
RIC8A	-0.44225
CCND1	-1.1665
USP35	-0.4415
DSCR2	-0.5945
CCL4	4.1925
ZCCHC10	0.1245
NOL11	-0.146
TRPM2	1.44816666666667
PSMD2	-0.757818181818182
CHTF18	-1.3555
USP18	-2.265375
RRAS	0.12225
LAMC3	-0.759
TOX	-3.05083333333333
PCDH15	-0.3805
GABRG3	-1.748
NUDCD2	-0.2
SGCZ	0.701
KCTD17	-0.1112
SPSB2	0.238
TPPP3	1.10316666666667
CILP2	-0.283833333333333
CALB2	0.3385
CEBPZ	0.200666666666667
ZNF479	-0.706
FMOD	4.07583333333333
C21orf66	-0.894
CLN6	-0.1915
ANAPC1	0.066125
SH2D3C	-0.3365
PTPN14	-1.3521
TRIM42	-0.00225
APTX	-0.016
SNRPG	-0.457
BMS1	0.02525
MAGEA3	-3.837
NFATC3	-0.79875
LRRC45	0.889
ARS2	-0.7615
LRIG1	-0.0095
EPSTI1	2.14416666666667
PRSS27	-1.072
ERC2	-1.15925
PRKACB	1.17042857142857
PRDM13	-0.4005
HCG27	0.163
KLK12	0.323
HSD17B7	-0.1285
ZNF354A	-0.18825
PCDH11X	-1.136
DMGDH	-0.23325
PCBD2	0.267666666666667
TMC6	-0.919375
RIMS1	0.0235
SF3B2	-0.530166666666667
RCN1	0.2955
CPB1	-0.0075
BCAR3	-0.77725
FCRLB	-0.166375
PAK1IP1	-0.14975
OR10H1	0.3065
KIF9	0.8976
PITPNM2	-0.4655
L3MBTL4	-0.0495
TGFB1	-1.506
ZXDC	0.60875
SLC6A16	-0.70225
SRrp35	-1.95125
LRRC8E	0.04525
PPIAL4	-0.173083333333333
EOMES	0.0596666666666667
PAX2	0.199
SCARF2	-0.31325
PSEN2	0.286916666666667
PCDHB13	-0.36675
C10orf28	0.195125
DHRS7B	0.345928571428571
C1orf131	-0.1075
ASB1	-0.4256
ZNF223	0.0803333333333334
LCMT2	0.0325
MEP1A	4.34125
TMEM53	1.22425
RSPH3	0.02125
C10orf33	-1.8775
LOC644285	-0.13325
PTPN9	0.219333333333333
ABCA12	-3.537
CCDC37	-0.949
RUNDC1	1.04
YES1	-0.486833333333333
FAM120AOS	-0.26175
OR5M3	0.535
PPP1R3F	0.13125
IL13	0.0443
MDFI	-0.522
PRNT	0.7295
ZDBF2	-3.5305
OR10C1	0.577666666666667
CLIC1	0.387666666666667
LILRA5	0.357833333333333
CSAG1	-3.53483333333333
TREML2	0.230666666666667
FAM125A	-0.344333333333333
ZNF74	-0.87925
FAM104A	0.773875
LRRC39	-0.468
SAMD5	2.629
HYAL2	-0.1095
HIST2H2AC	-0.5465
IGFBP5	-0.663826086956522
NRTN	-0.8835
KIAA0556	0.1964
FAM29A	-0.820388888888889
JMJD2A	0.455
EPHB1	0.81875
POLD4	0.424875
ANAPC10	-0.22125
LRRC36	2.56725
MEGF6	-1.215
LPHN3	0.358833333333333
BMP10	0.367833333333333
C21orf55	-1.536
CREM	-0.7572
PTGER4	0.969833333333333
METAP1	0.152125
KCNQ1	4.69533333333333
NR2F2	-0.89525
SSFA2	0.323166666666667
CTTNBP2	0.02575
BCL2A1	-1.784
ZBTB24	0.06575
SLCO6A1	-1.72475
PRDM1	0.3058
OR7D2	1.34083333333333
CCDC47	0.7363
LOC646982	0.1405
SLC26A6	0.369666666666667
BIN1	1.5658
SRRM1	0.0878571428571429
PCSK1N	0.843625
ALS2	-0.3241
ECT2	-0.316631578947368
CACNA2D2	-0.649375
DOCK6	0.545
C10orf119	0.30025
FATE1	0.38775
DUSP23	1.2675
TRIP6	-2.29576923076923
NUP35	-0.7945
CDH3	1.037
KLHDC8A	0.27925
C9orf116	-1.681625
EI24	-0.023
CENTD1	1.879
RWDD2B	-1.61433333333333
DOCK1	0.8265
NPAS2	0.971
NR3C2	3.23316666666667
FAM63A	0.159583333333333
INPP5F	-0.942
FAM111A	-0.4793
MYBL1	-2.64733333333333
IQGAP3	0.671333333333333
CRADD	-0.541833333333333
DUSP12	-0.8245
PDZK1IP1	4.3535
VASH2	-0.5575
CTR9	0.0715
VIL1	3.0385
OR8U1	0.1385
CCDC107	0.175
PTTG1IP	-1.120375
OR4X2	0.24225
COL9A1	2.3175
PSMD9	-0.4535
ZFP62	0.46425
TIP39	0.9435
PARP15	1.1395
TTC19	-0.336
C1orf114	-1.56666666666667
GFPT1	0.8835
SLC27A6	-2.693
MRPS10	-0.4364
CALML5	-2.63983333333333
TRPM7	0.363375
CGNL1	0.91825
CECR1	0.12125
SERPINB8	0.0248333333333333
TMEM102	0.815625
PDIA2	-3.0605
NUCKS1	-0.968833333333333
HOTAIR	-2.3735
EBI3	-0.24725
NXN	-1.902
ZMYND19	-0.23975
FOXJ3	-0.26425
EIF5B	0.0678
EIF2B4	-0.574333333333333
LEO1	-0.80625
ZIC5	-1.15033333333333
IL20	-0.951166666666667
KIAA0415	1.2855
FLJ37357	0.0105
TSPAN12	1.835625
ACTR3B	-0.461375
TFAM	-0.140666666666667
IL17RD	-2.749375
PARP12	1.66675
KLHDC7A	0.517
KCTD4	0.0596666666666667
GTF2H1	0.52925
FLCN	-0.39
BIRC4	1.831875
LOC790955	0.23325
VKORC1L1	-0.163
CYP4F22	0.243166666666667
TAS2R5	1.018
ZNF582	-0.902
HS3ST3B1	-0.9625
CTNS	-0.5095
STK36	-0.32
MMD2	0.44725
RP5-1103G7.6	0.387
FLJ23356	0.3175
CRH	-0.12075
C1orf182	-0.0703333333333333
ACP5	0.924666666666667
AMFR	-0.7582
CA4	2.81625
PLCB4	4.705625
MPHOSPH10	-0.21375
UNQ473	-0.708
G3BP2	0.0795
SR140	-0.0440833333333333
HOXA2	1.87725
PYGB	1.50375
BAT1	-0.590416666666667
DKK3	-0.8515
DDX31	-0.624625
TULP1	0.12725
NHLRC2	0.083
TNRC4	1.06183333333333
ZNF430	-0.73175
TNRC6A	-0.04925
PLA2G1B	-0.289666666666667
RCHY1	0.553666666666667
GTF2A2	-0.675666666666667
MGC4294	-1.8555
ZNF691	-0.53175
TACC3	-0.946
DNAJC5G	0.129
LOC4951	0.285
MS4A4A	-2.536
LOC152485	0.4785
PPP1R2P1	0.1795
PPP2R5B	-0.1575
RPGRIP1L	-0.41975
SPOP	0.3461
PTPRF	0.609833333333333
MGC42090	-0.23
SUSD3	1.277
THOC4	0.226125
MAML1	-0.2748
FXR2	-1.15716666666667
TYK2	-0.69
MUC6	0.488833333333333
DNAJB7	-0.1845
PIP4K2A	-1.20835714285714
MEX3A	-0.910666666666667
RRP1	-0.95725
TFAP4	-0.01725
CXorf41	0.2585
MTMR4	0.171
CTLA4	0.4595
SNX9	0.486625
CIB3	-0.225333333333333
NECAP1	0.414875
PLA2G2D	0.2479
GLMN	-1.0445
DCLRE1A	0.11325
PDX1	0.3215
SAMD11	-1.09575
MRPL55	0.1884
TLR7	-0.46825
TBC1D21	0.0698333333333333
SMAD1	1.0763
ACTRT2	0.00900000000000001
RIOK2	-0.41925
PDLIM4	-1.37675
SLC22A15	2.01266666666667
ABHD13	1.5788
STX18	0.4812
CCPG1	0.355571428571429
DCBLD1	0.6695
SLC2A6	-1.4035
NOLA3	0.05975
TRDMT1	-0.292785714285714
IL17F	1.1095
ATP1A4	1.27783333333333
OR52W1	0.137
CFL1	-0.3405
IL4	-0.6555
RBP2	3.558
CPSF6	0.246375
TTC8	-1.29383333333333
MUCL1	-2.6145
EYA3	-1.4865
KRT38	0.32375
GNE	0.4815
ZNF501	0.61525
SLC35A2	0.80825
CEP110	-0.7543
MYF6	-0.64425
MGST2	1.34016666666667
TRPV4	-1.51866666666667
NEK8	-0.591
NOX5	-1.9405
NCKAP1L	-2.125
EMP3	-2.213
BPY2C	0.178
C1orf38	-0.87225
ELOVL2	-2.178875
CBX7	0.5175
OSBPL1A	-2.07083333333333
ZNF589	-0.24925
ESCO1	-0.416666666666667
TRA2A	0.635166666666667
C3orf26	-0.85175
PHF2	0.5385
PID1	2.38283333333333
RFC1	-0.164125
MTAP	0.2226875
ADORA3	1.56516666666667
LOC389458	0.4495
TRNT1	-0.42575
CRIPAK	0.5205
RAI2	0.252
ANKRD44	-0.47875
GZMB	4.36825
NFE2L1	0.164625
STIP1	-1.22816666666667
RASL11B	-2.5635
NT5DC2	-1.88283333333333
LRP2	-1.054125
MTDH	0.0127333333333333
ARSG	-1.50575
HSP90AB1	-0.529083333333333
CT45-6	-4.2805
ZNF483	-1.0945
LMBR1L	0.32625
S100A2	-2.0574
C2	-0.8005
C2orf27	0.303875
EIF4EBP1	-0.05775
GCKR	-3.05416666666667
PPP1R9B	0.276625
FER	-1.408
SNRK	0.0381666666666667
OR5M10	0.823
UTP6	0.296
CAPZA3	-0.68125
FBP1	1.07288888888889
TERT	-1.2665
CCL1	0.002
FUCA1	1.84825
ALS2CR8	-0.0746666666666667
KCMF1	0.806166666666667
SRCRB4D	-1.6275
OXCT2	0.388833333333333
IL17RA	1.17233333333333
MPP5	-0.124125
SPA17	-0.31275
FLJ10986	5.21066666666667
GALNT14	-5.9485
CXorf27	-0.57
NPLOC4	-0.0595
RAB34	-2.8565
KRTAP3-3	0.9895
ARSD	1.39616666666667
CPLX2	-0.8362
PJA1	0.2155
WHDC1L1	0.0285
RB1	0.027
MTMR15	-0.312
PHLDA2	0.5024
GUCY2F	0.078
MPV17	-0.417166666666667
SLC35D1	1.053
LYSMD3	0.0885
COL16A1	-0.26
ERLIN1	0.386166666666667
JMJD4	-0.21775
HIST1H2BK	-3.277
TP53I11	0.678
ST3GAL4	-2.415
PF4V1	2.48733333333333
ALG8	-0.43275
REG1A	5.01375
MINA	0.0945
CYB5R3	-0.624833333333333
HHLA1	0.20475
MYST4	-0.3336
VASN	-2.875
UCHL5IP	0.2935
TFAP2A	-2.5013125
MGC9913	-1.2475
C9orf97	-0.442
LOC90379	-0.999
PHF15	-0.921357142857143
ZNF169	0.223333333333333
KRT7	-2.2102
GLIPR1L2	-0.373714285714286
LOC116236	0.661
IQCF3	0.28025
RDH14	0.381666666666667
HNRPK	0.198571428571429
RABEPK	-0.0833333333333333
ISX	5.3535
CBARA1	-0.13125
RAD51AP1	-1.343
MLL5	-0.0205
CXorf48	-4.8785
SGCD	-2.63575
PHTF1	-0.457625
CA3	0.0255
CMTM5	0.355
STX10	-0.407375
JMJD2D	-2.487
P4HA1	-2.37616666666667
GAB3	-1.65916666666667
DHRS4	-0.596
COL4A1	1.5631875
C20orf20	-0.076125
OSBPL2	0.98275
PTTG2	-0.95625
KIAA1688	-0.08175
STS	-2.7555
SHROOM4	2.054
KBTBD5	0.3705
ALDH1A3	-0.3175
BTNL2	0.0731666666666667
TGIF1	0.7945
ZFAND5	0.510375
ICA1	2.792
NAV3	-4.23166666666667
FLJ12331	-0.2405
EPS8L2	1.4226
MNT	-0.372333333333333
ENTPD1	0.844416666666667
OR51E2	1.413625
STK11	0.049125
MX1	1.7045
TTTY9A	0.2695
CX62	0.591
LOXL4	-1.816625
EXOSC4	-0.5295
PURB	0.222071428571429
SETD1A	-1.08866666666667
RELB	1.26975
LAMB2	-0.750166666666667
HNF1B	1.99966666666667
PNLIPRP3	-0.8745
C14orf139	-1.43275
UMOD	-0.08575
GRIN3B	-0.4415
GPR25	0.4975
ZNF512B	-2.67
ATP6V0A1	0.08125
SRA1	-0.297083333333333
ZNF615	-0.162
ZNF768	-0.71225
ZNF469	0.48725
DYNC2LI1	0.0846666666666667
DNAH3	0.558
LOC387911	0.838
LOC554234	-0.42125
ARRDC5	0.6165
TMEM59L	-2.07383333333333
MARCH4	-0.44225
CNOT8	-0.413333333333333
KIRREL3	-1.3005
ADAM17	0.114375
MYOG	0.523625
CPNE1	-0.3675
AK5	-1.955375
LOC204010	-0.13025
NDRG4	-0.20225
LOC130074	-0.14375
PIAS4	0.431
NCOA2	0.21775
TEGT	0.0286000000000001
USP5	-1.24475
ANKRD21	-2.211
KIAA0692	0.500666666666667
HAPLN3	-0.73125
LZIC	-0.326
NRXN3	1.811
CDKN2C	-2.38516666666667
KIAA0226	-0.401083333333333
CYB5D1	-1.0015
WDR68	0.29175
ABCB6	-0.1876
MRPS25	0.0815
ZMAT2	0.05625
KRT25	-0.2905
RPL11	-0.1675
GRAP	0.08
LOC198437	-1.27933333333333
RORC	1.209625
RAP2C	0.6435
MXD1	1.6376875
AZI2	-0.637
NUAK2	2.39675
AHSG	-5.746875
MANSC1	3.23875
IMP3	-0.448833333333333
C2orf3	-0.18225
VSTM3	1.63125
PCTP	1.29425
SIRT1	0.18
MANBA	-0.10425
CD164	0.77675
GFRA1	-3.751
PRM2	0.28225
ZKSCAN3	-0.625
PLEKHG1	3.22575
TPRKB	0.08825
UBFD1	-0.738916666666667
CDKL5	0.0373333333333333
HIST1H2BD	-1.36983333333333
INPP4A	-0.778
BMX	-1.20325
PTPRU	-2.185
LOC554202	-0.967333333333333
HOXC8	-2.59425
IL12B	0.012
ADPGK	-0.3805
ZNF418	0.1515
SIAE	0.6045
CWC15	-0.20975
RP13-401N8.2	0.7665
KLHL11	0.40475
DEDD2	-0.268875
PSMB3	0.55825
DDX25	-2.396
ZBTB3	-0.0198333333333333
GFRAL	-0.0685
RPS25	-0.456
FAM57B	-1.036
TESK2	-0.5205
DNM1L	-0.54875
ZNF207	-0.0503333333333333
CLEC11A	-0.533625
TOLLIP	0.30925
TMEM61	-0.876333333333333
DLK1	-4.0174
PLVAP	2.80675
NOD2	3.71316666666667
SCMH1	-0.31675
FLJ40235	0.61375
HTR2A	-0.122166666666667
ARMC5	-0.9025
FUT7	0.564
PRELP	0.0786
ALKBH6	-0.254666666666667
GYG1	0.178416666666667
POLR3GL	-0.92825
COL8A2	0.849166666666667
OR10A5	0.466375
C1orf187	-1.1465
TXLNB	-0.966666666666666
C16orf68	-0.304166666666667
R3HDM1	-0.368
C16orf75	-2.04525
BAALC	-1.222125
TNP1	-0.01125
GAPDH	-1.53766666666667
COX7C	1.276
ERRFI1	-1.3565
PGAM2	0.2405
FAM108B1	-0.39375
APC	-0.735375
TLR2	1.92125
SUCNR1	0.242
ZNF233	0.8795
WFDC1	-0.639166666666667
PSG11	-0.0950999999999999
SLC39A1	0.122
PSAPL1	0.2115
CDC42EP1	0.285
MECR	-0.10175
KIAA0101	-1.3335
MACROD2	0.9366
MMP19	0.0593333333333333
LOC202459	-0.268166666666667
VNN2	0.40825
ACCN3	-1.3595
TIMD4	0.1085
RNASE8	-0.0835
CCDC7	0.63025
SULT2B1	1.194
ME1	0.764
MGRN1	-0.072625
MRPL30	-0.187375
IVL	-0.062125
CALM1	0.3222
PLEKHA6	1.9904
B4GALNT2	0.333
PGDS	1.25325
C8orf33	-0.647916666666667
TMEM56	1.35233333333333
CKM	-0.209
ESR2	0.2484
ACOT8	0.454
AGTR2	-0.0815
LOC155006	-0.2335
BC37295_3	0.2695
EPM2AIP1	-1.039
PZP	-0.82075
RPS9	0.922333333333333
C18orf51	-3.31175
SIVA1	-0.5892
HEATR2	0.848
CD3E	-0.452666666666667
C20orf142	0.507
PGLYRP3	0.128
CCDC139	-0.2585
GPS2	-0.846833333333333
NOL14	0.42
LRTM2	0.3465
TRIM36	-0.82125
TP53RK	0.7678
FBXL13	-1.36233333333333
RUFY2	0.025
C11orf70	-1.339
HSPB9	1.33216666666667
GJA5	1.91625
HGF	-1.736
EPHB4	-0.47825
SOX18	0.53875
IFRG15	-0.33
SERPINA10	-1.55675
WDR23	-1.043625
REEP2	-2.33583333333333
CDK3	-0.51475
HSPA12A	0.5865
ARL8B	-0.1581
SATB1	2.79416666666667
PPM1D	-1.11533333333333
VPS45	-0.7345
TP53BP2	0.169375
GJE1	0.0845
CACNA1G	-0.415625
VGLL4	0.5645
GNPTG	-0.0385
ROS1	-2.133
C21orf128	0.06
BMP8B	0.77925
SLC5A4	0.078
SLC6A3	0.568833333333333
C16orf53	-0.90075
TMEM81	-0.7545
APC2	-0.326
SYAP1	0.622125
C6orf54	4.38683333333333
ZBED5	-0.2405
PVR	0.875375
LTA4H	-0.271333333333333
CCDC24	0.8289
MAGEA4	-3.824
IFIT3	1.7925
MYADM	0.30975
C21orf82	-1.115
PDE3B	0.78625
TMPRSS11A	-0.43325
PGK1	-0.748470588235294
CCL13	1.72983333333333
DERL3	-1.637
MLXIP	0.449
PLOD1	-1.925375
MTFR1	0.4229
NPDC1	-2.082
GPAA1	-1.6005
LTV1	-0.1365
RYR3	-0.25625
C7orf46	2.7245
VAMP2	-0.016125
RNF135	0.9197
SUPV3L1	0.17925
FIBP	-0.547875
ADAMTS18	-0.518333333333333
RNF25	-0.286833333333333
SOS1	0.005
PLAU	-0.307625
MATK	-2.6325
EHF	6.6885
CTNND2	-4.307375
PTEN	0.415928571428571
ZNF189	0.106375
SLC28A3	-0.0465
GUCY1A3	2.07075
SETD2	0.514875
ROGDI	-1.43625
TICAM1	0.1921
RASSF3	0.413
PACSIN2	0.08
SERPINB5	-0.722416666666667
PRKCDBP	-0.827875
TFDP3	0.2265
LGR6	0.2
RFX5	-0.832833333333333
OR52J3	0.467
PTPN18	0.628625
ZBTB34	-0.30075
KCNF1	-0.58575
SYNE2	-0.554214285714286
SLC22A4	-0.969
NETO2	-2.04525
VCPIP1	0.015
LDHD	0.29
ESX1	-2.68275
SQRDL	2.94575
GALK1	-0.49475
SERPINA6	-2.58483333333333
HD	-0.2295
ASCL3	0.5285
FBXL6	-0.66875
FABP7	-4.508625
MAGEC3	-0.461
KLC4	0.112
CD1D	-1.883875
PRAM1	0.6195
EIF3B	0.680071428571429
DSCR8	-5.0975
FLVCR1	-0.68125
KIAA0141	0.244625
PROM2	0.0295
ALOX5	0.0359
GPR162	-1.254875
LYRM2	-0.121375
RNASE6	-1.987375
HES5	2.21475
GJA1	-1.38225
MRPS14	-0.56175
HMHB1	0.19075
TAF7	0.146375
BTNL9	0.7409
SFXN2	-0.319875
VEPH1	-2.358
GK2	0.267
AMBP	-4.050875
KIAA0953	-0.124
XAGE5	-0.658666666666667
CCBP2	0.4565
TGM2	0.355
ZNF202	-0.61
ACTL6A	-0.478
SLC23A2	-0.7795
ARHGEF7	0.5465
LOC728635	-1.093
CRYM	1.3465
PKD2	-0.9915
MANBAL	-0.186333333333333
LIN54	0.026
ACTL7B	0.211
OR4D9	0.3095
KIAA1683	-1.39275
ZNF704	1.2535
TCP10	-0.143
MAGEB18	-0.1655
DEFA4	0.703666666666667
ZNF197	-0.1295
PTOV1	-0.712666666666667
RNF208	-0.0156666666666667
CMIP	0.559666666666667
TRDN	0.3385
UCHL1	-1.70625
APOL6	1.9232
PLK1	-0.982333333333333
NPHP1	-0.450166666666667
NDUFA11	-0.2225
DAB1	0.332
RTN4R	-0.009
PUSL1	0.4645
SYT2	0.4555
ANXA13	3.4125
RFTN1	-1.4965
ATP8B2	-2.33875
VN1R2	-0.436
OR52E4	0.582
NPPB	-2.224
ZNF148	0.5665
ZNF141	-0.2955
IKZF1	-2.982375
PSMC2	-0.201
GGA3	0.212666666666667
LPGAT1	0.920083333333333
SEC16B	1.85683333333333
C5orf38	-1.40033333333333
THOC2	0.6243
SLC16A12	-0.633666666666667
ALK	-2.327875
DACT3	-0.101166666666667
CACHD1	-1.0225
GAN	0.111
EXOC6B	0.00750000000000001
HIST1H2AE	-1.9665
VAMP1	-1.77725
SRI	1.40691666666667
AKAP14	-0.5065
HLA-E	1.8156
SLC25A32	-0.235666666666667
FLT3LG	-1.0455
ATP1B1	2.076125
WDR1	0.44675
SWAP70	-0.86775
TRIM31	4.17025
ARNT	-0.214875
ZNF596	-0.2753
CDKN1B	0.323
FOXC1	-1.671
SEMA3A	0.0473
LSM14A	0.0580833333333333
STEAP3	-0.181375
ABCA1	-0.396166666666667
PLSCR2	0.6845
EDC3	-0.603833333333333
THBS3	-1.32525
C15orf43	0.0808333333333333
GMCL1	-0.0726666666666667
C9orf71	0.256
MGAT5	1.0635
LOC402164	0.6225
TSPAN8	5.4835
DYNLT1	0.4715
IGSF1	-3.0055
TMEM143	0.1965
FLJ25006	-1.59075
ATP13A3	0.702666666666667
C3AR1	0.203
CADM2	0.223166666666667
EFNA4	1.13
HAO1	0.0035
TWF1	0.516833333333333
MRPS17	0.7305
MYH9	0.529666666666667
C9orf9	-1.3815
C17orf79	0.459333333333333
FSCN3	0.6545
BDKRB2	1.84766666666667
PCGF6	-0.456166666666667
RAP1GAP	-0.635416666666667
TAS2R41	0.1765
DCLK1	-2.8947
DEFT1P	0.1805
TAF2	-0.182666666666667
COPZ1	-0.086
KATNA1	-0.097
STIM1	-0.349
TBX2	-1.72983333333333
RPS4X	0.653076923076923
MARCH8	0.161
DHX33	-0.868
TMEM161B	0.0823333333333334
SYPL2	0.1745
ADCY5	-0.810875
SRPK3	0.906375
CXorf9	-1.12275
REC8	-0.080625
CLP1	-0.1036
MGC52498	-0.562
DUOX2	4.063
C6orf150	0.7645
TSC22D3	-0.101625
CASP8	0.3439
PRKD3	-1.51375
CFH	-0.85225
TRO	-2.72225
NRIP1	-0.48275
ZNF707	-0.771833333333333
TBC1D22B	-0.845
HYI	0.184
COX7B2	-0.40475
GPR52	0.46625
CASC3	0.471857142857143
METRN	-1.995
KRT3	0.8095
ARF1	-0.1885
C1orf111	0.53475
MOG	-0.365
C6orf50	2.351
MGC12966	0.2015
ATP7A	0.2465
NOTUM	-1.22016666666667
LOC342897	0.431
ITSN2	0.727916666666667
GIP	0.2005
LOC89944	0.800166666666667
UBXD8	0.526
GYPE	-1.91733333333333
JAG1	1.28816666666667
RLBP1L2	0.0629999999999999
