Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
NRBP1	-0.34675
SLC25A22	0.29525
ILK	0.20525
SLC22A8	-0.0903333333333333
MRPS7	-0.85875
PITX2	3.86275
FABP3	-1.061125
OR1L1	-0.413
LOC728215	-0.680875
BLID	-0.6675
KIAA1217	1.99882352941176
TFPT	-0.94075
AP4B1	0.018
VBP1	-0.9685
OR1K1	-0.351
MORC3	0.606
BHMT2	-2.22933333333333
C3orf10	-0.793
FZD7	-0.440166666666667
WFDC10A	0.003
PMS2CL	-0.325125
CCDC32	0.914
FA2H	1.79875
ALG13	-0.416
TTLL7	-0.861333333333333
SPOCK3	-0.00625000000000001
SLC13A2	0.6045
AIM1	1.6415
GPRC6A	0.286
EGR2	2.203
MED11	-0.48825
WWC1	0.883
SH3GL3	-3.3555
RIF1	-0.538642857142857
PRLH	-0.5125
VLDLR	-4.0425
DBT	0.08975
C21orf63	0.44625
CGGBP1	-0.18775
KRTAP12-2	0.3105
TADA3L	-0.700125
ZBTB16	1.13475
PDGFB	-0.072875
RFX1	0.30725
UQCRB	0.0433
LOC133874	1.146
HPS3	-2.62275
LGALS3BP	0.735
DKFZP564O0823	3.42164285714286
MRFAP1L1	-0.922
HOXA10	-0.219666666666667
NGB	-0.3595
KIF21A	-0.329230769230769
IFLTD1	0.906
LZTS1	-2.03225
ARHGEF3	-0.2075
RHBDL3	-2.204
CSNK1G2	0.270333333333333
ChGn	-0.3315
KIAA1244	0.743333333333333
GABRB2	0.4085
MGC72080	0.175
CD27	2.50325
EGLN1	-1.4878
PEX13	-0.26525
RWDD3	0.307
RNF12	-0.6095
GRIN2B	1.795
ADAMTS14	-0.5065
DYDC2	-0.900666666666667
ATP6AP1	0.7121
NR1H2	-0.711333333333333
PDK2	0.88
C3orf17	0.0758333333333333
SLC38A2	-1.33864285714286
SLC25A29	-0.423
C15orf29	0.957625
ADAM9	0.0445
TMUB2	0.633375
GPR176	-0.631
AGK	-0.19025
MCCD1	-0.05025
NDUFA4	-0.0405
TMEM146	-0.115
DUSP1	0.742375
UNQ6975	-0.0895
EMX2OS	0.44125
INSM2	0.48225
LUZP4	0.63275
SETD6	0.03525
P2RY2	2.534
SLC45A2	-0.704
RABGAP1	0.168166666666667
UBXD5	-0.424625
GPRC5A	1.6244
PAK3	-0.549333333333333
LOC63920	-0.6355
TGFBR1	0.1549
KRTAP6-3	0.228
SFMBT2	0.1785
CDC42	0.0373125
C11orf35	-0.0395
TTLL2	0.15275
UACA	-0.114833333333333
CD97	1.0674
SETD5	-0.151375
NINJ2	-2.14175
PTER	0.6035
POMGNT1	-0.1835
KRTAP4-2	0.014
ECGF1	1.03925
HRB	0.569909090909091
ATP1B2	-0.2619
LOC400506	-0.1815
COL4A3BP	-0.21375
C6orf97	0.293
GRHPR	-1.24675
TAS2R1	0.255
SEMA7A	0.065
EDF1	-0.02475
ODF2L	-0.0853
PCID2	0.7515
GTF2H4	-0.0833333333333333
ZCCHC3	0.167375
CGB2	0.172666666666667
NEUROD1	0.3525
C20orf75	-0.0975
RP5-1054A22.3	1.303
IFNA5	-0.436
ZNF134	-0.196666666666667
MGC119295	-0.5376
ZSWIM6	-0.274125
SMEK1	0.0045
PCGF2	-0.170875
C1orf102	0.07925
CYP2A13	0.328
KCNH6	0.0762
MDM1	-0.1195
ALDH7A1	-0.805166666666667
C9orf75	1.06475
VDAC3	-0.564625
OR51T1	0.46
EIF3F	-0.118583333333333
KCNJ10	-0.57
LENG8	0.088
EDEM2	1.00483333333333
CCNJL	0.395166666666667
DHX37	-0.014
CRYGN	0.1655
AATF	0.385375
ZNF630	0.576875
E2F5	0.8825
WFDC13	-0.0765
FTSJ3	-0.515333333333333
C4orf33	0.37225
LHFPL4	-2.13575
C19orf56	0.304833333333333
SMAD4	0.210125
AFM	-0.106
G0S2	-0.73425
FCHSD2	-0.3466
RRP1B	-0.2172
EEF1B2	0.269
STAT6	1.52233333333333
ZNF195	0.4685
GNL1	0.145333333333333
ZNRF2	1.02216666666667
PER3	-0.875125
ASB16	0.10175
C10orf10	-0.242857142857143
ADCY8	-2.53633333333333
C9orf58	-2.384
ARMC10	0.224666666666667
PSG1	0.647
DHX34	-0.04325
VARS2	0.204625
NFIC	-2.012
ITPR2	1.11225
AGXT2	-0.164166666666667
OR6K3	0.278
H2AFZ	-1.352
MLLT3	1.863
COX4I2	0.7285
CCNT2	-0.089
PLK4	-1.672125
NUMBL	-0.485666666666667
MED16	-0.057
PLEKHQ1	0.306
GOSR1	0.440555555555556
BTG4	0.04225
RPL30	0.699916666666667
IGSF5	-0.1835
IGFL2	-0.647666666666667
ELMOD2	0.236
SHC3	-1.67983333333333
HAVCR1	0.3145
DYNC2H1	-1.90585714285714
RNF5	-0.0931666666666667
C2orf7	-0.615
NLF1	0.5305
KLHL25	1.2845
LRP10	0.1001
KRI1	-0.55275
PUS7L	0.606166666666667
MGMT	1.11425
HOXD1	-0.299333333333333
CSH1	-0.1529
ATG16L2	-1.35
FLJ44635	1.381
CHODL	0.28525
EXOSC8	-0.303
SLC28A1	0.11075
MYO7B	2.38466666666667
SEH1L	-0.0253
MTNR1A	0.394
TSPAN5	0.126
CDC45L	-2.68616666666667
AMIGO1	0.115
ATAD3A	-1.067
OSGIN2	-0.305
PDIK1L	0.0631666666666667
DARC	1.106
PIPSL	-0.718
SHMT1	-0.203
CRISP3	0.343
POPDC2	1.20016666666667
ZRANB2	-0.857166666666667
FBXL8	-0.3565
TRIP13	-1.60554545454545
EIF5AL1	-1.198
POU5F1P3	-3.90116666666667
IL6	-1.6585
CXorf38	0.8805
IFNA16	0.402
FBXL2	-1.239
BRD1	1
STATH	0.02525
FBXO44	-0.0525
MCCC2	-0.53825
CDC2	-1.3908
C5orf23	-0.41125
IVD	-0.0416666666666667
C10orf122	0.17675
MSL3L1	0.7573
MVP	0.79425
EPOR	-1.0881
ZMYM1	-0.712
BCL7C	0.445833333333333
PSTPIP2	0.6267
LYPD1	-3.129875
OR8G5	0.665
ZP3	0.923
BCAS4	0.461416666666667
EDG6	0.90175
ISY1	-0.54125
PRAMEF2	-0.88875
CUL1	0.149875
RNF213	1.3195
CCRK	-0.1405
DHX9	-0.4125
C13orf29	-0.21725
NCKAP1	0.951166666666667
MRPL43	0.8085
XPR1	-0.20775
PKN2	-0.1039
PODNL1	0.5775
ZNF333	0.378
DALRD3	-0.0905
OPN1SW	0.342
BTBD6	0.25025
C11orf82	-0.9515
OR5P3	0.0515
DUSP11	0.44475
L1CAM	-1.0568
NEK11	0.997
OR7E91P	1.1015
CNTN3	0.805111111111111
CREB3L2	0.48275
ZBTB37	0.55
KIAA1324L	1.70725
NDUFB10	-0.116833333333333
NUDT2	-0.43225
GTPBP8	-0.797
CACNA1D	0.916125
PRKAA2	-0.589666666666667
PRDM8	0.5235
MGC16075	2.0275
KRT14	-1.84835714285714
PP8961	-0.26325
MRPL18	-0.873
ABCG2	-3.0495
PACRG	0.91025
BBS2	-0.63225
KREMEN2	-2.1925
FBXO21	0.68575
HNRPUL1	-0.0738333333333333
GRB10	-1.569
CLSTN1	0.59875
LMAN2	-1.0054
C17orf61	-0.03375
NIPSNAP3A	0.60475
INSIG2	-1.22633333333333
PCDHB7	-0.669666666666667
STXBP2	0.539375
CMAH	0.0699166666666667
SEMA5B	-1.19025
ZNF155	0.355
COQ6	-1.01016666666667
PRPF4	-0.3895
TSPAN15	2.2737
VN1R5	0.28
LATS2	-0.0915
SELK	0.03775
PGK2	-0.72175
MS4A1	-0.682375
TYW3	-0.9041
KRTAP5-1	0.30325
RCCD1	-0.658666666666667
BTN1A1	0.64675
DDX28	0.40575
TMEM65	0.63625
LOC92345	-0.45375
TTC31	-0.326
WDR46	-0.728333333333333
CHP2	5.50883333333333
LSP1	-0.452625
ZNF542	-1.25025
EXOSC1	0.039
ARHGAP18	0.1545
LRRTM4	-0.041875
MAOB	-2.6815
CACNB4	-0.537
MGC33846	-0.28675
RANBP3L	-0.229428571428571
ATP5L	0.105125
ONECUT1	-2.2955
NUDT9	0.645
TMEM149	-0.7845
STX17	0.074
IGSF10	-5.2235
TMPRSS9	0.809
BMPR2	0.422
ALLC	-0.328666666666667
KLF7	0.1955
GCC1	1.0643
TIMM9	-0.23975
CDO1	-1.44266666666667
MGC10701	-0.32
IFI6	-0.4125
FRMD8	0.558
MGAT2	0.45825
WBP5	-0.4485
CNIH2	-0.09425
KIAA0907	-0.5273
KCNH8	3.653
CTSG	-3.56725
GRIK1	0.2104
CUL5	0.228
FRMD1	0.648
OR9A4	0.477
SYT6	-1.87625
FOXD4L2	-0.68625
ANAPC2	-0.646166666666667
OPN5	0.399
TAF13	-0.8525
LYG2	-0.42175
GGNBP1	0.44
C11orf40	0.7255
OTX2	-0.7045
REG4	3.69316666666667
EIF5	-0.813625
PALB2	-0.07775
SEPSECS	-0.5992
RNASE3	-0.164
TRIM49	-0.5135
POLR2K	0.3046
GPR42	-0.3055
C8B	-2.22125
SASS6	-0.889
PREB	-0.2345
OR3A3	0.7585
TUBA8	1.078
IGLV2-14	-0.36125
STIL	-2.10375
ANKFN1	0.08
NME7	-1.2135
HOXC12	-0.66375
UBE2C	-0.05125
FHOD1	-1.428125
CDK2AP1	-0.108833333333333
OR6K2	0.306
DHPS	0.023
RPL5	-0.408416666666667
TRGV5	-0.0675
LOC541472	0.448
HCCS	0.422666666666667
DENND1B	0.3525
LHX3	0.0645
OR5D16	0.8605
CXorf57	-0.436166666666667
IRF2BP1	0.76575
NDST2	0.312833333333333
LCE3D	0.045
BOLL	0.399625
SYT3	-0.806
PIH1D2	-0.5
C20orf7	0.448666666666667
IL1R2	1.51416666666667
SLAMF9	-0.3805
PPME1	-0.236625
PIK3CA	-0.39025
TRAPPC1	-0.062125
COLEC10	0.22575
SLC9A6	0.131833333333333
PDDC1	0.336083333333333
CCDC53	0.68025
GK3P	0.10925
DAZL	-0.000499999999999994
BRI3	1.0815
SDK1	-0.874
CYP2C18	0.6175
IFI44L	-0.11375
RPL3L	0.396
FUT9	-0.833
KIFC2	0.317333333333333
PMP2	-0.0561428571428571
SLC4A9	0.151
PLAG1	-0.703666666666667
MYCBP2	0.171833333333333
OR4E2	2.052
CCDC65	-0.2695
C16orf82	-0.277
ENTPD4	0.236
BRP44L	-0.2925
PMP22CD	-0.0395
TMCO4	0.0411666666666667
KCNN1	-0.42
WDR35	-0.02775
CCDC80	-1.39925
C3orf31	-0.17325
SLC7A9	-0.19125
TMEM190	-1.03125
DBC1	0.0473333333333333
FADS3	-1.789
PDZD8	1.50816666666667
GRM5	-0.00899999999999996
AZGP1	1.1511
PEX3	-0.5085
MED1	-0.176285714285714
ATG4C	-1.44
HNRPH3	-0.49725
FAM109B	1.10875
C4orf17	-0.2325
CA10	0.28075
OPRD1	-0.08
CCL16	-0.9485
SACM1L	-0.27075
CST6	1.13725
CD63	0.0739375
LGI1	-0.2805
ZNF784	-0.1205
CRYBB1	-2.198
CX3CL1	-0.0356
TOP2A	-2.374875
GYPB	-1.58616666666667
GADD45GIP1	-0.6305
FEN1	-1.82775
IGF1R	-0.0686875
WDR72	1.04233333333333
PURG	-0.3426
DEFB126	-0.67075
PKD1L1	1.5765
CAV1	-2.8575
GNPDA2	-0.4172
DGAT2	0.919
NLGN1	-3.43225
STRBP	0.35275
HPRT1	-0.271
FANCI	-0.909
PSMA7	0.2325
DBF4B	-0.656333333333333
TTF1	-0.328
RAD54L	-2.3185
ELOF1	-0.0645
PLAGL2	3.515
ZNF256	-2.3675
HMGCL	0.1565
MSI2	-0.237166666666667
RPESP	-2.3172
C11orf60	-0.742
ABCD1	-0.469
ACAA1	-0.4376
SPARCL1	3.31764285714286
IL6ST	-1.8621
ZNF319	0.55
TMEM109	-0.535
FAM90A1	-1.253
IL22RA1	3.258
ATP4B	-0.0565
TEC	0.6345
C7orf30	0.13075
TXNDC2	-0.848
ABCB4	-0.64725
KIAA1191	0.53175
C9orf38	0.061
SFTPB	-0.22225
CNTNAP2	-1.66816666666667
FRK	1.753
TBX19	0.3345
CHD4	-0.81625
C6orf26	-0.520333333333333
MOSC2	2.254
IKBKE	0.688
HIF1A	-1.54366666666667
LOC595101	-0.1965
RELA	0.187666666666667
TMEM16B	-1.281
ABHD12B	0.665
TSEN34	0.44375
KIF18A	-2.20375
TXNDC9	-0.162666666666667
SPATA2L	-0.135
SEMA4G	2.078
C21orf91	-1.489375
MATN1	-0.711
KCNIP4	-0.57
TUSC1	1.5675
OR4C15	0.39125
ARMCX6	0.44425
WBSCR27	2.12266666666667
OR52I2	-0.4745
KIAA1604	0.00525
DYNC1I1	-1.54425
PPP4C	-0.1145
SLC47A2	-1.6125
TREH	0.96725
CD48	0.350666666666667
ST14	3.40833333333333
PKN1	-1.272
SPON2	2.1995
XBP1	-0.433833333333333
SFRS12	-0.672333333333333
EFCAB6	0.6735
SELT	-0.578
SLC39A2	2.77
ERF	0.201666666666667
ARL3	0.4035
SURF6	0.6638
MLLT10	0.25452380952381
FLJ11171	0.710333333333333
TDGF1	-0.956333333333333
ERCC6	0.07375
EIF2AK4	0.457875
BAZ1A	0.4115
LRRN3	-0.384
TMC3	-0.389
EFTUD1	0.804
PTPRO	3.328
CLEC12A	0.2915
ACBD4	-0.072375
ZDHHC14	-0.9495
OTUD7B	0.0005
ACTB	0.1814375
MSRA	-0.249
LCE5A	0.00600000000000001
IFI35	-0.84575
BSCL2	-0.491
ANKRD12	-0.3875
CFHR2	0.2645
RGAG1	-0.131166666666667
HSFY1	0.323
SLC30A5	0.0218333333333333
IMPG1	0.47
GPR109A	0.152
ZNF185	-0.50325
IYD	5.5155
NPCDR1	0.02
SERPINA13	0.6
HMGCLL1	-0.26075
NEUROG1	-0.113833333333333
UBQLN1	0.42575
LIN37	0.1335
SOCS2	-1.34525
DSCR4	-0.86875
XKR6	0.86525
GPR142	0.179
KRTAP13-3	0.5005
CCDC15	-0.810333333333333
MOS	-0.0045
CD1E	-0.9845
OFCC1	-0.197
FAM83D	-1.44025
SRFBP1	0.187
C9orf96	0.5615
DHDH	-0.37775
CCDC90A	-0.022
RABL3	-0.01335
CD320	-0.09
ANGEL2	0.0874166666666667
MRPL21	-0.2635
SMG6	-0.110833333333333
INSR	1.2530625
FLJ14816	0.5155
GLRB	-1.427
C9orf89	1.03475
CIZ1	-0.470125
URG4	-0.0736666666666667
LRDD	-1.03433333333333
CBY1	0.208666666666667
NFX1	0.227375
MTERFD2	-0.284714285714286
C19orf23	-0.2045
PGC	-2.872875
IER3IP1	-0.4469
RASAL2	1.11541666666667
C1orf89	-0.6775
SYNJ1	-0.216
NFKBIE	1.20475
FLJ40125	-0.566
TCEB2	0.1688
NOG	-1.5965
POLR2J2	0.0786666666666667
HLA-B	1.864
PCDHA1	0.4655
PPP2R2B	-1.05375
ARHGEF17	-0.499666666666667
TCF7L2	1.716
CHD5	-0.720666666666667
ZNF431	-0.075125
TBC1D25	0.79325
ZNF800	0.31775
SCUBE2	-1.69727272727273
MYCBP	0.229
GPX5	-0.0345
C6orf129	0.119
QSER1	-0.427166666666667
ULK2	1.2135
PIGO	-0.0926666666666667
NRCAM	-1.47576923076923
SLC35E3	-0.841875
CSRP2	-1.8845
HYPE	-0.18375
MAPK15	-0.395166666666667
MGC14327	-0.08275
TIMM13	0.167166666666667
ZNF462	1.0365
GBA3	1.50575
TEX13A	-0.317
MCM6	-1.14022222222222
MTRF1	0.1035
ABCA7	-1.089
EIF4A2	-0.1865
ZC3H10	-0.1376
RPGR	0.624666666666667
C20orf94	0.1315
RP1L1	0.0035
GPR125	0.0738571428571428
USP22	-0.712142857142857
OR1L4	0.55525
MLZE	0.02725
FLJ32065	-0.22475
PTCD1	0.55775
CRTAC1	-0.602166666666667
BXDC2	-0.7385
C18orf1	0.661166666666667
FAM107A	0.623142857142857
EFNA3	1.2265
P18SRP	0.1522
CAMKK2	0.845416666666667
KIAA0649	0.45625
NES	-1.62283333333333
HS6ST3	-1.57575
PON2	0.6405
TCP11L2	-0.85875
CLEC4A	1.16525
PRR12	0.6015
MLXIPL	0.0071
C2orf50	0.2435
ZNF28	1.081
ENC1	1.77533333333333
MAP2K1	-0.205
FKSG2	1.63825
KIAA0430	0.3905
PTP4A1	0.605111111111111
GPR156	0.135
GTF3C6	-0.9025
UBR2	0.3153
LOC388272	-0.75125
MAK	-0.692166666666667
ACOT4	0.35325
STC2	-2.64083333333333
PIGW	-0.950625
SAE1	-0.759375
COL6A1	-0.5605
OAZ1	0.520833333333333
STMN4	0.126666666666667
EDG3	-0.530166666666667
SGCE	-2.9985
IL11	-0.885333333333333
PRSS8	3.21775
YIPF5	-0.308833333333333
WNT4	2.439125
CSN2	0.0601666666666667
TCF7	-0.681125
TDO2	1.094
SAMD9	-0.25375
S100A7A	0.1845
MMRN1	1.005
GKAP1	-0.31025
AKR1C3	-1.807375
RNF19A	-0.22575
GMDS	1.9875
YKT6	-1.01725
SPARC	0.0507
C12orf31	-0.33275
UBE2V2	-1.03783333333333
FBXL18	-0.4745
KIAA0460	0.241
ADAM22	-0.156
SERPINC1	-4.7305
KCTD21	-0.2115
MYOHD1	-0.94675
ZNF37A	0.2655
GTF3C1	-0.8085
CTSZ	3.1575
PRNPIP	-0.596375
DRD1IP	-0.084
NR1I2	4.46333333333333
ZNF266	0.2009
SPAG4L	-0.17
COX4NB	0.0915
SAPS1	-0.676666666666667
APOA1	-6.09375
TATDN1	0.0796666666666667
C10orf82	-1.045
KPNB1	-0.8635
FOXO3	0.437333333333333
CRYBB2	-1.1465
ZBTB5	0.454833333333333
SLC25A38	0.34675
DCTN2	0.0356666666666667
IFT20	0.0445
CTHRC1	0.24575
C1orf31	-0.2565
UHRF1	-1.339875
GPC6	-0.77425
C10orf54	0.93975
MCF2L2	0.3855
WNT9B	-0.164875
OLA1	-0.24925
FAM120B	-0.91725
TTLL10	0.309
CYorf15A	-3.25825
RELN	-1.4488
SCN2B	0.0765833333333333
MFHAS1	1.2485
NKX3-2	-0.4665
RASGRF2	-0.712
SSBP1	-0.220166666666667
KPNA6	-0.221142857142857
LOC389118	-0.1865
HS3ST4	-0.9379
SUPT7L	-0.052
FLJ32658	-1.163
IGFBPL1	-0.7225
KIAA1641	-0.2893
SHKBP1	-0.160666666666667
CSF1R	4.5075
NAGK	-0.6615
MYL2	-0.13475
HIST1H4C	-1.60166666666667
TOMM7	0.182625
ADAMTSL3	0.523333333333333
TNFSF14	-0.3465
PRRT2	-1.86
VTA1	-0.487625
AOAH	4.74183333333333
CRISPLD2	0.769071428571429
PNN	-0.9038
TA-NFKBH	0.018
ESPN	1.14925
RBM43	0.073
KIAA1267	0.540375
DDX3X	0.476722222222222
KIAA1576	-3.0505
PLXDC1	2.621
FLJ25801	-5.3385
HNRNPL	-0.37475
RUNDC3A	-0.0186666666666667
CASP12	1.966
SH2D5	-1.075375
RPL26L1	-0.677
OR51A7	-0.1185
HDC	0.6395
C2orf16	-0.0126666666666667
SYTL3	0.326875
GOLGA4	-0.2923125
NOTCH1	1.167
ATPAF2	-0.02125
ECD	0.174
SSX5	-1.27516666666667
SNAP91	0.04325
OCA2	-1.68075
PNPO	0.424833333333333
DAPK1	-0.706166666666667
PINX1	-0.0598333333333333
SELENBP1	3.422
NEK3	2.05
TMED4	0.337214285714286
SSTR4	0.0225
FOSL1	-1.6789
CD40LG	0.034
CES1	1.61066666666667
DCI	-0.313
B3GAT3	-1.20533333333333
STK17B	-0.789
CNTN6	-0.01525
CYP3A4	2.55966666666667
MBOAT2	0.194
PISD	0.313625
USP1	-1.23375
PYDC1	1.45566666666667
CENPM	-1.036125
SAR1B	-0.56525
TTC7B	-0.672875
DP58	0.5235
GPC1	-0.619
RBL1	-0.696375
TMEM137	-0.629
TOB1	1.54291666666667
TCEAL1	0.484166666666667
CENPF	-2.49336363636364
C6	0.556833333333333
PRSS1	-0.48825
PPIL6	0.4715
C6orf124	1.57
ODZ4	-0.0626666666666667
SNCB	-0.14525
NDUFB9	-0.065625
CNOT6L	0.651166666666667
S100A9	2.25383333333333
TRIM50	-1.117
KCTD1	-1.4655
WDR63	-0.2475
SPEF2	0.022125
RNGTT	-1.163
CXorf22	-0.5975
KCNK16	0.57525
CEP250	-0.602375
ATPBD1B	-0.68725
KCNJ2	4.93775
MT1B	-2.1935
ZNF684	-0.672
SLC4A1	0.1345
PDHA1	0.068
ZNF492	-0.567125
TKT	-1.3055
BYSL	-0.348125
RNF38	0.165
AHDC1	-0.2175
KLHL2	-0.50825
CMTM8	2.43225
DMP1	0.3475
HERPUD2	0.486625
CRTAM	0.741
ZNF572	0.85575
TMEM16J	3.007
HSD17B2	0.92675
UBE2G1	-0.148625
AHSA2	-1.0055
PELI2	1.388
TPX2	-1.16025
ATP9B	1.02166666666667
DAZAP1	-0.03775
HMGCS2	3.70266666666667
C17orf38	-0.0255
B9D1	-0.720875
NKX2-5	-0.956666666666667
KIAA1276	-0.0765
LILRB2	2.498
CSTF1	0.585166666666667
BTN2A1	0.969333333333333
C15orf48	7.82025
IGF2BP3	-2.25175
FAM113B	1.22933333333333
HRG	-0.148428571428571
ZNF131	-0.14
USP47	1.18435714285714
CCDC88B	0.908625
HCN1	-0.1081
HTN1	0.142833333333333
SYCP3	-0.261333333333333
C13orf23	1.3115
PAPOLA	0.1053125
AATK	0.1938
MSH3	-0.793166666666667
NDUFAB1	-0.61025
ITLN2	2.33283333333333
BAK1	0.935333333333333
MRPL45	-0.347333333333333
MTNR1B	0.103
LOC645843	-0.192
SPECC1L	0.27625
PGCP	-0.4555
SPN	-0.89375
GPR143	2.33016666666667
ZNF576	0.484666666666667
TMEM39A	0.8925
ATP5D	0.658666666666667
MAGEB3	-0.255
RPS5	-0.2095
ANP32E	-1.88614285714286
MTMR1	0.177
YEATS4	-0.7305
SYNGAP1	-0.5545
PCOLCE	-1.718
MNS1	-0.64375
PCYT2	0.4095
ZNF182	0.366
LAX1	0.383
SPPL2B	0.2315
ELOVL5	-1.3099
PCDHAC1	0.403
B4GALNT1	-1.0555
BLOC1S2	-0.75875
ZNF673	-0.1685
ARHGAP21	0.3795
IRX5	-2.62725
LRFN5	-0.430166666666667
FAM7A1	-0.929
RAB19	0.565
GINS1	-0.74075
ITM2B	0.8837
PAPSS2	1.38283333333333
OR5BF1	0.1785
ACSL3	-0.703875
KIAA1919	-0.27625
GLT8D2	0.998125
UTRN	0.141785714285714
CNN1	1.0645
HISPPD2A	0.66
SDAD1	0.324375
SIGLEC9	-0.132333333333333
RPL35	-0.109285714285714
C22orf26	-0.504
IMPDH2	-0.88325
WDR69	-0.137666666666667
SEC14L5	-0.137666666666667
CLTA	0.403
RP11-529I10.4	-0.10325
GPR37L1	0.278166666666667
OGDH	-0.216833333333333
ASB13	1.05816666666667
ZFP14	2.1185
ZCRB1	-0.0995
KPNA3	0.445
HSPA1L	-0.3995
RHOC	-0.150125
LOC554175	-0.00275
PPP3CA	0.9052
SLC1A7	0.6536
ZNF529	0.124333333333333
RBED1	0.613
DDB2	-2.05325
FLJ11286	0.216833333333333
SPATA1	0.907
MKNK1	-0.458833333333333
DYSF	0.3365
ALKBH2	-0.17225
NKD1	0.420833333333333
C1orf174	-0.1635
PLEKHO1	-1.03866666666667
ASB10	-0.30775
RING1	-0.558166666666667
NPC2	0.789625
AVPR1B	0.211
YTHDF1	0.90525
LMAN1L	-0.281
GSG2	-1.0305
CEP170	-1.175
RPS4Y2	-5.12625
MSH6	-1.5475
HECTD2	-1.33516666666667
ZNF556	-3.225
PLEKHC1	-1.7279
AIRE	-0.0473333333333333
BCL2L10	1.149
LMOD3	-0.0353333333333333
ZBTB8	-0.0645
FOXA2	2.8728
SLCO2A1	2.562625
C3orf46	0.7415
PRDM16	0.447833333333333
TMEM98	2.32225
FRMD5	-0.9125
PDE6C	-0.0845
C1orf216	-0.543833333333333
EP400	-0.442142857142857
PTK2	0.811
RNF217	0.21675
NDUFA8	0.5755
ZFAT1	-0.08025
LAMP3	1.1215
GLTSCR2	0.9585
NPW	0.624
LLGL2	1.161
PPM1K	0.160166666666667
C20orf177	0.667
KIR2DL4	0.2443
NFKB2	-0.27775
C21orf122	-1.2285
HESX1	-1.19075
GPR114	1.58933333333333
SLC25A35	-0.4895
GNAT1	0.29275
ORAI3	-0.13625
FAM76B	0.00587500000000001
TMEM99	0.1928
TRIM29	0.6096
CDS1	2.23175
RHEB	-0.2569
C4orf27	-2.116
RAB3A	-0.97525
OTUD6B	-0.5065
GPD1	0.33
CDH15	-0.930333333333333
NPM1	-1.12107142857143
TMEM117	1.583
PRPS2	0.8655
GCK	-0.877
ADRA2A	5.03416666666667
TSPYL4	-0.683333333333333
TASP1	1.2185
WDR19	0.00408333333333333
C10orf38	1.791
PDE4C	-0.0303333333333333
FYB	-1.19516666666667
C1orf55	0.4285
PPFIA3	0.27325
RAD18	-0.826
C12orf44	-0.2205
CRYBA4	-0.5715
HVCN1	0.7505
TAF10	0.051
C16orf48	-0.148166666666667
DEPDC5	1.27333333333333
LTBP1	-0.7975
MAPRE1	0.264625
FGF8	-0.1135
C3orf52	1.1435
SENP7	-0.0145
LRRK2	1.4675
RUNDC2A	-0.5215
KIAA0355	0.695166666666667
CPEB1	-2.16075
PPEF2	0.2345
ABI2	-1.13333333333333
KIAA0317	-0.008
ATF1	-0.340166666666667
DYNC1H1	0.209
DIP	0.638
TMEM33	0.222235294117647
POLDIP3	0.0625
C7orf24	0.77375
GPR171	1.5175
CDC6	-1.32066666666667
PLD1	1.0664
ITFG2	-0.0323
NDUFC1	0.37975
AKNA	-0.28325
NBR1	1.078
PKHD1	0.618375
HPS4	0.42
MAFA	-0.13
ULBP3	-0.6655
DIRC1	1.0025
IMMT	-0.208125
C22orf13	-0.418083333333333
CEL	1.45125
MARK3	-0.912
ADAMTS2	0.0580833333333334
ARPC3	0.454
TMEM10	0.323875
NPHS1	0.0835
BRD8	-1.02916666666667
WDR12	-0.506
IDI2	1.049125
HOXD13	0.2025
OR8G2	-0.1665
SLAIN1	-2.93075
GABRQ	-0.00575000000000001
NR2C2	-0.67225
NKTR	-0.5457
TLE2	2.7715
KIAA0892	-0.0541666666666667
AURKA	-1.11272727272727
GPRC5C	0.4455
TBC1D9B	-0.284
PNPLA6	0.3205
AP3B1	-0.2785
NAG	-0.1035
C11orf68	-0.9715
AKR7A3	0.43875
AHCYL1	-0.436583333333333
COP1	1.2165
RPP14	0.018
PCDHB18	0.485
CDH24	0.05025
KRT17	-1.9445
LACTB2	-0.8355
DDX24	-0.2199
PHACTR1	-3.3256
SLC35E2	-0.70575
LOXL1	-2.6025
IQSEC2	0.974125
RGSL1	-0.4345
PCDHGC5	0.2455
MEGF10	-0.11925
PRRX1	-0.5015
ASTE1	1.04633333333333
C6orf159	-0.142
MYOD1	0.32975
GAA	-0.6475
ZNF747	0.58425
KLRC1	-1.295
IL1RL2	0.1625
GDF9	-0.63375
GPR119	0.0245
TRAF2	-0.159
HCK	1.62333333333333
BMP6	-3.58375
IL8RA	0.437333333333333
FLJ35848	-0.9675
EFHA1	1.0875
CDSN	-0.184333333333333
C14orf54	0.028
LSM3	-1.049625
ZFP41	0.4715
C9orf126	-0.384666666666667
VIT	-2.779
SPCS3	-1.48
DEF8	-0.5992
CHAF1A	-1.087
C1orf165	-3.029
ZFPM2	-0.312
FTH1	-1.17
SLC35F1	-0.35325
YWHAH	0.79725
C17orf66	-0.341333333333333
ADRB1	-0.184
FOXL1	-0.4415
RG9MTD3	0.264166666666667
UMPS	-0.00112500000000001
MGC13008	0.4795
KIAA1161	0.6365
CCDC77	-2.20575
C12orf65	-0.0233
COG4	-1.15716666666667
RCP9	0.392583333333333
RP4-692D3.1	0.226166666666667
CDC2L5	0.473
MGC7036	-0.188
DNAJC11	-0.35925
GDF2	0.0261666666666667
