Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
DSC2	2.34
RBMS2	0.4955
GRIK4	0.198
TRIM65	0.2406
TMPRSS6	-0.360642857142857
TP53INP2	-0.96175
GLB1L	-0.4435
LOC388284	-0.691333333333333
PUS1	0.640142857142857
BCL9L	-0.649
OLFM1	-1.83291666666667
RET	-1.91425
MASTL	-0.352666666666667
ALX3	-0.10775
IL1RL1	0.352833333333333
ZNF765	-0.4164
C14orf138	0.0955
SNX10	-0.941333333333333
TAC4	0.3155
C1orf64	-2.56775
POGK	0.244
MAPK9	0.334
ZNF366	1.28775
C8orf79	-0.1133
CLDN7	2.812125
OR5AT1	0.2565
TRIM37	-1.512
LRRC25	0.872
GRHL2	2.06
TEKT3	-0.38275
LASS5	-0.548333333333333
ABCC4	-0.4845
DLG3	1.413
VGLL1	0.3135
ZFP36L2	1.88383333333333
MFRP	-0.0238333333333333
KIAA1799	-0.4705
FLJ44379	-0.1275
PCNX	0.0575
ANXA9	-0.9045
CYP4V2	1.4729
PIK3C2A	1.04275
SRR	-1.1725
NOL3	-1.606
IFITM2	1.219
ARNTL2	-0.145
ZNF595	-2.325
NLRP13	0.43
ASPH	0.86375
CPA2	0.8065
PVRIG	-1.82633333333333
LEPR	-0.325166666666667
C16orf42	0.00483333333333333
SH3BGRL	-0.44375
FAM77D	-0.2615
FNDC7	0.0805
C9orf6	0.713
NOTCH2NL	-0.603666666666667
PGBD1	-1.13533333333333
SYNGR2	0.636166666666667
PITPNA	-0.2899375
PRPF4B	-0.0867
SLC43A3	-2.86442857142857
NRBP1	-0.03575
SLC25A22	0.0495
ILK	-0.206125
SLC22A8	0.148166666666667
MRPS7	-0.124875
PITX2	3.54475
FABP3	-1.174
OR1L1	0.1205
LOC728215	-1.08125
BLID	-0.873
KIAA1217	0.932470588235294
TFPT	-0.03025
AP4B1	0.3825
VBP1	-0.53775
OR1K1	0.454
MORC3	0.321
BHMT2	-1.77916666666667
C3orf10	-0.32025
FZD7	-0.709666666666667
WFDC10A	0.055
PMS2CL	-0.53175
CCDC32	0.0725
FA2H	1.5215
ALG13	-0.356
TTLL7	-1.126
SPOCK3	0.0765
SLC13A2	0.136
AIM1	1.79325
GPRC6A	0.593
EGR2	1.8955
MED11	-0.89425
WWC1	1.58475
SH3GL3	-3.684
RIF1	0.477214285714286
PRLH	-0.1115
VLDLR	-1.2195
DBT	0.4233125
C21orf63	0.741
CGGBP1	-0.319875
KRTAP12-2	0.366
TADA3L	-0.110875
ZBTB16	-0.0605
PDGFB	0.526375
RFX1	0.500125
UQCRB	0.5584
LOC133874	0.2935
HPS3	-2.72275
LGALS3BP	0.7391
DKFZP564O0823	4.12992857142857
MRFAP1L1	-0.283375
HOXA10	2.915
NGB	-0.147
KIF21A	0.792384615384615
IFLTD1	-0.0395
LZTS1	-1.7885
ARHGEF3	0.687
RHBDL3	-0.8045
CSNK1G2	0.27225
ChGn	-1.253
KIAA1244	1.69
GABRB2	0.1415
MGC72080	-0.1125
CD27	1.9425
EGLN1	-0.8174
PEX13	0.861
RWDD3	-0.011
RNF12	-0.0136666666666667
GRIN2B	1.989
ADAMTS14	-0.362875
DYDC2	-0.409666666666667
ATP6AP1	-0.103
NR1H2	-0.857333333333333
PDK2	0.0935
C3orf17	-0.1975
SLC38A2	-0.599785714285714
SLC25A29	-0.955833333333333
C15orf29	-0.10725
ADAM9	-0.1625
TMUB2	-0.124875
GPR176	-0.549
AGK	-0.28975
MCCD1	0.18675
NDUFA4	0.0925
TMEM146	0.00875
DUSP1	0.752375
UNQ6975	-0.331
EMX2OS	0.04675
INSM2	0.15325
LUZP4	-0.2265
SETD6	0.107
P2RY2	1.675
SLC45A2	-1.2525
RABGAP1	0.581
UBXD5	0.136375
GPRC5A	1.7936
PAK3	-0.481166666666667
LOC63920	-1.92325
TGFBR1	0.0433
KRTAP6-3	0.223
SFMBT2	-0.20375
CDC42	0.375
C11orf35	-0.249
TTLL2	-0.00325
UACA	0.159333333333333
CD97	1.1091
SETD5	-0.011375
NINJ2	-0.8715
PTER	0.906166666666667
POMGNT1	-0.08625
KRTAP4-2	-0.07
ECGF1	0.86275
HRB	0.517090909090909
ATP1B2	-0.1813
LOC400506	-0.1385
COL4A3BP	0.59625
C6orf97	-0.3425
GRHPR	-0.446375
TAS2R1	0.276
SEMA7A	-1.0785
EDF1	-0.10975
ODF2L	1.0793
PCID2	0.0336666666666667
GTF2H4	-0.328166666666667
ZCCHC3	-0.125125
CGB2	0.253333333333333
NEUROD1	-0.102
C20orf75	0.1775
RP5-1054A22.3	0.982833333333333
IFNA5	0.3885
ZNF134	-1.99708333333333
MGC119295	-0.6775
ZSWIM6	-0.093125
SMEK1	0.7615
PCGF2	-0.575125
C1orf102	1.65525
CYP2A13	0.2565
KCNH6	0.0215
MDM1	0.1376
ALDH7A1	-0.264333333333333
C9orf75	0.72775
VDAC3	0.287125
OR51T1	0.0205
EIF3F	-0.435666666666667
KCNJ10	-0.59575
LENG8	0.00375
EDEM2	0.161166666666667
CCNJL	-0.335833333333333
DHX37	0.2385
CRYGN	-0.3975
AATF	0.27875
ZNF630	0.53225
E2F5	2.3885
WFDC13	-0.2955
FTSJ3	0.0878333333333333
C4orf33	0.586
LHFPL4	-2.64825
C19orf56	-0.130666666666667
SMAD4	-0.3875
AFM	-0.4
G0S2	0.166
FCHSD2	0.0591
RRP1B	0.0187
EEF1B2	0.241
STAT6	0.0785
ZNF195	0.875
GNL1	-0.501666666666667
ZNRF2	1.46283333333333
PER3	-0.726
ASB16	-0.113
C10orf10	0.470071428571429
ADCY8	-2.35983333333333
C9orf58	-2.52333333333333
ARMC10	0.539333333333333
PSG1	-0.0065
DHX34	0.10525
VARS2	-0.462875
NFIC	0.091
ITPR2	0.048
AGXT2	0.146333333333333
OR6K3	0.3375
H2AFZ	-0.3705
MLLT3	1.7845
COX4I2	0.8405
CCNT2	0.40475
PLK4	-0.086625
NUMBL	-0.225
MED16	0.09925
PLEKHQ1	-1.04625
GOSR1	0.389944444444444
BTG4	0.18
RPL30	0.87525
IGSF5	-0.40125
IGFL2	0.000166666666666663
ELMOD2	0.6345
SHC3	-1.73833333333333
HAVCR1	0.371
DYNC2H1	-1.985625
RNF5	-0.331333333333333
C2orf7	-0.06475
NLF1	0.6135
KLHL25	0.196
LRP10	0.7003
KRI1	0.07425
PUS7L	0.590166666666667
MGMT	0.6695
HOXD1	-0.699166666666667
CSH1	0.0282
ATG16L2	-1.17775
FLJ44635	0.263
CHODL	-0.329
EXOSC8	-0.65225
SLC28A1	0.00475
MYO7B	1.38783333333333
SEH1L	0.8234
MTNR1A	0.762166666666667
TSPAN5	0.6535
CDC45L	-2.28633333333333
AMIGO1	0.1295
ATAD3A	-0.065125
OSGIN2	0.966333333333333
PDIK1L	0.631166666666667
DARC	0.179125
PIPSL	-0.004
SHMT1	0.594
CRISP3	-0.1185
POPDC2	0.5665
ZRANB2	-0.862
FBXL8	-0.1865
TRIP13	-1.13181818181818
EIF5AL1	-0.871
POU5F1P3	-2.658
IL6	0.568166666666667
CXorf38	0.379333333333333
IFNA16	0.0165
FBXL2	-0.675666666666667
BRD1	-0.12
STATH	0.243
FBXO44	-0.514666666666667
MCCC2	1.2135
CDC2	-0.4224
C5orf23	-2.603
IVD	0.4435
C10orf122	-0.1315
MSL3L1	0.2349
MVP	0.7525
EPOR	-1.8366
ZMYM1	0.104333333333333
BCL7C	0.101166666666667
PSTPIP2	0.6044
LYPD1	-1.966125
OR8G5	-0.158
ZP3	0.476166666666667
BCAS4	-0.460916666666667
EDG6	1.62175
ISY1	0.21125
PRAMEF2	-0.3875
CUL1	0.0335
RNF213	0.4599
CCRK	0.31925
DHX9	0.211375
C13orf29	-0.4865
NCKAP1	0.258666666666667
MRPL43	0.0342142857142857
XPR1	0.16875
PKN2	0.5343
PODNL1	0.505
ZNF333	-0.221375
DALRD3	-0.23125
OPN1SW	0.0715
BTBD6	0.554
C11orf82	-0.436
OR5P3	0.4685
DUSP11	0.276
L1CAM	-1.1967
NEK11	1.20866666666667
OR7E91P	0.1575
CNTN3	0.3452
CREB3L2	0.50825
ZBTB37	0.1275
KIAA1324L	-3.76675
NDUFB10	0.196
NUDT2	-0.65
GTPBP8	0.1145
CACNA1D	1.383625
PRKAA2	-1.135
PRDM8	0.277
MGC16075	0.418833333333333
KRT14	-2.012
PP8961	0.450125
MRPL18	0.0185
ABCG2	-3.19325
PACRG	0.16825
BBS2	-0.471
KREMEN2	-2.1525
FBXO21	0.48875
HNRPUL1	-0.204333333333333
GRB10	-0.474
CLSTN1	0.599375
LMAN2	-0.3919
C17orf61	-0.99025
NIPSNAP3A	-0.0795
INSIG2	-0.734333333333333
PCDHB7	-0.772166666666667
STXBP2	0.79375
CMAH	-0.0896666666666667
SEMA5B	-1.2905
ZNF155	-0.434333333333333
COQ6	-0.603666666666667
PRPF4	0.3525
TSPAN15	2.0663
VN1R5	0.2505
LATS2	-0.159
SELK	0.123
PGK2	0.0745
MS4A1	-0.9185
TYW3	0.259
KRTAP5-1	0.322
RCCD1	-1.6375
BTN1A1	0.286
DDX28	0.267
TMEM65	-0.0395
LOC92345	0.49175
TTC31	-0.399
WDR46	-0.165666666666667
CHP2	0.540666666666667
LSP1	-0.619375
ZNF542	-1.465
EXOSC1	-0.106
ARHGAP18	0.834
LRRTM4	-0.75125
MAOB	-0.820333333333333
CACNB4	-0.84625
MGC33846	-0.2455
RANBP3L	-0.247875
ATP5L	0.024375
ONECUT1	-2.898
NUDT9	0.625
TMEM149	-0.4195
STX17	1.133
IGSF10	-4.74875
TMPRSS9	0.381
BMPR2	0.148666666666667
ALLC	-0.09425
KLF7	0.894625
GCC1	0.5526
TIMM9	0.14
CDO1	-2.50733333333333
MGC10701	-0.264166666666667
IFI6	0.8495
FRMD8	-0.101
MGAT2	-0.0695
WBP5	-0.24
CNIH2	-0.37725
KIAA0907	-0.8307
KCNH8	0.258
CTSG	-3.35125
GRIK1	-0.215
CUL5	0.16025
FRMD1	0.349
OR9A4	0.4075
SYT6	-1.994375
FOXD4L2	-0.34725
ANAPC2	-0.471166666666667
OPN5	-0.2785
TAF13	-0.1145
LYG2	-0.2345
GGNBP1	0.12
C11orf40	0.687
OTX2	-0.601
REG4	3.931
EIF5	-0.117375
PALB2	-0.19025
SEPSECS	0.5367
RNASE3	-0.039
TRIM49	-1.579
POLR2K	0.5817
GPR42	-0.143
C8B	-1.95425
SASS6	-0.09025
PREB	-0.3095
OR3A3	0.293
TUBA8	0.786875
IGLV2-14	-1.33925
STIL	-0.0725
ANKFN1	-0.751833333333333
NME7	-0.745
HOXC12	-0.513
UBE2C	0.22925
FHOD1	-1.27875
CDK2AP1	-0.193083333333333
OR6K2	0.17375
DHPS	-0.10525
RPL5	-0.00475000000000001
TRGV5	0.112
LOC541472	0.01975
HCCS	0.2177
DENND1B	0.2965
LHX3	-0.0325
OR5D16	0.0135
CXorf57	-1.665
IRF2BP1	0.92975
NDST2	-0.0265
LCE3D	0.0885
BOLL	0.066625
SYT3	-0.948
PIH1D2	-0.06675
C20orf7	-0.221166666666667
IL1R2	2.72166666666667
SLAMF9	-0.595
PPME1	0.5935
PIK3CA	-0.32475
TRAPPC1	-0.49525
COLEC10	-0.564
SLC9A6	-0.133833333333333
PDDC1	-0.0958333333333333
CCDC53	-0.2505
GK3P	0.59925
DAZL	-0.349
BRI3	-0.025
SDK1	-1.073375
CYP2C18	0.51225
IFI44L	1.061375
RPL3L	0.4465
FUT9	-0.93
KIFC2	-0.1485
PMP2	-0.328125
SLC4A9	-0.0135
PLAG1	-1.39433333333333
MYCBP2	0.429
OR4E2	0.1785
CCDC65	0.1295
C16orf82	0.124625
ENTPD4	-0.321875
BRP44L	0.16525
PMP22CD	0.26775
TMCO4	0.6885
KCNN1	-0.458333333333333
WDR35	0.825
CCDC80	-1.573625
C3orf31	0.00275
SLC7A9	-1.3225
TMEM190	-0.838
DBC1	-2.05616666666667
FADS3	-1.91483333333333
PDZD8	2.2455
GRM5	0.15625
AZGP1	0.3571
PEX3	0.005
MED1	-0.00564285714285714
ATG4C	-0.468666666666667
HNRPH3	-0.599375
FAM109B	1.3335
C4orf17	-0.2485
CA10	0.45425
OPRD1	0.0965
CCL16	-0.88025
SACM1L	-0.031
CST6	2.659
CD63	0.0791875
LGI1	-1.0715
ZNF784	0.1385
CRYBB1	-1.6565
CX3CL1	0.3337
TOP2A	-0.66125
GYPB	-2.63066666666667
GADD45GIP1	-0.0045
FEN1	-0.86525
IGF1R	-1.2199375
WDR72	-0.270333333333333
PURG	-0.716166666666667
DEFB126	0.03525
PKD1L1	0.354
CAV1	-2.4191
GNPDA2	-0.1443
DGAT2	1.117875
NLGN1	-4.459
STRBP	0.755875
HPRT1	-0.122
FANCI	-1.238375
PSMA7	0.58275
DBF4B	-0.6215
TTF1	-0.2855
RAD54L	-0.636
ELOF1	-0.1535
PLAGL2	1.558375
ZNF256	-1.313
HMGCL	0.237
MSI2	0.762833333333333
RPESP	2.3335
C11orf60	-0.7795
ABCD1	-0.8995
ACAA1	0.1901
SPARCL1	3.08592857142857
IL6ST	-0.7921
ZNF319	-0.476
TMEM109	-0.4693
FAM90A1	-2.54133333333333
IL22RA1	3.157
ATP4B	0.1865
TEC	0.604833333333333
C7orf30	0.19775
TXNDC2	-0.439833333333333
ABCB4	-0.29525
KIAA1191	0.294375
C9orf38	-0.155
SFTPB	0.4695
CNTNAP2	1.13891666666667
FRK	2.135
TBX19	-0.0385
CHD4	-0.3395
C6orf26	-2.04483333333333
MOSC2	-0.063
IKBKE	0.876
HIF1A	-1.05766666666667
LOC595101	0.162
RELA	-0.0508333333333333
TMEM16B	-1.13116666666667
ABHD12B	0.25675
TSEN34	-0.425
KIF18A	-0.44125
TXNDC9	0.160166666666667
SPATA2L	0.367
SEMA4G	1.415
C21orf91	0.144375
MATN1	-0.0485
KCNIP4	0.160833333333333
TUSC1	1.881625
OR4C15	0.223
ARMCX6	-0.655333333333333
WBSCR27	-1.05933333333333
OR52I2	0.079
KIAA1604	0.7595
DYNC1I1	-1.7755
PPP4C	0.271
SLC47A2	-1.31183333333333
TREH	0.735375
CD48	-0.0243333333333333
ST14	2.5785
PKN1	-0.90525
SPON2	1.69475
XBP1	-0.891666666666667
SFRS12	0.0791666666666667
EFCAB6	-0.12675
SELT	-0.48475
SLC39A2	3.6685
ERF	0.375666666666667
ARL3	-0.484375
SURF6	0.995
MLLT10	-0.0133809523809524
FLJ11171	0.433333333333333
TDGF1	0.101
ERCC6	0.265
EIF2AK4	-0.340625
BAZ1A	0.892666666666667
LRRN3	-0.194666666666667
TMC3	-0.0795
EFTUD1	-0.4455
PTPRO	1.7835
CLEC12A	0.096625
ACBD4	-0.483625
ZDHHC14	0.704875
OTUD7B	0.49525
ACTB	0.3490625
MSRA	-0.197625
LCE5A	0.189
IFI35	-0.3115
BSCL2	-0.243666666666667
ANKRD12	0.337833333333333
CFHR2	0.11425
RGAG1	-0.3915
HSFY1	0.4095
SLC30A5	0.0105
IMPG1	0.0905
GPR109A	0.2295
ZNF185	-0.5535
IYD	3.911
NPCDR1	0.563
SERPINA13	0.1915
HMGCLL1	-0.98625
NEUROG1	0.096
UBQLN1	1.0640625
LIN37	-0.09425
SOCS2	-2.724375
DSCR4	-1.06375
XKR6	-2.0005
GPR142	0.342
KRTAP13-3	0.0075
CCDC15	-0.748833333333333
MOS	0.1925
CD1E	-1.741
OFCC1	0.075
FAM83D	-0.026
SRFBP1	0.458
C9orf96	0.302
DHDH	0.49175
CCDC90A	0.1155
RABL3	0.52665
CD320	0.519166666666667
ANGEL2	-0.558583333333333
MRPL21	0.136
SMG6	-0.7635
INSR	0.8099375
FLJ14816	-0.208
GLRB	-1.4335
C9orf89	0.60875
CIZ1	-0.1515
URG4	-0.902333333333333
LRDD	-0.893
CBY1	-0.235
NFX1	-0.226375
MTERFD2	-0.5205
C19orf23	0.1705
PGC	-2.081875
IER3IP1	-0.9201
RASAL2	1.65725
C1orf89	0.082
SYNJ1	-0.64725
NFKBIE	1.10525
FLJ40125	-1.52216666666667
TCEB2	0.4219
NOG	-1.5965
POLR2J2	-0.396166666666667
HLA-B	1.613
PCDHA1	0.0535
PPP2R2B	-1.79975
ARHGEF17	-0.614666666666667
TCF7L2	1.63978571428571
CHD5	-0.4675
ZNF431	-0.151875
TBC1D25	0.2995
ZNF800	0.92625
SCUBE2	-2.41209090909091
MYCBP	0.771
GPX5	0.3125
C6orf129	0.135
QSER1	-0.2025
ULK2	0.66325
PIGO	0.3065
NRCAM	-1.93828571428571
SLC35E3	-1.0535
CSRP2	-1.98275
HYPE	-0.18825
MAPK15	-0.0526666666666667
MGC14327	-0.0245
TIMM13	0.433333333333333
ZNF462	0.57
GBA3	1.8115
TEX13A	0.029
MCM6	-0.345666666666667
MTRF1	-0.424625
ABCA7	-1.81075
EIF4A2	0.0575
ZC3H10	-0.3104
RPGR	0.256333333333333
C20orf94	0.416
RP1L1	0.034
GPR125	0.44125
USP22	-0.150571428571429
OR1L4	0.35525
MLZE	0.29775
FLJ32065	-0.781
PTCD1	0.5835
CRTAC1	-0.441
BXDC2	-0.22875
C18orf1	-0.6615
FAM107A	-0.0485
EFNA3	0.68825
P18SRP	0.4796
CAMKK2	0.6785
KIAA0649	0.30525
NES	-1.8855
HS6ST3	-1.8625
PON2	0.194
TCP11L2	0.41225
CLEC4A	0.6925
PRR12	0.1435
MLXIPL	0.1029
C2orf50	-0.1375
ZNF28	0.6135
ENC1	2.35116666666667
MAP2K1	-1.09
FKSG2	0.5105
KIAA0430	-0.0625
PTP4A1	0.241055555555556
GPR156	0.384
GTF3C6	0.00775
UBR2	0.0599
LOC388272	-0.6135
MAK	-0.15
ACOT4	0.22975
STC2	-3.75641666666667
PIGW	-0.262375
SAE1	-0.415
COL6A1	-0.992
OAZ1	0.282
STMN4	0.229
EDG3	-0.4865
SGCE	-3.31533333333333
IL11	0.0461666666666667
PRSS8	2.297375
YIPF5	-0.17775
WNT4	2.1165
CSN2	0.1595
TCF7	-1.368625
TDO2	2.607
SAMD9	-0.54925
S100A7A	-0.702
MMRN1	0.316
GKAP1	-0.06225
AKR1C3	-1.137
RNF19A	0.27375
GMDS	1.5185
YKT6	-0.482625
SPARC	-0.235
C12orf31	0.164
UBE2V2	0.085
FBXL18	-0.569833333333333
KIAA0460	-0.10025
ADAM22	-0.924375
SERPINC1	-4.755
KCTD21	0.17175
MYOHD1	-0.245
ZNF37A	0.499
GTF3C1	-0.329166666666667
CTSZ	2.145
PRNPIP	-0.207125
DRD1IP	0.15175
NR1I2	2.9625
ZNF266	-0.3788
SPAG4L	0.254
COX4NB	0.3045
SAPS1	-0.692166666666667
APOA1	-3.976875
TATDN1	-0.11
C10orf82	-0.01525
KPNB1	0.14825
FOXO3	0.637166666666667
CRYBB2	-1.436
ZBTB5	-0.0335
SLC25A38	0.40775
DCTN2	-0.391
IFT20	-0.21425
CTHRC1	0.76875
C1orf31	-0.27725
UHRF1	-1.0131875
GPC6	-1.009
C10orf54	0.95225
MCF2L2	0.136166666666667
WNT9B	0.172125
OLA1	-0.100125
FAM120B	-0.8185
TTLL10	0.1265
CYorf15A	1.2465
RELN	-1.7126
SCN2B	0.0226666666666667
MFHAS1	1.1675
NKX3-2	-1.21283333333333
RASGRF2	1.096
SSBP1	-0.507
KPNA6	0.170285714285714
LOC389118	0.1865
HS3ST4	-1.2433
SUPT7L	-0.54725
FLJ32658	-1.188
IGFBPL1	-0.9885
KIAA1641	-0.6213
SHKBP1	0.138666666666667
CSF1R	3.3295
NAGK	-0.69025
MYL2	0.31625
HIST1H4C	-0.417833333333333
TOMM7	-0.105375
ADAMTSL3	0.1557
TNFSF14	-0.1495
PRRT2	-2.478
VTA1	0.110875
AOAH	3.59233333333333
CRISPLD2	0.899428571428571
PNN	-0.589
TA-NFKBH	0.3385
ESPN	-0.5335
RBM43	-0.2785
KIAA1267	0.337375
DDX3X	0.112444444444444
KIAA1576	-3.09475
PLXDC1	2.35833333333333
FLJ25801	-3.89425
HNRNPL	0.16025
RUNDC3A	-0.0593333333333333
CASP12	0.3355
SH2D5	-0.860375
RPL26L1	-0.236
OR51A7	-0.146
HDC	1.0925
C2orf16	-0.0345
SYTL3	0.5445
GOLGA4	0.6873125
NOTCH1	0.753
ATPAF2	0.2545
ECD	-0.1845
SSX5	-0.996666666666667
SNAP91	0.12525
OCA2	-3.065
PNPO	0.710166666666667
DAPK1	-0.3075
PINX1	-0.242666666666667
SELENBP1	1.28125
NEK3	1.753
TMED4	-0.514142857142857
SSTR4	-0.0535
FOSL1	-1.2927
CD40LG	0.515
CES1	-1.63033333333333
DCI	-0.458333333333333
B3GAT3	-0.996333333333333
STK17B	0.72725
CNTN6	0.07275
CYP3A4	1.882
MBOAT2	0.317928571428571
PISD	-0.3835
USP1	-0.11425
PYDC1	-0.972833333333333
CENPM	-0.8015
SAR1B	0.31575
TTC7B	-0.145375
DP58	-0.121
GPC1	-1.68775
RBL1	-0.52925
TMEM137	-0.463
TOB1	0.343583333333333
TCEAL1	-0.743
CENPF	-0.575181818181818
C6	0.417833333333333
PRSS1	-1.0195
PPIL6	0.9215
C6orf124	-0.355
ODZ4	-0.448666666666667
SNCB	-0.02375
NDUFB9	0.402125
CNOT6L	1.12283333333333
S100A9	1.1005
TRIM50	0.1025
KCTD1	-1.3082
WDR63	-0.0355
SPEF2	1.079375
RNGTT	0.223
CXorf22	-0.1955
KCNK16	0.144
CEP250	-0.5405
ATPBD1B	-0.11075
KCNJ2	3.419
MT1B	-1.9935
ZNF684	-0.5345
SLC4A1	0.22525
PDHA1	0.33225
ZNF492	-0.83425
TKT	0.11325
BYSL	-0.1265
RNF38	1.053625
AHDC1	-0.193
KLHL2	0.409625
CMTM8	2.04575
DMP1	-0.489
HERPUD2	0.029
CRTAM	0.654333333333333
ZNF572	-0.08875
TMEM16J	1.2585
HSD17B2	-0.476
UBE2G1	-0.382875
AHSA2	-1.80925
PELI2	-0.7875
TPX2	0.01475
ATP9B	0.216166666666667
DAZAP1	0.38425
HMGCS2	2.75116666666667
C17orf38	0.03125
B9D1	-0.032375
NKX2-5	-1.20433333333333
KIAA1276	-0.1485
LILRB2	2.4455
CSTF1	-0.183166666666667
BTN2A1	0.390333333333333
C15orf48	5.77775
IGF2BP3	-3.7225
FAM113B	-0.631833333333333
HRG	-0.1535
ZNF131	-0.13
USP47	-0.255928571428571
CCDC88B	0.3035
HCN1	1.6227
HTN1	-0.2025
SYCP3	-0.2825
C13orf23	1.2165
PAPOLA	0.8496875
AATK	-0.5796
MSH3	0.5605
NDUFAB1	-0.3125
ITLN2	4.263
BAK1	0.896333333333333
MRPL45	-0.289666666666667
MTNR1B	0.0266666666666667
LOC645843	-0.512
SPECC1L	-0.80225
PGCP	-1.3625
SPN	-0.72375
GPR143	1.86833333333333
ZNF576	0.459166666666667
TMEM39A	0.3995
ATP5D	0.731333333333333
MAGEB3	-1.011
RPS5	-0.579166666666667
ANP32E	-0.949357142857143
MTMR1	-0.13075
YEATS4	-0.5715
SYNGAP1	-0.11325
PCOLCE	-2.3865
MNS1	0.85225
PCYT2	0.423833333333333
ZNF182	-0.50825
LAX1	0.38725
SPPL2B	0.1878
ELOVL5	-2.2652
PCDHAC1	-0.464
B4GALNT1	-1.61266666666667
BLOC1S2	-0.424375
ZNF673	-0.927
ARHGAP21	0.548833333333333
IRX5	-0.801875
LRFN5	-0.6655
FAM7A1	-1.525
RAB19	-0.099
GINS1	-0.56075
ITM2B	-0.2557
PAPSS2	3.30925
OR5BF1	0.248
ACSL3	-0.349125
KIAA1919	0.30175
GLT8D2	0.2505
UTRN	-0.041
CNN1	1.26375
HISPPD2A	-0.209166666666667
SDAD1	0.818625
SIGLEC9	-0.316333333333333
RPL35	-0.1125
C22orf26	0.0805
IMPDH2	0.194
WDR69	0.03625
SEC14L5	-0.4565
CLTA	0.4145
RP11-529I10.4	0.40075
GPR37L1	0.187166666666667
OGDH	-0.117083333333333
ASB13	0.460166666666667
ZFP14	-1.041
ZCRB1	-0.288166666666667
KPNA3	1.14775
HSPA1L	-0.57675
RHOC	0.02175
LOC554175	-0.4355
PPP3CA	0.8896
SLC1A7	0.5016
ZNF529	-1.2645
RBED1	-0.45425
DDB2	-2.052
FLJ11286	0.183833333333333
SPATA1	0.098
MKNK1	-0.364833333333333
DYSF	0.675333333333333
ALKBH2	-0.3035
NKD1	0.3985
C1orf174	-0.02075
PLEKHO1	-0.885166666666667
ASB10	0.05525
RING1	-0.584166666666667
NPC2	-0.00475
AVPR1B	0.425
YTHDF1	0.398833333333333
LMAN1L	0.155
GSG2	-0.1815
CEP170	-1.0415
RPS4Y2	-2.51275
MSH6	-1.0955
HECTD2	-2.56366666666667
ZNF556	-3.2895
PLEKHC1	-1.887
AIRE	0.382
BCL2L10	1.57
LMOD3	0.2105
ZBTB8	-0.2857
FOXA2	2.7734
SLCO2A1	1.503375
C3orf46	0.287
PRDM16	-0.883333333333333
TMEM98	0.7615
FRMD5	0.3265
PDE6C	-0.1255
C1orf216	-0.648166666666667
EP400	-0.261071428571429
PTK2	0.803416666666667
RNF217	0.9925
NDUFA8	0.2235
ZFAT1	0.05625
LAMP3	1.223
GLTSCR2	0.084375
NPW	-0.459
LLGL2	1.1411
PPM1K	-0.106166666666667
C20orf177	-0.505
KIR2DL4	0.3351
NFKB2	-0.27125
C21orf122	-1.312
HESX1	-1.12575
GPR114	-0.0726666666666667
SLC25A35	-1.03083333333333
GNAT1	0.1065
ORAI3	-1.086
FAM76B	-0.35875
TMEM99	-1.8564
TRIM29	1.2253
CDS1	2.9105
RHEB	-0.2842
C4orf27	-0.549333333333333
RAB3A	-0.71475
OTUD6B	0.50225
GPD1	-0.355875
CDH15	-0.1735
NPM1	0.0687857142857143
TMEM117	0.12825
PRPS2	0.67925
GCK	-0.276
ADRA2A	0.3425
TSPYL4	-0.171333333333333
TASP1	0.43625
WDR19	-0.0883333333333333
C10orf38	1.08775
PDE4C	-0.292
FYB	-0.436083333333333
C1orf55	0.6315
PPFIA3	0.2385
RAD18	0.73
C12orf44	0.0681666666666667
CRYBA4	0.2525
HVCN1	-0.45725
TAF10	0.0516666666666667
C16orf48	-0.335666666666667
DEPDC5	0.441833333333333
LTBP1	-0.876
MAPRE1	0.510875
FGF8	-0.345
C3orf52	1.91675
SENP7	-1.1095
LRRK2	-1.22425
RUNDC2A	-0.312666666666667
KIAA0355	0.0391666666666667
CPEB1	-3.25875
PPEF2	-0.0495
ABI2	-0.623666666666667
KIAA0317	0.315125
ATF1	0.0198333333333333
DYNC1H1	0.335625
DIP	0.24625
TMEM33	0.984666666666666
POLDIP3	-0.77
C7orf24	1.18325
GPR171	2.56375
CDC6	-0.604666666666667
PLD1	0.7462
ITFG2	0.1684
NDUFC1	0.23025
AKNA	0.1105
NBR1	0.55375
PKHD1	0.09275
HPS4	-0.9494
MAFA	0.38025
ULBP3	0.07925
DIRC1	-0.136
IMMT	-0.147625
C22orf13	-0.912333333333334
CEL	0.87675
MARK3	-0.11175
ADAMTS2	-0.101166666666667
ARPC3	0.0753333333333333
TMEM10	-0.035875
NPHS1	0.07625
BRD8	-0.3785
WDR12	0.44275
IDI2	-0.301875
HOXD13	0.0645
OR8G2	-0.43575
SLAIN1	-2.7945
GABRQ	-0.134
NR2C2	0.18275
NKTR	-0.1289
TLE2	-1.9285
KIAA0892	-0.250666666666667
AURKA	-0.364909090909091
GPRC5C	-0.375166666666667
TBC1D9B	-0.106
PNPLA6	0.146
AP3B1	0.0195
NAG	-0.261625
C11orf68	-0.87525
AKR7A3	0.5875
AHCYL1	-0.328083333333333
COP1	0.816
RPP14	0.368
PCDHB18	-0.2405
CDH24	0.21675
KRT17	-2.7231
