Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
PCDHB7	-0.0446666666666667
STXBP2	0.092375
CMAH	0.166636363636364
SEMA5B	-0.47
ZNF155	-0.0301666666666667
COQ6	-0.820666666666667
PRPF4	-0.20775
TSPAN15	2.1958
VN1R5	0.2225
LATS2	0.616
SELK	-0.20775
PGK2	-0.163
MS4A1	-0.817
TYW3	-0.7112
KRTAP5-1	0.1145
RCCD1	-1.06566666666667
BTN1A1	1.21725
DDX28	0.6215
TMEM65	0.25075
LOC92345	-0.11825
TTC31	-0.82025
WDR46	-0.766333333333333
CHP2	5.057
LSP1	0.054
ZNF542	-0.89825
EXOSC1	0.192
ARHGAP18	1.2545
LRRTM4	-0.390857142857143
MAOB	-0.0121666666666667
CACNB4	-0.6195
MGC33846	-0.147375
RANBP3L	-0.312
ATP5L	0.648875
ONECUT1	-2.5255
NUDT9	1.11025
TMEM149	-0.426
STX17	0.1695
IGSF10	-4.34366666666667
TMPRSS9	0.3335
BMPR2	0.520416666666667
ALLC	-0.58575
KLF7	0.49275
GCC1	0.7883
TIMM9	-0.6805
CDO1	-0.448166666666667
MGC10701	-0.1395
IFI6	0.3245
FRMD8	0.91775
MGAT2	0.10175
WBP5	-0.288666666666667
CNIH2	-0.0435
KIAA0907	-0.2851
KCNH8	2.486
CTSG	-2.46475
GRIK1	0.1046
CUL5	0.91875
FRMD1	-0.217
OR9A4	0.8145
SYT6	-1.79075
FOXD4L2	1.2895
ANAPC2	-0.799666666666667
OPN5	-0.627
TAF13	0.0705
LYG2	-0.08375
GGNBP1	-0.3115
C11orf40	-0.186
OTX2	-0.6935
REG4	2.00366666666667
EIF5	0.1318125
PALB2	0.38475
SEPSECS	-0.4226
RNASE3	-0.93525
TRIM49	-0.641
POLR2K	0.4824
GPR42	-0.344
C8B	-2.776
SASS6	-0.38775
PREB	-0.262833333333333
OR3A3	0.128
TUBA8	0.849375
IGLV2-14	-0.9285
STIL	-0.8835
ANKFN1	-0.989333333333333
NME7	-0.71425
HOXC12	-0.82525
UBE2C	0.057125
FHOD1	-0.854875
CDK2AP1	-0.23
OR6K2	0.2335
DHPS	-0.484
RPL5	-0.428416666666667
TRGV5	0.1355
LOC541472	0.50125
HCCS	0.3964
DENND1B	0.5685
LHX3	1.449
OR5D16	0.319
CXorf57	-0.4175
IRF2BP1	0.0615
NDST2	0.180666666666667
LCE3D	-0.0565
BOLL	0.0292
SYT3	-0.8345
PIH1D2	0.47925
C20orf7	-0.0893333333333333
IL1R2	1.755
SLAMF9	-0.0815
PPME1	-0.256375
PIK3CA	-0.2365
TRAPPC1	-0.44775
COLEC10	-0.94425
SLC9A6	0.0905
PDDC1	-0.01325
CCDC53	1.09325
GK3P	-0.36725
DAZL	-0.6265
BRI3	0.73225
SDK1	-0.544875
CYP2C18	1.43725
IFI44L	0.581625
RPL3L	-0.2355
FUT9	-0.363833333333333
KIFC2	0.163
PMP2	0.0541428571428571
SLC4A9	0.6715
PLAG1	-1.1445
MYCBP2	0.211166666666667
OR4E2	0.1355
CCDC65	0.15325
C16orf82	-0.07625
ENTPD4	-0.128
BRP44L	0.36475
PMP22CD	0.168
TMCO4	-0.00933333333333334
KCNN1	-0.632666666666667
WDR35	-0.43225
CCDC80	-0.122125
C3orf31	-0.5495
SLC7A9	3.72
TMEM190	-0.99925
DBC1	-1.29633333333333
FADS3	-2.05433333333333
PDZD8	2.19416666666667
GRM5	1.306375
AZGP1	0.7194
PEX3	0.182
MED1	0.318285714285714
ATG4C	-1.72116666666667
HNRPH3	-0.532125
FAM109B	1.15475
C4orf17	-0.479
CA10	0.143666666666667
OPRD1	-0.4485
CCL16	-1.15325
SACM1L	-1.432
CST6	2.93275
CD63	0.395375
LGI1	-1.24825
ZNF784	0.10525
CRYBB1	-1.5945
CX3CL1	0.46275
TOP2A	-1.782625
GYPB	-1.62433333333333
GADD45GIP1	-0.6975
FEN1	-1.60175
IGF1R	-0.9055625
WDR72	-0.2486
PURG	-0.9496
DEFB126	-0.1645
PKD1L1	0.9885
CAV1	-2.2086
GNPDA2	-0.1704
DGAT2	0.030625
NLGN1	-3.27
STRBP	0.11225
HPRT1	-0.279166666666667
FANCI	-0.9665
PSMA7	0.431625
DBF4B	-0.6925
TTF1	-0.3095
RAD54L	-1.419
ELOF1	0.012
PLAGL2	1.93175
ZNF256	-2.4395
HMGCL	-0.58025
MSI2	0.144333333333333
RPESP	-1.851
C11orf60	-0.41275
ABCD1	-0.523
ACAA1	-0.8087
SPARCL1	3.20342857142857
IL6ST	-0.9366
ZNF319	0.58175
TMEM109	-0.8267
FAM90A1	-2.09333333333333
IL22RA1	2.4115
ATP4B	0.0265
TEC	-0.355333333333333
C7orf30	0.17125
TXNDC2	-0.485333333333333
ABCB4	-0.5795
KIAA1191	0.585625
C9orf38	0.0305
SFTPB	0.370125
CNTNAP2	1.37725
FRK	1.699
TBX19	0.72
CHD4	-1.018
C6orf26	-0.818333333333333
MOSC2	2.32175
IKBKE	0.224
HIF1A	-1.3825
LOC595101	0.211
RELA	-0.254166666666667
TMEM16B	-1.14383333333333
ABHD12B	3.409
TSEN34	-0.12125
KIF18A	-1.75475
TXNDC9	0.611666666666667
SPATA2L	-0.084
SEMA4G	1.158
C21orf91	-1.261
MATN1	0.329
KCNIP4	0.341
TUSC1	1.1485
OR4C15	-0.20175
ARMCX6	0.231833333333333
WBSCR27	0.5305
OR52I2	0.913
KIAA1604	-0.54425
DYNC1I1	-1.30475
PPP4C	-0.7335
SLC47A2	-1.36283333333333
TREH	0.5655
CD48	0.591833333333333
ST14	2.77383333333333
PKN1	-1.42525
SPON2	3.50025
XBP1	-1.32575
SFRS12	-0.180166666666667
EFCAB6	0.44475
SELT	-0.54025
SLC39A2	-0.2135
ERF	0.1175
ARL3	-0.1295
SURF6	0.5084
MLLT10	-0.375285714285714
FLJ11171	1.17833333333333
TDGF1	-2.0805
ERCC6	0.248
EIF2AK4	0.014375
BAZ1A	0.149666666666667
LRRN3	0.139666666666667
TMC3	-0.293
EFTUD1	0.0405
PTPRO	3.70083333333333
CLEC12A	0.286125
ACBD4	-0.5055
ZDHHC14	0.277
OTUD7B	0.6965
ACTB	0.4091875
MSRA	0.115375
LCE5A	0.26
IFI35	-0.04225
BSCL2	-0.7885
ANKRD12	-0.379
CFHR2	-0.479666666666667
RGAG1	-0.366833333333333
HSFY1	-0.94
SLC30A5	0.5925
IMPG1	-0.092
GPR109A	0.242
ZNF185	-0.946
IYD	5.345
NPCDR1	-0.272
SERPINA13	0.821
HMGCLL1	-1.04
NEUROG1	0.017
UBQLN1	0.284125
LIN37	0.24775
SOCS2	-1.54575
DSCR4	-1.413625
XKR6	0.17
GPR142	0.2085
KRTAP13-3	0.7775
CCDC15	-0.7575
MOS	-0.02
CD1E	-0.935
OFCC1	-0.194
FAM83D	-1.31025
SRFBP1	0.43075
C9orf96	-0.165
DHDH	-0.21625
CCDC90A	0.4275
RABL3	0.1287
CD320	-1.45816666666667
ANGEL2	0.528583333333333
MRPL21	-0.50475
SMG6	0.3295
INSR	1.4801875
FLJ14816	-0.4165
GLRB	-0.956666666666667
C9orf89	1.36225
CIZ1	-1.0045
URG4	-0.605666666666667
LRDD	-1.2745
CBY1	0.635333333333333
NFX1	-0.697625
MTERFD2	-0.00314285714285714
C19orf23	-0.1945
PGC	-2.22825
IER3IP1	-0.4265
RASAL2	1.77366666666667
C1orf89	-0.67075
SYNJ1	-0.6825
NFKBIE	0.672
FLJ40125	-0.480833333333333
TCEB2	-0.0525
NOG	-1.5065
POLR2J2	-0.269
HLA-B	2.35175
PCDHA1	-0.864
PPP2R2B	-0.74875
ARHGEF17	0.323
TCF7L2	2.27792857142857
CHD5	-0.306333333333333
ZNF431	-0.74775
TBC1D25	0.263
ZNF800	-0.24925
SCUBE2	-1.447
MYCBP	-0.250666666666667
GPX5	-0.266
C6orf129	-0.0473333333333333
QSER1	-1.0245
ULK2	0.98675
PIGO	0.196
NRCAM	0.499357142857143
SLC35E3	-0.654375
CSRP2	-0.9575
HYPE	-0.37625
MAPK15	-0.124333333333333
MGC14327	-0.32625
TIMM13	-0.0625
ZNF462	1.764
GBA3	3.351
TEX13A	-1.0715
MCM6	-0.339444444444444
MTRF1	0.23575
ABCA7	-0.97675
EIF4A2	-0.49725
ZC3H10	-0.1861
RPGR	1.0505
C20orf94	-0.4005
RP1L1	-0.546
GPR125	0.313285714285714
USP22	-1.12742857142857
OR1L4	0.287
MLZE	0.28025
FLJ32065	-0.168
PTCD1	0.2695
CRTAC1	-0.338166666666667
BXDC2	-0.90425
C18orf1	0.376666666666667
FAM107A	0.319357142857143
EFNA3	-0.99575
P18SRP	0.4372
CAMKK2	0.95875
KIAA0649	-0.17025
NES	-1.20883333333333
HS6ST3	-1.59375
PON2	0.38875
TCP11L2	-0.82175
CLEC4A	2.1425
PRR12	-0.0805
MLXIPL	0.5291
C2orf50	0.4045
ZNF28	0.33625
ENC1	2.29766666666667
MAP2K1	-0.5115
FKSG2	1.54675
KIAA0430	0.514
PTP4A1	-0.586333333333333
GPR156	0.0795
GTF3C6	-0.25125
UBR2	0.4639
LOC388272	-0.50575
MAK	-0.0881666666666667
ACOT4	0.0645
STC2	-2.27708333333333
PIGW	-0.311375
SAE1	-0.491
COL6A1	0.0951818181818182
OAZ1	0.5305
STMN4	0.471833333333333
EDG3	-0.4975
SGCE	-2.333
IL11	-1.0075
PRSS8	2.4355
YIPF5	0.432666666666667
WNT4	1.424625
CSN2	-0.207166666666667
TCF7	-1.2135
TDO2	1.064
SAMD9	0.2388125
S100A7A	0.015
MMRN1	0.7408
GKAP1	-0.5615
AKR1C3	0.9715
RNF19A	0.348375
GMDS	1.179
YKT6	-0.864125
SPARC	1.2619
C12orf31	0.46125
UBE2V2	-1.84533333333333
FBXL18	-0.400833333333333
KIAA0460	0.5335
ADAM22	-0.533
SERPINC1	-4.08525
KCTD21	-0.59425
MYOHD1	-0.65625
ZNF37A	0.623333333333333
GTF3C1	-0.901833333333333
CTSZ	2.12275
PRNPIP	-1.53225
DRD1IP	-0.26725
NR1I2	4.4615
ZNF266	-0.3943
SPAG4L	-0.263
COX4NB	0.66375
SAPS1	-0.236666666666667
APOA1	-5.770625
TATDN1	0.1465
C10orf82	0.7755
KPNB1	-0.77775
FOXO3	0.74075
CRYBB2	-0.871
ZBTB5	-0.0221666666666667
SLC25A38	-0.4215
DCTN2	-0.230833333333333
IFT20	0.10175
CTHRC1	1.787
C1orf31	0.20875
UHRF1	-0.5120625
GPC6	-0.03725
C10orf54	1.20775
MCF2L2	0.014
WNT9B	-0.1255
OLA1	0.376
FAM120B	-0.682
TTLL10	0.166
CYorf15A	-3.74575
RELN	-0.9396
SCN2B	0.325166666666667
MFHAS1	0.62525
NKX3-2	-0.0461666666666666
RASGRF2	0.383
SSBP1	0.1295
KPNA6	-0.392071428571429
LOC389118	0.225
HS3ST4	-0.5486
SUPT7L	0.4885
FLJ32658	-1.377
IGFBPL1	-0.37225
KIAA1641	-0.6825
SHKBP1	-0.318166666666667
CSF1R	4.82425
NAGK	-0.69275
MYL2	-0.56775
HIST1H4C	-1.026
TOMM7	0.199125
ADAMTSL3	1.0778
TNFSF14	0.64025
PRRT2	-0.87225
VTA1	-0.15475
AOAH	2.468
CRISPLD2	0.895857142857143
PNN	-0.8398
TA-NFKBH	0.10325
ESPN	-0.73075
RBM43	0.527
KIAA1267	0.75925
DDX3X	0.273833333333333
KIAA1576	-2.76725
PLXDC1	3.583
FLJ25801	-5.19
HNRNPL	0.14175
RUNDC3A	-0.148833333333333
CASP12	0.8655
SH2D5	-1.136375
RPL26L1	0.6445
OR51A7	0.22725
HDC	2.7065
C2orf16	0.3265
SYTL3	0.828125
GOLGA4	-0.274875
NOTCH1	0.5715
ATPAF2	-0.5355
ECD	0.198
SSX5	-1.20516666666667
SNAP91	-0.333
OCA2	-1.37475
PNPO	0.833666666666667
DAPK1	0.119666666666667
PINX1	-0.564666666666667
SELENBP1	0.614125
NEK3	1.41241666666667
TMED4	-0.363285714285714
SSTR4	-0.238
FOSL1	-1.7159
CD40LG	0.2635
CES1	-0.763666666666666
DCI	-1.15566666666667
B3GAT3	-1.22383333333333
STK17B	-0.37925
CNTN6	-0.239
CYP3A4	2.90316666666667
MBOAT2	-0.389928571428571
PISD	-0.175375
USP1	-1.3215
PYDC1	1.69
CENPM	-0.281375
SAR1B	0.3925
TTC7B	-0.61075
DP58	0.2905
GPC1	-0.15125
RBL1	-1.0945
TMEM137	-0.5895
TOB1	1.05716666666667
TCEAL1	-0.0793333333333333
CENPF	-1.53418181818182
C6	0.166333333333333
PRSS1	-0.263
PPIL6	0.401
C6orf124	-0.2285
ODZ4	0.617
SNCB	-0.1635
NDUFB9	0.72775
CNOT6L	0.657666666666667
S100A9	2.121
TRIM50	-0.602
KCTD1	-0.4248
WDR63	-0.0255
SPEF2	0.739
RNGTT	-0.1755
CXorf22	0.701
KCNK16	-0.29575
CEP250	-1.1865
ATPBD1B	-0.816
KCNJ2	4.7845
MT1B	-2.7845
ZNF684	-1.2375
SLC4A1	-0.20225
PDHA1	0.37825
ZNF492	-0.628
TKT	-1.53975
BYSL	-0.067875
RNF38	0.184625
AHDC1	-0.274
KLHL2	1.001875
CMTM8	1.884
DMP1	-0.1075
HERPUD2	0.165
CRTAM	1.28133333333333
ZNF572	0.82525
TMEM16J	2.0495
HSD17B2	2.3225
UBE2G1	-0.0165
AHSA2	-1.09575
PELI2	0.3525
TPX2	-0.939875
ATP9B	0.644166666666667
DAZAP1	0.51975
HMGCS2	0.623333333333333
C17orf38	-0.242
B9D1	-1.178
NKX2-5	-1.222
KIAA1276	0.13275
LILRB2	3.935
CSTF1	0.098
BTN2A1	0.714666666666667
C15orf48	6.729
IGF2BP3	-2.83875
FAM113B	1.13716666666667
HRG	0.15275
ZNF131	-0.487
USP47	0.591642857142857
CCDC88B	-0.03175
HCN1	0.272333333333333
HTN1	-0.0635
SYCP3	-0.32425
C13orf23	0.4771
PAPOLA	-0.10375
AATK	1.1799
MSH3	-0.297333333333333
NDUFAB1	0.198
ITLN2	0.342
BAK1	0.9365
MRPL45	0.0733333333333333
MTNR1B	-0.375333333333333
LOC645843	0.61
SPECC1L	0.262375
PGCP	-0.14875
SPN	-0.60425
GPR143	1.33616666666667
ZNF576	0.483833333333333
TMEM39A	0.4648
ATP5D	0.407333333333333
MAGEB3	-0.574
RPS5	-0.6795
ANP32E	-0.915642857142857
MTMR1	-0.01825
YEATS4	-0.40875
SYNGAP1	-0.1625
PCOLCE	-1.43766666666667
MNS1	0.52875
PCYT2	-0.393333333333333
ZNF182	-0.05525
LAX1	0.985125
SPPL2B	0.1249
ELOVL5	-1.1214
PCDHAC1	-0.451
B4GALNT1	-1.319
BLOC1S2	0.268375
ZNF673	-0.5813
ARHGAP21	0.693333333333333
IRX5	-2.25525
LRFN5	-0.0766666666666667
FAM7A1	-1.17425
RAB19	0.217
GINS1	-2.02
ITM2B	0.7221
PAPSS2	1.79791666666667
OR5BF1	-0.141
ACSL3	-0.0955
KIAA1919	0.2465
GLT8D2	1.644875
UTRN	-0.217785714285714
CNN1	2.1695
HISPPD2A	0.631333333333333
SDAD1	0.64225
SIGLEC9	0.155333333333333
RPL35	0.114571428571429
C22orf26	0.2005
IMPDH2	-1.66325
WDR69	-0.896333333333333
SEC14L5	-0.159833333333333
CLTA	0.569
RP11-529I10.4	0.74
GPR37L1	0.0495
OGDH	-0.68225
ASB13	0.423166666666667
ZFP14	0.44525
ZCRB1	0.149166666666667
KPNA3	0.7635
HSPA1L	-0.2065
RHOC	-0.07525
LOC554175	0.6865
PPP3CA	0.5794
SLC1A7	1.5674
ZNF529	-0.269833333333333
RBED1	0.55575
DDB2	-1.732
FLJ11286	0.82
SPATA1	-0.1185
MKNK1	-0.0708333333333333
DYSF	0.774666666666667
ALKBH2	-0.29375
NKD1	0.0536666666666667
C1orf174	-0.03775
PLEKHO1	0.059
ASB10	-0.1245
RING1	-1.209
NPC2	0.686625
AVPR1B	0.088
YTHDF1	0.726583333333333
LMAN1L	-0.603
GSG2	-0.552
CEP170	-0.562222222222222
RPS4Y2	-5.516
MSH6	-1.961
HECTD2	-0.699333333333333
ZNF556	-0.3955
PLEKHC1	-1.0566
AIRE	-0.0371666666666667
BCL2L10	1.3565
LMOD3	0.4986
ZBTB8	-0.5096
FOXA2	1.5529
SLCO2A1	1.52375
C3orf46	0.1665
PRDM16	0.722333333333333
TMEM98	1.418
FRMD5	1.4445
PDE6C	-1.033
C1orf216	-0.2235
EP400	-0.395142857142857
PTK2	0.829666666666666
RNF217	-0.6865
NDUFA8	1.1835
ZFAT1	-0.04925
LAMP3	2.5315
GLTSCR2	0.019
NPW	-0.8055
LLGL2	0.7142
PPM1K	-0.297833333333333
C20orf177	-0.2035
KIR2DL4	0.4665
NFKB2	-0.2795
C21orf122	-1.211
HESX1	-1.59
GPR114	1.25933333333333
SLC25A35	-0.464
GNAT1	-0.13925
ORAI3	-0.26925
FAM76B	-0.314875
TMEM99	-0.7354
TRIM29	1.5179
CDS1	2.8505
RHEB	-0.5221
C4orf27	-1.03066666666667
RAB3A	-1.447
OTUD6B	0.085
GPD1	2.144
CDH15	0.0753333333333333
NPM1	-0.172214285714286
TMEM117	1.639
PRPS2	0.527666666666667
GCK	-0.4365
ADRA2A	1.951
TSPYL4	-0.2625
TASP1	-0.07575
WDR19	-0.0160833333333333
C10orf38	0.83375
PDE4C	-0.125166666666667
FYB	-0.0436363636363636
C1orf55	0.758833333333333
PPFIA3	-0.45625
RAD18	-0.94025
C12orf44	-0.0435
CRYBA4	0.1135
HVCN1	0.77875
TAF10	-0.465666666666667
C16orf48	-0.7
DEPDC5	1.91633333333333
LTBP1	0.1295
MAPRE1	0.4655
FGF8	-0.6225
C3orf52	1.294625
SENP7	-0.186333333333333
LRRK2	0.11
RUNDC2A	0.2425
KIAA0355	0.543166666666667
CPEB1	-2.109
PPEF2	0.0795
ABI2	-1.48066666666667
KIAA0317	0.01325
ATF1	-0.648166666666667
DYNC1H1	0.28125
DIP	0.60225
TMEM33	0.178764705882353
POLDIP3	-0.07575
C7orf24	0.43125
GPR171	2.56925
CDC6	-0.8385
PLD1	0.2524
ITFG2	0.4855
NDUFC1	1.10225
AKNA	0.43
NBR1	0.9465
PKHD1	0.356666666666667
HPS4	-0.00889999999999999
MAFA	0.138
ULBP3	-0.30575
DIRC1	-0.309
IMMT	0.08875
C22orf13	0.0624166666666667
CEL	0.031
MARK3	-1.15775
ADAMTS2	0.374833333333333
ARPC3	0.677333333333333
TMEM10	0.0131428571428571
NPHS1	-0.0625
BRD8	0.0331666666666667
WDR12	-0.61175
IDI2	0.459625
HOXD13	-0.355
OR8G2	-0.283666666666667
SLAIN1	-3.09375
GABRQ	-0.1215
NR2C2	-0.95225
NKTR	-0.5353
TLE2	2.3025
KIAA0892	-0.190666666666667
AURKA	-1.06672727272727
GPRC5C	0.135833333333333
TBC1D9B	0.017125
PNPLA6	0.155
AP3B1	0.31525
NAG	0.23375
C11orf68	-0.98475
AKR7A3	0.305
AHCYL1	-0.805333333333333
COP1	1.40083333333333
RPP14	-0.02525
PCDHB18	0.62125
CDH24	-0.06625
KRT17	-3.2536
LACTB2	1.45625
DDX24	-0.671
PHACTR1	-1.39383333333333
SLC35E2	-0.23475
LOXL1	-1.4945
IQSEC2	0.63825
RGSL1	-0.72
PCDHGC5	0.6115
MEGF10	-0.464375
PRRX1	0.428166666666667
ASTE1	0.498666666666667
C6orf159	-0.182
MYOD1	0.24875
GAA	-0.7965
ZNF747	0.47625
KLRC1	-1.045625
IL1RL2	-0.231
GDF9	-0.35025
GPR119	-0.3525
TRAF2	-0.243833333333333
HCK	2.684
BMP6	-3.2785
IL8RA	0.619666666666667
FLJ35848	-0.07475
EFHA1	0.69325
CDSN	-0.505333333333333
C14orf54	-0.4785
LSM3	-0.595125
ZFP41	0.2645
C9orf126	-1.1205
VIT	-3.524
SPCS3	-0.52825
DEF8	-0.0546
CHAF1A	-0.772166666666667
C1orf165	-1.78616666666667
ZFPM2	0.371
FTH1	-1.0335
SLC35F1	-0.881
YWHAH	0.77275
C17orf66	0.319666666666667
ADRB1	-0.240333333333333
FOXL1	-0.793
RG9MTD3	0.276666666666667
UMPS	0.26275
MGC13008	0.348
KIAA1161	0.3335
CCDC77	-1.33625
C12orf65	-0.00400000000000001
COG4	-1.168
RCP9	-0.043
RP4-692D3.1	0.504333333333333
CDC2L5	-0.0725
MGC7036	0.332666666666667
DNAJC11	-0.58725
GDF2	-0.1825
TIMM17A	0.2335
HNRNPA0	0.2811
OR2H1	-0.44925
PCBP1	-0.34425
COL23A1	-1.63225
LRRC2	0.561
NSD1	0.443071428571429
FLJ37078	-0.584625
WDR91	-0.2765
TMEM179	-0.036
DSCR10	0.1225
CNDP2	-0.1287
FYN	-0.3795
BEX2	-0.00966666666666664
KCND3	0.4295
YPEL5	0.999125
LRRC42	-1.1995
C17orf45	0.131625
ZNF649	0.2161
LOC150763	0.9625
COL5A2	2.38833333333333
CNGA2	0.1375
ELA2B	-0.365833333333333
RAB9B	-0.3355
FAM100A	0.173
NAIP	-0.9095
MYOZ2	0.2
SPATA12	-0.6835
XRCC4	-0.023
CYB561	0.6542
CHST10	-1.65875
BAI1	-1.484
BRSK1	-0.278833333333333
C17orf89	0.15525
PDE6H	0.337
FLJ20309	0.4011
MAP7	1.39475
SCN4B	-0.8635
SPAG9	-0.2845625
SERTAD1	0.6985
FLJ21963	-2.77575
ANTXR1	0.7507
TMPRSS13	-0.229333333333333
ETV7	3.71316666666667
DGAT1	1.31216666666667
NKIRAS1	-0.751666666666667
TAC3	1.2195
CORO1C	0.418333333333333
RAD54B	-0.092
HRASLS3	1.51433333333333
C21orf42	0.18875
BARD1	-1.67583333333333
ZNF177	0.124166666666667
MIP	0.589
ZNF442	0.5185
F2	-4.9819
GRIA1	0.351125
GALNTL2	0.441666666666667
WNT5A	0.2638
LENG9	-0.378
hCG_25371	-0.7355
FOXR1	0.63
TRA@	0.3999
PWWP2	0.43425
C1QTNF7	0.884333333333333
SLC7A4	1.425
C4orf7	2.924
C17orf80	-0.439
KLK4	-0.1845
IL31	-0.216
TMEM176A	4.43725
CTNNB1	0.323375
BHLHB2	-0.208
TMEM185B	0.0766666666666667
ARD1B	-0.0235
C1orf93	0.285
BRUNOL4	-0.279166666666667
LOC541469	1.36575
UPK2	-0.503
GAS8	0.446333333333333
PATE	-0.1055
IMPACT	0.3225
WNK4	-0.6785
HNRPLL	-1.115875
GAD2	0.11325
ITGA6	3.07025
BMP15	0.747333333333333
CYP2A7	-0.32
RIC8A	-0.701375
CCND1	-0.761916666666667
USP35	0.453
DSCR2	-0.45375
CCL4	4.58233333333333
ZCCHC10	0.201
NOL11	-0.97575
TRPM2	1.44158333333333
PSMD2	-1.01127272727273
CHTF18	-1.1945
USP18	0.21
RRAS	0.45875
LAMC3	-0.7445
TOX	-1.0305
PCDH15	-0.221
GABRG3	-1.448
NUDCD2	-0.5255
SGCZ	0.405
KCTD17	0.3003
SPSB2	0.2185
TPPP3	3.31933333333333
CILP2	-0.622166666666667
CALB2	3.491
CEBPZ	-0.611166666666667
ZNF479	-0.999
FMOD	4.6885
C21orf66	-0.532428571428571
CLN6	-0.428166666666667
ANAPC1	0.235125
SH2D3C	0.09375
PTPN14	-0.5203
TRIM42	0.0965
APTX	0.428
SNRPG	0.038
BMS1	0.44225
MAGEA3	-5.682
NFATC3	-0.306583333333333
LRRC45	-0.286833333333333
ARS2	-0.287642857142857
LRIG1	-0.0271666666666667
EPSTI1	2.12033333333333
PRSS27	-0.8815
ERC2	0.604875
PRKACB	-0.844428571428571
PRDM13	0.8555
HCG27	-1.384
KLK12	1.904
HSD17B7	-0.05
ZNF354A	0.175
PCDH11X	-0.088
DMGDH	-1.057
PCBD2	0.626166666666667
TMC6	0.057
RIMS1	0.35725
SF3B2	-1.21466666666667
RCN1	1.2975
CPB1	0.00874999999999999
BCAR3	-1.359
FCRLB	-0.135125
PAK1IP1	-0.05525
OR10H1	-0.0885
KIF9	0.5026
PITPNM2	0.233625
L3MBTL4	0.26925
TGFB1	-0.9231
ZXDC	0.434
SLC6A16	-0.45525
SRrp35	-0.90475
LRRC8E	1.41275
PPIAL4	-0.3
EOMES	0.527333333333333
PAX2	-0.3595
SCARF2	-0.153125
PSEN2	0.978583333333333
PCDHB13	-0.41
C10orf28	0.532875
DHRS7B	0.140214285714286
C1orf131	0.57
ASB1	-0.5749
ZNF223	0.286166666666667
LCMT2	0.16525
MEP1A	4.34175
TMEM53	0.80225
RSPH3	0.543
C10orf33	-2.3295
LOC644285	-0.81675
PTPN9	0.446666666666667
ABCA12	-3.06725
CCDC37	-0.5755
RUNDC1	0.6102
YES1	0.0548333333333333
FAM120AOS	-0.07125
OR5M3	0.537
PPP1R3F	-0.609416666666667
IL13	0.3537
MDFI	-0.10375
PRNT	0.53425
ZDBF2	0.6225
OR10C1	-0.195666666666667
CLIC1	0.498
LILRA5	-0.0935
CSAG1	-5.58666666666667
TREML2	2.00233333333333
FAM125A	-0.503333333333333
ZNF74	-0.17825
FAM104A	-0.30975
LRRC39	-1.1615
SAMD5	4.6455
HYAL2	-0.4275
HIST2H2AC	-0.729125
IGFBP5	0.627
NRTN	-0.919333333333333
KIAA0556	0.5046
FAM29A	-0.824722222222222
JMJD2A	-0.054
EPHB1	3.21025
POLD4	0.22475
ANAPC10	0.16775
LRRC36	2.54225
MEGF6	-0.385375
LPHN3	0.450833333333333
BMP10	-0.607166666666667
C21orf55	-0.5685
CREM	-0.2165625
PTGER4	1.61516666666667
METAP1	0.08175
KCNQ1	3.3535
NR2F2	-0.4835
SSFA2	0.06975
CTTNBP2	1.704
BCL2A1	0.31775
ZBTB24	0.38825
SLCO6A1	-0.438333333333333
PRDM1	1.2458
OR7D2	-0.260166666666667
CCDC47	-0.2145
LOC646982	0.849
SLC26A6	-0.825666666666667
BIN1	0.8194
SRRM1	-0.183571428571429
PCSK1N	0.19625
ALS2	0.6951
ECT2	-0.0372105263157895
CACNA2D2	-0.614625
DOCK6	0.2335
C10orf119	0.9485
FATE1	0.1075
DUSP23	1.66725
TRIP6	-0.126230769230769
NUP35	-0.85475
CDH3	2.728
KLHDC8A	0.73825
C9orf116	1.068
EI24	0.0915
CENTD1	1.30733333333333
RWDD2B	-2.192
DOCK1	1.5385
NPAS2	1.56825
NR3C2	1.42083333333333
FAM63A	0.365083333333333
INPP5F	-0.144166666666667
FAM111A	0.0279
MYBL1	-2.33558333333333
IQGAP3	1.50433333333333
CRADD	-0.596333333333333
DUSP12	-0.44
PDZK1IP1	4.4245
VASH2	-0.3715
CTR9	-0.1675
VIL1	2.299
OR8U1	0.3015
CCDC107	0.86
PTTG1IP	-0.7705
OR4X2	0.32875
COL9A1	5.2785
PSMD9	0.2625
ZFP62	0.884
TIP39	-0.206
PARP15	0.134
TTC19	-0.4365
C1orf114	-1.56083333333333
GFPT1	0.267
SLC27A6	-1.40275
MRPS10	-0.0355
CALML5	-3.31283333333333
TRPM7	0.065625
CGNL1	-1.015875
CECR1	0.07125
SERPINB8	0.937
TMEM102	1.46275
PDIA2	-2.70275
NUCKS1	-0.376666666666667
HOTAIR	-0.97625
EBI3	-0.31325
NXN	0.19875
ZMYND19	-0.518125
FOXJ3	-1.086
EIF5B	0.4191
EIF2B4	-0.786666666666667
LEO1	-0.691
ZIC5	0.362666666666667
IL20	-0.983833333333333
KIAA0415	0.53425
FLJ37357	0.1385
TSPAN12	2.462625
ACTR3B	-0.053375
TFAM	0.0508333333333333
IL17RD	-1.039
PARP12	1.593
KLHDC7A	-0.283
KCTD4	0.263
GTF2H1	0.072
FLCN	-0.677166666666667
BIRC4	1.533125
