Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
RELN	-2.4893
SCN2B	0.274916666666667
MFHAS1	0.91375
NKX3-2	-1.43683333333333
RASGRF2	2.8355
SSBP1	-0.7645
KPNA6	-0.606642857142857
LOC389118	0.241
HS3ST4	-1.5838
SUPT7L	-0.29375
FLJ32658	-1.42175
IGFBPL1	-0.918
KIAA1641	-0.2455
SHKBP1	0.359166666666667
CSF1R	4.04725
NAGK	0.22425
MYL2	0.36375
HIST1H4C	-0.163666666666667
TOMM7	-0.744
ADAMTSL3	0.2506
TNFSF14	0.0515
PRRT2	-2.75575
VTA1	0.30625
AOAH	3.02333333333333
CRISPLD2	0.971571428571429
PNN	-0.4391
TA-NFKBH	0.3055
ESPN	-1.0655
RBM43	-0.1715
KIAA1267	-0.690625
DDX3X	0.465
KIAA1576	-3.163
PLXDC1	2.45783333333333
FLJ25801	-4.5705
HNRNPL	1.0185
RUNDC3A	0.1145
CASP12	0.161
SH2D5	-1.395125
RPL26L1	-0.999
OR51A7	0.3315
HDC	3.546
C2orf16	0.0336666666666667
SYTL3	1.161625
GOLGA4	0.8835625
NOTCH1	0.359333333333333
ATPAF2	0.19375
ECD	0.14425
SSX5	-1.64883333333333
SNAP91	-0.7035
OCA2	-5.441
PNPO	0.715166666666667
DAPK1	1.36916666666667
PINX1	0.0918333333333333
SELENBP1	0.732125
NEK3	1.4355
TMED4	0.500571428571429
SSTR4	-0.1115
FOSL1	-1.7531
CD40LG	0.325
CES1	-2.054
DCI	-0.0121666666666667
B3GAT3	-0.708166666666667
STK17B	0.5825
CNTN6	0.281
CYP3A4	2.912
MBOAT2	0.689785714285714
PISD	-0.11025
USP1	-0.24375
PYDC1	-0.194333333333333
CENPM	-0.464625
SAR1B	0.793
TTC7B	-0.6885
DP58	0.7335
GPC1	-1.14525
RBL1	-0.794
TMEM137	-1.70616666666667
TOB1	-0.133166666666667
TCEAL1	-1.05366666666667
CENPF	-0.817636363636364
C6	-0.0816666666666667
PRSS1	-0.59775
PPIL6	0.956166666666667
C6orf124	-0.54
ODZ4	-0.203666666666667
SNCB	-0.11925
NDUFB9	-0.07375
CNOT6L	0.974666666666667
S100A9	2.43116666666667
TRIM50	-0.0635
KCTD1	0.3411
WDR63	0.29575
SPEF2	0.730125
RNGTT	0.312
CXorf22	null
KCNK16	0.271
CEP250	-1.4415
ATPBD1B	0.155
KCNJ2	3.302
MT1B	-0.761
ZNF684	-0.1495
SLC4A1	0.3615
PDHA1	-0.155
ZNF492	-1.274875
TKT	-0.537
BYSL	-0.498375
RNF38	0.73625
AHDC1	-0.3485
KLHL2	1.034
CMTM8	1.9115
DMP1	-0.1535
HERPUD2	-0.6145
CRTAM	2.79
ZNF572	0.98625
TMEM16J	0.0105
HSD17B2	1.48625
UBE2G1	0.069875
AHSA2	-1.696
PELI2	-1.3295
TPX2	-0.99375
ATP9B	0.873
DAZAP1	0.50875
HMGCS2	2.63733333333333
C17orf38	0.29675
B9D1	0.700625
NKX2-5	-1.32616666666667
KIAA1276	-0.43225
LILRB2	3.2555
CSTF1	-0.544833333333333
BTN2A1	0.454666666666667
C15orf48	5.907
IGF2BP3	-1.14875
FAM113B	0.181
HRG	-0.046
ZNF131	-0.50975
USP47	0.211428571428571
CCDC88B	-0.437375
HCN1	0.3734
HTN1	-0.718333333333333
SYCP3	-0.091
C13orf23	0.604
PAPOLA	0.89
AATK	-0.2915
MSH3	0.0101666666666667
NDUFAB1	-0.48025
ITLN2	1.89766666666667
BAK1	1.46283333333333
MRPL45	-0.513333333333333
MTNR1B	-0.124166666666667
LOC645843	0.0405
SPECC1L	-0.243625
PGCP	0.332
SPN	-0.084875
GPR143	0.264
ZNF576	-0.089
TMEM39A	1.1507
ATP5D	-0.309666666666667
MAGEB3	-1.739
RPS5	-0.9545
ANP32E	-0.420928571428571
MTMR1	0.7135
YEATS4	-0.1765
SYNGAP1	-0.27575
PCOLCE	-2.11166666666667
MNS1	-2.576
PCYT2	0.998666666666667
ZNF182	-0.33625
LAX1	1.5955
SPPL2B	0.1091
ELOVL5	-0.5638
PCDHAC1	1.253
B4GALNT1	-2.16033333333333
BLOC1S2	0.3935
ZNF673	-1.0031
ARHGAP21	0.378833333333333
IRX5	-0.379875
LRFN5	-0.626
FAM7A1	-0.86125
RAB19	0.77
GINS1	-0.699
ITM2B	0.5114
PAPSS2	2.871
OR5BF1	0.3345
ACSL3	0.273875
KIAA1919	0.0404999999999999
GLT8D2	0.665
UTRN	0.384642857142857
CNN1	0.14275
HISPPD2A	0.811
SDAD1	1.024875
SIGLEC9	1.66733333333333
RPL35	-0.642214285714286
C22orf26	-0.328
IMPDH2	-0.973875
WDR69	-0.4205
SEC14L5	-0.323
CLTA	0.1775
RP11-529I10.4	0.129
GPR37L1	-0.0231666666666667
OGDH	-0.132333333333333
ASB13	0.053
ZFP14	-0.1
ZCRB1	-0.369166666666667
KPNA3	1.0105
HSPA1L	-0.69175
RHOC	0.6245
LOC554175	-0.67925
PPP3CA	0.4625
SLC1A7	0.2124
ZNF529	-3.30933333333333
RBED1	-0.1495
DDB2	-1.21825
FLJ11286	0.654166666666667
SPATA1	0.2325
MKNK1	0.408166666666667
DYSF	0.805666666666667
ALKBH2	-0.322
NKD1	-3.445
C1orf174	0.23425
PLEKHO1	0.562833333333333
ASB10	0.23425
RING1	-0.280833333333333
NPC2	0.90375
AVPR1B	1.0825
YTHDF1	-0.273333333333333
LMAN1L	0.3105
GSG2	0.808
CEP170	-1.0934
RPS4Y2	0.7995
MSH6	-0.7845
HECTD2	-0.576666666666667
ZNF556	-2.31633333333333
PLEKHC1	-2.2752
AIRE	0.475666666666667
BCL2L10	0.65375
LMOD3	-0.186333333333333
ZBTB8	0.2784
FOXA2	3.0406
SLCO2A1	2.330875
C3orf46	0.148
PRDM16	2.3335
TMEM98	0.69975
FRMD5	0.0195
PDE6C	0.199
C1orf216	-0.1985
EP400	-0.437714285714286
PTK2	0.14075
RNF217	-1.095
NDUFA8	-0.021
ZFAT1	-0.339
LAMP3	3.32216666666667
GLTSCR2	-1.1495
NPW	-1.873
LLGL2	1.0876
PPM1K	1.0565
C20orf177	-0.396
KIR2DL4	1.5261
NFKB2	0.04775
C21orf122	-1.39116666666667
HESX1	-0.7245
GPR114	2.54066666666667
SLC25A35	-0.544833333333333
GNAT1	0.527333333333333
ORAI3	-0.72925
FAM76B	-0.234375
TMEM99	-1.8397
TRIM29	-1.2768
CDS1	2.32575
RHEB	-0.2634
C4orf27	-0.392166666666667
RAB3A	-0.18375
OTUD6B	0.07275
GPD1	-0.7
CDH15	-1.021
NPM1	-0.320214285714286
TMEM117	0.3685
PRPS2	0.838416666666667
GCK	0.26
ADRA2A	2.56383333333333
TSPYL4	0.8425
TASP1	0.1735
WDR19	0.151583333333333
C10orf38	0.58225
PDE4C	-0.712833333333333
FYB	0.179833333333333
C1orf55	0.698333333333333
PPFIA3	-0.22075
RAD18	0.54025
C12orf44	-0.3485
CRYBA4	0.1625
HVCN1	1.389
TAF10	-0.054
C16orf48	-0.455333333333333
DEPDC5	1.15233333333333
LTBP1	-2.3295
MAPRE1	-0.097875
FGF8	0.6565
C3orf52	3.261625
SENP7	-0.664833333333333
LRRK2	0.7615
RUNDC2A	-0.023
KIAA0355	-0.462833333333333
CPEB1	-3.1995
PPEF2	-0.203
ABI2	-0.426166666666667
KIAA0317	0.235375
ATF1	0.218833333333333
DYNC1H1	0.64225
DIP	1.59825
TMEM33	1.08033333333333
POLDIP3	-0.4895
C7orf24	0.02175
GPR171	3.1325
CDC6	0.413166666666667
PLD1	0.6945
ITFG2	-0.5327
NDUFC1	0.839
AKNA	0.1405
NBR1	-0.00225
PKHD1	-0.134
HPS4	-0.5937
MAFA	0.51475
ULBP3	0.42325
DIRC1	-0.4815
IMMT	-0.32525
C22orf13	-0.0753333333333333
CEL	0.0305
MARK3	0.007
ADAMTS2	0.582416666666667
ARPC3	0.501333333333333
TMEM10	0.533375
NPHS1	0.797
BRD8	-0.587166666666667
WDR12	-0.1405
IDI2	-0.29925
HOXD13	1.786
OR8G2	-1.08975
SLAIN1	-3.271
GABRQ	-0.372
NR2C2	-0.28075
NKTR	-0.1572
TLE2	-0.459
KIAA0892	-1.111
AURKA	-1.21881818181818
GPRC5C	-0.155
TBC1D9B	-0.321
PNPLA6	-0.0981666666666667
AP3B1	0.2375
NAG	-0.12425
C11orf68	-1.1785
AKR7A3	1.1005
AHCYL1	-0.09025
COP1	0.8728
RPP14	-0.259
PCDHB18	-0.00125
CDH24	0.5495
KRT17	-3.5065
LACTB2	1.8965
DDX24	0.587
PHACTR1	-2.35383333333333
SLC35E2	-0.3155
LOXL1	-3.7285
IQSEC2	0.44025
RGSL1	0.0945
PCDHGC5	0.4335
MEGF10	-0.789125
PRRX1	-0.363833333333333
ASTE1	0.375166666666667
C6orf159	-0.90325
MYOD1	0.471
GAA	-0.44425
ZNF747	0.55525
KLRC1	0.139875
IL1RL2	0.909
GDF9	-0.62175
GPR119	0.5255
TRAF2	-0.394333333333333
HCK	3.88783333333333
BMP6	-3.72725
IL8RA	0.537
FLJ35848	-0.33075
EFHA1	0.40225
CDSN	-1.14066666666667
C14orf54	-0.125166666666667
LSM3	-0.249
ZFP41	0.589
C9orf126	-1
VIT	-3.3635
SPCS3	1.6505
DEF8	-0.0473
CHAF1A	-0.499166666666667
C1orf165	-1.037
ZFPM2	-0.797
FTH1	-0.3395
SLC35F1	-1.734
YWHAH	1.3595
C17orf66	0.383333333333333
ADRB1	0.383333333333333
FOXL1	0.6585
RG9MTD3	-0.328666666666667
UMPS	-0.059375
MGC13008	0.8875
KIAA1161	0.7225
CCDC77	-1.73325
C12orf65	0.1162
COG4	-0.322666666666667
RCP9	0.10625
RP4-692D3.1	0.401
CDC2L5	0.18925
MGC7036	-0.219
DNAJC11	0.6415
GDF2	-0.302666666666667
TIMM17A	0.57825
HNRNPA0	-0.4009
OR2H1	-0.04975
PCBP1	0.0035
COL23A1	-1.5375
LRRC2	1.08485714285714
NSD1	0.486071428571429
FLJ37078	-2.32725
WDR91	-1.39566666666667
TMEM179	0.00974999999999999
DSCR10	0.285
CNDP2	0.9519
FYN	-0.1485
BEX2	-4.20083333333333
KCND3	0.581666666666667
YPEL5	-0.00412499999999999
LRRC42	0.0878333333333333
C17orf45	0.238125
ZNF649	-1.3394
LOC150763	1.208
COL5A2	0.965166666666667
CNGA2	-0.117
ELA2B	-0.835
RAB9B	0.28575
FAM100A	-0.2805
NAIP	0.0377857142857143
MYOZ2	-0.106625
SPATA12	0.038
XRCC4	0.30725
CYB561	1.5231
CHST10	-2.97225
BAI1	-1.94433333333333
BRSK1	-1.032
C17orf89	0.516625
PDE6H	-0.4495
FLJ20309	-0.0764
MAP7	2.30225
SCN4B	-1.75425
SPAG9	0.1445
SERTAD1	0.0495
FLJ21963	-3.96175
ANTXR1	-1.2066
TMPRSS13	-0.556
ETV7	4.14633333333333
DGAT1	1.51466666666667
NKIRAS1	-0.5935
TAC3	-1.8695
CORO1C	0.9465
RAD54B	-0.2725
HRASLS3	2.52016666666667
C21orf42	0.2905
BARD1	-1.419
ZNF177	0.4
MIP	0.4525
ZNF442	1.1045
F2	-3.9936
GRIA1	-0.028125
GALNTL2	1.12266666666667
WNT5A	-1.8303
LENG9	0.561
hCG_25371	-1.0725
FOXR1	-0.5135
TRA@	1.0196
PWWP2	0.96475
C1QTNF7	0.198333333333333
SLC7A4	0.498
C4orf7	4.25975
C17orf80	0.1305
KLK4	0.245833333333333
IL31	0.783
TMEM176A	3.27975
CTNNB1	1.601375
BHLHB2	0.239
TMEM185B	1.082
ARD1B	-0.56575
C1orf93	0.7895
BRUNOL4	0.0563333333333333
LOC541469	1.091
UPK2	0.03775
GAS8	0.0981666666666667
PATE	0.5505
IMPACT	0.996875
WNK4	-0.752
HNRPLL	0.566375
GAD2	0.51975
ITGA6	3.372
BMP15	0.528166666666667
CYP2A7	0.117
RIC8A	0.052625
CCND1	-0.664916666666667
USP35	-0.417
DSCR2	0.10075
CCL4	4.41416666666667
ZCCHC10	0.138
NOL11	-0.2575
TRPM2	2.88958333333333
PSMD2	0.257181818181818
CHTF18	-0.76975
USP18	1.139125
RRAS	-0.061875
LAMC3	-1.65175
TOX	-2.0525
PCDH15	-0.832
GABRG3	-1.6195
NUDCD2	0.094875
SGCZ	0.203
KCTD17	0.0253
SPSB2	-0.623
TPPP3	0.412666666666667
CILP2	-0.6195
CALB2	0.483
CEBPZ	-0.446666666666667
ZNF479	-0.2465
FMOD	3.46283333333333
C21orf66	-0.435642857142857
CLN6	-0.154666666666667
ANAPC1	0.188
SH2D3C	0.321
PTPN14	-0.0366
TRIM42	-0.30725
APTX	0.0705
SNRPG	-0.0856666666666667
BMS1	0.322
MAGEA3	-4.588
NFATC3	-0.33575
LRRC45	-0.501833333333333
ARS2	-0.037
LRIG1	0.908166666666667
EPSTI1	2.6955
PRSS27	-1.213
ERC2	-1.02875
PRKACB	0.415571428571429
PRDM13	-3.8545
HCG27	-0.929
KLK12	2.1885
HSD17B7	-0.0618333333333333
ZNF354A	0.819
PCDH11X	-0.1355
DMGDH	-0.84
PCBD2	0.594
TMC6	-0.69125
RIMS1	-0.139375
SF3B2	-0.0243333333333333
RCN1	0.960166666666667
CPB1	-0.50925
BCAR3	-0.35925
FCRLB	-0.607625
PAK1IP1	0.24425
OR10H1	0.209
KIF9	0.792
PITPNM2	-0.208
L3MBTL4	-0.202
TGFB1	-0.3081
ZXDC	-0.65925
SLC6A16	-1.093
SRrp35	-2.534875
LRRC8E	0.77625
PPIAL4	-0.698833333333333
EOMES	1.34016666666667
PAX2	-0.024
SCARF2	-0.78375
PSEN2	0.160166666666667
PCDHB13	-0.32925
C10orf28	0.251125
DHRS7B	0.645642857142857
C1orf131	0.232
ASB1	-0.7458
ZNF223	0.1835
LCMT2	0.0725
MEP1A	4.02125
TMEM53	0.53125
RSPH3	0.695
C10orf33	-1.935
LOC644285	-0.3365
PTPN9	0.349166666666667
ABCA12	-4.65025
CCDC37	-1.508
RUNDC1	0.5272
YES1	0.354333333333333
FAM120AOS	0.182
OR5M3	0.00700000000000001
PPP1R3F	-0.7175
IL13	0.7772
MDFI	-0.4845
PRNT	0.012
ZDBF2	-1.988
OR10C1	0.157
CLIC1	1.0025
LILRA5	1.6885
CSAG1	-4.3395
TREML2	0.2705
FAM125A	-0.465166666666667
ZNF74	-0.86925
FAM104A	0.592875
LRRC39	-0.6135
SAMD5	3.682
HYAL2	-0.45625
HIST2H2AC	0.40625
IGFBP5	0.321565217391304
NRTN	0.446666666666667
KIAA0556	-0.1961
FAM29A	-0.345722222222222
JMJD2A	0.221
EPHB1	0.215
POLD4	0.775375
ANAPC10	-0.0615
LRRC36	0.10125
MEGF6	-1.151
LPHN3	0.0961666666666667
BMP10	0.0015
C21orf55	0.5495
CREM	-0.632
PTGER4	1.43166666666667
METAP1	-0.070375
KCNQ1	3.85983333333333
NR2F2	-0.342
SSFA2	1.24441666666667
CTTNBP2	-3.17175
BCL2A1	0.759375
ZBTB24	0.05875
SLCO6A1	-0.79975
PRDM1	1.2122
OR7D2	-0.093
CCDC47	0.132
LOC646982	-0.0535
SLC26A6	-0.655333333333333
BIN1	0.4542
SRRM1	0.321142857142857
PCSK1N	-1.5775
ALS2	0.3462
ECT2	1.258
CACNA2D2	-0.83275
DOCK6	0.5625
C10orf119	0.76875
FATE1	0.1535
DUSP23	0.81
TRIP6	-1.09764285714286
NUP35	-0.34275
CDH3	2.51075
KLHDC8A	0.3955
C9orf116	-1.264875
EI24	0.1635
CENTD1	2.25216666666667
RWDD2B	-0.236333333333333
DOCK1	0.5995
NPAS2	1.319625
NR3C2	3.257
FAM63A	0.0729166666666667
INPP5F	-0.733
FAM111A	0.2254
MYBL1	-2.26633333333333
IQGAP3	0.0453333333333333
CRADD	-0.432
DUSP12	-0.59825
PDZK1IP1	3.4015
VASH2	-1.1925
CTR9	0.5165
VIL1	1.96
OR8U1	0.2385
CCDC107	0.625
PTTG1IP	0.454625
OR4X2	0.1685
COL9A1	-0.6135
PSMD9	0.11775
ZFP62	0.6775
TIP39	-0.5435
PARP15	1.0045
TTC19	0.891125
C1orf114	-2.04016666666667
GFPT1	2.164
SLC27A6	-2.81675
MRPS10	-0.1168
CALML5	-3.2855
TRPM7	-0.543125
CGNL1	-2.1285
CECR1	0.677
SERPINB8	1.74566666666667
TMEM102	1.202875
PDIA2	-2.83625
NUCKS1	-0.2545
HOTAIR	-1.05425
EBI3	-0.2815
NXN	-1.3695
ZMYND19	-0.283625
FOXJ3	-0.1855
EIF5B	-0.1379
EIF2B4	-0.534666666666667
LEO1	-1.032
ZIC5	1.12475
IL20	-1.041
KIAA0415	-0.153333333333333
FLJ37357	1.093
TSPAN12	2.8335
ACTR3B	-0.148125
TFAM	-0.532166666666667
IL17RD	0.9005
PARP12	1.82075
KLHDC7A	0.496
KCTD4	-0.0455
GTF2H1	0.50275
FLCN	0.3805
BIRC4	1.24125
LOC790955	0.17425
VKORC1L1	0.33675
CYP4F22	0.208833333333333
TAS2R5	0.625
ZNF582	-0.7915
HS3ST3B1	0.727125
CTNS	-0.1295
STK36	-0.640166666666667
MMD2	0.39125
RP5-1103G7.6	-0.2205
FLJ23356	-0.1745
CRH	-0.151
C1orf182	-0.788833333333333
ACP5	2.82683333333333
AMFR	1.4475
CA4	2.5575
PLCB4	1.70575
MPHOSPH10	-0.11225
UNQ473	2.73183333333333
G3BP2	0.935
SR140	-0.295916666666667
HOXA2	2.12975
PYGB	1.968
BAT1	-0.087
DKK3	-0.765333333333333
DDX31	-0.015
TULP1	-0.139125
NHLRC2	1.26
TNRC4	0.012
ZNF430	-0.39275
TNRC6A	0.255125
PLA2G1B	-0.0795
RCHY1	0.852
GTF2A2	-0.0458333333333333
MGC4294	-2.449
ZNF691	-0.562
TACC3	-0.2115
DNAJC5G	0.16325
LOC4951	-0.08675
MS4A4A	0.0665
LOC152485	-0.2285
PPP1R2P1	0.242
PPP2R5B	-0.3815
RPGRIP1L	0.254375
SPOP	0.1198
PTPRF	0.631
MGC42090	-0.743
SUSD3	-0.958
THOC4	1.31125
MAML1	0.2699
FXR2	0.272666666666667
TYK2	-0.461625
MUC6	0.0798333333333333
DNAJB7	-0.483
PIP4K2A	-0.895928571428572
MEX3A	-2.55316666666667
RRP1	-0.807125
TFAP4	-0.03325
CXorf41	0.10375
MTMR4	0.579166666666667
CTLA4	1.3715
SNX9	1.067
CIB3	-1.06883333333333
NECAP1	0.931625
PLA2G2D	-0.0307
GLMN	-0.3625
DCLRE1A	0.07275
PDX1	1.4225
SAMD11	-1.059
MRPL55	-0.0868
TLR7	0.872375
TBC1D21	-0.0418333333333333
SMAD1	1.1319
ACTRT2	0.308
RIOK2	-0.034
PDLIM4	-1.95775
SLC22A15	1.50333333333333
ABHD13	1.1829
STX18	0.4331
CCPG1	0.427214285714286
DCBLD1	2.0285
SLC2A6	-1.447
NOLA3	0.245
TRDMT1	0.028
IL17F	1.9205
ATP1A4	0.00716666666666667
OR52W1	-0.0555
CFL1	0.1955
IL4	-0.78225
RBP2	-0.0536666666666667
CPSF6	0.813875
TTC8	-0.113666666666667
MUCL1	-3.819
EYA3	-0.676333333333333
KRT38	0.362
GNE	-0.40825
ZNF501	1.372
SLC35A2	0.64
CEP110	-0.2333
MYF6	0.85575
MGST2	1.4465
TRPV4	-0.4975
NEK8	-0.718666666666667
NOX5	-1.8165
NCKAP1L	0.0445
EMP3	-1.56666666666667
BPY2C	0.1875
C1orf38	1.0365
ELOVL2	-2.51725
CBX7	0.18175
OSBPL1A	0.302
ZNF589	-0.23975
ESCO1	0.5565
TRA2A	0.239333333333333
C3orf26	-0.97125
PHF2	-0.786666666666667
PID1	-0.0333333333333333
RFC1	0.10125
MTAP	-0.13725
ADORA3	2.422
LOC389458	-0.39675
TRNT1	-0.4145
CRIPAK	-0.17725
RAI2	0.0616666666666667
ANKRD44	0.314
GZMB	4.399
NFE2L1	0.118
STIP1	-0.485
RASL11B	-3.375
NT5DC2	-0.1875
LRP2	-0.373
MTDH	1.07386666666667
ARSG	-0.9765
HSP90AB1	-0.017
CT45-6	-5.0605
ZNF483	-0.05575
LMBR1L	-0.1195
S100A2	-2.6236
C2	-0.0491111111111111
C2orf27	-0.428375
EIF4EBP1	0.42325
GCKR	-3.5075
PPP1R9B	0.239625
FER	-0.616
SNRK	0.806
OR5M10	0.5695
UTP6	-0.18225
CAPZA3	0.5
FBP1	1.46888888888889
TERT	-2.2385
CCL1	-0.691
FUCA1	1.53225
ALS2CR8	-0.0388333333333333
KCMF1	0.602166666666667
SRCRB4D	-1.8415
OXCT2	-0.664666666666667
IL17RA	0.954166666666667
MPP5	0.836625
SPA17	0.133
FLJ10986	-0.500833333333333
GALNT14	-4.33875
CXorf27	-0.673375
NPLOC4	-0.882
RAB34	-2.605
KRTAP3-3	0.546
ARSD	0.3955
CPLX2	-1.9931
PJA1	0.574
WHDC1L1	0.0668333333333333
RB1	-0.4801
MTMR15	-0.261
PHLDA2	1.4857
GUCY2F	0.4225
MPV17	-0.798166666666667
SLC35D1	1.3335
LYSMD3	0.5525
COL16A1	-0.72475
ERLIN1	0.454833333333333
JMJD4	0.39775
HIST1H2BK	-2.675
TP53I11	1.29616666666667
ST3GAL4	-0.5087
PF4V1	1.19066666666667
ALG8	-0.506
REG1A	4.43475
MINA	0.5285
CYB5R3	-0.00183333333333331
HHLA1	-0.12625
MYST4	0.4694
VASN	-3.011
UCHL5IP	-0.42675
TFAP2A	-0.695625
MGC9913	-2.2665
C9orf97	0.032
LOC90379	-0.945
PHF15	-0.170357142857143
ZNF169	0.206333333333333
KRT7	-2.5659
GLIPR1L2	-0.414
LOC116236	1.73472347597681e-18
IQCF3	0.41775
RDH14	0.1115
HNRPK	0.45
RABEPK	-0.182666666666667
ISX	4.1575
CBARA1	0.0655
RAD51AP1	-0.65875
MLL5	0.17425
CXorf48	-4.794
SGCD	-2.43425
PHTF1	-0.817625
CA3	0.9285
CMTM5	0.254
STX10	-0.37225
JMJD2D	-2.1425
P4HA1	0.0451666666666667
GAB3	-0.531333333333333
DHRS4	0.718833333333333
COL4A1	1.5166875
C20orf20	0.06975
OSBPL2	0.7655
PTTG2	-0.9185
KIAA1688	0.70325
STS	-0.99925
SHROOM4	0.4405
KBTBD5	0.387833333333333
ALDH1A3	0.127
BTNL2	-0.00150000000000002
TGIF1	0.8655
ZFAND5	0.71475
ICA1	1.601375
NAV3	-4.13516666666667
FLJ12331	-0.56175
EPS8L2	0.8523
MNT	0.1405
ENTPD1	2.18583333333333
OR51E2	1.012875
STK11	-0.08975
MX1	2.801125
TTTY9A	0.7205
CX62	-0.498
LOXL4	-1.869375
EXOSC4	-0.348
PURB	-0.0146428571428571
SETD1A	-0.657333333333333
RELB	1.685
LAMB2	-0.268333333333333
HNF1B	1.869
PNLIPRP3	-1.147
C14orf139	-1.20525
UMOD	-0.487
GRIN3B	-0.58625
GPR25	0.015
ZNF512B	-3.3915
ATP6V0A1	-0.24825
SRA1	0.250583333333333
ZNF615	-0.64025
ZNF768	-0.83775
ZNF469	1.47225
DYNC2LI1	0.588166666666667
DNAH3	-0.244
LOC387911	0.59025
LOC554234	0.4925
ARRDC5	0.9445
TMEM59L	-2.3075
MARCH4	-1.45
CNOT8	0.0075
KIRREL3	-0.650833333333333
ADAM17	0.564125
MYOG	0.41475
CPNE1	-0.835333333333333
AK5	-1.502375
LOC204010	0.0875
NDRG4	-0.46225
LOC130074	0.01975
PIAS4	0.307
NCOA2	0.54625
TEGT	0.9051
USP5	-1.0365
ANKRD21	-2.57225
KIAA0692	0.509166666666667
HAPLN3	1.35725
LZIC	-0.151
NRXN3	0.25225
CDKN2C	-1.67133333333333
KIAA0226	-0.140166666666667
CYB5D1	0.14725
WDR68	-0.528875
ABCB6	-0.1602
MRPS25	0.26075
ZMAT2	-0.7715
KRT25	-0.0485
RPL11	-0.4105
GRAP	0.00833333333333334
LOC198437	-1.83566666666667
RORC	0.979
RAP2C	0.395428571428571
MXD1	0.9629375
AZI2	0.165833333333333
NUAK2	1.139
AHSG	-6.64175
MANSC1	2.87175
IMP3	-0.177833333333333
C2orf3	-0.693125
VSTM3	3.90925
PCTP	0.4925
SIRT1	0.2265
MANBA	-0.181
CD164	1.374625
GFRA1	-4.1863
PRM2	0.012
ZKSCAN3	-0.3585
PLEKHG1	3.405
TPRKB	-0.60475
UBFD1	-0.523083333333333
CDKL5	-0.408
HIST1H2BD	-1.20725
INPP4A	-0.215333333333333
BMX	-0.788
PTPRU	-2.055
LOC554202	-0.3295
HOXC8	-0.303125
IL12B	0.441
ADPGK	0.07925
ZNF418	-0.1725
SIAE	1.492125
CWC15	-0.46575
RP13-401N8.2	0.3435
KLHL11	0.59375
DEDD2	0.140625
PSMB3	0.2965
DDX25	-3.1515
ZBTB3	-0.221833333333333
GFRAL	-0.702
RPS25	-0.731666666666667
FAM57B	-1.65466666666667
TESK2	-0.851166666666667
DNM1L	-0.4385
ZNF207	0.155166666666667
CLEC11A	-0.712875
TOLLIP	0.379875
TMEM61	0.007
DLK1	-4.7809
PLVAP	2.523625
NOD2	1.88516666666667
SCMH1	-0.277
FLJ40235	0.54975
HTR2A	-0.0263333333333333
ARMC5	-1.186
FUT7	0.4855
PRELP	0.2264
ALKBH6	0.089
GYG1	0.0875
POLR3GL	-0.4635
COL8A2	1.76183333333333
OR10A5	0.29825
C1orf187	-2.172
TXLNB	-0.985166666666667
C16orf68	-0.865333333333334
R3HDM1	-0.25825
C16orf75	-0.604
BAALC	-1.378
TNP1	-0.145
GAPDH	-0.65475
COX7C	0.3575
ERRFI1	-0.938333333333333
PGAM2	-0.0743333333333333
FAM108B1	0.64
APC	0.444
TLR2	3.42625
SUCNR1	2.75925
ZNF233	0.28125
WFDC1	-1.57766666666667
PSG11	-0.0021
SLC39A1	-0.3395
PSAPL1	0.4155
CDC42EP1	0.050375
MECR	-0.953
KIAA0101	-1.2344
MACROD2	-0.3852
MMP19	0.446916666666667
LOC202459	0.0133333333333333
VNN2	1.8715
ACCN3	-1.262
TIMD4	1.071
RNASE8	0.3495
CCDC7	1.178
SULT2B1	1.0955
ME1	1.83225
MGRN1	0.043625
MRPL30	-0.067625
IVL	-0.44925
CALM1	1.34355
PLEKHA6	1.8575
B4GALNT2	0.882
PGDS	2.549375
C8orf33	0.0388333333333333
TMEM56	1.66883333333333
CKM	-0.938
ESR2	0.446
ACOT8	-0.1115
AGTR2	0.887666666666667
LOC155006	0.424
BC37295_3	-0.1165
EPM2AIP1	-2.21466666666667
PZP	-0.15
RPS9	0.165666666666667
C18orf51	-2.32875
SIVA1	0.0163
HEATR2	-0.4895
CD3E	-0.4795
C20orf142	-0.4405
PGLYRP3	0.378
CCDC139	0.07825
GPS2	-0.503166666666667
NOL14	0.7605
LRTM2	-0.35775
TRIM36	1.904375
TP53RK	0.4754
FBXL13	-1.437
RUFY2	-0.133428571428571
C11orf70	-0.754166666666667
HSPB9	0.0536666666666667
GJA5	2.196
HGF	-2.57016666666667
EPHB4	0.999
SOX18	0.002
IFRG15	-0.197
SERPINA10	-4.2305
WDR23	0.181625
REEP2	-2.478
CDK3	-0.29
HSPA12A	-0.292714285714286
ARL8B	0.1222
SATB1	0.8255
PPM1D	-0.785833333333333
VPS45	-0.205
TP53BP2	0.450125
GJE1	0.41425
CACNA1G	0.06025
VGLL4	0.37525
GNPTG	-0.58675
ROS1	-1.98625
C21orf128	-0.139
BMP8B	0.79225
SLC5A4	-0.56
SLC6A3	0.129166666666667
C16orf53	0.094125
TMEM81	-0.8385
APC2	0.9703
SYAP1	-0.21
C6orf54	-0.698
ZBED5	-0.4699
PVR	0.62675
LTA4H	-0.467333333333333
