Hybridization REF	TCGA-AA-A00W-01A-01R-A002-07
TBX19	0.223
CHD4	-0.49725
C6orf26	-1.46416666666667
MOSC2	0.975
IKBKE	0.92975
HIF1A	-1.7375
LOC595101	-0.244
RELA	0.166166666666667
TMEM16B	-1.80283333333333
ABHD12B	-3.00925
TSEN34	-0.04575
KIF18A	-1.14075
TXNDC9	0.864666666666667
SPATA2L	0.263
SEMA4G	1.2515
C21orf91	-0.404875
MATN1	-0.6035
KCNIP4	0.184333333333333
TUSC1	1.786375
OR4C15	0.17125
ARMCX6	-0.643583333333333
WBSCR27	-1.2145
OR52I2	0.629
KIAA1604	0.2775
DYNC1I1	-0.2465
PPP4C	0.0325
SLC47A2	-1.8645
TREH	0.557625
CD48	0.118
ST14	2.5105
PKN1	-0.67125
SPON2	-0.4095
XBP1	-0.355916666666667
SFRS12	-0.170166666666667
EFCAB6	0.70875
SELT	-0.36625
SLC39A2	0.5365
ERF	-0.233
ARL3	-0.41225
SURF6	0.8232
MLLT10	-0.0647142857142857
FLJ11171	0.5675
TDGF1	0.483333333333333
ERCC6	-0.06325
EIF2AK4	0.36325
BAZ1A	0.0291666666666667
LRRN3	-1.406
TMC3	0.0715
EFTUD1	0.22825
PTPRO	3.48366666666667
CLEC12A	-0.00137500000000002
ACBD4	-0.49125
ZDHHC14	0.833375
OTUD7B	0.0695
ACTB	0.22825
MSRA	0.266875
LCE5A	0.0695
IFI35	0.182
BSCL2	-0.3325
ANKRD12	-0.664916666666667
CFHR2	0.00275
RGAG1	-0.524166666666667
HSFY1	-0.848
SLC30A5	0.5545
IMPG1	0.275
GPR109A	0.3165
ZNF185	0.46025
IYD	4.54525
NPCDR1	0.47
SERPINA13	-0.223
HMGCLL1	-1.41925
NEUROG1	0.138833333333333
UBQLN1	0.9839375
LIN37	-0.02625
SOCS2	-1.94775
DSCR4	-1.530375
XKR6	-0.45625
GPR142	0.589
KRTAP13-3	0.802
CCDC15	-0.375666666666667
MOS	0.1425
CD1E	-2.518
OFCC1	-0.0838
FAM83D	-0.9025
SRFBP1	1.16725
C9orf96	0.4525
DHDH	0.628
CCDC90A	-0.054
RABL3	0.5989
CD320	-0.110333333333333
ANGEL2	-0.104416666666667
MRPL21	0.0835
SMG6	-1.18083333333333
INSR	1.273625
FLJ14816	-0.4465
GLRB	-2.25133333333333
C9orf89	0.611
CIZ1	-0.22875
URG4	-0.686166666666667
LRDD	-1.18466666666667
CBY1	0.541833333333333
NFX1	0.31225
MTERFD2	-0.401
C19orf23	0.428
PGC	-2.89525
IER3IP1	-0.6309
RASAL2	0.960583333333333
C1orf89	-0.03025
SYNJ1	-0.382
NFKBIE	1.197
FLJ40125	-1.33883333333333
TCEB2	-0.0466
NOG	-2.2155
POLR2J2	-0.419
HLA-B	2.28925
PCDHA1	-1.7575
PPP2R2B	-2.31975
ARHGEF17	-1.69933333333333
TCF7L2	2.04042857142857
CHD5	-0.490666666666667
ZNF431	-0.17975
TBC1D25	0.90875
ZNF800	1.07975
SCUBE2	-3.46927272727273
MYCBP	0.814
GPX5	0.1075
C6orf129	-0.389166666666667
QSER1	-0.416333333333333
ULK2	0.48375
PIGO	0.429166666666667
NRCAM	-2.81592857142857
SLC35E3	-0.887375
CSRP2	-3.10375
HYPE	-0.0385
MAPK15	0.110166666666667
MGC14327	0.0515
TIMM13	0.2485
ZNF462	0.459
GBA3	1.71075
TEX13A	-0.022
MCM6	-0.799555555555556
MTRF1	0.57725
ABCA7	-1.10725
EIF4A2	0.1485
ZC3H10	-0.5861
RPGR	0.2175
C20orf94	0.21925
RP1L1	0.1245
GPR125	0.881375
USP22	-0.140785714285714
OR1L4	0.4285
MLZE	0.12475
FLJ32065	-0.05175
PTCD1	0.21975
CRTAC1	-0.220666666666667
BXDC2	-0.19425
C18orf1	-0.0406666666666667
FAM107A	0.344
EFNA3	0.56625
P18SRP	0.4357
CAMKK2	0.791166666666667
KIAA0649	0.49625
NES	-2.8145
HS6ST3	-2.56225
PON2	0.5335
TCP11L2	-0.28725
CLEC4A	1.1275
PRR12	0.109
MLXIPL	-0.0774
C2orf50	0.1675
ZNF28	0.99875
ENC1	2.28666666666667
MAP2K1	-0.47775
FKSG2	1.2595
KIAA0430	0.2075
PTP4A1	-0.2665
GPR156	0.1765
GTF3C6	-0.14125
UBR2	0.026
LOC388272	-0.9585
MAK	-0.264666666666667
ACOT4	1.06075
STC2	-1.84025
PIGW	-0.157
SAE1	-0.72325
COL6A1	-2.17359090909091
OAZ1	0.336166666666667
STMN4	0.139666666666667
EDG3	-1.24
SGCE	-4.25583333333333
IL11	-0.977
PRSS8	2.500625
YIPF5	0.345416666666667
WNT4	2.175125
CSN2	0.277
TCF7	-0.855875
TDO2	2.58325
SAMD9	0.4180625
S100A7A	-0.804
MMRN1	0.602666666666667
GKAP1	-0.6285
AKR1C3	0.496
RNF19A	0.078
GMDS	2.06425
YKT6	-0.75225
SPARC	-1.7766
C12orf31	-0.14125
UBE2V2	-0.505833333333333
FBXL18	-0.936833333333333
KIAA0460	0.0995
ADAM22	-0.88625
SERPINC1	-5.47725
KCTD21	0.6165
MYOHD1	-0.2975
ZNF37A	0.199666666666667
GTF3C1	-0.573166666666667
CTSZ	1.98975
PRNPIP	-0.21825
DRD1IP	0.316
NR1I2	4.19266666666667
ZNF266	-0.6142
SPAG4L	0.336
COX4NB	-0.0655
SAPS1	-0.5935
APOA1	-4.400625
TATDN1	-0.227833333333333
C10orf82	1.70025
KPNB1	-0.1215
FOXO3	0.592333333333333
CRYBB2	0.082
ZBTB5	-0.115333333333333
SLC25A38	0.38575
DCTN2	-0.304
IFT20	0.00949999999999999
CTHRC1	-2.8275
C1orf31	0.019625
UHRF1	-1.1653125
GPC6	-2.30225
C10orf54	1.20325
MCF2L2	0.153666666666667
WNT9B	0.17675
OLA1	0.531875
FAM120B	-0.614
TTLL10	0.5665
CYorf15A	-2.9725
RELN	-2.5496
SCN2B	-0.252416666666667
MFHAS1	1.85375
NKX3-2	-1.176
RASGRF2	-0.922
SSBP1	-0.365833333333333
KPNA6	0.0811428571428572
LOC389118	0.0445
HS3ST4	-1.9501
SUPT7L	0.14225
FLJ32658	-1.62
IGFBPL1	-1.144
KIAA1641	-0.1944
SHKBP1	-0.135666666666667
CSF1R	3.2545
NAGK	-0.40825
MYL2	0.522
HIST1H4C	-0.980166666666667
TOMM7	-0.48675
ADAMTSL3	-0.4912
TNFSF14	-0.82225
PRRT2	-2.92425
VTA1	0.37
AOAH	3.57933333333333
CRISPLD2	0.360714285714286
PNN	-0.8402
TA-NFKBH	0.42475
ESPN	-0.70475
RBM43	-0.504
KIAA1267	-0.00637500000000002
DDX3X	0.151777777777778
KIAA1576	-3.431
PLXDC1	1.82783333333333
FLJ25801	-4.789
HNRNPL	-0.078
RUNDC3A	0.214833333333333
CASP12	-0.213
SH2D5	-1.6455
RPL26L1	-0.126
OR51A7	0.19175
HDC	0.502
C2orf16	0.4205
SYTL3	0.8015
GOLGA4	0.266625
NOTCH1	0.459333333333333
ATPAF2	-0.76525
ECD	0.0585
SSX5	-1.702
SNAP91	0.50625
OCA2	-0.4755
PNPO	0.836666666666667
DAPK1	-1.7055
PINX1	0.131166666666667
SELENBP1	2.724375
NEK3	2.60058333333333
TMED4	-0.0808571428571429
SSTR4	0.0325
FOSL1	-1.8604
CD40LG	1.3045
CES1	-2.413
DCI	-0.332833333333333
B3GAT3	-0.896333333333333
STK17B	-0.03375
CNTN6	0.18625
CYP3A4	3.64283333333333
MBOAT2	-0.378142857142857
PISD	-0.313875
USP1	-0.37
PYDC1	0.552833333333333
CENPM	-1.36725
SAR1B	-0.184
TTC7B	-2.0545
DP58	0.278
GPC1	-3.255
RBL1	-0.615625
TMEM137	-1.04333333333333
TOB1	0.742166666666667
TCEAL1	0.200333333333333
CENPF	-1.12536363636364
C6	0.936666666666667
PRSS1	-0.40925
PPIL6	0.809333333333333
C6orf124	-0.057
ODZ4	-1.16233333333333
SNCB	0.0335
NDUFB9	-0.174625
CNOT6L	0.830166666666667
S100A9	1.7025
TRIM50	0.1065
KCTD1	-2.4886
WDR63	-0.28025
SPEF2	0.895875
RNGTT	-0.1195
CXorf22	0.907
KCNK16	0.1285
CEP250	-0.59575
ATPBD1B	-0.635
KCNJ2	3.39225
MT1B	-2.737
ZNF684	0.3095
SLC4A1	0.216
PDHA1	1.108
ZNF492	-0.521125
TKT	-0.3015
BYSL	-0.17025
RNF38	0.440875
AHDC1	-0.228
KLHL2	1.154125
CMTM8	2.29
DMP1	-0.527
HERPUD2	-0.069125
CRTAM	1.2345
ZNF572	0.39125
TMEM16J	2.0915
HSD17B2	-1.196
UBE2G1	-0.67375
AHSA2	-1.199
PELI2	-0.262
TPX2	-0.850375
ATP9B	0.383666666666667
DAZAP1	0.403875
HMGCS2	2.72483333333333
C17orf38	-0.16925
B9D1	-0.314125
NKX2-5	-1.59816666666667
KIAA1276	0.294
LILRB2	2.5635
CSTF1	0.0628333333333333
BTN2A1	0.4305
C15orf48	5.9605
IGF2BP3	-4.67525
FAM113B	-0.1365
HRG	0.35075
ZNF131	-0.26575
USP47	0.748428571428572
CCDC88B	1.223375
HCN1	1.8765
HTN1	-0.555
SYCP3	-0.17025
C13orf23	1.5886
PAPOLA	-0.0361875
AATK	0.1573
MSH3	0.397166666666667
NDUFAB1	-0.246
ITLN2	1.84383333333333
BAK1	1.36016666666667
MRPL45	-0.154666666666667
MTNR1B	0.0636666666666667
LOC645843	0.028
SPECC1L	-0.90575
PGCP	-0.266
SPN	-1.25275
GPR143	2.11
ZNF576	0.820333333333333
TMEM39A	0.2599
ATP5D	0.844833333333333
MAGEB3	-0.492
RPS5	-0.614333333333333
ANP32E	-1.40535714285714
MTMR1	0.54075
YEATS4	-0.24525
SYNGAP1	-0.059
PCOLCE	-3.59833333333333
MNS1	0.64425
PCYT2	0.461333333333333
ZNF182	-0.19475
LAX1	1.468625
SPPL2B	0.074
ELOVL5	-1.2247
PCDHAC1	-0.4935
B4GALNT1	-2.196
BLOC1S2	-0.419
ZNF673	-0.7137
ARHGAP21	0.885833333333333
IRX5	-1.61725
LRFN5	-1.2605
FAM7A1	-2.22475
RAB19	0.6825
GINS1	-0.766
ITM2B	0.6476
PAPSS2	3.04908333333333
OR5BF1	0.232
ACSL3	-0.147875
KIAA1919	-0.155
GLT8D2	-0.71325
UTRN	-0.191428571428571
CNN1	-1.5535
HISPPD2A	0.712666666666667
SDAD1	0.642
SIGLEC9	-0.627166666666667
RPL35	-0.203857142857143
C22orf26	-1.138
IMPDH2	-0.403625
WDR69	-0.408
SEC14L5	-0.7928
CLTA	0.3815
RP11-529I10.4	0.20425
GPR37L1	0.204833333333333
OGDH	0.136916666666667
ASB13	1.06766666666667
ZFP14	-0.04275
ZCRB1	-0.123166666666667
KPNA3	1.41975
HSPA1L	0.301
RHOC	0.302625
LOC554175	-0.8365
PPP3CA	0.9498
SLC1A7	1.6664
ZNF529	-0.280833333333333
RBED1	-0.31775
DDB2	-1.9715
FLJ11286	0.356
SPATA1	0.566
MKNK1	0.234
DYSF	0.287166666666667
ALKBH2	0.00425
NKD1	1.18683333333333
C1orf174	-0.196
PLEKHO1	-1.80916666666667
ASB10	-0.005
RING1	-0.634
NPC2	-0.54975
AVPR1B	0.4405
YTHDF1	0.766583333333333
LMAN1L	0.148
GSG2	-0.3545
CEP170	-1.7881
RPS4Y2	-3.353
MSH6	-1.4595
HECTD2	-1.0345
ZNF556	-3.95066666666667
PLEKHC1	-2.9052
AIRE	0.327333333333333
BCL2L10	2.3055
LMOD3	1.21816666666667
ZBTB8	-0.6404
FOXA2	3.0365
SLCO2A1	2.65175
C3orf46	-0.207
PRDM16	-1.38633333333333
TMEM98	0.63375
FRMD5	-0.4615
PDE6C	-0.071
C1orf216	-0.6895
EP400	-0.147142857142857
PTK2	0.49625
RNF217	1.0765
NDUFA8	0.344
ZFAT1	-0.2855
LAMP3	2.8645
GLTSCR2	0.033375
NPW	-1.4925
LLGL2	1.2187
PPM1K	0.279833333333333
C20orf177	0.954
KIR2DL4	0.8697
NFKB2	-0.07025
C21orf122	-1.87916666666667
HESX1	-0.02775
GPR114	0.8395
SLC25A35	-0.3945
GNAT1	0.60425
ORAI3	-1.2715
FAM76B	-0.237375
TMEM99	-1.2062
TRIM29	1.546
CDS1	3.34825
RHEB	-0.2055
C4orf27	-0.681833333333333
RAB3A	-1.0405
OTUD6B	0.15475
GPD1	1.686125
CDH15	-1.53266666666667
NPM1	-0.081
TMEM117	0.74475
PRPS2	0.85375
GCK	-0.1435
ADRA2A	0.899166666666667
TSPYL4	-0.0155
TASP1	0.94475
WDR19	-0.21575
C10orf38	1.41975
PDE4C	-0.56
FYB	-1.38633333333333
C1orf55	0.450666666666667
PPFIA3	-0.0065
RAD18	0.64375
C12orf44	-0.2275
CRYBA4	-0.082
HVCN1	-0.59675
TAF10	0.0911666666666667
C16orf48	-0.6065
DEPDC5	0.988
LTBP1	-2.9175
MAPRE1	0.856875
FGF8	0.173
C3orf52	2.134375
SENP7	-0.687666666666667
LRRK2	-1.06375
RUNDC2A	-0.582666666666667
KIAA0355	0.203333333333333
CPEB1	-4.00675
PPEF2	-0.813
ABI2	-1.07016666666667
KIAA0317	-0.27
ATF1	-0.292666666666667
DYNC1H1	-0.381875
DIP	0.61675
TMEM33	1.32033333333333
POLDIP3	-0.7205
C7orf24	0.41425
GPR171	2.174
CDC6	-1.229
PLD1	0.9744
ITFG2	0.1582
NDUFC1	0.536
AKNA	0.3835
NBR1	1.11325
PKHD1	0.125
HPS4	-0.5931
MAFA	0.13325
ULBP3	-0.10075
DIRC1	-0.2375
IMMT	-0.10875
C22orf13	-0.113
CEL	0.3405
MARK3	-1.00875
ADAMTS2	-1.13508333333333
ARPC3	0.6815
TMEM10	0.329
NPHS1	0.26525
BRD8	-0.168
WDR12	0.1215
IDI2	0.171
HOXD13	-1.341
OR8G2	-0.807
SLAIN1	-4.1775
GABRQ	-0.66075
NR2C2	-0.213
NKTR	-0.1484
TLE2	-0.9285
KIAA0892	0.00283333333333334
AURKA	-0.354818181818182
GPRC5C	0.400833333333333
TBC1D9B	0.254125
PNPLA6	0.2135
AP3B1	0.3455
NAG	-0.62575
C11orf68	-0.9515
AKR7A3	0.5995
AHCYL1	0.0565833333333333
COP1	1.293
RPP14	0.329416666666667
PCDHB18	-0.31975
CDH24	0.05375
KRT17	-3.4162
LACTB2	1.24875
DDX24	-0.4464
PHACTR1	-2.88616666666667
SLC35E2	-0.11975
LOXL1	-5.423
IQSEC2	0.29
RGSL1	0.4635
PCDHGC5	0.274
MEGF10	-0.840875
PRRX1	-2.006
ASTE1	0.669166666666667
C6orf159	-0.8615
MYOD1	0.10025
GAA	-0.44275
ZNF747	0.281
KLRC1	-0.37575
IL1RL2	1.3315
GDF9	-0.468
GPR119	0.1825
TRAF2	-0.618
HCK	1.91016666666667
BMP6	-3.866
IL8RA	1.12483333333333
FLJ35848	-0.160666666666667
EFHA1	1.31625
CDSN	-1.16316666666667
C14orf54	0.0105
LSM3	-0.335375
ZFP41	0.412
C9orf126	-1.3245
VIT	-3.7955
SPCS3	-0.54975
DEF8	-0.4819
CHAF1A	-1.1455
C1orf165	-2.824
ZFPM2	-2.08466666666667
FTH1	-0.46425
SLC35F1	-1.61675
YWHAH	0.50625
C17orf66	0.389666666666667
ADRB1	-0.136833333333333
FOXL1	-0.7635
RG9MTD3	-0.147
UMPS	0.40275
MGC13008	0.267
KIAA1161	1.2215
CCDC77	-1.36
C12orf65	-0.0843
COG4	-0.496333333333333
RCP9	0.936
RP4-692D3.1	0.409
CDC2L5	0.321
MGC7036	-0.273833333333333
DNAJC11	0.65675
GDF2	-0.183666666666667
TIMM17A	0.294
HNRNPA0	0.0265
OR2H1	-0.10225
PCBP1	-0.23325
COL23A1	-2.48375
LRRC2	2.65085714285714
NSD1	0.192428571428571
FLJ37078	-3.35175
WDR91	-2.03066666666667
TMEM179	-0.0485
DSCR10	-0.00750000000000006
CNDP2	0.3917
FYN	-2.37
BEX2	0.6875
KCND3	0.45775
YPEL5	0.407125
LRRC42	-0.426
C17orf45	-0.069
ZNF649	-0.1348
LOC150763	0.20725
COL5A2	-0.75925
CNGA2	0.299
ELA2B	-1.1618
RAB9B	-0.54
FAM100A	-0.0115
NAIP	-0.359428571428571
MYOZ2	-0.657125
SPATA12	0.575
XRCC4	0.33775
CYB561	0.4973
CHST10	-3.61225
BAI1	-2.3015
BRSK1	-1.03433333333333
C17orf89	0.056125
PDE6H	-1.151
FLJ20309	0.3988
MAP7	2.629875
SCN4B	-1.789
SPAG9	0.06425
SERTAD1	-0.0533333333333333
FLJ21963	-4.7665
ANTXR1	-2.73
TMPRSS13	-0.00166666666666667
ETV7	3.63816666666667
DGAT1	1.078
NKIRAS1	-0.436333333333333
TAC3	-0.0975
CORO1C	-0.212166666666667
RAD54B	0.261
HRASLS3	1.00916666666667
C21orf42	-0.533
BARD1	-0.660333333333333
ZNF177	0.226833333333333
MIP	0.474
ZNF442	1.374
F2	-3.9935
GRIA1	0.053875
GALNTL2	-0.1795
WNT5A	-1.9965
LENG9	0.3835
hCG_25371	-0.1935
FOXR1	-0.0885
TRA@	0.7879
PWWP2	1.058
C1QTNF7	0.882666666666667
SLC7A4	1.8205
C4orf7	2.73
C17orf80	0.00850000000000002
KLK4	0.209
IL31	0.109
TMEM176A	3.40525
CTNNB1	0.7503125
BHLHB2	-0.158
TMEM185B	0.291166666666667
ARD1B	0.075
C1orf93	1.418
BRUNOL4	-0.605333333333333
LOC541469	0.805166666666667
UPK2	0.0275
GAS8	0.168
PATE	1.0135
IMPACT	-0.024625
WNK4	1.215
HNRPLL	-0.292
GAD2	-0.005
ITGA6	3.35175
BMP15	0.476833333333333
CYP2A7	0.569875
RIC8A	0.044625
CCND1	-0.268583333333333
USP35	0.306
DSCR2	-0.35825
CCL4	3.64733333333333
ZCCHC10	0.169
NOL11	-0.16525
TRPM2	0.269833333333333
PSMD2	-0.468363636363636
CHTF18	-1.59725
USP18	-0.79525
RRAS	0.214125
LAMC3	-1.176
TOX	-2.82066666666667
PCDH15	-0.033
GABRG3	-1.56575
NUDCD2	-0.539
SGCZ	0.167
KCTD17	0.0161
SPSB2	0.0435
TPPP3	1.18866666666667
CILP2	-0.8015
CALB2	-1.12
CEBPZ	0.422833333333333
ZNF479	-0.318
FMOD	3.03883333333333
C21orf66	-0.102142857142857
CLN6	-0.2955
ANAPC1	0.30075
SH2D3C	-0.76025
PTPN14	-1.1375
TRIM42	0.171333333333333
APTX	0.334
SNRPG	-0.3315
BMS1	0.0105
MAGEA3	-4.774
NFATC3	-0.521666666666667
LRRC45	-0.206333333333333
ARS2	-0.539428571428571
LRIG1	-1.26883333333333
EPSTI1	1.9785
PRSS27	-1.359
ERC2	-0.821375
PRKACB	1.05578571428571
PRDM13	-0.8345
HCG27	-1.0305
KLK12	-0.287
HSD17B7	-0.494666666666667
ZNF354A	0.45175
PCDH11X	-0.396
DMGDH	-0.7415
PCBD2	-0.0848333333333333
TMC6	-0.930125
RIMS1	-0.115285714285714
SF3B2	-0.4445
RCN1	0.877166666666667
CPB1	0.10625
BCAR3	-0.12725
FCRLB	-0.46075
PAK1IP1	0.14825
OR10H1	0.656
KIF9	1.3941
PITPNM2	-0.890375
L3MBTL4	-0.2
TGFB1	-1.9579
ZXDC	0.76675
SLC6A16	-1.3615
SRrp35	-2.9535
LRRC8E	0.54425
PPIAL4	-0.519
EOMES	0.741
PAX2	-0.915
SCARF2	-1.33025
PSEN2	0.72075
PCDHB13	-0.495
C10orf28	-0.051375
DHRS7B	0.969642857142857
C1orf131	0.0845
ASB1	-0.8591
ZNF223	0.194
LCMT2	0.64575
MEP1A	4.136
TMEM53	1.116
RSPH3	0.635
C10orf33	-2.574
LOC644285	-0.573
PTPN9	0.153
ABCA12	-0.1045
CCDC37	-0.89175
RUNDC1	0.4546
YES1	-0.586333333333333
FAM120AOS	0.24275
OR5M3	0.097
PPP1R3F	-1.18466666666667
IL13	-0.354555555555556
MDFI	-1.5075
PRNT	0.39825
ZDBF2	-0.808
OR10C1	0.281666666666667
CLIC1	0.685
LILRA5	0.426
CSAG1	-4.41216666666667
TREML2	0.932666666666667
FAM125A	-0.702666666666667
ZNF74	-1.03375
FAM104A	0.037125
LRRC39	-0.4735
SAMD5	3.8295
HYAL2	-0.1965
HIST2H2AC	-1.17075
IGFBP5	-2.59617391304348
NRTN	-2.528
KIAA0556	0.139
FAM29A	-0.212944444444444
JMJD2A	0.9465
EPHB1	0.233
POLD4	0.51025
ANAPC10	0.02425
LRRC36	2.66175
MEGF6	-2.178875
LPHN3	0.350166666666667
BMP10	-0.178
C21orf55	-0.2515
CREM	-0.9013125
PTGER4	2.47833333333333
METAP1	0.36425
KCNQ1	4.114
NR2F2	-1.0515
SSFA2	0.925333333333334
CTTNBP2	1.53625
BCL2A1	-1.7785
ZBTB24	0.264
SLCO6A1	-0.8625
PRDM1	1.2822
OR7D2	-0.2625
CCDC47	0.3076
LOC646982	-0.2145
SLC26A6	0.174166666666667
BIN1	1.0154
SRRM1	-0.0657857142857143
PCSK1N	-1.762375
ALS2	-0.0549
ECT2	0.221157894736842
CACNA2D2	-0.642625
DOCK6	0.74875
C10orf119	0.82675
FATE1	0.2305
DUSP23	1.111
TRIP6	-0.379428571428571
NUP35	-0.25175
CDH3	1.76475
KLHDC8A	0.247
C9orf116	-1.33775
EI24	0.0905
CENTD1	2.09066666666667
RWDD2B	-0.739833333333333
DOCK1	0.9655
NPAS2	1.391625
NR3C2	4.159
FAM63A	0.115083333333333
INPP5F	-0.489166666666667
FAM111A	0.5302
MYBL1	-2.65058333333333
IQGAP3	0.165
CRADD	-0.615
DUSP12	-0.9805
PDZK1IP1	3.144
VASH2	-0.9635
CTR9	0.39875
VIL1	2.77975
OR8U1	0.324333333333333
CCDC107	-0.0925
PTTG1IP	-0.21375
OR4X2	0.396
COL9A1	1.3565
PSMD9	-0.20925
ZFP62	0.63525
TIP39	-0.91575
PARP15	0.677
TTC19	0.5085
C1orf114	-2.4215
GFPT1	3.3485
SLC27A6	-3.14175
MRPS10	-0.1064
CALML5	-3.3115
TRPM7	-0.114625
CGNL1	-0.97675
CECR1	-0.02775
SERPINB8	0.124833333333333
TMEM102	0.75275
PDIA2	-3.64075
NUCKS1	-1.1265
HOTAIR	-2.34525
EBI3	-0.4025
NXN	-3.31275
ZMYND19	-0.127375
FOXJ3	0.1505
EIF5B	0.552
EIF2B4	-0.639833333333333
LEO1	-0.5295
ZIC5	-2.09225
IL20	-0.972333333333333
KIAA0415	0.19525
FLJ37357	1.2135
TSPAN12	2.68675
ACTR3B	0.049625
TFAM	-0.106166666666667
IL17RD	0.827625
PARP12	0.555
KLHDC7A	0.4595
KCTD4	0.566
GTF2H1	0.7605
FLCN	-1.348
BIRC4	1.537875
LOC790955	-0.49475
VKORC1L1	-0.2045
CYP4F22	0.297333333333333
TAS2R5	1.3705
ZNF582	-1.8535
HS3ST3B1	-1.1505
CTNS	-1.15975
STK36	0.120333333333333
MMD2	0.44375
RP5-1103G7.6	0.2835
FLJ23356	-0.241
CRH	0.1355
C1orf182	-0.156833333333333
ACP5	0.046
AMFR	0.3648
CA4	0.6435
PLCB4	3.546
MPHOSPH10	0.042
UNQ473	-0.0456666666666667
G3BP2	0.44225
SR140	0.0225
HOXA2	0.89925
PYGB	2.68875
BAT1	-0.228
DKK3	-1.7285
DDX31	0.134875
TULP1	-0.2945
NHLRC2	0.72
TNRC4	1.66233333333333
ZNF430	-0.43025
TNRC6A	-0.193625
PLA2G1B	0.799
RCHY1	0.73
GTF2A2	-0.492833333333333
MGC4294	-2.121
ZNF691	-0.49
TACC3	-0.73075
DNAJC5G	0.0725
LOC4951	-0.41225
MS4A4A	-3.206
LOC152485	1.728
PPP1R2P1	0.0865
PPP2R5B	0.2145
RPGRIP1L	0.602875
SPOP	0.1437
PTPRF	1.06416666666667
MGC42090	-0.422
SUSD3	-0.83625
THOC4	-0.50575
MAML1	0.0768
FXR2	-0.776333333333333
TYK2	-0.7225
MUC6	-0.181166666666667
DNAJB7	0.2355
PIP4K2A	-0.939
MEX3A	-0.789833333333333
RRP1	-0.23575
TFAP4	0.383
CXorf41	1.97425
MTMR4	0.0746666666666667
CTLA4	0.638
SNX9	0.6265
CIB3	-0.646333333333333
NECAP1	0.690875
PLA2G2D	-0.2233
GLMN	-0.109833333333333
DCLRE1A	0.139
PDX1	0.8165
SAMD11	-1.522
MRPL55	-0.0272
TLR7	-0.142875
TBC1D21	0.223166666666667
SMAD1	1.2956
ACTRT2	-0.224
RIOK2	-0.19775
PDLIM4	-3.21525
SLC22A15	1.50033333333333
ABHD13	1.5291
STX18	0.8833
CCPG1	0.119428571428571
DCBLD1	1.298
SLC2A6	-2.299
NOLA3	-0.19125
TRDMT1	0.259857142857143
IL17F	2.254
ATP1A4	1.59383333333333
OR52W1	0.337
CFL1	0.52525
IL4	-0.307
RBP2	2.0225
CPSF6	0.624
TTC8	-1.05683333333333
MUCL1	-3.0815
EYA3	-1.68033333333333
KRT38	0.1045
GNE	1.5105
ZNF501	0.68525
SLC35A2	0.577625
CEP110	-0.5943
MYF6	0.294666666666667
MGST2	1.68183333333333
TRPV4	-1.723
NEK8	-0.348833333333333
NOX5	-2.021
NCKAP1L	-1.86483333333333
EMP3	-3.13716666666667
BPY2C	1.013
C1orf38	-0.574625
ELOVL2	-2.44575
CBX7	0.131583333333333
OSBPL1A	-0.6115
ZNF589	-0.1075
ESCO1	-1.163
TRA2A	0.0123333333333333
C3orf26	-0.3985
PHF2	0.363333333333333
PID1	2.1325
RFC1	-0.122125
MTAP	0.094125
ADORA3	1.198
LOC389458	-1.63325
TRNT1	-0.3865
CRIPAK	-0.03775
RAI2	1.5845
ANKRD44	-0.528
GZMB	3.9125
NFE2L1	0.06
STIP1	-0.978166666666667
RASL11B	-4.1895
NT5DC2	-2.15333333333333
LRP2	-0.607
MTDH	0.2024
ARSG	-0.62025
HSP90AB1	-0.05525
CT45-6	-5.005
ZNF483	-1.432
LMBR1L	-0.092
S100A2	-1.445
C2	1.15727777777778
C2orf27	-1.109875
EIF4EBP1	-0.34025
GCKR	-3.97366666666667
PPP1R9B	-0.236875
FER	-0.74275
SNRK	0.572
OR5M10	0.5085
UTP6	0.161
CAPZA3	0.23675
FBP1	1.128
TERT	-1.98
CCL1	-1.076
FUCA1	2.09125
ALS2CR8	0.447166666666667
KCMF1	0.787916666666667
SRCRB4D	-1.7835
OXCT2	-0.1055
IL17RA	0.397333333333333
MPP5	-0.2025
SPA17	0.02325
FLJ10986	2.873
GALNT14	-5.037
CXorf27	-0.993875
NPLOC4	-0.445
RAB34	-3.93825
KRTAP3-3	0.295
ARSD	1.24133333333333
CPLX2	-1.808
PJA1	0.4845
WHDC1L1	-0.2282
RB1	-0.4162
MTMR15	-0.4315
PHLDA2	0.9658
GUCY2F	-1.145
MPV17	-0.361833333333333
SLC35D1	1.7265
LYSMD3	0.2072
COL16A1	-1.27525
ERLIN1	0.252166666666667
JMJD4	-0.167
HIST1H2BK	-1.69025
TP53I11	0.635166666666667
ST3GAL4	-0.6124
PF4V1	2.9725
ALG8	-0.22325
REG1A	3.897
MINA	0.67775
CYB5R3	-0.920833333333333
HHLA1	-0.01475
MYST4	0.0514
VASN	-4.07925
UCHL5IP	-0.44825
TFAP2A	-2.670125
MGC9913	-2.9735
C9orf97	0.049
LOC90379	-0.31025
PHF15	-0.0486428571428572
ZNF169	0.353833333333333
KRT7	-2.817
GLIPR1L2	0.32675
LOC116236	-0.012
IQCF3	0.0835
RDH14	0.368333333333333
HNRPK	0.474857142857143
RABEPK	0.276833333333333
ISX	4.3445
CBARA1	-0.15525
RAD51AP1	-0.8635
