Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
C14orf2	1.2435
TBC1D3P2	-1.8725
COMMD6	1.8793
ANKRD7	-1.206
PTCHD1	-0.942142857142857
NARS2	-1.03025
DOCK7	-0.38125
FAM127B	-0.7925
LOC390243	-0.141833333333333
N6AMT2	0.52175
ZNF391	0.1275
DNAJB14	-0.642833333333333
WRB	-1.13625
BPI	0.259
TTC4	-0.5205
FAM10A5	-0.74975
GOT1L1	0.2942
MAGED1	-1.027375
RESP18	-0.1035
WFDC6	0.288
MT2A	-2.9135
C11orf56	2.209
KIAA1432	0.364
ROR1	-0.974875
HSD17B14	-0.172166666666667
ZFAND2B	-0.591875
SAMD4B	0.457
HEXA	-0.970875
HNRNPU	0.762772727272727
USP39	0.0035
NRD1	-0.20575
R3HDML	0.5995
FLT4	0.0621666666666667
OMG	0.222666666666667
OR52N4	-0.178
LOC399818	-0.69
ELA2	-3.20375
VENTXP1	0.507
RFC5	-0.192
OR52L1	-0.1665
PAX5	-0.2325
FBXO2	-3.4905
GMEB1	0.0555
AKT3	-1.0095
CRB1	-0.817166666666667
CTTN	-0.290333333333333
UTP15	0.775166666666667
HSBP1	0.0300833333333333
PHF11	2.35025
NDEL1	-0.589833333333333
USP8	0.39275
BAIAP2	-0.9796875
SI	0.598833333333333
ARSJ	0.464166666666667
BAAT	-2.384
KCNS3	0.738833333333333
LOC126147	-0.45
TMEM37	-1.4605
C1orf162	0.539666666666667
MBD1	-0.9227
ITGAL	-1.403
WDR73	0.427
GKN2	-0.0123333333333333
ARFGAP1	-0.695125
SLC5A8	0.0708
ZBTB40	-0.501111111111111
CYP4B1	-2.071
LYPLAL1	-0.836
CHST3	-1.51125
MAP3K9	-0.203
BTAF1	-1.39566666666667
TFAP2E	-0.0945
RBM35B	0.989
LOC441251	0.132333333333333
ANKRD25	-1.32777777777778
UQCRC2	0.571
MAEA	-0.419166666666667
HYAL1	-2.2977
RNPEPL1	-1.00183333333333
CPSF2	0.224125
PSD3	-0.3076
ABCA13	-0.226
AGR2	2.599
GBX1	-0.1245
HDLBP	0.101571428571429
ACY3	0.55725
HECW1	-0.46175
ZNF519	-0.85225
HOPX	2.431
ZNF304	-2.393
OR12D3	-0.296
FKSG43	-0.47925
METTL1	0.72275
MFSD3	-0.7367
PSPH	0.3865
CLCA3	-1.0585
DARS2	-0.219833333333333
CDC25A	0.2315
BAIAP2L1	1.12375
B3GNT5	3.300625
USP29	-0.27875
ARHGEF10L	1.5925
ATOX1	-0.66525
ADAM30	0.545
DNASE1	0.22275
STT3A	-0.2835
RAB6IP1	-0.37875
PTN	-1.5672
C1orf106	1.60646153846154
HECA	1.9005
RNF122	0.444
SLC22A18AS	1.20283333333333
GNG8	-0.185666666666667
ELP4	0.84425
FAM65A	-0.136666666666667
RPL10A	-0.480833333333333
IRS4	0.73
MACF1	0.599
SEC24D	-1.312
LOC374395	-0.364
TGFB2	-1.079375
MDFIC	0.04025
CHRNE	0.0205
PCMTD2	0.602166666666667
ATP6V0D1	-0.456666666666667
MTA2	0.55175
LZTR1	-1.56966666666667
RAP1A	0.074
AXIN1	0.58825
POLR1C	0.3285
TRIO	0.304166666666667
PLXNA4A	-0.871
C5orf33	0.379
DEPDC1B	-0.11625
ZNF473	-0.445333333333333
MTM1	0.0445
GPR107	0.624833333333333
CSNK1A1L	0.732833333333333
FLJ14154	-0.54675
NLRC4	1.20925
ENPP4	2.1185
PADI3	-0.4
RNF170	-0.685125
CG018	1.49233333333333
C16orf7	-0.896
KCNE1	0.681
NRM	0.121
SLC37A3	0.107642857142857
TPD52L2	-0.0233333333333334
UNC5B	0.083
C12orf12	0.09075
SDHB	-1.01775
CLRN1	0.108375
NUDT10	-2.26983333333333
UGT3A1	0.451875
FBXW8	-0.440625
RHOF	-0.03925
PTPLAD1	0.338625
MYO3B	-0.1155
DERA	0.06575
TPP2	1.109
C19orf53	-0.654166666666667
GINS3	-0.234625
ST6GALNAC5	0.5035
CHSY1	-0.31925
MGC15705	-0.0385
GPR83	0.1695
EXT2	0.46825
DOLK	-0.165
TUBAL3	0.68625
ACVRL1	2.2207
ABL2	0.28075
C14orf156	0.8535
PTPRZ1	-2.64457142857143
DIP2C	-0.80575
LAMP1	-0.26175
RXRA	-0.7941
MAP3K5	2.3505
ALKBH1	0.248
PDLIM7	-0.456
ARL14	4.3155
SNIP1	-0.0966666666666667
TIMP3	0.00299999999999998
RGS3	0.0193333333333333
SPAG16	-0.3228
ABHD4	-0.95125
ARHGEF12	0.316166666666667
GLUD2	-1.0495
RAC2	-2.3072
UAP1L1	0.4265
SLC18A3	-0.262
YOD1	-0.123727272727273
RALY	-0.302
HMOX2	0.620125
DGKH	1.1745
DBNDD2	2.55733333333333
YIPF4	1.466625
THAP10	1.251
ZNF513	0.97575
HAGHL	-1.80833333333333
ITGB4	0.329833333333333
CCDC141	-1.4885
YTHDF3	1.06325
C5orf28	0.447
RPL7L1	-0.48525
TMEM30B	1.15428571428571
ANKRD35	-0.978
DUOXA2	2.0465
TBC1D5	-0.422375
DFNB59	-1.0595
HRH4	0.07125
MYO6	1.7733
DNAJA4	1.829375
RBM24	-1.36428571428571
CEACAM20	-0.775
RBM23	-0.601642857142857
NGFB	-0.1825
C1orf63	-0.3479
KRTAP7-1	0.1525
PERLD1	1.63325
NPB	-0.469
C17orf59	0.2297
HSPBAP1	0.8715
SLC15A4	0.157125
PRTFDC1	1.9815
OSMR	-2.02084615384615
CYSLTR2	-0.387
C19orf25	-0.4355
KIAA1797	0.5955
NLRP6	-0.5045
FAM105B	0.9412
SCRN2	-1.80983333333333
LRRC58	0.0328
RNF17	0.292571428571429
NEIL3	-1.5325
FAM137A	-1.79625
SKP2	-1.281
PARVA	1.54375
PKLR	-1.5175
RNF34	0.09425
A3GALT2	0.05125
C12orf50	-0.5592
SUNC1	-0.391
FAM102B	0.0935
CCT2	-0.0885
LRRC37A2	-0.3455
ARF4	0.6205
SIKE	0.65625
C8orf48	-1.28133333333333
MBTPS1	-0.448571428571429
GPSN2	-1.2005
NCF2	1.343
SLC12A6	0.168166666666667
MRPL48	0.481
HMGN3	-0.789833333333333
LRRC62	-1.2305
PAX9	-1.01475
FAM55A	3.186
C20orf42	2.385
SCML2	-0.69725
BCL9	0.268
FAM40A	0.0645
C9orf41	-0.131333333333333
ZNF774	1.6395
LETM1	-0.668
PLXNB1	0.738333333333333
NIPSNAP1	-0.56375
USP10	-0.345
F9	0.10375
LIPE	0.807
CNGB3	1.156
C12orf52	-0.59075
PI4K2A	-1.01975
MED8	-0.16875
STAT4	-0.5651
FGD4	1.76566666666667
RNF145	0.2995
WDR32	0.026
CLDN2	3.9155
TCEAL8	0.96475
ZMYND8	-0.5574
PDXK	-0.488625
GATAD2A	0.635
PTGES3	0.361
CCM2	-0.6345
TAP1	0.6745
ZNF670	0.5955
ETS2	2.58657142857143
C6orf166	0.843333333333333
PRMT2	-1.33721428571429
OR4B1	0.31
INTS8	0.243
CCDC102A	-0.5085
CCDC83	-0.2795
ITGA1	1.1893
EPHA5	-0.9261
FAM24B	-3.0885
TSGA10	-0.01775
HAL	-1.0318
MYOT	-0.21275
SPACA3	0.68625
BCL2L2	-0.215333333333333
CUGBP2	1.28933333333333
CCNB3	-0.319
RNF113B	0.6595
MERTK	1.1495
BAG1	0.8485
VPS36	1.2355
ORMDL3	-0.6362
C1orf190	-0.993
ZNF625	-0.35025
CORO2B	-1.66975
ALOX15	-0.4815
CST1	0.985
NUPR1	1.83533333333333
CCL7	-0.06525
SMCR5	-2.16
DSC2	2.7685
RBMS2	-0.0875
GRIK4	0.998
TRIM65	-0.4462
TMPRSS6	-0.519714285714286
TP53INP2	-0.892
GLB1L	-0.559666666666667
LOC388284	-0.459333333333333
PUS1	0.581642857142857
BCL9L	-1.7185
OLFM1	-1.59918181818182
RET	-2.15825
MASTL	-0.302666666666667
ALX3	-0.22875
IL1RL1	-0.4734
ZNF765	0.6021
C14orf138	-0.02775
SNX10	-1.62
TAC4	-0.653
C1orf64	-2.833375
POGK	0.92
MAPK9	-0.42575
ZNF366	0.7775
C8orf79	2.6666
CLDN7	3.240125
OR5AT1	-0.392
TRIM37	-3.578
LRRC25	0.29
GRHL2	3.1329
TEKT3	-0.356
LASS5	-0.6495
ABCC4	-0.345166666666667
DLG3	1.274875
VGLL1	-0.33
ZFP36L2	2.90216666666667
MFRP	-0.922333333333333
KIAA1799	-0.9125
FLJ44379	-1.538
PCNX	0.28875
ANXA9	-1.353
CYP4V2	0.2205
PIK3C2A	0.7545
SRR	-1.02
NOL3	-1.11475
IFITM2	2.626
ARNTL2	0.165
ZNF595	-0.31875
NLRP13	-0.43
ASPH	-0.05025
CPA2	0.021
PVRIG	-2.22816666666667
LEPR	0.0678333333333334
C16orf42	0.0273333333333333
SH3BGRL	-0.872
FAM77D	0.053
FNDC7	-0.317
C9orf6	0.528666666666667
NOTCH2NL	0.225333333333333
PGBD1	-1.22766666666667
SYNGR2	-0.402166666666667
PITPNA	-0.85025
PRPF4B	-0.4048
SLC43A3	-1.67792857142857
NRBP1	-1.09875
SLC25A22	0.40375
ILK	0.6285
SLC22A8	0.101666666666667
MRPS7	-1.371625
PITX2	2.4405
FABP3	-1.183
OR1L1	-1.3435
LOC728215	-0.406875
BLID	-0.78
KIAA1217	2.50235294117647
TFPT	0.53
AP4B1	0.17125
VBP1	-1.01825
OR1K1	-0.262
MORC3	-0.187
BHMT2	-3.13583333333333
C3orf10	0.047625
FZD7	0.123
WFDC10A	-0.81
PMS2CL	-1.083625
CCDC32	0.844666666666667
FA2H	1.81475
ALG13	-0.2045
TTLL7	-0.9744
SPOCK3	-0.11325
SLC13A2	-0.3255
AIM1	2.16025
GPRC6A	-0.0095
EGR2	1.83675
MED11	-0.578
WWC1	1.8015
SH3GL3	-3.0125
RIF1	0.172642857142857
PRLH	-0.4995
VLDLR	-1.696
DBT	0.6038
C21orf63	-0.17625
CGGBP1	-0.712
KRTAP12-2	0.1595
TADA3L	-0.6585
ZBTB16	-0.0865
PDGFB	-0.2395
RFX1	0.112875
UQCRB	-0.5963
LOC133874	1.7025
HPS3	-3.07775
LGALS3BP	0.3179
DKFZP564O0823	2.81864285714286
MRFAP1L1	-0.826875
HOXA10	3.06066666666667
NGB	-0.1695
KIF21A	1.01530769230769
IFLTD1	1.147
LZTS1	-1.262
ARHGEF3	1.18275
RHBDL3	-1.566
CSNK1G2	-0.51975
ChGn	-0.878875
KIAA1244	2.06533333333333
GABRB2	-0.105
MGC72080	0.225
CD27	0.61075
EGLN1	-0.9779
PEX13	1.2345
RWDD3	0.291
RNF12	0.00650000000000001
GRIN2B	1.1925
ADAMTS14	-0.69125
DYDC2	-1.06166666666667
ATP6AP1	-0.4787
NR1H2	-1.01116666666667
PDK2	-0.55025
C3orf17	0.149666666666667
SLC38A2	-0.461714285714286
SLC25A29	-0.644333333333333
C15orf29	0.807375
ADAM9	0.275416666666667
TMUB2	-0.48225
GPR176	-0.62575
AGK	-0.467714285714286
MCCD1	-0.1765
NDUFA4	0.351
TMEM146	0.358
DUSP1	1.0525
UNQ6975	-0.417
EMX2OS	1.929
INSM2	0.000249999999999986
LUZP4	0.17625
SETD6	0.054
P2RY2	0.96525
SLC45A2	-0.8915
RABGAP1	0.683166666666667
UBXD5	-0.450625
GPRC5A	1.9474
PAK3	-0.4596
LOC63920	-1.2445
TGFBR1	0.5688
KRTAP6-3	0.114
SFMBT2	0.4565
CDC42	0.1881875
C11orf35	-0.3095
TTLL2	-0.396
UACA	0.7585
CD97	0.2631
SETD5	-0.200428571428571
NINJ2	-0.4715
PTER	0.5605
POMGNT1	-0.488
KRTAP4-2	-0.251
ECGF1	0.306
HRB	0.173636363636364
ATP1B2	-0.1894
LOC400506	-0.1865
COL4A3BP	1.2895
C6orf97	0.07825
GRHPR	-1.105375
TAS2R1	0.8245
SEMA7A	-0.76125
EDF1	0.26775
ODF2L	1.2472
PCID2	0.0608333333333333
GTF2H4	-0.4745
ZCCHC3	-0.478
CGB2	0.1745
NEUROD1	-0.40375
C20orf75	-0.104
RP5-1054A22.3	0.788
IFNA5	-0.1225
ZNF134	0.0655
MGC119295	-0.295
ZSWIM6	0.083125
SMEK1	0.766166666666667
PCGF2	-0.289375
C1orf102	0.52
CYP2A13	-0.2195
KCNH6	0.2008
MDM1	-0.2203
ALDH7A1	0.643666666666667
C9orf75	1.2015
VDAC3	-0.094625
OR51T1	0.238
EIF3F	0.358666666666667
KCNJ10	-0.54125
LENG8	0.22775
EDEM2	-0.31775
CCNJL	0.0818333333333333
DHX37	0.0865
CRYGN	-0.646
AATF	-0.873375
ZNF630	1.10975
E2F5	-0.2585
WFDC13	-0.059
FTSJ3	-1.37016666666667
C4orf33	-0.67775
LHFPL4	-1.819
C19orf56	-1.16925
SMAD4	-0.414875
AFM	0.351333333333333
G0S2	1.1455
FCHSD2	-0.1744
RRP1B	-1.1252
EEF1B2	0.197
STAT6	1.26966666666667
ZNF195	1.23625
GNL1	-1.05633333333333
ZNRF2	1.12066666666667
PER3	-1.337125
ASB16	-0.049
C10orf10	-0.389357142857143
ADCY8	-2.9464
C9orf58	-1.40316666666667
ARMC10	0.241166666666667
PSG1	-1.0115
DHX34	-0.3055
VARS2	-1.077625
NFIC	-1.296
ITPR2	0.59875
AGXT2	0.0263333333333333
OR6K3	0.58
H2AFZ	-0.489916666666667
MLLT3	2.19783333333333
COX4I2	0.555
CCNT2	-0.254125
PLK4	-0.567375
NUMBL	-0.655166666666667
MED16	-0.6515
PLEKHQ1	-0.441
GOSR1	0.0775625
BTG4	-0.1125
RPL30	0.473916666666667
IGSF5	-0.75925
IGFL2	-0.2445
ELMOD2	-0.206666666666667
SHC3	0.817166666666667
HAVCR1	0.047
DYNC2H1	-1.55125
RNF5	-0.2835
C2orf7	-0.182
NLF1	0.7195
KLHL25	1.0965
LRP10	-0.0467
KRI1	-0.6475
PUS7L	0.680833333333333
MGMT	1.3725
HOXD1	-0.8655
CSH1	-0.2183
ATG16L2	-1.72525
FLJ44635	1.2585
CHODL	0.76525
EXOSC8	0.7045
SLC28A1	0.19475
MYO7B	1.80316666666667
SEH1L	0.2289
MTNR1A	-0.0566
TSPAN5	0.174166666666667
CDC45L	-2.407
AMIGO1	0.0605
ATAD3A	-0.875125
OSGIN2	0.6235
PDIK1L	0.066
DARC	0.429125
PIPSL	0.772
SHMT1	-0.82275
CRISP3	-0.156
POPDC2	0.681666666666667
ZRANB2	-0.259166666666667
FBXL8	0.81725
TRIP13	-0.774727272727273
EIF5AL1	-1.6835
POU5F1P3	-3.80066666666667
IL6	0.948333333333333
CXorf38	0.196666666666667
IFNA16	-0.204
FBXL2	0.165333333333333
BRD1	0.2755
STATH	0.568
FBXO44	-1.796
MCCC2	0.0875
CDC2	-1.0691
C5orf23	-1.14275
IVD	-0.292333333333333
C10orf122	-0.504333333333333
MSL3L1	0.6709
MVP	0.67825
EPOR	-1.3781
ZMYM1	0.236166666666667
BCL7C	0.824166666666667
PSTPIP2	1.1674
LYPD1	-2.215125
OR8G5	-0.487
ZP3	-0.171333333333333
BCAS4	-0.732416666666667
EDG6	-0.14225
ISY1	0.1925
PRAMEF2	-0.72425
CUL1	-0.530375
RNF213	0.2272
CCRK	-0.4555
DHX9	0.00175
C13orf29	-0.0625
NCKAP1	1.2005
MRPL43	-0.497571428571428
XPR1	0.2375
PKN2	0.5928
PODNL1	-0.479
ZNF333	-0.369625
DALRD3	0.181
OPN1SW	0.159
BTBD6	0.62975
C11orf82	-1.321
OR5P3	0.725
DUSP11	0.3165
L1CAM	-1.7463
NEK11	-0.6315
OR7E91P	0.684
CNTN3	1.4705
CREB3L2	0.10875
ZBTB37	0.374
KIAA1324L	0.34225
NDUFB10	-0.293
NUDT2	-0.9865
GTPBP8	0.756
CACNA1D	1.3415
PRKAA2	0.5175
PRDM8	0.408
MGC16075	0.804333333333333
KRT14	-2.04085714285714
PP8961	0.418
MRPL18	-0.0135
ABCG2	-3.0305
PACRG	0.7
BBS2	-0.7075
KREMEN2	-0.115
FBXO21	1.21775
HNRPUL1	0.907833333333333
GRB10	0.48375
CLSTN1	0.660625
LMAN2	-0.7057
C17orf61	-0.383
NIPSNAP3A	1.56025
INSIG2	-0.709666666666667
PCDHB7	-0.624333333333333
STXBP2	0.17225
CMAH	-0.648166666666667
SEMA5B	-0.241
ZNF155	0.056
COQ6	-0.2055
PRPF4	-0.06375
TSPAN15	0.5353
VN1R5	0.6215
LATS2	-0.337
SELK	0.92775
PGK2	-0.0895
MS4A1	-1.52675
TYW3	0.3504
KRTAP5-1	0.47675
RCCD1	-0.8645
BTN1A1	-0.04075
DDX28	1.084
TMEM65	0.92775
LOC92345	-0.19
TTC31	-0.73825
WDR46	-0.997666666666667
CHP2	2.84266666666667
LSP1	-1.457625
ZNF542	0.19025
EXOSC1	-0.252
ARHGAP18	1.42216666666667
LRRTM4	-0.127714285714286
MAOB	0.338833333333333
CACNB4	-0.325333333333333
MGC33846	0.035
RANBP3L	-0.616571428571429
ATP5L	-0.370875
ONECUT1	-2.184
NUDT9	-0.90975
TMEM149	-0.127
STX17	1.17425
IGSF10	-4.12525
TMPRSS9	0.1815
BMPR2	0.66825
ALLC	-0.7305
KLF7	1.01
GCC1	0.2873
TIMM9	0.29
CDO1	-1.70066666666667
MGC10701	0.09
IFI6	-1.15483333333333
FRMD8	0.18725
MGAT2	0.52
WBP5	0.689166666666667
CNIH2	-0.30275
KIAA0907	-0.2352
KCNH8	3.6625
CTSG	-3.64975
GRIK1	0.0643333333333334
CUL5	-0.458375
FRMD1	0.242
OR9A4	1.553
SYT6	-1.60825
FOXD4L2	0.034
ANAPC2	-0.7
OPN5	0.339
TAF13	0.05625
LYG2	-0.217
GGNBP1	-0.735
C11orf40	0.1485
OTX2	-2.388
REG4	2.772
EIF5	0.209125
PALB2	-0.0565
SEPSECS	0.0524
RNASE3	-0.22475
TRIM49	-0.5445
POLR2K	0.4482
GPR42	-0.2255
C8B	-2.751
SASS6	1.4285
PREB	-0.220666666666667
OR3A3	0.2295
TUBA8	0.6325
IGLV2-14	-2.3975
STIL	0.34025
ANKFN1	-0.891333333333333
NME7	-0.63225
HOXC12	-0.2585
UBE2C	1.160125
FHOD1	-0.7495
CDK2AP1	0.399583333333333
OR6K2	0.035
DHPS	-1.6165
RPL5	0.285916666666667
TRGV5	0.543
LOC541472	0.236625
HCCS	0.173111111111111
DENND1B	0.4325
LHX3	0.3125
OR5D16	0.4495
CXorf57	-0.961166666666667
IRF2BP1	0.748
NDST2	-0.589833333333333
LCE3D	-0.137
BOLL	0.645428571428572
SYT3	-0.99025
PIH1D2	-0.41725
C20orf7	-0.7125
IL1R2	2.17
SLAMF9	-0.689
PPME1	-0.387
PIK3CA	-0.36
TRAPPC1	-0.2825
COLEC10	-0.486
SLC9A6	0.190166666666667
PDDC1	0.352916666666667
CCDC53	1.2905
GK3P	0.59675
DAZL	-0.20975
BRI3	0.27525
SDK1	-1.0515
CYP2C18	0.61175
IFI44L	-0.07825
RPL3L	-0.1945
FUT9	-0.5768
KIFC2	-0.147333333333333
PMP2	0.3165
SLC4A9	0.364
PLAG1	-0.397333333333333
MYCBP2	-0.186
OR4E2	0.273
CCDC65	-0.02275
C16orf82	-0.637875
ENTPD4	0.034875
BRP44L	0.656125
PMP22CD	-0.13675
TMCO4	0.408166666666667
KCNN1	-1.44733333333333
WDR35	0.00675000000000001
CCDC80	-1.474
C3orf31	0.55675
SLC7A9	-1.149
TMEM190	-0.87075
DBC1	-1.5645
FADS3	-1.98033333333333
PDZD8	2.59283333333333
GRM5	0.247875
AZGP1	0.5977
PEX3	-0.091
MED1	-0.109928571428571
ATG4C	-0.937333333333333
HNRPH3	-1.0255
FAM109B	0.7495
C4orf17	0.174
CA10	-0.2
OPRD1	-0.6695
CCL16	-1.23375
SACM1L	-0.447
CST6	1.214
CD63	0.46625
LGI1	-0.631
ZNF784	0.37325
CRYBB1	-1.2345
CX3CL1	-0.49265
TOP2A	-1.44575
GYPB	-1.45133333333333
GADD45GIP1	-1.12125
FEN1	-1.208875
IGF1R	-0.6825
WDR72	0.333
PURG	0.0678333333333333
DEFB126	0.17525
PKD1L1	0.974
CAV1	-2.686
GNPDA2	-1.3159
DGAT2	-1.202875
NLGN1	-2.7715
STRBP	0.28225
HPRT1	0.3205
FANCI	0.105625
PSMA7	0.71925
DBF4B	-0.581166666666667
TTF1	-0.09375
RAD54L	0.125
ELOF1	-1.044
PLAGL2	2.805125
ZNF256	0.858
HMGCL	-0.3285
MSI2	-0.319833333333333
RPESP	2.54766666666667
C11orf60	-2.16
ABCD1	-0.697
ACAA1	0.9763
SPARCL1	3.16964285714286
IL6ST	-0.925
ZNF319	0.5555
TMEM109	-1.2862
FAM90A1	-1.60766666666667
IL22RA1	3.18
ATP4B	-0.792
TEC	0.222666666666667
C7orf30	-0.2165
TXNDC2	-0.877
ABCB4	-0.46925
KIAA1191	0.5245
C9orf38	-0.2835
SFTPB	-0.587875
CNTNAP2	1.67858333333333
FRK	2.086
TBX19	0.55425
CHD4	-0.735
C6orf26	-1.3525
MOSC2	2.08425
IKBKE	0.5275
HIF1A	-1.09966666666667
LOC595101	0.3665
RELA	-0.329666666666667
TMEM16B	-1.222
ABHD12B	-1.7125
TSEN34	0.1555
KIF18A	0.1745
TXNDC9	0.421166666666667
SPATA2L	-0.319
SEMA4G	0.014
C21orf91	-0.418875
MATN1	-0.835
KCNIP4	0.0435
TUSC1	1.345875
OR4C15	0.32275
ARMCX6	0.118083333333333
WBSCR27	-0.185166666666667
OR52I2	0.278
KIAA1604	0.48025
DYNC1I1	-1.530375
PPP4C	-0.24975
SLC47A2	-1.5098
TREH	0.31725
CD48	-1.56966666666667
ST14	1.98733333333333
PKN1	-0.84525
SPON2	2.1415
XBP1	-1.27441666666667
SFRS12	-0.296166666666667
EFCAB6	-0.474666666666667
SELT	-0.783
SLC39A2	0.323
ERF	1.39033333333333
ARL3	-0.918
SURF6	0.5348
MLLT10	0.0642857142857143
FLJ11171	0.576333333333333
TDGF1	1.33433333333333
ERCC6	-0.90225
EIF2AK4	0.68525
BAZ1A	0.832
LRRN3	-0.709166666666667
TMC3	-0.4015
EFTUD1	0.75675
PTPRO	4.01766666666667
CLEC12A	-0.087375
ACBD4	-0.4635
ZDHHC14	-0.000875000000000011
OTUD7B	1.002
ACTB	0.363875
MSRA	0.506125
LCE5A	0.6885
IFI35	-1.44975
BSCL2	-1.915
ANKRD12	-0.732
CFHR2	-0.266
RGAG1	-0.286166666666667
HSFY1	-1.526
SLC30A5	0.243
IMPG1	1.0755
GPR109A	0.2025
ZNF185	-0.60525
IYD	4.76125
NPCDR1	-0.2065
SERPINA13	-1.063
HMGCLL1	-0.05575
NEUROG1	0.314
UBQLN1	0.739625
LIN37	0.4535
SOCS2	-1.26725
DSCR4	-1.19725
XKR6	1.71925
GPR142	0.201
KRTAP13-3	0.468
CCDC15	-1.4565
MOS	-0.2275
CD1E	-2.1515
OFCC1	0.26125
FAM83D	-0.1225
SRFBP1	0.92125
C9orf96	-0.336
DHDH	1.367
CCDC90A	0.8165
RABL3	0.47665
CD320	-0.734333333333333
ANGEL2	0.2615
MRPL21	-0.114
SMG6	-0.805166666666667
INSR	0.8971875
FLJ14816	-0.126
GLRB	-0.8285
C9orf89	1.1215
CIZ1	-0.593375
URG4	-0.564833333333333
LRDD	-0.419833333333333
CBY1	-0.160333333333333
NFX1	-0.155
MTERFD2	-0.234071428571428
C19orf23	0.158
PGC	-2.2515
IER3IP1	-0.1528
RASAL2	1.54525
C1orf89	-1.524
SYNJ1	-1.035375
NFKBIE	0.45
FLJ40125	-0.919166666666667
TCEB2	0.6104
NOG	-1.3845
POLR2J2	-0.213833333333333
HLA-B	0.284
PCDHA1	0.4915
PPP2R2B	-1.66225
ARHGEF17	-0.558833333333333
TCF7L2	1.99285714285714
CHD5	-0.496166666666667
ZNF431	-0.6595
TBC1D25	0.2435
ZNF800	0.1535
SCUBE2	-1.87972727272727
MYCBP	0.238
GPX5	-0.0885
C6orf129	-0.6495
QSER1	0.757166666666667
ULK2	-0.9015
PIGO	-0.0495
NRCAM	-1.55442857142857
SLC35E3	-0.997
CSRP2	0.0075
HYPE	-1.12075
MAPK15	-0.0665
MGC14327	-0.185
TIMM13	-0.980166666666667
ZNF462	2.33575
GBA3	0.56375
TEX13A	-0.67
MCM6	-0.0313333333333334
MTRF1	-0.208375
ABCA7	-2.25675
EIF4A2	-0.934
ZC3H10	-0.235
RPGR	0.699333333333333
C20orf94	-0.869
RP1L1	0.08625
GPR125	0.307375
USP22	-0.817142857142857
OR1L4	-0.5065
MLZE	0.04775
FLJ32065	-1.642
PTCD1	0.399
CRTAC1	-0.750833333333333
BXDC2	-0.3895
C18orf1	1.16866666666667
FAM107A	0.595642857142857
EFNA3	0.09025
P18SRP	0.6235
CAMKK2	0.893
KIAA0649	0.26025
NES	-0.733
HS6ST3	-1.16825
PON2	-1.01275
TCP11L2	-0.29925
CLEC4A	0.212
PRR12	0.322
MLXIPL	1.1787
C2orf50	0.7585
ZNF28	1.22575
ENC1	2.77083333333333
MAP2K1	-0.343125
FKSG2	1.91325
KIAA0430	0.80275
PTP4A1	-0.348
GPR156	0.8175
GTF3C6	0.95575
UBR2	0.326
LOC388272	-0.0275
MAK	0.337666666666667
ACOT4	1.57825
STC2	-2.04325
PIGW	-1.417
SAE1	0.05375
COL6A1	-0.761818181818182
OAZ1	-0.3865
STMN4	0.434666666666667
EDG3	-0.7875
SGCE	-3.20566666666667
IL11	1.73083333333333
PRSS8	2.083875
YIPF5	-0.237666666666667
WNT4	0.59525
CSN2	0.270833333333333
TCF7	-0.667125
TDO2	0.73675
SAMD9	-1.38892857142857
S100A7A	0.1915
MMRN1	0.3498
GKAP1	-0.055
AKR1C3	0.5405
RNF19A	-0.048
GMDS	1.9205
YKT6	-1.108875
SPARC	0.2079
C12orf31	0.614
UBE2V2	-1.171
FBXL18	-0.4445
KIAA0460	1.113
ADAM22	-0.445875
SERPINC1	-4.27733333333333
KCTD21	-0.31325
MYOHD1	-1.37975
ZNF37A	0.258333333333333
GTF3C1	-1.28583333333333
CTSZ	2.33475
PRNPIP	-0.877875
DRD1IP	-0.13325
NR1I2	4.60416666666667
ZNF266	-0.6484
SPAG4L	0.2985
COX4NB	0.67625
SAPS1	-0.3255
APOA1	-5.812
TATDN1	-0.00166666666666667
C10orf82	2.37375
KPNB1	-1.27575
FOXO3	1.07991666666667
CRYBB2	-2.0245
ZBTB5	0.0131666666666667
SLC25A38	0.7005
DCTN2	-0.291333333333333
IFT20	-0.367
CTHRC1	0.31075
C1orf31	0.30275
UHRF1	-0.7570625
GPC6	-1.461
C10orf54	0.182
MCF2L2	0.784166666666667
WNT9B	-0.3165
OLA1	0.2805
FAM120B	-0.592
TTLL10	-0.5095
CYorf15A	-3.22175
RELN	-1.7223
SCN2B	0.204583333333333
MFHAS1	2.30875
NKX3-2	-1.015
RASGRF2	0.753
SSBP1	0.255666666666667
KPNA6	-0.344
LOC389118	0.027
HS3ST4	-0.655666666666667
SUPT7L	0.045875
FLJ32658	-1.68466666666667
IGFBPL1	-0.58325
KIAA1641	-0.1187
SHKBP1	0.371666666666667
CSF1R	3.3065
NAGK	-0.4505
MYL2	0.394
HIST1H4C	-0.296
TOMM7	-0.853875
ADAMTSL3	0.561
TNFSF14	-0.42475
PRRT2	-1.454
VTA1	-0.125875
AOAH	1.46933333333333
CRISPLD2	0.717
PNN	-0.2959
TA-NFKBH	0.20125
ESPN	-0.392
RBM43	-0.6115
KIAA1267	0.570125
DDX3X	0.213166666666667
KIAA1576	-2.97425
PLXDC1	2.71766666666667
FLJ25801	-5.24225
HNRNPL	0.629
RUNDC3A	0.899666666666667
