Hybridization REF	TCGA-AA-A01I-01A-02R-A00A-07
SHKBP1	-0.1675
CSF1R	4.4005
NAGK	0.028
MYL2	0.0425
HIST1H4C	-1.04383333333333
TOMM7	-0.269
ADAMTSL3	-0.0577
TNFSF14	-0.37525
PRRT2	-2.77025
VTA1	-0.030875
AOAH	5.11766666666667
CRISPLD2	0.563142857142857
PNN	-1.0189
TA-NFKBH	-0.00950000000000004
ESPN	0.142
RBM43	0.604
KIAA1267	0.407875
DDX3X	0.621444444444444
KIAA1576	-3.0305
PLXDC1	2.02816666666667
FLJ25801	-5.66675
HNRNPL	0.588
RUNDC3A	-0.0485
CASP12	0.909
SH2D5	-1.034125
RPL26L1	0.1195
OR51A7	-0.15275
HDC	1.5995
C2orf16	0.2525
SYTL3	0.622375
GOLGA4	0.150625
NOTCH1	0.191666666666667
ATPAF2	0.3575
ECD	0.23575
SSX5	-1.49716666666667
SNAP91	0.016
OCA2	-1.95325
PNPO	1.00983333333333
DAPK1	-1.661
PINX1	-0.195833333333333
SELENBP1	0.908125
NEK3	2.25375
TMED4	-0.116357142857143
SSTR4	-0.5405
FOSL1	-1.6918
CD40LG	-0.7635
CES1	-2.15233333333333
DCI	-0.504333333333333
B3GAT3	-0.8655
STK17B	0.5325
CNTN6	0.772333333333333
CYP3A4	3.19266666666667
MBOAT2	-0.140714285714286
PISD	-0.609875
USP1	-1.03175
PYDC1	1.529
CENPM	-0.487375
SAR1B	0.7325
TTC7B	-1.282875
DP58	-0.6695
GPC1	-0.8215
RBL1	-0.504875
TMEM137	-2.13366666666667
TOB1	0.442416666666667
TCEAL1	0.708
CENPF	-1.54572727272727
C6	0.155
PRSS1	-0.46625
PPIL6	0.582
C6orf124	2.153
ODZ4	-0.635
SNCB	0.12575
NDUFB9	0.118875
CNOT6L	0.356
S100A9	0.538166666666667
TRIM50	0.339
KCTD1	-1.1912
WDR63	0.47575
SPEF2	0.557125
RNGTT	-0.139166666666667
CXorf22	1.3485
KCNK16	0.6315
CEP250	-1.279375
ATPBD1B	-0.108
KCNJ2	3.75525
MT1B	-1.5115
ZNF684	-0.7565
SLC4A1	0.07875
PDHA1	1.337
ZNF492	-1.1675
TKT	-0.59875
BYSL	-0.300375
RNF38	0.07625
AHDC1	0.05
KLHL2	0.38625
CMTM8	2.62075
DMP1	0.142
HERPUD2	-0.011
CRTAM	0.997833333333333
ZNF572	0.5425
TMEM16J	1.929
HSD17B2	1.3055
UBE2G1	-0.12075
AHSA2	-1.85325
PELI2	0.9065
TPX2	-0.936375
ATP9B	0.777166666666667
DAZAP1	0.15875
HMGCS2	4.2725
C17orf38	0.30625
B9D1	-0.488
NKX2-5	-0.910666666666667
KIAA1276	0.118
LILRB2	3.696
CSTF1	-0.5595
BTN2A1	-0.029
C15orf48	5.91725
IGF2BP3	-2.75775
FAM113B	0.373166666666667
HRG	0.37875
ZNF131	-0.83025
USP47	0.160285714285714
CCDC88B	2.391
HCN1	4.5074
HTN1	0.1886
SYCP3	-0.645
C13orf23	1.2053
PAPOLA	0.4625
AATK	-0.1499
MSH3	-0.2295
NDUFAB1	-0.1655
ITLN2	0.494166666666667
BAK1	1.3755
MRPL45	0.041
MTNR1B	-0.684
LOC645843	-0.0465
SPECC1L	-0.15475
PGCP	-1.01175
SPN	-0.80575
GPR143	1.6685
ZNF576	0.138333333333333
TMEM39A	0.1485
ATP5D	0.185333333333333
MAGEB3	-1.057
RPS5	-0.8185
ANP32E	-1.29114285714286
MTMR1	0.658
YEATS4	0.01375
SYNGAP1	0.23725
PCOLCE	-3.0565
MNS1	-0.41725
PCYT2	-0.134166666666667
ZNF182	0.801
LAX1	0.315857142857143
SPPL2B	0.503
ELOVL5	-1.0949
PCDHAC1	-0.0615
B4GALNT1	-1.29583333333333
BLOC1S2	0.096
ZNF673	0.0095
ARHGAP21	0.3315
IRX5	-2.806375
LRFN5	-0.667666666666667
FAM7A1	-2.96866666666667
RAB19	0.6845
GINS1	-1.575
ITM2B	0.3632
PAPSS2	3.029
OR5BF1	0.4095
ACSL3	-0.393875
KIAA1919	0.68525
GLT8D2	-0.1975
UTRN	0.758
CNN1	0.0535
HISPPD2A	0.615333333333333
SDAD1	0.484625
SIGLEC9	-0.402166666666667
RPL35	-0.137214285714286
C22orf26	-0.261
IMPDH2	-0.654375
WDR69	-0.791
SEC14L5	-0.403833333333333
CLTA	0.71
RP11-529I10.4	0.54625
GPR37L1	0.506666666666667
OGDH	-0.41775
ASB13	-0.267
ZFP14	-0.59775
ZCRB1	0.369833333333333
KPNA3	0.80775
HSPA1L	-0.19375
RHOC	0.26925
LOC554175	-0.28925
PPP3CA	1.2634
SLC1A7	2.445
ZNF529	-1.37483333333333
RBED1	0.542
DDB2	-1.52375
FLJ11286	0.1905
SPATA1	0.108
MKNK1	-0.0988333333333334
DYSF	0.164833333333333
ALKBH2	0.00575
NKD1	1.21883333333333
C1orf174	0.20025
PLEKHO1	-1.5215
ASB10	0.2065
RING1	-0.779833333333333
NPC2	0.8815
AVPR1B	0.4895
YTHDF1	0.273
LMAN1L	-0.0595
GSG2	-1.044
CEP170	-1.77822222222222
RPS4Y2	1.9775
MSH6	-1.298
HECTD2	-2.052
ZNF556	-3.769
PLEKHC1	-3.1862
AIRE	0.279333333333333
BCL2L10	3.111
LMOD3	1.11166666666667
ZBTB8	-0.4084
FOXA2	2.7285
SLCO2A1	1.829625
C3orf46	-0.4235
PRDM16	-1.05833333333333
TMEM98	1.221
FRMD5	0.7615
PDE6C	-0.5635
C1orf216	-1.2605
EP400	-0.253928571428571
PTK2	0.172416666666667
RNF217	1.47525
NDUFA8	0.767
ZFAT1	-0.24225
LAMP3	2.85516666666667
GLTSCR2	-0.361875
NPW	-0.8955
LLGL2	1.1338
PPM1K	-0.4335
C20orf177	-0.269
KIR2DL4	0.3361
NFKB2	-0.59025
C21orf122	-1.86783333333333
HESX1	-1.61475
GPR114	1.3875
SLC25A35	-0.530666666666667
GNAT1	0.7515
ORAI3	-0.3075
FAM76B	-0.578
TMEM99	-1.37
TRIM29	0.1745
CDS1	2.36575
RHEB	-0.1867
C4orf27	-0.3635
RAB3A	-0.825
OTUD6B	-0.5375
GPD1	0.476
CDH15	-1.40633333333333
NPM1	-0.1755
TMEM117	1.25975
PRPS2	1.36408333333333
GCK	-0.5585
ADRA2A	1.84333333333333
TSPYL4	-1.2515
TASP1	0.41125
WDR19	-0.45325
C10orf38	1.19525
PDE4C	-0.243666666666667
FYB	-0.872090909090909
C1orf55	0.206
PPFIA3	-1.1435
RAD18	-0.54025
C12orf44	-0.169333333333333
CRYBA4	-0.082
HVCN1	-0.17575
TAF10	-0.0305
C16orf48	-1.11166666666667
DEPDC5	1.11583333333333
LTBP1	-2.446
MAPRE1	0.056
FGF8	-0.0775
C3orf52	2.273375
SENP7	-0.7145
LRRK2	-0.66725
RUNDC2A	-0.623166666666667
KIAA0355	0.1285
CPEB1	-2.44875
PPEF2	0.486
ABI2	-0.617166666666667
KIAA0317	-0.04275
ATF1	0.275166666666667
DYNC1H1	0.477
DIP	1.34475
TMEM33	0.849222222222222
POLDIP3	-0.49025
C7orf24	0.22175
GPR171	2.09825
CDC6	-1.15833333333333
PLD1	1.0238
ITFG2	0.2413
NDUFC1	0.75325
AKNA	-0.30575
NBR1	0.7475
PKHD1	-0.0702857142857143
HPS4	-0.006
MAFA	0.67275
ULBP3	-0.4435
DIRC1	1.488
IMMT	0.052875
C22orf13	-0.43425
CEL	1.64325
MARK3	-1.0165
ADAMTS2	-0.3485
ARPC3	0.879666666666667
TMEM10	-0.14475
NPHS1	0.14175
BRD8	-0.792833333333333
WDR12	0.076
IDI2	0.013625
HOXD13	0.436
OR8G2	-0.3655
SLAIN1	-1.343
GABRQ	-0.33575
NR2C2	-0.366
NKTR	-1.1153
TLE2	1.104
KIAA0892	-1.38366666666667
AURKA	-0.924727272727273
GPRC5C	-0.1755
TBC1D9B	-0.27075
PNPLA6	0.140166666666667
AP3B1	-0.02075
NAG	0.052625
C11orf68	-1.12325
AKR7A3	0.836
AHCYL1	-0.0859166666666667
COP1	2.11216666666667
RPP14	0.13475
PCDHB18	0.3435
CDH24	0.637
KRT17	-1.7792
LACTB2	0.877
DDX24	-0.5515
PHACTR1	-3.30266666666667
SLC35E2	0.31425
LOXL1	-2.623
IQSEC2	0.784
RGSL1	0.214
PCDHGC5	0.051
MEGF10	-0.416571428571429
PRRX1	-1.31533333333333
ASTE1	-0.171666666666667
C6orf159	-0.277
MYOD1	0.7115
GAA	-0.57575
ZNF747	-0.13925
KLRC1	-1.72725
IL1RL2	0.463
GDF9	-1.093
GPR119	0.3315
TRAF2	-0.7495
HCK	2.09916666666667
BMP6	-3.1545
IL8RA	0.293
FLJ35848	-0.44525
EFHA1	0.658
CDSN	-1.64816666666667
C14orf54	-0.0213333333333333
LSM3	-0.26725
ZFP41	0.334
C9orf126	-0.618
VIT	-3.66
SPCS3	0.35025
DEF8	-0.4172
CHAF1A	-1.63916666666667
C1orf165	-3.08433333333333
ZFPM2	-1.371
FTH1	0.11225
SLC35F1	-0.7345
YWHAH	0.58425
C17orf66	-0.0883333333333333
ADRB1	0.1248
FOXL1	-0.583
RG9MTD3	-0.6145
UMPS	-0.077
MGC13008	-0.2455
KIAA1161	-0.292
CCDC77	-1.6345
C12orf65	-0.4914
COG4	-1.096
RCP9	-0.444916666666667
RP4-692D3.1	-0.299166666666667
CDC2L5	-0.44875
MGC7036	0.130666666666667
DNAJC11	-0.22725
GDF2	0.115666666666667
TIMM17A	-0.28825
HNRNPA0	0.659
OR2H1	-0.72
PCBP1	0.162625
COL23A1	-1.75125
LRRC2	2.60328571428571
NSD1	-0.239
FLJ37078	-2.168
WDR91	-2.152
TMEM179	-0.00325
DSCR10	-0.1595
CNDP2	0.5781
FYN	-2.742
BEX2	1.474
KCND3	0.516333333333333
YPEL5	0.150125
LRRC42	-0.686833333333333
C17orf45	0.7815
ZNF649	-1.6095
LOC150763	0.553625
COL5A2	-0.0643333333333333
CNGA2	0.5045
ELA2B	-0.13
RAB9B	-0.0455
FAM100A	-0.75
NAIP	-0.665571428571429
MYOZ2	0.225285714285714
SPATA12	0.342
XRCC4	-0.4935
CYB561	0.2261
CHST10	-3.272
BAI1	-1.79266666666667
BRSK1	-0.207333333333333
C17orf89	0.3665
PDE6H	-0.405
FLJ20309	0.6206
MAP7	2.756625
SCN4B	-0.8405
SPAG9	-0.264625
SERTAD1	0.205666666666667
FLJ21963	-3.0365
ANTXR1	-2.3276
TMPRSS13	0.916166666666667
ETV7	4.022
DGAT1	1.6255
NKIRAS1	-0.770666666666667
TAC3	-0.72275
CORO1C	0.61875
RAD54B	-0.2395
HRASLS3	1.6655
C21orf42	0.4945
BARD1	-1.11866666666667
ZNF177	-1.16266666666667
MIP	1.2435
ZNF442	-0.462
F2	-3.2656
GRIA1	-0.116
GALNTL2	-0.199666666666667
WNT5A	-0.511
LENG9	0.3125
hCG_25371	-0.1395
FOXR1	0.3725
TRA@	0.862888888888889
PWWP2	0.8235
C1QTNF7	0.388333333333333
SLC7A4	1.6975
C4orf7	-0.272
C17orf80	-0.729666666666667
KLK4	0.0228333333333333
IL31	-0.1685
TMEM176A	5.508
CTNNB1	1.277625
BHLHB2	-0.67875
TMEM185B	0.3255
ARD1B	0.6015
C1orf93	0.5875
BRUNOL4	-0.193166666666667
LOC541469	0.341166666666667
UPK2	-0.612333333333333
GAS8	-0.6615
PATE	-0.27
IMPACT	1.315125
WNK4	1.23433333333333
HNRPLL	-0.051625
GAD2	-0.132
ITGA6	3.67725
BMP15	0.6815
CYP2A7	-0.028125
RIC8A	-0.775
CCND1	-1.01833333333333
USP35	-0.923
DSCR2	-0.3315
CCL4	4.60033333333333
ZCCHC10	0.275
NOL11	-1.04825
TRPM2	2.53808333333333
PSMD2	-1.33072727272727
CHTF18	-1.66375
USP18	-0.01575
RRAS	0.14425
LAMC3	-0.7415
TOX	-1.2975
PCDH15	-0.1475
GABRG3	-1.56675
NUDCD2	-0.408625
SGCZ	1.377
KCTD17	-0.9934
SPSB2	0.538
TPPP3	1.51966666666667
CILP2	-0.415
CALB2	-0.960428571428571
CEBPZ	-0.0895
ZNF479	-1.029
FMOD	3.28366666666667
C21orf66	0.0605714285714286
CLN6	-0.0613333333333333
ANAPC1	0.208125
SH2D3C	-0.76725
PTPN14	-2.1537
TRIM42	-0.26825
APTX	-0.0445
SNRPG	0.234333333333333
BMS1	-0.04475
MAGEA3	-5.1275
NFATC3	-0.772
LRRC45	-0.16
ARS2	-0.613142857142857
LRIG1	0.4965
EPSTI1	1.98966666666667
PRSS27	-0.95075
ERC2	-1.204
PRKACB	0.3675
PRDM13	-2.7295
HCG27	-1.15775
KLK12	4.564
HSD17B7	-0.2545
ZNF354A	-0.391
PCDH11X	-0.517
DMGDH	-0.3185
PCBD2	1.17466666666667
TMC6	-0.34825
RIMS1	-0.055875
SF3B2	-0.844333333333333
RCN1	1.28633333333333
CPB1	-0.52425
BCAR3	-0.63575
FCRLB	-0.523
PAK1IP1	0.18325
OR10H1	0.581
KIF9	0.858
PITPNM2	0.398125
L3MBTL4	0.897
TGFB1	-1.6362
ZXDC	-0.2515
SLC6A16	-1.88025
SRrp35	-3.129625
LRRC8E	0.422
PPIAL4	-0.894333333333333
EOMES	0.4375
PAX2	0.171
SCARF2	-0.707125
PSEN2	0.28975
PCDHB13	-0.203
C10orf28	-0.242
DHRS7B	1.00571428571429
C1orf131	-0.119
ASB1	-0.0388
ZNF223	0.02
LCMT2	0.141
MEP1A	5.967
TMEM53	1.6955
RSPH3	1.5595
C10orf33	-1.2495
LOC644285	-0.800333333333333
PTPN9	0.226166666666667
ABCA12	-3.7095
CCDC37	-0.754333333333333
RUNDC1	0.3067
YES1	0.279
FAM120AOS	-0.2875
OR5M3	0.498
PPP1R3F	-0.984916666666667
IL13	0.1336
MDFI	-0.16825
PRNT	-0.7005
ZDBF2	-1.78
OR10C1	0.303833333333333
CLIC1	0.98
LILRA5	0.496333333333333
CSAG1	-5.04766666666667
TREML2	3.56
FAM125A	-0.3715
ZNF74	-0.56625
FAM104A	0.39825
LRRC39	-1.3005
SAMD5	4.4715
HYAL2	0.1665
HIST2H2AC	-0.25475
IGFBP5	-0.706565217391304
NRTN	-1.98383333333333
KIAA0556	-0.1621
FAM29A	-0.955277777777778
JMJD2A	0.265
EPHB1	2.067
POLD4	0.583
ANAPC10	-0.377
LRRC36	3.19225
MEGF6	-1.957375
LPHN3	0.428
BMP10	-0.0836666666666667
C21orf55	-0.2955
CREM	-0.59725
PTGER4	1.29116666666667
METAP1	0.319
KCNQ1	4.27183333333333
NR2F2	-0.837375
SSFA2	1.21191666666667
CTTNBP2	0.21825
BCL2A1	-1.45075
ZBTB24	0.040875
SLCO6A1	-0.68575
PRDM1	0.9672
OR7D2	-0.185333333333333
CCDC47	0.2208
LOC646982	0.874
SLC26A6	0.0176666666666667
BIN1	1.3454
SRRM1	-0.252428571428572
PCSK1N	-0.422125
ALS2	0.352
ECT2	0.294315789473684
CACNA2D2	-0.00849999999999999
DOCK6	-0.21275
C10orf119	-0.23975
FATE1	-0.17725
DUSP23	1.566
TRIP6	0.124785714285714
NUP35	-0.01675
CDH3	2.60925
KLHDC8A	0.091
C9orf116	-1.668
EI24	-0.302
CENTD1	1.676
RWDD2B	-0.610166666666667
DOCK1	1.0925
NPAS2	1.8845
NR3C2	2.64683333333333
FAM63A	0.35675
INPP5F	-0.950166666666667
FAM111A	0.5198
MYBL1	-2.60641666666667
IQGAP3	1.41683333333333
CRADD	-0.227
DUSP12	-1.1865
PDZK1IP1	4.957
VASH2	-0.3055
CTR9	-0.05225
VIL1	3.18675
OR8U1	0.165
CCDC107	0.6085
PTTG1IP	-0.807875
OR4X2	0.2925
COL9A1	2.17
PSMD9	-0.34
ZFP62	0.34275
TIP39	0.15975
PARP15	0.093
TTC19	-0.114625
C1orf114	-1.67683333333333
GFPT1	2.038
SLC27A6	-2.767
MRPS10	0.5553
CALML5	-2.53333333333333
TRPM7	0.202625
CGNL1	-0.578
CECR1	0.35575
SERPINB8	1.88033333333333
TMEM102	1.562125
PDIA2	-2.79875
NUCKS1	-0.459
HOTAIR	-1.52225
EBI3	-0.2945
NXN	-2.315
ZMYND19	-0.608125
FOXJ3	-0.3205
EIF5B	0.268
EIF2B4	-0.0728333333333333
LEO1	-0.56575
ZIC5	-1.62458333333333
IL20	-1.0725
KIAA0415	0.176666666666667
FLJ37357	0.271
TSPAN12	2.232875
ACTR3B	-0.1115
TFAM	0.170166666666667
IL17RD	0.95175
PARP12	-0.06325
KLHDC7A	0.001
KCTD4	0.4028
GTF2H1	0.47025
FLCN	0.321166666666667
BIRC4	1.908
LOC790955	0.21175
VKORC1L1	0.0175
CYP4F22	-0.608333333333333
TAS2R5	1.1015
ZNF582	-0.57
HS3ST3B1	-0.8005
CTNS	-0.46075
STK36	0.42
MMD2	0.1915
RP5-1103G7.6	0.6315
FLJ23356	-0.1365
CRH	-0.0925
C1orf182	-0.5404
ACP5	1.39316666666667
AMFR	0.6984
CA4	1.71125
PLCB4	4.52275
MPHOSPH10	-0.2955
UNQ473	0.265
G3BP2	0.798083333333333
SR140	-0.343166666666667
HOXA2	1.98625
PYGB	1.230875
BAT1	-0.172166666666667
DKK3	-0.647666666666667
DDX31	-0.613
TULP1	-0.1765
NHLRC2	0.31425
TNRC4	2.259
ZNF430	-1.729
TNRC6A	-0.1915
PLA2G1B	0.742833333333333
RCHY1	0.709166666666667
GTF2A2	-0.148833333333333
MGC4294	-1.9365
ZNF691	-1.2075
TACC3	-0.83775
DNAJC5G	0.09825
LOC4951	0.154
MS4A4A	-2.351
LOC152485	-0.6005
PPP1R2P1	0.106
PPP2R5B	-0.5035
RPGRIP1L	-0.20375
SPOP	-0.2885
PTPRF	0.52525
MGC42090	0.2685
SUSD3	-0.0185
THOC4	-0.2325
MAML1	-0.2011
FXR2	-0.916333333333333
TYK2	-0.906375
MUC6	0.188833333333333
DNAJB7	0.628
PIP4K2A	-0.902142857142857
MEX3A	-0.680833333333333
RRP1	-0.920625
TFAP4	0.3455
CXorf41	0.242
MTMR4	-0.0735
CTLA4	0.0115
SNX9	1.022625
CIB3	-0.213166666666667
NECAP1	0.633875
PLA2G2D	-0.1812
GLMN	-0.676833333333333
DCLRE1A	-0.3465
PDX1	0.9315
SAMD11	-1.23475
MRPL55	-0.1277
TLR7	-0.448
TBC1D21	0.2265
SMAD1	1.1822
ACTRT2	0.64475
RIOK2	-0.2295
PDLIM4	-2.72925
SLC22A15	2.20483333333333
ABHD13	1.1238
STX18	0.5293
CCPG1	0.367
DCBLD1	0.878666666666667
SLC2A6	-2.162
NOLA3	0.639
TRDMT1	-0.270642857142857
IL17F	1.4815
ATP1A4	1.26766666666667
OR52W1	0.569
CFL1	-1.1735
IL4	-0.561
RBP2	1.91033333333333
CPSF6	0.37475
TTC8	0.0728333333333333
MUCL1	-2.5525
EYA3	-1.985
KRT38	0.563
GNE	1.439
ZNF501	0.12825
SLC35A2	0.51625
CEP110	-1.2878
MYF6	-0.45275
MGST2	1.51983333333333
TRPV4	-1.3345
NEK8	-0.5795
NOX5	-1.9035
NCKAP1L	-1.61233333333333
EMP3	-2.8765
BPY2C	0.408
C1orf38	-0.533875
ELOVL2	-1.946
CBX7	-0.0536666666666667
OSBPL1A	-0.4846
ZNF589	-0.87725
ESCO1	-0.810166666666667
TRA2A	0.392083333333333
C3orf26	-0.672
PHF2	0.559666666666667
PID1	0.669
RFC1	-0.76875
MTAP	0.1500625
ADORA3	1.506
LOC389458	-1.0135
TRNT1	-0.43375
CRIPAK	-0.4305
RAI2	2.80833333333333
ANKRD44	-0.52775
GZMB	4.816
NFE2L1	-0.339
STIP1	-1.6695
RASL11B	-2.3135
NT5DC2	-3.2375
LRP2	0.0735
MTDH	0.00313333333333334
ARSG	-1.10375
HSP90AB1	-0.496333333333333
CT45-6	-4.30275
ZNF483	0.8745
LMBR1L	0.35475
S100A2	1.5527
C2	1.06594444444444
C2orf27	-0.948375
EIF4EBP1	-0.54075
GCKR	-3.13266666666667
PPP1R9B	-0.14975
FER	1.3115
SNRK	0.268166666666667
OR5M10	0.75
UTP6	-0.199
CAPZA3	-0.17
FBP1	1.28411111111111
TERT	-1.2505
CCL1	-0.43
FUCA1	2.01775
ALS2CR8	-0.32
KCMF1	1.02475
SRCRB4D	-1.864
OXCT2	-0.833666666666667
IL17RA	0.212
MPP5	0.255125
SPA17	0.36725
FLJ10986	1.95366666666667
GALNT14	-5.3005
CXorf27	-0.204875
NPLOC4	-0.94275
RAB34	-3.502
KRTAP3-3	0.432
ARSD	1.04866666666667
CPLX2	-1.3052
PJA1	0.98975
WHDC1L1	-0.319333333333333
RB1	-0.9642
MTMR15	-0.6125
PHLDA2	1.0065
GUCY2F	-0.4035
MPV17	-0.468666666666667
SLC35D1	2.1925
LYSMD3	-0.0484
COL16A1	-0.498
ERLIN1	-0.3495
JMJD4	-0.521
HIST1H2BK	-3.1665
TP53I11	0.5795
ST3GAL4	-1.0395
PF4V1	2.90666666666667
ALG8	-0.479
REG1A	5.99975
MINA	0.1095
CYB5R3	-1.10966666666667
HHLA1	0.08875
MYST4	-0.3249
VASN	-2.593
UCHL5IP	0.3185
TFAP2A	-2.36321428571429
MGC9913	-1.1775
C9orf97	-0.675
LOC90379	-0.49875
PHF15	-0.415357142857143
ZNF169	-0.076
KRT7	-2.1318
GLIPR1L2	-0.020125
LOC116236	-0.24275
IQCF3	-0.642333333333333
RDH14	0.831333333333333
HNRPK	0.6495
RABEPK	-0.1115
ISX	6.0435
CBARA1	-0.122
RAD51AP1	-1.74025
MLL5	-0.022875
CXorf48	-5.004
SGCD	-1.66475
PHTF1	-0.39575
CA3	0.80275
CMTM5	0.1095
STX10	-0.54175
JMJD2D	-2.025
P4HA1	-1.74266666666667
GAB3	-1.68383333333333
DHRS4	0.6665
COL4A1	0.907625
C20orf20	-0.48425
OSBPL2	0.97275
PTTG2	-0.97
KIAA1688	0.77075
STS	-1.90275
SHROOM4	0.999333333333333
KBTBD5	0.1705
ALDH1A3	0.4587
BTNL2	0.116833333333333
TGIF1	0.8015
ZFAND5	0.68725
ICA1	1.4685
NAV3	-3.59883333333333
FLJ12331	-0.2175
EPS8L2	1.1773
MNT	0.0768333333333333
ENTPD1	1.14233333333333
OR51E2	0.8345
STK11	-0.19575
MX1	2.4255
TTTY9A	-0.07775
CX62	0.6535
LOXL4	-2.41575
EXOSC4	-0.07125
PURB	-0.559285714285714
SETD1A	-1.15966666666667
RELB	1.123
LAMB2	-1.28616666666667
HNF1B	1.3285
PNLIPRP3	0.7925
C14orf139	-1.24175
UMOD	0.3215
GRIN3B	-0.6545
GPR25	-0.0135
ZNF512B	-3.28975
ATP6V0A1	-0.7805
SRA1	-0.125916666666667
ZNF615	0.0335
ZNF768	-0.9155
ZNF469	0.20675
DYNC2LI1	0.667666666666667
DNAH3	0.806
LOC387911	0.313
LOC554234	0.66775
ARRDC5	0.88325
TMEM59L	-1.726
MARCH4	-0.8495
CNOT8	0.153666666666667
KIRREL3	-1.39033333333333
ADAM17	0.0665
MYOG	0.10875
CPNE1	-1.1715
AK5	-2.08675
LOC204010	-0.107
NDRG4	-0.694
LOC130074	0.518
PIAS4	-0.568
NCOA2	0.10075
TEGT	0.7899
USP5	-1.68275
ANKRD21	-1.96425
KIAA0692	0.0735
HAPLN3	-0.534
LZIC	0.5175
NRXN3	1.04475
CDKN2C	-2.70583333333333
KIAA0226	-0.645333333333333
CYB5D1	0.03275
WDR68	-0.2829375
ABCB6	-0.6075
MRPS25	0.411
ZMAT2	-0.126166666666667
KRT25	-0.0499999999999999
RPL11	-0.35375
GRAP	0.551
LOC198437	-2.0335
RORC	1.12275
RAP2C	0.999
MXD1	1.307625
AZI2	-0.431833333333333
NUAK2	1.789
AHSG	-7.31325
MANSC1	3.48425
IMP3	-0.375833333333333
C2orf3	-0.27475
VSTM3	2.51975
PCTP	1.6405
SIRT1	0.5045
MANBA	0.34925
CD164	1.497875
GFRA1	-4.2882
PRM2	-0.02325
ZKSCAN3	0.0305
PLEKHG1	3.36925
TPRKB	0.78225
UBFD1	-1.05408333333333
CDKL5	0.175
HIST1H2BD	-1.45925
INPP4A	-0.340833333333333
BMX	1.77
PTPRU	-3.0665
LOC554202	-0.0321666666666666
HOXC8	-2.05314285714286
IL12B	-0.6015
ADPGK	-0.57125
ZNF418	-0.689
SIAE	0.68775
CWC15	-0.1755
RP13-401N8.2	1.949
KLHL11	0.09975
DEDD2	-0.565
PSMB3	-0.255
DDX25	-2.19866666666667
ZBTB3	0.121166666666667
GFRAL	0.323
RPS25	-0.356833333333333
FAM57B	-1.1365
TESK2	-0.685833333333333
DNM1L	-0.195375
ZNF207	-0.0693333333333333
CLEC11A	-0.62775
TOLLIP	0.1215
TMEM61	0.2935
DLK1	-5.4679
PLVAP	2.119625
NOD2	2.97733333333333
SCMH1	-0.14025
FLJ40235	-0.323
HTR2A	-0.143333333333333
ARMC5	-0.7465
FUT7	0.4445
PRELP	0.0981
ALKBH6	-0.5075
GYG1	0.0666666666666667
POLR3GL	-0.11075
COL8A2	0.658666666666667
OR10A5	0.39275
C1orf187	-1.78625
TXLNB	-0.993166666666667
C16orf68	-0.895916666666667
R3HDM1	-0.31925
C16orf75	-1.48725
BAALC	-1.58525
TNP1	0.146
GAPDH	-1.34875
COX7C	1.465
ERRFI1	-0.29875
PGAM2	-0.151833333333333
FAM108B1	-0.131
APC	-0.648375
TLR2	1.8525
SUCNR1	0.404625
ZNF233	0.25825
WFDC1	-0.0691666666666667
PSG11	-0.180888888888889
SLC39A1	-0.1125
PSAPL1	0.049
CDC42EP1	-0.314375
MECR	-0.022
KIAA0101	-1.2101
MACROD2	0.8485
MMP19	-0.0800833333333333
LOC202459	-0.192666666666667
VNN2	0.60075
ACCN3	-1.8595
TIMD4	0.8255
RNASE8	-0.0345
CCDC7	0.480666666666667
SULT2B1	1.491
ME1	1.29
MGRN1	-0.381375
MRPL30	0.484875
IVL	0.10625
CALM1	1.44335
PLEKHA6	2.42
B4GALNT2	0.222
PGDS	1.316
C8orf33	0.0155
TMEM56	2.06116666666667
CKM	-0.116833333333333
ESR2	-0.2138
ACOT8	0.6005
AGTR2	0.42775
LOC155006	-0.42775
BC37295_3	0.406
EPM2AIP1	-1.05883333333333
PZP	-1.443
RPS9	1.15416666666667
C18orf51	-1.83133333333333
SIVA1	0.0105
HEATR2	-0.835
CD3E	-0.276666666666667
C20orf142	0.68975
PGLYRP3	-0.024
CCDC139	0.81775
GPS2	-1.04033333333333
NOL14	0.19275
LRTM2	0.06375
TRIM36	0.2005
TP53RK	0.8834
FBXL13	-0.928
RUFY2	0.124928571428571
C11orf70	-1.0895
HSPB9	0.1935
GJA5	0.792
HGF	-1.27516666666667
EPHB4	-0.2665
SOX18	0.32225
IFRG15	-1.6685
SERPINA10	-3.1755
WDR23	-0.339
REEP2	-2.71666666666667
CDK3	-0.99675
HSPA12A	1.375625
ARL8B	0.1731
SATB1	1.06416666666667
PPM1D	-1.626
VPS45	-0.816
TP53BP2	-0.019875
GJE1	1.406
CACNA1G	-0.367625
VGLL4	0.240375
GNPTG	-1.09875
ROS1	-1.813
C21orf128	-0.481166666666667
BMP8B	0.22975
SLC5A4	0.2705
SLC6A3	-0.1642
C16orf53	-1.099875
TMEM81	-0.976
APC2	-0.4968
SYAP1	0.911875
C6orf54	2.15183333333333
ZBED5	-0.2504
PVR	0.41425
LTA4H	-0.134666666666667
CCDC24	0.2918
MAGEA4	-4.5155
IFIT3	1.173
MYADM	0.817
C21orf82	-0.958
PDE3B	0.424
TMPRSS11A	0.470333333333333
PGK1	-0.514941176470588
CCL13	3.36066666666667
DERL3	-1.2835
