Hybridization REF	TCGA-AA-A02W-01A-01R-A00A-07
GPR20	0.4785
IRAK2	0.1075
RFPL3	-0.335875
MYO9A	-0.18075
NARG1L	0.613416666666667
BLMH	-0.238375
CCDC3	1.40166666666667
C9orf21	-1.33066666666667
KIAA0513	-1.13066666666667
MIER2	-0.18425
PNMA2	-1.21033333333333
SH3BP2	0.4107
ANXA10	-1.7345
RTN2	-0.475666666666667
TFB1M	-0.7115
PRPH2	0.8025
C14orf133	0.24875
GOLGB1	0.881
IRX4	-2.163
NFKBIL1	0.255666666666667
C10orf62	0.08025
APBB3	0.02125
RPS10	0.7315
LOC728378	-1.10925
TLE3	-0.0567222222222223
PSMB7	-1.069625
MESDC1	-0.213
SLC6A1	0.5975
OCLN	2.02366666666667
PTTG3	-1.79516666666667
NAGLU	-0.1305
SERTAD4	-2.014375
SPRY1	0.81775
FLJ10781	-0.113166666666667
MYSM1	-0.06475
TRIM4	0.430714285714286
SH3YL1	2.1235
TREM2	1.02816666666667
SERPINI1	-1.318
HDHD3	1.167625
TMEM38A	0.472875
EID2B	-3.562
TDRD3	0.1785
SEDLP	-0.443
THSD7A	0.141
NDST3	-1.902
KLHL15	-0.306
DHRS12	2.0905
FBXO9	-0.478
TNPO1	-0.595333333333333
MRPL13	0.7105
SNX5	-0.8185
METTL6	-0.43825
SOD1	-0.532125
CHML	-1.58483333333333
PACS1	-0.427875
SIRT5	0.6125
CAPN2	-0.777333333333333
FXYD5	-0.261166666666667
TWISTNB	-0.261625
LRFN1	0.508833333333333
UBE1L	0.53475
UBE1C	-0.255
OR51B2	-0.205
OR4D11	-0.6645
C15orf2	0.3505
NR4A1	0.399666666666667
LOC339047	-0.182
TRIM17	-0.344125
ATP5G3	-0.333928571428571
RPL15	0.169333333333333
ADAMTS8	-0.22525
HOXC4	0.247
C14orf37	0.749
CEACAM5	6.11675
MYT1L	-0.0261666666666667
RASA2	0.426125
OSBPL7	-0.1
STAG1	-0.4975
GIMAP4	2.81416666666667
FUT3	4.653
PIF1	-1.73875
LPIN2	0.3215
SH3PX3	0.684
PDP2	-0.348
PAPD1	0.079
ERP27	2.48
APOOL	0.1314
DIABLO	0.495
TRHR	0.062625
ARMC9	-0.8805
RNF152	-0.264
SLITRK3	0.6885
ZNF211	-0.4999
PFDN1	0.168375
RGS11	-0.35725
HS6ST1	-0.183
AKR1D1	-1.513
TNP2	0.265833333333333
STK31	4.31683333333333
EML4	0.86025
SGTA	-0.720833333333333
HIST1H2BI	-1.69166666666667
PSMD6	-2.3795
KIAA1257	4.277
C18orf55	-0.8295
FLJ20273	2.03075
RPL28	0.4605
EPYC	0.4925
NOX3	0.01
ELAC1	-0.0095
METT11D1	-0.4115
BIN2	-0.438333333333333
NACA2	0.232
CCDC17	0.01675
HM13	0.0799
UBOX5	0.270125
UBE2O	-0.057375
UBL5	-0.29925
APOLD1	1.861375
C9orf31	0.0365
TNFSF8	0.104
ARHGAP29	-1.3145
PROKR2	0.322
PDE5A	-0.154
C6orf12	-0.252
TOM1L1	0.459
WHDC1	-0.001
FOXI1	0.1505
RAB4A	0.5562
TMEM39B	-0.066
ATPBD1C	-0.8155
FARSA	-0.889166666666667
PLEKHG5	0.87175
CMAS	0.397666666666667
OR7E24	0.879
SLC30A1	-0.60625
CDC42EP5	1.48366666666667
PLAC1	-1.4005
KLHL18	-0.54475
LBA1	0.116
TAZ	-0.258
CRIP2	-1.86125
BTBD11	-1.68166666666667
C16orf72	0.24075
DIO2	0.6211
LRRCC1	1.16816666666667
CCDC136	-1.231
PRX	-0.407875
RBM5	-0.1137
TMEM85	-0.42425
TUBGCP4	-1.08616666666667
APLN	0.465125
CDK7	-0.419166666666667
SSR2	-0.42275
CRELD1	0.884
C19orf46	-0.67525
GAL3ST4	0.287333333333333
KBTBD10	0.63975
IL28A	0.132
WDR27	0.8555
MCM2	-0.972833333333333
SOX14	0.239
FLJ39743	0.1405
KIAA0922	-1.186
HIPK4	-0.0915
FLJ25758	0.14
C16orf57	-0.469
PDZD2	0.157125
MCC	-1.6025
HHLA3	-0.1369
ID2	0.642
C20orf23	1.74041666666667
ZNF688	1.18425
APOC2	-0.664833333333333
LOC440093	-0.81325
FAM50B	-1.56466666666667
PWP1	-0.431
DNAH10	2.10925
HIST1H2BA	0.15625
GPR56	1.86466666666667
METAP2	-0.537625
PAN3	1.51166666666667
STXBP4	-0.3805
PDHX	-0.3695
MTA1	0.182166666666667
ZBED4	0.129
ZNF720	0.08425
CDK2	-1.3815
RHOJ	-1.121
CDC37	-0.419833333333333
ZER1	-0.370625
GRK4	-1.25025
PRPH	0.25425
POLR2A	-0.193375
OGFOD1	-0.7
NOL5A	0.189
PHEX	-1.5335
FLJ16478	0.0715
C20orf117	-0.4095
CAMTA2	-0.10275
C11orf74	0.481333333333333
DDX17	-0.534333333333333
C5orf27	0.0475
PLEKHA2	-1.0024
PDE4DIP	-2.3265
SCN7A	0.145
ZNF559	-0.187
CXCL10	3.144
ZMYM4	0.0603333333333333
STK32B	-1.54406666666667
KIAA0888	-1.3523
TACR3	0.401
CKAP2L	-0.97475
KIF1A	-0.767833333333333
RSPRY1	0.42625
VCAN	0.312
CYP27C1	-0.2275
SYDE1	-1.35983333333333
MED12L	-1.4965
ZDHHC21	1.533125
NHS	2.348
TM9SF3	1.47683333333333
DDHD1	-0.314125
MAFG	0.380083333333333
BICD2	-1.0687
C14orf119	0.195833333333333
C14orf43	0.276642857142857
CDH7	-0.798
ALKBH5	-0.783571428571429
JUP	2.15675
TMEM41A	0.783333333333333
MAMDC4	-1.06716666666667
CBX3	-0.6385
LRRC18	0.3345
RBMXL2	-0.16175
PLA2G4D	0.409833333333333
FGF13	-1.641
KIF3A	-0.856666666666667
PDIA6	0.07375
DCXR	0.228
CASKIN2	0.1675
EHD1	0.0763333333333333
MARCKSL1	1.1695
ZNF496	-0.353
SCAF1	0.00383333333333332
KCTD8	-0.34975
TRAF3IP3	-0.622928571428571
LSR	1.90575
CXorf1	0.231333333333333
C14orf112	0.494833333333333
EIF2B1	-0.39575
OMP	0.1785
GSTZ1	0.3465
LOC92017	0.00174999999999999
ISLR2	0.793
C12orf36	2.227
GATA2	-2.058
GABRA5	-2.627
CELSR2	-1.06507142857143
STAM2	0.1854
TNAP	1.5215
PTPMT1	-0.325666666666667
GRP	3.735
SV2A	-1.15133333333333
MAGEA12	-4.596
CACNG1	-0.4835
C18orf19	-0.4645
GSG1	-0.0575
PTPRJ	-0.0435
FRMPD1	0.149
ZNF668	0.05775
PLEKHJ1	0.41525
ADAT1	-0.816
TMEM50A	-0.1434
UCN3	0.1145
HOOK1	1.4755
IL17B	-0.399
MLKL	-0.813333333333333
TTC14	-0.725166666666667
KLHL5	-1.81625
CRYL1	1.32933333333333
FOXH1	0.252
NFYB	0.221
PPM1G	-0.3095
GOLGA2LY1	0.1415
NMT1	-0.314375
HADHA	-0.1845
CHSY-2	-0.02975
PLEKHF1	-0.146857142857143
SAGE1	-2.2485
MUSTN1	-0.02675
SUHW4	0.83475
TFEB	1.74133333333333
ZFYVE27	0.0485
ATG12	-0.9305
BMI1	-0.228571428571429
ZIM3	0.252
MYH4	0.5665
MASP1	-1.1075
KIAA0984	0.48675
RPAP2	-0.464
ASB5	-0.14
BOLA3	-0.4475
MIA3	-0.0141666666666667
KRT35	0.5705
KIR3DL3	0.1185
MRPL51	-0.73925
SEMA3F	-0.0315
NDUFB2	0.0455
LOC253012	0.003
FAM46C	-1.7303
G6PC	-3.925
CSAG3A	-5.47666666666667
PREX1	-1.972
SLC25A45	-0.177
MAPKBP1	-0.0193
CPE	-1.4606
GNB1	-0.825375
CXCR6	1.234
TRIM46	-0.64775
C16orf3	0.140833333333333
HPSE	-0.188
TIGD3	0.4035
SPG3A	1.56075
LCAT	-1.49866666666667
ST6GAL1	1.16916666666667
POMC	-0.30975
FLJ36031	-0.036
NSMAF	0.9205
SKIL	1.072
ADSS	-0.105166666666667
HMGCS1	0.3334
POLR3F	0.465833333333333
RAB10	0.38475
ZNF277P	0.082875
ZBTB7B	0.54425
DHRS1	0.604
ABCC13	0.10025
CNOT3	-0.2585
NFKBIA	0.2845
GAK	0.0956666666666666
SFT2D2	0.458
HOXA6	0.6345
CRTC1	0.31075
LY6D	-0.528833333333333
C20orf72	0.397833333333333
CPT1A	0.47525
LMO1	-2.405
EIF3I	-0.0135
PRB4	-0.3425
MCM3APAS	-0.618875
C20orf132	0.6604
FOXF2	-1.6425
S100A12	0.23825
MLH1	-0.835
ACTN1	0.452
MRPL36	0.262166666666667
C20orf106	-0.35875
FBXO6	-0.295166666666667
MKS1	0.146333333333333
CX3CR1	-3.420375
PDE1B	-0.1395
PLP1	-4.0565
KISS1	0.285333333333333
C14orf2	0.34
TBC1D3P2	0.08375
COMMD6	1.7875
ANKRD7	-1.04425
PTCHD1	-1.428125
NARS2	0.14425
DOCK7	-0.81525
FAM127B	0.18975
LOC390243	0.266833333333333
N6AMT2	0.88475
ZNF391	0.4695
DNAJB14	-0.627
WRB	-0.9085
BPI	0.24775
TTC4	-0.824
FAM10A5	0.2275
GOT1L1	0.3335
MAGED1	-0.596
RESP18	0.387
WFDC6	0.38325
MT2A	-2.6065
C11orf56	1.18825
KIAA1432	-0.7695
ROR1	-2.519125
HSD17B14	-0.071
ZFAND2B	0.2445
SAMD4B	-0.187
HEXA	-0.389
HNRNPU	-0.175681818181818
USP39	-0.165625
NRD1	-0.80125
R3HDML	0.473
FLT4	0.109333333333333
OMG	-0.242
OR52N4	0.321
LOC399818	-1.1625
ELA2	-2.345
VENTXP1	0.083
RFC5	-0.4005
OR52L1	0.069
PAX5	0.00399999999999999
FBXO2	-1.20825
GMEB1	-0.7565
AKT3	-1.443
CRB1	-1.9015
CTTN	0.195
UTP15	-0.551833333333333
HSBP1	-0.707083333333333
PHF11	1.26725
NDEL1	-0.543166666666667
USP8	-0.4285
BAIAP2	0.2870625
SI	-0.0475
ARSJ	-1.60966666666667
BAAT	-2.7675
KCNS3	-0.582
LOC126147	-0.206666666666667
TMEM37	0.077
C1orf162	1.24
MBD1	-0.4223
ITGAL	-0.819833333333333
WDR73	-0.252666666666667
GKN2	0.00816666666666666
ARFGAP1	-0.21725
SLC5A8	0.4995
ZBTB40	0.0303
CYP4B1	-1.2215
LYPLAL1	-0.47275
CHST3	-2.06025
MAP3K9	0.1275
BTAF1	-0.681
TFAP2E	-0.2545
RBM35B	0.1855
LOC441251	-0.162833333333333
ANKRD25	-1.07005555555556
UQCRC2	0.1675
MAEA	-0.0124166666666667
HYAL1	-2.705
RNPEPL1	0.101833333333333
CPSF2	-0.11525
PSD3	-2.0157
ABCA13	-0.477875
AGR2	2.5455
GBX1	-1.253
HDLBP	0.534428571428571
ACY3	1.17525
HECW1	-0.10825
ZNF519	-0.90575
HOPX	2.40825
ZNF304	-2.609375
OR12D3	0.375
FKSG43	-0.05625
METTL1	0.684
MFSD3	0.9579
PSPH	-0.53375
CLCA3	0.6385
DARS2	-0.663166666666667
CDC25A	-0.975833333333333
BAIAP2L1	0.8235
B3GNT5	2.37475
USP29	-0.14575
ARHGEF10L	1.789
ATOX1	-0.777625
ADAM30	0.4305
DNASE1	0.74
STT3A	0.14525
RAB6IP1	-0.80525
PTN	-1.9258
C1orf106	1.69784615384615
HECA	1.66025
RNF122	-1.45125
SLC22A18AS	0.374
GNG8	0.185833333333333
ELP4	-0.61
FAM65A	-0.111166666666667
RPL10A	0.606666666666667
IRS4	1.136
MACF1	-0.1671
SEC24D	-1.27725
LOC374395	0.4655
TGFB2	-1.236
MDFIC	-2.031125
CHRNE	0.470833333333333
PCMTD2	1.02716666666667
ATP6V0D1	-0.339333333333333
MTA2	0.377
LZTR1	-1.012
RAP1A	-0.6195
AXIN1	0.509875
POLR1C	0.2355
TRIO	0.976833333333333
PLXNA4A	-0.654166666666667
C5orf33	0.603
DEPDC1B	-1.081625
ZNF473	0.0285
MTM1	0.72625
GPR107	0.171
CSNK1A1L	-0.480166666666667
FLJ14154	-0.126
NLRC4	1.6805
ENPP4	2.08966666666667
PADI3	0.186
RNF170	0.957125
CG018	1.113
C16orf7	-0.77625
KCNE1	-0.3175
NRM	-0.820833333333333
SLC37A3	0.454785714285714
TPD52L2	-0.291166666666667
UNC5B	-0.32875
C12orf12	0.496166666666667
SDHB	-0.83025
CLRN1	0.420125
NUDT10	-3.32966666666667
UGT3A1	-0.00137499999999999
FBXW8	0.2105
RHOF	-0.473625
PTPLAD1	-0.545875
MYO3B	-1.0945
DERA	-0.081
TPP2	0.40525
C19orf53	-0.197833333333333
GINS3	-0.2395
ST6GALNAC5	0.1235
CHSY1	-1.56625
MGC15705	0.461
GPR83	-0.0373333333333333
EXT2	0.47875
DOLK	-0.04975
TUBAL3	1.72775
ACVRL1	2.2928
ABL2	-0.378333333333333
C14orf156	-0.1345
PTPRZ1	-3.295375
DIP2C	-1.07375
LAMP1	1.144875
RXRA	-0.7009
MAP3K5	1.652
ALKBH1	0.662166666666667
PDLIM7	-0.658625
ARL14	4.083
SNIP1	-0.6795
TIMP3	-0.0678333333333333
RGS3	-0.650833333333333
SPAG16	0.0586
ABHD4	-0.29175
ARHGEF12	0.516083333333333
GLUD2	-1.275
RAC2	-0.9677
UAP1L1	-1.391
SLC18A3	0.2355
YOD1	-0.930166666666667
RALY	0.34625
HMOX2	0.77375
DGKH	1.172
DBNDD2	1.911
YIPF4	0.551875
THAP10	-0.402
ZNF513	0.80625
HAGHL	-1.60266666666667
ITGB4	1.61183333333333
CCDC141	-0.8945
YTHDF3	0.517
C5orf28	1.13625
RPL7L1	-0.7975
TMEM30B	1.29507142857143
ANKRD35	0.2455
DUOXA2	1.47575
TBC1D5	0.1795
DFNB59	0.3525
HRH4	0.35075
MYO6	1.5971
DNAJA4	1.423
RBM24	-0.38775
CEACAM20	-0.93125
RBM23	0.0707857142857143
NGFB	-0.109
C1orf63	0.5583
KRTAP7-1	-0.2505
PERLD1	2.2815
NPB	0.159
C17orf59	-0.1011
HSPBAP1	0.62525
SLC15A4	-0.0765
PRTFDC1	1.1255
OSMR	-2.28985714285714
CYSLTR2	0.023
C19orf25	-0.0246
KIAA1797	0.142
NLRP6	0.521
FAM105B	1.0122
SCRN2	-0.251833333333333
LRRC58	0.0697
RNF17	0.440625
NEIL3	-2.292
FAM137A	-2.3795
SKP2	-1.90275
PARVA	0.818833333333333
PKLR	-1.0425
RNF34	-0.141
A3GALT2	0.41325
C12orf50	0.0643333333333333
SUNC1	-0.434
FAM102B	-0.3405
CCT2	-0.3815
LRRC37A2	-0.0825
ARF4	-0.103
SIKE	-0.492125
C8orf48	-1.883
MBTPS1	-0.120857142857143
GPSN2	-0.436
NCF2	1.03625
SLC12A6	0.1495
MRPL48	0.34975
HMGN3	-0.8965
LRRC62	-0.96775
PAX9	-1.533375
FAM55A	2.2955
C20orf42	4.8195
SCML2	-0.742166666666667
BCL9	-0.04075
FAM40A	0.14925
C9orf41	-0.0065
ZNF774	0.877
LETM1	-0.9995
PLXNB1	0.915833333333333
NIPSNAP1	-0.083
USP10	-0.6505
F9	0.31
LIPE	0.84175
CNGB3	2.208
C12orf52	-0.172875
PI4K2A	-0.422875
MED8	-0.731375
STAT4	1.0967
FGD4	0.707833333333333
RNF145	-0.238833333333333
WDR32	0.3675
CLDN2	3.0835
TCEAL8	0.31475
ZMYND8	0.017
PDXK	-0.0626875
GATAD2A	0.36725
PTGES3	-0.215
CCM2	-0.41125
TAP1	1.019
ZNF670	0.00299999999999999
ETS2	2.93485714285714
C6orf166	0.595333333333333
PRMT2	-0.445
OR4B1	0.185
INTS8	1.1655
CCDC102A	-0.07475
CCDC83	-1.78766666666667
ITGA1	-0.0863
EPHA5	-1.7859
FAM24B	-0.5785
TSGA10	1.396
HAL	-1.40633333333333
MYOT	0.23725
SPACA3	2.34075
BCL2L2	-0.145
CUGBP2	0.382166666666667
CCNB3	-0.92875
RNF113B	0.321
MERTK	0.0355
BAG1	-0.20525
VPS36	0.4705
ORMDL3	1.063
C1orf190	-1.527
ZNF625	-0.41775
CORO2B	-1.6635
ALOX15	-0.1585
CST1	2.7175
NUPR1	0.834333333333333
CCL7	-0.12025
SMCR5	-2.139
DSC2	2.5945
RBMS2	0.5305
GRIK4	0.067
TRIM65	0.0576
TMPRSS6	0.110571428571429
TP53INP2	-0.37525
GLB1L	0.256666666666667
LOC388284	-0.397166666666667
PUS1	0.869714285714286
BCL9L	-0.453
OLFM1	-1.71766666666667
RET	-1.59425
MASTL	-2.25666666666667
ALX3	0.114
IL1RL1	0.0665
ZNF765	-0.1324
C14orf138	-0.35175
SNX10	-2.35783333333333
TAC4	0.1355
C1orf64	-3.160125
POGK	0.077125
MAPK9	-1.10125
ZNF366	1.5905
C8orf79	1.0632
CLDN7	3.47325
OR5AT1	0.528
TRIM37	-1.86925
LRRC25	1.26175
GRHL2	2.4021
TEKT3	-0.7685
LASS5	-0.117833333333333
ABCC4	0.267916666666667
DLG3	1.1345
VGLL1	0.25025
ZFP36L2	2.32533333333333
MFRP	0.0761666666666667
KIAA1799	-0.2705
FLJ44379	0.892
PCNX	0.2665
ANXA9	-0.453
CYP4V2	0.1287
PIK3C2A	0.377
SRR	-0.505
NOL3	-1.29625
IFITM2	0.76
ARNTL2	-0.6005
ZNF595	0.17775
NLRP13	-1.4465
ASPH	0.063625
CPA2	0.4305
PVRIG	-1.89033333333333
LEPR	-1.00483333333333
C16orf42	-0.257333333333333
SH3BGRL	-0.29925
FAM77D	-0.7505
FNDC7	-0.421
C9orf6	0.0413333333333333
NOTCH2NL	-1.48666666666667
PGBD1	-0.814166666666667
SYNGR2	1.49666666666667
PITPNA	-0.25825
PRPF4B	-0.3986
SLC43A3	-0.543
NRBP1	-0.60175
SLC25A22	-0.04625
ILK	0.11375
SLC22A8	0.450166666666667
MRPS7	-0.451125
PITX2	1.9695
FABP3	1.029125
OR1L1	1.2895
LOC728215	-1.239875
BLID	-0.847
KIAA1217	1.13347058823529
TFPT	-0.98675
AP4B1	-0.63775
VBP1	-0.7795
OR1K1	0.2055
MORC3	-0.15925
BHMT2	-2.42216666666667
C3orf10	-0.29725
FZD7	1.1425
WFDC10A	0.7425
PMS2CL	-0.216125
CCDC32	0.2245
FA2H	0.171
ALG13	-0.299
TTLL7	-1.2438
SPOCK3	0.025
SLC13A2	0.3865
AIM1	1.48275
GPRC6A	1.2025
EGR2	0.99225
MED11	-0.2445
WWC1	0.97625
SH3GL3	-3.779
RIF1	-0.316071428571429
PRLH	-0.074
VLDLR	-2.064
DBT	-0.0155625
C21orf63	-0.557
CGGBP1	-0.372625
KRTAP12-2	0.21
TADA3L	0.351
ZBTB16	1.7655
PDGFB	-0.07075
RFX1	0.163875
UQCRB	0.7792
LOC133874	0.6815
HPS3	-2.7745
LGALS3BP	0.7993
DKFZP564O0823	1.49364285714286
MRFAP1L1	-0.641125
HOXA10	1.99516666666667
NGB	-0.2175
KIF21A	0.402615384615385
IFLTD1	0.24
LZTS1	-2.616
ARHGEF3	-0.11975
RHBDL3	-2.241
CSNK1G2	0.000333333333333336
ChGn	-2.034
KIAA1244	1.578
GABRB2	0.405
MGC72080	0.394
CD27	2.68075
EGLN1	-1.891
PEX13	-0.2845
RWDD3	-0.1365
RNF12	-0.705166666666667
GRIN2B	0.5285
ADAMTS14	-0.363625
DYDC2	-0.8985
ATP6AP1	0.3872
NR1H2	-0.942166666666667
PDK2	0.50375
C3orf17	0.206833333333333
SLC38A2	-1.18421428571429
SLC25A29	-0.204
C15orf29	0.071875
ADAM9	-1.62166666666667
TMUB2	0.31575
GPR176	-0.67575
AGK	-0.419125
MCCD1	0.1995
NDUFA4	-0.758
TMEM146	0.054
DUSP1	-0.00462500000000001
UNQ6975	0.8325
EMX2OS	1.598
INSM2	-0.2235
LUZP4	0.0535
SETD6	0.8625
P2RY2	1.33725
SLC45A2	-0.873
RABGAP1	0.548666666666667
UBXD5	-0.1465
GPRC5A	2.2755
PAK3	-0.592
LOC63920	-0.55025
TGFBR1	-0.1331
KRTAP6-3	0.206
SFMBT2	-0.48575
CDC42	-0.0794375000000001
C11orf35	0.199
TTLL2	0.72275
UACA	-0.21375
CD97	0.6752
SETD5	0.38
NINJ2	-0.586
PTER	0.240666666666667
POMGNT1	0.0585
KRTAP4-2	0.314
ECGF1	0.65875
HRB	0.159545454545455
ATP1B2	-0.1927
LOC400506	0.93475
COL4A3BP	0.0005
C6orf97	-0.231
GRHPR	-0.665375
TAS2R1	0.2835
SEMA7A	-1.72075
EDF1	-0.3505
ODF2L	0.4006
PCID2	0.518333333333333
GTF2H4	-0.445166666666667
ZCCHC3	0.372375
CGB2	-0.0335
NEUROD1	1.00275
C20orf75	0.0305
RP5-1054A22.3	1.43933333333333
IFNA5	0.0225
ZNF134	-0.362416666666667
MGC119295	-0.451
ZSWIM6	-0.526625
SMEK1	0.435666666666667
PCGF2	0.097375
C1orf102	1.1495
CYP2A13	0.442
KCNH6	0.2379
MDM1	-0.3465
ALDH7A1	-0.195833333333333
C9orf75	0.19675
VDAC3	0.137625
OR51T1	0.229
EIF3F	0.14775
KCNJ10	-0.255
LENG8	0.07925
EDEM2	1.06108333333333
CCNJL	-0.229
DHX37	0.087
CRYGN	-0.1495
AATF	0.442
ZNF630	0.764375
E2F5	2.058
WFDC13	-0.217
FTSJ3	-0.013
C4orf33	-0.072
LHFPL4	-2.51125
C19orf56	-0.27425
SMAD4	-0.022875
AFM	-0.971166666666667
G0S2	0.8355
FCHSD2	-0.4707
RRP1B	-0.756
EEF1B2	0.299666666666667
STAT6	1.023
ZNF195	0.888
GNL1	-0.5335
ZNRF2	0.45
PER3	-2.637375
ASB16	0.207
C10orf10	0.117928571428571
ADCY8	-3.23716666666667
C9orf58	-2.65066666666667
ARMC10	0.301166666666667
PSG1	-0.064
DHX34	0.06725
VARS2	-0.48575
NFIC	-0.79225
ITPR2	-0.362
AGXT2	0.302833333333333
OR6K3	0.3525
H2AFZ	-1.41258333333333
MLLT3	1.80566666666667
COX4I2	0.57475
CCNT2	0.261
PLK4	-1.314
NUMBL	-0.426166666666667
MED16	0.04825
PLEKHQ1	-0.503
GOSR1	0.511
BTG4	0.3545
RPL30	1.78891666666667
IGSF5	-0.433
IGFL2	0.956166666666667
ELMOD2	0.0735
SHC3	-1.31383333333333
HAVCR1	-0.0355
DYNC2H1	-1.551125
RNF5	-0.125166666666667
C2orf7	-1.03725
NLF1	0.683
KLHL25	0.054
LRP10	0.5911
KRI1	-0.05025
PUS7L	0.0868333333333333
MGMT	0.8965
HOXD1	-0.2415
CSH1	0.392
ATG16L2	-0.91275
FLJ44635	0.8375
CHODL	-0.034
EXOSC8	-0.4515
SLC28A1	0.2335
MYO7B	1.52683333333333
SEH1L	-0.1751
MTNR1A	0.433333333333333
TSPAN5	0.854666666666667
CDC45L	-2.7725
AMIGO1	0.3235
ATAD3A	-0.715
OSGIN2	0.510666666666667
PDIK1L	0.0808333333333333
DARC	0.692625
PIPSL	-0.51
SHMT1	-0.44425
CRISP3	0.156
POPDC2	0.998833333333333
ZRANB2	-0.863166666666667
FBXL8	0.2335
TRIP13	-0.276636363636364
EIF5AL1	-0.9335
POU5F1P3	-2.85566666666667
IL6	-0.449
CXorf38	-0.125666666666667
IFNA16	-0.0165
FBXL2	0.4925
BRD1	0.426
STATH	0.51925
FBXO44	-0.195166666666667
MCCC2	-1.50875
CDC2	-1.6342
C5orf23	-0.974
IVD	0.0246666666666667
C10orf122	-0.30025
MSL3L1	0.5574
MVP	0.919
EPOR	-1.3958
ZMYM1	-0.287833333333333
BCL7C	1.0685
PSTPIP2	1.1151
LYPD1	-2.599625
OR8G5	0.109
ZP3	0.471166666666667
BCAS4	-0.289833333333333
EDG6	1.3025
ISY1	-0.03775
PRAMEF2	-1.1405
CUL1	-0.023625
RNF213	0.2511
CCRK	-0.3615
DHX9	-0.298125
C13orf29	0.39025
NCKAP1	-0.199333333333333
MRPL43	0.347571428571429
XPR1	-0.06725
PKN2	0.4005
PODNL1	-0.065
ZNF333	-0.11325
DALRD3	0.02025
OPN1SW	0.009
BTBD6	0.236
C11orf82	-1.0495
OR5P3	-0.2665
DUSP11	0.3585
L1CAM	-0.8946
NEK11	1.26766666666667
OR7E91P	0.648
CNTN3	1.0342
CREB3L2	-0.35275
ZBTB37	0.0895
KIAA1324L	-4.49175
NDUFB10	-0.488833333333333
NUDT2	-0.26975
GTPBP8	0.294
CACNA1D	2.176625
PRKAA2	0.0921666666666667
PRDM8	0.6385
MGC16075	1.3125
KRT14	-1.77685714285714
PP8961	0.431571428571429
MRPL18	0.151
ABCG2	-2.74825
PACRG	0.74825
BBS2	-0.0675
KREMEN2	-1.82
FBXO21	0.91225
HNRPUL1	0.0955
GRB10	0.19
CLSTN1	0.62025
LMAN2	-0.8427
C17orf61	0.3145
NIPSNAP3A	0.167
INSIG2	-0.619166666666667
PCDHB7	-0.6075
STXBP2	0.3755
CMAH	2.31108333333333
SEMA5B	-1.26825
ZNF155	-0.215166666666667
COQ6	-0.370166666666667
PRPF4	-0.18675
TSPAN15	2.3466
VN1R5	0.24025
LATS2	-0.91575
SELK	0.1475
PGK2	-0.1515
MS4A1	-0.55275
TYW3	-0.2607
KRTAP5-1	0.61375
RCCD1	-0.743666666666667
BTN1A1	0.3505
DDX28	0.0215
TMEM65	1.190125
LOC92345	-0.01275
TTC31	-0.05175
WDR46	-0.421333333333333
CHP2	2.63133333333333
LSP1	-0.560375
ZNF542	-1.29575
EXOSC1	-0.306
ARHGAP18	0.884
LRRTM4	-0.469125
MAOB	-0.536333333333333
CACNB4	-0.512
MGC33846	0.055625
RANBP3L	-0.4535
ATP5L	-0.190625
ONECUT1	-2.82
NUDT9	-0.04825
TMEM149	-0.302
STX17	0.2225
IGSF10	-4.41575
TMPRSS9	0.9905
BMPR2	0.19975
ALLC	-0.17325
KLF7	0.9385
GCC1	0.8305
TIMM9	-0.0535
CDO1	-1.62116666666667
MGC10701	0.662166666666667
IFI6	-0.150166666666667
FRMD8	0.44
MGAT2	-0.00875
WBP5	-0.0235
CNIH2	-0.2315
KIAA0907	-0.9422
KCNH8	4.3075
CTSG	-2.6145
GRIK1	-0.999666666666667
CUL5	0.66525
FRMD1	0.8485
OR9A4	0.6345
SYT6	-1.958875
FOXD4L2	-0.31425
ANAPC2	-0.759333333333333
OPN5	0.394
TAF13	-1.10925
LYG2	-0.24875
GGNBP1	0.0845
C11orf40	0.3315
OTX2	-0.867
REG4	0.9565
EIF5	-0.049
PALB2	0.0025
SEPSECS	-0.2501
RNASE3	-0.04525
TRIM49	-0.7135
POLR2K	0.571
GPR42	0.0975
C8B	-2.5
SASS6	-0.6055
PREB	-0.817333333333333
OR3A3	0.526
TUBA8	0.711125
IGLV2-14	-1.4955
STIL	-1.18375
ANKFN1	-0.564333333333333
NME7	-0.91775
HOXC12	-1.13133333333333
UBE2C	-0.10875
FHOD1	-1.476125
CDK2AP1	-0.0774166666666667
OR6K2	0.08675
DHPS	-0.39875
RPL5	0.0148333333333333
TRGV5	0.0835
LOC541472	0.156125
HCCS	-0.128
DENND1B	-0.263
LHX3	-0.256
OR5D16	-0.1
CXorf57	-1.36033333333333
IRF2BP1	0.69175
NDST2	-0.0531666666666667
LCE3D	0.014
BOLL	0.062625
SYT3	-0.90125
PIH1D2	0.1435
C20orf7	0.128166666666667
IL1R2	1.67433333333333
SLAMF9	-0.6855
PPME1	-0.13325
PIK3CA	-0.3045
TRAPPC1	0.084875
COLEC10	-0.27025
SLC9A6	-0.3025
PDDC1	0.0661666666666667
CCDC53	1.074
GK3P	-0.87475
DAZL	-0.646
BRI3	0.72375
SDK1	-1.063375
CYP2C18	1.5445
IFI44L	0.503
RPL3L	0.532
FUT9	-1.28133333333333
KIFC2	0.318166666666667
