Hybridization REF	TCGA-AA-A01G-01A-01R-A002-07
SERTAD4	-2.434375
SPRY1	1.4075
FLJ10781	-1.28808333333333
MYSM1	0.4175
TRIM4	-0.103785714285714
SH3YL1	1.695
TREM2	0.284333333333333
SERPINI1	-0.91625
HDHD3	1.222125
TMEM38A	-0.14375
EID2B	-2.87775
TDRD3	0.595333333333333
SEDLP	0.09
THSD7A	0.270666666666667
NDST3	-1.384
KLHL15	-0.635
DHRS12	1.127
FBXO9	-0.765071428571429
TNPO1	0.000999999999999966
MRPL13	0.1765
SNX5	-0.116333333333333
METTL6	-1.083
SOD1	-0.045625
CHML	-1.07983333333333
PACS1	-0.8505
SIRT5	0.0106
CAPN2	-0.117666666666667
FXYD5	-0.332666666666667
TWISTNB	0.072375
LRFN1	0.705166666666667
UBE1L	0.735125
UBE1C	0.387
OR51B2	-0.333
OR4D11	-0.106
C15orf2	2.4615
NR4A1	0.9305
LOC339047	-0.75425
TRIM17	-1.478
ATP5G3	0.567928571428571
RPL15	-0.60275
ADAMTS8	-0.598
HOXC4	-0.154
C14orf37	0.0075
CEACAM5	4.774
MYT1L	-0.2454
RASA2	0.399125
OSBPL7	-0.2805
STAG1	-0.08
GIMAP4	3.517
FUT3	4.94483333333333
PIF1	-1.341875
LPIN2	0.5162
SH3PX3	0.055
PDP2	0.98975
PAPD1	0.535
ERP27	1.53
APOOL	0.2937
DIABLO	0.41625
TRHR	0.23275
ARMC9	-1.57
RNF152	0.90925
SLITRK3	-0.0728333333333333
ZNF211	0.4068
PFDN1	0.615875
RGS11	-0.56975
HS6ST1	-0.2985
AKR1D1	-2.27675
TNP2	0.329666666666667
STK31	2.776
EML4	0.867833333333333
SGTA	-0.543333333333333
HIST1H2BI	-1.24383333333333
PSMD6	-1.6735
KIAA1257	3.15275
C18orf55	0.0918333333333333
FLJ20273	3.101875
RPL28	0.2525
EPYC	0.516125
NOX3	-0.632
ELAC1	0.579666666666667
METT11D1	-0.59275
BIN2	-0.393166666666667
NACA2	0.41175
CCDC17	-0.3865
HM13	0.0593
UBOX5	-0.01675
UBE2O	0.0145
UBL5	0.03
APOLD1	1.940625
C9orf31	0.124
TNFSF8	-0.234
ARHGAP29	-1.740125
PROKR2	-0.779
PDE5A	0.0721666666666667
C6orf12	-0.363
TOM1L1	0.9155
WHDC1	0.737125
FOXI1	0.700333333333333
RAB4A	0.9935
TMEM39B	-0.43225
ATPBD1C	-0.39075
FARSA	-0.609166666666667
PLEKHG5	0.94075
CMAS	0.914833333333333
OR7E24	0.952
SLC30A1	-0.41625
CDC42EP5	1.27583333333333
PLAC1	-1.27525
KLHL18	0.16325
LBA1	-0.1778
TAZ	-0.72025
CRIP2	-2.106125
BTBD11	-1.94666666666667
C16orf72	0.45875
DIO2	0.5461
LRRCC1	1.0825
CCDC136	-2.8395
PRX	-0.5995
RBM5	-0.5223
TMEM85	-0.212
TUBGCP4	-0.250333333333333
APLN	1.15025
CDK7	-0.239833333333333
SSR2	-0.077
CRELD1	-0.84725
C19orf46	-1.288
GAL3ST4	-0.54
KBTBD10	-0.22975
IL28A	0.11375
WDR27	-1.722
MCM2	-1.14033333333333
SOX14	0.0015
FLJ39743	0.1485
KIAA0922	-1.11375
HIPK4	-0.2825
FLJ25758	-0.841
C16orf57	0.12475
PDZD2	-0.181875
MCC	-1.126625
HHLA3	-1.2609
ID2	1.30775
C20orf23	2.66016666666667
ZNF688	0.2765
APOC2	-2.2975
LOC440093	0.011
FAM50B	-1.9685
PWP1	-0.1715
DNAH10	2.3535
HIST1H2BA	0.182666666666667
GPR56	2.04666666666667
METAP2	0.143875
PAN3	1.58166666666667
STXBP4	0.67075
PDHX	-0.1225
MTA1	-0.252416666666667
ZBED4	0.67
ZNF720	-0.02
CDK2	-0.615625
RHOJ	-0.78625
CDC37	-0.750833333333333
ZER1	-0.559625
GRK4	-1.92925
PRPH	0.02325
POLR2A	-0.039125
OGFOD1	-0.511
NOL5A	-0.61925
PHEX	-0.9945
FLJ16478	0.234
C20orf117	-0.653
CAMTA2	-0.63725
C11orf74	0.0261666666666667
DDX17	0.1715
C5orf27	0.059125
PLEKHA2	-0.7165
PDE4DIP	-2.0301
SCN7A	-0.12075
ZNF559	-0.932666666666667
CXCL10	3.66225
ZMYM4	0.220833333333333
STK32B	-1.66493333333333
KIAA0888	-1.9752
TACR3	-0.222
CKAP2L	0.0815
KIF1A	-1.78533333333333
RSPRY1	0.81625
VCAN	-0.9235
CYP27C1	-0.8145
SYDE1	-2.029
MED12L	-0.246
ZDHHC21	1.377375
NHS	2.0015
TM9SF3	2.35516666666667
DDHD1	0.2255
MAFG	0.120833333333333
BICD2	-1.4297
C14orf119	-0.0343333333333333
C14orf43	0.166142857142857
CDH7	-0.0445
ALKBH5	-0.898857142857143
JUP	1.7925
TMEM41A	0.320166666666667
MAMDC4	-1.30383333333333
CBX3	-0.30075
LRRC18	-0.795333333333333
RBMXL2	-0.154
PLA2G4D	0.547
FGF13	-2.838875
KIF3A	0.00916666666666667
PDIA6	-0.842
DCXR	0.56425
CASKIN2	0.50175
EHD1	0.456833333333333
MARCKSL1	0.232
ZNF496	-0.5075
SCAF1	0.131166666666667
KCTD8	-1.006
TRAF3IP3	-0.544
LSR	2.497
CXorf1	-0.0246
C14orf112	1.0035
EIF2B1	-0.05075
OMP	0.4405
GSTZ1	-0.93125
LOC92017	-0.19525
ISLR2	-0.204
C12orf36	4.089
GATA2	-2.39283333333333
GABRA5	-1.924
CELSR2	-1.83807142857143
STAM2	0.00439999999999999
TNAP	-0.1125
PTPMT1	-0.324333333333333
GRP	3.73925
SV2A	-1.96116666666667
MAGEA12	-2.87075
CACNG1	-1.337
C18orf19	0.23075
GSG1	-0.728666666666666
PTPRJ	0.152857142857143
FRMPD1	0.5295
ZNF668	-0.2755
PLEKHJ1	0.258875
ADAT1	-0.8602
TMEM50A	-0.0963
UCN3	0.561
HOOK1	2.696375
IL17B	-1.1405
MLKL	0.697166666666667
TTC14	-0.9565
KLHL5	-0.651375
CRYL1	1.34733333333333
FOXH1	0.2615
NFYB	0.439625
PPM1G	-0.488
GOLGA2LY1	-0.493
NMT1	0.034375
HADHA	-0.1001
CHSY-2	-0.01375
PLEKHF1	-0.599214285714286
SAGE1	-3.749
MUSTN1	-0.21775
SUHW4	0.9725
TFEB	1.20283333333333
ZFYVE27	0.056
ATG12	-0.229833333333333
BMI1	-0.0788571428571428
ZIM3	0.661
MYH4	1.75825
MASP1	-1.263
KIAA0984	1.1625
RPAP2	-0.48375
ASB5	0.173333333333333
BOLA3	0.1615
MIA3	0.0898333333333334
KRT35	0.2635
KIR3DL3	0.2925
MRPL51	0.07575
SEMA3F	-0.953
NDUFB2	0.547833333333333
LOC253012	3.897
FAM46C	-1.4871
G6PC	-2.10271428571429
CSAG3A	-4.22866666666667
PREX1	-1.8505
SLC25A45	-0.56275
MAPKBP1	-0.5336
CPE	0.9888
GNB1	-0.83275
CXCR6	1.306
TRIM46	-0.38825
C16orf3	0.084
HPSE	1.536375
TIGD3	-0.3845
SPG3A	0.38025
LCAT	-1.9225
ST6GAL1	1.03861111111111
POMC	0.552
FLJ36031	-0.1855
NSMAF	0.252666666666667
SKIL	1.5365
ADSS	0.284
HMGCS1	-0.546
POLR3F	0.3295
RAB10	0.2655
ZNF277P	-1.02925
ZBTB7B	0.289625
DHRS1	-0.586
ABCC13	2.146
CNOT3	0.52075
NFKBIA	0.3975
GAK	0.122
SFT2D2	1.21483333333333
HOXA6	1.089
CRTC1	-0.240875
LY6D	-0.669333333333333
C20orf72	-0.2605
CPT1A	0.898
LMO1	-1.7735
EIF3I	-0.08575
PRB4	0.596666666666667
MCM3APAS	-0.210625
C20orf132	-0.7166
FOXF2	-1.694
S100A12	0.357
MLH1	-0.941333333333333
ACTN1	0.23
MRPL36	-0.223166666666667
C20orf106	0.337
FBXO6	0.5905
MKS1	-0.198833333333333
CX3CR1	-4.444375
PDE1B	-0.715
PLP1	-3.86675
KISS1	0.887
C14orf2	0.617833333333333
TBC1D3P2	-0.92725
COMMD6	1.8055
ANKRD7	-3.1595
PTCHD1	-2.38328571428571
NARS2	-0.0985
DOCK7	0.00962500000000002
FAM127B	-2.713375
LOC390243	0.208166666666667
N6AMT2	1.084
ZNF391	-0.681
DNAJB14	0.413333333333333
WRB	-0.00362499999999999
BPI	0.259818181818182
TTC4	-1.0385
FAM10A5	-0.547
GOT1L1	0.3332
MAGED1	-0.72175
RESP18	0.166
WFDC6	0.24025
MT2A	-2.039
C11orf56	0.83225
KIAA1432	0.2545
ROR1	-0.713875
HSD17B14	-0.1425
ZFAND2B	0.34875
SAMD4B	0.53525
HEXA	-1.139125
HNRNPU	0.351818181818182
USP39	-0.241
NRD1	-0.743
R3HDML	0.637
FLT4	-0.148333333333333
OMG	-0.0453333333333333
OR52N4	0.244
LOC399818	-0.01275
ELA2	-2.19475
VENTXP1	-0.061
RFC5	-0.5925
OR52L1	0.465
PAX5	0.227
FBXO2	-2.46475
GMEB1	0.202
AKT3	-1.50416666666667
CRB1	-1.1465
CTTN	-0.105333333333333
UTP15	0.270333333333333
HSBP1	0.118833333333333
PHF11	1.507
NDEL1	-0.817333333333333
USP8	0.213
BAIAP2	-0.4606875
SI	4.914
ARSJ	0.832833333333333
BAAT	-2.81275
KCNS3	1.117
LOC126147	-0.264333333333333
TMEM37	0.61275
C1orf162	1.32933333333333
MBD1	-0.3023
ITGAL	-1.283
WDR73	-0.131166666666667
GKN2	0.215666666666667
ARFGAP1	-0.8135
SLC5A8	-0.0605
ZBTB40	-0.1966
CYP4B1	-1.18033333333333
LYPLAL1	-0.749
CHST3	-1.88875
MAP3K9	0.256
BTAF1	-0.6095
TFAP2E	-0.0075
RBM35B	1.5135
LOC441251	-0.132833333333333
ANKRD25	-2.04516666666667
UQCRC2	0.776
MAEA	0.339583333333333
HYAL1	-2.4619
RNPEPL1	0.1635
CPSF2	0.202375
PSD3	-0.9759
ABCA13	0.344625
AGR2	3.056
GBX1	-0.9835
HDLBP	0.566142857142857
ACY3	0.13225
HECW1	0.02275
ZNF519	-0.2275
HOPX	2.423375
ZNF304	-2.675375
OR12D3	0.575
FKSG43	-0.2305
METTL1	0.904875
MFSD3	0.7564
PSPH	-0.42675
CLCA3	0.5485
DARS2	-0.350666666666667
CDC25A	-0.2785
BAIAP2L1	0.864
B3GNT5	2.481125
USP29	0.42575
ARHGEF10L	2.5363
ATOX1	-0.514625
ADAM30	0.6415
DNASE1	1.17175
STT3A	0.72575
RAB6IP1	-2.72725
PTN	-1.2217
C1orf106	1.98853846153846
HECA	1.29825
RNF122	-0.7455
SLC22A18AS	0.6145
GNG8	0.285166666666667
ELP4	-0.14175
FAM65A	-0.393
RPL10A	-0.372666666666667
IRS4	-0.23
MACF1	0.2232
SEC24D	-0.24675
LOC374395	0.17975
TGFB2	-1.825
MDFIC	-2.013
CHRNE	0.4785
PCMTD2	0.113666666666667
ATP6V0D1	-0.0241666666666667
MTA2	0.86375
LZTR1	-1.29283333333333
RAP1A	-0.0305
AXIN1	0.052
POLR1C	-0.35325
TRIO	0.17125
PLXNA4A	-1.19725
C5orf33	-0.16525
DEPDC1B	-0.06575
ZNF473	0.701666666666667
MTM1	0.808625
GPR107	0.457166666666667
CSNK1A1L	0.327666666666667
FLJ14154	-0.9225
NLRC4	1.97275
ENPP4	2.049
PADI3	0.6285
RNF170	0.423625
CG018	-0.804
C16orf7	-0.9205
KCNE1	0.81125
NRM	-0.999666666666667
SLC37A3	0.412285714285714
TPD52L2	-1.14366666666667
UNC5B	0.621
C12orf12	0.415333333333333
SDHB	-0.11375
CLRN1	0.00150000000000001
NUDT10	-3.59966666666667
UGT3A1	0.341
FBXW8	-0.216
RHOF	0.552875
PTPLAD1	-0.184375
MYO3B	-0.7135
DERA	-0.14025
TPP2	0.14925
C19orf53	0.052
GINS3	-0.178125
ST6GALNAC5	-0.9455
CHSY1	-0.88775
MGC15705	0.431
GPR83	0.451333333333333
EXT2	0.38675
DOLK	0.11375
TUBAL3	2.5395
ACVRL1	2.8434
ABL2	-0.419416666666667
C14orf156	0.4985
PTPRZ1	-4.536125
DIP2C	-1.493125
LAMP1	0.072
RXRA	-0.3503
MAP3K5	1.49025
ALKBH1	-0.102166666666667
PDLIM7	-1.0095
ARL14	4.7855
SNIP1	-0.475333333333333
TIMP3	-0.369083333333333
RGS3	-0.328833333333333
SPAG16	-2.1019
ABHD4	-1.76925
ARHGEF12	0.235333333333333
GLUD2	-0.7145
RAC2	-2.256
UAP1L1	-1.3975
SLC18A3	0.191
YOD1	-0.437
RALY	0.00925
HMOX2	0.77775
DGKH	1.92925
DBNDD2	2.20116666666667
YIPF4	0.661625
THAP10	0.48875
ZNF513	-0.1635
HAGHL	-0.894333333333333
ITGB4	1.35733333333333
CCDC141	-1.092
YTHDF3	0.909
C5orf28	0.5205
RPL7L1	-0.584125
TMEM30B	1.70857142857143
ANKRD35	-0.6215
DUOXA2	3.53925
TBC1D5	-0.214875
DFNB59	-1.086
HRH4	0.68
MYO6	1.6529
DNAJA4	2.09425
RBM24	-1.64225
CEACAM20	-0.1895
RBM23	-0.853571428571428
NGFB	-0.0575
C1orf63	-0.2625
KRTAP7-1	0.3165
PERLD1	2.168
NPB	-0.374
C17orf59	-0.2718
HSPBAP1	0.241
SLC15A4	-0.03025
PRTFDC1	1.40375
OSMR	-2.79742857142857
CYSLTR2	0.001
C19orf25	0.00620000000000001
KIAA1797	0.5845
NLRP6	0.507
FAM105B	0.1844
SCRN2	-0.308666666666667
LRRC58	-0.2803
RNF17	0.2955
NEIL3	-1.251
FAM137A	-2.05275
SKP2	-2.34725
PARVA	0.524666666666667
PKLR	-1.3985
RNF34	0.24275
A3GALT2	0.03
C12orf50	0.208333333333333
SUNC1	-0.62025
FAM102B	0.148666666666667
CCT2	-0.22725
LRRC37A2	-0.265
ARF4	-0.145
SIKE	0.55175
C8orf48	-1.39933333333333
MBTPS1	-0.4025
GPSN2	-0.7545
NCF2	1.52925
SLC12A6	-0.139
MRPL48	0.717
HMGN3	-0.293333333333333
LRRC62	-1.47375
PAX9	0.227125
FAM55A	5.1155
C20orf42	4.078
SCML2	-1.217
BCL9	0.576
FAM40A	-0.26425
C9orf41	0.428833333333333
ZNF774	1.1335
LETM1	0.09975
PLXNB1	0.226333333333333
NIPSNAP1	-0.943
USP10	-0.397
F9	0.696333333333333
LIPE	2.45975
CNGB3	0.872
C12orf52	0.314
PI4K2A	-0.55775
MED8	-0.236
STAT4	0.6661
FGD4	2.01133333333333
RNF145	-0.0903333333333333
WDR32	-0.0476
CLDN2	4.53316666666667
TCEAL8	-0.36525
ZMYND8	-0.5403
PDXK	0.2934375
GATAD2A	0.947
PTGES3	0.524
CCM2	-0.639
TAP1	1.528375
ZNF670	0.648
ETS2	2.84285714285714
C6orf166	0.127333333333333
PRMT2	-0.598142857142857
OR4B1	0.4125
INTS8	0.329
CCDC102A	-1.43975
CCDC83	-2.181
ITGA1	0.5914
EPHA5	-2.11233333333333
FAM24B	-2.31483333333333
TSGA10	3.12425
HAL	-2.0745
MYOT	0.3955
SPACA3	4.05025
BCL2L2	-0.0691666666666667
CUGBP2	2.1795
CCNB3	-0.102
RNF113B	0.24525
MERTK	-0.42
BAG1	-0.164
VPS36	1.1145
ORMDL3	0.2222
C1orf190	-1.82625
ZNF625	-0.3915
CORO2B	-2.4065
ALOX15	-1.836
CST1	2.747
NUPR1	0.551666666666667
CCL7	0.29425
SMCR5	-3.17
DSC2	3.7605
RBMS2	1.071
GRIK4	0.02
TRIM65	-0.1686
TMPRSS6	-0.759428571428572
TP53INP2	-0.58075
GLB1L	-0.3855
LOC388284	-0.937833333333333
PUS1	0.843785714285714
BCL9L	-1.147
OLFM1	-2.269
RET	-2.471
MASTL	-0.999833333333333
ALX3	0.25525
IL1RL1	-0.0308333333333333
ZNF765	0.2143
C14orf138	-0.67425
SNX10	-1.33683333333333
TAC4	-0.188
C1orf64	-3.38925
POGK	0.433125
MAPK9	-0.11125
ZNF366	1.42425
C8orf79	0.2667
CLDN7	3.22925
OR5AT1	0.43
TRIM37	-1.73375
LRRC25	1.4255
GRHL2	3.0118
TEKT3	-0.71575
LASS5	-0.718833333333333
ABCC4	0.176166666666667
DLG3	1.48675
VGLL1	0.037125
ZFP36L2	2.40266666666667
MFRP	-0.316833333333333
KIAA1799	-0.557
FLJ44379	1.548
PCNX	-0.11975
ANXA9	-1.454
CYP4V2	1.1331
PIK3C2A	0.3215
SRR	-1.429
NOL3	-1.76225
IFITM2	0.3065
ARNTL2	0.1815
ZNF595	-2.87025
NLRP13	-0.265
ASPH	0.79175
CPA2	1.093
PVRIG	-2.14716666666667
LEPR	-0.976666666666667
C16orf42	0.0515
SH3BGRL	-0.5965
FAM77D	0.8214
FNDC7	0.7085
C9orf6	0.0476666666666667
NOTCH2NL	-0.385
PGBD1	-0.9825
SYNGR2	1.01683333333333
PITPNA	-1.0204375
PRPF4B	-0.6465
SLC43A3	-3.00257142857143
NRBP1	-0.79425
SLC25A22	0.10375
ILK	-1.10325
SLC22A8	0.6565
MRPS7	0.1485
PITX2	3.68
FABP3	-0.631875
OR1L1	0.1875
LOC728215	-1.290625
BLID	-1.708
KIAA1217	1.50917647058824
TFPT	0.3415
AP4B1	0.305
VBP1	-0.77375
OR1K1	0.1005
MORC3	-0.25525
BHMT2	-2.55216666666667
C3orf10	-0.2905
FZD7	-0.264
WFDC10A	-0.332
PMS2CL	-1.017375
CCDC32	0.485166666666667
FA2H	2.5545
ALG13	-0.9425
TTLL7	-1.92088888888889
SPOCK3	-0.2795
SLC13A2	0.8155
AIM1	2.34375
GPRC6A	0.066
EGR2	2.1195
MED11	-0.662
WWC1	1.44125
SH3GL3	-4.63425
RIF1	-0.124142857142857
PRLH	-0.077
VLDLR	-1.91
DBT	0.289625
C21orf63	-0.00475
CGGBP1	-0.78375
KRTAP12-2	1.27
TADA3L	-0.969
ZBTB16	-0.18175
PDGFB	-0.166
RFX1	0.296625
UQCRB	0.6492
LOC133874	0.249
HPS3	-2.85625
LGALS3BP	1.0301
DKFZP564O0823	4.22764285714286
MRFAP1L1	-0.460375
HOXA10	2.66283333333333
NGB	-0.556
KIF21A	1.54176923076923
IFLTD1	0.018
LZTS1	-2.429875
ARHGEF3	0.32725
RHBDL3	-1.945
CSNK1G2	0.177583333333333
ChGn	-1.494875
KIAA1244	1.52416666666667
GABRB2	0.2615
MGC72080	0.1845
CD27	3.16725
EGLN1	-1.2413
PEX13	0.60825
RWDD3	0.14275
RNF12	-0.405333333333333
GRIN2B	1.375
ADAMTS14	-0.41875
DYDC2	-1.83933333333333
ATP6AP1	-0.4517
NR1H2	-0.792833333333333
PDK2	-0.07175
C3orf17	-0.320666666666667
SLC38A2	-0.662785714285714
SLC25A29	-1.30916666666667
C15orf29	0.694375
ADAM9	-0.17375
TMUB2	-0.016
GPR176	-1.0155
AGK	-0.585625
MCCD1	-0.04825
NDUFA4	-0.04575
TMEM146	-0.1735
DUSP1	0.841
UNQ6975	0.675
EMX2OS	0.387
INSM2	0.103
LUZP4	0.15125
SETD6	0.16425
P2RY2	2.103
SLC45A2	-2.442
RABGAP1	0.0693333333333333
UBXD5	-0.642125
GPRC5A	1.8465
PAK3	-1.539
LOC63920	-1.6805
TGFBR1	-0.00860000000000001
KRTAP6-3	0.57025
SFMBT2	-0.59675
CDC42	0.5928125
C11orf35	-0.2165
TTLL2	0.142333333333333
UACA	0.196083333333333
CD97	0.3081
SETD5	-0.42175
NINJ2	-0.7105
PTER	1.23816666666667
POMGNT1	-0.55975
KRTAP4-2	0.063
ECGF1	1.182
HRB	0.712181818181818
ATP1B2	-0.4884
LOC400506	0.36325
COL4A3BP	0.57475
C6orf97	-0.251
GRHPR	-0.531875
TAS2R1	0.0205
SEMA7A	-0.876
EDF1	-0.04425
ODF2L	0.5644
PCID2	-0.304333333333333
GTF2H4	-0.744
ZCCHC3	-0.569875
CGB2	0.325666666666667
NEUROD1	0.1105
C20orf75	0.5355
RP5-1054A22.3	1.78933333333333
IFNA5	0.0525
ZNF134	-1.80025
MGC119295	-1.0941
ZSWIM6	0.586
SMEK1	0.501833333333333
PCGF2	-0.225875
C1orf102	0.473
CYP2A13	0.0475
KCNH6	0.0679
MDM1	-0.0234
ALDH7A1	-0.0436666666666667
C9orf75	1.32275
VDAC3	0.077625
OR51T1	-0.373
EIF3F	-0.245833333333333
KCNJ10	-0.460375
LENG8	0.45675
EDEM2	0.164583333333333
CCNJL	-0.0896666666666667
DHX37	0.4885
CRYGN	0.5825
AATF	0.1395
ZNF630	0.30925
E2F5	0.855
WFDC13	-0.661
FTSJ3	-0.404833333333333
C4orf33	0.53575
LHFPL4	-2.97175
C19orf56	-0.644
SMAD4	0.41375
AFM	-0.5995
G0S2	-1.12675
FCHSD2	-0.0685
RRP1B	-0.4291
EEF1B2	0.1565
STAT6	1.12933333333333
ZNF195	0.45
GNL1	-1.2635
ZNRF2	1.4535
PER3	-0.48
ASB16	0.22575
C10orf10	-0.563428571428571
ADCY8	-3.1402
C9orf58	-3.4015
ARMC10	-0.177666666666667
PSG1	-0.6725
DHX34	-0.09475
VARS2	-0.483
NFIC	-1.34625
ITPR2	0.4395
AGXT2	0.2808
OR6K3	1.046
H2AFZ	0.0170833333333334
MLLT3	1.96575
COX4I2	1.18275
CCNT2	-0.32325
PLK4	-0.664375
NUMBL	-0.524
MED16	-0.1105
PLEKHQ1	-0.142
GOSR1	0.9035
BTG4	0.129
RPL30	0.676083333333333
IGSF5	-1.3135
IGFL2	1.01933333333333
ELMOD2	0.411666666666667
SHC3	-1.05333333333333
HAVCR1	-0.1235
DYNC2H1	-2.106875
RNF5	-0.9465
C2orf7	-0.35925
NLF1	1.127
KLHL25	0.67375
LRP10	0.2801
KRI1	-0.546
PUS7L	1.06683333333333
MGMT	0.516
HOXD1	0.9735
CSH1	0.2419
ATG16L2	-1.38825
FLJ44635	1.033
CHODL	0.0695
EXOSC8	0.21425
SLC28A1	-1.09625
MYO7B	1.49
SEH1L	0.6729
MTNR1A	0.1275
TSPAN5	0.690166666666667
CDC45L	-1.89766666666667
AMIGO1	0.4215
ATAD3A	-0.4465
OSGIN2	0.485166666666667
PDIK1L	0.827166666666666
DARC	0.984875
PIPSL	-0.3045
SHMT1	-1.3325
CRISP3	0.1485
POPDC2	0.216333333333333
ZRANB2	-0.691833333333333
FBXL8	0.36325
TRIP13	-0.873545454545455
EIF5AL1	-0.8625
POU5F1P3	-4.03983333333333
IL6	-0.748333333333333
CXorf38	0.231
IFNA16	0.109
FBXL2	-0.234
BRD1	0.8155
STATH	-0.161666666666667
FBXO44	-1.28583333333333
MCCC2	-0.07325
CDC2	-0.6162
C5orf23	-2.9655
IVD	-0.298666666666667
C10orf122	-0.66575
MSL3L1	0.2601
MVP	0.75775
EPOR	-2.1511
ZMYM1	-0.663333333333333
BCL7C	0.023
PSTPIP2	2.1217
LYPD1	-1.472125
OR8G5	0.283
ZP3	-0.1145
BCAS4	-0.777416666666667
EDG6	1.08625
ISY1	-0.39675
PRAMEF2	-1.2375
CUL1	-0.6455
RNF213	0.8523
CCRK	-0.0035
DHX9	-0.172
C13orf29	0.01075
NCKAP1	1.2625
MRPL43	0.0815714285714285
XPR1	0.34975
PKN2	0.5325
PODNL1	0.00899999999999999
ZNF333	-0.24525
DALRD3	-0.369
OPN1SW	-0.2215
BTBD6	0.343
C11orf82	-0.575
OR5P3	-0.1065
DUSP11	-0.21325
L1CAM	-1.4878
NEK11	0.313666666666667
OR7E91P	0.989
CNTN3	4.3481
CREB3L2	0.62475
ZBTB37	0.154
KIAA1324L	-0.36625
NDUFB10	0.318
NUDT2	-0.476
GTPBP8	-0.0865
CACNA1D	1.501125
PRKAA2	-1.59483333333333
PRDM8	0.618
MGC16075	1.73266666666667
KRT14	-1.69957142857143
PP8961	0.8505
MRPL18	-0.10175
ABCG2	-2.98275
PACRG	1.68225
BBS2	-0.18575
KREMEN2	-1.8095
FBXO21	0.853
HNRPUL1	0.713666666666667
GRB10	0.083
CLSTN1	0.989
LMAN2	-0.6311
C17orf61	-1.04475
NIPSNAP3A	0.461
INSIG2	-1.13666666666667
PCDHB7	-0.999333333333333
STXBP2	0.23275
CMAH	-0.965916666666667
SEMA5B	-1.695
ZNF155	0.7265
COQ6	-0.845333333333333
PRPF4	-0.10775
TSPAN15	2.6619
VN1R5	0.172
LATS2	0.0635
SELK	0.26525
PGK2	-0.1045
MS4A1	-1.644375
TYW3	-0.2605
KRTAP5-1	0.66025
RCCD1	-0.798
BTN1A1	1.117
DDX28	0.518
TMEM65	0.93625
LOC92345	0.37025
TTC31	-0.8725
WDR46	-0.968166666666667
CHP2	5.13033333333333
LSP1	-0.901
ZNF542	-2.31625
EXOSC1	0.1735
ARHGAP18	0.8355
LRRTM4	-0.57225
MAOB	-0.620583333333333
CACNB4	-0.99375
MGC33846	0.097375
RANBP3L	-0.637
ATP5L	0.079625
ONECUT1	-0.6505
NUDT9	0.47225
TMEM149	0.192
STX17	0.681
IGSF10	-4.9485
TMPRSS9	0.573
BMPR2	0.258818181818182
ALLC	0.37375
KLF7	1.2005
GCC1	0.5908
TIMM9	-0.19875
CDO1	-3.19266666666667
MGC10701	-0.603166666666667
IFI6	0.571666666666667
FRMD8	0.34125
MGAT2	0.545
WBP5	-0.314
CNIH2	-0.4445
KIAA0907	-0.7934
KCNH8	2.819
CTSG	-2.9255
GRIK1	-0.252833333333333
CUL5	0.432125
FRMD1	0.688
OR9A4	1.132
SYT6	-2.577
FOXD4L2	1.90075
ANAPC2	-1.0175
OPN5	0.5735
TAF13	-0.231
LYG2	-0.47575
GGNBP1	0.203
C11orf40	0.124
OTX2	-1.1045
REG4	4.78933333333333
EIF5	0.35125
PALB2	-0.11075
SEPSECS	0.312
RNASE3	-0.683
TRIM49	-2.0695
POLR2K	0.897
GPR42	0.011
C8B	-2.905
SASS6	0.57725
PREB	-0.486166666666667
OR3A3	0.8945
TUBA8	1.044
IGLV2-14	-1.4565
STIL	-1.21425
ANKFN1	-1.38316666666667
NME7	-1.49725
HOXC12	-0.583
UBE2C	0.820125
FHOD1	-1.808
CDK2AP1	0.0283333333333333
OR6K2	0.3435
DHPS	-0.61925
RPL5	0.148583333333333
TRGV5	0.4995
LOC541472	0.17275
HCCS	0.5045
DENND1B	0.681
LHX3	0.783
OR5D16	0.0135
CXorf57	-0.981333333333333
IRF2BP1	1.111
NDST2	-0.0365
LCE3D	0.1595
BOLL	0.386
SYT3	-1.56575
PIH1D2	-0.4725
C20orf7	0.528166666666667
IL1R2	3.2985
SLAMF9	-0.3635
PPME1	0.141625
PIK3CA	-0.74125
TRAPPC1	-1.018375
COLEC10	-0.99825
SLC9A6	0.2465
PDDC1	0.130666666666667
CCDC53	0.99775
GK3P	0.00449999999999998
DAZL	-0.54925
BRI3	-0.118
SDK1	-1.232625
CYP2C18	3.39075
IFI44L	1.67775
RPL3L	0.874
FUT9	-2.2012
KIFC2	-0.1505
PMP2	-0.3635
SLC4A9	-0.5435
PLAG1	-1.3795
MYCBP2	0.7525
OR4E2	0.291
CCDC65	-0.3235
C16orf82	-0.00137499999999998
ENTPD4	-0.65575
BRP44L	0.314125
PMP22CD	0.0915
TMCO4	0.614833333333333
KCNN1	-0.635
WDR35	-0.45325
CCDC80	-1.64325
C3orf31	-0.5725
SLC7A9	0.27575
TMEM190	-0.83425
DBC1	-1.83533333333333
FADS3	-1.94616666666667
PDZD8	2.454
GRM5	-0.241625
AZGP1	0.1397
PEX3	-0.2325
MED1	0.727428571428572
ATG4C	-0.929666666666667
HNRPH3	-0.07675
FAM109B	1.36475
C4orf17	0.1525
CA10	0.731
OPRD1	0.0665
CCL16	-1.4045
SACM1L	-0.71
CST6	4.5835
