Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
GAS8	0.317666666666667
PATE	0.3915
IMPACT	0.449625
WNK4	-2.85516666666667
HNRPLL	-0.1945
GAD2	-0.0905
ITGA6	2.72425
BMP15	0.5105
CYP2A7	0.437125
RIC8A	0.0165
CCND1	0.131916666666667
USP35	-0.4505
DSCR2	-0.6245
CCL4	6.02333333333333
ZCCHC10	-0.108
NOL11	-0.4265
TRPM2	2.24816666666667
PSMD2	-0.343727272727273
CHTF18	-0.71125
USP18	2.469125
RRAS	0.37225
LAMC3	-1.939
TOX	-0.992166666666667
PCDH15	0.3515
GABRG3	-3.04375
NUDCD2	-0.49225
SGCZ	0.873
KCTD17	0.5601
SPSB2	-0.349
TPPP3	-0.3455
CILP2	-0.591833333333334
CALB2	2.159375
CEBPZ	0.067
ZNF479	-0.548
FMOD	4.635
C21orf66	-0.587571428571429
CLN6	0.184
ANAPC1	0.034875
SH2D3C	0.09375
PTPN14	-0.4005
TRIM42	0.28475
APTX	0.162
SNRPG	-0.61
BMS1	-0.35675
MAGEA3	-5.134
NFATC3	-0.465083333333333
LRRC45	0.356666666666667
ARS2	-0.472428571428571
LRIG1	-0.411333333333333
EPSTI1	4.09183333333333
PRSS27	-0.325
ERC2	-1.076875
PRKACB	-0.757928571428571
PRDM13	-4.007
HCG27	-1.17275
KLK12	-5.137
HSD17B7	-1.448
ZNF354A	1.48225
PCDH11X	0.865
DMGDH	-2.01025
PCBD2	0.3635
TMC6	-1.220375
RIMS1	-0.100571428571429
SF3B2	-0.470333333333333
RCN1	0.674166666666667
CPB1	0.19475
BCAR3	-0.965
FCRLB	0.452875
PAK1IP1	-0.542
OR10H1	0.6505
KIF9	1.2826
PITPNM2	-0.04575
L3MBTL4	-0.46675
TGFB1	0.0472
ZXDC	-0.1635
SLC6A16	-1.0665
SRrp35	-2.401875
LRRC8E	0.91325
PPIAL4	-0.9175
EOMES	2.54866666666667
PAX2	-0.1275
SCARF2	-0.054375
PSEN2	0.483416666666667
PCDHB13	0.60275
C10orf28	0.166875
DHRS7B	0.915785714285714
C1orf131	-0.421
ASB1	-0.9644
ZNF223	0.502833333333333
LCMT2	0.54175
MEP1A	0.592
TMEM53	0.44625
RSPH3	0.2755
C10orf33	-1.1545
LOC644285	-2.26225
PTPN9	0.746666666666667
ABCA12	-1.4915
CCDC37	-0.99525
RUNDC1	0.0159
YES1	0.0881666666666667
FAM120AOS	-0.32375
OR5M3	-0.536
PPP1R3F	-0.235916666666667
IL13	0.343
MDFI	1.0595
PRNT	0.81225
ZDBF2	-2.4585
OR10C1	0.399166666666667
CLIC1	0.0726666666666667
LILRA5	1.80666666666667
CSAG1	-3.05166666666667
TREML2	1.5925
FAM125A	-1.066
ZNF74	-0.50575
FAM104A	-0.52025
LRRC39	-2.74
SAMD5	2.38775
HYAL2	-0.2245
HIST2H2AC	-0.75825
IGFBP5	-0.212434782608696
NRTN	1.4
KIAA0556	0.1502
FAM29A	-0.641
JMJD2A	0.536
EPHB1	-0.319
POLD4	-0.3245
ANAPC10	-0.511
LRRC36	-1.90825
MEGF6	-0.268375
LPHN3	-1.6315
BMP10	-0.376833333333333
C21orf55	-0.355
CREM	-1.45566666666667
PTGER4	1.43066666666667
METAP1	-0.03275
KCNQ1	3.54566666666667
NR2F2	-0.547625
SSFA2	-0.152166666666667
CTTNBP2	-4.25925
BCL2A1	0.97775
ZBTB24	0.31375
SLCO6A1	-1.13575
PRDM1	1.8083
OR7D2	-0.224833333333333
CCDC47	-0.0088
LOC646982	-0.002
SLC26A6	-1.10083333333333
BIN1	0.4756
SRRM1	0.141428571428571
PCSK1N	-0.420875
ALS2	0.1351
ECT2	0.957263157894737
CACNA2D2	-0.740375
DOCK6	0.27425
C10orf119	1.3405
FATE1	0.60625
DUSP23	0.98225
TRIP6	-0.6095
NUP35	0.0135
CDH3	3.096
KLHDC8A	0.03675
C9orf116	-0.321625
EI24	0.287
CENTD1	1.93866666666667
RWDD2B	-0.243833333333333
DOCK1	0.898
NPAS2	0.5415
NR3C2	2.8515
FAM63A	-1.18541666666667
INPP5F	-0.8385
FAM111A	-0.5322
MYBL1	-3.29436363636364
IQGAP3	-0.119333333333333
CRADD	-0.8215
DUSP12	-0.79625
PDZK1IP1	4.04
VASH2	-0.975
CTR9	0.15775
VIL1	-2.27175
OR8U1	0.215666666666667
CCDC107	0.471
PTTG1IP	-0.4215
OR4X2	0.53
COL9A1	-1.903
PSMD9	0.54
ZFP62	0.39475
TIP39	0.42225
PARP15	0.8095
TTC19	1.20525
C1orf114	-2.09333333333333
GFPT1	0.1225
SLC27A6	-2.829
MRPS10	-0.2718
CALML5	-3.18
TRPM7	-0.258
CGNL1	-1.867
CECR1	1.30225
SERPINB8	1.73933333333333
TMEM102	1.341375
PDIA2	-2.267
NUCKS1	-0.636
HOTAIR	0.53525
EBI3	0.6655
NXN	0.2305
ZMYND19	0.269
FOXJ3	-0.39625
EIF5B	0.103
EIF2B4	-0.841333333333333
LEO1	-0.3685
ZIC5	0.629583333333333
IL20	-1.67833333333333
KIAA0415	0.00475
FLJ37357	0.091
TSPAN12	1.76025
ACTR3B	0.693875
TFAM	0.622
IL17RD	0.03875
PARP12	2.77725
KLHDC7A	0.5065
KCTD4	0.326333333333333
GTF2H1	0.228
FLCN	0.677666666666667
BIRC4	0.649625
LOC790955	0.1125
VKORC1L1	-0.04725
CYP4F22	0.0158333333333333
TAS2R5	0.919
ZNF582	-0.8085
HS3ST3B1	-0.28275
CTNS	0.31875
STK36	-1.325
MMD2	0.523
RP5-1103G7.6	0.837
FLJ23356	-0.247
CRH	-0.23575
C1orf182	0.0731666666666667
ACP5	3.528
AMFR	1.3126
CA4	-1.541
PLCB4	0.873875
MPHOSPH10	-0.237
UNQ473	-0.349333333333333
G3BP2	0.0135
SR140	0.06775
HOXA2	1.55925
PYGB	-0.56575
BAT1	0.181833333333333
DKK3	-0.200666666666667
DDX31	-0.300375
TULP1	0.30625
NHLRC2	0.41225
TNRC4	-0.514833333333333
ZNF430	-0.73325
TNRC6A	-0.217625
PLA2G1B	0.517166666666667
RCHY1	0.7915
GTF2A2	0.291
MGC4294	-1.566
ZNF691	0.08225
TACC3	-0.10725
DNAJC5G	0.25025
LOC4951	-0.238
MS4A4A	0.365
LOC152485	-0.076
PPP1R2P1	-0.6055
PPP2R5B	-0.272
RPGRIP1L	-0.2785
SPOP	-0.3163
PTPRF	-0.05075
MGC42090	0.3195
SUSD3	0.8485
THOC4	0.283375
MAML1	0.3795
FXR2	-0.409666666666667
TYK2	-0.387875
MUC6	0.403
DNAJB7	-0.1345
PIP4K2A	-0.2755
MEX3A	-2.898
RRP1	-0.202625
TFAP4	0.8275
CXorf41	-0.201666666666667
MTMR4	-0.064
CTLA4	1.841
SNX9	0.81675
CIB3	-0.137666666666667
NECAP1	0.69525
PLA2G2D	0.2204
GLMN	-0.268333333333333
DCLRE1A	-0.56875
PDX1	0.152
SAMD11	-0.73825
MRPL55	-0.3554
TLR7	0.507125
TBC1D21	0.638666666666667
SMAD1	0.9145
ACTRT2	0.513
RIOK2	-0.6985
PDLIM4	-1.321
SLC22A15	1.5395
ABHD13	1.021
STX18	0.5843
CCPG1	0.1825
DCBLD1	1.951
SLC2A6	-0.5595
NOLA3	0.1195
TRDMT1	-0.211357142857143
IL17F	0.9345
ATP1A4	0.292166666666667
OR52W1	0.5325
CFL1	0.0935
IL4	-1.139
RBP2	-0.5505
CPSF6	0.934625
TTC8	0.439833333333333
MUCL1	-3.8865
EYA3	-1.2275
KRT38	1.14025
GNE	-0.6695
ZNF501	1.25025
SLC35A2	0.561625
CEP110	-0.4066
MYF6	0.2865
MGST2	0.987166666666667
TRPV4	-0.397166666666667
NEK8	-0.4685
NOX5	-1.862
NCKAP1L	0.111833333333333
EMP3	-1.687
BPY2C	0.741
C1orf38	0.909875
ELOVL2	-2.51383333333333
CBX7	0.761583333333333
OSBPL1A	0.890333333333333
ZNF589	-0.6025
ESCO1	-0.0218333333333333
TRA2A	0.344833333333333
C3orf26	-0.87925
PHF2	0.615583333333333
PID1	0.1515
RFC1	-0.195875
MTAP	-0.142625
ADORA3	3.88583333333333
LOC389458	2.512
TRNT1	-0.378
CRIPAK	0.24425
RAI2	0.383166666666667
ANKRD44	-0.059
GZMB	5.73275
NFE2L1	-0.3095
STIP1	-1.14
RASL11B	-3.545
NT5DC2	-0.998166666666667
LRP2	-0.592125
MTDH	-0.043
ARSG	-1.651
HSP90AB1	-0.314166666666667
CT45-6	-5.99525
ZNF483	-0.54125
LMBR1L	0.446
S100A2	0.3497
C2	1.18616666666667
C2orf27	-0.88
EIF4EBP1	-0.428
GCKR	-3.49116666666667
PPP1R9B	-0.082625
FER	-0.21275
SNRK	0.451333333333333
OR5M10	0.53
UTP6	-0.33325
CAPZA3	0.51575
FBP1	0.629444444444445
TERT	-0.5465
CCL1	1.2195
FUCA1	1.93725
ALS2CR8	-0.542166666666667
KCMF1	0.745916666666667
SRCRB4D	-2.1225
OXCT2	0.0433333333333333
IL17RA	1.64816666666667
MPP5	-0.019
SPA17	-0.5295
FLJ10986	0.3295
GALNT14	-5.7165
CXorf27	-0.95475
NPLOC4	-0.42975
RAB34	-2.70275
KRTAP3-3	0.113
ARSD	1.623
CPLX2	-1.8092
PJA1	0.044
WHDC1L1	0.0273333333333333
RB1	-0.3735
MTMR15	-0.555
PHLDA2	0.7357
GUCY2F	-1.485
MPV17	-0.6955
SLC35D1	0.6725
LYSMD3	-0.0211
COL16A1	-1.6505
ERLIN1	0.0881666666666667
JMJD4	0.18825
HIST1H2BK	-3.203
TP53I11	0.936333333333333
ST3GAL4	-1.9041
PF4V1	1.23166666666667
ALG8	-0.8975
REG1A	3.269
MINA	0.31325
CYB5R3	-0.409416666666667
HHLA1	0.82075
MYST4	0.2353
VASN	-2.85675
UCHL5IP	-0.2975
TFAP2A	-1.49675
MGC9913	-0.4075
C9orf97	-0.123
LOC90379	0.02
PHF15	0.787928571428571
ZNF169	0.118
KRT7	-2.0481
GLIPR1L2	0.0681428571428571
LOC116236	1.229
IQCF3	-0.04625
RDH14	0.708333333333333
HNRPK	0.162
RABEPK	-0.791166666666667
ISX	-1.634
CBARA1	0.447
RAD51AP1	-0.39675
MLL5	-0.24425
CXorf48	-6.3805
SGCD	-1.85875
PHTF1	-0.926
CA3	1.21925
CMTM5	0.2225
STX10	-0.153875
JMJD2D	-1.50825
P4HA1	0.9555
GAB3	-0.507666666666667
DHRS4	0.124
COL4A1	1.53675
C20orf20	-0.46875
OSBPL2	0.41575
PTTG2	-0.88075
KIAA1688	1.09775
STS	-1.909125
SHROOM4	0.436
KBTBD5	0.137
ALDH1A3	1.9127
BTNL2	0.0498333333333334
TGIF1	0.645
ZFAND5	0.57225
ICA1	-0.86975
NAV3	-3.5125
FLJ12331	0.65725
EPS8L2	0.9039
MNT	-0.0503333333333333
ENTPD1	2.3125
OR51E2	1.110625
STK11	0.403375
MX1	4.670125
TTTY9A	-0.00466666666666666
CX62	0.199
LOXL4	-1.419875
EXOSC4	0.46275
PURB	-0.6845
SETD1A	-0.173333333333333
RELB	2.43625
LAMB2	-0.561
HNF1B	0.0631666666666667
PNLIPRP3	-1.506
C14orf139	-1.1175
UMOD	-0.108
GRIN3B	-0.284
GPR25	0.638
ZNF512B	-3.38925
ATP6V0A1	-0.831
SRA1	-0.363
ZNF615	0.751
ZNF768	0.01925
ZNF469	1.26375
DYNC2LI1	-0.553333333333333
DNAH3	0.956
LOC387911	0.64325
LOC554234	0.31
ARRDC5	1.34275
TMEM59L	-1.96
MARCH4	-1.46025
CNOT8	-0.351833333333333
KIRREL3	-1.418
ADAM17	0.36225
MYOG	0.479
CPNE1	-0.182333333333333
AK5	-2.34775
LOC204010	0.31975
NDRG4	-0.0835
LOC130074	0.03525
PIAS4	0.128
NCOA2	0.45725
TEGT	0.6062
USP5	-0.306
ANKRD21	-3.073
KIAA0692	1.123
HAPLN3	3.0185
LZIC	-0.951
NRXN3	0.116
CDKN2C	-3.072
KIAA0226	0.281083333333333
CYB5D1	1.042
WDR68	0.07525
ABCB6	-0.8573
MRPS25	0.11925
ZMAT2	0.544916666666667
KRT25	-0.4225
RPL11	0.02775
GRAP	-0.303666666666667
LOC198437	-2.21733333333333
RORC	-1.4795
RAP2C	-0.0952142857142857
MXD1	1.0388125
AZI2	-0.455833333333333
NUAK2	1.273
AHSG	-7.378375
MANSC1	2.442
IMP3	0.0795
C2orf3	-0.41375
VSTM3	4.60025
PCTP	0.58475
SIRT1	0.298
MANBA	0.66075
CD164	0.64275
GFRA1	-4.984
PRM2	0.17325
ZKSCAN3	0.145
PLEKHG1	3.03175
TPRKB	-0.959
UBFD1	-0.3345
CDKL5	0.0103333333333333
HIST1H2BD	-1.158
INPP4A	-0.662333333333333
BMX	-0.369625
PTPRU	0.151
LOC554202	-0.0206666666666667
HOXC8	0.726625
IL12B	0.27
ADPGK	0.13775
ZNF418	-0.3305
SIAE	1.4405
CWC15	-0.53675
RP13-401N8.2	-0.149
KLHL11	0.6395
DEDD2	-0.356875
PSMB3	-0.1705
DDX25	-3.29275
ZBTB3	0.0795
GFRAL	0.068
RPS25	-0.3805
FAM57B	-1.70116666666667
TESK2	-0.446
DNM1L	0.201875
ZNF207	0.183166666666667
CLEC11A	0.33075
TOLLIP	0.5335
TMEM61	-0.526166666666667
DLK1	-5.6064
PLVAP	2.725125
NOD2	2.82216666666667
SCMH1	-0.598
FLJ40235	0.782666666666667
HTR2A	0.331666666666667
ARMC5	-0.3275
FUT7	0.6635
PRELP	0.9191
ALKBH6	-0.272666666666667
GYG1	-0.400916666666667
POLR3GL	-0.19525
COL8A2	2.80233333333333
OR10A5	0.514625
C1orf187	-1.857
TXLNB	-0.988833333333333
C16orf68	-1.36233333333333
R3HDM1	-0.6285
C16orf75	0.13775
BAALC	-1.40725
TNP1	0.6495
GAPDH	-0.312416666666667
COX7C	0.1175
ERRFI1	-1.51733333333333
PGAM2	-0.0958333333333333
FAM108B1	-0.1565
APC	0.523
TLR2	3.8415
SUCNR1	3.160875
ZNF233	-0.70975
WFDC1	-1.10283333333333
PSG11	-0.196
SLC39A1	0.05225
PSAPL1	1.8985
CDC42EP1	0.739
MECR	0.26325
KIAA0101	-0.9639
MACROD2	0.9011
MMP19	0.724583333333333
LOC202459	-0.205166666666667
VNN2	2.96825
ACCN3	-1.078
TIMD4	2.9975
RNASE8	0.4635
CCDC7	0.36
SULT2B1	-1.287
ME1	0.17825
MGRN1	-0.01425
MRPL30	-0.1565
IVL	0.00712500000000001
CALM1	1.2074
PLEKHA6	-0.1335
B4GALNT2	0.0625
PGDS	1.822875
C8orf33	0.051
TMEM56	0.124166666666667
CKM	-1.13966666666667
ESR2	0.133375
ACOT8	-0.29575
AGTR2	0.135
LOC155006	-0.31425
BC37295_3	0.948
EPM2AIP1	-3.15466666666667
PZP	0.12275
RPS9	0.882
C18orf51	-1.219
SIVA1	0.0773
HEATR2	0.053
CD3E	-0.0273333333333334
C20orf142	-1.057
PGLYRP3	0.2075
CCDC139	0.108
GPS2	-0.1245
NOL14	-0.29725
LRTM2	-0.28125
TRIM36	1.64
TP53RK	-0.1157
FBXL13	-1.62366666666667
RUFY2	-0.0550714285714286
C11orf70	-0.5705
HSPB9	0.187166666666667
GJA5	1.41725
HGF	-2.70833333333333
EPHB4	0.30575
SOX18	0.56425
IFRG15	-0.659
SERPINA10	-4.606
WDR23	-0.29325
REEP2	-1.32133333333333
CDK3	-0.6575
HSPA12A	-0.268375
ARL8B	-0.0243
SATB1	-0.0465
PPM1D	-0.315
VPS45	-0.381833333333333
TP53BP2	0.61525
GJE1	-1.0185
CACNA1G	-0.292625
VGLL4	0.738125
GNPTG	0.88075
ROS1	-2.927
C21orf128	-0.0733333333333333
BMP8B	1.34175
SLC5A4	0.128
SLC6A3	-0.379666666666667
C16orf53	-0.4515
TMEM81	-0.558
APC2	0.1201
SYAP1	-0.038
C6orf54	-1.1446
ZBED5	-1.0266
PVR	0.33175
LTA4H	0.2515
CCDC24	0.4889
MAGEA4	-4.92166666666667
IFIT3	4.422
MYADM	0.373625
C21orf82	-0.138
PDE3B	-0.11525
TMPRSS11A	0.46025
PGK1	-1.14611764705882
CCL13	6.26583333333333
DERL3	-1.33383333333333
MLXIP	0.406416666666667
PLOD1	-1.225
MTFR1	-0.221
NPDC1	0.605
GPAA1	-0.981
LTV1	-0.1335
RYR3	-1.07425
C7orf46	1.55475
VAMP2	0.00525
RNF135	1.1467
SUPV3L1	0.8335
FIBP	-0.173875
ADAMTS18	0.1735
RNF25	-0.625666666666667
SOS1	0.246
PLAU	-0.4065
MATK	-2.434
EHF	6.67
CTNND2	-3.827125
PTEN	0.0617857142857143
ZNF189	0.91325
SLC28A3	1.044
GUCY1A3	3.66575
SETD2	0.7570625
ROGDI	-0.89275
TICAM1	0.8716
RASSF3	0.995
PACSIN2	0.00133333333333333
SERPINB5	4.55558333333333
PRKCDBP	0.57125
TFDP3	0.323
LGR6	4.01675
RFX5	-0.297666666666667
OR52J3	0.857
PTPN18	0.95575
ZBTB34	-0.17225
KCNF1	-0.83475
SYNE2	1.0835
SLC22A4	-2.20575
NETO2	-4.291
VCPIP1	-0.3005
LDHD	0.27025
ESX1	-3.90525
SQRDL	2.7095
GALK1	-1.6225
SERPINA6	-3.81066666666667
HD	-0.2235
ASCL3	0.5225
FBXL6	0.487
FABP7	-5.902
MAGEC3	-0.48
KLC4	-0.841375
CD1D	-1.5615
PRAM1	1.5805
EIF3B	0.0984999999999999
DSCR8	-6.67425
FLVCR1	-0.764
KIAA0141	0.31
PROM2	-0.6585
ALOX5	2.7334
GPR162	-1.173375
LYRM2	-1.2685
RNASE6	-0.366375
HES5	0.30775
GJA1	-1.597375
MRPS14	-0.63225
HMHB1	0.5655
TAF7	-0.08175
BTNL9	1.419
SFXN2	0.3325
VEPH1	-3.8345
GK2	0.134166666666667
AMBP	-6.375375
KIAA0953	-0.881
XAGE5	-1.661
CCBP2	-0.0665
TGM2	1.61466666666667
ZNF202	0.1645
ACTL6A	-0.511666666666667
SLC23A2	-0.5602
ARHGEF7	0.7905
LOC728635	0.241
CRYM	0.379666666666667
PKD2	0.401
MANBAL	0.095
LIN54	0.06875
ACTL7B	0.41625
OR4D9	0.909
KIAA1683	-0.75825
ZNF704	0.673666666666667
TCP10	-0.605285714285714
MAGEB18	0.302
DEFA4	0.5085
ZNF197	0.17375
PTOV1	-0.341166666666667
RNF208	0.640333333333333
CMIP	0.134166666666667
TRDN	0.4315
UCHL1	-3.05514285714286
APOL6	2.6275
PLK1	-0.8725
NPHP1	-1.18583333333333
NDUFA11	-0.23975
DAB1	0.619
RTN4R	1.88025
PUSL1	-0.1765
SYT2	0.06
ANXA13	-0.20925
RFTN1	-0.00574999999999999
ATP8B2	-1.8545
VN1R2	1.31
OR52E4	0.4665
NPPB	-2.2676
ZNF148	-0.052625
ZNF141	-1.25675
IKZF1	-1.433125
PSMC2	-0.66425
GGA3	0.03
LPGAT1	0.837416666666667
SEC16B	1.29616666666667
C5orf38	-1.498
THOC2	-0.5167
SLC16A12	-1.30216666666667
ALK	-2.228375
DACT3	-0.229833333333333
CACHD1	-1.1965
GAN	0.373
EXOC6B	-0.194
HIST1H2AE	-2.5965
VAMP1	-0.841
SRI	0.55025
AKAP14	0.9815
HLA-E	2.3769
SLC25A32	0.130166666666667
FLT3LG	0.087
ATP1B1	1.05875
WDR1	0.125875
SWAP70	0.17325
TRIM31	3.43575
ARNT	0.046875
ZNF596	1.1872
CDKN1B	0.536166666666667
FOXC1	0.871375
SEMA3A	-2.6836
LSM14A	0.364166666666667
STEAP3	0.41775
ABCA1	0.973
PLSCR2	0.4825
EDC3	-0.692666666666667
THBS3	-0.55275
C15orf43	-0.0238
GMCL1	0.105
C9orf71	0.42175
MGAT5	0.8285
LOC402164	0.11975
TSPAN8	6.36266666666667
DYNLT1	1.12375
IGSF1	-4.17725
TMEM143	-0.35475
FLJ25006	-1.5275
ATP13A3	-0.233833333333333
C3AR1	2.67075
CADM2	0.1244
EFNA4	0.7405
HAO1	-0.391
TWF1	1.0835
MRPS17	0.18675
MYH9	0.436583333333333
C9orf9	-0.00299999999999998
C17orf79	-0.122
FSCN3	0.51975
BDKRB2	0.6555
PCGF6	0.0768333333333333
RAP1GAP	0.58175
TAS2R41	0.525
DCLK1	-2.6282
DEFT1P	-0.223166666666667
TAF2	-0.25475
COPZ1	0.345125
KATNA1	-0.05525
STIM1	0.0825
TBX2	-3.67716666666667
RPS4X	0.937692307692308
MARCH8	0.997
DHX33	-0.0361666666666667
TMEM161B	-0.361333333333333
SYPL2	0.4235
ADCY5	-0.221
SRPK3	-0.156375
CXorf9	1.31375
REC8	-0.165125
CLP1	0.2572
MGC52498	-1.0555
DUOX2	0.623
C6orf150	2.113
TSC22D3	0.103375
CASP8	0.1066
PRKD3	-1.7763125
CFH	1.44025
TRO	-3.235
NRIP1	-0.40475
ZNF707	-0.0885
TBC1D22B	-0.300833333333333
HYI	-0.2315
COX7B2	-0.0675
GPR52	0.38775
CASC3	-0.109142857142857
METRN	0.508
KRT3	0.3365
ARF1	0.170857142857143
C1orf111	0.41225
MOG	-0.138
C6orf50	1.5565
MGC12966	-0.11775
ATP7A	-0.816166666666667
NOTUM	-2.19533333333333
LOC342897	0.3815
ITSN2	0.204583333333333
GIP	-0.0035
LOC89944	1.5125
UBXD8	0.4495
GYPE	-2.2935
JAG1	2.05483333333333
RLBP1L2	-2.215
HIST1H2AL	-0.905
PAPPA	-1.2511
CYP4F8	0.06075
TRH	-1.323
DCTN3	-0.6445
NT5C	0.335
HTR3C	0.3455
VPS41	-0.064625
KIAA0174	-0.1405
ANKS6	0.3535
MPV17L	-1.3492
MT1M	1.94233333333333
DTX1	0.32225
LOC146325	-0.202833333333333
ZNF639	0.533333333333333
CACNG4	-0.2259
TNNC1	-2.32125
MGC27345	-0.64575
CASD1	-1.4146
HOXD4	0.5495
SMC4	-0.698705882352941
TTC35	-0.3475
CTXN1	0.685375
RGS19	-0.111
SFRS3	-0.032
TRIM43	-0.514
HLA-DQB1	4.689625
NUPL1	0.2094
NRAS	-0.8765
RPL22L1	1.617
ZNF138	-0.654833333333333
FBXW2	-0.0544
SIX3	0.4875
HDAC9	-0.533818181818182
OGG1	-0.180125
APLP1	-1.453
OR7A5	0.194
DLX4	-2.85275
TUBA1B	0.130583333333333
CRY1	0.43075
C12orf29	0.20725
MGC70863	-0.188818181818182
OR1D2	-0.1315
C1orf25	0.200125
CUZD1	0.059
PUNC	-3.978
SCAND1	-0.210833333333333
MYT1	-0.981
MPND	0.37
GOLGA1	-0.3763
ZBTB43	-1.2875
VAPA	-0.20275
C4orf36	0.3575
STAP1	2.3145
SLC34A1	0.22225
PIK3R3	-1.2666
TGM5	-0.46
USPL1	-0.1336
FBXO40	0.0634
BRF1	0.2987
CCL27	-1.2155
hCG_1657980	-0.3095
PFN2	-1.8047
MYBPH	-2.337
PPP1CC	0.56
CDCA7L	-0.983
KCNB2	0.496666666666667
C20orf151	0.108
USP13	-1.35075
RCOR2	0.487666666666667
FBXW4	0.0683333333333333
WT1	-0.506
TAS2R46	-0.313
STK38L	0.933666666666667
LEPROT	-1.28275
DDX42	-0.000125
TXNRD2	-0.650833333333333
TNFRSF4	3.068
KSR1	-0.06475
SLC27A1	-0.684833333333333
POU5F2	0.523
SLC22A11	0.17025
C8orf32	-0.409333333333333
ZNF236	0.451928571428572
GABRB1	-5.39575
LRRC29	-0.0565
FBLN1	-0.262166666666667
MRRF	-0.0828333333333333
RP1	0.062
MARVELD1	-0.34025
AFF4	-0.162071428571429
C17orf54	-0.13425
RAF1	-0.3335
SUB1	-0.884
MRPS33	-0.3015
ZIC1	-2.152375
ARL10	-0.745
RAG1AP1	0.203666666666667
P2RX5	-2.1848
NCR3	1.45266666666667
LTB4R2	0.3885
HLA-DPA1	6.155125
FKBPL	-0.733833333333333
JAKMIP1	-0.7535
SNX4	-0.5035
CD248	1.27125
CCR2	-1.062375
LOC401152	-0.156166666666667
SH3KBP1	-0.2388
LMBRD2	-0.811071428571429
WDR51A	-0.310333333333333
SYT15	-0.6459
SMOX	-0.1865
NACAP1	1.064
DRD2	0.227
COPS2	-0.348
FCER1A	0.779
TMEM112B	-0.0865
SUGT1	-0.0443
CALR	0.0415
DPY19L2P4	-1.24625
ADRA1B	-1.424
LTB	3.4215
SNRPD1	-0.282
NCAPG2	-1.213
KCNMB1	2.5555
ITGAV	0.733083333333333
LENG4	-0.329625
C13orf16	-0.0501666666666666
C20orf3	-0.5755
PIP5K1A	-0.657833333333333
PCNA	-0.386875
C1orf34	0.242
MMACHC	0.8425
BEST1	0.293333333333333
REV3L	-0.44425
ZRANB1	-0.0955
AVPI1	-0.109
ATG5	1.269
SARM1	0.8675
RGS7	-1.5105
HMP19	0.872166666666667
SGTB	-0.8421
FEM1A	1.0068
C1orf122	-0.2575
MYCT1	0.772333333333333
GM2A	1.890875
ZCCHC7	-0.101785714285714
MYH10	-2.295625
DKFZp761B107	0.27
ADAL	-1.4175
OR10J1	0.314
TMEM9B	1.26875
DNAJA1	0.209625
SCGB1D4	1.0965
LRRC50	0.463
PRKX	2.118
NUDT14	0.9205
PCTK1	0.0228181818181818
ARG1	-4.1495
KIF2C	-1.0935
GFM1	0.198
RAB11FIP3	0.301
HBD	-2.78133333333333
NPR3	-2.3595
IRAK3	2.14616666666667
OLAH	-0.7102
CYB561D2	0.769
CNNM4	1.98925
MYO5A	-1.3653
SIPA1L3	0.8185
ADAM10	0.8205
LIPA	1.25966666666667
NAP1L4	-0.6934
MRPS22	0.03525
GNG4	-2.61083333333333
PSG5	-0.261166666666667
PPP2R2C	-2.3702
P2RY12	1.1295
SLC6A13	-0.35025
AGPAT4	-1.111
C6orf199	-1.4235
FAM53C	-0.2015
TPM1	-0.504954545454545
PYHIN1	2.61266666666667
LINGO1	1.22616666666667
CIDEC	-0.682166666666667
CRIM1	0.6431
DHTKD1	-0.205
ZNF546	-0.538181818181818
CD300LG	0.5566
SFRS2IP	1.00616666666667
FLNB	0.766
NOC2L	-0.2855
SPINK7	0.49225
CRTC2	0.435
HMG4L	0.3225
C14orf162	0.91925
CCDC123	0.5965
HTRA3	1.007
SPTBN5	0.805333333333333
C1orf77	0.00333333333333335
TAF1L	-0.453
WDR78	-0.786333333333333
WDR49	0.452
SIN3A	0.544
ECSIT	0.156
VSIG4	5.13225
DIRAS2	-0.415555555555556
TXNL1	-0.14825
MTERFD3	0.103
CCNYL1	0.101625
CISD2	0.502833333333333
OR5C1	0.462
OBSCN	0.88725
GBA	0.165166666666667
SLC9A11	0.34
C6orf64	-0.0469166666666667
ESD	0.40325
CYYR1	-0.205166666666667
PNRC1	0.334
FCAMR	-0.1015
PPIA	-0.180357142857143
VDAC1	-0.0325
TRIB1	1.022375
NT5C1B	0.00566666666666664
CLDN17	0.43175
ICOSLG	0.3645
RGR	0.302875
DSG1	0.3315
TMEM27	0.20675
C1orf69	-0.28425
PRAP1	-0.755
DQX1	1.009
C20orf46	-2.76863636363636
NHEJ1	0.876833333333333
DNAJC18	-0.472
MANEAL	0.321666666666667
MTBP	-0.258
S100A6	2.00425
ABHD7	3.75525
NEDD1	0.644333333333333
TINF2	0.52325
SLC7A10	-0.0535
KIAA1875	-0.653333333333333
TMEM20	1.423
COX19	-0.37075
SPRR1A	0.1865
SCEL	0.128875
CCDC70	0.6255
CRISP2	-0.0853333333333333
ILF3	-0.0906666666666667
NTRK3	0.154
B3GNT1	-1.12766666666667
LARP6	-2.97333333333333
FBN1	-0.6327
ZNF621	-0.173
JOSD1	0.2041
SNX14	-0.1805
INHBB	-0.206166666666667
TBL2	-0.1655
GUSBL1	-2.34683333333333
