Hybridization REF	TCGA-AA-A00D-01A-01R-A002-07
CCNB3	0.30925
RNF113B	0.1775
MERTK	0.30875
BAG1	-0.3805
VPS36	1.18625
ORMDL3	0.9164
C1orf190	-1.05675
ZNF625	-0.1005
CORO2B	-3.02575
ALOX15	0.066
CST1	3.189
NUPR1	0.799
CCL7	1.801
SMCR5	-3.3055
DSC2	2.033
RBMS2	0.62025
GRIK4	0.3755
TRIM65	-0.086
TMPRSS6	-0.259785714285714
TP53INP2	-0.76225
GLB1L	0.173833333333333
LOC388284	-0.0426666666666667
PUS1	0.109071428571429
BCL9L	-0.5035
OLFM1	-1.19008333333333
RET	-2.674375
MASTL	-0.8925
ALX3	-0.06225
IL1RL1	0.732333333333333
ZNF765	-0.6188
C14orf138	-0.27325
SNX10	-0.0253333333333334
TAC4	0.0715
C1orf64	-3.624875
POGK	-0.119125
MAPK9	0.36275
ZNF366	2.7065
C8orf79	0.4945
CLDN7	2.844625
OR5AT1	0.502
TRIM37	-1.99275
LRRC25	3.24275
GRHL2	2.1862
TEKT3	-0.55675
LASS5	-0.281333333333333
ABCC4	0.152916666666667
DLG3	1.367
VGLL1	-0.22675
ZFP36L2	1.24733333333333
MFRP	-0.216666666666667
KIAA1799	0.0295
FLJ44379	0.8935
PCNX	0.521
ANXA9	-0.096
CYP4V2	1.8725
PIK3C2A	0.53675
SRR	-0.648
NOL3	-2.54225
IFITM2	1.8635
ARNTL2	0.405
ZNF595	-2.30725
NLRP13	-0.471
ASPH	1.193875
CPA2	0.5795
PVRIG	-0.761166666666667
LEPR	-1.24266666666667
C16orf42	-0.031
SH3BGRL	0.78025
FAM77D	-0.973333333333333
FNDC7	0.2455
C9orf6	0.3705
NOTCH2NL	-0.352666666666667
PGBD1	-1.417
SYNGR2	0.882666666666667
PITPNA	-0.128
PRPF4B	-0.1422
SLC43A3	-2.03478571428571
NRBP1	-0.27575
SLC25A22	0.2065
ILK	-0.199875
SLC22A8	0.384333333333333
MRPS7	-0.426625
PITX2	2.901
FABP3	-0.305625
OR1L1	-0.5055
LOC728215	-0.108875
BLID	-1.207
KIAA1217	1.70217647058824
TFPT	-0.69875
AP4B1	0.37875
VBP1	0.00425
OR1K1	0.3735
MORC3	0.18875
BHMT2	-1.07366666666667
C3orf10	0.01625
FZD7	-0.631
WFDC10A	0.2055
PMS2CL	-0.526375
CCDC32	0.201666666666667
FA2H	-0.01275
ALG13	-0.3015
TTLL7	-1.9651
SPOCK3	-0.20475
SLC13A2	0.4795
AIM1	1.433
GPRC6A	-0.0715
EGR2	2.726
MED11	-0.73075
WWC1	1.2215
SH3GL3	-4.632
RIF1	0.0525714285714286
PRLH	0.131
VLDLR	-3.538
DBT	0.372125
C21orf63	0.22525
CGGBP1	-0.4575
KRTAP12-2	0.4045
TADA3L	-0.11125
ZBTB16	1.49025
PDGFB	-0.031125
RFX1	0.4465
UQCRB	0.7884
LOC133874	0.85
HPS3	-2.51025
LGALS3BP	1.0344
DKFZP564O0823	2.8505
MRFAP1L1	0.06575
HOXA10	2.429
NGB	0.124
KIF21A	0.375923076923077
IFLTD1	-0.3135
LZTS1	-2.242625
ARHGEF3	1.2775
RHBDL3	-2.3195
CSNK1G2	0.196416666666667
ChGn	-0.880625
KIAA1244	1.173
GABRB2	0.423
MGC72080	0.237
CD27	3.83875
EGLN1	-1.2713
PEX13	0.36375
RWDD3	-0.03075
RNF12	-0.0515
GRIN2B	1.5225
ADAMTS14	-0.39225
DYDC2	-1.666
ATP6AP1	0.7203
NR1H2	-0.784833333333333
PDK2	0.248
C3orf17	-0.1195
SLC38A2	-1.06342857142857
SLC25A29	-0.203333333333333
C15orf29	-0.025
ADAM9	0.0743333333333333
TMUB2	-0.000749999999999997
GPR176	-0.38225
AGK	-1.261625
MCCD1	0.0695
NDUFA4	-0.01975
TMEM146	-0.3365
DUSP1	0.427125
UNQ6975	0.1745
EMX2OS	0.17575
INSM2	-0.2025
LUZP4	-0.03725
SETD6	0.08475
P2RY2	1.385
SLC45A2	-2.5425
RABGAP1	0.439166666666667
UBXD5	0.197
GPRC5A	1.4869
PAK3	-0.6145
LOC63920	-0.62375
TGFBR1	0.0627
KRTAP6-3	0.1185
SFMBT2	-0.05025
CDC42	0.47525
C11orf35	-0.1025
TTLL2	-0.265
UACA	-0.21
CD97	1.1863
SETD5	-0.177125
NINJ2	-0.29375
PTER	1.3855
POMGNT1	0.20925
KRTAP4-2	0.2195
ECGF1	3.12575
HRB	0.257636363636364
ATP1B2	-0.392
LOC400506	-0.56475
COL4A3BP	0.60225
C6orf97	0.61375
GRHPR	-0.741375
TAS2R1	-0.05
SEMA7A	-1.28825
EDF1	0.0645
ODF2L	0.5438
PCID2	0.3115
GTF2H4	-0.586666666666667
ZCCHC3	-1.183625
CGB2	0.0865
NEUROD1	0.399
C20orf75	0.479
RP5-1054A22.3	2.08816666666667
IFNA5	0.147
ZNF134	-1.41541666666667
MGC119295	-0.8571
ZSWIM6	-0.492375
SMEK1	0.577666666666667
PCGF2	-0.558
C1orf102	1.28875
CYP2A13	0.497
KCNH6	-0.0299
MDM1	0.057
ALDH7A1	-0.5185
C9orf75	0.4975
VDAC3	1.64125
OR51T1	-0.00700000000000001
EIF3F	-0.580166666666667
KCNJ10	0.146125
LENG8	0.05325
EDEM2	0.6145
CCNJL	-1.57166666666667
DHX37	-0.135
CRYGN	-0.3315
AATF	0.52625
ZNF630	1.374
E2F5	1.7255
WFDC13	-0.361
FTSJ3	0.00466666666666667
C4orf33	0.9085
LHFPL4	-3.0115
C19orf56	-0.0301666666666667
SMAD4	-0.304625
AFM	-0.0105
G0S2	-0.30925
FCHSD2	0.0849
RRP1B	-0.4258
EEF1B2	-0.12
STAT6	1.32133333333333
ZNF195	0.58375
GNL1	-0.636833333333333
ZNRF2	1.276
PER3	0.155125
ASB16	0.1825
C10orf10	1.06742857142857
ADCY8	-3.31133333333333
C9orf58	-2.6705
ARMC10	0.297
PSG1	-0.8005
DHX34	0.015
VARS2	-0.285375
NFIC	-0.39975
ITPR2	-0.0275
AGXT2	-0.0371666666666667
OR6K3	0.243
H2AFZ	-0.82225
MLLT3	0.394583333333333
COX4I2	1.808
CCNT2	0.22
PLK4	-0.9295
NUMBL	-0.673666666666667
MED16	-0.29375
PLEKHQ1	0.64625
GOSR1	0.373111111111111
BTG4	-0.501
RPL30	1.224
IGSF5	-0.6805
IGFL2	1.29066666666667
ELMOD2	0.297
SHC3	-1.3745
HAVCR1	-0.492
DYNC2H1	-1.8775
RNF5	-0.55
C2orf7	-0.3515
NLF1	0.835
KLHL25	-0.15375
LRP10	0.7168
KRI1	-0.29175
PUS7L	0.1475
MGMT	0.612
HOXD1	-1.13316666666667
CSH1	-0.1516
ATG16L2	-0.794
FLJ44635	1.227
CHODL	0.13125
EXOSC8	0.00899999999999999
SLC28A1	-0.436
MYO7B	2.27533333333333
SEH1L	-0.5008
MTNR1A	0.812166666666667
TSPAN5	0.6695
CDC45L	-1.99983333333333
AMIGO1	0.6
ATAD3A	-0.559125
OSGIN2	1.23616666666667
PDIK1L	0.528666666666667
DARC	2.8775
PIPSL	-0.0885
SHMT1	-1.27075
CRISP3	-0.8205
POPDC2	1.22133333333333
ZRANB2	-0.550166666666667
FBXL8	0.521
TRIP13	-1.32581818181818
EIF5AL1	-1.1495
POU5F1P3	-3.0425
IL6	-0.328
CXorf38	0.727166666666667
IFNA16	0.7745
FBXL2	-1.72
BRD1	0.37975
STATH	0.01325
FBXO44	0.319666666666667
MCCC2	-0.038
CDC2	-0.7173
C5orf23	-3.655
IVD	-0.519666666666667
C10orf122	-0.67625
MSL3L1	0.7071
MVP	1.214
EPOR	-1.8785
ZMYM1	-0.0835
BCL7C	0.2455
PSTPIP2	1.2888
LYPD1	-2.857625
OR8G5	-0.1675
ZP3	0.356166666666667
BCAS4	0.375916666666667
EDG6	2.91425
ISY1	0.16925
PRAMEF2	-0.684
CUL1	0.278875
RNF213	1.6527
CCRK	0.282
DHX9	-0.087125
C13orf29	1.31775
NCKAP1	0.220833333333333
MRPL43	0.269
XPR1	0.0905
PKN2	0.4466
PODNL1	0.6045
ZNF333	-0.0545714285714286
DALRD3	-0.4255
OPN1SW	0.2895
BTBD6	0.2435
C11orf82	-1.277
OR5P3	0.1405
DUSP11	0.149
L1CAM	-1.5191
NEK11	-0.0748333333333333
OR7E91P	1.0725
CNTN3	0.6638
CREB3L2	0.91375
ZBTB37	0.4215
KIAA1324L	0.30625
NDUFB10	0.238
NUDT2	0.0335
GTPBP8	-0.032
CACNA1D	1.4475
PRKAA2	-2.44433333333333
PRDM8	0.362
MGC16075	2.27583333333333
KRT14	-2.37014285714286
PP8961	0.493375
MRPL18	-0.34875
ABCG2	0.63375
PACRG	1.4205
BBS2	-0.05825
KREMEN2	-0.8905
FBXO21	0.38025
HNRPUL1	0.358833333333333
GRB10	-0.18775
CLSTN1	0.557875
LMAN2	-0.2375
C17orf61	-1.07375
NIPSNAP3A	0.17
INSIG2	-1.24933333333333
PCDHB7	-0.527833333333333
STXBP2	0.99675
CMAH	0.860272727272727
SEMA5B	-1.487
ZNF155	0.0545
COQ6	-0.400333333333333
PRPF4	0.07225
TSPAN15	1.8071
VN1R5	0.017
LATS2	0.0555
SELK	0.155
PGK2	0.17775
MS4A1	1.586125
TYW3	-0.4527
KRTAP5-1	0.35925
RCCD1	-1.235
BTN1A1	1.277
DDX28	0.00975
TMEM65	0.342
LOC92345	0.10375
TTC31	-0.0395
WDR46	-0.423333333333333
CHP2	3.5135
LSP1	0.797125
ZNF542	-1.53325
EXOSC1	-0.32375
ARHGAP18	0.783666666666667
LRRTM4	-0.74825
MAOB	-1.02733333333333
CACNB4	-1.05575
MGC33846	-0.247
RANBP3L	-0.38025
ATP5L	0.0785
ONECUT1	-2.4145
NUDT9	0.508
TMEM149	1.397
STX17	0.866
IGSF10	-5.181
TMPRSS9	0.1885
BMPR2	0.671
ALLC	0.0783333333333334
KLF7	0.2725
GCC1	0.818
TIMM9	-0.08325
CDO1	-0.929833333333333
MGC10701	-0.017
IFI6	2.2895
FRMD8	0.45975
MGAT2	0.49325
WBP5	-0.246333333333333
CNIH2	-0.1085
KIAA0907	-0.8626
KCNH8	0.404
CTSG	-2.75325
GRIK1	-0.472166666666667
CUL5	0.151
FRMD1	0.6725
OR9A4	1.1415
SYT6	-2.45725
FOXD4L2	1.09475
ANAPC2	-0.4635
OPN5	-0.158
TAF13	-0.24625
LYG2	-0.836
GGNBP1	0.75
C11orf40	0.241
OTX2	-1.182
REG4	0.332166666666667
EIF5	0.3441875
PALB2	-0.08875
SEPSECS	0.5424
RNASE3	-0.19625
TRIM49	-2.206
POLR2K	1.0696
GPR42	0.1195
C8B	-3.17775
SASS6	-0.79825
PREB	-0.498666666666667
OR3A3	0.515
TUBA8	1.26075
IGLV2-14	0.922
STIL	-0.02775
ANKFN1	-1.24866666666667
NME7	-0.41325
HOXC12	-0.77425
UBE2C	-0.29875
FHOD1	-1.659875
CDK2AP1	-0.266416666666667
OR6K2	0.5115
DHPS	-0.511
RPL5	-0.278
TRGV5	0.1445
LOC541472	0.106625
HCCS	0.431
DENND1B	0.7935
LHX3	-0.106
OR5D16	0.354
CXorf57	-0.0936666666666667
IRF2BP1	0.936
NDST2	0.496666666666667
LCE3D	-0.077
BOLL	0.0225
SYT3	-1.1355
PIH1D2	0.46675
C20orf7	-0.994333333333333
IL1R2	2.713
SLAMF9	-0.9325
PPME1	-0.057
PIK3CA	-0.06475
TRAPPC1	-0.264625
COLEC10	-0.75375
SLC9A6	0.321333333333333
PDDC1	0.0955833333333333
CCDC53	1.002
GK3P	0.50975
DAZL	0.1655
BRI3	1.145
SDK1	-0.35475
CYP2C18	2.88425
IFI44L	3.819375
RPL3L	0.2785
FUT9	-1.39
KIFC2	0.224
PMP2	-0.484875
SLC4A9	-0.677
PLAG1	-1.54816666666667
MYCBP2	1.30616666666667
OR4E2	0.4745
CCDC65	0.2005
C16orf82	0.071625
ENTPD4	0.037125
BRP44L	0.14025
PMP22CD	-0.15825
TMCO4	0.769
KCNN1	-1.40816666666667
WDR35	-0.15525
CCDC80	0.624125
C3orf31	0.03475
SLC7A9	0.73175
TMEM190	-1.09125
DBC1	-2.6766
FADS3	-2.063
PDZD8	1.95583333333333
GRM5	0.469125
AZGP1	1.4576
PEX3	0.432
MED1	-0.320857142857143
ATG4C	-0.444
HNRPH3	-0.7275
FAM109B	2.377
C4orf17	-0.316
CA10	-0.118
OPRD1	0.246
CCL16	-1.36675
SACM1L	-0.07075
CST6	3.36075
CD63	0.6158125
LGI1	-1.44266666666667
ZNF784	0.10975
CRYBB1	-1.546
CX3CL1	1.10385
TOP2A	-0.860625
GYPB	-4.04616666666667
GADD45GIP1	-0.485
FEN1	-1.080375
IGF1R	-2.316125
WDR72	1.57066666666667
PURG	-1.03616666666667
DEFB126	1.442
PKD1L1	-0.08875
CAV1	-2.8281
GNPDA2	0.1706
DGAT2	0.839125
NLGN1	-5.53775
STRBP	0.214
HPRT1	-0.1795
FANCI	-1.6045
PSMA7	0.555625
DBF4B	-0.727
TTF1	-0.22025
RAD54L	-1.17075
ELOF1	-0.28925
PLAGL2	0.622125
ZNF256	-2.5125
HMGCL	0.5895
MSI2	0.421
RPESP	2.36116666666667
C11orf60	-1.12575
ABCD1	1.0055
ACAA1	0.3393
SPARCL1	3.96442857142857
IL6ST	-0.4557
ZNF319	0.63325
TMEM109	-0.491
FAM90A1	-2.02
IL22RA1	3.5695
ATP4B	0.633
TEC	0.449166666666667
C7orf30	-0.31025
TXNDC2	-0.650666666666667
ABCB4	1.267
KIAA1191	0.451
C9orf38	-0.2605
SFTPB	0.156
CNTNAP2	1.68925
FRK	2.3525
TBX19	0.306
CHD4	-0.3535
C6orf26	-1.907
MOSC2	0.8945
IKBKE	1.615
HIF1A	-0.722333333333333
LOC595101	-0.176
RELA	-0.0806666666666667
TMEM16B	0.246333333333333
ABHD12B	4.33375
TSEN34	0.09725
KIF18A	-1.0545
TXNDC9	0.419166666666667
SPATA2L	0.2575
SEMA4G	0.731
C21orf91	-0.111125
MATN1	0.0145
KCNIP4	-0.2156
TUSC1	1.91475
OR4C15	0.66425
ARMCX6	-0.232666666666667
WBSCR27	-0.450833333333333
OR52I2	0.8725
KIAA1604	-0.318
DYNC1I1	-2.12575
PPP4C	0.17025
SLC47A2	-1.9895
TREH	0.399
CD48	2.11633333333333
ST14	2.74016666666667
PKN1	-0.72075
SPON2	2.889
XBP1	0.224833333333333
SFRS12	-0.466833333333333
EFCAB6	0.83975
SELT	-0.25025
SLC39A2	-0.3245
ERF	-0.342833333333333
ARL3	-0.587125
SURF6	0.6146
MLLT10	-0.197809523809524
FLJ11171	0.554
TDGF1	-0.371333333333333
ERCC6	-0.14075
EIF2AK4	0.09175
BAZ1A	1.11383333333333
LRRN3	-1.16566666666667
TMC3	-0.077
EFTUD1	-0.45025
PTPRO	2.87883333333333
CLEC12A	1.636375
ACBD4	0.0705
ZDHHC14	0.4945
OTUD7B	0.386125
ACTB	0.0905
MSRA	0.328375
LCE5A	0.3885
IFI35	0.98725
BSCL2	-0.451666666666667
ANKRD12	-0.239916666666667
CFHR2	0.942
RGAG1	-0.962833333333333
HSFY1	0.2935
SLC30A5	0.140166666666667
IMPG1	-0.175
GPR109A	0.699
ZNF185	0.70275
IYD	4.4445
NPCDR1	0.204
SERPINA13	0.0995
HMGCLL1	-2.598
NEUROG1	0.332666666666667
UBQLN1	0.7366875
LIN37	0.2465
SOCS2	-2.147875
DSCR4	-1.566375
XKR6	-0.6135
GPR142	0.735
KRTAP13-3	-0.584
CCDC15	-0.869833333333333
MOS	0.325
CD1E	-1.534
OFCC1	1.26266666666667
FAM83D	-0.59475
SRFBP1	0.11675
C9orf96	0.106
DHDH	0.14975
CCDC90A	0.384
RABL3	0.666
CD320	-0.713666666666667
ANGEL2	-0.16075
MRPL21	-0.0585
SMG6	-0.616833333333333
INSR	0.5008125
FLJ14816	-0.537
GLRB	-1.62683333333333
C9orf89	0.09075
CIZ1	-0.1895
URG4	-0.454833333333333
LRDD	-1.17016666666667
CBY1	0.4155
NFX1	0.00275
MTERFD2	-0.297
C19orf23	0.17
PGC	-2.79725
IER3IP1	-1.128
RASAL2	1.39625
C1orf89	0.2065
SYNJ1	-0.617625
NFKBIE	1.6545
FLJ40125	0.637666666666667
TCEB2	0.5321
NOG	-1.923
POLR2J2	-0.643833333333333
HLA-B	3.595
PCDHA1	-1.693
PPP2R2B	-0.1145
ARHGEF17	-0.983
TCF7L2	2.03421428571429
CHD5	-0.4115
ZNF431	-0.25
TBC1D25	0.931
ZNF800	0.83975
SCUBE2	-2.77409090909091
MYCBP	0.504833333333333
GPX5	0.3025
C6orf129	-0.381166666666667
QSER1	-0.713333333333333
ULK2	0.6605
PIGO	-0.428666666666667
NRCAM	-2.24185714285714
SLC35E3	-0.603125
CSRP2	-2.086
HYPE	0.50575
MAPK15	0.554833333333333
MGC14327	-0.0855
TIMM13	-0.0638333333333334
ZNF462	0.57325
GBA3	2.442
TEX13A	0.0855
MCM6	-0.694444444444445
MTRF1	0.40425
ABCA7	-1.55275
EIF4A2	0.00875
ZC3H10	-0.000100000000000001
RPGR	0.679333333333333
C20orf94	-0.19225
RP1L1	0.52775
GPR125	0.004
USP22	-0.848071428571428
OR1L4	0.3595
MLZE	0.63075
FLJ32065	-0.2515
PTCD1	0.53875
CRTAC1	0.0365
BXDC2	-1.16825
C18orf1	0.0318333333333334
FAM107A	1.22571428571429
EFNA3	0.91725
P18SRP	0.0622
CAMKK2	0.440833333333333
KIAA0649	-0.11
NES	-0.0603333333333333
HS6ST3	-2.286
PON2	0.13275
TCP11L2	-0.43025
CLEC4A	3.41825
PRR12	0.1355
MLXIPL	0.7032
C2orf50	0.3425
ZNF28	-1.88375
ENC1	1.503
MAP2K1	-1.117375
FKSG2	1.385
KIAA0430	0.3065
PTP4A1	-1.27566666666667
GPR156	0.4495
GTF3C6	0.04825
UBR2	0.3501
LOC388272	-0.968
MAK	0.2185
ACOT4	0.89425
STC2	-2.08008333333333
PIGW	-0.521125
SAE1	-0.60975
COL6A1	-0.591318181818182
OAZ1	0.559166666666667
STMN4	0.297166666666667
EDG3	-1.1055
SGCE	-2.62733333333333
IL11	-1.07383333333333
PRSS8	1.7945
YIPF5	0.1275
WNT4	1.626875
CSN2	-0.036
TCF7	-1.266625
TDO2	5.13925
SAMD9	0.6474375
S100A7A	-0.179
MMRN1	2.18983333333333
GKAP1	-0.75375
AKR1C3	0.360625
RNF19A	1.05575
GMDS	1.26425
YKT6	-0.2695
SPARC	-0.1701
C12orf31	-0.04025
UBE2V2	-0.0433333333333333
FBXL18	-0.581333333333333
KIAA0460	-0.17625
ADAM22	0.269285714285714
SERPINC1	-5.314
KCTD21	0.20575
MYOHD1	-0.82325
ZNF37A	0.501
GTF3C1	-0.5695
CTSZ	3.2135
PRNPIP	-0.345375
DRD1IP	0.1645
NR1I2	2.5105
ZNF266	-0.7969
SPAG4L	0.3225
COX4NB	-0.00199999999999999
SAPS1	-0.520833333333333
APOA1	-4.0205
TATDN1	0.179333333333333
C10orf82	-3.58175
KPNB1	-0.15325
FOXO3	1.35833333333333
CRYBB2	-0.978
ZBTB5	-0.375833333333333
SLC25A38	0.35775
DCTN2	-0.236
IFT20	0.252
CTHRC1	1.3015
C1orf31	-0.37175
UHRF1	-0.854375
GPC6	0.071
C10orf54	2.178
MCF2L2	-0.0171666666666667
WNT9B	0.0745
OLA1	0.011625
FAM120B	-0.5985
TTLL10	0.241
CYorf15A	3.62025
RELN	-1.8858
SCN2B	0.03425
MFHAS1	1.47175
NKX3-2	-0.899
RASGRF2	1.172
SSBP1	-0.506333333333333
KPNA6	-0.284071428571429
LOC389118	0.188
HS3ST4	-1.4137
SUPT7L	-0.283
FLJ32658	-1.69125
IGFBPL1	-1.24375
KIAA1641	-0.8988
SHKBP1	0.487166666666667
CSF1R	4.4295
NAGK	0.232
MYL2	-0.0005
HIST1H4C	-0.483166666666667
TOMM7	-0.641625
ADAMTSL3	1.5908
TNFSF14	0.9235
PRRT2	-2.02825
VTA1	-0.033125
AOAH	3.62516666666667
CRISPLD2	1.35371428571429
PNN	-0.6159
TA-NFKBH	0.5035
ESPN	-0.8205
RBM43	0.2035
KIAA1267	0.09875
DDX3X	0.064
KIAA1576	-3.9795
PLXDC1	3.18916666666667
FLJ25801	-4.48525
HNRNPL	-0.06375
RUNDC3A	0.03
CASP12	0.714
SH2D5	-1.652
RPL26L1	-0.322
OR51A7	0.286
HDC	3.907
C2orf16	-0.2835
SYTL3	1.891
GOLGA4	0.24
NOTCH1	0.292666666666667
ATPAF2	-0.5805
ECD	-0.2595
SSX5	-1.44616666666667
SNAP91	-0.27175
OCA2	-0.51625
PNPO	0.831666666666667
DAPK1	0.4975
PINX1	0.0271666666666667
SELENBP1	2.673875
NEK3	2.92166666666667
TMED4	0.00157142857142856
SSTR4	0.0155
FOSL1	-1.5883
CD40LG	0.6265
CES1	-1.637
DCI	-0.918166666666667
B3GAT3	-0.749333333333333
STK17B	0.53575
CNTN6	-0.55225
CYP3A4	2.45416666666667
MBOAT2	1.07357142857143
PISD	-0.0945
USP1	-0.29225
PYDC1	0.9195
CENPM	-0.364125
SAR1B	0.11325
TTC7B	0.2165
DP58	-0.2885
GPC1	-2.0425
RBL1	-0.602
TMEM137	-1.38083333333333
TOB1	0.330583333333333
TCEAL1	0.574666666666667
CENPF	-1.20627272727273
C6	0.707
PRSS1	-0.35075
PPIL6	0.821166666666667
C6orf124	-0.6815
ODZ4	0.604333333333333
SNCB	0.233
NDUFB9	0.89425
CNOT6L	1.08883333333333
S100A9	2.52866666666667
TRIM50	0.174
KCTD1	-0.9913
WDR63	-0.3695
SPEF2	0.695
RNGTT	0.484666666666667
CXorf22	-0.56
KCNK16	0.569666666666667
CEP250	-0.815
ATPBD1B	0.01975
KCNJ2	4.09875
MT1B	-1.958
ZNF684	-0.415
SLC4A1	0.0755
PDHA1	0.405
ZNF492	-1.704625
TKT	-0.664
BYSL	-0.63125
RNF38	0.748125
AHDC1	0.027
KLHL2	0.368375
CMTM8	1.81975
DMP1	-0.576
HERPUD2	0.037
CRTAM	3.39716666666667
ZNF572	1.5625
TMEM16J	1.3775
HSD17B2	-1.58275
UBE2G1	-0.509125
AHSA2	-1.41075
PELI2	-1.1165
TPX2	-0.706125
ATP9B	0.629333333333333
DAZAP1	0.291125
HMGCS2	3.09666666666667
C17orf38	0.697
B9D1	-0.32625
NKX2-5	-1.6115
KIAA1276	-0.418
LILRB2	3.2115
CSTF1	-0.239166666666667
BTN2A1	0.248333333333333
C15orf48	6.46
IGF2BP3	-3.80725
FAM113B	1.45883333333333
HRG	-0.108285714285714
ZNF131	-0.525
USP47	0.5695
CCDC88B	0.039375
HCN1	-0.3818
HTN1	-0.2505
SYCP3	-0.12775
C13orf23	1.4833
PAPOLA	0.7758125
AATK	-0.1625
MSH3	0.472333333333333
NDUFAB1	-0.71
ITLN2	2.30633333333333
BAK1	1.52666666666667
MRPL45	-0.488
MTNR1B	0.131666666666667
LOC645843	-0.1205
SPECC1L	-0.121875
PGCP	1.23875
SPN	0.4
GPR143	-1.205
ZNF576	0.517833333333333
TMEM39A	0.2561
ATP5D	0.398666666666667
MAGEB3	-1.291
RPS5	-0.661166666666667
ANP32E	-0.554142857142857
MTMR1	1.0205
YEATS4	-0.38925
SYNGAP1	-0.38575
PCOLCE	-1.6265
MNS1	0.346
PCYT2	0.078
ZNF182	0.3885
LAX1	3.358125
SPPL2B	0.3211
ELOVL5	-1.2942
PCDHAC1	0.19
B4GALNT1	-2.11533333333333
BLOC1S2	1.015375
ZNF673	-0.2856
ARHGAP21	0.315833333333333
IRX5	-0.7045
LRFN5	-0.0316666666666667
FAM7A1	-1.2155
RAB19	0.5815
GINS1	-1.72525
ITM2B	1.6631
PAPSS2	1.2805
OR5BF1	0.411
ACSL3	-0.61925
KIAA1919	-0.2265
GLT8D2	1.874
UTRN	-0.411142857142857
CNN1	0.62825
HISPPD2A	-0.128833333333333
SDAD1	0.658
SIGLEC9	1.30916666666667
RPL35	-0.203428571428571
C22orf26	-0.118
IMPDH2	-0.44075
WDR69	-0.457666666666667
SEC14L5	-0.397333333333333
CLTA	0.4615
RP11-529I10.4	-0.03575
GPR37L1	0.189333333333333
OGDH	-0.17275
ASB13	1.01566666666667
ZFP14	-0.06075
ZCRB1	-0.251166666666667
KPNA3	1.68825
HSPA1L	0.313
RHOC	0.37225
LOC554175	0.48125
PPP3CA	0.7496
SLC1A7	0.2569
ZNF529	-2.41983333333333
RBED1	0.15775
DDB2	-1.34325
FLJ11286	0.996833333333333
SPATA1	0.299
MKNK1	0.1345
DYSF	1.03216666666667
ALKBH2	-0.0195
NKD1	2.5825
C1orf174	-0.259
PLEKHO1	0.458166666666667
ASB10	0.21525
RING1	-0.541166666666667
NPC2	0.823875
AVPR1B	0.334
YTHDF1	0.270416666666667
LMAN1L	0.391
GSG2	-1.0715
CEP170	-0.9034
RPS4Y2	2.89975
MSH6	-1.2115
HECTD2	-2.0545
ZNF556	-4.07333333333333
PLEKHC1	-1.7852
AIRE	0.543333333333333
BCL2L10	3.612
LMOD3	0.683
ZBTB8	-0.7644
FOXA2	-0.4843
SLCO2A1	2.97
C3orf46	0.1755
PRDM16	1.14716666666667
TMEM98	0.4565
FRMD5	0.2125
PDE6C	-0.589
C1orf216	-0.3925
EP400	-0.0800714285714286
PTK2	1.47525
RNF217	-0.67175
NDUFA8	-0.0455
ZFAT1	0.5915
LAMP3	3.793
GLTSCR2	0.24
NPW	-1.1665
LLGL2	0.7059
PPM1K	0.4005
C20orf177	-0.1885
KIR2DL4	2.0214
NFKB2	-0.247
C21orf122	-1.00016666666667
HESX1	-0.73775
GPR114	2.78366666666667
SLC25A35	-0.702666666666667
GNAT1	-0.4125
ORAI3	-0.50625
FAM76B	-0.108
TMEM99	-2.3578
TRIM29	2.3846
CDS1	2.853
RHEB	-0.1009
C4orf27	-0.782833333333333
RAB3A	-0.69875
OTUD6B	0.4695
GPD1	1.34
CDH15	-0.114833333333333
NPM1	-0.185357142857143
TMEM117	1.1145
PRPS2	0.58325
GCK	0.041
ADRA2A	2.59966666666667
TSPYL4	-0.546166666666667
TASP1	-0.49275
WDR19	0.270166666666667
C10orf38	0.8325
PDE4C	-0.559333333333333
FYB	1.544
C1orf55	-0.0298333333333333
PPFIA3	0.2255
RAD18	0.23375
C12orf44	-0.161
CRYBA4	-0.282
HVCN1	1.47225
TAF10	0.1035
C16orf48	-0.237
DEPDC5	1.1305
LTBP1	-1.7315
MAPRE1	0.333125
FGF8	0.4485
C3orf52	1.3755
SENP7	-0.476
LRRK2	1.12075
RUNDC2A	0.173
KIAA0355	-0.0595
CPEB1	-3.33425
PPEF2	0.9215
ABI2	-0.469166666666667
KIAA0317	0.430625
ATF1	-0.478166666666667
DYNC1H1	0.644375
DIP	0.44975
TMEM33	0.876166666666667
POLDIP3	-0.10425
C7orf24	0.5535
GPR171	4.00675
CDC6	-0.972833333333333
PLD1	-0.0259
ITFG2	-0.00580000000000005
NDUFC1	0.024
AKNA	0.32475
NBR1	0.7245
PKHD1	-0.09875
HPS4	-0.29
MAFA	0.61475
ULBP3	-0.30275
DIRC1	-0.2775
IMMT	-0.446625
C22orf13	0.31225
CEL	2.4655
MARK3	-0.108
ADAMTS2	0.700416666666667
ARPC3	0.463833333333333
TMEM10	0.262857142857143
NPHS1	1.8705
BRD8	-0.2945
WDR12	-0.16525
IDI2	0.0805714285714285
HOXD13	2.337
OR8G2	-0.74775
SLAIN1	-1.916
GABRQ	-0.318
NR2C2	-0.40175
NKTR	-0.3343
TLE2	-0.6655
KIAA0892	-0.00566666666666666
AURKA	-1.02236363636364
