Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
ARHGAP29	-1.96825
PROKR2	0.3865
PDE5A	-0.682
C6orf12	-0.6505
TOM1L1	0.474
WHDC1	0.322
FOXI1	0.351666666666667
RAB4A	0.7617
TMEM39B	0.0295
ATPBD1C	-0.71075
FARSA	-0.704
PLEKHG5	1.17225
CMAS	0.420833333333333
OR7E24	1.2955
SLC30A1	0.18975
CDC42EP5	1.10766666666667
PLAC1	-0.71
KLHL18	-0.0845833333333333
LBA1	0.1706
TAZ	-0.06225
CRIP2	-2.2995
BTBD11	-1.8185
C16orf72	0.368
DIO2	-0.8616
LRRCC1	1.82733333333333
CCDC136	-2.7325
PRX	-0.596375
RBM5	-0.5384
TMEM85	0.066375
TUBGCP4	-0.293666666666667
APLN	1.775375
CDK7	-0.424
SSR2	-0.147583333333333
CRELD1	-0.24575
C19orf46	-1.23725
GAL3ST4	-0.0685
KBTBD10	-0.173
IL28A	0.3085
WDR27	-0.3475
MCM2	-0.922166666666667
SOX14	0.657
FLJ39743	0.4165
KIAA0922	-0.88525
HIPK4	-1.108
FLJ25758	0.559
C16orf57	-0.441166666666667
PDZD2	-0.917875
MCC	-2.413875
HHLA3	-0.4957
ID2	0.363
C20orf23	2.39466666666667
ZNF688	0.4915
APOC2	-1.097
LOC440093	-0.607
FAM50B	0.7135
PWP1	-0.2995
DNAH10	-0.074
HIST1H2BA	-0.321666666666667
GPR56	1.74766666666667
METAP2	-0.558625
PAN3	0.985
STXBP4	-0.509875
PDHX	-0.32
MTA1	-0.28075
ZBED4	0.457875
ZNF720	0.0235
CDK2	-0.48225
RHOJ	-1.697
CDC37	-0.587
ZER1	0.115
GRK4	-2.08425
PRPH	-0.0555
POLR2A	-0.281
OGFOD1	-0.6425
NOL5A	-0.23525
PHEX	0.4795
FLJ16478	-0.0575
C20orf117	-0.78925
CAMTA2	-0.67125
C11orf74	-0.191833333333333
DDX17	0.0932499999999999
C5orf27	0.096
PLEKHA2	-0.8487
PDE4DIP	-2.2729
SCN7A	0.0746666666666667
ZNF559	-0.461833333333333
CXCL10	1.87625
ZMYM4	-0.838333333333333
STK32B	-1.68793333333333
KIAA0888	-0.7265
TACR3	0.4685
CKAP2L	0.4035
KIF1A	-1.09033333333333
RSPRY1	0.58425
VCAN	-1.60625
CYP27C1	-0.0395
SYDE1	-1.62233333333333
MED12L	-1.753
ZDHHC21	0.838875
NHS	1.4335
TM9SF3	2.1475
DDHD1	-0.59975
MAFG	0.0753333333333333
BICD2	-1.8759
C14orf119	-0.1295
C14orf43	0.137142857142857
CDH7	-0.32525
ALKBH5	-1.15985714285714
JUP	1.463375
TMEM41A	0.9235
MAMDC4	-0.712166666666667
CBX3	0.027
LRRC18	0.2585
RBMXL2	-0.83
PLA2G4D	0.527666666666667
FGF13	-1.38775
KIF3A	-0.963833333333333
PDIA6	-0.329
DCXR	0.4045
CASKIN2	0.20825
EHD1	0.4775
MARCKSL1	0.961833333333333
ZNF496	-0.707333333333333
SCAF1	0.0125
KCTD8	-1.73833333333333
TRAF3IP3	-1.47078571428571
LSR	1.96825
CXorf1	0.308666666666667
C14orf112	0.773666666666667
EIF2B1	-0.4625
OMP	0.4915
GSTZ1	-0.0845
LOC92017	-0.82325
ISLR2	0.3245
C12orf36	1.777
GATA2	-2.39116666666667
GABRA5	-2.221
CELSR2	-1.3865
STAM2	0.0692
TNAP	-0.693
PTPMT1	0.108666666666667
GRP	1.834
SV2A	-1.49866666666667
MAGEA12	-4.87225
CACNG1	-1.1235
C18orf19	-0.4145
GSG1	-0.375166666666667
PTPRJ	0.124214285714286
FRMPD1	0.0385
ZNF668	-0.252
PLEKHJ1	0.882875
ADAT1	-0.6883
TMEM50A	-0.8236
UCN3	0.244
HOOK1	2.12825
IL17B	-1.1615
MLKL	0.252
TTC14	-1.39783333333333
KLHL5	-1.246
CRYL1	1.498
FOXH1	0.105
NFYB	0.18975
PPM1G	-0.361
GOLGA2LY1	-1.16425
NMT1	-0.343
HADHA	-0.3538
CHSY-2	-0.1585
PLEKHF1	-1.01764285714286
SAGE1	-2.1815
MUSTN1	-0.408
SUHW4	0.51625
TFEB	1.32633333333333
ZFYVE27	0.354
ATG12	-0.354666666666667
BMI1	-0.267285714285714
ZIM3	-0.65875
MYH4	0.166666666666667
MASP1	-0.924636363636364
KIAA0984	0.31275
RPAP2	-0.148
ASB5	0.39075
BOLA3	0.0958333333333333
MIA3	-0.378
KRT35	0.585
KIR3DL3	-0.2025
MRPL51	-0.368
SEMA3F	-0.475666666666667
NDUFB2	0.8995
LOC253012	3.4525
FAM46C	-0.3806
G6PC	-3.020625
CSAG3A	-5.6855
PREX1	-2.7325
SLC25A45	0.09325
MAPKBP1	-0.145
CPE	-2.0984
GNB1	-0.93475
CXCR6	0.4875
TRIM46	-0.78
C16orf3	0.0281666666666667
HPSE	0.739375
TIGD3	1.1935
SPG3A	1.20325
LCAT	-1.4515
ST6GAL1	1.20283333333333
POMC	-1.0285
FLJ36031	0.186
NSMAF	0.693166666666667
SKIL	1.48
ADSS	-0.000666666666666665
HMGCS1	0.1908
POLR3F	0.565666666666667
RAB10	-0.055875
ZNF277P	-0.427375
ZBTB7B	0.45025
DHRS1	-0.666875
ABCC13	1.70125
CNOT3	0.03125
NFKBIA	0.458
GAK	0.386166666666667
SFT2D2	1.20616666666667
HOXA6	0.054
CRTC1	0.112625
LY6D	0.0298333333333333
C20orf72	0.053
CPT1A	0.43225
LMO1	-2.2335
EIF3I	0.20775
PRB4	-0.219
MCM3APAS	-0.84775
C20orf132	-0.8989
FOXF2	-3.30975
S100A12	0.81025
MLH1	-1.0315
ACTN1	0.2207
MRPL36	-0.114166666666667
C20orf106	-0.52975
FBXO6	0.00283333333333333
MKS1	-0.3435
CX3CR1	-4.23875
PDE1B	-0.2135
PLP1	-3.53266666666667
KISS1	0.3615
C14orf2	0.311166666666667
TBC1D3P2	-1.0515
COMMD6	0.8708
ANKRD7	-2.1045
PTCHD1	-2.51285714285714
NARS2	0.08
DOCK7	-0.424
FAM127B	-1.1375
LOC390243	0.126
N6AMT2	0.68625
ZNF391	0.1595
DNAJB14	-0.223833333333333
WRB	-0.196125
BPI	-0.0559090909090909
TTC4	-0.792833333333333
FAM10A5	0.06775
GOT1L1	0.4684
MAGED1	-0.22825
RESP18	0.104
WFDC6	-0.3705
MT2A	-2.324
C11orf56	0.984
KIAA1432	0.443
ROR1	-3.10475
HSD17B14	-0.290166666666667
ZFAND2B	0.527
SAMD4B	-0.0645
HEXA	-0.513125
HNRNPU	0.112636363636364
USP39	-0.301
NRD1	-0.6185
R3HDML	0.62475
FLT4	0.1
OMG	0.00383333333333333
OR52N4	0.1995
LOC399818	-0.274
ELA2	-2.8215
VENTXP1	0.446
RFC5	-0.7955
OR52L1	0.436
PAX5	0.5975
FBXO2	-2.935
GMEB1	-1.01
AKT3	-2.16833333333333
CRB1	-2.468
CTTN	-0.256333333333333
UTP15	0.195666666666667
HSBP1	-0.108083333333333
PHF11	0.902
NDEL1	-0.7005
USP8	-0.04875
BAIAP2	-0.2478125
SI	3.24966666666667
ARSJ	-2.8145
BAAT	-2.21525
KCNS3	-0.576666666666667
LOC126147	-0.494
TMEM37	-0.55775
C1orf162	0.207333333333333
MBD1	-0.8209
ITGAL	-1.6865
WDR73	-0.298833333333333
GKN2	0.442833333333333
ARFGAP1	-0.00724999999999998
SLC5A8	-1.02
ZBTB40	-0.7917
CYP4B1	-1.61916666666667
LYPLAL1	-0.4725
CHST3	-2.99525
MAP3K9	0.3675
BTAF1	-0.835833333333333
TFAP2E	0.325
RBM35B	0.72575
LOC441251	-0.170833333333333
ANKRD25	-2.13583333333333
UQCRC2	0.406
MAEA	-0.01725
HYAL1	-3.0097
RNPEPL1	0.291166666666667
CPSF2	0.160625
PSD3	-1.9051
ABCA13	2.118375
AGR2	2.86425
GBX1	-1.501
HDLBP	0.506357142857143
ACY3	1.0425
HECW1	-0.82525
ZNF519	-1.64625
HOPX	1.7005
ZNF304	-3.389875
OR12D3	-0.5965
FKSG43	0.21125
METTL1	0.404125
MFSD3	1.6761
PSPH	-0.2745
CLCA3	-0.2685
DARS2	-0.336833333333333
CDC25A	0.0413333333333333
BAIAP2L1	1.54375
B3GNT5	2.542125
USP29	0.07525
ARHGEF10L	1.3364
ATOX1	-0.494125
ADAM30	0.625
DNASE1	1.76925
STT3A	0.37975
RAB6IP1	-1.5365
PTN	-2.2932
C1orf106	2.15076923076923
HECA	1.55525
RNF122	-0.82625
SLC22A18AS	0.902166666666667
GNG8	-0.104833333333333
ELP4	-0.15275
FAM65A	-0.170666666666667
RPL10A	0.1155
IRS4	1.3575
MACF1	-0.3835
SEC24D	-1.19525
LOC374395	0.422
TGFB2	-2.201375
MDFIC	-3.047375
CHRNE	0.460833333333333
PCMTD2	0.221333333333333
ATP6V0D1	-0.105
MTA2	0.6235
LZTR1	-1.05583333333333
RAP1A	0.00816666666666666
AXIN1	0.222375
POLR1C	-0.1165
TRIO	-0.137833333333333
PLXNA4A	-0.9645
C5orf33	-0.38025
DEPDC1B	-0.246
ZNF473	0.189333333333333
MTM1	1.412875
GPR107	0.485666666666667
CSNK1A1L	-0.121166666666667
FLJ14154	-0.5405
NLRC4	1.001
ENPP4	2.2665
PADI3	0.2965
RNF170	0.592875
CG018	-0.311833333333333
C16orf7	-0.774
KCNE1	0.367
NRM	-1.01383333333333
SLC37A3	0.8915
TPD52L2	-0.425833333333333
UNC5B	-0.78725
C12orf12	0.4258
SDHB	-1.50725
CLRN1	0.337
NUDT10	-3.75016666666667
UGT3A1	0.135857142857143
FBXW8	0.054125
RHOF	-0.442125
PTPLAD1	-0.023125
MYO3B	-0.551
DERA	-0.12825
TPP2	0.03125
C19orf53	0.202333333333333
GINS3	-0.7595
ST6GALNAC5	-1.22
CHSY1	-1.6525
MGC15705	0.8425
GPR83	0.479166666666667
EXT2	0.45
DOLK	0.40525
TUBAL3	2.27975
ACVRL1	2.5285
ABL2	-0.036
C14orf156	-0.0166666666666667
PTPRZ1	-3.710375
DIP2C	-0.58325
LAMP1	0.37975
RXRA	-0.1768
MAP3K5	0.668
ALKBH1	0.558
PDLIM7	-0.93
ARL14	4.7285
SNIP1	-0.0871666666666667
TIMP3	-0.058
RGS3	0.00416666666666667
SPAG16	0.162125
ABHD4	-1.05675
ARHGEF12	0.241833333333333
GLUD2	-0.67
RAC2	-1.0491
UAP1L1	-1.4445
SLC18A3	-0.00900000000000001
YOD1	-0.480416666666667
RALY	0.00375
HMOX2	0.533375
DGKH	0.845
DBNDD2	2.1195
YIPF4	0.75775
THAP10	0.83125
ZNF513	0.24625
HAGHL	-2.04283333333333
ITGB4	1.15316666666667
CCDC141	-1.0585
YTHDF3	1.6185
C5orf28	0.39575
RPL7L1	-0.325375
TMEM30B	1.36928571428571
ANKRD35	-1.4895
DUOXA2	4.03625
TBC1D5	0.03525
DFNB59	-0.3675
HRH4	-0.5395
MYO6	1.641
DNAJA4	1.943875
RBM24	-1.421
CEACAM20	-0.4185
RBM23	-0.208285714285714
NGFB	-0.172
C1orf63	-1.2847
KRTAP7-1	0.399
PERLD1	1.92525
NPB	-0.08
C17orf59	-0.354
HSPBAP1	-0.071
SLC15A4	-0.423375
PRTFDC1	1.76875
OSMR	-2.92228571428571
CYSLTR2	0.4
C19orf25	-0.0074
KIAA1797	0.0965
NLRP6	0.0515
FAM105B	0.3855
SCRN2	-0.425333333333333
LRRC58	-0.2607
RNF17	1.76133333333333
NEIL3	-0.574
FAM137A	-2.62775
SKP2	-1.78775
PARVA	0.639583333333333
PKLR	0.8795
RNF34	-0.129375
A3GALT2	0.56825
C12orf50	-0.753833333333333
SUNC1	-0.8735
FAM102B	-0.5695
CCT2	-0.6575
LRRC37A2	-0.072
ARF4	0.062
SIKE	-0.1575
C8orf48	-0.8115
MBTPS1	-0.732214285714286
GPSN2	0.218
NCF2	-0.511
SLC12A6	0.263
MRPL48	0.535
HMGN3	-1.14183333333333
LRRC62	-0.885
PAX9	-0.955
FAM55A	5.7055
C20orf42	4.56283333333333
SCML2	-0.667833333333333
BCL9	0.2515
FAM40A	0.13475
C9orf41	0.390333333333333
ZNF774	1.84
LETM1	-0.169
PLXNB1	0.695333333333333
NIPSNAP1	-0.10725
USP10	-0.591
F9	0.14775
LIPE	0.8115
CNGB3	1.6765
C12orf52	-0.02525
PI4K2A	-0.58125
MED8	-0.304875
STAT4	-0.7048
FGD4	0.7915
RNF145	-0.853666666666667
WDR32	0.3594
CLDN2	4.86066666666667
TCEAL8	0.0775
ZMYND8	-0.1951
PDXK	0.10478125
GATAD2A	0.698
PTGES3	-0.3945
CCM2	-0.24575
TAP1	0.327375
ZNF670	0.2935
ETS2	3.24828571428571
C6orf166	0.440166666666667
PRMT2	-0.439428571428571
OR4B1	0.4295
INTS8	1.2875
CCDC102A	-0.86575
CCDC83	-1.67316666666667
ITGA1	0.0299
EPHA5	-2.0282
FAM24B	-0.156
TSGA10	1.92725
HAL	-2.151
MYOT	-0.2715
SPACA3	3.96725
BCL2L2	0.0265
CUGBP2	1.41866666666667
CCNB3	-0.4855
RNF113B	0.9965
MERTK	1.48575
BAG1	-0.29475
VPS36	0.83175
ORMDL3	-0.0275
C1orf190	-2.485
ZNF625	-0.27475
CORO2B	-1.8245
ALOX15	0.3905
CST1	0.2975
NUPR1	2.3625
CCL7	-0.7205
SMCR5	-2.6805
DSC2	2.27
RBMS2	0.2975
GRIK4	1.2855
TRIM65	0.0531
TMPRSS6	0.366642857142857
TP53INP2	-0.52625
GLB1L	0.100833333333333
LOC388284	-0.599666666666667
PUS1	0.392285714285714
BCL9L	-1.137
OLFM1	-2.57541666666667
RET	-3.14525
MASTL	-0.757333333333333
ALX3	0.08475
IL1RL1	0.2435
ZNF765	-0.3374
C14orf138	-0.78525
SNX10	-1.20266666666667
TAC4	0.2305
C1orf64	-3.382125
POGK	0.402625
MAPK9	0.4855
ZNF366	0.342
C8orf79	1.2953
CLDN7	3.549875
OR5AT1	0.7465
TRIM37	-2.1535
LRRC25	0.78025
GRHL2	3.39
TEKT3	-0.78875
LASS5	-0.963666666666667
ABCC4	-0.782583333333333
DLG3	1.782125
VGLL1	0.334375
ZFP36L2	2.42183333333333
MFRP	0.0421666666666667
KIAA1799	-0.25825
FLJ44379	1.951
PCNX	0.301
ANXA9	0.4405
CYP4V2	0.9651
PIK3C2A	0.17175
SRR	-0.9575
NOL3	-1.5695
IFITM2	1.429
ARNTL2	0.28
ZNF595	0.19325
NLRP13	0.591
ASPH	0.456
CPA2	0.437
PVRIG	-2.68433333333333
LEPR	-1.47533333333333
C16orf42	0.00116666666666666
SH3BGRL	-1.087
FAM77D	-0.4106
FNDC7	-0.395
C9orf6	0.300666666666667
NOTCH2NL	-1.20633333333333
PGBD1	-1.476
SYNGR2	0.581166666666667
PITPNA	-0.6785625
PRPF4B	-0.6589
SLC43A3	-3.99414285714286
NRBP1	-0.42825
SLC25A22	-0.05875
ILK	-0.483875
SLC22A8	0.318666666666667
MRPS7	-0.441625
PITX2	4.22575
FABP3	2.731125
OR1L1	0.349
LOC728215	-1.403375
BLID	-1.557
KIAA1217	1.78682352941176
TFPT	-0.6625
AP4B1	-0.38125
VBP1	-0.0445
OR1K1	0.418
MORC3	0.03625
BHMT2	-3.41566666666667
C3orf10	-0.273125
FZD7	1.21133333333333
WFDC10A	1.696
PMS2CL	-0.271
CCDC32	0.834
FA2H	1.78275
ALG13	0.4905
TTLL7	-1.4744
SPOCK3	0.30375
SLC13A2	0.626
AIM1	2.2595
GPRC6A	0.973
EGR2	2.7705
MED11	-0.64775
WWC1	1.20825
SH3GL3	-3.449
RIF1	-0.413642857142857
PRLH	0.00850000000000001
VLDLR	-0.6
DBT	0.114875
C21orf63	-0.74575
CGGBP1	-0.69775
KRTAP12-2	0.097
TADA3L	-0.36275
ZBTB16	-0.002
PDGFB	-0.0725
RFX1	0.397625
UQCRB	0.829
LOC133874	0.526
HPS3	-2.79425
LGALS3BP	0.7357
DKFZP564O0823	4.54057142857143
MRFAP1L1	-0.28875
HOXA10	2.86416666666667
NGB	0.003
KIF21A	0.695615384615385
IFLTD1	1.18
LZTS1	-2.44625
ARHGEF3	0.57675
RHBDL3	-2.7405
CSNK1G2	-0.247333333333333
ChGn	-2.144875
KIAA1244	1.512
GABRB2	0.486
MGC72080	0.9405
CD27	0.9685
EGLN1	-0.6936
PEX13	0.666
RWDD3	0.1205
RNF12	0.311166666666667
GRIN2B	1.3045
ADAMTS14	-0.90825
DYDC2	-2.00183333333333
ATP6AP1	0.7182
NR1H2	-1.25516666666667
PDK2	0.425
C3orf17	-0.350833333333333
SLC38A2	-1.31735714285714
SLC25A29	-1.11366666666667
C15orf29	0.10325
ADAM9	0.275416666666667
TMUB2	-0.064375
GPR176	-0.626
AGK	-0.2165
MCCD1	0.3895
NDUFA4	0.27775
TMEM146	0.193
DUSP1	1.10125
UNQ6975	-0.0345
EMX2OS	-1.22525
INSM2	0.405
LUZP4	0.1215
SETD6	-0.58675
P2RY2	3.096
SLC45A2	-0.947
RABGAP1	0.198333333333333
UBXD5	-0.269625
GPRC5A	1.2545
PAK3	-1.32466666666667
LOC63920	-0.5635
TGFBR1	-0.3486
KRTAP6-3	0.45775
SFMBT2	-0.70975
CDC42	-0.283125
C11orf35	-0.1365
TTLL2	0.086
UACA	0.06425
CD97	1.1308
SETD5	-0.32475
NINJ2	-1.67275
PTER	0.624666666666667
POMGNT1	0.06725
KRTAP4-2	0.1015
ECGF1	-0.01775
HRB	0.293636363636364
ATP1B2	-0.2779
LOC400506	-0.009
COL4A3BP	-0.25475
C6orf97	0.75075
GRHPR	-0.766875
TAS2R1	0.3155
SEMA7A	-1.60375
EDF1	-0.019
ODF2L	0.0108
PCID2	-0.437166666666667
GTF2H4	-0.389833333333333
ZCCHC3	0.40825
CGB2	0.195
NEUROD1	0.897
C20orf75	-0.1515
RP5-1054A22.3	0.761
IFNA5	0.3405
ZNF134	-1.94725
MGC119295	-0.8744
ZSWIM6	-0.585125
SMEK1	0.299833333333333
PCGF2	-0.386
C1orf102	1.57375
CYP2A13	0.4165
KCNH6	0.00869999999999998
MDM1	-0.5645
ALDH7A1	0.2685
C9orf75	1.4625
VDAC3	-0.41075
OR51T1	0.678
EIF3F	-0.136
KCNJ10	-0.512625
LENG8	0.1445
EDEM2	0.70975
CCNJL	0.0573333333333333
DHX37	-0.3455
CRYGN	-0.2575
AATF	0.01425
ZNF630	1.53775
E2F5	2.1
WFDC13	-0.69175
FTSJ3	-0.566333333333333
C4orf33	0.99825
LHFPL4	-2.866
C19orf56	-0.248166666666667
SMAD4	-0.47
AFM	-0.283833333333333
G0S2	0.7485
FCHSD2	0.0788
RRP1B	-0.1761
EEF1B2	0.355166666666667
STAT6	0.914166666666667
ZNF195	0.457
GNL1	-0.931833333333333
ZNRF2	2.03916666666667
PER3	-2.29325
ASB16	0.09725
C10orf10	-0.971285714285714
ADCY8	-3.76683333333333
C9orf58	-3.29416666666667
ARMC10	0.766
PSG1	-0.7075
DHX34	0.0845
VARS2	-0.104375
NFIC	-1.32975
ITPR2	-0.00524999999999999
AGXT2	0.2565
OR6K3	0.3755
H2AFZ	-0.135916666666667
MLLT3	1.53433333333333
COX4I2	0.899
CCNT2	-0.282
PLK4	-0.175625
NUMBL	-0.478833333333333
MED16	0.30575
PLEKHQ1	-1.7925
GOSR1	0.318944444444444
BTG4	-0.67225
RPL30	1.62341666666667
IGSF5	-0.7325
IGFL2	-1.89366666666667
ELMOD2	1.07266666666667
SHC3	-0.669333333333333
HAVCR1	3.341
DYNC2H1	-1.741625
RNF5	-0.2955
C2orf7	0.309
NLF1	0.5065
KLHL25	0.99275
LRP10	0.5664
KRI1	-0.4695
PUS7L	0.318833333333333
MGMT	1.09825
HOXD1	-0.821666666666667
CSH1	0.5107
ATG16L2	-1.28
FLJ44635	0.28
CHODL	-0.63425
EXOSC8	-0.0785
SLC28A1	0.24075
MYO7B	1.73283333333333
SEH1L	-0.3794
MTNR1A	0.236333333333333
TSPAN5	0.404833333333333
CDC45L	-1.405
AMIGO1	0.8115
ATAD3A	-0.59
OSGIN2	0.989833333333333
PDIK1L	0.026
DARC	0.246875
PIPSL	-0.177
SHMT1	-0.43825
CRISP3	0.4335
POPDC2	0.514833333333333
ZRANB2	-1.04816666666667
FBXL8	-0.2825
TRIP13	-0.821454545454545
EIF5AL1	-0.8905
POU5F1P3	-2.5785
IL6	-1.49
CXorf38	0.859166666666667
IFNA16	-0.0625
FBXL2	-1.75266666666667
BRD1	0.62825
STATH	0.825
FBXO44	-1.478
MCCC2	0.52375
CDC2	-0.4357
C5orf23	-3.441
IVD	0.321833333333333
C10orf122	-2.43225
MSL3L1	0.9387
MVP	-0.252
EPOR	-1.8251
ZMYM1	-0.581
BCL7C	0.1725
PSTPIP2	0.5992
LYPD1	-3.144875
OR8G5	0.648
ZP3	1.16566666666667
BCAS4	0.408666666666667
EDG6	-0.08525
ISY1	-0.1695
PRAMEF2	-1.3555
CUL1	0.23775
RNF213	-0.044
CCRK	-0.03175
DHX9	-0.22125
C13orf29	-0.50625
NCKAP1	0.836333333333333
MRPL43	0.691571428571429
XPR1	0.09825
PKN2	0.0639
PODNL1	-0.5245
ZNF333	0.065875
DALRD3	-0.3985
OPN1SW	0.338
BTBD6	-0.1035
C11orf82	-0.544
OR5P3	0.1565
DUSP11	0.191
L1CAM	-1.5129
NEK11	1.1295
OR7E91P	1.1435
CNTN3	0.2469
CREB3L2	0.504
ZBTB37	-0.294
KIAA1324L	-0.17825
NDUFB10	-0.389166666666667
NUDT2	-0.606
GTPBP8	-0.14
CACNA1D	2.345625
PRKAA2	-1.72066666666667
PRDM8	0.2055
MGC16075	1.77966666666667
KRT14	-1.91757142857143
PP8961	0.670285714285714
MRPL18	-0.0365
ABCG2	-2.83125
PACRG	0.62425
BBS2	0.1645
KREMEN2	-2.858
FBXO21	0.70575
HNRPUL1	0.0794166666666667
GRB10	0.3025
CLSTN1	0.86825
LMAN2	-0.3889
C17orf61	-0.19925
NIPSNAP3A	0.33275
INSIG2	-0.533833333333333
PCDHB7	-1.01433333333333
STXBP2	0.33875
CMAH	0.8
SEMA5B	-0.97275
ZNF155	-0.596
COQ6	-0.588333333333333
PRPF4	-0.223
TSPAN15	2.7444
VN1R5	0.428
LATS2	-1.2185
SELK	-0.02975
PGK2	-0.03575
MS4A1	-1.89225
TYW3	-0.7686
KRTAP5-1	0.41475
RCCD1	-0.477166666666667
BTN1A1	0.575
DDX28	0.50575
TMEM65	1.9795
LOC92345	0.00175000000000001
TTC31	-0.586
WDR46	-0.598
CHP2	3.78033333333333
LSP1	-1.36975
ZNF542	-1.92975
EXOSC1	-0.04825
ARHGAP18	1.16733333333333
LRRTM4	-0.934375
MAOB	-1.60141666666667
CACNB4	-0.894666666666667
MGC33846	-0.29
RANBP3L	-0.688375
ATP5L	0.053625
ONECUT1	-2.926
NUDT9	0.5995
TMEM149	-0.5405
STX17	0.50725
IGSF10	-5.02025
TMPRSS9	1.316
BMPR2	-0.0697272727272727
ALLC	-0.07525
KLF7	0.756125
GCC1	1.4355
TIMM9	0.00125
CDO1	-3.45183333333333
MGC10701	-0.0551666666666667
IFI6	-1.315
FRMD8	0.2185
MGAT2	0.26075
WBP5	-0.474666666666667
CNIH2	-0.18925
KIAA0907	-1.4073
KCNH8	3.393
CTSG	-3.55
GRIK1	-0.971
CUL5	0.491375
FRMD1	1.2655
OR9A4	0.952
SYT6	-2.207625
FOXD4L2	-0.496
ANAPC2	-0.583666666666667
OPN5	-0.2335
TAF13	-0.7235
LYG2	-0.16925
GGNBP1	-0.617
C11orf40	0.292
OTX2	-0.8585
REG4	4.60516666666667
EIF5	0.2095625
PALB2	-0.40175
SEPSECS	0.1343
RNASE3	0.1465
TRIM49	-0.755
POLR2K	0.9179
GPR42	0.2125
C8B	-3.40325
SASS6	0.643
PREB	-0.514
OR3A3	0.406
TUBA8	0.820875
IGLV2-14	-2.10875
STIL	-0.16725
ANKFN1	-0.64
NME7	-1.439
HOXC12	-1.80525
UBE2C	0.73225
FHOD1	-1.80175
CDK2AP1	-0.8915
OR6K2	-0.244
DHPS	-0.32725
RPL5	0.3685
TRGV5	0.595
LOC541472	0.48325
HCCS	0.9378
DENND1B	0.2635
LHX3	1.6135
OR5D16	0.695
CXorf57	-0.0953333333333333
IRF2BP1	0.778
NDST2	0.0808333333333333
LCE3D	-0.093
BOLL	0.3805
SYT3	-0.8945
PIH1D2	-0.31025
C20orf7	0.688166666666667
IL1R2	0.46
SLAMF9	-0.6405
PPME1	-0.288875
PIK3CA	-0.78775
TRAPPC1	-0.68375
COLEC10	-0.45025
SLC9A6	0.115
PDDC1	0.242916666666667
CCDC53	0.57375
GK3P	0.3945
DAZL	-1.21975
BRI3	0.376
SDK1	-1.351375
CYP2C18	1.5255
IFI44L	-0.9855
RPL3L	0.802
FUT9	-1.0296
KIFC2	0.406
PMP2	-0.5315
SLC4A9	0.2535
PLAG1	-0.194
MYCBP2	-0.559166666666667
OR4E2	0.7095
CCDC65	-0.05125
C16orf82	-0.29375
ENTPD4	-0.987875
BRP44L	-0.100375
PMP22CD	-0.12175
TMCO4	-0.0393333333333333
KCNN1	-0.807833333333333
WDR35	-0.32025
CCDC80	-2.544875
C3orf31	-0.2005
SLC7A9	-0.95825
TMEM190	-0.952
DBC1	-2.178
FADS3	-2.4575
PDZD8	2.25683333333333
GRM5	0.427875
AZGP1	1.0296
PEX3	-0.322
MED1	-0.134642857142857
ATG4C	-0.900166666666667
HNRPH3	-0.732125
FAM109B	1.40125
C4orf17	0.0145
CA10	-0.09025
OPRD1	0.1605
CCL16	-1.499
SACM1L	-0.606
CST6	0.79825
CD63	-0.2641875
LGI1	-1.775
ZNF784	0.23325
CRYBB1	-1.8075
CX3CL1	0.0902
TOP2A	-1.057375
GYPB	-2.31783333333333
GADD45GIP1	-0.342
FEN1	-0.605875
IGF1R	-0.7606875
WDR72	1.672
PURG	-1.17633333333333
DEFB126	1.7305
PKD1L1	1.38625
CAV1	-3.8695
GNPDA2	-0.2751
DGAT2	1.5715
NLGN1	-4.18325
STRBP	0.77175
HPRT1	0.491166666666667
FANCI	-0.54025
PSMA7	0.4385
DBF4B	-0.721333333333333
TTF1	-0.78275
RAD54L	-0.5635
ELOF1	-0.041
PLAGL2	2.78875
ZNF256	-3.504
HMGCL	0.05925
MSI2	-0.510333333333333
RPESP	-1.72016666666667
C11orf60	-0.943
ABCD1	-0.039
ACAA1	0.1172
SPARCL1	2.48285714285714
IL6ST	-2.0282
ZNF319	-0.2905
TMEM109	-0.7201
FAM90A1	-2.36566666666667
IL22RA1	3.4485
ATP4B	-0.017
TEC	-0.1975
C7orf30	0.1695
TXNDC2	-1.35583333333333
ABCB4	-1.49925
KIAA1191	0.1025
C9orf38	0.14
SFTPB	0.733625
CNTNAP2	0.240916666666667
FRK	1.583
TBX19	-0.74475
CHD4	-0.86925
C6orf26	-1.47766666666667
MOSC2	1.0545
IKBKE	0.4785
HIF1A	-2.15416666666667
LOC595101	-0.2985
RELA	0.0315
TMEM16B	-1.77166666666667
ABHD12B	-2.54125
TSEN34	-0.38975
KIF18A	-0.59625
TXNDC9	-0.2305
SPATA2L	0.493
SEMA4G	1.393
C21orf91	-0.53075
MATN1	0.1655
KCNIP4	0.528833333333333
TUSC1	1.065125
OR4C15	-0.0795
ARMCX6	-0.14125
WBSCR27	1.3385
OR52I2	-0.328
KIAA1604	-0.18725
DYNC1I1	-2.670375
PPP4C	-0.07425
SLC47A2	-2.31466666666667
TREH	1.3985
CD48	-1.93833333333333
ST14	3.14616666666667
PKN1	-0.733
SPON2	0.669
XBP1	-0.66025
SFRS12	-0.572
EFCAB6	0.789
