Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
ELAC1	0.854666666666667
METT11D1	-0.11975
BIN2	1.098
NACA2	-0.2225
CCDC17	-0.536
HM13	-0.6059
UBOX5	-0.1415
UBE2O	-0.101875
UBL5	-0.765
APOLD1	0.360875
C9orf31	-0.01475
TNFSF8	1.237
ARHGAP29	-0.8575
PROKR2	0.1905
PDE5A	2.30316666666667
C6orf12	-0.432
TOM1L1	0.3785
WHDC1	0.171
FOXI1	0.0928333333333333
RAB4A	0.4854
TMEM39B	-0.52025
ATPBD1C	-0.839
FARSA	-0.417666666666667
PLEKHG5	-0.30425
CMAS	-0.436166666666667
OR7E24	1.558
SLC30A1	0.037
CDC42EP5	1.33466666666667
PLAC1	-3.9155
KLHL18	0.139583333333333
LBA1	0.6728
TAZ	-0.365
CRIP2	-1.65825
BTBD11	-1.79233333333333
C16orf72	-0.187
DIO2	-0.1331
LRRCC1	1.9055
CCDC136	-1.011
PRX	0.13075
RBM5	-0.0366
TMEM85	-0.223875
TUBGCP4	-0.085
APLN	0.917625
CDK7	-0.776666666666667
SSR2	-0.28625
CRELD1	-0.48575
C19orf46	-2.5645
GAL3ST4	-0.0745
KBTBD10	0.38525
IL28A	-0.0685
WDR27	-0.9615
MCM2	-0.0255
SOX14	0.703
FLJ39743	-0.167
KIAA0922	0.202
HIPK4	0.237
FLJ25758	-0.0415
C16orf57	-0.06325
PDZD2	-1.103
MCC	-0.862375
HHLA3	-0.2477
ID2	0.213
C20orf23	2.16566666666667
ZNF688	0.2085
APOC2	-1.72216666666667
LOC440093	0.22075
FAM50B	-0.0501666666666667
PWP1	-0.3115
DNAH10	-0.36325
HIST1H2BA	1.5255
GPR56	-0.295666666666667
METAP2	-0.3055
PAN3	0.2705
STXBP4	-0.46825
PDHX	0.5035
MTA1	-0.043
ZBED4	0.40475
ZNF720	-0.51325
CDK2	-0.29875
RHOJ	0.335375
CDC37	-0.2915
ZER1	-0.095
GRK4	0.08525
PRPH	-0.9405
POLR2A	0.13575
OGFOD1	-1.08925
NOL5A	-0.522
PHEX	-3.2195
FLJ16478	0.029
C20orf117	-0.890375
CAMTA2	0.57875
C11orf74	1.26516666666667
DDX17	-0.0105
C5orf27	-0.149
PLEKHA2	0.6136
PDE4DIP	-0.4454
SCN7A	-0.00166666666666667
ZNF559	-0.5485
CXCL10	3.9165
ZMYM4	-0.0493333333333333
STK32B	-1.5478
KIAA0888	0.1294
TACR3	-0.131
CKAP2L	1.69375
KIF1A	-2.158
RSPRY1	0.8235
VCAN	-0.55925
CYP27C1	-0.6115
SYDE1	-2.11116666666667
MED12L	-0.88925
ZDHHC21	1.491875
NHS	3.497
TM9SF3	1.399
DDHD1	0.47725
MAFG	-0.0999166666666667
BICD2	-0.4531
C14orf119	0.1495
C14orf43	-0.178785714285714
CDH7	-0.67925
ALKBH5	0.0437142857142857
JUP	0.8555
TMEM41A	0.9505
MAMDC4	-0.0148333333333333
CBX3	-0.851375
LRRC18	-1.017
RBMXL2	0.05
PLA2G4D	0.5325
FGF13	-2.715625
KIF3A	-0.4245
PDIA6	-0.18075
DCXR	0.038
CASKIN2	-0.509083333333333
EHD1	1.13766666666667
MARCKSL1	0.183666666666667
ZNF496	-0.911
SCAF1	-0.0536666666666667
KCTD8	-0.9235
TRAF3IP3	1.36585714285714
LSR	1.13125
CXorf1	-0.319333333333333
C14orf112	0.299
EIF2B1	-0.56925
OMP	0.194
GSTZ1	-0.349
LOC92017	-6.93889390390723e-18
ISLR2	0.4865
C12orf36	2.045
GATA2	-1.55516666666667
GABRA5	-2.7885
CELSR2	-1.68228571428571
STAM2	0.4547
TNAP	-0.164
PTPMT1	0.0266666666666667
GRP	3.14275
SV2A	-1.763
MAGEA12	-4.65125
CACNG1	-1.6045
C18orf19	-0.3605
GSG1	-0.385833333333333
PTPRJ	0.3115
FRMPD1	0.5015
ZNF668	-0.2555
PLEKHJ1	0.177875
ADAT1	-0.8768
TMEM50A	-0.1126
UCN3	0.0365
HOOK1	2.277625
IL17B	-1.3335
MLKL	1.67433333333333
TTC14	-0.731166666666667
KLHL5	-0.490125
CRYL1	1.11116666666667
FOXH1	-0.349
NFYB	0.204875
PPM1G	-0.147
GOLGA2LY1	0.0115
NMT1	-0.001
HADHA	0.5666
CHSY-2	0.563
PLEKHF1	1.47414285714286
SAGE1	-3.5555
MUSTN1	0.29875
SUHW4	0.272
TFEB	1.56183333333333
ZFYVE27	-0.04175
ATG12	-0.0151666666666667
BMI1	0.147928571428571
ZIM3	-0.297
MYH4	0.56375
MASP1	-0.937
KIAA0984	1.5025
RPAP2	-0.19025
ASB5	0.685
BOLA3	-0.1215
MIA3	0.164833333333333
KRT35	0.663
KIR3DL3	0.5455
MRPL51	-0.04475
SEMA3F	-0.7055
NDUFB2	0.4565
LOC253012	-2.36625
FAM46C	0.1171
G6PC	-2.568125
CSAG3A	-5.07716666666667
PREX1	0.453
SLC25A45	0.1465
MAPKBP1	0.0453
CPE	-2.716
GNB1	-0.0255
CXCR6	4.431
TRIM46	-0.4335
C16orf3	-0.164833333333333
HPSE	2.503875
TIGD3	1.6925
SPG3A	-0.8875
LCAT	-0.757333333333333
ST6GAL1	-0.718333333333333
POMC	0.62025
FLJ36031	-0.156666666666667
NSMAF	-0.0148333333333333
SKIL	-0.0205
ADSS	0.291
HMGCS1	-1.4322
POLR3F	-0.1545
RAB10	0.57175
ZNF277P	-0.847375
ZBTB7B	0.241
DHRS1	0.03275
ABCC13	0.951875
CNOT3	-0.21875
NFKBIA	1.24025
GAK	0.154333333333333
SFT2D2	1.45383333333333
HOXA6	0.213
CRTC1	0.08675
LY6D	-1.6575
C20orf72	-0.334333333333333
CPT1A	1.6215
LMO1	-2.0735
EIF3I	0.20075
PRB4	-0.26775
MCM3APAS	-1.379875
C20orf132	-0.7835
FOXF2	-3.20525
S100A12	1.89
MLH1	-2.73866666666667
ACTN1	-0.3168
MRPL36	-0.183833333333333
C20orf106	0.1705
FBXO6	2.43916666666667
MKS1	-0.171333333333333
CX3CR1	-3.77575
PDE1B	0.143
PLP1	-4.142
KISS1	0.140166666666667
C14orf2	0.640666666666667
TBC1D3P2	-0.32175
COMMD6	0.4365
ANKRD7	-2.85875
PTCHD1	-1.768875
NARS2	-0.14875
DOCK7	0.03025
FAM127B	-2.184875
LOC390243	-0.0956666666666667
N6AMT2	0.18675
ZNF391	-0.8505
DNAJB14	0.3555
WRB	0.379
BPI	-0.255083333333333
TTC4	-0.156333333333333
FAM10A5	0.181
GOT1L1	0.102444444444444
MAGED1	-1.89525
RESP18	-0.0995000000000001
WFDC6	-0.10775
MT2A	-0.942
C11orf56	0.42475
KIAA1432	0.82
ROR1	-1.308625
HSD17B14	0.814
ZFAND2B	0.365625
SAMD4B	0.06975
HEXA	-1.519125
HNRNPU	0.498909090909091
USP39	-0.256375
NRD1	-0.164
R3HDML	0.26725
FLT4	1.00083333333333
OMG	0.1625
OR52N4	-0.0395
LOC399818	-0.118
ELA2	-2.51425
VENTXP1	-0.285
RFC5	-0.1985
OR52L1	0.996
PAX5	0.368
FBXO2	-1.10975
GMEB1	0.076
AKT3	-0.267166666666667
CRB1	-1.44733333333333
CTTN	0.546666666666667
UTP15	-0.176
HSBP1	0.294333333333333
PHF11	1.7015
NDEL1	-0.00833333333333333
USP8	0.14975
BAIAP2	-0.4519375
SI	3.9295
ARSJ	-2.619
BAAT	-2.3415
KCNS3	2.127
LOC126147	-0.565833333333333
TMEM37	1.21825
C1orf162	3.4295
MBD1	-0.3174
ITGAL	1.982
WDR73	-0.685833333333333
GKN2	0.233
ARFGAP1	-0.761625
SLC5A8	-0.6218
ZBTB40	0.1447
CYP4B1	-3.04283333333333
LYPLAL1	-0.73525
CHST3	-2.08025
MAP3K9	0.06
BTAF1	-0.447333333333333
TFAP2E	2.461
RBM35B	0.33125
LOC441251	-0.426166666666667
ANKRD25	-0.830166666666667
UQCRC2	0.7575
MAEA	0.7825
HYAL1	-3.2225
RNPEPL1	0.281
CPSF2	0.086125
PSD3	-1.6817
ABCA13	-0.06925
AGR2	3.2075
GBX1	-0.961
HDLBP	0.0848571428571428
ACY3	1.116
HECW1	-0.7455
ZNF519	-1.00075
HOPX	3.3015
ZNF304	-1.557375
OR12D3	0.7645
FKSG43	0.448333333333333
METTL1	-0.356
MFSD3	0.176
PSPH	-1.3095
CLCA3	1.521
DARS2	0.444333333333333
CDC25A	0.019
BAIAP2L1	0.87
B3GNT5	1.561125
USP29	0.35025
ARHGEF10L	1.5929
ATOX1	0.15575
ADAM30	0.93675
DNASE1	-0.2875
STT3A	0.52125
RAB6IP1	-0.98925
PTN	-1.9338
C1orf106	2.47876923076923
HECA	0.63675
RNF122	0.9105
SLC22A18AS	0.331
GNG8	0.360833333333333
ELP4	-0.43575
FAM65A	-0.153333333333333
RPL10A	-0.155833333333333
IRS4	-0.3255
MACF1	0.4371
SEC24D	0.174
LOC374395	-0.11975
TGFB2	-1.42225
MDFIC	-0.525375
CHRNE	0.798333333333333
PCMTD2	-0.636666666666667
ATP6V0D1	0.431166666666667
MTA2	0.99075
LZTR1	-1.24
RAP1A	0.219
AXIN1	-0.1365
POLR1C	-0.4625
TRIO	-0.5285
PLXNA4A	-0.97775
C5orf33	0.18225
DEPDC1B	0.361875
ZNF473	-0.240833333333333
MTM1	0.639375
GPR107	0.439166666666667
CSNK1A1L	0.6715
FLJ14154	-0.3895
NLRC4	4.239
ENPP4	1.76216666666667
PADI3	0.173
RNF170	0.433
CG018	1.046
C16orf7	-0.85675
KCNE1	0.22225
NRM	-0.203666666666667
SLC37A3	1.22364285714286
TPD52L2	-0.3915
UNC5B	0.3315
C12orf12	0.143333333333333
SDHB	0.0875
CLRN1	-0.0542857142857143
NUDT10	-3.7415
UGT3A1	0.171857142857143
FBXW8	-0.11525
RHOF	1.723
PTPLAD1	0.378
MYO3B	1.44525
DERA	-0.51125
TPP2	0.5665
C19orf53	-0.261833333333333
GINS3	0.93675
ST6GALNAC5	-0.0185
CHSY1	-0.68075
MGC15705	0.309
GPR83	0.498666666666667
EXT2	0.09275
DOLK	0.0225
TUBAL3	1.31925
ACVRL1	2.4876
ABL2	-0.543083333333333
C14orf156	0.126166666666667
PTPRZ1	-4.881625
DIP2C	-0.982625
LAMP1	0.294875
RXRA	-0.0912
MAP3K5	2.5435
ALKBH1	0.589333333333333
PDLIM7	-0.707625
ARL14	3.262
SNIP1	-0.000499999999999996
TIMP3	-0.0904166666666667
RGS3	0.364166666666667
SPAG16	-1.9334
ABHD4	-1.33325
ARHGEF12	0.15375
GLUD2	-0.0425
RAC2	0.3661
UAP1L1	0.143
SLC18A3	-0.041
YOD1	0.0895
RALY	-0.706
HMOX2	0.927375
DGKH	1.34625
DBNDD2	0.499
YIPF4	0.039375
THAP10	0.72925
ZNF513	-0.423
HAGHL	0.013
ITGB4	1.71066666666667
CCDC141	0.0825
YTHDF3	1.1495
C5orf28	0.758
RPL7L1	-1.622375
TMEM30B	1.01207142857143
ANKRD35	1.0135
DUOXA2	4.6965
TBC1D5	-0.6115
DFNB59	-0.4735
HRH4	0.0845
MYO6	0.7379
DNAJA4	1.681125
RBM24	-1.85225
CEACAM20	-0.35525
RBM23	0.317642857142857
NGFB	0.3955
C1orf63	-0.5841
KRTAP7-1	-0.218
PERLD1	0.80575
NPB	0.3655
C17orf59	0.5013
HSPBAP1	-1.04075
SLC15A4	-0.13725
PRTFDC1	-2.90625
OSMR	-2.37242857142857
CYSLTR2	0.262
C19orf25	-0.1116
KIAA1797	0.3885
NLRP6	0.707
FAM105B	0.861
SCRN2	-1.2065
LRRC58	1.1955
RNF17	0.589625
NEIL3	-0.912
FAM137A	-2.2865
SKP2	-1.59425
PARVA	0.621916666666667
PKLR	-2.3665
RNF34	0.221625
A3GALT2	-0.258
C12orf50	0.171833333333333
SUNC1	-1.83825
FAM102B	0.862333333333333
CCT2	-0.2515
LRRC37A2	-0.0095
ARF4	1.3625
SIKE	0.265
C8orf48	-1.7095
MBTPS1	-0.4075
GPSN2	-0.4575
NCF2	3.64
SLC12A6	0.760333333333333
MRPL48	0.30975
HMGN3	-0.398166666666667
LRRC62	-1.9065
PAX9	0.44175
FAM55A	2.6505
C20orf42	2.868
SCML2	-0.726333333333333
BCL9	-0.08225
FAM40A	-0.00975
C9orf41	0.985333333333333
ZNF774	0.8775
LETM1	0.85525
PLXNB1	-0.383166666666667
NIPSNAP1	0.076375
USP10	-0.36225
F9	0.1675
LIPE	0.992
CNGB3	-0.325
C12orf52	-0.203
PI4K2A	0.093
MED8	-0.035375
STAT4	2.7474
FGD4	2.21766666666667
RNF145	0.997333333333333
WDR32	-0.0387
CLDN2	1.74716666666667
TCEAL8	-2.1465
ZMYND8	-1.5948
PDXK	0.22703125
GATAD2A	0.79075
PTGES3	0.1165
CCM2	-0.00575
TAP1	3.236875
ZNF670	0.50625
ETS2	2.92971428571429
C6orf166	0.133666666666667
PRMT2	-0.5655
OR4B1	0.548
INTS8	0.156
CCDC102A	-0.906
CCDC83	-2.1698
ITGA1	0.1828
EPHA5	-1.593625
FAM24B	-1.9525
TSGA10	1.1385
HAL	-1.12483333333333
MYOT	0.754
SPACA3	0.31275
BCL2L2	-0.373333333333333
CUGBP2	-0.773833333333333
CCNB3	0.93225
RNF113B	0.5845
MERTK	0.2425
BAG1	-0.14425
VPS36	1.16975
ORMDL3	0.5844
C1orf190	-1.7185
ZNF625	-0.2015
CORO2B	-3.1125
ALOX15	-1.301
CST1	1.1085
NUPR1	-0.257833333333333
CCL7	1.51975
SMCR5	-3.504
DSC2	3.9925
RBMS2	1.5105
GRIK4	0.309
TRIM65	0.2335
TMPRSS6	-0.974571428571428
TP53INP2	-1.5695
GLB1L	-1.02633333333333
LOC388284	-0.7515
PUS1	0.193785714285714
BCL9L	-1.03
OLFM1	1.22441666666667
RET	-2.869
MASTL	-0.2845
ALX3	-0.05575
IL1RL1	-0.332333333333333
ZNF765	-0.8872
C14orf138	-0.27025
SNX10	1.15833333333333
TAC4	0.0475
C1orf64	-3.778625
POGK	0.08975
MAPK9	0.1125
ZNF366	3.16175
C8orf79	2.3042
CLDN7	3.336
OR5AT1	0.5415
TRIM37	-1.694
LRRC25	3.76425
GRHL2	1.6545
TEKT3	-1.1295
LASS5	-0.508166666666667
ABCC4	-1.534
DLG3	2.071875
VGLL1	-0.787428571428571
ZFP36L2	-0.218333333333333
MFRP	-0.495833333333333
KIAA1799	-0.49875
FLJ44379	-0.326
PCNX	0.51825
ANXA9	-2.7105
CYP4V2	2.1335
PIK3C2A	0.595
SRR	0.2665
NOL3	-2.2045
IFITM2	2.119
ARNTL2	1.58825
ZNF595	0.614
NLRP13	-0.813
ASPH	0.879
CPA2	1.03
PVRIG	-0.0105
LEPR	-2.03283333333333
C16orf42	0.402166666666667
SH3BGRL	-0.91575
FAM77D	-1.6448
FNDC7	-0.291
C9orf6	0.0345
NOTCH2NL	0.182
PGBD1	-0.0513333333333333
SYNGR2	0.189833333333333
PITPNA	0.5544375
PRPF4B	-0.2947
SLC43A3	-1.77285714285714
NRBP1	-0.96275
SLC25A22	0.713
ILK	0.168625
SLC22A8	0.220666666666667
MRPS7	0.05575
PITX2	3.26
FABP3	-0.124
OR1L1	0.4015
LOC728215	1.129875
BLID	-1.362
KIAA1217	0.499294117647059
TFPT	-0.7145
AP4B1	0.29125
VBP1	-0.51275
OR1K1	0.415
MORC3	0.348
BHMT2	-2.20466666666667
C3orf10	-0.241625
FZD7	-0.910166666666667
WFDC10A	0.1655
PMS2CL	-0.806125
CCDC32	0.802666666666667
FA2H	1.5195
ALG13	1.3165
TTLL7	0.1235
SPOCK3	-0.24675
SLC13A2	0.5635
AIM1	2.7825
GPRC6A	0.707
EGR2	3.10525
MED11	-0.089
WWC1	1.635
SH3GL3	-4.62875
RIF1	0.845714285714286
PRLH	-0.049
VLDLR	-4.291
DBT	0.0319333333333333
C21orf63	1.51375
CGGBP1	-0.2635
KRTAP12-2	0.3765
TADA3L	-0.32975
ZBTB16	0.276
PDGFB	0.23325
RFX1	0.33625
UQCRB	0.5215
LOC133874	0.2245
HPS3	-2.19425
LGALS3BP	0.766
DKFZP564O0823	3.691
MRFAP1L1	-0.10975
HOXA10	1.58983333333333
NGB	-0.184
KIF21A	1.06953846153846
IFLTD1	0.2475
LZTS1	-1.692625
ARHGEF3	1.0435
RHBDL3	0.982
CSNK1G2	0.61875
ChGn	-0.86725
KIAA1244	0.8945
GABRB2	0.122
MGC72080	-0.0065
CD27	3.93025
EGLN1	-0.2417
PEX13	0.227
RWDD3	-0.3305
RNF12	0.176833333333333
GRIN2B	0.8755
ADAMTS14	-0.911625
DYDC2	-2.29916666666667
ATP6AP1	-0.3024
NR1H2	-0.903333333333333
PDK2	0.2035
C3orf17	-0.568833333333333
SLC38A2	-1.29935714285714
SLC25A29	-0.286166666666667
C15orf29	0.692875
ADAM9	1.10841666666667
TMUB2	-0.218625
GPR176	-0.811
AGK	-0.412625
MCCD1	0.0896666666666667
NDUFA4	-0.754
TMEM146	-0.3955
DUSP1	-0.338125
UNQ6975	0.4315
EMX2OS	-0.180333333333333
INSM2	0.977
LUZP4	-0.132
SETD6	-1.01525
P2RY2	0.7845
SLC45A2	-3.007
RABGAP1	-0.330666666666667
UBXD5	0.3945
GPRC5A	1.5017
PAK3	-1.082
LOC63920	-1.00525
TGFBR1	0.3038
KRTAP6-3	0.12375
SFMBT2	-0.23225
CDC42	0.768375
C11orf35	0.4265
TTLL2	0.23
UACA	0.74
CD97	1.2985
SETD5	-0.368
NINJ2	-1.913
PTER	0.135333333333333
POMGNT1	0.42025
KRTAP4-2	0.2035
ECGF1	3.326
HRB	0.168272727272727
ATP1B2	-0.3745
LOC400506	-1.61275
COL4A3BP	1.1625
C6orf97	-0.84625
GRHPR	-0.689
TAS2R1	-0.183
SEMA7A	-0.65825
EDF1	-0.041
ODF2L	0.537
PCID2	-0.0933333333333333
GTF2H4	-0.487333333333333
ZCCHC3	-0.263375
CGB2	0.0236666666666666
NEUROD1	-0.0305
C20orf75	0.4265
RP5-1054A22.3	1.2265
IFNA5	0.5905
ZNF134	-1.32925
MGC119295	-0.7124
ZSWIM6	-0.831875
SMEK1	1.1835
PCGF2	-0.295
C1orf102	-0.20525
CYP2A13	0.4685
KCNH6	-0.2241
MDM1	0.1634
ALDH7A1	-4.25933333333333
C9orf75	1.15
VDAC3	0.64725
OR51T1	-0.267
EIF3F	-0.595666666666667
KCNJ10	0.724
LENG8	-0.06225
EDEM2	0.295
CCNJL	-2.01333333333333
DHX37	-0.2895
CRYGN	0.121
AATF	0.291375
ZNF630	-1.30625
E2F5	1.385
WFDC13	-0.25475
FTSJ3	0.207666666666667
C4orf33	0.263
LHFPL4	-3.1975
C19orf56	-0.206916666666667
SMAD4	0.474625
AFM	-0.783
G0S2	-0.2395
FCHSD2	0.8396
RRP1B	-0.0994
EEF1B2	0.2705
STAT6	1.04433333333333
ZNF195	0.06875
GNL1	-0.559
ZNRF2	1.319
PER3	-1.42225
ASB16	0.0545
C10orf10	-0.145785714285714
ADCY8	-2.85566666666667
C9orf58	-0.769166666666667
ARMC10	0.336
PSG1	-0.963
DHX34	-0.2325
VARS2	0.15425
NFIC	0.06875
ITPR2	-0.03875
AGXT2	-0.7085
OR6K3	0.5725
H2AFZ	-0.1275
MLLT3	0.669
COX4I2	1.4905
CCNT2	0.20525
PLK4	-0.04
NUMBL	-0.6345
MED16	-0.49725
PLEKHQ1	0.93525
GOSR1	-0.271055555555556
BTG4	-0.031
RPL30	0.536416666666667
IGSF5	-0.77275
IGFL2	0.484166666666667
ELMOD2	0.2455
SHC3	-1.01766666666667
HAVCR1	0.5405
DYNC2H1	-2.460375
RNF5	-0.785
C2orf7	-0.33875
NLF1	1.529
KLHL25	0.5675
LRP10	0.5343
KRI1	0.1415
PUS7L	-0.219666666666667
MGMT	0.66525
HOXD1	-1.38166666666667
CSH1	-0.2049
ATG16L2	-0.56325
FLJ44635	0.2855
CHODL	-0.6105
EXOSC8	-0.61175
SLC28A1	-0.492
MYO7B	1.173
SEH1L	0.1426
MTNR1A	2.0275
TSPAN5	-0.121666666666667
CDC45L	-1.01933333333333
AMIGO1	0.563
ATAD3A	-0.00975000000000001
OSGIN2	0.465
PDIK1L	0.607833333333333
DARC	3.140625
PIPSL	0.044
SHMT1	0.1355
CRISP3	0.0695
POPDC2	1.52633333333333
ZRANB2	-0.628666666666667
FBXL8	-0.0125
TRIP13	-0.671
EIF5AL1	1.1235
POU5F1P3	-4.07966666666667
IL6	1.71566666666667
CXorf38	1.04633333333333
IFNA16	0.496
FBXL2	-2.20066666666667
BRD1	0.225
STATH	0.088
FBXO44	-0.586833333333333
MCCC2	0.5175
CDC2	-0.3764
C5orf23	-4.24125
IVD	0.877
C10orf122	-0.6925
MSL3L1	0.2127
MVP	0.25275
EPOR	-1.1252
ZMYM1	0.432666666666667
BCL7C	0.4345
PSTPIP2	1.6562
LYPD1	-3.103125
OR8G5	-0.838
ZP3	-0.725166666666667
BCAS4	0.489083333333333
EDG6	4.19375
ISY1	0.057
PRAMEF2	-1.58275
CUL1	0.34875
RNF213	1.8128
CCRK	-0.462
DHX9	0.15225
C13orf29	-1.865
NCKAP1	0.609
MRPL43	0.432357142857143
XPR1	-0.23375
PKN2	1.1415
PODNL1	-0.0205
ZNF333	-0.595571428571429
DALRD3	0.0495
OPN1SW	-0.0325
BTBD6	0.77725
C11orf82	-0.414
OR5P3	0.597
DUSP11	0.44975
L1CAM	-1.9307
NEK11	0.0211666666666667
OR7E91P	0.5875
CNTN3	0.6781
CREB3L2	0.495
ZBTB37	0.461
KIAA1324L	-3.81125
NDUFB10	0.462833333333333
NUDT2	0.10075
GTPBP8	0.17325
CACNA1D	-1.38875
PRKAA2	-2.5756
PRDM8	0.903
MGC16075	-0.063
KRT14	-2.22135714285714
PP8961	0.352125
MRPL18	0.14275
ABCG2	-3.90575
PACRG	-0.1475
BBS2	-1.2455
KREMEN2	-0.4695
FBXO21	0.10575
HNRPUL1	0.213916666666667
GRB10	-1.30875
CLSTN1	0.495
LMAN2	-0.0826
C17orf61	-0.59625
NIPSNAP3A	0.57875
INSIG2	-1.10433333333333
PCDHB7	-1.2745
STXBP2	0.854875
CMAH	0.551090909090909
SEMA5B	-1.78225
ZNF155	-0.8985
COQ6	-0.534
PRPF4	-0.059
TSPAN15	1.8208
VN1R5	0.1665
LATS2	0.269
SELK	-0.4755
PGK2	-0.690666666666667
MS4A1	1.830625
TYW3	0.00760000000000002
KRTAP5-1	0.32275
RCCD1	-0.714
BTN1A1	0.2015
DDX28	0.42675
TMEM65	1.192
LOC92345	0.5635
TTC31	-0.118
WDR46	-0.649166666666667
CHP2	2.88316666666667
LSP1	1.025125
ZNF542	-1.91625
EXOSC1	-0.8665
ARHGAP18	-0.177833333333333
LRRTM4	-1.209625
MAOB	0.558916666666667
CACNB4	-1.53125
MGC33846	-0.30525
RANBP3L	-0.94275
ATP5L	-0.00287499999999998
ONECUT1	-2.3695
NUDT9	0.30425
TMEM149	1.0535
STX17	0.79725
IGSF10	-5.24475
TMPRSS9	0.599
BMPR2	0.332083333333333
ALLC	0.118
KLF7	0.095625
GCC1	0.1178
TIMM9	-0.11225
CDO1	-3.072
MGC10701	-0.6115
IFI6	0.109166666666667
FRMD8	0.81375
MGAT2	0.0435
WBP5	-2.79916666666667
CNIH2	-0.278
KIAA0907	-1.0596
KCNH8	-0.3665
CTSG	-3.3585
GRIK1	-0.594666666666667
CUL5	0.383125
FRMD1	0.8295
OR9A4	0.785
SYT6	-2.3825
FOXD4L2	0.27325
ANAPC2	-0.175666666666667
OPN5	1.101
TAF13	0.06375
LYG2	-0.606
GGNBP1	-0.145
C11orf40	1.101
OTX2	-1.371
REG4	2.04133333333333
EIF5	-0.24775
PALB2	-0.04975
SEPSECS	0.9344
RNASE3	-0.43675
TRIM49	-2.5135
POLR2K	0.0662
GPR42	0.0235
C8B	-2.84825
SASS6	-0.22125
PREB	-0.677333333333333
OR3A3	0.547
TUBA8	0.48625
IGLV2-14	-0.0677500000000001
STIL	0.15725
ANKFN1	-1.80466666666667
NME7	-1.2025
HOXC12	-0.973
UBE2C	0.081875
FHOD1	-1.272625
CDK2AP1	-0.106
OR6K2	0.4375
DHPS	-0.4725
RPL5	-0.5785
TRGV5	0.8475
LOC541472	0.3025
HCCS	0.6637
DENND1B	0.747
LHX3	-0.36
OR5D16	-0.6415
CXorf57	-2.19483333333333
IRF2BP1	0.7435
NDST2	0.608166666666667
LCE3D	-0.731
BOLL	0.35025
SYT3	-1.6935
PIH1D2	-0.6605
C20orf7	-0.407666666666667
IL1R2	3.9285
SLAMF9	-0.5715
PPME1	0.286375
PIK3CA	-0.329
TRAPPC1	-0.18575
COLEC10	-1.28375
SLC9A6	0.601833333333333
PDDC1	-0.00608333333333334
CCDC53	-0.3125
GK3P	0.31725
DAZL	0.197
BRI3	0.53375
SDK1	-0.5345
CYP2C18	3.61825
IFI44L	3.596375
RPL3L	0.3465
FUT9	-1.52166666666667
KIFC2	-0.330333333333333
PMP2	-0.1705
SLC4A9	-0.1285
PLAG1	-2.1355
MYCBP2	0.771333333333333
OR4E2	null
CCDC65	-0.3945
C16orf82	-0.0718333333333333
ENTPD4	0.402625
BRP44L	0.546375
PMP22CD	-0.452
TMCO4	0.4656
KCNN1	-0.752833333333333
WDR35	-1.0175
CCDC80	-0.226375
C3orf31	-0.47125
SLC7A9	-1.126
TMEM190	-1.3765
DBC1	-3.10583333333333
FADS3	-0.987666666666667
PDZD8	2.80616666666667
GRM5	0.05675
AZGP1	-0.9624
PEX3	-0.1985
MED1	-0.792785714285714
ATG4C	-0.187666666666667
HNRPH3	-0.935625
FAM109B	0.77025
C4orf17	-0.0975
CA10	-0.20075
OPRD1	-0.0895
CCL16	-1.745
SACM1L	-0.00649999999999999
CST6	1.3305
CD63	-0.0439375
LGI1	-2.22366666666667
ZNF784	0.33475
CRYBB1	-2.345
CX3CL1	1.3325
TOP2A	-0.753375
GYPB	-3.933
GADD45GIP1	0.2725
FEN1	-0.195375
IGF1R	-1.05375
WDR72	2.0105
PURG	-1.532
DEFB126	0.4455
PKD1L1	-0.484
CAV1	-2.4979
GNPDA2	0.2015
DGAT2	-0.5675
NLGN1	-4.843
STRBP	0.329875
HPRT1	0.410666666666667
FANCI	-0.13175
PSMA7	0.125875
DBF4B	-0.5575
TTF1	-0.1985
RAD54L	-0.8765
ELOF1	0.001
PLAGL2	-0.020125
ZNF256	-1.17225
HMGCL	0.6725
MSI2	-0.957166666666667
RPESP	-3.20216666666667
C11orf60	-2.2205
ABCD1	0.037
ACAA1	-0.2041
SPARCL1	4.09442857142857
IL6ST	-0.5835
ZNF319	0.50675
TMEM109	0.4015
FAM90A1	-1.68733333333333
IL22RA1	2.939
ATP4B	1.689
TEC	0.105166666666667
C7orf30	-0.16675
TXNDC2	-0.3985
ABCB4	-0.8765
KIAA1191	0.26875
C9orf38	0.135
SFTPB	0.960714285714286
CNTNAP2	1.151
FRK	2.5655
TBX19	0.073
CHD4	-0.35575
C6orf26	-1.32766666666667
MOSC2	1.64325
IKBKE	0.79
HIF1A	0.0265
LOC595101	-0.041
RELA	-0.0451666666666667
TMEM16B	-1.22866666666667
ABHD12B	-2.19975
TSEN34	-0.08825
KIF18A	-0.1945
TXNDC9	-1.28866666666667
SPATA2L	0.051
SEMA4G	0.6075
C21orf91	0.428125
MATN1	-0.2495
KCNIP4	1.36683333333333
TUSC1	1.21
OR4C15	0.346
ARMCX6	-2.17316666666667
WBSCR27	0.00983333333333333
OR52I2	-0.885
KIAA1604	-0.12525
DYNC1I1	-2.86225
PPP4C	0.30575
SLC47A2	-2.70916666666667
TREH	0.171
CD48	2.682
ST14	2.438
