Hybridization REF	TCGA-C8-A12U-01A-11R-A115-07
ZFAT1	0.168
LAMP3	2.10833333333333
GLTSCR2	-0.560875
NPW	-0.795
LLGL2	1.2087
PPM1K	-0.0831666666666667
C20orf177	-0.2865
KIR2DL4	0.972
NFKB2	0.24075
C21orf122	-0.333
HESX1	-0.029
GPR114	0.621
SLC25A35	-0.631666666666667
GNAT1	0.03425
ORAI3	0.1655
FAM76B	-0.6315
TMEM99	-0.1891
TRIM29	-1.9917
CDS1	2.55125
RHEB	-0.4942
C4orf27	-0.685166666666667
RAB3A	1.09725
OTUD6B	0.15675
GPD1	-0.660375
CDH15	-0.375166666666667
NPM1	-0.508785714285714
TMEM117	-1.3275
PRPS2	0.89875
GCK	-0.411
ADRA2A	3.9205
TSPYL4	0.686833333333333
TASP1	-0.07675
WDR19	0.695083333333333
C10orf38	-2.647
PDE4C	-0.597333333333333
FYB	0.987583333333333
C1orf55	0.269166666666667
PPFIA3	0.7275
RAD18	0.42475
C12orf44	-0.0671666666666667
CRYBA4	-0.097
HVCN1	1.13075
TAF10	-0.132
C16orf48	0.301166666666667
DEPDC5	0.734833333333333
LTBP1	-3.1775
MAPRE1	0.773375
FGF8	0.0825
C3orf52	2.191
SENP7	0.316333333333333
LRRK2	0.59675
RUNDC2A	0.410833333333333
KIAA0355	-0.578
CPEB1	-2.459
PPEF2	0.0335
ABI2	-0.374333333333333
KIAA0317	-0.237625
ATF1	-0.686333333333333
DYNC1H1	0.843
DIP	-0.01575
TMEM33	0.873333333333333
POLDIP3	-0.21375
C7orf24	0.97025
GPR171	3.978
CDC6	-2.02
PLD1	-2.1191
ITFG2	-0.6124
NDUFC1	0.55
AKNA	-0.59025
NBR1	-0.12025
PKHD1	0.0665
HPS4	-0.7089
MAFA	0.224
ULBP3	-0.221
DIRC1	-0.274
IMMT	-0.214
C22orf13	1.22725
CEL	0.3065
MARK3	-0.26825
ADAMTS2	-0.222166666666667
ARPC3	0.453833333333333
TMEM10	0.128625
NPHS1	1.00325
BRD8	-0.111666666666667
WDR12	-0.28875
IDI2	0.227375
HOXD13	-1.8835
OR8G2	-0.76025
SLAIN1	-1.9975
GABRQ	-0.23725
NR2C2	-0.50775
NKTR	0.0983
TLE2	-0.7375
KIAA0892	0.335
AURKA	-0.786363636363636
GPRC5C	0.338666666666667
TBC1D9B	0.23275
PNPLA6	-0.102333333333333
AP3B1	-0.04625
NAG	-0.492625
C11orf68	-0.6575
AKR7A3	2.004
AHCYL1	-0.427416666666667
COP1	0.460666666666667
RPP14	0.363583333333333
PCDHB18	0.081
CDH24	-0.47475
KRT17	-2.2512
LACTB2	1.34125
DDX24	0.3865
PHACTR1	-2.658
SLC35E2	0.91925
LOXL1	-2.616
IQSEC2	0.217375
RGSL1	0.209
PCDHGC5	0.3015
MEGF10	-0.819625
PRRX1	-0.872666666666667
ASTE1	0.6745
C6orf159	-1.5845
MYOD1	0.0695
GAA	1.217
ZNF747	-0.03725
KLRC1	0.47675
IL1RL2	0.2935
GDF9	1.7785
GPR119	0.4785
TRAF2	-0.0633333333333333
HCK	2.84883333333333
BMP6	-3.272
IL8RA	0.538
FLJ35848	0.7735
EFHA1	-0.203
CDSN	-0.979333333333333
C14orf54	-0.3025
LSM3	0.264
ZFP41	0.455
C9orf126	-0.321666666666667
VIT	-2.5945
SPCS3	-0.73925
DEF8	-1.0932
CHAF1A	-1.54466666666667
C1orf165	-0.905166666666667
ZFPM2	-0.912833333333333
FTH1	-0.38
SLC35F1	-1.54925
YWHAH	0.86725
C17orf66	0.518833333333333
ADRB1	0.041
FOXL1	-0.6905
RG9MTD3	-0.047
UMPS	0.0605
MGC13008	0.375
KIAA1161	-0.7495
CCDC77	-0.01875
C12orf65	0.5041
COG4	0.0185
RCP9	0.804583333333333
RP4-692D3.1	2.78983333333333
CDC2L5	0.057
MGC7036	-1.425
DNAJC11	-0.1255
GDF2	0.0331666666666667
TIMM17A	0.6185
HNRNPA0	-0.3645
OR2H1	0.40225
PCBP1	-0.039
COL23A1	-2.091
LRRC2	0.996571428571428
NSD1	0.5065
FLJ37078	-1.3755
WDR91	-0.6215
TMEM179	0.2215
DSCR10	0.1245
CNDP2	1.2689
FYN	-0.9375
BEX2	-1.32516666666667
KCND3	0.282
YPEL5	0.919
LRRC42	-0.691666666666667
C17orf45	-2.152125
ZNF649	0.7864
LOC150763	0.755125
COL5A2	0.254583333333333
CNGA2	0.3445
ELA2B	-0.678666666666667
RAB9B	1.074
FAM100A	1.1655
NAIP	0.546428571428571
MYOZ2	-0.246125
SPATA12	0.1315
XRCC4	-0.42875
CYB561	2.9622
CHST10	-1.26075
BAI1	-0.0898333333333333
BRSK1	0.156333333333333
C17orf89	1.728
PDE6H	-1.315
FLJ20309	0.2086
MAP7	0.339375
SCN4B	-0.04975
SPAG9	-0.710125
SERTAD1	0.791166666666667
FLJ21963	0.52025
ANTXR1	-2.2023
TMPRSS13	0.848333333333333
ETV7	4.02716666666667
DGAT1	0.576166666666667
NKIRAS1	-0.919833333333333
TAC3	-3.4665
CORO1C	-0.812833333333333
RAD54B	0.136
HRASLS3	1.301
C21orf42	0.805
BARD1	0.322833333333333
ZNF177	0.593666666666667
MIP	0.278
ZNF442	0.831
F2	-3.4935
GRIA1	0.09775
GALNTL2	0.062
WNT5A	-3.0184
LENG9	0.228
hCG_25371	-0.47
FOXR1	-0.62
TRA@	1.0455
PWWP2	0.8155
C1QTNF7	0.212666666666667
SLC7A4	0.02
C4orf7	-0.27225
C17orf80	1.55033333333333
KLK4	0.228666666666667
IL31	-0.1785
TMEM176A	3.30025
CTNNB1	-0.631625
BHLHB2	0.8955
TMEM185B	-0.0025
ARD1B	0.7085
C1orf93	1.8415
BRUNOL4	0.0553333333333333
LOC541469	-0.11925
UPK2	0.061
GAS8	0.98
PATE	0.9225
IMPACT	1.571
WNK4	-1.71666666666667
HNRPLL	-0.543625
GAD2	0.26475
ITGA6	-1.3505
BMP15	0.157166666666667
CYP2A7	0.216
RIC8A	-0.14475
CCND1	-1.55816666666667
USP35	0.0245
DSCR2	-0.42675
CCL4	4.55466666666667
ZCCHC10	-0.385
NOL11	0.03775
TRPM2	2.56841666666667
PSMD2	-0.195363636363636
CHTF18	-0.74225
USP18	1.246875
RRAS	0.0965
LAMC3	-0.56875
TOX	-2.15566666666667
PCDH15	-0.526
GABRG3	-2.1305
NUDCD2	0.233125
SGCZ	0.2755
KCTD17	-0.5262
SPSB2	-0.7825
TPPP3	1.5145
CILP2	-0.480166666666667
CALB2	0.832875
CEBPZ	-0.676833333333333
ZNF479	0.706
FMOD	2.2555
C21orf66	0.657714285714286
CLN6	-0.320166666666667
ANAPC1	-0.42225
SH2D3C	0.7735
PTPN14	-2.1981
TRIM42	-0.145
APTX	0.004
SNRPG	-0.0471666666666667
BMS1	-0.575
MAGEA3	-4.0025
NFATC3	-0.724666666666667
LRRC45	0.655
ARS2	-0.368857142857143
LRIG1	0.901333333333333
EPSTI1	0.896666666666667
PRSS27	0.889
ERC2	0.441375
PRKACB	-0.545214285714286
PRDM13	0.2445
HCG27	-0.82375
KLK12	-3.478
HSD17B7	-0.0438333333333333
ZNF354A	0.734
PCDH11X	0.1685
DMGDH	-0.895
PCBD2	0.628666666666667
TMC6	-1.211625
RIMS1	1.452125
SF3B2	-0.718166666666667
RCN1	-1.56483333333333
CPB1	4.07925
BCAR3	-1.67475
FCRLB	0.222125
PAK1IP1	-0.21175
OR10H1	0.1135
KIF9	1.8604
PITPNM2	-1.389125
L3MBTL4	-0.20125
TGFB1	-0.7392
ZXDC	0.30225
SLC6A16	-0.94475
SRrp35	-2.600375
LRRC8E	0.09225
PPIAL4	0.698583333333333
EOMES	2.29783333333333
PAX2	0.158
SCARF2	-0.87875
PSEN2	0.806166666666667
PCDHB13	1.01525
C10orf28	-0.3205
DHRS7B	0.327285714285714
C1orf131	0.6395
ASB1	-0.5805
ZNF223	0.719
LCMT2	0.47275
MEP1A	-0.415
TMEM53	0.94225
RSPH3	1.20375
C10orf33	-1.7695
LOC644285	-1.63825
PTPN9	-0.245
ABCA12	1.09625
CCDC37	-0.50975
RUNDC1	0.3461
YES1	0.1035
FAM120AOS	-0.37625
OR5M3	-0.2425
PPP1R3F	0.818166666666667
IL13	0.1249
MDFI	-2.45675
PRNT	0.1425
ZDBF2	0.5655
OR10C1	0.246666666666667
CLIC1	-0.366
LILRA5	0.468166666666667
CSAG1	-3.74466666666667
TREML2	-0.250333333333333
FAM125A	0.0463333333333333
ZNF74	-1.13125
FAM104A	1.4665
LRRC39	-2.0815
SAMD5	-2.15225
HYAL2	0.501
HIST2H2AC	1.80975
IGFBP5	-0.555478260869565
NRTN	-1.17033333333333
KIAA0556	0.2684
FAM29A	-1.11827777777778
JMJD2A	1.332
EPHB1	0.2285
POLD4	0.408625
ANAPC10	-0.5205
LRRC36	-0.91975
MEGF6	-0.689375
LPHN3	-1.6355
BMP10	0.112166666666667
C21orf55	2.351
CREM	-0.48025
PTGER4	0.220666666666667
METAP1	-0.340125
KCNQ1	0.7365
NR2F2	0.3435
SSFA2	-1.43108333333333
CTTNBP2	1.04875
BCL2A1	-0.137125
ZBTB24	-0.877
SLCO6A1	-1.21
PRDM1	0.0282
OR7D2	-0.458666666666667
CCDC47	1.1555
LOC646982	0.1735
SLC26A6	-1.25916666666667
BIN1	-0.8311
SRRM1	-0.0565714285714286
PCSK1N	1.887375
ALS2	0.4843
ECT2	0.296894736842105
CACNA2D2	0.3365
DOCK6	-0.94625
C10orf119	0.0775
FATE1	1.09025
DUSP23	2.87925
TRIP6	-2.00292857142857
NUP35	-0.2545
CDH3	-1.9555
KLHDC8A	-0.18725
C9orf116	2.261875
EI24	0.1575
CENTD1	0.502166666666667
RWDD2B	-1.427
DOCK1	-0.3115
NPAS2	-1.03775
NR3C2	2.78066666666667
FAM63A	0.973416666666667
INPP5F	-0.2845
FAM111A	-0.5578
MYBL1	0.6945
IQGAP3	-0.408166666666667
CRADD	-1.07416666666667
DUSP12	-1.1265
PDZK1IP1	-0.57525
VASH2	-0.49875
CTR9	0.00875
VIL1	-3.62175
OR8U1	0.403
CCDC107	0.616
PTTG1IP	-0.425375
OR4X2	0.221
COL9A1	-1.639
PSMD9	-0.6075
ZFP62	0.33075
TIP39	0.08175
PARP15	0.585
TTC19	-0.554625
C1orf114	-1.90433333333333
GFPT1	0.128
SLC27A6	-3.376
MRPS10	-0.5266
CALML5	2.34533333333333
TRPM7	0.059125
CGNL1	-1.955625
CECR1	0.60375
SERPINB8	0.1635
TMEM102	1.13875
PDIA2	-3.05725
NUCKS1	-0.653833333333333
HOTAIR	-1.41475
EBI3	0.4545
NXN	-0.30475
ZMYND19	-0.21975
FOXJ3	-0.03275
EIF5B	0.0676
EIF2B4	0.148666666666667
LEO1	0.508
ZIC5	-1.58291666666667
IL20	2.0685
KIAA0415	-0.044
FLJ37357	0.718
TSPAN12	-0.38825
ACTR3B	-0.248875
TFAM	-0.740666666666667
IL17RD	-2.319125
PARP12	0.934
KLHDC7A	0.4135
KCTD4	0.254666666666667
GTF2H1	0.92375
FLCN	-0.884166666666667
BIRC4	1.846875
LOC790955	0.2005
VKORC1L1	-0.06025
CYP4F22	0.192666666666667
TAS2R5	0.646
ZNF582	0.897
HS3ST3B1	-0.852125
CTNS	-0.21475
STK36	0.491833333333333
MMD2	0.21575
RP5-1103G7.6	-0.549
FLJ23356	0.078
CRH	-0.3315
C1orf182	0.810333333333333
ACP5	3.58183333333333
AMFR	1.6031
CA4	-1.85475
PLCB4	0.919
MPHOSPH10	0.30625
UNQ473	0.0703333333333333
G3BP2	0.465166666666667
SR140	-0.1765
HOXA2	-0.459
PYGB	-0.7785
BAT1	-0.491333333333333
DKK3	-1.78933333333333
DDX31	-0.30125
TULP1	0.020625
NHLRC2	0.5975
TNRC4	1.30616666666667
ZNF430	0.5755
TNRC6A	0.5345
PLA2G1B	0.358833333333333
RCHY1	0.00516666666666667
GTF2A2	-0.0651666666666667
MGC4294	-1.442
ZNF691	-0.0215
TACC3	-0.48075
DNAJC5G	-0.08275
LOC4951	0.28025
MS4A4A	-1.0255
LOC152485	1.7125
PPP1R2P1	0.51825
PPP2R5B	-0.18175
RPGRIP1L	0.531875
SPOP	0.86
PTPRF	1.59583333333333
MGC42090	0.7135
SUSD3	1.43625
THOC4	0.3145
MAML1	0.1567
FXR2	-0.8975
TYK2	-0.1415
MUC6	0.0921666666666667
DNAJB7	-0.4385
PIP4K2A	0.190571428571429
MEX3A	1.46866666666667
RRP1	0.121
TFAP4	-0.6205
CXorf41	2.08625
MTMR4	-0.576666666666667
CTLA4	0.651
SNX9	0.069625
CIB3	2.81366666666667
NECAP1	0.56125
PLA2G2D	0.3196
GLMN	-1.21433333333333
DCLRE1A	-0.17875
PDX1	0.5655
SAMD11	0.455
MRPL55	1.0345
TLR7	1.264875
TBC1D21	-0.0566666666666667
SMAD1	0.7118
ACTRT2	0.18825
RIOK2	-0.07325
PDLIM4	-2.843
SLC22A15	1.08983333333333
ABHD13	0.2939
STX18	0.4931
CCPG1	0.181785714285714
DCBLD1	-0.702666666666667
SLC2A6	-0.104
NOLA3	0.22625
TRDMT1	-0.779071428571429
IL17F	0.3375
ATP1A4	-1.559
OR52W1	0.218
CFL1	0.35
IL4	-1.08425
RBP2	-0.319833333333333
CPSF6	0.833
TTC8	0.446833333333333
MUCL1	3.674
EYA3	-0.671833333333333
KRT38	0.5345
GNE	1.17375
ZNF501	-0.71425
SLC35A2	1.012125
CEP110	0.0529
MYF6	0.352
MGST2	0.914166666666667
TRPV4	-0.995333333333333
NEK8	-0.1545
NOX5	-1.2495
NCKAP1L	-0.592
EMP3	-2.246
BPY2C	-0.263
C1orf38	0.019
ELOVL2	2.803125
CBX7	-0.348583333333333
OSBPL1A	0.119166666666667
ZNF589	-0.88
ESCO1	0.0825
TRA2A	0.237333333333333
C3orf26	0.1545
PHF2	1.21358333333333
PID1	0.1515
RFC1	0.141125
MTAP	-0.2930625
ADORA3	2.80083333333333
LOC389458	-0.5205
TRNT1	-0.05825
CRIPAK	0.35725
RAI2	2.09916666666667
ANKRD44	-0.57
GZMB	4.558
NFE2L1	-1.0905
STIP1	-0.281
RASL11B	1.0685
NT5DC2	-1.9795
LRP2	2.923
MTDH	0.996133333333333
ARSG	-0.11575
HSP90AB1	0.0468333333333333
CT45-6	5.102
ZNF483	1.4035
LMBR1L	-0.267
S100A2	-2.7125
C2	-0.111166666666667
C2orf27	-0.183
EIF4EBP1	-0.17225
GCKR	-3.72733333333333
PPP1R9B	1.643
FER	-0.92175
SNRK	0.8075
OR5M10	0.1045
UTP6	-0.785
CAPZA3	0.2795
FBP1	2.67666666666667
TERT	-1.4715
CCL1	-0.5325
FUCA1	0.90175
ALS2CR8	0.2475
KCMF1	0.00591666666666665
SRCRB4D	-0.5325
OXCT2	-1.424
IL17RA	-0.110166666666667
MPP5	-0.6045
SPA17	0.93525
FLJ10986	1.7315
GALNT14	0.0205
CXorf27	0.99575
NPLOC4	0.0345
RAB34	-3.0365
KRTAP3-3	0.6145
ARSD	1.54683333333333
CPLX2	-1.4441
PJA1	0.9185
WHDC1L1	0.313833333333333
RB1	-1.0674
MTMR15	-0.3465
PHLDA2	-0.1941
GUCY2F	-0.258
MPV17	0.0075
SLC35D1	-0.181
LYSMD3	0.2624
COL16A1	-0.85375
ERLIN1	-1.05266666666667
JMJD4	0.38225
HIST1H2BK	2.1625
TP53I11	0.892166666666667
ST3GAL4	-0.7329
PF4V1	-0.049
ALG8	0.04525
REG1A	0.26925
MINA	-0.729
CYB5R3	-0.361416666666667
HHLA1	-0.1675
MYST4	2.9746
VASN	-0.52725
UCHL5IP	0.0745
TFAP2A	1.8586875
MGC9913	0.8085
C9orf97	-0.3305
LOC90379	0.02875
PHF15	-0.506571428571429
ZNF169	-0.452333333333333
KRT7	-2.4544
GLIPR1L2	4.569625
LOC116236	0.36575
IQCF3	0.0905
RDH14	0.4085
HNRPK	0.4915
RABEPK	0.332166666666667
ISX	-2.5945
CBARA1	0.85175
RAD51AP1	-1.27225
MLL5	0.280125
CXorf48	-4.976
SGCD	-0.326
PHTF1	-0.553375
CA3	0.5145
CMTM5	-0.02675
STX10	-0.231375
JMJD2D	-0.073
P4HA1	-1.45866666666667
GAB3	-0.467
DHRS4	1.53866666666667
COL4A1	1.674875
C20orf20	-0.32375
OSBPL2	0.089125
PTTG2	-0.76325
KIAA1688	0.97875
STS	-1.691
SHROOM4	0.212833333333333
KBTBD5	0.266
ALDH1A3	-1.0531
BTNL2	-0.0728333333333333
TGIF1	0.9075
ZFAND5	0.444875
ICA1	1.689875
NAV3	-3.01866666666667
FLJ12331	-0.398
EPS8L2	0.2106
MNT	0.0538333333333333
ENTPD1	1.431
OR51E2	0.528625
STK11	-0.017
MX1	3.348125
TTTY9A	0.3865
CX62	0.113
LOXL4	-1.840625
EXOSC4	0.6535
PURB	-0.069
SETD1A	-0.365333333333333
RELB	0.7415
LAMB2	-0.169666666666667
HNF1B	-0.319666666666667
PNLIPRP3	-0.19
C14orf139	-1.99525
UMOD	2.8925
GRIN3B	-0.18225
GPR25	0.33
ZNF512B	-1.13975
ATP6V0A1	-0.148
SRA1	0.595583333333333
ZNF615	1.39275
ZNF768	-0.10825
ZNF469	-0.11
DYNC2LI1	0.757666666666667
DNAH3	-0.4725
LOC387911	2.43575
LOC554234	0.61775
ARRDC5	0.1105
TMEM59L	-1.20633333333333
MARCH4	-1.0995
CNOT8	0.303666666666667
KIRREL3	-1.21683333333333
ADAM17	-0.132625
MYOG	0.341625
CPNE1	-0.796666666666667
AK5	-0.404125
LOC204010	-0.6435
NDRG4	3.09325
LOC130074	0.00899999999999998
PIAS4	0.1195
NCOA2	2.08675
TEGT	0.196
USP5	-0.32275
ANKRD21	1.04
KIAA0692	-0.509
HAPLN3	0.69925
LZIC	0.2325
NRXN3	0.4075
CDKN2C	-1.95833333333333
KIAA0226	0.3815
CYB5D1	0.786
WDR68	1.2166875
ABCB6	0.5867
MRPS25	-0.04525
ZMAT2	0.40025
KRT25	-0.1275
RPL11	-0.69275
GRAP	-0.275833333333333
LOC198437	2.649
RORC	0.643875
RAP2C	2.337
MXD1	-0.565
AZI2	0.320833333333333
NUAK2	0.475
AHSG	-5.952125
MANSC1	0.8805
IMP3	0.103166666666667
C2orf3	-0.4375
VSTM3	3.922
PCTP	-0.8495
SIRT1	-0.134
MANBA	-0.158
CD164	0.2615
GFRA1	1.2391
PRM2	0.014
ZKSCAN3	-0.1315
PLEKHG1	1.68825
TPRKB	-0.10775
UBFD1	-0.0583333333333333
CDKL5	1.42066666666667
HIST1H2BD	1.87658333333333
INPP4A	0.285333333333333
BMX	-0.75625
PTPRU	-0.522
LOC554202	-0.528
HOXC8	0.955125
IL12B	1.6625
ADPGK	-0.44575
ZNF418	0.972
SIAE	0.34575
CWC15	-0.57075
RP13-401N8.2	0.3665
KLHL11	-0.03875
DEDD2	0.218375
PSMB3	0.12725
DDX25	-2.706
ZBTB3	-0.0476666666666667
GFRAL	-1.1265
RPS25	-1.34416666666667
FAM57B	-0.036
TESK2	-0.0745
DNM1L	-1.00375
ZNF207	0.0848333333333333
CLEC11A	0.9245
TOLLIP	0.304375
TMEM61	-0.459333333333333
DLK1	-4.475
PLVAP	2.624875
NOD2	0.831666666666667
SCMH1	-1.2525
FLJ40235	-0.23175
HTR2A	-0.397666666666667
ARMC5	0.6475
FUT7	0.326
PRELP	0.5124
ALKBH6	0.519666666666667
GYG1	-0.254333333333333
POLR3GL	0.11025
COL8A2	1.93233333333333
OR10A5	0.410125
C1orf187	-1.72975
TXLNB	2.37816666666667
C16orf68	-0.0390833333333333
R3HDM1	-0.3555
C16orf75	-1.40525
BAALC	-1.982
TNP1	0.0355
GAPDH	-0.808166666666667
COX7C	0.426
ERRFI1	-1.36625
PGAM2	-0.124333333333333
FAM108B1	-0.33325
APC	0.368375
TLR2	2.32275
SUCNR1	2.95275
ZNF233	2.3155
WFDC1	-2.13183333333333
PSG11	-0.3145
SLC39A1	-0.6015
PSAPL1	-0.2
CDC42EP1	-0.261875
MECR	0.02575
KIAA0101	-0.4345
MACROD2	-0.0968
MMP19	0.4585
LOC202459	-0.318166666666667
VNN2	2.1935
ACCN3	0.373
TIMD4	0.77
RNASE8	0.4525
CCDC7	0.73775
SULT2B1	1.8665
ME1	0.45075
MGRN1	1.442875
MRPL30	0.8095
IVL	-0.046875
CALM1	1.6336
PLEKHA6	0.952
B4GALNT2	0.0925
PGDS	3.716375
C8orf33	-0.14475
TMEM56	-2.3675
CKM	-0.541833333333333
ESR2	0.0886
ACOT8	0.363
AGTR2	0.121
LOC155006	-0.1075
BC37295_3	0.28
EPM2AIP1	0.1125
PZP	-0.14075
RPS9	-0.0926666666666667
C18orf51	-2.14875
SIVA1	0.2419
HEATR2	-0.1335
CD3E	-0.0413333333333333
C20orf142	0.56025
PGLYRP3	0.2495
CCDC139	-0.57825
GPS2	0.1265
NOL14	-0.16275
LRTM2	2.58725
TRIM36	4.353375
TP53RK	0.6511
FBXL13	-0.861333333333333
RUFY2	-0.0304285714285714
C11orf70	-0.143166666666667
HSPB9	-0.439333333333333
GJA5	2.14425
HGF	-1.77916666666667
EPHB4	-0.081
SOX18	-0.0715
IFRG15	-0.3785
SERPINA10	-4.1295
WDR23	1.231125
REEP2	-2.29933333333333
CDK3	-0.3925
HSPA12A	-1.057
ARL8B	1.7843
SATB1	0.257833333333333
PPM1D	0.407666666666667
VPS45	-0.317833333333333
TP53BP2	-0.031
GJE1	1.436
CACNA1G	-0.42825
VGLL4	1.424875
GNPTG	1.25375
ROS1	-3.0265
C21orf128	-0.141666666666667
BMP8B	-0.0445
SLC5A4	-0.085
SLC6A3	-0.0903333333333333
C16orf53	0.8285
TMEM81	-0.6735
APC2	-0.6122
SYAP1	0.6215
C6orf54	-0.148666666666667
ZBED5	-1.1869
PVR	-1.184125
LTA4H	-0.208
CCDC24	1.8492
MAGEA4	-3.8675
IFIT3	2.24366666666667
MYADM	1.134375
C21orf82	1.4385
PDE3B	-0.9095
TMPRSS11A	0.40725
PGK1	-0.716470588235294
CCL13	4.70883333333333
DERL3	-0.837666666666667
MLXIP	-1.00608333333333
PLOD1	-1.6445
MTFR1	1.0931
NPDC1	1.29583333333333
GPAA1	-0.533666666666667
LTV1	-0.8155
RYR3	-1.24
C7orf46	1.31825
VAMP2	0.67675
RNF135	0.8724
SUPV3L1	-0.31075
FIBP	-0.024
ADAMTS18	-0.374833333333333
RNF25	0.619333333333333
SOS1	-0.00775
PLAU	-1.14275
MATK	-1.0645
EHF	4.2395
CTNND2	0.304125
PTEN	0.22
ZNF189	0.29175
SLC28A3	-0.1865
GUCY1A3	4.46775
SETD2	0.668125
ROGDI	1.58975
TICAM1	1.019
RASSF3	0.388
PACSIN2	-0.3975
SERPINB5	-1.91125
PRKCDBP	-1.067
TFDP3	-0.848
LGR6	-0.169125
RFX5	-1.18583333333333
OR52J3	0.631
PTPN18	1.233
ZBTB34	-0.00224999999999999
KCNF1	-0.9425
SYNE2	1.25957142857143
SLC22A4	0.95825
NETO2	0.41325
VCPIP1	0.88725
LDHD	-1.40925
ESX1	-3.12275
SQRDL	2.60075
GALK1	1.5885
SERPINA6	-3.22116666666667
HD	0.7255
ASCL3	1.381
FBXL6	0.66125
FABP7	-5.019625
MAGEC3	-0.799
KLC4	-0.422625
CD1D	-1.820125
PRAM1	0.802
EIF3B	-0.402642857142857
DSCR8	0.54675
FLVCR1	-1.365
KIAA0141	-0.39925
PROM2	2.85616666666667
ALOX5	1.0156
GPR162	-1.65175
LYRM2	0.538625
RNASE6	-0.800125
HES5	1.0975
GJA1	1.245875
MRPS14	-0.87875
HMHB1	0.116
TAF7	0.737
BTNL9	1.1514
SFXN2	-1.6985
VEPH1	-2.4795
GK2	0.0798333333333334
AMBP	-1.8125
KIAA0953	-0.302
XAGE5	-0.0355
CCBP2	-0.135
TGM2	-0.749333333333333
ZNF202	-0.712
ACTL6A	0.2835
SLC23A2	-0.4105
ARHGEF7	-0.15675
LOC728635	1.232
CRYM	-1.72866666666667
PKD2	-1.38425
MANBAL	-0.211666666666667
LIN54	-0.06525
ACTL7B	-0.14075
OR4D9	0.834
KIAA1683	0.670625
ZNF704	0.475333333333333
TCP10	-0.165125
MAGEB18	-0.6155
DEFA4	0.398333333333333
ZNF197	-0.026
PTOV1	-0.145166666666667
RNF208	0.575333333333333
CMIP	0.69
TRDN	0.174
UCHL1	-0.55675
APOL6	0.9599
PLK1	-0.738333333333333
NPHP1	1.29366666666667
NDUFA11	0.083
DAB1	0.209
RTN4R	0.0065
PUSL1	-0.0375
SYT2	0.0885
ANXA13	-0.21525
RFTN1	-1.11925
ATP8B2	-1.81375
VN1R2	0.1715
OR52E4	0.2215
NPPB	-2.63133333333333
ZNF148	-0.105125
ZNF141	1.19775
IKZF1	-1.15575
PSMC2	-0.0045
GGA3	1.0295
LPGAT1	1.18341666666667
SEC16B	-0.154166666666667
C5orf38	-0.0673333333333333
THOC2	-0.6858
SLC16A12	-0.866666666666667
ALK	-1.788375
DACT3	-0.826
CACHD1	-0.6255
GAN	0.124
EXOC6B	0.686
HIST1H2AE	3.8455
VAMP1	-2.15075
SRI	-0.2495
AKAP14	1.461
HLA-E	2.5479
SLC25A32	-0.166666666666667
FLT3LG	-0.439
ATP1B1	-0.71425
WDR1	1.1805
SWAP70	0.5525
TRIM31	0.014
ARNT	0.11425
ZNF596	0.5183
CDKN1B	-1.10516666666667
FOXC1	-2.629375
SEMA3A	-3.9365
LSM14A	-0.278833333333333
STEAP3	-1.543875
ABCA1	0.0165
PLSCR2	0.857666666666667
EDC3	-0.424
THBS3	0.02225
C15orf43	-0.0215
GMCL1	-0.343166666666667
C9orf71	0.38375
MGAT5	0.454
LOC402164	0.38725
TSPAN8	0.603666666666667
DYNLT1	1.488875
IGSF1	-3.05125
TMEM143	-0.23925
FLJ25006	-1.78975
ATP13A3	-0.221166666666667
C3AR1	1.4565
CADM2	0.304833333333333
EFNA4	1.564
HAO1	0.17475
TWF1	-0.246333333333333
MRPS17	0.059
MYH9	0.10475
C9orf9	1.07233333333333
C17orf79	0.2145
FSCN3	0.009
BDKRB2	0.836333333333333
PCGF6	-1.31483333333333
RAP1GAP	1.3495
TAS2R41	1.123
DCLK1	-0.5585
DEFT1P	-0.0455
TAF2	1.12966666666667
COPZ1	-0.059625
KATNA1	-0.32825
STIM1	0.183
TBX2	-1.38083333333333
RPS4X	-0.382384615384615
MARCH8	-0.166166666666667
DHX33	-0.652666666666667
TMEM161B	-0.87
SYPL2	0.3445
ADCY5	2.05325
SRPK3	0.324625
CXorf9	0.84025
REC8	0.137875
CLP1	-0.6646
MGC52498	-0.606
DUOX2	0.003
C6orf150	1.07825
TSC22D3	1.66375
CASP8	-0.9478
PRKD3	-2.24475
CFH	0.68575
TRO	-3.48825
NRIP1	1.8455
ZNF707	-0.091
TBC1D22B	-0.433666666666667
HYI	0.4705
COX7B2	3.26525
GPR52	0.0685
CASC3	-0.357428571428571
METRN	2.2915
KRT3	0.224
ARF1	0.947071428571428
C1orf111	0.21625
MOG	-0.096
C6orf50	-0.327
MGC12966	0.68075
ATP7A	0.742333333333333
NOTUM	-2.6275
LOC342897	1.3425
ITSN2	0.12
GIP	0.1875
LOC89944	-0.550333333333333
UBXD8	1.072875
GYPE	-1.85616666666667
JAG1	-0.4385
RLBP1L2	0.6225
HIST1H2AL	0.499375
PAPPA	-1.6135
CYP4F8	1.29275
TRH	3.215
DCTN3	0.3725
NT5C	-0.4135
HTR3C	-0.0995
VPS41	0.36025
KIAA0174	-0.2482
ANKS6	-2.5345
MPV17L	-1.067
MT1M	-0.0586666666666666
DTX1	0.652375
LOC146325	-0.409833333333333
