Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
SSBP1	-1.13383333333333
KPNA6	-0.410071428571428
LOC389118	-0.1585
HS3ST4	3.6359
SUPT7L	0.164
FLJ32658	-0.06275
IGFBPL1	0.02575
KIAA1641	-2.0365
SHKBP1	0.231166666666667
CSF1R	4.59125
NAGK	2.002
MYL2	0.8785
HIST1H4C	-2.836
TOMM7	-1.136125
ADAMTSL3	2.4048
TNFSF14	0.49325
PRRT2	-1.5065
VTA1	0.42
AOAH	4.08116666666667
CRISPLD2	1.837
PNN	-1.5114
TA-NFKBH	-0.02525
ESPN	-0.118
RBM43	-0.2725
KIAA1267	-0.7885
DDX3X	0.286611111111111
KIAA1576	-4.30875
PLXDC1	4.0145
FLJ25801	-4.817
HNRNPL	0.1655
RUNDC3A	0.029
CASP12	0.097
SH2D5	-2.00185714285714
RPL26L1	-0.335
OR51A7	-0.038
HDC	3.3575
C2orf16	-0.0966
SYTL3	3.59175
GOLGA4	-0.2853125
NOTCH1	0.096
ATPAF2	0.2275
ECD	-0.01525
SSX5	-2.118
SNAP91	0.05175
OCA2	-5.52475
PNPO	-0.710333333333333
DAPK1	1.6695
PINX1	-1.0535
SELENBP1	1.93325
NEK3	-0.835083333333333
TMED4	-0.106571428571429
SSTR4	0.1295
FOSL1	-2.9818
CD40LG	1.7225
CES1	0.542666666666667
DCI	0.0135
B3GAT3	0.160333333333333
STK17B	0.79175
CNTN6	0.69175
CYP3A4	-1.72583333333333
MBOAT2	2.41007142857143
PISD	0.095875
USP1	-0.5015
PYDC1	0.809
CENPM	-1.210125
SAR1B	0.97975
TTC7B	-0.255
DP58	0.1155
GPC1	0.2785
RBL1	-1.461375
TMEM137	-2.28083333333333
TOB1	0.63075
TCEAL1	0.539833333333333
CENPF	-1.78445454545455
C6	3.45
PRSS1	-4.38875
PPIL6	0.150666666666667
C6orf124	-2.8725
ODZ4	2.013
SNCB	0.3055
NDUFB9	-0.19225
CNOT6L	0.500666666666667
S100A9	3.02083333333333
TRIM50	-0.0305
KCTD1	2.1386
WDR63	1.17375
SPEF2	1.10575
RNGTT	0.2785
CXorf22	0.165
KCNK16	-0.2085
CEP250	-1.37175
ATPBD1B	-0.70725
KCNJ2	3.316
MT1B	-0.6765
ZNF684	0.286
SLC4A1	0.5395
PDHA1	-0.9605
ZNF492	0.862625
TKT	-1.46775
BYSL	-0.570625
RNF38	0.54875
AHDC1	0.31
KLHL2	1.092625
CMTM8	1.22825
DMP1	-1.067
HERPUD2	0.210875
CRTAM	4.2245
ZNF572	0.3535
TMEM16J	-1.638
HSD17B2	-2.46075
UBE2G1	-0.454875
AHSA2	-2.5055
PELI2	-0.1045
TPX2	-1.399125
ATP9B	1.719
DAZAP1	-0.54125
HMGCS2	1.54916666666667
C17orf38	1.28275
B9D1	0.01775
NKX2-5	-1.43716666666667
KIAA1276	-0.329
LILRB2	3.4275
CSTF1	0.941333333333333
BTN2A1	-0.0655
C15orf48	3.99275
IGF2BP3	-4.458
FAM113B	1.31566666666667
HRG	0.23875
ZNF131	-0.72275
USP47	1.18021428571429
CCDC88B	-0.167375
HCN1	-0.8
HTN1	-0.5228
SYCP3	-0.5815
C13orf23	-0.1883
PAPOLA	0.0865625
AATK	-0.9556
MSH3	-0.566166666666667
NDUFAB1	-1.80275
ITLN2	-1.16683333333333
BAK1	-1.40416666666667
MRPL45	2.18866666666667
MTNR1B	-0.243666666666667
LOC645843	-0.096
SPECC1L	0.18175
PGCP	0.19825
SPN	-0.28075
GPR143	0.406833333333333
ZNF576	-0.2075
TMEM39A	0.6414
ATP5D	-0.655833333333333
MAGEB3	-1.04
RPS5	-0.902166666666667
ANP32E	-2.09185714285714
MTMR1	-0.0865
YEATS4	0.243
SYNGAP1	-0.27275
PCOLCE	-0.139166666666667
MNS1	-0.6825
PCYT2	0.383
ZNF182	-0.8485
LAX1	2.654375
SPPL2B	0.0611
ELOVL5	0.2272
PCDHAC1	-0.2965
B4GALNT1	-1.709
BLOC1S2	0.8385
ZNF673	-0.2229
ARHGAP21	-0.245166666666667
IRX5	3.817625
LRFN5	0.341
FAM7A1	-0.6645
RAB19	1.0295
GINS1	-1.427
ITM2B	0.9849
PAPSS2	2.61083333333333
OR5BF1	0.431
ACSL3	-0.011375
KIAA1919	-0.144833333333333
GLT8D2	2.634
UTRN	0.874571428571428
CNN1	0.01175
HISPPD2A	-0.366
SDAD1	-0.4335
SIGLEC9	1.68216666666667
RPL35	-0.762642857142857
C22orf26	0.8535
IMPDH2	-1.59625
WDR69	-0.782
SEC14L5	-0.579333333333333
CLTA	0.244
RP11-529I10.4	0.5705
GPR37L1	0.0486666666666667
OGDH	0.384916666666667
ASB13	0.176666666666667
ZFP14	0.918
ZCRB1	0.409166666666667
KPNA3	-0.11025
HSPA1L	1.0365
RHOC	0.9295
LOC554175	-0.24925
PPP3CA	0.5198
SLC1A7	-0.1983
ZNF529	-0.492
RBED1	0.93475
DDB2	-1.95225
FLJ11286	0.345666666666667
SPATA1	0.2355
MKNK1	0.914333333333333
DYSF	1.76516666666667
ALKBH2	-1.013
NKD1	-1.133
C1orf174	0.139
PLEKHO1	1.15533333333333
ASB10	-0.199
RING1	-0.0503333333333333
NPC2	0.96125
AVPR1B	-0.2015
YTHDF1	0.556333333333333
LMAN1L	0.245
GSG2	-2.293
CEP170	-1.106
RPS4Y2	-6.14475
MSH6	-0.99
HECTD2	-0.181166666666667
ZNF556	-0.251166666666667
PLEKHC1	-0.0818
AIRE	0.223833333333333
BCL2L10	1.696
LMOD3	-0.0606666666666667
ZBTB8	0.2897
FOXA2	-3.9905
SLCO2A1	3.20425
C3orf46	0.287
PRDM16	-0.261833333333333
TMEM98	0.45125
FRMD5	-2.9135
PDE6C	0.5905
C1orf216	0.1875
EP400	-0.874785714285714
PTK2	-0.2195
RNF217	1.08025
NDUFA8	0.197
ZFAT1	0.4145
LAMP3	4.52466666666667
GLTSCR2	0.328375
NPW	0.0365
LLGL2	0.1553
PPM1K	-0.799333333333333
C20orf177	1.407
KIR2DL4	1.4263
NFKB2	0.61025
C21orf122	-0.0945
HESX1	-0.87225
GPR114	1.83616666666667
SLC25A35	-0.311833333333333
GNAT1	-0.147
ORAI3	0.50025
FAM76B	-0.463
TMEM99	0.0959
TRIM29	0.0567
CDS1	3.15625
RHEB	-0.4346
C4orf27	-0.400666666666667
RAB3A	0.526
OTUD6B	-1.18525
GPD1	2.5445
CDH15	-0.212333333333333
NPM1	-0.937714285714286
TMEM117	-1.34725
PRPS2	0.24
GCK	-0.2325
ADRA2A	4.19466666666667
TSPYL4	0.756666666666667
TASP1	-0.0945
WDR19	-0.017
C10orf38	-0.92375
PDE4C	-0.974
FYB	1.31066666666667
C1orf55	0.2325
PPFIA3	0.53025
RAD18	-1.734
C12orf44	0.741166666666667
CRYBA4	0.2455
HVCN1	1.896
TAF10	-0.716666666666667
C16orf48	-0.835833333333333
DEPDC5	0.585166666666667
LTBP1	-1.2215
MAPRE1	0.307125
FGF8	0.2
C3orf52	0.4885
SENP7	-0.07
LRRK2	3.60175
RUNDC2A	0.131333333333333
KIAA0355	0.452333333333333
CPEB1	-2.63325
PPEF2	0.5225
ABI2	-0.638333333333333
KIAA0317	0.3975
ATF1	-0.267833333333333
DYNC1H1	0.341125
DIP	1.36325
TMEM33	0.817666666666667
POLDIP3	-0.05275
C7orf24	2.28375
GPR171	3.953
CDC6	0.776833333333333
PLD1	-0.1651
ITFG2	-0.5204
NDUFC1	0.00325
AKNA	0.2875
NBR1	0.16025
PKHD1	0.0750000000000001
HPS4	-0.5583
MAFA	0.06
ULBP3	-0.3005
DIRC1	-1.3595
IMMT	-0.081125
C22orf13	0.907
CEL	-0.00700000000000001
MARK3	0.14925
ADAMTS2	1.26283333333333
ARPC3	-0.26
TMEM10	-0.143625
NPHS1	-0.431
BRD8	-0.647
WDR12	-1.711
IDI2	-0.07325
HOXD13	-1.6975
OR8G2	-0.956
SLAIN1	-1.936
GABRQ	-0.8845
NR2C2	-1.4875
NKTR	-1.2958
TLE2	1.3905
KIAA0892	-0.648
AURKA	-0.733181818181818
GPRC5C	1.55266666666667
TBC1D9B	0.63275
PNPLA6	-0.110333333333333
AP3B1	0.38825
NAG	0.502
C11orf68	-0.711
AKR7A3	0.05
AHCYL1	-0.308416666666667
COP1	0.601166666666667
RPP14	-0.622416666666667
PCDHB18	0.25075
CDH24	0.371
KRT17	-3.0581
LACTB2	-1.30975
DDX24	0.2368
PHACTR1	-2.28216666666667
SLC35E2	-0.18025
LOXL1	-0.07275
IQSEC2	0.664125
RGSL1	0.4895
PCDHGC5	0.1205
MEGF10	-0.26425
PRRX1	1.592
ASTE1	0.7755
C6orf159	-1.30975
MYOD1	0.31725
GAA	1.29725
ZNF747	1.46775
KLRC1	1.185875
IL1RL2	0.1845
GDF9	-0.202
GPR119	0.7935
TRAF2	-0.518
HCK	4.06416666666667
BMP6	-1.7235
IL8RA	0.6625
FLJ35848	-1.03125
EFHA1	0.7185
CDSN	0.367
C14orf54	-0.576166666666667
LSM3	-1.43975
ZFP41	0.761
C9orf126	-1.72933333333333
VIT	2.542
SPCS3	-0.921
DEF8	-0.7291
CHAF1A	-1.86183333333333
C1orf165	-0.152666666666667
ZFPM2	0.976
FTH1	0.26775
SLC35F1	-1.5615
YWHAH	0.93175
C17orf66	0.970833333333333
ADRB1	-0.680333333333333
FOXL1	-0.6435
RG9MTD3	-1.1665
UMPS	-0.172125
MGC13008	-0.425
KIAA1161	1.891
CCDC77	-1.97625
C12orf65	-1.3751
COG4	-0.452833333333333
RCP9	0.284166666666667
RP4-692D3.1	3.06966666666667
CDC2L5	0.17075
MGC7036	0.768666666666667
DNAJC11	-0.48225
GDF2	-0.168166666666667
TIMM17A	-0.23175
HNRNPA0	0.3086
OR2H1	-0.0463333333333333
PCBP1	0.561125
COL23A1	-1.5745
LRRC2	0.460357142857143
NSD1	0.0357142857142857
FLJ37078	-1.353375
WDR91	-0.301833333333333
TMEM179	-0.02775
DSCR10	1.013
CNDP2	1.4989
FYN	0.079
BEX2	0.444666666666667
KCND3	0.68025
YPEL5	2.039125
LRRC42	-0.508333333333333
C17orf45	-0.27875
ZNF649	1.3506
LOC150763	2.955125
COL5A2	2.39408333333333
CNGA2	-0.0675
ELA2B	-0.9515
RAB9B	0.25325
FAM100A	0.38575
NAIP	1.185
MYOZ2	-0.454625
SPATA12	-0.285
XRCC4	-0.15525
CYB561	2.4971
CHST10	0.46975
BAI1	-1.14366666666667
BRSK1	-0.612666666666667
C17orf89	0.135375
PDE6H	-0.8645
FLJ20309	0.3586
MAP7	0.97075
SCN4B	0.4935
SPAG9	-0.999
SERTAD1	0.5845
FLJ21963	-1.03925
ANTXR1	0.1877
TMPRSS13	2.94766666666667
ETV7	4.07433333333333
DGAT1	-0.033
NKIRAS1	-0.0411666666666667
TAC3	-3.87175
CORO1C	-0.579
RAD54B	-2.0465
HRASLS3	1.62533333333333
C21orf42	1.1755
BARD1	-0.333833333333333
ZNF177	0.117333333333333
MIP	-0.1925
ZNF442	1.671
F2	-4.3042
GRIA1	0.099
GALNTL2	1.94816666666667
WNT5A	-1.736
LENG9	0.1175
hCG_25371	-0.9905
FOXR1	0.665
TRA@	1.8762
PWWP2	1.75075
C1QTNF7	2.20583333333333
SLC7A4	0.276
C4orf7	2.93225
C17orf80	0.45
KLK4	0.7105
IL31	-0.027
TMEM176A	3.9455
CTNNB1	0.2690625
BHLHB2	-0.39925
TMEM185B	1.33416666666667
ARD1B	-0.63525
C1orf93	1.549
BRUNOL4	-0.112833333333333
LOC541469	0.7085
UPK2	0.16575
GAS8	0.396166666666667
PATE	0.7465
IMPACT	0.788625
WNK4	0.551666666666667
HNRPLL	-0.50875
GAD2	0.17175
ITGA6	1.026
BMP15	0.419
CYP2A7	0.635
RIC8A	0.05175
CCND1	-0.388416666666667
USP35	-0.422
DSCR2	-1.36275
CCL4	4.69466666666667
ZCCHC10	-0.2445
NOL11	-0.663
TRPM2	2.32458333333333
PSMD2	-0.00527272727272726
CHTF18	-1.71375
USP18	1.3185
RRAS	0.450875
LAMC3	-1.5325
TOX	-1.52183333333333
PCDH15	0.117
GABRG3	-2.71625
NUDCD2	-0.402
SGCZ	0.2315
KCTD17	0.0765
SPSB2	0.0235
TPPP3	2.7665
CILP2	1.116
CALB2	2.583875
CEBPZ	-0.229833333333333
ZNF479	0.6475
FMOD	5.14066666666667
C21orf66	-1.04071428571429
CLN6	-0.978333333333333
ANAPC1	-1.040375
SH2D3C	2.17075
PTPN14	-1.2854
TRIM42	0.176
APTX	0.15725
SNRPG	-0.499666666666667
BMS1	-0.525
MAGEA3	-4.567
NFATC3	-0.131083333333333
LRRC45	1.05716666666667
ARS2	-0.237428571428571
LRIG1	1.54416666666667
EPSTI1	1.668
PRSS27	1.5595
ERC2	-0.844125
PRKACB	1.28207142857143
PRDM13	-4.4
HCG27	-0.83925
KLK12	-4.5955
HSD17B7	-1.53283333333333
ZNF354A	0.6465
PCDH11X	-0.977
DMGDH	0.846
PCBD2	-0.636
TMC6	-0.55425
RIMS1	0.797
SF3B2	-0.316666666666667
RCN1	0.854666666666667
CPB1	2.3565
BCAR3	0.5135
FCRLB	-0.39375
PAK1IP1	-1.11125
OR10H1	0.117
KIF9	0.2354
PITPNM2	-1.19225
L3MBTL4	-0.087
TGFB1	-0.275
ZXDC	0.99525
SLC6A16	1.59975
SRrp35	-1.490125
LRRC8E	1.65975
PPIAL4	-0.648416666666667
EOMES	2.89633333333333
PAX2	-0.166
SCARF2	0.159125
PSEN2	1.12108333333333
PCDHB13	0.239
C10orf28	-0.14975
DHRS7B	-0.108785714285714
C1orf131	-0.19075
ASB1	-1.0159
ZNF223	0.618666666666667
LCMT2	-0.1155
MEP1A	-0.41225
TMEM53	0.327
RSPH3	0.34025
C10orf33	-2.1025
LOC644285	-0.89
PTPN9	0.0438333333333333
ABCA12	2.91725
CCDC37	-1.05775
RUNDC1	1.1758
YES1	-0.513666666666667
FAM120AOS	0.435
OR5M3	0.6305
PPP1R3F	-0.352083333333333
IL13	0.7819
MDFI	-1.51125
PRNT	0.2055
ZDBF2	-0.662
OR10C1	-0.138833333333333
CLIC1	-0.168666666666667
LILRA5	0.796
CSAG1	-4.45883333333333
TREML2	0.620166666666667
FAM125A	-0.493
ZNF74	0.15525
FAM104A	-0.012125
LRRC39	-0.679
SAMD5	-1.01075
HYAL2	-0.08475
HIST2H2AC	-0.18825
IGFBP5	0.0134347826086956
NRTN	-1.89333333333333
KIAA0556	-0.0917
FAM29A	-1.37594444444444
JMJD2A	0.127
EPHB1	1.50825
POLD4	0.27375
ANAPC10	-0.611
LRRC36	0.495
MEGF6	0.352
LPHN3	-0.085
BMP10	-0.331833333333333
C21orf55	1.1665
CREM	-0.8508125
PTGER4	2.234
METAP1	-0.889375
KCNQ1	1.8335
NR2F2	1.009
SSFA2	-0.415
CTTNBP2	-0.92225
BCL2A1	-0.047125
ZBTB24	-0.355
SLCO6A1	-1.96575
PRDM1	1.0248
OR7D2	-0.402166666666667
CCDC47	-0.879
LOC646982	0.8635
SLC26A6	-1.89683333333333
BIN1	0.0109
SRRM1	-0.592357142857143
PCSK1N	-0.19925
ALS2	0.1234
ECT2	-0.518052631578947
CACNA2D2	0.061625
DOCK6	-0.40425
C10orf119	0.38525
FATE1	0.202
DUSP23	0.802
TRIP6	-1.26
NUP35	-1.058
CDH3	-0.664
KLHDC8A	0.412
C9orf116	0.202625
EI24	0.267
CENTD1	1.33333333333333
RWDD2B	-0.4985
DOCK1	1.0005
NPAS2	-0.84325
NR3C2	3.4335
FAM63A	-0.0208333333333333
INPP5F	0.97
FAM111A	0.3641
MYBL1	-1.97258333333333
IQGAP3	-0.964
CRADD	-1.69333333333333
DUSP12	-1.417
PDZK1IP1	3.435
VASH2	0.818
CTR9	-0.3795
VIL1	-4.98525
OR8U1	0.393
CCDC107	0.325
PTTG1IP	0.599375
OR4X2	0.119
COL9A1	-3.1455
PSMD9	-0.459
ZFP62	0.11775
TIP39	-0.31175
PARP15	1.758
TTC19	1.1195
C1orf114	-2.86266666666667
GFPT1	0.8115
SLC27A6	-1.85975
MRPS10	-0.5916
CALML5	-0.500666666666667
TRPM7	-0.978375
CGNL1	1.12575
CECR1	1.334
SERPINB8	-0.464
TMEM102	-0.393
PDIA2	-4.03825
NUCKS1	-1.32766666666667
HOTAIR	1.7765
EBI3	1.1415
NXN	1.29525
ZMYND19	-0.461875
FOXJ3	-0.16625
EIF5B	-0.1275
EIF2B4	0.7995
LEO1	-0.04775
ZIC5	-2.06066666666667
IL20	-0.851166666666667
KIAA0415	0.21225
FLJ37357	-0.366
TSPAN12	0.019
ACTR3B	0.03025
TFAM	-0.574166666666667
IL17RD	-0.8935
PARP12	1.45
KLHDC7A	2.018
KCTD4	-0.0482
GTF2H1	-0.0435
FLCN	0.190833333333333
BIRC4	0.6415
LOC790955	-0.4705
VKORC1L1	-0.12275
CYP4F22	-0.0476666666666667
TAS2R5	0.784
ZNF582	0.67
HS3ST3B1	-0.35025
CTNS	0.122
STK36	0.652833333333333
MMD2	-0.1255
RP5-1103G7.6	0.52
FLJ23356	-0.2935
CRH	-0.53775
C1orf182	-0.995166666666667
ACP5	3.00316666666667
AMFR	1.0728
CA4	0.2255
PLCB4	0.5315
MPHOSPH10	0.04675
UNQ473	2.55983333333333
G3BP2	0.334
SR140	-1.39566666666667
HOXA2	0.24075
PYGB	0.86275
BAT1	-0.155
DKK3	-1.3845
DDX31	-0.272375
TULP1	-0.522375
NHLRC2	0.47
TNRC4	-0.364
ZNF430	0.44525
TNRC6A	-0.80125
PLA2G1B	0.346333333333333
RCHY1	0.912
GTF2A2	-0.8685
MGC4294	-0.4605
ZNF691	0.49
TACC3	-0.967
DNAJC5G	-0.16125
LOC4951	0.27875
MS4A4A	1.1545
LOC152485	2.1745
PPP1R2P1	0.38475
PPP2R5B	-0.00749999999999999
RPGRIP1L	1.038125
SPOP	-0.1472
PTPRF	1.90075
MGC42090	-0.0235
SUSD3	-0.13375
THOC4	0.305625
MAML1	0.6416
FXR2	-0.208666666666667
TYK2	0.2655
MUC6	0.689166666666667
DNAJB7	-1.047
PIP4K2A	0.568642857142857
MEX3A	0.4375
RRP1	-0.784625
TFAP4	-0.39625
CXorf41	0.341
MTMR4	-0.309
CTLA4	1.895
SNX9	0.51
CIB3	2.00933333333333
NECAP1	0.314125
PLA2G2D	0.8724
GLMN	-0.859666666666667
DCLRE1A	-0.2275
PDX1	0.348
SAMD11	0.47525
MRPL55	0.2358
TLR7	2.752125
TBC1D21	-0.313333333333333
SMAD1	1.2102
ACTRT2	0.01
RIOK2	-0.54625
PDLIM4	0.05725
SLC22A15	-0.217333333333333
ABHD13	0.5943
STX18	0.5524
CCPG1	0.122785714285714
DCBLD1	0.224833333333333
SLC2A6	-0.9945
NOLA3	-1.211
TRDMT1	-0.411642857142857
IL17F	0.288
ATP1A4	1.52083333333333
OR52W1	-0.095
CFL1	0.248
IL4	-1.106
RBP2	-0.3992
CPSF6	0.519625
TTC8	-0.826166666666667
MUCL1	7.1895
EYA3	-1.7165
KRT38	0.377
GNE	-0.99875
ZNF501	1.3425
SLC35A2	0.478875
CEP110	-0.9005
MYF6	0.6415
MGST2	0.0721666666666667
TRPV4	1.15483333333333
NEK8	-0.176
NOX5	-2.1105
NCKAP1L	0.552
EMP3	-1.34816666666667
BPY2C	0.1485
C1orf38	1.35325
ELOVL2	-2.057125
CBX7	0.699916666666667
OSBPL1A	0.970166666666667
ZNF589	-0.63425
ESCO1	-0.554
TRA2A	0.0623333333333333
C3orf26	-1.41375
PHF2	0.576916666666667
PID1	0.438333333333333
RFC1	-0.894125
MTAP	-1.0265625
ADORA3	3.989
LOC389458	-1.70875
TRNT1	-0.874
CRIPAK	-0.65275
RAI2	2.67633333333333
ANKRD44	0.49775
GZMB	4.57125
NFE2L1	-0.031125
STIP1	-0.193166666666667
RASL11B	0.6325
NT5DC2	0.3475
LRP2	0.031625
MTDH	-0.0786666666666667
ARSG	0.54625
HSP90AB1	-0.21425
CT45-6	-5.2075
ZNF483	-0.54025
LMBR1L	-0.0835
S100A2	-4.3023
C2	0.645777777777778
C2orf27	-0.2695
EIF4EBP1	-1.098
GCKR	-3.24833333333333
PPP1R9B	0.426125
FER	-1.23825
SNRK	0.892166666666667
OR5M10	0.266
UTP6	0.72675
CAPZA3	0.33375
FBP1	1.29966666666667
TERT	-2.6395
CCL1	-1.3945
FUCA1	2.063
ALS2CR8	-0.0203333333333333
KCMF1	0.605916666666667
SRCRB4D	-2.0665
OXCT2	0.204
IL17RA	0.706
MPP5	0.28075
SPA17	0.35675
FLJ10986	0.661666666666667
GALNT14	-3.32425
CXorf27	-0.865625
NPLOC4	0.3885
RAB34	-1.356
KRTAP3-3	0.211
ARSD	1.141
CPLX2	-1.7318
PJA1	0.9965
WHDC1L1	-0.7075
RB1	-0.6608
MTMR15	-0.2365
PHLDA2	-2.2036
GUCY2F	-0.2315
MPV17	-0.129833333333333
SLC35D1	0.2845
LYSMD3	0.7528
COL16A1	1.53725
ERLIN1	-0.211666666666667
JMJD4	-0.1165
HIST1H2BK	0.35
TP53I11	1.673
ST3GAL4	-1.3461
PF4V1	0.8116
ALG8	-0.76125
REG1A	0.19925
MINA	0.84275
CYB5R3	0.0768333333333333
HHLA1	-0.586
MYST4	0.8887
VASN	1.813
UCHL5IP	-1.0675
TFAP2A	1.86625
MGC9913	0.473
C9orf97	-0.1765
LOC90379	-0.49175
PHF15	-0.562357142857143
ZNF169	-0.2905
KRT7	3.8682
GLIPR1L2	1.541125
LOC116236	0.3865
IQCF3	-0.17275
RDH14	0.8775
HNRPK	0.358214285714286
RABEPK	0.232333333333333
ISX	-1.2455
CBARA1	0.33775
RAD51AP1	-1.44175
MLL5	-0.364375
CXorf48	-6.07
SGCD	-1.0685
PHTF1	-0.599125
CA3	3.9115
CMTM5	-0.21625
STX10	-0.3825
JMJD2D	-1.3745
P4HA1	-1.2465
GAB3	0.477333333333333
DHRS4	0.208
COL4A1	2.6134375
C20orf20	0.323
OSBPL2	2.5525
PTTG2	-1.6975
KIAA1688	1.0305
STS	-0.63975
SHROOM4	0.545833333333333
KBTBD5	0.134166666666667
ALDH1A3	0.5768
BTNL2	-0.187666666666667
TGIF1	0.492
ZFAND5	0.9405
ICA1	1.61875
NAV3	-1.72616666666667
FLJ12331	-0.60825
EPS8L2	-1.1037
MNT	0.0363333333333333
ENTPD1	2.06616666666667
OR51E2	0.645875
STK11	0.602875
MX1	2.888125
TTTY9A	-0.47175
CX62	-0.491
LOXL4	-0.44875
EXOSC4	-0.54725
PURB	0.195285714285714
SETD1A	-0.0115
RELB	1.533
LAMB2	-0.5505
HNF1B	-0.414166666666667
PNLIPRP3	3.0295
C14orf139	0.8585
UMOD	0.9555
GRIN3B	-0.6545
GPR25	0.0675
ZNF512B	-0.647
ATP6V0A1	0.159625
SRA1	0.306
ZNF615	1.76
ZNF768	1.1375
ZNF469	3.30975
DYNC2LI1	0.928
DNAH3	3.9485
LOC387911	2.016
LOC554234	-0.25825
ARRDC5	1.24675
TMEM59L	-2.06616666666667
MARCH4	-0.903
CNOT8	0.435333333333333
KIRREL3	-0.142333333333333
ADAM17	0.2305
MYOG	0.2375
CPNE1	-1.07333333333333
AK5	1.3305
LOC204010	-1.12475
NDRG4	-0.0685
LOC130074	0.502
PIAS4	0.857
NCOA2	0.852
TEGT	0.8072
USP5	-0.3255
ANKRD21	-1.029
KIAA0692	-0.293666666666667
HAPLN3	2.31175
LZIC	-1.34725
NRXN3	3.2595
CDKN2C	-0.817
KIAA0226	0.331166666666667
CYB5D1	0.55725
WDR68	-1.091625
ABCB6	-0.0865
MRPS25	-0.69525
ZMAT2	0.0171666666666667
KRT25	0.0225
RPL11	-0.204
GRAP	0.294333333333333
LOC198437	-1.58433333333333
RORC	1.652125
RAP2C	0.549357142857143
MXD1	-0.454
AZI2	-0.3055
NUAK2	1.199
AHSG	-6.800875
MANSC1	2.7095
IMP3	-0.648166666666667
C2orf3	-0.21925
VSTM3	4.8925
PCTP	0.0235
SIRT1	0.16225
MANBA	1.26675
CD164	0.971625
GFRA1	1.2826
PRM2	0.23425
ZKSCAN3	0.3565
PLEKHG1	2.2205
TPRKB	0.34575
UBFD1	-1.07791666666667
CDKL5	1.09216666666667
HIST1H2BD	0.0878333333333333
INPP4A	-0.364833333333333
BMX	-0.0990000000000002
PTPRU	-0.0645
LOC554202	-0.635333333333333
HOXC8	0.6935
IL12B	1.9995
ADPGK	-0.21125
ZNF418	0.4905
SIAE	1.96275
CWC15	-0.2595
RP13-401N8.2	0.8095
KLHL11	-0.7065
DEDD2	0.4525
PSMB3	2.48475
DDX25	-2.98825
ZBTB3	0.489666666666667
GFRAL	0.4195
RPS25	-0.66
FAM57B	-1.19833333333333
TESK2	1.0095
DNM1L	-0.721
ZNF207	0.851166666666667
CLEC11A	0.8895
TOLLIP	0.363125
TMEM61	-1.9075
DLK1	-4.906
PLVAP	3.2505
NOD2	2.533
SCMH1	1.1045
FLJ40235	0.45025
HTR2A	-1.08583333333333
ARMC5	-0.1515
FUT7	1.4985
PRELP	1.9838
ALKBH6	-0.482166666666667
GYG1	1.15225
POLR3GL	0.221
COL8A2	3.85533333333333
OR10A5	0.378125
C1orf187	-0.4805
TXLNB	1.773
C16orf68	-0.640833333333333
R3HDM1	-0.5285
C16orf75	-1.45725
BAALC	0.00837500000000003
TNP1	0.48725
GAPDH	-1.23216666666667
COX7C	-0.1535
ERRFI1	-1.7805
PGAM2	0.233833333333333
FAM108B1	0.217
APC	1.003625
TLR2	3.55575
SUCNR1	2.92075
ZNF233	1.673
WFDC1	-2.511
PSG11	-0.4447
SLC39A1	0.7125
PSAPL1	-0.4795
CDC42EP1	0.308
MECR	-0.50025
KIAA0101	-2.4926
MACROD2	1.0422
MMP19	0.925083333333333
LOC202459	0.119666666666667
VNN2	3.16575
ACCN3	-2.068
TIMD4	2.7425
RNASE8	-0.2525
CCDC7	-0.2575
SULT2B1	1.3815
ME1	-1.49
MGRN1	0.6595
MRPL30	-0.467125
IVL	0.04675
CALM1	1.32885
PLEKHA6	1.6811
B4GALNT2	0.222
PGDS	3.71375
C8orf33	-0.0534166666666667
TMEM56	-1.03783333333333
CKM	-1.0455
ESR2	0.9135
ACOT8	0.31125
AGTR2	-0.28
LOC155006	0.609666666666667
BC37295_3	0.115
EPM2AIP1	-0.5565
PZP	1.568
RPS9	-0.361
C18orf51	-2.20875
SIVA1	-0.8021
HEATR2	-0.596
CD3E	0.154333333333333
C20orf142	-1.6495
PGLYRP3	0.0875
CCDC139	0.9145
GPS2	-0.171666666666667
NOL14	-0.4365
LRTM2	2.61525
TRIM36	2.39625
TP53RK	3.129
FBXL13	-1.16133333333333
RUFY2	-0.589357142857143
C11orf70	2.57266666666667
HSPB9	-0.4845
GJA5	3.0465
HGF	-1.6545
EPHB4	1.656
SOX18	0.2795
IFRG15	-0.1635
SERPINA10	-4.38325
WDR23	0.583625
REEP2	-2.18116666666667
CDK3	-0.125
HSPA12A	2.429
ARL8B	-0.2453
SATB1	-0.684833333333333
PPM1D	-1.95483333333333
VPS45	0.501
TP53BP2	0.413125
GJE1	2.26525
CACNA1G	0.25075
VGLL4	0.5985
GNPTG	0.37875
ROS1	-2.68225
C21orf128	0.0635
BMP8B	0.56525
SLC5A4	-1.0425
SLC6A3	0.274333333333333
C16orf53	1.23525
TMEM81	-0.3455
APC2	-0.6728
SYAP1	0.94525
C6orf54	0.379333333333333
ZBED5	-0.9331
PVR	-1.1965
LTA4H	-0.280333333333333
CCDC24	0.8736
MAGEA4	-4.65483333333333
IFIT3	2.2735
MYADM	0.9345
C21orf82	0.6185
PDE3B	0.16125
