Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
CCDC65	0.67575
C16orf82	0.272
ENTPD4	-0.390125
BRP44L	0.299375
PMP22CD	0.19375
TMCO4	1.524
KCNN1	-0.383833333333333
WDR35	1.123
CCDC80	2.910625
C3orf31	-0.75275
SLC7A9	0.064
TMEM190	-1.102
DBC1	-1.40233333333333
FADS3	-0.683
PDZD8	-0.0696666666666667
GRM5	0.3095
AZGP1	3.9479
PEX3	0.3985
MED1	-0.188285714285714
ATG4C	-0.7375
HNRPH3	-1.204875
FAM109B	2.03475
C4orf17	0.3365
CA10	1.403
OPRD1	-0.095
CCL16	-0.89925
SACM1L	0.1665
CST6	2.4425
CD63	0.784
LGI1	-0.69725
ZNF784	0.13075
CRYBB1	-1.261
CX3CL1	0.81005
TOP2A	-2.059875
GYPB	-1.92733333333333
GADD45GIP1	-0.26625
FEN1	-2.031625
IGF1R	0.161125
WDR72	-1.8505
PURG	-0.718666666666667
DEFB126	-0.5655
PKD1L1	0.87025
CAV1	-0.5188
GNPDA2	1.0734
DGAT2	-1.103625
NLGN1	-3.20325
STRBP	0.323625
HPRT1	-1.04733333333333
FANCI	-2.23775
PSMA7	-0.367875
DBF4B	-0.420333333333333
TTF1	-0.145
RAD54L	-2.5905
ELOF1	0.08275
PLAGL2	-1.05825
ZNF256	0.0325
HMGCL	1.68375
MSI2	0.22
RPESP	3.58783333333333
C11orf60	1.44675
ABCD1	-0.3615
ACAA1	1.2762
SPARCL1	5.00592857142857
IL6ST	1.9201
ZNF319	-0.06
TMEM109	0.1671
FAM90A1	-0.937166666666667
IL22RA1	-0.855
ATP4B	0.076
TEC	-0.224833333333333
C7orf30	-0.939
TXNDC2	-0.0125
ABCB4	-0.13525
KIAA1191	0.7805
C9orf38	-0.02
SFTPB	0.55225
CNTNAP2	1.49991666666667
FRK	1.3055
TBX19	-0.24225
CHD4	0.07825
C6orf26	-1.73916666666667
MOSC2	2.15025
IKBKE	0.2305
HIF1A	-2.545
LOC595101	-0.587
RELA	0.438166666666667
TMEM16B	3.546
ABHD12B	-1.73
TSEN34	0.79525
KIF18A	-2.464
TXNDC9	-0.293
SPATA2L	0.195
SEMA4G	-0.68
C21orf91	0.118625
MATN1	-0.2115
KCNIP4	0.7115
TUSC1	1.489125
OR4C15	0.727
ARMCX6	0.4315
WBSCR27	-0.687333333333333
OR52I2	0.7935
KIAA1604	-0.7285
DYNC1I1	-0.9335
PPP4C	0.44025
SLC47A2	-1.099
TREH	0.540625
CD48	2.04516666666667
ST14	1.471
PKN1	-0.415
SPON2	2.71575
XBP1	2.62158333333333
SFRS12	-0.1425
EFCAB6	2.347
SELT	-0.30575
SLC39A2	0.9575
ERF	-1.125
ARL3	0.467375
SURF6	-0.6168
MLLT10	-0.290666666666667
FLJ11171	0.4425
TDGF1	-3.72033333333333
ERCC6	-0.2445
EIF2AK4	0.470875
BAZ1A	-0.1255
LRRN3	0.1685
TMC3	-0.24
EFTUD1	0.20375
PTPRO	0.358833333333333
CLEC12A	0.227125
ACBD4	0.39375
ZDHHC14	-0.609625
OTUD7B	0.477375
ACTB	0.3539375
MSRA	-0.040125
LCE5A	0.697
IFI35	0.86525
BSCL2	0.4285
ANKRD12	0.628833333333333
CFHR2	0.572
RGAG1	0.1125
HSFY1	-0.294
SLC30A5	0.324416666666667
IMPG1	0.0965
GPR109A	0.489
ZNF185	1.127
IYD	2.51675
NPCDR1	0.9385
SERPINA13	-0.00950000000000001
HMGCLL1	-1.08975
NEUROG1	0.363
UBQLN1	0.0545
LIN37	0.059
SOCS2	-0.706125
DSCR4	-1.08175
XKR6	-0.67725
GPR142	0.5125
KRTAP13-3	-0.0485
CCDC15	0.634666666666667
MOS	0.135
CD1E	-0.065
OFCC1	0.575166666666667
FAM83D	-2.0445
SRFBP1	0.36475
C9orf96	-0.0895
DHDH	0.1595
CCDC90A	-0.541
RABL3	0.3054
CD320	-0.851666666666667
ANGEL2	-0.3295
MRPL21	-0.742
SMG6	0.358166666666667
INSR	1.597
FLJ14816	-0.825
GLRB	-0.302833333333333
C9orf89	0.915
CIZ1	-0.575625
URG4	-0.711333333333333
LRDD	-0.821166666666667
CBY1	0.671166666666667
NFX1	-0.093375
MTERFD2	0.0844285714285714
C19orf23	0.21
PGC	-2.30575
IER3IP1	0.8391
RASAL2	1.01625
C1orf89	-0.21
SYNJ1	-0.27175
NFKBIE	0.34875
FLJ40125	-0.8185
TCEB2	-0.3235
NOG	-1.4945
POLR2J2	-0.409
HLA-B	3.241
PCDHA1	0.942
PPP2R2B	-0.39375
ARHGEF17	0.7935
TCF7L2	0.598642857142857
CHD5	-0.391333333333333
ZNF431	-0.48025
TBC1D25	-0.486
ZNF800	0.45425
SCUBE2	1.42290909090909
MYCBP	-0.0231666666666667
GPX5	0.1355
C6orf129	-0.00349999999999999
QSER1	-0.5765
ULK2	1.81375
PIGO	0.911833333333333
NRCAM	-2.136
SLC35E3	0.243875
CSRP2	-0.4065
HYPE	0.844
MAPK15	0.160666666666667
MGC14327	-0.1395
TIMM13	0.0853333333333333
ZNF462	-0.082
GBA3	0.286
TEX13A	0.362
MCM6	-1.24455555555556
MTRF1	-1.13175
ABCA7	-1.0275
EIF4A2	-0.40625
ZC3H10	0.7372
RPGR	0.313666666666667
C20orf94	-0.08325
RP1L1	0.03175
GPR125	-0.292714285714286
USP22	-0.3915
OR1L4	0.07425
MLZE	0.51525
FLJ32065	-0.27775
PTCD1	-0.193
CRTAC1	0.504
BXDC2	-1.51075
C18orf1	2.20583333333333
FAM107A	1.84935714285714
EFNA3	0.22675
P18SRP	-0.4836
CAMKK2	-0.0660833333333333
KIAA0649	-0.8525
NES	-1.66783333333333
HS6ST3	-0.51125
PON2	-0.3515
TCP11L2	0.754
CLEC4A	1.24
PRR12	0.656
MLXIPL	-1.4876
C2orf50	0.6615
ZNF28	0.5085
ENC1	0.0813333333333333
MAP2K1	-0.256375
FKSG2	0.21725
KIAA0430	0.57025
PTP4A1	-1.267
GPR156	0.4815
GTF3C6	-0.6205
UBR2	0.1741
LOC388272	-1.2785
MAK	0.878166666666667
ACOT4	3.0295
STC2	3.12258333333333
PIGW	-1.233125
SAE1	-0.517
COL6A1	0.769363636363636
OAZ1	0.129
STMN4	0.208666666666667
EDG3	0.00216666666666666
SGCE	-0.625166666666667
IL11	-1.60366666666667
PRSS8	2.22775
YIPF5	-0.00941666666666661
WNT4	1.546125
CSN2	0.0171666666666667
TCF7	-2.442125
TDO2	1.5965
SAMD9	0.404625
S100A7A	0.053
MMRN1	2.6195
GKAP1	0.27
AKR1C3	-1.020875
RNF19A	2.431625
GMDS	-0.32525
YKT6	-0.510125
SPARC	1.411
C12orf31	-0.70425
UBE2V2	-1.13183333333333
FBXL18	-1.05633333333333
KIAA0460	0.107
ADAM22	0.0798571428571429
SERPINC1	-4.263
KCTD21	0.53675
MYOHD1	-1.863
ZNF37A	-0.148333333333333
GTF3C1	-0.045
CTSZ	1.79125
PRNPIP	-0.426375
DRD1IP	0.225
NR1I2	-1.82866666666667
ZNF266	-0.2901
SPAG4L	0.208
COX4NB	-0.544
SAPS1	0.747
APOA1	-3.75375
TATDN1	-0.290833333333333
C10orf82	-1.48375
KPNB1	-0.80075
FOXO3	0.558166666666667
CRYBB2	-0.649
ZBTB5	-0.806166666666667
SLC25A38	0.58
DCTN2	0.182833333333333
IFT20	0.0755
CTHRC1	2.5005
C1orf31	-1.5965
UHRF1	-0.9125625
GPC6	-0.3525
C10orf54	1.58175
MCF2L2	0.128333333333333
WNT9B	-0.011125
OLA1	-0.17
FAM120B	0.6705
TTLL10	-0.2325
CYorf15A	-3.7935
RELN	-0.9322
SCN2B	1.16041666666667
MFHAS1	-0.4135
NKX3-2	-0.642333333333333
RASGRF2	-0.0795
SSBP1	-1.1805
KPNA6	-0.103571428571429
LOC389118	-0.0535
HS3ST4	-1.1495
SUPT7L	-0.574625
FLJ32658	-0.031
IGFBPL1	-0.07525
KIAA1641	-0.2001
SHKBP1	-0.268666666666667
CSF1R	4.02025
NAGK	1.331
MYL2	0.89725
HIST1H4C	-2.13483333333333
TOMM7	-0.281
ADAMTSL3	3.0015
TNFSF14	-0.369
PRRT2	-0.555
VTA1	0.17675
AOAH	2.80183333333333
CRISPLD2	1.44057142857143
PNN	-0.7417
TA-NFKBH	-0.039
ESPN	-0.12475
RBM43	-0.0645
KIAA1267	0.41325
DDX3X	0.429833333333333
KIAA1576	-3.65025
PLXDC1	3.66666666666667
FLJ25801	-4.3535
HNRNPL	0.3445
RUNDC3A	-0.077
CASP12	1.96
SH2D5	-0.99875
RPL26L1	-0.3645
OR51A7	0.26225
HDC	2.1775
C2orf16	0.0555
SYTL3	2.83225
GOLGA4	0.416625
NOTCH1	-0.550833333333333
ATPAF2	0.78175
ECD	0.4835
SSX5	-0.6135
SNAP91	-0.57525
OCA2	-3.534
PNPO	0.0403333333333333
DAPK1	-0.324833333333333
PINX1	-0.617
SELENBP1	1.29725
NEK3	-0.454916666666667
TMED4	-0.148357142857143
SSTR4	-0.1785
FOSL1	-2.3098
CD40LG	0.5375
CES1	-0.511333333333333
DCI	1.098
B3GAT3	-0.0698333333333333
STK17B	-0.05975
CNTN6	0.5025
CYP3A4	-0.440166666666667
MBOAT2	0.344071428571429
PISD	0.565625
USP1	-1.10375
PYDC1	0.654333333333333
CENPM	-0.67125
SAR1B	0.58425
TTC7B	-0.93575
DP58	-0.177
GPC1	0.83275
RBL1	-1.158875
TMEM137	-2.5975
TOB1	1.70625
TCEAL1	1.92116666666667
CENPF	-1.85781818181818
C6	2.0205
PRSS1	-3.2615
PPIL6	1.0865
C6orf124	1.1745
ODZ4	1.049
SNCB	0.13475
NDUFB9	0.60375
CNOT6L	0.446833333333333
S100A9	-0.196833333333333
TRIM50	0.1985
KCTD1	1.4294
WDR63	0.203
SPEF2	1.43
RNGTT	-0.396166666666667
CXorf22	0.7895
KCNK16	0.25825
CEP250	-1.428125
ATPBD1B	-0.026
KCNJ2	2.7045
MT1B	0.9715
ZNF684	-0.405
SLC4A1	0.18525
PDHA1	-0.96775
ZNF492	-0.572125
TKT	-0.92225
BYSL	-0.6435
RNF38	0.340375
AHDC1	-0.3865
KLHL2	0.08825
CMTM8	-0.5385
DMP1	-0.01
HERPUD2	0.100375
CRTAM	1.863
ZNF572	0.12925
TMEM16J	0.0905
HSD17B2	-3.42275
UBE2G1	0.2165
AHSA2	-0.91375
PELI2	-0.398
TPX2	-2.075875
ATP9B	1.09416666666667
DAZAP1	-0.602
HMGCS2	3.07033333333333
C17orf38	0.2475
B9D1	0.057875
NKX2-5	-0.652666666666667
KIAA1276	0.03725
LILRB2	2.47
CSTF1	-0.403666666666667
BTN2A1	-0.166
C15orf48	6.207
IGF2BP3	-4.31975
FAM113B	0.689166666666667
HRG	0.01975
ZNF131	-1.14125
USP47	0.260785714285714
CCDC88B	-0.481875
HCN1	-0.1664
HTN1	0.4208
SYCP3	-0.59875
C13orf23	-0.8978
PAPOLA	-0.110625
AATK	-0.5568
MSH3	-0.305166666666667
NDUFAB1	-1.19475
ITLN2	-0.466
BAK1	-0.221666666666667
MRPL45	-0.120666666666667
MTNR1B	0.0283333333333333
LOC645843	-0.037
SPECC1L	0.4855
PGCP	2.25875
SPN	-0.385
GPR143	1.7445
ZNF576	0.281166666666667
TMEM39A	0.2163
ATP5D	0.196666666666667
MAGEB3	0.2205
RPS5	-0.3935
ANP32E	-2.1605
MTMR1	0.0025
YEATS4	-1.1225
SYNGAP1	-0.02425
PCOLCE	0.00483333333333333
MNS1	0.78075
PCYT2	-0.302833333333333
ZNF182	-0.4845
LAX1	0.8745
SPPL2B	0.466
ELOVL5	-0.1848
PCDHAC1	1.222
B4GALNT1	-1.218
BLOC1S2	0.684625
ZNF673	-0.453
ARHGAP21	0.4135
IRX5	3.479875
LRFN5	0.352333333333333
FAM7A1	-0.66575
RAB19	-0.0845
GINS1	-2.56975
ITM2B	0.9369
PAPSS2	-0.102
OR5BF1	0.1555
ACSL3	-0.578625
KIAA1919	-0.873666666666667
GLT8D2	2.67525
UTRN	0.8295
CNN1	1.862
HISPPD2A	0.682166666666667
SDAD1	-0.141125
SIGLEC9	0.0438333333333333
RPL35	-0.393142857142857
C22orf26	0.3355
IMPDH2	-0.534
WDR69	-0.173
SEC14L5	0.0665
CLTA	0.3765
RP11-529I10.4	0.2445
GPR37L1	0.0295
OGDH	-0.222416666666667
ASB13	1.67916666666667
ZFP14	-0.823
ZCRB1	-0.582833333333333
KPNA3	-0.13125
HSPA1L	0.0145
RHOC	1.569125
LOC554175	0.14175
PPP3CA	0.3953
SLC1A7	-0.2833
ZNF529	-0.499
RBED1	0.6715
DDB2	-0.83825
FLJ11286	0.598
SPATA1	0.2425
MKNK1	0.390666666666667
DYSF	1.14483333333333
ALKBH2	-0.23
NKD1	-2.811
C1orf174	-0.6975
PLEKHO1	0.452333333333333
ASB10	-0.04775
RING1	0.0326666666666667
NPC2	1.335375
AVPR1B	0.3565
YTHDF1	-0.377916666666667
LMAN1L	0.0955
GSG2	-1.494
CEP170	-0.5843
RPS4Y2	-5.27575
MSH6	-1.3305
HECTD2	0.258666666666667
ZNF556	-2.76533333333333
PLEKHC1	0.0632
AIRE	0.381
BCL2L10	0.6435
LMOD3	-0.178833333333333
ZBTB8	0.5446
FOXA2	-2.9158
SLCO2A1	2.798875
C3orf46	-0.3195
PRDM16	0.198
TMEM98	1.50875
FRMD5	-1.9835
PDE6C	0.526
C1orf216	0.2545
EP400	-0.354
PTK2	-0.594166666666667
RNF217	-0.33175
NDUFA8	-0.284
ZFAT1	-0.07375
LAMP3	1.83433333333333
GLTSCR2	1.0205
NPW	-1.123
LLGL2	0.247
PPM1K	-1.22316666666667
C20orf177	-1.115
KIR2DL4	0.5424
NFKB2	-0.113
C21orf122	-0.349
HESX1	-0.18575
GPR114	0.6635
SLC25A35	0.420833333333333
GNAT1	0.05725
ORAI3	0.591
FAM76B	-0.503875
TMEM99	1.0238
TRIM29	-0.4672
CDS1	2.17625
RHEB	-0.4013
C4orf27	-0.730166666666667
RAB3A	-0.49975
OTUD6B	0.3955
GPD1	0.502125
CDH15	-0.797666666666667
NPM1	-0.452071428571429
TMEM117	-0.5995
PRPS2	-0.328666666666667
GCK	-0.2135
ADRA2A	4.05933333333333
TSPYL4	0.369833333333333
TASP1	-0.2075
WDR19	0.7185
C10orf38	-0.63475
PDE4C	-0.461166666666667
FYB	0.524666666666667
C1orf55	-0.362166666666667
PPFIA3	-0.74975
RAD18	-0.9885
C12orf44	0.0941666666666667
CRYBA4	0.4975
HVCN1	1.20625
TAF10	-0.1185
C16orf48	0.3315
DEPDC5	1.082
LTBP1	-1.3745
MAPRE1	-0.435125
FGF8	0.2045
C3orf52	1.369
SENP7	0.154833333333333
LRRK2	1.00325
RUNDC2A	0.0171666666666667
KIAA0355	0.4695
CPEB1	-0.243
PPEF2	0.343
ABI2	-0.465166666666667
KIAA0317	-0.08425
ATF1	-0.663
DYNC1H1	0.791
DIP	0.04675
TMEM33	0.109611111111111
POLDIP3	0.02475
C7orf24	1.13025
GPR171	2.47725
CDC6	-2.77583333333333
PLD1	-0.5935
ITFG2	-0.0657
NDUFC1	-0.0895
AKNA	-0.47
NBR1	0.974
PKHD1	0.183625
HPS4	-0.2292
MAFA	0.43525
ULBP3	0.0195
DIRC1	0.879
IMMT	-0.414875
C22orf13	0.364916666666667
CEL	0.06025
MARK3	0.07625
ADAMTS2	0.616083333333333
ARPC3	0.1425
TMEM10	0.188375
NPHS1	0.09025
BRD8	0.0905
WDR12	-1.27975
IDI2	0.15725
HOXD13	-1.2255
OR8G2	-0.17975
SLAIN1	-1.93675
GABRQ	-0.25925
NR2C2	-1.1855
NKTR	-0.5959
TLE2	0.574
KIAA0892	-0.394166666666667
AURKA	-2.16781818181818
GPRC5C	-0.00166666666666667
TBC1D9B	0.013
PNPLA6	-0.445166666666667
AP3B1	0.521
NAG	0.208125
C11orf68	-0.463
AKR7A3	3.15425
AHCYL1	0.383166666666667
COP1	0.0753333333333333
RPP14	-0.3475
PCDHB18	0.164
CDH24	0.60625
KRT17	-0.0255
LACTB2	-0.3
DDX24	0.091
PHACTR1	-2.2355
SLC35E2	0.191
LOXL1	0.189
IQSEC2	0.534375
RGSL1	-0.8625
PCDHGC5	0.1225
MEGF10	-0.166375
PRRX1	1.40616666666667
ASTE1	0.763166666666667
C6orf159	-0.71425
MYOD1	0.555
GAA	0.967
ZNF747	0.251
KLRC1	-1.376375
IL1RL2	0.2155
GDF9	0.731
GPR119	0.2615
TRAF2	-0.765166666666667
HCK	2.50766666666667
BMP6	-0.978
IL8RA	0.266
FLJ35848	-0.34575
EFHA1	-0.2415
CDSN	-0.0351666666666667
C14orf54	-0.297666666666667
LSM3	-0.952125
ZFP41	0.254
C9orf126	-0.751
VIT	-0.526
SPCS3	-0.7465
DEF8	-1.0128
CHAF1A	-1.84866666666667
C1orf165	-0.376833333333333
ZFPM2	1.4905
FTH1	0.16
SLC35F1	-0.7855
YWHAH	1.1905
C17orf66	0.563666666666667
ADRB1	-0.161833333333333
FOXL1	-0.101
RG9MTD3	-0.2255
UMPS	-0.125375
MGC13008	-0.25
KIAA1161	-0.03
CCDC77	-2.3145
C12orf65	-0.8371
COG4	-0.0625
RCP9	-0.192916666666667
RP4-692D3.1	2.11733333333333
CDC2L5	0.27875
MGC7036	0.3355
DNAJC11	-0.2235
GDF2	-0.074
TIMM17A	-0.86375
HNRNPA0	-0.6188
OR2H1	-0.23875
PCBP1	0.55125
COL23A1	-0.9945
LRRC2	0.529
NSD1	0.0675
FLJ37078	-1.248
WDR91	-0.0206666666666667
TMEM179	0.419
DSCR10	0.227
CNDP2	1.0692
FYN	-0.206
BEX2	-0.861833333333333
KCND3	1.0355
YPEL5	1.05425
LRRC42	-0.5615
C17orf45	0.48
ZNF649	-0.1452
LOC150763	2.75575
COL5A2	2.36858333333333
CNGA2	-0.0625
ELA2B	-0.208666666666667
RAB9B	-0.47375
FAM100A	0.25775
NAIP	0.723142857142857
MYOZ2	0.140875
SPATA12	-0.152
XRCC4	-1.14625
CYB561	1.4548
CHST10	-0.29575
BAI1	-1.1215
BRSK1	-0.624166666666667
C17orf89	-0.684875
PDE6H	-0.667
FLJ20309	0.3204
MAP7	1.401625
SCN4B	1.40175
SPAG9	-0.6040625
SERTAD1	0.402333333333333
FLJ21963	0.66575
ANTXR1	0.7392
TMPRSS13	1.985
ETV7	2.5855
DGAT1	-0.591666666666667
NKIRAS1	0.537333333333333
TAC3	-2.558
CORO1C	-0.723583333333333
RAD54B	0.043
HRASLS3	3.05233333333333
C21orf42	0.3635
BARD1	-0.4815
ZNF177	-0.0968333333333333
MIP	0.368
ZNF442	0.8415
F2	-3.6874
GRIA1	0.252
GALNTL2	1.60683333333333
WNT5A	-1.3718
LENG9	0.0365
hCG_25371	-1.8195
FOXR1	0.0815
TRA@	0.8784
PWWP2	1.31325
C1QTNF7	2.09783333333333
SLC7A4	0.752
C4orf7	2.21875
C17orf80	0.356
KLK4	1.09266666666667
IL31	0.457
TMEM176A	2.94975
CTNNB1	0.7139375
BHLHB2	1.601
TMEM185B	0.877
ARD1B	-0.4675
C1orf93	0.9055
BRUNOL4	-0.124833333333333
LOC541469	-0.886083333333334
UPK2	-0.03975
GAS8	0.211833333333333
PATE	0.237
IMPACT	0.887875
WNK4	-1.48533333333333
HNRPLL	-0.55725
GAD2	-0.10475
ITGA6	0.6665
BMP15	-0.145
CYP2A7	0.571625
RIC8A	0.300375
CCND1	1.15591666666667
USP35	-0.0615
DSCR2	-1.57075
CCL4	3.41233333333333
ZCCHC10	-0.357
NOL11	-0.81725
TRPM2	1.291
PSMD2	-0.799454545454546
CHTF18	-1.68875
USP18	1.21025
RRAS	0.20575
LAMC3	-0.67475
TOX	-2.01783333333333
PCDH15	0.1665
GABRG3	-0.98925
NUDCD2	-0.618
SGCZ	0.832
KCTD17	-0.0058
SPSB2	0.7145
TPPP3	4.02283333333333
CILP2	1.039
CALB2	1.287625
CEBPZ	-0.8255
ZNF479	0.191
FMOD	4.76916666666667
C21orf66	-0.790428571428571
CLN6	-0.126666666666667
ANAPC1	-0.6115
SH2D3C	1.595
PTPN14	-0.6969
TRIM42	-0.1185
APTX	-0.05775
SNRPG	-1.33166666666667
BMS1	-0.437
MAGEA3	-4.2395
NFATC3	-0.31725
LRRC45	-0.168833333333333
ARS2	-0.292071428571429
LRIG1	3.07066666666667
EPSTI1	0.7055
PRSS27	0.29625
ERC2	-0.584625
PRKACB	1.93721428571429
PRDM13	-2.829
HCG27	-0.3585
KLK12	-3.396
HSD17B7	-0.690166666666667
ZNF354A	0.2375
PCDH11X	-0.156
DMGDH	0.44325
PCBD2	0.1875
TMC6	-1.223
RIMS1	0.751625
SF3B2	-0.177166666666667
RCN1	-0.026
CPB1	4.92975
BCAR3	0.07675
FCRLB	0.3665
PAK1IP1	-1.182
OR10H1	-0.0835
KIF9	0.5703
PITPNM2	-0.966625
L3MBTL4	0.8905
TGFB1	-0.1024
ZXDC	0.71025
SLC6A16	-0.143
SRrp35	-1.158625
LRRC8E	1.61925
PPIAL4	-0.241333333333333
EOMES	1.63083333333333
PAX2	-0.3295
SCARF2	0.3925
PSEN2	0.5715
PCDHB13	0.204333333333333
C10orf28	0.29825
DHRS7B	1.56442857142857
C1orf131	-0.92825
ASB1	-1.0902
ZNF223	0.237333333333333
LCMT2	0.77425
MEP1A	-0.49625
TMEM53	0.4315
RSPH3	1.42125
C10orf33	-0.629
LOC644285	-0.222
PTPN9	0.199
ABCA12	-1.36775
CCDC37	-0.50875
RUNDC1	1.1736
YES1	-0.2715
FAM120AOS	1.32875
OR5M3	1.322
PPP1R3F	-0.183333333333333
IL13	0.1691
MDFI	-0.15925
PRNT	1.0595
ZDBF2	0.758
OR10C1	0.440833333333333
CLIC1	-0.49
LILRA5	-0.0385
CSAG1	-3.79066666666667
TREML2	-0.2915
FAM125A	0.266833333333333
ZNF74	-1.15425
FAM104A	0.2205
LRRC39	-0.944
SAMD5	-0.481
HYAL2	0.812
HIST2H2AC	0.093625
IGFBP5	0.959130434782609
NRTN	-1.3915
KIAA0556	0.0278
FAM29A	-1.46927777777778
JMJD2A	-0.289
EPHB1	0.88925
POLD4	0.9635
ANAPC10	-0.71775
LRRC36	0.97675
MEGF6	0.45
LPHN3	-0.00683333333333335
BMP10	0.0108333333333333
C21orf55	0.268
CREM	-0.783875
PTGER4	0.589166666666667
METAP1	-0.455625
KCNQ1	0.761166666666667
NR2F2	0.808125
SSFA2	-0.254583333333333
CTTNBP2	-1.736
BCL2A1	-1.923125
ZBTB24	-0.248
SLCO6A1	-0.37325
PRDM1	0.9514
OR7D2	-0.235833333333333
CCDC47	0.3052
LOC646982	0.93
SLC26A6	-0.180166666666667
BIN1	-0.3018
SRRM1	-0.584357142857143
PCSK1N	-0.690125
ALS2	0.0421
ECT2	-0.955263157894737
CACNA2D2	0.464125
DOCK6	-0.286
C10orf119	0.201
FATE1	0.16525
DUSP23	1.37975
TRIP6	-0.0109285714285714
NUP35	-0.23
CDH3	0.45375
KLHDC8A	0.2275
C9orf116	0.171
EI24	0.45
CENTD1	1.2875
RWDD2B	0.175333333333333
DOCK1	0.7085
NPAS2	-0.59925
NR3C2	1.74483333333333
FAM63A	0.7015
INPP5F	-0.0863333333333333
FAM111A	0.0273
MYBL1	-0.706416666666667
IQGAP3	-0.253666666666667
CRADD	-0.413833333333333
DUSP12	-1.3985
PDZK1IP1	3.369
VASH2	-0.3485
CTR9	0.6065
VIL1	-4.075
OR8U1	0.3925
CCDC107	1.298
PTTG1IP	0.519125
OR4X2	0.2805
COL9A1	-1.384
PSMD9	-0.0965
ZFP62	0.184
TIP39	-0.086
PARP15	0.089
TTC19	0.91975
C1orf114	-1.446
GFPT1	0.653
SLC27A6	-1.236
MRPS10	-0.369
CALML5	-1.80483333333333
TRPM7	-0.035875
CGNL1	1.494
CECR1	0.723
SERPINB8	-0.3085
TMEM102	1.184125
PDIA2	-3.1915
NUCKS1	-1.2155
HOTAIR	0.0755
EBI3	-0.00225
NXN	0.295
ZMYND19	-0.618125
FOXJ3	-0.214
EIF5B	0.2046
EIF2B4	0.351833333333333
LEO1	0.35625
ZIC5	-0.810833333333333
IL20	-0.323833333333333
KIAA0415	1.08575
FLJ37357	-0.182
TSPAN12	1.56975
ACTR3B	-0.473375
TFAM	-0.837833333333333
IL17RD	-0.8075
PARP12	1.02425
KLHDC7A	0.435
KCTD4	-0.0151666666666667
GTF2H1	0.05275
FLCN	-0.501166666666667
BIRC4	-0.027625
LOC790955	0.26175
VKORC1L1	-0.34625
CYP4F22	-0.372
TAS2R5	0.4535
ZNF582	0.2785
HS3ST3B1	-0.534
CTNS	0.4285
STK36	0.545
MMD2	0.005
RP5-1103G7.6	-0.3595
FLJ23356	0.287
CRH	0.31025
C1orf182	-0.0668333333333333
ACP5	2.82883333333333
AMFR	2.8533
CA4	-0.9835
PLCB4	-0.2345
MPHOSPH10	0.07875
UNQ473	0.702666666666667
G3BP2	-0.0803333333333333
SR140	-0.5
HOXA2	0.45375
PYGB	0.54925
BAT1	-0.0549166666666667
DKK3	0.295333333333333
DDX31	-0.353875
TULP1	0.05675
NHLRC2	0.42125
TNRC4	-0.2365
ZNF430	-0.07475
TNRC6A	-0.05
PLA2G1B	0.152166666666667
RCHY1	0.0345
GTF2A2	-0.9645
MGC4294	-0.142
ZNF691	-0.096
TACC3	-1.7125
DNAJC5G	-0.09025
LOC4951	0.174
MS4A4A	-1.4985
LOC152485	1.394
PPP1R2P1	-0.193
PPP2R5B	0.0585
RPGRIP1L	0.58425
SPOP	0.4814
PTPRF	0.99475
MGC42090	-0.821
SUSD3	1.52875
THOC4	-0.60525
MAML1	-0.193
FXR2	-0.682
TYK2	-0.37575
MUC6	0.187
DNAJB7	-0.562
PIP4K2A	0.254285714285714
MEX3A	-2.334
RRP1	-0.620375
TFAP4	-0.39925
CXorf41	-0.24625
MTMR4	-0.454666666666667
CTLA4	0.84
SNX9	1.004
CIB3	0.450833333333333
NECAP1	0.708125
PLA2G2D	-0.203
GLMN	-1.42983333333333
DCLRE1A	-0.64625
PDX1	0.128
SAMD11	-0.7995
MRPL55	0.3393
TLR7	1.1255
TBC1D21	0.115333333333333
SMAD1	1.4093
ACTRT2	0.062
RIOK2	-0.4125
PDLIM4	-0.38625
SLC22A15	1.03166666666667
ABHD13	0.266
STX18	0.9309
CCPG1	0.648642857142857
DCBLD1	-0.204333333333333
SLC2A6	-1.3255
NOLA3	-0.32775
TRDMT1	-0.611071428571429
IL17F	0.0915
ATP1A4	0.271166666666667
OR52W1	0.024
CFL1	-0.50825
IL4	-0.8385
RBP2	0.1815
CPSF6	0.04175
TTC8	0.416333333333333
MUCL1	5.827
EYA3	-1.674
KRT38	0.27925
GNE	-0.98275
ZNF501	0.28025
SLC35A2	0.511625
CEP110	-0.8378
MYF6	-0.071
MGST2	0.7385
TRPV4	-0.332666666666667
NEK8	-0.016
NOX5	-0.056
NCKAP1L	-0.808666666666667
EMP3	-1.293
BPY2C	-0.3495
C1orf38	0.180625
ELOVL2	1.5575
CBX7	1.28875
OSBPL1A	1.19416666666667
ZNF589	-0.18175
ESCO1	-0.690166666666667
TRA2A	0.147083333333333
C3orf26	-1.41725
PHF2	0.79475
PID1	0.492
RFC1	-0.23625
MTAP	-1.268875
ADORA3	2.134
LOC389458	-0.408
TRNT1	-0.738875
CRIPAK	-0.5
RAI2	4.01133333333333
ANKRD44	-0.243
GZMB	2.334
NFE2L1	-0.01325
STIP1	-0.602833333333333
RASL11B	-0.1415
NT5DC2	-2.61133333333333
LRP2	3.315375
MTDH	0.7414
ARSG	0.81975
HSP90AB1	-0.366416666666667
