Hybridization REF	TCGA-B6-A0RM-01A-11R-A084-07
ABCD1	-0.4305
ACAA1	0.524
SPARCL1	4.41028571428571
IL6ST	1.8171
ZNF319	-0.5815
TMEM109	-0.0563
FAM90A1	-1.285
IL22RA1	-1.123
ATP4B	0.0875
TEC	-1.0455
C7orf30	-1.437
TXNDC2	-0.0863333333333333
ABCB4	-0.06275
KIAA1191	0.5345
C9orf38	-0.1695
SFTPB	0.0885
CNTNAP2	1.77183333333333
FRK	0.019
TBX19	-0.421
CHD4	0.07275
C6orf26	-2.20116666666667
MOSC2	0.2995
IKBKE	-0.21625
HIF1A	-3.63566666666667
LOC595101	0.5915
RELA	0.0728333333333333
TMEM16B	0.0616666666666667
ABHD12B	3.22425
TSEN34	0.8125
KIF18A	-1.9485
TXNDC9	-0.567166666666667
SPATA2L	-0.0185
SEMA4G	-1.0785
C21orf91	-0.054625
MATN1	-0.236
KCNIP4	-0.039
TUSC1	2.554625
OR4C15	0.40325
ARMCX6	-0.03975
WBSCR27	-1.27416666666667
OR52I2	-0.197
KIAA1604	-0.219
DYNC1I1	-1.7725
PPP4C	0.97075
SLC47A2	-0.746333333333333
TREH	-0.257125
CD48	0.662
ST14	1.41616666666667
PKN1	-0.47075
SPON2	1.502
XBP1	3.5785
SFRS12	-0.386666666666667
EFCAB6	2.2495
SELT	-0.1
SLC39A2	-0.655
ERF	-0.924166666666667
ARL3	1.569125
SURF6	-0.7102
MLLT10	-0.148428571428571
FLJ11171	0.0885
TDGF1	-4.5895
ERCC6	-0.38425
EIF2AK4	1.13625
BAZ1A	-0.128333333333333
LRRN3	0.6175
TMC3	0.00600000000000001
EFTUD1	0.20375
PTPRO	0.3815
CLEC12A	0.4475
ACBD4	0.237125
ZDHHC14	-0.352
OTUD7B	1.20525
ACTB	0.0393125
MSRA	-0.62125
LCE5A	0.401
IFI35	-0.7875
BSCL2	-0.0215
ANKRD12	1.16575
CFHR2	0.473
RGAG1	-0.4305
HSFY1	0.285
SLC30A5	0.0822727272727273
IMPG1	0.1475
GPR109A	0.104
ZNF185	1.22225
IYD	0.9435
NPCDR1	1.0305
SERPINA13	-0.0215
HMGCLL1	1.6275
NEUROG1	0.375833333333333
UBQLN1	0.2693125
LIN37	0.6605
SOCS2	-0.86975
DSCR4	-1.938875
XKR6	-1.7685
GPR142	0.346
KRTAP13-3	0.578
CCDC15	0.111333333333333
MOS	0.385
CD1E	0.316
OFCC1	-0.378666666666667
FAM83D	-2.57
SRFBP1	-0.1565
C9orf96	0.0125
DHDH	-2.39225
CCDC90A	-0.461
RABL3	0.9247
CD320	-1.05466666666667
ANGEL2	-0.0445
MRPL21	-0.35125
SMG6	0.5955
INSR	2.3336875
FLJ14816	-0.135
GLRB	-0.9564
C9orf89	1.20825
CIZ1	-0.53375
URG4	-0.695666666666667
LRDD	-1.21566666666667
CBY1	1.32833333333333
NFX1	0.197625
MTERFD2	0.608357142857143
C19orf23	0.133
PGC	-3.0595
IER3IP1	0.4897
RASAL2	0.450583333333333
C1orf89	0.03575
SYNJ1	-0.601375
NFKBIE	0.021
FLJ40125	-1.92066666666667
TCEB2	0.7841
NOG	-1.113
POLR2J2	-0.2565
HLA-B	0.33975
PCDHA1	2.1025
PPP2R2B	-1.70675
ARHGEF17	0.4485
TCF7L2	0.261428571428571
CHD5	-0.581166666666667
ZNF431	-0.4045
TBC1D25	-0.4545
ZNF800	0.95125
SCUBE2	4.83736363636364
MYCBP	0.222
GPX5	-0.088
C6orf129	-0.263833333333333
QSER1	-0.910166666666667
ULK2	2.18225
PIGO	0.349333333333333
NRCAM	0.817214285714286
SLC35E3	0.83775
CSRP2	-0.486
HYPE	0.1445
MAPK15	0.917
MGC14327	0.216
TIMM13	0.159333333333333
ZNF462	-1.20875
GBA3	-0.02975
TEX13A	0.2515
MCM6	-1.28822222222222
MTRF1	-0.879875
ABCA7	-1.009
EIF4A2	0.146
ZC3H10	1.1852
RPGR	0.342
C20orf94	1.1245
RP1L1	-0.32675
GPR125	-0.288875
USP22	0.459928571428571
OR1L4	0.5965
MLZE	0.60575
FLJ32065	-0.16
PTCD1	-0.207
CRTAC1	0.4875
BXDC2	-1.325
C18orf1	3.03333333333333
FAM107A	0.4325
EFNA3	-0.3205
P18SRP	-0.3592
CAMKK2	0.344166666666667
KIAA0649	-0.05375
NES	-0.324833333333333
HS6ST3	1.096625
PON2	-0.3425
TCP11L2	-0.36275
CLEC4A	1.216
PRR12	0.3275
MLXIPL	-1.5213
C2orf50	2.594
ZNF28	0.4395
ENC1	0.2325
MAP2K1	-0.390875
FKSG2	0.802
KIAA0430	1.7595
PTP4A1	-0.969555555555556
GPR156	0.3635
GTF3C6	-0.32675
UBR2	-0.0965
LOC388272	-0.56825
MAK	1.53833333333333
ACOT4	3.203
STC2	3.354
PIGW	-0.61275
SAE1	-0.59775
COL6A1	-0.0671363636363636
OAZ1	0.321833333333333
STMN4	0.156
EDG3	0.836166666666667
SGCE	-1.9655
IL11	-2.67266666666667
PRSS8	2.49325
YIPF5	0.521416666666667
WNT4	4.100125
CSN2	0.437333333333333
TCF7	-2.519625
TDO2	1.5245
SAMD9	0.044625
S100A7A	0.3285
MMRN1	1.54
GKAP1	0.4535
AKR1C3	-2.972125
RNF19A	2.349125
GMDS	-1.42325
YKT6	-0.976
SPARC	0.0394
C12orf31	-0.802
UBE2V2	0.006
FBXL18	-0.349666666666667
KIAA0460	0.63725
ADAM22	-0.955375
SERPINC1	-3.73125
KCTD21	0.82025
MYOHD1	-1.85525
ZNF37A	0.853333333333333
GTF3C1	0.833833333333333
CTSZ	2.835
PRNPIP	-0.867
DRD1IP	0.191
NR1I2	-2.18283333333333
ZNF266	-0.3578
SPAG4L	0.261
COX4NB	-0.96125
SAPS1	0.116
APOA1	-3.60075
TATDN1	0.299666666666667
C10orf82	3.37075
KPNB1	-0.60725
FOXO3	0.825583333333333
CRYBB2	-0.149
ZBTB5	-0.330166666666667
SLC25A38	0.35575
DCTN2	-0.57
IFT20	0.596
CTHRC1	0.644
C1orf31	-0.50975
UHRF1	-1.139625
GPC6	-0.8105
C10orf54	0.66425
MCF2L2	-0.144666666666667
WNT9B	0.165375
OLA1	-0.064
FAM120B	-0.059
TTLL10	0.4445
CYorf15A	-3.55925
RELN	-1.597
SCN2B	0.87175
MFHAS1	-1.00725
NKX3-2	-2.01533333333333
RASGRF2	-0.572
SSBP1	-0.971833333333333
KPNA6	0.0282857142857143
LOC389118	-0.147
HS3ST4	-1.5341
SUPT7L	-0.40825
FLJ32658	-1.34225
IGFBPL1	-0.95975
KIAA1641	-0.2512
SHKBP1	-1.145
CSF1R	4.78425
NAGK	0.63975
MYL2	6.39525
HIST1H4C	-0.3805
TOMM7	-0.484875
ADAMTSL3	3.8769
TNFSF14	-0.83875
PRRT2	-0.81275
VTA1	0.03075
AOAH	2.18166666666667
CRISPLD2	0.644
PNN	-0.9896
TA-NFKBH	-0.273
ESPN	0.30675
RBM43	-0.00950000000000001
KIAA1267	0.6595
DDX3X	0.183833333333333
KIAA1576	-5.3965
PLXDC1	2.839
FLJ25801	-4.08325
HNRNPL	0.22775
RUNDC3A	-0.0101666666666667
CASP12	0.3515
SH2D5	-1.531
RPL26L1	-0.4055
OR51A7	0.39875
HDC	3.479
C2orf16	0.15
SYTL3	2.987875
GOLGA4	0.69825
NOTCH1	-0.841166666666667
ATPAF2	0.7795
ECD	0.06575
SSX5	-0.432666666666667
SNAP91	0.159
OCA2	-3.34275
PNPO	0.3845
DAPK1	-0.581333333333333
PINX1	-1.46033333333333
SELENBP1	1.203875
NEK3	-0.677416666666667
TMED4	0.259285714285714
SSTR4	0.3675
FOSL1	-2.7093
CD40LG	0.4195
CES1	-2.29116666666667
DCI	1.8015
B3GAT3	-0.3055
STK17B	-1.05125
CNTN6	-0.5995
CYP3A4	-1.179
MBOAT2	0.359071428571429
PISD	0.576875
USP1	-0.90325
PYDC1	-1.14033333333333
CENPM	-1.033125
SAR1B	0.35525
TTC7B	-0.444
DP58	-0.1555
GPC1	0.65325
RBL1	-1.5135
TMEM137	-1.9545
TOB1	1.48991666666667
TCEAL1	1.50583333333333
CENPF	-1.95209090909091
C6	0.732
PRSS1	-3.4245
PPIL6	1.60416666666667
C6orf124	-0.008
ODZ4	0.604333333333333
SNCB	-0.33625
NDUFB9	1.54425
CNOT6L	1.47683333333333
S100A9	-1.74533333333333
TRIM50	0.423
KCTD1	2.5142
WDR63	-0.1645
SPEF2	1.152875
RNGTT	-0.2285
CXorf22	-0.1075
KCNK16	-0.3135
CEP250	-1.144625
ATPBD1B	-0.819
KCNJ2	3.83
MT1B	-0.469
ZNF684	-0.3005
SLC4A1	0.1735
PDHA1	-0.916
ZNF492	-0.83975
TKT	-1.7205
BYSL	-0.661
RNF38	0.45675
AHDC1	0.294
KLHL2	1.82975
CMTM8	2.69175
DMP1	-0.614
HERPUD2	0.255625
CRTAM	1.6465
ZNF572	1.10925
TMEM16J	-0.061
HSD17B2	-4.6265
UBE2G1	0.5605
AHSA2	-1.406
PELI2	0.528
TPX2	-2.314375
ATP9B	1.419
DAZAP1	-0.044625
HMGCS2	0.7395
C17orf38	0.10425
B9D1	0.010375
NKX2-5	-1.21916666666667
KIAA1276	0.89025
LILRB2	3.062
CSTF1	-0.689833333333333
BTN2A1	-0.567666666666667
C15orf48	4.02425
IGF2BP3	-4.4555
FAM113B	0.7905
HRG	-0.107
ZNF131	-0.533
USP47	1.08085714285714
CCDC88B	-1.479
HCN1	0.3372
HTN1	-0.3752
SYCP3	0.11425
C13orf23	-0.3265
PAPOLA	0.2810625
AATK	-0.462
MSH3	0.270333333333333
NDUFAB1	-0.156
ITLN2	-1.29333333333333
BAK1	-0.695833333333333
MRPL45	-0.437833333333333
MTNR1B	0.295166666666667
LOC645843	0.1135
SPECC1L	0.53675
PGCP	1.4465
SPN	-0.913625
GPR143	2.10266666666667
ZNF576	0.7615
TMEM39A	-0.1701
ATP5D	-0.170333333333333
MAGEB3	-0.2215
RPS5	-0.5615
ANP32E	-1.53428571428571
MTMR1	0.594
YEATS4	-0.45425
SYNGAP1	0.198
PCOLCE	-1.5675
MNS1	0.46825
PCYT2	-0.661166666666667
ZNF182	0.304
LAX1	0.387875
SPPL2B	0.3101
ELOVL5	0.7428
PCDHAC1	0.2465
B4GALNT1	-1.6245
BLOC1S2	0.238
ZNF673	-0.1176
ARHGAP21	0.0551666666666667
IRX5	3.606625
LRFN5	-1.24483333333333
FAM7A1	-1.2735
RAB19	0.183
GINS1	-1.79575
ITM2B	1.2768
PAPSS2	-0.288416666666667
OR5BF1	0.1415
ACSL3	-0.177375
KIAA1919	0.0213333333333333
GLT8D2	1.471875
UTRN	-0.0295
CNN1	-1.3855
HISPPD2A	0.413
SDAD1	0.578625
SIGLEC9	0.0888333333333333
RPL35	0.175857142857143
C22orf26	0.748
IMPDH2	-0.537375
WDR69	-0.25
SEC14L5	-0.188666666666667
CLTA	0.26825
RP11-529I10.4	0.0885
GPR37L1	0.0366666666666667
OGDH	-0.494833333333333
ASB13	2.47716666666667
ZFP14	1.01325
ZCRB1	-0.345333333333333
KPNA3	0.805
HSPA1L	1.29125
RHOC	0.1095
LOC554175	-0.114
PPP3CA	0.852
SLC1A7	0.9306
ZNF529	-0.732333333333333
RBED1	1.3025
DDB2	-1.561
FLJ11286	-0.220833333333333
SPATA1	0.61
MKNK1	-0.0993333333333333
DYSF	1.23833333333333
ALKBH2	-0.327
NKD1	-3.806
C1orf174	-0.08625
PLEKHO1	-0.546
ASB10	2.93675
RING1	-0.321166666666667
NPC2	0.143875
AVPR1B	0.2035
YTHDF1	-0.00849999999999999
LMAN1L	0.368
GSG2	-1.6955
CEP170	-1.1989
RPS4Y2	-5.08975
MSH6	-1.053
HECTD2	-0.779
ZNF556	-1.50666666666667
PLEKHC1	-0.8094
AIRE	0.0203333333333333
BCL2L10	-0.04575
LMOD3	4.68866666666667
ZBTB8	0.5298
FOXA2	-3.2397
SLCO2A1	1.453625
C3orf46	0.8395
PRDM16	-0.968833333333333
TMEM98	0.093
FRMD5	-3.4715
PDE6C	-0.2425
C1orf216	-0.0413333333333333
EP400	0.133285714285714
PTK2	1.53933333333333
RNF217	-0.65025
NDUFA8	-0.0095
ZFAT1	1.23425
LAMP3	0.157
GLTSCR2	0.50925
NPW	-1.013
LLGL2	-0.087
PPM1K	-0.131833333333333
C20orf177	0.156
KIR2DL4	0.2412
NFKB2	-0.3545
C21orf122	-0.722666666666667
HESX1	0.135
GPR114	-0.775333333333333
SLC25A35	0.3865
GNAT1	-1.23925
ORAI3	0.4635
FAM76B	-0.099625
TMEM99	1.0685
TRIM29	-2.6068
CDS1	3.31975
RHEB	0.051
C4orf27	-0.5745
RAB3A	-0.55425
OTUD6B	0.982
GPD1	0.39675
CDH15	2.2985
NPM1	-0.602642857142857
TMEM117	-1.22275
PRPS2	-0.492416666666667
GCK	-0.394
ADRA2A	4.57983333333333
TSPYL4	0.223333333333333
TASP1	-0.76825
WDR19	0.27475
C10orf38	-2.2185
PDE4C	-0.687166666666667
FYB	-0.06675
C1orf55	-0.6545
PPFIA3	-1.3805
RAD18	-1.14
C12orf44	-0.119333333333333
CRYBA4	0.0995
HVCN1	0.05375
TAF10	-0.1615
C16orf48	-0.552833333333333
DEPDC5	1.44133333333333
LTBP1	-1.6115
MAPRE1	-0.188625
FGF8	-0.1955
C3orf52	0.335625
SENP7	0.210166666666667
LRRK2	0.29475
RUNDC2A	0.631666666666667
KIAA0355	-0.876333333333333
CPEB1	-2.25475
PPEF2	0.083
ABI2	-0.225666666666667
KIAA0317	0.035375
ATF1	-0.447
DYNC1H1	0.618875
DIP	0.4745
TMEM33	0.719222222222222
POLDIP3	0.618
C7orf24	-0.00825
GPR171	1.362
CDC6	-1.96066666666667
PLD1	-0.7618
ITFG2	-0.062
NDUFC1	0.35625
AKNA	-0.87525
NBR1	1.04425
PKHD1	0.389125
HPS4	-0.1167
MAFA	0.389
ULBP3	-0.36675
DIRC1	-0.0455
IMMT	-0.2695
C22orf13	0.233583333333333
CEL	-0.0275
MARK3	-0.45525
ADAMTS2	0.00216666666666671
ARPC3	-0.454833333333333
TMEM10	0.10575
NPHS1	-0.081
BRD8	0.156833333333333
WDR12	-1.0965
IDI2	1.442
HOXD13	-1.951
OR8G2	-0.5985
SLAIN1	-2.8945
GABRQ	-0.68475
NR2C2	-0.64675
NKTR	-0.129
TLE2	1.064
KIAA0892	0.473333333333333
AURKA	-2.62272727272727
GPRC5C	-1.4375
TBC1D9B	0.52275
PNPLA6	-0.393666666666667
AP3B1	-0.19775
NAG	-0.07775
C11orf68	-0.204
AKR7A3	4.82575
AHCYL1	0.79875
COP1	-0.627
RPP14	0.136666666666667
PCDHB18	-0.29375
CDH24	0.38575
KRT17	-3.1727
LACTB2	-0.1885
DDX24	0.4998
PHACTR1	-2.5475
SLC35E2	0.48275
LOXL1	-0.58125
IQSEC2	0.393875
RGSL1	0.6605
PCDHGC5	0.407
MEGF10	0.957
PRRX1	0.608333333333333
ASTE1	0.376333333333333
C6orf159	-0.88125
MYOD1	0.4475
GAA	0.5275
ZNF747	1.3395
KLRC1	-1.50375
IL1RL2	0.566
GDF9	1.174
GPR119	0.001
TRAF2	-0.3055
HCK	2.971
BMP6	-2.94425
IL8RA	0.583333333333333
FLJ35848	-0.02025
EFHA1	0.543
CDSN	0.0561666666666667
C14orf54	0.00633333333333333
LSM3	-0.318
ZFP41	0.794
C9orf126	-1.051
VIT	-1.458
SPCS3	-1.59425
DEF8	-1.9509
CHAF1A	-1.39983333333333
C1orf165	-1.377
ZFPM2	1.21066666666667
FTH1	-0.67675
SLC35F1	-1.723
YWHAH	0.47125
C17orf66	0.0861666666666667
ADRB1	-0.446166666666667
FOXL1	-0.656
RG9MTD3	0.2015
UMPS	-0.56975
MGC13008	-0.233
KIAA1161	0.593
CCDC77	-1.5465
C12orf65	-1.2457
COG4	-1.399
RCP9	1.15691666666667
RP4-692D3.1	3.34
CDC2L5	0.4585
MGC7036	0.748333333333333
DNAJC11	-0.6585
GDF2	0.02
TIMM17A	-0.7835
HNRNPA0	0.5167
OR2H1	-0.03125
PCBP1	0.763375
COL23A1	-1.30175
LRRC2	2.958
NSD1	0.114285714285714
FLJ37078	-1.30225
WDR91	-0.964666666666667
TMEM179	-0.15225
DSCR10	0.0455
CNDP2	1.4291
FYN	-1.582
BEX2	0.3905
KCND3	1.40825
YPEL5	1.321875
LRRC42	-0.428833333333333
C17orf45	0.74275
ZNF649	-0.2155
LOC150763	0.40575
COL5A2	1.309
CNGA2	0.2035
ELA2B	-0.509833333333333
RAB9B	-0.214
FAM100A	0.422
NAIP	-0.169928571428571
MYOZ2	5.768625
SPATA12	-0.1945
XRCC4	-0.71275
CYB561	1.0579
CHST10	-1.76225
BAI1	-1.07766666666667
BRSK1	-0.583833333333333
C17orf89	-0.33325
PDE6H	-0.6905
FLJ20309	0.2466
MAP7	1.339125
SCN4B	0.1875
SPAG9	-0.9960625
SERTAD1	0.765
FLJ21963	-2.24075
ANTXR1	-0.5156
TMPRSS13	0.975666666666667
ETV7	0.727
DGAT1	0.758833333333333
NKIRAS1	0.359833333333333
TAC3	-3.07725
CORO1C	-1.784
RAD54B	-0.22575
HRASLS3	3.91816666666667
C21orf42	0.28525
BARD1	-0.324666666666667
ZNF177	1.06666666666667
MIP	-0.3675
ZNF442	0.6695
F2	-3.8982
GRIA1	0.054125
GALNTL2	0.4505
WNT5A	-0.2259
LENG9	0.118
hCG_25371	-1.8405
FOXR1	0.2015
TRA@	0.7445
PWWP2	1.0885
C1QTNF7	1.21783333333333
SLC7A4	0.743
C4orf7	0.0175
C17orf80	0.262166666666667
KLK4	0.244
IL31	-0.255
TMEM176A	3.636
CTNNB1	0.719375
BHLHB2	1.52625
TMEM185B	0.6415
ARD1B	-0.71825
C1orf93	1.4565
BRUNOL4	-0.411333333333333
LOC541469	0.36875
UPK2	0.12925
GAS8	-0.107
PATE	-0.14
IMPACT	0.9865
WNK4	1.84133333333333
HNRPLL	-0.903
GAD2	-0.14375
ITGA6	-0.7765
BMP15	0.3155
CYP2A7	0.218625
RIC8A	0.530375
CCND1	1.51433333333333
USP35	1.2855
DSCR2	-1.817
CCL4	3.50183333333333
ZCCHC10	0.109
NOL11	-0.7925
TRPM2	1.24833333333333
PSMD2	-0.716181818181818
CHTF18	-0.197
USP18	0.487125
RRAS	-0.38825
LAMC3	-2.676
TOX	-3.577
PCDH15	0.0105
GABRG3	-0.90075
NUDCD2	-0.421375
SGCZ	0.096
KCTD17	-0.5549
SPSB2	0.353
TPPP3	3.4435
CILP2	0.497333333333333
CALB2	1.634875
CEBPZ	-0.187
ZNF479	0.15525
FMOD	5.45266666666667
C21orf66	-0.578785714285714
CLN6	-0.503166666666667
ANAPC1	-0.98225
SH2D3C	0.34975
PTPN14	-0.8754
TRIM42	-0.02275
APTX	0.69725
SNRPG	-0.835666666666667
BMS1	-0.51675
MAGEA3	-4.358
NFATC3	-1.12633333333333
LRRC45	-0.228333333333333
ARS2	-0.0367142857142857
LRIG1	2.99383333333333
EPSTI1	0.00316666666666666
PRSS27	-0.03675
ERC2	-0.905625
PRKACB	-1.26564285714286
PRDM13	-4.467
HCG27	-1.657
KLK12	-3.3885
HSD17B7	0.0326666666666667
ZNF354A	0.444
PCDH11X	0.015
DMGDH	-0.12225
PCBD2	0.047
TMC6	-2.3545
RIMS1	0.298
SF3B2	-0.276666666666667
RCN1	-1.188
CPB1	2.37075
BCAR3	1.618
FCRLB	-0.113875
PAK1IP1	-0.461
OR10H1	0.1495
KIF9	0.9219
PITPNM2	-1.91375
L3MBTL4	-0.184
TGFB1	-1.1692
ZXDC	0.7375
SLC6A16	-1.60875
SRrp35	-2.217875
LRRC8E	1.8185
PPIAL4	-0.597416666666667
EOMES	1.022
PAX2	0.3425
SCARF2	-0.543875
PSEN2	0.669666666666667
PCDHB13	0.27425
C10orf28	-0.4335
DHRS7B	0.470071428571429
C1orf131	-0.671
ASB1	-0.7079
ZNF223	0.182333333333333
LCMT2	1.19675
MEP1A	-0.416
TMEM53	-0.30125
RSPH3	1.2945
C10orf33	-0.3425
LOC644285	0.68175
PTPN9	0.487833333333333
ABCA12	-1.6095
CCDC37	-1.01675
RUNDC1	1.5956
YES1	-0.4015
FAM120AOS	0.99225
OR5M3	-0.1125
PPP1R3F	0.0700833333333333
IL13	-0.0909
MDFI	0.67975
PRNT	0.106666666666667
ZDBF2	1.307
OR10C1	0.120666666666667
CLIC1	-0.7575
LILRA5	0.268333333333333
CSAG1	-4.00233333333333
TREML2	-1.063
FAM125A	-0.235833333333333
ZNF74	-0.8835
FAM104A	-0.186
LRRC39	3.8125
SAMD5	-1.47525
HYAL2	-0.28075
HIST2H2AC	-0.2085
IGFBP5	0.531086956521739
NRTN	-0.423
KIAA0556	0.7362
FAM29A	-1.10022222222222
JMJD2A	0.938
EPHB1	0.32325
POLD4	0.54125
ANAPC10	-0.92175
LRRC36	-0.30175
MEGF6	-0.75175
LPHN3	-0.546166666666667
BMP10	0.1288
C21orf55	0.079
CREM	-0.58725
PTGER4	-0.316333333333333
METAP1	-0.112125
KCNQ1	0.0651666666666667
NR2F2	-0.305625
SSFA2	-0.814583333333333
CTTNBP2	-1.13425
BCL2A1	-1.945625
ZBTB24	-0.404625
SLCO6A1	-1.12275
PRDM1	-0.6458
OR7D2	-0.213166666666667
CCDC47	0.0855
LOC646982	-0.146
SLC26A6	-1.90166666666667
BIN1	1.7262
SRRM1	0.137428571428571
PCSK1N	-0.47875
ALS2	-0.1152
ECT2	-0.794842105263158
CACNA2D2	1.979125
DOCK6	-1.45275
C10orf119	0.549
FATE1	0.26975
DUSP23	0.629
TRIP6	-0.161357142857143
NUP35	-0.04825
CDH3	-3.60875
KLHDC8A	-0.29025
C9orf116	-0.107875
EI24	0.49
CENTD1	0.929166666666667
RWDD2B	-0.0946666666666667
DOCK1	1.4635
NPAS2	-1.576
NR3C2	4.00583333333333
FAM63A	1.38125
INPP5F	-0.0551666666666667
FAM111A	-0.0888
MYBL1	-1.51483333333333
IQGAP3	-0.402
CRADD	-0.0661666666666667
DUSP12	-1.43775
PDZK1IP1	2.952
VASH2	-1.47
CTR9	0.746
VIL1	-3.705
OR8U1	0.452333333333333
CCDC107	-0.427
PTTG1IP	0.108
OR4X2	0.2225
COL9A1	-2.4945
PSMD9	-0.17225
ZFP62	1.024
TIP39	-0.0945
PARP15	-0.119
TTC19	1.0375
C1orf114	1.55833333333333
GFPT1	-0.5545
SLC27A6	-1.74425
MRPS10	-0.503
CALML5	-2.18383333333333
TRPM7	0.493375
CGNL1	0.436125
CECR1	0.00900000000000001
SERPINB8	-1.4515
TMEM102	0.93475
PDIA2	-4.07975
NUCKS1	0.0508333333333333
HOTAIR	-1.13325
EBI3	-0.993
NXN	-0.4475
ZMYND19	-0.506375
FOXJ3	-0.0655
EIF5B	0.1307
EIF2B4	0.0263333333333333
LEO1	0.451
ZIC5	-1.4815
IL20	-0.123333333333333
KIAA0415	-0.3875
FLJ37357	1.01
TSPAN12	0.944
ACTR3B	-0.3265
TFAM	-0.306666666666667
IL17RD	-1.4615
PARP12	0.65625
KLHDC7A	0.98
KCTD4	-0.198833333333333
GTF2H1	0.06825
FLCN	0.0586666666666667
BIRC4	1.554625
LOC790955	-0.00849999999999999
VKORC1L1	-0.05075
CYP4F22	-0.114833333333333
TAS2R5	0.571
ZNF582	0.576
HS3ST3B1	-0.870875
CTNS	0.09825
STK36	0.935
MMD2	-0.1115
RP5-1103G7.6	-0.1375
FLJ23356	0.814
CRH	-0.2935
C1orf182	0.0596666666666667
ACP5	1.40233333333333
AMFR	1.2644
CA4	-1.95625
PLCB4	0.138875
MPHOSPH10	0.12875
UNQ473	-0.0141666666666667
G3BP2	-0.137333333333333
SR140	-0.43875
HOXA2	-0.67375
PYGB	-0.8995
BAT1	-0.598833333333333
DKK3	-1.45466666666667
DDX31	-0.267
TULP1	-0.255125
NHLRC2	-0.194
TNRC4	-0.117666666666667
ZNF430	-0.12325
TNRC6A	0.953125
PLA2G1B	-0.430666666666667
RCHY1	0.450666666666667
GTF2A2	-0.756666666666667
MGC4294	0.587
ZNF691	0.12675
TACC3	-1.5065
DNAJC5G	-0.032
LOC4951	0.01225
MS4A4A	-2.464
LOC152485	0.8135
PPP1R2P1	0.02475
PPP2R5B	-0.69775
RPGRIP1L	1.172625
SPOP	0.4063
PTPRF	2.18033333333333
MGC42090	0.346
SUSD3	5.01675
THOC4	-0.599875
MAML1	0.209
FXR2	-0.496833333333333
TYK2	-0.520125
MUC6	1.88266666666667
DNAJB7	0.385
PIP4K2A	-0.0608571428571428
MEX3A	-0.964833333333333
RRP1	-0.9675
TFAP4	0.49875
CXorf41	-0.04825
MTMR4	0.0201666666666667
CTLA4	-0.422
SNX9	1.59875
CIB3	1.42866666666667
NECAP1	0.25425
PLA2G2D	-0.2364
GLMN	-1.003
DCLRE1A	-0.49825
PDX1	-0.085
SAMD11	-0.97825
MRPL55	0.0335
TLR7	1.07225
TBC1D21	0.316166666666667
SMAD1	1.589
ACTRT2	0.20825
RIOK2	-0.632
PDLIM4	-1.8235
SLC22A15	-0.655666666666667
ABHD13	0.3663
STX18	0.5028
CCPG1	0.393
DCBLD1	0.192666666666667
SLC2A6	-2.699
NOLA3	-0.49825
TRDMT1	-0.948571428571429
IL17F	0.3105
ATP1A4	-0.371166666666667
OR52W1	0.242
CFL1	-0.7985
IL4	-0.787
RBP2	0.830666666666667
CPSF6	0.137375
TTC8	0.146333333333333
MUCL1	-0.3255
EYA3	-1.832
KRT38	0.217
GNE	-1.40625
ZNF501	1.63225
SLC35A2	0.08675
CEP110	-0.124
MYF6	7.4445
MGST2	0.146666666666667
TRPV4	-0.748666666666667
NEK8	-0.409166666666667
NOX5	-1.3015
NCKAP1L	-1.0975
EMP3	-2.29983333333333
BPY2C	-0.227
C1orf38	-0.569125
ELOVL2	2.711125
CBX7	1.33025
OSBPL1A	1.799
ZNF589	-0.5185
ESCO1	-0.00933333333333334
TRA2A	0.177333333333333
C3orf26	-1.1585
PHF2	1.33216666666667
PID1	-0.966833333333333
RFC1	0.000874999999999994
MTAP	0.15225
ADORA3	2.5185
LOC389458	-0.71375
TRNT1	-0.616875
CRIPAK	0.094
RAI2	4.09666666666667
ANKRD44	-0.419
GZMB	1.96275
NFE2L1	0.7575
STIP1	0.0281666666666667
RASL11B	0.0835
NT5DC2	-3.30516666666667
LRP2	4.028
MTDH	1.01746666666667
ARSG	1.03875
HSP90AB1	0.504583333333333
CT45-6	-4.8505
ZNF483	-0.55375
LMBR1L	-0.57225
S100A2	-3.0615
C2	-1.36338888888889
C2orf27	0.53025
EIF4EBP1	-0.46625
GCKR	-4.20183333333333
PPP1R9B	0.309375
FER	-1.91325
SNRK	0.286666666666667
OR5M10	0.39
UTP6	-0.7115
CAPZA3	-0.31325
FBP1	3.027
TERT	-1.6485
CCL1	-1.4745
FUCA1	0.17
ALS2CR8	0.778833333333333
KCMF1	0.086
SRCRB4D	-1.7905
OXCT2	-1.83216666666667
IL17RA	0.432166666666667
MPP5	0.298875
SPA17	0.4685
FLJ10986	1.16333333333333
GALNT14	0.57825
CXorf27	-0.676
NPLOC4	-0.738
RAB34	-0.636
KRTAP3-3	0.2055
ARSD	0.951333333333333
CPLX2	-1.5198
PJA1	-0.97625
WHDC1L1	0.4665
RB1	-0.5984
MTMR15	0.3895
PHLDA2	-1.4955
GUCY2F	0.129
MPV17	-0.36
SLC35D1	-0.6055
LYSMD3	0.431111111111111
COL16A1	0.495
ERLIN1	-0.902666666666667
JMJD4	-0.58125
HIST1H2BK	-1.219
TP53I11	1.70033333333333
ST3GAL4	0.0206
PF4V1	0.137833333333333
ALG8	-0.1135
