Hybridization REF	TCGA-AN-A0AS-01A-11R-A00Z-07
WWC1	1.9365
SH3GL3	-3.494
RIF1	-0.847571428571429
PRLH	0.2605
VLDLR	-0.5315
DBT	-0.077
C21orf63	2.13075
CGGBP1	-0.485875
KRTAP12-2	-1.677
TADA3L	-0.363375
ZBTB16	2.9695
PDGFB	1.877625
RFX1	0.534375
UQCRB	0.5081
LOC133874	-0.3665
HPS3	-0.18175
LGALS3BP	0.6357
DKFZP564O0823	3.51242857142857
MRFAP1L1	-0.208
HOXA10	-0.259833333333333
NGB	-0.08
KIF21A	0.619307692307692
IFLTD1	0.013
LZTS1	0.37575
ARHGEF3	0.19025
RHBDL3	-1.429
CSNK1G2	-0.342166666666667
ChGn	-1.506
KIAA1244	2.1825
GABRB2	0.655
MGC72080	-0.039
CD27	1.8505
EGLN1	-0.8002
PEX13	0.7255
RWDD3	-0.032
RNF12	-0.814833333333333
GRIN2B	0.0945
ADAMTS14	-0.058625
DYDC2	-1.081
ATP6AP1	1.4545
NR1H2	0.314666666666667
PDK2	-0.02875
C3orf17	-0.225666666666667
SLC38A2	-0.654142857142857
SLC25A29	1.94466666666667
C15orf29	0.18325
ADAM9	-0.61925
TMUB2	0.16725
GPR176	0.3905
AGK	-1.046375
MCCD1	0.10675
NDUFA4	-0.756
TMEM146	-0.12225
DUSP1	-0.05725
UNQ6975	0.614
EMX2OS	4.8575
INSM2	0.11925
LUZP4	0.6865
SETD6	-0.89875
P2RY2	2.36925
SLC45A2	-1.9185
RABGAP1	0.487666666666667
UBXD5	-0.048875
GPRC5A	2.3787
PAK3	-1.0788
LOC63920	-1.18125
TGFBR1	0.7727
KRTAP6-3	0.44025
SFMBT2	-0.46025
CDC42	0.262875
C11orf35	0.6145
TTLL2	0.3365
UACA	0.182333333333333
CD97	-0.9577
SETD5	0.069
NINJ2	0.33125
PTER	0.5295
POMGNT1	0.08225
KRTAP4-2	0.367
ECGF1	3.278
HRB	-0.115181818181818
ATP1B2	-0.4137
LOC400506	-0.58
COL4A3BP	0.20725
C6orf97	0.00325
GRHPR	0.61025
TAS2R1	0.3045
SEMA7A	-0.88725
EDF1	0.66475
ODF2L	0.1717
PCID2	-0.717666666666667
GTF2H4	-0.124333333333333
ZCCHC3	-0.12625
CGB2	0.282333333333333
NEUROD1	-0.2655
C20orf75	0.18
RP5-1054A22.3	2.08266666666667
IFNA5	0.3545
ZNF134	0.194916666666667
MGC119295	-0.5795
ZSWIM6	0.164375
SMEK1	1.15566666666667
PCGF2	0.146625
C1orf102	1.86725
CYP2A13	5.1635
KCNH6	-0.8488
MDM1	0.1057
ALDH7A1	-0.256
C9orf75	2.6385
VDAC3	0.053875
OR51T1	0.1815
EIF3F	-0.235333333333333
KCNJ10	-0.420375
LENG8	0.23025
EDEM2	1.25891666666667
CCNJL	0.118166666666667
DHX37	-1.014
CRYGN	3.234
AATF	-0.70725
ZNF630	1.37925
E2F5	0.23
WFDC13	-0.13925
FTSJ3	-1.32783333333333
C4orf33	-1.67675
LHFPL4	-3.0215
C19orf56	-0.689
SMAD4	0.119125
AFM	-0.556666666666667
G0S2	-0.6655
FCHSD2	0.3436
RRP1B	-1.1546
EEF1B2	0.00433333333333334
STAT6	-0.115333333333333
ZNF195	-0.9855
GNL1	-0.551833333333333
ZNRF2	0.664833333333333
PER3	0.104875
ASB16	1.058
C10orf10	1.44678571428571
ADCY8	-2.37733333333333
C9orf58	-0.4145
ARMC10	-0.816833333333333
PSG1	-0.4305
DHX34	-0.046
VARS2	-1.01325
NFIC	0.70875
ITPR2	-0.60875
AGXT2	-0.277333333333333
OR6K3	0.0305
H2AFZ	-1.3995
MLLT3	-0.626833333333333
COX4I2	1.34225
CCNT2	-0.4765
PLK4	-2.558
NUMBL	0.204166666666667
MED16	0.298
PLEKHQ1	2.068
GOSR1	0.0352777777777778
BTG4	0.22925
RPL30	1.02183333333333
IGSF5	0.32775
IGFL2	1.9485
ELMOD2	0.388333333333333
SHC3	0.309166666666667
HAVCR1	-0.2015
DYNC2H1	-1.235375
RNF5	-0.727166666666667
C2orf7	-0.655
NLF1	1.7265
KLHL25	0.71275
LRP10	1.215
KRI1	-0.639
PUS7L	-0.285333333333333
MGMT	1.00525
HOXD1	0.210666666666667
CSH1	0.3708
ATG16L2	-0.99725
FLJ44635	1.546
CHODL	1.01225
EXOSC8	0.09675
SLC28A1	0.45925
MYO7B	-0.554666666666667
SEH1L	-0.3019
MTNR1A	0.6415
TSPAN5	0.0481666666666666
CDC45L	-3.51383333333333
AMIGO1	0.747
ATAD3A	-0.637125
OSGIN2	0.125333333333333
PDIK1L	0.443333333333333
DARC	0.354375
PIPSL	0.277
SHMT1	-2.057
CRISP3	0.4065
POPDC2	1.41833333333333
ZRANB2	-0.690166666666667
FBXL8	0.95
TRIP13	-1.78527272727273
EIF5AL1	-1.06
POU5F1P3	-4.69033333333333
IL6	-1.58116666666667
CXorf38	0.457333333333333
IFNA16	0.429
FBXL2	0.795833333333333
BRD1	1.1265
STATH	-0.04825
FBXO44	-0.143666666666667
MCCC2	0.049
CDC2	-1.809
C5orf23	0.557
IVD	0.1665
C10orf122	-0.7235
MSL3L1	0.2916
MVP	1.22775
EPOR	-1.0652
ZMYM1	-0.878166666666667
BCL7C	0.571833333333333
PSTPIP2	1.3002
LYPD1	-2.0695
OR8G5	0.053
ZP3	-0.7585
BCAS4	-0.224583333333333
EDG6	1.97425
ISY1	0.295
PRAMEF2	-0.5075
CUL1	-0.788375
RNF213	1.2825
CCRK	0.9135
DHX9	-0.745
C13orf29	0.55425
NCKAP1	0.165
MRPL43	0.934
XPR1	-0.0145
PKN2	0.3081
PODNL1	1.574
ZNF333	0.5405
DALRD3	1.582
OPN1SW	0.4065
BTBD6	1.3805
C11orf82	-2.86
OR5P3	1.1935
DUSP11	-0.1215
L1CAM	-1.1025
NEK11	1.50933333333333
OR7E91P	0.567
CNTN3	3.7589
CREB3L2	0.72875
ZBTB37	0.322
KIAA1324L	-1.7045
NDUFB10	-0.402666666666667
NUDT2	-0.185
GTPBP8	-1.02575
CACNA1D	-0.833375
PRKAA2	-1.06183333333333
PRDM8	0.5
MGC16075	-1.079
KRT14	-1.68185714285714
PP8961	1.089
MRPL18	-0.76925
ABCG2	-2.8365
PACRG	0.73
BBS2	-0.92925
KREMEN2	2.6925
FBXO21	-0.182
HNRPUL1	-0.0195833333333333
GRB10	-0.545
CLSTN1	1.65725
LMAN2	0.4089
C17orf61	-0.35325
NIPSNAP3A	0.2625
INSIG2	-0.496333333333333
PCDHB7	-0.179166666666667
STXBP2	0.18875
CMAH	0.06525
SEMA5B	-1.10325
ZNF155	0.12
COQ6	-0.624333333333333
PRPF4	-0.29875
TSPAN15	3.155
VN1R5	0.40125
LATS2	0.9835
SELK	1.45375
PGK2	-0.07225
MS4A1	-2.174125
TYW3	-0.7345
KRTAP5-1	1.07375
RCCD1	-2.02783333333333
BTN1A1	1.14325
DDX28	0.04075
TMEM65	0.26475
LOC92345	0.075
TTC31	-0.21975
WDR46	-0.584333333333333
CHP2	-1.40466666666667
LSP1	1.732
ZNF542	-1.2535
EXOSC1	-0.325
ARHGAP18	-0.258666666666667
LRRTM4	-0.925625
MAOB	-0.64225
CACNB4	-1.169
MGC33846	0.623375
RANBP3L	2.128375
ATP5L	-0.311875
ONECUT1	-3.4175
NUDT9	-0.0335
TMEM149	0.0265
STX17	0.7545
IGSF10	-3.9225
TMPRSS9	0.468
BMPR2	0.59875
ALLC	0.01825
KLF7	1.58125
GCC1	0.2754
TIMM9	-0.4055
CDO1	-0.338666666666667
MGC10701	-0.229166666666667
IFI6	1.51133333333333
FRMD8	0.5145
MGAT2	0.113
WBP5	0.836
CNIH2	0.04175
KIAA0907	-1.1991
KCNH8	-0.5395
CTSG	-1.61325
GRIK1	-0.559
CUL5	0.53825
FRMD1	0.9405
OR9A4	0.5075
SYT6	-1.84625
FOXD4L2	0.024
ANAPC2	0.0835
OPN5	0.426
TAF13	0.31025
LYG2	-0.21725
GGNBP1	0.301
C11orf40	0.3825
OTX2	-0.6665
REG4	-0.0896
EIF5	-0.1509375
PALB2	-1.08125
SEPSECS	-0.797
RNASE3	-0.15625
TRIM49	-2.029
POLR2K	0.2253
GPR42	0.521
C8B	-3.26025
SASS6	-0.73725
PREB	0.159
OR3A3	0.769
TUBA8	0.77175
IGLV2-14	-2.83125
STIL	-2.42125
ANKFN1	-1.10316666666667
NME7	-0.67425
HOXC12	3.58525
UBE2C	-0.967875
FHOD1	-0.287125
CDK2AP1	-0.0928333333333333
OR6K2	0.70025
DHPS	-0.5165
RPL5	0.576833333333333
TRGV5	0.5295
LOC541472	0.114125
HCCS	0.3132
DENND1B	0.458
LHX3	-0.3335
OR5D16	0.6435
CXorf57	-2.01883333333333
IRF2BP1	0.62625
NDST2	1.51266666666667
LCE3D	0.4255
BOLL	0.140875
SYT3	-0.78975
PIH1D2	-0.32875
C20orf7	-1.02683333333333
IL1R2	-0.904666666666667
SLAMF9	2.1465
PPME1	0.038125
PIK3CA	-0.0195
TRAPPC1	-0.055125
COLEC10	-1.35025
SLC9A6	-0.387666666666667
PDDC1	-0.20625
CCDC53	-0.4635
GK3P	-0.78275
DAZL	-0.80625
BRI3	0.89375
SDK1	0.036625
CYP2C18	-0.1845
IFI44L	2.214875
RPL3L	1.1995
FUT9	0.877166666666667
KIFC2	0.392
PMP2	-0.534375
SLC4A9	0.4345
PLAG1	-0.792833333333333
MYCBP2	-0.544333333333333
OR4E2	0.4755
CCDC65	-0.1165
C16orf82	0.061625
ENTPD4	-0.595875
BRP44L	-0.311375
PMP22CD	0.34525
TMCO4	1.01433333333333
KCNN1	-1.1615
WDR35	-0.51
CCDC80	2.22575
C3orf31	-1.234
SLC7A9	-1.00575
TMEM190	-0.224
DBC1	-2.135
FADS3	0.00966666666666666
PDZD8	0.248333333333333
GRM5	0.559875
AZGP1	2.6708
PEX3	-0.4395
MED1	-0.682785714285714
ATG4C	-1.6465
HNRPH3	-0.93
FAM109B	2.9395
C4orf17	0.1205
CA10	-0.0875
OPRD1	-0.108
CCL16	-1.14375
SACM1L	-0.768
CST6	2.92325
CD63	0.9569375
LGI1	-3.378
ZNF784	1.01325
CRYBB1	-0.7375
CX3CL1	0.17395
TOP2A	-3.011375
GYPB	-3.48516666666667
GADD45GIP1	-0.9515
FEN1	-1.63725
IGF1R	-1.00125
WDR72	-2.70966666666667
PURG	-0.6285
DEFB126	0.5985
PKD1L1	0.761
CAV1	-1.7141
GNPDA2	-0.2552
DGAT2	-2.380875
NLGN1	-5.75225
STRBP	-0.244125
HPRT1	-1.11333333333333
FANCI	-2.8735
PSMA7	-0.07625
DBF4B	-0.742
TTF1	-0.48275
RAD54L	-2.50525
ELOF1	-0.39175
PLAGL2	-0.70125
ZNF256	0.0905
HMGCL	0.627
MSI2	-0.15
RPESP	4.1885
C11orf60	-0.43475
ABCD1	0.3975
ACAA1	0.4989
SPARCL1	4.34742857142857
IL6ST	-0.5346
ZNF319	0.867
TMEM109	-0.1528
FAM90A1	0.525333333333333
IL22RA1	-2.5435
ATP4B	0.8115
TEC	-1.3226
C7orf30	-0.867
TXNDC2	-0.427166666666667
ABCB4	-0.10825
KIAA1191	0.599
C9orf38	0.3935
SFTPB	0.169571428571429
CNTNAP2	-0.706
FRK	1.4765
TBX19	0.151
CHD4	-0.5205
C6orf26	-2.727
MOSC2	0.57525
IKBKE	0.58625
HIF1A	-0.947833333333333
LOC595101	-0.4355
RELA	0.964166666666667
TMEM16B	-1.38
ABHD12B	-2.295
TSEN34	0.4535
KIF18A	-3.0615
TXNDC9	-0.279666666666667
SPATA2L	0.4665
SEMA4G	-1.173
C21orf91	0.038
MATN1	-0.17
KCNIP4	0.283833333333333
TUSC1	1.879125
OR4C15	0.50075
ARMCX6	0.759
WBSCR27	0.777166666666667
OR52I2	0.243
KIAA1604	-0.59875
DYNC1I1	-0.9465
PPP4C	0.0975
SLC47A2	-2.62116666666667
TREH	0.181
CD48	1.31533333333333
ST14	2.62616666666667
PKN1	0.5015
SPON2	3.9245
XBP1	2.48133333333333
SFRS12	-1.095
EFCAB6	0.87375
SELT	0.26975
SLC39A2	-0.127
ERF	-0.307666666666667
ARL3	0.804875
SURF6	0.0345
MLLT10	-0.408761904761905
FLJ11171	0.0301666666666667
TDGF1	-4.88383333333333
ERCC6	-0.387
EIF2AK4	-0.218875
BAZ1A	-0.622666666666667
LRRN3	-0.985333333333333
TMC3	0.354
EFTUD1	-0.0275
PTPRO	1.468
CLEC12A	0.22625
ACBD4	-0.00337500000000002
ZDHHC14	-1.813625
OTUD7B	1.36775
ACTB	1.052875
MSRA	-0.183875
LCE5A	0.9105
IFI35	0.2015
BSCL2	0.258
ANKRD12	0.48
CFHR2	0.801
RGAG1	-0.186833333333333
HSFY1	0.245
SLC30A5	0.2335
IMPG1	0.143
GPR109A	0.7265
ZNF185	-0.853
IYD	1.49675
NPCDR1	0.052
SERPINA13	1.394
HMGCLL1	-2.3405
NEUROG1	1.001
UBQLN1	-0.0614375
LIN37	0.651
SOCS2	-3.61175
DSCR4	-1.426125
XKR6	-1.29875
GPR142	0.748
KRTAP13-3	1.617
CCDC15	-1.84
MOS	0.5005
CD1E	-2.3
OFCC1	-0.159166666666667
FAM83D	-1.591
SRFBP1	-0.349
C9orf96	0.1515
DHDH	0.8525
CCDC90A	-0.5885
RABL3	0.8004
CD320	-1.93033333333333
ANGEL2	0.16
MRPL21	-0.71825
SMG6	0.4565
INSR	2.5118125
FLJ14816	-0.5625
GLRB	-0.697666666666667
C9orf89	1.34075
CIZ1	0.161375
URG4	0.168
LRDD	-1.03966666666667
CBY1	1.11516666666667
NFX1	0.253125
MTERFD2	-0.375214285714286
C19orf23	0.533
PGC	-2.522375
IER3IP1	1.1664
RASAL2	1.28616666666667
C1orf89	0.27325
SYNJ1	-0.69575
NFKBIE	0.37975
FLJ40125	-1.43
TCEB2	-0.1648
NOG	-1.5725
POLR2J2	-0.562333333333333
HLA-B	1.8825
PCDHA1	-1.1025
PPP2R2B	-2.35025
ARHGEF17	1.48516666666667
TCF7L2	1.06935714285714
CHD5	-0.0895
ZNF431	-1.351875
TBC1D25	0.2735
ZNF800	-1.1785
SCUBE2	-0.0369090909090909
MYCBP	-0.4105
GPX5	0.54
C6orf129	0.766833333333333
QSER1	-0.379166666666667
ULK2	0.884
PIGO	0.851166666666667
NRCAM	-2.84892857142857
SLC35E3	0.128625
CSRP2	-0.2475
HYPE	0.67125
MAPK15	0.186666666666667
MGC14327	0.08975
TIMM13	-0.540666666666667
ZNF462	-0.022
GBA3	0.53275
TEX13A	0.0525
MCM6	-1.94622222222222
MTRF1	-0.58525
ABCA7	-1.5155
EIF4A2	-0.99775
ZC3H10	1.3525
RPGR	-0.319833333333333
C20orf94	-0.1775
RP1L1	0.194
GPR125	-0.16325
USP22	-0.0260714285714286
OR1L4	0.33575
MLZE	2.9585
FLJ32065	-0.77375
PTCD1	-0.34525
CRTAC1	0.6845
BXDC2	-1.2845
C18orf1	1.6615
FAM107A	0.301285714285714
EFNA3	-0.63675
P18SRP	-0.4331
CAMKK2	-0.18025
KIAA0649	-0.36075
NES	-1.86583333333333
HS6ST3	-1.740625
PON2	-1.367
TCP11L2	-1.024
CLEC4A	1.93925
PRR12	-0.0875
MLXIPL	-1.2755
C2orf50	0.408
ZNF28	-0.02425
ENC1	0.765333333333333
MAP2K1	-0.30175
FKSG2	2.18225
KIAA0430	0.79075
PTP4A1	-1.67294444444444
GPR156	1.524
GTF3C6	-0.8645
UBR2	-0.5079
LOC388272	-1.05325
MAK	0.278
ACOT4	1.52
STC2	-1.49366666666667
PIGW	-1.598125
SAE1	-1.12475
COL6A1	2.08127272727273
OAZ1	-0.351833333333333
STMN4	0.0816666666666667
EDG3	-0.353666666666667
SGCE	-0.951666666666667
IL11	-2.29966666666667
PRSS8	3.213625
YIPF5	0.990166666666667
WNT4	4.485625
CSN2	0.133
TCF7	-2.730875
TDO2	0.42825
SAMD9	-0.5781875
S100A7A	-0.5955
MMRN1	0.430333333333333
GKAP1	-0.93175
AKR1C3	-2.16875
RNF19A	0.834875
GMDS	0.10625
YKT6	0.584125
SPARC	2.9671
C12orf31	0.072
UBE2V2	-0.138833333333333
FBXL18	1.02566666666667
KIAA0460	0.477
ADAM22	-1.153
SERPINC1	-4.571
KCTD21	1.7195
MYOHD1	-2.1315
ZNF37A	0.1065
GTF3C1	0.378
CTSZ	1.3555
PRNPIP	-0.93375
DRD1IP	0.2895
NR1I2	-2.08816666666667
ZNF266	-0.7897
SPAG4L	0.5715
COX4NB	-0.30425
SAPS1	1.03716666666667
APOA1	-3.273625
TATDN1	0.128166666666667
C10orf82	-2.0395
KPNB1	-1.62475
FOXO3	0.678833333333333
CRYBB2	-0.755
ZBTB5	0.124833333333333
SLC25A38	0.1375
DCTN2	0.354166666666667
IFT20	0.15775
CTHRC1	3.41175
C1orf31	-0.92475
UHRF1	-1.803375
GPC6	1.729
C10orf54	2.386
MCF2L2	-0.088
WNT9B	-0.077
OLA1	-1.257875
FAM120B	0.31075
TTLL10	0.224
CYorf15A	-4.61775
RELN	-2.2811
SCN2B	1.14341666666667
MFHAS1	-0.125
NKX3-2	0.0455
RASGRF2	0.7275
SSBP1	-1.48733333333333
KPNA6	-0.0216428571428572
LOC389118	0.6125
HS3ST4	-1.4578
SUPT7L	-1.0025
FLJ32658	-1.64575
IGFBPL1	0.03125
KIAA1641	-0.9415
SHKBP1	-0.36
CSF1R	5.3055
NAGK	0.91025
MYL2	0.47225
HIST1H4C	-2.17833333333333
TOMM7	-0.108625
ADAMTSL3	3.5931
TNFSF14	-0.3465
PRRT2	-1.872
VTA1	-0.2805
AOAH	3.01233333333333
CRISPLD2	2.42857142857143
PNN	-1.2229
TA-NFKBH	-0.2035
ESPN	0.14025
RBM43	-0.687
KIAA1267	0.019375
DDX3X	0.571722222222222
KIAA1576	-3.1745
PLXDC1	4.5745
FLJ25801	-3.6175
HNRNPL	-0.32075
RUNDC3A	0.238833333333333
CASP12	0.475
SH2D5	-1.14625
RPL26L1	-0.833
OR51A7	0.58725
HDC	1.9485
C2orf16	-0.0988333333333333
SYTL3	1.56575
GOLGA4	0.954
NOTCH1	0.496833333333333
ATPAF2	0.2895
ECD	0.50725
SSX5	-1.19283333333333
SNAP91	0.582
OCA2	-4.36066666666667
PNPO	-0.4285
DAPK1	-0.0861666666666667
PINX1	-0.988166666666666
SELENBP1	1.87025
NEK3	-0.861083333333333
TMED4	0.0550714285714286
SSTR4	0.097
FOSL1	-2.1575
CD40LG	-0.4735
CES1	-1.73925
DCI	-0.674333333333333
B3GAT3	0.288
STK17B	-0.12425
CNTN6	0.403
CYP3A4	-1.66466666666667
MBOAT2	0.490571428571429
PISD	-0.0735
USP1	-1.111
PYDC1	1.505
CENPM	-1.0235
SAR1B	0.51125
TTC7B	-0.473875
DP58	-0.678
GPC1	0.729
RBL1	-1.93425
TMEM137	-1.23466666666667
TOB1	-0.527666666666667
TCEAL1	-0.178333333333333
CENPF	-2.05027272727273
C6	-0.359333333333333
PRSS1	-3.37
PPIL6	0.6685
C6orf124	-0.8475
ODZ4	2.06916666666667
SNCB	0.16925
NDUFB9	0.12175
CNOT6L	-0.187666666666667
S100A9	2.9435
TRIM50	0.4495
KCTD1	1.7196
WDR63	0.6765
SPEF2	0.324125
RNGTT	-0.741666666666667
CXorf22	-0.5635
KCNK16	0.414
CEP250	-0.901
ATPBD1B	-0.20275
KCNJ2	4.552
MT1B	-1.221
ZNF684	-1.9005
SLC4A1	0.37875
PDHA1	-0.592
ZNF492	-1.504125
TKT	0.3975
BYSL	-0.54
RNF38	1.01125
AHDC1	0.3875
KLHL2	1.340875
CMTM8	2.73375
DMP1	-0.264
HERPUD2	-0.0605
CRTAM	2.18366666666667
ZNF572	1.4455
TMEM16J	-0.428
HSD17B2	-0.72075
UBE2G1	-0.77325
AHSA2	-2.52
PELI2	0.779
TPX2	-2.363875
ATP9B	0.468833333333333
DAZAP1	-0.35975
HMGCS2	2.6485
C17orf38	0.6825
B9D1	-0.50175
NKX2-5	-0.896666666666667
KIAA1276	0.87025
LILRB2	4.0945
CSTF1	-0.762166666666667
BTN2A1	-0.201666666666667
C15orf48	4.98125
IGF2BP3	-4.12
FAM113B	1.72866666666667
HRG	-0.0185
ZNF131	-0.46125
USP47	0.0913571428571428
CCDC88B	-0.326125
HCN1	-0.7136
HTN1	-0.375166666666667
SYCP3	-0.50275
C13orf23	0.7759
PAPOLA	1.2816875
AATK	0.5455
MSH3	-1.151
NDUFAB1	-0.97
ITLN2	-0.787333333333333
BAK1	0.083
MRPL45	-1.141
MTNR1B	0.178666666666667
LOC645843	-0.5195
SPECC1L	0.234125
PGCP	0.70175
SPN	-0.672375
GPR143	3.58083333333333
ZNF576	0.266833333333333
TMEM39A	1.5705
ATP5D	-0.372833333333333
MAGEB3	-1.451
RPS5	-0.342333333333333
ANP32E	-2.46628571428571
MTMR1	-0.00875
YEATS4	-1.01675
SYNGAP1	0.0945
PCOLCE	0.511166666666667
MNS1	-1.60075
PCYT2	-0.783
ZNF182	-0.3545
LAX1	-0.240875
SPPL2B	0.739
ELOVL5	-0.4138
PCDHAC1	-0.463
B4GALNT1	-0.7045
BLOC1S2	0.48725
ZNF673	-0.6264
ARHGAP21	0.297666666666667
IRX5	2.9055
LRFN5	-1.26366666666667
FAM7A1	-0.36
RAB19	0.537
GINS1	-2.2505
ITM2B	1.3869
PAPSS2	1.77825
OR5BF1	0.846
ACSL3	0.3505
KIAA1919	-0.802666666666667
GLT8D2	3.504
UTRN	-0.0887857142857143
CNN1	1.0945
HISPPD2A	0.0241666666666667
SDAD1	0.1615
SIGLEC9	2.4575
RPL35	0.250928571428571
C22orf26	0.849
IMPDH2	0.2905
WDR69	-1.1315
SEC14L5	0.161333333333333
CLTA	0.99125
RP11-529I10.4	0.52
GPR37L1	0.526333333333333
OGDH	-0.476583333333333
ASB13	0.765833333333333
ZFP14	0.335
ZCRB1	-0.262333333333333
KPNA3	-0.45875
HSPA1L	0.90925
RHOC	0.57475
LOC554175	0.4875
PPP3CA	1.4207
SLC1A7	0.0305
ZNF529	-0.840833333333333
RBED1	0.175
DDB2	-1.30125
FLJ11286	0.503333333333333
SPATA1	0.2075
MKNK1	0.469166666666667
DYSF	1.126
ALKBH2	-0.79
NKD1	-2.63
C1orf174	-0.4325
PLEKHO1	1.05133333333333
ASB10	0.39625
RING1	-0.500833333333333
NPC2	1.12025
AVPR1B	0.6335
YTHDF1	0.1505
LMAN1L	0.7375
GSG2	-2.078
CEP170	-1.0869
RPS4Y2	-4.9465
MSH6	-1.7545
HECTD2	-0.0813333333333333
ZNF556	-3.60533333333333
PLEKHC1	-0.2114
AIRE	0.657333333333333
BCL2L10	0.136
LMOD3	-0.693333333333333
ZBTB8	0.6959
FOXA2	-3.46
SLCO2A1	0.724375
C3orf46	0.4225
PRDM16	-1.59583333333333
TMEM98	0.92275
FRMD5	-2.202
PDE6C	-0.47
C1orf216	-0.011
EP400	-0.7405
PTK2	0.581166666666667
RNF217	0.687
NDUFA8	-0.375
ZFAT1	0.93025
LAMP3	-1.648
GLTSCR2	0.84275
NPW	2.8915
LLGL2	-0.4522
PPM1K	-1.31366666666667
C20orf177	-1.0935
KIR2DL4	0.664
NFKB2	1.02025
C21orf122	0.379
HESX1	-2.05625
GPR114	-0.0833333333333333
SLC25A35	-0.914833333333333
GNAT1	-0.23875
ORAI3	-0.169
FAM76B	-0.61225
TMEM99	-0.4053
TRIM29	-1.1783
CDS1	2.0755
RHEB	-0.3448
C4orf27	-0.501
RAB3A	-0.62975
OTUD6B	-0.578
GPD1	-0.546125
CDH15	2.6315
NPM1	-0.283428571428571
TMEM117	-0.4765
PRPS2	-0.98075
GCK	0.5555
ADRA2A	4.74883333333333
TSPYL4	-0.276666666666667
TASP1	-0.09775
WDR19	-0.212833333333333
C10orf38	-1.3965
PDE4C	-0.4195
FYB	0.410333333333333
C1orf55	0.645333333333333
PPFIA3	-0.31625
RAD18	-1.136
C12orf44	-0.1025
CRYBA4	0.16
HVCN1	1.296
TAF10	-0.15
C16orf48	-0.364166666666667
DEPDC5	0.8135
LTBP1	-0.8065
MAPRE1	-0.174
FGF8	-0.0535
C3orf52	-0.72575
SENP7	-0.926
LRRK2	0.52925
RUNDC2A	0.474666666666667
KIAA0355	0.303666666666667
CPEB1	-1.90175
PPEF2	0.6755
ABI2	-0.913666666666667
KIAA0317	0.084625
ATF1	-0.438833333333333
DYNC1H1	1.489125
DIP	0.825
TMEM33	0.304611111111111
POLDIP3	0.70725
C7orf24	-0.42875
GPR171	1.46975
CDC6	-1.87133333333333
PLD1	-0.2404
ITFG2	0.2181
NDUFC1	-0.6115
AKNA	-0.7645
NBR1	-0.3315
PKHD1	-0.0505
HPS4	-0.6471
MAFA	1.3575
ULBP3	-1.333
DIRC1	0.258
IMMT	-0.788375
C22orf13	0.26425
CEL	0.09125
MARK3	0.87725
ADAMTS2	2.85891666666667
ARPC3	-0.561333333333333
TMEM10	0.484625
NPHS1	-0.05375
BRD8	-0.707333333333333
WDR12	-1.93875
IDI2	0.498125
HOXD13	-1.665
OR8G2	-0.52125
SLAIN1	-4.569
GABRQ	-0.1315
NR2C2	-0.63975
NKTR	-1.138
TLE2	1.1275
KIAA0892	-0.829333333333333
AURKA	-2.15545454545455
GPRC5C	-1.41583333333333
TBC1D9B	0.36
PNPLA6	0.197
AP3B1	-0.33175
NAG	-0.20125
C11orf68	0.0655
AKR7A3	2.91475
AHCYL1	0.2135
COP1	0.142
RPP14	0.00758333333333335
PCDHB18	0.49725
CDH24	1.24475
KRT17	-2.6517
LACTB2	-1.3655
DDX24	1.2141
PHACTR1	-2.097
SLC35E2	0.34025
LOXL1	1.0995
IQSEC2	0.9465
RGSL1	0.227
PCDHGC5	0.545
MEGF10	-0.236
PRRX1	2.58466666666667
ASTE1	0.317
C6orf159	-1.363
MYOD1	1.34275
GAA	0.76625
ZNF747	0.53875
KLRC1	-1.292375
IL1RL2	0.768
GDF9	-0.74525
GPR119	0.3535
TRAF2	0.348833333333333
HCK	4.50116666666667
BMP6	-3.65875
IL8RA	0.940666666666667
FLJ35848	-0.65725
EFHA1	1.21625
CDSN	-0.741
C14orf54	-0.402833333333333
LSM3	-0.774375
ZFP41	0.288
C9orf126	-1.75866666666667
VIT	-3.309
SPCS3	-0.2655
DEF8	-0.8184
CHAF1A	-2.15316666666667
C1orf165	-0.474666666666667
ZFPM2	2.20966666666667
FTH1	1.149
SLC35F1	-1.9095
YWHAH	0.777
C17orf66	0.3425
ADRB1	-0.331333333333333
FOXL1	-0.072
RG9MTD3	-0.701166666666667
UMPS	0.157375
MGC13008	0.629
KIAA1161	0.5885
CCDC77	-2.38775
C12orf65	-1.4121
COG4	-0.337666666666667
RCP9	-0.938833333333333
RP4-692D3.1	1.46683333333333
CDC2L5	-0.01675
MGC7036	0.0118333333333333
DNAJC11	-0.03275
GDF2	0.365666666666667
TIMM17A	0.7
HNRNPA0	-0.5837
OR2H1	-0.19975
PCBP1	-0.00212500000000001
COL23A1	-1.59475
LRRC2	-0.233928571428571
NSD1	0.282214285714286
FLJ37078	-0.270375
WDR91	-0.0576666666666667
TMEM179	-0.45325
DSCR10	0.256
CNDP2	1.5229
FYN	-0.538
BEX2	-0.0293333333333333
KCND3	0.42325
YPEL5	0.97475
LRRC42	-0.468166666666667
C17orf45	0.42475
ZNF649	0.5372
LOC150763	0.8685
COL5A2	4.14866666666667
CNGA2	0.591
ELA2B	-0.832166666666667
RAB9B	-1.51925
FAM100A	0.1425
NAIP	-0.295285714285714
MYOZ2	-0.638125
SPATA12	0.323
XRCC4	-0.68525
CYB561	1.0626
CHST10	-1.06625
