Hybridization REF	TCGA-E2-A15D-01A-11R-A115-07
EXT2	-0.1625
DOLK	0.01725
TUBAL3	0.28075
ACVRL1	1.8662
ABL2	0.300333333333333
C14orf156	-1.6985
PTPRZ1	-5.205125
DIP2C	0.711375
LAMP1	1.234875
RXRA	0.1859
MAP3K5	-0.01825
ALKBH1	0.215833333333333
PDLIM7	-0.044375
ARL14	-1.474
SNIP1	-0.120833333333333
TIMP3	2.176
RGS3	0.754333333333333
SPAG16	-0.4967
ABHD4	0.529
ARHGEF12	1.13008333333333
GLUD2	-0.2995
RAC2	-0.5336
UAP1L1	-0.256
SLC18A3	-0.1235
YOD1	-2.83133333333333
RALY	-0.38475
HMOX2	0.881
DGKH	0.3085
DBNDD2	2.23616666666667
YIPF4	-0.145875
THAP10	0.08025
ZNF513	0.7175
HAGHL	1.13283333333333
ITGB4	0.723
CCDC141	-1.511
YTHDF3	0.56025
C5orf28	-0.63575
RPL7L1	-0.631
TMEM30B	1.797
ANKRD35	2.0775
DUOXA2	0.022
TBC1D5	0.5305
DFNB59	1.3345
HRH4	0.46975
MYO6	3.2905
DNAJA4	3.119875
RBM24	-0.50475
CEACAM20	-1.34875
RBM23	0.361857142857143
NGFB	-0.589
C1orf63	-0.6261
KRTAP7-1	0.0405
PERLD1	1.7365
NPB	0.069
C17orf59	1.2556
HSPBAP1	-0.25725
SLC15A4	-0.081125
PRTFDC1	-1.576
OSMR	-1.04178571428571
CYSLTR2	0.0625
C19orf25	0.526
KIAA1797	-0.0285
NLRP6	1.1665
FAM105B	-0.342
SCRN2	0.624833333333333
LRRC58	-0.4516
RNF17	0.480142857142857
NEIL3	-4.1915
FAM137A	-1.18325
SKP2	-3.8205
PARVA	0.7635
PKLR	-1.975
RNF34	0.133875
A3GALT2	0.136
C12orf50	0.329166666666667
SUNC1	-0.91825
FAM102B	0.0605
CCT2	-1.3415
LRRC37A2	-0.3775
ARF4	0.1175
SIKE	-0.65025
C8orf48	3.0195
MBTPS1	-0.0547857142857143
GPSN2	-0.0515
NCF2	2.30625
SLC12A6	0.107166666666667
MRPL48	-1.05275
HMGN3	-0.397
LRRC62	-1.29375
PAX9	1.253625
FAM55A	-0.207
C20orf42	-4.45116666666667
SCML2	-2.237
BCL9	1.239
FAM40A	-0.06775
C9orf41	-1.02333333333333
ZNF774	-0.1415
LETM1	-1.06275
PLXNB1	0.8315
NIPSNAP1	-0.4105
USP10	-1.43925
F9	-0.153333333333333
LIPE	4.10925
CNGB3	0.229
C12orf52	-0.000625000000000001
PI4K2A	-0.30225
MED8	-0.186875
STAT4	1.2716
FGD4	-0.253166666666667
RNF145	-2.611
WDR32	0.4001
CLDN2	0.642166666666667
TCEAL8	0.14675
ZMYND8	-1.0628
PDXK	-0.16590625
GATAD2A	-0.51175
PTGES3	-0.917
CCM2	0.1965
TAP1	1.4275
ZNF670	-0.013
ETS2	0.224357142857143
C6orf166	-0.690833333333333
PRMT2	0.490142857142857
OR4B1	0.34
INTS8	-0.1965
CCDC102A	-0.43875
CCDC83	-2.77033333333333
ITGA1	-0.3714
EPHA5	-2.50622222222222
FAM24B	-1.25016666666667
TSGA10	3.51175
HAL	-2.4765
MYOT	-0.333
SPACA3	-0.245
BCL2L2	-0.435833333333333
CUGBP2	-0.183166666666667
CCNB3	2.4165
RNF113B	-0.419
MERTK	-1.0135
BAG1	1.8775
VPS36	-0.082
ORMDL3	0.859
C1orf190	0.08825
ZNF625	-0.0675
CORO2B	-1.80875
ALOX15	-0.918
CST1	1.497
NUPR1	2.27666666666667
CCL7	-0.05975
SMCR5	-2.199
DSC2	2.7155
RBMS2	0.57075
GRIK4	1.642
TRIM65	-0.3411
TMPRSS6	1.81857142857143
TP53INP2	-0.8375
GLB1L	1.4455
LOC388284	0.7615
PUS1	-0.703857142857143
BCL9L	0.437
OLFM1	-0.13275
RET	1.8135
MASTL	-2.79216666666667
ALX3	0.35775
IL1RL1	-0.3882
ZNF765	0.191
C14orf138	-0.544
SNX10	-1.21633333333333
TAC4	-0.456
C1orf64	1.256
POGK	1.25675
MAPK9	0.24975
ZNF366	4.0445
C8orf79	4.3201
CLDN7	2.572875
OR5AT1	0.26
TRIM37	-1.68
LRRC25	1.75825
GRHL2	2.4201
TEKT3	2.37625
LASS5	0.149833333333333
ABCC4	-2.39933333333333
DLG3	0.649375
VGLL1	0.54525
ZFP36L2	1.4175
MFRP	0.136833333333333
KIAA1799	0.47075
FLJ44379	4.5005
PCNX	-0.21
ANXA9	0.18
CYP4V2	1.1715
PIK3C2A	0.36175
SRR	0.667
NOL3	-0.23075
IFITM2	1.617
ARNTL2	-0.62425
ZNF595	0.5745
NLRP13	0.1755
ASPH	0.450875
CPA2	-0.523
PVRIG	-1.00133333333333
LEPR	0.0601666666666667
C16orf42	1.073
SH3BGRL	1.558
FAM77D	1.86416666666667
FNDC7	-0.02
C9orf6	-0.3555
NOTCH2NL	1.41366666666667
PGBD1	-0.573166666666667
SYNGR2	1.05
PITPNA	-0.089875
PRPF4B	-0.8282
SLC43A3	-1.80185714285714
NRBP1	0.0205
SLC25A22	0.32925
ILK	0.294375
SLC22A8	0.288833333333333
MRPS7	-0.41925
PITX2	-0.7745
FABP3	1.20175
OR1L1	-1.194
LOC728215	0.98325
BLID	-1.866
KIAA1217	2.85805882352941
TFPT	-0.23475
AP4B1	-0.6625
VBP1	-1.7845
OR1K1	0.211
MORC3	0.4235
BHMT2	1.12383333333333
C3orf10	0.314875
FZD7	-0.0916666666666667
WFDC10A	0.493
PMS2CL	0.2415
CCDC32	1.0405
FA2H	-1.70175
ALG13	-0.3585
TTLL7	0.1386
SPOCK3	-0.286
SLC13A2	0.9685
AIM1	0.3675
GPRC6A	-0.0185
EGR2	3.73575
MED11	0.47175
WWC1	1.07775
SH3GL3	-3.7255
RIF1	-1.175
PRLH	-0.284
VLDLR	-0.881
DBT	0.466866666666667
C21orf63	0.899
CGGBP1	-0.352625
KRTAP12-2	0.245
TADA3L	0.0945
ZBTB16	2.3255
PDGFB	1.40275
RFX1	0.2585
UQCRB	-0.242
LOC133874	0.449
HPS3	-3.1975
LGALS3BP	-0.0552
DKFZP564O0823	1.87971428571429
MRFAP1L1	0.550125
HOXA10	-0.580333333333333
NGB	-0.5085
KIF21A	-0.856769230769231
IFLTD1	0.916
LZTS1	-0.556875
ARHGEF3	1.25
RHBDL3	-1.8895
CSNK1G2	0.13125
ChGn	-0.374125
KIAA1244	1.692
GABRB2	0.0615
MGC72080	-1.9285
CD27	3.03425
EGLN1	-0.7634
PEX13	0.03975
RWDD3	-0.40075
RNF12	-1.09333333333333
GRIN2B	1.101
ADAMTS14	-0.526125
DYDC2	4.2655
ATP6AP1	0.6708
NR1H2	0.101666666666667
PDK2	0.9175
C3orf17	-0.435666666666667
SLC38A2	-1.50878571428571
SLC25A29	-0.382166666666667
C15orf29	1.1645
ADAM9	-0.581333333333333
TMUB2	0.35975
GPR176	-1.08975
AGK	-0.989625
MCCD1	0.1325
NDUFA4	-0.71125
TMEM146	1.522
DUSP1	1.566375
UNQ6975	0.878
EMX2OS	4.17725
INSM2	-0.20575
LUZP4	-0.195
SETD6	-1.376
P2RY2	2.06975
SLC45A2	-2.7205
RABGAP1	0.301
UBXD5	0.85525
GPRC5A	0.6703
PAK3	0.49
LOC63920	-0.3245
TGFBR1	0.1593
KRTAP6-3	-0.17975
SFMBT2	-0.324
CDC42	-0.6551875
C11orf35	0.6975
TTLL2	0.2215
UACA	0.879166666666667
CD97	-1.2606
SETD5	-0.281875
NINJ2	0.00625000000000001
PTER	0.6835
POMGNT1	0.695
KRTAP4-2	-0.00850000000000001
ECGF1	2.87675
HRB	-0.582818181818182
ATP1B2	0.2188
LOC400506	1.12275
COL4A3BP	0.29125
C6orf97	1.617
GRHPR	0.042375
TAS2R1	-0.895
SEMA7A	-1.49325
EDF1	0.4385
ODF2L	0.4542
PCID2	-0.6475
GTF2H4	-0.3935
ZCCHC3	-0.797
CGB2	0.772333333333333
NEUROD1	-0.4105
C20orf75	-0.07
RP5-1054A22.3	2.291
IFNA5	0.2415
ZNF134	-0.92425
MGC119295	-0.1027
ZSWIM6	0.039625
SMEK1	0.212833333333333
PCGF2	0.375
C1orf102	2.85025
CYP2A13	0.1125
KCNH6	0.5195
MDM1	0.162
ALDH7A1	-0.732666666666667
C9orf75	0.39525
VDAC3	-0.550125
OR51T1	-0.1715
EIF3F	-0.524333333333333
KCNJ10	-0.825
LENG8	-0.0115
EDEM2	0.0631666666666667
CCNJL	0.0616666666666667
DHX37	-0.2845
CRYGN	0.00549999999999998
AATF	-0.14875
ZNF630	1.54775
E2F5	0.085
WFDC13	-0.2015
FTSJ3	-0.288833333333333
C4orf33	-0.51525
LHFPL4	-2.81325
C19orf56	0.235416666666667
SMAD4	0.517875
AFM	-0.504666666666667
G0S2	2.5675
FCHSD2	0.2712
RRP1B	-1.1445
EEF1B2	-0.7545
STAT6	0.828833333333333
ZNF195	-0.61225
GNL1	-0.144
ZNRF2	1.97183333333333
PER3	-0.401125
ASB16	0.16475
C10orf10	3.06657142857143
ADCY8	-3.59433333333333
C9orf58	-1.83633333333333
ARMC10	0.168333333333333
PSG1	-0.813
DHX34	0.16375
VARS2	0.271
NFIC	0.80075
ITPR2	-0.1
AGXT2	0.646833333333333
OR6K3	1.2385
H2AFZ	-2.22708333333333
MLLT3	-1.68075
COX4I2	2.3295
CCNT2	0.076375
PLK4	-1.901875
NUMBL	-0.186
MED16	0.39725
PLEKHQ1	1.3415
GOSR1	0.527333333333333
BTG4	-0.609
RPL30	0.333833333333333
IGSF5	1.153
IGFL2	2.77466666666667
ELMOD2	0.345
SHC3	-1.4365
HAVCR1	-0.415
DYNC2H1	2.32275
RNF5	-0.285
C2orf7	-0.45025
NLF1	0.3515
KLHL25	0.921
LRP10	1.0827
KRI1	-0.21
PUS7L	-0.536666666666667
MGMT	0.7435
HOXD1	1.254
CSH1	-0.1173
ATG16L2	-0.6745
FLJ44635	0.4645
CHODL	0.14225
EXOSC8	-1.99875
SLC28A1	0.21875
MYO7B	-0.852333333333333
SEH1L	-0.2626
MTNR1A	0.254833333333333
TSPAN5	0.0771666666666667
CDC45L	-4.34866666666667
AMIGO1	0.8945
ATAD3A	-1.036375
OSGIN2	-0.0746666666666667
PDIK1L	0.665166666666667
DARC	3.54675
PIPSL	0.9635
SHMT1	-0.2415
CRISP3	-0.168
POPDC2	2.52716666666667
ZRANB2	-1.49783333333333
FBXL8	0.569
TRIP13	-3.67436363636364
EIF5AL1	-0.645
POU5F1P3	-4.74
IL6	-2.749
CXorf38	-1.13583333333333
IFNA16	-0.2565
FBXL2	1.41016666666667
BRD1	0.83225
STATH	0.356
FBXO44	0.0638333333333333
MCCC2	-0.1425
CDC2	-2.8852
C5orf23	0.158
IVD	1.33633333333333
C10orf122	-2.2625
MSL3L1	-0.3492
MVP	1.5505
EPOR	0.187
ZMYM1	-0.593666666666667
BCL7C	1.3125
PSTPIP2	0.8205
LYPD1	-1.3185
OR8G5	0.404
ZP3	0.665666666666667
BCAS4	0.189583333333333
EDG6	2.43125
ISY1	-0.767
PRAMEF2	-1.09133333333333
CUL1	0.14625
RNF213	0.716
CCRK	1.40675
DHX9	-0.09575
C13orf29	0.0305
NCKAP1	0.451166666666667
MRPL43	0.308285714285714
XPR1	1.108
PKN2	0.6186
PODNL1	1.466
ZNF333	0.420625
DALRD3	1.65625
OPN1SW	0.3735
BTBD6	0.86
C11orf82	-3.138
OR5P3	-1.004
DUSP11	-0.20275
L1CAM	-1.91322222222222
NEK11	2.91216666666667
OR7E91P	1.923
CNTN3	4.3997
CREB3L2	0.01125
ZBTB37	1.42
KIAA1324L	-0.20325
NDUFB10	0.761166666666667
NUDT2	0.85775
GTPBP8	-0.86675
CACNA1D	1.729625
PRKAA2	-1.99116666666667
PRDM8	0.181
MGC16075	0.537833333333333
KRT14	-2.05228571428571
PP8961	0.423428571428571
MRPL18	-0.3645
ABCG2	-1.3885
PACRG	1.7835
BBS2	-0.058
KREMEN2	2.448
FBXO21	0.6255
HNRPUL1	0.0753333333333333
GRB10	-0.34
CLSTN1	0.946
LMAN2	-0.0381
C17orf61	-0.352
NIPSNAP3A	-0.11925
INSIG2	-1.40883333333333
PCDHB7	-0.2315
STXBP2	0.366125
CMAH	2.048
SEMA5B	-0.09225
ZNF155	-0.2035
COQ6	-0.161166666666667
PRPF4	0.6955
TSPAN15	3.0032
VN1R5	-0.1615
LATS2	-0.14425
SELK	-0.528
PGK2	-0.326333333333333
MS4A1	-0.21125
TYW3	-0.9213
KRTAP5-1	0.79925
RCCD1	-1.20933333333333
BTN1A1	0.0155
DDX28	-0.68475
TMEM65	0.381125
LOC92345	-0.4325
TTC31	-0.0025
WDR46	-0.522333333333333
CHP2	-1.53933333333333
LSP1	0.6075
ZNF542	-0.064
EXOSC1	-0.23525
ARHGAP18	-0.428
LRRTM4	-1.37225
MAOB	5.70366666666667
CACNB4	-0.3545
MGC33846	0.546
RANBP3L	1.398125
ATP5L	-0.541
ONECUT1	-3.7175
NUDT9	0.381
TMEM149	0.589
STX17	0.16925
IGSF10	-3.9325
TMPRSS9	-0.045
BMPR2	0.7795
ALLC	-0.99425
KLF7	0.467125
GCC1	0.9989
TIMM9	-0.89275
CDO1	2.06066666666667
MGC10701	-0.269333333333333
IFI6	0.523333333333333
FRMD8	0.6105
MGAT2	-0.46
WBP5	-0.990833333333333
CNIH2	0.2365
KIAA0907	-0.4897
KCNH8	-0.68
CTSG	-1.60675
GRIK1	3.89283333333333
CUL5	0.6275
FRMD1	-0.1735
OR9A4	0.834
SYT6	-1.399625
FOXD4L2	3.3145
ANAPC2	-0.134
OPN5	0.514
TAF13	-0.742
LYG2	-1.0655
GGNBP1	0.3975
C11orf40	0.3085
OTX2	-1.405
REG4	0.459666666666667
EIF5	-0.613125
PALB2	-0.3975
SEPSECS	-0.1441
RNASE3	-0.43825
TRIM49	-1.6835
POLR2K	-0.2532
GPR42	0.439
C8B	-2.50625
SASS6	-0.8535
PREB	-0.208333333333333
OR3A3	0.049
TUBA8	0.65125
IGLV2-14	-0.844
STIL	-2.651
ANKFN1	-1.362
NME7	0.31925
HOXC12	2.4195
UBE2C	-3.0815
FHOD1	-0.950125
CDK2AP1	-0.314833333333333
OR6K2	0.64225
DHPS	-0.11925
RPL5	-0.602916666666667
TRGV5	0.654
LOC541472	0.01325
HCCS	-0.7216
DENND1B	1.279
LHX3	0.9305
OR5D16	0.7275
CXorf57	-2.9052
IRF2BP1	1.11175
NDST2	0.485
LCE3D	-0.1295
BOLL	-0.0957142857142857
SYT3	-1.2985
PIH1D2	1.65
C20orf7	-1.06733333333333
IL1R2	-0.453333333333333
SLAMF9	0.3385
PPME1	-0.408
PIK3CA	0.02375
TRAPPC1	0.14825
COLEC10	-0.98725
SLC9A6	-1.931
PDDC1	-0.366166666666667
CCDC53	-0.3475
GK3P	-1.65825
DAZL	-1.6745
BRI3	0.05525
SDK1	-0.286625
CYP2C18	-0.17825
IFI44L	1.945125
RPL3L	0.2305
FUT9	-1.5918
KIFC2	0.629666666666667
PMP2	-1.150125
SLC4A9	-0.3925
PLAG1	-2.60316666666667
MYCBP2	0.373833333333333
OR4E2	0.4015
CCDC65	3.569
C16orf82	-0.21575
ENTPD4	0.697625
BRP44L	-0.974875
PMP22CD	-0.268333333333333
TMCO4	1.509
KCNN1	-1.46916666666667
WDR35	0.22575
CCDC80	2.334875
C3orf31	-1.26575
SLC7A9	0.257
TMEM190	3.70025
DBC1	-1.08016666666667
FADS3	-0.540666666666667
PDZD8	-0.0696666666666667
GRM5	-0.39725
AZGP1	2.44
PEX3	-0.826
MED1	-0.497785714285714
ATG4C	-1.37266666666667
HNRPH3	-1.383625
FAM109B	2.26375
C4orf17	-0.188
CA10	-2.29125
OPRD1	0.028
CCL16	-1.7375
SACM1L	0.034
CST6	5.12325
CD63	0.447875
LGI1	-0.60275
ZNF784	0.81325
CRYBB1	-1.563
CX3CL1	1.11815
TOP2A	-3.853625
GYPB	-3.35816666666667
GADD45GIP1	-0.42275
FEN1	-2.743625
IGF1R	0.437125
WDR72	-2.60516666666667
PURG	-0.6535
DEFB126	-0.0546666666666667
PKD1L1	0.86675
CAV1	-1.1756
GNPDA2	0.5501
DGAT2	1.708625
NLGN1	-2.3045
STRBP	0.110375
HPRT1	-1.157
FANCI	-2.0615
PSMA7	-0.58
DBF4B	-0.990833333333333
TTF1	-0.6395
RAD54L	-3.07025
ELOF1	-0.36975
PLAGL2	-0.905125
ZNF256	-1.6545
HMGCL	1.121
MSI2	-0.739666666666667
RPESP	-2.6575
C11orf60	0.93875
ABCD1	-0.4365
ACAA1	0.5875
SPARCL1	4.83557142857143
IL6ST	0.6137
ZNF319	-0.29575
TMEM109	0.0714
FAM90A1	1.65516666666667
IL22RA1	-2.4105
ATP4B	0.732
TEC	-0.566666666666667
C7orf30	-0.9705
TXNDC2	-1.20216666666667
ABCB4	0.2035
KIAA1191	0.641875
C9orf38	-0.07
SFTPB	0.067875
CNTNAP2	2.54591666666667
FRK	1.667
TBX19	0.5295
CHD4	0.48325
C6orf26	-2.43766666666667
MOSC2	1.909
IKBKE	1.56075
HIF1A	-0.407666666666667
LOC595101	0.099
RELA	0.0998333333333333
TMEM16B	1.80383333333333
ABHD12B	-0.14925
TSEN34	0.33675
KIF18A	-3.60025
TXNDC9	-0.4245
SPATA2L	0.258
SEMA4G	-1.5545
C21orf91	-0.759
MATN1	-0.3725
KCNIP4	-0.760666666666667
TUSC1	2.8625
OR4C15	0.4075
ARMCX6	0.390916666666667
WBSCR27	-0.787166666666667
OR52I2	0.1115
KIAA1604	-0.4295
DYNC1I1	-1.09575
PPP4C	0.9345
SLC47A2	-0.648833333333333
TREH	0.01125
CD48	1.38066666666667
ST14	1.45316666666667
PKN1	0.13025
SPON2	2.227
XBP1	2
SFRS12	-0.274666666666667
EFCAB6	3.4455
SELT	-0.62975
SLC39A2	0.259
ERF	-0.949166666666667
ARL3	0.32675
SURF6	-0.3018
MLLT10	-0.269142857142857
FLJ11171	-0.450166666666667
TDGF1	-4.21833333333333
ERCC6	-0.192
EIF2AK4	0.535
BAZ1A	-0.274833333333333
LRRN3	1.086
TMC3	0.56
EFTUD1	0.572
PTPRO	0.4615
CLEC12A	0.67925
ACBD4	0.585375
ZDHHC14	-0.63175
OTUD7B	1.676125
ACTB	0.7168125
MSRA	0.47475
LCE5A	1.6045
IFI35	0.63025
BSCL2	0.407666666666667
ANKRD12	0.9735
CFHR2	0.5805
RGAG1	2.9615
HSFY1	0.5245
SLC30A5	-0.0538333333333333
IMPG1	-0.647
GPR109A	0.9235
ZNF185	1.4805
IYD	2.83825
NPCDR1	0.586
SERPINA13	0.621
HMGCLL1	2.2385
NEUROG1	0.4995
UBQLN1	-0.2398125
LIN37	0.6145
SOCS2	-1.967125
DSCR4	-2.059
XKR6	1.1005
GPR142	0.726
KRTAP13-3	0.00800000000000001
CCDC15	-0.9445
MOS	0.4655
CD1E	-1.175
OFCC1	-0.2695
FAM83D	-4.15425
SRFBP1	-0.0805
C9orf96	0.104
DHDH	-1.50025
CCDC90A	-0.9
RABL3	0.04535
CD320	-1.68
ANGEL2	0.959083333333333
MRPL21	-0.933
SMG6	0.375
INSR	1.78725
FLJ14816	-1.82
GLRB	0.919833333333333
C9orf89	0.75725
CIZ1	-0.45025
URG4	0.506833333333333
LRDD	-0.579
CBY1	0.9215
NFX1	0.03125
MTERFD2	0.247857142857143
C19orf23	0.104
PGC	-2.034125
IER3IP1	0.1323
RASAL2	1.5295
C1orf89	0.30475
SYNJ1	-0.67225
NFKBIE	1.14925
FLJ40125	-0.456833333333333
TCEB2	0.0244
NOG	-1.435
POLR2J2	0.0245
HLA-B	1.7245
PCDHA1	0.976
PPP2R2B	-1.2265
ARHGEF17	0.707333333333333
TCF7L2	0.639714285714286
CHD5	-0.809166666666667
ZNF431	-0.851375
TBC1D25	0.40875
ZNF800	-0.1175
SCUBE2	0.867545454545455
MYCBP	0.415166666666667
GPX5	0.03
C6orf129	-0.00566666666666667
QSER1	-0.814333333333333
ULK2	2.29475
PIGO	0.394666666666667
NRCAM	-3.74191666666667
SLC35E3	-0.0485
CSRP2	-1.732
HYPE	0.53125
MAPK15	0.801833333333333
MGC14327	0.0735
TIMM13	-0.400833333333333
ZNF462	-1.51325
GBA3	-0.4325
TEX13A	-0.429
MCM6	-2.22011111111111
MTRF1	-1.091125
ABCA7	0.29925
EIF4A2	-0.15575
ZC3H10	1.1596
RPGR	0.148166666666667
C20orf94	0.1305
RP1L1	0.05875
GPR125	-1.210875
USP22	0.018
OR1L4	0.2975
MLZE	1.3045
FLJ32065	0.24575
PTCD1	0.2455
CRTAC1	2.18583333333333
BXDC2	-1.6845
C18orf1	3.351
FAM107A	1.03642857142857
EFNA3	1.28025
P18SRP	-0.3341
CAMKK2	1.04791666666667
KIAA0649	0.85275
NES	-1.44583333333333
HS6ST3	2.382625
PON2	-0.423
TCP11L2	-0.51075
CLEC4A	1.662
PRR12	0.8675
MLXIPL	-0.5187
C2orf50	1.0205
ZNF28	1.151
ENC1	0.051
MAP2K1	-0.2685
FKSG2	0.5885
KIAA0430	1.3425
PTP4A1	-1.3565
GPR156	1.224
GTF3C6	-0.378
UBR2	0.067
LOC388272	-2.49
MAK	2.35166666666667
ACOT4	2.457
STC2	-2.67
PIGW	-1.3635
SAE1	-0.83075
COL6A1	0.602772727272727
OAZ1	0.221833333333333
STMN4	1.32633333333333
EDG3	-0.360166666666667
SGCE	0.155666666666667
IL11	-0.7835
PRSS8	3.01475
YIPF5	0.29225
WNT4	1.301375
CSN2	0.0918333333333333
TCF7	-2.449375
TDO2	1.203
SAMD9	0.8873125
S100A7A	2.21
MMRN1	2.73466666666667
GKAP1	0.1735
AKR1C3	-1.1085
RNF19A	1.404125
GMDS	-0.771
YKT6	-0.737125
SPARC	1.9017
C12orf31	-0.7795
UBE2V2	-0.904166666666667
FBXL18	-0.4665
KIAA0460	1.3605
ADAM22	0.0735
SERPINC1	-3.8635
KCTD21	0.76725
MYOHD1	-1.6525
ZNF37A	-0.218166666666667
GTF3C1	1.09716666666667
CTSZ	1.15275
PRNPIP	-0.630625
DRD1IP	0.734
NR1I2	-2.1075
ZNF266	-0.4015
SPAG4L	-0.3325
COX4NB	-1.26425
SAPS1	2.1865
APOA1	-3.567875
TATDN1	-1.031
C10orf82	1.8975
KPNB1	-0.57425
FOXO3	0.806583333333333
CRYBB2	-1.6645
ZBTB5	-0.0436666666666667
SLC25A38	-0.1425
DCTN2	-0.0725
IFT20	0.10825
CTHRC1	1.80525
C1orf31	-0.617625
UHRF1	-2.22586666666667
GPC6	-0.1805
C10orf54	1.40725
MCF2L2	0.0124
WNT9B	-0.025125
OLA1	-0.5755
FAM120B	-0.0495
TTLL10	-0.26
CYorf15A	-5.52925
RELN	-1.8494
SCN2B	1.77791666666667
MFHAS1	-1.35525
NKX3-2	-0.263666666666667
RASGRF2	1.153
SSBP1	-1.08566666666667
KPNA6	-0.228428571428571
LOC389118	0.065
HS3ST4	-2.44025
SUPT7L	-0.431125
FLJ32658	-0.208
IGFBPL1	-0.27675
KIAA1641	-0.5498
SHKBP1	-0.0828333333333333
CSF1R	4.348
NAGK	0.959
MYL2	0.6035
HIST1H4C	-3.379
TOMM7	-0.102875
ADAMTSL3	2.8668
TNFSF14	0.3725
PRRT2	1.9275
VTA1	-0.66225
AOAH	2.93883333333333
CRISPLD2	2.359
PNN	-1.3645
TA-NFKBH	0.18225
ESPN	0.49275
RBM43	-0.378
KIAA1267	0.523625
DDX3X	-0.00494444444444443
KIAA1576	-5.081
PLXDC1	3.71383333333333
FLJ25801	-4.3345
HNRNPL	-0.2265
RUNDC3A	0.403166666666667
CASP12	1.4135
SH2D5	-1.329375
RPL26L1	-0.544
OR51A7	-0.50675
HDC	3.4875
C2orf16	-0.0511666666666667
SYTL3	2.62775
GOLGA4	0.26975
NOTCH1	0.099
ATPAF2	0.6555
ECD	0.293
SSX5	-1.4846
SNAP91	-0.52225
OCA2	-3.293
PNPO	-0.140666666666667
DAPK1	-0.91
PINX1	-0.721833333333333
SELENBP1	1.709
NEK3	0.346416666666667
TMED4	0.357928571428571
SSTR4	0.1335
FOSL1	-2.6895
CD40LG	0.65
CES1	-0.367916666666667
DCI	0.8465
B3GAT3	0.123166666666667
STK17B	-1.25175
CNTN6	-0.642
CYP3A4	-2.17266666666667
MBOAT2	0.365714285714286
PISD	0.815375
USP1	-1.074
PYDC1	3.36816666666667
CENPM	-2.15525
SAR1B	-0.51375
TTC7B	-0.083375
DP58	-0.3515
GPC1	0.643
RBL1	-2.4795
TMEM137	-1.57433333333333
TOB1	1.22716666666667
TCEAL1	0.609833333333333
CENPF	-2.89309090909091
C6	5.6575
PRSS1	-4.0015
PPIL6	1.83466666666667
C6orf124	0.5675
ODZ4	2.07783333333333
SNCB	-0.34925
NDUFB9	0.103375
CNOT6L	0.607833333333333
S100A9	2.967
TRIM50	0.1525
KCTD1	2.3689
WDR63	3.22375
SPEF2	3.351125
RNGTT	-0.635833333333333
CXorf22	1.6245
KCNK16	0.4155
CEP250	-1.619
ATPBD1B	-0.54125
KCNJ2	3.2765
MT1B	-1.603
ZNF684	-0.7305
SLC4A1	0.1425
PDHA1	-1.48025
ZNF492	-1.2565
TKT	-1.41025
BYSL	-0.9885
RNF38	0.263625
AHDC1	-0.119
KLHL2	0.20025
CMTM8	-0.169
DMP1	-2.6215
HERPUD2	0.138375
CRTAM	3.35733333333333
ZNF572	-1.7445
TMEM16J	0.8565
HSD17B2	-4.51075
UBE2G1	-0.056625
AHSA2	-1.54875
PELI2	-1.162
TPX2	-3.737375
ATP9B	1.87366666666667
DAZAP1	-0.35375
HMGCS2	-0.1385
C17orf38	0.141
B9D1	0.02
NKX2-5	-1.61333333333333
KIAA1276	3.78425
LILRB2	2.9905
CSTF1	-0.558833333333333
BTN2A1	-0.446
C15orf48	4.13075
IGF2BP3	-4.505
FAM113B	1.98933333333333
HRG	0.24
ZNF131	-0.48075
USP47	0.571214285714286
CCDC88B	-0.0015
HCN1	-0.2754
HTN1	-0.8765
SYCP3	-0.64225
C13orf23	-0.4875
PAPOLA	-0.2594375
AATK	0.1708
MSH3	-0.7555
NDUFAB1	-0.6285
ITLN2	-1.777
BAK1	-0.105166666666667
MRPL45	-0.290166666666667
MTNR1B	-0.141833333333333
LOC645843	-0.5385
SPECC1L	1.052
PGCP	1.17825
SPN	-1.076125
GPR143	1.2005
ZNF576	0.179833333333333
TMEM39A	-0.0984
ATP5D	-0.00483333333333333
MAGEB3	-2.196
RPS5	-0.540666666666667
ANP32E	-1.26442857142857
MTMR1	0.08725
YEATS4	-1.13425
SYNGAP1	0.0745
PCOLCE	0.0863333333333333
MNS1	-0.535
PCYT2	-0.294166666666667
ZNF182	0.29025
LAX1	0.680125
SPPL2B	0.6336
ELOVL5	0.1745
PCDHAC1	0.1865
B4GALNT1	-1.51583333333333
BLOC1S2	0.078375
ZNF673	-0.8632
ARHGAP21	-0.231166666666667
IRX5	3.02625
LRFN5	-0.8305
FAM7A1	-0.272
RAB19	0.726
GINS1	-3.31375
ITM2B	0.8378
PAPSS2	2.02133333333333
OR5BF1	0.0405
ACSL3	-0.12625
KIAA1919	-0.9645
GLT8D2	2.395625
UTRN	0.201357142857143
CNN1	0.25775
HISPPD2A	0.981
SDAD1	-0.283
SIGLEC9	0.3885
RPL35	-0.759928571428571
C22orf26	-0.123
IMPDH2	0.068875
WDR69	-2.37825
SEC14L5	0.279166666666667
CLTA	-0.03225
RP11-529I10.4	0.36
GPR37L1	-0.0106666666666667
OGDH	0.126416666666667
ASB13	0.706833333333333
ZFP14	0.4115
ZCRB1	-0.347833333333333
KPNA3	-0.3475
