Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
NLGN1	-3.068
STRBP	-0.01125
HPRT1	-0.934833333333333
FANCI	-1.273125
PSMA7	0.181625
DBF4B	-1.2135
TTF1	-0.784
RAD54L	-1.7695
ELOF1	-0.18825
PLAGL2	-0.372625
ZNF256	0.411
HMGCL	-0.3715
MSI2	-0.735
RPESP	2.14116666666667
C11orf60	-0.21625
ABCD1	-0.051
ACAA1	0.4504
SPARCL1	5.20885714285714
IL6ST	1.2238
ZNF319	0.4485
TMEM109	0.0287
FAM90A1	-0.970833333333333
IL22RA1	-1.133
ATP4B	0.545
TEC	-1.2912
C7orf30	-0.92625
TXNDC2	-1.03583333333333
ABCB4	-0.00275000000000001
KIAA1191	0.142375
C9orf38	0.2055
SFTPB	-0.13
CNTNAP2	2.20191666666667
FRK	1.972
TBX19	-0.1665
CHD4	0.11
C6orf26	-2.76416666666667
MOSC2	1.755
IKBKE	0.696
HIF1A	-0.903333333333333
LOC595101	-0.553
RELA	0.3655
TMEM16B	0.0361666666666667
ABHD12B	-2.595
TSEN34	0.10825
KIF18A	-1.87225
TXNDC9	0.396333333333333
SPATA2L	0.0845
SEMA4G	-1.4935
C21orf91	-0.181125
MATN1	-0.8875
KCNIP4	-0.0805
TUSC1	2.2105
OR4C15	0.5895
ARMCX6	0.5695
WBSCR27	-1.37783333333333
OR52I2	0.173
KIAA1604	-0.33025
DYNC1I1	-0.51125
PPP4C	0.43325
SLC47A2	-2.03166666666667
TREH	0.05275
CD48	2.139
ST14	1.43466666666667
PKN1	-0.5275
SPON2	3.4975
XBP1	2.23266666666667
SFRS12	-0.353166666666667
EFCAB6	0.59175
SELT	0.40475
SLC39A2	0.683
ERF	-0.620166666666667
ARL3	0.726
SURF6	-0.8025
MLLT10	-1.27033333333333
FLJ11171	0.1505
TDGF1	-3.6165
ERCC6	-0.28175
EIF2AK4	0.85575
BAZ1A	0.226833333333333
LRRN3	-0.514333333333333
TMC3	0.101
EFTUD1	-0.10625
PTPRO	1.15633333333333
CLEC12A	0.654
ACBD4	-0.4135
ZDHHC14	0.098
OTUD7B	1.049625
ACTB	0.7680625
MSRA	0.076875
LCE5A	0.6505
IFI35	0.06925
BSCL2	0.209333333333333
ANKRD12	0.179083333333333
CFHR2	1.20566666666667
RGAG1	-0.1765
HSFY1	-0.265
SLC30A5	0.250916666666667
IMPG1	null
GPR109A	0.5555
ZNF185	-0.2135
IYD	2.47675
NPCDR1	0.2
SERPINA13	0.7045
HMGCLL1	-1.321
NEUROG1	0.659166666666667
UBQLN1	0.2574375
LIN37	0.352
SOCS2	-0.99125
DSCR4	-1.994625
XKR6	-0.90725
GPR142	0.474
KRTAP13-3	0.5765
CCDC15	-1.23883333333333
MOS	-0.0535
CD1E	-0.019
OFCC1	-0.2322
FAM83D	-1.34825
SRFBP1	-0.162
C9orf96	-0.1945
DHDH	-1.59425
CCDC90A	-0.748
RABL3	0.7802
CD320	-1.57833333333333
ANGEL2	0.291
MRPL21	0.2685
SMG6	0.393666666666667
INSR	1.684625
FLJ14816	-0.409
GLRB	-1.24533333333333
C9orf89	1.17525
CIZ1	-0.482875
URG4	-0.2855
LRDD	-1.66033333333333
CBY1	0.383333333333333
NFX1	-0.06525
MTERFD2	0.288642857142857
C19orf23	0.8195
PGC	-2.9365
IER3IP1	0.8301
RASAL2	1.93425
C1orf89	0.00875
SYNJ1	-0.52675
NFKBIE	0.555
FLJ40125	-1.2355
TCEB2	-0.168
NOG	-1.661
POLR2J2	-1.05233333333333
HLA-B	2.148
PCDHA1	0.821
PPP2R2B	-0.5555
ARHGEF17	0.814833333333333
TCF7L2	1.28628571428571
CHD5	-0.628
ZNF431	-0.25925
TBC1D25	-0.38
ZNF800	0.4645
SCUBE2	3.59081818181818
MYCBP	0.367166666666667
GPX5	0.272
C6orf129	0.0916666666666667
QSER1	-0.0455
ULK2	1.351
PIGO	0.511666666666667
NRCAM	-2.41228571428571
SLC35E3	0.076625
CSRP2	-0.26225
HYPE	0.32025
MAPK15	-0.158166666666667
MGC14327	0.19275
TIMM13	-0.282833333333333
ZNF462	0.548
GBA3	0.83825
TEX13A	0.5525
MCM6	-0.532888888888889
MTRF1	-1.049125
ABCA7	-1.2105
EIF4A2	-0.82875
ZC3H10	0.7062
RPGR	0.0321666666666667
C20orf94	0.225
RP1L1	-0.01125
GPR125	0.06025
USP22	0.179785714285714
OR1L4	0.47775
MLZE	0.413
FLJ32065	-0.4985
PTCD1	-0.7135
CRTAC1	2.21116666666667
BXDC2	-1.171
C18orf1	2.43
FAM107A	2.23357142857143
EFNA3	0.852
P18SRP	-0.1688
CAMKK2	1.00625
KIAA0649	-0.002
NES	-0.303333333333333
HS6ST3	2.23925
PON2	-0.0815
TCP11L2	-0.7245
CLEC4A	2.06025
PRR12	0.295
MLXIPL	-1.8098
C2orf50	1.1705
ZNF28	0.8285
ENC1	1.03033333333333
MAP2K1	-0.54925
FKSG2	1.1035
KIAA0430	0.602
PTP4A1	-0.993055555555556
GPR156	0.483
GTF3C6	0.31075
UBR2	0.00330000000000002
LOC388272	-0.968
MAK	0.323333333333333
ACOT4	2.57825
STC2	-2.19116666666667
PIGW	-0.89925
SAE1	0.105125
COL6A1	1.8715
OAZ1	0.2115
STMN4	0.479
EDG3	0.588166666666667
SGCE	-0.443
IL11	-2.23466666666667
PRSS8	2.203125
YIPF5	0.934416666666667
WNT4	2.04125
CSN2	0.525
TCF7	-2.688375
TDO2	3.1335
SAMD9	0.962
S100A7A	3.4375
MMRN1	3.322
GKAP1	-0.35575
AKR1C3	-0.70625
RNF19A	0.23925
GMDS	0.4695
YKT6	0.00375
SPARC	2.7914
C12orf31	-0.477
UBE2V2	-0.848833333333333
FBXL18	-0.2825
KIAA0460	0.642
ADAM22	-0.1695
SERPINC1	-4.202
KCTD21	0.5365
MYOHD1	-1.933
ZNF37A	-0.047
GTF3C1	0.540166666666667
CTSZ	2.55125
PRNPIP	-0.744625
DRD1IP	0.51275
NR1I2	-2.30733333333333
ZNF266	-0.0193
SPAG4L	0.4815
COX4NB	-0.44525
SAPS1	3.69616666666667
APOA1	-3.98575
TATDN1	-0.808833333333333
C10orf82	2.07625
KPNB1	-1.1215
FOXO3	0.774666666666667
CRYBB2	-1.443
ZBTB5	-0.202666666666667
SLC25A38	-0.43125
DCTN2	0.152333333333333
IFT20	0.23225
CTHRC1	3.60325
C1orf31	-0.881875
UHRF1	-0.4863125
GPC6	-0.37225
C10orf54	1.9935
MCF2L2	-0.364
WNT9B	0.003375
OLA1	-0.528875
FAM120B	0.459
TTLL10	-0.0815
CYorf15A	-5.27925
RELN	-1.2435
SCN2B	1.54983333333333
MFHAS1	0.21975
NKX3-2	-1.074
RASGRF2	-0.1605
SSBP1	-0.7685
KPNA6	-0.110857142857143
LOC389118	0.245
HS3ST4	-0.8509
SUPT7L	-0.6255
FLJ32658	-1.818
IGFBPL1	-0.79525
KIAA1641	-0.5144
SHKBP1	-0.337333333333333
CSF1R	4.66625
NAGK	1.1915
MYL2	1.17425
HIST1H4C	-0.443833333333333
TOMM7	-0.540625
ADAMTSL3	3.4293
TNFSF14	-0.27825
PRRT2	-2.26425
VTA1	0.04
AOAH	3.47433333333333
CRISPLD2	2.84428571428571
PNN	-0.9779
TA-NFKBH	-0.20025
ESPN	0.56575
RBM43	0.2295
KIAA1267	-0.02425
DDX3X	0.448388888888889
KIAA1576	-3.16325
PLXDC1	4.93866666666667
FLJ25801	-4.2485
HNRNPL	0.393
RUNDC3A	0.061
CASP12	1.1635
SH2D5	-0.95625
RPL26L1	-0.2345
OR51A7	0.3465
HDC	3.391
C2orf16	0.00600000000000001
SYTL3	2.282125
GOLGA4	0.3035
NOTCH1	0.467
ATPAF2	-0.445
ECD	1.1365
SSX5	-1.4744
SNAP91	0.352
OCA2	-4.83525
PNPO	-0.508666666666667
DAPK1	0.709
PINX1	-0.887833333333333
SELENBP1	1.57325
NEK3	-0.109166666666667
TMED4	-0.179642857142857
SSTR4	-0.28
FOSL1	-2.6578
CD40LG	0.8815
CES1	-0.524166666666667
DCI	-0.528333333333333
B3GAT3	-0.525333333333333
STK17B	0.509
CNTN6	0.63525
CYP3A4	-1.2875
MBOAT2	2.33714285714286
PISD	-0.20325
USP1	-0.42575
PYDC1	1.22533333333333
CENPM	-1.62125
SAR1B	0.729
TTC7B	-0.076375
DP58	-0.252
GPC1	0.7585
RBL1	-1.215125
TMEM137	-2.2455
TOB1	-0.461083333333333
TCEAL1	0.7955
CENPF	-1.034
C6	3.70066666666667
PRSS1	-4.13275
PPIL6	0.196666666666667
C6orf124	0.0285
ODZ4	1.6725
SNCB	-0.31075
NDUFB9	-0.139
CNOT6L	1.4125
S100A9	2.689
TRIM50	0.335
KCTD1	1.3537
WDR63	0.72425
SPEF2	1.739125
RNGTT	-0.263833333333333
CXorf22	0.5985
KCNK16	0.3755
CEP250	-1.356125
ATPBD1B	-0.217
KCNJ2	3.726
MT1B	-0.743
ZNF684	-0.0845
SLC4A1	0.212
PDHA1	-1.03725
ZNF492	-0.20475
TKT	-1.594
BYSL	-0.541
RNF38	0.777375
AHDC1	0.294
KLHL2	0.3075
CMTM8	2.441
DMP1	-0.53
HERPUD2	-0.120625
CRTAM	3.30433333333333
ZNF572	-0.107
TMEM16J	-1.2985
HSD17B2	-2.98075
UBE2G1	-0.135125
AHSA2	-2.76
PELI2	-0.2205
TPX2	-1.518125
ATP9B	1.34816666666667
DAZAP1	-0.0855
HMGCS2	3.21416666666667
C17orf38	0.585
B9D1	-0.759875
NKX2-5	-0.6575
KIAA1276	0.80375
LILRB2	3.57
CSTF1	-0.601
BTN2A1	-0.671
C15orf48	5.3505
IGF2BP3	-4.46975
FAM113B	0.511666666666667
HRG	0.118714285714286
ZNF131	-0.54975
USP47	0.697142857142857
CCDC88B	-0.373
HCN1	0.2472
HTN1	-0.208
SYCP3	0.1815
C13orf23	-0.3194
PAPOLA	0.231
AATK	-0.1891
MSH3	-0.00166666666666667
NDUFAB1	-0.644
ITLN2	0.576666666666667
BAK1	0.066
MRPL45	-0.949
MTNR1B	0.146833333333333
LOC645843	0.3245
SPECC1L	0.203125
PGCP	1.08225
SPN	-0.73225
GPR143	1.41283333333333
ZNF576	0.4095
TMEM39A	0.3909
ATP5D	-0.159
MAGEB3	-1.476
RPS5	-0.519
ANP32E	-1.04692857142857
MTMR1	-0.015
YEATS4	-1.07175
SYNGAP1	-0.526
PCOLCE	0.6
MNS1	-0.04775
PCYT2	-0.772833333333333
ZNF182	-0.8315
LAX1	0.4395
SPPL2B	0.2561
ELOVL5	0.9038
PCDHAC1	0.4735
B4GALNT1	-1.31283333333333
BLOC1S2	0.95375
ZNF673	-1.0265
ARHGAP21	-0.440833333333333
IRX5	3.28425
LRFN5	1.31816666666667
FAM7A1	-0.55
RAB19	0.251
GINS1	-1.4675
ITM2B	1.4638
PAPSS2	0.718666666666667
OR5BF1	0.353
ACSL3	-0.344
KIAA1919	-0.236666666666667
GLT8D2	3.066875
UTRN	1.16692857142857
CNN1	1.29375
HISPPD2A	-0.143333333333333
SDAD1	0.70025
SIGLEC9	0.8495
RPL35	-0.281214285714286
C22orf26	1.0205
IMPDH2	-0.7465
WDR69	-0.519
SEC14L5	-0.344166666666667
CLTA	0.512
RP11-529I10.4	0.61725
GPR37L1	0.148666666666667
OGDH	-0.1355
ASB13	0.663333333333333
ZFP14	-0.292
ZCRB1	-0.426
KPNA3	0.9805
HSPA1L	0.66075
RHOC	1.223125
LOC554175	0.1575
PPP3CA	1.8741
SLC1A7	0.2357
ZNF529	-0.6055
RBED1	0.20725
DDB2	-1.06925
FLJ11286	0.345
SPATA1	0.8305
MKNK1	0.517333333333333
DYSF	2.0435
ALKBH2	-0.242
NKD1	-3.2415
C1orf174	-0.02275
PLEKHO1	1.11116666666667
ASB10	-0.0485
RING1	-0.339
NPC2	1.08675
AVPR1B	0.6035
YTHDF1	0.223666666666667
LMAN1L	0.219
GSG2	-1.6245
CEP170	-0.0309
RPS4Y2	-5.74275
MSH6	-0.4685
HECTD2	-0.0113333333333334
ZNF556	-2.7195
PLEKHC1	0.1554
AIRE	0.0776666666666667
BCL2L10	1.48725
LMOD3	-0.0825
ZBTB8	0.9754
FOXA2	-3.6721
SLCO2A1	3.313875
C3orf46	0.406
PRDM16	0.153333333333333
TMEM98	0.8815
FRMD5	-3.1845
PDE6C	0.326
C1orf216	0.665833333333333
EP400	-0.247714285714286
PTK2	0.495
RNF217	0.92075
NDUFA8	0.025
ZFAT1	0.20275
LAMP3	2.547
GLTSCR2	0.370625
NPW	-0.561
LLGL2	-0.6598
PPM1K	-0.197166666666667
C20orf177	-0.728
KIR2DL4	0.3047
NFKB2	0.10425
C21orf122	-0.297666666666667
HESX1	-1.13825
GPR114	0.292333333333333
SLC25A35	-0.774333333333333
GNAT1	0.033
ORAI3	-0.18525
FAM76B	0.4895
TMEM99	-0.5166
TRIM29	0.7993
CDS1	1.6475
RHEB	-0.163
C4orf27	-0.556666666666667
RAB3A	-0.5005
OTUD6B	-1.02025
GPD1	0.9475
CDH15	-0.167333333333333
NPM1	-0.647785714285714
TMEM117	0.22075
PRPS2	-0.217333333333333
GCK	-0.671
ADRA2A	4.23633333333333
TSPYL4	0.390666666666667
TASP1	-0.32725
WDR19	0.142666666666667
C10orf38	-0.52275
PDE4C	-0.664666666666667
FYB	0.7505
C1orf55	0.484333333333333
PPFIA3	-0.83825
RAD18	-0.29525
C12orf44	0.320666666666667
CRYBA4	-0.3815
HVCN1	1.33875
TAF10	-0.597833333333333
C16orf48	-1.27
DEPDC5	0.323166666666667
LTBP1	-0.779
MAPRE1	-0.004625
FGF8	-0.69
C3orf52	1.901375
SENP7	-0.179833333333333
LRRK2	0.65225
RUNDC2A	0.289166666666667
KIAA0355	0.76
CPEB1	-1.504
PPEF2	0.474
ABI2	-0.512833333333333
KIAA0317	0.25475
ATF1	-0.300333333333333
DYNC1H1	0.8305
DIP	0.14625
TMEM33	0.554111111111111
POLDIP3	-0.29125
C7orf24	0.58925
GPR171	3.52375
CDC6	-2.6925
PLD1	0.1268
ITFG2	0.1122
NDUFC1	-0.33875
AKNA	-0.7595
NBR1	-0.13225
PKHD1	0.544428571428571
HPS4	-1.3255
MAFA	0.56275
ULBP3	-0.22725
DIRC1	-0.0475
IMMT	-0.366125
C22orf13	-0.217333333333333
CEL	-0.00475
MARK3	-0.3445
ADAMTS2	1.62975
ARPC3	0.2525
TMEM10	-0.1165
NPHS1	-0.47225
BRD8	-0.309666666666667
WDR12	-1.3655
IDI2	-0.338375
HOXD13	-1.5285
OR8G2	-0.979
SLAIN1	-2.4385
GABRQ	-0.413
NR2C2	-0.58125
NKTR	-0.9754
TLE2	1.2905
KIAA0892	0.265833333333333
AURKA	-2.24854545454545
GPRC5C	-0.3325
TBC1D9B	0.31375
PNPLA6	-0.129166666666667
AP3B1	0.295
NAG	0.131
C11orf68	-0.3815
AKR7A3	1.71325
AHCYL1	0.11825
COP1	0.694
RPP14	0.270083333333333
PCDHB18	1.418
CDH24	0.63275
KRT17	0.0346
LACTB2	-1.72025
DDX24	0.2514
PHACTR1	-2.4405
SLC35E2	-0.239
LOXL1	1.1845
IQSEC2	0.389375
RGSL1	2.0065
PCDHGC5	-0.2555
MEGF10	-0.463125
PRRX1	2.7695
ASTE1	0.704
C6orf159	-1.0665
MYOD1	0.60525
GAA	0.352
ZNF747	0.33775
KLRC1	-1.867375
IL1RL2	0.0945
GDF9	0.7765
GPR119	0.217
TRAF2	-0.584666666666667
HCK	3.4535
BMP6	-0.917
IL8RA	0.992
FLJ35848	-0.38675
EFHA1	0.3495
CDSN	-0.06
C14orf54	0.0386666666666667
LSM3	-0.23925
ZFP41	0.308
C9orf126	-1.53116666666667
VIT	1.861
SPCS3	-1.18075
DEF8	-1.0752
CHAF1A	-1.33133333333333
C1orf165	-0.341833333333333
ZFPM2	1.429
FTH1	0.03275
SLC35F1	-1.114
YWHAH	0.844
C17orf66	0.147666666666667
ADRB1	-0.140333333333333
FOXL1	0.184
RG9MTD3	-1.03466666666667
UMPS	0.133625
MGC13008	1.0795
KIAA1161	0.069
CCDC77	-1.8845
C12orf65	-0.9508
COG4	-0.98
RCP9	0.430416666666667
RP4-692D3.1	1.5475
CDC2L5	0.396
MGC7036	0.643
DNAJC11	-0.313
GDF2	-0.055
TIMM17A	0.132
HNRNPA0	0.0609
OR2H1	0.1135
PCBP1	0.152
COL23A1	-1.0895
LRRC2	2.69721428571429
NSD1	0.553928571428571
FLJ37078	-0.461
WDR91	-0.532333333333333
TMEM179	-0.1985
DSCR10	0.121
CNDP2	0.7025
FYN	0.5825
BEX2	-1.83533333333333
KCND3	1.24675
YPEL5	1.546125
LRRC42	-0.305166666666667
C17orf45	-0.830625
ZNF649	0.8942
LOC150763	1.677375
COL5A2	3.46875
CNGA2	0.5645
ELA2B	-0.913833333333333
RAB9B	0.259
FAM100A	-0.01
NAIP	-0.0612857142857143
MYOZ2	-0.68925
SPATA12	-0.2055
XRCC4	-0.7025
CYB561	1.3309
CHST10	-0.2695
BAI1	-0.856833333333333
BRSK1	-0.8425
C17orf89	-0.132125
PDE6H	-1.282
FLJ20309	0.5564
MAP7	1.14675
SCN4B	2.586
SPAG9	-1.188125
SERTAD1	0.655333333333333
FLJ21963	-1.88475
ANTXR1	0.8552
TMPRSS13	0.467666666666667
ETV7	2.384
DGAT1	0.538833333333333
NKIRAS1	0.222
TAC3	-3.258
CORO1C	-0.16875
RAD54B	-1.3635
HRASLS3	3.07066666666667
C21orf42	-0.044
BARD1	0.386166666666667
ZNF177	0.179833333333333
MIP	0.2995
ZNF442	0.493
F2	-4.0516
GRIA1	0.175571428571429
GALNTL2	2.221
WNT5A	1.3441
LENG9	0.0165
hCG_25371	-1.2715
FOXR1	-0.7085
TRA@	0.8341
PWWP2	0.9225
C1QTNF7	3.00216666666667
SLC7A4	0.032
C4orf7	0.31275
C17orf80	-0.1985
KLK4	1.2965
IL31	0.2815
TMEM176A	4.0545
CTNNB1	0.809375
BHLHB2	0.498
TMEM185B	0.6095
ARD1B	-0.30475
C1orf93	0.7195
BRUNOL4	-0.254833333333333
LOC541469	0.522416666666667
UPK2	0.1495
GAS8	-0.538333333333333
PATE	0.2495
IMPACT	-0.039375
WNK4	-2.05833333333333
HNRPLL	-0.374375
GAD2	-0.418
ITGA6	1.02525
BMP15	0.4035
CYP2A7	0.455125
RIC8A	0.1935
CCND1	2.644
USP35	0.1155
DSCR2	-1.54175
CCL4	4.3295
ZCCHC10	0.313
NOL11	-0.498
TRPM2	1.73191666666667
PSMD2	-0.256909090909091
CHTF18	-1.32925
USP18	0.487125
RRAS	-0.016375
LAMC3	1.26225
TOX	-2.44366666666667
PCDH15	0.7095
GABRG3	-2.03075
NUDCD2	-0.291875
SGCZ	0.616
KCTD17	0.1851
SPSB2	0.039
TPPP3	3.7915
CILP2	0.706166666666667
CALB2	2.380625
CEBPZ	-0.7435
ZNF479	0.2925
FMOD	5.10933333333333
C21orf66	-1.14521428571429
CLN6	-0.0655
ANAPC1	-0.54575
SH2D3C	2.42425
PTPN14	-0.4702
TRIM42	-0.129
APTX	-0.31925
SNRPG	-0.475166666666667
BMS1	-0.338
MAGEA3	-4.2535
NFATC3	-0.830166666666666
LRRC45	0.691833333333333
ARS2	-0.301642857142857
LRIG1	1.4625
EPSTI1	1.21966666666667
PRSS27	-0.3025
ERC2	-0.228125
PRKACB	0.733571428571429
PRDM13	-4.2265
HCG27	-1.18025
KLK12	3.603
HSD17B7	-0.994333333333333
ZNF354A	0.09875
PCDH11X	1.0625
DMGDH	0.52725
PCBD2	-0.3945
TMC6	-1.567125
RIMS1	0.0652857142857143
SF3B2	-0.374166666666667
RCN1	-0.443833333333333
CPB1	1.5735
BCAR3	-0.68825
FCRLB	0.406125
PAK1IP1	-0.65925
OR10H1	-0.017
KIF9	1.2815
PITPNM2	-0.8695
L3MBTL4	0.29375
TGFB1	0.1181
ZXDC	-0.43875
SLC6A16	-0.5375
SRrp35	-0.747625
LRRC8E	1.2455
PPIAL4	-0.66275
EOMES	2.62833333333333
PAX2	0.3725
SCARF2	0.667625
PSEN2	1.12475
PCDHB13	0.14525
C10orf28	-0.314375
DHRS7B	0.416428571428571
C1orf131	-0.08375
ASB1	-0.356
ZNF223	0.974666666666667
LCMT2	1.02575
MEP1A	-1.2075
TMEM53	0.5915
RSPH3	1.1315
C10orf33	-2.0805
LOC644285	-0.47025
PTPN9	0.613833333333333
ABCA12	2.4165
CCDC37	-1.44875
RUNDC1	0.392
YES1	-0.0873333333333333
FAM120AOS	0.91125
OR5M3	-0.4465
PPP1R3F	-0.23375
IL13	-0.2274
MDFI	-0.0535
PRNT	0.205
ZDBF2	-0.843
OR10C1	0.239833333333333
CLIC1	0.32
LILRA5	0.839833333333333
CSAG1	-4.3
TREML2	-0.2285
FAM125A	-0.0856666666666667
ZNF74	-1.24575
FAM104A	-0.160375
LRRC39	-1.2225
SAMD5	-0.27425
HYAL2	0.9535
HIST2H2AC	0.0685
IGFBP5	1.87191304347826
NRTN	-0.452
KIAA0556	0.2955
FAM29A	-1.31822222222222
JMJD2A	0.844
EPHB1	1.76525
POLD4	0.456375
ANAPC10	-1.21975
LRRC36	0.23075
MEGF6	0.549375
LPHN3	0.728166666666667
BMP10	0.0123333333333333
C21orf55	-0.128
CREM	-0.388933333333333
PTGER4	1.57416666666667
METAP1	-1.132375
KCNQ1	2.31316666666667
NR2F2	1.58025
SSFA2	-0.4355
CTTNBP2	-1.54175
BCL2A1	-1.385625
ZBTB24	-0.125375
SLCO6A1	-1.34475
PRDM1	0.3
OR7D2	-0.8045
CCDC47	0.2976
LOC646982	-0.477
SLC26A6	-0.9495
BIN1	0.2125
SRRM1	0.220285714285714
PCSK1N	0.209375
ALS2	-0.3962
ECT2	-0.292947368421053
CACNA2D2	0.872375
DOCK6	0.355
C10orf119	0.21875
FATE1	0.7175
DUSP23	1.5305
TRIP6	-0.866857142857143
NUP35	-0.574
CDH3	1.0985
KLHDC8A	1.51525
C9orf116	0.767125
EI24	-0.2475
CENTD1	0.9685
RWDD2B	-0.758666666666667
DOCK1	1.443
NPAS2	-0.32925
NR3C2	2.38166666666667
FAM63A	0.60775
INPP5F	-0.387833333333333
FAM111A	0.2267
MYBL1	-1.774
IQGAP3	-0.0931666666666667
CRADD	-0.488
DUSP12	-0.86325
PDZK1IP1	3.7585
VASH2	-0.29925
CTR9	0.50025
VIL1	-4.797
OR8U1	0.479166666666667
CCDC107	0.8865
PTTG1IP	0.1295
OR4X2	0.30225
COL9A1	-2.466
PSMD9	-0.104
ZFP62	0.37
TIP39	0.199
PARP15	0.857
TTC19	-0.125625
C1orf114	-1.943
GFPT1	0.623
SLC27A6	-1.53325
MRPS10	-0.4794
CALML5	4.63166666666667
TRPM7	-0.092375
CGNL1	1.956375
CECR1	0.50575
SERPINB8	0.235666666666667
TMEM102	0.28625
PDIA2	-3.59675
NUCKS1	0.0925
HOTAIR	2.2735
EBI3	0.57975
NXN	1.222
ZMYND19	-0.277625
FOXJ3	0.12975
EIF5B	0.084
EIF2B4	0.248333333333333
LEO1	0.6755
ZIC5	-1.54433333333333
IL20	3.61116666666667
KIAA0415	0.7465
FLJ37357	0.5245
TSPAN12	1.91925
ACTR3B	-0.952625
TFAM	0.0986666666666667
IL17RD	0.387125
PARP12	0.55075
KLHDC7A	0.753
KCTD4	0.0415
GTF2H1	-0.2235
FLCN	-0.9705
BIRC4	1.077125
LOC790955	-0.16325
VKORC1L1	0.22675
CYP4F22	0.266333333333333
TAS2R5	0.1685
ZNF582	0.8935
HS3ST3B1	-0.572875
CTNS	0.13775
STK36	0.315
MMD2	0.111
RP5-1103G7.6	-0.1765
FLJ23356	-0.156
CRH	-0.45525
C1orf182	-0.649666666666667
ACP5	0.8915
AMFR	0.1447
CA4	-0.51825
PLCB4	0.336625
MPHOSPH10	-0.1385
UNQ473	1.55
G3BP2	1.379
SR140	-0.717583333333333
HOXA2	0.07725
PYGB	-0.062375
BAT1	-0.267416666666667
DKK3	-0.538166666666667
DDX31	-0.65175
TULP1	-0.450571428571429
NHLRC2	0.59575
TNRC4	-0.4735
ZNF430	0.14925
TNRC6A	-0.106375
PLA2G1B	0.0293333333333333
RCHY1	1.657
GTF2A2	-0.3205
MGC4294	0.021
ZNF691	-0.4635
TACC3	-1.04725
DNAJC5G	0.1005
LOC4951	0.126
MS4A4A	-0.4265
LOC152485	0.8195
PPP1R2P1	0.22825
PPP2R5B	0.0385
RPGRIP1L	-0.118875
SPOP	-0.1041
PTPRF	1.58858333333333
MGC42090	0.175
SUSD3	3.24275
THOC4	0.216875
MAML1	0.5518
FXR2	-1.147
TYK2	-0.292625
MUC6	0.4515
DNAJB7	0.431
PIP4K2A	0.0171428571428571
MEX3A	0.899833333333333
RRP1	-0.748625
TFAP4	-0.25875
CXorf41	0.2135
MTMR4	-0.104
CTLA4	0.104
SNX9	1.042625
CIB3	0.41
NECAP1	0.436625
PLA2G2D	-0.1933
GLMN	-1.06666666666667
DCLRE1A	-0.3375
PDX1	-0.5055
SAMD11	0.645
MRPL55	0.5155
TLR7	2.3545
TBC1D21	-0.161666666666667
SMAD1	1.8053
ACTRT2	0.043
RIOK2	-0.20825
PDLIM4	0.486
SLC22A15	0.767666666666667
ABHD13	0.9083
STX18	0.1433
CCPG1	0.186428571428571
DCBLD1	1.30316666666667
SLC2A6	-1.4405
NOLA3	-0.46575
TRDMT1	0.238285714285714
IL17F	0.4975
ATP1A4	0.173166666666667
OR52W1	-0.1215
CFL1	-0.38075
IL4	-0.69625
RBP2	-0.959
CPSF6	0.484625
TTC8	-0.723666666666667
MUCL1	5.74
EYA3	-1.51533333333333
KRT38	0.2545
GNE	-1.67875
ZNF501	0.71675
SLC35A2	0.446375
CEP110	-0.7357
MYF6	0.7875
MGST2	-0.159666666666667
TRPV4	0.635666666666667
NEK8	-0.503333333333333
NOX5	-0.2245
NCKAP1L	-0.588833333333333
EMP3	-0.652666666666667
BPY2C	0.0015
C1orf38	0.6165
ELOVL2	-0.174625
CBX7	0.836083333333333
OSBPL1A	0.220333333333333
ZNF589	-0.736
ESCO1	-0.767333333333333
TRA2A	0.2395
C3orf26	-1.3855
PHF2	1.32533333333333
PID1	1.51983333333333
RFC1	-0.627375
MTAP	-0.4021875
ADORA3	3.125
LOC389458	-0.54075
TRNT1	-0.565
CRIPAK	-0.47025
RAI2	2.99383333333333
ANKRD44	-1.17
GZMB	3.38675
NFE2L1	-0.430625
STIP1	-0.377166666666667
RASL11B	1.584
NT5DC2	-1.4865
LRP2	-0.11075
MTDH	0.123466666666667
ARSG	-0.31425
HSP90AB1	-0.213333333333333
CT45-6	-5.88625
ZNF483	-0.5875
LMBR1L	-0.294
S100A2	0.3664
C2	0.177722222222222
C2orf27	0.955875
EIF4EBP1	-1.6165
GCKR	-3.5045
PPP1R9B	0.425
FER	-0.6175
SNRK	1.51916666666667
OR5M10	-0.109
UTP6	-1.05025
CAPZA3	0.217
FBP1	1.769
TERT	-2.2365
CCL1	-0.828
FUCA1	1.38575
ALS2CR8	-0.0643333333333333
KCMF1	0.0834166666666667
SRCRB4D	-1.4545
OXCT2	-0.403
IL17RA	0.741
MPP5	0.52875
SPA17	-0.9195
FLJ10986	0.258166666666667
GALNT14	0.78825
CXorf27	-1.084875
NPLOC4	-0.16575
RAB34	0.098
KRTAP3-3	0.233
ARSD	1.21133333333333
CPLX2	-1.5649
PJA1	0.91875
WHDC1L1	0.222833333333333
RB1	-0.2616
MTMR15	-0.739
PHLDA2	-1.2694
GUCY2F	-0.245
MPV17	-0.633666666666667
SLC35D1	0.565
LYSMD3	0.3845
COL16A1	2.07425
ERLIN1	-0.437333333333333
JMJD4	0.4615
