Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
PDGFB	1.42575
RFX1	0.491125
UQCRB	-0.3426
LOC133874	0.1115
HPS3	-3.16875
LGALS3BP	0.0648
DKFZP564O0823	2.60057142857143
MRFAP1L1	0.752125
HOXA10	-1.27716666666667
NGB	0.7985
KIF21A	-0.171307692307692
IFLTD1	0.2095
LZTS1	-0.4085
ARHGEF3	0.8615
RHBDL3	0.18
CSNK1G2	-0.13175
ChGn	-2.36125
KIAA1244	1.47483333333333
GABRB2	0.0275
MGC72080	-0.184
CD27	2.76025
EGLN1	-1.8143
PEX13	0.10225
RWDD3	0.20175
RNF12	-0.503166666666667
GRIN2B	0.0895
ADAMTS14	-0.259625
DYDC2	0.754833333333333
ATP6AP1	0.8032
NR1H2	0.129
PDK2	-0.0645
C3orf17	-0.359
SLC38A2	0.118714285714286
SLC25A29	-1.1085
C15orf29	-0.318625
ADAM9	-0.489
TMUB2	0.127625
GPR176	-0.47275
AGK	-1.111125
MCCD1	0.058
NDUFA4	-0.693
TMEM146	0.0705
DUSP1	0.270375
UNQ6975	0.851
EMX2OS	4.31375
INSM2	-0.12925
LUZP4	-0.92975
SETD6	-0.02775
P2RY2	3.4145
SLC45A2	-1.638
RABGAP1	0.566
UBXD5	0.04225
GPRC5A	-0.5553
PAK3	-0.761
LOC63920	-0.06825
TGFBR1	0.1361
KRTAP6-3	0.171
SFMBT2	-0.13375
CDC42	0.7315625
C11orf35	0.627
TTLL2	-0.08
UACA	0.37675
CD97	-1.9745
SETD5	0.00837500000000002
NINJ2	0.35375
PTER	-0.0953333333333333
POMGNT1	-0.064
KRTAP4-2	-0.166
ECGF1	1.413625
HRB	-0.548454545454545
ATP1B2	-0.4873
LOC400506	0.10525
COL4A3BP	0.692
C6orf97	0.17175
GRHPR	1.195875
TAS2R1	-0.3095
SEMA7A	-0.14125
EDF1	0.22375
ODF2L	1.0457
PCID2	-0.0878333333333333
GTF2H4	-0.0608333333333334
ZCCHC3	-0.484375
CGB2	-0.066
NEUROD1	0.429
C20orf75	-0.286
RP5-1054A22.3	1.45866666666667
IFNA5	0.1345
ZNF134	0.864083333333333
MGC119295	-0.6444
ZSWIM6	0.023125
SMEK1	0.262333333333333
PCGF2	-0.289375
C1orf102	1.665
CYP2A13	4.6925
KCNH6	-0.9004
MDM1	0.5578
ALDH7A1	-0.141333333333333
C9orf75	0.70275
VDAC3	-0.258875
OR51T1	0.115
EIF3F	-0.279
KCNJ10	-0.359375
LENG8	0.67275
EDEM2	-0.595916666666667
CCNJL	-0.151666666666667
DHX37	-0.5925
CRYGN	1.0475
AATF	-1.003125
ZNF630	0.358875
E2F5	-1.193
WFDC13	-0.514
FTSJ3	-0.612
C4orf33	-0.78075
LHFPL4	-3.0305
C19orf56	-0.397833333333333
SMAD4	0.545625
AFM	-0.153166666666667
G0S2	0.6755
FCHSD2	1.0419
RRP1B	-0.8797
EEF1B2	-0.786
STAT6	0.534333333333333
ZNF195	-0.045
GNL1	-0.6475
ZNRF2	1.11783333333333
PER3	-0.105125
ASB16	0.2935
C10orf10	1.1435
ADCY8	-2.93266666666667
C9orf58	0.224666666666667
ARMC10	-0.683
PSG1	-0.392
DHX34	-0.0905
VARS2	-0.35475
NFIC	0.00974999999999999
ITPR2	0.4925
AGXT2	-0.1785
OR6K3	0.288
H2AFZ	-0.156416666666667
MLLT3	2.165
COX4I2	1.51725
CCNT2	-0.26475
PLK4	-1.2015
NUMBL	-0.158333333333333
MED16	-0.3365
PLEKHQ1	1.104
GOSR1	0.700666666666667
BTG4	-0.04
RPL30	0.202083333333333
IGSF5	-0.7105
IGFL2	1.87783333333333
ELMOD2	0.1435
SHC3	0.135833333333333
HAVCR1	0.1035
DYNC2H1	0.231625
RNF5	-0.1955
C2orf7	-0.159
NLF1	0.91
KLHL25	0.69375
LRP10	0.7092
KRI1	0.10425
PUS7L	0.00616666666666666
MGMT	1.068
HOXD1	1.71983333333333
CSH1	0.1351
ATG16L2	0.2015
FLJ44635	-0.1785
CHODL	1.2355
EXOSC8	-1.42925
SLC28A1	0.0225
MYO7B	-1.01866666666667
SEH1L	0.8388
MTNR1A	0.257166666666667
TSPAN5	-0.112666666666667
CDC45L	-2.68816666666667
AMIGO1	-0.0985
ATAD3A	-0.020625
OSGIN2	0.0881666666666667
PDIK1L	0.709666666666667
DARC	1.95675
PIPSL	0.1935
SHMT1	-1.123
CRISP3	-0.0915
POPDC2	2.02266666666667
ZRANB2	-0.270166666666667
FBXL8	0.45775
TRIP13	-0.932545454545454
EIF5AL1	-1.1555
POU5F1P3	-4.84866666666667
IL6	-2.86133333333333
CXorf38	-0.549833333333333
IFNA16	0.245
FBXL2	1.53733333333333
BRD1	0.357
STATH	0.26225
FBXO44	1.05533333333333
MCCC2	-1.24375
CDC2	-1.0431
C5orf23	0.5585
IVD	-1.009
C10orf122	-1.02275
MSL3L1	0.4452
MVP	0.53575
EPOR	-0.2197
ZMYM1	-0.0201666666666667
BCL7C	0.690666666666667
PSTPIP2	1.8927
LYPD1	-1.034375
OR8G5	0.541
ZP3	0.6355
BCAS4	2.13191666666667
EDG6	1.38575
ISY1	-0.42275
PRAMEF2	-1.4815
CUL1	-1.013875
RNF213	0.6343
CCRK	1.08
DHX9	-0.008
C13orf29	0.13875
NCKAP1	0.374666666666667
MRPL43	0.309785714285714
XPR1	0.23175
PKN2	0.5328
PODNL1	0.76
ZNF333	0.37875
DALRD3	0.09425
OPN1SW	0.058
BTBD6	0.4955
C11orf82	-1.0195
OR5P3	0.462
DUSP11	-0.09775
L1CAM	-1.172
NEK11	0.8725
OR7E91P	0.69
CNTN3	2.8182
CREB3L2	-0.37675
ZBTB37	0.766
KIAA1324L	1.52775
NDUFB10	-0.25
NUDT2	0.17775
GTPBP8	-0.6625
CACNA1D	0.597125
PRKAA2	-0.107
PRDM8	0.2935
MGC16075	-0.526
KRT14	-0.923214285714286
PP8961	0.50575
MRPL18	0.25525
ABCG2	-3.21825
PACRG	3.615
BBS2	0.52575
KREMEN2	1.9115
FBXO21	0.39025
HNRPUL1	0.547333333333333
GRB10	-0.00675000000000001
CLSTN1	1.09325
LMAN2	-0.773
C17orf61	-0.5835
NIPSNAP3A	1.11575
INSIG2	-0.867333333333333
PCDHB7	-0.331
STXBP2	-0.092125
CMAH	0.11225
SEMA5B	-1.01925
ZNF155	0.277833333333333
COQ6	-0.863166666666667
PRPF4	-0.1085
TSPAN15	1.1584
VN1R5	0.4585
LATS2	1.0485
SELK	0.37625
PGK2	0.20575
MS4A1	-1.81525
TYW3	-0.1803
KRTAP5-1	0.77725
RCCD1	-2.33916666666667
BTN1A1	0.22425
DDX28	0.391
TMEM65	-0.061375
LOC92345	0.01425
TTC31	-0.06525
WDR46	-0.968166666666667
CHP2	-1.45066666666667
LSP1	0.594125
ZNF542	0.96875
EXOSC1	-0.63675
ARHGAP18	-1.07383333333333
LRRTM4	-0.94775
MAOB	3.476
CACNB4	-1.0065
MGC33846	0.511625
RANBP3L	0.88875
ATP5L	0.2385
ONECUT1	-3.213
NUDT9	0.19625
TMEM149	0.141
STX17	0.3925
IGSF10	-4.62475
TMPRSS9	0.156
BMPR2	0.854166666666667
ALLC	-0.115
KLF7	1.273
GCC1	-0.05
TIMM9	-0.73625
CDO1	1.004
MGC10701	-0.0141666666666667
IFI6	1.27266666666667
FRMD8	2.29425
MGAT2	-0.16775
WBP5	-0.351666666666667
CNIH2	1.373
KIAA0907	-0.5751
KCNH8	-0.7155
CTSG	-2.9185
GRIK1	-0.572
CUL5	0.371875
FRMD1	0.3915
OR9A4	0.7065
SYT6	-0.815625
FOXD4L2	1.4455
ANAPC2	-0.728333333333333
OPN5	0.781
TAF13	-0.021
LYG2	-0.224
GGNBP1	-0.66
C11orf40	0.2605
OTX2	-1.441
REG4	-0.063
EIF5	-0.3194375
PALB2	-0.1515
SEPSECS	0.5495
RNASE3	-0.50025
TRIM49	-1.785
POLR2K	0.769
GPR42	0.3035
C8B	-3.12775
SASS6	0.381
PREB	-0.511833333333333
OR3A3	0.4935
TUBA8	0.804
IGLV2-14	-2.50175
STIL	-0.86525
ANKFN1	-1.34016666666667
NME7	-0.51525
HOXC12	4.99
UBE2C	1.553125
FHOD1	-0.6185
CDK2AP1	0.317083333333333
OR6K2	0.44525
DHPS	-0.0655
RPL5	-0.232166666666667
TRGV5	0.397
LOC541472	-0.27925
HCCS	-0.1157
DENND1B	-1.352
LHX3	0.29
OR5D16	0.109
CXorf57	0.811333333333333
IRF2BP1	0.7575
NDST2	0.317
LCE3D	0.372
BOLL	0.405375
SYT3	-1.1775
PIH1D2	1.248
C20orf7	-0.608
IL1R2	-1.03283333333333
SLAMF9	1.314
PPME1	0.182625
PIK3CA	0.4075
TRAPPC1	-0.056375
COLEC10	-0.9185
SLC9A6	-1.0875
PDDC1	1.5795
CCDC53	0.1805
GK3P	-1.34125
DAZL	-0.4275
BRI3	-0.28875
SDK1	0.83975
CYP2C18	-0.016
IFI44L	2.307375
RPL3L	0.43
FUT9	1.45783333333333
KIFC2	0.299333333333333
PMP2	-0.329625
SLC4A9	0.8015
PLAG1	0.319833333333333
MYCBP2	0.567166666666667
OR4E2	-0.2165
CCDC65	0.17275
C16orf82	-0.309625
ENTPD4	-1.34325
BRP44L	0.31525
PMP22CD	0.106
TMCO4	0.978
KCNN1	-0.638333333333333
WDR35	-0.17975
CCDC80	2.061
C3orf31	-1.00125
SLC7A9	-1.088
TMEM190	2.614
DBC1	0.312166666666667
FADS3	-1.15616666666667
PDZD8	-0.322333333333333
GRM5	-0.10975
AZGP1	0.6219
PEX3	0.459
MED1	-0.192071428571429
ATG4C	-1.1395
HNRPH3	-0.2345
FAM109B	2.03225
C4orf17	-0.2805
CA10	0.90675
OPRD1	0.211
CCL16	-1.648
SACM1L	-0.89725
CST6	5.70825
CD63	0.7586875
LGI1	-1.4065
ZNF784	0.60875
CRYBB1	-1.189
CX3CL1	0.502
TOP2A	-1.75725
GYPB	-4.0445
GADD45GIP1	-0.27425
FEN1	-0.452875
IGF1R	0.414625
WDR72	0.0915
PURG	-0.763
DEFB126	0.31625
PKD1L1	-0.18725
CAV1	-2.245
GNPDA2	0.3528
DGAT2	-0.3175
NLGN1	-4.742
STRBP	-0.168125
HPRT1	-0.8765
FANCI	-1.43175
PSMA7	-0.57325
DBF4B	-0.677833333333333
TTF1	-1.00425
RAD54L	-1.153
ELOF1	-0.2505
PLAGL2	-0.0723750000000001
ZNF256	1.31025
HMGCL	0.30525
MSI2	-0.539333333333333
RPESP	-2.728
C11orf60	0.93625
ABCD1	-0.3205
ACAA1	-0.4159
SPARCL1	4.824
IL6ST	0.0413
ZNF319	-0.576
TMEM109	-0.3036
FAM90A1	0.292333333333333
IL22RA1	-1.611
ATP4B	0.219
TEC	-1.7165
C7orf30	-0.97375
TXNDC2	-0.3285
ABCB4	-1.11875
KIAA1191	-0.137125
C9orf38	-0.171
SFTPB	0.156
CNTNAP2	-0.780166666666667
FRK	2.637
TBX19	0.31875
CHD4	-0.087
C6orf26	-2.04183333333333
MOSC2	1.16775
IKBKE	-1.05
HIF1A	-1.4155
LOC595101	-0.19
RELA	0.186
TMEM16B	3.45916666666667
ABHD12B	1.929
TSEN34	2.18725
KIF18A	-1.2655
TXNDC9	-0.436833333333333
SPATA2L	0.225
SEMA4G	-1.1505
C21orf91	0.044625
MATN1	-0.0585
KCNIP4	-0.0426666666666667
TUSC1	2.67975
OR4C15	0.13675
ARMCX6	-0.153833333333333
WBSCR27	-1.82766666666667
OR52I2	0.0775
KIAA1604	-0.77475
DYNC1I1	-1.160625
PPP4C	-0.2035
SLC47A2	-2.08083333333333
TREH	0.045875
CD48	0.471833333333333
ST14	2.3475
PKN1	-0.6515
SPON2	3.1055
XBP1	2.03208333333333
SFRS12	0.0435
EFCAB6	1.13625
SELT	-0.3275
SLC39A2	-0.4835
ERF	-0.690166666666667
ARL3	1.461125
SURF6	-0.6353
MLLT10	0.0134285714285714
FLJ11171	0.733666666666667
TDGF1	-4.98466666666667
ERCC6	0.409
EIF2AK4	-0.16925
BAZ1A	0.464
LRRN3	-0.878
TMC3	0.392
EFTUD1	-0.56425
PTPRO	0.819
CLEC12A	0.057875
ACBD4	-0.247375
ZDHHC14	-0.24925
OTUD7B	1.4045
ACTB	0.309625
MSRA	-0.279875
LCE5A	0.6445
IFI35	-0.494
BSCL2	-0.00733333333333333
ANKRD12	-0.647416666666667
CFHR2	0.288
RGAG1	0.389
HSFY1	0.2415
SLC30A5	-0.284166666666667
IMPG1	-0.2175
GPR109A	0.416
ZNF185	1.06475
IYD	-0.34375
NPCDR1	0.8955
SERPINA13	-0.8735
HMGCLL1	-0.03975
NEUROG1	0.893166666666667
UBQLN1	-0.278
LIN37	0.86175
SOCS2	-0.823375
DSCR4	-1.87425
XKR6	1.404
GPR142	0.659
KRTAP13-3	0.451
CCDC15	0.59
MOS	0.147
CD1E	-1.593
OFCC1	0.0925
FAM83D	-1.8035
SRFBP1	-0.5695
C9orf96	-0.2985
DHDH	-0.75175
CCDC90A	-0.0365
RABL3	0.08775
CD320	-0.610333333333333
ANGEL2	-0.202416666666667
MRPL21	0.20825
SMG6	0.343833333333333
INSR	2.882875
FLJ14816	-0.626
GLRB	-0.078
C9orf89	1.49475
CIZ1	-0.735375
URG4	0.135
LRDD	0.193166666666667
CBY1	0.239666666666667
NFX1	0.75575
MTERFD2	0.187857142857143
C19orf23	0.806
PGC	-2.823875
IER3IP1	1.0399
RASAL2	1.30208333333333
C1orf89	-0.4705
SYNJ1	-0.3615
NFKBIE	-0.199
FLJ40125	0.128333333333333
TCEB2	0.1775
NOG	-1.6165
POLR2J2	-0.69
HLA-B	1.71075
PCDHA1	-1.0045
PPP2R2B	-1.87875
ARHGEF17	1.57116666666667
TCF7L2	1.04435714285714
CHD5	0.418833333333333
ZNF431	-0.770875
TBC1D25	-0.727
ZNF800	-0.56
SCUBE2	3.08490909090909
MYCBP	-0.1765
GPX5	0.374
C6orf129	0.355
QSER1	0.258833333333333
ULK2	1.2885
PIGO	1.51183333333333
NRCAM	-0.174928571428571
SLC35E3	0.414875
CSRP2	-0.79675
HYPE	-0.21725
MAPK15	0.2245
MGC14327	-0.03925
TIMM13	-0.371833333333333
ZNF462	0.08425
GBA3	2.6375
TEX13A	0.1405
MCM6	0.0144444444444444
MTRF1	-1.0715
ABCA7	-1.06825
EIF4A2	-0.56025
ZC3H10	0.4515
RPGR	0.1715
C20orf94	0.582
RP1L1	0.06625
GPR125	-0.0944285714285714
USP22	-0.0929285714285714
OR1L4	-0.00449999999999999
MLZE	0.21425
FLJ32065	-0.062
PTCD1	-0.415
CRTAC1	1.173
BXDC2	-0.659
C18orf1	3.42
FAM107A	0.419571428571428
EFNA3	-0.31825
P18SRP	-0.8026
CAMKK2	0.102083333333333
KIAA0649	0.09525
NES	-1.356
HS6ST3	1.938875
PON2	-1.93325
TCP11L2	-0.523
CLEC4A	1.869
PRR12	0.806
MLXIPL	-1.8944
C2orf50	1.7805
ZNF28	1.223
ENC1	0.0305
MAP2K1	-0.724625
FKSG2	0.25175
KIAA0430	1.10525
PTP4A1	-1.44455555555556
GPR156	1.106
GTF3C6	0.0455
UBR2	-0.0122
LOC388272	-0.40225
MAK	1.46
ACOT4	1.11075
STC2	-0.014
PIGW	-1.651375
SAE1	-0.14725
COL6A1	1.52704545454545
OAZ1	0.246
STMN4	0.370333333333333
EDG3	0.231333333333333
SGCE	-1.6325
IL11	-1.49033333333333
PRSS8	1.401875
YIPF5	0.119416666666667
WNT4	4.395875
CSN2	0.0176666666666667
TCF7	-2.207625
TDO2	1.60125
SAMD9	-0.781125
S100A7A	-0.0405
MMRN1	0.265333333333333
GKAP1	-0.03375
AKR1C3	-2.728875
RNF19A	0.923125
GMDS	-0.54675
YKT6	0.10125
SPARC	2.156
C12orf31	-0.57025
UBE2V2	-0.214
FBXL18	-0.255333333333333
KIAA0460	0.533
ADAM22	-0.333375
SERPINC1	-4.39875
KCTD21	0.50025
MYOHD1	-1.673
ZNF37A	0.503666666666667
GTF3C1	-0.064
CTSZ	3.221
PRNPIP	-0.654875
DRD1IP	0.06275
NR1I2	-2.678
ZNF266	0.696
SPAG4L	0.409
COX4NB	0.517
SAPS1	0.870833333333333
APOA1	-3.54475
TATDN1	-0.458166666666667
C10orf82	3.43
KPNB1	-1.28
FOXO3	1.04933333333333
CRYBB2	-0.8665
ZBTB5	0.972
SLC25A38	-0.32425
DCTN2	-0.145833333333333
IFT20	0.94275
CTHRC1	3.53675
C1orf31	-0.723875
UHRF1	-0.124625
GPC6	1.68475
C10orf54	1.0235
MCF2L2	-0.284333333333333
WNT9B	-0.15375
OLA1	-0.25
FAM120B	-0.70325
TTLL10	0.5425
CYorf15A	-4.78825
RELN	-2.0961
SCN2B	0.806916666666667
MFHAS1	-0.7725
NKX3-2	-0.105166666666667
RASGRF2	0.036
SSBP1	-1.084
KPNA6	0.186285714285714
LOC389118	0.28
HS3ST4	-1.6102
SUPT7L	-0.546375
FLJ32658	-1.28975
IGFBPL1	-0.8725
KIAA1641	0.2634
SHKBP1	-0.689833333333333
CSF1R	4.7615
NAGK	0.183
MYL2	0.54325
HIST1H4C	-0.110666666666667
TOMM7	-0.50525
ADAMTSL3	2.7982
TNFSF14	-0.59575
PRRT2	1.03875
VTA1	-0.021
AOAH	2.32766666666667
CRISPLD2	1.25128571428571
PNN	-0.4738
TA-NFKBH	0.22
ESPN	1.39975
RBM43	-0.8715
KIAA1267	0.280125
DDX3X	0.103722222222222
KIAA1576	-4.0335
PLXDC1	4.67766666666667
FLJ25801	-4.12925
HNRNPL	0.3875
RUNDC3A	0.140333333333333
CASP12	0.3185
SH2D5	-1.340625
RPL26L1	-0.7025
OR51A7	-0.46475
HDC	-0.114
C2orf16	-0.055
SYTL3	2.456
GOLGA4	-0.2150625
NOTCH1	-0.7985
ATPAF2	-0.21
ECD	0.217
SSX5	-1.61283333333333
SNAP91	-0.12425
OCA2	-4.51125
PNPO	-0.835833333333333
DAPK1	-0.876333333333333
PINX1	-1.132
SELENBP1	0.75425
NEK3	-0.657833333333333
TMED4	0.427714285714286
SSTR4	-0.0965
FOSL1	-2.759
CD40LG	1.137
CES1	-2.19983333333333
DCI	0.380833333333333
B3GAT3	0.415833333333333
STK17B	-0.5575
CNTN6	-0.1855
CYP3A4	-1.91316666666667
MBOAT2	0.913071428571429
PISD	-0.472
USP1	0.35225
PYDC1	-0.358
CENPM	-0.918
SAR1B	-0.33375
TTC7B	-1.07125
DP58	0.261
GPC1	0.84525
RBL1	-1.2055
TMEM137	-0.8765
TOB1	0.5925
TCEAL1	0.6755
CENPF	-0.592545454545455
C6	1.62466666666667
PRSS1	-3.2965
PPIL6	0.703666666666667
C6orf124	-0.1705
ODZ4	1.5875
SNCB	-0.07975
NDUFB9	0.372875
CNOT6L	1.4525
S100A9	-0.0863333333333333
TRIM50	0.8065
KCTD1	1.8085
WDR63	0.2865
SPEF2	1.230375
RNGTT	0.247833333333333
CXorf22	0.3325
KCNK16	-0.05325
CEP250	-1.151125
ATPBD1B	-0.392
KCNJ2	3.80075
MT1B	0.9045
ZNF684	-0.587
SLC4A1	0.27325
PDHA1	-0.57275
ZNF492	-0.44775
TKT	-1.11175
BYSL	0.077375
RNF38	1.077875
AHDC1	0.493
KLHL2	-0.46475
CMTM8	2.971
DMP1	-0.2455
HERPUD2	-0.149625
CRTAM	2.13616666666667
ZNF572	1.46
TMEM16J	0.549
HSD17B2	-3.17575
UBE2G1	-0.938
AHSA2	-1.25225
PELI2	0.256
TPX2	-1.475125
ATP9B	1.24366666666667
DAZAP1	0.1315
HMGCS2	1.5255
C17orf38	0.03925
B9D1	-0.493125
NKX2-5	-1.14716666666667
KIAA1276	3.16475
LILRB2	3.428
CSTF1	2.452
BTN2A1	-0.0795
C15orf48	2.62625
IGF2BP3	-4.109
FAM113B	0.827666666666667
HRG	-0.02675
ZNF131	0.51675
USP47	0.523714285714286
CCDC88B	-1.66
HCN1	-0.827
HTN1	-0.6992
SYCP3	0.22
C13orf23	-0.521
PAPOLA	-0.1929375
AATK	-0.7592
MSH3	-0.458
NDUFAB1	-0.62825
ITLN2	-1.1275
BAK1	0.370166666666667
MRPL45	-1.12566666666667
MTNR1B	0.363666666666667
LOC645843	0.118
SPECC1L	0.471
PGCP	-0.10475
SPN	-0.842625
GPR143	2.37833333333333
ZNF576	0.095
TMEM39A	0.2063
ATP5D	-0.962166666666667
MAGEB3	-2.5795
RPS5	-0.257666666666667
ANP32E	-0.746142857142857
MTMR1	0.269
YEATS4	-0.97575
SYNGAP1	0.49425
PCOLCE	-0.108
MNS1	0.901
PCYT2	-0.356666666666667
ZNF182	-0.15375
LAX1	-0.4065
SPPL2B	0.6854
ELOVL5	0.2146
PCDHAC1	-0.353
B4GALNT1	-1.45433333333333
BLOC1S2	0.0925
ZNF673	-0.4377
ARHGAP21	-0.0593333333333333
IRX5	4.268625
LRFN5	-0.589833333333333
FAM7A1	-1.358
RAB19	0.721
GINS1	0.4355
ITM2B	0.2971
PAPSS2	2.66783333333333
OR5BF1	0.341
ACSL3	-0.139125
KIAA1919	-0.81175
GLT8D2	2.65225
UTRN	0.429285714285714
CNN1	1.4025
HISPPD2A	0.201666666666667
SDAD1	0.1295
SIGLEC9	0.943
RPL35	-0.349071428571429
C22orf26	0.407
IMPDH2	-1.184
WDR69	-0.6245
SEC14L5	-0.205833333333333
CLTA	0.93575
RP11-529I10.4	0.361
GPR37L1	0.166666666666667
OGDH	-0.207083333333333
ASB13	1.19566666666667
ZFP14	0.26925
ZCRB1	-0.191333333333333
KPNA3	-0.329
HSPA1L	0.9425
RHOC	-0.2565
LOC554175	0.9395
PPP3CA	0.9164
SLC1A7	-0.5892
ZNF529	0.137166666666667
RBED1	1.499
DDB2	-1.24975
FLJ11286	0.846666666666667
SPATA1	0.8915
MKNK1	0.818
DYSF	0.575666666666667
ALKBH2	0.21375
NKD1	-2.823
C1orf174	0.04325
PLEKHO1	0.736166666666667
ASB10	0.224
RING1	-0.2285
NPC2	0.23175
AVPR1B	-0.3595
YTHDF1	0.48575
LMAN1L	0.361
GSG2	-1.7325
CEP170	-0.4129
RPS4Y2	-5.76325
MSH6	-0.2135
HECTD2	0.654833333333333
ZNF556	-1.2045
PLEKHC1	-0.4411
AIRE	0.140666666666667
BCL2L10	-0.27525
LMOD3	-0.0846666666666667
ZBTB8	1.015
FOXA2	-3.6094
SLCO2A1	1.542625
C3orf46	-0.1275
PRDM16	-0.9855
TMEM98	0.3525
FRMD5	-1.1805
PDE6C	-0.177
C1orf216	0.0256666666666667
EP400	-0.525285714285714
PTK2	0.95
RNF217	-0.0645
NDUFA8	-0.2865
ZFAT1	1.3985
LAMP3	1.19566666666667
GLTSCR2	-0.0611250000000001
NPW	2.2755
LLGL2	0.2633
PPM1K	-0.351833333333333
C20orf177	3.459
KIR2DL4	0.3859
NFKB2	-0.14025
C21orf122	-0.542833333333333
HESX1	-1.182
GPR114	-0.5145
SLC25A35	0.261833333333333
GNAT1	-0.02475
ORAI3	-0.7215
FAM76B	0.276625
TMEM99	-0.4426
TRIM29	-0.0341
CDS1	2.24925
RHEB	-0.4328
C4orf27	-0.462333333333333
RAB3A	-0.82425
OTUD6B	0.108
GPD1	0.520375
CDH15	-0.4805
NPM1	-0.859642857142857
TMEM117	-0.77225
PRPS2	-0.16675
GCK	-0.338
ADRA2A	5.864
TSPYL4	0.483333333333333
TASP1	-0.464
WDR19	0.584666666666667
C10orf38	-1.80975
PDE4C	-0.432666666666667
FYB	-0.00754545454545454
C1orf55	-0.237666666666667
PPFIA3	0.02125
RAD18	-1.057
C12orf44	0.0328333333333333
CRYBA4	-0.337
HVCN1	0.63725
TAF10	-0.4485
C16orf48	0.5755
DEPDC5	0.844
LTBP1	-1.1425
MAPRE1	-0.366125
FGF8	-0.113
C3orf52	-1.018375
SENP7	0.0971666666666667
LRRK2	0.51075
RUNDC2A	0.8985
KIAA0355	0.832833333333333
CPEB1	-2.4375
PPEF2	-0.2
ABI2	-0.230166666666667
KIAA0317	-0.259875
ATF1	0.0226666666666667
DYNC1H1	0.38275
DIP	0.207
TMEM33	0.423277777777778
POLDIP3	0.085
C7orf24	0.72425
GPR171	2.61075
CDC6	-1.8715
PLD1	-1.2546
ITFG2	0.63
NDUFC1	-0.2245
AKNA	-1.1165
NBR1	-0.01775
PKHD1	0.147
HPS4	-1.1649
MAFA	0.986
ULBP3	-0.70775
DIRC1	0.266
IMMT	-0.3345
C22orf13	-0.646166666666667
CEL	-0.017
MARK3	-1.232
ADAMTS2	1.2475
ARPC3	-0.280833333333333
TMEM10	-0.075625
NPHS1	0.067
BRD8	0.552666666666667
WDR12	-1.076
IDI2	0.265625
HOXD13	-2.4065
OR8G2	-1.08625
SLAIN1	-1.4545
GABRQ	0.54225
NR2C2	-0.9075
NKTR	-0.1019
TLE2	1.5535
KIAA0892	-0.6145
AURKA	0.894636363636364
GPRC5C	-3.24783333333333
TBC1D9B	0.093
PNPLA6	0.129166666666667
AP3B1	-0.11775
NAG	-0.428375
C11orf68	-0.166
AKR7A3	2.1905
AHCYL1	0.28925
COP1	-0.203
RPP14	-0.0888333333333333
PCDHB18	0.07975
CDH24	0.79475
KRT17	-1.1711
LACTB2	-1.13275
DDX24	-0.4621
PHACTR1	-2.44733333333333
SLC35E2	0.36925
LOXL1	0.50975
IQSEC2	0.149
RGSL1	0.2175
PCDHGC5	0.078
MEGF10	-0.072875
PRRX1	1.94166666666667
ASTE1	0.3
C6orf159	-0.24825
MYOD1	0.815
GAA	0.47175
ZNF747	0.78
KLRC1	-2.40925
IL1RL2	0.474
GDF9	-0.454
GPR119	0.0975
TRAF2	0.441666666666667
HCK	4.12
BMP6	-3.3675
IL8RA	0.339666666666667
FLJ35848	-1.09325
EFHA1	0.43575
CDSN	1.738
C14orf54	-0.470833333333333
LSM3	-0.57625
ZFP41	0.4855
C9orf126	-0.958333333333333
VIT	-1.503
SPCS3	-1.6145
DEF8	-0.2501
CHAF1A	-1.33233333333333
C1orf165	-0.224
ZFPM2	1.44466666666667
FTH1	-0.43575
SLC35F1	-1.815
YWHAH	0.2495
C17orf66	-0.168
ADRB1	-0.283
FOXL1	-0.6685
RG9MTD3	0.623166666666667
UMPS	-0.071125
MGC13008	-0.4505
KIAA1161	1.3775
CCDC77	-0.507
C12orf65	-0.5351
COG4	0.1075
RCP9	0.601083333333333
RP4-692D3.1	3.4625
CDC2L5	0.68775
MGC7036	0.122666666666667
DNAJC11	-0.43375
GDF2	-0.0921666666666667
TIMM17A	-0.2305
HNRNPA0	-0.4066
OR2H1	0.1215
PCBP1	0.02625
COL23A1	-1.8135
LRRC2	-0.683571428571428
NSD1	0.341071428571429
FLJ37078	-1.570125
WDR91	-0.687333333333333
TMEM179	-0.2235
DSCR10	0.1335
CNDP2	0.8374
FYN	-0.8715
BEX2	-0.343833333333333
KCND3	0.5175
YPEL5	0.7755
LRRC42	-0.462166666666667
C17orf45	-0.044875
ZNF649	1.843
LOC150763	3.25875
COL5A2	3.34591666666667
CNGA2	0.071
ELA2B	-0.922
RAB9B	0.9405
FAM100A	0.32225
NAIP	-0.0359285714285714
MYOZ2	-0.4495
SPATA12	-0.7815
XRCC4	-0.87025
CYB561	1.1358
CHST10	0.00949999999999999
BAI1	-1.7225
BRSK1	-0.436166666666667
C17orf89	0.178
PDE6H	-0.9425
FLJ20309	0.4313
MAP7	0.33525
SCN4B	0.1695
SPAG9	-1.3825625
SERTAD1	1.17733333333333
FLJ21963	-0.11225
ANTXR1	1.065
TMPRSS13	3.436
ETV7	2.91916666666667
DGAT1	0.0968333333333333
NKIRAS1	0.0548333333333333
TAC3	-3.748
CORO1C	-0.42875
