Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
FAM65A	0.428166666666667
RPL10A	0.34
IRS4	-0.01
MACF1	1.9041
SEC24D	0.36725
LOC374395	0.2685
TGFB2	0.23675
MDFIC	0.248625
CHRNE	0.292333333333333
PCMTD2	0.128666666666667
ATP6V0D1	0.0815
MTA2	0.174
LZTR1	-0.835333333333333
RAP1A	-0.693333333333333
AXIN1	-0.136125
POLR1C	-0.46075
TRIO	-0.207166666666667
PLXNA4A	-1.03391666666667
C5orf33	-0.38475
DEPDC1B	-3.51475
ZNF473	-0.7415
MTM1	0.587125
GPR107	-0.119
CSNK1A1L	1.00283333333333
FLJ14154	0.69825
NLRC4	4.23225
ENPP4	3.27533333333333
PADI3	-0.457
RNF170	-0.576875
CG018	0.9345
C16orf7	0.40675
KCNE1	0.59975
NRM	-2.03283333333333
SLC37A3	-0.524
TPD52L2	-0.9075
UNC5B	0.63575
C12orf12	0.4738
SDHB	-0.3625
CLRN1	0.398875
NUDT10	-1.38333333333333
UGT3A1	0.04575
FBXW8	0.716625
RHOF	-1.3395
PTPLAD1	0.136625
MYO3B	-1.409
DERA	-0.745
TPP2	-0.6265
C19orf53	-0.661
GINS3	-1.485625
ST6GALNAC5	2.813
CHSY1	-0.228
MGC15705	0.0505
GPR83	-0.1906
EXT2	0.493875
DOLK	0.3665
TUBAL3	0.06525
ACVRL1	2.00066666666667
ABL2	-0.27775
C14orf156	-1.07766666666667
PTPRZ1	-4.49271428571429
DIP2C	0.9615
LAMP1	1.72125
RXRA	0.0259
MAP3K5	-0.132
ALKBH1	0.430833333333333
PDLIM7	-0.9715
ARL14	-2.208
SNIP1	-0.284833333333333
TIMP3	0.80775
RGS3	0.367333333333333
SPAG16	1.9359
ABHD4	-0.15675
ARHGEF12	1.5528
GLUD2	0.292
RAC2	0.2574
UAP1L1	-0.1825
SLC18A3	0.3125
YOD1	-1.50608333333333
RALY	-0.358
HMOX2	0.515125
DGKH	-0.64775
DBNDD2	3.22516666666667
YIPF4	0.387375
THAP10	0.06975
ZNF513	0.76025
HAGHL	-0.725
ITGB4	0.986333333333333
CCDC141	-1.5215
YTHDF3	-0.93825
C5orf28	0.23725
RPL7L1	0.04875
TMEM30B	1.68057142857143
ANKRD35	0.0435
DUOXA2	-0.126
TBC1D5	-0.031625
DFNB59	0.2195
HRH4	0.4725
MYO6	2.3864
DNAJA4	3.07825
RBM24	1.349875
CEACAM20	-1.192
RBM23	0.0632142857142857
NGFB	-0.113
C1orf63	-1.0814
KRTAP7-1	-0.676
PERLD1	1.8075
NPB	0.2915
C17orf59	1.2582
HSPBAP1	-0.7785
SLC15A4	-0.179125
PRTFDC1	0.2735
OSMR	-1.83628571428571
CYSLTR2	-0.4585
C19orf25	-0.3224
KIAA1797	-0.062
NLRP6	0.8635
FAM105B	0.2585
SCRN2	-0.5885
LRRC58	0.35
RNF17	0.442833333333333
NEIL3	-3.219
FAM137A	-0.261
SKP2	-3.659
PARVA	1.45766666666667
PKLR	-1.5495
RNF34	0.09525
A3GALT2	0.9175
C12orf50	0.0994
SUNC1	-1.8235
FAM102B	0.385833333333333
CCT2	-0.893
LRRC37A2	-0.525
ARF4	0.8215
SIKE	-0.129125
C8orf48	2.29333333333333
MBTPS1	1.39385714285714
GPSN2	0.26
NCF2	2.55175
SLC12A6	-0.173166666666667
MRPL48	-0.624
HMGN3	-0.742166666666667
LRRC62	-0.00874999999999999
PAX9	-0.589375
FAM55A	0.873
C20orf42	-3.631
SCML2	-1.5655
BCL9	0.079
FAM40A	-0.129
C9orf41	-0.275166666666667
ZNF774	-0.343
LETM1	-0.779
PLXNB1	-0.298833333333333
NIPSNAP1	-0.14675
USP10	-0.1625
F9	0.285
LIPE	1.5665
CNGB3	-0.036
C12orf52	0.354625
PI4K2A	0.371625
MED8	-0.39575
STAT4	-0.871111111111111
FGD4	0.725333333333333
RNF145	-1.81783333333333
WDR32	1.3964
CLDN2	-0.137833333333333
TCEAL8	1.01725
ZMYND8	-0.00620000000000006
PDXK	-0.82065625
GATAD2A	-0.723
PTGES3	-0.766
CCM2	-0.72875
TAP1	1.53075
ZNF670	-0.656
ETS2	-0.211214285714286
C6orf166	-0.185666666666667
PRMT2	0.422
OR4B1	0.4535
INTS8	-0.411
CCDC102A	-0.5025
CCDC83	-0.221833333333333
ITGA1	0.0352
EPHA5	-1.954
FAM24B	-1.383
TSGA10	3.46475
HAL	-2.54233333333333
MYOT	-0.0795
SPACA3	-0.02925
BCL2L2	0.416333333333333
CUGBP2	-1.821
CCNB3	1.88575
RNF113B	0.3335
MERTK	0.37375
BAG1	2.69525
VPS36	0.5095
ORMDL3	0.9574
C1orf190	1.77
ZNF625	0.3135
CORO2B	-2.64175
ALOX15	0.236
CST1	-0.3545
NUPR1	2.43266666666667
CCL7	-0.38125
SMCR5	-2.454
DSC2	-1.4435
RBMS2	0.16325
GRIK4	1.09
TRIM65	0.0166
TMPRSS6	2.10185714285714
TP53INP2	0.73825
GLB1L	2.4765
LOC388284	0.0471666666666667
PUS1	-1.60978571428571
BCL9L	0.611
OLFM1	0.688416666666667
RET	3.655375
MASTL	-2.3595
ALX3	0.00474999999999999
IL1RL1	-0.5762
ZNF765	-0.3393
C14orf138	-0.941
SNX10	0.0438333333333333
TAC4	0.00899999999999998
C1orf64	3.109
POGK	0.194
MAPK9	-0.14975
ZNF366	3.03625
C8orf79	2.0256
CLDN7	2.433875
OR5AT1	0.4605
TRIM37	-1.35575
LRRC25	2.757
GRHL2	2.172
TEKT3	2.22675
LASS5	0.0858333333333333
ABCC4	-0.971083333333333
DLG3	1.442625
VGLL1	-0.107875
ZFP36L2	0.624333333333333
MFRP	-0.0631666666666667
KIAA1799	0.9125
FLJ44379	2.959
PCNX	-0.22175
ANXA9	2.0555
CYP4V2	2.5392
PIK3C2A	0.785
SRR	1.3495
NOL3	0.5435
IFITM2	0.9845
ARNTL2	-2.011
ZNF595	1.3425
NLRP13	0.303
ASPH	-1.1635
CPA2	-0.261
PVRIG	-2.42016666666667
LEPR	-0.792333333333333
C16orf42	-0.0195
SH3BGRL	2.67325
FAM77D	-0.612333333333333
FNDC7	0.5215
C9orf6	0.369166666666667
NOTCH2NL	1.06416666666667
PGBD1	-0.847666666666667
SYNGR2	0.618833333333333
PITPNA	-0.160375
PRPF4B	-0.9495
SLC43A3	-1.51692857142857
NRBP1	0.14575
SLC25A22	0.222
ILK	-0.4365
SLC22A8	0.324166666666667
MRPS7	0.019625
PITX2	-0.58775
FABP3	-1.1165
OR1L1	0.252
LOC728215	-0.586625
BLID	-1.434
KIAA1217	2.38823529411765
TFPT	0.953
AP4B1	-0.70075
VBP1	-0.791
OR1K1	0.3435
MORC3	0.53525
BHMT2	-1.77966666666667
C3orf10	0.511
FZD7	0.308333333333333
WFDC10A	0.685
PMS2CL	-0.090125
CCDC32	0.980666666666667
FA2H	0.41825
ALG13	-0.566
TTLL7	-0.1422
SPOCK3	-0.204666666666667
SLC13A2	0.5405
AIM1	-1.9765
GPRC6A	0.8315
EGR2	2.29175
MED11	0.499
WWC1	2.09
SH3GL3	-4.28675
RIF1	-0.17
PRLH	-0.0285
VLDLR	-2.8565
DBT	0.7124375
C21orf63	1.648
CGGBP1	0.2275
KRTAP12-2	0.188
TADA3L	0.3265
ZBTB16	2.7675
PDGFB	2.1355
RFX1	0.5715
UQCRB	-0.1865
LOC133874	-0.584
HPS3	-2.4165
LGALS3BP	1.2477
DKFZP564O0823	2.6245
MRFAP1L1	1.06275
HOXA10	1.04066666666667
NGB	0.132
KIF21A	0.714384615384615
IFLTD1	0.4275
LZTS1	-1.582875
ARHGEF3	2.924
RHBDL3	-1.2765
CSNK1G2	-0.103833333333333
ChGn	-1.047625
KIAA1244	3.22233333333333
GABRB2	0.2945
MGC72080	-0.748
CD27	1.347
EGLN1	-1.5216
PEX13	0.072
RWDD3	0.302
RNF12	-0.174
GRIN2B	-0.036
ADAMTS14	-0.894875
DYDC2	1.41066666666667
ATP6AP1	1.6642
NR1H2	0.0358333333333333
PDK2	0.76725
C3orf17	-0.185666666666667
SLC38A2	-1.04535714285714
SLC25A29	0.262
C15orf29	0.840625
ADAM9	-2.03983333333333
TMUB2	0.502875
GPR176	-0.87875
AGK	0.146375
MCCD1	0.116
NDUFA4	-0.50625
TMEM146	-0.325
DUSP1	2.929125
UNQ6975	1.29
EMX2OS	2.92125
INSM2	-0.302
LUZP4	-0.6335
SETD6	-0.389
P2RY2	0.6475
SLC45A2	-1.8175
RABGAP1	0.1965
UBXD5	0.419625
GPRC5A	0.4056
PAK3	-0.214666666666667
LOC63920	0.08325
TGFBR1	-1.0076
KRTAP6-3	-0.2115
SFMBT2	-0.9045
CDC42	-0.5289375
C11orf35	1.131
TTLL2	-0.10975
UACA	0.593666666666667
CD97	-1.8703
SETD5	0.255375
NINJ2	-1.8005
PTER	0.751166666666667
POMGNT1	1.685
KRTAP4-2	0.108
ECGF1	2.0565
HRB	-0.291454545454545
ATP1B2	-0.0758
LOC400506	-0.3795
COL4A3BP	1.01925
C6orf97	2.75575
GRHPR	0.540375
TAS2R1	-1.033
SEMA7A	-1.4125
EDF1	1.2915
ODF2L	0.3394
PCID2	-0.400833333333333
GTF2H4	-0.773166666666667
ZCCHC3	-0.3305
CGB2	0.3555
NEUROD1	0.17
C20orf75	0.0735
RP5-1054A22.3	-0.0808333333333333
IFNA5	-0.144
ZNF134	0.82125
MGC119295	-1.1018
ZSWIM6	2.055125
SMEK1	0.262833333333333
PCGF2	0.620375
C1orf102	2.548
CYP2A13	4.2195
KCNH6	-0.4239
MDM1	0.3665
ALDH7A1	0.563333333333333
C9orf75	1.35125
VDAC3	-0.1445
OR51T1	-0.095
EIF3F	-1.08566666666667
KCNJ10	-0.326
LENG8	0.055
EDEM2	0.61675
CCNJL	-1.509
DHX37	-0.7635
CRYGN	0.8795
AATF	0.22175
ZNF630	2.152625
E2F5	-0.3155
WFDC13	1.1665
FTSJ3	-0.781333333333333
C4orf33	1.507
LHFPL4	-3.6535
C19orf56	-0.00266666666666666
SMAD4	-0.06975
AFM	-0.816
G0S2	-2.574
FCHSD2	0.4501
RRP1B	-1.2325
EEF1B2	-0.936666666666667
STAT6	1.19633333333333
ZNF195	-0.279
GNL1	-0.540833333333333
ZNRF2	0.0658333333333333
PER3	0.39775
ASB16	0.15775
C10orf10	0.595928571428572
ADCY8	-3.73733333333333
C9orf58	-0.713666666666667
ARMC10	-0.287166666666667
PSG1	-0.267
DHX34	0.223
VARS2	0.026625
NFIC	2.15175
ITPR2	4.049
AGXT2	1.27966666666667
OR6K3	0.1055
H2AFZ	-1.30541666666667
MLLT3	0.790333333333333
COX4I2	2.324
CCNT2	0.291375
PLK4	-2.3715
NUMBL	0.4065
MED16	0.703
PLEKHQ1	0.70325
GOSR1	0.514055555555555
BTG4	-0.337
RPL30	-0.08925
IGSF5	-0.3055
IGFL2	1.7455
ELMOD2	0.602333333333333
SHC3	-2.305
HAVCR1	1.435
DYNC2H1	0.696125
RNF5	0.1195
C2orf7	-0.62675
NLF1	-0.3215
KLHL25	0.30025
LRP10	0.2413
KRI1	-0.78075
PUS7L	0.488
MGMT	1.4445
HOXD1	-1.24333333333333
CSH1	-0.00449999999999999
ATG16L2	-0.68325
FLJ44635	1.266
CHODL	-0.192
EXOSC8	-1.84425
SLC28A1	0.2725
MYO7B	-0.0286666666666666
SEH1L	-0.6556
MTNR1A	0.338
TSPAN5	1.82816666666667
CDC45L	-3.87183333333333
AMIGO1	1.56
ATAD3A	-1.388125
OSGIN2	-0.041
PDIK1L	1.07866666666667
DARC	0.9765
PIPSL	-0.1395
SHMT1	-0.78325
CRISP3	-0.7635
POPDC2	2.79633333333333
ZRANB2	-0.593666666666667
FBXL8	-0.17125
TRIP13	-3.16518181818182
EIF5AL1	-0.581
POU5F1P3	-4.45933333333333
IL6	-2.23516666666667
CXorf38	0.0651666666666667
IFNA16	0.091
FBXL2	1.4075
BRD1	0.88825
STATH	0.259
FBXO44	1.12266666666667
MCCC2	0.67075
CDC2	-1.6
C5orf23	-1.94625
IVD	0.959
C10orf122	-1.2745
MSL3L1	-0.7594
MVP	0.25725
EPOR	-0.7493
ZMYM1	-0.2285
BCL7C	-0.00966666666666667
PSTPIP2	1.0515
LYPD1	-0.48325
OR8G5	0.6735
ZP3	0.482166666666667
BCAS4	1.78416666666667
EDG6	0.20825
ISY1	-0.3615
PRAMEF2	-1.42025
CUL1	0.066375
RNF213	0.8281
CCRK	1.31375
DHX9	-0.0525
C13orf29	-1.03375
NCKAP1	-0.0276666666666667
MRPL43	0.599714285714286
XPR1	-1.67
PKN2	-0.3334
PODNL1	0.137
ZNF333	0.990125
DALRD3	0.68225
OPN1SW	0.319
BTBD6	0.95525
C11orf82	-2.8805
OR5P3	-0.4375
DUSP11	-0.233
L1CAM	-1.4682
NEK11	2.4905
OR7E91P	0.954
CNTN3	3.6113
CREB3L2	-0.26075
ZBTB37	0.219
KIAA1324L	1.50125
NDUFB10	0.3265
NUDT2	1.13475
GTPBP8	-0.199
CACNA1D	1.787375
PRKAA2	1.13483333333333
PRDM8	-0.09
MGC16075	-1.05783333333333
KRT14	-1.76535714285714
PP8961	0.04
MRPL18	0.05725
ABCG2	-0.7435
PACRG	2.48975
BBS2	0.55
KREMEN2	-4.0755
FBXO21	1.028
HNRPUL1	0.446083333333333
GRB10	-0.96775
CLSTN1	1.60975
LMAN2	-0.1541
C17orf61	-0.576
NIPSNAP3A	0.99025
INSIG2	-1.56883333333333
PCDHB7	-0.146
STXBP2	0.957125
CMAH	0.468
SEMA5B	-0.383
ZNF155	0.573
COQ6	0.4235
PRPF4	-0.44575
TSPAN15	2.1026
VN1R5	0.5975
LATS2	0.265
SELK	0.678
PGK2	-0.5295
MS4A1	-2.463
TYW3	0.1786
KRTAP5-1	-0.4325
RCCD1	-1.44433333333333
BTN1A1	-0.3805
DDX28	-0.3355
TMEM65	-0.951
LOC92345	0.66675
TTC31	0.163
WDR46	-0.650666666666667
CHP2	-1.89316666666667
LSP1	-0.402
ZNF542	0.9545
EXOSC1	0.17525
ARHGAP18	0.975166666666667
LRRTM4	-1.294875
MAOB	-2.07083333333333
CACNB4	-0.40025
MGC33846	-1.35075
RANBP3L	4.029125
ATP5L	-0.049625
ONECUT1	-3.3735
NUDT9	1.16975
TMEM149	-0.2895
STX17	1.14275
IGSF10	-4.33925
TMPRSS9	0.5255
BMPR2	1.83766666666667
ALLC	0.19625
KLF7	-0.526
GCC1	0.8304
TIMM9	-0.555
CDO1	-1.5655
MGC10701	-0.408166666666667
IFI6	2.90083333333333
FRMD8	0.1935
MGAT2	-0.37725
WBP5	-2.05366666666667
CNIH2	-0.4985
KIAA0907	-1.468
KCNH8	-1.092
CTSG	-3.23425
GRIK1	3.51133333333333
CUL5	1.005375
FRMD1	0.0235
OR9A4	1.883
SYT6	-1.512625
FOXD4L2	2.055
ANAPC2	0.316333333333333
OPN5	0.356
TAF13	0.64475
LYG2	-0.341
GGNBP1	0.424
C11orf40	0.3565
OTX2	-1.034
REG4	-0.453833333333333
EIF5	-0.8451875
PALB2	-0.5385
SEPSECS	0.1913
RNASE3	0.02775
TRIM49	-1.57
POLR2K	-0.5386
GPR42	-0.0495
C8B	-3.05575
SASS6	-0.328
PREB	0.1025
OR3A3	0.568
TUBA8	1.07075
IGLV2-14	-2.7405
STIL	-2.00475
ANKFN1	0.952166666666667
NME7	-0.968
HOXC12	-0.3695
UBE2C	-2.266625
FHOD1	-0.676375
CDK2AP1	0.642916666666667
OR6K2	0.42175
DHPS	0.145
RPL5	-0.223583333333333
TRGV5	0.3085
LOC541472	-0.191
HCCS	-0.5116
DENND1B	1.725
LHX3	-0.182
OR5D16	0.59
CXorf57	-3.158
IRF2BP1	0.9215
NDST2	0.440166666666667
LCE3D	0.0855
BOLL	0.622571428571429
SYT3	-1.22825
PIH1D2	0.134
C20orf7	-0.715333333333333
IL1R2	-1.56283333333333
SLAMF9	-0.4935
PPME1	0.110375
PIK3CA	0.07925
TRAPPC1	0.421
COLEC10	-0.72025
SLC9A6	-1.0975
PDDC1	-0.461
CCDC53	0.7655
GK3P	-1.02475
DAZL	-1.61025
BRI3	-0.3865
SDK1	-0.53075
CYP2C18	0.358
IFI44L	3.4605
RPL3L	0.516
FUT9	-1.89916666666667
KIFC2	-0.576833333333333
PMP2	-0.58925
SLC4A9	-0.044
PLAG1	-3.142
MYCBP2	1.2165
OR4E2	0.4065
CCDC65	0.9875
C16orf82	0.125125
ENTPD4	0.5075
BRP44L	-0.49975
PMP22CD	0.501
TMCO4	0.699333333333333
KCNN1	-0.874166666666667
WDR35	0.1895
CCDC80	0.388625
C3orf31	-0.74075
SLC7A9	-0.24475
TMEM190	-1.56
DBC1	1.983
FADS3	-1.2955
PDZD8	1.81683333333333
GRM5	-0.1485
AZGP1	3.6398
PEX3	0.6045
MED1	0.069
ATG4C	-1.427
HNRPH3	-0.996
FAM109B	2.0135
C4orf17	-0.2965
CA10	-1.667
OPRD1	0.3665
CCL16	-1.90925
SACM1L	0.503
CST6	3.68225
CD63	0.6484375
LGI1	-2.61125
ZNF784	-0.33575
CRYBB1	-0.745
CX3CL1	-0.4639
TOP2A	-2.6255
GYPB	-3.54833333333333
GADD45GIP1	-0.44675
FEN1	-1.593625
IGF1R	-3.5185625
WDR72	-3.51516666666667
PURG	-1.45516666666667
DEFB126	-0.05875
PKD1L1	0.40275
CAV1	-2.3866
GNPDA2	1.7736
DGAT2	0.51425
NLGN1	-5.542
STRBP	0.905
HPRT1	-0.651833333333333
FANCI	-2.067
PSMA7	-0.348125
DBF4B	-0.721833333333333
TTF1	-0.03925
RAD54L	-2.79025
ELOF1	-0.237
PLAGL2	-2.010875
ZNF256	0.41575
HMGCL	0.54175
MSI2	-0.398333333333333
RPESP	1.85866666666667
C11orf60	0.022
ABCD1	0.7155
ACAA1	1.3693
SPARCL1	4.45028571428571
IL6ST	1.3738
ZNF319	1.46125
TMEM109	-0.1331
FAM90A1	-1.88283333333333
IL22RA1	-1.8025
ATP4B	1.0945
TEC	0.4425
C7orf30	-1.03225
TXNDC2	-1.04166666666667
ABCB4	0.39475
KIAA1191	0.921
C9orf38	-0.189
SFTPB	0.367625
CNTNAP2	-1.23809090909091
FRK	0.8965
TBX19	0.057
CHD4	0.5215
C6orf26	-3.25116666666667
MOSC2	2.08775
IKBKE	0.359
HIF1A	-2.24866666666667
LOC595101	-0.789
RELA	0.217833333333333
TMEM16B	-1.92683333333333
ABHD12B	-2.49175
TSEN34	0.73425
KIF18A	-3.15975
TXNDC9	-0.0925
SPATA2L	-0.3915
SEMA4G	-0.85
C21orf91	-0.27775
MATN1	-0.103
KCNIP4	-0.1118
TUSC1	2.238125
OR4C15	0.3395
ARMCX6	0.231916666666667
WBSCR27	-0.959
OR52I2	0.5085
KIAA1604	-0.0125
DYNC1I1	1.207875
PPP4C	-0.38875
SLC47A2	-2.1794
TREH	0.062125
CD48	0.736666666666667
ST14	1.83266666666667
PKN1	-0.10825
SPON2	0.38
XBP1	4.04116666666667
SFRS12	-0.492833333333333
EFCAB6	3.299
SELT	0.11175
SLC39A2	-0.224
ERF	-1.03583333333333
ARL3	0.71025
SURF6	-0.6922
MLLT10	-0.507238095238095
FLJ11171	-0.342333333333333
TDGF1	-3.94266666666667
ERCC6	0.963
EIF2AK4	0.929375
BAZ1A	-0.3645
LRRN3	-0.898166666666667
TMC3	0.455
EFTUD1	0.175
PTPRO	1.51983333333333
CLEC12A	0.045
ACBD4	0.67325
ZDHHC14	-0.55225
OTUD7B	1.307375
ACTB	0.1733125
MSRA	0.304625
LCE5A	-1.341
IFI35	0.63475
BSCL2	0.641
ANKRD12	1.07308333333333
CFHR2	0.393666666666667
RGAG1	-0.131833333333333
HSFY1	0.458
SLC30A5	0.146166666666667
IMPG1	-0.086
GPR109A	0.464
ZNF185	-0.7025
IYD	3.05525
NPCDR1	0.505
SERPINA13	1.098
HMGCLL1	1.38025
NEUROG1	-0.0988333333333333
UBQLN1	0.371
LIN37	0.0225
SOCS2	-0.174375
DSCR4	-1.473
XKR6	0.6255
GPR142	0.735
KRTAP13-3	0.159
CCDC15	-0.376333333333333
MOS	0.2125
CD1E	-2.675
OFCC1	0.0795
FAM83D	-3.4985
SRFBP1	-0.22225
C9orf96	-0.1045
DHDH	-0.928
CCDC90A	0.6515
RABL3	0.49035
CD320	-1.10833333333333
ANGEL2	0.42075
MRPL21	-0.6405
SMG6	0.453333333333333
INSR	1.0601875
FLJ14816	-0.6485
GLRB	1.94016666666667
C9orf89	0.93425
CIZ1	0.120875
URG4	0.042
LRDD	-1.33666666666667
CBY1	1.05933333333333
NFX1	0.532875
MTERFD2	0.1085
C19orf23	0.645
PGC	-2.726625
IER3IP1	0.4567
RASAL2	0.174416666666667
C1orf89	0.80675
SYNJ1	-0.44175
NFKBIE	0.78275
FLJ40125	-1.905
TCEB2	-0.5653
NOG	-2.264
POLR2J2	-0.519
HLA-B	2.9105
PCDHA1	2.19
PPP2R2B	-1.82225
ARHGEF17	0.9705
TCF7L2	1.061
CHD5	-0.510666666666667
ZNF431	0.28325
TBC1D25	1.3615
ZNF800	0.80325
SCUBE2	4.32518181818182
MYCBP	0.251166666666667
GPX5	0.2825
C6orf129	-0.628666666666667
QSER1	-0.415
ULK2	3.11475
PIGO	0.248833333333333
NRCAM	-0.770928571428572
SLC35E3	0.433625
CSRP2	-2.593
HYPE	1.66625
MAPK15	-0.263333333333333
MGC14327	0.03675
TIMM13	-0.5595
ZNF462	1.13175
GBA3	-0.000750000000000001
TEX13A	0.1725
MCM6	-1.18566666666667
MTRF1	-0.95075
ABCA7	-0.1365
EIF4A2	1.287
ZC3H10	1.1965
RPGR	0.609666666666667
C20orf94	0.7935
RP1L1	-0.18525
GPR125	-0.572375
USP22	-0.169071428571429
OR1L4	0.11775
MLZE	1.48225
FLJ32065	0.4135
PTCD1	-0.39775
CRTAC1	2.55216666666667
BXDC2	-1.40175
C18orf1	2.734
FAM107A	0.0957142857142857
EFNA3	-0.68575
P18SRP	-0.0758
CAMKK2	0.9835
KIAA0649	0.408
NES	-1.35616666666667
HS6ST3	-2.97725
PON2	-0.5435
TCP11L2	0.038
CLEC4A	2.03025
PRR12	1.266
MLXIPL	-1.7468
C2orf50	0.879
ZNF28	0.9655
ENC1	0.369333333333333
MAP2K1	-0.071875
FKSG2	1.28925
KIAA0430	0.8775
PTP4A1	-0.949111111111111
GPR156	-0.705
GTF3C6	0.2745
UBR2	0.1605
LOC388272	-0.93175
MAK	-0.463833333333333
ACOT4	2.49025
STC2	2.83958333333333
PIGW	-1.611
SAE1	-0.829625
COL6A1	-0.911863636363636
OAZ1	0.629
STMN4	0.793833333333333
EDG3	-0.3425
SGCE	-2.89433333333333
IL11	-1.974
PRSS8	2.05425
YIPF5	0.282083333333333
WNT4	1.523
CSN2	-0.313
TCF7	-3.686125
TDO2	2.66575
SAMD9	-0.04425
S100A7A	0.3425
MMRN1	1.64633333333333
GKAP1	1.7755
AKR1C3	-3.08425
RNF19A	-0.0365
GMDS	0.11225
YKT6	-0.973875
SPARC	0.6076
C12orf31	-0.52975
UBE2V2	-1.0725
FBXL18	-0.272333333333333
KIAA0460	1.087
ADAM22	0.748
SERPINC1	-2.7185
KCTD21	0.984
MYOHD1	-2.293
ZNF37A	0.490333333333333
GTF3C1	0.84
CTSZ	0.40825
PRNPIP	-0.52625
DRD1IP	0.12325
NR1I2	-1.78616666666667
ZNF266	-0.2329
SPAG4L	0.109
COX4NB	-0.5895
SAPS1	1.30633333333333
APOA1	-3.409375
TATDN1	-0.495833333333333
C10orf82	-2.718
KPNB1	0.12125
FOXO3	0.715416666666667
CRYBB2	0.2565
ZBTB5	-0.488166666666667
SLC25A38	0.9645
DCTN2	0.0115
IFT20	0.2535
CTHRC1	2.946
C1orf31	-0.77975
UHRF1	-2.5226875
GPC6	-1.67775
C10orf54	1.69875
MCF2L2	0.150833333333333
WNT9B	-0.00712499999999999
OLA1	0.044375
FAM120B	0.76575
TTLL10	-0.0435
CYorf15A	-5.29925
RELN	-2.5947
SCN2B	0.222916666666667
MFHAS1	-1.8725
NKX3-2	-1.50766666666667
RASGRF2	-0.825
SSBP1	-0.8155
KPNA6	-0.00207142857142846
LOC389118	-0.164
HS3ST4	-1.974
SUPT7L	-0.11975
FLJ32658	0.43725
IGFBPL1	-0.32275
KIAA1641	-0.2264
SHKBP1	-0.543666666666667
CSF1R	4.41325
NAGK	0.28975
MYL2	0.214
HIST1H4C	-1.27466666666667
TOMM7	-0.779
ADAMTSL3	1.8337
TNFSF14	-0.9715
PRRT2	0.57875
VTA1	-0.36625
AOAH	3.1165
CRISPLD2	1.45985714285714
PNN	-1.0195
TA-NFKBH	-0.511
ESPN	-0.0355
RBM43	2.2595
KIAA1267	0.296
DDX3X	0.0295
KIAA1576	-3.7995
PLXDC1	4.0465
FLJ25801	-4.5705
HNRNPL	0.29025
RUNDC3A	0.637666666666667
CASP12	2.8685
SH2D5	-1.352375
RPL26L1	-0.738
OR51A7	0.16675
HDC	7.1805
C2orf16	-0.377166666666667
SYTL3	1.608625
GOLGA4	0.354375
NOTCH1	-0.693333333333333
ATPAF2	0.587
ECD	0.25675
SSX5	-1.4554
SNAP91	1.0815
OCA2	-4.18375
PNPO	0.284666666666667
DAPK1	0.874333333333333
PINX1	-1.21566666666667
SELENBP1	1.6235
NEK3	-0.489666666666667
TMED4	0.423928571428571
SSTR4	-0.194
FOSL1	-2.7197
CD40LG	0.059
CES1	-2.28358333333333
DCI	-0.0173333333333333
B3GAT3	-0.112666666666667
STK17B	0.129
CNTN6	1.6885
CYP3A4	-1.845
MBOAT2	2.32092857142857
PISD	1.76375
USP1	-0.83525
PYDC1	0.456833333333333
CENPM	-1.36025
SAR1B	0.94325
TTC7B	-0.17875
DP58	0.0305
GPC1	0.30175
RBL1	-1.94025
TMEM137	-2.5605
TOB1	0.8815
TCEAL1	3.75183333333333
CENPF	-2.36881818181818
C6	0.272333333333333
PRSS1	-3.66325
PPIL6	1.672
C6orf124	-1.232
ODZ4	-0.394333333333333
SNCB	-0.613
NDUFB9	-0.150625
CNOT6L	0.933833333333333
S100A9	-0.9365
TRIM50	0.046
KCTD1	1.1276
WDR63	0.61475
SPEF2	3.20275
RNGTT	-0.679833333333333
CXorf22	0.1655
KCNK16	0.35125
CEP250	-1.034125
ATPBD1B	-0.11375
KCNJ2	4.07675
MT1B	-1.167
ZNF684	-0.7095
SLC4A1	0.24575
PDHA1	-0.4505
ZNF492	0.681125
TKT	-1.27825
BYSL	-0.95375
RNF38	0.228875
AHDC1	0.2975
KLHL2	0.122625
CMTM8	1.77225
DMP1	-0.333
HERPUD2	-0.132
CRTAM	2.76816666666667
ZNF572	0.948
TMEM16J	0.543
HSD17B2	-4.04525
UBE2G1	-0.332
AHSA2	-2.043
PELI2	-0.0515
TPX2	-2.542875
ATP9B	1.4295
DAZAP1	-0.705
HMGCS2	0.352833333333333
C17orf38	0.544
B9D1	0.664375
NKX2-5	-1.627
KIAA1276	-0.46475
LILRB2	3.3275
CSTF1	-0.403166666666667
BTN2A1	0.279333333333333
C15orf48	5.204
IGF2BP3	-4.15475
FAM113B	-0.522
HRG	0.0178571428571428
ZNF131	-0.21475
USP47	1.9035
CCDC88B	-0.237875
HCN1	1.2995
HTN1	-0.148166666666667
SYCP3	-0.66325
C13orf23	-0.3663
PAPOLA	0.0715
AATK	1.4487
MSH3	0.4435
NDUFAB1	-0.8685
ITLN2	-0.153166666666667
BAK1	-0.282333333333333
MRPL45	-0.680333333333333
MTNR1B	-0.2542
LOC645843	-1.004
SPECC1L	0.03575
PGCP	1.35225
SPN	-1.319375
GPR143	2.43666666666667
ZNF576	0.225666666666667
TMEM39A	0.4598
