Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
MAGEB3	-2.4225
RPS5	-0.1645
ANP32E	-1.37728571428571
MTMR1	0.20975
YEATS4	-0.867
SYNGAP1	-0.17075
PCOLCE	0.351
MNS1	-0.60825
PCYT2	-1.31066666666667
ZNF182	-0.3775
LAX1	2.2255
SPPL2B	-0.7115
ELOVL5	0.0274
PCDHAC1	0.646
B4GALNT1	-1.57166666666667
BLOC1S2	0.74
ZNF673	0.4301
ARHGAP21	0.223833333333333
IRX5	2.300875
LRFN5	1.55766666666667
FAM7A1	-0.2525
RAB19	0.342
GINS1	-1.88025
ITM2B	1.448
PAPSS2	1.8765
OR5BF1	0.1595
ACSL3	0.2085
KIAA1919	0.0168333333333334
GLT8D2	3.353375
UTRN	0.588857142857143
CNN1	2.1415
HISPPD2A	-0.569
SDAD1	0.415625
SIGLEC9	-0.192666666666667
RPL35	-0.430928571428571
C22orf26	0.254
IMPDH2	-1.25925
WDR69	-0.3405
SEC14L5	-0.194
CLTA	0.22025
RP11-529I10.4	0.16875
GPR37L1	0.320333333333333
OGDH	-0.36975
ASB13	1.37966666666667
ZFP14	1.136
ZCRB1	-0.0025
KPNA3	0.43975
HSPA1L	1.067
RHOC	0.39925
LOC554175	0.2705
PPP3CA	1.3239
SLC1A7	-0.5312
ZNF529	0.212166666666667
RBED1	0.24375
DDB2	-1.294
FLJ11286	0.2675
SPATA1	1.7555
MKNK1	-0.0436666666666667
DYSF	1.50616666666667
ALKBH2	-0.47625
NKD1	-2.04983333333333
C1orf174	-0.43725
PLEKHO1	1.19583333333333
ASB10	-0.07825
RING1	-0.191833333333333
NPC2	1.48325
AVPR1B	0.2435
YTHDF1	0.0873333333333333
LMAN1L	0.0735
GSG2	-2.9105
CEP170	0.0614
RPS4Y2	-5.57975
MSH6	-1.1735
HECTD2	0.853666666666667
ZNF556	-2.20066666666667
PLEKHC1	0.0204
AIRE	-0.259666666666667
BCL2L10	2.148
LMOD3	-0.345
ZBTB8	-0.0168
FOXA2	-3.6291
SLCO2A1	3.127125
C3orf46	0.2835
PRDM16	1.03016666666667
TMEM98	1.337
FRMD5	-1.6015
PDE6C	-1.018
C1orf216	0.218833333333333
EP400	-0.407714285714286
PTK2	0.76125
RNF217	1.22775
NDUFA8	0.2015
ZFAT1	0.755
LAMP3	3.84083333333333
GLTSCR2	0.807125
NPW	-1.586
LLGL2	-1.6891
PPM1K	0.148833333333333
C20orf177	-0.366
KIR2DL4	0.3445
NFKB2	-0.37025
C21orf122	1.115
HESX1	-0.59275
GPR114	1.05683333333333
SLC25A35	-0.341833333333333
GNAT1	0.60775
ORAI3	0.14275
FAM76B	-0.31425
TMEM99	0.1766
TRIM29	0.8649
CDS1	2.4765
RHEB	-0.4547
C4orf27	-0.4125
RAB3A	-0.336
OTUD6B	-0.51025
GPD1	0.318625
CDH15	-1.412
NPM1	-1.30842857142857
TMEM117	0.267
PRPS2	-0.418166666666667
GCK	-0.918
ADRA2A	5.33266666666667
TSPYL4	0.695166666666667
TASP1	0.4565
WDR19	0.219916666666667
C10orf38	0.01975
PDE4C	-0.489333333333333
FYB	1.44825
C1orf55	0.109166666666667
PPFIA3	-0.83325
RAD18	-0.3655
C12orf44	-0.666666666666667
CRYBA4	0.066
HVCN1	1.281
TAF10	-0.388833333333333
C16orf48	-0.683666666666667
DEPDC5	0.678166666666667
LTBP1	-0.7115
MAPRE1	-0.116375
FGF8	-0.1115
C3orf52	0.774625
SENP7	0.531166666666667
LRRK2	2.05925
RUNDC2A	0.0915
KIAA0355	1.28833333333333
CPEB1	-0.21125
PPEF2	-0.254
ABI2	0.0721666666666667
KIAA0317	-0.248875
ATF1	-0.691666666666667
DYNC1H1	0.084625
DIP	0.1315
TMEM33	-0.0407222222222222
POLDIP3	-0.6305
C7orf24	0.21675
GPR171	3.45175
CDC6	-4.35366666666667
PLD1	0.0329
ITFG2	0.183
NDUFC1	0.06525
AKNA	-0.42375
NBR1	0.915
PKHD1	0.684
HPS4	-1.1832
MAFA	-0.7125
ULBP3	-0.19125
DIRC1	-0.3075
IMMT	-0.843375
C22orf13	-0.0993333333333334
CEL	-0.0215
MARK3	-0.7985
ADAMTS2	0.796916666666667
ARPC3	0.07
TMEM10	0.361875
NPHS1	-0.007
BRD8	-0.064
WDR12	-1.32275
IDI2	0.485125
HOXD13	-1.2115
OR8G2	-0.48225
SLAIN1	-1.7625
GABRQ	-0.246
NR2C2	-1.07375
NKTR	-0.2802
TLE2	1.3135
KIAA0892	0.398833333333333
AURKA	-3.85136363636364
GPRC5C	-0.2025
TBC1D9B	0.204125
PNPLA6	-0.3255
AP3B1	0.0025
NAG	-0.277375
C11orf68	-0.25
AKR7A3	-0.4195
AHCYL1	-0.147666666666667
COP1	1.0455
RPP14	-0.37525
PCDHB18	0.94375
CDH24	-1.697
KRT17	0.2223
LACTB2	-0.167
DDX24	0.3412
PHACTR1	-2.31233333333333
SLC35E2	-0.719
LOXL1	-0.10875
IQSEC2	0.226375
RGSL1	0.431
PCDHGC5	0.208
MEGF10	-0.162125
PRRX1	2.327
ASTE1	0.8185
C6orf159	-0.3035
MYOD1	-0.857
GAA	0.42025
ZNF747	0.26425
KLRC1	-1.004125
IL1RL2	0.2645
GDF9	0.43
GPR119	0.3395
TRAF2	-0.763666666666666
HCK	3.184
BMP6	-0.7675
IL8RA	0.435166666666667
FLJ35848	-0.50175
EFHA1	0.9145
CDSN	0.512166666666667
C14orf54	-0.437333333333333
LSM3	-0.342375
ZFP41	0.4915
C9orf126	-0.9425
VIT	0.2625
SPCS3	-0.69425
DEF8	-1.2437
CHAF1A	-1.51816666666667
C1orf165	0.753666666666667
ZFPM2	1.51783333333333
FTH1	-0.095
SLC35F1	-1.138
YWHAH	-0.25375
C17orf66	-0.125
ADRB1	-0.296833333333333
FOXL1	-0.3605
RG9MTD3	0.937666666666667
UMPS	-0.00350000000000001
MGC13008	-0.151
KIAA1161	-0.0225
CCDC77	-1.9855
C12orf65	-0.063
COG4	-1.2725
RCP9	1.25875
RP4-692D3.1	4.0955
CDC2L5	0.75875
MGC7036	0.942333333333333
DNAJC11	-1.20575
GDF2	0.0143333333333333
TIMM17A	-0.02775
HNRNPA0	-0.6406
OR2H1	0.10275
PCBP1	-0.398875
COL23A1	0.45025
LRRC2	1.21671428571429
NSD1	0.592571428571429
FLJ37078	-0.52
WDR91	-0.0951666666666667
TMEM179	0.27825
DSCR10	-0.393
CNDP2	0.8215
FYN	0.322
BEX2	0.239833333333333
KCND3	-0.167
YPEL5	1.681125
LRRC42	-0.482
C17orf45	-1.031125
ZNF649	1.1277
LOC150763	1.36225
COL5A2	3.45133333333333
CNGA2	0.015
ELA2B	-0.697333333333333
RAB9B	0.31125
FAM100A	-0.091
NAIP	-0.0290714285714286
MYOZ2	0.138875
SPATA12	-0.4975
XRCC4	-0.1005
CYB561	0.2725
CHST10	-0.7995
BAI1	-0.578833333333333
BRSK1	-0.511666666666667
C17orf89	-0.28825
PDE6H	-1.1255
FLJ20309	-0.1513
MAP7	0.33475
SCN4B	2.99325
SPAG9	-0.683
SERTAD1	0.926833333333333
FLJ21963	-1.21625
ANTXR1	0.3197
TMPRSS13	1.88633333333333
ETV7	2.634
DGAT1	-0.257166666666667
NKIRAS1	0.228
TAC3	-3.69
CORO1C	-1.00141666666667
RAD54B	-0.2945
HRASLS3	0.938166666666667
C21orf42	0.81625
BARD1	1.256
ZNF177	1.5695
MIP	0.024
ZNF442	1.516
F2	-4.0085
GRIA1	0.00325
GALNTL2	1.85616666666667
WNT5A	-1.7054
LENG9	0.043
hCG_25371	-1.7755
FOXR1	0.0315
TRA@	1.3611
PWWP2	0.923
C1QTNF7	3.019
SLC7A4	2.06025
C4orf7	3.666
C17orf80	-0.2005
KLK4	0.505
IL31	0.591
TMEM176A	3.98725
CTNNB1	-0.18125
BHLHB2	0.82225
TMEM185B	0.755
ARD1B	-0.90925
C1orf93	-0.2405
BRUNOL4	0.638666666666667
LOC541469	-1.50133333333333
UPK2	-0.0985
GAS8	-0.698666666666667
PATE	-0.0015
IMPACT	1.184875
WNK4	0.229666666666667
HNRPLL	-0.781625
GAD2	0.1245
ITGA6	1.239
BMP15	0.129833333333333
CYP2A7	1.365125
RIC8A	0.3525
CCND1	-1.21216666666667
USP35	-0.153
DSCR2	-1.3825
CCL4	4.9075
ZCCHC10	0.1345
NOL11	-1.22725
TRPM2	0.00274999999999999
PSMD2	-1.45772727272727
CHTF18	-1.45225
USP18	0.343375
RRAS	0.014375
LAMC3	0.84725
TOX	-1.215
PCDH15	0.3
GABRG3	-1.88075
NUDCD2	-0.826875
SGCZ	0.7495
KCTD17	-0.392
SPSB2	-0.1735
TPPP3	1.89266666666667
CILP2	0.983666666666667
CALB2	1.02575
CEBPZ	-0.574333333333333
ZNF479	0.801
FMOD	5.62816666666667
C21orf66	-0.717428571428571
CLN6	-1.242
ANAPC1	-0.947625
SH2D3C	2.319
PTPN14	0.3755
TRIM42	0.12975
APTX	0.11125
SNRPG	-1.02416666666667
BMS1	-0.4375
MAGEA3	-4.35
NFATC3	-0.881083333333333
LRRC45	-1.53716666666667
ARS2	-0.815785714285714
LRIG1	1.4425
EPSTI1	1.03783333333333
PRSS27	0.31525
ERC2	-0.52575
PRKACB	0.306785714285714
PRDM13	-4.936
HCG27	-0.7075
KLK12	-1.1455
HSD17B7	-1.22266666666667
ZNF354A	0.7565
PCDH11X	0.5935
DMGDH	1.52775
PCBD2	-0.4695
TMC6	-1.848875
RIMS1	0.796875
SF3B2	-0.6605
RCN1	0.509666666666667
CPB1	4.72
BCAR3	0.37175
FCRLB	-0.555125
PAK1IP1	-0.1395
OR10H1	0.193
KIF9	0.8375
PITPNM2	-0.68125
L3MBTL4	1.04075
TGFB1	-0.3236
ZXDC	-0.0615
SLC6A16	0.23275
SRrp35	-0.9085
LRRC8E	1.28925
PPIAL4	-0.773083333333333
EOMES	2.56633333333333
PAX2	0.0795
SCARF2	-0.217
PSEN2	1.11633333333333
PCDHB13	-0.01775
C10orf28	-0.244875
DHRS7B	0.824357142857143
C1orf131	0.462
ASB1	-0.9105
ZNF223	0.770166666666667
LCMT2	0.442
MEP1A	-0.788
TMEM53	-0.3715
RSPH3	1.18475
C10orf33	-1.879
LOC644285	0.51725
PTPN9	0.468166666666667
ABCA12	-0.9205
CCDC37	-1.075
RUNDC1	0.9475
YES1	-0.292666666666667
FAM120AOS	1.2155
OR5M3	0.0485
PPP1R3F	-0.297083333333333
IL13	-0.0379
MDFI	-0.86375
PRNT	0.55
ZDBF2	-0.344
OR10C1	0.209833333333333
CLIC1	-0.548
LILRA5	0.112833333333333
CSAG1	-4.02916666666667
TREML2	-0.466
FAM125A	-0.4365
ZNF74	-1.14025
FAM104A	-0.833
LRRC39	-0.9275
SAMD5	1.72825
HYAL2	0.31125
HIST2H2AC	-1.02025
IGFBP5	1.39869565217391
NRTN	-1.543
KIAA0556	0.2674
FAM29A	-1.37122222222222
JMJD2A	0.42075
EPHB1	1.31925
POLD4	0.043
ANAPC10	-0.24925
LRRC36	-0.10225
MEGF6	0.398375
LPHN3	0.4195
BMP10	-0.267
C21orf55	1.2995
CREM	-0.03875
PTGER4	2.09033333333333
METAP1	-0.630625
KCNQ1	1.31883333333333
NR2F2	1.21175
SSFA2	-0.136333333333333
CTTNBP2	0.02925
BCL2A1	-0.546375
ZBTB24	0.53475
SLCO6A1	-1.41375
PRDM1	0.9604
OR7D2	-0.414166666666667
CCDC47	-0.6008
LOC646982	-0.0935
SLC26A6	-2.4825
BIN1	0.0158
SRRM1	-0.0396428571428571
PCSK1N	-1.3575
ALS2	0.325
ECT2	-1.53515789473684
CACNA2D2	0.688625
DOCK6	-0.43325
C10orf119	0.569
FATE1	0.30875
DUSP23	2.3085
TRIP6	0.324857142857143
NUP35	-0.10525
CDH3	1.1065
KLHDC8A	0.47025
C9orf116	0.789875
EI24	-0.1735
CENTD1	1.12783333333333
RWDD2B	-0.276333333333333
DOCK1	1.818
NPAS2	-0.46525
NR3C2	3.18316666666667
FAM63A	0.726166666666667
INPP5F	0.165166666666667
FAM111A	-0.6045
MYBL1	-2.76983333333333
IQGAP3	-2.851
CRADD	-0.615333333333333
DUSP12	0.207
PDZK1IP1	4.27475
VASH2	0.61875
CTR9	0.82925
VIL1	-4.0945
OR8U1	0.338666666666667
CCDC107	0.614
PTTG1IP	0.571625
OR4X2	0.485
COL9A1	-2.113
PSMD9	-0.38175
ZFP62	0.68175
TIP39	-0.75475
PARP15	0.9145
TTC19	0.21925
C1orf114	-1.17016666666667
GFPT1	-0.7815
SLC27A6	0.38425
MRPS10	-0.7239
CALML5	-1.6225
TRPM7	-0.210125
CGNL1	1.059875
CECR1	0.62325
SERPINB8	-1.235
TMEM102	-0.128875
PDIA2	-3.45275
NUCKS1	0.881833333333333
HOTAIR	1.1015
EBI3	0.8175
NXN	1.20525
ZMYND19	-1.240375
FOXJ3	0.19875
EIF5B	-0.3794
EIF2B4	-0.813166666666667
LEO1	-0.44825
ZIC5	-1.92491666666667
IL20	-0.8865
KIAA0415	-0.056
FLJ37357	0.4605
TSPAN12	0.75075
ACTR3B	0.334875
TFAM	-0.129
IL17RD	2.114625
PARP12	0.07425
KLHDC7A	0.1505
KCTD4	0.231666666666667
GTF2H1	0.76525
FLCN	-1.3915
BIRC4	1.334125
LOC790955	-0.22075
VKORC1L1	-0.6415
CYP4F22	0.789666666666667
TAS2R5	0.846
ZNF582	2.092
HS3ST3B1	-0.640625
CTNS	-0.327
STK36	0.286833333333333
MMD2	-0.2215
RP5-1103G7.6	0.265
FLJ23356	-0.4345
CRH	-0.277
C1orf182	-0.2265
ACP5	2.01633333333333
AMFR	-0.2848
CA4	-1.21075
PLCB4	1.35175
MPHOSPH10	-0.08975
UNQ473	1.74433333333333
G3BP2	-0.301166666666667
SR140	-0.69825
HOXA2	1.09
PYGB	-0.848125
BAT1	-0.7715
DKK3	0.46
DDX31	-0.63375
TULP1	-0.213125
NHLRC2	0.37425
TNRC4	-0.652833333333333
ZNF430	0.9335
TNRC6A	0.393625
PLA2G1B	0.313333333333333
RCHY1	1.06283333333333
GTF2A2	-0.629166666666667
MGC4294	0.2795
ZNF691	-0.13375
TACC3	-2.42925
DNAJC5G	-0.1435
LOC4951	0.585
MS4A4A	-1.0475
LOC152485	1.053
PPP1R2P1	0.427
PPP2R5B	-0.52925
RPGRIP1L	0.038125
SPOP	0.4731
PTPRF	0.964583333333333
MGC42090	0.1555
SUSD3	2.0655
THOC4	-2.068125
MAML1	-0.0045
FXR2	-1.44916666666667
TYK2	-0.74275
MUC6	0.389666666666667
DNAJB7	-0.076
PIP4K2A	0.142642857142857
MEX3A	0.4405
RRP1	-1.140625
TFAP4	-0.52425
CXorf41	0.1745
MTMR4	-0.430666666666667
CTLA4	0.343
SNX9	0.5535
CIB3	0.532833333333333
NECAP1	-0.03075
PLA2G2D	-0.00160000000000001
GLMN	-1.21783333333333
DCLRE1A	-0.17675
PDX1	-0.7045
SAMD11	-1.54375
MRPL55	0.6019
TLR7	2.438
TBC1D21	-0.0595
SMAD1	2.192
ACTRT2	0.302
RIOK2	-0.64
PDLIM4	0.52175
SLC22A15	0.0146666666666667
ABHD13	1.3036
STX18	-0.0106
CCPG1	0.266428571428571
DCBLD1	0.5835
SLC2A6	-1.718
NOLA3	-0.61775
TRDMT1	0.0618571428571428
IL17F	0.2015
ATP1A4	-1.01633333333333
OR52W1	0.031
CFL1	-0.86075
IL4	-1.0485
RBP2	0.330166666666667
CPSF6	0.14525
TTC8	-0.126333333333333
MUCL1	6.083
EYA3	-1.71266666666667
KRT38	0.2805
GNE	-0.85725
ZNF501	0.767
SLC35A2	0.074625
CEP110	-0.0953
MYF6	1.111
MGST2	-0.0223333333333333
TRPV4	-0.375833333333333
NEK8	-0.455166666666667
NOX5	-2.2115
NCKAP1L	-0.433833333333333
EMP3	-1.7275
BPY2C	0.4155
C1orf38	0.127625
ELOVL2	0.564375
CBX7	0.813916666666667
OSBPL1A	1.04
ZNF589	-1.16825
ESCO1	-0.294666666666667
TRA2A	-0.23875
C3orf26	-1.03725
PHF2	1.55483333333333
PID1	1.53183333333333
RFC1	-0.23225
MTAP	0.077
ADORA3	2.0195
LOC389458	-0.429
TRNT1	-0.460625
CRIPAK	-0.3865
RAI2	3.78366666666667
ANKRD44	-0.33775
GZMB	4.173
NFE2L1	-0.398
STIP1	-1.31333333333333
RASL11B	0.781
NT5DC2	-1.86
LRP2	3.62375
MTDH	0.0734666666666667
ARSG	0.2605
HSP90AB1	-0.851833333333333
CT45-6	-4.97275
ZNF483	-0.0475
LMBR1L	-0.5475
S100A2	-2.0641
C2	-0.116222222222222
C2orf27	0.447
EIF4EBP1	-1.52575
GCKR	-2.79566666666667
PPP1R9B	0.02725
FER	-0.78025
SNRK	1.66
OR5M10	0.101
UTP6	-0.8945
CAPZA3	0.02925
FBP1	2.17344444444444
TERT	-1.1685
CCL1	-1.2275
FUCA1	1.5345
ALS2CR8	1.25716666666667
KCMF1	0.0276666666666666
SRCRB4D	-1.908
OXCT2	1.02016666666667
IL17RA	1.0415
MPP5	0.490125
SPA17	0.15625
FLJ10986	1.16983333333333
GALNT14	1.165
CXorf27	-0.833125
NPLOC4	-0.942
RAB34	0.007
KRTAP3-3	0.456
ARSD	0.863333333333333
CPLX2	-1.9449
PJA1	1.0145
WHDC1L1	0.533833333333333
RB1	-0.5773
MTMR15	-0.5875
PHLDA2	-3.4557
GUCY2F	-0.5255
MPV17	-0.3725
SLC35D1	-0.8375
LYSMD3	-0.1817
COL16A1	2.6935
ERLIN1	-0.443666666666667
JMJD4	-0.468
HIST1H2BK	-1.77975
TP53I11	1.662
ST3GAL4	-1.3796
PF4V1	0.7728
ALG8	-0.279
REG1A	0.159
MINA	0.004
CYB5R3	-0.149583333333333
HHLA1	-0.62625
MYST4	2.0903
VASN	-0.15625
UCHL5IP	-1.09325
TFAP2A	1.8900625
MGC9913	2.3345
C9orf97	0.191
LOC90379	-0.676
PHF15	-0.0765
ZNF169	-0.372333333333333
KRT7	2.1571
GLIPR1L2	2.20325
LOC116236	-0.32075
IQCF3	-0.2395
RDH14	0.6845
HNRPK	-0.298714285714286
RABEPK	0.158333333333333
ISX	-2.0365
CBARA1	1.03775
RAD51AP1	-2.737
MLL5	1.11725
CXorf48	-5.2115
SGCD	0.42775
PHTF1	-1.12425
CA3	3.095
CMTM5	0.41625
STX10	-1.00575
JMJD2D	-0.0015
P4HA1	-0.772333333333333
GAB3	0.389333333333333
DHRS4	-0.126833333333333
COL4A1	2.019125
C20orf20	-1.497375
OSBPL2	0.280125
PTTG2	-4.01375
KIAA1688	0.97125
STS	-1.04075
SHROOM4	0.8675
KBTBD5	0.270833333333333
ALDH1A3	1.1954
BTNL2	-0.0411666666666667
TGIF1	0.972
ZFAND5	0.896625
ICA1	1.713375
NAV3	0.315333333333333
FLJ12331	-1.22475
EPS8L2	0.6545
MNT	0.504166666666667
ENTPD1	1.85808333333333
OR51E2	0.7805
STK11	-0.173875
MX1	3.52425
TTTY9A	0.44675
CX62	0.416
LOXL4	-0.2435
EXOSC4	-0.221
PURB	0.278357142857143
SETD1A	-0.762666666666667
RELB	1.78625
LAMB2	1.18916666666667
HNF1B	-0.138333333333333
PNLIPRP3	-0.325
C14orf139	0.1745
UMOD	1.319
GRIN3B	-0.4165
GPR25	-0.00749999999999999
ZNF512B	-1.1755
ATP6V0A1	-0.06
SRA1	0.241
ZNF615	1.8305
ZNF768	-0.93675
ZNF469	3.7485
DYNC2LI1	0.840666666666667
DNAH3	-0.1495
LOC387911	1.365
LOC554234	-0.0055
ARRDC5	-0.704
TMEM59L	-0.428166666666667
MARCH4	-1.7395
CNOT8	0.304
KIRREL3	-1.04316666666667
ADAM17	0.340375
MYOG	0.112
CPNE1	-0.859
AK5	2.3715
LOC204010	-0.9485
NDRG4	0.13625
LOC130074	0.2325
PIAS4	-0.4855
NCOA2	1.322
TEGT	0.3945
USP5	-1.26075
ANKRD21	-1.43475
KIAA0692	-0.588166666666667
HAPLN3	1.033
LZIC	-0.69025
NRXN3	0.874
CDKN2C	-1.588
KIAA0226	-0.216083333333333
CYB5D1	-0.184
WDR68	-0.8381875
ABCB6	-0.7278
MRPS25	-1.4345
ZMAT2	0.214833333333333
KRT25	-0.502
RPL11	0.34625
GRAP	0.173666666666667
LOC198437	-1.16433333333333
RORC	2.169125
RAP2C	-0.326285714285714
MXD1	0.0315625
AZI2	0.416
NUAK2	0.6465
AHSG	-6.136875
MANSC1	2.3435
IMP3	-0.123666666666667
C2orf3	-0.0885
VSTM3	3.8375
PCTP	-0.0515
SIRT1	1.206
MANBA	0.2015
CD164	1.29825
GFRA1	-1.8757
PRM2	0.274
ZKSCAN3	-0.169
PLEKHG1	3.24875
TPRKB	-0.259
UBFD1	-1.36458333333333
CDKL5	0.880666666666667
HIST1H2BD	-1.20516666666667
INPP4A	-0.705833333333333
BMX	1.490375
PTPRU	-1.536
LOC554202	-0.0815
HOXC8	1.799625
IL12B	1.107
ADPGK	-0.71075
ZNF418	1.426
SIAE	2.220625
CWC15	0.154
RP13-401N8.2	1.201
KLHL11	0.18725
DEDD2	-0.18925
PSMB3	-1.0535
DDX25	-2.36825
ZBTB3	0.4625
GFRAL	-0.0545
RPS25	0.138833333333333
FAM57B	-1.68683333333333
TESK2	1.18033333333333
DNM1L	-1.00375
ZNF207	0.0656666666666667
CLEC11A	1.182875
TOLLIP	0.185625
TMEM61	0.2235
DLK1	-4.6148
PLVAP	2.919375
NOD2	2.42166666666667
SCMH1	-0.4315
FLJ40235	-0.14175
HTR2A	2.04666666666667
ARMC5	-0.044
FUT7	-0.14
PRELP	3.2298
ALKBH6	-0.389
GYG1	0.532666666666667
POLR3GL	0.42075
COL8A2	4.22816666666667
OR10A5	0.219375
C1orf187	-1.4825
TXLNB	3.40566666666667
C16orf68	-1.14325
R3HDM1	-0.707
C16orf75	-2.1025
BAALC	-0.403
TNP1	-0.02175
GAPDH	-2.284
COX7C	-0.082
ERRFI1	-1.36258333333333
PGAM2	0.1655
FAM108B1	0.38475
APC	0.691875
TLR2	3.693
SUCNR1	1.02025
ZNF233	1.84225
WFDC1	-0.917333333333333
PSG11	-0.0472
SLC39A1	0.45575
PSAPL1	-0.111
CDC42EP1	-0.51625
MECR	-0.9735
KIAA0101	-4.171
MACROD2	2.3744
MMP19	1.17041666666667
LOC202459	-0.133166666666667
VNN2	2.966
ACCN3	-1.027
TIMD4	0.8895
RNASE8	-0.921
CCDC7	1.09575
SULT2B1	-0.1755
ME1	-1.9955
MGRN1	0.362
MRPL30	-1.347125
IVL	0.10025
CALM1	0.31705
PLEKHA6	2.3612
B4GALNT2	-0.147
PGDS	3.425625
C8orf33	-0.300166666666667
TMEM56	-1.3715
CKM	-1.23733333333333
ESR2	0.686222222222222
ACOT8	-0.47125
AGTR2	0.69125
LOC155006	1.37025
BC37295_3	0.2365
EPM2AIP1	0.245833333333333
PZP	1.383
RPS9	0.381
C18orf51	0.00724999999999999
SIVA1	-0.7877
HEATR2	-0.873
CD3E	-0.282833333333333
C20orf142	-1.23575
PGLYRP3	0.1475
CCDC139	-0.52225
GPS2	-0.525333333333333
NOL14	-0.748
LRTM2	0.34675
TRIM36	-1.61775
TP53RK	0.1686
FBXL13	0.598333333333333
RUFY2	1.02421428571429
C11orf70	2.154
HSPB9	-0.595333333333333
GJA5	2.76675
HGF	-0.177666666666667
EPHB4	-0.40575
SOX18	-0.5245
IFRG15	0.111
SERPINA10	-3.09775
WDR23	-0.595
REEP2	-1.08033333333333
CDK3	-0.848
HSPA12A	2.392125
ARL8B	0.2749
SATB1	-0.519666666666667
PPM1D	-1.28516666666667
VPS45	0.514833333333333
TP53BP2	1.322
GJE1	2.38075
CACNA1G	1.500875
VGLL4	0.81925
GNPTG	0.633
ROS1	-2.60425
C21orf128	0.307666666666667
BMP8B	-0.358
SLC5A4	-0.3595
SLC6A3	-0.200666666666667
C16orf53	-0.1325
TMEM81	-0.5145
APC2	-0.7514
SYAP1	-0.361125
C6orf54	0.734
ZBED5	-0.00519999999999999
PVR	-1.597
LTA4H	-0.374333333333333
CCDC24	0.8847
MAGEA4	-3.91233333333333
IFIT3	2.06333333333333
MYADM	0.99475
C21orf82	0.9405
PDE3B	-1.20225
TMPRSS11A	-0.328
PGK1	-2.32705882352941
CCL13	5.10766666666667
DERL3	0.148666666666667
MLXIP	-0.8575
PLOD1	-1.473125
MTFR1	-0.9516
NPDC1	1.258
GPAA1	-0.655
LTV1	-0.4535
RYR3	0.568
C7orf46	-0.32375
VAMP2	0.420625
RNF135	1.1483
SUPV3L1	0.14
FIBP	-0.527
ADAMTS18	1.65233333333333
RNF25	-0.327166666666667
SOS1	0.174
PLAU	-1.15625
MATK	-2.251
EHF	6.4145
CTNND2	-0.048375
PTEN	0.83
ZNF189	1.099
SLC28A3	1.4535
GUCY1A3	4.53225
SETD2	0.7270625
ROGDI	-0.16725
TICAM1	0.3869
RASSF3	0.2445
PACSIN2	-0.949
SERPINB5	0.357916666666667
PRKCDBP	0.393875
TFDP3	-0.731
LGR6	3.741375
RFX5	-0.7235
OR52J3	0.9965
PTPN18	0.786625
ZBTB34	-0.222125
KCNF1	1.34725
SYNE2	0.564785714285714
SLC22A4	-0.8475
NETO2	-1.43375
VCPIP1	0.36275
LDHD	-1.057
ESX1	-4.05775
SQRDL	1.859
GALK1	-1.80225
SERPINA6	-2.89033333333333
HD	-0.773625
ASCL3	-0.3445
FBXL6	-1.20875
FABP7	-2.725625
MAGEC3	0.1725
KLC4	-0.45975
CD1D	-0.56575
PRAM1	1.1375
EIF3B	-0.712071428571429
DSCR8	-5.838
FLVCR1	-1.10175
KIAA0141	-0.23425
PROM2	3.53866666666667
ALOX5	2.4694
GPR162	-0.42425
LYRM2	0.448
RNASE6	0.302125
HES5	1.7955
GJA1	1.23025
MRPS14	0.337
HMHB1	0.11575
TAF7	0.726125
BTNL9	0.5864
SFXN2	-0.845625
VEPH1	-1.103
GK2	-0.0803333333333334
AMBP	-5.281875
KIAA0953	-0.3355
XAGE5	-0.535666666666667
CCBP2	0.2625
TGM2	-0.495666666666667
ZNF202	-0.775
ACTL6A	-0.547166666666667
SLC23A2	-0.3239
ARHGEF7	-0.0994166666666666
LOC728635	-0.486
CRYM	0.0758333333333333
PKD2	1.10675
MANBAL	0.340333333333333
LIN54	-0.9635
ACTL7B	-0.023
OR4D9	-0.035
KIAA1683	0.662
ZNF704	2.1605
TCP10	-0.17425
MAGEB18	-0.0825
DEFA4	0.3585
ZNF197	0.01675
PTOV1	-0.402666666666667
RNF208	0.161
CMIP	-0.072
TRDN	-0.1875
UCHL1	-1.282375
APOL6	0.2453
PLK1	-2.803
NPHP1	1.385
NDUFA11	-0.31475
DAB1	-0.0065
RTN4R	0.17
PUSL1	-1.1725
SYT2	-0.27975
ANXA13	2.89725
RFTN1	0.3135
ATP8B2	0.0459166666666666
VN1R2	-0.2545
OR52E4	0.3135
NPPB	-3.03283333333333
ZNF148	0.896375
ZNF141	0.998625
IKZF1	-0.362
PSMC2	-0.41975
GGA3	-0.5105
LPGAT1	1.57083333333333
SEC16B	0.829833333333333
C5orf38	0.286666666666667
THOC2	-0.4086
SLC16A12	0.979833333333333
ALK	-1.315625
DACT3	2.07683333333333
CACHD1	0.5715
GAN	-1.21125
EXOC6B	0.0945
HIST1H2AE	-1.01875
VAMP1	-1.184
SRI	0.621
AKAP14	0.2945
HLA-E	1.7642
SLC25A32	0.103
FLT3LG	-0.0191666666666667
ATP1B1	2.57225
WDR1	-0.0755
SWAP70	1.59875
TRIM31	-0.21725
ARNT	0.87275
ZNF596	2.3663
CDKN1B	1.08291666666667
FOXC1	0.307375
SEMA3A	-2.8268
