Hybridization REF	TCGA-B6-A0WV-01A-11R-A109-07
TAC3	-3.94475
CORO1C	-0.395416666666667
RAD54B	-1.31675
HRASLS3	2.99583333333333
C21orf42	0.305
BARD1	-0.147666666666667
ZNF177	0.762166666666667
MIP	-0.308
ZNF442	1.6675
F2	-4.3601
GRIA1	0.68525
GALNTL2	0.8412
WNT5A	-0.8528
LENG9	-0.0175
hCG_25371	-2.205
FOXR1	0.123
TRA@	0.3964
PWWP2	1.60025
C1QTNF7	1.4905
SLC7A4	2.13025
C4orf7	1.092
C17orf80	1.15883333333333
KLK4	1.4065
IL31	-0.297
TMEM176A	2.79675
CTNNB1	0.177625
BHLHB2	1.13625
TMEM185B	0.6895
ARD1B	0.27
C1orf93	0.848
BRUNOL4	-0.0978333333333333
LOC541469	1.55616666666667
UPK2	-0.00624999999999998
GAS8	1.12366666666667
PATE	0.9625
IMPACT	0.73275
WNK4	0.206333333333333
HNRPLL	-0.46725
GAD2	-0.2445
ITGA6	-0.3255
BMP15	0.2265
CYP2A7	5.36275
RIC8A	0.92825
CCND1	1.37916666666667
USP35	-0.728
DSCR2	-1.9005
CCL4	3.50166666666667
ZCCHC10	-0.452
NOL11	-0.099
TRPM2	-0.79325
PSMD2	0.285818181818182
CHTF18	-1.75625
USP18	1.50025
RRAS	0.245625
LAMC3	-0.32775
TOX	-4.25433333333333
PCDH15	-0.244
GABRG3	-2.04525
NUDCD2	-0.19575
SGCZ	0.203
KCTD17	0.5818
SPSB2	0.303
TPPP3	3.1745
CILP2	0.618833333333333
CALB2	1.74525
CEBPZ	-0.826666666666667
ZNF479	-0.41325
FMOD	3.955
C21orf66	-0.684785714285714
CLN6	-0.566166666666667
ANAPC1	-0.676625
SH2D3C	0.10975
PTPN14	-0.7735
TRIM42	0.24025
APTX	0.09925
SNRPG	-0.7915
BMS1	-0.543
MAGEA3	-4.8245
NFATC3	-0.327
LRRC45	1.00283333333333
ARS2	-0.168
LRIG1	1.49316666666667
EPSTI1	0.1988
PRSS27	0.483
ERC2	-0.768875
PRKACB	0.4085
PRDM13	-4.168
HCG27	-1.88075
KLK12	-4.3135
HSD17B7	0.0891666666666667
ZNF354A	0.35475
PCDH11X	-0.811
DMGDH	-0.45175
PCBD2	0.603666666666667
TMC6	-1.28275
RIMS1	1.18825
SF3B2	-0.0605
RCN1	-0.3615
CPB1	4.15375
BCAR3	-0.4965
FCRLB	1.340625
PAK1IP1	-1.87
OR10H1	0.301
KIF9	1.6733
PITPNM2	-1.427125
L3MBTL4	0.04475
TGFB1	-0.9417
ZXDC	0.17125
SLC6A16	-1.49925
SRrp35	-2.15225
LRRC8E	2.14525
PPIAL4	-0.185916666666667
EOMES	0.365833333333333
PAX2	0.454
SCARF2	-0.204125
PSEN2	1.239
PCDHB13	0.429
C10orf28	0.4025
DHRS7B	1.83635714285714
C1orf131	-0.5085
ASB1	-0.4052
ZNF223	0.643833333333333
LCMT2	0.14825
MEP1A	-1.674
TMEM53	0.295
RSPH3	0.57125
C10orf33	-1.1
LOC644285	-0.527
PTPN9	-0.123333333333333
ABCA12	-0.95275
CCDC37	-1.1075
RUNDC1	1.5047
YES1	-0.0638333333333333
FAM120AOS	1.271
OR5M3	1.7635
PPP1R3F	0.733333333333333
IL13	0.045
MDFI	-1.863
PRNT	0.27525
ZDBF2	-0.228
OR10C1	0.405
CLIC1	-0.605833333333333
LILRA5	0.744666666666667
CSAG1	-4.65133333333333
TREML2	-0.928
FAM125A	0.669333333333333
ZNF74	-0.74075
FAM104A	0.753875
LRRC39	-1.456
SAMD5	-1.05375
HYAL2	0.3735
HIST2H2AC	1.0655
IGFBP5	1.00078260869565
NRTN	-0.103333333333333
KIAA0556	0.1229
FAM29A	-1.81355555555556
JMJD2A	0.34425
EPHB1	0.8795
POLD4	1.78625
ANAPC10	-1.08675
LRRC36	-0.121
MEGF6	-0.906125
LPHN3	-0.703
BMP10	-0.244833333333333
C21orf55	-0.866
CREM	-0.8720625
PTGER4	-1.12983333333333
METAP1	-0.49675
KCNQ1	0.0868333333333333
NR2F2	1.2685
SSFA2	-0.98175
CTTNBP2	-2.6135
BCL2A1	-2.841
ZBTB24	-0.805125
SLCO6A1	-1.29466666666667
PRDM1	-0.3233
OR7D2	-0.137
CCDC47	0.4158
LOC646982	-1.154
SLC26A6	-0.9205
BIN1	-1.1397
SRRM1	-0.718357142857143
PCSK1N	-1.443875
ALS2	0.3945
ECT2	-0.242210526315789
CACNA2D2	0.478875
DOCK6	-0.10675
C10orf119	0.706
FATE1	0.2555
DUSP23	1.60925
TRIP6	-0.509857142857143
NUP35	-0.63825
CDH3	1.387
KLHDC8A	0.18875
C9orf116	2.453375
EI24	0.113
CENTD1	1.24366666666667
RWDD2B	0.294166666666667
DOCK1	0.988
NPAS2	-1.4775
NR3C2	2.60783333333333
FAM63A	1.13858333333333
INPP5F	-0.201666666666667
FAM111A	-0.1651
MYBL1	-0.651916666666667
IQGAP3	-0.525
CRADD	0.220666666666667
DUSP12	-1.15175
PDZK1IP1	2.92775
VASH2	-0.95325
CTR9	0.50825
VIL1	-3.81125
OR8U1	0.567666666666667
CCDC107	-0.0015
PTTG1IP	0.312875
OR4X2	0.683
COL9A1	-3.298
PSMD9	0.84775
ZFP62	0.2775
TIP39	-0.257
PARP15	1.9165
TTC19	0.564
C1orf114	-2.474
GFPT1	0.133
SLC27A6	-1.92825
MRPS10	-0.4362
CALML5	-1.2405
TRPM7	-1.004375
CGNL1	1.85325
CECR1	0.08375
SERPINB8	-1.11783333333333
TMEM102	0.979875
PDIA2	-4.59625
NUCKS1	-0.955333333333333
HOTAIR	1.72825
EBI3	-0.883
NXN	-0.65325
ZMYND19	-0.5255
FOXJ3	-0.609
EIF5B	0.0326666666666667
EIF2B4	0.0506666666666667
LEO1	-0.788
ZIC5	-1.76866666666667
IL20	0.259333333333333
KIAA0415	0.81275
FLJ37357	1.0145
TSPAN12	-0.31825
ACTR3B	0.335
TFAM	-0.758166666666667
IL17RD	-0.318
PARP12	0.74275
KLHDC7A	0.4345
KCTD4	-0.684833333333333
GTF2H1	0.30825
FLCN	-1.03233333333333
BIRC4	0.546
LOC790955	0.38225
VKORC1L1	0.05125
CYP4F22	1.565
TAS2R5	0.2265
ZNF582	0.9635
HS3ST3B1	-1.2255
CTNS	0.52725
STK36	0.823666666666667
MMD2	0.93225
RP5-1103G7.6	0.9995
FLJ23356	0.255
CRH	-0.11
C1orf182	-0.0808333333333333
ACP5	1.371
AMFR	0.7284
CA4	-2.9025
PLCB4	-0.326875
MPHOSPH10	-0.1155
UNQ473	1.10983333333333
G3BP2	-0.245833333333333
SR140	-0.682916666666667
HOXA2	-0.25725
PYGB	0.82775
BAT1	-0.288333333333333
DKK3	-0.2165
DDX31	-0.752125
TULP1	0.12825
NHLRC2	1.011
TNRC4	-0.0363333333333333
ZNF430	-0.6115
TNRC6A	-0.443
PLA2G1B	1.30533333333333
RCHY1	-0.0518333333333333
GTF2A2	-1.13533333333333
MGC4294	0.8695
ZNF691	-0.40725
TACC3	-1.16275
DNAJC5G	0.492
LOC4951	0.97225
MS4A4A	-3.4825
LOC152485	0.9665
PPP1R2P1	0.0755
PPP2R5B	0.351
RPGRIP1L	0.568125
SPOP	0.5334
PTPRF	1.70566666666667
MGC42090	-0.6565
SUSD3	3.697
THOC4	0.672625
MAML1	0.1921
FXR2	-1.13683333333333
TYK2	0.023875
MUC6	0.168333333333333
DNAJB7	-0.0005
PIP4K2A	0.141857142857143
MEX3A	-0.607833333333333
RRP1	-0.665375
TFAP4	-0.976
CXorf41	1.635
MTMR4	0.846333333333333
CTLA4	-0.2395
SNX9	-0.259
CIB3	2.34
NECAP1	1.116375
PLA2G2D	-0.0499
GLMN	-1.70216666666667
DCLRE1A	0.02275
PDX1	-0.07
SAMD11	-1.07975
MRPL55	0.8244
TLR7	0.619125
TBC1D21	-0.152333333333333
SMAD1	0.7302
ACTRT2	-0.961
RIOK2	-0.46775
PDLIM4	-1.08825
SLC22A15	1.41766666666667
ABHD13	0.2114
STX18	0.4794
CCPG1	0.170571428571429
DCBLD1	-0.216
SLC2A6	-1.097
NOLA3	-0.8415
TRDMT1	-1.74
IL17F	0.187
ATP1A4	-0.132333333333333
OR52W1	0.5165
CFL1	-0.03575
IL4	-1.01775
RBP2	0.0331666666666667
CPSF6	1.029875
TTC8	0.0105
MUCL1	-0.4115
EYA3	-1.73416666666667
KRT38	0.22425
GNE	-1.728
ZNF501	1.41725
SLC35A2	0.487375
CEP110	-1.0447
MYF6	0.84
MGST2	-0.223166666666667
TRPV4	0.254
NEK8	0.6125
NOX5	-1.18
NCKAP1L	-2.5445
EMP3	-1.903
BPY2C	-0.5965
C1orf38	-1.454375
ELOVL2	1.331625
CBX7	1.01616666666667
OSBPL1A	1.12683333333333
ZNF589	0.11125
ESCO1	-0.7375
TRA2A	0.237083333333333
C3orf26	-0.77475
PHF2	1.0445
PID1	-2.36516666666667
RFC1	-0.40275
MTAP	-2.7540625
ADORA3	2.27066666666667
LOC389458	-0.7395
TRNT1	-0.44225
CRIPAK	0.194
RAI2	2.67883333333333
ANKRD44	-0.20025
GZMB	1.80325
NFE2L1	0.662125
STIP1	0.0945
RASL11B	0.6265
NT5DC2	-2.558
LRP2	2.75025
MTDH	0.0464
ARSG	1.3685
HSP90AB1	-0.41925
CT45-6	-5.80325
ZNF483	-0.343
LMBR1L	-0.129
S100A2	-0.8609
C2	-1.39816666666667
C2orf27	-0.285125
EIF4EBP1	-0.86575
GCKR	-3.99133333333333
PPP1R9B	0.468125
FER	0.3635
SNRK	0.534166666666667
OR5M10	0.4785
UTP6	-1.5965
CAPZA3	0.37125
FBP1	2.37588888888889
TERT	-2.5775
CCL1	-1.555
FUCA1	1.309
ALS2CR8	0.658
KCMF1	0.04825
SRCRB4D	-0.6295
OXCT2	-0.232
IL17RA	1.05116666666667
MPP5	0.570875
SPA17	0.45625
FLJ10986	1.09383333333333
GALNT14	-2.942
CXorf27	1.00325
NPLOC4	0.564
RAB34	0.01525
KRTAP3-3	0.7195
ARSD	1.34783333333333
CPLX2	-1.9599
PJA1	0.55925
WHDC1L1	-0.416333333333333
RB1	-0.9166
MTMR15	0.0835
PHLDA2	-0.2464
GUCY2F	0.108
MPV17	0.188
SLC35D1	0.0685
LYSMD3	1.1857
COL16A1	1.202
ERLIN1	0.0786666666666667
JMJD4	0.67175
HIST1H2BK	-0.32175
TP53I11	1.7675
ST3GAL4	-0.5409
PF4V1	-0.2285
ALG8	-1.20475
REG1A	0.39975
MINA	-0.8745
CYB5R3	0.0805
HHLA1	-0.48275
MYST4	1.6468
VASN	-1.89225
UCHL5IP	-0.1255
TFAP2A	0.8406875
MGC9913	-2.2815
C9orf97	1.1095
LOC90379	-0.88225
PHF15	0.674642857142857
ZNF169	0.0563333333333333
KRT7	-0.1323
GLIPR1L2	2.18375
LOC116236	1.1185
IQCF3	-1.435
RDH14	0.731166666666667
HNRPK	0.515857142857143
RABEPK	-0.3295
ISX	-2.333
CBARA1	0.69375
RAD51AP1	-1.2145
MLL5	-0.05075
CXorf48	-3.4315
SGCD	-1.06425
PHTF1	-0.156875
CA3	0.85675
CMTM5	0.439
STX10	-0.17575
JMJD2D	0.14175
P4HA1	-0.8585
GAB3	-1.71883333333333
DHRS4	0.959166666666667
COL4A1	1.781
C20orf20	-0.359125
OSBPL2	0.797125
PTTG2	-1.22425
KIAA1688	1.1805
STS	-2.62875
SHROOM4	0.5645
KBTBD5	1.02066666666667
ALDH1A3	-0.6605
BTNL2	0.133
TGIF1	0.2945
ZFAND5	0.116375
ICA1	1.368
NAV3	-0.718166666666667
FLJ12331	-0.695
EPS8L2	0.7751
MNT	-0.1005
ENTPD1	2.27641666666667
OR51E2	1.4365
STK11	0.482625
MX1	2.749625
TTTY9A	0.104333333333333
CX62	-0.199
LOXL4	-1.552625
EXOSC4	0.1
PURB	0.184357142857143
SETD1A	-0.695333333333333
RELB	1.1815
LAMB2	1.59716666666667
HNF1B	-0.0491666666666667
PNLIPRP3	-2.26
C14orf139	-1.36175
UMOD	0.56375
GRIN3B	-0.89375
GPR25	0.285
ZNF512B	-0.477
ATP6V0A1	0.259375
SRA1	0.720916666666667
ZNF615	1.28275
ZNF768	0.0955
ZNF469	3.324
DYNC2LI1	0.668833333333334
DNAH3	-0.6355
LOC387911	0.6595
LOC554234	0.25775
ARRDC5	0.171
TMEM59L	-1.37116666666667
MARCH4	-0.728
CNOT8	0.471
KIRREL3	-2.106
ADAM17	0.020875
MYOG	0.390375
CPNE1	0.2945
AK5	2.681375
LOC204010	0.086
NDRG4	0.59125
LOC130074	0.017
PIAS4	-0.0235
NCOA2	1.2965
TEGT	1.3789
USP5	-0.08875
ANKRD21	0.4205
KIAA0692	0.502166666666667
HAPLN3	-0.039
LZIC	-0.8255
NRXN3	-1.23625
CDKN2C	-1.26116666666667
KIAA0226	0.334
CYB5D1	0.6675
WDR68	-0.1785625
ABCB6	-0.3332
MRPS25	-0.91625
ZMAT2	-0.211583333333333
KRT25	-1.2715
RPL11	-0.74575
GRAP	-0.5005
LOC198437	0.479666666666667
RORC	0.95025
RAP2C	1.74571428571429
MXD1	0.15
AZI2	0.381666666666667
NUAK2	-0.645
AHSG	-6.955125
MANSC1	2.29
IMP3	-0.8005
C2orf3	-0.906
VSTM3	2.193
PCTP	0.06725
SIRT1	0.123
MANBA	0.3655
CD164	0.4665
GFRA1	3.0325
PRM2	0.79525
ZKSCAN3	0.115
PLEKHG1	1.2405
TPRKB	-0.52625
UBFD1	-0.162333333333333
CDKL5	0.972166666666667
HIST1H2BD	0.459333333333333
INPP4A	-0.4975
BMX	-0.738125
PTPRU	-1.6
LOC554202	-0.294833333333333
HOXC8	0.83525
IL12B	0.0695
ADPGK	-1.00375
ZNF418	1.0155
SIAE	0.7205
CWC15	-0.36875
RP13-401N8.2	-0.236
KLHL11	0.5115
DEDD2	0.1825
PSMB3	-0.3425
DDX25	-3.3085
ZBTB3	0.679333333333333
GFRAL	0.658
RPS25	-1.25466666666667
FAM57B	0.446
TESK2	1.72483333333333
DNM1L	-0.229
ZNF207	-0.237
CLEC11A	0.704625
TOLLIP	0.785375
TMEM61	1.0305
DLK1	-5.3287
PLVAP	2.509375
NOD2	2.76533333333333
SCMH1	-0.19475
FLJ40235	-0.36625
HTR2A	-0.111
ARMC5	0.0585
FUT7	0.567
PRELP	0.8223
ALKBH6	0.319333333333333
GYG1	0.453416666666667
POLR3GL	-0.0505
COL8A2	2.92916666666667
OR10A5	0.67775
C1orf187	-2.247
TXLNB	-0.4815
C16orf68	-0.638583333333333
R3HDM1	-0.3855
C16orf75	-1.2995
BAALC	-1.3765
TNP1	-0.0905
GAPDH	0.101666666666667
COX7C	0.792
ERRFI1	-1.19075
PGAM2	0.319833333333333
FAM108B1	-0.48625
APC	1.289875
TLR2	2.27725
SUCNR1	0.55225
ZNF233	1.751
WFDC1	-1.0625
PSG11	-0.4103
SLC39A1	0.44275
PSAPL1	-0.822
CDC42EP1	-0.243625
MECR	0.08175
KIAA0101	-1.6122
MACROD2	0.7109
MMP19	0.443583333333333
LOC202459	-0.845833333333333
VNN2	-0.42125
ACCN3	-1.7155
TIMD4	0.978
RNASE8	-0.331
CCDC7	0.85675
SULT2B1	1.5495
ME1	-1.2325
MGRN1	0.58625
MRPL30	-0.267875
IVL	0.488625
CALM1	0.67135
PLEKHA6	0.9872
B4GALNT2	0.213
PGDS	2.0445
C8orf33	0.51775
TMEM56	-0.174166666666667
CKM	-1.28866666666667
ESR2	0.8797
ACOT8	0.987
AGTR2	1.89966666666667
LOC155006	1.01425
BC37295_3	0.4085
EPM2AIP1	0.372833333333333
PZP	-0.0525
RPS9	0.230833333333333
C18orf51	-3.20975
SIVA1	-0.1361
HEATR2	0.019
CD3E	-1.39708333333333
C20orf142	1.169
PGLYRP3	0.2245
CCDC139	-0.4385
GPS2	-0.443166666666667
NOL14	-0.57975
LRTM2	3.203
TRIM36	1.0435
TP53RK	0.4988
FBXL13	-0.251166666666667
RUFY2	0.372642857142857
C11orf70	-0.130833333333333
HSPB9	0.00766666666666665
GJA5	2.0875
HGF	-3.01316666666667
EPHB4	1.04775
SOX18	-0.08125
IFRG15	0.277
SERPINA10	-3.75425
WDR23	0.91875
REEP2	1.268
CDK3	-0.46575
HSPA12A	1.7765
ARL8B	0.9384
SATB1	-1.27516666666667
PPM1D	-0.810166666666667
VPS45	0.354833333333333
TP53BP2	-0.2555
GJE1	3.0955
CACNA1G	0.175125
VGLL4	1.138
GNPTG	0.478
ROS1	-2.77925
C21orf128	-0.0595
BMP8B	0.7055
SLC5A4	-0.7575
SLC6A3	0.143833333333333
C16orf53	0.2425
TMEM81	-0.296
APC2	0.1607
SYAP1	0.805375
C6orf54	-1.0985
ZBED5	-0.2531
PVR	-0.684875
LTA4H	-0.0981666666666667
CCDC24	1.7459
MAGEA4	-4.63266666666667
IFIT3	1.28166666666667
MYADM	1.325125
C21orf82	0.2625
PDE3B	-1.91675
TMPRSS11A	-0.48425
PGK1	-0.00311764705882355
CCL13	2.3606
DERL3	-1.11166666666667
MLXIP	-0.876916666666667
PLOD1	-1.369375
MTFR1	-0.3556
NPDC1	1.31266666666667
GPAA1	-0.0731666666666667
LTV1	-1.00625
RYR3	-1.159
C7orf46	-0.105
VAMP2	-0.032875
RNF135	1.1172
SUPV3L1	-0.21525
FIBP	1.091875
ADAMTS18	0.782
RNF25	0.404
SOS1	0.26675
PLAU	-0.449375
MATK	-3.63925
EHF	5.8025
CTNND2	2.134625
PTEN	1.349
ZNF189	0.412125
SLC28A3	0.8685
GUCY1A3	3.1935
SETD2	0.484875
ROGDI	1.18575
TICAM1	-0.0969
RASSF3	0.69
PACSIN2	0.499166666666667
SERPINB5	-0.498833333333333
PRKCDBP	-0.023
TFDP3	0.3895
LGR6	2.26225
RFX5	-0.260666666666667
OR52J3	1.2685
PTPN18	0.789875
ZBTB34	0.181
KCNF1	2.07125
SYNE2	0.900642857142857
SLC22A4	-0.737
NETO2	-1.399125
VCPIP1	-0.5255
LDHD	1.7205
ESX1	-3.31125
SQRDL	0.881
GALK1	-0.4985
SERPINA6	2.247
HD	0.932625
ASCL3	-0.628
FBXL6	-0.37675
FABP7	-4.529
MAGEC3	-0.6055
KLC4	-0.109375
CD1D	-2.900625
PRAM1	0.42675
EIF3B	-0.0172142857142857
DSCR8	-6.3405
FLVCR1	-0.6075
KIAA0141	0.51425
PROM2	3.6375
ALOX5	0.203111111111111
GPR162	-1.57
LYRM2	-0.6765
RNASE6	-2.489875
HES5	1.8175
GJA1	1.429625
MRPS14	-0.423
HMHB1	-0.023
TAF7	0.845375
BTNL9	-0.1307
SFXN2	1.45425
VEPH1	-1.98625
GK2	0.2995
AMBP	-5.543625
KIAA0953	-0.2535
XAGE5	-0.431166666666667
CCBP2	1.0635
TGM2	-1.6415
ZNF202	-0.7875
ACTL6A	-0.0793333333333333
SLC23A2	0.2126
ARHGEF7	-0.669583333333333
LOC728635	1.248
CRYM	-0.702833333333333
PKD2	-0.211
MANBAL	0.967166666666667
LIN54	-0.67375
ACTL7B	-0.31225
OR4D9	0.239
KIAA1683	0.346125
ZNF704	0.884666666666667
TCP10	-0.20825
MAGEB18	-0.558
DEFA4	0.110833333333333
ZNF197	0.0935
PTOV1	0.197666666666667
RNF208	0.245
CMIP	0.174333333333333
TRDN	0.398
UCHL1	-1.80225
APOL6	-0.0316
PLK1	-1.5465
NPHP1	2.11616666666667
NDUFA11	0.3595
DAB1	0.4475
RTN4R	0.66775
PUSL1	-0.107
SYT2	-0.07575
ANXA13	-0.0745
RFTN1	-2.0355
ATP8B2	-0.983666666666667
VN1R2	-0.0305
OR52E4	-0.088
NPPB	-3.3205
ZNF148	0.663375
ZNF141	-0.210875
IKZF1	-3.227
PSMC2	-0.21125
GGA3	-0.274166666666667
LPGAT1	0.992583333333333
SEC16B	-0.277166666666667
C5orf38	-1.3075
THOC2	-0.3013
SLC16A12	-0.949833333333333
ALK	-2.170625
DACT3	0.5875
CACHD1	-0.491
GAN	0.2645
EXOC6B	-0.071
HIST1H2AE	0.69225
VAMP1	-2.26625
SRI	1.29683333333333
AKAP14	0.5795
HLA-E	0.5899
SLC25A32	-1.02633333333333
FLT3LG	-0.607
ATP1B1	-0.07025
WDR1	0.8256875
SWAP70	0.50725
TRIM31	-0.99175
ARNT	0.534125
ZNF596	0.6504
CDKN1B	0.456333333333333
FOXC1	-2.103875
SEMA3A	-4.2156
LSM14A	0.53775
STEAP3	-0.972375
ABCA1	0.350833333333333
PLSCR2	0.443
EDC3	-0.475583333333333
THBS3	1.37975
C15orf43	-0.0798333333333334
GMCL1	0.376666666666667
C9orf71	0.35975
MGAT5	0.149
LOC402164	0.4705
TSPAN8	-5.5785
DYNLT1	1.271125
IGSF1	0.1485
TMEM143	-0.37075
FLJ25006	-3.09
ATP13A3	-0.4895
C3AR1	0.31125
CADM2	0.451333333333333
EFNA4	1.2385
HAO1	0.57
TWF1	0.8035
MRPS17	-0.5295
MYH9	1.57041666666667
C9orf9	0.5125
C17orf79	-0.237666666666667
FSCN3	0.16175
BDKRB2	0.530666666666667
PCGF6	-0.253166666666667
RAP1GAP	0.410166666666667
TAS2R41	1.612
DCLK1	-0.2506
DEFT1P	0.121666666666667
TAF2	-0.138666666666667
COPZ1	0.739
KATNA1	-0.8295
STIM1	0.73875
TBX2	-1.82116666666667
RPS4X	0.565692307692308
MARCH8	0.876
DHX33	-1.29533333333333
TMEM161B	-0.341
SYPL2	1.295
ADCY5	1.276875
SRPK3	0.4155
CXorf9	-1.20475
REC8	-1.233
CLP1	-0.3262
MGC52498	-1.792
DUOX2	0.715
C6orf150	-0.187
TSC22D3	2.1545
CASP8	-1.4277
PRKD3	-1.583125
CFH	0.21875
TRO	-1.78925
NRIP1	1.958
ZNF707	0.0956666666666667
TBC1D22B	-0.299166666666667
HYI	-0.1415
COX7B2	-0.75475
GPR52	-0.07775
CASC3	0.442571428571429
METRN	0.92475
KRT3	0.64
ARF1	0.484285714285714
C1orf111	0.3195
MOG	-0.63
C6orf50	-0.6015
MGC12966	0.69025
ATP7A	1.34416666666667
NOTUM	-3.08216666666667
LOC342897	0.356
ITSN2	0.4515
GIP	0.238
LOC89944	-0.0713333333333333
UBXD8	0.9905
GYPE	-2.02483333333333
JAG1	1.11983333333333
RLBP1L2	0.395
HIST1H2AL	0.61925
PAPPA	-1.5158
CYP4F8	-0.61475
TRH	2.02
DCTN3	0.2544
NT5C	0.21675
HTR3C	-0.27
VPS41	0.658875
KIAA0174	0.3951
ANKS6	-2.84775
MPV17L	-0.211666666666667
MT1M	-0.834
DTX1	0.76225
LOC146325	-0.669
ZNF639	-0.160333333333333
CACNG4	1.3459
TNNC1	-2.18375
MGC27345	-0.483875
CASD1	0.5339
HOXD4	-0.4195
SMC4	-1.07411764705882
TTC35	-0.3449
CTXN1	0.994125
RGS19	-0.59625
SFRS3	-0.307083333333333
TRIM43	-2.4855
HLA-DQB1	3.083
NUPL1	-0.596
NRAS	-1.7025
RPL22L1	-2.7165
ZNF138	0.2445
FBXW2	-0.0879
SIX3	0.191333333333333
HDAC9	0.284083333333333
OGG1	0.11625
APLP1	-0.464333333333333
OR7A5	-0.0025
DLX4	-2.55125
TUBA1B	-0.0909166666666667
CRY1	-0.291375
C12orf29	-0.33
MGC70863	-0.0471363636363636
OR1D2	-1.4585
C1orf25	0.24925
CUZD1	-0.0925
PUNC	-2.6655
SCAND1	1.344
MYT1	-0.9525
MPND	0.404
GOLGA1	0.9604
ZBTB43	0.145
VAPA	0.57025
C4orf36	0.02875
STAP1	0.40725
SLC34A1	0.13375
PIK3R3	1.302
TGM5	0.191
USPL1	-0.5527
FBXO40	-0.202
BRF1	-0.0637
CCL27	-0.769
hCG_1657980	-0.253
PFN2	0.7015
MYBPH	-2.522
PPP1CC	0.190875
CDCA7L	-2.453
KCNB2	0.19125
C20orf151	1.836
USP13	-1.01025
RCOR2	-0.219833333333333
FBXW4	0.874833333333333
WT1	-3.7815
TAS2R46	-0.323
STK38L	0.673666666666667
LEPROT	-0.370125
DDX42	0.55275
TXNRD2	-0.850166666666667
TNFRSF4	1.995
KSR1	0.02875
SLC27A1	0.976666666666667
POU5F2	0.5185
SLC22A11	0.17075
C8orf32	-0.646333333333333
ZNF236	0.375071428571429
GABRB1	-5.206
LRRC29	1.602
FBLN1	0.628909090909091
MRRF	-0.1405
RP1	0.337
MARVELD1	-0.2615
AFF4	0.300857142857143
C17orf54	-0.726
RAF1	-0.01925
SUB1	-0.378
MRPS33	0.1065
ZIC1	-3.3053
ARL10	-0.0025
RAG1AP1	0.701833333333333
P2RX5	-3.3893
NCR3	0.355166666666667
LTB4R2	0.178
HLA-DPA1	3.101625
FKBPL	0.1695
JAKMIP1	-1.94075
SNX4	0.9165
CD248	1.70025
CCR2	-3.101875
LOC401152	0.998666666666667
SH3KBP1	-1.1293
LMBRD2	0.685428571428571
WDR51A	0.3095
SYT15	-0.67
SMOX	-1.3135
NACAP1	-0.0345
DRD2	-0.036
COPS2	-1.1265
FCER1A	3.295
TMEM112B	0.2835
SUGT1	-1.2507
CALR	-0.186125
DPY19L2P4	1.77125
ADRA1B	-0.44925
LTB	0.20125
SNRPD1	-0.85425
NCAPG2	-1.30583333333333
KCNMB1	2.12466666666667
ITGAV	0.786
LENG4	0.66575
C13orf16	0.493
C20orf3	0.978125
PIP5K1A	-0.534666666666667
PCNA	-0.37675
C1orf34	3.67525
MMACHC	-0.0175
BEST1	-1.12966666666667
REV3L	-0.6365
ZRANB1	0.165
AVPI1	-1.1285
ATG5	0.224875
SARM1	1.3395
RGS7	-1.953
HMP19	0.035
SGTB	-0.8554
FEM1A	0.5111
C1orf122	0.555875
MYCT1	1.314
GM2A	-0.15775
ZCCHC7	-0.729642857142857
MYH10	-0.955375
DKFZp761B107	0.69
ADAL	-1.21975
OR10J1	0.222
TMEM9B	2.017375
DNAJA1	-0.649125
SCGB1D4	0.2985
LRRC50	2.7745
PRKX	-2.7075
NUDT14	1.4707
PCTK1	-0.0310909090909091
ARG1	-3.35875
KIF2C	-1.845
GFM1	-0.287
RAB11FIP3	0.791333333333333
HBD	-3.18516666666667
NPR3	-1.4974
IRAK3	0.711166666666667
OLAH	-1.30333333333333
CYB561D2	1.5685
CNNM4	1.61875
MYO5A	-1.4904
SIPA1L3	1.26941666666667
ADAM10	-0.61675
LIPA	1.39525
NAP1L4	0.379
MRPS22	-1.0775
GNG4	-2.03716666666667
PSG5	0.0933333333333333
PPP2R2C	2.7351
P2RY12	0.00924999999999998
SLC6A13	-0.2625
AGPAT4	-1.0351
C6orf199	1.336375
FAM53C	0.19
TPM1	-0.151727272727273
PYHIN1	1.3825
LINGO1	0.247
CIDEC	0.455333333333333
CRIM1	0.7237
DHTKD1	0.652083333333333
ZNF546	0.146416666666667
CD300LG	1.02655555555556
SFRS2IP	0.555
FLNB	1.7515
NOC2L	-1.0295
SPINK7	0.23075
CRTC2	0.1885
HMG4L	-0.486
C14orf162	1.3845
CCDC123	0.622625
HTRA3	1.2958125
SPTBN5	1.32766666666667
C1orf77	0.16475
TAF1L	0.203
WDR78	2.9045
WDR49	0.480166666666667
SIN3A	0.583
ECSIT	0.0415
VSIG4	2.96675
DIRAS2	0.4883
TXNL1	-0.0355
MTERFD3	0.96775
CCNYL1	-1.215
CISD2	-0.502166666666667
OR5C1	0.3075
OBSCN	-0.552375
GBA	0.519833333333333
SLC9A11	0.856
C6orf64	0.844666666666667
ESD	-1.209375
CYYR1	0.244
PNRC1	-0.34575
FCAMR	0.9485
PPIA	0.125714285714286
VDAC1	0.772625
TRIB1	0.257625
NT5C1B	-0.585
CLDN17	0.4445
ICOSLG	-0.131875
RGR	0.35225
DSG1	0.28
