Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
GNG8	-0.0813333333333333
ELP4	0.1805
FAM65A	0.439833333333333
RPL10A	-0.321666666666667
IRS4	0.1975
MACF1	1.7767
SEC24D	0.4725
LOC374395	-0.0545
TGFB2	-0.361875
MDFIC	0.729125
CHRNE	0.794
PCMTD2	-0.031
ATP6V0D1	0.969833333333333
MTA2	-0.07575
LZTR1	-0.3565
RAP1A	0.619333333333333
AXIN1	-0.62775
POLR1C	-0.4545
TRIO	-0.22
PLXNA4A	-0.56425
C5orf33	-0.39075
DEPDC1B	-2.218375
ZNF473	-0.606
MTM1	1.02525
GPR107	0.767833333333333
CSNK1A1L	0.615833333333333
FLJ14154	0.10975
NLRC4	3.17925
ENPP4	2.80883333333333
PADI3	-0.028
RNF170	-0.37375
CG018	1.16316666666667
C16orf7	0.46225
KCNE1	1.27925
NRM	-0.630166666666667
SLC37A3	-0.325928571428571
TPD52L2	-0.888666666666667
UNC5B	0.3365
C12orf12	0.6065
SDHB	-0.0815
CLRN1	0.33225
NUDT10	-1.426
UGT3A1	0.579125
FBXW8	0.218875
RHOF	-0.235125
PTPLAD1	0.908625
MYO3B	-0.94925
DERA	-0.66925
TPP2	-0.59775
C19orf53	-0.278
GINS3	-1.216375
ST6GALNAC5	2.9965
CHSY1	0.28775
MGC15705	0.239
GPR83	0.181833333333333
EXT2	-0.0615
DOLK	0.56775
TUBAL3	2.66225
ACVRL1	1.7812
ABL2	-0.389083333333333
C14orf156	-0.786333333333333
PTPRZ1	-3.33075
DIP2C	0.653375
LAMP1	1.246125
RXRA	0.2864
MAP3K5	0.751
ALKBH1	0.186833333333333
PDLIM7	-0.7355
ARL14	-3.238
SNIP1	0.167
TIMP3	2.09958333333333
RGS3	0.170666666666667
SPAG16	1.2502
ABHD4	-0.161
ARHGEF12	0.848
GLUD2	0.2565
RAC2	-0.0496
UAP1L1	-0.8165
SLC18A3	0.6405
YOD1	-1.75381818181818
RALY	-0.72725
HMOX2	0.269125
DGKH	-0.44275
DBNDD2	2.25716666666667
YIPF4	0.984625
THAP10	0.329
ZNF513	0.472
HAGHL	-0.595333333333333
ITGB4	1.10033333333333
CCDC141	-0.691
YTHDF3	0.324
C5orf28	1.452
RPL7L1	-0.464
TMEM30B	1.46221428571429
ANKRD35	0.094
DUOXA2	-0.39175
TBC1D5	-0.011875
DFNB59	-0.6935
HRH4	-0.14975
MYO6	3.3827
DNAJA4	3.265125
RBM24	1.331875
CEACAM20	-0.69425
RBM23	0.433642857142857
NGFB	-0.148
C1orf63	-0.8616
KRTAP7-1	0.3595
PERLD1	1.54675
NPB	-1.2645
C17orf59	0.6525
HSPBAP1	-0.86275
SLC15A4	0.069125
PRTFDC1	-1.3255
OSMR	-1.18471428571429
CYSLTR2	0.2885
C19orf25	0.0473
KIAA1797	0.494
NLRP6	1.184
FAM105B	-0.112
SCRN2	0.563
LRRC58	0.0277
RNF17	0.319285714285714
NEIL3	-1.7145
FAM137A	-1.93766666666667
SKP2	-2.665
PARVA	1.0125
PKLR	-1.0635
RNF34	1.187625
A3GALT2	0.0775
C12orf50	-0.336666666666667
SUNC1	-2.555
FAM102B	2.39516666666667
CCT2	-0.772
LRRC37A2	-0.599
ARF4	0.9455
SIKE	0.1955
C8orf48	1.9965
MBTPS1	0.685714285714286
GPSN2	0.699
NCF2	2.5425
SLC12A6	-0.414166666666667
MRPL48	-1.44075
HMGN3	-0.4525
LRRC62	-1.1895
PAX9	1.651375
FAM55A	-0.824
C20orf42	-3.281
SCML2	-1.548
BCL9	0.0375
FAM40A	-0.121
C9orf41	-0.0611666666666667
ZNF774	0.1195
LETM1	0.6815
PLXNB1	0.207666666666667
NIPSNAP1	0.408375
USP10	-0.34725
F9	0.40875
LIPE	2.07975
CNGB3	-0.137
C12orf52	0.099375
PI4K2A	0.44125
MED8	-0.11425
STAT4	0.8069
FGD4	0.552
RNF145	-2.773
WDR32	0.9916
CLDN2	-0.0471666666666667
TCEAL8	0.92875
ZMYND8	-0.346
PDXK	-0.55671875
GATAD2A	-0.73075
PTGES3	-0.925
CCM2	-0.59325
TAP1	0.30675
ZNF670	0.15125
ETS2	-0.425571428571429
C6orf166	0.0775
PRMT2	0.304071428571429
OR4B1	0.272
INTS8	-1.445
CCDC102A	-0.2515
CCDC83	-1.5546
ITGA1	-0.4223
EPHA5	-1.983125
FAM24B	-0.881166666666667
TSGA10	2.52275
HAL	-0.0105
MYOT	-1.248
SPACA3	-0.44775
BCL2L2	-0.445166666666667
CUGBP2	-0.681166666666667
CCNB3	0.4925
RNF113B	-0.16075
MERTK	0.2275
BAG1	2.94375
VPS36	-0.49425
ORMDL3	1.2509
C1orf190	1.44875
ZNF625	0.018
CORO2B	-1.95375
ALOX15	-0.2715
CST1	-0.4655
NUPR1	1.62183333333333
CCL7	0.749
SMCR5	-3.08
DSC2	1.9135
RBMS2	-0.78075
GRIK4	0.877
TRIM65	-0.3116
TMPRSS6	2.7985
TP53INP2	-0.20825
GLB1L	0.0495
LOC388284	0.842166666666667
PUS1	-1.72292857142857
BCL9L	-0.7895
OLFM1	0.928583333333333
RET	3.44725
MASTL	-1.42483333333333
ALX3	0.0825
IL1RL1	0.414666666666667
ZNF765	-0.8605
C14orf138	-0.599
SNX10	0.562833333333333
TAC4	0.12
C1orf64	3.9495
POGK	0.231625
MAPK9	0.51225
ZNF366	2.90675
C8orf79	1.3104
CLDN7	2.90425
OR5AT1	0.665
TRIM37	-1.7035
LRRC25	2.10225
GRHL2	3.0844
TEKT3	0.69375
LASS5	-0.774333333333333
ABCC4	-2.17590909090909
DLG3	1.17125
VGLL1	-0.065
ZFP36L2	0.522666666666667
MFRP	0.497666666666667
KIAA1799	0.26825
FLJ44379	0.2345
PCNX	0.09375
ANXA9	3.1
CYP4V2	2.1282
PIK3C2A	1.413
SRR	2.0445
NOL3	-0.24
IFITM2	1.37
ARNTL2	-2.32125
ZNF595	0.51
NLRP13	0.565
ASPH	0.42325
CPA2	-0.8205
PVRIG	-1.70316666666667
LEPR	0.664833333333333
C16orf42	0.233833333333333
SH3BGRL	1.48675
FAM77D	-0.8745
FNDC7	0.68
C9orf6	0.356833333333333
NOTCH2NL	1.26833333333333
PGBD1	1.3505
SYNGR2	0.922666666666667
PITPNA	-0.05
PRPF4B	-0.6664
SLC43A3	-2.09864285714286
NRBP1	-0.54975
SLC25A22	0.76175
ILK	0.593125
SLC22A8	0.538666666666667
MRPS7	-0.409625
PITX2	-3.11675
FABP3	0.14075
OR1L1	-1.285
LOC728215	0.074375
BLID	-1.874
KIAA1217	3.11858823529412
TFPT	0.18375
AP4B1	-0.70675
VBP1	-0.396
OR1K1	0.4835
MORC3	0.08525
BHMT2	-0.715333333333333
C3orf10	0.982125
FZD7	2.29
WFDC10A	-0.3445
PMS2CL	-0.5735
CCDC32	0.659333333333333
FA2H	0.07375
ALG13	0.3815
TTLL7	-1.93675
SPOCK3	0.516
SLC13A2	0.7935
AIM1	-1.54525
GPRC6A	0.498
EGR2	3.763
MED11	0.07125
WWC1	2.126
SH3GL3	-3.67
RIF1	0.0567857142857143
PRLH	-0.6435
VLDLR	-2.5455
DBT	0.52
C21orf63	2.116
CGGBP1	-0.038875
KRTAP12-2	0.8335
TADA3L	-0.10675
ZBTB16	1.0735
PDGFB	1.42525
RFX1	-0.028375
UQCRB	-0.2092
LOC133874	-0.1495
HPS3	-2.321
LGALS3BP	1.2645
DKFZP564O0823	2.58678571428571
MRFAP1L1	0.4135
HOXA10	-2.883
NGB	-0.568
KIF21A	0.0900769230769231
IFLTD1	0.149
LZTS1	-1.407875
ARHGEF3	1.523
RHBDL3	-1.8185
CSNK1G2	-0.517333333333333
ChGn	-1.52075
KIAA1244	2.76466666666667
GABRB2	0.421
MGC72080	-0.225
CD27	2.77375
EGLN1	-1.4554
PEX13	0.3455
RWDD3	-0.28325
RNF12	-0.202166666666667
GRIN2B	-0.234
ADAMTS14	-1.04325
DYDC2	0.1215
ATP6AP1	1.5361
NR1H2	-0.113333333333333
PDK2	1.12925
C3orf17	0.0986666666666667
SLC38A2	-0.357285714285714
SLC25A29	-0.285666666666667
C15orf29	0.5895
ADAM9	1.77958333333333
TMUB2	0.339875
GPR176	-1.1435
AGK	-0.925
MCCD1	3.91925
NDUFA4	0.05675
TMEM146	0.245
DUSP1	1.18425
UNQ6975	0.1695
EMX2OS	2.2595
INSM2	0.15675
LUZP4	-0.50475
SETD6	-0.09375
P2RY2	1.8345
SLC45A2	-1.832
RABGAP1	0.563
UBXD5	-0.108375
GPRC5A	-0.8574
PAK3	-0.177166666666667
LOC63920	-0.18325
TGFBR1	0.0289
KRTAP6-3	0.40125
SFMBT2	-1.11725
CDC42	0.4074375
C11orf35	0.2585
TTLL2	0.232
UACA	0.7925
CD97	-1.7474
SETD5	-0.615
NINJ2	-1.21925
PTER	0.967166666666667
POMGNT1	1.00775
KRTAP4-2	-0.5885
ECGF1	2.35775
HRB	-0.241909090909091
ATP1B2	-0.5571
LOC400506	-1.2135
COL4A3BP	0.442
C6orf97	2.5395
GRHPR	0.509375
TAS2R1	-0.574
SEMA7A	-0.6865
EDF1	0.4375
ODF2L	1.375
PCID2	-1.42566666666667
GTF2H4	-1.0815
ZCCHC3	-0.81575
CGB2	-0.0188333333333333
NEUROD1	0.727
C20orf75	0.2255
RP5-1054A22.3	0.828666666666667
IFNA5	0.4605
ZNF134	0.522166666666667
MGC119295	-1.64
ZSWIM6	1.430375
SMEK1	-0.101666666666667
PCGF2	0.32925
C1orf102	2.914
CYP2A13	0.5275
KCNH6	-1.1008
MDM1	0.1372
ALDH7A1	1.02533333333333
C9orf75	0.39175
VDAC3	-0.407875
OR51T1	-1.283
EIF3F	0.173416666666667
KCNJ10	-0.598875
LENG8	-0.01625
EDEM2	-0.342166666666667
CCNJL	0.113333333333333
DHX37	-1.7855
CRYGN	-1.313
AATF	-0.915625
ZNF630	1.7425
E2F5	-0.4045
WFDC13	-0.76975
FTSJ3	-0.9235
C4orf33	0.0395
LHFPL4	-2.35425
C19orf56	-0.0750833333333333
SMAD4	0.45525
AFM	0.311
G0S2	-0.358
FCHSD2	-0.6224
RRP1B	-1.2192
EEF1B2	-0.5355
STAT6	0.540166666666667
ZNF195	0.07825
GNL1	-0.652166666666667
ZNRF2	1.08383333333333
PER3	0.9255
ASB16	0.40425
C10orf10	0.473857142857143
ADCY8	-0.391
C9orf58	-1.3295
ARMC10	0.336
PSG1	0.2935
DHX34	-1.17025
VARS2	-0.827
NFIC	0.62175
ITPR2	3.079
AGXT2	0.2786
OR6K3	0.333
H2AFZ	-0.852833333333333
MLLT3	0.660916666666667
COX4I2	1.4695
CCNT2	0.2125
PLK4	-1.211625
NUMBL	-0.319833333333333
MED16	0.1345
PLEKHQ1	0.92075
GOSR1	0.575111111111111
BTG4	0.28175
RPL30	-0.0149166666666667
IGSF5	-1.977
IGFL2	0.440166666666667
ELMOD2	0.999
SHC3	-0.311166666666667
HAVCR1	-0.1485
DYNC2H1	-0.71275
RNF5	-0.3004
C2orf7	0.28975
NLF1	0.325
KLHL25	0.2925
LRP10	1.1828
KRI1	-0.665
PUS7L	-0.536333333333333
MGMT	1.7355
HOXD1	-0.746166666666667
CSH1	0.1648
ATG16L2	-1.8815
FLJ44635	0.5745
CHODL	1.072
EXOSC8	-1.649
SLC28A1	-0.71775
MYO7B	-0.657
SEH1L	-0.4651
MTNR1A	-0.4948
TSPAN5	1.60416666666667
CDC45L	-2.04333333333333
AMIGO1	0.907
ATAD3A	-0.67075
OSGIN2	0.118166666666667
PDIK1L	1.173
DARC	3.532875
PIPSL	0.3235
SHMT1	-0.0305
CRISP3	-0.499
POPDC2	1.84216666666667
ZRANB2	-0.698
FBXL8	-0.07075
TRIP13	-1.57963636363636
EIF5AL1	-0.89
POU5F1P3	-5.16533333333333
IL6	-0.630666666666667
CXorf38	0.1185
IFNA16	-0.5985
FBXL2	2.62133333333333
BRD1	0.5995
STATH	1.178
FBXO44	1.23966666666667
MCCC2	0.73775
CDC2	-1.2329
C5orf23	0.89025
IVD	1.07483333333333
C10orf122	-0.74725
MSL3L1	-0.4468
MVP	0.3495
EPOR	-1.1382
ZMYM1	0.0805
BCL7C	-0.406666666666667
PSTPIP2	0.8805
LYPD1	-2.01625
OR8G5	-0.1095
ZP3	-0.4725
BCAS4	1.57383333333333
EDG6	1.43625
ISY1	0.11075
PRAMEF2	-0.75625
CUL1	-0.258125
RNF213	0.7027
CCRK	1.2365
DHX9	-0.413125
C13orf29	-0.47425
NCKAP1	0.0775
MRPL43	1.42171428571429
XPR1	-1.072
PKN2	0.3981
PODNL1	0.042
ZNF333	-0.380625
DALRD3	1.1985
OPN1SW	0.453
BTBD6	1.1215
C11orf82	-2.8485
OR5P3	1.0275
DUSP11	0.34125
L1CAM	-1.96625
NEK11	2.24183333333333
OR7E91P	1.017
CNTN3	2.8092
CREB3L2	0.386
ZBTB37	0.0825
KIAA1324L	1.447
NDUFB10	-0.00633333333333333
NUDT2	0.2105
GTPBP8	-0.25975
CACNA1D	2.375375
PRKAA2	0.289833333333333
PRDM8	0.6745
MGC16075	-0.107
KRT14	-0.436357142857143
PP8961	0.238428571428571
MRPL18	-0.27375
ABCG2	-3.0875
PACRG	1.40125
BBS2	1.1155
KREMEN2	-3.841
FBXO21	0.72075
HNRPUL1	0.3275
GRB10	-0.05925
CLSTN1	0.83
LMAN2	-0.064
C17orf61	-0.02425
NIPSNAP3A	1.0955
INSIG2	-0.499
PCDHB7	-0.48
STXBP2	0.981375
CMAH	-0.171583333333333
SEMA5B	-1.42075
ZNF155	0.505166666666667
COQ6	0.359
PRPF4	-0.56425
TSPAN15	2.7087
VN1R5	0.451
LATS2	1.004
SELK	0.75775
PGK2	0.4075
MS4A1	-0.07975
TYW3	0.0612
KRTAP5-1	-0.0875
RCCD1	-1.45133333333333
BTN1A1	-0.0825
DDX28	-0.613
TMEM65	0.393375
LOC92345	0.433
TTC31	-0.6205
WDR46	-1.31466666666667
CHP2	-1.303
LSP1	-0.024
ZNF542	-0.9775
EXOSC1	0.10125
ARHGAP18	-0.936666666666667
LRRTM4	-0.72675
MAOB	1.52566666666667
CACNB4	-0.854333333333333
MGC33846	-0.236625
RANBP3L	1.853125
ATP5L	-0.055
ONECUT1	-3.4515
NUDT9	0.16375
TMEM149	0.382
STX17	0.43525
IGSF10	-3.19
TMPRSS9	-0.0025
BMPR2	1.56033333333333
ALLC	0.2075
KLF7	-0.608625
GCC1	0.6585
TIMM9	-0.53325
CDO1	0.219166666666667
MGC10701	-1.9645
IFI6	2.115
FRMD8	0.65725
MGAT2	-0.22525
WBP5	-0.145666666666667
CNIH2	-0.133
KIAA0907	-1.7154
KCNH8	-0.736
CTSG	0.03325
GRIK1	1.22366666666667
CUL5	-0.0935
FRMD1	0.906
OR9A4	-0.3295
SYT6	-1.49025
FOXD4L2	0.95175
ANAPC2	-0.3275
OPN5	-0.902
TAF13	0.4795
LYG2	-0.8205
GGNBP1	-0.6695
C11orf40	-0.0245
OTX2	-1.2435
REG4	-0.875666666666667
EIF5	0.1934375
PALB2	-0.732
SEPSECS	-0.2466
RNASE3	-0.60775
TRIM49	-0.3805
POLR2K	0.7049
GPR42	0.175
C8B	-2.8395
SASS6	-0.84925
PREB	-0.748666666666667
OR3A3	0.299
TUBA8	0.241
IGLV2-14	-1.23475
STIL	-1.389
ANKFN1	-1.672
NME7	-0.73925
HOXC12	-1.46966666666667
UBE2C	-1.082125
FHOD1	-1.85675
CDK2AP1	0.489416666666667
OR6K2	-0.0562499999999999
DHPS	0.364
RPL5	-0.436916666666667
TRGV5	0.4905
LOC541472	-0.352
HCCS	-0.2216
DENND1B	2.5905
LHX3	0.0505
OR5D16	0.836
CXorf57	-0.2445
IRF2BP1	1.12625
NDST2	0.375
LCE3D	0.678
BOLL	-0.61625
SYT3	-0.83475
PIH1D2	-0.56375
C20orf7	-0.597666666666667
IL1R2	0.751333333333333
SLAMF9	-0.1895
PPME1	-1.02925
PIK3CA	0.38525
TRAPPC1	0.060875
COLEC10	-0.36975
SLC9A6	-0.786
PDDC1	-0.05625
CCDC53	0.88425
GK3P	-0.39275
DAZL	-0.27325
BRI3	-0.3885
SDK1	-1.31625
CYP2C18	0.00475
IFI44L	2.65725
RPL3L	0.312
FUT9	-1.0094
KIFC2	-0.4105
PMP2	-0.43125
SLC4A9	0.451
PLAG1	-1.77933333333333
MYCBP2	-0.384333333333333
OR4E2	-0.138
CCDC65	1.17075
C16orf82	-0.333
ENTPD4	-1.2365
BRP44L	0.716875
PMP22CD	-0.20175
TMCO4	0.881666666666667
KCNN1	-0.690166666666666
WDR35	0.3905
CCDC80	1.69425
C3orf31	-1.3625
SLC7A9	-2.0255
TMEM190	-1.37275
DBC1	-1.39116666666667
FADS3	-1.81416666666667
PDZD8	-0.027
GRM5	-0.014375
AZGP1	4.0123
PEX3	0.7085
MED1	0.424857142857143
ATG4C	-0.899833333333333
HNRPH3	-0.80975
FAM109B	2.2635
C4orf17	-0.2785
CA10	0.12
OPRD1	-0.4075
CCL16	-1.8255
SACM1L	0.48375
CST6	3.96175
CD63	1.024625
LGI1	-2.0945
ZNF784	-0.01025
CRYBB1	-1.166
CX3CL1	0.2068
TOP2A	-1.08375
GYPB	-3.554
GADD45GIP1	-0.497
FEN1	-2.06975
IGF1R	0.5379375
WDR72	-1.1125
PURG	-1.6302
DEFB126	0.7885
PKD1L1	-0.333333333333333
CAV1	-2.4098
GNPDA2	1.1774
DGAT2	-1.525625
NLGN1	-3.59075
STRBP	0.56425
HPRT1	-0.762666666666667
FANCI	-1.757
PSMA7	-0.274
DBF4B	-0.746
TTF1	-1.01225
RAD54L	-2.0965
ELOF1	0.32575
PLAGL2	-0.785625
ZNF256	0.2255
HMGCL	0.74525
MSI2	-0.0393333333333333
RPESP	0.131
C11orf60	0.32175
ABCD1	0.511
ACAA1	0.831
SPARCL1	4.203
IL6ST	2.6018
ZNF319	0.32575
TMEM109	-0.5361
FAM90A1	0.0231666666666667
IL22RA1	-1.913
ATP4B	-0.436
TEC	-1.67716666666667
C7orf30	-1.03825
TXNDC2	-0.227166666666667
ABCB4	-0.13475
KIAA1191	0.57225
C9orf38	-0.1685
SFTPB	-0.126571428571429
CNTNAP2	2.26291666666667
FRK	2.6295
TBX19	-1.11375
CHD4	0.032
C6orf26	-2.70516666666667
MOSC2	1.6925
IKBKE	-0.243
HIF1A	-1.9685
LOC595101	-0.696
RELA	0.594333333333333
TMEM16B	0.5045
ABHD12B	-2.49125
TSEN34	1.11425
KIF18A	-1.155
TXNDC9	0.539333333333333
SPATA2L	-0.1505
SEMA4G	0.442
C21orf91	-0.08125
MATN1	-0.0145
KCNIP4	0.6146
TUSC1	0.67775
OR4C15	0.222666666666667
ARMCX6	0.272
WBSCR27	-0.527333333333333
OR52I2	0.111
KIAA1604	-0.72775
DYNC1I1	-1.74125
PPP4C	0.089
SLC47A2	-0.87075
TREH	-0.102428571428571
CD48	1.32266666666667
ST14	0.766333333333333
PKN1	0.406
SPON2	1.248
XBP1	3.48691666666667
SFRS12	-0.488833333333333
EFCAB6	2.77575
SELT	0.27475
SLC39A2	-0.4905
ERF	-0.456666666666667
ARL3	1.704125
SURF6	-0.9636
MLLT10	-0.429285714285714
FLJ11171	0.705
TDGF1	-4.39266666666667
ERCC6	-0.30375
EIF2AK4	1.725625
BAZ1A	-0.425666666666667
LRRN3	-0.705666666666667
TMC3	2.6965
EFTUD1	0.2695
PTPRO	0.8945
CLEC12A	0.5925
ACBD4	0.385625
ZDHHC14	-0.72975
OTUD7B	1.164
ACTB	-0.238875
MSRA	-0.181625
LCE5A	0.3765
IFI35	0.453
BSCL2	0.321
ANKRD12	0.819833333333333
CFHR2	0.079
RGAG1	-0.814333333333333
HSFY1	1.8245
SLC30A5	0.270666666666667
IMPG1	-0.182
GPR109A	0.739
ZNF185	2.00275
IYD	3.09975
NPCDR1	0.951
SERPINA13	0.2605
HMGCLL1	0.75325
NEUROG1	0.322
UBQLN1	-0.101625
LIN37	0.68475
SOCS2	-2.28125
DSCR4	-1.755375
XKR6	-2.287
GPR142	1.0135
KRTAP13-3	-0.332
CCDC15	-0.981333333333333
MOS	0.029
CD1E	-1.035
OFCC1	-0.103166666666667
FAM83D	-1.643
SRFBP1	0.304
C9orf96	0.0785
DHDH	-0.202
CCDC90A	-0.0695
RABL3	1.4295
CD320	-1.075
ANGEL2	-0.220666666666667
MRPL21	1.46
SMG6	0.389166666666667
INSR	2.3293125
FLJ14816	-2.0475
GLRB	2.13266666666667
C9orf89	0.97775
CIZ1	-0.843
URG4	-0.312666666666667
LRDD	-1.00166666666667
CBY1	0.889
NFX1	0.309875
MTERFD2	0.165357142857143
C19orf23	-0.347
PGC	-2.666625
IER3IP1	1.2464
RASAL2	0.119666666666667
C1orf89	-0.1925
SYNJ1	0.152625
NFKBIE	1.029
FLJ40125	-1.36
TCEB2	-0.0994
NOG	-1.4935
POLR2J2	-1.06733333333333
HLA-B	2.06975
PCDHA1	0.703
PPP2R2B	-1.4155
ARHGEF17	0.480833333333333
TCF7L2	1.21421428571429
CHD5	-0.596166666666667
ZNF431	0.404125
TBC1D25	-0.14475
ZNF800	1.31875
SCUBE2	3.97027272727273
MYCBP	0.502833333333333
GPX5	0.3465
C6orf129	-0.400666666666667
QSER1	-0.318333333333333
ULK2	2.78375
PIGO	0.8215
NRCAM	0.182538461538462
SLC35E3	1.7705
CSRP2	-2.4295
HYPE	0.798
MAPK15	0.00349999999999998
MGC14327	-0.2255
TIMM13	-0.214
ZNF462	-0.5465
GBA3	-0.76975
TEX13A	-0.6235
MCM6	-0.496444444444444
MTRF1	-0.738875
ABCA7	-0.2515
EIF4A2	0.06375
ZC3H10	0.5783
RPGR	0.177
C20orf94	0.269
RP1L1	-0.0415
GPR125	-1.02185714285714
USP22	-0.0832857142857143
OR1L4	0.32975
MLZE	-0.49125
FLJ32065	0.2005
PTCD1	-0.30075
CRTAC1	0.928666666666667
BXDC2	-1.18075
C18orf1	0.98
FAM107A	1.20678571428571
EFNA3	-1.078
P18SRP	-0.1163
CAMKK2	0.778083333333333
KIAA0649	0.65475
NES	-2.109
HS6ST3	-1.00275
PON2	-0.20275
TCP11L2	-0.1925
CLEC4A	2.13525
PRR12	1.121
MLXIPL	-1.8246
C2orf50	2.739
ZNF28	-0.2865
ENC1	-0.0971666666666667
MAP2K1	-0.292125
FKSG2	1.388
KIAA0430	0.28
PTP4A1	0.139777777777778
GPR156	0.6165
GTF3C6	-0.04175
UBR2	-0.0847
LOC388272	-0.30475
MAK	1.7096
ACOT4	3.691
STC2	2.67066666666667
PIGW	-1.067375
SAE1	-0.027625
COL6A1	-0.1765
OAZ1	0.584166666666667
STMN4	0.530166666666667
EDG3	0.341333333333333
SGCE	-2.7455
IL11	-2.28316666666667
PRSS8	2.214
YIPF5	1.09808333333333
WNT4	4.161625
CSN2	0.325833333333333
TCF7	-2.9905
TDO2	2.8045
SAMD9	0.45575
S100A7A	-0.3305
MMRN1	3.75766666666667
GKAP1	0.891
AKR1C3	-1.88025
RNF19A	0.7275
GMDS	-0.8265
YKT6	-0.239875
SPARC	0.4049
C12orf31	-0.7295
UBE2V2	-0.566166666666667
FBXL18	-0.911166666666667
KIAA0460	0.031
ADAM22	-1.316
SERPINC1	-4.103
KCTD21	0.38775
MYOHD1	-1.10225
ZNF37A	0.943166666666666
GTF3C1	-0.428666666666667
CTSZ	1.5635
PRNPIP	-0.073375
DRD1IP	0.17625
NR1I2	-2.94766666666667
ZNF266	-0.5211
SPAG4L	-1.4485
COX4NB	0.215
SAPS1	1.59583333333333
APOA1	-3.895375
TATDN1	-0.6085
C10orf82	3.4575
KPNB1	-0.7165
FOXO3	0.0490833333333333
CRYBB2	-0.4955
ZBTB5	-0.3445
SLC25A38	-0.0175
DCTN2	0.135333333333333
IFT20	0.19125
CTHRC1	1.2665
C1orf31	-0.9345
UHRF1	-0.7912
GPC6	-0.15425
C10orf54	1.0225
MCF2L2	0.1305
WNT9B	0.140375
OLA1	0.80375
FAM120B	0.077
TTLL10	-0.105
CYorf15A	-2.7
RELN	-2.40266666666667
SCN2B	0.508166666666667
MFHAS1	-0.22175
NKX3-2	-1.54933333333333
RASGRF2	-0.798
SSBP1	-0.911333333333333
KPNA6	0.2865
LOC389118	0.334
HS3ST4	-1.74755555555556
SUPT7L	-0.14575
FLJ32658	-2.34566666666667
IGFBPL1	-0.1695
KIAA1641	-1.2934
SHKBP1	-0.501666666666667
CSF1R	4.26325
NAGK	0.86575
MYL2	0.801
HIST1H4C	-0.379
TOMM7	-0.301125
ADAMTSL3	3.4997
TNFSF14	-0.97575
PRRT2	-0.55875
VTA1	-0.211625
AOAH	3.24883333333333
CRISPLD2	1.40957142857143
PNN	-0.9044
TA-NFKBH	-0.39275
ESPN	-0.79525
RBM43	0.8125
KIAA1267	0.551625
DDX3X	0.459777777777778
KIAA1576	-4.27225
PLXDC1	3.4775
FLJ25801	-4.0705
HNRNPL	0.051
RUNDC3A	1.11983333333333
CASP12	-0.5015
SH2D5	-1.050125
RPL26L1	-0.339
OR51A7	0.0175
HDC	5.94
C2orf16	0.0356666666666667
SYTL3	2.040125
GOLGA4	0.3485
NOTCH1	-0.792166666666667
ATPAF2	0.28975
ECD	0.37475
SSX5	-0.8492
SNAP91	-0.833
OCA2	-4.7735
PNPO	0.777
DAPK1	-0.956166666666666
PINX1	-1.13233333333333
SELENBP1	1.28
NEK3	-0.222
TMED4	0.409857142857143
SSTR4	-0.232
FOSL1	-2.4494
CD40LG	0.909
CES1	-1.8014
DCI	0.8945
B3GAT3	-0.550333333333333
STK17B	-0.6005
CNTN6	-0.2985
CYP3A4	-2.194
MBOAT2	-0.406642857142857
PISD	0.755
USP1	-0.34775
PYDC1	1.00933333333333
CENPM	-0.74425
SAR1B	0.6645
TTC7B	-1.385125
DP58	-0.1485
GPC1	0.80425
RBL1	-1.41325
TMEM137	-2.31533333333333
TOB1	2.01508333333333
TCEAL1	2.418
CENPF	-1.32254545454545
C6	2.02416666666667
PRSS1	-2.7805
PPIL6	1.53933333333333
C6orf124	-2.1855
ODZ4	0.147833333333333
SNCB	-0.156
NDUFB9	-0.193875
CNOT6L	1.098
S100A9	-0.487166666666667
TRIM50	0.137
KCTD1	1.4895
WDR63	-0.09325
SPEF2	1.778
RNGTT	0.132833333333333
CXorf22	0.659
KCNK16	0.28525
CEP250	-1.03425
ATPBD1B	-0.569
KCNJ2	3.10125
MT1B	-0.8155
ZNF684	-0.182
SLC4A1	0.02525
PDHA1	-1.283
ZNF492	0.502125
TKT	-1.19875
BYSL	-0.8785
RNF38	0.6745
AHDC1	-0.254
KLHL2	1.138625
CMTM8	1.197
DMP1	-1.2765
HERPUD2	0.312375
CRTAM	2.068
ZNF572	0.45925
TMEM16J	0.947
HSD17B2	-4.205
UBE2G1	0.36825
AHSA2	-2.761
PELI2	-1.386
TPX2	-1.998375
ATP9B	1.37933333333333
DAZAP1	-0.21225
HMGCS2	0.505666666666667
C17orf38	-0.077
B9D1	1.038
NKX2-5	-0.944833333333333
KIAA1276	-0.402
LILRB2	3.4185
CSTF1	-0.657166666666667
BTN2A1	-0.135666666666667
C15orf48	6.05775
IGF2BP3	-4.16375
FAM113B	-0.0478333333333333
HRG	-0.132875
ZNF131	-0.3765
USP47	1.98528571428571
CCDC88B	-1.299375
HCN1	-0.4349
HTN1	0.25275
SYCP3	-0.5
C13orf23	-0.8065
PAPOLA	0.28275
AATK	0.8897
MSH3	0.436166666666667
NDUFAB1	-0.62575
ITLN2	-1.01283333333333
BAK1	-0.00683333333333332
MRPL45	-0.119666666666667
MTNR1B	-0.110666666666667
LOC645843	0.05
SPECC1L	0.6305
PGCP	0.18375
SPN	-0.61625
