Hybridization REF	TCGA-AN-A0XW-01A-11R-A109-07
ZNF256	0.12575
HMGCL	0.564
MSI2	-0.096
RPESP	-0.130333333333333
C11orf60	0.2955
ABCD1	-0.276
ACAA1	0.4855
SPARCL1	5.11435714285714
IL6ST	0.2764
ZNF319	0.0755
TMEM109	0.1042
FAM90A1	-0.1985
IL22RA1	-1.529
ATP4B	0.606
TEC	-0.480833333333333
C7orf30	-1.13675
TXNDC2	-0.2765
ABCB4	0.1105
KIAA1191	0.891375
C9orf38	0.089
SFTPB	0.745375
CNTNAP2	1.23325
FRK	2.642
TBX19	-0.03875
CHD4	-0.083
C6orf26	-2.3855
MOSC2	1.693
IKBKE	1.352
HIF1A	-1.09233333333333
LOC595101	-0.335
RELA	-0.06
TMEM16B	0.885333333333333
ABHD12B	-2.287
TSEN34	0.6835
KIF18A	-0.69725
TXNDC9	-0.192166666666667
SPATA2L	0.5065
SEMA4G	-1.407
C21orf91	-0.581
MATN1	-0.2355
KCNIP4	0.053
TUSC1	1.49925
OR4C15	0.51425
ARMCX6	0.240083333333333
WBSCR27	-1.95816666666667
OR52I2	0.34
KIAA1604	-0.59875
DYNC1I1	-0.018625
PPP4C	0.03875
SLC47A2	-0.325166666666667
TREH	0.3795
CD48	2.975
ST14	1.01983333333333
PKN1	-0.06325
SPON2	2.471
XBP1	1.67083333333333
SFRS12	-0.6155
EFCAB6	1.66775
SELT	-0.12425
SLC39A2	0.114
ERF	-0.991666666666667
ARL3	0.57425
SURF6	-0.8666
MLLT10	-0.803809523809524
FLJ11171	0.709833333333333
TDGF1	-4.72616666666667
ERCC6	-0.00325
EIF2AK4	0.28275
BAZ1A	0.542333333333333
LRRN3	0.2665
TMC3	0.352
EFTUD1	0.3985
PTPRO	1.45616666666667
CLEC12A	1.549125
ACBD4	0.19125
ZDHHC14	-0.55625
OTUD7B	0.223625
ACTB	0.92775
MSRA	0.333875
LCE5A	0.6675
IFI35	1.12225
BSCL2	-0.368333333333333
ANKRD12	0.201166666666667
CFHR2	1.3115
RGAG1	1.36
HSFY1	-0.0275
SLC30A5	0.281083333333333
IMPG1	0.7665
GPR109A	0.4565
ZNF185	1.79375
IYD	2.97025
NPCDR1	0.1975
SERPINA13	0.57
HMGCLL1	-0.0055
NEUROG1	0.585
UBQLN1	0.4595625
LIN37	0.79025
SOCS2	-2.6195
DSCR4	-1.3165
XKR6	0.02725
GPR142	0.9395
KRTAP13-3	0.485
CCDC15	-1.12416666666667
MOS	0.27
CD1E	-0.7775
OFCC1	-0.132833333333333
FAM83D	-1.0755
SRFBP1	0.06825
C9orf96	0.1815
DHDH	0.77925
CCDC90A	-0.7675
RABL3	0.57545
CD320	-1.71233333333333
ANGEL2	0.339583333333333
MRPL21	-0.66175
SMG6	0.146
INSR	0.676625
FLJ14816	-0.697
GLRB	0.2155
C9orf89	2.25125
CIZ1	-0.54375
URG4	-0.9175
LRDD	-1.3215
CBY1	0.998166666666667
NFX1	-0.260375
MTERFD2	-0.130428571428571
C19orf23	0.105
PGC	-2.70275
IER3IP1	0.6571
RASAL2	1.372
C1orf89	-0.4425
SYNJ1	0.303
NFKBIE	1.4715
FLJ40125	-1.02316666666667
TCEB2	0.5969
NOG	-1.226
POLR2J2	-0.650666666666667
HLA-B	3.32875
PCDHA1	0.534
PPP2R2B	-0.216
ARHGEF17	0.4235
TCF7L2	0.553571428571428
CHD5	-0.7115
ZNF431	-0.21875
TBC1D25	-0.8235
ZNF800	0.046
SCUBE2	3.51309090909091
MYCBP	0.307333333333333
GPX5	0.2135
C6orf129	0.488333333333333
QSER1	-0.533166666666667
ULK2	1.829
PIGO	-0.530166666666667
NRCAM	-1.24321428571429
SLC35E3	0.165875
CSRP2	-0.68
HYPE	0.94675
MAPK15	0.233166666666667
MGC14327	0.012
TIMM13	-0.321833333333333
ZNF462	-0.5305
GBA3	0.493
TEX13A	-0.3645
MCM6	-0.799111111111111
MTRF1	-1.313625
ABCA7	0.02475
EIF4A2	-0.50325
ZC3H10	0.446
RPGR	-0.122333333333333
C20orf94	-0.60325
RP1L1	0.214
GPR125	-0.084625
USP22	-0.382642857142857
OR1L4	0.21325
MLZE	2.55225
FLJ32065	-0.3085
PTCD1	-0.36175
CRTAC1	0.158333333333333
BXDC2	-1.5905
C18orf1	1.93383333333333
FAM107A	0.239428571428571
EFNA3	-0.753
P18SRP	0.2245
CAMKK2	0.6
KIAA0649	-0.21875
NES	-1.68383333333333
HS6ST3	-1.304
PON2	-0.02075
TCP11L2	-0.23225
CLEC4A	2.77375
PRR12	1.0015
MLXIPL	-1.6238
C2orf50	0.6605
ZNF28	-0.08975
ENC1	1.1385
MAP2K1	-0.115875
FKSG2	0.42875
KIAA0430	0.4835
PTP4A1	-1.17516666666667
GPR156	0.6695
GTF3C6	-0.5235
UBR2	0.339
LOC388272	-1.2665
MAK	0.0943333333333333
ACOT4	2.95175
STC2	-0.143
PIGW	-0.3235
SAE1	0.08625
COL6A1	1.38259090909091
OAZ1	0.078
STMN4	2.8655
EDG3	0.8745
SGCE	-0.7335
IL11	-1.177
PRSS8	0.792875
YIPF5	0.397
WNT4	3.3205
CSN2	0.206166666666667
TCF7	-2.511875
TDO2	2.21325
SAMD9	0.938
S100A7A	0.5895
MMRN1	1.4092
GKAP1	0.554
AKR1C3	-1.486375
RNF19A	0.42625
GMDS	-0.4545
YKT6	-0.436
SPARC	2.4801
C12orf31	-0.3245
UBE2V2	-1.03433333333333
FBXL18	-1.00316666666667
KIAA0460	0.4965
ADAM22	0.067125
SERPINC1	-4.70825
KCTD21	2.8645
MYOHD1	-0.106
ZNF37A	-0.286166666666667
GTF3C1	-0.368166666666667
CTSZ	2.9345
PRNPIP	-0.19175
DRD1IP	0.27125
NR1I2	-2.0965
ZNF266	-0.0342
SPAG4L	0.136
COX4NB	-0.4285
SAPS1	0.568
APOA1	-3.816375
TATDN1	-1.2915
C10orf82	2.47575
KPNB1	-0.08275
FOXO3	0.066
CRYBB2	-0.067
ZBTB5	-0.333333333333333
SLC25A38	0.31925
DCTN2	0.0521666666666667
IFT20	0.5755
CTHRC1	3.97225
C1orf31	-0.656125
UHRF1	-0.5400625
GPC6	0.5795
C10orf54	1.9825
MCF2L2	-0.142166666666667
WNT9B	-0.000750000000000001
OLA1	-0.0805
FAM120B	-0.395
TTLL10	0.1285
CYorf15A	-4.95425
RELN	-2.42
SCN2B	0.672416666666667
MFHAS1	-0.32725
NKX3-2	1.0225
RASGRF2	1.6025
SSBP1	-1.04916666666667
KPNA6	-0.338571428571429
LOC389118	0.1765
HS3ST4	-1.6119
SUPT7L	-0.142
FLJ32658	-1.13175
IGFBPL1	-0.74425
KIAA1641	-1.1259
SHKBP1	0.511333333333333
CSF1R	4.376
NAGK	1.63425
MYL2	1.02925
HIST1H4C	-1.0045
TOMM7	-0.37425
ADAMTSL3	1.8791
TNFSF14	-0.12975
PRRT2	0.139
VTA1	-0.389375
AOAH	3.96066666666667
CRISPLD2	2.00235714285714
PNN	-0.9656
TA-NFKBH	-0.088
ESPN	-1.1215
RBM43	-0.1085
KIAA1267	0.20025
DDX3X	0.378666666666667
KIAA1576	-4.3105
PLXDC1	4.01433333333333
FLJ25801	-4.31775
HNRNPL	-0.000249999999999999
RUNDC3A	0.131666666666667
CASP12	0.8145
SH2D5	-1.398875
RPL26L1	-0.4835
OR51A7	0.85525
HDC	3.635
C2orf16	-0.285166666666667
SYTL3	1.927875
GOLGA4	-0.05625
NOTCH1	-0.326333333333333
ATPAF2	0.58975
ECD	-0.1605
SSX5	-1.44933333333333
SNAP91	-0.193
OCA2	-4.158
PNPO	1.10666666666667
DAPK1	0.879833333333333
PINX1	-0.336166666666667
SELENBP1	0.108
NEK3	-0.229583333333333
TMED4	-0.548214285714286
SSTR4	2.063
FOSL1	-2.5452
CD40LG	0.759
CES1	-0.947583333333333
DCI	-0.164
B3GAT3	-0.662166666666667
STK17B	1.07
CNTN6	1.277
CYP3A4	0.573333333333333
MBOAT2	1.41135714285714
PISD	-0.3415
USP1	-1.25475
PYDC1	1.04416666666667
CENPM	-0.730125
SAR1B	0.43775
TTC7B	-0.593125
DP58	0.0825
GPC1	1.218
RBL1	-1.2495
TMEM137	-3.43216666666667
TOB1	1.98275
TCEAL1	0.831
CENPF	-0.758454545454545
C6	0.249333333333333
PRSS1	-3.419
PPIL6	0.928333333333333
C6orf124	-0.9125
ODZ4	2.537
SNCB	-0.1415
NDUFB9	-0.07
CNOT6L	0.271333333333333
S100A9	1.02366666666667
TRIM50	-0.2185
KCTD1	2.1926
WDR63	0.466
SPEF2	1.973375
RNGTT	-0.7155
CXorf22	0.9435
KCNK16	0.446
CEP250	-1.245
ATPBD1B	-0.201
KCNJ2	3.327
MT1B	-0.057
ZNF684	0.1125
SLC4A1	0.31975
PDHA1	-1.13675
ZNF492	-1.129125
TKT	-0.70975
BYSL	-0.7755
RNF38	0.173875
AHDC1	0.048
KLHL2	0.0345
CMTM8	-0.10075
DMP1	-1.096
HERPUD2	-0.1785
CRTAM	3.50633333333333
ZNF572	-0.15975
TMEM16J	-0.6515
HSD17B2	-4.107
UBE2G1	-0.11675
AHSA2	-2.5045
PELI2	-1.044
TPX2	-1.384875
ATP9B	1.43183333333333
DAZAP1	-0.46
HMGCS2	2.57816666666667
C17orf38	0.81875
B9D1	-0.088625
NKX2-5	-1.05933333333333
KIAA1276	0.022
LILRB2	3.3415
CSTF1	-0.291333333333333
BTN2A1	-0.511833333333333
C15orf48	4.6495
IGF2BP3	-4.3145
FAM113B	1.60116666666667
HRG	0.09025
ZNF131	-1.3065
USP47	0.469428571428571
CCDC88B	-0.319625
HCN1	0.8557
HTN1	0.210833333333333
SYCP3	-0.492
C13orf23	-0.973
PAPOLA	0.0994375
AATK	-0.3257
MSH3	-0.1735
NDUFAB1	-0.90175
ITLN2	-0.874833333333333
BAK1	0.240833333333333
MRPL45	0.234833333333333
MTNR1B	0.173333333333333
LOC645843	-0.044
SPECC1L	0.179875
PGCP	1.467
SPN	-0.58125
GPR143	1.74383333333333
ZNF576	0.359166666666667
TMEM39A	0.3935
ATP5D	0.2285
MAGEB3	-1.03
RPS5	0.297666666666667
ANP32E	-0.384428571428571
MTMR1	-0.3225
YEATS4	-1.4255
SYNGAP1	-0.103
PCOLCE	0.900666666666667
MNS1	1.4195
PCYT2	-0.0121666666666667
ZNF182	-0.63775
LAX1	1.975625
SPPL2B	0.2906
ELOVL5	0.7899
PCDHAC1	0.9625
B4GALNT1	-0.519
BLOC1S2	0.07125
ZNF673	-1.0402
ARHGAP21	0.273
IRX5	3.539625
LRFN5	0.0685
FAM7A1	0.02225
RAB19	0.204
GINS1	-2.47375
ITM2B	1.466
PAPSS2	0.433583333333333
OR5BF1	0.7125
ACSL3	0.438375
KIAA1919	-0.86325
GLT8D2	3.723625
UTRN	0.498142857142857
CNN1	2.25125
HISPPD2A	0.236333333333333
SDAD1	0.0545
SIGLEC9	1.8785
RPL35	-0.4045
C22orf26	0.514
IMPDH2	-1.12975
WDR69	-0.42025
SEC14L5	-0.675666666666667
CLTA	0.1075
RP11-529I10.4	0.029
GPR37L1	0.274833333333333
OGDH	-0.315333333333333
ASB13	0.295833333333333
ZFP14	0.81925
ZCRB1	-0.1405
KPNA3	-0.15425
HSPA1L	0.72725
RHOC	0.4435
LOC554175	0.261
PPP3CA	1.0345
SLC1A7	-0.7997
ZNF529	-0.249333333333333
RBED1	0.68075
DDB2	-1.1335
FLJ11286	0.829333333333333
SPATA1	0.232
MKNK1	0.763166666666667
DYSF	1.62466666666667
ALKBH2	-0.357
NKD1	-1.87683333333333
C1orf174	-0.56475
PLEKHO1	1.78116666666667
ASB10	0.3445
RING1	-0.149666666666667
NPC2	1.485625
AVPR1B	0.5095
YTHDF1	-0.341166666666667
LMAN1L	0.4305
GSG2	-1.9585
CEP170	0.0719
RPS4Y2	-5.53425
MSH6	-0.974
HECTD2	0.932
ZNF556	-2.6585
PLEKHC1	0.4818
AIRE	0.203166666666667
BCL2L10	0.837
LMOD3	-0.068
ZBTB8	0.5822
FOXA2	-3.5048
SLCO2A1	2.420875
C3orf46	0.864
PRDM16	-0.495
TMEM98	1.17775
FRMD5	-1.341
PDE6C	-0.6
C1orf216	0.4945
EP400	-0.296928571428571
PTK2	-0.280916666666667
RNF217	0.40675
NDUFA8	-0.119
ZFAT1	0.88075
LAMP3	3.1305
GLTSCR2	0.67625
NPW	-1.4475
LLGL2	-0.2713
PPM1K	-1.07483333333333
C20orf177	-0.6045
KIR2DL4	1.625
NFKB2	0.18875
C21orf122	-0.377666666666667
HESX1	-0.05375
GPR114	1.29166666666667
SLC25A35	-0.386666666666667
GNAT1	-0.30525
ORAI3	0.04575
FAM76B	-0.777
TMEM99	0.5487
TRIM29	0.1307
CDS1	1.231
RHEB	0.0363
C4orf27	-1.02866666666667
RAB3A	0.0255
OTUD6B	-1.3165
GPD1	-1.204375
CDH15	0.597333333333333
NPM1	-0.669714285714286
TMEM117	-0.3555
PRPS2	0.5755
GCK	0.636
ADRA2A	4.85
TSPYL4	0.111
TASP1	1.09475
WDR19	1.01666666666667
C10orf38	-1.0235
PDE4C	-0.918166666666667
FYB	1.44866666666667
C1orf55	-0.185833333333333
PPFIA3	-0.878
RAD18	-0.735
C12orf44	0.1965
CRYBA4	0.5295
HVCN1	2.29725
TAF10	0.259833333333333
C16orf48	-0.1625
DEPDC5	0.866166666666667
LTBP1	-0.9205
MAPRE1	-0.056125
FGF8	0.1935
C3orf52	0.76375
SENP7	0.757666666666667
LRRK2	2.66625
RUNDC2A	0.2025
KIAA0355	0.428
CPEB1	-1.194
PPEF2	-0.0565
ABI2	0.146166666666667
KIAA0317	0.376625
ATF1	-0.525833333333333
DYNC1H1	0.7085
DIP	0.038
TMEM33	0.0376111111111111
POLDIP3	-0.18
C7orf24	0.8395
GPR171	4.19025
CDC6	-2.29416666666667
PLD1	-0.6728
ITFG2	-0.3749
NDUFC1	-0.575
AKNA	-0.704
NBR1	0.604
PKHD1	0.635714285714286
HPS4	-0.7863
MAFA	0.80025
ULBP3	-0.09375
DIRC1	0.319
IMMT	-0.574375
C22orf13	-0.127833333333333
CEL	0.20375
MARK3	0.07525
ADAMTS2	1.49833333333333
ARPC3	0.715666666666667
TMEM10	0.225125
NPHS1	0.0135
BRD8	-0.3285
WDR12	-1.13925
IDI2	0.3005
HOXD13	-1.773
OR8G2	-0.74675
SLAIN1	-1.64
GABRQ	-0.1565
NR2C2	-0.88275
NKTR	-0.7928
TLE2	0.5975
KIAA0892	0.4725
AURKA	-1.74081818181818
GPRC5C	0.95
TBC1D9B	-0.105
PNPLA6	0.216166666666667
AP3B1	0.56275
NAG	0.542625
C11orf68	-0.64525
AKR7A3	0.5535
AHCYL1	-0.0415
COP1	1.09283333333333
RPP14	-0.73025
PCDHB18	1.246
CDH24	0.79
KRT17	0.384
LACTB2	-1.46025
DDX24	0.2469
PHACTR1	-2.26033333333333
SLC35E2	-0.56475
LOXL1	1.139
IQSEC2	0.37775
RGSL1	-0.352
PCDHGC5	0.499
MEGF10	0.774875
PRRX1	2.02783333333333
ASTE1	1.09933333333333
C6orf159	-1.11
MYOD1	0.679
GAA	0.63375
ZNF747	-0.40175
KLRC1	0.639
IL1RL2	0.3075
GDF9	-0.0295
GPR119	0.504
TRAF2	-0.614166666666667
HCK	4.10933333333333
BMP6	-2.291
IL8RA	2.43133333333333
FLJ35848	-0.95925
EFHA1	-0.14375
CDSN	3.32716666666667
C14orf54	-0.0126666666666667
LSM3	-0.774625
ZFP41	0.342
C9orf126	-1.0585
VIT	-2.754
SPCS3	-1.22025
DEF8	-0.9038
CHAF1A	-1.659
C1orf165	0.756833333333333
ZFPM2	1.88833333333333
FTH1	1.07425
SLC35F1	-0.7675
YWHAH	1.4935
C17orf66	0.501833333333333
ADRB1	-0.223333333333333
FOXL1	-0.3445
RG9MTD3	-1.00566666666667
UMPS	-0.236125
MGC13008	-0.3255
KIAA1161	-1.0815
CCDC77	-1.71925
C12orf65	-0.4216
COG4	-0.136166666666667
RCP9	-0.274416666666667
RP4-692D3.1	2.36833333333333
CDC2L5	0.2905
MGC7036	0.385
DNAJC11	-0.283
GDF2	0.117833333333333
TIMM17A	0.59675
HNRNPA0	-0.6557
OR2H1	0.308
PCBP1	0.426625
COL23A1	-1.07875
LRRC2	-0.00171428571428572
NSD1	0.0542142857142857
FLJ37078	-1.0725
WDR91	-0.152333333333333
TMEM179	0.37575
DSCR10	0.029
CNDP2	1.5113
FYN	0.0495
BEX2	1.3055
KCND3	-0.27525
YPEL5	1.300875
LRRC42	-0.415666666666667
C17orf45	-0.942375
ZNF649	0.3821
LOC150763	1.254875
COL5A2	3.80266666666667
CNGA2	0.0875
ELA2B	-0.317
RAB9B	0.6675
FAM100A	0.8255
NAIP	0.901357142857143
MYOZ2	-0.4665
SPATA12	-0.0155
XRCC4	-0.957
CYB561	0.62
CHST10	-0.09825
BAI1	-0.158666666666667
BRSK1	-0.113
C17orf89	-0.1715
PDE6H	-0.9385
FLJ20309	0.238
MAP7	0.812375
SCN4B	0.778
SPAG9	0.4285625
SERTAD1	1.07633333333333
FLJ21963	-2.54425
ANTXR1	1.7001
TMPRSS13	2.1505
ETV7	3.89833333333333
DGAT1	0.0766666666666667
NKIRAS1	0.393166666666667
TAC3	-3.31275
CORO1C	0.268416666666667
RAD54B	-0.89075
HRASLS3	0.570333333333333
C21orf42	1.109
BARD1	-0.101
ZNF177	-0.0385
MIP	-0.39
ZNF442	1.0015
F2	-3.9285
GRIA1	0.231
GALNTL2	2.42366666666667
WNT5A	-0.1255
LENG9	0.1965
hCG_25371	-1.5455
FOXR1	0.1435
TRA@	1.5751
PWWP2	0.4795
C1QTNF7	1.88366666666667
SLC7A4	0.3055
C4orf7	1.11025
C17orf80	-0.108333333333333
KLK4	1.41916666666667
IL31	-0.096
TMEM176A	3.6875
CTNNB1	-0.0088125
BHLHB2	0.82925
TMEM185B	0.342166666666667
ARD1B	-0.17325
C1orf93	0.902
BRUNOL4	-0.214
LOC541469	0.608666666666667
UPK2	-0.29425
GAS8	-0.0663333333333333
PATE	-0.647
IMPACT	0.9345
WNK4	-0.574666666666667
HNRPLL	-0.239625
GAD2	0.521666666666667
ITGA6	1.29
BMP15	0.604833333333333
CYP2A7	0.124125
RIC8A	0.207
CCND1	1.09075
USP35	2.432
DSCR2	-1.959
CCL4	4.48233333333333
ZCCHC10	-0.5365
NOL11	-0.68775
TRPM2	2.25666666666667
PSMD2	0.0521818181818182
CHTF18	-1.901
USP18	1.3
RRAS	1.212375
LAMC3	-0.68825
TOX	-1.45916666666667
PCDH15	-0.0845
GABRG3	-1.1995
NUDCD2	-0.541625
SGCZ	-0.024
KCTD17	0.3257
SPSB2	0.606
TPPP3	3.55533333333333
CILP2	2.35933333333333
CALB2	2.995875
CEBPZ	-0.720166666666667
ZNF479	-0.42775
FMOD	5.59816666666667
C21orf66	-1.14664285714286
CLN6	-0.304666666666667
ANAPC1	-0.69725
SH2D3C	1.30775
PTPN14	-0.1572
TRIM42	0.6205
APTX	-0.25075
SNRPG	-0.561333333333333
BMS1	-0.65625
MAGEA3	-4.2605
NFATC3	-0.0943333333333333
LRRC45	0.0945
ARS2	-0.485071428571429
LRIG1	1.65516666666667
EPSTI1	2.15733333333333
PRSS27	-0.42525
ERC2	-0.005125
PRKACB	0.596357142857143
PRDM13	-3.439
HCG27	-1.1185
KLK12	-1.9925
HSD17B7	0.138333333333333
ZNF354A	0.2365
PCDH11X	-1.206
DMGDH	0.6715
PCBD2	-0.453166666666667
TMC6	-1.660875
RIMS1	-0.06525
SF3B2	-0.719166666666667
RCN1	0.0318333333333333
CPB1	3.7485
BCAR3	2.1585
FCRLB	1.059875
PAK1IP1	-1.72675
OR10H1	0.3275
KIF9	0.8814
PITPNM2	-1.514
L3MBTL4	1.14325
TGFB1	0.1327
ZXDC	0.01025
SLC6A16	0.759
SRrp35	-2.08425
LRRC8E	0.7415
PPIAL4	-0.196416666666667
EOMES	2.88433333333333
PAX2	0.44
SCARF2	0.833
PSEN2	0.87925
PCDHB13	0.115
C10orf28	-0.14675
DHRS7B	1.01642857142857
C1orf131	-0.3895
ASB1	-1.2484
ZNF223	0.737333333333333
LCMT2	0.6165
MEP1A	-0.59
TMEM53	0.597
RSPH3	0.33425
C10orf33	-0.8885
LOC644285	-1.66725
PTPN9	0.272333333333333
ABCA12	2.97225
CCDC37	-0.64875
RUNDC1	0.4325
YES1	-0.386
FAM120AOS	0.54825
OR5M3	0.317
PPP1R3F	0.4185
IL13	0.5205
MDFI	1.00975
PRNT	1.1175
ZDBF2	0.281
OR10C1	0.281166666666667
CLIC1	-0.0791666666666667
LILRA5	0.232833333333333
CSAG1	-3.34466666666667
TREML2	-0.556833333333333
FAM125A	0.5985
ZNF74	-0.93975
FAM104A	0.39225
LRRC39	-1.496
SAMD5	-0.5095
HYAL2	0.43275
HIST2H2AC	0.900125
IGFBP5	2.27734782608696
NRTN	-1.043
KIAA0556	-0.0871
FAM29A	-1.91816666666667
JMJD2A	0.393
EPHB1	0.644
POLD4	2.7975
ANAPC10	-1.22025
LRRC36	-0.22475
MEGF6	0.81125
LPHN3	-0.3885
BMP10	-0.205
C21orf55	0.3485
CREM	-0.2418125
PTGER4	1.82533333333333
METAP1	-0.874125
KCNQ1	1.1385
NR2F2	-0.243
SSFA2	0.8305
CTTNBP2	-2.0235
BCL2A1	-0.13875
ZBTB24	-1.141625
SLCO6A1	-2.25625
PRDM1	1.5275
OR7D2	0.950666666666667
CCDC47	-0.0437
LOC646982	-1.335
SLC26A6	-1.07983333333333
BIN1	-0.2085
SRRM1	-0.655571428571429
PCSK1N	0.692375
ALS2	0.3398
ECT2	-0.184368421052632
CACNA2D2	0.956125
DOCK6	-0.1375
C10orf119	-0.0315
FATE1	0.07625
DUSP23	2.02625
TRIP6	0.103428571428571
NUP35	-0.41125
CDH3	2.073
KLHDC8A	0.23
C9orf116	1.0695
EI24	-0.463
CENTD1	1.54066666666667
RWDD2B	-0.0535
DOCK1	1.4355
NPAS2	-0.81625
NR3C2	1.18483333333333
FAM63A	0.609833333333333
INPP5F	0.0955
FAM111A	-0.1196
MYBL1	-0.756583333333333
IQGAP3	-0.0675
CRADD	-0.346833333333333
DUSP12	-1.1975
PDZK1IP1	1.11625
VASH2	-0.44
CTR9	0.102
VIL1	-4.239
OR8U1	0.2975
CCDC107	0.7415
PTTG1IP	0.825125
OR4X2	0.494
COL9A1	-2.9975
PSMD9	0.09125
ZFP62	-0.28325
TIP39	0.7535
PARP15	1.157
TTC19	0.063
C1orf114	-1.84783333333333
GFPT1	0.1555
SLC27A6	-0.0895
MRPS10	-0.4643
CALML5	-2.18033333333333
TRPM7	-0.5165
CGNL1	0.619
CECR1	0.96325
SERPINB8	0.986666666666667
TMEM102	0.72525
PDIA2	-3.504
NUCKS1	0.558
HOTAIR	1.5675
EBI3	1.536
NXN	0.856
ZMYND19	-0.53225
FOXJ3	0.02425
EIF5B	0.0417
EIF2B4	-0.0095
LEO1	0.14425
ZIC5	-1.7045
IL20	3.109
KIAA0415	0.147333333333333
FLJ37357	0.366
TSPAN12	-0.127125
ACTR3B	-0.86875
TFAM	-1.122
IL17RD	-0.304875
PARP12	1.29975
KLHDC7A	0.722
KCTD4	-0.18
GTF2H1	0.01575
FLCN	-0.5025
BIRC4	0.242428571428571
LOC790955	-0.91125
VKORC1L1	0.00174999999999999
CYP4F22	0.49
TAS2R5	0.284
ZNF582	0.5795
HS3ST3B1	0.647
CTNS	0.30275
STK36	0.0961666666666666
MMD2	0.28575
RP5-1103G7.6	-1.1315
FLJ23356	0.106
CRH	0.2105
C1orf182	0.2585
ACP5	2.95633333333333
AMFR	0.9653
CA4	-2.33925
PLCB4	1.155625
MPHOSPH10	-0.05325
UNQ473	2.03633333333333
G3BP2	-0.189916666666667
SR140	-0.55625
HOXA2	-0.02175
PYGB	-0.0365
BAT1	-0.602166666666667
DKK3	1.52833333333333
DDX31	-0.457
TULP1	0.27225
NHLRC2	-0.0155
TNRC4	1.2165
ZNF430	-0.0415
TNRC6A	0.023625
PLA2G1B	0.3455
RCHY1	0.0396666666666667
GTF2A2	-0.014
MGC4294	1.477
ZNF691	-0.01125
TACC3	-0.87925
DNAJC5G	0.13975
LOC4951	0.24775
MS4A4A	0.166
LOC152485	1.5065
PPP1R2P1	0.16575
PPP2R5B	0.133
RPGRIP1L	0.67725
SPOP	1.4766
PTPRF	1.45766666666667
MGC42090	-0.6315
SUSD3	3.59525
THOC4	-0.52025
MAML1	0.1616
FXR2	-1.21016666666667
TYK2	0.189125
MUC6	0.2325
DNAJB7	0.1985
PIP4K2A	0.024
MEX3A	0.187833333333333
RRP1	-0.832125
TFAP4	-1.13625
CXorf41	-0.10325
MTMR4	0.527833333333333
CTLA4	1.593
SNX9	0.429125
CIB3	1.8495
NECAP1	0.657125
PLA2G2D	0.2904
GLMN	-1.70116666666667
DCLRE1A	-0.9025
PDX1	0.5575
SAMD11	-0.79475
MRPL55	1.0045
TLR7	3.323875
TBC1D21	-0.0918333333333333
SMAD1	1.1166
ACTRT2	-0.29125
RIOK2	-0.3975
PDLIM4	-0.18525
SLC22A15	0.652333333333333
ABHD13	1.0491
STX18	0.878
CCPG1	0.839642857142857
DCBLD1	0.836333333333333
SLC2A6	-0.82
NOLA3	0.14375
TRDMT1	-0.305214285714286
IL17F	0.633
ATP1A4	-0.445333333333333
OR52W1	0.264
CFL1	-0.2705
IL4	-0.8355
RBP2	1.90816666666667
CPSF6	0.428875
TTC8	0.109833333333333
MUCL1	6.421
EYA3	-1.82116666666667
KRT38	0.294
GNE	-1.05125
ZNF501	0.723
SLC35A2	0.2455
CEP110	-0.3549
MYF6	0.0805
MGST2	-0.2695
TRPV4	0.403
NEK8	-0.406166666666667
NOX5	-1.236
NCKAP1L	0.7075
EMP3	-0.475833333333333
BPY2C	0.237
C1orf38	1.390625
ELOVL2	-1.340875
CBX7	0.699916666666667
OSBPL1A	0.975
ZNF589	-0.674
ESCO1	-0.184833333333333
TRA2A	-0.0136666666666666
C3orf26	-1.10825
PHF2	0.821916666666667
PID1	1.3045
RFC1	-0.356375
MTAP	-0.954625
ADORA3	3.84516666666667
LOC389458	-0.58075
TRNT1	-0.650125
CRIPAK	-0.7045
RAI2	3.41183333333333
ANKRD44	0.08125
GZMB	4.5325
NFE2L1	1.122375
STIP1	-0.989666666666667
RASL11B	1.006
NT5DC2	-2.1315
LRP2	3.088125
MTDH	0.155266666666667
ARSG	-0.77325
HSP90AB1	-0.08175
CT45-6	-5.06825
ZNF483	-0.17425
LMBR1L	-0.1495
S100A2	0.5131
C2	1.0765
C2orf27	0.096375
EIF4EBP1	-0.4975
GCKR	-3.399
PPP1R9B	1.285875
FER	-0.21725
SNRK	1.15883333333333
OR5M10	0.6185
UTP6	-1.14025
CAPZA3	0.788
FBP1	1.96666666666667
TERT	-2.261
CCL1	-0.7615
FUCA1	1.47175
ALS2CR8	-0.0726666666666667
KCMF1	0.170333333333333
SRCRB4D	0.3065
OXCT2	0.411333333333333
IL17RA	0.640833333333333
MPP5	-0.777375
SPA17	-0.562
FLJ10986	0.479166666666667
GALNT14	-0.62575
CXorf27	0.27725
NPLOC4	-0.6455
RAB34	0.817
KRTAP3-3	0.4135
ARSD	0.309166666666667
CPLX2	-1.4951
PJA1	0.08525
WHDC1L1	-0.120166666666667
RB1	-0.5825
MTMR15	-0.2065
PHLDA2	-0.1332
GUCY2F	-0.8755
MPV17	-0.1235
SLC35D1	0.213
LYSMD3	0.7421
COL16A1	2.30375
ERLIN1	-0.965333333333333
JMJD4	-0.6195
HIST1H2BK	-0.34775
TP53I11	0.992166666666667
ST3GAL4	-1.0244
PF4V1	0.701
ALG8	2.574
REG1A	0.098
