Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
C20orf72	-0.502333333333333
CPT1A	0.14775
LMO1	-0.8595
EIF3I	-0.38075
PRB4	0.152
MCM3APAS	-1.263875
C20orf132	-0.0895
FOXF2	-2.54725
S100A12	0.50625
MLH1	0.222666666666667
ACTN1	0.516
MRPL36	0.3625
C20orf106	-0.6765
FBXO6	1.193
MKS1	0.0936666666666667
CX3CR1	-0.1475
PDE1B	1.0335
PLP1	-3.5625
KISS1	-0.21
C14orf2	-0.459333333333333
TBC1D3P2	-0.85125
COMMD6	0.511
ANKRD7	-1.02025
PTCHD1	-0.942625
NARS2	-1.204
DOCK7	-1.075875
FAM127B	-1.05225
LOC390243	-0.0485
N6AMT2	0.962
ZNF391	-0.554
DNAJB14	-0.1195
WRB	0.723125
BPI	-0.00491666666666667
TTC4	-0.513666666666667
FAM10A5	-0.59075
GOT1L1	-0.023
MAGED1	0.079125
RESP18	-0.0075
WFDC6	0.98625
MT2A	-1.3675
C11orf56	0.0475
KIAA1432	0.1195
ROR1	-0.6355
HSD17B14	0.841166666666667
ZFAND2B	0.296875
SAMD4B	0.42425
HEXA	-0.083375
HNRNPU	0.538909090909091
USP39	-0.384
NRD1	-0.51425
R3HDML	0.336
FLT4	0.435333333333333
OMG	-0.180833333333333
OR52N4	0.252
LOC399818	-0.9595
ELA2	-1.716
VENTXP1	-0.1085
RFC5	-0.7385
OR52L1	0.6755
PAX5	0.1495
FBXO2	0.8685
GMEB1	0.2015
AKT3	-0.606
CRB1	-0.714166666666667
CTTN	-0.029
UTP15	0.228333333333333
HSBP1	0.24425
PHF11	1.427
NDEL1	-0.066
USP8	-0.0645
BAIAP2	0.5056875
SI	0.277166666666667
ARSJ	-1.62616666666667
BAAT	-2.23825
KCNS3	3.993
LOC126147	-0.385833333333333
TMEM37	0.356
C1orf162	2.87233333333333
MBD1	0.3284
ITGAL	0.909333333333333
WDR73	-0.462166666666667
GKN2	0.078
ARFGAP1	-0.431625
SLC5A8	0.179333333333333
ZBTB40	0.138
CYP4B1	4.6
LYPLAL1	0.237
CHST3	-0.7985
MAP3K9	0.203
BTAF1	-1.47433333333333
TFAP2E	-0.133
RBM35B	0.27725
LOC441251	-0.400833333333333
ANKRD25	-0.0585555555555555
UQCRC2	0.7165
MAEA	0.05025
HYAL1	-2.4176
RNPEPL1	0.348166666666667
CPSF2	-0.704625
PSD3	2.3325
ABCA13	-0.393
AGR2	3.209875
GBX1	-0.105
HDLBP	0.315
ACY3	-0.32025
HECW1	0.06025
ZNF519	-0.52725
HOPX	2.385625
ZNF304	1.06475
OR12D3	-0.066
FKSG43	0.05275
METTL1	0.606375
MFSD3	0.1556
PSPH	-0.818
CLCA3	0.241
DARS2	-1.23266666666667
CDC25A	-1.87
BAIAP2L1	0.09525
B3GNT5	-0.69
USP29	-0.01275
ARHGEF10L	1.1956
ATOX1	0.937875
ADAM30	-0.00800000000000001
DNASE1	-0.0595
STT3A	-0.27775
RAB6IP1	-0.4985
PTN	0.9827
C1orf106	-1.79684615384615
HECA	1.05
RNF122	0.1145
SLC22A18AS	0.2195
GNG8	0.1035
ELP4	-0.58025
FAM65A	0.261666666666667
RPL10A	-0.560166666666667
IRS4	0.225
MACF1	1.166
SEC24D	0.3475
LOC374395	0.89775
TGFB2	-0.770375
MDFIC	0.296125
CHRNE	0.341666666666667
PCMTD2	0.175666666666667
ATP6V0D1	0.4495
MTA2	0.783
LZTR1	-0.6
RAP1A	-0.0183333333333333
AXIN1	0.182375
POLR1C	-0.325
TRIO	0.184166666666667
PLXNA4A	-0.0551666666666667
C5orf33	0.26
DEPDC1B	-2.486875
ZNF473	0.420333333333333
MTM1	0.37525
GPR107	0.377333333333333
CSNK1A1L	1.015
FLJ14154	0.43675
NLRC4	2.8765
ENPP4	2.88266666666667
PADI3	-0.185
RNF170	-0.2585
CG018	0.354166666666667
C16orf7	0.1345
KCNE1	0.6905
NRM	-1.5075
SLC37A3	-0.412714285714286
TPD52L2	-0.676666666666667
UNC5B	2.83475
C12orf12	0.0188333333333333
SDHB	-0.2225
CLRN1	0.253625
NUDT10	0.569166666666667
UGT3A1	0.053
FBXW8	0.482
RHOF	-0.77675
PTPLAD1	0.481875
MYO3B	0.5855
DERA	0.01575
TPP2	-1.51475
C19orf53	0.196
GINS3	-0.841
ST6GALNAC5	3.589
CHSY1	-0.16425
MGC15705	-0.0495
GPR83	-0.0428333333333333
EXT2	-0.128125
DOLK	0.96175
TUBAL3	-1.4835
ACVRL1	1.6263
ABL2	-0.282083333333333
C14orf156	-0.702
PTPRZ1	-2.99975
DIP2C	0.634625
LAMP1	1.032375
RXRA	0.7394
MAP3K5	0.19975
ALKBH1	-0.0136666666666667
PDLIM7	0.028
ARL14	-0.552
SNIP1	-0.0656666666666667
TIMP3	1.89258333333333
RGS3	0.558833333333333
SPAG16	-0.7766
ABHD4	0.39275
ARHGEF12	0.246166666666667
GLUD2	-0.241
RAC2	-0.4754
UAP1L1	-0.262
SLC18A3	0.186
YOD1	-0.899583333333334
RALY	0.12925
HMOX2	1.1175
DGKH	0.30125
DBNDD2	2.3475
YIPF4	0.03325
THAP10	-0.065
ZNF513	0.606
HAGHL	1.39116666666667
ITGB4	-0.0265
CCDC141	0.6015
YTHDF3	0.0425
C5orf28	0.479
RPL7L1	-1.0245
TMEM30B	0.861642857142857
ANKRD35	1.564
DUOXA2	-0.41075
TBC1D5	-0.111125
DFNB59	-0.232
HRH4	0.34775
MYO6	2.1459
DNAJA4	2.219625
RBM24	4.127625
CEACAM20	-0.83575
RBM23	0.185142857142857
NGFB	0.071
C1orf63	-0.5587
KRTAP7-1	-0.135
PERLD1	1.274
NPB	-0.1595
C17orf59	1.0392
HSPBAP1	-0.454
SLC15A4	-0.25
PRTFDC1	-0.6695
OSMR	-0.994357142857143
CYSLTR2	0.1565
C19orf25	0.846
KIAA1797	-0.166
NLRP6	-0.0805
FAM105B	0.4759
SCRN2	-0.0556666666666667
LRRC58	-0.6931
RNF17	0.060375
NEIL3	-2.8355
FAM137A	-1.218
SKP2	-2.929
PARVA	1.33158333333333
PKLR	-1.2945
RNF34	1.55575
A3GALT2	0.0915
C12orf50	-0.0408333333333333
SUNC1	-0.224
FAM102B	-0.0481666666666667
CCT2	0.06925
LRRC37A2	-0.916
ARF4	0.5625
SIKE	-0.27225
C8orf48	1.672
MBTPS1	0.157428571428571
GPSN2	0.0855
NCF2	3.00475
SLC12A6	-0.103333333333333
MRPL48	-0.9095
HMGN3	-0.766666666666667
LRRC62	-0.416
PAX9	-0.007375
FAM55A	0.129
C20orf42	-2.8015
SCML2	-0.994833333333333
BCL9	0.67225
FAM40A	-0.06225
C9orf41	-0.273333333333333
ZNF774	-0.051
LETM1	-0.60675
PLXNB1	0.1455
NIPSNAP1	0.324375
USP10	-0.92075
F9	0.1965
LIPE	2.4175
CNGB3	0.019
C12orf52	0.671875
PI4K2A	0.238125
MED8	-0.239
STAT4	0.531
FGD4	0.385666666666667
RNF145	-2.63416666666667
WDR32	2.0591
CLDN2	0.0518333333333333
TCEAL8	0.41925
ZMYND8	-0.0301
PDXK	0.1488125
GATAD2A	-0.5945
PTGES3	0.2265
CCM2	-0.14775
TAP1	1.994375
ZNF670	0.553
ETS2	-0.436857142857143
C6orf166	0.0916666666666667
PRMT2	0.57
OR4B1	-0.124
INTS8	-0.9025
CCDC102A	0.57775
CCDC83	-0.133666666666667
ITGA1	-0.2295
EPHA5	-1.1188
FAM24B	-0.957666666666667
TSGA10	0.5485
HAL	-1.61316666666667
MYOT	0.15725
SPACA3	-0.1605
BCL2L2	-0.599
CUGBP2	0.1005
CCNB3	0.43425
RNF113B	-0.212
MERTK	-0.04325
BAG1	1.11025
VPS36	-0.547
ORMDL3	0.8539
C1orf190	-0.23625
ZNF625	0.12475
CORO2B	-1.737
ALOX15	-0.2015
CST1	3.297
NUPR1	2.33433333333333
CCL7	-0.11775
SMCR5	-2.8805
DSC2	0.5355
RBMS2	0.01925
GRIK4	0.6475
TRIM65	-0.1269
TMPRSS6	1.48121428571429
TP53INP2	0.82825
GLB1L	0.135333333333333
LOC388284	0.347833333333333
PUS1	-0.677785714285714
BCL9L	-0.206
OLFM1	1.76525
RET	2.5545
MASTL	-2.1025
ALX3	-0.037
IL1RL1	-0.101
ZNF765	-0.6867
C14orf138	-1.03925
SNX10	-0.798
TAC4	-0.1935
C1orf64	2.584375
POGK	0.686875
MAPK9	0.96525
ZNF366	1.6695
C8orf79	0.7259
CLDN7	2.13325
OR5AT1	0.5455
TRIM37	-1.636
LRRC25	2.114
GRHL2	1.014
TEKT3	2.54725
LASS5	0.480333333333333
ABCC4	-1.399
DLG3	0.89625
VGLL1	0.49975
ZFP36L2	1.07566666666667
MFRP	-0.279666666666667
KIAA1799	-0.2255
FLJ44379	1.4555
PCNX	-0.5115
ANXA9	1.4085
CYP4V2	-0.1968
PIK3C2A	-0.117
SRR	0.4275
NOL3	-0.4065
IFITM2	1.029
ARNTL2	-1.259
ZNF595	0.234
NLRP13	0.018
ASPH	-1.24775
CPA2	0.2075
PVRIG	-0.955833333333333
LEPR	-0.545666666666667
C16orf42	1.10116666666667
SH3BGRL	3.6135
FAM77D	-0.0166666666666667
FNDC7	-0.3565
C9orf6	0.633333333333333
NOTCH2NL	0.560666666666667
PGBD1	-0.857166666666667
SYNGR2	0.374
PITPNA	0.205875
PRPF4B	-0.882
SLC43A3	-1.47178571428571
NRBP1	-0.191
SLC25A22	0.09875
ILK	0.283375
SLC22A8	0.2195
MRPS7	-0.292625
PITX2	0.1425
FABP3	0.1905
OR1L1	0.207
LOC728215	1.791125
BLID	-0.7105
KIAA1217	1.859
TFPT	0.3655
AP4B1	-0.67
VBP1	-1.2695
OR1K1	0.329
MORC3	0.747
BHMT2	-0.308666666666667
C3orf10	0.85
FZD7	0.907833333333333
WFDC10A	0.351
PMS2CL	-0.63675
CCDC32	0.592833333333333
FA2H	-0.70625
ALG13	-0.6375
TTLL7	-1.0796
SPOCK3	0.247
SLC13A2	0.5215
AIM1	-0.5815
GPRC6A	0.104
EGR2	2.60825
MED11	0.24075
WWC1	2.35175
SH3GL3	-2.17675
RIF1	-0.560214285714286
PRLH	-0.2035
VLDLR	-0.1815
DBT	0.0635
C21orf63	-0.077
CGGBP1	-0.56525
KRTAP12-2	0.124
TADA3L	-0.283
ZBTB16	2.25725
PDGFB	0.708875
RFX1	0.51825
UQCRB	-0.7486
LOC133874	-0.625
HPS3	-2.20725
LGALS3BP	0.779
DKFZP564O0823	1.00435714285714
MRFAP1L1	0.746
HOXA10	-0.636166666666667
NGB	0.331
KIF21A	1.22707692307692
IFLTD1	-0.1125
LZTS1	-1.066
ARHGEF3	1.69225
RHBDL3	0.9285
CSNK1G2	-0.172083333333333
ChGn	-0.979125
KIAA1244	2.23166666666667
GABRB2	0.2315
MGC72080	-1.4395
CD27	3.10125
EGLN1	-1.0934
PEX13	0.2805
RWDD3	-0.04175
RNF12	-0.713166666666667
GRIN2B	-0.0775
ADAMTS14	-0.5165
DYDC2	1.429
ATP6AP1	1.0606
NR1H2	-0.164833333333333
PDK2	0.168
C3orf17	-0.434
SLC38A2	-1.19657142857143
SLC25A29	0.000333333333333334
C15orf29	0.108
ADAM9	-0.683916666666667
TMUB2	-0.183875
GPR176	-0.3755
AGK	-0.74425
MCCD1	-0.10275
NDUFA4	0.0325
TMEM146	0.1455
DUSP1	0.188625
UNQ6975	0.3615
EMX2OS	2.8875
INSM2	-0.028
LUZP4	-0.121
SETD6	-0.39425
P2RY2	1.982
SLC45A2	-0.999
RABGAP1	0.7085
UBXD5	0.171125
GPRC5A	0.714
PAK3	0.0161666666666667
LOC63920	0.02275
TGFBR1	0.1019
KRTAP6-3	0.06875
SFMBT2	0.061
CDC42	0.2051875
C11orf35	1.0805
TTLL2	0.209
UACA	0.272333333333333
CD97	-1.5767
SETD5	0.064625
NINJ2	-0.34675
PTER	-0.12
POMGNT1	0.2715
KRTAP4-2	0.152
ECGF1	2.354
HRB	-0.241454545454545
ATP1B2	-0.0018
LOC400506	0.662
COL4A3BP	1.03075
C6orf97	1.16225
GRHPR	1.134875
TAS2R1	-0.0575
SEMA7A	-0.80875
EDF1	0.7355
ODF2L	0.0951
PCID2	-0.599
GTF2H4	-0.9295
ZCCHC3	0.081125
CGB2	-0.0543333333333333
NEUROD1	0.2355
C20orf75	-0.091
RP5-1054A22.3	1.11833333333333
IFNA5	0.289
ZNF134	0.624916666666667
MGC119295	-0.5237
ZSWIM6	0.530125
SMEK1	-0.00583333333333333
PCGF2	0.239875
C1orf102	2.28675
CYP2A13	4.5045
KCNH6	-0.0302
MDM1	0.993
ALDH7A1	0.532166666666667
C9orf75	1.23275
VDAC3	-0.364125
OR51T1	-0.6785
EIF3F	-0.903166666666667
KCNJ10	-0.419625
LENG8	0.203
EDEM2	0.237583333333333
CCNJL	-1.00616666666667
DHX37	-0.397
CRYGN	0.445
AATF	-0.59925
ZNF630	1.059875
E2F5	-1.6965
WFDC13	-0.26275
FTSJ3	-0.817666666666667
C4orf33	-1.198
LHFPL4	-0.17625
C19orf56	-0.21675
SMAD4	0.557625
AFM	-0.102666666666667
G0S2	0.16
FCHSD2	0.0137
RRP1B	-0.6252
EEF1B2	-0.790666666666667
STAT6	1.14333333333333
ZNF195	-0.713
GNL1	-0.915
ZNRF2	-0.0436666666666667
PER3	-0.02925
ASB16	0.02525
C10orf10	1.46442857142857
ADCY8	-1.8355
C9orf58	0.354666666666667
ARMC10	-0.506333333333333
PSG1	-0.163
DHX34	-0.134
VARS2	-0.671
NFIC	1.251
ITPR2	1.539
AGXT2	0.3745
OR6K3	-0.0395
H2AFZ	-0.687833333333333
MLLT3	0.85125
COX4I2	1.1275
CCNT2	-0.304
PLK4	-1.759875
NUMBL	-0.504666666666667
MED16	0.331
PLEKHQ1	1.16
GOSR1	-0.0307222222222222
BTG4	0.46
RPL30	-0.48375
IGSF5	0.115
IGFL2	2.159
ELMOD2	0.284
SHC3	-0.796
HAVCR1	-0.1985
DYNC2H1	0.47675
RNF5	-0.672
C2orf7	0.28175
NLF1	0.9675
KLHL25	0.64125
LRP10	1.2746
KRI1	-0.26825
PUS7L	0.6475
MGMT	1.25
HOXD1	-0.133833333333333
CSH1	0.0354
ATG16L2	-1.74525
FLJ44635	0.363
CHODL	-0.353
EXOSC8	-1.2405
SLC28A1	-0.21
MYO7B	-0.0461666666666667
SEH1L	-0.2126
MTNR1A	0.093
TSPAN5	-0.230666666666667
CDC45L	-3.477
AMIGO1	0.2575
ATAD3A	-1.255875
OSGIN2	-0.254833333333333
PDIK1L	0.411333333333333
DARC	1.836
PIPSL	0.6815
SHMT1	-0.92075
CRISP3	0.4875
POPDC2	1.43883333333333
ZRANB2	-0.6135
FBXL8	0.99975
TRIP13	-1.79618181818182
EIF5AL1	-0.909
POU5F1P3	-4.99466666666667
IL6	-2.25333333333333
CXorf38	0.2
IFNA16	-0.1125
FBXL2	1.02533333333333
BRD1	0.01875
STATH	-0.0755
FBXO44	0.26
MCCC2	2.1495
CDC2	-1.5723
C5orf23	1.487
IVD	0.368
C10orf122	-0.08825
MSL3L1	-0.1851
MVP	1.29875
EPOR	-0.8626
ZMYM1	-0.875
BCL7C	0.736666666666667
PSTPIP2	1.0448
LYPD1	-2.2755
OR8G5	0.281
ZP3	-0.0273333333333333
BCAS4	1.77666666666667
EDG6	1.9665
ISY1	-0.286
PRAMEF2	-0.30975
CUL1	-0.358
RNF213	0.669
CCRK	1.49125
DHX9	-0.093875
C13orf29	-0.67625
NCKAP1	0.433
MRPL43	0.442357142857143
XPR1	-0.5305
PKN2	0.944
PODNL1	0.395
ZNF333	0.188125
DALRD3	0.683
OPN1SW	0.102
BTBD6	0.3875
C11orf82	-1.46
OR5P3	-0.1825
DUSP11	-0.13925
L1CAM	-1.0155
NEK11	1.40866666666667
OR7E91P	0.789
CNTN3	0.8129
CREB3L2	-0.277
ZBTB37	0.4285
KIAA1324L	0.0035
NDUFB10	1.054
NUDT2	0.79075
GTPBP8	-0.252
CACNA1D	0.83075
PRKAA2	-0.372
PRDM8	0.119
MGC16075	-0.311166666666667
KRT14	-0.0510714285714286
PP8961	0.2765
MRPL18	-0.1505
ABCG2	-2.382
PACRG	0.3475
BBS2	-0.26175
KREMEN2	0.6805
FBXO21	1.29075
HNRPUL1	0.203583333333333
GRB10	-0.762
CLSTN1	0.645625
LMAN2	1.0957
C17orf61	-0.523
NIPSNAP3A	0.9925
INSIG2	-0.772333333333333
PCDHB7	-0.138666666666667
STXBP2	0.8915
CMAH	0.417333333333333
SEMA5B	-0.37175
ZNF155	0.307
COQ6	0.0453333333333333
PRPF4	-0.21575
TSPAN15	2.5624
VN1R5	-0.079
LATS2	0.3225
SELK	0.46925
PGK2	0.09
MS4A1	-0.3285
TYW3	-0.4429
KRTAP5-1	0.96975
RCCD1	-1.793
BTN1A1	0.2745
DDX28	0.21475
TMEM65	-0.152
LOC92345	-0.14125
TTC31	-0.45075
WDR46	-1.03133333333333
CHP2	-0.965833333333333
LSP1	0.427625
ZNF542	0.093
EXOSC1	-0.44575
ARHGAP18	-0.0201666666666667
LRRTM4	-0.59075
MAOB	3.5185
CACNB4	1.0465
MGC33846	2.06375
RANBP3L	0.760875
ATP5L	0.15825
ONECUT1	-2.0085
NUDT9	0.64575
TMEM149	0.018
STX17	0.38875
IGSF10	-3.7115
TMPRSS9	0.0095
BMPR2	0.835916666666667
ALLC	-0.0685
KLF7	0.758
GCC1	0.4843
TIMM9	-0.999
CDO1	0.598166666666667
MGC10701	-0.774666666666667
IFI6	3.5565
FRMD8	0.679
MGAT2	-0.028
WBP5	-0.205666666666667
CNIH2	0.23
KIAA0907	-1.2437
KCNH8	-1.19
CTSG	-0.613
GRIK1	-0.2155
CUL5	0.405375
FRMD1	0.084
OR9A4	-0.127
SYT6	0.235375
FOXD4L2	0.157
ANAPC2	-0.0885
OPN5	-0.1805
TAF13	-0.29475
LYG2	-0.69125
GGNBP1	0.0165
C11orf40	-0.028
OTX2	-0.586
REG4	0.158666666666667
EIF5	-0.222875
PALB2	-0.52825
SEPSECS	0.1238
RNASE3	-0.3035
TRIM49	-1.447
POLR2K	0.1096
GPR42	0.19
C8B	-2.4775
SASS6	-0.60675
PREB	-0.389166666666667
OR3A3	0.1985
TUBA8	0.117375
IGLV2-14	-1.662
STIL	-1.53
ANKFN1	-0.143
NME7	0.16925
HOXC12	0.784
UBE2C	-1.18525
FHOD1	-0.4885
CDK2AP1	0.616833333333333
OR6K2	0.32525
DHPS	-0.25225
RPL5	-0.9205
TRGV5	0.2085
LOC541472	-0.236375
HCCS	-0.0987
DENND1B	-0.33
LHX3	0.1185
OR5D16	0.462
CXorf57	-0.908666666666667
IRF2BP1	0.51825
NDST2	0.454166666666667
LCE3D	0.2845
BOLL	0.2645
SYT3	-0.18425
PIH1D2	1.28225
C20orf7	-0.0566666666666667
IL1R2	0.197
SLAMF9	0.772
PPME1	-0.45075
PIK3CA	-0.0805
TRAPPC1	-0.06975
COLEC10	-0.1135
SLC9A6	-0.843833333333333
PDDC1	-0.830083333333333
CCDC53	0.9105
GK3P	0.396
DAZL	-0.31325
BRI3	-0.1085
SDK1	0.7025
CYP2C18	-0.3525
IFI44L	4.719625
RPL3L	0.087
FUT9	-0.534333333333333
KIFC2	-0.495166666666667
PMP2	-0.39325
SLC4A9	-0.0335
PLAG1	-2.02516666666667
MYCBP2	0.621333333333333
OR4E2	-0.351
CCDC65	1.916
C16orf82	0.168
ENTPD4	-0.117125
BRP44L	0.190625
PMP22CD	-0.14125
TMCO4	0.535333333333333
KCNN1	-0.429166666666667
WDR35	0.0445
CCDC80	2.655625
C3orf31	-0.70025
SLC7A9	-0.98425
TMEM190	0.04325
DBC1	0.773
FADS3	-0.525666666666667
PDZD8	-0.1625
GRM5	0.07825
AZGP1	3.6214
PEX3	-0.0945
MED1	-0.112571428571429
ATG4C	-1.20566666666667
HNRPH3	-0.96
FAM109B	1.8145
C4orf17	-0.09
CA10	-0.26925
OPRD1	-0.0595
CCL16	-1.014
SACM1L	-1.03275
CST6	3.8335
CD63	1.36
LGI1	-0.795
ZNF784	0.53
CRYBB1	-0.752
CX3CL1	0.57905
TOP2A	-2.609125
GYPB	-2.544
GADD45GIP1	-0.5045
FEN1	-1.446625
IGF1R	0.22575
WDR72	-1.58533333333333
PURG	-0.673166666666667
DEFB126	0.337
PKD1L1	0.89225
CAV1	-2.1092
GNPDA2	0.4787
DGAT2	0.24
NLGN1	-3.7155
STRBP	0.55325
HPRT1	-0.516833333333333
FANCI	-1.813375
PSMA7	0.7305
DBF4B	-0.481166666666667
TTF1	-0.3575
RAD54L	-2.3285
ELOF1	0.13325
PLAGL2	-0.505375
ZNF256	0.7315
HMGCL	0.52875
MSI2	-0.406833333333333
RPESP	2.112
C11orf60	1.15675
ABCD1	0.05
ACAA1	0.4019
SPARCL1	3.74114285714286
IL6ST	2.3395
ZNF319	0.47575
TMEM109	-0.4176
FAM90A1	0.890166666666667
IL22RA1	-0.633
ATP4B	-0.108
TEC	-0.5345
C7orf30	-0.977
TXNDC2	-0.1115
ABCB4	-0.2015
KIAA1191	0.757875
C9orf38	-0.1525
SFTPB	0.180375
CNTNAP2	0.626583333333333
FRK	0.5855
TBX19	0.03325
CHD4	0.204
C6orf26	-2.49466666666667
MOSC2	1.548
IKBKE	0.7165
HIF1A	-2.145
LOC595101	-0.318
RELA	0.189833333333333
TMEM16B	1.43616666666667
ABHD12B	-1.0155
TSEN34	0.71625
KIF18A	-2.26075
TXNDC9	0.151166666666667
SPATA2L	0.2075
SEMA4G	-1.326
C21orf91	-0.2105
MATN1	-0.342
KCNIP4	0.0173333333333333
TUSC1	2.0785
OR4C15	0.12475
ARMCX6	0.497083333333333
WBSCR27	-0.525166666666667
OR52I2	-1.507
KIAA1604	-0.93725
DYNC1I1	0.214625
PPP4C	0.2705
SLC47A2	-1.31066666666667
TREH	-0.193125
CD48	1.28466666666667
ST14	1.84466666666667
PKN1	-0.34675
SPON2	1.831
XBP1	2.56083333333333
SFRS12	0.0353333333333333
EFCAB6	0.8455
SELT	0.32925
SLC39A2	0.9485
ERF	-0.747
ARL3	0.961125
SURF6	-0.3949
MLLT10	-1.32761904761905
FLJ11171	0.1285
TDGF1	-4.10483333333333
ERCC6	-0.291
EIF2AK4	0.16925
BAZ1A	-0.358833333333333
LRRN3	0.1915
TMC3	0.2455
EFTUD1	0.05075
PTPRO	1.6415
CLEC12A	0.334375
ACBD4	0.257
ZDHHC14	-0.4285
OTUD7B	1.08125
ACTB	0.4865
MSRA	0.304625
LCE5A	1.4015
IFI35	1.54575
BSCL2	1.22416666666667
ANKRD12	0.377416666666667
CFHR2	0.7775
RGAG1	0.0435
HSFY1	0.038
SLC30A5	0.120833333333333
IMPG1	0.2255
GPR109A	0.2695
ZNF185	-0.4155
IYD	0.415
NPCDR1	0.2815
SERPINA13	-2.039
HMGCLL1	-0.82025
NEUROG1	0.901833333333333
UBQLN1	0.166875
LIN37	0.52
SOCS2	-2.01625
DSCR4	-0.97675
XKR6	-0.103
GPR142	0.2945
KRTAP13-3	0.0415
CCDC15	-0.221
MOS	-0.343
CD1E	-1.189
OFCC1	0.00666666666666666
FAM83D	-1.413
SRFBP1	0.163
C9orf96	-0.5525
DHDH	0.7815
CCDC90A	-0.7415
RABL3	0.1697
CD320	-1.132
ANGEL2	0.755083333333333
MRPL21	-0.0505
SMG6	0.384333333333333
INSR	1.43525
FLJ14816	-0.428
GLRB	-0.170333333333333
C9orf89	1.18075
CIZ1	0.0125
URG4	-0.0475
LRDD	-1.26666666666667
CBY1	1.115
NFX1	0.546125
MTERFD2	0.183642857142857
C19orf23	0.422
PGC	-1.187375
IER3IP1	0.7314
RASAL2	1.45825
C1orf89	0.47475
SYNJ1	-0.053625
NFKBIE	0.553
FLJ40125	-0.955666666666667
TCEB2	0.587
NOG	-1.3295
POLR2J2	-0.497833333333333
HLA-B	3.7165
PCDHA1	1.9205
PPP2R2B	2.62
ARHGEF17	0.699333333333333
TCF7L2	0.619785714285714
CHD5	-0.302666666666667
ZNF431	-0.17375
TBC1D25	0.304
ZNF800	0.486
SCUBE2	3.26427272727273
MYCBP	0.437166666666667
GPX5	0.122
C6orf129	0.467833333333333
QSER1	-0.553166666666667
ULK2	1.8375
PIGO	1.30733333333333
NRCAM	-1.531
SLC35E3	0.84875
CSRP2	-1.20425
HYPE	1.1625
MAPK15	-0.190166666666667
MGC14327	0.412
TIMM13	-0.118666666666667
ZNF462	-0.83225
GBA3	-0.02525
TEX13A	0.289
MCM6	-1.36077777777778
MTRF1	-0.94725
ABCA7	-0.31525
EIF4A2	-0.601
ZC3H10	1.065
RPGR	0.2405
C20orf94	1.68575
RP1L1	-0.07575
GPR125	-0.499
USP22	0.266
OR1L4	-0.14725
MLZE	0.5135
FLJ32065	-0.17175
PTCD1	-0.10775
CRTAC1	1.06266666666667
BXDC2	-0.9585
C18orf1	2.35616666666667
FAM107A	0.505714285714286
EFNA3	0.82825
P18SRP	-0.1277
CAMKK2	0.693083333333333
KIAA0649	0.38325
NES	-1.936
HS6ST3	-0.246375
PON2	-0.26625
TCP11L2	0.0345
CLEC4A	1.8785
PRR12	0.3895
MLXIPL	-1.2635
C2orf50	0.5525
ZNF28	0.4815
ENC1	1.62883333333333
MAP2K1	-0.790375
FKSG2	0.166
KIAA0430	1.19625
PTP4A1	-1.27166666666667
GPR156	0.8935
GTF3C6	-0.07775
UBR2	-0.2163
LOC388272	-1.029
MAK	0.316333333333333
ACOT4	1.9115
STC2	-0.854166666666667
PIGW	-0.877875
SAE1	-0.137125
COL6A1	0.935409090909091
OAZ1	0.708666666666667
STMN4	1.2885
EDG3	0.266333333333333
SGCE	-1.61166666666667
IL11	-1.84116666666667
PRSS8	3.445875
YIPF5	1.24425
WNT4	3.55475
CSN2	0.207833333333333
TCF7	-2.21975
TDO2	0.452
SAMD9	1.2408125
S100A7A	0.0675
MMRN1	0.498833333333333
GKAP1	1.20675
AKR1C3	-1.552125
RNF19A	-0.25425
GMDS	-1.10175
YKT6	-0.547
SPARC	1.946
C12orf31	0.2935
UBE2V2	-1.2805
FBXL18	-0.522166666666667
KIAA0460	0.905
ADAM22	0.483875
SERPINC1	-4.047
KCTD21	0.48025
MYOHD1	-2.1075
ZNF37A	0.236666666666667
GTF3C1	0.685666666666667
CTSZ	1.8985
PRNPIP	-0.89575
DRD1IP	0.07425
NR1I2	-1.11716666666667
ZNF266	-0.4576
SPAG4L	-0.1555
COX4NB	-0.332
SAPS1	0.565
APOA1	-3.93075
TATDN1	-1.33416666666667
C10orf82	2.318
KPNB1	-0.6975
FOXO3	0.668416666666667
CRYBB2	-0.925
ZBTB5	-0.0736666666666667
SLC25A38	-0.4165
DCTN2	0.5975
IFT20	0.118
CTHRC1	2.928
C1orf31	-0.082125
UHRF1	-1.1961875
GPC6	0.23525
C10orf54	1.58125
MCF2L2	0.00583333333333333
WNT9B	-0.037
OLA1	-0.8985
FAM120B	0.34475
TTLL10	-0.5265
CYorf15A	-3.61875
RELN	-1.3992
SCN2B	0.73125
MFHAS1	-0.51425
NKX3-2	-0.178666666666667
RASGRF2	0.561
SSBP1	-0.434333333333333
KPNA6	-0.3555
LOC389118	0.145
HS3ST4	-1.2268
SUPT7L	-0.257875
FLJ32658	-1.172
IGFBPL1	-0.37225
KIAA1641	-1.1268
SHKBP1	-0.086
CSF1R	4.50925
NAGK	0.897
MYL2	0.38225
HIST1H4C	-0.5515
TOMM7	-0.10475
ADAMTSL3	2.4721
TNFSF14	-0.0855
PRRT2	-1.20175
VTA1	-0.618875
AOAH	2.81366666666667
CRISPLD2	1.42685714285714
PNN	-1.0963
TA-NFKBH	-0.319
ESPN	-0.00975
