Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
UBXD5	0.705625
GPRC5A	0.7221
PAK3	-0.4795
LOC63920	-0.34075
TGFBR1	-0.6155
KRTAP6-3	-0.22825
SFMBT2	-0.73
CDC42	-0.3215625
C11orf35	0.1395
TTLL2	0.155
UACA	0.5225
CD97	-0.4151
SETD5	-0.205875
NINJ2	-0.24075
PTER	1.69016666666667
POMGNT1	0.95875
KRTAP4-2	-0.00949999999999999
ECGF1	2.776125
HRB	-0.572363636363636
ATP1B2	-0.2322
LOC400506	0.63175
COL4A3BP	-0.011
C6orf97	3.14825
GRHPR	0.690375
TAS2R1	0.509
SEMA7A	-1.53775
EDF1	0.194
ODF2L	0.7412
PCID2	-0.8705
GTF2H4	-0.8075
ZCCHC3	-0.69875
CGB2	0.05
NEUROD1	0.177666666666667
C20orf75	-0.1175
RP5-1054A22.3	0.955833333333333
IFNA5	0.13
ZNF134	0.23525
MGC119295	-1.9911
ZSWIM6	-0.496625
SMEK1	-0.482666666666667
PCGF2	-0.015125
C1orf102	2.908
CYP2A13	1.742
KCNH6	-0.9086
MDM1	0.0644
ALDH7A1	-0.762833333333333
C9orf75	0.63075
VDAC3	-0.68025
OR51T1	0.1805
EIF3F	-1.1025
KCNJ10	0.024125
LENG8	-0.3715
EDEM2	0.595833333333333
CCNJL	-2.19433333333333
DHX37	-0.8135
CRYGN	-0.4775
AATF	0.11525
ZNF630	1.5575
E2F5	1.4055
WFDC13	0.271
FTSJ3	-0.908666666666667
C4orf33	0.61475
LHFPL4	-2.971
C19orf56	0.4355
SMAD4	-0.26325
AFM	-0.9538
G0S2	-1.4885
FCHSD2	-0.0076
RRP1B	-0.7906
EEF1B2	-1.08083333333333
STAT6	-0.285166666666667
ZNF195	-1.25175
GNL1	-0.17
ZNRF2	0.702833333333333
PER3	-0.9515
ASB16	0.07225
C10orf10	0.302928571428571
ADCY8	-2.95916666666667
C9orf58	-2.0585
ARMC10	-0.6625
PSG1	-0.89
DHX34	0.24575
VARS2	0.469375
NFIC	1.0705
ITPR2	3.798
AGXT2	0.0258333333333333
OR6K3	0.307
H2AFZ	-0.515416666666667
MLLT3	0.804333333333333
COX4I2	1.1365
CCNT2	-0.214375
PLK4	-0.943
NUMBL	0.490666666666667
MED16	0.43625
PLEKHQ1	0.70875
GOSR1	0.7305
BTG4	0.0445
RPL30	2.02366666666667
IGSF5	-0.83025
IGFL2	1.39216666666667
ELMOD2	0.2855
SHC3	-1.08766666666667
HAVCR1	0.052
DYNC2H1	0.291875
RNF5	0.2365
C2orf7	-0.2305
NLF1	0.1725
KLHL25	-0.6865
LRP10	0.5893
KRI1	-0.437
PUS7L	0.126166666666667
MGMT	1.00475
HOXD1	1.719
CSH1	0.0824
ATG16L2	-2.106
FLJ44635	-0.895
CHODL	-0.77725
EXOSC8	-2.681
SLC28A1	-0.18825
MYO7B	-0.583333333333333
SEH1L	-0.1178
MTNR1A	0.0893333333333333
TSPAN5	-1.04833333333333
CDC45L	-1.63916666666667
AMIGO1	1.1395
ATAD3A	-0.949125
OSGIN2	0.926333333333333
PDIK1L	1.18266666666667
DARC	2.4745
PIPSL	0.1115
SHMT1	-0.12975
CRISP3	2.053
POPDC2	1.93333333333333
ZRANB2	-0.751166666666667
FBXL8	0.074
TRIP13	-0.487272727272727
EIF5AL1	-0.1055
POU5F1P3	-5.039
IL6	-2.2625
CXorf38	-0.248166666666667
IFNA16	0.102
FBXL2	1.191
BRD1	0.685
STATH	0.228
FBXO44	1.24516666666667
MCCC2	-0.38075
CDC2	-0.7806
C5orf23	-3.03775
IVD	1.64516666666667
C10orf122	-0.44075
MSL3L1	-0.2365
MVP	-0.13575
EPOR	-1.1178
ZMYM1	0.0168333333333333
BCL7C	1.07183333333333
PSTPIP2	2.0021
LYPD1	-4.0375
OR8G5	0.0665
ZP3	-0.613
BCAS4	2.00675
EDG6	2.549
ISY1	0.163
PRAMEF2	-1.328
CUL1	-0.2655
RNF213	1.253
CCRK	1.99175
DHX9	-0.198125
C13orf29	-0.87975
NCKAP1	0.4025
MRPL43	0.589857142857143
XPR1	-0.08275
PKN2	0.4101
PODNL1	-0.1535
ZNF333	0.38925
DALRD3	0.396
OPN1SW	0.2855
BTBD6	0.1325
C11orf82	-2.148
OR5P3	0.657
DUSP11	0.23575
L1CAM	-1.5963
NEK11	2.51733333333333
OR7E91P	1.475
CNTN3	0.6944
CREB3L2	-0.367
ZBTB37	0.8325
KIAA1324L	-0.5795
NDUFB10	0.866833333333333
NUDT2	-0.03725
GTPBP8	-0.74325
CACNA1D	1.9825
PRKAA2	-2.03016666666667
PRDM8	0.0045
MGC16075	-0.574166666666667
KRT14	-2.21957142857143
PP8961	0.05075
MRPL18	0.654
ABCG2	-2.7405
PACRG	1.9555
BBS2	-0.74275
KREMEN2	-4.799
FBXO21	0.997
HNRPUL1	0.55
GRB10	-2.3085
CLSTN1	1.52075
LMAN2	0.1064
C17orf61	0.29175
NIPSNAP3A	0.60675
INSIG2	-1.39683333333333
PCDHB7	-0.623
STXBP2	0.287125
CMAH	0.551916666666667
SEMA5B	-1.202
ZNF155	0.123833333333333
COQ6	-1.3055
PRPF4	-0.326
TSPAN15	0.3243
VN1R5	0.422
LATS2	-0.6615
SELK	1.18
PGK2	-0.01725
MS4A1	0.24975
TYW3	-0.1125
KRTAP5-1	0.334
RCCD1	-1.21966666666667
BTN1A1	0.23375
DDX28	-0.99475
TMEM65	-0.31
LOC92345	0.5985
TTC31	-0.3735
WDR46	-0.291166666666667
CHP2	-1.262
LSP1	0.150375
ZNF542	0.93525
EXOSC1	-0.908
ARHGAP18	0.772833333333333
LRRTM4	-0.69675
MAOB	-0.479666666666667
CACNB4	-1.33875
MGC33846	-0.44975
RANBP3L	1.1715
ATP5L	-0.363875
ONECUT1	-3.0355
NUDT9	0.84475
TMEM149	0.8955
STX17	0.7305
IGSF10	-4.85875
TMPRSS9	0.486
BMPR2	0.916333333333333
ALLC	0.0615
KLF7	-0.70575
GCC1	0.734
TIMM9	-1.27625
CDO1	-1.83933333333333
MGC10701	-1.1385
IFI6	3.1915
FRMD8	-0.7575
MGAT2	0.93
WBP5	-2.03516666666667
CNIH2	0.2775
KIAA0907	-1.76
KCNH8	-0.506
CTSG	-3.7095
GRIK1	-1.03716666666667
CUL5	0.146375
FRMD1	0.2755
OR9A4	0.357
SYT6	-2.05675
FOXD4L2	1.0885
ANAPC2	-0.189333333333333
OPN5	0.1255
TAF13	-0.3825
LYG2	-0.11225
GGNBP1	-0.133
C11orf40	0.202
OTX2	-1.242
REG4	-0.1845
EIF5	-1.216875
PALB2	0.00475000000000001
SEPSECS	0.4557
RNASE3	-0.27625
TRIM49	-2.074
POLR2K	2.358
GPR42	0.0725
C8B	-2.4285
SASS6	-0.77475
PREB	0.131
OR3A3	0.3685
TUBA8	0.0405
IGLV2-14	-0.72275
STIL	-0.83475
ANKFN1	-1.077
NME7	0.20475
HOXC12	-1.176
UBE2C	-0.316625
FHOD1	-1.71475
CDK2AP1	0.0551666666666666
OR6K2	0.2725
DHPS	-0.035
RPL5	-0.797916666666667
TRGV5	0.016
LOC541472	-0.186875
HCCS	0.1855
DENND1B	2.2675
LHX3	0.221
OR5D16	0.287
CXorf57	-1.82616666666667
IRF2BP1	0.6475
NDST2	0.532666666666667
LCE3D	-0.0235
BOLL	0.36225
SYT3	-1.2145
PIH1D2	0.12675
C20orf7	-0.531666666666667
IL1R2	0.1865
SLAMF9	-0.978
PPME1	-0.448
PIK3CA	0.48775
TRAPPC1	0.47175
COLEC10	-0.6275
SLC9A6	-0.9935
PDDC1	-1.52066666666667
CCDC53	0.46975
GK3P	0.11125
DAZL	0.3525
BRI3	-0.55575
SDK1	-1.011375
CYP2C18	0.101
IFI44L	5.14175
RPL3L	-0.235
FUT9	-0.584
KIFC2	-0.9405
PMP2	-0.3625
SLC4A9	-0.081
PLAG1	-2.28133333333333
MYCBP2	-0.306333333333333
OR4E2	0.2755
CCDC65	1.17
C16orf82	0.2325
ENTPD4	0.061
BRP44L	0.44725
PMP22CD	0.061
TMCO4	1.11466666666667
KCNN1	-0.8805
WDR35	0.47575
CCDC80	1.213125
C3orf31	-1.2705
SLC7A9	-0.96625
TMEM190	-1.46225
DBC1	-3.18216666666667
FADS3	-1.62666666666667
PDZD8	0.558333333333333
GRM5	0.190375
AZGP1	2.3267
PEX3	1.073
MED1	0.0132142857142857
ATG4C	-0.518166666666667
HNRPH3	-0.718625
FAM109B	2.8285
C4orf17	-0.153
CA10	-0.599
OPRD1	0.0925
CCL16	-1.39175
SACM1L	0.61275
CST6	4.908
CD63	0.3685
LGI1	-1.39375
ZNF784	0.31575
CRYBB1	-1.715
CX3CL1	1.21755
TOP2A	-0.605875
GYPB	-3.283
GADD45GIP1	-0.54525
FEN1	-1.8135
IGF1R	0.884875
WDR72	2.61466666666667
PURG	-1.23766666666667
DEFB126	-0.18075
PKD1L1	0.732
CAV1	-3.0426
GNPDA2	0.5466
DGAT2	-1.687875
NLGN1	-6.1245
STRBP	0.62325
HPRT1	-0.138166666666667
FANCI	-1.665625
PSMA7	0.750625
DBF4B	-0.944833333333333
TTF1	-0.06725
RAD54L	-2.04225
ELOF1	0.109
PLAGL2	-1.067875
ZNF256	-0.03
HMGCL	1.65225
MSI2	1.75083333333333
RPESP	-4.21733333333333
C11orf60	0.67925
ABCD1	0.0345
ACAA1	0.4982
SPARCL1	4.18021428571429
IL6ST	0.3688
ZNF319	-0.12275
TMEM109	-0.0155
FAM90A1	-2.2275
IL22RA1	0.69
ATP4B	0.2665
TEC	-0.098
C7orf30	-0.74875
TXNDC2	-0.264666666666667
ABCB4	-0.12025
KIAA1191	1.089375
C9orf38	0.179
SFTPB	0.535125
CNTNAP2	1.18866666666667
FRK	-1.148
TBX19	-0.71675
CHD4	-0.17825
C6orf26	-2.13133333333333
MOSC2	-1.55825
IKBKE	0.32525
HIF1A	-3.01766666666667
LOC595101	0.4605
RELA	0.827666666666667
TMEM16B	5.2785
ABHD12B	3.35625
TSEN34	0.94175
KIF18A	-2.063
TXNDC9	0.155833333333333
SPATA2L	-0.0655
SEMA4G	-1.153
C21orf91	0.12025
MATN1	0.186
KCNIP4	0.0995
TUSC1	1.611375
OR4C15	0.167
ARMCX6	0.804166666666667
WBSCR27	0.341666666666667
OR52I2	0.0685
KIAA1604	-1.0735
DYNC1I1	-1.956
PPP4C	0.0235
SLC47A2	-1.94516666666667
TREH	-0.30375
CD48	2.63333333333333
ST14	0.596666666666667
PKN1	0.1305
SPON2	0.15125
XBP1	4.32208333333333
SFRS12	-1.03783333333333
EFCAB6	3.78225
SELT	0.0675
SLC39A2	0.4825
ERF	-0.843166666666667
ARL3	1.080625
SURF6	-0.2556
MLLT10	-0.352809523809524
FLJ11171	-0.1495
TDGF1	-4.59616666666667
ERCC6	-1.4355
EIF2AK4	1.18425
BAZ1A	0.6515
LRRN3	-1.01666666666667
TMC3	-0.043
EFTUD1	-0.02225
PTPRO	1.125
CLEC12A	2.010875
ACBD4	0.4375
ZDHHC14	-0.9035
OTUD7B	1.124625
ACTB	0.1136875
MSRA	-0.540625
LCE5A	0.674
IFI35	1.08475
BSCL2	0.0193333333333333
ANKRD12	0.582916666666667
CFHR2	0.1355
RGAG1	-0.646333333333333
HSFY1	-0.9445
SLC30A5	0.18725
IMPG1	0.0185
GPR109A	0.6055
ZNF185	0.07225
IYD	0.9555
NPCDR1	0.178
SERPINA13	-0.1595
HMGCLL1	-1.83225
NEUROG1	0.0156666666666667
UBQLN1	0.911125
LIN37	0.16825
SOCS2	-3.4235
DSCR4	-1.65025
XKR6	-2.5095
GPR142	0.283
KRTAP13-3	0.997
CCDC15	-0.309
MOS	-0.353
CD1E	-0.3605
OFCC1	0.111
FAM83D	-1.0965
SRFBP1	-0.22575
C9orf96	-0.236
DHDH	-0.29175
CCDC90A	1.0425
RABL3	0.5019
CD320	-0.977666666666667
ANGEL2	0.062
MRPL21	0.53975
SMG6	0.237
INSR	2.2909375
FLJ14816	-0.938
GLRB	-2.98
C9orf89	1.8265
CIZ1	-0.301
URG4	-0.2315
LRDD	-2.17016666666667
CBY1	1.75366666666667
NFX1	-0.14175
MTERFD2	-0.475857142857143
C19orf23	0.3755
PGC	-3.137375
IER3IP1	-0.0302
RASAL2	0.752083333333333
C1orf89	0.85175
SYNJ1	0.3195
NFKBIE	1.22325
FLJ40125	-1.1685
TCEB2	0.2926
NOG	-1.847
POLR2J2	-0.771666666666667
HLA-B	3.07575
PCDHA1	-0.3695
PPP2R2B	-1.043
ARHGEF17	-0.194
TCF7L2	-0.0583571428571429
CHD5	-0.663333333333333
ZNF431	-0.01275
TBC1D25	0.8285
ZNF800	1.18425
SCUBE2	2.40818181818182
MYCBP	0.588666666666667
GPX5	0.462
C6orf129	1.1445
QSER1	-0.944833333333333
ULK2	2.4535
PIGO	-0.210666666666667
NRCAM	-2.79792857142857
SLC35E3	0.7705
CSRP2	-3.49175
HYPE	1.26875
MAPK15	0.359333333333333
MGC14327	0.22125
TIMM13	0.683166666666667
ZNF462	-3.22375
GBA3	0.24825
TEX13A	0.1975
MCM6	-0.958666666666667
MTRF1	-1.2735
ABCA7	-0.74025
EIF4A2	-0.04125
ZC3H10	1.1397
RPGR	0.404
C20orf94	-0.346
RP1L1	0.06575
GPR125	-0.203
USP22	-0.2035
OR1L4	0.1285
MLZE	0.0585
FLJ32065	0.88175
PTCD1	-1.24775
CRTAC1	1.12483333333333
BXDC2	-0.43325
C18orf1	1.73883333333333
FAM107A	0.475785714285714
EFNA3	-0.29575
P18SRP	-0.5466
CAMKK2	0.601916666666667
KIAA0649	-1.7435
NES	-1.71383333333333
HS6ST3	-2.230875
PON2	-2.0595
TCP11L2	0.1415
CLEC4A	2.71925
PRR12	0.356
MLXIPL	-2.0333
C2orf50	0.309
ZNF28	1.089
ENC1	-1.92466666666667
MAP2K1	-0.023
FKSG2	-0.6405
KIAA0430	0.8585
PTP4A1	-0.696833333333333
GPR156	0.2085
GTF3C6	0.3185
UBR2	0.3589
LOC388272	-0.969
MAK	0.3065
ACOT4	2.54675
STC2	0.12325
PIGW	0.185375
SAE1	-0.440875
COL6A1	-0.799090909090909
OAZ1	0.375833333333333
STMN4	0.227
EDG3	0.543666666666667
SGCE	-3.086
IL11	-2.39083333333333
PRSS8	1.87625
YIPF5	0.124416666666667
WNT4	0.60425
CSN2	0.297666666666667
TCF7	-2.635125
TDO2	3.52725
SAMD9	-0.15825
S100A7A	-0.273
MMRN1	0.892666666666667
GKAP1	0.16625
AKR1C3	-3.747875
RNF19A	2.731625
GMDS	0.44475
YKT6	-0.33475
SPARC	-0.0558
C12orf31	-0.513
UBE2V2	-0.837833333333333
FBXL18	-1.2935
KIAA0460	0.75075
ADAM22	-1.297375
SERPINC1	-4.908
KCTD21	2.32175
MYOHD1	-1.6865
ZNF37A	0.326666666666667
GTF3C1	1.19483333333333
CTSZ	2.346
PRNPIP	0.631
DRD1IP	0.11225
NR1I2	-1.79266666666667
ZNF266	-0.5313
SPAG4L	0.014
COX4NB	-1.20775
SAPS1	0.0156666666666667
APOA1	-4.095875
TATDN1	-0.697666666666667
C10orf82	3.14825
KPNB1	0.264
FOXO3	1.32916666666667
CRYBB2	-0.5785
ZBTB5	-0.371
SLC25A38	0.66425
DCTN2	0.130333333333333
IFT20	0.90125
CTHRC1	3.01375
C1orf31	-0.381875
UHRF1	-0.7324375
GPC6	-0.9915
C10orf54	1.46425
MCF2L2	-0.000833333333333339
WNT9B	-0.0515
OLA1	0.20325
FAM120B	0.984
TTLL10	-0.068
CYorf15A	-4.499
RELN	-2.2466
SCN2B	1.834
MFHAS1	-1.57125
NKX3-2	-1.668
RASGRF2	-0.628
SSBP1	-1.21183333333333
KPNA6	0.253285714285714
LOC389118	0.077
HS3ST4	-1.3923
SUPT7L	0.5005
FLJ32658	0.16025
IGFBPL1	-1.09175
KIAA1641	-1.2194
SHKBP1	0.0313333333333333
CSF1R	4.086
NAGK	1.06725
MYL2	1.1045
HIST1H4C	-0.000666666666666672
TOMM7	-0.78925
ADAMTSL3	3.5555
TNFSF14	0.0495
PRRT2	-0.385
VTA1	0.47625
AOAH	3.80883333333333
CRISPLD2	0.811357142857143
PNN	-1.2857
TA-NFKBH	-0.08075
ESPN	-0.59525
RBM43	0.361
KIAA1267	-0.2435
DDX3X	0.0510555555555556
KIAA1576	-4.74675
PLXDC1	2.968
FLJ25801	-4.719
HNRNPL	-0.09175
RUNDC3A	0.041
CASP12	0.6135
SH2D5	-1.618875
RPL26L1	1.0575
OR51A7	0.0805
HDC	1.421
C2orf16	-0.0181666666666667
SYTL3	2.58475
GOLGA4	0.592625
NOTCH1	-0.36
ATPAF2	0.88125
ECD	0.02475
SSX5	-0.566666666666667
SNAP91	0.00174999999999999
OCA2	-5.923
PNPO	0.258333333333333
DAPK1	-0.191
PINX1	-1.2225
SELENBP1	1.151125
NEK3	-1.27608333333333
TMED4	0.222642857142857
SSTR4	0.134
FOSL1	-2.9944
CD40LG	0.3585
CES1	-1.913
DCI	1.61066666666667
B3GAT3	-0.779666666666667
STK17B	-0.70825
CNTN6	-0.107
CYP3A4	-1.519
MBOAT2	2.55214285714286
PISD	0.10225
USP1	-0.05225
PYDC1	-0.787166666666667
CENPM	0.324125
SAR1B	-0.078
TTC7B	0.168875
DP58	-0.0185
GPC1	-1.19225
RBL1	-0.53425
TMEM137	-1.68266666666667
TOB1	1.42875
TCEAL1	1.35533333333333
CENPF	-1.15690909090909
C6	-0.0696666666666667
PRSS1	-3.8035
PPIL6	2.86533333333333
C6orf124	0.218
ODZ4	0.198166666666667
SNCB	-0.011
NDUFB9	0.66825
CNOT6L	0.967666666666667
S100A9	1.27016666666667
TRIM50	0.0355
KCTD1	-2.1412
WDR63	-0.00825
SPEF2	3.34
RNGTT	-0.043
CXorf22	0.397
KCNK16	0.12325
CEP250	-0.538375
ATPBD1B	-0.075
KCNJ2	3.02775
MT1B	0.4585
ZNF684	-0.5355
SLC4A1	0.6015
PDHA1	-1.07425
ZNF492	-0.51
TKT	-1.2625
BYSL	-0.077625
RNF38	-0.09925
AHDC1	0.198
KLHL2	-0.65825
CMTM8	-2.96525
DMP1	-0.721
HERPUD2	0.263125
CRTAM	3.62
ZNF572	2.52875
TMEM16J	-0.8415
HSD17B2	-3.1535
UBE2G1	-0.097375
AHSA2	-1.12125
PELI2	-2.4025
TPX2	-0.43825
ATP9B	1.06183333333333
DAZAP1	-0.586125
HMGCS2	-0.051
C17orf38	0.7235
B9D1	1.74825
NKX2-5	1.24633333333333
KIAA1276	-0.25625
LILRB2	3.1325
CSTF1	0.135166666666667
BTN2A1	-0.281
C15orf48	4.7785
IGF2BP3	-4.19425
FAM113B	0.648
HRG	0.139
ZNF131	0.15675
USP47	0.528642857142857
CCDC88B	-1.135375
HCN1	-0.7904
HTN1	-0.0194
SYCP3	-0.567
C13orf23	-1.0971
PAPOLA	-0.136875
AATK	0.9719
MSH3	-0.7655
NDUFAB1	-0.01525
ITLN2	-1.01566666666667
BAK1	0.183333333333333
MRPL45	-0.113333333333333
MTNR1B	0.4085
LOC645843	-0.639
SPECC1L	1.337
PGCP	3.303
SPN	-0.1665
GPR143	1.93166666666667
ZNF576	0.632333333333333
TMEM39A	0.7222
ATP5D	-0.4335
MAGEB3	-1.495
RPS5	-0.199
ANP32E	-2.36485714285714
MTMR1	0.62475
YEATS4	-0.276
SYNGAP1	0.36975
PCOLCE	-1.74633333333333
MNS1	0.2515
PCYT2	-0.210166666666667
ZNF182	0.168
LAX1	1.985875
SPPL2B	0.1451
ELOVL5	-0.2375
PCDHAC1	-0.029
B4GALNT1	-1.93
BLOC1S2	0.72575
ZNF673	-0.0148
ARHGAP21	0.589166666666667
IRX5	2.975875
LRFN5	-0.583333333333333
FAM7A1	-1.426
RAB19	1.348
GINS1	-1.12625
ITM2B	0.6698
PAPSS2	-0.999666666666667
OR5BF1	0.2625
ACSL3	-0.032625
KIAA1919	-0.9255
GLT8D2	0.9045
UTRN	-0.328142857142857
CNN1	-1.70375
HISPPD2A	0.114666666666667
SDAD1	0.387375
SIGLEC9	1.61016666666667
RPL35	-0.342142857142857
C22orf26	1.8295
IMPDH2	-1.2395
WDR69	-1.27725
SEC14L5	-0.884833333333333
CLTA	-0.6205
RP11-529I10.4	0.42925
GPR37L1	0.052
OGDH	0.266583333333333
ASB13	2.831
ZFP14	0.32375
ZCRB1	0.445
KPNA3	-0.54425
HSPA1L	1.91075
RHOC	1.136875
LOC554175	-0.61075
PPP3CA	0.6528
SLC1A7	-0.7236
ZNF529	-0.344833333333333
RBED1	0.43175
DDB2	-2.21225
FLJ11286	0.158166666666667
SPATA1	0.5205
MKNK1	0.29
DYSF	1.11166666666667
ALKBH2	-0.1455
NKD1	-4.51116666666667
C1orf174	-0.19375
PLEKHO1	0.586166666666667
ASB10	-0.06875
RING1	0.412666666666667
NPC2	0.239875
AVPR1B	0.677
YTHDF1	0.317
LMAN1L	0.306
GSG2	-0.787
CEP170	-1.48
RPS4Y2	-5.9595
MSH6	0.002
HECTD2	0.447333333333333
ZNF556	-3.33383333333333
PLEKHC1	-2.3293
AIRE	0.141
BCL2L10	1.61475
LMOD3	-0.182
ZBTB8	0.6493
FOXA2	-3.6296
SLCO2A1	2.572375
C3orf46	0.1555
PRDM16	-0.487333333333333
TMEM98	1.858
FRMD5	-3.529
PDE6C	0.4125
C1orf216	1.19583333333333
EP400	-0.180142857142857
PTK2	-0.67025
RNF217	-1.22775
NDUFA8	0.5115
ZFAT1	0.22425
LAMP3	3.01816666666667
GLTSCR2	-0.180375
NPW	-1.4875
LLGL2	-0.7662
PPM1K	-1.4495
C20orf177	-0.422
KIR2DL4	0.7534
NFKB2	0.08825
C21orf122	-0.6395
HESX1	0.9195
GPR114	0.874
SLC25A35	0.926333333333333
GNAT1	-0.2765
ORAI3	0.85575
FAM76B	-0.704375
TMEM99	1.4842
TRIM29	-2.8908
CDS1	3.66
RHEB	-0.0857
C4orf27	-0.249166666666667
RAB3A	0.53725
OTUD6B	-0.67675
GPD1	-1.1895
CDH15	0.319
NPM1	-0.187071428571429
TMEM117	-0.3395
PRPS2	0.288416666666667
GCK	0.443
ADRA2A	2.09066666666667
TSPYL4	1.5745
TASP1	-0.25575
WDR19	1.20808333333333
C10orf38	-1.80125
PDE4C	-0.789833333333333
FYB	1.17475
C1orf55	-0.100666666666667
PPFIA3	-0.27025
RAD18	-0.29075
C12orf44	-0.0553333333333333
CRYBA4	-0.0795
HVCN1	1.75975
TAF10	-0.933
C16orf48	-0.7665
DEPDC5	1.15766666666667
LTBP1	-3.1575
MAPRE1	0.748375
FGF8	-0.0625
C3orf52	0.95025
SENP7	0.255833333333333
LRRK2	0.9945
RUNDC2A	0.229166666666667
KIAA0355	0.0183333333333333
CPEB1	-2.609
PPEF2	-0.1395
ABI2	-0.194166666666667
KIAA0317	-0.333875
ATF1	-0.823
DYNC1H1	0.025875
DIP	0.014
TMEM33	0.657944444444445
POLDIP3	0.72325
C7orf24	0.07275
GPR171	3.59525
CDC6	-0.872666666666666
PLD1	-1.7335
ITFG2	-0.1456
NDUFC1	0.8775
AKNA	-0.41325
NBR1	1.55575
PKHD1	0.39075
HPS4	0.8257
MAFA	0.41325
ULBP3	-0.89875
DIRC1	0.193
IMMT	-0.28825
C22orf13	1.59658333333333
CEL	-0.1265
MARK3	-0.42975
ADAMTS2	-0.04325
ARPC3	0.3465
TMEM10	0.2645
NPHS1	0.08675
BRD8	-0.810666666666667
WDR12	-1.65725
IDI2	0.369125
HOXD13	-1.9885
OR8G2	-0.6185
SLAIN1	-1.893
GABRQ	-0.61075
NR2C2	-0.796
NKTR	-0.9365
TLE2	0.333
KIAA0892	-0.063
AURKA	-1.35754545454545
GPRC5C	-3.71683333333333
TBC1D9B	0.474875
PNPLA6	-0.331666666666667
AP3B1	-0.385
NAG	0.208875
C11orf68	0.13875
AKR7A3	0.62225
AHCYL1	0.108333333333333
COP1	0.329666666666667
RPP14	0.274916666666667
PCDHB18	-0.54675
CDH24	0.49875
KRT17	-3.378
LACTB2	-0.324
DDX24	-0.1088
PHACTR1	-2.67383333333333
SLC35E2	-0.09025
LOXL1	-1.132
IQSEC2	0.7625
RGSL1	0.706
PCDHGC5	0.216
MEGF10	-0.6015
PRRX1	-0.189666666666667
ASTE1	0.5055
C6orf159	-1.553
MYOD1	0.40275
GAA	0.57825
ZNF747	1.86725
KLRC1	-0.440375
IL1RL2	0.569
GDF9	1.2395
GPR119	0.497
TRAF2	-0.439833333333333
HCK	3.80483333333333
BMP6	-2.79425
IL8RA	0.306166666666667
FLJ35848	-0.60825
EFHA1	-0.54325
CDSN	-0.3475
C14orf54	0.0968333333333334
LSM3	-0.17325
ZFP41	0.7565
C9orf126	-1.1945
VIT	-3.743
SPCS3	-0.394
DEF8	-1.8806
CHAF1A	-0.735666666666667
C1orf165	0.05
ZFPM2	-0.283
FTH1	-0.4695
SLC35F1	-1.55625
YWHAH	1.69625
C17orf66	0.304
ADRB1	-0.330166666666667
FOXL1	-0.6495
RG9MTD3	0.412833333333333
UMPS	-0.279875
MGC13008	0.2785
KIAA1161	0.022
CCDC77	-0.766
C12orf65	-0.182
COG4	-0.962333333333333
RCP9	0.12225
RP4-692D3.1	3.039
CDC2L5	0.3525
MGC7036	0.283333333333333
DNAJC11	0.545
GDF2	0.0101666666666667
TIMM17A	0.496
HNRNPA0	-1.1793
OR2H1	-0.48075
PCBP1	0.4995
COL23A1	-2.22425
LRRC2	0.3955
NSD1	0.522785714285714
FLJ37078	-1.39325
WDR91	-1.022
TMEM179	0.05525
DSCR10	1.151
CNDP2	1.4338
FYN	-0.897
BEX2	1.67883333333333
KCND3	0.99525
YPEL5	1.652375
LRRC42	0.1125
C17orf45	0.039875
ZNF649	0.5429
LOC150763	0.359125
COL5A2	0.571916666666667
CNGA2	0.333
ELA2B	-0.657666666666667
RAB9B	1.707
FAM100A	0.86775
NAIP	0.0822142857142857
MYOZ2	-0.728
SPATA12	-0.2095
XRCC4	-1.4975
CYB561	1.2921
CHST10	0.21975
BAI1	-0.5945
BRSK1	0.298333333333333
C17orf89	1.022
PDE6H	-0.6555
FLJ20309	0.4237
MAP7	2.5955
SCN4B	1.08625
SPAG9	-0.6308125
SERTAD1	0.490666666666667
FLJ21963	1.17325
ANTXR1	-1.4662
TMPRSS13	0.795
ETV7	3.863
DGAT1	0.270833333333333
NKIRAS1	1.72283333333333
TAC3	-3.83425
CORO1C	-0.384833333333333
RAD54B	0.48275
HRASLS3	1.575
C21orf42	0.944
BARD1	-0.814
ZNF177	-0.0448333333333333
MIP	-0.1725
ZNF442	0.8625
F2	-4.1891
GRIA1	-0.172125
GALNTL2	0.334833333333333
WNT5A	-4.499
LENG9	0.017
hCG_25371	-1.198
FOXR1	-0.4625
TRA@	1.2523
PWWP2	0.72825
C1QTNF7	0.6675
SLC7A4	0.23075
C4orf7	0.056
C17orf80	1.09066666666667
KLK4	0.208333333333333
IL31	0.119
TMEM176A	3.359
CTNNB1	-0.1941875
BHLHB2	0.80375
TMEM185B	0.231666666666667
ARD1B	-0.611
C1orf93	0.8985
BRUNOL4	-0.824
LOC541469	0.6975
UPK2	-0.31175
GAS8	-0.172333333333333
PATE	0.545
IMPACT	0.017875
WNK4	-1.199
HNRPLL	-0.622
GAD2	-0.05125
ITGA6	-1.71775
BMP15	0.101666666666667
CYP2A7	3.84175
RIC8A	-0.36775
CCND1	2.33191666666667
USP35	2.001
DSCR2	-1.0805
CCL4	4.44083333333333
ZCCHC10	-0.8755
NOL11	-0.73725
TRPM2	1.7325
PSMD2	0.0881818181818182
CHTF18	-0.85475
USP18	2.73425
RRAS	-0.204
LAMC3	-1.491
TOX	-2.40816666666667
