Hybridization REF	TCGA-B6-A0WW-01A-11R-A109-07
DDHD1	-0.178875
MAFG	-0.92875
BICD2	-0.3414
C14orf119	-0.042
C14orf43	0.137928571428571
CDH7	-1.8075
ALKBH5	0.582214285714286
JUP	1.795
TMEM41A	0.431833333333333
MAMDC4	-1.50616666666667
CBX3	-0.577625
LRRC18	0.082
RBMXL2	-0.12775
PLA2G4D	0.588166666666667
FGF13	1.97975
KIF3A	1.45966666666667
PDIA6	-0.40225
DCXR	0.98075
CASKIN2	0.518333333333333
EHD1	0.586
MARCKSL1	1.00616666666667
ZNF496	0.0158333333333333
SCAF1	0.343333333333333
KCTD8	-1.307
TRAF3IP3	-0.360571428571429
LSR	1.01825
CXorf1	-0.1735
C14orf112	-0.2735
EIF2B1	0.00199999999999999
OMP	-0.1055
GSTZ1	-0.3685
LOC92017	0.2165
ISLR2	1.51
C12orf36	0.415
GATA2	1.32316666666667
GABRA5	-1.3365
CELSR2	-0.866714285714286
STAM2	1.517
TNAP	0.2105
PTPMT1	-1.233
GRP	6.274
SV2A	-1.55583333333333
MAGEA12	-4.5925
CACNG1	2.8735
C18orf19	-0.0595
GSG1	0.101
PTPRJ	-0.410785714285714
FRMPD1	0.547
ZNF668	0.3465
PLEKHJ1	-0.148625
ADAT1	-0.1075
TMEM50A	-0.0341
UCN3	0.5505
HOOK1	1.271875
IL17B	-0.725
MLKL	-1.04333333333333
TTC14	-0.445
KLHL5	-0.12725
CRYL1	0.22
FOXH1	-0.266
NFYB	-0.3905
PPM1G	0.097
GOLGA2LY1	-1.01525
NMT1	-0.259625
HADHA	0.2374
CHSY-2	2.41325
PLEKHF1	0.438642857142857
SAGE1	-2.096
MUSTN1	0.8645
SUHW4	0.79825
TFEB	1.02033333333333
ZFYVE27	0.432
ATG12	-0.589
BMI1	0.649285714285714
ZIM3	-1.4855
MYH4	0.03525
MASP1	-0.709166666666667
KIAA0984	1.19975
RPAP2	-0.68175
ASB5	0.52125
BOLA3	-0.578166666666667
MIA3	1.3435
KRT35	0.3575
KIR3DL3	0.073
MRPL51	-0.2935
SEMA3F	1.00083333333333
NDUFB2	0.215333333333333
LOC253012	0.292
FAM46C	-0.0233
G6PC	-1.730625
CSAG3A	-4.912
PREX1	0.1665
SLC25A45	0.074125
MAPKBP1	0.7251
CPE	0.4121
GNB1	-0.531375
CXCR6	1.1895
TRIM46	0.314
C16orf3	0.195166666666667
HPSE	0.0415
TIGD3	0.2875
SPG3A	1.30925
LCAT	-1.55566666666667
ST6GAL1	-1.34838888888889
POMC	-0.10875
FLJ36031	-1.2115
NSMAF	-0.92
SKIL	1.0505
ADSS	0.600333333333333
HMGCS1	-2.0741
POLR3F	0.254
RAB10	0.528
ZNF277P	-1.35025
ZBTB7B	0.864625
DHRS1	0.79125
ABCC13	-0.17
CNOT3	0.1315
NFKBIA	0.95525
GAK	1.06966666666667
SFT2D2	1.933
HOXA6	0.101
CRTC1	0.694625
LY6D	-0.956833333333333
C20orf72	-0.826166666666667
CPT1A	1.07875
LMO1	-1.139
EIF3I	-0.42775
PRB4	-0.39675
MCM3APAS	-1.4305
C20orf132	-0.7138
FOXF2	-2.48175
S100A12	0.23425
MLH1	-1.49633333333333
ACTN1	0.7739
MRPL36	0.1475
C20orf106	-1.20275
FBXO6	1.42816666666667
MKS1	-0.614
CX3CR1	-2.73175
PDE1B	0.212
PLP1	-3.5385
KISS1	0.263166666666667
C14orf2	-0.138833333333333
TBC1D3P2	-1.058
COMMD6	0.2082
ANKRD7	-1.33375
PTCHD1	-1.42425
NARS2	-1.9
DOCK7	-0.662625
FAM127B	0.444375
LOC390243	0.0535
N6AMT2	0.503
ZNF391	-1.319
DNAJB14	0.299166666666667
WRB	0.3485
BPI	-0.36775
TTC4	-0.786333333333333
FAM10A5	-0.5215
GOT1L1	0.1783
MAGED1	-0.226875
RESP18	0.15975
WFDC6	0.217
MT2A	-1.1705
C11orf56	-0.48325
KIAA1432	0.5595
ROR1	-0.992875
HSD17B14	2.95266666666667
ZFAND2B	0.534125
SAMD4B	0.1335
HEXA	0.112625
HNRNPU	0.379863636363636
USP39	0.354625
NRD1	-0.44475
R3HDML	0.568
FLT4	0.270166666666667
OMG	0.442166666666667
OR52N4	0.635
LOC399818	-0.29875
ELA2	-2.0295
VENTXP1	-0.3635
RFC5	-1.4265
OR52L1	0.038
PAX5	0.223
FBXO2	-1.769
GMEB1	0.0905
AKT3	-0.78
CRB1	-1.11683333333333
CTTN	3.38466666666667
UTP15	-0.082
HSBP1	-0.0655
PHF11	1.1115
NDEL1	0.238
USP8	-0.0065
BAIAP2	0.3914375
SI	0.449166666666667
ARSJ	-1.13483333333333
BAAT	-2.8065
KCNS3	1.67766666666667
LOC126147	-0.235166666666667
TMEM37	-0.7065
C1orf162	2.564
MBD1	-0.7678
ITGAL	0.119333333333333
WDR73	-0.0448333333333333
GKN2	0.0361666666666667
ARFGAP1	-0.646125
SLC5A8	1.99933333333333
ZBTB40	-0.1813
CYP4B1	3.693
LYPLAL1	0.073
CHST3	-0.991
MAP3K9	0.3525
BTAF1	-0.795666666666667
TFAP2E	-0.0755
RBM35B	0.47425
LOC441251	-0.122333333333333
ANKRD25	-0.391777777777778
UQCRC2	-0.938
MAEA	0.356166666666667
HYAL1	-2.7941
RNPEPL1	0.0956666666666667
CPSF2	-0.24575
PSD3	-0.0568
ABCA13	-0.395125
AGR2	3.249
GBX1	-0.933
HDLBP	1.00842857142857
ACY3	-0.5185
HECW1	-0.22625
ZNF519	-1.71725
HOPX	2.5135
ZNF304	1.22125
OR12D3	0.588
FKSG43	0.17075
METTL1	0.117
MFSD3	1.5607
PSPH	-0.82925
CLCA3	-0.132
DARS2	0.1645
CDC25A	-2.29416666666667
BAIAP2L1	0.3005
B3GNT5	-1.689625
USP29	-0.03375
ARHGEF10L	0.6108
ATOX1	1.015625
ADAM30	0.148
DNASE1	1.57575
STT3A	-0.0845833333333333
RAB6IP1	-0.3685
PTN	0.3131
C1orf106	-0.272153846153846
HECA	0.84875
RNF122	0.64
SLC22A18AS	-0.493166666666667
GNG8	0.1905
ELP4	-0.968
FAM65A	0.190166666666667
RPL10A	-0.543166666666667
IRS4	-0.345
MACF1	0.5831
SEC24D	0.5385
LOC374395	0.419
TGFB2	0.278875
MDFIC	-0.285
CHRNE	0.481333333333333
PCMTD2	-0.532166666666667
ATP6V0D1	0.1475
MTA2	0.1845
LZTR1	0.339166666666667
RAP1A	-0.9095
AXIN1	-0.433
POLR1C	-0.315
TRIO	0.02175
PLXNA4A	-0.533583333333333
C5orf33	-0.74325
DEPDC1B	-2.459375
ZNF473	-0.1815
MTM1	0.80025
GPR107	0.659666666666667
CSNK1A1L	1.086
FLJ14154	0.6335
NLRC4	2.2175
ENPP4	2.65783333333333
PADI3	-0.51
RNF170	1.0745
CG018	-0.416666666666667
C16orf7	-0.41525
KCNE1	-0.14075
NRM	-0.712666666666667
SLC37A3	-0.155357142857143
TPD52L2	-0.934666666666667
UNC5B	1.466
C12orf12	0.489666666666667
SDHB	-1.195
CLRN1	0.0325
NUDT10	-1.03333333333333
UGT3A1	0.100375
FBXW8	0.312
RHOF	-1.128
PTPLAD1	1.650375
MYO3B	-0.729
DERA	-1.233
TPP2	-0.38025
C19orf53	0.56
GINS3	-1.3595
ST6GALNAC5	3.7595
CHSY1	-0.35275
MGC15705	0.3345
GPR83	-0.272166666666667
EXT2	0.33625
DOLK	1.05775
TUBAL3	2.391
ACVRL1	1.7848
ABL2	0.381083333333333
C14orf156	-1.18966666666667
PTPRZ1	-4.068375
DIP2C	1.3665
LAMP1	1.01375
RXRA	0.4998
MAP3K5	-0.9675
ALKBH1	-0.218166666666667
PDLIM7	-0.11
ARL14	-0.8605
SNIP1	-0.703666666666667
TIMP3	1.84375
RGS3	0.634
SPAG16	0.2216
ABHD4	0.76525
ARHGEF12	0.926666666666667
GLUD2	0.2295
RAC2	-1.705
UAP1L1	-0.664
SLC18A3	0.1405
YOD1	-0.29325
RALY	-0.14975
HMOX2	0.741125
DGKH	0.4085
DBNDD2	0.733333333333333
YIPF4	1.118
THAP10	-0.06275
ZNF513	0.67625
HAGHL	-0.425333333333333
ITGB4	-0.8305
CCDC141	-0.3665
YTHDF3	0.24025
C5orf28	0.0605
RPL7L1	-0.344625
TMEM30B	1.62514285714286
ANKRD35	0.7615
DUOXA2	-0.04775
TBC1D5	-0.43375
DFNB59	-0.41
HRH4	0.3265
MYO6	2.8725
DNAJA4	3.576375
RBM24	-0.2295
CEACAM20	-0.8765
RBM23	0.362714285714286
NGFB	0.1235
C1orf63	-1.0586
KRTAP7-1	0.0945
PERLD1	2.25875
NPB	-0.0685
C17orf59	0.95
HSPBAP1	-0.275
SLC15A4	-0.4325
PRTFDC1	-1.661
OSMR	-1.22257142857143
CYSLTR2	-0.3825
C19orf25	0.7475
KIAA1797	0.1745
NLRP6	-0.201
FAM105B	0.4326
SCRN2	-0.872666666666667
LRRC58	0.3305
RNF17	0.06575
NEIL3	-2.1505
FAM137A	0.0475
SKP2	-3.16275
PARVA	0.74875
PKLR	-1.571
RNF34	0.563625
A3GALT2	-0.023
C12orf50	-0.168166666666667
SUNC1	-1.3425
FAM102B	0.199333333333333
CCT2	-0.7125
LRRC37A2	-0.381
ARF4	-0.0955
SIKE	-0.598375
C8orf48	0.744333333333333
MBTPS1	-0.624785714285714
GPSN2	0.4265
NCF2	1.706
SLC12A6	-0.195
MRPL48	-0.80925
HMGN3	0.3785
LRRC62	-1.0785
PAX9	0.7245
FAM55A	0.0185
C20orf42	-2.75716666666667
SCML2	-1.12733333333333
BCL9	0.88025
FAM40A	-0.70675
C9orf41	-0.423666666666667
ZNF774	0.099
LETM1	0.19675
PLXNB1	-0.522
NIPSNAP1	-0.802
USP10	-0.51475
F9	0.46275
LIPE	0.36825
CNGB3	-0.167
C12orf52	0.456125
PI4K2A	0.389375
MED8	-0.24
STAT4	0.4291
FGD4	-1.08116666666667
RNF145	-2.644
WDR32	1.4909
CLDN2	0.0231666666666667
TCEAL8	0.4705
ZMYND8	-0.54
PDXK	-0.829
GATAD2A	0.256
PTGES3	-0.3185
CCM2	0.26125
TAP1	1.701625
ZNF670	-0.4635
ETS2	-0.186357142857143
C6orf166	0.169166666666667
PRMT2	0.544928571428572
OR4B1	0.2555
INTS8	0.664
CCDC102A	-0.623
CCDC83	-1.35916666666667
ITGA1	0.4948
EPHA5	-1.6296
FAM24B	-1.053
TSGA10	2.041
HAL	-1.85433333333333
MYOT	-0.08425
SPACA3	0.394
BCL2L2	0.056
CUGBP2	-0.893166666666667
CCNB3	0.51325
RNF113B	-0.14
MERTK	-0.99725
BAG1	-0.64875
VPS36	-0.00025
ORMDL3	1.6425
C1orf190	0.0345
ZNF625	-0.0395
CORO2B	-2.0245
ALOX15	0.3655
CST1	1.459
NUPR1	2.508
CCL7	0.79075
SMCR5	-2.7065
DSC2	1.834
RBMS2	0.4775
GRIK4	0.3835
TRIM65	-0.529
TMPRSS6	1.07521428571429
TP53INP2	-0.53925
GLB1L	2.1745
LOC388284	-0.280333333333333
PUS1	-0.8385
BCL9L	-0.233
OLFM1	-0.819
RET	3.024
MASTL	-1.5495
ALX3	0.342
IL1RL1	0.2485
ZNF765	-0.6292
C14orf138	-0.386
SNX10	-0.728166666666667
TAC4	0.5305
C1orf64	1.168875
POGK	1.11025
MAPK9	0.40225
ZNF366	2.67525
C8orf79	-0.0856
CLDN7	2.698875
OR5AT1	0.5285
TRIM37	-1.48325
LRRC25	1.68425
GRHL2	3.2322
TEKT3	1.2355
LASS5	0.151666666666667
ABCC4	-1.96875
DLG3	1.410625
VGLL1	0.291125
ZFP36L2	0.148
MFRP	-0.0913333333333333
KIAA1799	-0.67025
FLJ44379	0.3965
PCNX	-0.17775
ANXA9	3.6465
CYP4V2	2.0818
PIK3C2A	0.24225
SRR	-0.594
NOL3	-0.898
IFITM2	1.7865
ARNTL2	-1.5075
ZNF595	0.469
NLRP13	0.526
ASPH	-1.398
CPA2	0.318
PVRIG	-2.08416666666667
LEPR	-1.47716666666667
C16orf42	0.603
SH3BGRL	1.071
FAM77D	-0.503833333333333
FNDC7	-0.081
C9orf6	0.410166666666667
NOTCH2NL	1.9075
PGBD1	-1.3535
SYNGR2	1.1285
PITPNA	0.201625
PRPF4B	-0.6745
SLC43A3	-2.0675
NRBP1	0.26375
SLC25A22	-0.13
ILK	-0.169625
SLC22A8	0.3285
MRPS7	0.20125
PITX2	-1.68375
FABP3	1.328375
OR1L1	0.114
LOC728215	-0.011125
BLID	-1.866
KIAA1217	2.48064705882353
TFPT	0.07275
AP4B1	-0.85275
VBP1	-1.16075
OR1K1	0.6015
MORC3	0.021
BHMT2	-0.433
C3orf10	0.28875
FZD7	0.336833333333333
WFDC10A	-0.301
PMS2CL	-0.514625
CCDC32	0.814666666666667
FA2H	-2.62625
ALG13	-0.223
TTLL7	-0.1386
SPOCK3	-0.12025
SLC13A2	0.64
AIM1	2.29975
GPRC6A	-0.363
EGR2	2.4865
MED11	1.05025
WWC1	1.547
SH3GL3	-3.907
RIF1	-0.2585
PRLH	0.0235
VLDLR	-1.416
DBT	0.1520625
C21orf63	0.04825
CGGBP1	0.47475
KRTAP12-2	-0.034
TADA3L	-0.94975
ZBTB16	0.5995
PDGFB	1.440125
RFX1	0.62875
UQCRB	0.8113
LOC133874	-0.141
HPS3	-0.24675
LGALS3BP	1.6463
DKFZP564O0823	1.77107142857143
MRFAP1L1	0.83125
HOXA10	0.0395
NGB	-0.198
KIF21A	0.556538461538462
IFLTD1	0.0745
LZTS1	-0.596375
ARHGEF3	1.377
RHBDL3	-0.8435
CSNK1G2	-0.168333333333333
ChGn	-1.281625
KIAA1244	2.628
GABRB2	0.1585
MGC72080	-0.955
CD27	2.392
EGLN1	-0.5493
PEX13	0.9245
RWDD3	-1.36825
RNF12	-0.624333333333333
GRIN2B	-0.553
ADAMTS14	-0.417875
DYDC2	-0.147333333333333
ATP6AP1	1.3808
NR1H2	0.319166666666667
PDK2	0.5695
C3orf17	-0.229666666666667
SLC38A2	-0.647857142857143
SLC25A29	-0.4005
C15orf29	0.8135
ADAM9	-1.15666666666667
TMUB2	0.64675
GPR176	-0.03
AGK	-0.151125
MCCD1	2.3405
NDUFA4	0.0085
TMEM146	-0.091
DUSP1	1.322
UNQ6975	0.1415
EMX2OS	1.74025
INSM2	-0.1495
LUZP4	-0.16425
SETD6	-2.32425
P2RY2	2.9205
SLC45A2	-1.501
RABGAP1	0.952
UBXD5	-0.59525
GPRC5A	2.8126
PAK3	0.3605
LOC63920	0.22625
TGFBR1	-0.2139
KRTAP6-3	0.4545
SFMBT2	0.30225
CDC42	-0.48875
C11orf35	0.046
TTLL2	0.398
UACA	0.2705
CD97	-0.7655
SETD5	-0.905625
NINJ2	-0.49525
PTER	0.390666666666667
POMGNT1	0.341
KRTAP4-2	0.3365
ECGF1	2.537125
HRB	0.0648181818181818
ATP1B2	0.0646
LOC400506	0.1835
COL4A3BP	0.53275
C6orf97	1.3105
GRHPR	0.712125
TAS2R1	-0.2765
SEMA7A	-0.402
EDF1	0.86575
ODF2L	0.0696
PCID2	-0.932166666666667
GTF2H4	-0.769833333333333
ZCCHC3	-0.552125
CGB2	0.254333333333333
NEUROD1	-0.03825
C20orf75	-0.403
RP5-1054A22.3	1.02683333333333
IFNA5	1.422
ZNF134	0.518416666666667
MGC119295	-0.3456
ZSWIM6	0.14125
SMEK1	0.174833333333333
PCGF2	0.367875
C1orf102	2.066
CYP2A13	0.5255
KCNH6	-0.1266
MDM1	-0.2847
ALDH7A1	-0.118166666666667
C9orf75	1.12525
VDAC3	1.315
OR51T1	0.4795
EIF3F	-1.123
KCNJ10	-0.334375
LENG8	0.02425
EDEM2	0.426833333333333
CCNJL	-1.171
DHX37	-0.344
CRYGN	0.841
AATF	0.229125
ZNF630	1.901875
E2F5	0.651
WFDC13	-0.46975
FTSJ3	-0.3215
C4orf33	0.47725
LHFPL4	-2.8865
C19orf56	0.68875
SMAD4	-0.453375
AFM	0.219166666666667
G0S2	-2.4935
FCHSD2	-0.0591
RRP1B	-1.0371
EEF1B2	-1.41266666666667
STAT6	0.334666666666667
ZNF195	-1.00125
GNL1	-0.7455
ZNRF2	1.34966666666667
PER3	-0.93125
ASB16	0.4485
C10orf10	0.777928571428571
ADCY8	-2.71133333333333
C9orf58	-0.410166666666667
ARMC10	-0.2205
PSG1	-0.675
DHX34	-0.0025
VARS2	0.02525
NFIC	0.37925
ITPR2	0.6775
AGXT2	0.345166666666667
OR6K3	0.358
H2AFZ	-0.952
MLLT3	0.00224999999999997
COX4I2	1.6285
CCNT2	0.537875
PLK4	-1.749875
NUMBL	-0.481333333333333
MED16	1.10075
PLEKHQ1	0.63275
GOSR1	0.954333333333333
BTG4	-0.13625
RPL30	0.926583333333333
IGSF5	1.162
IGFL2	2.90533333333333
ELMOD2	1.19883333333333
SHC3	-1.53883333333333
HAVCR1	-0.5415
DYNC2H1	-1.022625
RNF5	-0.110166666666667
C2orf7	0.276
NLF1	1.1465
KLHL25	0.74025
LRP10	1.1682
KRI1	0.0275
PUS7L	-0.520833333333333
MGMT	1.29125
HOXD1	0.421
CSH1	0.3301
ATG16L2	-2.62175
FLJ44635	-0.9975
CHODL	1.6065
EXOSC8	-2.94675
SLC28A1	-0.03525
MYO7B	-0.6135
SEH1L	-1.3546
MTNR1A	0.384166666666667
TSPAN5	1.6195
CDC45L	-2.03633333333333
AMIGO1	0.2805
ATAD3A	-1.881375
OSGIN2	2.05483333333333
PDIK1L	0.415166666666667
DARC	0.6105
PIPSL	0.735
SHMT1	-0.5545
CRISP3	0.9
POPDC2	2.4505
ZRANB2	-1.45566666666667
FBXL8	0.26975
TRIP13	-2.47
EIF5AL1	-0.759
POU5F1P3	-4.92866666666667
IL6	-2.7825
CXorf38	-0.213666666666667
IFNA16	-0.1035
FBXL2	1.57383333333333
BRD1	-0.38825
STATH	-0.16875
FBXO44	-0.0203333333333333
MCCC2	1.39425
CDC2	-1.4138
C5orf23	-0.728
IVD	1.55866666666667
C10orf122	-0.778
MSL3L1	-0.2104
MVP	0.68625
EPOR	-0.8491
ZMYM1	-0.813166666666667
BCL7C	0.7015
PSTPIP2	0.3914
LYPD1	-0.81075
OR8G5	-0.1995
ZP3	-0.438166666666667
BCAS4	1.858
EDG6	1.2255
ISY1	-0.01075
PRAMEF2	-0.7715
CUL1	0.100125
RNF213	1.4517
CCRK	1.23575
DHX9	0.139875
C13orf29	-0.7475
NCKAP1	0.790333333333333
MRPL43	1.27635714285714
XPR1	0.3485
PKN2	0.2277
PODNL1	1.2275
ZNF333	0.728875
DALRD3	0.4285
OPN1SW	1.1035
BTBD6	0.121
C11orf82	-2.632
OR5P3	-0.336
DUSP11	-0.14475
L1CAM	-1.5874
NEK11	2.4165
OR7E91P	1.954
CNTN3	1.4411
CREB3L2	-0.27475
ZBTB37	1.0025
KIAA1324L	-0.80525
NDUFB10	0.298666666666667
NUDT2	0.22825
GTPBP8	-1.01025
CACNA1D	0.97125
PRKAA2	-0.321833333333333
PRDM8	0.4715
MGC16075	-0.808
KRT14	-0.679785714285714
PP8961	0.47575
MRPL18	0.3825
ABCG2	-2.67
PACRG	0.281
BBS2	-0.44275
KREMEN2	-4.6725
FBXO21	0.77
HNRPUL1	-0.034
GRB10	0.2565
CLSTN1	0.591375
LMAN2	0.1505
C17orf61	0.48325
NIPSNAP3A	0.684
INSIG2	-1.212
PCDHB7	1.15116666666667
STXBP2	0.735
CMAH	1.34508333333333
SEMA5B	-0.17375
ZNF155	0.256
COQ6	0.112
PRPF4	0.04625
TSPAN15	3.0241
VN1R5	0.138
LATS2	0.436
SELK	-0.76
PGK2	0.87175
MS4A1	-1.90325
TYW3	-1.1036
KRTAP5-1	0.70025
RCCD1	-2.09583333333333
BTN1A1	0.31625
DDX28	-0.75525
TMEM65	1.672875
LOC92345	0.2045
TTC31	0.09525
WDR46	-0.813333333333333
CHP2	-1.03416666666667
LSP1	0.174125
ZNF542	-0.22625
EXOSC1	0.091
ARHGAP18	-0.154833333333333
LRRTM4	-0.543
MAOB	2.31966666666667
CACNB4	0.612
MGC33846	0.647125
RANBP3L	0.174375
ATP5L	-0.606625
ONECUT1	-3.24
NUDT9	0.57725
TMEM149	0.3945
STX17	0.77775
IGSF10	-3.918
TMPRSS9	-0.0565
BMPR2	1.02058333333333
ALLC	0.00099999999999999
KLF7	0.3945
GCC1	0.9997
TIMM9	-0.38125
CDO1	-1.4195
MGC10701	-0.643833333333333
IFI6	3.83383333333333
FRMD8	0.05475
MGAT2	0.0895
WBP5	-0.439
CNIH2	0.52375
KIAA0907	-1.0218
KCNH8	-0.4475
CTSG	-2.415
GRIK1	-0.1665
CUL5	0.062125
FRMD1	0.4455
OR9A4	0.1395
SYT6	-1.602375
FOXD4L2	1.69675
ANAPC2	-0.121833333333333
OPN5	-0.1505
TAF13	-0.367
LYG2	-0.09925
GGNBP1	0.084
C11orf40	0.4685
OTX2	-0.976
REG4	0.0801666666666667
EIF5	-0.9668125
PALB2	-1.18725
SEPSECS	0.0671
RNASE3	-0.323
TRIM49	-1.199
POLR2K	1.526
GPR42	0.3395
C8B	-2.647
SASS6	-1.71575
PREB	-0.155666666666667
OR3A3	0.3105
TUBA8	0.52275
IGLV2-14	-2.088
STIL	-2.302
ANKFN1	-0.3165
NME7	0.10025
HOXC12	2.52475
UBE2C	-0.899
FHOD1	-1.2325
CDK2AP1	0.427416666666667
OR6K2	-0.186
DHPS	0.11575
RPL5	-1.80491666666667
TRGV5	0.359
LOC541472	-0.14225
HCCS	-0.5227
DENND1B	3.4315
LHX3	-0.175
OR5D16	0.8
CXorf57	-2.36916666666667
IRF2BP1	1.516
NDST2	0.851833333333333
LCE3D	0.652
BOLL	0.468
SYT3	-1.133
PIH1D2	-0.834
C20orf7	-0.459833333333333
IL1R2	1.20033333333333
SLAMF9	1.027
PPME1	-0.137625
PIK3CA	0.44075
TRAPPC1	0.4385
COLEC10	-0.949
SLC9A6	-2.06433333333333
PDDC1	-1.16683333333333
CCDC53	-0.4565
GK3P	-1.1755
DAZL	-1.40575
BRI3	0.13
SDK1	-0.187375
CYP2C18	0.15625
IFI44L	4.6315
RPL3L	0.1455
FUT9	-0.514333333333333
KIFC2	0.0025
PMP2	-0.274285714285714
SLC4A9	-0.34
PLAG1	-2.3
MYCBP2	0.6355
OR4E2	0.4165
CCDC65	1.53275
C16orf82	-0.21175
ENTPD4	-0.00674999999999999
BRP44L	-0.454
PMP22CD	0.1785
TMCO4	1.1025
KCNN1	-0.1355
WDR35	0.6105
CCDC80	1.786375
C3orf31	-1.72025
SLC7A9	-0.62275
TMEM190	-1.3425
DBC1	-1.61916666666667
FADS3	-1.3595
PDZD8	1.176
GRM5	0.47225
AZGP1	1.7464
PEX3	-0.2085
MED1	-0.140857142857143
ATG4C	-2.01866666666667
HNRPH3	-0.98525
FAM109B	1.80225
C4orf17	0.164
CA10	-0.27575
OPRD1	0.17
CCL16	-0.98725
SACM1L	-0.7185
CST6	4.94675
CD63	1.066125
LGI1	-0.762
ZNF784	0.58675
CRYBB1	-0.974
CX3CL1	0.41275
TOP2A	-1.9595
GYPB	-2.90116666666667
GADD45GIP1	0.15425
FEN1	-1.449
IGF1R	-0.5975
WDR72	0.0886666666666667
PURG	-0.5225
DEFB126	0.19925
PKD1L1	-0.26275
CAV1	-1.8334
GNPDA2	1.0349
DGAT2	-0.038625
NLGN1	-4.45625
STRBP	0.605375
HPRT1	-0.6615
FANCI	-2.9495
PSMA7	0.26675
DBF4B	-0.839
TTF1	0.20075
RAD54L	-2.95925
ELOF1	0.09925
PLAGL2	-0.744375
ZNF256	0.1115
HMGCL	0.8605
MSI2	0.8365
RPESP	-0.9985
C11orf60	0.76725
ABCD1	0.2625
ACAA1	-0.2721
SPARCL1	4.66107142857143
IL6ST	2.1554
ZNF319	-0.325
TMEM109	0.8809
FAM90A1	1.70966666666667
IL22RA1	-0.1475
ATP4B	0.7055
TEC	-1.28016666666667
C7orf30	-0.947
TXNDC2	-0.138
ABCB4	-0.129
KIAA1191	1.046375
C9orf38	0.2275
SFTPB	0.372875
CNTNAP2	-0.90375
FRK	1.6045
TBX19	0.69975
CHD4	0.2265
C6orf26	-2.7415
MOSC2	2.0065
IKBKE	0.861
HIF1A	-1.94866666666667
LOC595101	-0.6115
RELA	0.502833333333333
TMEM16B	-1.16566666666667
ABHD12B	-1.557
TSEN34	0.3055
KIF18A	-2.9415
TXNDC9	-0.257833333333333
SPATA2L	0.3445
SEMA4G	-0.8355
C21orf91	-0.509375
MATN1	-0.478
KCNIP4	-0.115833333333333
TUSC1	1.98975
OR4C15	0.80625
ARMCX6	0.7095
WBSCR27	0.294666666666667
OR52I2	0.152
KIAA1604	-0.66475
DYNC1I1	-1.186
PPP4C	0.5135
SLC47A2	-1.65916666666667
TREH	0.19725
CD48	0.697833333333333
ST14	1.26066666666667
PKN1	-0.553
SPON2	2.05675
XBP1	2.56233333333333
SFRS12	-0.7085
EFCAB6	1.17525
SELT	0.39125
SLC39A2	1.701
ERF	-1.58466666666667
ARL3	0.4435
SURF6	-0.6706
MLLT10	-0.495666666666667
FLJ11171	-0.035
TDGF1	-4.6705
ERCC6	0.406
EIF2AK4	0.410125
BAZ1A	0.0723333333333333
LRRN3	-0.166666666666667
TMC3	0.192
EFTUD1	0.5325
PTPRO	0.578666666666667
CLEC12A	0.141625
ACBD4	0.549875
ZDHHC14	-0.77275
OTUD7B	1.156875
ACTB	0.734125
MSRA	-0.584875
LCE5A	1.1305
IFI35	1.68875
BSCL2	0.777
ANKRD12	-0.359166666666667
CFHR2	0.698
RGAG1	0.6835
HSFY1	-0.5425
SLC30A5	0.72375
IMPG1	0.5055
GPR109A	0.624
ZNF185	0.17175
IYD	1.649
NPCDR1	0.7225
SERPINA13	0.375
HMGCLL1	-1.5055
NEUROG1	0.888833333333333
UBQLN1	0.9891875
LIN37	0.731
SOCS2	-1.575625
DSCR4	-1.26725
XKR6	-1.26725
GPR142	0.7265
KRTAP13-3	1.057
CCDC15	-1.35683333333333
MOS	-0.3345
CD1E	-2.3755
OFCC1	0.8765
FAM83D	-1.691
SRFBP1	0.362
C9orf96	0.043
DHDH	-1.08875
CCDC90A	-0.06
RABL3	1.369
CD320	-1.31833333333333
ANGEL2	0.787833333333333
MRPL21	0.557333333333333
SMG6	0.635666666666667
INSR	1.6983125
FLJ14816	-0.507
GLRB	-1.534
C9orf89	1.661
CIZ1	-0.50825
URG4	-0.233833333333333
LRDD	-2.2455
CBY1	0.419166666666667
NFX1	-0.326375
MTERFD2	0.549214285714286
C19orf23	0.2715
PGC	-2.897375
IER3IP1	-0.3928
RASAL2	0.725166666666667
C1orf89	-0.34225
SYNJ1	-0.344375
NFKBIE	0.528
FLJ40125	-2.109
TCEB2	0.322
NOG	-1.911
POLR2J2	-0.054
HLA-B	1.8505
PCDHA1	2.6135
PPP2R2B	-1.66425
ARHGEF17	0.615833333333333
TCF7L2	0.754071428571429
CHD5	-0.461666666666667
ZNF431	-0.82675
TBC1D25	0.56125
ZNF800	0.536
SCUBE2	3.51563636363636
MYCBP	-0.474166666666667
GPX5	0.3515
C6orf129	1.40416666666667
QSER1	-1.18866666666667
ULK2	1.82475
PIGO	3.11733333333333
NRCAM	-1.50535714285714
SLC35E3	0.62175
CSRP2	-0.442
HYPE	1.397
MAPK15	0.424666666666667
MGC14327	0.51475
TIMM13	0.276333333333333
ZNF462	-0.09
GBA3	-0.168
TEX13A	-0.026
MCM6	-0.936222222222222
MTRF1	-1.404625
ABCA7	-0.19575
EIF4A2	-0.442
ZC3H10	1.339
RPGR	-0.4345
C20orf94	0.88325
RP1L1	-0.0445
GPR125	-0.207375
USP22	-0.166142857142857
