Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
ZNF695	0.1505
SCTR	-0.204333333333333
DCDC1	0.0725
VPS26B	0.5583
MTF2	-1.87766666666667
ATP6V1F	0.52225
CCDC94	-0.32925
PERF15	-0.3105
CCL11	3.466
LMO7	-0.311375
DCST1	0.546
ADRBK1	0.31075
CDRT4	-1.134375
ZNF84	0.00375
HOXD8	2.76725
STARD8	-0.341
FOXP2	-1.01071428571429
CCDC103	0.13875
POLR3A	-0.5899
GSC	0.736666666666667
ZNF114	-3.50766666666667
HTR7P	0.5395
LALBA	-0.288
RMND5A	0.119666666666667
PSCD2	0.141
ZNF409	0.5385
KRTAP1-3	0.540333333333333
MAF1	0.278
LOC201725	-1.00316666666667
NRN1	-2.166625
SPAG5	-2.21433333333333
DNAH7	2.29533333333333
FLJ43860	-0.1605
BRCA2	-0.7565
ACADM	0.150875
CXXC6	-3.366625
RAGE	-0.82275
CHMP2A	0.097
FAM8A1	0.7122
GPR21	-0.2035
SLC12A3	-2.35416666666667
FVT1	-0.386
ZDHHC7	-0.568625
FLJ44048	0.025
SLC44A3	2.14166666666667
SDSL	0.6035
MMP8	-1.01025
PLA2G12B	-3.51616666666667
ACY1	0.855
MT1E	-1.2085
OR4K15	0.816
TECTB	-0.5205
GPR20	0.94
IRAK2	-0.06375
RFPL3	-0.26275
MYO9A	0.33025
NARG1L	-1.461
BLMH	-1.7395
CCDC3	1.645
C9orf21	-0.448833333333333
KIAA0513	0.498666666666667
MIER2	-0.191
PNMA2	-1.64125
SH3BP2	0.6385
ANXA10	-2.025
RTN2	0.832833333333333
TFB1M	-2.0715
PRPH2	2.8645
C14orf133	-0.48975
GOLGB1	1.31166666666667
IRX4	2.845375
NFKBIL1	0.204833333333333
C10orf62	-0.19975
APBB3	-0.3785
RPS10	1.1389
LOC728378	-2.2705
TLE3	0.368666666666667
PSMB7	-0.3935
MESDC1	0.0055
SLC6A1	0.7828
OCLN	2.6615
PTTG3	-1.33866666666667
NAGLU	0.16025
SERTAD4	3.325125
SPRY1	1.749
FLJ10781	-1.25858333333333
MYSM1	-0.09625
TRIM4	0.419428571428571
SH3YL1	1.566375
TREM2	3.68533333333333
SERPINI1	2.4
HDHD3	0.502625
TMEM38A	0.79
EID2B	-1.667
TDRD3	0.1845
SEDLP	0.0905
THSD7A	0.462333333333333
NDST3	-3.3715
KLHL15	-1.08425
DHRS12	2.269
FBXO9	0.205357142857143
TNPO1	0.188416666666667
MRPL13	0.981
SNX5	-0.654
METTL6	-0.164
SOD1	-0.065875
CHML	0.247333333333333
PACS1	0.74475
SIRT5	-0.7669
CAPN2	1.63716666666667
FXYD5	-0.3995
TWISTNB	-0.556375
LRFN1	0.812666666666667
UBE1L	1.69575
UBE1C	0.84
OR51B2	-0.149
OR4D11	0.4255
C15orf2	-0.1335
NR4A1	0.134333333333333
LOC339047	-3.294
TRIM17	2.99425
ATP5G3	0.318071428571429
RPL15	0.144
ADAMTS8	-1.391
HOXC4	-0.207
C14orf37	2.0335
CEACAM5	-0.06225
MYT1L	-0.2836
RASA2	-0.70375
OSBPL7	-1.4485
STAG1	-0.16
GIMAP4	3.65
FUT3	3.40433333333333
PIF1	-2.732
LPIN2	-0.0592
SH3PX3	1.0425
PDP2	-0.4855
PAPD1	0.159
ERP27	5.338
APOOL	0.1336
DIABLO	-0.1345
TRHR	0.6075
ARMC9	-0.18075
RNF152	4.21525
SLITRK3	-0.175333333333333
ZNF211	-0.7843
PFDN1	0.23925
RGS11	1.64175
HS6ST1	0.926
AKR1D1	-2.67275
TNP2	0.5485
STK31	3.06366666666667
EML4	-1.28133333333333
SGTA	-0.7065
HIST1H2BI	0.519833333333333
PSMD6	-1.42916666666667
KIAA1257	1.22525
C18orf55	-0.628833333333333
FLJ20273	2.4265
RPL28	-1.4775
EPYC	3.49125
NOX3	0.068
ELAC1	-2.10833333333333
METT11D1	-0.44675
BIN2	-1.20333333333333
NACA2	0.7195
CCDC17	-1.54075
HM13	-0.5363
UBOX5	-0.684875
UBE2O	-0.810625
UBL5	-0.56775
APOLD1	0.996625
C9orf31	0.094
TNFSF8	0.529
ARHGAP29	0.9445
PROKR2	0.8255
PDE5A	-0.9615
C6orf12	-0.806
TOM1L1	1.927
WHDC1	-0.018125
FOXI1	0.647
RAB4A	1.4237
TMEM39B	-0.8725
ATPBD1C	-1.112
FARSA	-0.836833333333333
PLEKHG5	0.99125
CMAS	-0.782166666666667
OR7E24	-0.071
SLC30A1	-1.1005
CDC42EP5	1.358
PLAC1	1.289
KLHL18	0.149
LBA1	0.3036
TAZ	-1.26075
CRIP2	2.678875
BTBD11	-1.65866666666667
C16orf72	0.8225
DIO2	1.6579
LRRCC1	-0.769833333333333
CCDC136	-2.486
PRX	-0.188
RBM5	-0.4157
TMEM85	0.93075
TUBGCP4	-0.867333333333333
APLN	1.55275
CDK7	0.393333333333333
SSR2	1.84791666666667
CRELD1	0.427
C19orf46	1.9795
GAL3ST4	0.109666666666667
KBTBD10	0.815
IL28A	0.734
WDR27	-1.6305
MCM2	-1.26816666666667
SOX14	0.277
FLJ39743	0.4025
KIAA0922	-0.51525
HIPK4	1.042
FLJ25758	0.2295
C16orf57	-0.490166666666667
PDZD2	2.43625
MCC	1.672875
HHLA3	1.6959
ID2	0.41875
C20orf23	2.18775
ZNF688	1.0995
APOC2	-0.891833333333333
LOC440093	-1.0865
FAM50B	2.03666666666667
PWP1	-0.6895
DNAH10	1.64025
HIST1H2BA	0.26675
GPR56	1.27783333333333
METAP2	-0.925
PAN3	0.328
STXBP4	0.49925
PDHX	-0.5965
MTA1	0.656416666666667
ZBED4	0.598
ZNF720	-1.16625
CDK2	-1.35275
RHOJ	0.26525
CDC37	-0.861666666666667
ZER1	-0.19425
GRK4	-0.814
PRPH	0.816
POLR2A	0.798875
OGFOD1	-0.80575
NOL5A	-0.7165
PHEX	2.175
FLJ16478	-0.47725
C20orf117	-1.2645
CAMTA2	-0.0565
C11orf74	0.672666666666667
DDX17	-0.29775
C5orf27	1.47825
PLEKHA2	-1.3709
PDE4DIP	0.00939999999999999
SCN7A	0.74225
ZNF559	-0.879
CXCL10	3.68925
ZMYM4	-0.5835
STK32B	-1.3356
KIAA0888	-2.8892
TACR3	0.1975
CKAP2L	-1.2125
KIF1A	-0.0148333333333333
RSPRY1	0.34025
VCAN	1.352
CYP27C1	0.135
SYDE1	-0.6615
MED12L	-1.40425
ZDHHC21	1.51025
NHS	-0.9235
TM9SF3	2.01
DDHD1	-1.467
MAFG	-0.661333333333333
BICD2	-1.1288
C14orf119	0.149166666666667
C14orf43	0.453428571428571
CDH7	-2.09625
ALKBH5	-0.1915
JUP	2.450875
TMEM41A	0.148333333333333
MAMDC4	-0.741166666666667
CBX3	-0.592125
LRRC18	0.2395
RBMXL2	-0.844
PLA2G4D	0.933833333333333
FGF13	-0.29275
KIF3A	1.1225
PDIA6	-0.7295
DCXR	0.68825
CASKIN2	0.413916666666667
EHD1	1.03516666666667
MARCKSL1	0.8105
ZNF496	-0.388166666666667
SCAF1	0.541666666666667
KCTD8	-2.078
TRAF3IP3	-0.840428571428571
LSR	0.50375
CXorf1	0.243333333333333
C14orf112	0.523
EIF2B1	-0.208
OMP	0.415
GSTZ1	0.668
LOC92017	0.917
ISLR2	0.4245
C12orf36	0.6435
GATA2	-0.442333333333333
GABRA5	-2.317
CELSR2	-1.2755
STAM2	1.4765
TNAP	-0.8845
PTPMT1	-0.871
GRP	6.49375
SV2A	-1.82466666666667
MAGEA12	-4.29775
CACNG1	0.357
C18orf19	-1.2415
GSG1	-0.245333333333333
PTPRJ	0.384428571428571
FRMPD1	0.1945
ZNF668	0.27725
PLEKHJ1	-1.101
ADAT1	-0.7197
TMEM50A	0.0707
UCN3	-0.2395
HOOK1	0.926375
IL17B	-0.995
MLKL	-0.684
TTC14	-1.27133333333333
KLHL5	-1.379
CRYL1	0.349833333333333
FOXH1	0.029
NFYB	-0.613125
PPM1G	-0.59625
GOLGA2LY1	-1.7915
NMT1	-1.042625
HADHA	-0.6856
CHSY-2	3.09875
PLEKHF1	0.309642857142857
SAGE1	-2.881
MUSTN1	-0.6825
SUHW4	0.89275
TFEB	0.948
ZFYVE27	-0.09875
ATG12	0.309
BMI1	0.558285714285714
ZIM3	-0.122
MYH4	0.85
MASP1	-1.50541666666667
KIAA0984	1.37025
RPAP2	-0.99825
ASB5	-0.48825
BOLA3	-0.554833333333333
MIA3	3.17866666666667
KRT35	0.5645
KIR3DL3	-0.881
MRPL51	-0.526
SEMA3F	1.75433333333333
NDUFB2	0.0733333333333333
LOC253012	0.08425
FAM46C	-1.4028
G6PC	-2.812375
CSAG3A	-4.10283333333333
PREX1	-0.768
SLC25A45	0.1375
MAPKBP1	0.2715
CPE	-1.1645
GNB1	-0.860875
CXCR6	1.9505
TRIM46	1.14975
C16orf3	0.348
HPSE	-0.13
TIGD3	-0.5755
SPG3A	0.9465
LCAT	-1.64483333333333
ST6GAL1	0.935222222222222
POMC	-0.51225
FLJ36031	-1.41216666666667
NSMAF	-1.09633333333333
SKIL	1.1945
ADSS	0.540666666666667
HMGCS1	-1.2952
POLR3F	-0.01
RAB10	0.148125
ZNF277P	-0.892125
ZBTB7B	1.9145
DHRS1	0.611625
ABCC13	0.658142857142857
CNOT3	0.31175
NFKBIA	0.59175
GAK	-0.4425
SFT2D2	1.68533333333333
HOXA6	0.072
CRTC1	0.35975
LY6D	0.423166666666667
C20orf72	-1.76716666666667
CPT1A	1.28925
LMO1	0.79
EIF3I	-0.7515
PRB4	-0.0847499999999999
MCM3APAS	-2.0205
C20orf132	-1.1854
FOXF2	-2.2705
S100A12	2.695
MLH1	-0.115
ACTN1	0.6254
MRPL36	0.306333333333333
C20orf106	0.27
FBXO6	0.859166666666667
MKS1	-0.1255
CX3CR1	-3.0365
PDE1B	0.4055
PLP1	-3.818
KISS1	0.717166666666667
C14orf2	0.507166666666667
TBC1D3P2	-2.14275
COMMD6	1.705
ANKRD7	-2.28325
PTCHD1	-0.8035
NARS2	-1.4905
DOCK7	0.16925
FAM127B	1.0535
LOC390243	-0.17
N6AMT2	0.77725
ZNF391	-0.616
DNAJB14	-0.434333333333333
WRB	1.100875
BPI	0.05575
TTC4	0.480333333333333
FAM10A5	0.17975
GOT1L1	-0.0257777777777778
MAGED1	1.818625
RESP18	0.1585
WFDC6	1.437
MT2A	-0.885
C11orf56	-0.02725
KIAA1432	0.432
ROR1	-1.603
HSD17B14	1.11066666666667
ZFAND2B	0.520375
SAMD4B	-0.16225
HEXA	-1.425375
HNRNPU	0.0685909090909091
USP39	0.212875
NRD1	-0.01175
R3HDML	0.15
FLT4	0.807666666666667
OMG	-0.103
OR52N4	0.5585
LOC399818	-1.543
ELA2	-1.83
VENTXP1	0.268
RFC5	-1.633
OR52L1	0.334
PAX5	0.3925
FBXO2	-0.17875
GMEB1	-0.253
AKT3	-1.29733333333333
CRB1	0.9744
CTTN	0.339166666666667
UTP15	0.124
HSBP1	-0.830666666666667
PHF11	1.55425
NDEL1	0.137666666666667
USP8	0.1405
BAIAP2	0.27925
SI	0.0196
ARSJ	-1.33316666666667
BAAT	-3.19
KCNS3	4.63633333333333
LOC126147	-0.3505
TMEM37	-1.20525
C1orf162	2.3625
MBD1	-0.5829
ITGAL	-0.449166666666667
WDR73	0.3685
GKN2	0.714333333333333
ARFGAP1	-0.46925
SLC5A8	-1.1404
ZBTB40	-0.2876
CYP4B1	2.29533333333333
LYPLAL1	1.327
CHST3	-1.70425
MAP3K9	0.3135
BTAF1	-0.934833333333333
TFAP2E	-0.509
RBM35B	-0.07875
LOC441251	-0.4675
ANKRD25	-1.99033333333333
UQCRC2	-0.61
MAEA	-0.25
HYAL1	-2.8302
RNPEPL1	0.409666666666667
CPSF2	-0.199375
PSD3	-0.433
ABCA13	-1.01625
AGR2	3.379125
GBX1	-0.9295
HDLBP	1.13514285714286
ACY3	0.2775
HECW1	-0.450666666666667
ZNF519	-2.35525
HOPX	2.839625
ZNF304	0.222875
OR12D3	-0.5735
FKSG43	0.2105
METTL1	0.75575
MFSD3	0.2407
PSPH	-0.5735
CLCA3	0.262
DARS2	0.1165
CDC25A	-1.89066666666667
BAIAP2L1	0.44525
B3GNT5	-0.156125
USP29	-0.04725
ARHGEF10L	0.568
ATOX1	0.830625
ADAM30	0.847333333333333
DNASE1	-0.09475
STT3A	0.573916666666667
RAB6IP1	-0.92
PTN	-1.18
C1orf106	2.45746153846154
HECA	0.9855
RNF122	-0.2625
SLC22A18AS	2.26983333333333
GNG8	0.598
ELP4	-0.2095
FAM65A	0.420833333333333
RPL10A	0.630333333333333
IRS4	0.988
MACF1	-0.0066
SEC24D	1.8085
LOC374395	0.7185
TGFB2	2.607375
MDFIC	-0.4975
CHRNE	0.569666666666667
PCMTD2	-0.832
ATP6V0D1	0.173833333333333
MTA2	0.60425
LZTR1	-0.0828333333333333
RAP1A	-0.1575
AXIN1	-0.163625
POLR1C	-0.0825
TRIO	-0.0641666666666666
PLXNA4A	-0.524416666666667
C5orf33	-0.50925
DEPDC1B	-2.1145
ZNF473	-0.583166666666667
MTM1	1.11375
GPR107	0.796666666666667
CSNK1A1L	-0.112333333333333
FLJ14154	0.11425
NLRC4	2.38975
ENPP4	1.54366666666667
PADI3	-0.655
RNF170	-0.62575
CG018	-2.29
C16orf7	-0.37375
KCNE1	0.289
NRM	-1.13116666666667
SLC37A3	0.8155
TPD52L2	-0.601833333333333
UNC5B	3.12775
C12orf12	0.375833333333333
SDHB	-0.8765
CLRN1	0.3615
NUDT10	-0.999
UGT3A1	0.033875
FBXW8	-0.593125
RHOF	-0.58025
PTPLAD1	0.0705
MYO3B	-1.41466666666667
DERA	-1.02425
TPP2	-0.5215
C19orf53	-0.0315
GINS3	-1.009875
ST6GALNAC5	0.2075
CHSY1	-0.6705
MGC15705	0.2075
GPR83	-0.441833333333333
EXT2	-0.63875
DOLK	0.8885
TUBAL3	-1.5065
ACVRL1	1.7058
ABL2	0.31875
C14orf156	-0.342
PTPRZ1	-4.130875
DIP2C	0.25675
LAMP1	0.570375
RXRA	0.8862
MAP3K5	1.7945
ALKBH1	0.3755
PDLIM7	0.468125
ARL14	-1.1535
SNIP1	-0.709
TIMP3	1.37466666666667
RGS3	0.649833333333333
SPAG16	-0.4378
ABHD4	0.46575
ARHGEF12	0.85425
GLUD2	0.382
RAC2	-0.6098
UAP1L1	-0.4705
SLC18A3	0.5445
YOD1	-2.26316666666667
RALY	-0.558
HMOX2	0.47275
DGKH	0.40625
DBNDD2	0.534166666666667
YIPF4	0.753875
THAP10	-0.72275
ZNF513	0.68
HAGHL	0.216666666666667
ITGB4	0.926
CCDC141	-4.494
YTHDF3	1.401
C5orf28	0.72825
RPL7L1	-0.382125
TMEM30B	1.701
ANKRD35	0.516
DUOXA2	0.13225
TBC1D5	-0.341875
DFNB59	0.0455
HRH4	0.041
MYO6	3.14
DNAJA4	2.63
RBM24	-1.98175
CEACAM20	0.44925
RBM23	-0.0715
NGFB	-0.1875
C1orf63	-2.7265
KRTAP7-1	0.4925
PERLD1	3.8705
NPB	0.4245
C17orf59	0.3088
HSPBAP1	-1.13875
SLC15A4	0.24525
PRTFDC1	-1.8255
OSMR	0.536642857142857
CYSLTR2	-0.2685
C19orf25	0.2978
KIAA1797	0.0125
NLRP6	-0.107
FAM105B	-0.0979
SCRN2	-0.53
LRRC58	-0.7595
RNF17	0.35425
NEIL3	-0.387
FAM137A	-0.60225
SKP2	-1.56775
PARVA	1.3355
PKLR	-1.948
RNF34	-0.179625
A3GALT2	-0.0855
C12orf50	-0.377166666666667
SUNC1	-2.113
FAM102B	-1.13783333333333
CCT2	0.06725
LRRC37A2	-1.846
ARF4	1.3495
SIKE	-0.24375
C8orf48	1.71666666666667
MBTPS1	-0.9375
GPSN2	-0.563
NCF2	2.38575
SLC12A6	-0.0351666666666667
MRPL48	-0.50175
HMGN3	-0.426833333333333
LRRC62	-0.75825
PAX9	2.0355
FAM55A	-0.2485
C20orf42	-2.9385
SCML2	-2.5176
BCL9	0.9725
FAM40A	-0.973
C9orf41	1.00866666666667
ZNF774	0.8075
LETM1	-0.423
PLXNB1	-0.0303333333333333
NIPSNAP1	0.56775
USP10	-0.6715
F9	0.53175
LIPE	1.699
CNGB3	0.6835
C12orf52	0.682625
PI4K2A	-0.356375
MED8	-0.078
STAT4	-0.0826
FGD4	0.460666666666667
RNF145	-2.21583333333333
WDR32	0.8961
CLDN2	0.601333333333333
TCEAL8	1.45525
ZMYND8	-0.8787
PDXK	0.7889375
GATAD2A	-0.51925
PTGES3	0.048
CCM2	-0.27325
TAP1	0.408875
ZNF670	0.98775
ETS2	-0.318285714285714
C6orf166	0.935833333333333
PRMT2	0.475571428571429
OR4B1	0.66
INTS8	0.818
CCDC102A	-0.60425
CCDC83	-1.2745
ITGA1	-0.0039
EPHA5	-2.5678
FAM24B	-1.572
TSGA10	1.1355
HAL	-2.16916666666667
MYOT	-0.93325
SPACA3	-0.18125
BCL2L2	-0.260666666666667
CUGBP2	-0.338833333333333
CCNB3	1.848
RNF113B	0.3225
MERTK	-0.2095
BAG1	-0.47
VPS36	0.87625
ORMDL3	3.1906
C1orf190	0.299
ZNF625	-0.78075
CORO2B	-1.94425
ALOX15	0.0255
CST1	3.6075
NUPR1	2.24133333333333
CCL7	1.81275
SMCR5	-2.484
DSC2	3.115
RBMS2	1.46025
GRIK4	1.068
TRIM65	-0.2543
TMPRSS6	1.73835714285714
TP53INP2	0.90475
GLB1L	0.896
LOC388284	-0.0498333333333333
PUS1	-0.744
BCL9L	0.6155
OLFM1	-0.535166666666667
RET	3.31925
MASTL	-0.739333333333333
ALX3	0.3445
IL1RL1	-0.100333333333333
ZNF765	-1.5943
C14orf138	-0.94625
SNX10	-1.84283333333333
TAC4	0.3955
C1orf64	3.58
POGK	2.043875
MAPK9	0.875
ZNF366	1.9055
C8orf79	-0.8396
CLDN7	2.658
OR5AT1	0.5625
TRIM37	-1.272
LRRC25	2.73875
GRHL2	2.8138
TEKT3	0.62725
LASS5	-0.551833333333333
ABCC4	-1.31958333333333
DLG3	1.38325
VGLL1	1.415875
ZFP36L2	0.361666666666667
MFRP	0.479
KIAA1799	0.49325
FLJ44379	0.358
PCNX	-0.18025
ANXA9	3.167
CYP4V2	1.7237
PIK3C2A	0.564
SRR	-0.1415
NOL3	-0.7685
IFITM2	1.69
ARNTL2	-2.616
ZNF595	-0.03075
NLRP13	-0.192
ASPH	-0.276
CPA2	0.2335
PVRIG	-2.19216666666667
LEPR	-1.2922
C16orf42	0.238666666666667
SH3BGRL	1.212
FAM77D	-0.619666666666667
FNDC7	0.3105
C9orf6	1.047
NOTCH2NL	1.3945
PGBD1	-1.97883333333333
SYNGR2	0.6295
PITPNA	-0.07475
PRPF4B	-0.7161
SLC43A3	-1.31857142857143
NRBP1	-0.1175
SLC25A22	0.451
ILK	0.413875
SLC22A8	0.5445
MRPS7	-1.162875
PITX2	-0.11725
FABP3	-1.379
OR1L1	0.071
LOC728215	-1.1415
BLID	-3.152
KIAA1217	2.24858823529412
TFPT	-0.16975
AP4B1	-1.07475
VBP1	-0.92725
OR1K1	0.953
MORC3	0.78075
BHMT2	-0.868666666666667
C3orf10	0.963125
FZD7	0.478666666666667
WFDC10A	-0.0125
PMS2CL	-0.67975
CCDC32	0.755
FA2H	-0.66775
ALG13	-1.248
TTLL7	0.5379
SPOCK3	-0.791
SLC13A2	2.0765
AIM1	0.44825
GPRC6A	-0.3705
EGR2	2.72925
MED11	0.267
WWC1	2.26975
SH3GL3	-1.783
RIF1	-0.892214285714286
PRLH	0.218
VLDLR	-0.8785
DBT	-0.300875
C21orf63	1.09325
CGGBP1	-0.563375
KRTAP12-2	0.548
TADA3L	0.26625
ZBTB16	-0.347
PDGFB	1.698875
RFX1	0.245125
UQCRB	0.7953
LOC133874	-0.7295
HPS3	0.7075
LGALS3BP	-0.224
DKFZP564O0823	2.49071428571429
MRFAP1L1	-0.36725
HOXA10	-1.59266666666667
NGB	1.2815
KIF21A	-0.282
IFLTD1	1.419
LZTS1	-0.81875
ARHGEF3	0.628
RHBDL3	2.299
CSNK1G2	-0.809
ChGn	-1.87725
KIAA1244	2.9875
GABRB2	0.6975
MGC72080	0.2695
CD27	2.1315
EGLN1	-0.2042
PEX13	1.50025
RWDD3	-1.35975
RNF12	-0.4705
GRIN2B	-0.3335
ADAMTS14	-0.4375
DYDC2	-1.0035
ATP6AP1	0.479
NR1H2	0.0843333333333333
PDK2	1.04275
C3orf17	-0.249833333333333
SLC38A2	-0.953428571428572
SLC25A29	-0.112666666666667
C15orf29	0.157125
ADAM9	-0.0114166666666667
TMUB2	-0.615125
GPR176	-0.68925
AGK	-0.3515
MCCD1	0.96975
NDUFA4	-0.48125
TMEM146	0.902
DUSP1	0.49575
UNQ6975	0.637
EMX2OS	4.35575
INSM2	-0.22875
LUZP4	-0.302
SETD6	-0.9965
P2RY2	3.50275
SLC45A2	-1.543
RABGAP1	0.091
UBXD5	-0.53675
GPRC5A	2.5365
PAK3	-0.127666666666667
LOC63920	0.3695
TGFBR1	1.1729
KRTAP6-3	0.447
SFMBT2	-0.234
CDC42	-0.0074375
C11orf35	0.0185
TTLL2	0.388666666666667
UACA	-0.265
CD97	-1.6886
SETD5	-0.438625
NINJ2	-0.52625
PTER	1.07016666666667
POMGNT1	-0.3175
KRTAP4-2	0.199
ECGF1	3.024875
HRB	1.01863636363636
ATP1B2	-0.3683
LOC400506	0.5015
COL4A3BP	-0.32675
C6orf97	-1.90375
GRHPR	0.335125
TAS2R1	0.1795
SEMA7A	-0.64975
EDF1	0.1375
ODF2L	0.0885
PCID2	-0.787
GTF2H4	-0.465
ZCCHC3	-0.93875
CGB2	0.367166666666667
NEUROD1	0.11425
C20orf75	-0.2635
RP5-1054A22.3	1.363
IFNA5	-0.1955
ZNF134	-0.756272727272727
MGC119295	-1.0642
ZSWIM6	-0.877625
SMEK1	-0.1155
PCGF2	1.31875
C1orf102	2.14175
CYP2A13	0.1205
KCNH6	-1.3137
MDM1	-0.874
ALDH7A1	-0.0296666666666667
C9orf75	2.304
VDAC3	-1.1715
OR51T1	0.21
EIF3F	0.167916666666667
KCNJ10	-0.3865
LENG8	-0.01375
EDEM2	0.0485833333333333
CCNJL	-0.654833333333333
DHX37	-0.799
CRYGN	0.8965
AATF	-1.069875
ZNF630	1.185
E2F5	-0.875
WFDC13	-0.879
FTSJ3	0.5175
C4orf33	0.23725
LHFPL4	-2.9895
C19orf56	-0.260583333333333
SMAD4	-1.507875
AFM	-1.13833333333333
G0S2	-2.08425
FCHSD2	-1.1204
RRP1B	-0.0453
EEF1B2	-0.0971666666666667
STAT6	1.06866666666667
ZNF195	-0.33425
GNL1	-0.83
ZNRF2	1.51366666666667
PER3	-0.21025
ASB16	0.75275
C10orf10	1.35907142857143
ADCY8	-3.2405
C9orf58	1.33083333333333
ARMC10	0.0825
PSG1	-1.606
DHX34	-0.299
VARS2	-0.009375
NFIC	-0.00525
ITPR2	0.25725
AGXT2	0.339666666666667
OR6K3	1.04
H2AFZ	-0.469333333333333
MLLT3	0.0375833333333333
COX4I2	1.68025
CCNT2	0.273875
PLK4	-1.167375
NUMBL	-0.6095
MED16	0.29975
PLEKHQ1	0.32575
GOSR1	-0.167388888888889
BTG4	0.32175
RPL30	0.726416666666667
IGSF5	0.85
IGFL2	3.02633333333333
ELMOD2	1.4255
SHC3	-1.2555
HAVCR1	-0.955
DYNC2H1	0.35575
RNF5	-0.393166666666667
C2orf7	0.86875
NLF1	2.5005
KLHL25	0.518
LRP10	0.9102
KRI1	-1.059
PUS7L	0.201833333333333
MGMT	0.97825
HOXD1	0.911666666666667
CSH1	0.4978
ATG16L2	-1.902
FLJ44635	0.914
CHODL	-0.647
EXOSC8	-0.98175
SLC28A1	0.19625
MYO7B	-0.5472
SEH1L	-1.2584
MTNR1A	-0.0546666666666667
TSPAN5	-0.355333333333333
CDC45L	-2.24983333333333
AMIGO1	-0.061
ATAD3A	-1.61925
OSGIN2	0.810666666666667
PDIK1L	-0.0565
DARC	0.324
PIPSL	0.993
SHMT1	-1.13275
CRISP3	0.767
POPDC2	1.73533333333333
ZRANB2	-0.792166666666667
FBXL8	0.61175
TRIP13	-1.59254545454545
EIF5AL1	-0.661
POU5F1P3	-4.63283333333333
IL6	-2.73733333333333
CXorf38	0.486333333333333
IFNA16	-0.3515
FBXL2	1.42633333333333
BRD1	0.505
STATH	0.23125
FBXO44	-0.286333333333333
MCCC2	0.5305
CDC2	-0.7992
C5orf23	-1.252
IVD	-1.05383333333333
C10orf122	-1.1775
MSL3L1	0.4336
MVP	0.75525
EPOR	-1.3569
ZMYM1	0.0113333333333333
BCL7C	0.406333333333333
PSTPIP2	1.5518
LYPD1	-1.733875
OR8G5	0.0385
ZP3	-0.2245
BCAS4	0.387333333333333
EDG6	0.74125
ISY1	-0.6545
PRAMEF2	-1.0695
CUL1	-0.282125
RNF213	0.6824
CCRK	1.1075
DHX9	-0.324625
C13orf29	0.985
NCKAP1	0.837333333333333
MRPL43	1.30185714285714
XPR1	0.86875
PKN2	-0.1886
PODNL1	1.3285
ZNF333	-0.168875
DALRD3	1.512
OPN1SW	0.461
BTBD6	0.61575
C11orf82	-1.5465
OR5P3	0.858
DUSP11	0.2965
L1CAM	-0.9909
NEK11	2.34066666666667
OR7E91P	1.7565
CNTN3	2.977
CREB3L2	0.59175
ZBTB37	0.325
KIAA1324L	-1.92675
NDUFB10	0.129833333333333
NUDT2	0.563
GTPBP8	-0.891
CACNA1D	0.931
PRKAA2	2.25033333333333
PRDM8	0.121
MGC16075	-0.400166666666667
KRT14	-0.564357142857143
PP8961	1.029625
MRPL18	-0.17725
ABCG2	-3.14125
PACRG	0.66075
BBS2	-0.85025
KREMEN2	1.6225
FBXO21	0.02175
HNRPUL1	-0.283416666666667
GRB10	-0.186
CLSTN1	0.714625
LMAN2	-0.1531
C17orf61	-0.36625
NIPSNAP3A	0.3305
INSIG2	-0.594833333333333
PCDHB7	-0.005
STXBP2	0.212875
CMAH	-0.463727272727273
SEMA5B	-0.988
ZNF155	-0.5595
COQ6	0.304666666666667
PRPF4	-0.563
TSPAN15	3.3173
VN1R5	0.4475
LATS2	0.5185
SELK	0.198
PGK2	-1.06425
MS4A1	-2.914125
TYW3	-1.1698
KRTAP5-1	1.45025
RCCD1	-1.042
BTN1A1	0.848
DDX28	-0.58875
TMEM65	2.752125
LOC92345	0.078
TTC31	-0.57775
WDR46	-0.586333333333333
CHP2	1.04916666666667
LSP1	1.011375
ZNF542	-1.13375
EXOSC1	0.059
ARHGAP18	-0.270166666666667
LRRTM4	-1.084
MAOB	-1.23458333333333
CACNB4	1.17625
MGC33846	1.439375
RANBP3L	0.8775
ATP5L	0.6945
ONECUT1	-3.318
NUDT9	0.948
TMEM149	0.181
STX17	0.58575
IGSF10	-3.79225
TMPRSS9	0.751
BMPR2	0.669666666666667
ALLC	-0.580333333333333
KLF7	1.224375
GCC1	-0.2152
TIMM9	-0.2275
CDO1	-0.834166666666667
MGC10701	-1.26516666666667
IFI6	0.6605
FRMD8	0.71
MGAT2	0.378
WBP5	0.276166666666667
CNIH2	1.0065
KIAA0907	-1.0886
KCNH8	-1.463
CTSG	-1.94975
GRIK1	-0.51
CUL5	0.693125
FRMD1	1.035
OR9A4	2.453
SYT6	-2.10475
FOXD4L2	1.57525
ANAPC2	-0.003
OPN5	0.257
TAF13	0.536
LYG2	-0.38925
GGNBP1	0.173
C11orf40	0.4085
OTX2	-0.6845
REG4	0.3758
EIF5	0.3315625
PALB2	-1.1605
SEPSECS	-0.9568
RNASE3	-0.31625
TRIM49	-1.374
POLR2K	0.8456
GPR42	0.542
C8B	-4.00175
SASS6	-1.27775
