Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
FLJ25801	-4.23375
HNRNPL	-0.01675
RUNDC3A	0.069
CASP12	0.5255
SH2D5	-1.3725
RPL26L1	0.9395
OR51A7	0.25675
HDC	2.88
C2orf16	-0.0426666666666667
SYTL3	1.85475
GOLGA4	0.732875
NOTCH1	-0.304833333333333
ATPAF2	0.15825
ECD	0.0585
SSX5	-1.599
SNAP91	0.15125
OCA2	-5.11525
PNPO	1.28266666666667
DAPK1	0.579
PINX1	-0.814
SELENBP1	1.9955
NEK3	-0.49475
TMED4	0.253642857142857
SSTR4	-0.3165
FOSL1	-2.6893
CD40LG	0.1535
CES1	-1.04325
DCI	0.0233333333333333
B3GAT3	0.4195
STK17B	1.04725
CNTN6	3.85725
CYP3A4	-1.4415
MBOAT2	0.231071428571429
PISD	-0.00025
USP1	-0.88725
PYDC1	2.3735
CENPM	0.09675
SAR1B	0.68925
TTC7B	-0.380875
DP58	0.029
GPC1	-0.308
RBL1	-1.073125
TMEM137	-1.56783333333333
TOB1	1.09408333333333
TCEAL1	1.44966666666667
CENPF	-0.0340909090909091
C6	0.207166666666667
PRSS1	-4.08675
PPIL6	0.644833333333333
C6orf124	-0.293
ODZ4	1.37883333333333
SNCB	0.7365
NDUFB9	1.601125
CNOT6L	0.231166666666667
S100A9	4.285
TRIM50	0.0215
KCTD1	-0.1271
WDR63	2.443
SPEF2	2.807125
RNGTT	-0.494333333333333
CXorf22	0.579
KCNK16	0.05575
CEP250	-1.46225
ATPBD1B	-0.29025
KCNJ2	3.2495
MT1B	-0.1175
ZNF684	-0.866
SLC4A1	0.43075
PDHA1	-0.3395
ZNF492	-1.323625
TKT	-0.42275
BYSL	-0.448
RNF38	-0.4395
AHDC1	-0.031
KLHL2	-0.4255
CMTM8	1.45125
DMP1	-0.101
HERPUD2	-0.147125
CRTAM	2.812
ZNF572	-1.77
TMEM16J	0.525
HSD17B2	-2.65975
UBE2G1	-0.181
AHSA2	-1.666
PELI2	-0.5515
TPX2	-1.0645
ATP9B	0.783833333333333
DAZAP1	0.04875
HMGCS2	0.362166666666667
C17orf38	0.4845
B9D1	0.05975
NKX2-5	-1.19033333333333
KIAA1276	1.626
LILRB2	3.452
CSTF1	-0.463333333333333
BTN2A1	0.0848333333333333
C15orf48	4.741
IGF2BP3	-4.29775
FAM113B	2.05483333333333
HRG	-0.11975
ZNF131	-0.854
USP47	0.319071428571429
CCDC88B	-0.000500000000000002
HCN1	-0.7393
HTN1	-0.579833333333333
SYCP3	-0.8925
C13orf23	-0.7653
PAPOLA	-0.2808125
AATK	-0.0865
MSH3	-0.1915
NDUFAB1	-0.2415
ITLN2	-0.8645
BAK1	0.321
MRPL45	-0.8115
MTNR1B	-0.147
LOC645843	-0.245
SPECC1L	-0.030375
PGCP	1.6385
SPN	-0.842375
GPR143	1.8255
ZNF576	0.0591666666666667
TMEM39A	0.4291
ATP5D	-0.0371666666666667
MAGEB3	-0.8425
RPS5	-0.567
ANP32E	-1.92971428571429
MTMR1	0.20675
YEATS4	-0.6575
SYNGAP1	-0.358
PCOLCE	-0.0961666666666667
MNS1	0.77425
PCYT2	-0.364166666666667
ZNF182	-0.28275
LAX1	0.687875
SPPL2B	0.1366
ELOVL5	0.2764
PCDHAC1	-0.0625
B4GALNT1	-0.467666666666667
BLOC1S2	0.45875
ZNF673	-0.5279
ARHGAP21	0.193833333333333
IRX5	3.01425
LRFN5	-0.702
FAM7A1	-0.3645
RAB19	0.5985
GINS1	-0.28725
ITM2B	0.8107
PAPSS2	1.19116666666667
OR5BF1	0.634
ACSL3	-0.58125
KIAA1919	-1.44908333333333
GLT8D2	3.049625
UTRN	0.449214285714286
CNN1	2.03275
HISPPD2A	0.6255
SDAD1	0.079375
SIGLEC9	2.27366666666667
RPL35	-0.0946428571428571
C22orf26	0.538
IMPDH2	-0.284875
WDR69	-1.25825
SEC14L5	-0.022
CLTA	0.131
RP11-529I10.4	0.70925
GPR37L1	0.1835
OGDH	-0.312083333333333
ASB13	1.15916666666667
ZFP14	-0.85875
ZCRB1	0.274
KPNA3	-0.12325
HSPA1L	0.33325
RHOC	1.002625
LOC554175	0.07975
PPP3CA	1.4655
SLC1A7	-0.5131
ZNF529	-0.673333333333333
RBED1	0.20875
DDB2	-0.866
FLJ11286	1.616
SPATA1	0.5775
MKNK1	0.247833333333333
DYSF	1.3245
ALKBH2	-0.4055
NKD1	-2.57083333333333
C1orf174	-0.118
PLEKHO1	0.961666666666667
ASB10	0.08375
RING1	-0.257833333333333
NPC2	0.650375
AVPR1B	0.947
YTHDF1	0.0879166666666667
LMAN1L	0.5135
GSG2	-1.072
CEP170	-0.3257
RPS4Y2	-5.61275
MSH6	-0.7685
HECTD2	-0.1995
ZNF556	-3.96533333333333
PLEKHC1	-0.4523
AIRE	0.286833333333333
BCL2L10	0.47475
LMOD3	0.1112
ZBTB8	0.1975
FOXA2	-3.6097
SLCO2A1	1.69475
C3orf46	0.074
PRDM16	-1.09016666666667
TMEM98	0.34
FRMD5	-1.463
PDE6C	0.211
C1orf216	0.243666666666667
EP400	-0.965714285714286
PTK2	1.01325
RNF217	0.68825
NDUFA8	0.566
ZFAT1	0.89175
LAMP3	1.44183333333333
GLTSCR2	-0.668375
NPW	-1.477
LLGL2	-0.3842
PPM1K	0.581166666666667
C20orf177	0.429
KIR2DL4	0.5526
NFKB2	0.07625
C21orf122	0.773833333333333
HESX1	0.43425
GPR114	0.1465
SLC25A35	-0.138166666666667
GNAT1	-0.074
ORAI3	-0.31175
FAM76B	-0.5145
TMEM99	1.242
TRIM29	-1.911
CDS1	2.13875
RHEB	0.1289
C4orf27	0.119833333333333
RAB3A	0.07675
OTUD6B	0.63475
GPD1	-0.561125
CDH15	0.716
NPM1	-0.486071428571429
TMEM117	-0.94775
PRPS2	-1.41291666666667
GCK	-0.136
ADRA2A	3.7145
TSPYL4	-0.2375
TASP1	0.57675
WDR19	0.467333333333333
C10orf38	-1.8565
PDE4C	-0.740666666666667
FYB	0.885083333333333
C1orf55	0.951
PPFIA3	0.43725
RAD18	-0.3205
C12orf44	0.155833333333333
CRYBA4	-0.309
HVCN1	1.3205
TAF10	0.0486666666666667
C16orf48	0.616
DEPDC5	0.780666666666667
LTBP1	-1.396
MAPRE1	0.262125
FGF8	0.15
C3orf52	-0.378
SENP7	-0.364666666666667
LRRK2	2.376
RUNDC2A	0.358
KIAA0355	0.4365
CPEB1	-2.294
PPEF2	-0.05
ABI2	-0.367666666666667
KIAA0317	-0.248875
ATF1	0.0418333333333333
DYNC1H1	0.2175
DIP	0.81325
TMEM33	0.284
POLDIP3	0.52475
C7orf24	1.22875
GPR171	2.70225
CDC6	-1.26266666666667
PLD1	-0.1911
ITFG2	-0.0801
NDUFC1	0.43675
AKNA	-0.5905
NBR1	0.5525
PKHD1	0.069375
HPS4	-0.3654
MAFA	0.22475
ULBP3	0.04125
DIRC1	0.152
IMMT	-0.404125
C22orf13	0.239916666666667
CEL	0.14375
MARK3	-0.615
ADAMTS2	1.86708333333333
ARPC3	-0.117666666666667
TMEM10	0.227
NPHS1	0.1705
BRD8	-0.255
WDR12	-0.99575
IDI2	0.50675
HOXD13	-1.8445
OR8G2	-0.808
SLAIN1	-3.76375
GABRQ	0.2245
NR2C2	-0.7795
NKTR	-0.7807
TLE2	0.9615
KIAA0892	-0.3975
AURKA	-1.36990909090909
GPRC5C	-0.229166666666667
TBC1D9B	0.964125
PNPLA6	0.0458333333333333
AP3B1	0.1705
NAG	-0.385125
C11orf68	-0.42475
AKR7A3	1.6275
AHCYL1	-0.140833333333333
COP1	1.321
RPP14	-0.08225
PCDHB18	0.361
CDH24	0.2345
KRT17	-2.8789
LACTB2	0.665
DDX24	-0.2944
PHACTR1	-2.027
SLC35E2	-0.79625
LOXL1	0.38075
IQSEC2	0.507625
RGSL1	0.625
PCDHGC5	0.0805
MEGF10	-0.222625
PRRX1	2.3785
ASTE1	0.2405
C6orf159	-0.95125
MYOD1	0.23625
GAA	1.259
ZNF747	0.5435
KLRC1	-0.749875
IL1RL2	0.747
GDF9	0.786
GPR119	0.3245
TRAF2	0.0133333333333333
HCK	4.04033333333333
BMP6	-3.39325
IL8RA	0.4225
FLJ35848	-0.21075
EFHA1	-0.24975
CDSN	-0.1995
C14orf54	-0.4795
LSM3	-0.210625
ZFP41	0.3255
C9orf126	-0.654833333333333
VIT	-3.471
SPCS3	-0.827
DEF8	-0.8372
CHAF1A	-0.943833333333333
C1orf165	-1.84366666666667
ZFPM2	1.60166666666667
FTH1	0.5035
SLC35F1	-1.78025
YWHAH	1.22575
C17orf66	0.0331666666666667
ADRB1	-0.335333333333333
FOXL1	-0.5985
RG9MTD3	-0.839166666666667
UMPS	0.294375
MGC13008	0.5295
KIAA1161	0.247
CCDC77	-1.19825
C12orf65	-1.6018
COG4	0.2545
RCP9	0.013
RP4-692D3.1	2.54
CDC2L5	0.1125
MGC7036	0.3715
DNAJC11	-0.13375
GDF2	0.1305
TIMM17A	1.3485
HNRNPA0	-1.1995
OR2H1	0.1335
PCBP1	-0.365625
COL23A1	-1.598
LRRC2	0.0397142857142857
NSD1	0.557785714285714
FLJ37078	-1.719625
WDR91	0.391333333333333
TMEM179	-0.21225
DSCR10	0.6005
CNDP2	1.2137
FYN	-0.706
BEX2	-1.18966666666667
KCND3	0.49825
YPEL5	1.187125
LRRC42	-0.148
C17orf45	-0.724375
ZNF649	-0.0997
LOC150763	1.3675
COL5A2	3.16608333333333
CNGA2	-0.061
ELA2B	-0.5955
RAB9B	-0.1895
FAM100A	0.3275
NAIP	0.788928571428571
MYOZ2	-0.76025
SPATA12	-0.1525
XRCC4	0.66775
CYB561	1.062
CHST10	-0.4415
BAI1	-0.739666666666667
BRSK1	-0.374666666666667
C17orf89	0.0745
PDE6H	-0.597
FLJ20309	-0.0607
MAP7	-0.256875
SCN4B	-0.88425
SPAG9	-0.63475
SERTAD1	0.398333333333333
FLJ21963	-1.32425
ANTXR1	1.5186
TMPRSS13	2.0115
ETV7	3.85183333333333
DGAT1	1.4715
NKIRAS1	1.1445
TAC3	-3.34575
CORO1C	0.1965
RAD54B	0.4775
HRASLS3	3.99766666666667
C21orf42	-0.17325
BARD1	-0.0193333333333333
ZNF177	0.512166666666667
MIP	-0.1275
ZNF442	0.4265
F2	-4.0498
GRIA1	0.156875
GALNTL2	1.86833333333333
WNT5A	-0.9932
LENG9	0.2985
hCG_25371	-1.156
FOXR1	0.1415
TRA@	1.0627
PWWP2	0.72625
C1QTNF7	1.37683333333333
SLC7A4	0.229
C4orf7	0.328
C17orf80	0.426333333333333
KLK4	1.55683333333333
IL31	1.556
TMEM176A	3.8085
CTNNB1	1.129125
BHLHB2	1.012
TMEM185B	0.399166666666667
ARD1B	-0.015
C1orf93	1.06
BRUNOL4	-0.627
LOC541469	-0.973083333333333
UPK2	-0.06625
GAS8	1.037
PATE	0.4545
IMPACT	0.086375
WNK4	-0.475333333333333
HNRPLL	-0.509625
GAD2	0.47225
ITGA6	-1.824
BMP15	0.0173333333333333
CYP2A7	1.478125
RIC8A	0.881875
CCND1	-0.39625
USP35	-0.1595
DSCR2	0.13825
CCL4	4.61183333333333
ZCCHC10	0.1735
NOL11	-0.53825
TRPM2	3.21941666666667
PSMD2	0.277090909090909
CHTF18	-1.12625
USP18	2.164125
RRAS	0.32325
LAMC3	-1.2745
TOX	-3.37666666666667
PCDH15	-0.1615
GABRG3	-1.7865
NUDCD2	-0.02675
SGCZ	0.06
KCTD17	0.2171
SPSB2	1.202
TPPP3	4.00716666666667
CILP2	0.806166666666667
CALB2	3.1145
CEBPZ	-0.802833333333333
ZNF479	-0.25925
FMOD	4.71366666666667
C21orf66	-0.147642857142857
CLN6	-0.0686666666666667
ANAPC1	-0.498375
SH2D3C	0.8935
PTPN14	0.9556
TRIM42	-0.14375
APTX	0.075
SNRPG	-0.802166666666667
BMS1	-0.743
MAGEA3	-1.2
NFATC3	-0.17825
LRRC45	0.104166666666667
ARS2	-0.251142857142857
LRIG1	1.67383333333333
EPSTI1	2.58216666666667
PRSS27	0.39925
ERC2	-0.875875
PRKACB	-0.621714285714286
PRDM13	-4.062
HCG27	-0.914
KLK12	-3.8285
HSD17B7	-0.311666666666667
ZNF354A	1.06425
PCDH11X	-0.623
DMGDH	-0.36925
PCBD2	0.342166666666667
TMC6	-0.835125
RIMS1	0.110875
SF3B2	-0.202166666666667
RCN1	0.0413333333333333
CPB1	3.14625
BCAR3	0.439
FCRLB	0.073125
PAK1IP1	-0.7145
OR10H1	-0.007
KIF9	1.6318
PITPNM2	-1.068125
L3MBTL4	0.31175
TGFB1	-0.3679
ZXDC	0.57525
SLC6A16	-0.785
SRrp35	-2.17975
LRRC8E	1.48425
PPIAL4	0.20075
EOMES	0.577
PAX2	-0.1385
SCARF2	0.3855
PSEN2	1.58441666666667
PCDHB13	0.38725
C10orf28	-0.203375
DHRS7B	0.572714285714286
C1orf131	0.34775
ASB1	-1.0429
ZNF223	-0.315666666666667
LCMT2	0.4665
MEP1A	-0.3655
TMEM53	-0.28875
RSPH3	0.46275
C10orf33	-1.8125
LOC644285	-0.27875
PTPN9	0.152666666666667
ABCA12	-1.24
CCDC37	-0.7935
RUNDC1	0.7369
YES1	0.266833333333333
FAM120AOS	1.0025
OR5M3	-0.0285
PPP1R3F	-0.00158333333333333
IL13	0.0279
MDFI	-1.50925
PRNT	0.23975
ZDBF2	0.3645
OR10C1	0.108
CLIC1	-0.183333333333333
LILRA5	1.94483333333333
CSAG1	-2.32616666666667
TREML2	-0.615833333333333
FAM125A	0.172833333333333
ZNF74	-1.12575
FAM104A	0.190375
LRRC39	-1.4475
SAMD5	-1.419
HYAL2	0.16825
HIST2H2AC	-0.03325
IGFBP5	3.85260869565217
NRTN	-1.099
KIAA0556	0.2326
FAM29A	-1.75638888888889
JMJD2A	-0.25925
EPHB1	0.302
POLD4	0.491625
ANAPC10	-0.4915
LRRC36	-0.12325
MEGF6	0.243
LPHN3	-0.374333333333333
BMP10	0.202833333333333
C21orf55	0.7645
CREM	0.2511875
PTGER4	0.976
METAP1	-0.371875
KCNQ1	1.63333333333333
NR2F2	-1.10275
SSFA2	-0.879916666666667
CTTNBP2	-3.223
BCL2A1	0.00287500000000001
ZBTB24	-0.672
SLCO6A1	-1.4855
PRDM1	1.3654
OR7D2	-0.5365
CCDC47	-0.0323
LOC646982	0.4625
SLC26A6	-0.182
BIN1	-0.1467
SRRM1	-0.750642857142857
PCSK1N	-0.008
ALS2	0.1668
ECT2	0.0433684210526316
CACNA2D2	0.259375
DOCK6	-1.1245
C10orf119	-0.32925
FATE1	0.569
DUSP23	1.887
TRIP6	1.09985714285714
NUP35	-0.70075
CDH3	1.725
KLHDC8A	0.78925
C9orf116	2.137
EI24	0.681
CENTD1	0.898833333333333
RWDD2B	0.548833333333333
DOCK1	-0.3285
NPAS2	-1.646
NR3C2	0.387333333333333
FAM63A	0.4605
INPP5F	-1.06483333333333
FAM111A	0.6978
MYBL1	1.15591666666667
IQGAP3	0.474833333333333
CRADD	-0.904166666666667
DUSP12	-0.79375
PDZK1IP1	3.53625
VASH2	-0.78125
CTR9	0.14225
VIL1	-4.16575
OR8U1	0.640166666666667
CCDC107	0.5785
PTTG1IP	0.74325
OR4X2	0.28525
COL9A1	-2.133
PSMD9	0.085
ZFP62	0.548
TIP39	-0.045
PARP15	0.988
TTC19	0.115125
C1orf114	-2.18916666666667
GFPT1	-0.067
SLC27A6	-2.672
MRPS10	-0.4607
CALML5	-2.74866666666667
TRPM7	-0.227875
CGNL1	-1.705
CECR1	0.863
SERPINB8	0.3185
TMEM102	0.4245
PDIA2	-3.41475
NUCKS1	-1.38777878078145e-17
HOTAIR	3.24725
EBI3	-0.195
NXN	1.0195
ZMYND19	-0.285875
FOXJ3	-0.44375
EIF5B	0.1381
EIF2B4	-0.000333333333333331
LEO1	-0.18125
ZIC5	-1.34141666666667
IL20	3.46633333333333
KIAA0415	0.3755
FLJ37357	0.546
TSPAN12	-0.275625
ACTR3B	0.1465
TFAM	-1.09283333333333
IL17RD	-0.8985
PARP12	1.86325
KLHDC7A	0.8365
KCTD4	-0.0333333333333334
GTF2H1	0.11125
FLCN	-0.145833333333333
BIRC4	0.313125
LOC790955	0.1835
VKORC1L1	-0.1605
CYP4F22	-0.451333333333333
TAS2R5	1.0775
ZNF582	0.475
HS3ST3B1	-0.214625
CTNS	0.26525
STK36	0.563
MMD2	0.19
RP5-1103G7.6	-0.2065
FLJ23356	-0.405
CRH	-0.79775
C1orf182	1.20033333333333
ACP5	3.46983333333333
AMFR	2.1162
CA4	-2.48925
PLCB4	1.33825
MPHOSPH10	-0.5515
UNQ473	0.610333333333333
G3BP2	-0.228166666666667
SR140	-0.790583333333333
HOXA2	-0.2825
PYGB	-0.15225
BAT1	-0.904833333333333
DKK3	0.435333333333333
DDX31	-0.165125
TULP1	-0.067875
NHLRC2	0.05275
TNRC4	-0.127666666666667
ZNF430	-0.9565
TNRC6A	-0.296
PLA2G1B	-0.160666666666667
RCHY1	0.627
GTF2A2	-0.4645
MGC4294	-0.4845
ZNF691	0.04525
TACC3	-0.959
DNAJC5G	0.0825
LOC4951	0.3915
MS4A4A	0.331
LOC152485	0.534
PPP1R2P1	0.15075
PPP2R5B	0.22575
RPGRIP1L	0.77625
SPOP	0.3346
PTPRF	0.854333333333333
MGC42090	-0.5215
SUSD3	3.86425
THOC4	0.429875
MAML1	0.8265
FXR2	-0.480666666666667
TYK2	-0.143625
MUC6	0.0755
DNAJB7	0.255
PIP4K2A	-0.0725
MEX3A	-0.292
RRP1	0.0415
TFAP4	0.121
CXorf41	2.56
MTMR4	-0.0125
CTLA4	1.462
SNX9	0.318875
CIB3	2.1875
NECAP1	0.89875
PLA2G2D	-0.1331
GLMN	-1.03516666666667
DCLRE1A	-0.85475
PDX1	0.869
SAMD11	-1.26125
MRPL55	1.3168
TLR7	2.01525
TBC1D21	0.0788333333333333
SMAD1	1.7723
ACTRT2	-0.0175
RIOK2	-0.31325
PDLIM4	-0.708
SLC22A15	0.84
ABHD13	0.2611
STX18	0.5586
CCPG1	0.387785714285714
DCBLD1	0.7195
SLC2A6	-0.1565
NOLA3	-0.1375
TRDMT1	-0.692357142857143
IL17F	0.192
ATP1A4	0.254666666666667
OR52W1	0.2345
CFL1	-0.33675
IL4	-1.1125
RBP2	0.391833333333333
CPSF6	0.0405
TTC8	-1.03516666666667
MUCL1	0.983
EYA3	-0.438
KRT38	0.0235
GNE	-1.686
ZNF501	-0.5215
SLC35A2	0.922
CEP110	-0.7646
MYF6	-0.2005
MGST2	0.0998333333333333
TRPV4	0.458166666666667
NEK8	-0.132
NOX5	-1.3855
NCKAP1L	0.557
EMP3	-0.757
BPY2C	0.397
C1orf38	1.835125
ELOVL2	-1.751875
CBX7	0.152416666666667
OSBPL1A	0.0463333333333333
ZNF589	-0.12675
ESCO1	-1.4415
TRA2A	0.160083333333333
C3orf26	-0.71875
PHF2	0.5955
PID1	-0.263333333333333
RFC1	-0.80525
MTAP	-0.6556875
ADORA3	4.1985
LOC389458	-0.90075
TRNT1	-0.153375
CRIPAK	-0.3945
RAI2	1.25333333333333
ANKRD44	-0.29875
GZMB	3.2705
NFE2L1	0.126125
STIP1	0.488666666666667
RASL11B	-0.062
NT5DC2	-1.92483333333333
LRP2	2.78175
MTDH	1.16806666666667
ARSG	0.28275
HSP90AB1	0.04525
CT45-6	-5.15625
ZNF483	-1.001
LMBR1L	-0.591
S100A2	-2.2815
C2	0.951166666666667
C2orf27	-0.239375
EIF4EBP1	1.3265
GCKR	-2.83216666666667
PPP1R9B	0.47975
FER	-0.5785
SNRK	0.553666666666667
OR5M10	0.3685
UTP6	-0.113
CAPZA3	0.138
FBP1	1.71944444444444
TERT	-2.08
CCL1	-0.9185
FUCA1	1.10625
ALS2CR8	0.344
KCMF1	-0.263833333333333
SRCRB4D	-0.8595
OXCT2	-0.464166666666667
IL17RA	0.256666666666667
MPP5	-0.136375
SPA17	1.542
FLJ10986	0.3295
GALNT14	0.2695
CXorf27	-0.94025
NPLOC4	-0.38175
RAB34	-1.08825
KRTAP3-3	1.6975
ARSD	1.12033333333333
CPLX2	-1.5194
PJA1	0.53725
WHDC1L1	-0.231
RB1	-0.8875
MTMR15	0.194
PHLDA2	-1.3276
GUCY2F	-0.7
MPV17	-0.1095
SLC35D1	0.087
LYSMD3	0.8408
COL16A1	1.20975
ERLIN1	-0.885
JMJD4	0.3555
HIST1H2BK	-0.95925
TP53I11	1.62733333333333
ST3GAL4	-0.8169
PF4V1	0.315166666666667
ALG8	-0.07575
REG1A	0.32925
MINA	0.4715
CYB5R3	0.46975
HHLA1	-0.4035
MYST4	0.00980000000000001
VASN	-1.13975
UCHL5IP	-0.78425
TFAP2A	0.16825
MGC9913	0.31
C9orf97	0.484
LOC90379	-0.54225
PHF15	0.151785714285714
ZNF169	-0.0163333333333333
KRT7	0.3032
GLIPR1L2	1.715125
LOC116236	0.05775
IQCF3	0.12725
RDH14	0.262833333333333
HNRPK	0.111357142857143
RABEPK	0.166
ISX	-1.926
CBARA1	0.234
RAD51AP1	-0.809
MLL5	-0.076875
CXorf48	-5.4755
SGCD	0.2325
PHTF1	-0.63325
CA3	-0.989
CMTM5	-0.18925
STX10	0.374625
JMJD2D	-0.61875
P4HA1	-0.671
GAB3	-0.268833333333333
DHRS4	-0.265166666666667
COL4A1	2.512
C20orf20	-0.509625
OSBPL2	0.269875
PTTG2	-0.7255
KIAA1688	1.789
STS	-1.105
SHROOM4	0.393333333333333
KBTBD5	0.382166666666667
ALDH1A3	0.7427
BTNL2	0.0668333333333334
TGIF1	1.1075
ZFAND5	1.035625
ICA1	1.1635
NAV3	-1.5015
FLJ12331	-0.76875
EPS8L2	1.0238
MNT	0.01
ENTPD1	1.84966666666667
OR51E2	0.823375
STK11	0.389375
MX1	4.727125
TTTY9A	0.2045
CX62	-0.426
LOXL4	-0.730875
EXOSC4	1.083
PURB	-0.00278571428571429
SETD1A	-0.788
RELB	1.21175
LAMB2	1.40316666666667
HNF1B	-0.0441666666666667
PNLIPRP3	-1.025
C14orf139	-1.42625
UMOD	0.724
GRIN3B	-0.3235
GPR25	0.3635
ZNF512B	-0.96575
ATP6V0A1	0.553
SRA1	0.88175
ZNF615	0.26875
ZNF768	0.23625
ZNF469	3.90275
DYNC2LI1	0.573333333333333
DNAH3	0.089
LOC387911	-0.1465
LOC554234	-0.57825
ARRDC5	0.46875
TMEM59L	-2.23133333333333
MARCH4	-0.9745
CNOT8	-0.14
KIRREL3	-1.40333333333333
ADAM17	0.16425
MYOG	0.2465
CPNE1	-1.0075
AK5	0.696
LOC204010	-0.0095
NDRG4	1.078
LOC130074	-0.56975
PIAS4	0.1535
NCOA2	1.855
TEGT	0.5113
USP5	-0.528
ANKRD21	-1.221
KIAA0692	-0.180333333333333
HAPLN3	1.23575
LZIC	-0.70275
NRXN3	0.74725
CDKN2C	-1.1645
KIAA0226	0.22975
CYB5D1	0.09975
WDR68	-0.7861875
ABCB6	0.2291
MRPS25	0.1035
ZMAT2	0.638583333333333
KRT25	-0.0775
RPL11	-0.7715
GRAP	-0.244
LOC198437	0.136333333333333
RORC	1.482
RAP2C	0.406857142857143
MXD1	-0.1991875
AZI2	0.0963333333333333
NUAK2	0.93325
AHSG	-6.504625
MANSC1	2.512
IMP3	-0.228
C2orf3	-1.8235
VSTM3	4.024
PCTP	0.65925
SIRT1	-0.94725
MANBA	0.90325
CD164	0.5115
GFRA1	0.8996
PRM2	0.43125
ZKSCAN3	-0.2235
PLEKHG1	2.459
TPRKB	-0.861
UBFD1	-0.198833333333333
CDKL5	0.644833333333333
HIST1H2BD	-0.409083333333333
INPP4A	-0.3325
BMX	-1.682375
PTPRU	-0.095
LOC554202	-0.370666666666667
HOXC8	1.373875
IL12B	-0.4655
ADPGK	-0.4045
ZNF418	0.898
SIAE	0.842375
CWC15	-0.03275
RP13-401N8.2	-0.4305
KLHL11	0.309
DEDD2	0.337
PSMB3	0.66
DDX25	-2.62875
ZBTB3	0.097
GFRAL	-0.581
RPS25	-0.694166666666667
FAM57B	-0.795666666666667
TESK2	1.11133333333333
DNM1L	-0.46875
ZNF207	0.229666666666667
CLEC11A	1.087125
TOLLIP	0.53275
TMEM61	0.317666666666667
DLK1	-4.6379
PLVAP	2.536375
NOD2	3.51066666666667
SCMH1	-0.3035
FLJ40235	0.23525
HTR2A	-0.5745
ARMC5	-0.215
FUT7	0.618
PRELP	1.5846
ALKBH6	0.213333333333333
GYG1	0.705666666666667
POLR3GL	-0.1615
COL8A2	4.53033333333333
OR10A5	0.32
C1orf187	-2.29175
TXLNB	0.876333333333333
C16orf68	-1.18808333333333
R3HDM1	-0.02925
C16orf75	-0.57475
BAALC	0.066875
TNP1	0.29025
GAPDH	-0.408916666666667
COX7C	1.23
ERRFI1	-1.50341666666667
PGAM2	-0.00366666666666667
FAM108B1	0.12575
APC	0.326125
TLR2	3.91725
SUCNR1	3.222
ZNF233	1.67975
WFDC1	-0.663166666666667
PSG11	-0.1039
SLC39A1	1.03975
PSAPL1	-0.124
CDC42EP1	0.083875
MECR	-0.2085
KIAA0101	-0.9054
MACROD2	-0.2708
MMP19	1.71591666666667
LOC202459	-0.509
VNN2	0.7755
ACCN3	-0.896
TIMD4	4.0785
RNASE8	-0.153
CCDC7	0.30175
SULT2B1	0.821
ME1	-0.409
MGRN1	0.28875
MRPL30	-0.867375
IVL	0.231875
CALM1	1.11135
PLEKHA6	2.3913
B4GALNT2	-0.151
PGDS	3.669
C8orf33	1.18925
TMEM56	-0.380833333333333
CKM	-0.222833333333333
ESR2	-0.0637
ACOT8	0.55325
AGTR2	0.035
LOC155006	0.55
BC37295_3	0.7725
EPM2AIP1	-0.514666666666667
PZP	0.784
RPS9	-0.0396666666666667
C18orf51	-2.9995
SIVA1	-0.6947
HEATR2	-0.0465
CD3E	-0.576083333333333
C20orf142	-0.0155
PGLYRP3	0.4625
CCDC139	-0.0935
GPS2	-0.236166666666667
NOL14	-0.188
LRTM2	0.67075
TRIM36	-0.173625
TP53RK	0.3581
FBXL13	-0.864666666666667
RUFY2	-0.336785714285714
C11orf70	1.88733333333333
HSPB9	0.413166666666667
GJA5	2.169
HGF	-1.679
EPHB4	0.14975
SOX18	-0.124
IFRG15	-0.008
SERPINA10	-3.70525
WDR23	-0.494625
REEP2	-1.4115
CDK3	-0.42825
HSPA12A	1.636
ARL8B	0.7365
SATB1	-0.842333333333333
PPM1D	-1.57366666666667
VPS45	0.755166666666667
TP53BP2	0.161125
GJE1	0.81875
CACNA1G	-0.071625
VGLL4	0.9305
GNPTG	0.97625
ROS1	-2.0565
C21orf128	2.12366666666667
BMP8B	0.96775
SLC5A4	-0.7985
SLC6A3	-0.262666666666667
C16orf53	0.37375
TMEM81	0.316
APC2	-0.5016
SYAP1	0.821125
C6orf54	-0.542833333333333
ZBED5	0.0721
PVR	-0.29575
LTA4H	-0.5355
CCDC24	1.2846
MAGEA4	-1.04216666666667
IFIT3	4.07416666666667
MYADM	1.147
C21orf82	1.365
PDE3B	-0.59625
TMPRSS11A	-0.2425
PGK1	-0.752411764705882
CCL13	3.5235
DERL3	0.212666666666667
MLXIP	-0.729083333333333
PLOD1	-0.742
MTFR1	1.0627
NPDC1	1.37433333333333
GPAA1	0.7085
LTV1	-0.93275
RYR3	-0.78975
C7orf46	0.6475
VAMP2	0.3045
RNF135	1.9574
SUPV3L1	-0.52075
FIBP	0.355375
ADAMTS18	0.027
RNF25	0.2795
SOS1	0.21375
PLAU	1.966375
MATK	-1.86475
EHF	6.6475
CTNND2	-3.51
PTEN	0.34
ZNF189	0.354125
SLC28A3	0.5165
GUCY1A3	2.922
SETD2	0.1621875
ROGDI	1.017
