Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
PKLR	-2.0095
RNF34	0.637625
A3GALT2	0.0635
C12orf50	-0.0246666666666667
SUNC1	-2.06125
FAM102B	0.417833333333333
CCT2	-0.129
LRRC37A2	-1.25
ARF4	-0.2565
SIKE	0.227625
C8orf48	3.08766666666667
MBTPS1	-0.166428571428571
GPSN2	-1.0375
NCF2	1.92525
SLC12A6	-1.068
MRPL48	0.12025
HMGN3	-1.1735
LRRC62	-0.55975
PAX9	-0.387875
FAM55A	-0.908
C20orf42	-1.0155
SCML2	-0.637166666666667
BCL9	1.33075
FAM40A	0.24075
C9orf41	-0.457333333333333
ZNF774	-0.0615
LETM1	1.38275
PLXNB1	0.867666666666667
NIPSNAP1	-0.828875
USP10	-1.32275
F9	0.1515
LIPE	0.15225
CNGB3	-0.059
C12orf52	0.61275
PI4K2A	0.6835
MED8	0.530625
STAT4	-0.1064
FGD4	-0.286333333333333
RNF145	-2.89116666666667
WDR32	1.0199
CLDN2	0.0728333333333333
TCEAL8	0.07675
ZMYND8	-1.442
PDXK	-0.9260625
GATAD2A	-0.29775
PTGES3	-0.331
CCM2	-0.02325
TAP1	0.663125
ZNF670	-1.41775
ETS2	-1.22914285714286
C6orf166	-0.554166666666667
PRMT2	-0.197928571428571
OR4B1	0.1715
INTS8	1.0325
CCDC102A	-0.00475
CCDC83	-2.7965
ITGA1	0.2519
EPHA5	-1.8321
FAM24B	-1.039
TSGA10	3.3245
HAL	0.246166666666667
MYOT	-0.21475
SPACA3	-0.28375
BCL2L2	-0.295
CUGBP2	-0.3845
CCNB3	1.616
RNF113B	0.05475
MERTK	0.23675
BAG1	0.79
VPS36	0.32325
ORMDL3	0.7606
C1orf190	-0.49725
ZNF625	-0.67775
CORO2B	-1.4755
ALOX15	1.534
CST1	0.4675
NUPR1	2.02916666666667
CCL7	0.3645
SMCR5	-2.8715
DSC2	1.204
RBMS2	0.31925
GRIK4	0.2065
TRIM65	-0.0418
TMPRSS6	-0.631
TP53INP2	-0.17625
GLB1L	-0.4035
LOC388284	-0.269833333333333
PUS1	-0.665142857142857
BCL9L	-0.049
OLFM1	0.730166666666667
RET	1.488375
MASTL	-1.24333333333333
ALX3	0.20875
IL1RL1	0.312666666666667
ZNF765	-0.8264
C14orf138	-0.85375
SNX10	-0.3985
TAC4	0.241
C1orf64	2.858125
POGK	1.600625
MAPK9	0.40575
ZNF366	2.753
C8orf79	1.218
CLDN7	0.917375
OR5AT1	0.219
TRIM37	-1.26725
LRRC25	1.84575
GRHL2	3.1004
TEKT3	0.21725
LASS5	-0.393
ABCC4	-0.837083333333333
DLG3	1.347125
VGLL1	2.102875
ZFP36L2	-0.430833333333333
MFRP	-0.0413333333333333
KIAA1799	0.12525
FLJ44379	0.8685
PCNX	-0.52925
ANXA9	3.321
CYP4V2	1.8971
PIK3C2A	-0.1285
SRR	-0.208
NOL3	-0.129
IFITM2	0.618
ARNTL2	-1.06625
ZNF595	0.1075
NLRP13	null
ASPH	-0.62225
CPA2	0.2355
PVRIG	-2.1975
LEPR	-1.38216666666667
C16orf42	0.756
SH3BGRL	-0.4665
FAM77D	-0.487
FNDC7	0.136
C9orf6	0.115166666666667
NOTCH2NL	0.406833333333333
PGBD1	-0.321166666666667
SYNGR2	1.8385
PITPNA	-0.29825
PRPF4B	-0.7008
SLC43A3	-1.48135714285714
NRBP1	0.81875
SLC25A22	0.936
ILK	-0.1705
SLC22A8	0.742333333333333
MRPS7	0.966625
PITX2	-2.51175
FABP3	-0.672375
OR1L1	0.6815
LOC728215	1.392875
BLID	-1.508
KIAA1217	1.77264705882353
TFPT	-0.5915
AP4B1	-0.37575
VBP1	-0.59375
OR1K1	0.2125
MORC3	-0.53125
BHMT2	-0.409666666666667
C3orf10	0.858125
FZD7	0.051
WFDC10A	-0.263
PMS2CL	-0.4515
CCDC32	-0.173833333333333
FA2H	-0.269
ALG13	-0.0875
TTLL7	-0.1622
SPOCK3	0.405
SLC13A2	1.301
AIM1	0.303
GPRC6A	-0.35
EGR2	3.24625
MED11	-0.26
WWC1	2.268
SH3GL3	-2.11675
RIF1	-0.516928571428571
PRLH	0.149
VLDLR	-2.345
DBT	-0.082125
C21orf63	-0.1475
CGGBP1	-0.1815
KRTAP12-2	0.0675
TADA3L	-0.060375
ZBTB16	-0.05375
PDGFB	2.391875
RFX1	0.262125
UQCRB	1.1568
LOC133874	-1.094
HPS3	-1.714
LGALS3BP	0.9083
DKFZP564O0823	3.24485714285714
MRFAP1L1	1.19975
HOXA10	-1.43316666666667
NGB	-0.2925
KIF21A	-0.0743846153846154
IFLTD1	0.0005
LZTS1	-0.388
ARHGEF3	0.12775
RHBDL3	-1.4645
CSNK1G2	-0.691416666666667
ChGn	-1.6205
KIAA1244	3.107
GABRB2	-0.063
MGC72080	1.052
CD27	2.10975
EGLN1	-2.3906
PEX13	0.53
RWDD3	-0.01875
RNF12	-0.663666666666667
GRIN2B	0.0975
ADAMTS14	-0.603875
DYDC2	0.408666666666667
ATP6AP1	0.8983
NR1H2	0.356333333333333
PDK2	1.42
C3orf17	0.0296666666666667
SLC38A2	-1.63592857142857
SLC25A29	-0.2365
C15orf29	-0.1385
ADAM9	-1.30841666666667
TMUB2	0.6295
GPR176	-0.325
AGK	-0.454875
MCCD1	0.45775
NDUFA4	-0.31825
TMEM146	0.09675
DUSP1	-0.34425
UNQ6975	0.322
EMX2OS	4.24025
INSM2	0.2605
LUZP4	-0.314
SETD6	-0.564
P2RY2	4.29125
SLC45A2	-1.2255
RABGAP1	0.702333333333333
UBXD5	-0.124375
GPRC5A	1.1478
PAK3	0.444333333333333
LOC63920	0.0095
TGFBR1	0.2801
KRTAP6-3	0.126
SFMBT2	0.28225
CDC42	-0.309625
C11orf35	0.768
TTLL2	-1.13725
UACA	0.450166666666667
CD97	-1.5111
SETD5	-2.06875
NINJ2	-0.391
PTER	-1.0675
POMGNT1	1.1675
KRTAP4-2	0.289
ECGF1	1.852
HRB	-0.850818181818182
ATP1B2	-0.2035
LOC400506	0.0675
COL4A3BP	0.10725
C6orf97	1.1245
GRHPR	0.771125
TAS2R1	0.6525
SEMA7A	-0.4825
EDF1	1.04775
ODF2L	0.3604
PCID2	-1.1795
GTF2H4	-0.634666666666667
ZCCHC3	-0.837
CGB2	-0.167
NEUROD1	-0.155
C20orf75	0.523
RP5-1054A22.3	2.12366666666667
IFNA5	0.368
ZNF134	0.529083333333333
MGC119295	-0.8232
ZSWIM6	-0.027125
SMEK1	0.730166666666667
PCGF2	0.3345
C1orf102	1.37
CYP2A13	0.7725
KCNH6	-0.8227
MDM1	0.2118
ALDH7A1	-0.340666666666667
C9orf75	1.65425
VDAC3	0.394875
OR51T1	0.2225
EIF3F	-0.0255833333333333
KCNJ10	-0.360875
LENG8	0.06825
EDEM2	-0.427416666666667
CCNJL	-1.05916666666667
DHX37	-0.395
CRYGN	1.4215
AATF	-0.146375
ZNF630	1.76625
E2F5	1.111
WFDC13	-0.74575
FTSJ3	-0.0798333333333333
C4orf33	-0.4665
LHFPL4	-3.24075
C19orf56	-0.594083333333333
SMAD4	-0.04
AFM	-0.9265
G0S2	-3.2475
FCHSD2	0.5751
RRP1B	-1.5249
EEF1B2	-0.8575
STAT6	-0.509666666666667
ZNF195	-0.4735
GNL1	-0.867833333333333
ZNRF2	0.6495
PER3	0.389125
ASB16	0.19675
C10orf10	0.315571428571429
ADCY8	-3.22433333333333
C9orf58	1.7035
ARMC10	0.0478333333333333
PSG1	-0.2055
DHX34	0.25625
VARS2	-0.157875
NFIC	-0.47325
ITPR2	-0.4955
AGXT2	0.2878
OR6K3	0.2075
H2AFZ	-1.11233333333333
MLLT3	-0.794916666666667
COX4I2	2.11275
CCNT2	-0.22425
PLK4	-0.51625
NUMBL	-0.418333333333333
MED16	0.4305
PLEKHQ1	0.5155
GOSR1	0.537444444444444
BTG4	-0.19175
RPL30	1.19983333333333
IGSF5	1.39575
IGFL2	-0.1905
ELMOD2	1.24016666666667
SHC3	-0.945833333333333
HAVCR1	0.43
DYNC2H1	-0.46425
RNF5	-0.312
C2orf7	0.00225
NLF1	0.607
KLHL25	1.15875
LRP10	0.5474
KRI1	-0.939
PUS7L	-0.185
MGMT	0.0525
HOXD1	-0.564
CSH1	0.1894
ATG16L2	-1.0255
FLJ44635	-0.748
CHODL	-0.63025
EXOSC8	-1.32325
SLC28A1	-0.5425
MYO7B	-1.00816666666667
SEH1L	0.5589
MTNR1A	0.0828333333333333
TSPAN5	0.3015
CDC45L	-1.488
AMIGO1	1.713
ATAD3A	-1.102375
OSGIN2	2.012
PDIK1L	0.799166666666667
DARC	1.61575
PIPSL	1.0805
SHMT1	-0.43925
CRISP3	0.092
POPDC2	2.14616666666667
ZRANB2	-0.5945
FBXL8	0.318
TRIP13	-0.867545454545455
EIF5AL1	-1.2065
POU5F1P3	-4.91383333333333
IL6	-3.20783333333333
CXorf38	-0.0465
IFNA16	-0.3085
FBXL2	1.707
BRD1	0.85625
STATH	0.57575
FBXO44	1.16416666666667
MCCC2	1.47125
CDC2	-0.125
C5orf23	0.72275
IVD	0.403666666666667
C10orf122	-0.33675
MSL3L1	0.0821
MVP	-0.29025
EPOR	-0.296
ZMYM1	-0.6655
BCL7C	0.589666666666667
PSTPIP2	1.2516
LYPD1	0.66275
OR8G5	-0.6185
ZP3	-0.477666666666667
BCAS4	2.24375
EDG6	0.6155
ISY1	0.33
PRAMEF2	-0.3915
CUL1	-0.1345
RNF213	1.2029
CCRK	1.678
DHX9	0.34725
C13orf29	-1.05525
NCKAP1	0.805666666666667
MRPL43	0.963714285714286
XPR1	0.506
PKN2	-0.3322
PODNL1	0.796
ZNF333	-0.07975
DALRD3	0.74225
OPN1SW	0.054
BTBD6	0.52775
C11orf82	-0.1405
OR5P3	0.434
DUSP11	0.101
L1CAM	-1.8303
NEK11	1.24216666666667
OR7E91P	1.5585
CNTN3	3.4244
CREB3L2	-0.26325
ZBTB37	1.3735
KIAA1324L	1.5675
NDUFB10	0.552833333333333
NUDT2	1.53375
GTPBP8	-0.5225
CACNA1D	1.689375
PRKAA2	0.281333333333333
PRDM8	-0.041
MGC16075	-1.18466666666667
KRT14	-1.18507142857143
PP8961	0.3875
MRPL18	0.1595
ABCG2	-2.9195
PACRG	2.279
BBS2	-0.46025
KREMEN2	-0.5195
FBXO21	0.74775
HNRPUL1	0.453333333333333
GRB10	-0.1165
CLSTN1	0.6485
LMAN2	0.2397
C17orf61	-0.24525
NIPSNAP3A	0.63425
INSIG2	-0.898833333333333
PCDHB7	-0.226833333333333
STXBP2	0.116375
CMAH	0.04775
SEMA5B	-0.37675
ZNF155	-0.13
COQ6	-0.547666666666667
PRPF4	0.407
TSPAN15	2.3075
VN1R5	0.32525
LATS2	-0.39075
SELK	-0.38225
PGK2	-0.592
MS4A1	-1.564375
TYW3	-0.9972
KRTAP5-1	0.66125
RCCD1	0.00133333333333333
BTN1A1	-0.05275
DDX28	-0.46025
TMEM65	2.241625
LOC92345	0.27375
TTC31	-0.01925
WDR46	-0.367833333333333
CHP2	-1.05333333333333
LSP1	0.23425
ZNF542	0.41975
EXOSC1	0.31225
ARHGAP18	-0.768166666666667
LRRTM4	-1.406875
MAOB	1.57558333333333
CACNB4	2.065
MGC33846	2.017875
RANBP3L	0.225125
ATP5L	-0.83775
ONECUT1	-3.082
NUDT9	0.18275
TMEM149	0.419
STX17	1.05675
IGSF10	-4.4295
TMPRSS9	-0.284
BMPR2	0.87325
ALLC	-0.295
KLF7	0.6125
GCC1	0.7772
TIMM9	-0.22875
CDO1	-0.501666666666667
MGC10701	-1.11416666666667
IFI6	0.535666666666667
FRMD8	0.72525
MGAT2	-0.2095
WBP5	-0.410166666666667
CNIH2	0.78675
KIAA0907	-0.6761
KCNH8	-0.8095
CTSG	-1.91225
GRIK1	-0.526166666666667
CUL5	0.090875
FRMD1	0.322
OR9A4	0.553
SYT6	-1.89475
FOXD4L2	0.65125
ANAPC2	0.687833333333333
OPN5	0.0475
TAF13	-0.0845
LYG2	-0.275
GGNBP1	0.131
C11orf40	0.1345
OTX2	-1.1415
REG4	-0.529333333333333
EIF5	-0.929
PALB2	-0.599
SEPSECS	0.8247
RNASE3	-0.56275
TRIM49	-1.823
POLR2K	1.8075
GPR42	0.098
C8B	-3.4505
SASS6	-0.10275
PREB	0.1235
OR3A3	0.169
TUBA8	0.948375
IGLV2-14	-2.54975
STIL	-0.909
ANKFN1	-1.0185
NME7	0.43825
HOXC12	-2.6525
UBE2C	0.062
FHOD1	-1.41775
CDK2AP1	0.466833333333333
OR6K2	0.04975
DHPS	0.229
RPL5	-0.909666666666667
TRGV5	0.06
LOC541472	-0.192
HCCS	0.216444444444445
DENND1B	1.979
LHX3	0.1355
OR5D16	0.359
CXorf57	-0.375166666666667
IRF2BP1	1.117
NDST2	1.013
LCE3D	0.321
BOLL	0.159714285714286
SYT3	-1.0835
PIH1D2	-0.33325
C20orf7	-1.075
IL1R2	-1.2055
SLAMF9	0.6025
PPME1	-0.686625
PIK3CA	-0.35775
TRAPPC1	0.057375
COLEC10	-0.3085
SLC9A6	-1.3745
PDDC1	0.88325
CCDC53	0.6495
GK3P	-0.79675
DAZL	-0.365
BRI3	-0.21675
SDK1	1.019
CYP2C18	0.0915
IFI44L	2.59625
RPL3L	0.2135
FUT9	1.087
KIFC2	-0.265666666666667
PMP2	-0.85725
SLC4A9	-0.301
PLAG1	-2.3935
MYCBP2	-0.836333333333333
OR4E2	0.078
CCDC65	1.70425
C16orf82	-0.04775
ENTPD4	-0.217
BRP44L	-0.125125
PMP22CD	-0.121
TMCO4	0.375166666666667
KCNN1	-0.8275
WDR35	0.43625
CCDC80	1.406875
C3orf31	-1.1165
SLC7A9	-1.05025
TMEM190	-0.567
DBC1	0.747166666666667
FADS3	-0.899
PDZD8	0.535333333333333
GRM5	0.183
AZGP1	2.2075
PEX3	0.319
MED1	-0.424571428571429
ATG4C	-1.042
HNRPH3	-0.735125
FAM109B	2.15025
C4orf17	0.3335
CA10	-0.67775
OPRD1	0.0355
CCL16	-1.939
SACM1L	-0.5835
CST6	1.5815
CD63	0.8289375
LGI1	-0.15825
ZNF784	0.6765
CRYBB1	-1.2745
CX3CL1	-0.19945
TOP2A	-1.1525
GYPB	-3.775
GADD45GIP1	-0.9875
FEN1	-0.134125
IGF1R	-0.5384375
WDR72	-2.459
PURG	-1.65816666666667
DEFB126	-0.3235
PKD1L1	0.61425
CAV1	-2.6267
GNPDA2	0.9104
DGAT2	0.482
NLGN1	-4.99325
STRBP	1.079875
HPRT1	-0.555166666666667
FANCI	-0.3695
PSMA7	0.67575
DBF4B	-0.894833333333333
TTF1	0.0255
RAD54L	-1.019
ELOF1	-0.45975
PLAGL2	-0.174875
ZNF256	0.69825
HMGCL	-0.35725
MSI2	1.07466666666667
RPESP	0.1955
C11orf60	0.07675
ABCD1	-0.125
ACAA1	0.1369
SPARCL1	4.89628571428571
IL6ST	0.7971
ZNF319	0.193
TMEM109	0.3326
FAM90A1	2.09566666666667
IL22RA1	-0.8785
ATP4B	0.6085
TEC	-0.776666666666667
C7orf30	-1.286
TXNDC2	-0.4055
ABCB4	-0.26075
KIAA1191	0.770875
C9orf38	-0.251
SFTPB	0.218285714285714
CNTNAP2	1.40666666666667
FRK	0.773
TBX19	-0.141
CHD4	0.09875
C6orf26	-2.38483333333333
MOSC2	0.37175
IKBKE	1.5655
HIF1A	-0.106
LOC595101	0.1575
RELA	0.421
TMEM16B	-1.54933333333333
ABHD12B	-2.45225
TSEN34	1.18375
KIF18A	-0.01375
TXNDC9	0.633666666666667
SPATA2L	0.024
SEMA4G	-0.616
C21orf91	-0.21675
MATN1	-0.559
KCNIP4	0.1798
TUSC1	4.853625
OR4C15	0.442
ARMCX6	0.3575
WBSCR27	-1.19966666666667
OR52I2	0.073
KIAA1604	-0.6965
DYNC1I1	-1.312875
PPP4C	0.46875
SLC47A2	-1.90733333333333
TREH	-0.413625
CD48	0.453833333333333
ST14	1.20516666666667
PKN1	0.0095
SPON2	3.18325
XBP1	3.33533333333333
SFRS12	-0.762
EFCAB6	0.85425
SELT	0.1385
SLC39A2	-0.1795
ERF	-1.17433333333333
ARL3	0.500125
SURF6	0.3115
MLLT10	-1.09728571428571
FLJ11171	1.25833333333333
TDGF1	-4.87016666666667
ERCC6	-0.2455
EIF2AK4	-0.19225
BAZ1A	-1.01316666666667
LRRN3	-0.671666666666667
TMC3	0.018
EFTUD1	-0.18725
PTPRO	0.858666666666667
CLEC12A	0.437625
ACBD4	-0.01775
ZDHHC14	-0.154125
OTUD7B	0.423625
ACTB	-0.0375625
MSRA	-0.382875
LCE5A	0.8115
IFI35	0.484
BSCL2	0.152666666666667
ANKRD12	0.0295833333333333
CFHR2	0.0843333333333333
RGAG1	-0.0225
HSFY1	0.147
SLC30A5	0.0308333333333333
IMPG1	-0.194
GPR109A	0.6
ZNF185	0.581
IYD	3.85375
NPCDR1	0.592
SERPINA13	0.318
HMGCLL1	-2.32
NEUROG1	0.625833333333333
UBQLN1	0.8021875
LIN37	0.83125
SOCS2	1.305875
DSCR4	-1.441125
XKR6	-2.4255
GPR142	0.3875
KRTAP13-3	0.3735
CCDC15	-1.62866666666667
MOS	0.0645
CD1E	-2.0995
OFCC1	0.511333333333333
FAM83D	-0.416
SRFBP1	0.3245
C9orf96	0.236
DHDH	-0.27
CCDC90A	-0.161
RABL3	1.19615
CD320	-2.05783333333333
ANGEL2	-0.834666666666667
MRPL21	0.07825
SMG6	0.0871666666666667
INSR	0.86125
FLJ14816	-0.9465
GLRB	0.973833333333333
C9orf89	1.438
CIZ1	0.181375
URG4	0.159666666666667
LRDD	-0.261333333333333
CBY1	0.0968333333333333
NFX1	0.581375
MTERFD2	-0.233071428571429
C19orf23	0.706
PGC	-2.835125
IER3IP1	1.3248
RASAL2	1.30775
C1orf89	0.09575
SYNJ1	-1.00875
NFKBIE	0.04925
FLJ40125	-1.08983333333333
TCEB2	0.2669
NOG	-1.7625
POLR2J2	-0.162666666666667
HLA-B	0.889
PCDHA1	-1.054
PPP2R2B	-1.9555
ARHGEF17	0.854166666666667
TCF7L2	0.402785714285714
CHD5	-0.970333333333333
ZNF431	-0.514875
TBC1D25	0.74775
ZNF800	-0.43025
SCUBE2	4.09445454545455
MYCBP	0.494333333333333
GPX5	0.221
C6orf129	0.685166666666667
QSER1	0.114333333333333
ULK2	2.1135
PIGO	1.55433333333333
NRCAM	0.368714285714286
SLC35E3	0.59225
CSRP2	-0.928
HYPE	0.38825
MAPK15	-0.1005
MGC14327	0.9625
TIMM13	-0.233333333333333
ZNF462	-0.453
GBA3	3.57175
TEX13A	-0.6005
MCM6	-0.23
MTRF1	-1.141
ABCA7	-1.8895
EIF4A2	0.03375
ZC3H10	1.7101
RPGR	-0.110166666666667
C20orf94	-1.85975
RP1L1	0.31625
GPR125	0.43025
USP22	0.202857142857143
OR1L4	0.091
MLZE	0.11425
FLJ32065	0.6465
PTCD1	0.16725
CRTAC1	0.00566666666666668
BXDC2	-0.75175
C18orf1	3.017
FAM107A	0.391785714285714
EFNA3	-0.22
P18SRP	-0.5649
CAMKK2	0.617333333333333
KIAA0649	0.771
NES	-1.32683333333333
HS6ST3	-0.345375
PON2	-0.82575
TCP11L2	-0.792
CLEC4A	1.32125
PRR12	0.8715
MLXIPL	-1.803
C2orf50	3.796
ZNF28	0.53675
ENC1	0.404666666666667
MAP2K1	-0.1795
FKSG2	-0.18575
KIAA0430	0.34025
PTP4A1	-1.68594444444444
GPR156	0.8835
GTF3C6	-0.65625
UBR2	0.4121
LOC388272	-1.19225
MAK	0.892833333333333
ACOT4	2.3735
STC2	1.67966666666667
PIGW	-0.317875
SAE1	0.09075
COL6A1	1.08504545454545
OAZ1	-0.0845
STMN4	0.605166666666667
EDG3	0.531166666666667
SGCE	-0.858333333333333
IL11	-2.391
PRSS8	2.646875
YIPF5	0.193333333333333
WNT4	3.266
CSN2	0.197833333333333
TCF7	-2.989125
TDO2	2.163
SAMD9	-0.727125
S100A7A	-0.4725
MMRN1	0.897
GKAP1	0.467
AKR1C3	-2.995
RNF19A	0.58425
GMDS	-1.37975
YKT6	0.173625
SPARC	1.8575
C12orf31	0.06075
UBE2V2	0.045
FBXL18	-0.328166666666667
KIAA0460	-0.05575
ADAM22	-0.748
SERPINC1	-4.313
KCTD21	0.81625
MYOHD1	-0.64525
ZNF37A	-0.401166666666667
GTF3C1	0.680333333333333
CTSZ	2.851
PRNPIP	0.607875
DRD1IP	0.063
NR1I2	-2.7395
ZNF266	-0.9121
SPAG4L	-0.0645
COX4NB	-0.629
SAPS1	0.602
APOA1	-3.9495
TATDN1	0.182333333333333
C10orf82	3.10825
KPNB1	-0.7785
FOXO3	-0.647583333333333
CRYBB2	0.69
ZBTB5	-0.137
SLC25A38	0.62025
DCTN2	-0.0601666666666667
IFT20	0.73175
CTHRC1	2.372
C1orf31	-1.656625
UHRF1	-0.4034375
GPC6	-0.00575
C10orf54	0.49375
MCF2L2	-0.291833333333333
WNT9B	-0.052625
OLA1	-0.294375
FAM120B	0.5845
TTLL10	-0.442
CYorf15A	-4.90225
RELN	-2.3996
SCN2B	1.61
MFHAS1	0.3555
NKX3-2	-0.504
RASGRF2	-0.4855
SSBP1	-0.255166666666667
KPNA6	-0.585142857142857
LOC389118	-0.571
HS3ST4	-1.8305
SUPT7L	0.088
FLJ32658	-1.85775
IGFBPL1	-0.8335
KIAA1641	-1.8958
SHKBP1	-0.0416666666666667
CSF1R	4.0855
NAGK	1.1515
MYL2	0.95
HIST1H4C	-0.5215
TOMM7	-0.25375
ADAMTSL3	3.5262
TNFSF14	-1.2735
PRRT2	-1.50175
VTA1	0.18425
AOAH	2.2075
CRISPLD2	1.305
PNN	-0.5902
TA-NFKBH	-0.607
ESPN	-0.1475
RBM43	0.0965
KIAA1267	0.24325
DDX3X	0.243555555555556
KIAA1576	-4.625
PLXDC1	4.29366666666667
FLJ25801	-4.3015
HNRNPL	-0.5885
RUNDC3A	0.317833333333333
CASP12	3.8975
SH2D5	-0.859875
RPL26L1	0.0555
OR51A7	0.62375
HDC	1.4355
C2orf16	0.189333333333333
SYTL3	1.977125
GOLGA4	0.40225
NOTCH1	-0.525166666666667
ATPAF2	0.644
ECD	0.402
SSX5	-0.929833333333333
SNAP91	0.00750000000000001
OCA2	-3.8705
PNPO	0.4085
DAPK1	0.700166666666667
PINX1	-0.471166666666667
SELENBP1	1.131625
NEK3	-0.464583333333333
TMED4	0.0801428571428572
SSTR4	-0.064
FOSL1	-2.7593
CD40LG	-0.2565
CES1	-1.86516666666667
DCI	0.448
B3GAT3	0.653333333333333
STK17B	-0.62925
CNTN6	0.0035
CYP3A4	-1.80416666666667
MBOAT2	2.24107142857143
PISD	-0.2495
USP1	-0.18975
PYDC1	1.81883333333333
CENPM	-0.146125
SAR1B	0.9055
TTC7B	1.159375
DP58	1.145
GPC1	0.34925
RBL1	-1.190125
TMEM137	-2.10566666666667
TOB1	1.41341666666667
TCEAL1	2.976
CENPF	-1.532
C6	0.216333333333333
PRSS1	-2.67875
PPIL6	-0.295666666666667
C6orf124	0.6155
ODZ4	1.457
SNCB	-0.084
NDUFB9	1.17375
CNOT6L	0.2695
S100A9	1.34933333333333
TRIM50	0.102
KCTD1	2.5536
WDR63	0.003
SPEF2	1.90875
RNGTT	-0.974666666666667
CXorf22	0.521
KCNK16	0.413
CEP250	-1.237625
ATPBD1B	-0.298
KCNJ2	2.83625
MT1B	-0.1805
ZNF684	-0.67
SLC4A1	0.8095
PDHA1	-0.682
ZNF492	-0.583875
TKT	-1.582
BYSL	-0.074625
RNF38	0.122375
AHDC1	0.043
KLHL2	0.806
CMTM8	2.43625
DMP1	-0.025
HERPUD2	-0.337625
CRTAM	1.803
ZNF572	1.46525
TMEM16J	-0.164
HSD17B2	-4.66875
UBE2G1	0.186125
AHSA2	-2.22175
PELI2	-0.737
TPX2	-0.689125
ATP9B	1.4865
DAZAP1	-0.0865
HMGCS2	0.00266666666666667
C17orf38	0.258
B9D1	-0.2275
NKX2-5	2.291
KIAA1276	2.5525
LILRB2	2.7265
CSTF1	0.0588333333333333
BTN2A1	0.303
C15orf48	4.08025
IGF2BP3	-4.7185
FAM113B	1.24833333333333
HRG	0.094375
ZNF131	-0.38975
USP47	0.0848571428571429
CCDC88B	-1.916875
HCN1	0.6676
HTN1	-0.691833333333333
SYCP3	-0.519
C13orf23	-0.674
PAPOLA	-0.528125
AATK	0.3069
MSH3	0.0128333333333333
NDUFAB1	-0.3325
ITLN2	-1.21466666666667
BAK1	0.498833333333333
MRPL45	-0.2255
MTNR1B	0.384
LOC645843	-0.733
SPECC1L	1.4965
PGCP	1.3085
SPN	-1.698875
GPR143	2.112
ZNF576	0.796
TMEM39A	0.5393
ATP5D	-0.636666666666667
MAGEB3	-3.722
RPS5	-0.653833333333333
ANP32E	-1.76428571428571
MTMR1	0.46525
YEATS4	-0.39375
SYNGAP1	0.21925
PCOLCE	-0.3275
MNS1	1.283
PCYT2	0.3125
ZNF182	-0.8745
LAX1	-0.41375
SPPL2B	0.0012
ELOVL5	0.0396
PCDHAC1	-0.183
B4GALNT1	-0.115333333333333
BLOC1S2	-0.18075
ZNF673	-0.9747
ARHGAP21	-0.549
IRX5	3.401
LRFN5	-0.590166666666667
FAM7A1	-0.94975
RAB19	1.006
GINS1	-0.46625
ITM2B	0.3307
PAPSS2	0.810416666666667
OR5BF1	0.3085
ACSL3	-0.97125
KIAA1919	-0.431583333333333
GLT8D2	2.308125
UTRN	0.454285714285714
CNN1	0.7185
HISPPD2A	0.495333333333333
SDAD1	0.168625
SIGLEC9	0.712833333333333
RPL35	0.238928571428571
C22orf26	0.5675
IMPDH2	0.06225
WDR69	-1.0105
SEC14L5	-1.00383333333333
CLTA	0.42775
RP11-529I10.4	0.7875
GPR37L1	0.175833333333333
OGDH	-0.244583333333333
ASB13	0.2695
ZFP14	-1.0605
ZCRB1	0.0628333333333333
KPNA3	-0.29225
HSPA1L	1.4675
RHOC	1.11175
LOC554175	-0.012
PPP3CA	-0.3106
SLC1A7	-0.9723
ZNF529	-0.805666666666667
RBED1	0.3995
DDB2	-0.90275
FLJ11286	-0.0178333333333333
SPATA1	0.1065
MKNK1	-0.2605
DYSF	1.24833333333333
ALKBH2	0.24625
NKD1	-3.34416666666667
C1orf174	-0.48125
PLEKHO1	0.289833333333333
ASB10	-0.10375
RING1	-0.233333333333333
NPC2	0.134375
AVPR1B	0.01
YTHDF1	0.436166666666667
LMAN1L	0.224
GSG2	-0.586
CEP170	-1.0743
RPS4Y2	-5.93075
MSH6	0.144
HECTD2	0.111833333333333
ZNF556	-3.91333333333333
PLEKHC1	-0.7404
AIRE	0.08
BCL2L10	1.52375
LMOD3	0.0283333333333334
ZBTB8	-0.9596
FOXA2	-3.7991
SLCO2A1	2.634375
C3orf46	0.32
PRDM16	-0.335833333333333
TMEM98	0.3425
FRMD5	-1.58
PDE6C	-0.208
C1orf216	0.168666666666667
EP400	-0.105571428571429
PTK2	-0.0179166666666667
RNF217	0.22825
NDUFA8	1.158
ZFAT1	0.55
LAMP3	0.997
GLTSCR2	0.063875
NPW	-1.259
LLGL2	0.7452
PPM1K	-0.293666666666667
C20orf177	-0.1895
KIR2DL4	0.1873
NFKB2	0.36175
C21orf122	-0.669666666666667
HESX1	-1.42125
GPR114	-0.741166666666667
SLC25A35	0.2315
GNAT1	-0.0665
ORAI3	0.23475
FAM76B	-0.791875
TMEM99	0.4037
TRIM29	-2.1824
CDS1	1.495
RHEB	-0.0779
C4orf27	0.6625
RAB3A	0.6895
OTUD6B	1.16475
GPD1	-0.80425
CDH15	-1.1995
NPM1	-0.0372857142857143
TMEM117	0.0145
PRPS2	-0.418083333333333
GCK	0.495
