Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
TRGV5	0.328
LOC541472	0.10525
HCCS	-0.5751
DENND1B	3.1195
LHX3	-0.4065
OR5D16	0.399
CXorf57	-1.75933333333333
IRF2BP1	1.1215
NDST2	0.402
LCE3D	-0.2605
BOLL	0.134
SYT3	-0.9325
PIH1D2	1.6015
C20orf7	-1.2655
IL1R2	-0.572333333333333
SLAMF9	2.0655
PPME1	-0.073875
PIK3CA	0.28375
TRAPPC1	0.196375
COLEC10	-0.77525
SLC9A6	-1.51316666666667
PDDC1	-1.16416666666667
CCDC53	0.02875
GK3P	-1.1965
DAZL	-0.63725
BRI3	-0.50525
SDK1	-1.32925
CYP2C18	0.296333333333333
IFI44L	1.41375
RPL3L	0.342
FUT9	0.922833333333333
KIFC2	-0.911666666666667
PMP2	-0.548285714285714
SLC4A9	-0.3465
PLAG1	-1.90616666666667
MYCBP2	0.2145
OR4E2	0.489
CCDC65	0.807
C16orf82	-0.235375
ENTPD4	0.171125
BRP44L	-0.203875
PMP22CD	-0.12275
TMCO4	0.909666666666667
KCNN1	-0.871666666666667
WDR35	1.31525
CCDC80	3.175125
C3orf31	-0.91075
SLC7A9	-0.97775
TMEM190	0.50075
DBC1	-3.01516666666667
FADS3	-1.32783333333333
PDZD8	0.469666666666667
GRM5	0.111875
AZGP1	2.7575
PEX3	0.644
MED1	-0.270928571428571
ATG4C	-1.24583333333333
HNRPH3	-1.293875
FAM109B	2.7035
C4orf17	-0.471
CA10	-0.74175
OPRD1	-0.2005
CCL16	-1.38675
SACM1L	-0.543
CST6	5.18275
CD63	0.554625
LGI1	-0.921
ZNF784	1.23375
CRYBB1	-1.8135
CX3CL1	-0.2608
TOP2A	-3.940875
GYPB	-3.8415
GADD45GIP1	-0.91525
FEN1	-2.382125
IGF1R	0.841625
WDR72	-2.48
PURG	0.3905
DEFB126	-0.00275
PKD1L1	0.465333333333333
CAV1	-1.8347
GNPDA2	1.5139
DGAT2	-1.382875
NLGN1	-3.65225
STRBP	0.342
HPRT1	-1.18433333333333
FANCI	-3.280625
PSMA7	-0.387375
DBF4B	-1.05216666666667
TTF1	-0.4805
RAD54L	-3.97975
ELOF1	-0.398
PLAGL2	-0.820375
ZNF256	0.1565
HMGCL	0.53475
MSI2	-0.349
RPESP	2.71116666666667
C11orf60	1.33975
ABCD1	-0.596
ACAA1	0.1684
SPARCL1	5.38457142857143
IL6ST	1.9577
ZNF319	-0.263
TMEM109	-0.00410000000000001
FAM90A1	-1.5525
IL22RA1	-1.496
ATP4B	-1.5815
TEC	-0.176333333333333
C7orf30	-1.316
TXNDC2	-0.768833333333333
ABCB4	-0.00275
KIAA1191	0.8765
C9orf38	-0.121
SFTPB	0.206142857142857
CNTNAP2	0.103166666666667
FRK	1.8255
TBX19	0.06375
CHD4	0.15425
C6orf26	-2.40966666666667
MOSC2	0.89925
IKBKE	0.9305
HIF1A	-2.263
LOC595101	-0.4055
RELA	0.668166666666667
TMEM16B	-0.0291666666666667
ABHD12B	-1.938
TSEN34	0.416
KIF18A	-3.44875
TXNDC9	0.199
SPATA2L	0.719
SEMA4G	-1.491
C21orf91	-0.986
MATN1	-0.1865
KCNIP4	-0.0436666666666667
TUSC1	1.957375
OR4C15	0.3625
ARMCX6	0.920166666666667
WBSCR27	-0.273
OR52I2	-0.155
KIAA1604	-0.431
DYNC1I1	-1.48925
PPP4C	0.51825
SLC47A2	-1.86583333333333
TREH	0.05975
CD48	0.789666666666667
ST14	1.10183333333333
PKN1	-0.27625
SPON2	2.717
XBP1	2.14366666666667
SFRS12	-0.42
EFCAB6	1.78925
SELT	-0.003
SLC39A2	1.7175
ERF	-0.272333333333333
ARL3	0.8505
SURF6	-0.7167
MLLT10	-0.212333333333333
FLJ11171	0.184333333333333
TDGF1	-4.70333333333333
ERCC6	0.14975
EIF2AK4	0.954375
BAZ1A	0.075
LRRN3	0.9075
TMC3	0.5325
EFTUD1	-0.04375
PTPRO	0.288166666666667
CLEC12A	0.199
ACBD4	0.817625
ZDHHC14	-1.11025
OTUD7B	1.537625
ACTB	0.40225
MSRA	0.180125
LCE5A	1.8225
IFI35	0.2435
BSCL2	0.000166666666666676
ANKRD12	0.420166666666667
CFHR2	0.21725
RGAG1	0.842666666666667
HSFY1	-0.2795
SLC30A5	0.1515
IMPG1	0.1655
GPR109A	0.599
ZNF185	0.35525
IYD	-0.216
NPCDR1	1.2475
SERPINA13	-0.2065
HMGCLL1	-0.646
NEUROG1	1.50316666666667
UBQLN1	0.13225
LIN37	0.00749999999999999
SOCS2	-1.13475
DSCR4	-1.940625
XKR6	-1.5785
GPR142	0.486
KRTAP13-3	0.4955
CCDC15	-0.672833333333334
MOS	-0.0395
CD1E	-1.2515
OFCC1	0.452166666666667
FAM83D	-4.05025
SRFBP1	0.4875
C9orf96	-0.117
DHDH	-0.693
CCDC90A	-1.4315
RABL3	0.96225
CD320	-2.20766666666667
ANGEL2	1.16375
MRPL21	-0.72575
SMG6	0.255833333333333
INSR	1.212875
FLJ14816	-0.7635
GLRB	0.2775
C9orf89	1.37175
CIZ1	-0.6565
URG4	-0.185666666666667
LRDD	-2.04083333333333
CBY1	0.727166666666667
NFX1	0.14225
MTERFD2	0.0985
C19orf23	0.192
PGC	-3.346875
IER3IP1	0.0286
RASAL2	1.24625
C1orf89	0.0765
SYNJ1	-0.618625
NFKBIE	0.665
FLJ40125	-1.191
TCEB2	-0.176
NOG	-1.4525
POLR2J2	-0.992833333333333
HLA-B	1.862
PCDHA1	1.103
PPP2R2B	-1.6265
ARHGEF17	1.1285
TCF7L2	1.36728571428571
CHD5	-0.844333333333333
ZNF431	-0.32525
TBC1D25	0.1655
ZNF800	0.61275
SCUBE2	3.19881818181818
MYCBP	0.525333333333333
GPX5	0.0765
C6orf129	0.077
QSER1	-0.6435
ULK2	1.82425
PIGO	0.250166666666667
NRCAM	-2.16871428571429
SLC35E3	0.465875
CSRP2	0.14075
HYPE	0.596
MAPK15	0.415333333333333
MGC14327	0.438
TIMM13	-0.622333333333333
ZNF462	1.0715
GBA3	-0.159
TEX13A	0.1455
MCM6	-1.926
MTRF1	-0.865375
ABCA7	-1.324
EIF4A2	-0.6365
ZC3H10	1.3533
RPGR	0.185666666666667
C20orf94	0.73325
RP1L1	0.08125
GPR125	-0.151142857142857
USP22	0.383428571428571
OR1L4	0.11425
MLZE	-0.1655
FLJ32065	-0.0415
PTCD1	-0.4165
CRTAC1	0.0461666666666667
BXDC2	-1.4685
C18orf1	2.535
FAM107A	0.951571428571429
EFNA3	0.34475
P18SRP	0.0036
CAMKK2	1.06341666666667
KIAA0649	0.23175
NES	-2.06466666666667
HS6ST3	2.0105
PON2	-0.29475
TCP11L2	0.334
CLEC4A	1.2525
PRR12	0.718
MLXIPL	-1.5857
C2orf50	-0.4365
ZNF28	1.4955
ENC1	0.432833333333333
MAP2K1	-0.900875
FKSG2	1.339
KIAA0430	0.916
PTP4A1	-1.1385
GPR156	1.2555
GTF3C6	-0.66975
UBR2	0.0699
LOC388272	-2.256
MAK	2.443
ACOT4	2.83975
STC2	-0.960083333333333
PIGW	-1.476875
SAE1	-0.92125
COL6A1	1.84290909090909
OAZ1	-0.0496666666666667
STMN4	0.498
EDG3	0.0713333333333333
SGCE	0.3015
IL11	-2.226
PRSS8	2.904375
YIPF5	1.02958333333333
WNT4	2.7445
CSN2	0.07
TCF7	-3.461625
TDO2	1.262
SAMD9	0.311125
S100A7A	-0.9955
MMRN1	1.09283333333333
GKAP1	0.0125
AKR1C3	-1.529625
RNF19A	1.400875
GMDS	-1.8425
YKT6	-0.7185
SPARC	3.07
C12orf31	-0.901
UBE2V2	-1.49683333333333
FBXL18	-0.404833333333333
KIAA0460	1.49875
ADAM22	-0.83475
SERPINC1	-4.4725
KCTD21	1.20425
MYOHD1	-2.59925
ZNF37A	0.258666666666667
GTF3C1	0.473
CTSZ	0.52375
PRNPIP	-0.6595
DRD1IP	0.49125
NR1I2	-2.18233333333333
ZNF266	-0.4348
SPAG4L	0.713
COX4NB	-0.93525
SAPS1	0.551333333333333
APOA1	-4.091375
TATDN1	-0.8415
C10orf82	-2.2095
KPNB1	-0.46075
FOXO3	1.02825
CRYBB2	-1.9145
ZBTB5	0.336
SLC25A38	-0.197
DCTN2	-0.139166666666667
IFT20	0.3215
CTHRC1	3.1005
C1orf31	-0.458125
UHRF1	-2.328625
GPC6	-0.33825
C10orf54	0.935
MCF2L2	0.442
WNT9B	0.034875
OLA1	-0.269
FAM120B	0.23475
TTLL10	-0.0875
CYorf15A	-3.997
RELN	-2.1319
SCN2B	1.63391666666667
MFHAS1	-0.8115
NKX3-2	-0.383833333333333
RASGRF2	1.0255
SSBP1	-1.162
KPNA6	-0.197714285714286
LOC389118	0.313
HS3ST4	-1.3664
SUPT7L	-0.44025
FLJ32658	-1.34525
IGFBPL1	-0.78975
KIAA1641	-1.1578
SHKBP1	-0.441
CSF1R	4.50175
NAGK	0.7775
MYL2	0.77575
HIST1H4C	-0.965
TOMM7	-0.500125
ADAMTSL3	1.5586
TNFSF14	-1.1915
PRRT2	-0.813
VTA1	0.045375
AOAH	2.34216666666667
CRISPLD2	2.41957142857143
PNN	-1.484
TA-NFKBH	-0.50475
ESPN	-0.411
RBM43	0.2085
KIAA1267	0.562125
DDX3X	0.143277777777778
KIAA1576	-3.41675
PLXDC1	3.827
FLJ25801	-4.2515
HNRNPL	0.1255
RUNDC3A	0.0713333333333333
CASP12	-0.024
SH2D5	-1.577125
RPL26L1	-0.613
OR51A7	0.33775
HDC	2.095
C2orf16	0.148333333333333
SYTL3	2.672125
GOLGA4	-0.3143125
NOTCH1	-0.928833333333333
ATPAF2	0.887
ECD	0.43575
SSX5	-1.14283333333333
SNAP91	0.47825
OCA2	-5.08475
PNPO	0.6305
DAPK1	-0.9335
PINX1	-1.29616666666667
SELENBP1	1.882375
NEK3	0.204833333333333
TMED4	-0.290214285714286
SSTR4	-0.316
FOSL1	-3.1021
CD40LG	-0.0655
CES1	-2.00409090909091
DCI	0.290833333333333
B3GAT3	-0.328166666666667
STK17B	-0.36075
CNTN6	0.9425
CYP3A4	-1.6
MBOAT2	1.03335714285714
PISD	-0.52625
USP1	-1.00975
PYDC1	2.2355
CENPM	-3.173
SAR1B	0.25875
TTC7B	-0.77475
DP58	-0.1455
GPC1	0.39375
RBL1	-2.457
TMEM137	-2.75333333333333
TOB1	1.43075
TCEAL1	1.4825
CENPF	-3.131
C6	1.18466666666667
PRSS1	-4.53975
PPIL6	1.20733333333333
C6orf124	0.344
ODZ4	1.03583333333333
SNCB	0.0435
NDUFB9	-0.398875
CNOT6L	0.825166666666667
S100A9	-1.89083333333333
TRIM50	0.8705
KCTD1	2.2181
WDR63	-0.0945
SPEF2	2.60425
RNGTT	-0.4035
CXorf22	0.0695
KCNK16	0.3255
CEP250	-2.0495
ATPBD1B	-0.68175
KCNJ2	3.75125
MT1B	-1.9215
ZNF684	-0.339
SLC4A1	-0.043
PDHA1	-1.5185
ZNF492	0.343125
TKT	-2.436
BYSL	-0.485625
RNF38	0.4055
AHDC1	0.282
KLHL2	1.1445
CMTM8	2.40225
DMP1	0.116
HERPUD2	0.095125
CRTAM	1.7405
ZNF572	0.0175
TMEM16J	-0.3155
HSD17B2	-3.80025
UBE2G1	-0.368875
AHSA2	-3.178
PELI2	-0.727
TPX2	-3.72925
ATP9B	1.07766666666667
DAZAP1	-0.221375
HMGCS2	0.254
C17orf38	-0.063
B9D1	0.121
NKX2-5	-1.197
KIAA1276	2.2265
LILRB2	2.692
CSTF1	-0.132
BTN2A1	-0.5975
C15orf48	4.36375
IGF2BP3	-4.94625
FAM113B	0.711166666666667
HRG	-0.462857142857143
ZNF131	-0.1805
USP47	0.573142857142857
CCDC88B	-2.342625
HCN1	0.8714
HTN1	-0.1475
SYCP3	-0.63175
C13orf23	-0.8413
PAPOLA	0.024
AATK	-0.2337
MSH3	0.825333333333333
NDUFAB1	-0.72425
ITLN2	-1.204
BAK1	-0.568166666666667
MRPL45	-0.3375
MTNR1B	-0.177
LOC645843	0.131
SPECC1L	0.134375
PGCP	0.90325
SPN	-1.4325
GPR143	1.79616666666667
ZNF576	0.590333333333333
TMEM39A	0.3294
ATP5D	-0.4405
MAGEB3	-1.742
RPS5	-0.779166666666667
ANP32E	-0.621928571428571
MTMR1	0.55125
YEATS4	-0.16775
SYNGAP1	0.11475
PCOLCE	0.178166666666667
MNS1	-0.21125
PCYT2	-0.693833333333333
ZNF182	-0.0525
LAX1	0.349428571428571
SPPL2B	0.7628
ELOVL5	0.2347
PCDHAC1	-0.5905
B4GALNT1	-1.12183333333333
BLOC1S2	-0.2095
ZNF673	-0.8051
ARHGAP21	-0.291833333333333
IRX5	3.266625
LRFN5	-0.971333333333333
FAM7A1	-0.66275
RAB19	-0.048
GINS1	-2.6625
ITM2B	1.116
PAPSS2	0.476916666666667
OR5BF1	0.1575
ACSL3	0.43975
KIAA1919	-0.442166666666667
GLT8D2	3.311125
UTRN	0.6615
CNN1	2.19925
HISPPD2A	0.7285
SDAD1	0.2925
SIGLEC9	0.0966666666666667
RPL35	-0.450357142857143
C22orf26	0.4895
IMPDH2	-0.61325
WDR69	-0.7185
SEC14L5	-0.225666666666667
CLTA	-0.08425
RP11-529I10.4	0.392
GPR37L1	0.13
OGDH	0.253416666666667
ASB13	1.38533333333333
ZFP14	0.59575
ZCRB1	0.149
KPNA3	-0.02575
HSPA1L	1.822
RHOC	1.0685
LOC554175	0.02825
PPP3CA	1.0344
SLC1A7	-0.6731
ZNF529	0.239166666666667
RBED1	0.824
DDB2	-1.80525
FLJ11286	0.302166666666667
SPATA1	1.7035
MKNK1	-0.4535
DYSF	0.3695
ALKBH2	0.0645
NKD1	-2.7985
C1orf174	0.0215
PLEKHO1	0.868
ASB10	-0.0255
RING1	-0.113666666666667
NPC2	0.231625
AVPR1B	-0.404
YTHDF1	-0.124166666666667
LMAN1L	0.283
GSG2	-2.8985
CEP170	-0.5299
RPS4Y2	-5.78625
MSH6	-1.0085
HECTD2	1.51866666666667
ZNF556	-2.3935
PLEKHC1	-0.0143
AIRE	0.138166666666667
BCL2L10	1.38225
LMOD3	0.252333333333333
ZBTB8	0.505
FOXA2	-3.7738
SLCO2A1	2.1665
C3orf46	0.3385
PRDM16	-0.606666666666667
TMEM98	1.97425
FRMD5	-2.594
PDE6C	-0.0435
C1orf216	0.557
EP400	-0.4545
PTK2	0.14775
RNF217	0.77975
NDUFA8	-0.1995
ZFAT1	0.4415
LAMP3	0.447666666666667
GLTSCR2	0.43725
NPW	-1.1165
LLGL2	-0.4582
PPM1K	-0.463833333333333
C20orf177	0.258
KIR2DL4	0.8695
NFKB2	0.14425
C21orf122	0.0175
HESX1	-0.85825
GPR114	-0.658666666666667
SLC25A35	-0.3425
GNAT1	-0.20175
ORAI3	1.154
FAM76B	-0.119625
TMEM99	0.5469
TRIM29	-1.6937
CDS1	3.25925
RHEB	-0.5186
C4orf27	-0.0953333333333333
RAB3A	-0.5365
OTUD6B	-1.10225
GPD1	0.7045
CDH15	-0.962666666666667
NPM1	-0.704714285714286
TMEM117	-0.10225
PRPS2	-0.0793333333333334
GCK	-0.517
ADRA2A	4.53716666666667
TSPYL4	0.63
TASP1	-0.39975
WDR19	0.886083333333333
C10orf38	-1.324
PDE4C	-0.837666666666667
FYB	-0.563333333333333
C1orf55	0.210166666666667
PPFIA3	-0.83825
RAD18	-0.5725
C12orf44	-0.0945
CRYBA4	-0.0585
HVCN1	0.711
TAF10	-0.523
C16orf48	-1.1395
DEPDC5	0.471333333333333
LTBP1	0.479
MAPRE1	-0.364875
FGF8	-0.021
C3orf52	0.9945
SENP7	0.161333333333333
LRRK2	1.43125
RUNDC2A	0.432
KIAA0355	0.412333333333333
CPEB1	-1.902
PPEF2	0.559
ABI2	0.432
KIAA0317	0.067375
ATF1	-0.6425
DYNC1H1	0.449
DIP	-0.20075
TMEM33	0.527833333333333
POLDIP3	-0.33575
C7orf24	-0.899
GPR171	1.66775
CDC6	-4.0125
PLD1	-1.3514
ITFG2	0.0822
NDUFC1	-0.0185
AKNA	-0.782
NBR1	0.97375
PKHD1	1.045375
HPS4	-1.2509
MAFA	1.39925
ULBP3	-0.34425
DIRC1	0.083
IMMT	-0.77575
C22orf13	-0.499333333333333
CEL	0.139
MARK3	-0.51825
ADAMTS2	1.27658333333333
ARPC3	-0.22
TMEM10	0.47025
NPHS1	0.1735
BRD8	-0.104
WDR12	-1.34675
IDI2	-0.27725
HOXD13	-2.095
OR8G2	-1.46325
SLAIN1	-4.05625
GABRQ	-0.2465
NR2C2	-1.02375
NKTR	-0.5778
TLE2	0.859
KIAA0892	-0.118333333333333
AURKA	-3.66881818181818
GPRC5C	-0.139
TBC1D9B	0.264625
PNPLA6	0.237333333333333
AP3B1	0.345
NAG	0.224125
C11orf68	-0.07225
AKR7A3	0.5915
AHCYL1	0.109166666666667
COP1	-0.942
RPP14	-0.246666666666667
PCDHB18	-0.206
CDH24	1.84425
KRT17	-2.8248
LACTB2	-1.7235
DDX24	0.4118
PHACTR1	-2.64966666666667
SLC35E2	0.18325
LOXL1	1.25425
IQSEC2	0.634
RGSL1	-0.2515
PCDHGC5	0.08
MEGF10	-0.7095
PRRX1	2.2065
ASTE1	1.12166666666667
C6orf159	-0.9345
MYOD1	1.6765
GAA	-0.2995
ZNF747	1.4645
KLRC1	-1.9345
IL1RL2	0.2015
GDF9	0.7045
GPR119	0.0085
TRAF2	-0.656333333333333
HCK	2.25083333333333
BMP6	-3.18225
IL8RA	0.209333333333333
FLJ35848	-0.91875
EFHA1	0.981
CDSN	1.2775
C14orf54	-0.3495
LSM3	-0.80725
ZFP41	0.5405
C9orf126	-1.3885
VIT	-1.963
SPCS3	-2.13825
DEF8	-1.3754
CHAF1A	-2.40383333333333
C1orf165	-0.089
ZFPM2	2.16616666666667
FTH1	0.223
SLC35F1	-1.15025
YWHAH	0.08175
C17orf66	0.0403333333333333
ADRB1	-0.3542
FOXL1	-0.502
RG9MTD3	0.0015
UMPS	-0.23125
MGC13008	0.2695
KIAA1161	0.8175
CCDC77	-1.74725
C12orf65	-0.5948
COG4	-1.43833333333333
RCP9	0.592583333333333
RP4-692D3.1	3.6435
CDC2L5	0.155
MGC7036	1.337
DNAJC11	-0.46475
GDF2	0.1155
TIMM17A	0.2805
HNRNPA0	-0.2166
OR2H1	-0.138
PCBP1	0.148125
COL23A1	-2.4835
LRRC2	-0.270571428571429
NSD1	0.378214285714286
FLJ37078	-1.274125
WDR91	-0.195
TMEM179	-0.24775
DSCR10	0.124
CNDP2	0.9151
FYN	-0.948
BEX2	-3.196
KCND3	0.18675
YPEL5	1.48625
LRRC42	-0.2895
C17orf45	0.80325
ZNF649	1.0532
LOC150763	0.843
COL5A2	4.06875
CNGA2	0.745
ELA2B	-0.803666666666667
RAB9B	-0.43675
FAM100A	0.2515
NAIP	-0.532214285714286
MYOZ2	-0.479
SPATA12	0.043
XRCC4	-0.79725
CYB561	1.2491
CHST10	1.31825
BAI1	-0.368166666666667
BRSK1	-0.130333333333333
C17orf89	-0.59025
PDE6H	-0.3775
FLJ20309	0.6667
MAP7	0.7865
SCN4B	0.5265
SPAG9	-1.0973125
SERTAD1	0.557666666666667
FLJ21963	-1.3685
ANTXR1	1.4518
TMPRSS13	2.3335
ETV7	2.57383333333333
DGAT1	-0.594666666666667
NKIRAS1	0.474666666666667
TAC3	-4.11875
CORO1C	-0.527
RAD54B	-1.21775
HRASLS3	1.547
C21orf42	-6.93889390390723e-18
BARD1	-0.249666666666667
ZNF177	1.01066666666667
MIP	-0.3795
ZNF442	0.8135
F2	-4.3356
GRIA1	-0.039625
GALNTL2	2.808
WNT5A	-0.4284
LENG9	0.1655
hCG_25371	-1.848
FOXR1	-0.514
TRA@	0.5951
PWWP2	1.34325
C1QTNF7	2.20266666666667
SLC7A4	0.27425
C4orf7	2.26875
C17orf80	0.0238333333333333
KLK4	2.112
IL31	-0.1095
TMEM176A	3.5635
CTNNB1	1.2224375
BHLHB2	0.91325
TMEM185B	0.724666666666667
ARD1B	-1.1575
C1orf93	0.76
BRUNOL4	-0.444333333333333
LOC541469	0.784083333333333
UPK2	0.341
GAS8	-0.00816666666666668
PATE	-0.218
IMPACT	1.15325
WNK4	1.19866666666667
HNRPLL	-0.658625
GAD2	0.5645
ITGA6	0.458
BMP15	-0.136
CYP2A7	0.2935
RIC8A	0.604875
CCND1	-0.04325
USP35	-0.1635
DSCR2	-2.4125
CCL4	3.995
ZCCHC10	0.2795
NOL11	-0.72
TRPM2	-0.760833333333333
PSMD2	-0.744727272727273
CHTF18	-1.77
USP18	-0.407375
RRAS	0.11575
LAMC3	-1.69175
TOX	-2.952
PCDH15	0.496
GABRG3	-1.9015
NUDCD2	-0.81375
SGCZ	-0.0665
KCTD17	-0.3974
SPSB2	-0.354
TPPP3	1.9745
CILP2	2.45466666666667
CALB2	2.73
CEBPZ	-0.522
ZNF479	0.47775
FMOD	4.93433333333333
C21orf66	-1.00728571428571
CLN6	-1.214
ANAPC1	-0.962
SH2D3C	1.0235
PTPN14	-0.0939
TRIM42	0.29225
APTX	0.675
SNRPG	-1.20783333333333
BMS1	-0.5645
MAGEA3	-4.9365
NFATC3	-1.22441666666667
LRRC45	-0.3305
ARS2	-0.415357142857143
LRIG1	2.30066666666667
EPSTI1	0.0903333333333333
PRSS27	0.802
ERC2	-0.831375
PRKACB	-0.878928571428571
PRDM13	-4.5825
HCG27	-1.552
KLK12	-3.8845
HSD17B7	0.197666666666667
ZNF354A	0.5905
PCDH11X	0.0215
DMGDH	0.5755
PCBD2	-0.363166666666667
TMC6	-2.52175
RIMS1	0.852875
SF3B2	-0.546166666666667
RCN1	-0.437166666666667
CPB1	0.49875
BCAR3	-0.189
FCRLB	-0.210125
PAK1IP1	-0.703
OR10H1	0.044
KIF9	0.9927
PITPNM2	-1.836625
L3MBTL4	-0.665
TGFB1	-0.7615
ZXDC	-0.20475
SLC6A16	-1.0355
SRrp35	-1.444375
LRRC8E	2.08175
PPIAL4	-0.86375
EOMES	1.00833333333333
PAX2	0.124
SCARF2	1.0895
PSEN2	1.44716666666667
PCDHB13	0.01225
C10orf28	-0.168375
DHRS7B	0.472214285714286
C1orf131	-0.12375
ASB1	-0.4298
ZNF223	0.6175
LCMT2	1.18725
MEP1A	-1.22075
TMEM53	-0.07225
RSPH3	1.23525
C10orf33	-1.283
LOC644285	0.36925
PTPN9	0.6515
ABCA12	-2.66025
CCDC37	-1.0935
RUNDC1	1.5394
YES1	-0.00233333333333334
FAM120AOS	1.216
OR5M3	-0.455
PPP1R3F	-0.0981666666666666
IL13	-0.0173
MDFI	-0.961
PRNT	0.1985
ZDBF2	-0.853
OR10C1	0.062
CLIC1	-0.5515
LILRA5	0.204166666666667
CSAG1	-4.5505
TREML2	-0.905833333333333
FAM125A	0.0356666666666667
ZNF74	-1.09975
FAM104A	-0.163875
LRRC39	-0.8145
SAMD5	-1.17625
HYAL2	0.1675
HIST2H2AC	0.276
IGFBP5	0.409130434782609
NRTN	-1.554
KIAA0556	0.716
FAM29A	-1.84483333333333
JMJD2A	0.9095
EPHB1	-0.365
POLD4	0.323375
ANAPC10	-1.1175
LRRC36	-0.31675
MEGF6	0.030875
LPHN3	0.5805
BMP10	-0.0783333333333334
C21orf55	0.482
CREM	-0.754
PTGER4	0.169833333333333
METAP1	-1.057375
KCNQ1	0.9365
NR2F2	0.22875
SSFA2	-0.620083333333333
CTTNBP2	-0.569
BCL2A1	-2.25975
ZBTB24	-0.622
SLCO6A1	-0.461666666666667
PRDM1	0.5332
OR7D2	1.438
CCDC47	-0.1605
LOC646982	0.308
SLC26A6	-2.387
BIN1	-1.437
SRRM1	-0.0903571428571428
PCSK1N	1.05875
ALS2	0.1135
ECT2	-1.43005263157895
CACNA2D2	0.438625
DOCK6	-1.40825
C10orf119	0.235
FATE1	0.32575
DUSP23	2.10275
TRIP6	-0.206142857142857
NUP35	-0.03975
CDH3	0.712
KLHDC8A	0.16875
C9orf116	1.394375
EI24	0.1095
CENTD1	0.475166666666667
RWDD2B	-0.2515
DOCK1	1.242
NPAS2	0.204875
NR3C2	1.9825
FAM63A	0.960666666666667
INPP5F	0.102666666666667
FAM111A	-0.5567
MYBL1	-3.21783333333333
IQGAP3	-1.379
CRADD	-0.768666666666667
DUSP12	-1.031
PDZK1IP1	3.64875
VASH2	0.3625
CTR9	0.51275
VIL1	-4.609
OR8U1	0.0673333333333333
CCDC107	-0.0005
PTTG1IP	0.086375
OR4X2	0.05825
COL9A1	0.347
PSMD9	-0.2005
ZFP62	0.586
TIP39	0.781
PARP15	0.1595
TTC19	0.719
C1orf114	-2.13983333333333
GFPT1	-0.472
SLC27A6	-1.99475
MRPS10	-0.5318
CALML5	-1.3655
TRPM7	-0.28975
CGNL1	0.81325
CECR1	0.2005
SERPINB8	-0.838666666666667
TMEM102	1.44925
PDIA2	-4.34325
NUCKS1	0.515833333333333
HOTAIR	2.92625
EBI3	-0.4675
NXN	1.48975
ZMYND19	-0.84125
FOXJ3	0.0495
EIF5B	-0.0985
EIF2B4	0.051
LEO1	0.028
ZIC5	-2.09133333333333
IL20	0.633
KIAA0415	-0.20025
FLJ37357	0.3825
TSPAN12	-0.387625
ACTR3B	-0.442
TFAM	-0.290833333333333
IL17RD	1.323875
PARP12	0.13175
KLHDC7A	2.077
KCTD4	-0.007
GTF2H1	0.154
FLCN	-0.633666666666667
BIRC4	0.79725
LOC790955	-0.46325
VKORC1L1	-0.3675
CYP4F22	1.89116666666667
TAS2R5	0.448
ZNF582	2.28
HS3ST3B1	-0.31275
CTNS	-0.059
STK36	1.20766666666667
MMD2	-0.04425
RP5-1103G7.6	0.638
FLJ23356	-0.1735
CRH	-0.90525
C1orf182	0.0703333333333333
ACP5	0.340166666666667
AMFR	1.2416
CA4	-2.40425
PLCB4	0.792625
MPHOSPH10	-0.0675
UNQ473	0.895666666666667
G3BP2	0.150666666666667
SR140	-0.6425
HOXA2	0.21075
PYGB	-0.457125
BAT1	-0.739166666666667
DKK3	0.6095
DDX31	-0.16375
TULP1	-0.324125
NHLRC2	0.53775
TNRC4	0.356333333333333
ZNF430	0.7725
TNRC6A	0.097
PLA2G1B	1.34616666666667
RCHY1	0.508833333333333
GTF2A2	-0.609833333333333
MGC4294	0.463
ZNF691	0.5755
TACC3	-2.48775
DNAJC5G	-0.34425
LOC4951	0.07125
MS4A4A	-3.1615
LOC152485	2.3305
PPP1R2P1	0.30625
PPP2R5B	-0.55875
RPGRIP1L	0.315
SPOP	0.8638
PTPRF	1.89941666666667
MGC42090	-0.466
SUSD3	4.071
THOC4	-0.685625
MAML1	0.1775
FXR2	0.2045
TYK2	-0.321625
MUC6	0.6615
DNAJB7	-0.3445
PIP4K2A	-0.429785714285714
MEX3A	1.295
RRP1	-1.073375
TFAP4	0.31275
CXorf41	0.7965
MTMR4	0.101
CTLA4	-0.797
SNX9	0.843
CIB3	1.26483333333333
NECAP1	0.629
PLA2G2D	-0.2166
GLMN	-1.0475
DCLRE1A	-0.1445
PDX1	0.359
SAMD11	0.2285
MRPL55	0.6321
TLR7	1.888375
TBC1D21	0.223166666666667
SMAD1	2.0782
ACTRT2	0.33975
RIOK2	-0.00775
PDLIM4	-0.3155
SLC22A15	-0.658333333333333
ABHD13	0.9254
STX18	0.5817
CCPG1	0.196571428571429
DCBLD1	1.573
SLC2A6	-1.833
NOLA3	-1.28625
TRDMT1	-0.350142857142857
IL17F	0.729
ATP1A4	0.6645
OR52W1	-0.136
CFL1	-0.60525
IL4	-0.94125
RBP2	0.292333333333333
CPSF6	0.470625
TTC8	0.176166666666667
MUCL1	-1.535
EYA3	-2.08433333333333
KRT38	0.558
GNE	-1.42425
ZNF501	0.209
