Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
NEUROD1	-0.042
C20orf75	-0.289
RP5-1054A22.3	3.13983333333333
IFNA5	-0.02
ZNF134	0.01125
MGC119295	-0.3393
ZSWIM6	-0.20725
SMEK1	0.3335
PCGF2	-0.273
C1orf102	1.11775
CYP2A13	0.831
KCNH6	-0.5098
MDM1	-0.8345
ALDH7A1	0.221666666666667
C9orf75	-1.45325
VDAC3	-0.07425
OR51T1	0.0755
EIF3F	0.0380833333333333
KCNJ10	0.0585
LENG8	0.0995
EDEM2	-0.431
CCNJL	-0.334
DHX37	-0.8275
CRYGN	0.5305
AATF	-0.9085
ZNF630	1.7385
E2F5	-0.4135
WFDC13	-0.5655
FTSJ3	-0.4725
C4orf33	-0.2515
LHFPL4	-2.5855
C19orf56	-0.00983333333333333
SMAD4	0.050125
AFM	-0.366333333333333
G0S2	-1.03525
FCHSD2	0.7238
RRP1B	-0.6561
EEF1B2	-0.326166666666667
STAT6	1.10233333333333
ZNF195	-0.4825
GNL1	0.111833333333333
ZNRF2	0.749666666666667
PER3	0.61375
ASB16	0.082
C10orf10	3.0625
ADCY8	0.320333333333333
C9orf58	0.514166666666667
ARMC10	-1.14083333333333
PSG1	-1.3625
DHX34	-0.001
VARS2	-0.383
NFIC	0.60825
ITPR2	0.60525
AGXT2	-0.445333333333333
OR6K3	-0.0695
H2AFZ	0.18475
MLLT3	0.326166666666667
COX4I2	2.5195
CCNT2	-0.43975
PLK4	-0.74075
NUMBL	-0.886666666666667
MED16	-0.00575000000000001
PLEKHQ1	1.19
GOSR1	0.329277777777778
BTG4	0.23375
RPL30	0.62475
IGSF5	0.70775
IGFL2	1.61216666666667
ELMOD2	0.173333333333333
SHC3	-0.591666666666667
HAVCR1	0.0885
DYNC2H1	-0.988
RNF5	0.0531666666666667
C2orf7	0.451
NLF1	1.4835
KLHL25	0.938
LRP10	0.5623
KRI1	0.18675
PUS7L	-0.0608333333333333
MGMT	0.4615
HOXD1	-0.465833333333333
CSH1	0.5364
ATG16L2	-1.03025
FLJ44635	0.623
CHODL	3.36075
EXOSC8	-0.8715
SLC28A1	0.37475
MYO7B	-0.242333333333333
SEH1L	0.0134
MTNR1A	0.167
TSPAN5	0.165666666666667
CDC45L	-1.48566666666667
AMIGO1	0.4685
ATAD3A	-0.234875
OSGIN2	0.0428333333333333
PDIK1L	-0.4105
DARC	3.747625
PIPSL	0.131
SHMT1	-0.1145
CRISP3	0.7255
POPDC2	3.4315
ZRANB2	-0.493166666666667
FBXL8	0.96175
TRIP13	-1.69918181818182
EIF5AL1	-0.9935
POU5F1P3	-4.925
IL6	-0.2175
CXorf38	0.116666666666667
IFNA16	0.1485
FBXL2	0.105166666666667
BRD1	0.30525
STATH	0.387
FBXO44	0.379166666666667
MCCC2	-0.91275
CDC2	-1.6075
C5orf23	1.366
IVD	-0.932333333333333
C10orf122	-1.0025
MSL3L1	0.9348
MVP	0.2695
EPOR	-1.5249
ZMYM1	-0.643833333333333
BCL7C	1.36466666666667
PSTPIP2	1.7146
LYPD1	-1.356
OR8G5	0.5305
ZP3	-1.01083333333333
BCAS4	-0.445166666666667
EDG6	3.8055
ISY1	-0.1395
PRAMEF2	-1.405
CUL1	-0.341
RNF213	0.2644
CCRK	-0.13275
DHX9	-0.08775
C13orf29	0.552
NCKAP1	0.0926666666666667
MRPL43	-0.106071428571429
XPR1	-0.46425
PKN2	1.3888
PODNL1	1.163
ZNF333	-0.22575
DALRD3	-0.7095
OPN1SW	0.3185
BTBD6	0.31725
C11orf82	-0.538
OR5P3	0.3555
DUSP11	0.24175
L1CAM	-1.73355555555556
NEK11	0.4795
OR7E91P	2.329
CNTN3	1.0777
CREB3L2	0.806
ZBTB37	0.5455
KIAA1324L	-0.98175
NDUFB10	-0.208833333333333
NUDT2	-1.2845
GTPBP8	0.4815
CACNA1D	-0.40925
PRKAA2	-0.724666666666667
PRDM8	0.005
MGC16075	0.017
KRT14	1.67335714285714
PP8961	0.7445
MRPL18	0.01525
ABCG2	-1.69
PACRG	1.89425
BBS2	0.555
KREMEN2	0.1185
FBXO21	-0.27825
HNRPUL1	0.549666666666667
GRB10	0.73075
CLSTN1	1.70875
LMAN2	0.4393
C17orf61	-0.81425
NIPSNAP3A	-0.2695
INSIG2	-0.968
PCDHB7	1.07533333333333
STXBP2	0.246375
CMAH	1.26758333333333
SEMA5B	2.077
ZNF155	-0.356166666666667
COQ6	-0.858833333333333
PRPF4	-0.30375
TSPAN15	0.681
VN1R5	0.045
LATS2	0.75
SELK	0.09025
PGK2	-0.3885
MS4A1	4.51025
TYW3	-0.1223
KRTAP5-1	1.0775
RCCD1	-0.806833333333333
BTN1A1	-0.113
DDX28	0.53475
TMEM65	2.05175
LOC92345	0.03375
TTC31	-0.61825
WDR46	-0.988
CHP2	-0.126666666666667
LSP1	1.388
ZNF542	-0.56075
EXOSC1	-0.66475
ARHGAP18	0.250166666666667
LRRTM4	-0.9745
MAOB	2.94875
CACNB4	0.44375
MGC33846	1.64675
RANBP3L	-0.205
ATP5L	-0.43925
ONECUT1	-2.7005
NUDT9	0.03175
TMEM149	1.796
STX17	1.16375
IGSF10	-2.53575
TMPRSS9	0.7225
BMPR2	1.30841666666667
ALLC	-0.05575
KLF7	0.742875
GCC1	0.0944
TIMM9	-0.13475
CDO1	-0.4925
MGC10701	-0.00416666666666667
IFI6	1.28733333333333
FRMD8	0.4145
MGAT2	0.02475
WBP5	0.738333333333333
CNIH2	1.2375
KIAA0907	-0.8342
KCNH8	1.2855
CTSG	-0.9185
GRIK1	-0.411833333333333
CUL5	0.481375
FRMD1	0.165
OR9A4	0.189
SYT6	-1.8535
FOXD4L2	0.3135
ANAPC2	-0.551666666666667
OPN5	-0.385
TAF13	-0.12625
LYG2	-0.05925
GGNBP1	0
C11orf40	-0.2415
OTX2	-1.318
REG4	-0.651666666666667
EIF5	-0.6478125
PALB2	-0.40525
SEPSECS	-0.893
RNASE3	-0.13325
TRIM49	-1.8145
POLR2K	0.6707
GPR42	0.096
C8B	-3.13275
SASS6	-0.76525
PREB	-0.4925
OR3A3	0.2535
TUBA8	1.20125
IGLV2-14	0.15125
STIL	-1.1735
ANKFN1	-1.16466666666667
NME7	-0.4025
HOXC12	3.028
UBE2C	-0.54825
FHOD1	-0.709875
CDK2AP1	1.35516666666667
OR6K2	0.0185
DHPS	-0.5615
RPL5	-0.503833333333333
TRGV5	0.2155
LOC541472	0.503375
HCCS	-0.7224
DENND1B	1.187
LHX3	0.2285
OR5D16	0.3575
CXorf57	-1.18666666666667
IRF2BP1	1.1195
NDST2	0.266833333333333
LCE3D	0.095
BOLL	0.258375
SYT3	-1.103
PIH1D2	-1.356
C20orf7	-0.308333333333333
IL1R2	3.07083333333333
SLAMF9	-0.012
PPME1	0.244125
PIK3CA	0.36625
TRAPPC1	0.03425
COLEC10	-0.6525
SLC9A6	0.00566666666666664
PDDC1	-1.10225
CCDC53	-0.174
GK3P	-0.829
DAZL	0.07725
BRI3	0.4205
SDK1	-0.691375
CYP2C18	0.304
IFI44L	3.980625
RPL3L	0.2275
FUT9	1.939
KIFC2	-0.404666666666667
PMP2	-0.423125
SLC4A9	-0.717
PLAG1	-1.67333333333333
MYCBP2	1.00466666666667
OR4E2	0.436
CCDC65	0.72025
C16orf82	0.2295
ENTPD4	0.177
BRP44L	0.637125
PMP22CD	-0.13175
TMCO4	0.958166666666667
KCNN1	-0.92
WDR35	-0.42975
CCDC80	2.704875
C3orf31	-0.546
SLC7A9	-1.306
TMEM190	-1.67075
DBC1	0.544666666666667
FADS3	-0.890333333333333
PDZD8	-0.347166666666667
GRM5	0.289375
AZGP1	3.0391
PEX3	-0.3135
MED1	-0.398142857142857
ATG4C	-0.844666666666667
HNRPH3	-0.78925
FAM109B	2.1505
C4orf17	0.104
CA10	-0.3405
OPRD1	-0.334
CCL16	-1.35475
SACM1L	-0.76975
CST6	5.198
CD63	0.29525
LGI1	-1.614
ZNF784	0.8315
CRYBB1	-0.917
CX3CL1	2.25325
TOP2A	-1.604375
GYPB	-3.71566666666667
GADD45GIP1	-0.1315
FEN1	-0.34625
IGF1R	-1.457
WDR72	-2.06066666666667
PURG	-0.958166666666667
DEFB126	0.595
PKD1L1	0.63825
CAV1	-1.6266
GNPDA2	-0.3442
DGAT2	1.3175
NLGN1	-2.81825
STRBP	-0.448625
HPRT1	-0.259
FANCI	-0.000125
PSMA7	0.200625
DBF4B	-1.02433333333333
TTF1	-0.95075
RAD54L	-1.52625
ELOF1	-0.554
PLAGL2	-0.016875
ZNF256	0.21425
HMGCL	-0.7615
MSI2	1.06183333333333
RPESP	-0.549
C11orf60	-0.5285
ABCD1	0.2705
ACAA1	-0.2084
SPARCL1	5.2235
IL6ST	0.3261
ZNF319	0.95425
TMEM109	0.1947
FAM90A1	1.28733333333333
IL22RA1	-0.262
ATP4B	-0.1715
TEC	-0.895666666666667
C7orf30	-0.4985
TXNDC2	-0.639833333333333
ABCB4	-0.25025
KIAA1191	0.069625
C9orf38	0.08
SFTPB	0.709625
CNTNAP2	-1.33916666666667
FRK	2.0475
TBX19	1.36
CHD4	0.1845
C6orf26	-1.998
MOSC2	0.72725
IKBKE	1.03075
HIF1A	-0.381666666666667
LOC595101	-0.58
RELA	0.324666666666667
TMEM16B	0.320166666666667
ABHD12B	-2.22375
TSEN34	0.81325
KIF18A	-0.92125
TXNDC9	-0.2015
SPATA2L	0.5895
SEMA4G	-0.9125
C21orf91	1.159125
MATN1	-0.16
KCNIP4	0.0953333333333333
TUSC1	2.433
OR4C15	-0.479
ARMCX6	0.371083333333333
WBSCR27	-1.91583333333333
OR52I2	-0.0755
KIAA1604	-0.29675
DYNC1I1	0.90075
PPP4C	-0.02175
SLC47A2	-1.62933333333333
TREH	-0.1085
CD48	3.47916666666667
ST14	2.55916666666667
PKN1	-0.17525
SPON2	2.10925
XBP1	-0.445166666666667
SFRS12	-1.38533333333333
EFCAB6	0.96875
SELT	-0.1365
SLC39A2	2.6415
ERF	-1.091
ARL3	-0.440875
SURF6	-0.8091
MLLT10	-0.729285714285714
FLJ11171	0.842333333333333
TDGF1	-4.2165
ERCC6	-0.10725
EIF2AK4	0.177375
BAZ1A	0.633833333333333
LRRN3	0.231666666666667
TMC3	0.617
EFTUD1	0.0695
PTPRO	0.920833333333333
CLEC12A	0.773375
ACBD4	-0.21975
ZDHHC14	0.95675
OTUD7B	0.269625
ACTB	1.20475
MSRA	0.659625
LCE5A	1.7325
IFI35	-0.32475
BSCL2	-0.178333333333333
ANKRD12	0.290416666666667
CFHR2	0.563
RGAG1	-0.406333333333333
HSFY1	0.188
SLC30A5	-0.40575
IMPG1	0.225
GPR109A	0.5885
ZNF185	1.02375
IYD	0.88225
NPCDR1	0.6745
SERPINA13	0.895
HMGCLL1	-1.62075
NEUROG1	1.23
UBQLN1	-0.2113125
LIN37	0.2145
SOCS2	-1.438
DSCR4	-2.095625
XKR6	1.7455
GPR142	0.453
KRTAP13-3	0.6115
CCDC15	-0.974
MOS	0.2655
CD1E	0.0075
OFCC1	-0.151166666666667
FAM83D	-0.8775
SRFBP1	-0.5725
C9orf96	-0.221
DHDH	-0.50825
CCDC90A	0.2735
RABL3	0.05845
CD320	-1.661
ANGEL2	-0.432916666666667
MRPL21	-0.266
SMG6	-0.0318333333333333
INSR	1.65975
FLJ14816	-0.9345
GLRB	-0.224
C9orf89	0.3645
CIZ1	-0.598125
URG4	-0.00899999999999999
LRDD	-1.26566666666667
CBY1	0.368
NFX1	0.481
MTERFD2	-0.2475
C19orf23	0.912
PGC	-2.873875
IER3IP1	0.4425
RASAL2	1.71908333333333
C1orf89	-0.36625
SYNJ1	-0.27775
NFKBIE	1.6595
FLJ40125	-1.22366666666667
TCEB2	0.0999
NOG	-2.046
POLR2J2	-0.545166666666667
HLA-B	2.89075
PCDHA1	1.275
PPP2R2B	-0.254
ARHGEF17	0.819
TCF7L2	1.53792857142857
CHD5	-0.704666666666667
ZNF431	-0.631875
TBC1D25	0.2185
ZNF800	0.364
SCUBE2	-0.786
MYCBP	-0.363833333333333
GPX5	-0.0435
C6orf129	0.612166666666667
QSER1	1.421
ULK2	0.677
PIGO	0.0343333333333333
NRCAM	-1.82035714285714
SLC35E3	-0.789875
CSRP2	0.73375
HYPE	0.334
MAPK15	-0.0731666666666667
MGC14327	-0.104
TIMM13	-1.46916666666667
ZNF462	1.89775
GBA3	0.535
TEX13A	0.4925
MCM6	-0.665555555555556
MTRF1	-1.26825
ABCA7	-0.88
EIF4A2	-0.96775
ZC3H10	0.1099
RPGR	-0.76
C20orf94	1.105
RP1L1	0.749
GPR125	0.377142857142857
USP22	-0.338571428571429
OR1L4	0.20125
MLZE	3.8035
FLJ32065	-0.05875
PTCD1	-0.51075
CRTAC1	2.855
BXDC2	-0.97925
C18orf1	0.800166666666667
FAM107A	4.112
EFNA3	0.51775
P18SRP	-0.2422
CAMKK2	0.395583333333333
KIAA0649	-0.92975
NES	0.548833333333333
HS6ST3	-1.119
PON2	-0.4015
TCP11L2	-0.9475
CLEC4A	2.12825
PRR12	0.6615
MLXIPL	-1.6374
C2orf50	-0.089
ZNF28	-0.20725
ENC1	0.6155
MAP2K1	-0.207
FKSG2	0.81625
KIAA0430	0.895
PTP4A1	-0.967111111111111
GPR156	1.352
GTF3C6	1.36825
UBR2	0.1752
LOC388272	-0.88775
MAK	0.197166666666667
ACOT4	0.04475
STC2	-2.62891666666667
PIGW	-0.903875
SAE1	-0.55675
COL6A1	0.407818181818182
OAZ1	0.0175
STMN4	0.534666666666667
EDG3	0.3745
SGCE	0.573833333333333
IL11	-2.089
PRSS8	2.256875
YIPF5	0.371333333333333
WNT4	2.058375
CSN2	-0.115666666666667
TCF7	-1.03725
TDO2	2.95825
SAMD9	0.48875
S100A7A	2.753
MMRN1	1.59066666666667
GKAP1	-0.54875
AKR1C3	-1.432125
RNF19A	1.26925
GMDS	0.081
YKT6	-0.881875
SPARC	1.8982
C12orf31	-0.86425
UBE2V2	-0.643333333333333
FBXL18	-1.00216666666667
KIAA0460	1.05675
ADAM22	0.146625
SERPINC1	-5.23525
KCTD21	0.2175
MYOHD1	-1.62175
ZNF37A	-0.0466666666666666
GTF3C1	0.237
CTSZ	1.4795
PRNPIP	-0.020375
DRD1IP	0.16625
NR1I2	-0.250666666666667
ZNF266	-0.0987
SPAG4L	0.295
COX4NB	0.02075
SAPS1	2.55033333333333
APOA1	-3.81475
TATDN1	-0.755
C10orf82	-2.9795
KPNB1	-0.66
FOXO3	1.78316666666667
CRYBB2	0.245
ZBTB5	0.4715
SLC25A38	-0.79275
DCTN2	-0.711833333333333
IFT20	-0.2545
CTHRC1	1.58525
C1orf31	-0.57725
UHRF1	-1.4013125
GPC6	0.162
C10orf54	2.5875
MCF2L2	0.5724
WNT9B	-0.114875
OLA1	-1.2835
FAM120B	0.51275
TTLL10	0.1855
CYorf15A	-4.72625
RELN	-1.7507
SCN2B	0.848
MFHAS1	0.3725
NKX3-2	-1.862
RASGRF2	-0.182
SSBP1	-0.478166666666667
KPNA6	-0.609857142857143
LOC389118	-0.133
HS3ST4	0.7632
SUPT7L	-0.1855
FLJ32658	-1.59975
IGFBPL1	-0.52175
KIAA1641	0.1428
SHKBP1	0.0608333333333333
CSF1R	4.9005
NAGK	0.659
MYL2	1.315
HIST1H4C	0.717166666666667
TOMM7	-0.1825
ADAMTSL3	3.3792
TNFSF14	0.7595
PRRT2	-2.51425
VTA1	-0.15725
AOAH	3.87683333333333
CRISPLD2	2.22114285714286
PNN	-0.5463
TA-NFKBH	0.04275
ESPN	-0.0245
RBM43	-0.0125
KIAA1267	0.164
DDX3X	0.193166666666667
KIAA1576	-4.29075
PLXDC1	4.7095
FLJ25801	-4.2495
HNRNPL	0.03725
RUNDC3A	0.229666666666667
CASP12	0.49
SH2D5	-1.678125
RPL26L1	-0.424
OR51A7	0.06875
HDC	1.7235
C2orf16	0.0816666666666667
SYTL3	2.87875
GOLGA4	0.0616875
NOTCH1	0.340333333333333
ATPAF2	-0.61275
ECD	-0.22675
SSX5	-1.78866666666667
SNAP91	0.1325
OCA2	-1.94525
PNPO	-0.664166666666667
DAPK1	1.689
PINX1	-0.482833333333333
SELENBP1	2.1145
NEK3	-0.234333333333333
TMED4	0.1225
SSTR4	0.1715
FOSL1	-2.4398
CD40LG	1.65
CES1	-1.93125
DCI	-0.439666666666667
B3GAT3	-0.3105
STK17B	1.152
CNTN6	0.7935
CYP3A4	-1.54483333333333
MBOAT2	0.703
PISD	-0.1225
USP1	0.0665
PYDC1	1.649
CENPM	-0.820125
SAR1B	-0.479
TTC7B	-0.807625
DP58	0.046
GPC1	-0.04125
RBL1	-1.229875
TMEM137	-1.47033333333333
TOB1	1.61666666666667
TCEAL1	0.0375
CENPF	-0.747818181818182
C6	1.36233333333333
PRSS1	-3.586
PPIL6	0.657666666666667
C6orf124	-0.8935
ODZ4	0.971333333333333
SNCB	0.06725
NDUFB9	0.7055
CNOT6L	1.16366666666667
S100A9	3.79216666666667
TRIM50	-0.033
KCTD1	2.2867
WDR63	-0.18175
SPEF2	0.726625
RNGTT	0.345333333333333
CXorf22	0.617
KCNK16	-0.117
CEP250	-0.851375
ATPBD1B	-0.65325
KCNJ2	3.94175
MT1B	-0.1855
ZNF684	-1.068
SLC4A1	0.34125
PDHA1	-0.24525
ZNF492	-0.987625
TKT	-1.75775
BYSL	0.238625
RNF38	1.1085
AHDC1	-0.047
KLHL2	0.472375
CMTM8	1.28725
DMP1	0.367
HERPUD2	-0.032875
CRTAM	3.8575
ZNF572	1.1095
TMEM16J	-0.738
HSD17B2	1.45325
UBE2G1	-0.1525
AHSA2	-2.635
PELI2	0.0505
TPX2	-0.889
ATP9B	0.0721666666666666
DAZAP1	-0.296125
HMGCS2	0.183833333333333
C17orf38	0.5045
B9D1	-1.441
NKX2-5	-0.6445
KIAA1276	-0.00824999999999998
LILRB2	3.236
CSTF1	-0.476666666666667
BTN2A1	0.000333333333333338
C15orf48	3.093
IGF2BP3	-2.96975
FAM113B	0.974166666666667
HRG	-0.0295
ZNF131	0.39175
USP47	0.420071428571429
CCDC88B	0.454
HCN1	-0.2717
HTN1	-0.174333333333333
SYCP3	-0.57275
C13orf23	0.4917
PAPOLA	-0.3335
AATK	-0.2232
MSH3	-0.538333333333333
NDUFAB1	-0.74675
ITLN2	0.640333333333333
BAK1	-0.00833333333333333
MRPL45	-1.23033333333333
MTNR1B	0.466833333333333
LOC645843	-0.4765
SPECC1L	0.370375
PGCP	-0.09175
SPN	-0.023
GPR143	1.8835
ZNF576	0.906166666666667
TMEM39A	0.1854
ATP5D	-0.585833333333333
MAGEB3	-2.058
RPS5	-0.576
ANP32E	0.215928571428571
MTMR1	0.79425
YEATS4	-1.71
SYNGAP1	0.20775
PCOLCE	-0.4635
MNS1	-1.21225
PCYT2	0.262333333333333
ZNF182	-1.0055
LAX1	2.360625
SPPL2B	0.7086
ELOVL5	-1.0471
PCDHAC1	-0.4245
B4GALNT1	-1.41533333333333
BLOC1S2	-0.99975
ZNF673	-0.6247
ARHGAP21	0.781166666666667
IRX5	3.085125
LRFN5	-0.0956666666666667
FAM7A1	-0.92325
RAB19	-0.0425
GINS1	-1.7405
ITM2B	1.3458
PAPSS2	0.26075
OR5BF1	0.3115
ACSL3	-0.229
KIAA1919	-0.315
GLT8D2	2.019
UTRN	1.05657142857143
CNN1	3.08975
HISPPD2A	-1.1015
SDAD1	0.427
SIGLEC9	1.1305
RPL35	-0.796142857142857
C22orf26	0.7205
IMPDH2	-1.749875
WDR69	-0.709
SEC14L5	-0.0168333333333333
CLTA	0.51875
RP11-529I10.4	-0.14825
GPR37L1	0.00483333333333333
OGDH	-0.180416666666667
ASB13	0.521
ZFP14	-0.95125
ZCRB1	-0.533166666666667
KPNA3	0.56675
HSPA1L	1.1475
RHOC	0.266875
LOC554175	-0.3975
PPP3CA	1.2234
SLC1A7	-0.7761
ZNF529	-0.732
RBED1	-0.101
DDB2	-1.241
FLJ11286	0.281166666666667
SPATA1	0.3695
MKNK1	0.261166666666667
DYSF	2.20966666666667
ALKBH2	-0.615
NKD1	-3.44216666666667
C1orf174	0.02175
PLEKHO1	1.48916666666667
ASB10	0.31525
RING1	0.0015
NPC2	1.2745
AVPR1B	-0.5085
YTHDF1	-0.15175
LMAN1L	0.2775
GSG2	-0.8975
CEP170	-0.0855
RPS4Y2	-5.59575
MSH6	-0.0385
HECTD2	-0.209833333333333
ZNF556	-1.73566666666667
PLEKHC1	0.6984
AIRE	0.424
BCL2L10	2.351
LMOD3	-0.0635
ZBTB8	0.0998
FOXA2	-3.7519
SLCO2A1	3.885625
C3orf46	0.04
PRDM16	0.363666666666667
TMEM98	0.99525
FRMD5	-2.424
PDE6C	0.484
C1orf216	-0.520333333333333
EP400	-0.762357142857143
PTK2	0.987083333333333
RNF217	1.27075
NDUFA8	-0.7475
ZFAT1	0.77775
LAMP3	4.25466666666667
GLTSCR2	0.61325
NPW	1.108
LLGL2	-0.6115
PPM1K	0.852833333333333
C20orf177	-0.304
KIR2DL4	0.4552
NFKB2	0.85275
C21orf122	0.0983333333333333
HESX1	-0.66125
GPR114	2.13833333333333
SLC25A35	-0.869
GNAT1	-0.631
ORAI3	-0.46125
FAM76B	-0.845125
TMEM99	-0.5766
TRIM29	2.4353
CDS1	2.328
RHEB	-0.6632
C4orf27	-0.122833333333333
RAB3A	-0.68225
OTUD6B	-0.77225
GPD1	-0.206125
CDH15	-0.597666666666667
NPM1	-1.4125
TMEM117	0.91625
PRPS2	-0.0551666666666667
GCK	-0.2725
ADRA2A	3.67916666666667
TSPYL4	0.961
TASP1	-0.32525
WDR19	-0.501333333333333
C10orf38	0.96075
PDE4C	-0.2205
FYB	1.81108333333333
C1orf55	-0.219
PPFIA3	-0.55
RAD18	-0.2535
C12orf44	-1.59566666666667
CRYBA4	-0.313
HVCN1	2.5355
TAF10	-0.134
C16orf48	-0.217
DEPDC5	1.29983333333333
LTBP1	0.1155
MAPRE1	-0.172625
FGF8	-0.19
C3orf52	-0.32675
SENP7	-0.423833333333333
LRRK2	0.701
RUNDC2A	0.900833333333333
KIAA0355	0.476166666666667
CPEB1	-1.3125
PPEF2	-1.5655
ABI2	0.0363333333333333
KIAA0317	-0.43125
ATF1	-1.2225
DYNC1H1	0.2045
DIP	0.3815
TMEM33	-0.0814444444444445
POLDIP3	0.192
C7orf24	0.387
GPR171	5.227
CDC6	-1.78133333333333
PLD1	0.3555
ITFG2	0.7147
NDUFC1	0.511
AKNA	0.33575
NBR1	-0.10425
PKHD1	0.3005
HPS4	-0.4885
MAFA	1.47825
ULBP3	-0.06225
DIRC1	-0.4525
IMMT	-0.710125
C22orf13	0.16825
CEL	-0.1105
MARK3	-0.787
ADAMTS2	0.58525
ARPC3	-0.507166666666667
TMEM10	0.019125
NPHS1	1.4745
BRD8	-0.3905
WDR12	-0.818
IDI2	0.22425
HOXD13	-2.4985
OR8G2	-1.19375
SLAIN1	-0.75125
GABRQ	-0.44
NR2C2	-0.4705
NKTR	-0.4923
TLE2	0.5735
KIAA0892	0.643666666666667
AURKA	-1.93609090909091
GPRC5C	0.392166666666667
TBC1D9B	-0.070875
PNPLA6	-0.125666666666667
AP3B1	-0.10675
NAG	-0.269625
C11orf68	0.11
AKR7A3	-0.3615
AHCYL1	-0.220333333333333
COP1	1.17716666666667
RPP14	-0.453833333333333
PCDHB18	0.226
CDH24	1.41225
KRT17	1.8185
LACTB2	-1.39275
DDX24	0.5032
PHACTR1	-1.38616666666667
SLC35E2	0.22075
LOXL1	-0.0155
IQSEC2	0.440625
RGSL1	-0.2765
PCDHGC5	0.177
MEGF10	0.145125
PRRX1	0.760333333333333
ASTE1	0.641
C6orf159	-1.018
MYOD1	1.367
GAA	0.05425
ZNF747	0.16775
KLRC1	-0.776875
IL1RL2	0.6155
GDF9	-0.42875
GPR119	0.483
TRAF2	-0.434333333333333
HCK	3.77433333333333
BMP6	-2.016
IL8RA	0.442666666666667
FLJ35848	-2.1385
EFHA1	-0.01925
CDSN	-0.00883333333333333
C14orf54	-0.422666666666667
LSM3	0.039375
ZFP41	-0.156
C9orf126	-1.2935
VIT	-0.204
SPCS3	-0.345
DEF8	-0.5153
CHAF1A	-1.50916666666667
C1orf165	0.585166666666667
ZFPM2	0.4925
FTH1	0.2435
SLC35F1	-0.53
YWHAH	0.526
C17orf66	0.212
ADRB1	0.291
FOXL1	1.6545
RG9MTD3	0.0705
UMPS	0.43
MGC13008	-0.1465
KIAA1161	0.533
CCDC77	-0.9325
C12orf65	-0.3587
COG4	-0.188666666666667
RCP9	0.65275
RP4-692D3.1	1.45816666666667
CDC2L5	0.527
MGC7036	0.651166666666667
DNAJC11	0.34175
GDF2	-0.125166666666667
TIMM17A	-0.26125
HNRNPA0	-0.5659
OR2H1	0.287
PCBP1	0.213375
COL23A1	0.70925
LRRC2	0.867571428571429
NSD1	0.3985
FLJ37078	-1.85125
WDR91	0.146333333333333
TMEM179	0.07775
DSCR10	0.0225
CNDP2	-0.184
FYN	0.401
BEX2	-0.268333333333333
KCND3	0.0055
YPEL5	1.2445
LRRC42	0.0998333333333333
C17orf45	-0.987125
ZNF649	0.4367
LOC150763	1.529
COL5A2	1.77833333333333
CNGA2	0.6235
ELA2B	-0.9125
RAB9B	0.68325
FAM100A	0.1015
NAIP	0.260571428571429
MYOZ2	0.203
SPATA12	-0.38
XRCC4	-1.197
CYB561	0.751
CHST10	-0.08475
BAI1	0.7395
BRSK1	-0.2805
C17orf89	0.380625
PDE6H	-1.039
FLJ20309	0.6277
MAP7	0.689375
SCN4B	1.69
SPAG9	-0.5985
SERTAD1	0.600333333333333
FLJ21963	-1.566
ANTXR1	0.889
TMPRSS13	2.09516666666667
ETV7	3.739
DGAT1	0.0273333333333333
NKIRAS1	-0.7805
TAC3	-3.957
CORO1C	-0.645666666666667
RAD54B	-0.43125
HRASLS3	0.620666666666667
C21orf42	0.875
BARD1	0.1525
ZNF177	-1.12866666666667
MIP	-0.494
ZNF442	-0.556
F2	-4.0235
GRIA1	0.188625
GALNTL2	1.07783333333333
WNT5A	-1.6457
LENG9	-0.155
hCG_25371	-1.035
FOXR1	-1.1225
TRA@	1.4519
PWWP2	0.9305
C1QTNF7	1.285
SLC7A4	0.91075
C4orf7	5.543
C17orf80	0.0393333333333333
KLK4	0.658
IL31	0.687
TMEM176A	4.35475
CTNNB1	0.0113125
BHLHB2	0.01
TMEM185B	0.7905
ARD1B	-0.66775
C1orf93	0.189
BRUNOL4	0.9725
LOC541469	-1.15733333333333
UPK2	-0.168
GAS8	-0.426666666666667
PATE	-0.00600000000000001
IMPACT	0.438125
WNK4	-2.347
HNRPLL	-0.383125
GAD2	-0.29725
ITGA6	3.0145
BMP15	0.0741666666666667
CYP2A7	0.354875
RIC8A	-0.101
CCND1	-1.43775
USP35	-0.345
DSCR2	-0.865
CCL4	4.358
ZCCHC10	-0.329
NOL11	-0.30625
TRPM2	1.4195
PSMD2	-0.522
CHTF18	-1.27725
USP18	1.085
RRAS	0.56575
LAMC3	-0.02725
TOX	-1.5705
PCDH15	0.191
GABRG3	-1.13475
NUDCD2	-0.549
SGCZ	-0.018
KCTD17	-0.109
SPSB2	-0.328
TPPP3	2.98133333333333
CILP2	0.983666666666667
CALB2	4.594125
CEBPZ	-0.233
ZNF479	-0.39225
FMOD	5.33683333333333
C21orf66	-0.396928571428571
CLN6	0.056
ANAPC1	-0.378625
SH2D3C	2.44475
PTPN14	0.9228
TRIM42	-0.1765
APTX	-0.0145
SNRPG	-0.186833333333333
BMS1	0.004
MAGEA3	-4.551
NFATC3	0.0694166666666667
LRRC45	0.7725
ARS2	-0.322142857142857
LRIG1	1.24633333333333
EPSTI1	1.792
PRSS27	2.768
