Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
KRT35	0.3805
KIR3DL3	-0.627
MRPL51	-0.5945
SEMA3F	1.6475
NDUFB2	-0.1165
LOC253012	-1.346
FAM46C	1.0526
G6PC	-2.108875
CSAG3A	-3.74566666666667
PREX1	1.6705
SLC25A45	0.436375
MAPKBP1	0.2769
CPE	-0.00600000000000003
GNB1	-0.094125
CXCR6	1.6325
TRIM46	0.35775
C16orf3	0.403
HPSE	0.509
TIGD3	-0.4285
SPG3A	2.746
LCAT	-1.56583333333333
ST6GAL1	-0.105055555555556
POMC	1.084
FLJ36031	-1.10733333333333
NSMAF	-0.922
SKIL	1.1805
ADSS	0.682333333333333
HMGCS1	-1.8592
POLR3F	-0.517333333333333
RAB10	0.26125
ZNF277P	-1.496
ZBTB7B	0.818375
DHRS1	1.219
ABCC13	2.90975
CNOT3	-0.2995
NFKBIA	1.445
GAK	0.554666666666667
SFT2D2	1.03366666666667
HOXA6	0.2145
CRTC1	0.447125
LY6D	-0.753833333333333
C20orf72	-0.8565
CPT1A	0.5215
LMO1	-1.862
EIF3I	0.07975
PRB4	0.2145
MCM3APAS	-2.021875
C20orf132	-0.2987
FOXF2	-1.7835
S100A12	-0.165
MLH1	-0.0403333333333333
ACTN1	0.8854
MRPL36	-0.595833333333333
C20orf106	-0.78475
FBXO6	1.16366666666667
MKS1	-0.299833333333333
CX3CR1	1.184625
PDE1B	0.7915
PLP1	-3.69425
KISS1	-0.061
C14orf2	-0.1605
TBC1D3P2	-1.34275
COMMD6	1.1399
ANKRD7	-2.05
PTCHD1	-1.233
NARS2	-0.69775
DOCK7	-0.614375
FAM127B	-0.188625
LOC390243	-0.164333333333333
N6AMT2	0.77575
ZNF391	-1.069
DNAJB14	0.878833333333333
WRB	0.35275
BPI	0.278083333333333
TTC4	-0.6355
FAM10A5	-0.698
GOT1L1	-0.2413
MAGED1	0.763875
RESP18	0.1565
WFDC6	1.24625
MT2A	-1.916
C11orf56	0.14025
KIAA1432	-0.0405
ROR1	-0.8065
HSD17B14	1.835
ZFAND2B	0.035625
SAMD4B	0.23
HEXA	0.725625
HNRNPU	0.266954545454545
USP39	-0.804125
NRD1	-0.513
R3HDML	0.1785
FLT4	0.593333333333333
OMG	0.1095
OR52N4	0.3525
LOC399818	-1.02825
ELA2	-2.27875
VENTXP1	0.1865
RFC5	-1.605
OR52L1	0.754
PAX5	0.153
FBXO2	-0.26825
GMEB1	0.5495
AKT3	0.304166666666667
CRB1	-1.248
CTTN	0.15
UTP15	-0.286666666666667
HSBP1	-0.314666666666667
PHF11	2.025
NDEL1	0.330333333333333
USP8	-0.10325
BAIAP2	0.2296875
SI	0.011
ARSJ	-1.45766666666667
BAAT	-2.522
KCNS3	3.82733333333333
LOC126147	-0.498166666666667
TMEM37	-1.32825
C1orf162	4.0995
MBD1	-0.0699
ITGAL	1.92716666666667
WDR73	-0.1335
GKN2	-0.0918333333333333
ARFGAP1	-0.881
SLC5A8	-0.820666666666667
ZBTB40	0.0045
CYP4B1	2.779
LYPLAL1	0.2175
CHST3	-0.9445
MAP3K9	0.291
BTAF1	-1.78666666666667
TFAP2E	0.0955
RBM35B	0.023
LOC441251	-0.629333333333333
ANKRD25	-0.173555555555556
UQCRC2	0.4475
MAEA	-0.0180833333333333
HYAL1	-2.5524
RNPEPL1	0.365333333333333
CPSF2	-0.33775
PSD3	2.2467
ABCA13	-0.529625
AGR2	4.134
GBX1	-0.7635
HDLBP	0.6215
ACY3	0.67275
HECW1	-0.302
ZNF519	-1.0205
HOPX	3.421375
ZNF304	0.756375
OR12D3	0.16
FKSG43	-0.05175
METTL1	0.141375
MFSD3	0.2686
PSPH	-1.18
CLCA3	-0.98
DARS2	-1.04983333333333
CDC25A	-2.58383333333333
BAIAP2L1	-1.499
B3GNT5	0.19375
USP29	-0.20175
ARHGEF10L	0.6955
ATOX1	0.29175
ADAM30	0.216
DNASE1	-0.34075
STT3A	0.626416666666667
RAB6IP1	0.20125
PTN	2.0375
C1orf106	-2.01192307692308
HECA	1.559
RNF122	-0.0835
SLC22A18AS	-0.0386666666666667
GNG8	0.642666666666667
ELP4	-0.3105
FAM65A	0.259166666666667
RPL10A	-0.235666666666667
IRS4	-0.0105
MACF1	1.6292
SEC24D	0.79425
LOC374395	0.89275
TGFB2	-0.222625
MDFIC	0.081125
CHRNE	0.632333333333333
PCMTD2	-0.647666666666667
ATP6V0D1	0.3535
MTA2	0.3375
LZTR1	-0.897333333333333
RAP1A	0.334
AXIN1	-0.086
POLR1C	-0.406
TRIO	0.565416666666667
PLXNA4A	-0.855333333333333
C5orf33	-0.75775
DEPDC1B	-3.763
ZNF473	-0.505
MTM1	0.587625
GPR107	0.590833333333333
CSNK1A1L	1.03516666666667
FLJ14154	0.26975
NLRC4	4.7455
ENPP4	3.22033333333333
PADI3	-0.5455
RNF170	-0.06775
CG018	0.788666666666667
C16orf7	-0.184
KCNE1	-0.03275
NRM	-1.1195
SLC37A3	-0.668428571428571
TPD52L2	-0.882166666666667
UNC5B	2.702
C12orf12	-0.186666666666667
SDHB	-0.502
CLRN1	0.37175
NUDT10	-0.632666666666667
UGT3A1	-0.081875
FBXW8	0.486
RHOF	-0.647
PTPLAD1	-0.262125
MYO3B	2.69425
DERA	-0.86925
TPP2	-0.60925
C19orf53	-0.00616666666666667
GINS3	-1.5255
ST6GALNAC5	0.6315
CHSY1	0.0795
MGC15705	0.4945
GPR83	0.166
EXT2	-0.099625
DOLK	0.502
TUBAL3	0.572
ACVRL1	2.1771
ABL2	-0.426083333333333
C14orf156	-0.5785
PTPRZ1	-3.454375
DIP2C	0.597375
LAMP1	1.6935
RXRA	0.069
MAP3K5	0.37225
ALKBH1	0.291
PDLIM7	0.063375
ARL14	-2.2085
SNIP1	-0.399166666666667
TIMP3	1.96558333333333
RGS3	0.678166666666667
SPAG16	-1.0765
ABHD4	0.46225
ARHGEF12	0.96925
GLUD2	-0.349
RAC2	-0.2362
UAP1L1	-0.653
SLC18A3	-0.2325
YOD1	-1.22958333333333
RALY	-0.242
HMOX2	0.856375
DGKH	1.3185
DBNDD2	1.99133333333333
YIPF4	0.263625
THAP10	-0.48575
ZNF513	0.543
HAGHL	-0.167833333333333
ITGB4	0.864833333333333
CCDC141	-0.375
YTHDF3	-0.14125
C5orf28	-0.07825
RPL7L1	-0.625625
TMEM30B	1.58042857142857
ANKRD35	1.657
DUOXA2	-0.53275
TBC1D5	0.173875
DFNB59	-1.094
HRH4	0.55525
MYO6	2.9328
DNAJA4	0.487
RBM24	-0.68775
CEACAM20	-1.07825
RBM23	0.282857142857143
NGFB	0.7265
C1orf63	-1.1471
KRTAP7-1	0.164
PERLD1	1.85375
NPB	-0.258
C17orf59	1.4266
HSPBAP1	-0.27225
SLC15A4	0.29175
PRTFDC1	-0.753
OSMR	-0.270428571428571
CYSLTR2	0.4765
C19orf25	0.3449
KIAA1797	0.088
NLRP6	-0.3605
FAM105B	0.0981
SCRN2	0.7335
LRRC58	0.0618
RNF17	0.271125
NEIL3	-4.1715
FAM137A	-1.827
SKP2	-3.6505
PARVA	1.42275
PKLR	-1.5025
RNF34	0.40775
A3GALT2	0.32325
C12orf50	-0.322666666666667
SUNC1	-1.29275
FAM102B	0.064
CCT2	-0.92275
LRRC37A2	-0.069
ARF4	1.0075
SIKE	0.568625
C8orf48	3.61400724161835e-18
MBTPS1	0.0690714285714286
GPSN2	0.0355
NCF2	3.16725
SLC12A6	0.576666666666667
MRPL48	-0.61475
HMGN3	-0.464
LRRC62	-1.245
PAX9	-0.5985
FAM55A	0.813
C20orf42	-3.06733333333333
SCML2	-1.65883333333333
BCL9	1.1715
FAM40A	0.216
C9orf41	-0.846666666666667
ZNF774	0.1745
LETM1	-1.1685
PLXNB1	0.0686666666666667
NIPSNAP1	-0.49475
USP10	-0.52675
F9	0.166
LIPE	0.924
CNGB3	0.0235
C12orf52	-0.25175
PI4K2A	0.525375
MED8	-0.09675
STAT4	1.2857
FGD4	0.871333333333333
RNF145	-1.83583333333333
WDR32	1.0845
CLDN2	-0.108333333333333
TCEAL8	0.8375
ZMYND8	-0.4595
PDXK	-0.41521875
GATAD2A	-0.46175
PTGES3	-0.4035
CCM2	0.0955
TAP1	1.844125
ZNF670	-0.1295
ETS2	-0.465071428571429
C6orf166	0.388333333333333
PRMT2	0.302
OR4B1	0.3775
INTS8	-1.282
CCDC102A	0.0315
CCDC83	-0.0736666666666667
ITGA1	0.6059
EPHA5	-1.4994
FAM24B	-1.56066666666667
TSGA10	2.6635
HAL	-2.14383333333333
MYOT	-0.242
SPACA3	-0.1095
BCL2L2	-0.392333333333333
CUGBP2	0.3575
CCNB3	1.61275
RNF113B	-0.042
MERTK	0.7755
BAG1	0.32975
VPS36	0.17375
ORMDL3	1.1402
C1orf190	0.294
ZNF625	-0.3325
CORO2B	-1.37
ALOX15	-0.0715
CST1	4.117
NUPR1	2.3605
CCL7	0.123
SMCR5	-2.901
DSC2	0.7215
RBMS2	0.42625
GRIK4	0.304
TRIM65	-0.2026
TMPRSS6	0.550928571428571
TP53INP2	0.04825
GLB1L	1.173
LOC388284	0.181833333333333
PUS1	-0.785571428571429
BCL9L	-0.0045
OLFM1	-0.282583333333333
RET	0.348875
MASTL	-2.47783333333333
ALX3	0.205
IL1RL1	0.053
ZNF765	-1.0135
C14orf138	-1.39875
SNX10	0.228333333333333
TAC4	0.272
C1orf64	3.846625
POGK	0.244875
MAPK9	0.12325
ZNF366	3.40075
C8orf79	0.7338
CLDN7	2.64675
OR5AT1	0.5185
TRIM37	-2.26
LRRC25	3.2175
GRHL2	2.1557
TEKT3	2.9285
LASS5	0.0428333333333333
ABCC4	-1.19458333333333
DLG3	0.87625
VGLL1	0.790875
ZFP36L2	1.31833333333333
MFRP	-0.0711666666666667
KIAA1799	-0.546
FLJ44379	0.9525
PCNX	-0.04325
ANXA9	1.94
CYP4V2	0.8679
PIK3C2A	0.49725
SRR	0.253
NOL3	-0.3895
IFITM2	1.655
ARNTL2	-1.84875
ZNF595	0.04325
NLRP13	-0.244
ASPH	0.79225
CPA2	0.6945
PVRIG	-0.674333333333333
LEPR	-1.274
C16orf42	0.931666666666667
SH3BGRL	3.142
FAM77D	0.0275
FNDC7	-0.514
C9orf6	-0.085
NOTCH2NL	1.71216666666667
PGBD1	-0.606
SYNGR2	1.26433333333333
PITPNA	-0.0059375
PRPF4B	-0.9283
SLC43A3	-1.10478571428571
NRBP1	-0.13975
SLC25A22	0.187
ILK	0.374125
SLC22A8	0.648333333333333
MRPS7	-0.511125
PITX2	-1.62025
FABP3	-0.7475
OR1L1	-0.133
LOC728215	-0.033125
BLID	-1.41
KIAA1217	2.75858823529412
TFPT	0.24
AP4B1	-0.47025
VBP1	-1.66025
OR1K1	0.2745
MORC3	0.5325
BHMT2	-0.1785
C3orf10	0.820875
FZD7	0.658333333333333
WFDC10A	0.83
PMS2CL	-0.31725
CCDC32	0.804333333333333
FA2H	-1.102
ALG13	0.08
TTLL7	-0.7294
SPOCK3	1.0715
SLC13A2	0.5295
AIM1	0.3095
GPRC6A	0.353
EGR2	2.7495
MED11	0.78925
WWC1	1.88825
SH3GL3	-3.983
RIF1	0.0135714285714286
PRLH	-0.116
VLDLR	-1.551
DBT	0.33475
C21orf63	0.46975
CGGBP1	-0.192125
KRTAP12-2	-0.317
TADA3L	-0.136875
ZBTB16	1.1265
PDGFB	1.17825
RFX1	0.605875
UQCRB	-0.468
LOC133874	-0.4825
HPS3	-1.6115
LGALS3BP	1.5919
DKFZP564O0823	1.93214285714286
MRFAP1L1	0.467
HOXA10	-0.649166666666667
NGB	-0.4135
KIF21A	0.334307692307692
IFLTD1	-0.079
LZTS1	-0.271
ARHGEF3	2.41175
RHBDL3	-0.0415
CSNK1G2	-0.09425
ChGn	-0.767375
KIAA1244	2.8655
GABRB2	0.2855
MGC72080	-1.8835
CD27	3.94575
EGLN1	-2.1781
PEX13	0.29475
RWDD3	-0.64275
RNF12	-0.296
GRIN2B	-0.1345
ADAMTS14	-0.434625
DYDC2	0.703666666666667
ATP6AP1	1.1292
NR1H2	-0.115
PDK2	0.304
C3orf17	-0.311333333333333
SLC38A2	-0.767642857142857
SLC25A29	0.445
C15orf29	-0.190375
ADAM9	-1.74666666666667
TMUB2	0.225875
GPR176	-0.43775
AGK	-0.763875
MCCD1	0.226
NDUFA4	1.096
TMEM146	-0.0425
DUSP1	0.672875
UNQ6975	0.4175
EMX2OS	2.5195
INSM2	0.1865
LUZP4	-0.47375
SETD6	-1.24875
P2RY2	2.52325
SLC45A2	-1.9335
RABGAP1	0.475666666666667
UBXD5	0.2145
GPRC5A	1.9866
PAK3	-0.0308333333333333
LOC63920	-0.5785
TGFBR1	1.4176
KRTAP6-3	0.173
SFMBT2	0.232
CDC42	0.1931875
C11orf35	0.8335
TTLL2	-0.08675
UACA	1.07125
CD97	-0.9345
SETD5	-0.11925
NINJ2	0.32125
PTER	0.413
POMGNT1	0.4845
KRTAP4-2	0.127
ECGF1	2.25425
HRB	-0.344545454545455
ATP1B2	0.1116
LOC400506	-0.5585
COL4A3BP	1.1095
C6orf97	2.70625
GRHPR	0.244375
TAS2R1	0.0745
SEMA7A	-1.042
EDF1	0.40225
ODF2L	0.8799
PCID2	-0.537333333333333
GTF2H4	-0.575666666666667
ZCCHC3	-0.528
CGB2	-0.0763333333333333
NEUROD1	-0.15775
C20orf75	-0.271
RP5-1054A22.3	1.94216666666667
IFNA5	0.2135
ZNF134	0.292
MGC119295	-0.9765
ZSWIM6	0.400125
SMEK1	0.361333333333333
PCGF2	0.347375
C1orf102	2.44475
CYP2A13	0.653
KCNH6	-0.7988
MDM1	0.198
ALDH7A1	-0.074
C9orf75	0.7405
VDAC3	-0.874125
OR51T1	0.149
EIF3F	-0.355
KCNJ10	-0.381625
LENG8	-0.0465
EDEM2	0.5045
CCNJL	-1.15583333333333
DHX37	-0.525
CRYGN	0.9165
AATF	-0.45
ZNF630	1.45075
E2F5	-1.801
WFDC13	-0.0705
FTSJ3	-0.18
C4orf33	0.3785
LHFPL4	-3.1605
C19orf56	-0.100333333333333
SMAD4	0.043
AFM	-1.00266666666667
G0S2	-2.41775
FCHSD2	0.0997
RRP1B	-1.2809
EEF1B2	-0.511166666666667
STAT6	1.18766666666667
ZNF195	0.02175
GNL1	-0.56
ZNRF2	1.21883333333333
PER3	0.238375
ASB16	0.42975
C10orf10	1.5545
ADCY8	-2.83583333333333
C9orf58	-1.52
ARMC10	-0.7045
PSG1	-1.4215
DHX34	-0.341
VARS2	-0.17525
NFIC	1.31775
ITPR2	1.527
AGXT2	0.233333333333333
OR6K3	-0.029
H2AFZ	-1.33725
MLLT3	1.13408333333333
COX4I2	2.1395
CCNT2	-0.349
PLK4	-2.856625
NUMBL	-0.514333333333333
MED16	0.28375
PLEKHQ1	2.0105
GOSR1	0.579777777777778
BTG4	0.04325
RPL30	-0.09575
IGSF5	-0.67675
IGFL2	2.974
ELMOD2	0.913833333333333
SHC3	-0.915666666666667
HAVCR1	0.015
DYNC2H1	0.643
RNF5	-0.118166666666667
C2orf7	-0.14725
NLF1	1.551
KLHL25	0.304
LRP10	1.4545
KRI1	-0.324
PUS7L	0.0858333333333333
MGMT	0.5495
HOXD1	1.68033333333333
CSH1	0.2525
ATG16L2	-1.60475
FLJ44635	0.908
CHODL	-0.3895
EXOSC8	-1.401
SLC28A1	0.08575
MYO7B	-0.4605
SEH1L	-0.3521
MTNR1A	0.1095
TSPAN5	-0.297
CDC45L	-4.13666666666667
AMIGO1	1.449
ATAD3A	-1.393625
OSGIN2	0.176
PDIK1L	0.501833333333333
DARC	1.793625
PIPSL	0.4615
SHMT1	-0.70975
CRISP3	-0.038
POPDC2	1.75666666666667
ZRANB2	-0.881333333333333
FBXL8	0.9385
TRIP13	-3.52363636363636
EIF5AL1	-0.35
POU5F1P3	-5.16566666666667
IL6	-3.0585
CXorf38	0.468833333333333
IFNA16	0.3905
FBXL2	1.7395
BRD1	-0.61725
STATH	0.22425
FBXO44	0.17
MCCC2	1.031
CDC2	-2.6743
C5orf23	-0.21125
IVD	0.760333333333333
C10orf122	-1.02825
MSL3L1	-0.088
MVP	1.66675
EPOR	-1.0324
ZMYM1	-0.904
BCL7C	0.6065
PSTPIP2	1.4845
LYPD1	-1.59375
OR8G5	0.604
ZP3	-1.54283333333333
BCAS4	1.07883333333333
EDG6	2.5015
ISY1	0.30375
PRAMEF2	-0.98475
CUL1	-0.872875
RNF213	1.4351
CCRK	0.443
DHX9	-0.46975
C13orf29	-0.77925
NCKAP1	0.542
MRPL43	0.940928571428571
XPR1	0.1055
PKN2	0.7237
PODNL1	0.916
ZNF333	-0.23925
DALRD3	0.85925
OPN1SW	0.1505
BTBD6	0.55725
C11orf82	-2.2815
OR5P3	0.149
DUSP11	-0.12375
L1CAM	-1.5491
NEK11	2.38933333333333
OR7E91P	0.7365
CNTN3	2.728
CREB3L2	0.4145
ZBTB37	1.045
KIAA1324L	0.11475
NDUFB10	0.934166666666667
NUDT2	-1.036
GTPBP8	-0.02
CACNA1D	1.462
PRKAA2	0.2365
PRDM8	0.1805
MGC16075	-0.5615
KRT14	0.908714285714286
PP8961	0.375625
MRPL18	-0.174
ABCG2	-1.74475
PACRG	1.39275
BBS2	-0.39975
KREMEN2	-2.719
FBXO21	0.5855
HNRPUL1	0.123916666666667
GRB10	-0.989
CLSTN1	1.380625
LMAN2	0.8003
C17orf61	0.14275
NIPSNAP3A	0.309
INSIG2	-2.16633333333333
PCDHB7	0.3325
STXBP2	0.919625
CMAH	0.977583333333333
SEMA5B	-0.058
ZNF155	0.1485
COQ6	0.535
PRPF4	-0.27975
TSPAN15	3.399
VN1R5	0.32625
LATS2	0.8025
SELK	0.2205
PGK2	0.1455
MS4A1	-0.639375
TYW3	-0.223
KRTAP5-1	0.73025
RCCD1	-2.187
BTN1A1	0.31325
DDX28	-0.4815
TMEM65	-0.144
LOC92345	0.1595
TTC31	-0.5145
WDR46	-0.657666666666667
CHP2	-1.3265
LSP1	0.80925
ZNF542	-0.018
EXOSC1	-0.26475
ARHGAP18	0.561666666666667
LRRTM4	-0.7945
MAOB	0.398833333333333
CACNB4	0.29675
MGC33846	2.594625
RANBP3L	0.9875
ATP5L	0.01525
ONECUT1	-2.7485
NUDT9	0.47775
TMEM149	0.7015
STX17	0.2835
IGSF10	-2.98225
TMPRSS9	0.1175
BMPR2	1.76566666666667
ALLC	0.13075
KLF7	0.05625
GCC1	0.0866
TIMM9	-0.67475
CDO1	-0.533833333333333
MGC10701	-0.923666666666667
IFI6	2.48466666666667
FRMD8	0.17425
MGAT2	0.17075
WBP5	-0.955666666666667
CNIH2	0.08375
KIAA0907	-1.649
KCNH8	-0.9955
CTSG	-2.24625
GRIK1	-0.519
CUL5	0.71075
FRMD1	0.538
OR9A4	0.0195
SYT6	0.213375
FOXD4L2	-0.173
ANAPC2	-0.3985
OPN5	0.3385
TAF13	0.251
LYG2	-0.6425
GGNBP1	0.1535
C11orf40	0.309
OTX2	-1.329
REG4	0.225833333333333
EIF5	-0.3445625
PALB2	-0.513
SEPSECS	0.1721
RNASE3	0.2815
TRIM49	-2.398
POLR2K	-0.0765
GPR42	0.1105
C8B	-3.05725
SASS6	-1.42925
PREB	-0.820166666666667
OR3A3	0.521
TUBA8	1.01725
IGLV2-14	1.45025
STIL	-3.1155
ANKFN1	-0.9815
NME7	-0.156
HOXC12	0.07
UBE2C	-2.2005
FHOD1	-0.69325
CDK2AP1	0.541333333333333
OR6K2	0.54675
DHPS	-0.376
RPL5	-0.673583333333333
TRGV5	0.4855
LOC541472	-0.172875
HCCS	-0.6531
DENND1B	3.3155
LHX3	0.2165
OR5D16	0.6015
CXorf57	-1.80333333333333
IRF2BP1	0.667
NDST2	0.677333333333333
LCE3D	0.3445
BOLL	0.340125
SYT3	-0.65575
PIH1D2	1.18175
C20orf7	-1.141
IL1R2	-0.205333333333333
SLAMF9	0.8575
PPME1	0.362125
PIK3CA	0.1
TRAPPC1	0.3715
COLEC10	-1.28125
SLC9A6	-1.56183333333333
PDDC1	-0.593083333333333
CCDC53	0.29175
GK3P	-0.16275
DAZL	-1.235
BRI3	-0.02575
SDK1	1.181625
CYP2C18	-0.206
IFI44L	3.928875
RPL3L	0.3375
FUT9	0.024
KIFC2	-1.20483333333333
PMP2	-0.0742857142857143
SLC4A9	-0.4225
PLAG1	-1.60233333333333
MYCBP2	0.889166666666667
OR4E2	-0.407
CCDC65	2.773
C16orf82	0.25675
ENTPD4	0.610125
BRP44L	0.47125
PMP22CD	0.0655
TMCO4	1.02466666666667
KCNN1	-0.618166666666667
WDR35	-0.08575
CCDC80	2.501
C3orf31	-1.0165
SLC7A9	-1.37775
TMEM190	-1.90525
DBC1	-1.6525
FADS3	-1.26333333333333
PDZD8	0.674
GRM5	0.266
AZGP1	4.176
PEX3	0.139
MED1	0.0711428571428571
ATG4C	-1.218
HNRPH3	-1.207625
FAM109B	2.1625
C4orf17	0.1125
CA10	-0.41975
OPRD1	0.1125
CCL16	-1.87025
SACM1L	-0.77575
CST6	5.1825
CD63	1.1404375
LGI1	-1.45525
ZNF784	0.4875
CRYBB1	-1.0235
CX3CL1	0.5597
TOP2A	-2.99025
GYPB	-3.9025
GADD45GIP1	-0.5945
FEN1	-1.912625
IGF1R	0.8100625
WDR72	-2.4635
PURG	-0.548166666666667
DEFB126	-0.1765
PKD1L1	0.584
CAV1	-1.9429
GNPDA2	0.792
DGAT2	-2.616875
NLGN1	-4.43525
STRBP	-0.189125
HPRT1	-1.49283333333333
FANCI	-2.587125
PSMA7	0.35875
DBF4B	-1.05166666666667
TTF1	-0.4775
RAD54L	-3.1515
ELOF1	-0.30975
PLAGL2	-0.68325
ZNF256	0.19725
HMGCL	1.0165
MSI2	-0.1365
RPESP	3.01166666666667
C11orf60	0.76675
ABCD1	0.3455
ACAA1	0.8441
SPARCL1	5.15235714285714
IL6ST	2.7652
ZNF319	0.31275
TMEM109	0.1191
FAM90A1	-0.963666666666667
IL22RA1	-1.523
ATP4B	0.565
TEC	-0.869166666666667
C7orf30	-0.6565
TXNDC2	-0.6355
ABCB4	-0.13
KIAA1191	0.59425
C9orf38	0.1735
SFTPB	0.73225
CNTNAP2	0.417916666666667
FRK	1.8565
TBX19	-0.17625
CHD4	0.2295
C6orf26	-2.76466666666667
MOSC2	1.89575
IKBKE	1.27175
HIF1A	-1.37466666666667
LOC595101	-0.2105
RELA	0.452
TMEM16B	-0.3885
ABHD12B	-2.28
TSEN34	0.04475
KIF18A	-3.6845
TXNDC9	-0.229833333333333
SPATA2L	0.44
SEMA4G	-1.4915
C21orf91	-0.545875
MATN1	-0.469
KCNIP4	-0.515666666666667
TUSC1	1.319
OR4C15	0.19175
ARMCX6	0.704666666666667
WBSCR27	-1.947
OR52I2	-0.141
KIAA1604	-0.2295
DYNC1I1	-0.683
PPP4C	0.41975
SLC47A2	-2.18733333333333
TREH	-0.067875
CD48	2.67333333333333
ST14	2.12533333333333
PKN1	-0.39175
SPON2	2.72225
XBP1	2.87416666666667
SFRS12	-0.378
EFCAB6	1.17675
SELT	0.53625
SLC39A2	0.9
ERF	-0.344333333333333
ARL3	0.48875
SURF6	-0.9006
MLLT10	-0.667571428571429
FLJ11171	-0.0433333333333333
TDGF1	-4.78233333333333
ERCC6	-0.2545
EIF2AK4	0.671875
BAZ1A	0.122833333333333
LRRN3	-0.298
TMC3	-0.0515
EFTUD1	-0.08825
PTPRO	1.97166666666667
CLEC12A	0.661625
ACBD4	0.422
ZDHHC14	-0.132
OTUD7B	1.7525
ACTB	0.8211875
MSRA	0.4575
LCE5A	1.0795
IFI35	1.058
BSCL2	0.989166666666667
ANKRD12	1.07983333333333
CFHR2	0.5855
RGAG1	-0.6485
HSFY1	-0.098
SLC30A5	0.0134166666666667
IMPG1	0.0555
GPR109A	0.236
ZNF185	-0.065
IYD	0.3755
NPCDR1	0.6185
SERPINA13	-0.0685
HMGCLL1	-1.96675
NEUROG1	0.911333333333333
UBQLN1	-0.2533125
LIN37	-0.12925
SOCS2	-2.669875
DSCR4	-1.42025
XKR6	-0.13025
GPR142	0.667
KRTAP13-3	0.22
CCDC15	-0.605833333333333
MOS	0.2555
CD1E	0.2825
OFCC1	-0.0415
FAM83D	-3.56425
SRFBP1	-0.2135
C9orf96	-0.244
DHDH	-1.27725
CCDC90A	-0.5095
RABL3	1.1871
CD320	-1.92366666666667
ANGEL2	0.316
MRPL21	0.05925
SMG6	0.425166666666667
INSR	2.179125
FLJ14816	-0.1355
GLRB	0.811833333333333
C9orf89	1.0045
CIZ1	-0.664125
URG4	0.346666666666667
LRDD	-1.6955
CBY1	0.242666666666667
NFX1	0.18125
MTERFD2	-0.227928571428571
C19orf23	0.2935
PGC	-2.858875
IER3IP1	0.3748
RASAL2	1.407
C1orf89	0.36925
SYNJ1	-0.266875
NFKBIE	1.4885
FLJ40125	-1.436
TCEB2	0.1116
NOG	-1.7655
POLR2J2	-1.0305
HLA-B	3.5375
PCDHA1	2.2905
PPP2R2B	-0.78125
ARHGEF17	0.639333333333333
TCF7L2	1.53035714285714
CHD5	-0.633833333333333
ZNF431	-0.473375
TBC1D25	0.16125
ZNF800	1.19425
SCUBE2	4.91472727272727
MYCBP	0.163833333333333
GPX5	0.1965
C6orf129	-0.247666666666667
QSER1	-0.524166666666667
ULK2	0.924
PIGO	0.913833333333333
NRCAM	-2.00357142857143
SLC35E3	0.9185
CSRP2	-1.084
HYPE	1.27975
MAPK15	-0.0988333333333333
MGC14327	-0.094
TIMM13	-0.790166666666667
ZNF462	-1.03125
GBA3	0.6605
TEX13A	0.281
MCM6	-1.99233333333333
MTRF1	-0.978625
ABCA7	-0.263
EIF4A2	-0.762
ZC3H10	0.9833
RPGR	-0.0788333333333333
C20orf94	1.3655
RP1L1	5.20417042793042e-18
GPR125	-0.9155
USP22	0.297928571428571
OR1L4	0.16325
MLZE	0.294
FLJ32065	-0.31575
PTCD1	-0.854
CRTAC1	0.0115
BXDC2	-1.755
C18orf1	2.2815
FAM107A	1.39057142857143
EFNA3	0.31375
P18SRP	-0.4472
CAMKK2	0.485916666666667
KIAA0649	-0.33125
NES	-1.34633333333333
HS6ST3	-2.041
PON2	-0.6645
TCP11L2	0.1175
CLEC4A	3.0885
PRR12	0.3905
MLXIPL	-1.5472
C2orf50	1.11
ZNF28	0.122
ENC1	0.969
MAP2K1	-0.803
FKSG2	1.096
KIAA0430	0.64
PTP4A1	-1.16644444444444
GPR156	0.866
GTF3C6	-0.12125
UBR2	0.4646
LOC388272	-1.54625
MAK	1.85883333333333
ACOT4	3.1055
STC2	0.474916666666667
PIGW	-1.452625
SAE1	-0.72075
COL6A1	0.917909090909091
OAZ1	0.317166666666667
STMN4	0.3415
EDG3	0.225166666666667
SGCE	0.918333333333333
IL11	-2.58466666666667
PRSS8	3.398375
YIPF5	0.911666666666667
WNT4	2.57275
CSN2	0.351666666666667
TCF7	-2.836875
TDO2	1.755
SAMD9	0.6356875
S100A7A	-0.1605
MMRN1	1.96933333333333
GKAP1	0.103
AKR1C3	-2.510875
RNF19A	0.87525
GMDS	0.40175
YKT6	-0.06325
SPARC	2.1492
C12orf31	-0.48425
UBE2V2	-1.494
FBXL18	-0.245833333333333
KIAA0460	1.092
ADAM22	-0.245375
SERPINC1	-3.65225
KCTD21	0.8125
MYOHD1	-2.5265
ZNF37A	0.4865
GTF3C1	0.282
CTSZ	2.301
PRNPIP	-0.9595
DRD1IP	0.62475
NR1I2	-2.26033333333333
ZNF266	-0.5794
SPAG4L	0.569
COX4NB	-0.9565
SAPS1	0.479
APOA1	-3.819
TATDN1	-1.3565
C10orf82	0.486
KPNB1	-0.26675
FOXO3	1.01941666666667
CRYBB2	-1.3595
