Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
ZMYM4	0.374
STK32B	0.600333333333333
KIAA0888	-2.1875
TACR3	1.131
CKAP2L	-3.25775
KIF1A	-1.46633333333333
RSPRY1	0.2565
VCAN	1.83025
CYP27C1	-0.398
SYDE1	-1.34566666666667
MED12L	-1.4205
ZDHHC21	0.899625
NHS	0.549
TM9SF3	0.574
DDHD1	-0.770375
MAFG	-0.163916666666667
BICD2	-0.443
C14orf119	-0.047
C14orf43	0.255571428571429
CDH7	-1.87375
ALKBH5	-0.352571428571429
JUP	1.0985
TMEM41A	-0.3365
MAMDC4	-1.57116666666667
CBX3	-1.00025
LRRC18	-0.25275
RBMXL2	-0.645333333333333
PLA2G4D	0.358833333333333
FGF13	1.502875
KIF3A	0.674333333333333
PDIA6	-0.51325
DCXR	0.2695
CASKIN2	0.400083333333333
EHD1	-0.3135
MARCKSL1	0.335666666666667
ZNF496	-0.418833333333333
SCAF1	0.0915
KCTD8	-0.621
TRAF3IP3	0.4545
LSR	0.80525
CXorf1	0.991
C14orf112	0.399
EIF2B1	-0.3185
OMP	0.028
GSTZ1	0.00975
LOC92017	1.5115
ISLR2	2.2955
C12orf36	0.1085
GATA2	-2.23233333333333
GABRA5	-1.904
CELSR2	0.559571428571428
STAM2	0.4249
TNAP	1.6435
PTPMT1	-0.646
GRP	7.6135
SV2A	-0.927
MAGEA12	-4.517
CACNG1	0.9645
C18orf19	-1.13775
GSG1	-1.27533333333333
PTPRJ	-0.696
FRMPD1	-0.254
ZNF668	-0.4535
PLEKHJ1	-1.08425
ADAT1	-0.8146
TMEM50A	1.0513
UCN3	-0.1185
HOOK1	0.80225
IL17B	2.675
MLKL	-0.436166666666667
TTC14	-0.0603333333333333
KLHL5	0.729125
CRYL1	-0.1515
FOXH1	-0.2255
NFYB	0.08275
PPM1G	-0.957
GOLGA2LY1	-1.439
NMT1	-0.374125
HADHA	-0.3112
CHSY-2	2.16675
PLEKHF1	0.909642857142857
SAGE1	-2.7525
MUSTN1	0.97175
SUHW4	1.91875
TFEB	1.31116666666667
ZFYVE27	0.04575
ATG12	-0.244666666666667
BMI1	0.881214285714286
ZIM3	-0.29325
MYH4	-0.4845
MASP1	-0.266666666666667
KIAA0984	1.572
RPAP2	-0.657
ASB5	-0.50125
BOLA3	-1.02916666666667
MIA3	1.2505
KRT35	0.2545
KIR3DL3	-0.7365
MRPL51	-0.54075
SEMA3F	1.29683333333333
NDUFB2	0.00566666666666667
LOC253012	4.3335
FAM46C	0.2264
G6PC	-3.23728571428571
CSAG3A	-4.87116666666667
PREX1	2.693
SLC25A45	-0.406375
MAPKBP1	0.5518
CPE	1.2581
GNB1	-0.42275
CXCR6	2.9625
TRIM46	-0.04375
C16orf3	-0.02
HPSE	0.201375
TIGD3	-0.889
SPG3A	3.22775
LCAT	-1.05383333333333
ST6GAL1	-0.746333333333333
POMC	0.58625
FLJ36031	0.1145
NSMAF	-0.664666666666667
SKIL	0.5885
ADSS	0.1195
HMGCS1	-1.6202
POLR3F	-0.359166666666667
RAB10	0.00537499999999998
ZNF277P	0.1175
ZBTB7B	0.730625
DHRS1	0.71775
ABCC13	2.27175
CNOT3	-0.198
NFKBIA	2.07875
GAK	-0.2335
SFT2D2	0.712333333333333
HOXA6	-0.5445
CRTC1	-0.235125
LY6D	1.71033333333333
C20orf72	-1.1325
CPT1A	-0.464
LMO1	-1.585
EIF3I	-0.425
PRB4	0.377
MCM3APAS	-2.26025
C20orf132	-0.1904
FOXF2	-2.7145
S100A12	1.44725
MLH1	-0.335
ACTN1	0.7769
MRPL36	-0.898666666666667
C20orf106	-0.30075
FBXO6	0.491333333333333
MKS1	0.136333333333333
CX3CR1	-1.44225
PDE1B	0.9175
PLP1	-2.6075
KISS1	-0.0148333333333333
C14orf2	-0.878833333333333
TBC1D3P2	-1.1145
COMMD6	1.1487
ANKRD7	-1.5285
PTCHD1	0.132625
NARS2	0.25625
DOCK7	-0.033875
FAM127B	-0.179875
LOC390243	-0.328166666666667
N6AMT2	0.523
ZNF391	-0.3445
DNAJB14	0.604166666666667
WRB	0.184375
BPI	0.213
TTC4	-0.388166666666667
FAM10A5	0.37925
GOT1L1	0.907
MAGED1	0.453
RESP18	0.21775
WFDC6	1.95725
MT2A	0.9335
C11orf56	0.21775
KIAA1432	-0.381
ROR1	-0.572
HSD17B14	1.27416666666667
ZFAND2B	-0.00775
SAMD4B	0.16875
HEXA	-0.101375
HNRNPU	-0.5985
USP39	-0.4675
NRD1	-0.5795
R3HDML	0.294
FLT4	1.02333333333333
OMG	-0.8185
OR52N4	0.88
LOC399818	0.15925
ELA2	-1.9255
VENTXP1	null
RFC5	-1.9515
OR52L1	0.8825
PAX5	-0.4425
FBXO2	1.15175
GMEB1	0.0435
AKT3	0.225833333333333
CRB1	0.115666666666667
CTTN	-0.136166666666667
UTP15	-0.586
HSBP1	-0.326166666666667
PHF11	2.07175
NDEL1	0.465833333333333
USP8	0.06725
BAIAP2	0.181375
SI	0.50925
ARSJ	0.345
BAAT	-2.76125
KCNS3	1.8425
LOC126147	-0.0518333333333333
TMEM37	0.26475
C1orf162	3.5475
MBD1	-0.0428
ITGAL	0.0163333333333333
WDR73	-0.516333333333333
GKN2	0.601
ARFGAP1	-1.29675
SLC5A8	-0.2434
ZBTB40	0.1527
CYP4B1	3.79716666666667
LYPLAL1	-0.566
CHST3	1.55325
MAP3K9	-0.001
BTAF1	-0.621833333333333
TFAP2E	0.449
RBM35B	-0.0245
LOC441251	-0.885166666666667
ANKRD25	0.0513888888888889
UQCRC2	-0.169
MAEA	0.404833333333333
HYAL1	-2.2033
RNPEPL1	-0.032
CPSF2	-0.455
PSD3	-0.3342
ABCA13	0.589285714285714
AGR2	3.7745
GBX1	-1.8445
HDLBP	0.233
ACY3	0.01375
HECW1	-0.903
ZNF519	-0.45425
HOPX	3.62
ZNF304	1.332875
OR12D3	1.22
FKSG43	0.094
METTL1	-0.70275
MFSD3	-1.1271
PSPH	-0.5625
CLCA3	-0.2315
DARS2	-1.989
CDC25A	-2.84383333333333
BAIAP2L1	-0.45
B3GNT5	0.680375
USP29	-0.08275
ARHGEF10L	0.852
ATOX1	-0.55475
ADAM30	0.72925
DNASE1	-1.5845
STT3A	-0.27725
RAB6IP1	0.00725
PTN	4.0155
C1orf106	-1.34492307692308
HECA	2.102
RNF122	0.841
SLC22A18AS	-1.219
GNG8	-0.2225
ELP4	-0.5165
FAM65A	-0.126333333333333
RPL10A	0.739666666666667
IRS4	1.8615
MACF1	0.9951
SEC24D	0.318
LOC374395	0.268
TGFB2	0.886
MDFIC	0.5395
CHRNE	0.341833333333333
PCMTD2	-1.85037170770859e-17
ATP6V0D1	0.0721666666666667
MTA2	-0.18475
LZTR1	-1.11616666666667
RAP1A	0.788166666666667
AXIN1	-0.770625
POLR1C	-0.106
TRIO	0.226333333333333
PLXNA4A	-0.264583333333333
C5orf33	-0.09925
DEPDC1B	-3.938
ZNF473	-0.653
MTM1	1.060125
GPR107	0.221
CSNK1A1L	0.152
FLJ14154	-0.20125
NLRC4	4.5985
ENPP4	2.291
PADI3	0.2695
RNF170	0.478375
CG018	2.46233333333333
C16orf7	-0.2075
KCNE1	2.317
NRM	-1.424
SLC37A3	0.621928571428571
TPD52L2	-1.02183333333333
UNC5B	0.52825
C12orf12	1.821
SDHB	-0.349
CLRN1	-0.01375
NUDT10	-0.241666666666667
UGT3A1	0.102428571428571
FBXW8	0.091875
RHOF	-1.60075
PTPLAD1	-0.2635
MYO3B	0.19475
DERA	-0.531
TPP2	-0.37825
C19orf53	-0.343833333333333
GINS3	-1.678
ST6GALNAC5	1.3545
CHSY1	0.8555
MGC15705	0.603
GPR83	-0.3742
EXT2	0.516
DOLK	-0.2475
TUBAL3	-0.66925
ACVRL1	2.2443
ABL2	-0.0709166666666667
C14orf156	-0.983166666666667
PTPRZ1	-0.67025
DIP2C	0.567
LAMP1	1.41
RXRA	-0.1722
MAP3K5	1.7825
ALKBH1	0.427166666666667
PDLIM7	-0.13775
ARL14	-1.8015
SNIP1	0.445
TIMP3	1.85191666666667
RGS3	0.429833333333333
SPAG16	0.9117
ABHD4	0.35175
ARHGEF12	0.981416666666667
GLUD2	0.4055
RAC2	-1.0944
UAP1L1	-1.2095
SLC18A3	0.495
YOD1	-1.12658333333333
RALY	-0.62525
HMOX2	0.06125
DGKH	-0.0146666666666666
DBNDD2	1.587
YIPF4	0.491
THAP10	-0.34075
ZNF513	0.30725
HAGHL	-2.48883333333333
ITGB4	1.65066666666667
CCDC141	-0.251
YTHDF3	0.4695
C5orf28	0.526
RPL7L1	-0.302375
TMEM30B	1.70285714285714
ANKRD35	3.7485
DUOXA2	-0.51475
TBC1D5	-0.1
DFNB59	0.5335
HRH4	0.7875
MYO6	1.8421
DNAJA4	1.188125
RBM24	0.897875
CEACAM20	-1.72925
RBM23	0.253428571428571
NGFB	-0.0055
C1orf63	-1.1031
KRTAP7-1	0.6905
PERLD1	1.41525
NPB	0.031
C17orf59	0.3978
HSPBAP1	-0.35025
SLC15A4	0.164625
PRTFDC1	0.22525
OSMR	-0.201214285714286
CYSLTR2	0.3195
C19orf25	-0.2434
KIAA1797	-0.1015
NLRP6	0.7315
FAM105B	-0.0304
SCRN2	0.0861666666666667
LRRC58	-0.6322
RNF17	0.0895714285714286
NEIL3	-4.578
FAM137A	-1.96725
SKP2	-3.13175
PARVA	1.43616666666667
PKLR	-2.1885
RNF34	-0.16975
A3GALT2	-0.029
C12orf50	-0.6125
SUNC1	-1.91075
FAM102B	-0.378833333333333
CCT2	-0.478
LRRC37A2	-0.6915
ARF4	0.847
SIKE	-0.379
C8orf48	1.23966666666667
MBTPS1	0.81
GPSN2	-0.354
NCF2	3.002
SLC12A6	0.296166666666667
MRPL48	-0.6145
HMGN3	0.136333333333333
LRRC62	-1.6795
PAX9	1.0325
FAM55A	3.478
C20orf42	-2.47583333333333
SCML2	-1.81133333333333
BCL9	0.3515
FAM40A	-0.334
C9orf41	-0.745333333333333
ZNF774	0.342
LETM1	-1.348
PLXNB1	0.6165
NIPSNAP1	-0.233875
USP10	-0.82025
F9	0.74125
LIPE	2.847
CNGB3	0.3615
C12orf52	-0.543
PI4K2A	-0.189375
MED8	-0.0675
STAT4	1.708
FGD4	1.13766666666667
RNF145	-1.0185
WDR32	1.5883
CLDN2	0.0226666666666667
TCEAL8	1.09125
ZMYND8	-0.309777777777778
PDXK	-0.60384375
GATAD2A	-1.00375
PTGES3	-0.929
CCM2	-0.7845
TAP1	1.057
ZNF670	0.5215
ETS2	0.895357142857143
C6orf166	-0.2485
PRMT2	0.841642857142857
OR4B1	0.145
INTS8	-1.012
CCDC102A	-0.0305
CCDC83	-1.22516666666667
ITGA1	0.0994
EPHA5	-1.695
FAM24B	-1.4275
TSGA10	2.8445
HAL	-2.4066
MYOT	2.77425
SPACA3	-0.062
BCL2L2	0.1835
CUGBP2	1.037
CCNB3	1.10425
RNF113B	-0.3125
MERTK	1.78175
BAG1	0.69725
VPS36	0.20275
ORMDL3	0.5661
C1orf190	1.38175
ZNF625	0.05725
CORO2B	-0.64975
ALOX15	0.0235
CST1	1.3505
NUPR1	2.18133333333333
CCL7	-0.206
SMCR5	-3.2975
DSC2	2.1735
RBMS2	0.402
GRIK4	0.8985
TRIM65	-0.2949
TMPRSS6	0.580428571428572
TP53INP2	0.16125
GLB1L	1.13883333333333
LOC388284	0.698666666666667
PUS1	-1.59364285714286
BCL9L	-0.3985
OLFM1	0.209416666666667
RET	1.9085
MASTL	-2.42416666666667
ALX3	0.3405
IL1RL1	0.804833333333333
ZNF765	-0.3878
C14orf138	-0.1605
SNX10	-0.945333333333333
TAC4	-0.138
C1orf64	3.406
POGK	0.2245
MAPK9	0.10975
ZNF366	4.98225
C8orf79	2.9112
CLDN7	1.707625
OR5AT1	-0.082
TRIM37	-1.82575
LRRC25	3.26275
GRHL2	2.4938
TEKT3	1.58225
LASS5	0.159166666666667
ABCC4	-2.248
DLG3	0.897625
VGLL1	2.24575
ZFP36L2	2.4635
MFRP	-0.0613333333333334
KIAA1799	0.59175
FLJ44379	0.742
PCNX	0.36925
ANXA9	0.741
CYP4V2	1.8924
PIK3C2A	0.31625
SRR	0.3245
NOL3	-0.80975
IFITM2	0.8
ARNTL2	-2.146
ZNF595	1.095
NLRP13	2.864
ASPH	0.134375
CPA2	-0.3355
PVRIG	-1.17433333333333
LEPR	1.77833333333333
C16orf42	-0.3855
SH3BGRL	2.5905
FAM77D	0.1526
FNDC7	-0.7275
C9orf6	0.620666666666667
NOTCH2NL	0.459666666666667
PGBD1	0.0973333333333333
SYNGR2	0.313666666666667
PITPNA	-0.15725
PRPF4B	-0.3861
SLC43A3	-0.817785714285714
NRBP1	-0.11325
SLC25A22	-0.5775
ILK	0.245625
SLC22A8	0.214166666666667
MRPS7	-0.308125
PITX2	-0.83125
FABP3	-0.916125
OR1L1	0.029
LOC728215	-0.036625
BLID	-1.1775
KIAA1217	3.34682352941176
TFPT	0.2705
AP4B1	-1.0695
VBP1	-0.50925
OR1K1	0.3975
MORC3	0.505
BHMT2	0.7475
C3orf10	0.61025
FZD7	2.47133333333333
WFDC10A	1.287
PMS2CL	-0.4525
CCDC32	0.815
FA2H	-1.179
ALG13	-0.036
TTLL7	-0.3661
SPOCK3	0.36925
SLC13A2	0.5245
AIM1	1.68425
GPRC6A	-0.742
EGR2	7.316
MED11	0.1865
WWC1	1.4395
SH3GL3	-4.05125
RIF1	-1.05314285714286
PRLH	-0.019
VLDLR	-1.4995
DBT	0.604625
C21orf63	2.19375
CGGBP1	-0.1935
KRTAP12-2	1.516
TADA3L	0.28075
ZBTB16	4.21
PDGFB	1.450875
RFX1	-0.403625
UQCRB	-0.3222
LOC133874	0.2705
HPS3	0.45925
LGALS3BP	0.1999
DKFZP564O0823	2.56621428571429
MRFAP1L1	1.005
HOXA10	-0.516666666666667
NGB	-0.55
KIF21A	-1.29353846153846
IFLTD1	null
LZTS1	-0.526
ARHGEF3	1.8855
RHBDL3	-1.207
CSNK1G2	-0.651916666666667
ChGn	0.5005
KIAA1244	1.97766666666667
GABRB2	0.122
MGC72080	-2.0745
CD27	3.61075
EGLN1	-1.7205
PEX13	0.48875
RWDD3	0.20575
RNF12	-0.2075
GRIN2B	0.2885
ADAMTS14	-0.595375
DYDC2	-0.229166666666667
ATP6AP1	0.4729
NR1H2	-0.121833333333333
PDK2	0.4335
C3orf17	-0.0871666666666667
SLC38A2	-0.449142857142857
SLC25A29	-0.161166666666667
C15orf29	0.439375
ADAM9	0.713
TMUB2	0.34675
GPR176	-0.53825
AGK	-0.688375
MCCD1	3.38375
NDUFA4	-0.499
TMEM146	0.1825
DUSP1	3.157625
UNQ6975	0.115
EMX2OS	4.7735
INSM2	0.3
LUZP4	-1.0025
SETD6	-1.463
P2RY2	3.254
SLC45A2	-2.326
RABGAP1	0.379666666666667
UBXD5	0.577375
GPRC5A	0.6159
PAK3	3.32033333333333
LOC63920	-0.543
TGFBR1	0.4046
KRTAP6-3	0.851
SFMBT2	-0.35575
CDC42	-0.1658125
C11orf35	-0.3515
TTLL2	0.516
UACA	0.806416666666667
CD97	-0.8273
SETD5	-0.35925
NINJ2	-0.98025
PTER	0.240333333333333
POMGNT1	0.14525
KRTAP4-2	0.1035
ECGF1	1.332
HRB	-0.346545454545455
ATP1B2	0.0469
LOC400506	-1.247
COL4A3BP	1.04075
C6orf97	1.30525
GRHPR	0.27125
TAS2R1	-0.0105
SEMA7A	-2.29375
EDF1	0.2715
ODF2L	0.761
PCID2	-0.680166666666667
GTF2H4	-1.21183333333333
ZCCHC3	-0.52175
CGB2	0.201
NEUROD1	-0.148333333333333
C20orf75	0.2275
RP5-1054A22.3	2.504
IFNA5	0.148
ZNF134	0.571583333333333
MGC119295	-1.4967
ZSWIM6	-0.1135
SMEK1	0.2205
PCGF2	0.118875
C1orf102	2.402
CYP2A13	0.6495
KCNH6	-0.6441
MDM1	0.8282
ALDH7A1	0.642166666666667
C9orf75	-0.36275
VDAC3	0.207625
OR51T1	0.06
EIF3F	-0.428083333333333
KCNJ10	-1.498875
LENG8	-0.00524999999999999
EDEM2	-0.268166666666667
CCNJL	0.294666666666667
DHX37	-1.505
CRYGN	0.67
AATF	-0.84125
ZNF630	1.366
E2F5	-0.532
WFDC13	-0.46525
FTSJ3	-0.997166666666667
C4orf33	1.41
LHFPL4	-3.14075
C19orf56	0.128083333333333
SMAD4	0.278
AFM	-1.367
G0S2	0.000500000000000007
FCHSD2	0.432
RRP1B	-1.4072
EEF1B2	-0.2325
STAT6	1.61483333333333
ZNF195	-0.41375
GNL1	-0.535166666666667
ZNRF2	1.37566666666667
PER3	0.134875
ASB16	0.071
C10orf10	2.98278571428571
ADCY8	-2.64216666666667
C9orf58	0.0045
ARMC10	-0.567666666666667
PSG1	-0.737
DHX34	-0.84875
VARS2	-1.132875
NFIC	0.6775
ITPR2	0.997
AGXT2	0.8418
OR6K3	-0.5205
H2AFZ	-1.52383333333333
MLLT3	0.61225
COX4I2	2.792
CCNT2	0.142625
PLK4	-2.8945
NUMBL	-0.347
MED16	-0.0385
PLEKHQ1	1.00575
GOSR1	0.255333333333333
BTG4	-0.0926666666666667
RPL30	0.13725
IGSF5	-0.49475
IGFL2	0.1385
ELMOD2	0.819166666666667
SHC3	-0.767
HAVCR1	-0.3195
DYNC2H1	0.5145
RNF5	-0.0565
C2orf7	-0.37775
NLF1	-0.3155
KLHL25	-0.22125
LRP10	1.0485
KRI1	-1.26975
PUS7L	-0.730333333333333
MGMT	1.043
HOXD1	-0.100833333333333
CSH1	0.0321
ATG16L2	-0.7755
FLJ44635	1.2165
CHODL	1.62325
EXOSC8	-1.4125
SLC28A1	0.03675
MYO7B	-0.981333333333333
SEH1L	-0.968
MTNR1A	0.727
TSPAN5	0.8685
CDC45L	-4.186
AMIGO1	1.192
ATAD3A	-1.92525
OSGIN2	0.372
PDIK1L	0.3485
DARC	4.301125
PIPSL	-0.187
SHMT1	-0.26175
CRISP3	-1.629
POPDC2	3.497
ZRANB2	-1.04966666666667
FBXL8	-0.1115
TRIP13	-3.12027272727273
EIF5AL1	-1.5315
POU5F1P3	-4.84166666666667
IL6	1.50183333333333
CXorf38	-0.840833333333333
IFNA16	0.303
FBXL2	1.95233333333333
BRD1	0.693
STATH	0.24
FBXO44	0.600833333333333
MCCC2	-0.14125
CDC2	-2.9781
C5orf23	0.536
IVD	0.379166666666667
C10orf122	-2.384
MSL3L1	0.0556
MVP	0.372
EPOR	-1.2093
ZMYM1	-0.601666666666667
BCL7C	0.275666666666667
PSTPIP2	1.0126
LYPD1	-2.24975
OR8G5	-0.0365
ZP3	-0.597833333333334
BCAS4	0.2345
EDG6	2.3715
ISY1	-0.28175
PRAMEF2	-1.791
CUL1	-0.3465
RNF213	0.1406
CCRK	0.71125
DHX9	-0.3185
C13orf29	0.61625
NCKAP1	0.791666666666667
MRPL43	0.412357142857143
XPR1	-0.47625
PKN2	0.0454
PODNL1	1.615
ZNF333	0.415428571428571
DALRD3	0.5625
OPN1SW	-0.466
BTBD6	0.3385
C11orf82	-3.8185
OR5P3	0.079
DUSP11	0.38
L1CAM	-1.6921
NEK11	2.577
OR7E91P	1.4595
CNTN3	3.8913
CREB3L2	0.16425
ZBTB37	-0.904
KIAA1324L	1.06625
NDUFB10	-1.3535
NUDT2	0.09525
GTPBP8	-0.76475
CACNA1D	1.847
PRKAA2	-0.663
PRDM8	-0.1115
MGC16075	-1.00733333333333
KRT14	2.03357142857143
PP8961	0.2685
MRPL18	-0.228
ABCG2	-1.29225
PACRG	3.60925
BBS2	0.65675
KREMEN2	-4.0865
FBXO21	0.4825
HNRPUL1	0.1695
GRB10	0.902
CLSTN1	0.6615
LMAN2	-0.1126
C17orf61	-0.82675
NIPSNAP3A	0.76
INSIG2	-0.230833333333333
PCDHB7	1.54266666666667
STXBP2	0.741875
CMAH	2.085
SEMA5B	-0.5515
ZNF155	0.5275
COQ6	-0.210666666666667
PRPF4	-0.97525
TSPAN15	1.9383
VN1R5	-0.3405
LATS2	1.2165
SELK	0.69625
PGK2	0.4725
MS4A1	-0.43675
TYW3	-0.1635
KRTAP5-1	0.03175
RCCD1	-1.84933333333333
BTN1A1	0.363333333333333
DDX28	-0.53025
TMEM65	-0.783125
LOC92345	-0.1245
TTC31	-0.4375
WDR46	-1.047
CHP2	-1.237
LSP1	0.820625
ZNF542	0.29275
EXOSC1	-0.2845
ARHGAP18	0.1445
LRRTM4	-1.021375
MAOB	3.53641666666667
CACNB4	1.3755
MGC33846	0.52625
RANBP3L	3.682125
ATP5L	-0.047125
ONECUT1	-3.55
NUDT9	0.71425
TMEM149	-0.5715
STX17	0.62375
IGSF10	-1.1795
TMPRSS9	0.2745
BMPR2	0.924916666666666
ALLC	1.304
KLF7	1.4685
GCC1	0.5781
TIMM9	-0.551
CDO1	2.56066666666667
MGC10701	-0.594333333333333
IFI6	1.21516666666667
FRMD8	0.64475
MGAT2	-0.04375
WBP5	1.23483333333333
CNIH2	-0.1645
KIAA0907	-1.7707
KCNH8	2.845
CTSG	0.62975
GRIK1	2.76066666666667
CUL5	0.35075
FRMD1	0.244
OR9A4	0.8455
SYT6	-1.66625
FOXD4L2	1.45825
ANAPC2	0.0481666666666667
OPN5	0.4385
TAF13	-0.09125
LYG2	-0.941
GGNBP1	-0.271
C11orf40	-0.373
OTX2	-1.7525
REG4	-0.251
EIF5	-0.2665625
PALB2	-1.02675
SEPSECS	-0.1411
RNASE3	-0.678
TRIM49	-2.9955
POLR2K	-0.2446
GPR42	0.372
C8B	-3.001
SASS6	-0.806
PREB	-1.027
OR3A3	-0.0525
TUBA8	0.676875
IGLV2-14	-2.376
STIL	-2.715
ANKFN1	-0.5335
NME7	-0.15325
HOXC12	-1.18633333333333
UBE2C	-2.83525
FHOD1	-1.459375
CDK2AP1	0.327
OR6K2	0.733
DHPS	-0.26625
RPL5	0.22725
TRGV5	-0.091
LOC541472	0.843125
HCCS	-0.0254
DENND1B	0.9165
LHX3	2.032
OR5D16	1.1195
CXorf57	-0.9856
IRF2BP1	0.65475
NDST2	0.166833333333333
LCE3D	0.189
BOLL	0.660625
SYT3	-1.087
PIH1D2	0.57425
C20orf7	-0.815666666666667
IL1R2	1.65783333333333
SLAMF9	0.221
PPME1	-0.465125
PIK3CA	0.77075
TRAPPC1	0.21525
COLEC10	-0.852666666666667
SLC9A6	-0.950166666666667
PDDC1	-0.619583333333333
CCDC53	0.704
GK3P	-1.33325
DAZL	-2.09033333333333
BRI3	-0.43375
SDK1	0.14325
CYP2C18	-0.1445
IFI44L	4.331125
RPL3L	0.454
FUT9	0.951666666666667
KIFC2	-1.18433333333333
PMP2	-0.556125
SLC4A9	0.0985
PLAG1	-1.42716666666667
MYCBP2	0.5815
OR4E2	1.065
CCDC65	1.77675
C16orf82	-0.3375
ENTPD4	-0.162375
BRP44L	0.3575
PMP22CD	0.113
TMCO4	0.932666666666667
KCNN1	-0.354666666666667
WDR35	-0.19375
CCDC80	2.91725
C3orf31	-1.073
SLC7A9	-0.636
TMEM190	-1.95475
DBC1	0.872666666666667
FADS3	-1.0905
PDZD8	-0.005
GRM5	0.173571428571429
AZGP1	4.0638
PEX3	0.738
MED1	-0.307357142857143
ATG4C	-0.377
HNRPH3	-0.343
FAM109B	1.61925
C4orf17	-0.2525
CA10	-0.318
OPRD1	-0.548
CCL16	-1.7055
SACM1L	-0.192
CST6	4.584
CD63	0.8030625
LGI1	2.08875
ZNF784	0.17975
CRYBB1	-1.2025
CX3CL1	2.28945
TOP2A	-3.327
GYPB	-4.36066666666667
GADD45GIP1	-1.02625
FEN1	-2.47475
IGF1R	1.1070625
WDR72	-1.763
PURG	0.394833333333333
DEFB126	0.29975
PKD1L1	0.7035
CAV1	-0.1297
GNPDA2	0.9712
DGAT2	-0.308125
NLGN1	-1.358
STRBP	-0.109375
HPRT1	-1.48666666666667
FANCI	-2.800375
PSMA7	-0.738625
DBF4B	-0.846333333333333
TTF1	-0.5175
RAD54L	-3.1735
ELOF1	-0.21725
PLAGL2	-0.85475
ZNF256	0.2915
HMGCL	0.22625
MSI2	-0.67
RPESP	3.7095
C11orf60	0.5695
ABCD1	-0.3775
ACAA1	0.7651
SPARCL1	6.17671428571429
IL6ST	1.9443
ZNF319	0.6325
TMEM109	0.1372
FAM90A1	-1.07416666666667
IL22RA1	-0.2735
ATP4B	2.138
TEC	-0.6225
C7orf30	-0.862
TXNDC2	-1.146
ABCB4	-1.06766666666667
KIAA1191	0.85025
C9orf38	-0.3905
SFTPB	0.0571428571428571
CNTNAP2	-1.44
FRK	1.8475
TBX19	-0.427
CHD4	-0.27375
C6orf26	-3.44483333333333
MOSC2	1.80525
IKBKE	-0.5615
HIF1A	-1.32883333333333
LOC595101	-1.022
RELA	0.1935
TMEM16B	0.4535
ABHD12B	-2.18975
TSEN34	0.232
KIF18A	-3.5905
TXNDC9	0.0161666666666667
SPATA2L	0.103
SEMA4G	-1.015
C21orf91	-0.109625
MATN1	-0.752
KCNIP4	1.3905
TUSC1	2.037625
OR4C15	0.118
ARMCX6	0.667083333333333
WBSCR27	-1.398
OR52I2	-1.755
KIAA1604	0.1855
DYNC1I1	0.713625
PPP4C	-0.406
SLC47A2	-0.859
TREH	-0.298125
CD48	2.22633333333333
ST14	1.3085
PKN1	-0.2945
SPON2	2.96575
XBP1	3.35433333333333
SFRS12	-0.593833333333333
EFCAB6	3.9675
SELT	0.298
SLC39A2	1.6865
ERF	-0.768
ARL3	0.946125
SURF6	-0.9259
MLLT10	-0.447809523809524
FLJ11171	0.0938333333333333
TDGF1	-4.306
ERCC6	0.09125
EIF2AK4	0.526125
BAZ1A	-0.390833333333333
LRRN3	0.760833333333333
TMC3	-0.1375
EFTUD1	-0.049
PTPRO	0.721333333333333
CLEC12A	2.7495
ACBD4	0.129875
ZDHHC14	-0.375875
OTUD7B	0.71725
ACTB	0.6279375
MSRA	0.216
LCE5A	0.203
IFI35	0.49025
BSCL2	0.209166666666667
ANKRD12	0.719833333333333
CFHR2	1.868
RGAG1	0.130666666666667
HSFY1	0.589
SLC30A5	0.09875
IMPG1	0.946
GPR109A	0.7785
ZNF185	1.34975
IYD	0.0115
NPCDR1	0.458
SERPINA13	0.295
HMGCLL1	2.099
NEUROG1	-0.049
UBQLN1	-0.0826875
LIN37	0.18525
SOCS2	1.164
DSCR4	-2.021875
XKR6	1.03875
GPR142	0.537
KRTAP13-3	0.388
CCDC15	-1.04983333333333
MOS	0.6445
CD1E	0.3755
OFCC1	-0.65775
FAM83D	-3.7885
SRFBP1	0.04025
C9orf96	-0.213
DHDH	-1.672
CCDC90A	-0.4695
RABL3	0.72575
CD320	-2.12283333333333
ANGEL2	0.02325
MRPL21	-0.6875
SMG6	0.2135
INSR	1.2473125
FLJ14816	-0.45
GLRB	1.5605
C9orf89	0.82775
CIZ1	-0.512125
URG4	-0.588666666666667
LRDD	-2.03416666666667
CBY1	1.31533333333333
NFX1	-0.08625
MTERFD2	0.408714285714286
C19orf23	0.14
PGC	-3.17225
IER3IP1	0.0708
RASAL2	1.01108333333333
C1orf89	-0.4325
SYNJ1	-0.70975
NFKBIE	-0.2175
FLJ40125	-0.498
TCEB2	-0.3791
NOG	-2.6545
POLR2J2	-0.5955
HLA-B	1.86725
PCDHA1	0.9505
PPP2R2B	1.5875
ARHGEF17	0.629166666666667
TCF7L2	1.71978571428571
CHD5	-0.399166666666667
ZNF431	-0.182375
TBC1D25	0.81775
ZNF800	-0.327
SCUBE2	3.62018181818182
MYCBP	0.698833333333333
GPX5	-0.153
C6orf129	-0.841666666666667
QSER1	-0.6865
ULK2	2.1015
PIGO	0.432666666666667
NRCAM	-2.64430769230769
SLC35E3	0.6455
