Hybridization REF	TCGA-BH-A0HK-11A-11R-A089-07
LOC388284	0.625666666666667
PUS1	-1.00492857142857
BCL9L	0.1065
OLFM1	0.588916666666667
RET	-0.665375
MASTL	-2.5085
ALX3	-0.1015
IL1RL1	0.181
ZNF765	-0.7847
C14orf138	-0.1575
SNX10	-1.11266666666667
TAC4	0.26
C1orf64	2.321875
POGK	-0.033125
MAPK9	0.199
ZNF366	3.26
C8orf79	3.1387
CLDN7	1.754375
OR5AT1	0.519
TRIM37	-2.019
LRRC25	2.642
GRHL2	2.1258
TEKT3	1.68825
LASS5	0.000333333333333334
ABCC4	-1.05358333333333
DLG3	0.610375
VGLL1	3.104875
ZFP36L2	2.92216666666667
MFRP	-0.423833333333333
KIAA1799	0.27
FLJ44379	1.102
PCNX	-0.2485
ANXA9	0.139
CYP4V2	1.5204
PIK3C2A	0.78425
SRR	-0.0425
NOL3	-1.03325
IFITM2	1.132
ARNTL2	-1.62775
ZNF595	1.28925
NLRP13	0.14
ASPH	0.361625
CPA2	0.034
PVRIG	-1.993
LEPR	3.60266666666667
C16orf42	-0.0535
SH3BGRL	2.38775
FAM77D	0.796666666666667
FNDC7	0.3645
C9orf6	0.406166666666667
NOTCH2NL	0.494
PGBD1	0.119166666666667
SYNGR2	0.308666666666667
PITPNA	0.073
PRPF4B	-0.4949
SLC43A3	-0.132071428571429
NRBP1	-0.19775
SLC25A22	-0.4245
ILK	0.641625
SLC22A8	0.000166666666666658
MRPS7	-0.38325
PITX2	-2.198
FABP3	0.450375
OR1L1	0.084
LOC728215	0.021
BLID	-1.425
KIAA1217	3.243
TFPT	-0.581
AP4B1	-1.0385
VBP1	-0.915
OR1K1	0.00549999999999999
MORC3	0.56275
BHMT2	1.76683333333333
C3orf10	0.724375
FZD7	2.919
WFDC10A	-0.074
PMS2CL	-0.752875
CCDC32	0.5
FA2H	-1.53875
ALG13	-0.1215
TTLL7	-0.2234
SPOCK3	2.50225
SLC13A2	0.2045
AIM1	2.3315
GPRC6A	0.1885
EGR2	6.76475
MED11	0.4225
WWC1	2.05075
SH3GL3	-3.16025
RIF1	-0.0974285714285714
PRLH	-0.4505
VLDLR	-0.197
DBT	-0.19925
C21orf63	2.4545
CGGBP1	-0.094
KRTAP12-2	-0.051
TADA3L	-0.210375
ZBTB16	3.56925
PDGFB	1.035125
RFX1	0.173625
UQCRB	-0.1966
LOC133874	-0.476
HPS3	-0.183
LGALS3BP	-0.1354
DKFZP564O0823	2.47585714285714
MRFAP1L1	0.880375
HOXA10	-0.176333333333333
NGB	0.4085
KIF21A	-0.913153846153846
IFLTD1	0.5925
LZTS1	-0.564625
ARHGEF3	1.57975
RHBDL3	-0.3195
CSNK1G2	-0.628333333333333
ChGn	0.726625
KIAA1244	1.636
GABRB2	0.0445
MGC72080	-1.8995
CD27	2.848
EGLN1	-1.2634
PEX13	0.67325
RWDD3	0.05925
RNF12	0.194833333333333
GRIN2B	0.191
ADAMTS14	-1.11775
DYDC2	0.139833333333333
ATP6AP1	-0.118
NR1H2	0.0363333333333333
PDK2	0.7075
C3orf17	-0.213833333333333
SLC38A2	-0.591071428571428
SLC25A29	-0.0065
C15orf29	1.0735
ADAM9	0.0704166666666667
TMUB2	0.2825
GPR176	-0.37575
AGK	-0.41
MCCD1	1.17275
NDUFA4	-0.578
TMEM146	0.362
DUSP1	2.918125
UNQ6975	0.5745
EMX2OS	4.215
INSM2	-0.24025
LUZP4	-0.43875
SETD6	-0.45425
P2RY2	2.285
SLC45A2	-1.9505
RABGAP1	0.618833333333333
UBXD5	-0.112125
GPRC5A	-0.0131
PAK3	3.81716666666667
LOC63920	-1.5835
TGFBR1	1.2492
KRTAP6-3	0.58875
SFMBT2	-0.00249999999999999
CDC42	0.437625
C11orf35	-0.174
TTLL2	-0.02375
UACA	1.06666666666667
CD97	-0.1272
SETD5	-0.303875
NINJ2	-0.484
PTER	0.819
POMGNT1	-0.0165
KRTAP4-2	0.057
ECGF1	1.302125
HRB	-0.242454545454545
ATP1B2	-0.046
LOC400506	-1.4975
COL4A3BP	1.0245
C6orf97	0.82725
GRHPR	0.472875
TAS2R1	-0.2135
SEMA7A	-1.6085
EDF1	0.024
ODF2L	0.8786
PCID2	-0.341333333333333
GTF2H4	-1.69233333333333
ZCCHC3	-0.45825
CGB2	-0.00883333333333333
NEUROD1	-0.04975
C20orf75	-0.159
RP5-1054A22.3	2.27483333333333
IFNA5	0.092
ZNF134	-0.0500833333333333
MGC119295	-1.4395
ZSWIM6	-0.119
SMEK1	0.314333333333333
PCGF2	0.17675
C1orf102	2.26775
CYP2A13	2.922
KCNH6	-0.7499
MDM1	0.0681
ALDH7A1	0.148333333333333
C9orf75	-0.65375
VDAC3	-0.342625
OR51T1	0.488
EIF3F	-0.16
KCNJ10	-0.74475
LENG8	-0.34375
EDEM2	0.0714166666666667
CCNJL	-0.467666666666667
DHX37	-1.0075
CRYGN	0.504
AATF	-0.836125
ZNF630	1.003875
E2F5	-0.5215
WFDC13	-0.363
FTSJ3	-0.846333333333333
C4orf33	1.175
LHFPL4	-2.25675
C19orf56	-0.0666666666666667
SMAD4	0.742625
AFM	-0.704833333333333
G0S2	2.28825
FCHSD2	-0.0683
RRP1B	-1.061
EEF1B2	-0.0505
STAT6	1.522
ZNF195	-0.31775
GNL1	-0.212666666666667
ZNRF2	0.503
PER3	0.71775
ASB16	-0.26275
C10orf10	3.4095
ADCY8	-1.6565
C9orf58	1.27266666666667
ARMC10	-0.4425
PSG1	0.391
DHX34	-0.41625
VARS2	-1.184875
NFIC	0.975
ITPR2	1.278
AGXT2	0.389833333333333
OR6K3	0.004
H2AFZ	-1.66658333333333
MLLT3	0.558333333333333
COX4I2	1.89275
CCNT2	-0.32375
PLK4	-3.0775
NUMBL	-0.0926666666666667
MED16	-0.053
PLEKHQ1	1.751
GOSR1	0.4075
BTG4	-0.36225
RPL30	0.327666666666667
IGSF5	-0.676
IGFL2	-0.252333333333333
ELMOD2	0.263833333333333
SHC3	1.14316666666667
HAVCR1	0.1115
DYNC2H1	0.50025
RNF5	-0.265333333333333
C2orf7	-0.43225
NLF1	0.082
KLHL25	0.00425
LRP10	1.2463
KRI1	-1.06475
PUS7L	-0.2545
MGMT	0.98275
HOXD1	-0.595333333333333
CSH1	0.0295
ATG16L2	-1.10325
FLJ44635	1.2255
CHODL	1.87475
EXOSC8	-1.0885
SLC28A1	-0.381
MYO7B	-0.466666666666667
SEH1L	-0.5087
MTNR1A	0.278833333333333
TSPAN5	0.222333333333333
CDC45L	-5.094
AMIGO1	0.9005
ATAD3A	-1.723125
OSGIN2	0.141666666666667
PDIK1L	-0.177666666666667
DARC	4.181625
PIPSL	-0.075
SHMT1	0.08175
CRISP3	0.584
POPDC2	2.411
ZRANB2	-0.572333333333333
FBXL8	-0.12425
TRIP13	-3.98518181818182
EIF5AL1	-0.649
POU5F1P3	-5.56766666666667
IL6	4.10466666666667
CXorf38	-0.7715
IFNA16	-0.245
FBXL2	1.368
BRD1	0.6485
STATH	0.47725
FBXO44	0.364166666666667
MCCC2	-0.818
CDC2	-3.9683
C5orf23	0.744
IVD	0.1585
C10orf122	-0.49
MSL3L1	0.0832000000000001
MVP	0.63825
EPOR	-1.2345
ZMYM1	-0.606166666666667
BCL7C	0.396333333333333
PSTPIP2	1.0003
LYPD1	-2.53125
OR8G5	0.103
ZP3	-0.821833333333333
BCAS4	-0.227416666666667
EDG6	1.76
ISY1	-0.092
PRAMEF2	-1.47875
CUL1	-0.10975
RNF213	0.0026
CCRK	0.73225
DHX9	-0.315625
C13orf29	0.5005
NCKAP1	0.817666666666667
MRPL43	0.790214285714286
XPR1	-0.20925
PKN2	0.5103
PODNL1	0.683
ZNF333	0.43
DALRD3	0.33625
OPN1SW	0.098
BTBD6	0.327
C11orf82	-3.441
OR5P3	0.468
DUSP11	0.56475
L1CAM	-1.1555
NEK11	2.15166666666667
OR7E91P	1.091
CNTN3	2.0287
CREB3L2	0.33375
ZBTB37	0.1105
KIAA1324L	0.2395
NDUFB10	-0.396
NUDT2	0.31025
GTPBP8	-0.352
CACNA1D	0.723375
PRKAA2	-0.46
PRDM8	0.2905
MGC16075	-0.4035
KRT14	3.44828571428571
PP8961	-0.03
MRPL18	-0.13425
ABCG2	-1.42
PACRG	2.5845
BBS2	0.604
KREMEN2	-4.408
FBXO21	0.9055
HNRPUL1	-0.00883333333333334
GRB10	0.1765
CLSTN1	0.670625
LMAN2	0.0172
C17orf61	-0.35525
NIPSNAP3A	0.918
INSIG2	-0.4815
PCDHB7	1.32366666666667
STXBP2	-0.082875
CMAH	1.47316666666667
SEMA5B	-1.0635
ZNF155	-0.113333333333333
COQ6	-0.536
PRPF4	-0.74225
TSPAN15	2.8065
VN1R5	0.48625
LATS2	2.0015
SELK	0.31175
PGK2	-0.1425
MS4A1	-0.53375
TYW3	-0.2882
KRTAP5-1	-0.311
RCCD1	-1.9895
BTN1A1	0.44375
DDX28	0.115
TMEM65	0.368625
LOC92345	0.24075
TTC31	-0.58175
WDR46	-0.863
CHP2	-0.863166666666667
LSP1	0.57825
ZNF542	0.09
EXOSC1	-0.493
ARHGAP18	0.208
LRRTM4	-0.4365
MAOB	3.83233333333333
CACNB4	0.778
MGC33846	0.556
RANBP3L	2.233
ATP5L	0.20475
ONECUT1	-3.1695
NUDT9	0.40125
TMEM149	-0.1355
STX17	0.51675
IGSF10	0.82625
TMPRSS9	0.1935
BMPR2	1.56025
ALLC	0.6995
KLF7	1.064875
GCC1	0.2886
TIMM9	-0.684
CDO1	2.53283333333333
MGC10701	-1.56316666666667
IFI6	0.231333333333333
FRMD8	0.75575
MGAT2	0.00725
WBP5	1.00583333333333
CNIH2	-0.44
KIAA0907	-2.3062
KCNH8	1.9985
CTSG	1.31775
GRIK1	1.00766666666667
CUL5	0.776875
FRMD1	0.0905
OR9A4	1.772
SYT6	-0.94025
FOXD4L2	-0.02475
ANAPC2	-0.386333333333333
OPN5	0.6005
TAF13	-0.24075
LYG2	-0.6325
GGNBP1	0.579
C11orf40	-0.3515
OTX2	-0.845
REG4	0.121
EIF5	-0.226375
PALB2	-1.331
SEPSECS	-0.3992
RNASE3	-0.02875
TRIM49	-1.795
POLR2K	-0.1832
GPR42	0.0475
C8B	-2.46
SASS6	-0.9955
PREB	-0.682166666666666
OR3A3	0.1485
TUBA8	0.6725
IGLV2-14	-1.93525
STIL	-3.63225
ANKFN1	-0.877333333333333
NME7	0.079
HOXC12	-0.74225
UBE2C	-3.567
FHOD1	-1.38825
CDK2AP1	0.645333333333333
OR6K2	-0.115
DHPS	-0.5805
RPL5	0.0291666666666667
TRGV5	-0.074
LOC541472	1.449625
HCCS	-0.0155
DENND1B	1.3435
LHX3	-0.492
OR5D16	0.344
CXorf57	-0.232666666666667
IRF2BP1	0.70575
NDST2	0.3075
LCE3D	-0.1845
BOLL	0.154625
SYT3	-0.3825
PIH1D2	0.7305
C20orf7	-1.11
IL1R2	1.6375
SLAMF9	-0.8045
PPME1	-0.575875
PIK3CA	0.80875
TRAPPC1	-0.156125
COLEC10	-0.5435
SLC9A6	-0.340833333333333
PDDC1	-0.751833333333333
CCDC53	0.618
GK3P	-1.2885
DAZL	-0.84025
BRI3	-0.10325
SDK1	0.724125
CYP2C18	-0.0885
IFI44L	2.16125
RPL3L	0.4655
FUT9	1.1155
KIFC2	-1.37766666666667
PMP2	1.172
SLC4A9	-0.193
PLAG1	-0.686333333333333
MYCBP2	0.7385
OR4E2	0.1725
CCDC65	0.9115
C16orf82	-0.38575
ENTPD4	-0.03675
BRP44L	0.453
PMP22CD	0.12675
TMCO4	1.03666666666667
KCNN1	-0.7375
WDR35	0.209
CCDC80	3.894125
C3orf31	-0.9585
SLC7A9	-1.537
TMEM190	-0.55125
DBC1	1.7245
FADS3	-0.243333333333333
PDZD8	0.5125
GRM5	0.225375
AZGP1	3.9357
PEX3	1.0485
MED1	-0.339857142857143
ATG4C	-0.3045
HNRPH3	-0.54225
FAM109B	1.839
C4orf17	0.2545
CA10	-0.48475
OPRD1	-0.206
CCL16	-1.454
SACM1L	-0.20975
CST6	4.1415
CD63	0.9765625
LGI1	-0.05325
ZNF784	0.013
CRYBB1	-0.9075
CX3CL1	2.87425
TOP2A	-4.757375
GYPB	-3.72316666666667
GADD45GIP1	-1.04875
FEN1	-2.56025
IGF1R	0.484625
WDR72	-1.692
PURG	-0.366333333333333
DEFB126	0.26675
PKD1L1	0.299
CAV1	0.8316
GNPDA2	0.8728
DGAT2	0.783375
NLGN1	-0.243
STRBP	-0.660375
HPRT1	-1.0605
FANCI	-3.766625
PSMA7	-0.50425
DBF4B	-1.21916666666667
TTF1	-0.3285
RAD54L	-4.0895
ELOF1	-0.38525
PLAGL2	-0.725375
ZNF256	-0.09275
HMGCL	-0.151
MSI2	-1.05816666666667
RPESP	2.27933333333333
C11orf60	0.80975
ABCD1	-0.9455
ACAA1	0.3563
SPARCL1	5.325
IL6ST	2.048
ZNF319	1.185
TMEM109	0.7517
FAM90A1	-1.41533333333333
IL22RA1	0.3265
ATP4B	-0.413
TEC	-0.340333333333333
C7orf30	-0.62675
TXNDC2	-0.9315
ABCB4	0.127
KIAA1191	0.71725
C9orf38	-0.009
SFTPB	0.218875
CNTNAP2	-1.58483333333333
FRK	1.4905
TBX19	0.09375
CHD4	-0.1735
C6orf26	-2.73983333333333
MOSC2	1.46325
IKBKE	0.02025
HIF1A	-1.15633333333333
LOC595101	-0.714
RELA	0.407666666666667
TMEM16B	0.0243333333333333
ABHD12B	-2.09675
TSEN34	0.062
KIF18A	-3.957
TXNDC9	0.1285
SPATA2L	-0.047
SEMA4G	-1.421
C21orf91	0.1615
MATN1	-0.4315
KCNIP4	0.403333333333333
TUSC1	2.338875
OR4C15	-0.118
ARMCX6	0.132583333333333
WBSCR27	-1.97
OR52I2	0.378
KIAA1604	0.051
DYNC1I1	0.363875
PPP4C	0.0855
SLC47A2	-0.324666666666667
TREH	0.14625
CD48	1.01083333333333
ST14	1.56166666666667
PKN1	-0.62
SPON2	2.2055
XBP1	2.25533333333333
SFRS12	-0.719166666666667
EFCAB6	1.9845
SELT	0.31175
SLC39A2	1.436
ERF	-0.7825
ARL3	0.395625
SURF6	-0.7543
MLLT10	-0.420333333333333
FLJ11171	0.947
TDGF1	-3.00183333333333
ERCC6	-0.49125
EIF2AK4	1.07875
BAZ1A	-0.3395
LRRN3	0.332833333333333
TMC3	0.157
EFTUD1	-0.1525
PTPRO	0.6165
CLEC12A	1.3855
ACBD4	0.18825
ZDHHC14	0.32225
OTUD7B	0.089875
ACTB	0.79975
MSRA	0.18475
LCE5A	0.0365
IFI35	0.342
BSCL2	-0.172333333333333
ANKRD12	0.69825
CFHR2	0.36475
RGAG1	-0.325
HSFY1	-0.368
SLC30A5	0.223666666666667
IMPG1	0.5165
GPR109A	0.3345
ZNF185	1.265
IYD	0.3055
NPCDR1	0.2935
SERPINA13	-0.261
HMGCLL1	1.101
NEUROG1	0.258166666666667
UBQLN1	-0.1276875
LIN37	-0.1775
SOCS2	1.45975
DSCR4	-1.49
XKR6	1.023
GPR142	0.3605
KRTAP13-3	-0.2745
CCDC15	-0.703833333333333
MOS	0.078
CD1E	-1.4105
OFCC1	-0.0646666666666667
FAM83D	-5.28225
SRFBP1	0.72425
C9orf96	-0.632
DHDH	-1.14125
CCDC90A	-0.803
RABL3	0.43305
CD320	-1.49883333333333
ANGEL2	0.133583333333333
MRPL21	-0.5475
SMG6	0.375166666666667
INSR	1.5026875
FLJ14816	-0.74
GLRB	1.15633333333333
C9orf89	0.26125
CIZ1	-0.35775
URG4	-0.0966666666666667
LRDD	-2.34466666666667
CBY1	1.34033333333333
NFX1	0.063375
MTERFD2	-0.0265714285714286
C19orf23	-0.0055
PGC	-3.063625
IER3IP1	-0.2386
RASAL2	1.21675
C1orf89	-0.3945
SYNJ1	-0.399
NFKBIE	0.014
FLJ40125	-0.698166666666667
TCEB2	-0.8162
NOG	-1.4255
POLR2J2	-0.732166666666667
HLA-B	2.33825
PCDHA1	0.9665
PPP2R2B	0.762
ARHGEF17	0.91
TCF7L2	1.98414285714286
CHD5	-0.2625
ZNF431	-0.283375
TBC1D25	1.273
ZNF800	0.67975
SCUBE2	3.00809090909091
MYCBP	0.3285
GPX5	-0.0505
C6orf129	-1.37683333333333
QSER1	-0.579
ULK2	1.7295
PIGO	-0.068
NRCAM	-2.49578571428571
SLC35E3	-0.034875
CSRP2	-0.25925
HYPE	0.22525
MAPK15	-0.0763333333333333
MGC14327	-0.11625
TIMM13	-0.837333333333333
ZNF462	1.69325
GBA3	0.312
TEX13A	-1.2025
MCM6	-2.047
MTRF1	-1.105
ABCA7	-1.04425
EIF4A2	0.2335
ZC3H10	0.2041
RPGR	0.728333333333333
C20orf94	-0.54275
RP1L1	0.26075
GPR125	0.337571428571429
USP22	0.296785714285714
OR1L4	0.0825
MLZE	1.449
FLJ32065	-0.36375
PTCD1	-0.95175
CRTAC1	1.7635
BXDC2	-0.823
C18orf1	2.0435
FAM107A	4.00942857142857
EFNA3	-0.51925
P18SRP	-0.0297
CAMKK2	0.726416666666667
KIAA0649	-0.55675
NES	0.263666666666667
HS6ST3	1.05775
PON2	-0.171
TCP11L2	1.09475
CLEC4A	1.93675
PRR12	0.0365
MLXIPL	-1.4344
C2orf50	0.363
ZNF28	0.42375
ENC1	0.394166666666667
MAP2K1	-0.440125
FKSG2	1.208
KIAA0430	0.8455
PTP4A1	-0.4575
GPR156	-0.6535
GTF3C6	-0.43175
UBR2	-0.3118
LOC388272	-1.298
MAK	1.65866666666667
ACOT4	1.52475
STC2	0.828833333333333
PIGW	-0.330375
SAE1	-1.068375
COL6A1	0.275954545454545
OAZ1	0.330833333333333
STMN4	0.531666666666667
EDG3	0.348666666666667
SGCE	1.638
IL11	-1.81583333333333
PRSS8	1.92825
YIPF5	1.03825
WNT4	2.632625
CSN2	0.1845
TCF7	-1.589375
TDO2	-0.36875
SAMD9	0.3788125
S100A7A	-0.2525
MMRN1	4.8765
GKAP1	0.35
AKR1C3	0.164625
RNF19A	1.1735
GMDS	-0.56875
YKT6	-0.874875
SPARC	0.4429
C12orf31	-0.53225
UBE2V2	-1.00916666666667
FBXL18	-0.7625
KIAA0460	0.474
ADAM22	-0.789625
SERPINC1	-4.6535
KCTD21	0.3705
MYOHD1	-2.7715
ZNF37A	0.3275
GTF3C1	-0.3055
CTSZ	1.87625
PRNPIP	-0.684
DRD1IP	-0.184
NR1I2	-1.79216666666667
ZNF266	-0.307
SPAG4L	0.0775
COX4NB	-0.52025
SAPS1	1.371
APOA1	-3.969
TATDN1	-0.44
C10orf82	-0.71
KPNB1	-1.15275
FOXO3	1.25208333333333
CRYBB2	-0.346
ZBTB5	-0.604833333333333
SLC25A38	-0.603
DCTN2	0.114666666666667
IFT20	0.1845
CTHRC1	0.581
C1orf31	-1.49
UHRF1	-3.1631875
GPC6	-0.81975
C10orf54	2.9575
MCF2L2	-0.315833333333333
WNT9B	-0.268625
OLA1	-0.530375
FAM120B	0.585
TTLL10	0.288
CYorf15A	-4.41375
RELN	-0.4297
SCN2B	2.56
MFHAS1	-1.046
NKX3-2	-1.68333333333333
RASGRF2	-0.3195
SSBP1	-1.27216666666667
KPNA6	-0.224
LOC389118	-0.001
HS3ST4	1.3688
SUPT7L	-0.380125
FLJ32658	-0.9395
IGFBPL1	-0.73225
KIAA1641	-0.9255
SHKBP1	-0.579666666666667
CSF1R	4.44875
NAGK	0.79925
MYL2	1.67375
HIST1H4C	-1.81066666666667
TOMM7	-0.35125
ADAMTSL3	3.6572
TNFSF14	-0.51175
PRRT2	-2.11525
VTA1	0.13425
AOAH	3.22083333333333
CRISPLD2	2.72085714285714
PNN	-1.2278
TA-NFKBH	-0.2545
ESPN	-0.613
RBM43	-0.0375
KIAA1267	0.315875
DDX3X	1.04172222222222
KIAA1576	-3.8515
PLXDC1	4.0895
FLJ25801	-4.4275
HNRNPL	-0.148
RUNDC3A	0.0455
CASP12	2.0875
SH2D5	-1.6425
RPL26L1	-0.9225
OR51A7	-0.08525
HDC	3.531
C2orf16	-0.228833333333333
SYTL3	2.246875
GOLGA4	0.58075
NOTCH1	0.1485
ATPAF2	-0.14
ECD	0.07125
SSX5	-1.54666666666667
SNAP91	0.13875
OCA2	-2.10425
PNPO	0.257
DAPK1	0.34
PINX1	-0.4905
SELENBP1	1.051375
NEK3	-0.575916666666667
TMED4	0.224571428571429
SSTR4	-0.35
FOSL1	-1.3464
CD40LG	0.6935
CES1	0.976416666666667
DCI	-0.640666666666667
B3GAT3	-0.699333333333333
STK17B	0.95475
CNTN6	1.7175
CYP3A4	-0.49
MBOAT2	-0.249571428571429
PISD	0.098875
USP1	-0.83875
PYDC1	0.389333333333333
CENPM	-3.06475
SAR1B	0.226
TTC7B	-0.06925
DP58	-0.171
GPC1	-0.11925
RBL1	-2.224625
TMEM137	-2.53783333333333
TOB1	1.504
TCEAL1	2.1275
CENPF	-4.22527272727273
C6	3.04466666666667
PRSS1	-4.40975
PPIL6	1.45416666666667
C6orf124	0.7245
ODZ4	0.103666666666667
SNCB	-0.749
NDUFB9	-0.4275
CNOT6L	1.21316666666667
S100A9	2.6055
TRIM50	-0.569
KCTD1	2.0842
WDR63	0.78
SPEF2	1.697
RNGTT	-0.033
CXorf22	0.457
KCNK16	-0.01075
CEP250	-2.00275
ATPBD1B	-0.7685
KCNJ2	4.21375
MT1B	1.161
ZNF684	-0.004
SLC4A1	0.667
PDHA1	-0.899
ZNF492	0.133
TKT	-1.7635
BYSL	-0.75175
RNF38	0.758375
AHDC1	0.2575
KLHL2	1.089875
CMTM8	1.2425
DMP1	-1.154
HERPUD2	0.627
CRTAM	2.6775
ZNF572	-0.9645
TMEM16J	-1.2455
HSD17B2	-0.915
UBE2G1	-0.33075
AHSA2	-2.8575
PELI2	1.326
TPX2	-4.873875
ATP9B	1.15933333333333
DAZAP1	-0.593
HMGCS2	2.83283333333333
C17orf38	0.314
B9D1	-0.198625
NKX2-5	-1.18383333333333
KIAA1276	1.068
LILRB2	2.8305
CSTF1	-0.552333333333333
BTN2A1	-0.240333333333333
C15orf48	3.43575
IGF2BP3	-4.45725
FAM113B	-0.0375
HRG	-0.1
ZNF131	-0.37075
USP47	0.815071428571429
CCDC88B	-0.984
HCN1	1.1316
HTN1	-0.449333333333333
SYCP3	-0.75675
C13orf23	-0.9065
PAPOLA	-0.115125
AATK	-0.7224
MSH3	0.0675
NDUFAB1	-1.146
ITLN2	-0.922833333333334
BAK1	-0.913666666666667
MRPL45	-0.349166666666667
MTNR1B	-0.192833333333333
LOC645843	0.053
SPECC1L	0.355625
PGCP	2.10925
SPN	-0.887125
GPR143	0.754333333333333
ZNF576	-0.018
TMEM39A	0.2849
ATP5D	-0.788333333333333
MAGEB3	-0.738
RPS5	-0.0201666666666667
ANP32E	-0.913642857142857
MTMR1	0.009
YEATS4	-0.6945
SYNGAP1	-0.54175
PCOLCE	0.2495
MNS1	0.52425
PCYT2	-0.880333333333333
ZNF182	-1.59425
LAX1	0.5335
SPPL2B	-0.307
ELOVL5	1.1209
PCDHAC1	-0.1015
B4GALNT1	-1.63266666666667
BLOC1S2	0.6775
ZNF673	-0.0623
ARHGAP21	0.632666666666667
IRX5	2.55125
LRFN5	1.96333333333333
FAM7A1	-0.29225
RAB19	-0.1475
GINS1	-2.98225
ITM2B	1.8494
PAPSS2	1.074
OR5BF1	-0.032
ACSL3	-0.354625
KIAA1919	-0.652083333333333
GLT8D2	3.247
UTRN	1.46242857142857
CNN1	4.17475
HISPPD2A	0.115166666666667
SDAD1	0.1735
SIGLEC9	0.876
RPL35	-0.419357142857143
C22orf26	0.566
IMPDH2	-0.4235
WDR69	0.1505
SEC14L5	0.534166666666667
CLTA	0.21225
RP11-529I10.4	0.16825
GPR37L1	0.159666666666667
OGDH	-0.00475
ASB13	0.409333333333333
ZFP14	-0.01475
ZCRB1	-0.359666666666667
KPNA3	0.64875
HSPA1L	0.861
RHOC	0.75175
LOC554175	0.51925
PPP3CA	1.2184
SLC1A7	-0.2456
ZNF529	-0.285666666666667
RBED1	0.1445
DDB2	-0.64525
FLJ11286	-0.0388333333333333
SPATA1	0.8245
MKNK1	0.794333333333333
DYSF	1.38933333333333
ALKBH2	-0.29425
NKD1	-3.722
C1orf174	-0.12225
PLEKHO1	0.474833333333333
ASB10	-0.14175
RING1	0.15
NPC2	1.2
AVPR1B	0.204
YTHDF1	-0.00866666666666666
LMAN1L	-0.045
GSG2	-3.6655
CEP170	-0.7673
RPS4Y2	-5.7135
MSH6	-1.199
HECTD2	0.354166666666667
ZNF556	-3.085
PLEKHC1	0.8517
AIRE	-0.0233333333333333
BCL2L10	2.55775
LMOD3	0.546666666666667
ZBTB8	0.0988
FOXA2	-3.7399
SLCO2A1	2.392625
C3orf46	-0.137
PRDM16	1.09183333333333
TMEM98	1.69125
FRMD5	-1.418
PDE6C	0.0335
C1orf216	-0.219833333333333
EP400	-0.256
PTK2	0.0200833333333333
RNF217	1.2735
NDUFA8	-0.3995
ZFAT1	0.12975
LAMP3	1.40166666666667
GLTSCR2	1.30275
NPW	-1.941
LLGL2	-1.0768
PPM1K	0.1885
C20orf177	-0.783
KIR2DL4	0.3196
NFKB2	0.159
C21orf122	-0.2215
HESX1	-0.64575
GPR114	1.02333333333333
SLC25A35	-0.737166666666667
GNAT1	-0.36725
ORAI3	-0.0385
FAM76B	-0.482125
TMEM99	0.2542
TRIM29	2.3833
CDS1	2.6605
RHEB	-0.2243
C4orf27	-0.122
RAB3A	-1.00025
OTUD6B	-0.5015
GPD1	2.231375
CDH15	-1.56983333333333
NPM1	-0.802857142857143
TMEM117	0.351
PRPS2	-0.450916666666667
GCK	-0.434
ADRA2A	4.23333333333333
TSPYL4	0.871666666666667
TASP1	0.43125
WDR19	0.592
C10orf38	0.06525
PDE4C	-0.7205
FYB	0.516166666666667
C1orf55	0.213
PPFIA3	-1.3035
RAD18	-0.65325
C12orf44	0.148333333333333
CRYBA4	-0.1485
HVCN1	1.10175
TAF10	-0.575166666666667
C16orf48	-0.224833333333333
DEPDC5	0.7015
LTBP1	-0.6925
MAPRE1	-0.046125
FGF8	-0.468
C3orf52	0.759125
SENP7	0.275
LRRK2	2.03875
RUNDC2A	0.2415
KIAA0355	0.822833333333333
CPEB1	-0.3785
PPEF2	0.2025
ABI2	-0.1895
KIAA0317	0.12325
ATF1	-0.212333333333333
DYNC1H1	0.08525
DIP	0.09325
TMEM33	0.504
POLDIP3	0.40975
C7orf24	-0.50775
GPR171	2.09925
CDC6	-4.3275
PLD1	0.2193
ITFG2	-0.4048
NDUFC1	0.13225
AKNA	-0.659
NBR1	0.69675
PKHD1	0.692428571428572
HPS4	-0.6562
MAFA	-0.32975
ULBP3	0.02625
DIRC1	0.71
IMMT	-0.78675
C22orf13	-0.0654166666666667
CEL	-0.03575
MARK3	-0.2705
ADAMTS2	1.40508333333333
ARPC3	-0.125666666666667
TMEM10	0.265625
NPHS1	-0.12525
BRD8	-0.439
WDR12	-1.55875
IDI2	0.332625
HOXD13	-1.462
OR8G2	-0.7655
SLAIN1	0.0145
GABRQ	-0.163
NR2C2	-1.3465
NKTR	-0.9793
TLE2	1.7405
KIAA0892	-0.5305
AURKA	-4.279
GPRC5C	-0.0348333333333333
TBC1D9B	0.437125
PNPLA6	-0.507833333333333
AP3B1	-0.12025
NAG	-0.049375
C11orf68	-0.509
AKR7A3	0.37875
AHCYL1	0.139916666666667
COP1	0.724166666666667
RPP14	-0.0134166666666667
PCDHB18	0.9695
CDH24	-0.2665
KRT17	3.0614
LACTB2	-0.51575
DDX24	0.8338
PHACTR1	-2.381
SLC35E2	-0.6425
LOXL1	-0.238
IQSEC2	0.30075
RGSL1	0.0235
PCDHGC5	0.1765
