Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
MCCC2	-0.69175
CDC2	-4.0078
C5orf23	0.14025
IVD	0.372333333333333
C10orf122	-0.96425
MSL3L1	0.2641
MVP	-0.213
EPOR	-0.5019
ZMYM1	-0.225666666666667
BCL7C	0.391666666666667
PSTPIP2	1.3045
LYPD1	-2.683875
OR8G5	0.3035
ZP3	-0.0241666666666667
BCAS4	-0.310416666666667
EDG6	1.6085
ISY1	-0.28975
PRAMEF2	-1.8055
CUL1	-0.013375
RNF213	-0.3269
CCRK	0.77075
DHX9	-0.34575
C13orf29	-1.264
NCKAP1	1.29016666666667
MRPL43	0.5695
XPR1	-0.61375
PKN2	0.3652
PODNL1	1.042
ZNF333	0.727
DALRD3	0.66825
OPN1SW	-0.1
BTBD6	0.46325
C11orf82	-3.328
OR5P3	-0.483
DUSP11	0.5915
L1CAM	-1.601
NEK11	2.39583333333333
OR7E91P	1.0395
CNTN3	2.7152
CREB3L2	-0.38575
ZBTB37	-0.1645
KIAA1324L	0.31025
NDUFB10	-0.377833333333333
NUDT2	-0.39525
GTPBP8	-0.58725
CACNA1D	1.511625
PRKAA2	-0.1245
PRDM8	0.0135
MGC16075	-0.881666666666667
KRT14	3.16307142857143
PP8961	0.136
MRPL18	-0.0875
ABCG2	-0.37175
PACRG	3.324
BBS2	1.027
KREMEN2	-4.0705
FBXO21	0.81
HNRPUL1	0.0773333333333333
GRB10	0.8685
CLSTN1	0.70575
LMAN2	-0.0583
C17orf61	-0.4505
NIPSNAP3A	0.76375
INSIG2	-0.394833333333333
PCDHB7	1.62516666666667
STXBP2	0.235375
CMAH	1.14075
SEMA5B	-1.08625
ZNF155	0.5855
COQ6	0.0153333333333333
PRPF4	-0.96225
TSPAN15	2.4179
VN1R5	0.53675
LATS2	0.55625
SELK	0.35625
PGK2	-0.43525
MS4A1	0.241
TYW3	-0.249
KRTAP5-1	-0.135
RCCD1	-1.53266666666667
BTN1A1	0.42325
DDX28	-0.41975
TMEM65	0.238
LOC92345	-0.2795
TTC31	-0.246
WDR46	-0.7135
CHP2	-0.586666666666667
LSP1	0.18425
ZNF542	0.3395
EXOSC1	-0.32075
ARHGAP18	-0.624833333333333
LRRTM4	-0.384625
MAOB	4.05008333333333
CACNB4	1.45125
MGC33846	1.1985
RANBP3L	3.751375
ATP5L	0.322875
ONECUT1	-3.343
NUDT9	0.342
TMEM149	-0.089
STX17	0.586
IGSF10	0.209
TMPRSS9	-0.0115
BMPR2	1.18333333333333
ALLC	-0.1365
KLF7	0.247
GCC1	0.5691
TIMM9	-0.21075
CDO1	2.809
MGC10701	-0.161
IFI6	1.3375
FRMD8	0.62375
MGAT2	-0.218
WBP5	0.3925
CNIH2	-0.782
KIAA0907	-0.9002
KCNH8	3.116
CTSG	-0.92875
GRIK1	2.15516666666667
CUL5	0.704625
FRMD1	0.1935
OR9A4	-0.127
SYT6	-1.17625
FOXD4L2	1.45075
ANAPC2	0.1905
OPN5	0.1975
TAF13	-0.56975
LYG2	-0.49225
GGNBP1	-0.588
C11orf40	-0.024
OTX2	-1.529
REG4	-0.308666666666667
EIF5	0.03975
PALB2	-1.08425
SEPSECS	-0.0794
RNASE3	-0.34975
TRIM49	-2.0315
POLR2K	-0.4083
GPR42	-0.1705
C8B	-2.6685
SASS6	-0.994
PREB	-0.726833333333333
OR3A3	0.315
TUBA8	0.443
IGLV2-14	-0.5295
STIL	-3.14725
ANKFN1	-0.681166666666667
NME7	0.29475
HOXC12	0.1595
UBE2C	-4.08425
FHOD1	-1.347125
CDK2AP1	-0.1495
OR6K2	-0.08125
DHPS	-0.27725
RPL5	0.630666666666667
TRGV5	-0.154
LOC541472	0.248375
HCCS	-0.5081
DENND1B	1.084
LHX3	0.4125
OR5D16	0.0715
CXorf57	0.161166666666667
IRF2BP1	1.13475
NDST2	0.215
LCE3D	-0.1915
BOLL	0.03175
SYT3	-0.95325
PIH1D2	0.34225
C20orf7	-1.053
IL1R2	0.267
SLAMF9	-0.825
PPME1	-0.802375
PIK3CA	0.639
TRAPPC1	-0.005375
COLEC10	-0.782
SLC9A6	-0.215166666666667
PDDC1	-0.460666666666667
CCDC53	0.31525
GK3P	-1.392
DAZL	-0.83625
BRI3	-0.211
SDK1	0.36675
CYP2C18	0.03725
IFI44L	4.246875
RPL3L	0.39
FUT9	1.58316666666667
KIFC2	-1.1285
PMP2	-0.39275
SLC4A9	0.179
PLAG1	-1.11783333333333
MYCBP2	0.813333333333333
OR4E2	0.1115
CCDC65	1.14275
C16orf82	-0.17575
ENTPD4	-0.24575
BRP44L	0.341625
PMP22CD	0.01525
TMCO4	1.627
KCNN1	-0.476
WDR35	-0.2685
CCDC80	1.88525
C3orf31	-0.9375
SLC7A9	-0.99225
TMEM190	-1.84575
DBC1	0.66
FADS3	-0.989666666666667
PDZD8	-0.2705
GRM5	-0.2165
AZGP1	4.0912
PEX3	0.974
MED1	-0.431214285714286
ATG4C	-0.424666666666667
HNRPH3	-0.351375
FAM109B	1.416
C4orf17	0.1135
CA10	0.061
OPRD1	-0.0525
CCL16	-1.40975
SACM1L	0.41125
CST6	4.015
CD63	0.182
LGI1	0.88125
ZNF784	0.115
CRYBB1	-1.698
CX3CL1	2.40735
TOP2A	-4.91475
GYPB	-4.40516666666667
GADD45GIP1	-1.021
FEN1	-2.689375
IGF1R	0.5744375
WDR72	-2.214
PURG	-0.0581666666666667
DEFB126	0.33775
PKD1L1	0.544
CAV1	0.2064
GNPDA2	1.0705
DGAT2	0.65025
NLGN1	-1.37575
STRBP	-0.563375
HPRT1	-1.55833333333333
FANCI	-3.8385
PSMA7	-0.855375
DBF4B	-0.918166666666667
TTF1	-0.32375
RAD54L	-4.004
ELOF1	-0.2105
PLAGL2	-0.832375
ZNF256	0.12225
HMGCL	0.34825
MSI2	-1.38233333333333
RPESP	1.71916666666667
C11orf60	0.87875
ABCD1	-1.0115
ACAA1	0.6151
SPARCL1	5.94921428571429
IL6ST	1.0273
ZNF319	0.9225
TMEM109	0.6392
FAM90A1	-0.801333333333333
IL22RA1	0.464
ATP4B	0.124
TEC	-0.6805
C7orf30	-1.04125
TXNDC2	-1.2015
ABCB4	-0.61525
KIAA1191	0.971125
C9orf38	-0.2195
SFTPB	0.120625
CNTNAP2	-1.71675
FRK	1.144
TBX19	0.84
CHD4	-0.1215
C6orf26	-1.73366666666667
MOSC2	1.82475
IKBKE	0.046
HIF1A	-1.35583333333333
LOC595101	-0.258
RELA	0.144166666666667
TMEM16B	0.254333333333333
ABHD12B	-1.70025
TSEN34	0.172
KIF18A	-3.8835
TXNDC9	0.0178333333333333
SPATA2L	0.065
SEMA4G	-1.1005
C21orf91	-0.359375
MATN1	-0.2965
KCNIP4	0.07
TUSC1	2.31875
OR4C15	0.1535
ARMCX6	0.731166666666667
WBSCR27	-2.084
OR52I2	-0.355
KIAA1604	0.0235
DYNC1I1	1.02825
PPP4C	-0.212
SLC47A2	0.297
TREH	-0.216375
CD48	1.56283333333333
ST14	1.22883333333333
PKN1	-0.6235
SPON2	1.199
XBP1	2.11858333333333
SFRS12	-0.54
EFCAB6	3.06575
SELT	-0.1085
SLC39A2	1.1295
ERF	-1.4635
ARL3	0.411375
SURF6	-0.1144
MLLT10	-0.0754285714285714
FLJ11171	0.631833333333333
TDGF1	-3.73683333333333
ERCC6	-0.1095
EIF2AK4	0.5495
BAZ1A	-0.458333333333333
LRRN3	1.361
TMC3	0.137
EFTUD1	-0.25925
PTPRO	0.295666666666667
CLEC12A	0.38525
ACBD4	0.46225
ZDHHC14	0.253125
OTUD7B	-0.107375
ACTB	0.1018125
MSRA	0.246875
LCE5A	0.0595
IFI35	0.29875
BSCL2	0.0116666666666667
ANKRD12	0.781583333333333
CFHR2	0.50025
RGAG1	0.112666666666667
HSFY1	0.0325
SLC30A5	0.25125
IMPG1	0.61
GPR109A	0.266
ZNF185	1.94825
IYD	0.772
NPCDR1	0.776
SERPINA13	-0.13
HMGCLL1	1.41775
NEUROG1	0.0493333333333333
UBQLN1	-0.456125
LIN37	0.321
SOCS2	1.004375
DSCR4	-2.071625
XKR6	0.91575
GPR142	0.1065
KRTAP13-3	0.6805
CCDC15	-0.501333333333333
MOS	0.473
CD1E	-0.309
OFCC1	-0.135166666666667
FAM83D	-5.616
SRFBP1	0.25275
C9orf96	-0.166
DHDH	-0.6385
CCDC90A	-1.083
RABL3	0.3919
CD320	-1.7675
ANGEL2	0.27825
MRPL21	-0.61075
SMG6	0.597
INSR	1.6726875
FLJ14816	-0.551
GLRB	0.249166666666667
C9orf89	-0.06375
CIZ1	-0.119
URG4	-0.0131666666666667
LRDD	-1.66316666666667
CBY1	1.37016666666667
NFX1	0.2585
MTERFD2	0.489785714285714
C19orf23	-0.026
PGC	-2.880375
IER3IP1	0.0657
RASAL2	0.498083333333333
C1orf89	0.0015
SYNJ1	-0.410125
NFKBIE	0.22825
FLJ40125	-0.0836666666666667
TCEB2	-0.4165
NOG	-1.428
POLR2J2	-0.399666666666667
HLA-B	2.2605
PCDHA1	1.085
PPP2R2B	1.23375
ARHGEF17	1.04333333333333
TCF7L2	1.70414285714286
CHD5	-0.122166666666667
ZNF431	0.04775
TBC1D25	0.796
ZNF800	0.217
SCUBE2	4.02863636363636
MYCBP	0.194166666666667
GPX5	-0.219
C6orf129	-1.341
QSER1	-0.577166666666667
ULK2	2.07075
PIGO	0.0593333333333333
NRCAM	-3.25107142857143
SLC35E3	0.2935
CSRP2	0.67275
HYPE	0.1235
MAPK15	-0.129666666666667
MGC14327	0.163
TIMM13	-0.811333333333333
ZNF462	1.8835
GBA3	-0.000499999999999994
TEX13A	-0.516
MCM6	-1.83955555555556
MTRF1	-0.66075
ABCA7	-1.0865
EIF4A2	0.743
ZC3H10	0.9454
RPGR	0.154666666666667
C20orf94	-0.66125
RP1L1	-0.025
GPR125	0.563125
USP22	0.241142857142857
OR1L4	0.0375
MLZE	0.8575
FLJ32065	-0.0075
PTCD1	-0.52125
CRTAC1	3.50416666666667
BXDC2	-1.1005
C18orf1	1.705
FAM107A	2.34721428571429
EFNA3	0.21875
P18SRP	0.073
CAMKK2	0.382833333333333
KIAA0649	-0.029
NES	0.237666666666667
HS6ST3	-0.941625
PON2	-0.06175
TCP11L2	0.083
CLEC4A	1.886
PRR12	0.3585
MLXIPL	-1.0183
C2orf50	0.716
ZNF28	0.705
ENC1	0.876
MAP2K1	-0.517625
FKSG2	1.139
KIAA0430	1.59425
PTP4A1	-1.59455555555556
GPR156	-0.6835
GTF3C6	-0.8425
UBR2	0.065
LOC388272	-1.26675
MAK	0.6885
ACOT4	1.653
STC2	1.11116666666667
PIGW	-1.107625
SAE1	-1.29725
COL6A1	-0.586409090909091
OAZ1	-0.100166666666667
STMN4	1.22266666666667
EDG3	0.223
SGCE	1.53633333333333
IL11	-3.058
PRSS8	1.856125
YIPF5	0.6735
WNT4	2.3335
CSN2	0.00650000000000001
TCF7	-1.13325
TDO2	-0.52925
SAMD9	0.2568125
S100A7A	-0.4235
MMRN1	4.44683333333333
GKAP1	0.6875
AKR1C3	-0.446375
RNF19A	0.201
GMDS	-0.70075
YKT6	-1.359125
SPARC	-0.5451
C12orf31	-0.70025
UBE2V2	-1.13583333333333
FBXL18	-0.797333333333333
KIAA0460	0.559
ADAM22	-1.05514285714286
SERPINC1	-4.8335
KCTD21	0.9585
MYOHD1	-2.32825
ZNF37A	0.688
GTF3C1	-0.4635
CTSZ	1.49275
PRNPIP	-0.275875
DRD1IP	-0.2625
NR1I2	-1.80883333333333
ZNF266	0.2926
SPAG4L	0.349
COX4NB	-0.90075
SAPS1	1.22766666666667
APOA1	-3.556375
TATDN1	-0.0685
C10orf82	0.20675
KPNB1	-0.953
FOXO3	0.863
CRYBB2	-0.1325
ZBTB5	0.141666666666667
SLC25A38	0.0005
DCTN2	0.0808333333333333
IFT20	0.3515
CTHRC1	-1.3075
C1orf31	-1.183
UHRF1	-3.5369375
GPC6	-0.9555
C10orf54	2.24575
MCF2L2	-0.2335
WNT9B	-0.052
OLA1	0.043625
FAM120B	0.41875
TTLL10	0.195
CYorf15A	-5.65325
RELN	-0.4705
SCN2B	3.04783333333333
MFHAS1	-1.26975
NKX3-2	-1.99
RASGRF2	-0.5115
SSBP1	-1.411
KPNA6	-0.660428571428571
LOC389118	-0.2665
HS3ST4	2.0207
SUPT7L	-0.1605
FLJ32658	-1.65175
IGFBPL1	-1.33475
KIAA1641	-0.6715
SHKBP1	-0.592833333333333
CSF1R	4.3845
NAGK	0.5925
MYL2	1.8765
HIST1H4C	-2.7535
TOMM7	-0.026625
ADAMTSL3	2.4236
TNFSF14	-0.059
PRRT2	-0.20725
VTA1	-0.04675
AOAH	3.08
CRISPLD2	1.44328571428571
PNN	-0.9858
TA-NFKBH	-0.1235
ESPN	-0.93825
RBM43	0.5345
KIAA1267	0.631
DDX3X	0.203166666666667
KIAA1576	-4.96675
PLXDC1	3.90683333333333
FLJ25801	-4.78025
HNRNPL	-0.11225
RUNDC3A	-0.0661666666666667
CASP12	1.4085
SH2D5	-1.707875
RPL26L1	-1.0095
OR51A7	-0.04575
HDC	1.9565
C2orf16	-0.124
SYTL3	2.586875
GOLGA4	0.3416875
NOTCH1	0.257666666666667
ATPAF2	0.04675
ECD	-0.02525
SSX5	-1.49366666666667
SNAP91	0.3465
OCA2	-0.578
PNPO	-0.0306666666666666
DAPK1	-0.7785
PINX1	-0.3225
SELENBP1	1.525875
NEK3	0.236916666666667
TMED4	0.212214285714286
SSTR4	-0.446
FOSL1	-3.0188
CD40LG	0.3925
CES1	0.777833333333333
DCI	-0.178666666666667
B3GAT3	-0.4655
STK17B	-0.18475
CNTN6	1.6225
CYP3A4	-1.12033333333333
MBOAT2	0.367357142857143
PISD	0.207625
USP1	-0.431
PYDC1	0.062
CENPM	-2.917625
SAR1B	-0.36875
TTC7B	-0.246375
DP58	0.17
GPC1	-0.0855
RBL1	-2.3335
TMEM137	-1.3345
TOB1	1.05183333333333
TCEAL1	1.37483333333333
CENPF	-4.30809090909091
C6	4.40816666666667
PRSS1	-4.17275
PPIL6	1.5685
C6orf124	1.4415
ODZ4	-0.241833333333333
SNCB	-0.9065
NDUFB9	-0.373125
CNOT6L	1.23833333333333
S100A9	-0.417833333333333
TRIM50	-0.206
KCTD1	2.2191
WDR63	0.3355
SPEF2	2.48675
RNGTT	-0.265833333333333
CXorf22	-0.21
KCNK16	-0.09975
CEP250	-1.959375
ATPBD1B	-0.92025
KCNJ2	4.149
MT1B	-0.8795
ZNF684	0.624
SLC4A1	-0.1275
PDHA1	-0.865
ZNF492	0.3825
TKT	-1.59825
BYSL	-1.209625
RNF38	0.931375
AHDC1	0.161
KLHL2	1.576375
CMTM8	1.55125
DMP1	-0.9405
HERPUD2	0.30875
CRTAM	2.14716666666667
ZNF572	0.657
TMEM16J	-0.7575
HSD17B2	0.6135
UBE2G1	0.2395
AHSA2	-0.84825
PELI2	0.922
TPX2	-4.831375
ATP9B	1.28766666666667
DAZAP1	-1.136
HMGCS2	3.37966666666667
C17orf38	0.3705
B9D1	-0.521
NKX2-5	-0.603166666666667
KIAA1276	0.47675
LILRB2	2.883
CSTF1	-0.640333333333333
BTN2A1	0.251333333333333
C15orf48	3.32875
IGF2BP3	-4.311
FAM113B	0.880166666666667
HRG	-0.411714285714286
ZNF131	-0.2865
USP47	1.43264285714286
CCDC88B	-0.458875
HCN1	-0.3382
HTN1	-0.687333333333333
SYCP3	0.07375
C13orf23	-0.7801
PAPOLA	-0.179375
AATK	-0.6494
MSH3	-0.310666666666667
NDUFAB1	-1.23075
ITLN2	-1.35416666666667
BAK1	-1.07116666666667
MRPL45	-0.0281666666666667
MTNR1B	-0.263166666666667
LOC645843	-0.5575
SPECC1L	0.56025
PGCP	1.788
SPN	-1.173
GPR143	0.670833333333333
ZNF576	0.0605
TMEM39A	0.2873
ATP5D	-0.233
MAGEB3	-1.071
RPS5	0.251833333333333
ANP32E	-1.51071428571429
MTMR1	0.001
YEATS4	-0.63925
SYNGAP1	-0.4195
PCOLCE	-0.748166666666667
MNS1	0.35325
PCYT2	-0.355833333333333
ZNF182	-0.65125
LAX1	1.040625
SPPL2B	-0.2539
ELOVL5	0.515
PCDHAC1	0.022
B4GALNT1	-1.47033333333333
BLOC1S2	0.277625
ZNF673	-0.0504
ARHGAP21	0.433833333333333
IRX5	2.916375
LRFN5	1.72166666666667
FAM7A1	0.19125
RAB19	0.2025
GINS1	-3.1445
ITM2B	1.7071
PAPSS2	0.93375
OR5BF1	-0.115
ACSL3	0.222
KIAA1919	-0.716916666666667
GLT8D2	3.522375
UTRN	1.02814285714286
CNN1	4.338
HISPPD2A	0.3015
SDAD1	-0.18475
SIGLEC9	-0.166166666666667
RPL35	-0.132785714285714
C22orf26	0.2665
IMPDH2	0.097125
WDR69	-0.8445
SEC14L5	0.263
CLTA	0.14275
RP11-529I10.4	-0.01025
GPR37L1	0.049
OGDH	-0.161333333333333
ASB13	0.535833333333333
ZFP14	1.698
ZCRB1	-0.230333333333333
KPNA3	-0.34325
HSPA1L	1.47475
RHOC	0.492125
LOC554175	-0.23075
PPP3CA	1.0964
SLC1A7	-0.0563
ZNF529	0.234
RBED1	0.9835
DDB2	-0.68475
FLJ11286	0.2085
SPATA1	0.4425
MKNK1	0.375
DYSF	0.572333333333333
ALKBH2	0.04825
NKD1	-3.44683333333333
C1orf174	-0.07825
PLEKHO1	0.134833333333333
ASB10	-0.2265
RING1	-0.0065
NPC2	0.644875
AVPR1B	0.021
YTHDF1	-0.36375
LMAN1L	0.0265
GSG2	-3.5785
CEP170	-1.0748
RPS4Y2	-5.36875
MSH6	-1.3695
HECTD2	0.475166666666667
ZNF556	-1.24716666666667
PLEKHC1	0.355
AIRE	-0.0961666666666667
BCL2L10	2.2835
LMOD3	0.120666666666667
ZBTB8	0.0746
FOXA2	-4.0831
SLCO2A1	2.62275
C3orf46	0.184
PRDM16	0.936166666666667
TMEM98	1.71125
FRMD5	-1.56
PDE6C	-0.049
C1orf216	-0.323166666666667
EP400	-0.437357142857143
PTK2	0.03575
RNF217	0.35975
NDUFA8	-0.3715
ZFAT1	0.27225
LAMP3	1.78066666666667
GLTSCR2	1.858125
NPW	-1.981
LLGL2	-0.961
PPM1K	0.556166666666667
C20orf177	0.26
KIR2DL4	0.1537
NFKB2	0.02075
C21orf122	0.200333333333333
HESX1	0.13925
GPR114	0.899
SLC25A35	-0.292166666666667
GNAT1	-0.0245
ORAI3	0.411
FAM76B	0.128625
TMEM99	0.2792
TRIM29	2.704
CDS1	1.933
RHEB	-0.6142
C4orf27	-0.253666666666667
RAB3A	-0.70175
OTUD6B	-0.63825
GPD1	2.775875
CDH15	-1.50016666666667
NPM1	-0.702785714285714
TMEM117	0.183
PRPS2	-0.4835
GCK	-0.973
ADRA2A	4.7285
TSPYL4	0.8245
TASP1	0.59
WDR19	0.67575
C10orf38	-0.04175
PDE4C	-0.641
FYB	0.0570833333333333
C1orf55	-0.463166666666667
PPFIA3	-0.91475
RAD18	-0.83925
C12orf44	-0.176166666666667
CRYBA4	-0.5745
HVCN1	1.1425
TAF10	-0.633333333333333
C16orf48	0.035
DEPDC5	0.823833333333333
LTBP1	-2.0135
MAPRE1	-0.608125
FGF8	-0.0335
C3orf52	0.748625
SENP7	0.8995
LRRK2	1.27
RUNDC2A	0.113
KIAA0355	0.777833333333333
CPEB1	-0.8275
PPEF2	0.145
ABI2	-0.318333333333333
KIAA0317	-0.037625
ATF1	-0.140833333333333
DYNC1H1	-0.047875
DIP	0.11325
TMEM33	0.00994444444444441
POLDIP3	0.72175
C7orf24	-0.315
GPR171	1.99225
CDC6	-4.42533333333333
PLD1	0.3948
ITFG2	0.4992
NDUFC1	0.104
AKNA	-0.67725
NBR1	1.1265
PKHD1	1.379125
HPS4	-0.1626
MAFA	-0.2985
ULBP3	-0.464
DIRC1	1.173
IMMT	-0.794
C22orf13	0.0995
CEL	-0.24425
MARK3	-0.15525
ADAMTS2	0.77625
ARPC3	-0.5035
TMEM10	0.044125
NPHS1	-0.32875
BRD8	0.024
WDR12	-1.44175
IDI2	0.18875
HOXD13	-1.547
OR8G2	-0.90675
SLAIN1	0.0355
GABRQ	-0.7485
NR2C2	-1.07925
NKTR	-0.0451
TLE2	1.727
KIAA0892	-0.416166666666667
AURKA	-3.866
GPRC5C	0.289
TBC1D9B	0.17225
PNPLA6	-0.244833333333333
AP3B1	-0.224
NAG	0.229
C11orf68	-0.14425
AKR7A3	0.9015
AHCYL1	-0.0415833333333333
COP1	0.894166666666667
RPP14	-0.141166666666667
PCDHB18	1.01825
CDH24	-0.1545
KRT17	2.9593
LACTB2	-0.867
DDX24	0.2409
PHACTR1	-2.54666666666667
SLC35E2	0.0015
LOXL1	-2.44875
IQSEC2	0.064625
RGSL1	0.206
PCDHGC5	-0.1555
MEGF10	0.921
PRRX1	1.27766666666667
ASTE1	1.18966666666667
C6orf159	-0.16775
MYOD1	-0.019
GAA	0.6565
ZNF747	0.71275
KLRC1	0.51025
IL1RL2	0.564
GDF9	0.7225
GPR119	-0.0075
TRAF2	-0.9245
HCK	2.51116666666667
BMP6	-1.0915
IL8RA	0.263
FLJ35848	-1.013
EFHA1	0.63925
CDSN	-0.534333333333333
C14orf54	-0.0195
LSM3	-0.887375
ZFP41	0.416
C9orf126	-1.524
VIT	2.369
SPCS3	-1.70725
DEF8	-1.5211
CHAF1A	-2.22633333333333
C1orf165	1.381
ZFPM2	1.07083333333333
FTH1	-0.5865
SLC35F1	-1.07925
YWHAH	0.3045
C17orf66	-0.0831666666666667
ADRB1	0.0923333333333333
FOXL1	0.0955
RG9MTD3	-0.102333333333333
UMPS	-0.417625
MGC13008	-0.0985
KIAA1161	-0.0555
CCDC77	-1.59025
C12orf65	-0.1432
COG4	-0.669333333333333
RCP9	-0.2935
RP4-692D3.1	3.19283333333333
CDC2L5	0.22575
MGC7036	1.2325
DNAJC11	-0.848
GDF2	-0.270666666666667
TIMM17A	-0.9975
HNRNPA0	-0.1973
OR2H1	-0.202
PCBP1	0.024375
COL23A1	0.4715
LRRC2	1.38385714285714
NSD1	0.0359285714285714
FLJ37078	-1.2495
WDR91	0.0861666666666667
TMEM179	-0.355
DSCR10	0.28
CNDP2	0.4075
FYN	-0.3015
BEX2	1.24683333333333
KCND3	0.39
YPEL5	1.52775
LRRC42	-0.4295
C17orf45	0.749375
ZNF649	0.6184
LOC150763	1.499625
COL5A2	-0.223666666666667
CNGA2	0.5615
ELA2B	-1.27983333333333
RAB9B	-0.17575
FAM100A	-0.3095
NAIP	0.00107142857142858
MYOZ2	0.92675
SPATA12	-0.1395
XRCC4	-0.89425
CYB561	0.6918
CHST10	-0.46475
BAI1	-0.346
BRSK1	-0.563333333333333
C17orf89	-0.8385
PDE6H	-0.781
FLJ20309	0.3911
MAP7	0.696875
SCN4B	3.575
SPAG9	-0.8899375
SERTAD1	0.695333333333333
FLJ21963	-0.9495
ANTXR1	0.0585
TMPRSS13	1.67616666666667
ETV7	2.582
DGAT1	-0.219833333333333
NKIRAS1	0.708666666666667
TAC3	-3.4915
CORO1C	-1.10875
RAD54B	-1.453
HRASLS3	2.19416666666667
C21orf42	-0.0995
BARD1	-1.11283333333333
ZNF177	1.727
MIP	-0.403
ZNF442	1.2165
F2	-4.073
GRIA1	-0.203
GALNTL2	1.816
WNT5A	-1.3044
LENG9	-0.2135
hCG_25371	-1.6815
FOXR1	0.3115
TRA@	0.8555
PWWP2	0.76375
C1QTNF7	3.11616666666667
SLC7A4	1.57725
C4orf7	4.49925
C17orf80	0.1265
KLK4	0.689166666666667
IL31	0.2935
TMEM176A	3.567
CTNNB1	1.679125
BHLHB2	0.30125
TMEM185B	0.227833333333333
ARD1B	-0.891
C1orf93	0.0595
BRUNOL4	-0.626666666666667
LOC541469	-0.925833333333333
UPK2	0.12375
GAS8	0.1765
PATE	0.187
IMPACT	0.976375
WNK4	0.2025
HNRPLL	-0.59475
GAD2	-0.34975
ITGA6	1.391
BMP15	0.0536666666666666
CYP2A7	1.65325
RIC8A	0.3615
CCND1	-0.433833333333333
USP35	-0.818
DSCR2	-1.92575
CCL4	4.05683333333333
ZCCHC10	-0.277
NOL11	-0.4615
TRPM2	0.55875
PSMD2	-0.928545454545455
CHTF18	-2.208
USP18	0.473625
RRAS	0.63975
LAMC3	1.28475
TOX	-1.15266666666667
PCDH15	0.074
GABRG3	-1.09225
NUDCD2	-0.590625
SGCZ	0.786
KCTD17	-0.8051
SPSB2	-0.4455
TPPP3	2.42933333333333
CILP2	-0.315666666666667
CALB2	2.36425
CEBPZ	-0.552166666666667
ZNF479	0.553
FMOD	5.471
C21orf66	-0.942214285714286
CLN6	-1.14316666666667
ANAPC1	-0.77725
SH2D3C	1.74475
PTPN14	0.1551
TRIM42	0.14525
APTX	0.12825
SNRPG	-1.487
BMS1	-0.332
MAGEA3	-4.31
NFATC3	-0.423166666666667
LRRC45	-0.822333333333333
ARS2	-0.454285714285714
LRIG1	2.07366666666667
EPSTI1	0.5135
PRSS27	0.44575
ERC2	-0.00324999999999999
PRKACB	0.842714285714286
PRDM13	-3.838
HCG27	0.06
KLK12	0.75
HSD17B7	-0.7885
ZNF354A	0.52725
PCDH11X	0.086
DMGDH	1.36425
PCBD2	-0.685333333333333
TMC6	-1.744
RIMS1	0.484125
SF3B2	-0.542
RCN1	-0.0696666666666667
CPB1	4.05
BCAR3	0.6525
FCRLB	-0.4855
PAK1IP1	-0.5045
OR10H1	0.219
KIF9	0.7544
PITPNM2	-1.059375
L3MBTL4	1.572
TGFB1	-0.9856
ZXDC	0.271
SLC6A16	1.217
SRrp35	-0.364125
LRRC8E	0.74675
PPIAL4	-0.717833333333333
EOMES	0.7245
PAX2	-0.363
SCARF2	-0.15975
PSEN2	0.395666666666667
PCDHB13	0.48625
C10orf28	0.176875
DHRS7B	0.730071428571429
C1orf131	-0.538
ASB1	-0.9027
ZNF223	0.682666666666667
LCMT2	0.2725
MEP1A	-1.48
TMEM53	-0.3895
RSPH3	0.805
C10orf33	0.748
LOC644285	1.635
PTPN9	0.326
ABCA12	-2.66775
CCDC37	-1.21775
RUNDC1	1.2066
YES1	0.191
FAM120AOS	0.60525
OR5M3	-0.281
PPP1R3F	-0.0139166666666667
IL13	-0.1805
MDFI	-0.54125
PRNT	-0.03775
ZDBF2	1
OR10C1	-0.107333333333333
CLIC1	-0.852333333333333
LILRA5	-0.0153333333333333
CSAG1	-3.99
TREML2	-0.414333333333333
FAM125A	-0.1565
ZNF74	-0.44975
FAM104A	-0.6415
LRRC39	-0.819
SAMD5	3.60225
HYAL2	-0.23725
HIST2H2AC	-1.4795
IGFBP5	1.22995652173913
NRTN	0.289833333333333
KIAA0556	0.2062
FAM29A	-1.57644444444444
JMJD2A	0.4275
EPHB1	4.34975
POLD4	-0.17075
ANAPC10	-0.426
LRRC36	-0.28725
MEGF6	-0.080875
LPHN3	1.11983333333333
BMP10	0.0171666666666667
C21orf55	0.851
CREM	-0.6770625
PTGER4	2.15316666666667
METAP1	0.484375
KCNQ1	1.6
NR2F2	1.1385
SSFA2	-0.155416666666667
CTTNBP2	0.53825
BCL2A1	-2.1705
ZBTB24	-0.948875
SLCO6A1	-1.88425
PRDM1	0.0264
OR7D2	-0.2985
CCDC47	-0.1553
LOC646982	-0.4715
SLC26A6	-1.9045
BIN1	-0.1108
SRRM1	-0.316642857142857
PCSK1N	-0.107625
ALS2	-0.2852
ECT2	-2.45215789473684
CACNA2D2	0.27725
DOCK6	-0.2475
C10orf119	0.197
FATE1	0.08775
DUSP23	0.832
TRIP6	-0.101642857142857
NUP35	-0.2125
CDH3	2.7765
KLHDC8A	1.23875
C9orf116	-0.52525
EI24	0.242
CENTD1	0.882666666666667
RWDD2B	-0.0938333333333333
