Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
MSH3	0.048
NDUFAB1	-0.3265
ITLN2	0.518833333333333
BAK1	-0.2765
MRPL45	0.562333333333333
MTNR1B	0.269333333333333
LOC645843	-0.585
SPECC1L	0.84925
PGCP	0.5385
SPN	-0.991875
GPR143	1.929
ZNF576	0.0553333333333333
TMEM39A	0.0703
ATP5D	-0.6095
MAGEB3	-1.331
RPS5	-1.64366666666667
ANP32E	-1.91421428571429
MTMR1	0.874
YEATS4	0.2995
SYNGAP1	0.01175
PCOLCE	-0.914833333333333
MNS1	0.37025
PCYT2	0.305166666666667
ZNF182	-0.08875
LAX1	-0.37075
SPPL2B	-0.0453
ELOVL5	0.374
PCDHAC1	-0.078
B4GALNT1	-1.56183333333333
BLOC1S2	-0.168875
ZNF673	-0.0551
ARHGAP21	-0.0935
IRX5	3.80425
LRFN5	-0.137666666666667
FAM7A1	-1.70475
RAB19	0.6255
GINS1	-1.59025
ITM2B	0.9035
PAPSS2	0.779333333333333
OR5BF1	0.156
ACSL3	0.910875
KIAA1919	-0.605833333333333
GLT8D2	1.073625
UTRN	0.211928571428571
CNN1	0.8925
HISPPD2A	0.0886666666666667
SDAD1	0.543125
SIGLEC9	0.852666666666667
RPL35	-0.0452857142857143
C22orf26	0.9835
IMPDH2	-0.317375
WDR69	-0.9575
SEC14L5	-0.455
CLTA	0.69225
RP11-529I10.4	-0.2985
GPR37L1	0.0228333333333333
OGDH	-0.0453333333333333
ASB13	2.429
ZFP14	-0.36225
ZCRB1	0.499833333333333
KPNA3	-0.00175
HSPA1L	1.57075
RHOC	1.217375
LOC554175	-0.5745
PPP3CA	0.4751
SLC1A7	-0.844
ZNF529	-0.951833333333333
RBED1	0.2765
DDB2	-0.8885
FLJ11286	0.235333333333333
SPATA1	0.635
MKNK1	0.616333333333333
DYSF	1.73316666666667
ALKBH2	-0.3095
NKD1	-4.56633333333333
C1orf174	-0.2745
PLEKHO1	0.0785
ASB10	0.222
RING1	-0.232666666666667
NPC2	-0.5895
AVPR1B	0.14
YTHDF1	0.699666666666667
LMAN1L	0.373
GSG2	-1.7285
CEP170	-0.2284
RPS4Y2	-5.86025
MSH6	-0.1535
HECTD2	0.308666666666667
ZNF556	-3.99133333333333
PLEKHC1	-0.5292
AIRE	0.0805
BCL2L10	0.8845
LMOD3	0.0158333333333333
ZBTB8	0.1839
FOXA2	-4.0642
SLCO2A1	3.408875
C3orf46	0.287
PRDM16	-0.268666666666667
TMEM98	-1.72025
FRMD5	-3.031
PDE6C	0.1045
C1orf216	-0.0915
EP400	-1.33785714285714
PTK2	0.502416666666667
RNF217	-0.97
NDUFA8	0.8635
ZFAT1	0.307
LAMP3	0.8915
GLTSCR2	-0.601125
NPW	-1.73
LLGL2	0.7469
PPM1K	0.948333333333333
C20orf177	0.484
KIR2DL4	0.4956
NFKB2	0.173
C21orf122	-0.8915
HESX1	-0.07825
GPR114	-0.144
SLC25A35	-0.0203333333333333
GNAT1	-0.1985
ORAI3	0.20175
FAM76B	-0.278625
TMEM99	-0.7168
TRIM29	-1.7284
CDS1	2.7485
RHEB	-0.1419
C4orf27	0.0276666666666667
RAB3A	0.68825
OTUD6B	0.0595
GPD1	0.21525
CDH15	-1.425
NPM1	-0.511357142857143
TMEM117	-1.302
PRPS2	-0.24925
GCK	0.0355
ADRA2A	4.6765
TSPYL4	1.52116666666667
TASP1	0.78475
WDR19	1.14191666666667
C10orf38	-1.49525
PDE4C	-0.717666666666667
FYB	0.05925
C1orf55	0.5305
PPFIA3	-0.64675
RAD18	-0.04975
C12orf44	0.476166666666667
CRYBA4	-0.25
HVCN1	1.17175
TAF10	0.1255
C16orf48	0.218333333333333
DEPDC5	1.126
LTBP1	-1.815
MAPRE1	0.996375
FGF8	-0.2665
C3orf52	3.468375
SENP7	0.643
LRRK2	-0.29425
RUNDC2A	0.229166666666667
KIAA0355	0.207833333333333
CPEB1	-3.072
PPEF2	-0.1565
ABI2	-0.369666666666667
KIAA0317	-0.0875
ATF1	-0.621666666666667
DYNC1H1	0.695875
DIP	0.2655
TMEM33	0.476555555555555
POLDIP3	-0.2785
C7orf24	-0.39375
GPR171	2.73125
CDC6	-1.11466666666667
PLD1	-1.1361
ITFG2	-0.0685
NDUFC1	0.081
AKNA	-0.99175
NBR1	0.62575
PKHD1	0.092
HPS4	0.0132
MAFA	0.2695
ULBP3	-0.379
DIRC1	-0.033
IMMT	-0.644375
C22orf13	2.45
CEL	0.0985
MARK3	-0.2945
ADAMTS2	0.3895
ARPC3	0.401333333333333
TMEM10	0.305875
NPHS1	0.0445
BRD8	-0.115666666666667
WDR12	-0.64075
IDI2	0.4495
HOXD13	-2.224
OR8G2	-1.33425
SLAIN1	-3.95825
GABRQ	-0.41375
NR2C2	-0.42225
NKTR	-0.5922
TLE2	0.7875
KIAA0892	0.787666666666667
AURKA	-1.418
GPRC5C	0.119333333333333
TBC1D9B	1.131625
PNPLA6	0.0958333333333333
AP3B1	-0.1535
NAG	-0.064625
C11orf68	-0.51975
AKR7A3	3.3325
AHCYL1	0.164666666666667
COP1	-0.0866666666666667
RPP14	0.13175
PCDHB18	0.0785
CDH24	0.1025
KRT17	-1.2261
LACTB2	0.247
DDX24	-0.1057
PHACTR1	-2.58533333333333
SLC35E2	0.942
LOXL1	-0.94925
IQSEC2	0.461875
RGSL1	0.0955
PCDHGC5	0.127
MEGF10	-0.685375
PRRX1	0.348
ASTE1	0.397833333333333
C6orf159	-0.98475
MYOD1	0.18225
GAA	1.81675
ZNF747	0.956
KLRC1	-1.305125
IL1RL2	0.607
GDF9	3.44975
GPR119	0.2305
TRAF2	-0.509666666666667
HCK	3.08166666666667
BMP6	-2.60525
IL8RA	0.577833333333333
FLJ35848	-0.944
EFHA1	0.254
CDSN	-1.16133333333333
C14orf54	-0.1535
LSM3	-0.35925
ZFP41	0.533
C9orf126	-1.55483333333333
VIT	-2.999
SPCS3	-1.24625
DEF8	-1.2326
CHAF1A	-1.193
C1orf165	-1.35283333333333
ZFPM2	0.300166666666667
FTH1	0.16725
SLC35F1	-0.46325
YWHAH	0.9905
C17orf66	-0.1865
ADRB1	-0.4735
FOXL1	-0.7285
RG9MTD3	0.562166666666667
UMPS	-0.1325
MGC13008	0.126
KIAA1161	0.3545
CCDC77	-1.61275
C12orf65	-0.1062
COG4	-0.232166666666667
RCP9	1.15933333333333
RP4-692D3.1	3.42233333333333
CDC2L5	0.312
MGC7036	0.7705
DNAJC11	-0.175
GDF2	0.0658333333333333
TIMM17A	0.95175
HNRNPA0	0.1459
OR2H1	0.1665
PCBP1	0.43825
COL23A1	-2.096
LRRC2	-0.43
NSD1	0.0611428571428571
FLJ37078	-0.54425
WDR91	-0.935166666666667
TMEM179	-0.43325
DSCR10	0.19
CNDP2	0.8086
FYN	-0.728
BEX2	-1.42083333333333
KCND3	-0.05325
YPEL5	1.910375
LRRC42	-0.5205
C17orf45	-1.508125
ZNF649	1.2711
LOC150763	3.697625
COL5A2	1.84941666666667
CNGA2	0.203
ELA2B	-0.980666666666667
RAB9B	0.13625
FAM100A	0.3565
NAIP	-0.0890714285714286
MYOZ2	-0.28925
SPATA12	-0.343
XRCC4	-0.30475
CYB561	2.5137
CHST10	0.27475
BAI1	-1.72183333333333
BRSK1	-1.08266666666667
C17orf89	0.259375
PDE6H	-1.3035
FLJ20309	0.1861
MAP7	0.4555
SCN4B	1.8675
SPAG9	-0.7709375
SERTAD1	-0.396166666666667
FLJ21963	-1.6095
ANTXR1	-0.2781
TMPRSS13	-0.6035
ETV7	1.7935
DGAT1	-0.034
NKIRAS1	0.718333333333333
TAC3	-3.1805
CORO1C	-1.33275
RAD54B	-0.404
HRASLS3	3.22233333333333
C21orf42	-0.11675
BARD1	-0.37
ZNF177	0.946666666666667
MIP	-0.159
ZNF442	1.0825
F2	-4.0429
GRIA1	0.139
GALNTL2	1.2945
WNT5A	-3.0736
LENG9	0.226
hCG_25371	-1.6125
FOXR1	-0.081
TRA@	0.8056
PWWP2	1.3535
C1QTNF7	1.42216666666667
SLC7A4	0.14275
C4orf7	2.5225
C17orf80	0.181833333333333
KLK4	0.315166666666667
IL31	-0.544
TMEM176A	3.1895
CTNNB1	0.262875
BHLHB2	1.40075
TMEM185B	0.837166666666667
ARD1B	-0.41825
C1orf93	1.7205
BRUNOL4	-0.235
LOC541469	1.24725
UPK2	0.2265
GAS8	1.9365
PATE	0.032
IMPACT	0.63
WNK4	0.7425
HNRPLL	-0.31175
GAD2	-0.0665
ITGA6	-1.0805
BMP15	0.1645
CYP2A7	4.172375
RIC8A	0.94325
CCND1	2.08725
USP35	0.352
DSCR2	-1.001
CCL4	4.4955
ZCCHC10	-0.4895
NOL11	0.49775
TRPM2	-0.337333333333333
PSMD2	1.26927272727273
CHTF18	-1.1005
USP18	-0.934375
RRAS	0.026375
LAMC3	-0.3085
TOX	-3.72366666666667
PCDH15	0.205
GABRG3	-2.23475
NUDCD2	-0.228625
SGCZ	-0.124
KCTD17	-0.2986
SPSB2	0.6265
TPPP3	4.14516666666667
CILP2	0.619833333333333
CALB2	0.71025
CEBPZ	-0.5755
ZNF479	0.7165
FMOD	3.24966666666667
C21orf66	-1.03135714285714
CLN6	-0.813333333333333
ANAPC1	-0.769875
SH2D3C	2.097
PTPN14	-1.7393
TRIM42	0.19225
APTX	0.301
SNRPG	-0.871666666666667
BMS1	-0.927
MAGEA3	-4.4055
NFATC3	-0.586166666666667
LRRC45	0.6575
ARS2	-0.259785714285714
LRIG1	1.13133333333333
EPSTI1	0.271666666666667
PRSS27	0.5375
ERC2	-1.108375
PRKACB	0.246071428571429
PRDM13	-4.3575
HCG27	-1.69775
KLK12	-4.019
HSD17B7	0.425833333333333
ZNF354A	0.26175
PCDH11X	0.257
DMGDH	-0.4915
PCBD2	-0.219833333333333
TMC6	-1.635
RIMS1	0.12175
SF3B2	-0.141833333333333
RCN1	-0.7325
CPB1	4.24375
BCAR3	0.7225
FCRLB	0.3455
PAK1IP1	-1.12225
OR10H1	0.0065
KIF9	1.7921
PITPNM2	-1.114625
L3MBTL4	0.07
TGFB1	-0.5585
ZXDC	0.26425
SLC6A16	-0.01775
SRrp35	-2.057625
LRRC8E	2.66275
PPIAL4	-0.3455
EOMES	0.651
PAX2	0.1035
SCARF2	-0.11675
PSEN2	2.016
PCDHB13	0.3545
C10orf28	-0.53275
DHRS7B	-0.272642857142857
C1orf131	0.591
ASB1	-0.7443
ZNF223	-0.0303333333333333
LCMT2	0.8155
MEP1A	-1.03625
TMEM53	0.05125
RSPH3	0.99725
C10orf33	-0.5465
LOC644285	-0.838
PTPN9	0.1455
ABCA12	-3.8865
CCDC37	-0.946
RUNDC1	1.6064
YES1	-0.5895
FAM120AOS	1.3935
OR5M3	0.256
PPP1R3F	0.6895
IL13	-0.106222222222222
MDFI	-2.00375
PRNT	0.1465
ZDBF2	-0.475
OR10C1	0.0871666666666667
CLIC1	0.278833333333333
LILRA5	0.194166666666667
CSAG1	-4.17583333333333
TREML2	-0.732166666666667
FAM125A	-0.342666666666667
ZNF74	-0.9305
FAM104A	0.153
LRRC39	-1.1505
SAMD5	-0.998
HYAL2	1.29025
HIST2H2AC	0.6325
IGFBP5	1.89926086956522
NRTN	0.926666666666667
KIAA0556	0.4908
FAM29A	-0.651
JMJD2A	0.5895
EPHB1	1.091
POLD4	1.501
ANAPC10	-0.32975
LRRC36	0.5115
MEGF6	0.116875
LPHN3	-0.8815
BMP10	-0.0185
C21orf55	0.14
CREM	-0.0816875
PTGER4	-0.355833333333333
METAP1	-0.997875
KCNQ1	1.3465
NR2F2	0.292625
SSFA2	-0.354666666666667
CTTNBP2	0.0745
BCL2A1	-1.7225
ZBTB24	-0.2435
SLCO6A1	-1.36675
PRDM1	0.2405
OR7D2	-0.458333333333333
CCDC47	0.4051
LOC646982	-0.596
SLC26A6	0.285833333333333
BIN1	-1.1145
SRRM1	-0.440928571428571
PCSK1N	-0.962375
ALS2	-0.019
ECT2	0.244
CACNA2D2	1.411125
DOCK6	0.41725
C10orf119	-0.02975
FATE1	0.2135
DUSP23	1.7965
TRIP6	-0.157714285714286
NUP35	-0.5285
CDH3	-0.6175
KLHDC8A	1.83075
C9orf116	1.793125
EI24	-0.142
CENTD1	-0.6665
RWDD2B	-0.0641666666666667
DOCK1	0.7065
NPAS2	-1.54325
NR3C2	2.25133333333333
FAM63A	1.1485
INPP5F	-0.510333333333333
FAM111A	0.1634
MYBL1	-0.858166666666667
IQGAP3	-0.365833333333333
CRADD	0.195166666666667
DUSP12	-0.34275
PDZK1IP1	1.116
VASH2	0.1645
CTR9	0.30175
VIL1	-4.5835
OR8U1	0.458333333333333
CCDC107	0.2555
PTTG1IP	0.166625
OR4X2	0.255
COL9A1	-2.5375
PSMD9	0.91175
ZFP62	0.40025
TIP39	0.11925
PARP15	0.191
TTC19	0.775875
C1orf114	-1.9725
GFPT1	-0.2165
SLC27A6	-2.32
MRPS10	-1.0548
CALML5	0.549
TRPM7	-1.10175
CGNL1	-0.98025
CECR1	0.4155
SERPINB8	-1.023
TMEM102	0.517
PDIA2	-3.18575
NUCKS1	-0.1765
HOTAIR	-2.6035
EBI3	-0.38175
NXN	-0.531
ZMYND19	-0.033
FOXJ3	-0.03325
EIF5B	-0.1598
EIF2B4	0.3
LEO1	0.1155
ZIC5	-0.770083333333333
IL20	4.88116666666667
KIAA0415	0.270333333333333
FLJ37357	0.515
TSPAN12	0.549625
ACTR3B	-0.523
TFAM	-0.437666666666667
IL17RD	-0.81075
PARP12	0.4025
KLHDC7A	0.4455
KCTD4	-0.0311666666666667
GTF2H1	0.10475
FLCN	-0.0376666666666666
BIRC4	1.123875
LOC790955	-0.389
VKORC1L1	0.42175
CYP4F22	0.287
TAS2R5	0.7585
ZNF582	0.603
HS3ST3B1	-0.784375
CTNS	0.295
STK36	0.7985
MMD2	0.02525
RP5-1103G7.6	-0.1045
FLJ23356	0.6225
CRH	-0.50725
C1orf182	-0.727
ACP5	3.308
AMFR	1.2056
CA4	-2.24975
PLCB4	-2.2885
MPHOSPH10	-0.65775
UNQ473	0.133833333333333
G3BP2	-0.0699166666666667
SR140	-0.550416666666667
HOXA2	-0.42675
PYGB	-1.0935
BAT1	-0.1835
DKK3	0.2935
DDX31	-0.09875
TULP1	-0.358625
NHLRC2	0.568
TNRC4	0.341333333333333
ZNF430	0.38275
TNRC6A	-0.146375
PLA2G1B	-0.066
RCHY1	0.527833333333333
GTF2A2	-0.714333333333333
MGC4294	-0.7165
ZNF691	-0.121
TACC3	-0.99375
DNAJC5G	0.00149999999999999
LOC4951	0.21025
MS4A4A	-0.7105
LOC152485	1.3255
PPP1R2P1	0.155
PPP2R5B	0.40975
RPGRIP1L	0.26625
SPOP	0.293
PTPRF	1.8945
MGC42090	0.1135
SUSD3	0.8915
THOC4	-0.616625
MAML1	0.4653
FXR2	-0.341
TYK2	0.152375
MUC6	0.102833333333333
DNAJB7	-0.1265
PIP4K2A	-0.5805
MEX3A	-1.61583333333333
RRP1	-0.642375
TFAP4	-0.146
CXorf41	0.483
MTMR4	0.438833333333333
CTLA4	0.044
SNX9	0.97225
CIB3	2.78416666666667
NECAP1	0.914375
PLA2G2D	-0.0925
GLMN	-1.64866666666667
DCLRE1A	-0.70125
PDX1	-0.2025
SAMD11	-0.47675
MRPL55	0.8937
TLR7	1.525625
TBC1D21	-0.084
SMAD1	1.615
ACTRT2	0.157
RIOK2	-0.601
PDLIM4	-1.81125
SLC22A15	-0.175166666666667
ABHD13	0.3949
STX18	0.4519
CCPG1	-0.221428571428571
DCBLD1	0.277333333333333
SLC2A6	-0.9455
NOLA3	-0.34325
TRDMT1	-0.860571428571428
IL17F	0.4445
ATP1A4	0.3205
OR52W1	0.036
CFL1	0.1945
IL4	-1.1835
RBP2	2.43916666666667
CPSF6	0.507
TTC8	-0.994833333333333
MUCL1	-2.1255
EYA3	-1.4255
KRT38	0.4065
GNE	-1.67925
ZNF501	1.6625
SLC35A2	0.4515
CEP110	-0.4494
MYF6	-0.146
MGST2	0.141666666666667
TRPV4	-0.718666666666667
NEK8	0.629833333333333
NOX5	-1.881
NCKAP1L	-1.30883333333333
EMP3	-1.97916666666667
BPY2C	0.229
C1orf38	-0.124625
ELOVL2	-1.21275
CBX7	0.582583333333333
OSBPL1A	0.551833333333333
ZNF589	-0.7235
ESCO1	-1.00266666666667
TRA2A	-0.368583333333333
C3orf26	-1.078
PHF2	1.304
PID1	-0.877333333333333
RFC1	-0.101375
MTAP	-0.568
ADORA3	3.16933333333333
LOC389458	-0.4105
TRNT1	-0.3185
CRIPAK	-0.04925
RAI2	1.91516666666667
ANKRD44	-0.561
GZMB	3.4685
NFE2L1	-0.436625
STIP1	-0.087
RASL11B	-1.119
NT5DC2	-1.50233333333333
LRP2	2.0445
MTDH	0.608466666666667
ARSG	2.37175
HSP90AB1	-0.244
CT45-6	-5.23625
ZNF483	-0.629
LMBR1L	-0.33725
S100A2	-0.7069
C2	-0.748333333333333
C2orf27	0.0353749999999999
EIF4EBP1	-1.0005
GCKR	-4.0175
PPP1R9B	0.511125
FER	-0.54725
SNRK	1.11583333333333
OR5M10	0.0455
UTP6	-0.1065
CAPZA3	0.1035
FBP1	3.51133333333333
TERT	-1.99
CCL1	-1.151
FUCA1	1.25825
ALS2CR8	1.09866666666667
KCMF1	-0.0269166666666667
SRCRB4D	-0.9845
OXCT2	-0.947333333333333
IL17RA	0.299333333333333
MPP5	-0.897375
SPA17	-0.0405
FLJ10986	-0.85
GALNT14	-1.1385
CXorf27	-0.859375
NPLOC4	0.16425
RAB34	-2.1825
KRTAP3-3	0.308
ARSD	1.284
CPLX2	-1.6708
PJA1	1.10325
WHDC1L1	0.0683333333333333
RB1	-0.1934
MTMR15	0.197
PHLDA2	-1.735
GUCY2F	-0.527
MPV17	0.197666666666667
SLC35D1	-0.279
LYSMD3	0.1025
COL16A1	0.59825
ERLIN1	-0.5965
JMJD4	0.4895
HIST1H2BK	0.201
TP53I11	2.03183333333333
ST3GAL4	-0.5625
PF4V1	0.717166666666667
ALG8	-1.39975
REG1A	0.23375
MINA	-0.21425
CYB5R3	0.292
HHLA1	-0.6675
MYST4	4.2349
VASN	-0.80575
UCHL5IP	-0.813
TFAP2A	2.2421875
MGC9913	0.1905
C9orf97	0.5505
LOC90379	-0.38775
PHF15	0.384
ZNF169	-0.0876666666666667
KRT7	-0.6122
GLIPR1L2	1.179
LOC116236	0.55175
IQCF3	0.087
RDH14	0.639666666666667
HNRPK	0.875214285714286
RABEPK	-0.00516666666666667
ISX	-3.071
CBARA1	-0.04575
RAD51AP1	-0.87675
MLL5	-0.05
CXorf48	-5.168
SGCD	-1.498
PHTF1	-1.183875
CA3	1.19375
CMTM5	-0.082
STX10	-0.23075
JMJD2D	-0.51975
P4HA1	-2.43916666666667
GAB3	-0.872833333333333
DHRS4	0.3935
COL4A1	3.5220625
C20orf20	0.10575
OSBPL2	1.297375
PTTG2	-2.056
KIAA1688	1.67475
STS	-2.83
SHROOM4	0.7825
KBTBD5	0.2095
ALDH1A3	-0.4003
BTNL2	-0.206833333333333
TGIF1	0.5695
ZFAND5	0.883625
ICA1	1.301875
NAV3	-2.364
FLJ12331	-0.8995
EPS8L2	0.5411
MNT	0.521166666666667
ENTPD1	1.42333333333333
OR51E2	1.954
STK11	0.613125
MX1	1.041625
TTTY9A	0.15875
CX62	-0.3195
LOXL4	-1.21075
EXOSC4	0.01525
PURB	0.0116428571428572
SETD1A	-0.183
RELB	0.6595
LAMB2	2.23483333333333
HNF1B	-0.239
PNLIPRP3	-0.3025
C14orf139	-0.6255
UMOD	-0.244
GRIN3B	-0.50975
GPR25	0.479
ZNF512B	-0.20275
ATP6V0A1	0.47375
SRA1	-0.0389166666666667
ZNF615	0.95725
ZNF768	0.99875
ZNF469	1.65125
DYNC2LI1	1.24183333333333
DNAH3	-0.6595
LOC387911	0.6825
LOC554234	-0.43575
ARRDC5	0.37925
TMEM59L	-2.35433333333333
MARCH4	0.76575
CNOT8	-0.131666666666667
KIRREL3	-1.92616666666667
ADAM17	-0.58625
MYOG	0.286625
CPNE1	0.425833333333333
AK5	0.849125
LOC204010	-0.66175
NDRG4	0.42575
LOC130074	0.21525
PIAS4	0.537
NCOA2	1.222
TEGT	0.9332
USP5	-0.14525
ANKRD21	1.285
KIAA0692	0.152166666666667
HAPLN3	0.60825
LZIC	-0.7225
NRXN3	0.70625
CDKN2C	-1.2825
KIAA0226	0.413916666666667
CYB5D1	0.30825
WDR68	0.1761875
ABCB6	-0.2269
MRPS25	-0.54425
ZMAT2	0.2415
KRT25	-0.3895
RPL11	-0.63725
GRAP	0.352166666666667
LOC198437	-0.0575
RORC	1.66575
RAP2C	1.22342857142857
MXD1	1.3184375
AZI2	0.677666666666667
NUAK2	-0.0845
AHSG	-6.628125
MANSC1	1.0605
IMP3	-0.579333333333333
C2orf3	-0.71525
VSTM3	2.6085
PCTP	0.911
SIRT1	0.181
MANBA	-0.1795
CD164	1.04775
GFRA1	1.5003
PRM2	0.30025
ZKSCAN3	-0.0345
PLEKHG1	2.293
TPRKB	-0.54475
UBFD1	0.0681666666666667
CDKL5	0.530333333333333
HIST1H2BD	1.77783333333333
INPP4A	-0.531333333333333
BMX	0.292
PTPRU	0.3815
LOC554202	-0.4515
HOXC8	-0.839875
IL12B	0.0035
ADPGK	-0.80025
ZNF418	0.604
SIAE	1.046875
CWC15	-0.025
RP13-401N8.2	-0.331
KLHL11	0.6915
DEDD2	-0.296625
PSMB3	0.81475
DDX25	-3.04025
ZBTB3	0.454333333333333
GFRAL	0.09
RPS25	-1.547
FAM57B	0.968333333333333
TESK2	1.428
DNM1L	-0.25175
ZNF207	0.362333333333333
CLEC11A	0.335875
TOLLIP	0.832
TMEM61	0.783833333333333
DLK1	-4.5696
PLVAP	3.618125
NOD2	1.01316666666667
SCMH1	-1.26675
FLJ40235	0.33675
HTR2A	-0.0716666666666667
ARMC5	0.016
FUT7	0.266
PRELP	0.8086
ALKBH6	-0.0655
GYG1	-0.15125
POLR3GL	-0.19275
COL8A2	2.186
OR10A5	0.444125
C1orf187	-2.458
TXLNB	2.20183333333333
C16orf68	-0.496583333333333
R3HDM1	-1.03075
C16orf75	-0.907
BAALC	-0.91125
TNP1	1.031
GAPDH	-1.15633333333333
COX7C	0.327
ERRFI1	0.170166666666667
PGAM2	-0.151833333333333
FAM108B1	-0.1855
APC	0.17825
TLR2	2.757
SUCNR1	0.9525
ZNF233	1.91
WFDC1	-0.7095
PSG11	-0.1699
SLC39A1	1.0565
PSAPL1	-0.4575
CDC42EP1	0.38775
MECR	-0.20275
KIAA0101	-1.7251
MACROD2	-0.3597
MMP19	0.4925
LOC202459	-0.522666666666667
VNN2	1.3525
ACCN3	0.034
TIMD4	1.233
RNASE8	0.041
CCDC7	0.45475
SULT2B1	2.371
ME1	-2.3085
MGRN1	0.9315
MRPL30	-0.563375
IVL	1.04875
CALM1	1.43285
PLEKHA6	2.1555
B4GALNT2	-0.0605
PGDS	3.538
C8orf33	0.467916666666667
TMEM56	-0.811833333333333
CKM	-1.03316666666667
ESR2	0.0121
ACOT8	0.5195
AGTR2	-0.137
LOC155006	0.14625
BC37295_3	0.2705
EPM2AIP1	0.5975
PZP	0.8515
RPS9	-0.493833333333333
C18orf51	-2.386
SIVA1	-0.1237
HEATR2	0.204
CD3E	-0.83125
C20orf142	-0.49
PGLYRP3	0.0325
CCDC139	0.11925
GPS2	0.000999999999999999
NOL14	-0.35125
LRTM2	0.25525
TRIM36	3.62925
TP53RK	0.951
FBXL13	-0.717833333333333
RUFY2	0.557214285714286
C11orf70	-0.0963333333333333
HSPB9	-0.552333333333333
GJA5	2.68
HGF	-1.6485
EPHB4	1.0185
SOX18	0.31225
IFRG15	0.36
SERPINA10	-4.13375
WDR23	0.6185
REEP2	-0.498666666666667
CDK3	-0.37175
HSPA12A	-0.273875
ARL8B	1.3546
SATB1	-1.99616666666667
PPM1D	-0.605833333333333
VPS45	0.167
TP53BP2	0.4655
GJE1	1.90525
CACNA1G	-0.446625
VGLL4	1.372625
GNPTG	0.95775
ROS1	-2.62925
C21orf128	-0.157
BMP8B	1.07125
SLC5A4	-0.5245
SLC6A3	-0.0796666666666667
C16orf53	0.80375
TMEM81	-0.6635
APC2	0.3902
SYAP1	0.212875
C6orf54	-0.477333333333333
ZBED5	-0.4803
PVR	-1.88525
LTA4H	-0.9315
CCDC24	2.0602
MAGEA4	-4.41566666666667
IFIT3	0.672166666666667
MYADM	0.944625
C21orf82	-0.2485
PDE3B	-2.21125
TMPRSS11A	-0.15075
PGK1	-0.654529411764706
CCL13	4.31666666666667
DERL3	-1.09833333333333
MLXIP	-0.434333333333333
PLOD1	-1.674625
MTFR1	-0.1787
NPDC1	1.302
GPAA1	-0.235666666666667
LTV1	-0.581
RYR3	-0.939
C7orf46	1.336
VAMP2	0.69575
RNF135	2.0111
SUPV3L1	-0.275
FIBP	-0.203625
ADAMTS18	0.759
RNF25	0.2605
SOS1	0.53475
PLAU	-0.285625
MATK	-2.62225
EHF	0.96
CTNND2	1.653
PTEN	0.2975
ZNF189	0.96325
SLC28A3	0.415
GUCY1A3	4.08225
SETD2	0.7278125
ROGDI	1.8445
TICAM1	0.8833
RASSF3	0.7555
PACSIN2	-0.0968333333333333
SERPINB5	-1.73266666666667
PRKCDBP	0.164125
TFDP3	0.2375
LGR6	0.0965
RFX5	0.288166666666667
OR52J3	0.404
PTPN18	0.558625
ZBTB34	-0.130875
KCNF1	2.25225
SYNE2	0.480642857142857
SLC22A4	1.596
NETO2	0.58125
VCPIP1	-0.0825
LDHD	0.88
ESX1	-3.31025
SQRDL	2.2135
GALK1	-0.95775
SERPINA6	-4.06966666666667
HD	0.961
ASCL3	-0.0515
FBXL6	0.133
FABP7	-3.962
MAGEC3	-0.665
KLC4	-0.19875
CD1D	-1.38625
PRAM1	0.46025
EIF3B	-0.164142857142857
DSCR8	-5.40325
FLVCR1	-0.4895
KIAA0141	-0.03775
PROM2	2.612
ALOX5	0.8693
GPR162	-1.424375
LYRM2	0.225625
RNASE6	-1.09175
HES5	1.07775
GJA1	-0.404375
MRPS14	-0.24025
HMHB1	-0.05925
TAF7	0.742
BTNL9	0.6653
SFXN2	-0.55025
VEPH1	-2.67675
GK2	0.0695
AMBP	-5.094125
KIAA0953	-0.112
XAGE5	-0.205833333333333
CCBP2	-0.196
TGM2	-0.723666666666667
ZNF202	-1.646
ACTL6A	0.667833333333333
SLC23A2	-0.2609
ARHGEF7	-0.149416666666667
LOC728635	0.1305
CRYM	-2.57033333333333
PKD2	0.08425
MANBAL	0.877
LIN54	-0.41025
ACTL7B	0.351666666666667
OR4D9	-0.002
KIAA1683	0.226625
ZNF704	0.4155
TCP10	-0.457375
MAGEB18	-0.2585
DEFA4	0.676
ZNF197	0.24625
PTOV1	0.278666666666667
RNF208	0.488666666666667
CMIP	0.0128333333333333
TRDN	0.013
UCHL1	-0.646125
APOL6	-0.5373
PLK1	-1.09116666666667
NPHP1	1.23016666666667
NDUFA11	0.024
DAB1	0.227
RTN4R	0.54825
PUSL1	-0.3515
SYT2	-0.029
ANXA13	-0.34
RFTN1	-0.04775
ATP8B2	-1.48016666666667
VN1R2	-0.0765
OR52E4	0.247
NPPB	-3.1355
ZNF148	0.512375
ZNF141	0.998625
IKZF1	-2.08125
PSMC2	0.05525
GGA3	-0.444333333333333
LPGAT1	1.54016666666667
SEC16B	-0.358833333333333
C5orf38	0.903833333333333
THOC2	-0.8052
SLC16A12	-0.259333333333333
ALK	-1.9275
DACT3	0.4055
CACHD1	-1.631
GAN	-0.78575
EXOC6B	-0.236
HIST1H2AE	1.15725
VAMP1	-2.2565
SRI	0.717083333333334
AKAP14	0.055
HLA-E	1.0379
