Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
TFAM	0.537666666666667
IL17RD	-0.877
PARP12	1.769
KLHDC7A	0.5295
KCTD4	0.2765
GTF2H1	0.4685
FLCN	-1.03016666666667
BIRC4	0.910375
LOC790955	0.96375
VKORC1L1	1.76925
CYP4F22	-0.575333333333333
TAS2R5	1.344
ZNF582	1.903
HS3ST3B1	-0.554
CTNS	0.0675
STK36	0.391166666666667
MMD2	0.30075
RP5-1103G7.6	-0.6195
FLJ23356	0.83
CRH	-0.3775
C1orf182	1.47316666666667
ACP5	3.34816666666667
AMFR	0.3305
CA4	-2.7675
PLCB4	-0.910375
MPHOSPH10	0.0735
UNQ473	3.35416666666667
G3BP2	0.245916666666667
SR140	-0.000416666666666669
HOXA2	-0.56875
PYGB	-1.02925
BAT1	-0.5245
DKK3	-0.966333333333333
DDX31	-0.523125
TULP1	0.078125
NHLRC2	0.24875
TNRC4	1.25566666666667
ZNF430	0.5375
TNRC6A	0.243625
PLA2G1B	0.215833333333333
RCHY1	-0.2275
GTF2A2	-0.437333333333333
MGC4294	0.251
ZNF691	-0.23675
TACC3	-1.134
DNAJC5G	-0.03275
LOC4951	0.24675
MS4A4A	-0.7725
LOC152485	0.9065
PPP1R2P1	0.322
PPP2R5B	-0.3735
RPGRIP1L	0.3795
SPOP	-0.6706
PTPRF	0.9155
MGC42090	-0.278
SUSD3	2.8375
THOC4	-0.52275
MAML1	-0.4625
FXR2	-1.28533333333333
TYK2	-1.205375
MUC6	1.33733333333333
DNAJB7	0.422
PIP4K2A	-0.3865
MEX3A	1.178
RRP1	0.1115
TFAP4	-1.23975
CXorf41	0.28525
MTMR4	0.178333333333333
CTLA4	1.228
SNX9	-0.063625
CIB3	0.574333333333333
NECAP1	0.251
PLA2G2D	0.0526
GLMN	-0.733166666666667
DCLRE1A	-0.5885
PDX1	0.1015
SAMD11	-0.00950000000000001
MRPL55	1.4992
TLR7	1.74425
TBC1D21	0.2005
SMAD1	1.3822
ACTRT2	0.3505
RIOK2	0.46375
PDLIM4	-0.46675
SLC22A15	-0.00666666666666667
ABHD13	0.4366
STX18	-0.1411
CCPG1	0.154857142857143
DCBLD1	1.26566666666667
SLC2A6	-0.376
NOLA3	0.02875
TRDMT1	-1.80542857142857
IL17F	0.6495
ATP1A4	-1.59683333333333
OR52W1	-0.0865
CFL1	-0.078
IL4	-1.299
RBP2	0.151166666666667
CPSF6	0.606125
TTC8	-0.128666666666667
MUCL1	5.426
EYA3	-2.45266666666667
KRT38	0.22075
GNE	-1.308
ZNF501	0.07
SLC35A2	0.715625
CEP110	-1.3445
MYF6	-0.16
MGST2	0.0651666666666667
TRPV4	0.229166666666667
NEK8	0.164666666666667
NOX5	-1.8585
NCKAP1L	-0.6985
EMP3	-2.456
BPY2C	0.3645
C1orf38	0.238875
ELOVL2	3.174
CBX7	-0.33175
OSBPL1A	0.346333333333333
ZNF589	-1.2605
ESCO1	-0.1695
TRA2A	0.458916666666667
C3orf26	-1.8675
PHF2	1.16525
PID1	-0.1635
RFC1	-0.327
MTAP	0.3223125
ADORA3	3.31816666666667
LOC389458	1.60025
TRNT1	-0.96875
CRIPAK	-0.9745
RAI2	1.31433333333333
ANKRD44	-0.8265
GZMB	4.36575
NFE2L1	-0.537125
STIP1	-0.2865
RASL11B	-0.418
NT5DC2	-2.363
LRP2	1.13725
MTDH	0.341733333333333
ARSG	0.541
HSP90AB1	-0.16775
CT45-6	-3.0685
ZNF483	-0.56875
LMBR1L	-0.2315
S100A2	-2.9413
C2	-0.311666666666667
C2orf27	-0.4485
EIF4EBP1	-0.02725
GCKR	-3.631
PPP1R9B	0.4835
FER	-0.16275
SNRK	0.102833333333333
OR5M10	0.534
UTP6	-0.7865
CAPZA3	-0.48425
FBP1	3.08188888888889
TERT	-1.1025
CCL1	-1.023
FUCA1	0.815
ALS2CR8	-0.2185
KCMF1	0.224916666666667
SRCRB4D	-0.0705
OXCT2	-1.08283333333333
IL17RA	0.355833333333333
MPP5	0.418625
SPA17	0.739
FLJ10986	0.228333333333333
GALNT14	-2.19775
CXorf27	-0.7065
NPLOC4	-1.341
RAB34	-0.7835
KRTAP3-3	0.2145
ARSD	2.27016666666667
CPLX2	-1.4827
PJA1	-0.9245
WHDC1L1	-0.5965
RB1	-1.1381
MTMR15	-0.297
PHLDA2	-0.928
GUCY2F	-0.6615
MPV17	-0.527
SLC35D1	1.149
LYSMD3	0.4921
COL16A1	-0.2255
ERLIN1	-0.138833333333333
JMJD4	0.795
HIST1H2BK	-0.12825
TP53I11	2.274
ST3GAL4	-0.6267
PF4V1	0.100333333333333
ALG8	1.15175
REG1A	0.221
MINA	-1.07275
CYB5R3	-0.496166666666667
HHLA1	-0.48475
MYST4	2.1562
VASN	-0.21875
UCHL5IP	-1.31825
TFAP2A	1.4291875
MGC9913	0.929
C9orf97	-0.6525
LOC90379	-0.32775
PHF15	0.753785714285714
ZNF169	-0.3744
KRT7	2.529
GLIPR1L2	1.04875
LOC116236	1.0995
IQCF3	-0.13125
RDH14	0.480833333333333
HNRPK	0.402285714285714
RABEPK	0.0861666666666667
ISX	-2.652
CBARA1	-0.172
RAD51AP1	-1.012
MLL5	0.329875
CXorf48	-4.5895
SGCD	-1.43425
PHTF1	-0.83125
CA3	-0.55525
CMTM5	-0.17575
STX10	-1.68475
JMJD2D	-1.43575
P4HA1	-1.147
GAB3	-0.845333333333333
DHRS4	-0.082
COL4A1	1.0108125
C20orf20	0.8305
OSBPL2	1.618375
PTTG2	-0.88625
KIAA1688	2.42925
STS	-0.370375
SHROOM4	0.520333333333333
KBTBD5	0.223333333333333
ALDH1A3	-1.2609
BTNL2	-0.232166666666667
TGIF1	0.5325
ZFAND5	0.519875
ICA1	0.544875
NAV3	-2.70833333333333
FLJ12331	-0.6805
EPS8L2	1.7997
MNT	-0.265666666666667
ENTPD1	2.04225
OR51E2	1.09628571428571
STK11	-0.296875
MX1	4.583375
TTTY9A	0.348
CX62	-0.169
LOXL4	-1.821875
EXOSC4	1.221
PURB	0.0677857142857143
SETD1A	-0.813333333333333
RELB	0.28525
LAMB2	0.372166666666667
HNF1B	-0.727833333333333
PNLIPRP3	-1.136
C14orf139	-2.64775
UMOD	3.307
GRIN3B	-0.32925
GPR25	0.3525
ZNF512B	-0.25175
ATP6V0A1	-1.0085
SRA1	0.42325
ZNF615	0.594
ZNF768	-0.1045
ZNF469	0.67475
DYNC2LI1	0.376333333333333
DNAH3	-0.0245
LOC387911	1.879
LOC554234	-0.66475
ARRDC5	0.789
TMEM59L	-1.71483333333333
MARCH4	-1.87625
CNOT8	-0.496
KIRREL3	-1.43133333333333
ADAM17	0.45075
MYOG	0.316625
CPNE1	-0.4055
AK5	-1.267625
LOC204010	-1.479
NDRG4	0.35675
LOC130074	-0.90875
PIAS4	0.028
NCOA2	1.38
TEGT	1.0322
USP5	-0.232
ANKRD21	0.11775
KIAA0692	0.451333333333333
HAPLN3	0.33225
LZIC	-0.748
NRXN3	1.0885
CDKN2C	-2.54116666666667
KIAA0226	0.1905
CYB5D1	0.69475
WDR68	-0.3390625
ABCB6	-0.7586
MRPS25	1.8795
ZMAT2	1.02175
KRT25	-0.078
RPL11	-1.344
GRAP	-0.477166666666667
LOC198437	2.1955
RORC	0.5915
RAP2C	3.67264285714286
MXD1	0.6005
AZI2	-0.731833333333333
NUAK2	1.15925
AHSG	-6.013875
MANSC1	0.41475
IMP3	-0.0758333333333333
C2orf3	-0.835375
VSTM3	3.89275
PCTP	0.14275
SIRT1	0.32175
MANBA	1.4535
CD164	1.30425
GFRA1	1.9546
PRM2	0.12175
ZKSCAN3	0.0375
PLEKHG1	1.46575
TPRKB	0.5915
UBFD1	0.517333333333333
CDKL5	-0.104
HIST1H2BD	0.747666666666667
INPP4A	-0.201833333333333
BMX	-1.342625
PTPRU	-1.632
LOC554202	-0.9556
HOXC8	0.423875
IL12B	1.0695
ADPGK	-0.596
ZNF418	2.4255
SIAE	1.301625
CWC15	-0.29375
RP13-401N8.2	-0.4895
KLHL11	0.6865
DEDD2	-0.11025
PSMB3	0.28575
DDX25	-3.045
ZBTB3	0.558166666666667
GFRAL	0.579
RPS25	-0.804166666666667
FAM57B	-0.1055
TESK2	0.497666666666667
DNM1L	0.523
ZNF207	0.0191666666666667
CLEC11A	0.25475
TOLLIP	0.71375
TMEM61	-1.25333333333333
DLK1	-4.5083
PLVAP	2.93625
NOD2	2.8635
SCMH1	-0.6955
FLJ40235	-0.1935
HTR2A	-0.559166666666667
ARMC5	0.2905
FUT7	0.701
PRELP	1.4554
ALKBH6	-0.598
GYG1	0.00633333333333336
POLR3GL	-1.82425
COL8A2	2.67766666666667
OR10A5	0.70825
C1orf187	-1.933
TXLNB	1.84016666666667
C16orf68	-0.574916666666667
R3HDM1	-0.807
C16orf75	-0.8245
BAALC	-0.632375
TNP1	-0.0545
GAPDH	-0.978583333333333
COX7C	1.298
ERRFI1	-1.73291666666667
PGAM2	0.6785
FAM108B1	-0.5845
APC	-0.246625
TLR2	2.4245
SUCNR1	2.3085
ZNF233	0.63975
WFDC1	-1.52666666666667
PSG11	-0.7063
SLC39A1	-0.387
PSAPL1	0.146
CDC42EP1	0.067125
MECR	-1.03975
KIAA0101	-1.3283
MACROD2	1.4292
MMP19	0.15375
LOC202459	-0.224333333333333
VNN2	1.409
ACCN3	-1.7435
TIMD4	1.8395
RNASE8	0.163
CCDC7	0.5845
SULT2B1	2.085
ME1	0.86475
MGRN1	0.803375
MRPL30	0.324875
IVL	0.2815
CALM1	0.63055
PLEKHA6	1.406
B4GALNT2	-0.2035
PGDS	3.062
C8orf33	0.660833333333333
TMEM56	-2.6695
CKM	0.0381666666666667
ESR2	-0.2549
ACOT8	2.2905
AGTR2	0.049
LOC155006	2.25375
BC37295_3	0.9375
EPM2AIP1	-0.597333333333333
PZP	-0.53025
RPS9	0.0966666666666667
C18orf51	-3.2625
SIVA1	-0.1808
HEATR2	-1.0475
CD3E	-0.368416666666667
C20orf142	1.385
PGLYRP3	0.131
CCDC139	0.13575
GPS2	-0.426333333333333
NOL14	-0.637
LRTM2	2.971
TRIM36	3.10025
TP53RK	2.4399
FBXL13	-1.105
RUFY2	1.03764285714286
C11orf70	-1.059
HSPB9	0.86
GJA5	1.956
HGF	-2.15716666666667
EPHB4	-0.027
SOX18	0.809
IFRG15	0.6675
SERPINA10	-4.04625
WDR23	0.106875
REEP2	-1.5585
CDK3	-1.25325
HSPA12A	1.419875
ARL8B	-0.1327
SATB1	-1.55016666666667
PPM1D	-1.15466666666667
VPS45	-0.8675
TP53BP2	0.109125
GJE1	2.28875
CACNA1G	-0.181
VGLL4	1.48425
GNPTG	0.19525
ROS1	-2.935
C21orf128	0.209166666666667
BMP8B	0.57025
SLC5A4	-0.8535
SLC6A3	0.4535
C16orf53	0.627375
TMEM81	-1.265
APC2	-0.4162
SYAP1	1.368375
C6orf54	-0.536166666666667
ZBED5	-0.1724
PVR	-1.784625
LTA4H	-0.299833333333333
CCDC24	1.7815
MAGEA4	-3.55933333333333
IFIT3	3.333
MYADM	1.350875
C21orf82	0.194
PDE3B	-2.2035
TMPRSS11A	-0.16425
PGK1	-2.21929411764706
CCL13	4.74133333333333
DERL3	-1.5475
MLXIP	-0.600083333333333
PLOD1	-1.801625
MTFR1	0.3295
NPDC1	0.694666666666667
GPAA1	-0.0755
LTV1	-0.54075
RYR3	-1.7335
C7orf46	2.31725
VAMP2	0.14825
RNF135	1.1047
SUPV3L1	0.392
FIBP	0.284875
ADAMTS18	3.43883333333333
RNF25	-0.295666666666667
SOS1	0.059
PLAU	-1.236
MATK	-2.70525
EHF	5.708
CTNND2	0.654625
PTEN	0.457214285714286
ZNF189	0.318875
SLC28A3	1.1715
GUCY1A3	2.29225
SETD2	0.029375
ROGDI	1.057
TICAM1	-0.0356
RASSF3	1.0205
PACSIN2	-0.714833333333333
SERPINB5	-2.05366666666667
PRKCDBP	-0.06825
TFDP3	-0.9295
LGR6	2.15425
RFX5	-0.766833333333333
OR52J3	0.8965
PTPN18	1.203875
ZBTB34	0.407125
KCNF1	0.54075
SYNE2	-0.0917142857142857
SLC22A4	-0.63575
NETO2	-1.987625
VCPIP1	0.77625
LDHD	1.30825
ESX1	-3.64
SQRDL	2.279
GALK1	-0.6525
SERPINA6	-3.389
HD	-0.711625
ASCL3	0.0215
FBXL6	0.795
FABP7	-4.666
MAGEC3	-1.084
KLC4	-0.27725
CD1D	-1.840875
PRAM1	1.22175
EIF3B	-0.652214285714286
DSCR8	-3.6125
FLVCR1	0.52825
KIAA0141	-0.334625
PROM2	3.45716666666667
ALOX5	1.3632
GPR162	-1.329125
LYRM2	0.922125
RNASE6	-0.180875
HES5	1.99975
GJA1	-1.12
MRPS14	0.22325
HMHB1	0.2025
TAF7	0.629125
BTNL9	0.0743
SFXN2	1.41775
VEPH1	-3.34625
GK2	0.0336666666666667
AMBP	-2.57075
KIAA0953	0.888
XAGE5	0.387
CCBP2	0.2935
TGM2	-1.71566666666667
ZNF202	-0.857
ACTL6A	0.0223333333333333
SLC23A2	-1.1185
ARHGEF7	0.08975
LOC728635	0.0495
CRYM	-2.17333333333333
PKD2	-0.57325
MANBAL	-0.0316666666666667
LIN54	-0.087
ACTL7B	-0.14275
OR4D9	-0.3885
KIAA1683	-1.04525
ZNF704	1.21016666666667
TCP10	-0.956875
MAGEB18	-1.0325
DEFA4	0.2608
ZNF197	-0.65525
PTOV1	0.854166666666667
RNF208	0.744666666666667
CMIP	0.59
TRDN	0.3545
UCHL1	-2.180125
APOL6	0.4818
PLK1	-1.18266666666667
NPHP1	0.887166666666667
NDUFA11	-0.01725
DAB1	0.3085
RTN4R	0.40225
PUSL1	-0.276
SYT2	0.12
ANXA13	0.30225
RFTN1	-1.18325
ATP8B2	-0.4445
VN1R2	-0.038
OR52E4	0.142
NPPB	-2.87283333333333
ZNF148	0.35575
ZNF141	0.83025
IKZF1	-1.77075
PSMC2	0.19225
GGA3	-0.356166666666667
LPGAT1	1.39008333333333
SEC16B	0.0793333333333333
C5orf38	-0.00316666666666666
THOC2	-1.7472
SLC16A12	-1.43066666666667
ALK	-1.941875
DACT3	-0.112666666666667
CACHD1	-1.429
GAN	1.118
EXOC6B	0.46
HIST1H2AE	0.4835
VAMP1	-2.4745
SRI	-0.0305
AKAP14	0.551
HLA-E	1.6814
SLC25A32	-0.620666666666667
FLT3LG	0.0881666666666667
ATP1B1	1.243
WDR1	0.3115625
SWAP70	1.66825
TRIM31	-0.4795
ARNT	-0.06425
ZNF596	0.2618
CDKN1B	0.0678333333333333
FOXC1	-2.120875
SEMA3A	-3.9264
LSM14A	-0.728833333333333
STEAP3	-0.65825
ABCA1	0.178833333333333
PLSCR2	1.10566666666667
EDC3	-0.37125
THBS3	-0.14925
C15orf43	0.266166666666667
GMCL1	-0.0731666666666667
C9orf71	0.35125
MGAT5	0.746
LOC402164	0.40625
TSPAN8	-5.31
DYNLT1	1.42275
IGSF1	-3.07825
TMEM143	-0.3065
FLJ25006	-1.8615
ATP13A3	0.669833333333333
C3AR1	1.5585
CADM2	0.601
EFNA4	2.06
HAO1	-0.13675
TWF1	0.798833333333333
MRPS17	-0.13075
MYH9	-0.298833333333333
C9orf9	0.4345
C17orf79	0.135
FSCN3	0.12975
BDKRB2	0.8955
PCGF6	-0.161
RAP1GAP	-0.155166666666667
TAS2R41	0.8335
DCLK1	-0.1053
DEFT1P	0.0268333333333333
TAF2	0.781916666666667
COPZ1	-0.257375
KATNA1	-0.00675
STIM1	-0.139
TBX2	-2.07383333333333
RPS4X	-0.344076923076923
MARCH8	1.19983333333333
DHX33	-0.995666666666667
TMEM161B	-0.2505
SYPL2	0.3195
ADCY5	2.445375
SRPK3	1.303375
CXorf9	0.55475
REC8	-0.619625
CLP1	-0.2955
MGC52498	-0.5625
DUOX2	0.3645
C6orf150	-0.96975
TSC22D3	0.66675
CASP8	-0.7975
PRKD3	-2.2640625
CFH	0.96225
TRO	-2.8075
NRIP1	1.66775
ZNF707	1.38516666666667
TBC1D22B	-0.313
HYI	-0.446
COX7B2	-0.38375
GPR52	0.3225
CASC3	-0.2115
METRN	1.3835
KRT3	0.516
ARF1	0.565857142857143
C1orf111	0.38075
MOG	-0.777
C6orf50	0.0025
MGC12966	-0.34975
ATP7A	-1.0985
NOTUM	-2.81883333333333
LOC342897	0.7325
ITSN2	0.19025
GIP	0.167
LOC89944	-0.262333333333333
UBXD8	0.7115
GYPE	-2.06466666666667
JAG1	-0.444666666666667
RLBP1L2	0.0565
HIST1H2AL	0.9285
PAPPA	-1.3224
CYP4F8	-1.85175
TRH	3.12775
DCTN3	0.4466
NT5C	-0.18325
HTR3C	0.032
VPS41	-0.344
KIAA0174	-0.1724
ANKS6	-2.886
MPV17L	2.00533333333333
MT1M	0.4385
DTX1	0.89025
LOC146325	1.04933333333333
ZNF639	-0.0716666666666667
CACNG4	1.4
TNNC1	-1.88875
MGC27345	-0.441125
CASD1	-0.2205
HOXD4	-0.3695
SMC4	-1.42417647058824
TTC35	0.4854
CTXN1	1.149625
RGS19	1.10125
SFRS3	-0.216083333333333
TRIM43	-0.1885
HLA-DQB1	3.438125
NUPL1	0.2675
NRAS	-1.28125
RPL22L1	-1.83975
ZNF138	2.045
FBXW2	0.2268
SIX3	0.325333333333333
HDAC9	-0.784583333333333
OGG1	0.9425
APLP1	-0.447
OR7A5	0.581
DLX4	0.3635
TUBA1B	-0.385
CRY1	-0.433875
C12orf29	0.1295
MGC70863	-0.478318181818182
OR1D2	-1.2955
C1orf25	0.931375
CUZD1	0.06475
PUNC	-1.8865
SCAND1	0.977166666666667
MYT1	2.226
MPND	0.2205
GOLGA1	0.4237
ZBTB43	1.2045
VAPA	0.121916666666667
C4orf36	0.26625
STAP1	2.3955
SLC34A1	-0.21675
PIK3R3	1.6735
TGM5	-0.379
USPL1	0.479222222222222
FBXO40	-0.438333333333333
BRF1	0.3889
CCL27	-0.7735
hCG_1657980	-0.116
PFN2	-1.182
MYBPH	-2.9935
PPP1CC	-0.60125
CDCA7L	-0.734
KCNB2	0.6615
C20orf151	1.82
USP13	-0.51975
RCOR2	0.233833333333333
FBXW4	-0.0681666666666667
WT1	-2.1115
TAS2R46	0.5055
STK38L	-0.1405
LEPROT	-0.211375
DDX42	-0.32525
TXNRD2	-1.49066666666667
TNFRSF4	2.8985
KSR1	0.328875
SLC27A1	0.0448333333333333
POU5F2	0.7355
SLC22A11	-0.000499999999999994
C8orf32	0.302666666666667
ZNF236	0.922357142857143
GABRB1	-6.2135
LRRC29	0.2975
FBLN1	1.10516666666667
MRRF	0.285666666666667
RP1	1.432
MARVELD1	1.58725
AFF4	1.10478571428571
C17orf54	-0.28825
RAF1	-1.37925
SUB1	1.949
MRPS33	0.8975
ZIC1	-3.50633333333333
ARL10	0.2305
RAG1AP1	1.124
P2RX5	-2.7612
NCR3	1.14233333333333
LTB4R2	0.1935
HLA-DPA1	4.792125
FKBPL	0.62
JAKMIP1	-2.83275
SNX4	1.34425
CD248	1.3095
CCR2	-1.530375
LOC401152	-0.6615
SH3KBP1	-0.5214
LMBRD2	-0.0727142857142856
WDR51A	-0.329666666666667
SYT15	-0.3365
SMOX	-1.0055
NACAP1	-0.083
DRD2	0.284833333333333
COPS2	-0.30325
FCER1A	2.99475
TMEM112B	-0.551
SUGT1	-0.2252
CALR	0.317625
DPY19L2P4	-1.9455
ADRA1B	-0.0415
LTB	3.338
SNRPD1	-0.62425
NCAPG2	-1.01716666666667
KCNMB1	1.91283333333333
ITGAV	0.894166666666667
LENG4	0.63175
C13orf16	-0.434833333333333
C20orf3	-0.11475
PIP5K1A	0.3705
PCNA	-1.19675
C1orf34	2.999
MMACHC	-0.57975
BEST1	0.409333333333333
REV3L	-0.33
ZRANB1	0.156
AVPI1	-1.466
ATG5	0.27675
SARM1	-1.676
RGS7	0.4825
HMP19	0.277666666666667
SGTB	-0.3653
FEM1A	0.00999999999999997
C1orf122	0.813375
MYCT1	1.34416666666667
GM2A	0.316625
ZCCHC7	0.113642857142857
MYH10	-1.559875
DKFZp761B107	1.044
ADAL	-0.329
OR10J1	0.45975
TMEM9B	1.57925
DNAJA1	0.63775
SCGB1D4	0.442
LRRC50	2.201
PRKX	-0.1175
NUDT14	1.6076
PCTK1	0.0079090909090909
ARG1	-3.75075
KIF2C	-1.39825
GFM1	0.074
RAB11FIP3	0.5475
HBD	-1.68666666666667
NPR3	-2.3625
IRAK3	1.31933333333333
OLAH	-0.744
CYB561D2	0.47175
CNNM4	2.70375
MYO5A	-0.479
SIPA1L3	1.32266666666667
ADAM10	0.1325
LIPA	0.48125
NAP1L4	-0.272
MRPS22	-0.8065
GNG4	0.2885
PSG5	-0.271333333333333
PPP2R2C	3.5287
P2RY12	1.1135
SLC6A13	-0.38425
AGPAT4	-1.1863
C6orf199	0.5535
FAM53C	0.199
TPM1	-0.0365454545454545
PYHIN1	2.19616666666667
LINGO1	2.11983333333333
CIDEC	1.13016666666667
CRIM1	0.8118
DHTKD1	1.26875
ZNF546	0.062
CD300LG	0.3406
SFRS2IP	0.837333333333333
FLNB	-0.286625
NOC2L	-1.488
SPINK7	0.27875
CRTC2	0.52075
HMG4L	0.23425
C14orf162	0.88875
CCDC123	1.81325
HTRA3	-0.1789375
SPTBN5	2.85116666666667
C1orf77	-0.321583333333333
TAF1L	-0.954
WDR78	0.6765
WDR49	0.473666666666667
SIN3A	0.3345
ECSIT	-1.01816666666667
VSIG4	3.5075
DIRAS2	-0.1198
TXNL1	0.177
MTERFD3	-0.22675
CCNYL1	1.06475
CISD2	0.292833333333333
OR5C1	0.0695
OBSCN	-0.1015
GBA	1.07516666666667
SLC9A11	1.199
C6orf64	1.04366666666667
ESD	-1.67175
CYYR1	0.720833333333333
PNRC1	-0.54125
FCAMR	0.0125
PPIA	-1.00485714285714
VDAC1	-0.1705
TRIB1	1.97875
NT5C1B	0.149666666666667
CLDN17	0.44875
ICOSLG	0.83675
RGR	0.165875
DSG1	-0.527
TMEM27	-0.05775
C1orf69	-0.0557499999999999
PRAP1	-0.9595
DQX1	0.720375
C20orf46	-2.05663636363636
NHEJ1	-0.772833333333333
DNAJC18	0.049375
MANEAL	0.259166666666667
MTBP	0.70425
S100A6	-0.60125
ABHD7	0.69375
NEDD1	-0.252166666666667
TINF2	0.11025
SLC7A10	-0.498
KIAA1875	-0.1595
TMEM20	-0.0485
COX19	-2.488625
SPRR1A	0.3105
SCEL	-0.279375
CCDC70	0.189
CRISP2	-0.726166666666667
ILF3	-1.00133333333333
NTRK3	0.124833333333333
B3GNT1	-0.583333333333333
LARP6	-1.36366666666667
FBN1	-0.7089
ZNF621	0.68125
JOSD1	-1.0378
SNX14	1.1745
INHBB	3.51533333333333
TBL2	-0.08125
GUSBL1	-1.12566666666667
TXLNA	-0.290583333333333
PEX6	-0.0171666666666667
DDEF1	-0.4045
TMEM187	0.902333333333333
AIP	-1.147375
MCEE	-0.33675
LGALS14	0.615
TNFRSF13C	-0.9215
CTNNA3	-0.179333333333333
HSDL1	0.9675
LAMA5	0.109833333333333
KIAA1853	-0.568
PMS2L11	0.48
AKAP4	0.647
DIS3L2	-0.51025
ZNF292	0.3935
TBX15	0.172833333333333
CTCF	0.1656
FAM19A3	-1.4785
FUT10	-0.284125
KIAA0746	-1.63475
KRT81	-0.164
ALDH3B2	2.82875
MOGAT2	-0.91
M6PR	-0.7885
COASY	-0.628166666666667
CCND3	-0.527428571428571
LAMC1	-1.19825
CLASP2	-0.717785714285714
EIF2AK3	1.58375
SMYD2	0.359833333333333
PBX3	0.27825
TMPRSS2	2.49133333333333
OR10R2	0.460833333333333
ZNF761	0.638
MED30	0.68775
ZNF629	0.977375
CORO6	-1.55875
FLJ10154	-1.42766666666667
FAM123B	0.0195
ANGPT1	-2.5846
MED23	0.37125
LOC255374	0.63375
SEMA6A	-2.0097
HSD11B1L	-0.780666666666667
GMEB2	0.2815
PSMD14	0.05175
FLJ10213	-1.622
PDCD2	0.212
MAST1	-0.29525
EPHA1	1.29016666666667
XCL2	1.865125
EIF4G1	-0.574166666666667
UBE2D1	0.8521
RAB39B	-0.692833333333333
IDH3A	-0.173833333333333
CREB5	0.456625
FLJ21511	1.5815
ANGPT2	1.86533333333333
RANBP3	-0.3366
DYRK1B	1.36883333333333
HLA-DRB6	0.6485
FLJ11292	0.2185
NMRAL1	1.07
ATP6V0A4	4.54683333333333
FGFRL1	-0.6445
GZF1	-0.6868
TMSB4Y	-1.299
RBKS	2.08675
PHLDB1	0.211625
SEC23A	-1.12133333333333
MLX	-0.4479
TPD52	1.29066666666667
CPNE8	-1.60033333333333
DACH2	-1.02425
PSMA4	0.0704285714285714
C1orf149	0.4963
PGM2	-0.76225
ROCK1	0.555642857142857
TAGLN	1.2455
PTPRK	1.23716666666667
TPSAB1	3.1485
GPR82	0.00433333333333334
ZNF45	-0.49325
ZNF610	1.20575
TK1	0.0936666666666667
LETM2	0.891
KLF1	-2.4095
SAP30L	0.7635
KCNK2	-1.74616666666667
SORCS1	-1.66816666666667
VEZF1	0.579125
DNM3	0.967
GIT1	-0.11175
OR4K1	0.3925
LSM11	-1.0797
C7orf10	-1.24283333333333
MMP28	-0.461
ZNF394	0.22325
DPF3	-0.425
FAM35A	0.3715
ODF2	0.0813
TREX2	0.003
EPB41	-0.7144
PRKRIR	-0.439833333333333
MED4	-0.55225
C11orf21	0.4075
ECM2	2.83
SHCBP1	-1.0518
TRABD	-0.0385
COTL1	-1.75705
CLEC3A	1.5575
TNC	-2.673375
ZNF659	-2.0515
C22orf30	0.2685
C13orf7	-0.2185
PPP1R12B	0.0608333333333333
SOCS7	1.46525
MARCKS	1.60025
SACS	-2.99438461538461
TTLL12	-0.11675
PPARA	-1.86115
LAYN	0.622833333333333
FAM83G	0.433
MOSPD3	0.5375
PSMG3	-1.4427
ATP1A2	-3.6465
KIAA1702	1.265
FAM12A	1.037
PLEK2	-0.32075
TG	0.5025
OPTN	0.7435
HDX	1.41666666666667
MAPKAPK5	-0.0745
DGKG	-1.6275
AFAP1L2	-1.0205
C14orf49	-1.435
ZFP91	-0.049
ZNF428	-0.25025
OR5B12	0.662
IFNA17	0.557
BTC	2.603
MAP2K5	-1.23616666666667
TADA1L	-0.614
IGF2	-3.19025
PROK1	-0.89475
ATAD2	-0.0763846153846154
DMN	-1.23
NPEPPS	-0.130590909090909
SLC2A12	-1.51725
CD80	1.7765
GPR77	0.864
PHF6	-0.272333333333333
FAM47C	0.64875
HOMER2	1.16666666666667
C10orf91	-0.05275
DNMT1	-1.259375
HTR1B	0.1495
SMARCD2	-0.5225
BRIP1	-1.397
WIPF2	0.406772727272727
ZNF283	-0.4245
PLXDC2	2.21683333333333
SBF2	0.290666666666667
CDH9	-1.538
SLC7A5	-0.0855625
DLG7	-2.32122222222222
T	-0.152666666666667
NFIB	1.82721428571429
CAPRIN1	0.47125
ETFDH	0.19275
SLC15A1	0.182333333333333
LRCH2	-1.948
GSPT2	-1.774
NAT9	-0.1795
MB	2.224625
LIFR	-1.0645
ZC3H12D	-0.82425
CYP4Z1	4.511125
DMBT1	-0.80025
KCNAB2	-0.718333333333333
MXI1	-0.838833333333333
EIF4A1	-0.3137
SPTLC2	1.382125
TTC28	-0.85275
MAGI2	0.86025
EXPH5	1.87583333333333
PERQ1	-0.393625
NLRP2	-3.058375
NELL1	1.085
MAP3K2	0.8264
IFNK	0.1395
PCDH19	-0.52575
LEPROTL1	-0.87
CLINT1	0.209166666666667
C2orf54	3.37
POLE2	-1.785
SLC16A13	0.604333333333333
NIN	-0.238375
PLCL1	0.183166666666667
DDIT3	-0.63625
GPR152	0.366
HOMER1	0.384
MCM9	0.07225
OSR1	-1.74716666666667
BPIL1	-1.1055
CHRNA4	0.71925
