Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
CYP2A7	0.80025
RIC8A	0.410625
CCND1	1.06016666666667
USP35	0.2985
DSCR2	-1.6715
CCL4	3.8285
ZCCHC10	0.022
NOL11	-0.01525
TRPM2	1.28633333333333
PSMD2	-0.153181818181818
CHTF18	-2.3325
USP18	2.147
RRAS	0.5435
LAMC3	-1.68825
TOX	-3.5315
PCDH15	0.383
GABRG3	-1.94975
NUDCD2	-0.521625
SGCZ	0.0425
KCTD17	-0.354
SPSB2	-0.3175
TPPP3	2.18133333333333
CILP2	1.17516666666667
CALB2	2.77175
CEBPZ	-0.719
ZNF479	0.87125
FMOD	4.27416666666667
C21orf66	-0.697428571428572
CLN6	-0.642
ANAPC1	-0.9605
SH2D3C	1.36475
PTPN14	-0.7229
TRIM42	-0.0525
APTX	0.619
SNRPG	-1.00833333333333
BMS1	-0.8205
MAGEA3	-4.583
NFATC3	-1.16225
LRRC45	-0.220166666666667
ARS2	-0.192
LRIG1	2.59133333333333
EPSTI1	1.348
PRSS27	1.17475
ERC2	-0.60575
PRKACB	-0.473071428571429
PRDM13	-3.821
HCG27	-0.73475
KLK12	-3.686
HSD17B7	1.95033333333333
ZNF354A	0.17575
PCDH11X	0.125
DMGDH	-0.11575
PCBD2	0.712333333333333
TMC6	-1.6565
RIMS1	-0.1555
SF3B2	-0.244833333333333
RCN1	0.0111666666666667
CPB1	2.803
BCAR3	0.98525
FCRLB	2.57125
PAK1IP1	-1.3235
OR10H1	0.2475
KIF9	1.413
PITPNM2	-1.006375
L3MBTL4	0.95525
TGFB1	0.1286
ZXDC	0.21325
SLC6A16	-0.8155
SRrp35	-2.372125
LRRC8E	1.65625
PPIAL4	-0.3645
EOMES	1.157
PAX2	-0.0225
SCARF2	0.092375
PSEN2	1.052
PCDHB13	-0.185
C10orf28	0.262625
DHRS7B	0.686357142857143
C1orf131	-0.14275
ASB1	-0.8925
ZNF223	0.491166666666667
LCMT2	1.16375
MEP1A	-0.91125
TMEM53	0.34775
RSPH3	1.43525
C10orf33	-0.9075
LOC644285	0.2355
PTPN9	0.285333333333333
ABCA12	-1.0525
CCDC37	-1.02525
RUNDC1	2.1225
YES1	-0.0348
FAM120AOS	1.25775
OR5M3	-0.3235
PPP1R3F	-0.0531666666666667
IL13	0.4115
MDFI	-1.55125
PRNT	1.5155
ZDBF2	-0.923
OR10C1	-0.0183333333333334
CLIC1	-0.136666666666667
LILRA5	0.291
CSAG1	-4.31783333333333
TREML2	-0.428666666666667
FAM125A	0.385666666666667
ZNF74	-1.03125
FAM104A	-0.13375
LRRC39	-0.4245
SAMD5	-0.38125
HYAL2	0.23375
HIST2H2AC	0.963875
IGFBP5	1.9895652173913
NRTN	-1.9785
KIAA0556	-0.00720000000000002
FAM29A	-1.303
JMJD2A	0.4715
EPHB1	0.52825
POLD4	1.4935
ANAPC10	-0.57775
LRRC36	-0.34875
MEGF6	-0.602
LPHN3	-0.448666666666667
BMP10	0.1505
C21orf55	0.8335
CREM	-0.3731875
PTGER4	0.607333333333333
METAP1	-0.806125
KCNQ1	0.867333333333333
NR2F2	0.26525
SSFA2	3.47491666666667
CTTNBP2	-1.49675
BCL2A1	-0.644125
ZBTB24	-0.534375
SLCO6A1	-0.55925
PRDM1	0.4531
OR7D2	-0.286666666666667
CCDC47	1.4429
LOC646982	0.202
SLC26A6	-1.87416666666667
BIN1	-1.1641
SRRM1	-0.246357142857143
PCSK1N	-1.0965
ALS2	0.2623
ECT2	-0.724526315789474
CACNA2D2	0.146125
DOCK6	-0.18275
C10orf119	0.3595
FATE1	0.20075
DUSP23	1.5415
TRIP6	0.324071428571429
NUP35	-0.92825
CDH3	-1.99675
KLHDC8A	1.11525
C9orf116	2.242625
EI24	-0.545
CENTD1	1.2135
RWDD2B	0.246833333333333
DOCK1	1.6515
NPAS2	-1.40425
NR3C2	2.26433333333333
FAM63A	2.23466666666667
INPP5F	-0.496166666666667
FAM111A	-0.1057
MYBL1	-2.54833333333333
IQGAP3	-0.680833333333333
CRADD	-0.3965
DUSP12	-0.80375
PDZK1IP1	3.0865
VASH2	-0.583
CTR9	1.107
VIL1	-4.8015
OR8U1	0.526166666666667
CCDC107	0.5195
PTTG1IP	0.352875
OR4X2	0.2015
COL9A1	-2.0685
PSMD9	0.33175
ZFP62	0.137
TIP39	-0.67575
PARP15	0.579
TTC19	0.1955
C1orf114	-2.24433333333333
GFPT1	-0.0605
SLC27A6	-2.29525
MRPS10	0.00660000000000001
CALML5	-2.765
TRPM7	-0.377125
CGNL1	0.05375
CECR1	0.52425
SERPINB8	-0.4135
TMEM102	0.03025
PDIA2	-3.96175
NUCKS1	-0.402166666666667
HOTAIR	1.09925
EBI3	-0.2025
NXN	-0.145
ZMYND19	-1.178875
FOXJ3	0.35525
EIF5B	0.1202
EIF2B4	0.0283333333333333
LEO1	-0.088
ZIC5	-1.75533333333333
IL20	3.95866666666667
KIAA0415	-0.24225
FLJ37357	-0.00749999999999999
TSPAN12	2.285375
ACTR3B	-0.69325
TFAM	-0.581333333333333
IL17RD	-1.02725
PARP12	1.6045
KLHDC7A	0.144
KCTD4	-0.1812
GTF2H1	-0.0715
FLCN	-0.267166666666667
BIRC4	0.93125
LOC790955	-0.619
VKORC1L1	0.061
CYP4F22	0.110333333333333
TAS2R5	0.4105
ZNF582	0.7555
HS3ST3B1	-0.488875
CTNS	0.85875
STK36	0.878166666666667
MMD2	-0.2865
RP5-1103G7.6	-0.0385
FLJ23356	-0.2095
CRH	-0.13975
C1orf182	0.928666666666667
ACP5	2.521
AMFR	1.0406
CA4	-0.9615
PLCB4	-2.22525
MPHOSPH10	-0.227
UNQ473	2.2545
G3BP2	0.0829166666666667
SR140	-0.589333333333333
HOXA2	-0.25275
PYGB	0.010375
BAT1	-0.361916666666667
DKK3	0.790166666666667
DDX31	-0.49875
TULP1	-0.3565
NHLRC2	0.818
TNRC4	0.188833333333333
ZNF430	0.92
TNRC6A	-0.00837500000000001
PLA2G1B	1.12416666666667
RCHY1	0.244833333333333
GTF2A2	-0.813666666666667
MGC4294	0.2995
ZNF691	0.481
TACC3	-1.626
DNAJC5G	-0.1335
LOC4951	0.53075
MS4A4A	-0.3175
LOC152485	2.0555
PPP1R2P1	0.1555
PPP2R5B	-0.42475
RPGRIP1L	0.09075
SPOP	0.7946
PTPRF	1.47125
MGC42090	-0.3495
SUSD3	3.977
THOC4	0.635875
MAML1	0.0779
FXR2	-0.914833333333333
TYK2	-0.107875
MUC6	-0.371833333333333
DNAJB7	0.144
PIP4K2A	-0.968785714285714
MEX3A	0.107666666666667
RRP1	-1.039375
TFAP4	-0.51775
CXorf41	0.66475
MTMR4	-0.069
CTLA4	0.3035
SNX9	1.187375
CIB3	1.8105
NECAP1	0.524
PLA2G2D	-0.0956
GLMN	-0.8005
DCLRE1A	-0.05625
PDX1	-0.126
SAMD11	-1.89575
MRPL55	0.5381
TLR7	2.159125
TBC1D21	-0.0416666666666667
SMAD1	1.151
ACTRT2	-0.338
RIOK2	-0.62
PDLIM4	-1.4655
SLC22A15	2.50233333333333
ABHD13	0.8686
STX18	0.6697
CCPG1	0.521785714285714
DCBLD1	0.289
SLC2A6	-2.2665
NOLA3	-0.28725
TRDMT1	-0.720285714285714
IL17F	0.0325
ATP1A4	-0.271
OR52W1	-0.0135
CFL1	0.894
IL4	-0.6125
RBP2	0.1755
CPSF6	0.5225
TTC8	0.760166666666667
MUCL1	-0.7345
EYA3	-1.80666666666667
KRT38	0.5485
GNE	-1.07675
ZNF501	-0.3795
SLC35A2	0.790375
CEP110	-0.7202
MYF6	0.4155
MGST2	0.438666666666667
TRPV4	0.492
NEK8	0.500333333333333
NOX5	-1.368
NCKAP1L	-0.534166666666667
EMP3	-1.54933333333333
BPY2C	0.363
C1orf38	0.645875
ELOVL2	0.7715
CBX7	0.966
OSBPL1A	1.12766666666667
ZNF589	-0.328
ESCO1	-0.824666666666667
TRA2A	-0.05
C3orf26	-0.92175
PHF2	0.857333333333333
PID1	-0.6405
RFC1	-0.203375
MTAP	-0.484375
ADORA3	3.39366666666667
LOC389458	-1.34375
TRNT1	-0.324
CRIPAK	0.225
RAI2	2.08066666666667
ANKRD44	-0.27225
GZMB	3.005
NFE2L1	0.39725
STIP1	-0.588
RASL11B	-0.5485
NT5DC2	-2.862
LRP2	3.07725
MTDH	0.140533333333333
ARSG	1.7015
HSP90AB1	-0.112166666666667
CT45-6	-6.015
ZNF483	0.039
LMBR1L	-0.70925
S100A2	-2.6188
C2	0.109333333333333
C2orf27	0.408125
EIF4EBP1	-1.111
GCKR	-3.5985
PPP1R9B	0.223625
FER	-0.43975
SNRK	1.24533333333333
OR5M10	-0.529
UTP6	-0.2935
CAPZA3	0.38075
FBP1	2.60188888888889
TERT	-2.8665
CCL1	-1.1855
FUCA1	1.75
ALS2CR8	1.43366666666667
KCMF1	0.0485833333333333
SRCRB4D	-1.131
OXCT2	-0.764833333333333
IL17RA	0.5775
MPP5	-0.11175
SPA17	-0.078
FLJ10986	1.0745
GALNT14	-0.58375
CXorf27	0.64125
NPLOC4	-0.03275
RAB34	1.35575
KRTAP3-3	5.8695
ARSD	0.873666666666667
CPLX2	-1.6399
PJA1	0.59825
WHDC1L1	-0.0798333333333333
RB1	-0.1783
MTMR15	0.1365
PHLDA2	-1.5125
GUCY2F	0.3595
MPV17	0.0296666666666667
SLC35D1	-0.2695
LYSMD3	0.3873
COL16A1	1.26625
ERLIN1	-0.0358333333333333
JMJD4	-0.23075
HIST1H2BK	0.64275
TP53I11	1.18266666666667
ST3GAL4	-1.9803
PF4V1	0.0948333333333333
ALG8	-0.80725
REG1A	0.09725
MINA	-2.0855
CYB5R3	0.264166666666667
HHLA1	-1.01125
MYST4	1.424
VASN	-1.89325
UCHL5IP	-1.24725
TFAP2A	1.00775
MGC9913	-1.4225
C9orf97	0.3055
LOC90379	-0.7165
PHF15	0.753285714285714
ZNF169	-0.1005
KRT7	-0.9499
GLIPR1L2	2.286125
LOC116236	0.89125
IQCF3	0.11375
RDH14	0.816833333333333
HNRPK	0.404142857142857
RABEPK	-0.0541666666666667
ISX	-2.5645
CBARA1	0.73275
RAD51AP1	-2.1045
MLL5	0.50225
CXorf48	-5.368
SGCD	-0.20775
PHTF1	-0.419625
CA3	1.00225
CMTM5	-0.3835
STX10	-0.42225
JMJD2D	-0.49575
P4HA1	-0.860833333333333
GAB3	-0.0106666666666667
DHRS4	0.0365
COL4A1	2.131625
C20orf20	-1.68975
OSBPL2	-0.06625
PTTG2	-2.27475
KIAA1688	0.7075
STS	-1.203375
SHROOM4	0.385666666666667
KBTBD5	0.408333333333333
ALDH1A3	0.0219999999999999
BTNL2	0.0798333333333334
TGIF1	1.26
ZFAND5	0.6845
ICA1	1.8915
NAV3	-0.418166666666667
FLJ12331	-1.061
EPS8L2	0.254
MNT	-0.022
ENTPD1	2.06125
OR51E2	1.906
STK11	0.24725
MX1	3.795625
TTTY9A	-0.00999999999999997
CX62	0.4155
LOXL4	-1.016875
EXOSC4	-0.6425
PURB	-0.0802857142857143
SETD1A	-0.0628333333333333
RELB	1.278
LAMB2	1.50983333333333
HNF1B	-0.2105
PNLIPRP3	-0.647
C14orf139	-0.9885
UMOD	1.12225
GRIN3B	-0.587
GPR25	0.192
ZNF512B	-1.04775
ATP6V0A1	0.93625
SRA1	0.0109166666666667
ZNF615	1.28425
ZNF768	0.195
ZNF469	2.15175
DYNC2LI1	1.14566666666667
DNAH3	0.8415
LOC387911	0.76925
LOC554234	-0.4125
ARRDC5	0.43475
TMEM59L	-1.62866666666667
MARCH4	-0.34025
CNOT8	0.391833333333333
KIRREL3	-2.08816666666667
ADAM17	0.291875
MYOG	0.135
CPNE1	-1.39166666666667
AK5	0.880875
LOC204010	-0.515
NDRG4	-0.33675
LOC130074	0.0715
PIAS4	-0.0455
NCOA2	1.35125
TEGT	1.1744
USP5	-0.012
ANKRD21	0.541
KIAA0692	-0.122833333333333
HAPLN3	0.89925
LZIC	-0.805
NRXN3	2.19075
CDKN2C	-1.6165
KIAA0226	-0.0296666666666667
CYB5D1	-0.05375
WDR68	-0.2240625
ABCB6	-1.2563
MRPS25	-1.41075
ZMAT2	0.10075
KRT25	-0.623
RPL11	-0.146
GRAP	0.100333333333333
LOC198437	-1.01816666666667
RORC	1.437875
RAP2C	1.0475
MXD1	0.416875
AZI2	0.823166666666667
NUAK2	0.408
AHSG	-6.591375
MANSC1	2.1015
IMP3	-0.186166666666667
C2orf3	-0.444125
VSTM3	2.72575
PCTP	-0.867
SIRT1	0.5485
MANBA	-0.00025
CD164	1.281875
GFRA1	2.4611
PRM2	0.15825
ZKSCAN3	0.258
PLEKHG1	2.165
TPRKB	-0.97625
UBFD1	0.349416666666667
CDKL5	0.386833333333333
HIST1H2BD	0.44825
INPP4A	-0.684166666666667
BMX	-0.055625
PTPRU	-1.5615
LOC554202	-0.388166666666667
HOXC8	0.28525
IL12B	0.0955
ADPGK	-0.1165
ZNF418	0.4015
SIAE	0.763375
CWC15	-0.96775
RP13-401N8.2	-0.9045
KLHL11	0.82925
DEDD2	-0.09025
PSMB3	0.70575
DDX25	-2.79375
ZBTB3	0.267666666666667
GFRAL	-0.304
RPS25	-1.2
FAM57B	0.127
TESK2	0.508166666666667
DNM1L	-0.279
ZNF207	0.146666666666667
CLEC11A	0.5715
TOLLIP	0.38375
TMEM61	0.718166666666667
DLK1	-4.9829
PLVAP	2.768375
NOD2	2.8115
SCMH1	-0.1405
FLJ40235	0.29075
HTR2A	0.183166666666667
ARMC5	0.0785
FUT7	0.73
PRELP	2.1087
ALKBH6	-0.192
GYG1	-0.003
POLR3GL	0.2375
COL8A2	3.90516666666667
OR10A5	0.050625
C1orf187	-2.029
TXLNB	2.1355
C16orf68	-0.9035
R3HDM1	-0.74625
C16orf75	-1.1295
BAALC	-0.91175
TNP1	0.24675
GAPDH	-1.0945
COX7C	-0.143
ERRFI1	-1.35558333333333
PGAM2	-0.199
FAM108B1	0.191
APC	0.598375
TLR2	3.07125
SUCNR1	2.499375
ZNF233	1.13975
WFDC1	0.424333333333333
PSG11	0.1608
SLC39A1	0.6405
PSAPL1	-0.7645
CDC42EP1	-0.04825
MECR	-0.08225
KIAA0101	-1.5899
MACROD2	-0.2073
MMP19	0.844083333333333
LOC202459	-0.271
VNN2	3.6995
ACCN3	-0.8255
TIMD4	0.8485
RNASE8	0.385
CCDC7	0.78925
SULT2B1	1.18
ME1	-0.0575
MGRN1	0.734125
MRPL30	-0.43575
IVL	-0.1595
CALM1	0.7024
PLEKHA6	1.0518
B4GALNT2	-0.402
PGDS	4.278875
C8orf33	0.0859166666666667
TMEM56	0.669666666666667
CKM	-0.573
ESR2	0.2769
ACOT8	-0.31925
AGTR2	0.2245
LOC155006	0.16725
BC37295_3	0.161
EPM2AIP1	0.303833333333333
PZP	0.6195
RPS9	-0.493
C18orf51	-1.951
SIVA1	-0.4896
HEATR2	-0.3485
CD3E	-0.626916666666667
C20orf142	-0.722
PGLYRP3	-0.049
CCDC139	0.70925
GPS2	-0.265166666666667
NOL14	-1.01175
LRTM2	3.03475
TRIM36	-1.0025
TP53RK	-0.0810999999999999
FBXL13	-0.0518333333333333
RUFY2	0.310071428571428
C11orf70	-0.245333333333333
HSPB9	0.0905
GJA5	2.68325
HGF	-1.39766666666667
EPHB4	0.29675
SOX18	-0.174
IFRG15	0.508
SERPINA10	-3.3035
WDR23	0.3525
REEP2	-1.8445
CDK3	-0.8665
HSPA12A	1.748625
ARL8B	1.3295
SATB1	-1.08966666666667
PPM1D	-0.908666666666667
VPS45	1.1885
TP53BP2	0.4855
GJE1	2.27925
CACNA1G	0.66575
VGLL4	1.00525
GNPTG	1.14875
ROS1	-2.15625
C21orf128	-0.113833333333333
BMP8B	0.65475
SLC5A4	-0.199
SLC6A3	0.0586666666666666
C16orf53	0.5565
TMEM81	-0.8135
APC2	-0.4953
SYAP1	0.44525
C6orf54	0.306333333333333
ZBED5	-0.4534
PVR	-2.264375
LTA4H	0.214
CCDC24	1.914
MAGEA4	-4.65366666666667
IFIT3	4.02866666666667
MYADM	0.7315
C21orf82	0.807
PDE3B	-1.216
TMPRSS11A	0.02275
PGK1	-1.55676470588235
CCL13	3.82616666666667
DERL3	-0.618
MLXIP	-0.527333333333333
PLOD1	-1.2305
MTFR1	-0.4599
NPDC1	1.10933333333333
GPAA1	-0.354166666666667
LTV1	-0.816
RYR3	-0.3785
C7orf46	0.75675
VAMP2	0.5725
RNF135	1.9056
SUPV3L1	0.1665
FIBP	0.483875
ADAMTS18	1.54883333333333
RNF25	0.178833333333333
SOS1	0.01875
PLAU	0.948
MATK	-2.1285
EHF	5.722
CTNND2	-4.804125
PTEN	2.1985
ZNF189	1.108625
SLC28A3	1.6945
GUCY1A3	3.68775
SETD2	0.5620625
ROGDI	1.42625
TICAM1	0.3697
RASSF3	0.1415
PACSIN2	-0.231166666666667
SERPINB5	-1.93583333333333
PRKCDBP	0.382625
TFDP3	-0.32
LGR6	0.07825
RFX5	0.128
OR52J3	0.059
PTPN18	0.445125
ZBTB34	0.127125
KCNF1	0.82525
SYNE2	0.512714285714286
SLC22A4	0.07825
NETO2	-2.805875
VCPIP1	-0.279
LDHD	-0.138
ESX1	-3.3805
SQRDL	2.54275
GALK1	-1.33425
SERPINA6	4.32316666666667
HD	-0.0485
ASCL3	0.0295
FBXL6	-1.24175
FABP7	-5.383625
MAGEC3	-0.6235
KLC4	-0.128125
CD1D	-1.31575
PRAM1	1.3865
EIF3B	-1.019
DSCR8	-1.55725
FLVCR1	-1.34675
KIAA0141	0.189625
PROM2	2.71666666666667
ALOX5	1.8973
GPR162	-1.56875
LYRM2	0.44925
RNASE6	0.401125
HES5	2.48325
GJA1	4.577375
MRPS14	-0.237
HMHB1	-0.26075
TAF7	0.364625
BTNL9	0.7923
SFXN2	1.358875
VEPH1	-1.24525
GK2	-0.121
AMBP	-5.41175
KIAA0953	-0.1085
XAGE5	0.2724
CCBP2	0.4465
TGM2	-0.832
ZNF202	-1.544
ACTL6A	-0.308333333333333
SLC23A2	-0.7129
ARHGEF7	-0.0375833333333333
LOC728635	-0.0645
CRYM	-1.65233333333333
PKD2	0.24875
MANBAL	0.3175
LIN54	-0.45975
ACTL7B	0.354
OR4D9	1.0705
KIAA1683	-0.760125
ZNF704	0.0843333333333333
TCP10	-0.232375
MAGEB18	-1.1775
DEFA4	-0.226333333333333
ZNF197	0.345
PTOV1	0.064
RNF208	0.5955
CMIP	0.0208333333333333
TRDN	-0.093
UCHL1	-1.097625
APOL6	1.3013
PLK1	-1.82833333333333
NPHP1	1.69
NDUFA11	-0.17225
DAB1	0.431
RTN4R	-0.52375
PUSL1	-0.56
SYT2	-0.17475
ANXA13	1.08525
RFTN1	-0.06225
ATP8B2	-0.867
VN1R2	0.19
OR52E4	0.505
NPPB	-3.164
ZNF148	0.331875
ZNF141	1.10125
IKZF1	-1.177625
PSMC2	-0.45075
GGA3	-0.0288333333333333
LPGAT1	1.37016666666667
SEC16B	0.142666666666667
C5orf38	1.43533333333333
THOC2	-0.6923
SLC16A12	-0.955666666666667
ALK	-0.922
DACT3	0.9355
CACHD1	-1.626
GAN	-1.253
EXOC6B	-0.231
HIST1H2AE	0.53325
VAMP1	-1.51175
SRI	0.105416666666667
AKAP14	0.00900000000000001
HLA-E	1.935
SLC25A32	-0.744
FLT3LG	-0.212333333333333
ATP1B1	0.62525
WDR1	0.47975
SWAP70	1.46875
TRIM31	-0.2265
ARNT	1.058875
ZNF596	1.3395
CDKN1B	0.726833333333333
FOXC1	-2.1241875
SEMA3A	-3.1151
LSM14A	0.224333333333333
STEAP3	-0.63725
ABCA1	0.188166666666667
PLSCR2	0.0706666666666667
EDC3	-0.336666666666667
THBS3	1.151
C15orf43	-0.4316
GMCL1	0.373333333333333
C9orf71	0.1405
MGAT5	0.22
LOC402164	0.007
TSPAN8	-4.66183333333333
DYNLT1	0.782125
IGSF1	1.9435
TMEM143	-0.0665
FLJ25006	-3.36825
ATP13A3	-0.371166666666667
C3AR1	2.4095
CADM2	1.4145
EFNA4	0.868
HAO1	0.9905
TWF1	0.152833333333333
MRPS17	-1.4695
MYH9	0.905333333333333
C9orf9	0.945333333333333
C17orf79	0.642666666666667
FSCN3	0.0045
BDKRB2	1.8025
PCGF6	-0.706333333333333
RAP1GAP	-0.570416666666667
TAS2R41	-0.511
DCLK1	1.8272
DEFT1P	0.337666666666667
TAF2	0.33475
COPZ1	0.492125
KATNA1	-0.4395
STIM1	0.551
TBX2	-1.47916666666667
RPS4X	0.0834615384615384
MARCH8	0.713666666666667
DHX33	-0.530333333333333
TMEM161B	-0.162166666666667
SYPL2	0.0635
ADCY5	0.722625
SRPK3	-0.111125
CXorf9	0.79225
REC8	-0.9525
CLP1	-0.0694
MGC52498	-0.163
DUOX2	0.111
C6orf150	0.08375
TSC22D3	1.78325
CASP8	-0.4183
PRKD3	-1.0239375
CFH	1.80725
TRO	-1.611
NRIP1	3.381
ZNF707	0.0906666666666667
TBC1D22B	0.511666666666667
HYI	0.4255
COX7B2	-0.24625
GPR52	-0.3265
CASC3	0.568785714285714
METRN	1.09275
KRT3	0.3895
ARF1	0.682
C1orf111	0.06375
MOG	-0.219
C6orf50	0.394
MGC12966	0.62475
ATP7A	1.10566666666667
NOTUM	-3.0545
LOC342897	0.549
ITSN2	0.55875
GIP	-0.246
LOC89944	-0.618
UBXD8	0.89375
GYPE	-1.4505
JAG1	0.743333333333333
RLBP1L2	1.107
HIST1H2AL	0.93075
PAPPA	-0.5427
CYP4F8	-1.07925
TRH	0.55175
DCTN3	0.6264
NT5C	-0.46625
HTR3C	0.399
VPS41	0.538875
KIAA0174	0.0381
ANKS6	-2.159
MPV17L	1.96233333333333
MT1M	-0.823166666666667
DTX1	0.755875
LOC146325	-0.665666666666667
ZNF639	-0.564666666666667
CACNG4	0.894
TNNC1	-1.41775
MGC27345	-0.581125
CASD1	2.0748
HOXD4	0.7065
SMC4	-1.35035294117647
TTC35	-0.2247
CTXN1	0.3745
RGS19	-0.3265
SFRS3	-0.408166666666667
TRIM43	-0.0615
HLA-DQB1	2.580125
NUPL1	-0.3547
NRAS	-2.268125
RPL22L1	-2.69825
ZNF138	0.9295
FBXW2	0.0225
SIX3	0.00116666666666668
HDAC9	0.3755
OGG1	-0.2621875
APLP1	-1.3265
OR7A5	0.6255
DLX4	-2.2005
TUBA1B	-1.13908333333333
CRY1	-0.0945
C12orf29	-0.592625
MGC70863	0.154454545454545
OR1D2	-1.5405
C1orf25	1.033125
CUZD1	-0.79375
PUNC	-3.467
SCAND1	0.0963333333333333
MYT1	1.523
MPND	-0.29125
GOLGA1	0.9002
ZBTB43	0.36
VAPA	0.993583333333333
C4orf36	1.47875
STAP1	1.69725
SLC34A1	-0.516
PIK3R3	1.3235
TGM5	0.6225
USPL1	-0.1362
FBXO40	-0.1895
BRF1	-0.0347
CCL27	-0.943
hCG_1657980	-0.8055
PFN2	-0.1723
MYBPH	-0.8385
PPP1CC	-0.521125
CDCA7L	-1.7605
KCNB2	0.18875
C20orf151	1.235
USP13	-0.847
RCOR2	-0.063
FBXW4	1.29283333333333
WT1	-2.05916666666667
TAS2R46	-0.195
STK38L	0.817666666666667
LEPROT	1.37875
DDX42	0.530875
TXNRD2	-0.455166666666667
TNFRSF4	2.6935
KSR1	-0.218125
SLC27A1	0.8115
POU5F2	0.326
SLC22A11	0.13225
C8orf32	-0.598333333333333
ZNF236	0.888785714285714
GABRB1	-3.38725
LRRC29	0.3205
FBLN1	0.8995
MRRF	-0.203166666666667
RP1	1.779
MARVELD1	0.23825
AFF4	0.531428571428571
C17orf54	-0.76425
RAF1	-0.17525
SUB1	0.449
MRPS33	-0.4195
ZIC1	-2.3469
ARL10	0.237
RAG1AP1	1.25133333333333
P2RX5	-3.0818
NCR3	0.373333333333333
LTB4R2	-0.2615
HLA-DPA1	4.38175
FKBPL	0.495833333333333
JAKMIP1	-3.49675
SNX4	0.75875
CD248	1.788
CCR2	-0.798125
LOC401152	1.47983333333333
SH3KBP1	-0.8582
LMBRD2	0.3765
WDR51A	-1.2355
SYT15	-0.4066
SMOX	-1.65025
NACAP1	-0.22025
DRD2	-0.141666666666667
COPS2	-0.15475
FCER1A	4.614
TMEM112B	-0.181
SUGT1	-0.5799
CALR	-0.87025
DPY19L2P4	-0.3195
ADRA1B	-0.213375
LTB	3.1255
SNRPD1	-1.1565
NCAPG2	-1.916
KCNMB1	1.64133333333333
ITGAV	1.566
LENG4	0.766125
C13orf16	0.256333333333333
C20orf3	0.19875
PIP5K1A	0.1055
PCNA	-1.63675
C1orf34	3.692
MMACHC	0.6805
BEST1	0.466666666666667
REV3L	-0.63325
ZRANB1	0.471
AVPI1	-1.41825
ATG5	0.7325
SARM1	-0.653
RGS7	-1.357
HMP19	0.322166666666667
SGTB	-0.7403
FEM1A	0.3168
C1orf122	0.781
MYCT1	2.47766666666667
GM2A	0.59725
ZCCHC7	0.261857142857143
MYH10	-0.73725
DKFZp761B107	0.3085
ADAL	-0.40725
OR10J1	-0.075
TMEM9B	1.538875
DNAJA1	-0.126125
SCGB1D4	0.2865
LRRC50	2.5595
PRKX	-1.51725
NUDT14	1.3345
PCTK1	-0.841181818181818
ARG1	-3.037
KIF2C	-2.403
GFM1	-0.3035
RAB11FIP3	0.348166666666667
HBD	-2.05983333333333
NPR3	1.1945
IRAK3	1.22316666666667
OLAH	-0.828833333333333
CYB561D2	0.92175
CNNM4	1.174
MYO5A	-0.9521
SIPA1L3	1.35533333333333
ADAM10	0.4425
LIPA	1.74425
NAP1L4	-0.0246
MRPS22	-1.023
GNG4	-2.92683333333333
PSG5	0.124666666666667
PPP2R2C	-2.6124
P2RY12	1.75175
SLC6A13	-0.46675
AGPAT4	-0.9792
C6orf199	1.401375
FAM53C	-0.1995
TPM1	0.324909090909091
PYHIN1	1.54033333333333
LINGO1	-0.1055
CIDEC	0.944666666666667
CRIM1	1.5419
DHTKD1	0.380083333333333
ZNF546	0.574416666666667
CD300LG	0.4835
SFRS2IP	0.814666666666667
FLNB	1.68275
NOC2L	-1.1565
SPINK7	-0.02025
CRTC2	0.58025
HMG4L	-1.485
C14orf162	0.90625
CCDC123	0.564
HTRA3	2.471625
SPTBN5	0.289666666666667
C1orf77	0.138916666666667
TAF1L	0.355
WDR78	3.10633333333333
WDR49	0.2475
SIN3A	0.98925
ECSIT	-0.015
VSIG4	3.32225
DIRAS2	-0.4606
TXNL1	-0.03975
MTERFD3	0.8855
CCNYL1	-0.9565
CISD2	-0.396666666666667
OR5C1	-0.253
OBSCN	-0.892875
GBA	0.432666666666667
SLC9A11	-0.833
C6orf64	1.19666666666667
ESD	-0.526375
CYYR1	1.31483333333333
PNRC1	0.364
FCAMR	0.012
PPIA	-0.169214285714286
VDAC1	-0.743125
TRIB1	0.825375
NT5C1B	0.559166666666667
CLDN17	0.30025
ICOSLG	-0.447
RGR	-0.084375
DSG1	0.086
TMEM27	0.0615
C1orf69	-0.7695
PRAP1	-1.657
DQX1	-2.054875
C20orf46	-2.40427272727273
NHEJ1	-0.749333333333333
DNAJC18	-0.697875
MANEAL	-0.8205
MTBP	-0.984
S100A6	-0.763875
ABHD7	2.79575
NEDD1	0.786
TINF2	0.884
SLC7A10	0.9375
KIAA1875	-0.4765
TMEM20	-1.1345
COX19	-1.243375
SPRR1A	0.132333333333333
SCEL	-0.041625
CCDC70	0.091
CRISP2	0.0185
ILF3	-0.376833333333333
NTRK3	0.341833333333333
B3GNT1	0.027
LARP6	-1.70233333333333
FBN1	0.3899
ZNF621	0.59175
JOSD1	0.3708
SNX14	0.9165
INHBB	1.43616666666667
TBL2	-0.45825
GUSBL1	0.779666666666667
TXLNA	0.212833333333333
PEX6	0.187666666666667
