Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
SLC6A16	-0.77825
SRrp35	-2.495625
LRRC8E	2.25475
PPIAL4	-1.07808333333333
EOMES	0.3465
PAX2	-0.879
SCARF2	0.649
PSEN2	1.69516666666667
PCDHB13	0.6665
C10orf28	-0.158375
DHRS7B	0.827
C1orf131	-0.13925
ASB1	-0.5983
ZNF223	0.170166666666667
LCMT2	0.664
MEP1A	-0.909
TMEM53	1.02975
RSPH3	1.77425
C10orf33	-0.9
LOC644285	-0.821
PTPN9	0.589666666666667
ABCA12	-0.531
CCDC37	-1.603
RUNDC1	2.1737
YES1	-0.236333333333333
FAM120AOS	0.8685
OR5M3	0.6665
PPP1R3F	0.1305
IL13	-0.0161
MDFI	0.5985
PRNT	0.485
ZDBF2	-0.2765
OR10C1	0.3495
CLIC1	-0.167666666666667
LILRA5	0.0865
CSAG1	-3.8905
TREML2	-0.591166666666667
FAM125A	0.240166666666667
ZNF74	-0.77925
FAM104A	-0.307625
LRRC39	-0.6795
SAMD5	-0.60375
HYAL2	0.66
HIST2H2AC	0.828375
IGFBP5	1.13617391304348
NRTN	-0.502333333333333
KIAA0556	0.5561
FAM29A	-1.76644444444444
JMJD2A	0.808
EPHB1	0.37775
POLD4	0.671875
ANAPC10	-0.912
LRRC36	0.3105
MEGF6	0.121375
LPHN3	-0.221833333333333
BMP10	-0.023
C21orf55	1.033
CREM	-0.6305625
PTGER4	-0.3765
METAP1	-1.295625
KCNQ1	1.38383333333333
NR2F2	-0.25175
SSFA2	-0.13325
CTTNBP2	-2.35025
BCL2A1	-1.534375
ZBTB24	-0.281125
SLCO6A1	-1.92775
PRDM1	0.144
OR7D2	1.80133333333333
CCDC47	-0.2419
LOC646982	1.114
SLC26A6	-1.04566666666667
BIN1	-0.4334
SRRM1	0.0287857142857143
PCSK1N	-0.228
ALS2	-0.1446
ECT2	-1.389
CACNA2D2	0.84925
DOCK6	-0.748
C10orf119	-0.59275
FATE1	-0.14025
DUSP23	2.268
TRIP6	-0.768857142857143
NUP35	-0.57025
CDH3	0.14425
KLHDC8A	0.52875
C9orf116	1.608125
EI24	0.3315
CENTD1	0.0106666666666667
RWDD2B	-0.176333333333333
DOCK1	0.774
NPAS2	0.63475
NR3C2	2.871
FAM63A	1.318
INPP5F	-0.62
FAM111A	-0.042
MYBL1	-2.615
IQGAP3	-0.289833333333333
CRADD	-0.5185
DUSP12	-0.8145
PDZK1IP1	3.90875
VASH2	-0.04925
CTR9	0.661
VIL1	-4.3205
OR8U1	0.496166666666667
CCDC107	0.3455
PTTG1IP	0.18475
OR4X2	0.158
COL9A1	-3.5105
PSMD9	-0.605
ZFP62	0.68375
TIP39	-0.35625
PARP15	-0.8205
TTC19	0.608625
C1orf114	-2.07666666666667
GFPT1	0.329
SLC27A6	-2.053
MRPS10	-0.409
CALML5	1.411
TRPM7	-0.438125
CGNL1	2.776625
CECR1	0.757
SERPINB8	-0.267
TMEM102	1.836875
PDIA2	-3.16725
NUCKS1	0.199166666666667
HOTAIR	-2.71375
EBI3	0.298
NXN	0.88625
ZMYND19	-0.471625
FOXJ3	0.04625
EIF5B	-0.0264
EIF2B4	0.435833333333333
LEO1	0.5535
ZIC5	-1.751
IL20	0.801333333333333
KIAA0415	0.53975
FLJ37357	0.9115
TSPAN12	-0.2545
ACTR3B	-0.305
TFAM	-0.632166666666667
IL17RD	0.7905
PARP12	0.92575
KLHDC7A	0.6025
KCTD4	-0.0351666666666667
GTF2H1	0.045
FLCN	-0.4955
BIRC4	0.713
LOC790955	-0.0655
VKORC1L1	-0.228
CYP4F22	2.29066666666667
TAS2R5	0.65
ZNF582	1.461
HS3ST3B1	-0.214375
CTNS	0.194
STK36	1.1325
MMD2	-0.0555
RP5-1103G7.6	0.49
FLJ23356	-0.079
CRH	-0.824
C1orf182	0.6035
ACP5	2.09533333333333
AMFR	0.7894
CA4	-2.153
PLCB4	-1.125375
MPHOSPH10	-0.41575
UNQ473	1.1425
G3BP2	-0.0258333333333333
SR140	-0.64375
HOXA2	2.5985
PYGB	0.08275
BAT1	-0.3125
DKK3	0.309
DDX31	-0.573375
TULP1	-0.24275
NHLRC2	0.11225
TNRC4	-0.2105
ZNF430	-0.498
TNRC6A	0.43325
PLA2G1B	1.10083333333333
RCHY1	1.14416666666667
GTF2A2	-0.635833333333333
MGC4294	0.186
ZNF691	0.684
TACC3	-1.5255
DNAJC5G	0.108
LOC4951	0.00325
MS4A4A	-1.976
LOC152485	2.0095
PPP1R2P1	0.2235
PPP2R5B	-0.0625
RPGRIP1L	-0.397
SPOP	0.8834
PTPRF	1.8795
MGC42090	-0.0005
SUSD3	4.07075
THOC4	-1.0615
MAML1	0.2241
FXR2	0.261833333333333
TYK2	-0.04275
MUC6	0.553166666666667
DNAJB7	-0.23
PIP4K2A	-0.349714285714286
MEX3A	0.189833333333333
RRP1	-0.575
TFAP4	-0.2445
CXorf41	0.83425
MTMR4	-0.0413333333333333
CTLA4	-0.1745
SNX9	0.40425
CIB3	0.902333333333333
NECAP1	0.495625
PLA2G2D	-0.0729
GLMN	-1.728
DCLRE1A	-0.495
PDX1	0.4085
SAMD11	-0.2015
MRPL55	1.1514
TLR7	1.657375
TBC1D21	-0.0841666666666667
SMAD1	2.2574
ACTRT2	0.22475
RIOK2	-0.1755
PDLIM4	-0.01725
SLC22A15	1.3775
ABHD13	0.6021
STX18	0.7449
CCPG1	0.367
DCBLD1	-0.189
SLC2A6	-1.184
NOLA3	-0.38925
TRDMT1	-1.3715
IL17F	0.15
ATP1A4	1.23633333333333
OR52W1	0.1675
CFL1	-0.55525
IL4	-1.12725
RBP2	0.751
CPSF6	0.153
TTC8	-0.2135
MUCL1	7.697
EYA3	-1.8495
KRT38	0.75875
GNE	-1.8005
ZNF501	0.39
SLC35A2	0.424625
CEP110	-0.9663
MYF6	0.51025
MGST2	-0.443
TRPV4	0.775833333333333
NEK8	0.292
NOX5	-1.1125
NCKAP1L	-0.774666666666667
EMP3	-1.51916666666667
BPY2C	-0.506
C1orf38	-0.017875
ELOVL2	0.08275
CBX7	1.21575
OSBPL1A	1.17533333333333
ZNF589	0.1105
ESCO1	-0.302
TRA2A	0.495916666666667
C3orf26	-1.34675
PHF2	1.35533333333333
PID1	-0.141333333333333
RFC1	-0.516375
MTAP	-0.3161875
ADORA3	2.61116666666667
LOC389458	-0.3635
TRNT1	-0.919
CRIPAK	-0.02575
RAI2	4.01816666666667
ANKRD44	-0.7485
GZMB	1.57475
NFE2L1	0.2985
STIP1	-0.545166666666667
RASL11B	1.119
NT5DC2	-2.4075
LRP2	3.976
MTDH	-0.0924666666666667
ARSG	0.58575
HSP90AB1	-0.207166666666667
CT45-6	-5.0825
ZNF483	-0.197
LMBR1L	-0.468
S100A2	0.9889
C2	-0.225111111111111
C2orf27	-0.6155
EIF4EBP1	-1.5325
GCKR	-3.07716666666667
PPP1R9B	0.34725
FER	-1.30075
SNRK	0.714833333333333
OR5M10	0.3905
UTP6	-0.71925
CAPZA3	-0.0833333333333333
FBP1	1.417
TERT	-1.6145
CCL1	-1.7715
FUCA1	1.54775
ALS2CR8	0.324666666666667
KCMF1	-0.111083333333333
SRCRB4D	-1.5535
OXCT2	0.8565
IL17RA	0.677833333333333
MPP5	0.737375
SPA17	0.9815
FLJ10986	1.65783333333333
GALNT14	-2.929
CXorf27	-1.065375
NPLOC4	-0.491
RAB34	0.18775
KRTAP3-3	1.861
ARSD	1.34916666666667
CPLX2	-1.3744
PJA1	0.60825
WHDC1L1	-0.133166666666667
RB1	-1.0418
MTMR15	0.1895
PHLDA2	-1.5502
GUCY2F	-0.073
MPV17	0.279
SLC35D1	0.1305
LYSMD3	0.0474
COL16A1	2.2125
ERLIN1	-0.690333333333333
JMJD4	0.61
HIST1H2BK	-0.6705
TP53I11	1.89983333333333
ST3GAL4	-1.0315
PF4V1	0.228833333333333
ALG8	-0.09725
REG1A	0.19825
MINA	-1.0045
CYB5R3	-0.0495
HHLA1	-1.0715
MYST4	1.6945
VASN	-1.34425
UCHL5IP	-1.06925
TFAP2A	2.3426875
MGC9913	1.3655
C9orf97	-0.6505
LOC90379	-0.398
PHF15	0.489571428571429
ZNF169	-0.443666666666667
KRT7	3.3522
GLIPR1L2	2.733625
LOC116236	-0.132
IQCF3	-0.09875
RDH14	0.8255
HNRPK	0.541357142857143
RABEPK	-0.1195
ISX	-2.7415
CBARA1	0.64
RAD51AP1	-2.785
MLL5	0.360125
CXorf48	-5.0275
SGCD	0.50125
PHTF1	-0.43
CA3	1.05425
CMTM5	0.021
STX10	-0.5885
JMJD2D	-0.68025
P4HA1	-0.601333333333333
GAB3	-0.765666666666667
DHRS4	0.931
COL4A1	1.7035
C20orf20	-1.24325
OSBPL2	0.55325
PTTG2	-2.96525
KIAA1688	1.47225
STS	-1.838125
SHROOM4	0.888666666666666
KBTBD5	0.858833333333333
ALDH1A3	0.092
BTNL2	0.226666666666667
TGIF1	0.718
ZFAND5	0.08875
ICA1	2.43425
NAV3	-1.046
FLJ12331	-0.9565
EPS8L2	0.6853
MNT	0.431
ENTPD1	1.762
OR51E2	0.46
STK11	0.996625
MX1	3.503875
TTTY9A	-0.029
CX62	-0.1155
LOXL4	0.102625
EXOSC4	-0.24075
PURB	0.246357142857143
SETD1A	0.152666666666667
RELB	1.6475
LAMB2	1.72366666666667
HNF1B	-0.2385
PNLIPRP3	-0.3275
C14orf139	-1.1765
UMOD	3.1625
GRIN3B	-0.2455
GPR25	0.567
ZNF512B	-0.79175
ATP6V0A1	0.19625
SRA1	0.01025
ZNF615	0.96125
ZNF768	1.16225
ZNF469	3.97225
DYNC2LI1	0.938666666666667
DNAH3	0.014
LOC387911	0.74
LOC554234	-0.26425
ARRDC5	0.9085
TMEM59L	-1.49266666666667
MARCH4	-0.55975
CNOT8	0.300333333333333
KIRREL3	-1.30666666666667
ADAM17	-0.0105
MYOG	0.306625
CPNE1	-0.92
AK5	3.8445
LOC204010	-0.967
NDRG4	0.52975
LOC130074	-0.36525
PIAS4	1.065
NCOA2	0.87875
TEGT	1.1144
USP5	-0.557
ANKRD21	0.56425
KIAA0692	0.0303333333333333
HAPLN3	0.6305
LZIC	-0.73225
NRXN3	2.167
CDKN2C	-1.782
KIAA0226	0.0905
CYB5D1	1.11625
WDR68	-0.7725
ABCB6	-1.3044
MRPS25	-1.02
ZMAT2	0.70225
KRT25	-0.049
RPL11	-0.38275
GRAP	-0.0851666666666667
LOC198437	0.497
RORC	2.504375
RAP2C	-0.393571428571429
MXD1	-0.4225625
AZI2	0.000833333333333334
NUAK2	0.59725
AHSG	-6.128125
MANSC1	2.62625
IMP3	0.457
C2orf3	-0.826
VSTM3	1.7605
PCTP	0.1665
SIRT1	0.32625
MANBA	0.95675
CD164	1.088875
GFRA1	-0.1659
PRM2	0.28675
ZKSCAN3	0.496
PLEKHG1	1.48275
TPRKB	-0.451
UBFD1	0.05575
CDKL5	1.32866666666667
HIST1H2BD	0.661666666666667
INPP4A	-0.748166666666667
BMX	-1.12025
PTPRU	-0.929
LOC554202	-0.0865
HOXC8	0.161125
IL12B	-0.199
ADPGK	-0.24375
ZNF418	1.2935
SIAE	1.044875
CWC15	-0.1415
RP13-401N8.2	0.497
KLHL11	0.21625
DEDD2	0.35625
PSMB3	-0.413
DDX25	-2.65075
ZBTB3	0.801
GFRAL	0.3245
RPS25	-0.486333333333333
FAM57B	-0.681333333333333
TESK2	0.5875
DNM1L	-1.048125
ZNF207	-0.405666666666667
CLEC11A	1.556125
TOLLIP	0.9205
TMEM61	-0.285166666666667
DLK1	-4.2665
PLVAP	2.49675
NOD2	2.741
SCMH1	0.255
FLJ40235	0.748
HTR2A	-0.640666666666667
ARMC5	1.2075
FUT7	0.4705
PRELP	2.2782
ALKBH6	0.0135
GYG1	0.0706666666666667
POLR3GL	0.9115
COL8A2	5.20733333333333
OR10A5	0.3995
C1orf187	-1.681
TXLNB	2.0685
C16orf68	-0.7045
R3HDM1	-1.29725
C16orf75	-2.265
BAALC	-0.564
TNP1	0.056
GAPDH	-1.3675
COX7C	0.4355
ERRFI1	-1.33608333333333
PGAM2	1.11716666666667
FAM108B1	-0.69175
APC	0.669
TLR2	2.98325
SUCNR1	0.0795
ZNF233	-0.9615
WFDC1	-1.742
PSG11	-0.3267
SLC39A1	1.2055
PSAPL1	-0.3575
CDC42EP1	0.091625
MECR	-0.02775
KIAA0101	-1.9795
MACROD2	1.9076
MMP19	0.648916666666666
LOC202459	-0.675333333333333
VNN2	0.88775
ACCN3	-1.056
TIMD4	0.5295
RNASE8	-0.032
CCDC7	0.37025
SULT2B1	0.241
ME1	-2.89275
MGRN1	0.342625
MRPL30	-1.003125
IVL	0.204875
CALM1	0.3972
PLEKHA6	2.2212
B4GALNT2	0.186
PGDS	4.21925
C8orf33	-0.306583333333333
TMEM56	-1.64816666666667
CKM	-0.737
ESR2	-0.481
ACOT8	0.42375
AGTR2	0.3425
LOC155006	2.13975
BC37295_3	-0.0295
EPM2AIP1	-0.280166666666667
PZP	0.23075
RPS9	0.462666666666667
C18orf51	-0.86
SIVA1	-0.16
HEATR2	-0.26
CD3E	-0.482416666666667
C20orf142	-0.72
PGLYRP3	0.149
CCDC139	-0.11
GPS2	-0.174833333333333
NOL14	-0.444
LRTM2	0.4055
TRIM36	1.013625
TP53RK	-0.1185
FBXL13	-0.0965
RUFY2	0.188142857142857
C11orf70	0.518333333333333
HSPB9	0.589
GJA5	2.86575
HGF	-1.35166666666667
EPHB4	0.96675
SOX18	0.74925
IFRG15	0.043
SERPINA10	-5.04425
WDR23	0.5385
REEP2	-1.83333333333333
CDK3	-0.2695
HSPA12A	-0.348625
ARL8B	0.2855
SATB1	-0.884833333333333
PPM1D	-1.71966666666667
VPS45	0.516333333333333
TP53BP2	1.51875
GJE1	2.701
CACNA1G	0.5715
VGLL4	1.2275
GNPTG	1.481
ROS1	-2.33725
C21orf128	0.00366666666666667
BMP8B	1.098
SLC5A4	-0.4895
SLC6A3	0.135666666666667
C16orf53	0.7975
TMEM81	-0.085
APC2	-0.0735
SYAP1	0.1155
C6orf54	-0.943666666666667
ZBED5	-0.6032
PVR	-1.40975
LTA4H	-0.542
CCDC24	2.2531
MAGEA4	-4.0995
IFIT3	2.3445
MYADM	0.6395
C21orf82	-0.2845
PDE3B	-2.33175
TMPRSS11A	0.2055
PGK1	-1.39758823529412
CCL13	3.12916666666667
DERL3	-0.787833333333333
MLXIP	-0.712833333333333
PLOD1	-0.94175
MTFR1	-0.9027
NPDC1	1.1425
GPAA1	0.0465
LTV1	-0.6235
RYR3	-0.915
C7orf46	0.9535
VAMP2	1.171875
RNF135	1.6213
SUPV3L1	-0.39675
FIBP	0.3115
ADAMTS18	0.867
RNF25	0.71
SOS1	-0.135
PLAU	0.9435
MATK	-2.0925
EHF	6.6835
CTNND2	-2.521125
PTEN	0.624714285714286
ZNF189	0.88975
SLC28A3	1.906
GUCY1A3	3.44775
SETD2	0.2286875
ROGDI	1.6985
TICAM1	0.8814
RASSF3	0.5555
PACSIN2	0.144333333333333
SERPINB5	1.97008333333333
PRKCDBP	0.0405
TFDP3	-0.3395
LGR6	1.0275
RFX5	0.1885
OR52J3	0.459
PTPN18	1.049625
ZBTB34	0.054375
KCNF1	-0.72675
SYNE2	0.116928571428571
SLC22A4	0.16975
NETO2	-2.92225
VCPIP1	-0.25875
LDHD	-0.04575
ESX1	-3.1875
SQRDL	2.77475
GALK1	-0.666
SERPINA6	-3.45316666666667
HD	0.286875
ASCL3	-0.202
FBXL6	0.041
FABP7	-4.009875
MAGEC3	-0.402
KLC4	-0.042125
CD1D	-2.147125
PRAM1	1.0995
EIF3B	-0.309142857142857
DSCR8	-3.805
FLVCR1	-0.32175
KIAA0141	0.1065
PROM2	3.78433333333333
ALOX5	1.6084
GPR162	0.906875
LYRM2	0.127375
RNASE6	-0.979875
HES5	2.234
GJA1	1.364375
MRPS14	0.24875
HMHB1	0.06875
TAF7	0.07125
BTNL9	0.0468
SFXN2	0.358875
VEPH1	-2.02525
GK2	0.073
AMBP	-4.695625
KIAA0953	-0.45
XAGE5	-0.734666666666667
CCBP2	0.3635
TGM2	-0.811333333333333
ZNF202	-0.2425
ACTL6A	-0.391
SLC23A2	-0.4393
ARHGEF7	-0.285416666666667
LOC728635	0.862
CRYM	0.0665
PKD2	-0.7665
MANBAL	0.9025
LIN54	-1.04525
ACTL7B	0.04975
OR4D9	0.0545
KIAA1683	-0.82375
ZNF704	0.811
TCP10	-0.257375
MAGEB18	-0.56
DEFA4	0.620166666666667
ZNF197	-0.13975
PTOV1	0.487666666666667
RNF208	0.513666666666667
CMIP	-0.129666666666667
TRDN	0.822
UCHL1	-1.010625
APOL6	0.2452
PLK1	-1.76033333333333
NPHP1	1.744
NDUFA11	-0.18275
DAB1	0.3025
RTN4R	0.44075
PUSL1	-0.4115
SYT2	0.401
ANXA13	1.78925
RFTN1	0.12425
ATP8B2	-0.68
VN1R2	0.171
OR52E4	-0.271
NPPB	-2.455
ZNF148	0.798
ZNF141	-0.4295
IKZF1	-2.448625
PSMC2	-0.29275
GGA3	-0.932
LPGAT1	0.94275
SEC16B	0.716333333333333
C5orf38	1.06816666666667
THOC2	-0.4311
SLC16A12	-0.256333333333333
ALK	-1.845625
DACT3	1.0995
CACHD1	-1.118
GAN	-1.11925
EXOC6B	-0.228
HIST1H2AE	0.84175
VAMP1	-1.54625
SRI	0.797333333333333
AKAP14	-0.3175
HLA-E	2.1733
SLC25A32	-1.069
FLT3LG	-0.472666666666667
ATP1B1	1.8755
WDR1	0.6580625
SWAP70	0.8815
TRIM31	-0.649333333333333
ARNT	0.962125
ZNF596	1.078
CDKN1B	0.814666666666667
FOXC1	-0.906
SEMA3A	-3.0948
LSM14A	0.270333333333333
STEAP3	-0.108625
ABCA1	-0.655666666666667
PLSCR2	0.349333333333333
EDC3	-0.692
THBS3	1.09625
C15orf43	0.4905
GMCL1	-0.3625
C9orf71	0.2265
MGAT5	-0.3245
LOC402164	0.1165
TSPAN8	-3.31466666666667
DYNLT1	1.427125
IGSF1	-2.72875
TMEM143	-0.15275
FLJ25006	-2.74875
ATP13A3	-0.506666666666667
C3AR1	2.21575
CADM2	0.897333333333333
EFNA4	2.4225
HAO1	0.10175
TWF1	0.490333333333333
MRPS17	-0.8045
MYH9	1.15216666666667
C9orf9	1.13666666666667
C17orf79	-0.174833333333333
FSCN3	-0.0755
BDKRB2	0.924666666666667
PCGF6	-1.299
RAP1GAP	0.9515
TAS2R41	0.3315
DCLK1	0.335666666666667
DEFT1P	0.0811666666666667
TAF2	-0.61825
COPZ1	0.483875
KATNA1	-0.4135
STIM1	1.2125
TBX2	-2.21983333333333
RPS4X	0.437692307692308
MARCH8	1.38433333333333
DHX33	-0.714833333333333
TMEM161B	-0.702333333333333
SYPL2	-0.0365
ADCY5	-0.421875
SRPK3	1.444875
CXorf9	0.22025
REC8	-1.044125
CLP1	-0.0969
MGC52498	-1.159
DUOX2	0.913
C6orf150	-0.23425
TSC22D3	2.220875
CASP8	-1.0852
PRKD3	-2.0904375
CFH	1.21975
TRO	-0.57625
NRIP1	0.6565
ZNF707	0.192833333333333
TBC1D22B	-0.225
HYI	1.1855
COX7B2	-0.64775
GPR52	0.37375
CASC3	0.303071428571429
METRN	2.409
KRT3	0.848
ARF1	1.13257142857143
C1orf111	0.4025
MOG	0.182
C6orf50	0.7045
MGC12966	-0.0925
ATP7A	1.29033333333333
NOTUM	-2.4715
LOC342897	0.183
ITSN2	0.374166666666667
GIP	0.0235
LOC89944	0.549
UBXD8	0.272625
GYPE	-2.38516666666667
JAG1	1.06166666666667
RLBP1L2	-0.9095
HIST1H2AL	0.6655
PAPPA	-1.2992
CYP4F8	0.82475
TRH	5.92725
DCTN3	-0.1328
NT5C	-0.59325
HTR3C	-0.0725
VPS41	0.0825
KIAA0174	-0.1954
ANKS6	-1.944625
MPV17L	-0.0368333333333333
MT1M	-0.816833333333333
DTX1	1.464625
LOC146325	0.434833333333333
ZNF639	-0.628166666666667
CACNG4	0.7544
TNNC1	-1.1525
MGC27345	-0.590375
CASD1	1.5048
HOXD4	0.593
SMC4	-2.18582352941176
TTC35	-0.1504
CTXN1	1.036625
RGS19	-0.014
SFRS3	-0.53225
TRIM43	0.0795
HLA-DQB1	2.592
NUPL1	-0.4691
NRAS	-2.57825
RPL22L1	-2.3475
ZNF138	-0.529333333333333
FBXW2	-0.4406
SIX3	0.4165
HDAC9	-0.0873333333333333
OGG1	-0.041125
APLP1	-0.9885
OR7A5	0.0815
DLX4	-2.09025
TUBA1B	-0.998916666666667
CRY1	-0.087
C12orf29	-0.738375
MGC70863	-0.319636363636364
OR1D2	-1.5385
C1orf25	0.806
CUZD1	-0.0715
PUNC	-3.1425
SCAND1	0.778
MYT1	-0.569
MPND	0.4925
GOLGA1	0.6092
ZBTB43	0.5225
VAPA	0.568166666666667
C4orf36	0.84375
STAP1	0.21275
SLC34A1	-0.35775
PIK3R3	2.0253
TGM5	0.7945
USPL1	-0.5971
FBXO40	-0.0938333333333333
BRF1	0.3786
CCL27	-0.6855
hCG_1657980	-0.4135
PFN2	-1.3817
MYBPH	-2.0585
PPP1CC	-0.68025
CDCA7L	-2.105
KCNB2	1.139
C20orf151	1.4865
USP13	-0.78875
RCOR2	0.718833333333333
FBXW4	1.49066666666667
WT1	-2.811
TAS2R46	-1.3155
STK38L	1.05883333333333
LEPROT	-0.962875
DDX42	0.119125
TXNRD2	0.404333333333333
TNFRSF4	2.509
KSR1	-0.25925
SLC27A1	1.32383333333333
POU5F2	0.19875
SLC22A11	0.0345
C8orf32	-0.512166666666667
ZNF236	0.576428571428571
GABRB1	-4.12775
LRRC29	0.56
FBLN1	2.16208333333333
MRRF	-0.890333333333333
RP1	0.2215
MARVELD1	0.6465
AFF4	0.152214285714286
C17orf54	-0.25175
RAF1	-0.16275
SUB1	0.0493333333333333
MRPS33	-0.259
ZIC1	-2.3751
ARL10	0.544
RAG1AP1	1.318
P2RX5	-2.962
NCR3	0.179166666666667
LTB4R2	0.249
HLA-DPA1	4.251125
FKBPL	0.324166666666667
JAKMIP1	-1.99975
SNX4	0.447
CD248	1.01
CCR2	-1.342
LOC401152	0.303166666666667
SH3KBP1	-1.4278
LMBRD2	-0.1045
WDR51A	-0.994166666666667
SYT15	-0.8708
SMOX	-1.597
NACAP1	0.06075
DRD2	-0.0641666666666667
COPS2	-0.417
FCER1A	4.2355
TMEM112B	-0.1775
SUGT1	-0.4461
CALR	-0.338875
DPY19L2P4	2.20775
ADRA1B	1.2105
LTB	1.652
SNRPD1	-1.15475
NCAPG2	-2.336
KCNMB1	1.775
ITGAV	1.054
LENG4	0.25325
C13orf16	0.654166666666667
C20orf3	0.684625
PIP5K1A	0.209916666666667
PCNA	-2.01275
C1orf34	3.02925
MMACHC	-0.65825
BEST1	-0.458666666666667
REV3L	-1.64175
ZRANB1	0.3535
AVPI1	-1.41225
ATG5	0.31575
SARM1	0.682
RGS7	-1.69375
HMP19	-0.00849999999999999
SGTB	-1.5431
FEM1A	0.3198
C1orf122	-0.11
MYCT1	1.54933333333333
GM2A	-0.186875
ZCCHC7	-0.360785714285714
MYH10	-0.874
DKFZp761B107	0.995
ADAL	-0.7265
OR10J1	0.15325
TMEM9B	2.081625
DNAJA1	-0.0415
SCGB1D4	-0.0525
LRRC50	2.437
PRKX	-1.1395
NUDT14	1.7535
PCTK1	-0.389636363636364
ARG1	-3.47875
KIF2C	-3.225
GFM1	-0.4235
RAB11FIP3	0.678666666666667
HBD	-1.91
NPR3	-1.1008
IRAK3	0.686666666666667
OLAH	-0.960666666666667
CYB561D2	1.5135
CNNM4	0.797
MYO5A	-1.2569
SIPA1L3	1.69641666666667
ADAM10	-0.15975
LIPA	0.775833333333333
NAP1L4	-0.1275
MRPS22	-0.88875
GNG4	-2.26566666666667
PSG5	0.329166666666667
PPP2R2C	-0.5476
P2RY12	1.7555
SLC6A13	0.692875
AGPAT4	-0.9659
C6orf199	0.762375
FAM53C	-0.2195
TPM1	2.00113636363636
PYHIN1	0.395333333333333
LINGO1	-0.320333333333333
CIDEC	-0.0336666666666667
CRIM1	0.5553
DHTKD1	0.594666666666667
ZNF546	0.0208333333333333
CD300LG	0.3547
SFRS2IP	0.16
FLNB	1.18925
NOC2L	-0.6345
SPINK7	0.37
CRTC2	0.81925
HMG4L	-1.1515
C14orf162	1.3955
CCDC123	0.76625
HTRA3	2.2955
SPTBN5	3.42633333333333
C1orf77	0.41125
TAF1L	-0.1825
WDR78	3.30166666666667
WDR49	0.094
SIN3A	0.65925
ECSIT	0.1575
VSIG4	4.06225
DIRAS2	-0.2372
TXNL1	0.0225
MTERFD3	1.44925
CCNYL1	-1.20225
CISD2	-0.689666666666667
OR5C1	-0.014
OBSCN	0.01075
GBA	1.59366666666667
SLC9A11	0.199
C6orf64	1.205
ESD	-0.34275
CYYR1	0.721833333333333
PNRC1	0.28025
FCAMR	0.0105
PPIA	-0.497428571428571
VDAC1	-0.305625
TRIB1	1.701
NT5C1B	-0.032
CLDN17	0.64325
ICOSLG	-0.252375
RGR	0.2355
DSG1	-0.387
TMEM27	0.2185
C1orf69	-0.50175
PRAP1	-1.5175
DQX1	-2.342625
C20orf46	-1.68163636363636
NHEJ1	-0.947833333333333
DNAJC18	-0.98625
MANEAL	-0.770166666666667
MTBP	-1.66525
S100A6	-0.254
ABHD7	-1.1165
NEDD1	0.105166666666667
TINF2	1.01075
SLC7A10	-0.358
KIAA1875	-0.239833333333333
TMEM20	-1.8675
COX19	-0.93275
SPRR1A	0.452666666666667
SCEL	-0.2125
CCDC70	-0.00349999999999999
CRISP2	0.158333333333333
ILF3	-0.459555555555556
NTRK3	0.293666666666667
B3GNT1	-0.722333333333333
LARP6	-1.537
FBN1	0.7654
ZNF621	0.42125
JOSD1	-0.212
SNX14	0.565
INHBB	4.1245
TBL2	-0.33825
GUSBL1	-0.367166666666667
TXLNA	0.352416666666667
PEX6	0.218333333333333
DDEF1	-0.0481666666666667
TMEM187	1.293
AIP	-0.29975
MCEE	-0.76725
LGALS14	0.88325
TNFRSF13C	-1.01775
CTNNA3	-0.1358
HSDL1	-0.609
LAMA5	0.0988333333333333
KIAA1853	-0.29725
PMS2L11	-0.414
AKAP4	-0.27
DIS3L2	0.0773333333333334
ZNF292	-0.026125
TBX15	1.16516666666667
CTCF	-0.4373
FAM19A3	0.05
FUT10	0.02325
KIAA0746	-1.861
KRT81	-0.105
ALDH3B2	3.0085
MOGAT2	2.2595
M6PR	-0.4705
COASY	0.0708333333333333
CCND3	-0.779071428571429
LAMC1	-0.03275
CLASP2	0.0477142857142857
EIF2AK3	0.7475
SMYD2	-0.432
PBX3	-0.567875
TMPRSS2	2.33366666666667
OR10R2	0.3738
ZNF761	0.00633333333333334
MED30	-1.1495
ZNF629	1.175875
CORO6	0.52375
FLJ10154	-0.316
FAM123B	-0.7885
ANGPT1	-2.5499
MED23	0.80475
LOC255374	0.7965
SEMA6A	-0.7198
HSD11B1L	1.20983333333333
GMEB2	0.505
PSMD14	-0.45825
FLJ10213	-1.21675
PDCD2	-1.002
MAST1	-0.4815
EPHA1	0.661
XCL2	-0.14175
EIF4G1	0.0911666666666667
UBE2D1	0.1033
RAB39B	-0.2905
IDH3A	-1.36866666666667
CREB5	-1.613625
FLJ21511	0.4565
ANGPT2	2.07033333333333
RANBP3	0.1645
DYRK1B	1.32383333333333
HLA-DRB6	0.3305
FLJ11292	0.188
NMRAL1	0.9865
ATP6V0A4	2.24616666666667
FGFRL1	-0.52925
GZF1	-0.015
TMSB4Y	-0.067
RBKS	1.73125
PHLDB1	0.386125
SEC23A	-1.44783333333333
MLX	-0.2142
TPD52	0.880833333333333
CPNE8	-1.21125
DACH2	-2.2035
