Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
NFKB2	0.4705
C21orf122	-0.869666666666667
HESX1	-0.31625
GPR114	1.24466666666667
SLC25A35	-0.133666666666667
GNAT1	-0.27725
ORAI3	0.2375
FAM76B	-0.4285
TMEM99	-1.5257
TRIM29	-1.2709
CDS1	2.85425
RHEB	-0.5691
C4orf27	-0.854333333333333
RAB3A	-0.33
OTUD6B	-0.0385
GPD1	1.05875
CDH15	-1.377
NPM1	-0.582642857142857
TMEM117	0.02
PRPS2	-0.9265
GCK	-0.025
ADRA2A	3.18466666666667
TSPYL4	-0.0421666666666667
TASP1	0.2595
WDR19	0.367916666666667
C10orf38	-1.602
PDE4C	-0.788666666666667
FYB	1.03166666666667
C1orf55	-0.154166666666667
PPFIA3	0.21075
RAD18	-0.372
C12orf44	0.202666666666667
CRYBA4	-0.181
HVCN1	1.6095
TAF10	0.122333333333333
C16orf48	-0.875166666666667
DEPDC5	0.962833333333333
LTBP1	-1.495
MAPRE1	0.143375
FGF8	0.341
C3orf52	2.473625
SENP7	-0.0463333333333333
LRRK2	0.72025
RUNDC2A	0.297666666666667
KIAA0355	0.248333333333333
CPEB1	-2.29625
PPEF2	-0.049
ABI2	-0.0541666666666667
KIAA0317	0.128625
ATF1	-0.8965
DYNC1H1	0.522
DIP	0.48075
TMEM33	0.315166666666667
POLDIP3	0.41125
C7orf24	-0.28475
GPR171	4.62225
CDC6	-0.959333333333333
PLD1	-1.0566
ITFG2	0.153
NDUFC1	0.335
AKNA	-0.20325
NBR1	0.18875
PKHD1	0.058375
HPS4	-0.3854
MAFA	0.806
ULBP3	-0.68175
DIRC1	0.259
IMMT	-0.312125
C22orf13	1.01925
CEL	0.06975
MARK3	0.00174999999999999
ADAMTS2	0.509583333333333
ARPC3	0.711166666666667
TMEM10	0.160125
NPHS1	0.118
BRD8	0.300666666666667
WDR12	-1.2635
IDI2	0.038375
HOXD13	-1.8465
OR8G2	-1.03875
SLAIN1	-2.1715
GABRQ	-0.689
NR2C2	-1.1345
NKTR	-0.8702
TLE2	1.3125
KIAA0892	-0.135833333333333
AURKA	0.755363636363636
GPRC5C	-0.254166666666667
TBC1D9B	0.726125
PNPLA6	-0.307166666666667
AP3B1	0.47025
NAG	-0.496125
C11orf68	-0.6255
AKR7A3	2.127
AHCYL1	-0.284166666666667
COP1	0.303
RPP14	-0.0335833333333333
PCDHB18	-0.21275
CDH24	0.9645
KRT17	-1.9867
LACTB2	-0.52
DDX24	0.1027
PHACTR1	-2.10583333333333
SLC35E2	-0.1195
LOXL1	-0.92425
IQSEC2	0.516
RGSL1	0.501
PCDHGC5	0.0495
MEGF10	-0.274
PRRX1	0.789
ASTE1	0.3125
C6orf159	-0.92625
MYOD1	0.81925
GAA	0.212
ZNF747	0.92075
KLRC1	-0.201625
IL1RL2	0.118
GDF9	-0.57175
GPR119	0.657
TRAF2	0.281666666666667
HCK	3.664
BMP6	-2.43175
IL8RA	0.4765
FLJ35848	-0.913
EFHA1	0.41275
CDSN	-0.392333333333333
C14orf54	-0.301
LSM3	-0.620625
ZFP41	0.29
C9orf126	-0.949166666666667
VIT	-1.579
SPCS3	0.27275
DEF8	-0.6759
CHAF1A	-1.3465
C1orf165	-0.809666666666667
ZFPM2	0.7005
FTH1	0.04125
SLC35F1	-1.62575
YWHAH	1.0355
C17orf66	0.2435
ADRB1	-0.259166666666667
FOXL1	-0.252
RG9MTD3	0.0153333333333333
UMPS	0.018625
MGC13008	0.0315
KIAA1161	0.544
CCDC77	-1.57075
C12orf65	-0.3749
COG4	-0.330333333333333
RCP9	0.563
RP4-692D3.1	1.522
CDC2L5	0.09075
MGC7036	-0.2955
DNAJC11	-0.19975
GDF2	-0.144666666666667
TIMM17A	0.747
HNRNPA0	-0.5598
OR2H1	0.51825
PCBP1	0.288875
COL23A1	-1.616
LRRC2	0.406
NSD1	-0.249642857142857
FLJ37078	0.13675
WDR91	-0.729666666666667
TMEM179	-0.151
DSCR10	0.0705
CNDP2	0.6924
FYN	-0.288
BEX2	0.079
KCND3	0.31725
YPEL5	1.098625
LRRC42	-1.48783333333333
C17orf45	-0.49675
ZNF649	0.1593
LOC150763	2.036125
COL5A2	1.28966666666667
CNGA2	0.7165
ELA2B	-0.3685
RAB9B	0.29475
FAM100A	0.19975
NAIP	0.465857142857143
MYOZ2	-0.08825
SPATA12	-0.713
XRCC4	-0.559
CYB561	3.8494
CHST10	0.42025
BAI1	-0.887
BRSK1	-0.540166666666667
C17orf89	0.090625
PDE6H	-1.053
FLJ20309	0.3297
MAP7	0.559
SCN4B	1.02425
SPAG9	-0.746125
SERTAD1	0.514833333333333
FLJ21963	0.5615
ANTXR1	-0.319
TMPRSS13	2.26016666666667
ETV7	3.51116666666667
DGAT1	-0.151333333333333
NKIRAS1	0.194333333333333
TAC3	-3.29725
CORO1C	-1.03083333333333
RAD54B	-0.374
HRASLS3	1.72016666666667
C21orf42	0.36925
BARD1	-0.518166666666667
ZNF177	-0.359833333333333
MIP	-0.04
ZNF442	0.595
F2	-3.799
GRIA1	0.103
GALNTL2	1.19283333333333
WNT5A	-3.2019
LENG9	0.159
hCG_25371	-1.734
FOXR1	0.267
TRA@	1.3273
PWWP2	1.299
C1QTNF7	0.548833333333333
SLC7A4	0.207
C4orf7	3.6115
C17orf80	1.04783333333333
KLK4	0.515666666666667
IL31	0.05
TMEM176A	3.922
CTNNB1	0.0796875
BHLHB2	0.953
TMEM185B	0.429833333333333
ARD1B	-0.39125
C1orf93	1.2775
BRUNOL4	-0.0561666666666667
LOC541469	2.06158333333333
UPK2	0.27225
GAS8	1.3755
PATE	0.409
IMPACT	0.8065
WNK4	1.451
HNRPLL	-0.435875
GAD2	-0.077
ITGA6	-0.597
BMP15	0.167833333333333
CYP2A7	1.685125
RIC8A	0.661
CCND1	0.564
USP35	0.1015
DSCR2	-1.5825
CCL4	4.6975
ZCCHC10	-0.391
NOL11	0.65175
TRPM2	0.812083333333333
PSMD2	-0.435181818181818
CHTF18	-1.37025
USP18	3.1615
RRAS	0.50175
LAMC3	-0.71025
TOX	-2.11833333333333
PCDH15	-0.7025
GABRG3	-1.6345
NUDCD2	-0.60975
SGCZ	-0.189
KCTD17	0.1302
SPSB2	0.6845
TPPP3	2.42933333333333
CILP2	0.996
CALB2	1.727125
CEBPZ	-0.4365
ZNF479	0.02975
FMOD	4.31933333333333
C21orf66	-0.981285714285714
CLN6	0.0045
ANAPC1	-0.783125
SH2D3C	1.63525
PTPN14	-0.9471
TRIM42	0.18575
APTX	0.35125
SNRPG	-0.821166666666667
BMS1	-0.29675
MAGEA3	-4.2975
NFATC3	-0.353083333333333
LRRC45	1.30816666666667
ARS2	-0.118642857142857
LRIG1	0.831666666666667
EPSTI1	1.451
PRSS27	-1.23675
ERC2	-0.832625
PRKACB	0.503642857142857
PRDM13	-1.0855
HCG27	-1.161
KLK12	-3.29
HSD17B7	-0.194666666666667
ZNF354A	-0.05
PCDH11X	0.778
DMGDH	-0.2555
PCBD2	0.191833333333333
TMC6	0.92525
RIMS1	0.11075
SF3B2	-0.0545
RCN1	-1.65883333333333
CPB1	2.4095
BCAR3	1.953
FCRLB	1.103875
PAK1IP1	-0.98975
OR10H1	0.287
KIF9	0.8065
PITPNM2	-1.171
L3MBTL4	0.03925
TGFB1	0.139
ZXDC	-0.04925
SLC6A16	-1.00125
SRrp35	-1.62975
LRRC8E	1.61775
PPIAL4	-0.33275
EOMES	2.45466666666667
PAX2	0.2165
SCARF2	0.2335
PSEN2	0.51875
PCDHB13	0.021
C10orf28	0.17275
DHRS7B	0.900785714285714
C1orf131	-0.5245
ASB1	-0.416
ZNF223	0.914166666666667
LCMT2	0.636
MEP1A	-0.3665
TMEM53	0.138
RSPH3	0.61775
C10orf33	-0.6165
LOC644285	-0.62725
PTPN9	0.480333333333333
ABCA12	-3.40775
CCDC37	-0.63275
RUNDC1	1.4188
YES1	-0.173
FAM120AOS	0.72075
OR5M3	-0.1915
PPP1R3F	-0.522416666666667
IL13	0.0519
MDFI	-1.57525
PRNT	0.0485
ZDBF2	-0.54
OR10C1	0.0813333333333334
CLIC1	0.029
LILRA5	0.788
CSAG1	-3.98816666666667
TREML2	0.506333333333333
FAM125A	-0.216166666666667
ZNF74	-0.72925
FAM104A	0.44875
LRRC39	-0.736
SAMD5	-0.525
HYAL2	0.2315
HIST2H2AC	1.3605
IGFBP5	-0.00582608695652175
NRTN	-1.44833333333333
KIAA0556	0.274
FAM29A	-1.12527777777778
JMJD2A	0.584
EPHB1	1.23475
POLD4	0.7655
ANAPC10	-0.56925
LRRC36	-0.662
MEGF6	-0.555875
LPHN3	-0.0735
BMP10	0.0358333333333333
C21orf55	0.648
CREM	-0.7063125
PTGER4	0.800333333333333
METAP1	-0.455875
KCNQ1	0.911166666666667
NR2F2	0.756375
SSFA2	-0.9895
CTTNBP2	-2.98475
BCL2A1	-0.1285
ZBTB24	-0.818375
SLCO6A1	-0.86475
PRDM1	1.3983
OR7D2	-0.282833333333333
CCDC47	1.8209
LOC646982	0.4355
SLC26A6	-0.708
BIN1	-0.4592
SRRM1	-0.344142857142857
PCSK1N	0.09925
ALS2	-0.0098
ECT2	-0.102263157894737
CACNA2D2	1.1175
DOCK6	-0.4155
C10orf119	0.07675
FATE1	0.5305
DUSP23	-0.54925
TRIP6	0.675785714285714
NUP35	-0.11725
CDH3	-0.02025
KLHDC8A	0.2905
C9orf116	0.560375
EI24	-0.1905
CENTD1	0.891666666666667
RWDD2B	-0.00749999999999999
DOCK1	1.5205
NPAS2	-1.185625
NR3C2	1.62433333333333
FAM63A	0.3515
INPP5F	-1.01383333333333
FAM111A	0.2219
MYBL1	-0.879416666666667
IQGAP3	-0.0583333333333333
CRADD	-0.753333333333333
DUSP12	-0.56125
PDZK1IP1	1.377
VASH2	-1.3205
CTR9	0.59425
VIL1	-4.25475
OR8U1	0.1945
CCDC107	0.3295
PTTG1IP	-0.27125
OR4X2	0.35725
COL9A1	-2.5945
PSMD9	-0.17075
ZFP62	-0.30275
TIP39	0.41725
PARP15	0.735
TTC19	0.71575
C1orf114	-2.1835
GFPT1	0.7325
SLC27A6	-1.9045
MRPS10	-0.3514
CALML5	3.82866666666667
TRPM7	-0.3365
CGNL1	-0.05725
CECR1	0.9795
SERPINB8	-0.156333333333333
TMEM102	1.665
PDIA2	-3.18525
NUCKS1	-0.317166666666667
HOTAIR	0.16875
EBI3	0.80375
NXN	-0.16325
ZMYND19	-0.2855
FOXJ3	-0.83975
EIF5B	-0.2758
EIF2B4	0.245
LEO1	0.523
ZIC5	-0.178333333333333
IL20	2.70866666666667
KIAA0415	0.048
FLJ37357	-0.1345
TSPAN12	0.83225
ACTR3B	-0.39525
TFAM	-0.332666666666667
IL17RD	-1.8205
PARP12	1.8465
KLHDC7A	0.422
KCTD4	-0.734833333333333
GTF2H1	-0.115
FLCN	-0.178
BIRC4	0.5555
LOC790955	0.02775
VKORC1L1	0.437
CYP4F22	0.1935
TAS2R5	0.518
ZNF582	-0.2395
HS3ST3B1	0.025875
CTNS	0.413
STK36	0.707833333333333
MMD2	-0.085
RP5-1103G7.6	-0.301
FLJ23356	0.091
CRH	-0.5825
C1orf182	-0.227833333333333
ACP5	2.58416666666667
AMFR	1.008
CA4	-0.47625
PLCB4	1.071625
MPHOSPH10	-0.24825
UNQ473	0.1035
G3BP2	0.18525
SR140	-0.474666666666667
HOXA2	-0.18375
PYGB	0.106625
BAT1	-0.2815
DKK3	-1.01333333333333
DDX31	-0.789875
TULP1	-0.1555
NHLRC2	0.79525
TNRC4	-0.264666666666667
ZNF430	-0.1635
TNRC6A	-0.396875
PLA2G1B	3.32333333333333
RCHY1	0.608666666666667
GTF2A2	-0.8825
MGC4294	-0.4385
ZNF691	-0.153
TACC3	-0.58925
DNAJC5G	0.05275
LOC4951	0.17575
MS4A4A	0.0075
LOC152485	1.0145
PPP1R2P1	0.05725
PPP2R5B	0.0335
RPGRIP1L	-0.176875
SPOP	-0.1133
PTPRF	0.7235
MGC42090	0.376
SUSD3	0.226
THOC4	0.983375
MAML1	0.2248
FXR2	0.317833333333333
TYK2	-0.155375
MUC6	0.404
DNAJB7	-0.1415
PIP4K2A	0.0595714285714286
MEX3A	-1.76716666666667
RRP1	-0.274375
TFAP4	-0.76325
CXorf41	-0.1825
MTMR4	1.28266666666667
CTLA4	0.345
SNX9	0.413
CIB3	1.32566666666667
NECAP1	1.294
PLA2G2D	0.2531
GLMN	-1.01983333333333
DCLRE1A	-0.46525
PDX1	0.03
SAMD11	-0.94925
MRPL55	0.0956
TLR7	1.911625
TBC1D21	0.277
SMAD1	1.4025
ACTRT2	0.281
RIOK2	-0.2825
PDLIM4	-1.1825
SLC22A15	-0.513666666666667
ABHD13	0.7845
STX18	0.2159
CCPG1	0.0763571428571429
DCBLD1	0.486166666666667
SLC2A6	-1.1975
NOLA3	-0.17725
TRDMT1	-1.19828571428571
IL17F	0.588
ATP1A4	-0.184333333333333
OR52W1	-0.3525
CFL1	-0.0885
IL4	-0.7835
RBP2	-0.141666666666667
CPSF6	0.44375
TTC8	-0.305166666666667
MUCL1	1.9035
EYA3	-1.92316666666667
KRT38	0.468
GNE	-1.758
ZNF501	0.55225
SLC35A2	-0.126625
CEP110	-0.493
MYF6	0.056
MGST2	0.124833333333333
TRPV4	0.5005
NEK8	0.537333333333333
NOX5	-1.369
NCKAP1L	0.322666666666667
EMP3	-1.2215
BPY2C	0.000499999999999987
C1orf38	1.161
ELOVL2	2.326
CBX7	0.876583333333333
OSBPL1A	0.319333333333333
ZNF589	-0.589
ESCO1	-0.236666666666667
TRA2A	0.123666666666667
C3orf26	-1.747
PHF2	0.849916666666667
PID1	-0.618
RFC1	-0.428
MTAP	-0.82775
ADORA3	3.13266666666667
LOC389458	-0.6775
TRNT1	-0.725625
CRIPAK	-0.41325
RAI2	1.61766666666667
ANKRD44	0.0965
GZMB	4.50925
NFE2L1	0.200125
STIP1	0.0366666666666667
RASL11B	0.6335
NT5DC2	-1.962
LRP2	1.909125
MTDH	0.107733333333333
ARSG	0.36975
HSP90AB1	0.211083333333333
CT45-6	-5.0465
ZNF483	0.33475
LMBR1L	-0.21125
S100A2	-3.331
C2	0.297777777777778
C2orf27	0.133625
EIF4EBP1	-0.552
GCKR	-3.75133333333333
PPP1R9B	0.698875
FER	-0.83925
SNRK	0.464166666666667
OR5M10	0.439
UTP6	-0.963
CAPZA3	0.1415
FBP1	3.08033333333333
TERT	-1.6705
CCL1	-0.9175
FUCA1	1.518
ALS2CR8	-0.0821666666666667
KCMF1	-0.241083333333333
SRCRB4D	-1.902
OXCT2	0.330166666666667
IL17RA	0.926
MPP5	0.005
SPA17	0.19875
FLJ10986	-0.384333333333333
GALNT14	-0.456
CXorf27	-0.5505
NPLOC4	0.0255
RAB34	0.6105
KRTAP3-3	0.3445
ARSD	1.90166666666667
CPLX2	-1.2575
PJA1	0.1855
WHDC1L1	0.0718333333333333
RB1	-0.402
MTMR15	0.0805
PHLDA2	-1.0994
GUCY2F	-0.023
MPV17	-0.115166666666667
SLC35D1	0.1235
LYSMD3	0.4729
COL16A1	0.55225
ERLIN1	-0.229666666666667
JMJD4	0.06225
HIST1H2BK	0.4855
TP53I11	1.9455
ST3GAL4	0.9472
PF4V1	0.346666666666667
ALG8	-0.08425
REG1A	-0.21275
MINA	-0.235
CYB5R3	0.295
HHLA1	-0.70325
MYST4	0.8082
VASN	-0.8325
UCHL5IP	-0.92425
TFAP2A	0.8359375
MGC9913	-1.5655
C9orf97	-0.121
LOC90379	-0.5545
PHF15	0.302857142857143
ZNF169	-0.0141666666666667
KRT7	-0.9934
GLIPR1L2	-0.248
LOC116236	0.84375
IQCF3	-0.417
RDH14	0.603
HNRPK	0.369714285714286
RABEPK	-0.983166666666667
ISX	-1.864
CBARA1	0.403
RAD51AP1	-0.6385
MLL5	-0.010125
CXorf48	-4.4735
SGCD	-1.02975
PHTF1	-0.686125
CA3	-0.10775
CMTM5	0.047
STX10	-1.071375
JMJD2D	-1.59525
P4HA1	-1.14616666666667
GAB3	0.0403333333333333
DHRS4	1.08683333333333
COL4A1	2.19475
C20orf20	0.94075
OSBPL2	1.340375
PTTG2	-1.317
KIAA1688	2.14925
STS	-1.88125
SHROOM4	0.132333333333333
KBTBD5	0.0561666666666667
ALDH1A3	-0.1014
BTNL2	-0.279666666666667
TGIF1	0.5565
ZFAND5	0.387875
ICA1	1.388625
NAV3	-2.426
FLJ12331	-1.17
EPS8L2	0.6059
MNT	0.229833333333333
ENTPD1	2.56658333333333
OR51E2	0.635375
STK11	0.256
MX1	4.227
TTTY9A	-0.1105
CX62	0.2775
LOXL4	-0.70825
EXOSC4	0.80075
PURB	-0.006
SETD1A	-0.551
RELB	0.74175
LAMB2	1.095
HNF1B	-0.203833333333333
PNLIPRP3	-0.221
C14orf139	-0.5125
UMOD	1.21125
GRIN3B	-0.66225
GPR25	0.516
ZNF512B	1.3445
ATP6V0A1	-0.208
SRA1	0.0391666666666667
ZNF615	1.49125
ZNF768	0.22675
ZNF469	1.59675
DYNC2LI1	0.545166666666667
DNAH3	1.8405
LOC387911	1.9635
LOC554234	0.55625
ARRDC5	1.21975
TMEM59L	-1.76666666666667
MARCH4	-0.9915
CNOT8	-0.3045
KIRREL3	-0.302
ADAM17	-0.06625
MYOG	0.466125
CPNE1	-0.940166666666666
AK5	0.093375
LOC204010	-0.60625
NDRG4	0.7455
LOC130074	-0.4815
PIAS4	0.0835
NCOA2	1.3775
TEGT	0.9343
USP5	0.1825
ANKRD21	-0.9275
KIAA0692	0.564166666666667
HAPLN3	1.0455
LZIC	-1.179
NRXN3	1.69375
CDKN2C	-1.123
KIAA0226	0.255666666666667
CYB5D1	0.52725
WDR68	1.4645625
ABCB6	-0.0475
MRPS25	-0.83825
ZMAT2	0.615166666666667
KRT25	-0.554
RPL11	-0.99425
GRAP	0.0398333333333333
LOC198437	1.97766666666667
RORC	0.99525
RAP2C	0.739571428571429
MXD1	0.7479375
AZI2	0.302333333333333
NUAK2	0.881
AHSG	-6.401
MANSC1	1.821
IMP3	-0.0208333333333333
C2orf3	-0.81825
VSTM3	4.3595
PCTP	0.353
SIRT1	-0.24275
MANBA	-0.20625
CD164	0.725625
GFRA1	3.1919
PRM2	0.20825
ZKSCAN3	0.032
PLEKHG1	2.43125
TPRKB	-0.6815
UBFD1	-0.167333333333333
CDKL5	0.104833333333333
HIST1H2BD	0.96175
INPP4A	-0.418833333333333
BMX	0.223625
PTPRU	-0.417
LOC554202	-0.481333333333333
HOXC8	0.00775
IL12B	0.8015
ADPGK	-0.30075
ZNF418	0.7985
SIAE	0.45475
CWC15	0.0065
RP13-401N8.2	-0.755
KLHL11	0.09
DEDD2	0.90975
PSMB3	2.85
DDX25	-2.78125
ZBTB3	0.144166666666667
GFRAL	0.2355
RPS25	-1.02433333333333
FAM57B	0.149666666666667
TESK2	0.299166666666667
DNM1L	-0.411125
ZNF207	0.0916666666666667
CLEC11A	0.74
TOLLIP	0.409375
TMEM61	-0.8535
DLK1	-3.8153
PLVAP	3.1955
NOD2	1.511
SCMH1	-1.344
FLJ40235	-0.12025
HTR2A	-0.578666666666667
ARMC5	-0.456
FUT7	1.0655
PRELP	1.2751
ALKBH6	0.6155
GYG1	0.369
POLR3GL	-0.26425
COL8A2	2.41616666666667
OR10A5	0.336
C1orf187	-1.83775
TXLNB	0.188166666666667
C16orf68	-0.578166666666667
R3HDM1	-1.20825
C16orf75	-0.264
BAALC	0.244125
TNP1	-0.016
GAPDH	-0.320416666666667
COX7C	0.228
ERRFI1	-1.34983333333333
PGAM2	0.2165
FAM108B1	-0.78575
APC	0.2055
TLR2	2.9695
SUCNR1	1.981
ZNF233	1.96325
WFDC1	-2.16266666666667
PSG11	0.2212
SLC39A1	1.57375
PSAPL1	-0.2675
CDC42EP1	0.195
MECR	-0.42825
KIAA0101	-1.2431
MACROD2	1.3822
MMP19	1.16266666666667
LOC202459	-0.132666666666667
VNN2	2.18225
ACCN3	-2.056
TIMD4	1.7425
RNASE8	-0.116
CCDC7	0.18875
SULT2B1	1.9065
ME1	-1.325
MGRN1	0.347875
MRPL30	-1.03175
IVL	0.880875
CALM1	1.3587
PLEKHA6	1.8079
B4GALNT2	-0.1165
PGDS	3.08625
C8orf33	0.398333333333333
TMEM56	-1.42966666666667
CKM	-0.654833333333333
ESR2	0.2543
ACOT8	0.3125
AGTR2	-0.11375
LOC155006	0.97825
BC37295_3	0.2715
EPM2AIP1	-0.363833333333333
PZP	1.08425
RPS9	-0.219166666666667
C18orf51	-2.21025
SIVA1	-0.1596
HEATR2	-0.023
CD3E	-0.0171666666666667
C20orf142	-0.18925
PGLYRP3	0.0245
CCDC139	-0.5075
GPS2	0.3035
NOL14	-0.3025
LRTM2	0.029
TRIM36	0.111125
TP53RK	1.4533
FBXL13	-1.2
RUFY2	0.101071428571429
C11orf70	-1.07
HSPB9	-0.0596666666666667
GJA5	2.1895
HGF	-1.21016666666667
EPHB4	0.10775
SOX18	0.5735
IFRG15	-0.3745
SERPINA10	-3.71225
WDR23	1.546125
REEP2	-1.36083333333333
CDK3	-0.33025
HSPA12A	0.726625
ARL8B	0.69
SATB1	-0.7815
PPM1D	1.42333333333333
VPS45	0.572333333333333
TP53BP2	-0.647
GJE1	2.1
CACNA1G	-0.19025
VGLL4	0.48875
GNPTG	0.63875
ROS1	-3.038
C21orf128	-0.477
BMP8B	1.06875
SLC5A4	-0.646
SLC6A3	-0.224333333333333
C16orf53	0.329
TMEM81	-0.389
APC2	-0.3225
SYAP1	-0.32375
C6orf54	-0.479666666666667
ZBED5	-0.5405
PVR	-0.1405
LTA4H	-0.38
CCDC24	1.1187
MAGEA4	-4.1325
IFIT3	3.929
MYADM	1.312375
C21orf82	-0.173
PDE3B	-1.0105
TMPRSS11A	0.40825
PGK1	-0.726352941176471
CCL13	5.56083333333333
DERL3	-0.0605
MLXIP	-0.548916666666667
PLOD1	-1.3735
MTFR1	0.7431
NPDC1	0.76
GPAA1	-0.0918333333333333
LTV1	-0.9385
RYR3	-0.5725
C7orf46	1.569
VAMP2	0.647125
RNF135	0.9104
SUPV3L1	-0.49925
FIBP	0.188
ADAMTS18	0.986
RNF25	0.462
SOS1	0.02175
PLAU	-0.235125
MATK	-1.61625
EHF	2.039
CTNND2	0.2995
PTEN	0.629357142857143
ZNF189	0.27925
SLC28A3	0.6805
GUCY1A3	3.52575
SETD2	0.282125
ROGDI	1.5525
TICAM1	0.119
RASSF3	0.5775
PACSIN2	0.5605
SERPINB5	-1.93083333333333
PRKCDBP	0.21725
TFDP3	0.1465
LGR6	0.563375
RFX5	-0.125333333333333
OR52J3	0.2595
PTPN18	0.901
ZBTB34	0.282
KCNF1	0.171
SYNE2	0.763357142857143
SLC22A4	-0.86425
NETO2	0.2185
VCPIP1	0.29825
LDHD	0.485
ESX1	-2.8265
SQRDL	2.281
GALK1	-0.11775
SERPINA6	-3.18683333333333
HD	0.61025
ASCL3	0.2105
FBXL6	0.384
FABP7	-3.71425
MAGEC3	-0.0625
KLC4	-0.595625
CD1D	-1.043375
PRAM1	1.22125
EIF3B	-0.219785714285714
DSCR8	-5.1925
FLVCR1	-0.56975
KIAA0141	-0.243375
PROM2	2.721
ALOX5	1.5944
GPR162	-1.2565
LYRM2	-0.043625
RNASE6	-0.204625
HES5	0.34075
GJA1	-0.88825
MRPS14	-0.57875
HMHB1	-0.012
TAF7	0.23375
BTNL9	0.5776
SFXN2	1.128125
VEPH1	-2.42625
GK2	-0.247
AMBP	-4.7945
KIAA0953	0.126
XAGE5	-0.811166666666667
CCBP2	-0.3945
TGM2	-0.756166666666667
ZNF202	-0.9485
ACTL6A	-0.473333333333333
SLC23A2	-0.5235
ARHGEF7	0.0373333333333333
LOC728635	0.5645
CRYM	-0.49
PKD2	0.14775
MANBAL	0.230166666666667
LIN54	-0.197
ACTL7B	0.14125
OR4D9	0.606
KIAA1683	-0.521125
ZNF704	0.931833333333333
TCP10	-0.615
MAGEB18	-0.8055
DEFA4	0.6185
ZNF197	-0.43625
PTOV1	0.896333333333333
RNF208	0.501333333333333
CMIP	0.1555
TRDN	0.402
UCHL1	-1.476875
APOL6	0.6173
PLK1	-0.897666666666667
NPHP1	0.219
NDUFA11	-0.20675
DAB1	0.237
RTN4R	0.46
PUSL1	0.1565
SYT2	-0.14175
ANXA13	0.95125
RFTN1	0.528
ATP8B2	-0.263333333333333
VN1R2	0.351
OR52E4	0.2745
NPPB	-3.00916666666667
ZNF148	0.015125
ZNF141	0.431875
IKZF1	-0.9855
PSMC2	-0.1345
GGA3	0.239
LPGAT1	0.1535
SEC16B	-0.1335
C5orf38	0.234833333333333
THOC2	-0.9608
SLC16A12	-1.29416666666667
ALK	-0.217875
DACT3	0.203333333333333
CACHD1	-1.132
GAN	0.31325
EXOC6B	0.6365
HIST1H2AE	1.17225
VAMP1	-1.75275
SRI	0.430583333333333
AKAP14	0.321
HLA-E	2.4537
SLC25A32	-0.372
FLT3LG	0.217166666666667
ATP1B1	-0.586
WDR1	0.739
SWAP70	0.18975
TRIM31	-0.36225
ARNT	0.3025
ZNF596	-0.3969
CDKN1B	0.839166666666667
FOXC1	-0.9641875
SEMA3A	-3.4487
LSM14A	0.325666666666667
STEAP3	-1.09775
ABCA1	0.4755
PLSCR2	0.139333333333333
EDC3	-0.62525
THBS3	0.51025
C15orf43	-0.232166666666667
GMCL1	-0.481666666666667
C9orf71	0.46325
MGAT5	-0.2295
LOC402164	0.291
TSPAN8	-4.67366666666667
DYNLT1	0.773
IGSF1	-3.301
TMEM143	-0.1495
FLJ25006	-2.0495
ATP13A3	-0.1425
C3AR1	2.436
CADM2	0.573666666666667
EFNA4	0.1825
HAO1	-0.62725
TWF1	0.865
MRPS17	-1.0765
MYH9	1.63433333333333
C9orf9	-1.11216666666667
C17orf79	-0.51
FSCN3	0.39775
BDKRB2	1.20116666666667
PCGF6	-0.703666666666667
RAP1GAP	0.698083333333333
TAS2R41	0.0595
DCLK1	-0.1358
DEFT1P	-0.139
TAF2	0.417666666666667
COPZ1	0.538125
KATNA1	-0.98425
STIM1	0.094
TBX2	-1.38766666666667
RPS4X	-0.339153846153846
MARCH8	0.00766666666666667
DHX33	-1.15916666666667
TMEM161B	-0.529666666666667
SYPL2	0.2715
ADCY5	3.283
SRPK3	-0.048375
CXorf9	1.619
REC8	0.562875
CLP1	-0.1416
MGC52498	-0.5985
DUOX2	0.38075
C6orf150	0.10525
TSC22D3	2.7745
CASP8	-0.9206
PRKD3	-1.839875
CFH	1.81025
TRO	-2.02375
NRIP1	0.96875
ZNF707	0.429666666666667
TBC1D22B	-0.306666666666667
HYI	-0.244
COX7B2	-0.756
GPR52	0.13625
CASC3	-0.174642857142857
METRN	0.4295
KRT3	0.733
ARF1	0.497642857142857
C1orf111	0.36
MOG	-0.445
C6orf50	0.46
MGC12966	-0.29525
ATP7A	-0.428166666666667
NOTUM	-2.259
LOC342897	1.6135
ITSN2	0.683666666666667
GIP	-0.193
LOC89944	-1.0765
UBXD8	0.25775
GYPE	-1.93216666666667
JAG1	0.317666666666667
RLBP1L2	0.538
HIST1H2AL	1.0415
PAPPA	-1.2804
CYP4F8	-1.383
TRH	7.92175
DCTN3	0.5613
NT5C	0.242
HTR3C	0.851
VPS41	0.115375
KIAA0174	0.4204
ANKS6	-2.02575
MPV17L	0.396666666666667
MT1M	1.379
DTX1	0.72425
LOC146325	-0.0596666666666667
ZNF639	-0.349333333333333
CACNG4	1.8601
TNNC1	-2.08425
MGC27345	-0.8185
CASD1	-0.058
HOXD4	0.1745
SMC4	-0.984588235294118
TTC35	0.2825
CTXN1	0.48225
RGS19	1.7705
SFRS3	-0.189666666666667
TRIM43	-0.899
HLA-DQB1	3.147875
