Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
CHAF1A	-0.725333333333333
C1orf165	-1.12566666666667
ZFPM2	-1.79283333333333
FTH1	0.2625
SLC35F1	-2.3545
YWHAH	0.327
C17orf66	0.817666666666667
ADRB1	0.517166666666667
FOXL1	-0.0055
RG9MTD3	0.86
UMPS	0.266625
MGC13008	-0.0595
KIAA1161	-0.979
CCDC77	-2.664
C12orf65	0.3159
COG4	-0.582
RCP9	0.710166666666667
RP4-692D3.1	3.78933333333333
CDC2L5	0.70625
MGC7036	-0.085
DNAJC11	-0.51875
GDF2	0.313666666666667
TIMM17A	0.04625
HNRNPA0	0.4539
OR2H1	0.964
PCBP1	-0.385375
COL23A1	-1.69975
LRRC2	-0.508230769230769
NSD1	1.22264285714286
FLJ37078	-2.415
WDR91	1.04766666666667
TMEM179	0.3215
DSCR10	2.3525
CNDP2	1.3396
FYN	-1.8295
BEX2	-0.365833333333333
KCND3	0.72425
YPEL5	0.534875
LRRC42	-0.986
C17orf45	-2.337875
ZNF649	-1.8339
LOC150763	0.788
COL5A2	0.4255
CNGA2	-0.386
ELA2B	-0.251666666666667
RAB9B	-1.88975
FAM100A	0.814
NAIP	0.0165
MYOZ2	3.2375
SPATA12	-0.3515
XRCC4	-1.11875
CYB561	3.5879
CHST10	-3.22675
BAI1	-1.87983333333333
BRSK1	-0.683666666666667
C17orf89	-0.8995
PDE6H	-0.429
FLJ20309	0.0428000000000001
MAP7	1.0985
SCN4B	-2.0975
SPAG9	-0.47175
SERTAD1	0.445
FLJ21963	-2.208
ANTXR1	-0.1877
TMPRSS13	3.25266666666667
ETV7	5.09583333333333
DGAT1	0.455833333333333
NKIRAS1	-0.529333333333333
TAC3	-3.549
CORO1C	-0.690583333333333
RAD54B	-0.3465
HRASLS3	0.152833333333333
C21orf42	2.97625
BARD1	0.08
ZNF177	0.8165
MIP	1.557
ZNF442	-0.35
F2	-3.9502
GRIA1	0.0108749999999999
GALNTL2	-0.8395
WNT5A	-2.6108
LENG9	0.2445
hCG_25371	-0.071
FOXR1	0.4175
TRA@	1.1811
PWWP2	0.44275
C1QTNF7	0.282833333333333
SLC7A4	-0.01175
C4orf7	4.24975
C17orf80	-1.25583333333333
KLK4	0.461333333333333
IL31	0.1705
TMEM176A	3.694
CTNNB1	-0.502
BHLHB2	0.42225
TMEM185B	-0.478
ARD1B	0.423
C1orf93	0.925
BRUNOL4	0.3395
LOC541469	-0.891916666666667
UPK2	0.1295
GAS8	0.0945
PATE	-0.408
IMPACT	0.757875
WNK4	-2.5415
HNRPLL	-1.316625
GAD2	0.280666666666667
ITGA6	-1.58425
BMP15	0.4458
CYP2A7	-0.292125
RIC8A	-0.30875
CCND1	-3.30575
USP35	-0.965
DSCR2	-0.1625
CCL4	4.63216666666667
ZCCHC10	0.135
NOL11	-1.452
TRPM2	2.54833333333333
PSMD2	-0.873454545454545
CHTF18	-0.67375
USP18	3.1455
RRAS	0.064125
LAMC3	-0.7395
TOX	-2.8025
PCDH15	0.8805
GABRG3	-2.035
NUDCD2	-0.41375
SGCZ	0.5415
KCTD17	-1.1743
SPSB2	-0.4045
TPPP3	1.01783333333333
CILP2	-0.3305
CALB2	0.536
CEBPZ	-0.667833333333333
ZNF479	0.144
FMOD	3.29133333333333
C21orf66	-0.112071428571429
CLN6	-0.012
ANAPC1	-1.277375
SH2D3C	0.20275
PTPN14	0.1966
TRIM42	0.335666666666667
APTX	1.29925
SNRPG	-0.361666666666667
BMS1	0.63
MAGEA3	-4.0155
NFATC3	-1.0315
LRRC45	-0.2425
ARS2	0.0460714285714286
LRIG1	1.24183333333333
EPSTI1	2.90216666666667
PRSS27	0.316
ERC2	-1.635
PRKACB	0.107857142857143
PRDM13	-3.9115
HCG27	-1.39825
KLK12	-3.9425
HSD17B7	-0.0798333333333333
ZNF354A	0.9325
PCDH11X	0.3525
DMGDH	0.02775
PCBD2	-0.1645
TMC6	-1.962375
RIMS1	1.3765
SF3B2	-0.249833333333333
RCN1	-0.919
CPB1	3.61525
BCAR3	0.7325
FCRLB	-1.045875
PAK1IP1	-0.18325
OR10H1	0.194
KIF9	0.5372
PITPNM2	-0.784625
L3MBTL4	0.2395
TGFB1	-1.1386
ZXDC	0.13275
SLC6A16	1.8945
SRrp35	-1.5135
LRRC8E	1.30725
PPIAL4	-0.473916666666667
EOMES	0.956333333333333
PAX2	-0.322
SCARF2	-0.39525
PSEN2	0.488083333333333
PCDHB13	0.79275
C10orf28	-0.876125
DHRS7B	0.434428571428571
C1orf131	-0.1505
ASB1	-1.8081
ZNF223	0.178833333333333
LCMT2	1.64375
MEP1A	-0.8835
TMEM53	1.66925
RSPH3	1.5285
C10orf33	-0.877
LOC644285	1.52725
PTPN9	0.607
ABCA12	0.73125
CCDC37	-2.27675
RUNDC1	0.5236
YES1	1.27983333333333
FAM120AOS	0.00325
OR5M3	-0.035
PPP1R3F	0.07425
IL13	0.4119
MDFI	-0.9245
PRNT	0.10275
ZDBF2	-3.338
OR10C1	0.406166666666667
CLIC1	-0.772166666666667
LILRA5	-0.0238333333333333
CSAG1	-3.1925
TREML2	-0.342166666666667
FAM125A	-0.230666666666667
ZNF74	-1.326
FAM104A	-0.63875
LRRC39	-0.904
SAMD5	-0.765
HYAL2	0.3
HIST2H2AC	1.707375
IGFBP5	-0.557
NRTN	-1.55816666666667
KIAA0556	0.1121
FAM29A	-0.761277777777778
JMJD2A	1.04225
EPHB1	-0.037
POLD4	0.339125
ANAPC10	-0.5155
LRRC36	-0.0485
MEGF6	-0.26725
LPHN3	-0.475833333333333
BMP10	0.0733333333333334
C21orf55	-0.27
CREM	-0.1865625
PTGER4	-0.686833333333333
METAP1	-1.01575
KCNQ1	0.6365
NR2F2	0.3185
SSFA2	0.777416666666667
CTTNBP2	-0.6715
BCL2A1	-0.77275
ZBTB24	-0.528875
SLCO6A1	-1.16675
PRDM1	0.4606
OR7D2	-0.475333333333333
CCDC47	2.0097
LOC646982	0.53
SLC26A6	-0.9805
BIN1	0.3118
SRRM1	0.651642857142857
PCSK1N	0.37575
ALS2	-0.4693
ECT2	-0.285105263157895
CACNA2D2	-0.276
DOCK6	-1.6355
C10orf119	-0.87575
FATE1	0.063
DUSP23	2.68075
TRIP6	0.204642857142857
NUP35	-0.85075
CDH3	3.38925
KLHDC8A	0.32125
C9orf116	0.895125
EI24	-0.1655
CENTD1	1.71033333333333
RWDD2B	0.512166666666667
DOCK1	-0.103
NPAS2	0.232625
NR3C2	2.078
FAM63A	-0.23675
INPP5F	-2.39466666666667
FAM111A	0.0711
MYBL1	-2.67616666666667
IQGAP3	0.998
CRADD	-1.4235
DUSP12	-1.48575
PDZK1IP1	3.90525
VASH2	-0.09375
CTR9	-0.56125
VIL1	-4.2435
OR8U1	0.5375
CCDC107	2.323
PTTG1IP	0.318
OR4X2	0.16125
COL9A1	-2.6165
PSMD9	-1.1435
ZFP62	0.63225
TIP39	0.30075
PARP15	1.3975
TTC19	-0.778
C1orf114	-1.999
GFPT1	-0.0455
SLC27A6	-0.66225
MRPS10	-0.4507
CALML5	4.27866666666667
TRPM7	0.429875
CGNL1	1.272875
CECR1	0.06525
SERPINB8	0.204
TMEM102	0.492875
PDIA2	-3.49425
NUCKS1	1.47983333333333
HOTAIR	2.4155
EBI3	-0.2885
NXN	-1.457
ZMYND19	-0.110375
FOXJ3	0.14975
EIF5B	-0.2978
EIF2B4	-0.437166666666667
LEO1	0.206
ZIC5	-0.187
IL20	0.423
KIAA0415	0.0805
FLJ37357	0.0555
TSPAN12	0.134375
ACTR3B	-0.740625
TFAM	-0.145166666666667
IL17RD	-0.26275
PARP12	1.75875
KLHDC7A	1.176
KCTD4	0.359833333333333
GTF2H1	-0.407
FLCN	-1.1395
BIRC4	2.546625
LOC790955	0.5825
VKORC1L1	0.10625
CYP4F22	-0.621
TAS2R5	1.3485
ZNF582	-2.253
HS3ST3B1	-1.453875
CTNS	-0.44
STK36	0.0581666666666667
MMD2	0.0025
RP5-1103G7.6	-2.0035
FLJ23356	0.387
CRH	-0.568
C1orf182	1.23433333333333
ACP5	0.474333333333333
AMFR	0.0354
CA4	-2.38025
PLCB4	1.238375
MPHOSPH10	0.0565
UNQ473	4.008
G3BP2	0.543333333333333
SR140	-0.581
HOXA2	0.049
PYGB	-0.62275
BAT1	-0.00525000000000001
DKK3	-2.07716666666667
DDX31	-0.587875
TULP1	-0.3475
NHLRC2	0.20975
TNRC4	0.476166666666667
ZNF430	0.30925
TNRC6A	0.408375
PLA2G1B	-0.061
RCHY1	-0.172
GTF2A2	-0.00600000000000001
MGC4294	-1.74
ZNF691	0.0285
TACC3	0.09975
DNAJC5G	0.03775
LOC4951	0.206
MS4A4A	-2.155
LOC152485	0.6325
PPP1R2P1	0.126
PPP2R5B	-0.31975
RPGRIP1L	0.350125
SPOP	1.5674
PTPRF	1.49116666666667
MGC42090	-0.957
SUSD3	-1.68125
THOC4	-1.09325
MAML1	-0.2561
FXR2	-1.16933333333333
TYK2	0.04775
MUC6	0.859666666666667
DNAJB7	0.6955
PIP4K2A	0.6715
MEX3A	-0.951333333333333
RRP1	0.00775000000000001
TFAP4	-0.48925
CXorf41	0.183
MTMR4	-1.21716666666667
CTLA4	0.2345
SNX9	0.026875
CIB3	0.627833333333333
NECAP1	0.067375
PLA2G2D	0.024
GLMN	-0.808833333333333
DCLRE1A	-0.555
PDX1	-0.1
SAMD11	0.74875
MRPL55	1.2548
TLR7	0.596625
TBC1D21	-0.000999999999999992
SMAD1	2.5382
ACTRT2	0.25525
RIOK2	0.26875
PDLIM4	-0.2075
SLC22A15	0.591333333333333
ABHD13	-0.113
STX18	0.0681
CCPG1	0.0335
DCBLD1	1.30116666666667
SLC2A6	-1.458
NOLA3	0.81375
TRDMT1	-1.98642857142857
IL17F	0.689
ATP1A4	-0.373666666666667
OR52W1	0.4
CFL1	-0.6345
IL4	-0.8725
RBP2	-0.817666666666667
CPSF6	-0.05025
TTC8	0.058
MUCL1	6.397
EYA3	-1.61916666666667
KRT38	0.916333333333333
GNE	3.11825
ZNF501	1.052
SLC35A2	0.922
CEP110	-0.8267
MYF6	0.669333333333333
MGST2	1.4115
TRPV4	-1.6545
NEK8	-1.04466666666667
NOX5	-1.175
NCKAP1L	-0.613333333333333
EMP3	-2.31666666666667
BPY2C	-0.488
C1orf38	1.106
ELOVL2	-2.89385714285714
CBX7	0.283583333333333
OSBPL1A	0.392833333333333
ZNF589	-0.132
ESCO1	-0.235333333333333
TRA2A	-0.00800000000000002
C3orf26	-1.937
PHF2	1.53066666666667
PID1	-3.36
RFC1	1.322375
MTAP	1.86225
ADORA3	2.61166666666667
LOC389458	-0.8015
TRNT1	-1.2535
CRIPAK	-0.009
RAI2	0.394833333333333
ANKRD44	-0.85125
GZMB	4.44275
NFE2L1	1.838375
STIP1	-1.2505
RASL11B	-2.3715
NT5DC2	-1.474
LRP2	3.73475
MTDH	0.0184
ARSG	-2.216
HSP90AB1	-0.778833333333333
CT45-6	-4.73975
ZNF483	-1.7635
LMBR1L	-0.59925
S100A2	0.7723
C2	-0.438777777777778
C2orf27	-0.414125
EIF4EBP1	-0.38775
GCKR	-3.85433333333333
PPP1R9B	1.711375
FER	-1.213
SNRK	0.576833333333333
OR5M10	0.522
UTP6	-1.25425
CAPZA3	0.102
FBP1	0.757555555555556
TERT	-1.7455
CCL1	-1.4555
FUCA1	1.4785
ALS2CR8	-0.1115
KCMF1	0.291833333333333
SRCRB4D	-1.153
OXCT2	1.63866666666667
IL17RA	0.502
MPP5	1.69425
SPA17	0.56525
FLJ10986	0.6175
GALNT14	1.0305
CXorf27	-1.445875
NPLOC4	-0.9685
RAB34	-1.4325
KRTAP3-3	0.4485
ARSD	1.13383333333333
CPLX2	-1.3976
PJA1	0.8745
WHDC1L1	0.817333333333333
RB1	-3.1031
MTMR15	-0.2515
PHLDA2	0.2548
GUCY2F	1.098
MPV17	-1.33666666666667
SLC35D1	-0.485
LYSMD3	0.5239
COL16A1	-1.624
ERLIN1	-2.04216666666667
JMJD4	1.34975
HIST1H2BK	1.646
TP53I11	1.47166666666667
ST3GAL4	-0.3699
PF4V1	0.845
ALG8	-0.26475
REG1A	0.72925
MINA	0.10325
CYB5R3	-0.540833333333333
HHLA1	-1.09925
MYST4	2.1117
VASN	-1.25525
UCHL5IP	-0.0115
TFAP2A	1.2659375
MGC9913	-2.8355
C9orf97	-1.0075
LOC90379	-0.48025
PHF15	-0.596214285714286
ZNF169	-0.6604
KRT7	3.0103
GLIPR1L2	0.641375
LOC116236	-0.631
IQCF3	-1.00375
RDH14	0.317
HNRPK	0.552071428571429
RABEPK	-1.5665
ISX	-2.635
CBARA1	0.5735
RAD51AP1	-2.6255
MLL5	0.58625
CXorf48	-4.519
SGCD	0.48825
PHTF1	0.0915
CA3	2.34525
CMTM5	-0.8145
STX10	0.18025
JMJD2D	0.1235
P4HA1	-0.1145
GAB3	-1.07566666666667
DHRS4	0.881
COL4A1	1.2709375
C20orf20	-0.478125
OSBPL2	0.7
PTTG2	-0.50675
KIAA1688	1.6865
STS	-0.931625
SHROOM4	0.414666666666667
KBTBD5	0.1865
ALDH1A3	1.816
BTNL2	-0.228
TGIF1	0.9295
ZFAND5	0.778125
ICA1	2.38775
NAV3	-4.02616666666667
FLJ12331	-0.94975
EPS8L2	-0.1748
MNT	0.0671666666666667
ENTPD1	0.607166666666667
OR51E2	0.455875
STK11	0.328875
MX1	4.278
TTTY9A	1.058
CX62	0.746
LOXL4	-1.892625
EXOSC4	0.549
PURB	0.212285714285714
SETD1A	-0.00950000000000001
RELB	1.64175
LAMB2	-0.3735
HNF1B	-0.813
PNLIPRP3	-0.527
C14orf139	-1.791
UMOD	-0.73625
GRIN3B	-1.1345
GPR25	0.779
ZNF512B	-1.09675
ATP6V0A1	-0.538375
SRA1	1.30425
ZNF615	0.52575
ZNF768	0.256
ZNF469	0.2575
DYNC2LI1	-0.764333333333333
DNAH3	1.259
LOC387911	0.627666666666667
LOC554234	1.24825
ARRDC5	1.5785
TMEM59L	-2.87383333333333
MARCH4	-1.479
CNOT8	-0.31
KIRREL3	-1.604
ADAM17	-0.151375
MYOG	0.68175
CPNE1	-2.42216666666667
AK5	3.01275
LOC204010	-1.45475
NDRG4	0.33525
LOC130074	-0.22725
PIAS4	0.4585
NCOA2	0.3235
TEGT	-0.0229
USP5	-1.879
ANKRD21	-1.8535
KIAA0692	0.111166666666667
HAPLN3	-0.30125
LZIC	0.4075
NRXN3	3.89925
CDKN2C	0.643833333333333
KIAA0226	0.327833333333333
CYB5D1	-0.24725
WDR68	1.4314375
ABCB6	0.2559
MRPS25	-0.602
ZMAT2	0.783583333333333
KRT25	0.302
RPL11	-0.8405
GRAP	-0.641
LOC198437	-0.764333333333333
RORC	2.200375
RAP2C	0.154071428571429
MXD1	-0.0239374999999999
AZI2	-0.303333333333333
NUAK2	0.5995
AHSG	-6.476375
MANSC1	0.8625
IMP3	0.295166666666667
C2orf3	-0.529375
VSTM3	4.2795
PCTP	0.8515
SIRT1	0.992
MANBA	0.595
CD164	0.690375
GFRA1	-3.8961
PRM2	0.056
ZKSCAN3	-0.6205
PLEKHG1	2.57525
TPRKB	-0.0215
UBFD1	-0.477666666666667
CDKL5	1.29916666666667
HIST1H2BD	0.692416666666667
INPP4A	-0.966
BMX	-1.5255
PTPRU	0.0615
LOC554202	0.509
HOXC8	1.010625
IL12B	-0.2395
ADPGK	-0.34975
ZNF418	1.088
SIAE	1.118875
CWC15	0.59025
RP13-401N8.2	-1.261
KLHL11	-0.296
DEDD2	0.010125
PSMB3	-0.7215
DDX25	-2.72625
ZBTB3	-0.791833333333333
GFRAL	1.158
RPS25	-0.8895
FAM57B	-0.330833333333333
TESK2	-0.2605
DNM1L	-0.97125
ZNF207	-0.8905
CLEC11A	-0.232875
TOLLIP	0.0929999999999999
TMEM61	0.973666666666667
DLK1	-4.3671
PLVAP	3.01025
NOD2	2.343
SCMH1	1.013
FLJ40235	-0.22825
HTR2A	-0.8575
ARMC5	0.115
FUT7	0.1065
PRELP	0.0526
ALKBH6	0.0496666666666667
GYG1	-0.371166666666667
POLR3GL	-0.61675
COL8A2	0.286666666666667
OR10A5	0.709125
C1orf187	-1.34875
TXLNB	1.68416666666667
C16orf68	-0.86625
R3HDM1	-0.6035
C16orf75	0.5735
BAALC	2.237375
TNP1	0.36825
GAPDH	-1.45366666666667
COX7C	1.557
ERRFI1	-0.214
PGAM2	-0.3075
FAM108B1	-1.2835
APC	0.120125
TLR2	3.00225
SUCNR1	2.9965
ZNF233	1.3325
WFDC1	-2.31433333333333
PSG11	-0.2875
SLC39A1	0.434
PSAPL1	0.114
CDC42EP1	0.484125
MECR	-0.21225
KIAA0101	-0.6653
MACROD2	1.5038
MMP19	0.375583333333333
LOC202459	-0.00733333333333335
VNN2	4.73725
ACCN3	-0.569
TIMD4	1.208
RNASE8	-0.671
CCDC7	0.91275
SULT2B1	1.196
ME1	0.4605
MGRN1	0.224125
MRPL30	-0.987375
IVL	-0.177375
CALM1	1.31225
PLEKHA6	0.9369
B4GALNT2	0.557
PGDS	2.303375
C8orf33	-0.501166666666667
TMEM56	1.30333333333333
CKM	-1.37283333333333
ESR2	0.438125
ACOT8	-1.22275
AGTR2	0.5705
LOC155006	1.229
BC37295_3	0.8225
EPM2AIP1	-0.0101666666666666
PZP	-0.404666666666667
RPS9	0.687833333333333
C18orf51	-1.41
SIVA1	1.139
HEATR2	0.0355
CD3E	-0.21825
C20orf142	-1.781
PGLYRP3	-0.01
CCDC139	-0.991
GPS2	-0.7185
NOL14	0.1535
LRTM2	-0.26175
TRIM36	2.353125
TP53RK	0.2127
FBXL13	-2.0455
RUFY2	0.116857142857143
C11orf70	0.234833333333333
HSPB9	2.04383333333333
GJA5	2.0475
HGF	-2.07433333333333
EPHB4	-0.0925
SOX18	0.672
IFRG15	0.649
SERPINA10	-3.885
WDR23	0.233125
REEP2	-2.55316666666667
CDK3	-0.308
HSPA12A	-2.17314285714286
ARL8B	0.3108
SATB1	1.911
PPM1D	-2.2705
VPS45	-0.3535
TP53BP2	1.319625
GJE1	2.76525
CACNA1G	-0.173625
VGLL4	1.3415
GNPTG	0.47275
ROS1	-0.238
C21orf128	0.3765
BMP8B	0.93
SLC5A4	-1.6305
SLC6A3	-0.0446666666666667
C16orf53	1.159875
TMEM81	-1.8105
APC2	-0.1151
SYAP1	0.347875
C6orf54	-0.784
ZBED5	-0.7659
PVR	-2.07125
LTA4H	-1.7035
CCDC24	1.1071
MAGEA4	1.37816666666667
IFIT3	4.995
MYADM	0.657875
C21orf82	-0.4855
PDE3B	-1.87075
TMPRSS11A	0.624666666666667
PGK1	-0.393294117647059
CCL13	4.00633333333333
DERL3	-1.7825
MLXIP	-0.837666666666667
PLOD1	-1.31775
MTFR1	-0.8438
NPDC1	0.837833333333333
GPAA1	0.387
LTV1	-0.648
RYR3	-1.30875
C7orf46	1.489
VAMP2	0.403875
RNF135	0.5694
SUPV3L1	0.0605
FIBP	-0.11375
ADAMTS18	0.1076
RNF25	0.184833333333333
SOS1	-0.457
PLAU	-0.821
MATK	-2.64225
EHF	7.859
CTNND2	-3.779
PTEN	0.715071428571428
ZNF189	0.0565
SLC28A3	4.6135
GUCY1A3	5.3885
SETD2	1.2004375
ROGDI	0.578
TICAM1	0.2967
RASSF3	0.683
PACSIN2	-0.385666666666667
SERPINB5	-2.61783333333333
PRKCDBP	0.02025
TFDP3	-0.1955
LGR6	1.197
RFX5	0.1325
OR52J3	-0.257
PTPN18	0.496125
ZBTB34	0.041875
KCNF1	-1.29525
SYNE2	1.79485714285714
SLC22A4	-1.62225
NETO2	-0.858625
VCPIP1	-0.55975
LDHD	0.60425
ESX1	-2.95825
SQRDL	2.642
GALK1	0.465
SERPINA6	-3.60983333333333
HD	-0.212
ASCL3	-0.692
FBXL6	1.01
FABP7	-3.75975
MAGEC3	-1.761
KLC4	-0.77275
CD1D	-1.002375
PRAM1	1.1585
EIF3B	-0.0773571428571429
DSCR8	-5.6495
FLVCR1	-0.601
KIAA0141	-0.3665
PROM2	3.27016666666667
ALOX5	0.5129
GPR162	-1.53725
LYRM2	0.0275
RNASE6	0.542
HES5	3.87275
GJA1	-1.890125
MRPS14	-1.13175
HMHB1	0.547
TAF7	0.41575
BTNL9	-0.296555555555556
SFXN2	-0.847875
VEPH1	-0.894
GK2	-0.1106
AMBP	-5.252125
KIAA0953	-2.023
XAGE5	-0.3285
CCBP2	3.3205
TGM2	-0.649
ZNF202	-0.567
ACTL6A	-0.2765
SLC23A2	-0.719
ARHGEF7	-0.48625
LOC728635	0.688
CRYM	3.9475
PKD2	-0.5845
MANBAL	-1.05283333333333
LIN54	0.73375
ACTL7B	-0.46575
OR4D9	0.3295
KIAA1683	-1.28675
ZNF704	3.03716666666667
TCP10	0.672875
MAGEB18	-0.1965
DEFA4	0.591833333333333
ZNF197	0.6105
PTOV1	-0.0523333333333333
RNF208	0.420666666666667
CMIP	0.621833333333333
TRDN	0.4705
UCHL1	-0.136625
APOL6	2.0493
PLK1	-1.31533333333333
NPHP1	-0.524666666666667
NDUFA11	-0.1675
DAB1	1.032
RTN4R	1.0055
PUSL1	0.638
SYT2	0.0615
ANXA13	0.49875
RFTN1	-1.356
ATP8B2	-2.35566666666667
VN1R2	-0.191
OR52E4	-0.1085
NPPB	-2.15183333333333
ZNF148	0.3245
ZNF141	0.290625
IKZF1	-1.55
PSMC2	-0.4505
GGA3	-1.1615
LPGAT1	1.13791666666667
SEC16B	1.06816666666667
C5orf38	-1.45666666666667
THOC2	0.0727
SLC16A12	-0.881833333333333
ALK	-1.65025
DACT3	-1.2515
CACHD1	-5.218
GAN	-0.48575
EXOC6B	0.057
HIST1H2AE	1.61825
VAMP1	-2.007
SRI	0.492916666666667
AKAP14	0.002
HLA-E	2.6215
SLC25A32	-0.394833333333333
FLT3LG	0.0831666666666667
ATP1B1	2.444625
WDR1	0.132625
SWAP70	1.72525
TRIM31	-1.11875
ARNT	0.18025
ZNF596	-1.3796
CDKN1B	-0.5085
FOXC1	-1.3078125
SEMA3A	-4.0132
LSM14A	0.10125
STEAP3	-0.32325
ABCA1	-1.09266666666667
PLSCR2	0.562333333333333
EDC3	-0.934916666666667
THBS3	-0.15875
C15orf43	0.1055
GMCL1	-1.0955
C9orf71	0.84325
MGAT5	0.0805
LOC402164	0.851
TSPAN8	4.23083333333333
DYNLT1	1.67675
IGSF1	-3.225
TMEM143	0.10425
FLJ25006	-2.93
ATP13A3	0.919333333333333
C3AR1	0.63575
CADM2	0.095
EFNA4	1.4975
HAO1	-0.483
TWF1	-0.265833333333333
MRPS17	-0.0765
MYH9	0.336583333333333
C9orf9	0.8475
C17orf79	-0.995
FSCN3	0.72075
BDKRB2	2.68066666666667
PCGF6	-1.89233333333333
RAP1GAP	-0.17475
TAS2R41	0.982
DCLK1	-2.2775
DEFT1P	-0.102666666666667
TAF2	0.358
COPZ1	-0.2695
KATNA1	-0.24875
STIM1	1.30575
TBX2	-2.43383333333333
RPS4X	-0.0437692307692308
MARCH8	-0.217166666666667
DHX33	-2.214
TMEM161B	-0.518
SYPL2	-0.1745
ADCY5	-0.891125
SRPK3	3.354625
CXorf9	0.4885
REC8	1.073625
CLP1	-0.9851
MGC52498	-1.544
DUOX2	0.40625
C6orf150	2.59
TSC22D3	1.9885
CASP8	-0.3274
PRKD3	-1.952125
CFH	0.7095
TRO	-3.27675
NRIP1	0.83
ZNF707	1.00833333333333
TBC1D22B	-0.006
HYI	1.0645
COX7B2	-1.5095
GPR52	-0.72
CASC3	1.95135714285714
METRN	-0.4555
KRT3	0.4655
ARF1	0.881928571428572
C1orf111	0.34925
MOG	-1.2155
C6orf50	-1.0335
MGC12966	0.132
ATP7A	0.907166666666667
NOTUM	-2.51983333333333
LOC342897	1.208
ITSN2	-0.3285
GIP	0.16
LOC89944	-0.185666666666667
UBXD8	1.16125
GYPE	-2.5665
JAG1	-0.147
RLBP1L2	0.9695
HIST1H2AL	1.742625
PAPPA	-1.7596
CYP4F8	-0.5925
TRH	-0.71525
DCTN3	0.3307
NT5C	-1.342
HTR3C	0.434
VPS41	-0.1555
KIAA0174	-0.8381
ANKS6	-0.928375
MPV17L	1.61966666666667
MT1M	-1.53616666666667
DTX1	-1.124625
LOC146325	-0.345166666666667
ZNF639	-0.331
CACNG4	0.3688
TNNC1	-1.9555
MGC27345	-0.58625
CASD1	-0.6698
HOXD4	-0.406
SMC4	-1.07582352941176
TTC35	0.3828
CTXN1	1.49475
RGS19	-1.2785
SFRS3	-0.349166666666667
TRIM43	-0.558
HLA-DQB1	2.81175
NUPL1	-0.4509
NRAS	-3.73675
RPL22L1	-2.72075
ZNF138	-0.525333333333333
FBXW2	-0.5523
SIX3	0.737
HDAC9	1.26291666666667
OGG1	-0.7155625
APLP1	-0.492166666666667
OR7A5	0.1255
DLX4	-0.161
TUBA1B	-0.414166666666667
CRY1	-0.27475
C12orf29	-1.082125
MGC70863	-0.783954545454546
OR1D2	-0.5995
C1orf25	0.525375
CUZD1	-1.2435
PUNC	-3.0435
SCAND1	0.149166666666667
MYT1	0.4285
MPND	-0.0805
GOLGA1	0.5257
ZBTB43	0.9765
VAPA	1.39
C4orf36	-0.01575
STAP1	1.7425
SLC34A1	-0.00175
PIK3R3	2.6429
TGM5	0.054
USPL1	-0.4401
FBXO40	0.4848
BRF1	0.9683
CCL27	-0.6105
hCG_1657980	-0.8275
PFN2	0.1841
MYBPH	-2.2275
PPP1CC	-1.2305625
CDCA7L	-1.8065
KCNB2	0.9465
C20orf151	0.822
USP13	-0.673
RCOR2	0.495
FBXW4	-0.401
WT1	-1.3385
TAS2R46	-0.724
STK38L	1.132
LEPROT	0.4435
DDX42	1.334125
TXNRD2	-0.688333333333333
TNFRSF4	2.6605
KSR1	-0.14
SLC27A1	0.012
POU5F2	0.4055
SLC22A11	-0.6285
C8orf32	0.751833333333333
ZNF236	1.06092857142857
GABRB1	-4.52525
LRRC29	0.00199999999999999
FBLN1	0.490833333333333
MRRF	-0.574333333333333
RP1	-0.1335
MARVELD1	-1.99425
AFF4	0.934
C17orf54	0.259
RAF1	-0.476
SUB1	-0.027
MRPS33	0.59975
ZIC1	-1.3447
ARL10	-0.8455
RAG1AP1	1.75033333333333
P2RX5	-2.659
NCR3	1.516
LTB4R2	0.3685
HLA-DPA1	5.262625
FKBPL	0.986666666666667
JAKMIP1	-0.9915
SNX4	-0.54775
CD248	1.091
CCR2	-1.3335
LOC401152	0.695833333333333
SH3KBP1	-0.017
LMBRD2	0.0623571428571428
WDR51A	-0.245833333333333
SYT15	0.2606
SMOX	-0.8915
NACAP1	-0.264
DRD2	0.264166666666667
COPS2	0.23175
FCER1A	2.90875
TMEM112B	-0.166
SUGT1	-0.2718
CALR	0.133125
DPY19L2P4	-0.278
ADRA1B	-0.6255
LTB	4.47175
SNRPD1	-0.69325
NCAPG2	-0.765166666666667
KCNMB1	1.36716666666667
ITGAV	-0.991
LENG4	-0.337125
C13orf16	-0.836333333333333
C20orf3	-0.943375
PIP5K1A	0.547666666666667
PCNA	-1.44875
C1orf34	1.2485
MMACHC	-0.455
BEST1	-1.46366666666667
REV3L	-1.35675
ZRANB1	1.8
AVPI1	-2.25125
ATG5	1.05925
SARM1	-2.0075
RGS7	-2.86233333333333
HMP19	-0.490833333333333
SGTB	-0.793
FEM1A	-0.0546
C1orf122	0.67375
MYCT1	0.610833333333333
GM2A	0.215125
ZCCHC7	1.12514285714286
MYH10	-1.547375
DKFZp761B107	2.034
ADAL	-0.3575
OR10J1	0.1435
TMEM9B	0.44875
DNAJA1	0.4565
SCGB1D4	-0.005
LRRC50	0.32
PRKX	0.046
NUDT14	-0.8494
PCTK1	0.382545454545455
ARG1	-3.2395
