Hybridization REF	TCGA-BH-A0B3-11B-21R-A089-07
PMP2	-0.056625
SLC4A9	-0.0445
PLAG1	-1.0925
MYCBP2	0.967833333333333
OR4E2	-0.115
CCDC65	1.43
C16orf82	-0.00187499999999999
ENTPD4	-0.213
BRP44L	0.4285
PMP22CD	-0.0235
TMCO4	1.44283333333333
KCNN1	-0.447
WDR35	-0.45725
CCDC80	2.963625
C3orf31	-0.89675
SLC7A9	-0.5845
TMEM190	-1.58525
DBC1	1.18616666666667
FADS3	-0.223
PDZD8	-0.115166666666667
GRM5	-0.40325
AZGP1	4.0261
PEX3	0.906
MED1	-0.210928571428571
ATG4C	-0.202
HNRPH3	-0.337375
FAM109B	1.438
C4orf17	-0.3025
CA10	0.64325
OPRD1	0.045
CCL16	-1.39
SACM1L	0.6335
CST6	3.281
CD63	0.4935625
LGI1	-0.101
ZNF784	-0.5485
CRYBB1	-1.14
CX3CL1	2.5712
TOP2A	-4.52875
GYPB	-4.41083333333333
GADD45GIP1	-0.97
FEN1	-2.674625
IGF1R	0.7335625
WDR72	-1.80583333333333
PURG	0.097
DEFB126	-0.086
PKD1L1	0.491
CAV1	0.7984
GNPDA2	0.9842
DGAT2	2.864875
NLGN1	-0.844
STRBP	-0.694
HPRT1	-1.75783333333333
FANCI	-3.477
PSMA7	-0.552
DBF4B	-0.980833333333333
TTF1	-0.219
RAD54L	-4
ELOF1	-0.25225
PLAGL2	-0.916375
ZNF256	0.069
HMGCL	0.02675
MSI2	-1.4115
RPESP	1.25166666666667
C11orf60	0.581
ABCD1	-0.7845
ACAA1	0.6689
SPARCL1	5.29071428571429
IL6ST	1.5529
ZNF319	1.05875
TMEM109	0.5179
FAM90A1	-1.41433333333333
IL22RA1	-0.41
ATP4B	0.282
TEC	-0.281
C7orf30	-1.01275
TXNDC2	-0.825166666666667
ABCB4	-0.406
KIAA1191	0.87075
C9orf38	-0.275
SFTPB	-0.00475
CNTNAP2	-2.04658333333333
FRK	1.2225
TBX19	0.67425
CHD4	-0.25575
C6orf26	-1.9495
MOSC2	1.6505
IKBKE	-0.21725
HIF1A	-1.361
LOC595101	-0.108
RELA	0.0556666666666667
TMEM16B	0.807166666666667
ABHD12B	-2.1685
TSEN34	0.27975
KIF18A	-3.83675
TXNDC9	-0.0793333333333333
SPATA2L	-0.439
SEMA4G	-1.236
C21orf91	-0.07375
MATN1	-0.471
KCNIP4	0.062
TUSC1	2.559
OR4C15	0.1115
ARMCX6	0.55575
WBSCR27	-1.51316666666667
OR52I2	0.483
KIAA1604	0.23475
DYNC1I1	0.04275
PPP4C	-0.0535
SLC47A2	-0.910833333333333
TREH	-0.1495
CD48	2.299
ST14	1.17233333333333
PKN1	-0.583
SPON2	2.52675
XBP1	2.32533333333333
SFRS12	-0.371833333333333
EFCAB6	2.347
SELT	0.00375
SLC39A2	0.9315
ERF	-1.05183333333333
ARL3	0.59875
SURF6	-0.3702
MLLT10	0.0142380952380952
FLJ11171	0.735666666666667
TDGF1	-4.604
ERCC6	-0.024
EIF2AK4	0.557125
BAZ1A	-0.594166666666667
LRRN3	2.48316666666667
TMC3	-0.213
EFTUD1	-0.2635
PTPRO	0.852333333333333
CLEC12A	1.048
ACBD4	0.00212499999999999
ZDHHC14	0.368375
OTUD7B	0.6175
ACTB	0.1305625
MSRA	0.011125
LCE5A	-0.0465
IFI35	0.78525
BSCL2	-0.211833333333333
ANKRD12	1.20341666666667
CFHR2	0.44025
RGAG1	0.1275
HSFY1	-0.335
SLC30A5	0.12425
IMPG1	0.344
GPR109A	0.8835
ZNF185	1.19575
IYD	1.21975
NPCDR1	0.65
SERPINA13	0.1535
HMGCLL1	1.31
NEUROG1	-0.546833333333333
UBQLN1	-0.5061875
LIN37	0.35625
SOCS2	1.158
DSCR4	-1.7095
XKR6	1.052
GPR142	0.206
KRTAP13-3	0.3955
CCDC15	-0.371666666666667
MOS	-0.0755
CD1E	-0.3595
OFCC1	-0.415666666666667
FAM83D	-4.9475
SRFBP1	0.1255
C9orf96	-0.6545
DHDH	-1.342
CCDC90A	-0.763
RABL3	0.6232
CD320	-1.33
ANGEL2	0.228416666666667
MRPL21	-0.581
SMG6	0.355333333333333
INSR	1.0281875
FLJ14816	-0.631
GLRB	1.72333333333333
C9orf89	-0.1365
CIZ1	-0.41725
URG4	-0.422833333333333
LRDD	-1.629
CBY1	1.107
NFX1	0.102625
MTERFD2	0.112
C19orf23	-0.3985
PGC	-3.161875
IER3IP1	-0.2512
RASAL2	0.757916666666667
C1orf89	-0.1925
SYNJ1	-0.394625
NFKBIE	0.6805
FLJ40125	-1.165
TCEB2	-0.5747
NOG	-1.6895
POLR2J2	-0.8665
HLA-B	2.92675
PCDHA1	-0.2855
PPP2R2B	1.1625
ARHGEF17	0.927666666666667
TCF7L2	1.42807142857143
CHD5	-0.507666666666667
ZNF431	0.15725
TBC1D25	0.98075
ZNF800	0.40875
SCUBE2	3.00654545454545
MYCBP	0.177333333333333
GPX5	-0.1625
C6orf129	-1.62366666666667
QSER1	-0.694166666666667
ULK2	2.09675
PIGO	-0.221166666666667
NRCAM	-2.473
SLC35E3	0.05425
CSRP2	1.355
HYPE	0.47225
MAPK15	-0.168833333333333
MGC14327	0.09625
TIMM13	-0.698833333333333
ZNF462	1.53125
GBA3	0.1075
TEX13A	-0.113
MCM6	-1.83288888888889
MTRF1	-0.699
ABCA7	-1.11575
EIF4A2	0.75725
ZC3H10	0.8604
RPGR	0.4205
C20orf94	-0.0745
RP1L1	0.084
GPR125	-0.049125
USP22	0.0685
OR1L4	-0.35125
MLZE	1.12875
FLJ32065	0.31525
PTCD1	-0.547
CRTAC1	2.428
BXDC2	-0.97725
C18orf1	1.37633333333333
FAM107A	2.399
EFNA3	-0.42525
P18SRP	0.0822
CAMKK2	0.516666666666667
KIAA0649	-0.25075
NES	-0.465166666666667
HS6ST3	-0.822375
PON2	-0.1025
TCP11L2	0.04525
CLEC4A	2.31375
PRR12	0.398
MLXIPL	-0.5072
C2orf50	-0.025
ZNF28	0.774
ENC1	0.674833333333333
MAP2K1	-0.465375
FKSG2	0.67
KIAA0430	1.64025
PTP4A1	-0.912277777777778
GPR156	-1.2465
GTF3C6	-0.2805
UBR2	0.1391
LOC388272	-1.01775
MAK	0.545
ACOT4	1.40125
STC2	1.78433333333333
PIGW	-0.8345
SAE1	-1.01075
COL6A1	-0.624818181818182
OAZ1	0.522833333333333
STMN4	0.927
EDG3	0.572333333333333
SGCE	1.4405
IL11	-2.4975
PRSS8	1.815125
YIPF5	0.67325
WNT4	1.532625
CSN2	0.732666666666667
TCF7	-1.93525
TDO2	-0.65
SAMD9	0.9175625
S100A7A	0.2695
MMRN1	4.73016666666667
GKAP1	0.577
AKR1C3	1.25
RNF19A	0.598125
GMDS	-0.85775
YKT6	-1.2785
SPARC	0.3923
C12orf31	-0.55275
UBE2V2	-1.02816666666667
FBXL18	-0.872833333333333
KIAA0460	0.4625
ADAM22	-0.69225
SERPINC1	-5.471
KCTD21	0.66225
MYOHD1	-2.54
ZNF37A	0.480666666666667
GTF3C1	-0.666
CTSZ	1.03475
PRNPIP	-0.63075
DRD1IP	-0.15625
NR1I2	-1.73766666666667
ZNF266	0.2808
SPAG4L	-0.1825
COX4NB	-0.6845
SAPS1	0.0168333333333333
APOA1	-3.87225
TATDN1	-0.321833333333333
C10orf82	-0.19425
KPNB1	-0.90475
FOXO3	0.8035
CRYBB2	-0.966
ZBTB5	-0.0105
SLC25A38	-0.00275
DCTN2	-0.179
IFT20	0.28375
CTHRC1	-0.02725
C1orf31	-1.2495
UHRF1	-3.26925
GPC6	-0.63075
C10orf54	2.34975
MCF2L2	-0.0123333333333333
WNT9B	-0.083625
OLA1	-0.32175
FAM120B	0.308
TTLL10	0.3015
CYorf15A	-5.22825
RELN	-0.4051
SCN2B	1.889
MFHAS1	-1.253
NKX3-2	-2.20466666666667
RASGRF2	-0.098
SSBP1	-1.32383333333333
KPNA6	-0.558428571428571
LOC389118	-0.135
HS3ST4	1.1307
SUPT7L	-0.0805
FLJ32658	-1.06375
IGFBPL1	-1.02825
KIAA1641	0.0474
SHKBP1	-0.360833333333333
CSF1R	4.34775
NAGK	0.69025
MYL2	1.29675
HIST1H4C	-1.932
TOMM7	-0.494375
ADAMTSL3	2.5516
TNFSF14	0.7565
PRRT2	-0.90125
VTA1	-0.01025
AOAH	2.96116666666667
CRISPLD2	1.29214285714286
PNN	-0.7812
TA-NFKBH	-0.00625
ESPN	-0.78125
RBM43	0.3325
KIAA1267	0.53
DDX3X	0.332333333333333
KIAA1576	-3.38275
PLXDC1	4.003
FLJ25801	-4.63625
HNRNPL	-0.19325
RUNDC3A	-0.19
CASP12	2.2505
SH2D5	-1.831625
RPL26L1	-1.0575
OR51A7	-0.36575
HDC	2.6945
C2orf16	-0.300333333333333
SYTL3	2.50875
GOLGA4	0.6728125
NOTCH1	0.142166666666667
ATPAF2	-0.06725
ECD	-0.0785
SSX5	-1.46033333333333
SNAP91	0.03025
OCA2	-2.40575
PNPO	-0.2395
DAPK1	0.204
PINX1	-0.685166666666667
SELENBP1	1.480625
NEK3	0.3735
TMED4	0.269928571428571
SSTR4	0.239
FOSL1	-3.1159
CD40LG	0.772
CES1	0.299333333333333
DCI	-0.154166666666667
B3GAT3	-0.788666666666667
STK17B	0.049
CNTN6	1.556
CYP3A4	-1.0955
MBOAT2	-0.221357142857143
PISD	0.393125
USP1	-0.41675
PYDC1	-0.0945
CENPM	-3.073
SAR1B	-0.57725
TTC7B	0.06325
DP58	-0.4465
GPC1	-0.54
RBL1	-2.344625
TMEM137	-0.830833333333333
TOB1	1.47258333333333
TCEAL1	1.8185
CENPF	-4.227
C6	3.20466666666667
PRSS1	-4.41675
PPIL6	1.0195
C6orf124	-1.5135
ODZ4	0.707166666666667
SNCB	-0.9705
NDUFB9	-0.229375
CNOT6L	1.3035
S100A9	1.796
TRIM50	-0.2905
KCTD1	1.7095
WDR63	0.4695
SPEF2	1.88675
RNGTT	-0.225666666666667
CXorf22	0.0005
KCNK16	0.05275
CEP250	-1.967875
ATPBD1B	-0.766
KCNJ2	3.8535
MT1B	-0.841
ZNF684	0.7475
SLC4A1	-0.3325
PDHA1	-0.51675
ZNF492	0.622625
TKT	-1.22225
BYSL	-1.55775
RNF38	0.745875
AHDC1	0.1645
KLHL2	1.2455
CMTM8	1.51925
DMP1	-0.505
HERPUD2	0.33875
CRTAM	2.60883333333333
ZNF572	0.49425
TMEM16J	-0.836
HSD17B2	-0.29175
UBE2G1	0.100875
AHSA2	-0.17125
PELI2	1.0615
TPX2	-4.6355
ATP9B	1.27583333333333
DAZAP1	-1.191875
HMGCS2	2.65783333333333
C17orf38	0.338
B9D1	-0.81075
NKX2-5	-1.62683333333333
KIAA1276	-0.0685
LILRB2	2.7565
CSTF1	-0.570666666666667
BTN2A1	0.369333333333333
C15orf48	4.81225
IGF2BP3	-4.32375
FAM113B	1.02416666666667
HRG	-0.255375
ZNF131	-0.1565
USP47	1.29342857142857
CCDC88B	-0.787
HCN1	-0.3897
HTN1	-0.463833333333333
SYCP3	-0.09575
C13orf23	-0.6321
PAPOLA	0.0168125
AATK	-0.8998
MSH3	-0.0605
NDUFAB1	-1.1205
ITLN2	-0.312166666666667
BAK1	-1.09683333333333
MRPL45	-0.116166666666667
MTNR1B	-0.150833333333333
LOC645843	-0.338
SPECC1L	0.72075
PGCP	1.5505
SPN	-0.56925
GPR143	0.634
ZNF576	0.0171666666666667
TMEM39A	0.1379
ATP5D	-0.5205
MAGEB3	-0.9815
RPS5	0.0628333333333333
ANP32E	-1.32557142857143
MTMR1	0.0705
YEATS4	-0.766
SYNGAP1	-0.65575
PCOLCE	-0.711833333333333
MNS1	-0.1395
PCYT2	-0.509666666666667
ZNF182	0.16875
LAX1	1.233
SPPL2B	-0.4144
ELOVL5	0.2755
PCDHAC1	0.1515
B4GALNT1	-2.0065
BLOC1S2	0.519875
ZNF673	-0.0199
ARHGAP21	0.454333333333333
IRX5	2.768625
LRFN5	1.595
FAM7A1	-0.493
RAB19	-0.0365
GINS1	-2.4935
ITM2B	1.9983
PAPSS2	0.52675
OR5BF1	-0.155
ACSL3	-0.26625
KIAA1919	-0.53025
GLT8D2	2.953875
UTRN	1.41292857142857
CNN1	3.928
HISPPD2A	0.00783333333333333
SDAD1	0.039625
SIGLEC9	0.549833333333333
RPL35	-0.335
C22orf26	0.4825
IMPDH2	-0.51525
WDR69	-0.5975
SEC14L5	0.253
CLTA	0.244
RP11-529I10.4	-0.1975
GPR37L1	-0.220166666666667
OGDH	-0.20775
ASB13	0.490833333333333
ZFP14	1.2335
ZCRB1	-0.0435
KPNA3	0.10875
HSPA1L	0.896
RHOC	0.55
LOC554175	-0.30025
PPP3CA	0.8877
SLC1A7	0.2811
ZNF529	0.413
RBED1	1.90475
DDB2	-0.68325
FLJ11286	0.49
SPATA1	0.537
MKNK1	0.743666666666667
DYSF	1.05966666666667
ALKBH2	-0.09425
NKD1	-3.70916666666667
C1orf174	0.09175
PLEKHO1	0.447666666666667
ASB10	0.154
RING1	0.205166666666667
NPC2	1.127625
AVPR1B	0.6195
YTHDF1	-0.310333333333333
LMAN1L	-0.064
GSG2	-3.4195
CEP170	-0.8373
RPS4Y2	-5.66375
MSH6	-1.158
HECTD2	0.451833333333333
ZNF556	-3.34883333333333
PLEKHC1	0.963
AIRE	-0.334333333333333
BCL2L10	1.54925
LMOD3	-0.0478333333333333
ZBTB8	0.29
FOXA2	-4.2128
SLCO2A1	2.291625
C3orf46	-0.1125
PRDM16	1.198
TMEM98	1.57575
FRMD5	-1.883
PDE6C	0.149
C1orf216	-0.360833333333333
EP400	-0.488857142857143
PTK2	0.182416666666667
RNF217	0.63375
NDUFA8	-0.3235
ZFAT1	0.3875
LAMP3	2.84733333333333
GLTSCR2	1.65975
NPW	-2.0395
LLGL2	-0.7687
PPM1K	0.493333333333333
C20orf177	0.056
KIR2DL4	0.1368
NFKB2	0.11475
C21orf122	0.530666666666667
HESX1	0.27725
GPR114	1.08633333333333
SLC25A35	-0.0856666666666667
GNAT1	-0.20225
ORAI3	-0.25575
FAM76B	0.147875
TMEM99	0.3892
TRIM29	2.0979
CDS1	2.144
RHEB	-0.3446
C4orf27	-0.004
RAB3A	-0.71975
OTUD6B	-0.07875
GPD1	3.624625
CDH15	-1.8425
NPM1	-0.926142857142857
TMEM117	0.08475
PRPS2	-0.672166666666667
GCK	-0.9655
ADRA2A	4.88266666666667
TSPYL4	1.17066666666667
TASP1	0.3265
WDR19	0.712416666666667
C10orf38	-0.066
PDE4C	-0.5485
FYB	0.926583333333333
C1orf55	-0.421166666666667
PPFIA3	-1.28225
RAD18	-1.0875
C12orf44	-0.401
CRYBA4	-0.3215
HVCN1	1.41075
TAF10	-0.725833333333333
C16orf48	-0.258666666666667
DEPDC5	0.938166666666667
LTBP1	-1.05
MAPRE1	-0.459125
FGF8	-0.3665
C3orf52	0.5755
SENP7	1.007
LRRK2	1.38125
RUNDC2A	-0.0153333333333333
KIAA0355	0.833166666666667
CPEB1	-0.728
PPEF2	-0.066
ABI2	-0.469833333333333
KIAA0317	-0.3005
ATF1	0.0421666666666667
DYNC1H1	0.00750000000000001
DIP	-0.1155
TMEM33	0.00516666666666669
POLDIP3	0.67325
C7orf24	-0.3865
GPR171	3.1905
CDC6	-4.48383333333333
PLD1	0.5646
ITFG2	0.5038
NDUFC1	0.36775
AKNA	-0.3435
NBR1	1.17325
PKHD1	2.445875
HPS4	-0.1845
MAFA	-1.19575
ULBP3	0.09225
DIRC1	-0.729
IMMT	-0.79025
C22orf13	-0.108166666666667
CEL	-0.35825
MARK3	-0.297
ADAMTS2	0.719
ARPC3	-0.327333333333333
TMEM10	0.0235
NPHS1	-0.5035
BRD8	0.096
WDR12	-1.856
IDI2	0.225625
HOXD13	-1.727
OR8G2	-0.932
SLAIN1	-0.0655
GABRQ	-0.22325
NR2C2	-1.33925
NKTR	0.0318
TLE2	1.3285
KIAA0892	0.117
AURKA	-4.00081818181818
GPRC5C	-0.0953333333333333
TBC1D9B	0.493875
PNPLA6	-0.5075
AP3B1	-0.14675
NAG	-0.20875
C11orf68	-0.24175
AKR7A3	0.79325
AHCYL1	0.136083333333333
COP1	0.6655
RPP14	0.2575
PCDHB18	0.886
CDH24	-0.38175
KRT17	2.5199
LACTB2	-0.6355
DDX24	0.2145
PHACTR1	-2.32816666666667
SLC35E2	-0.4835
LOXL1	-1.8255
IQSEC2	-0.089
RGSL1	0.143
PCDHGC5	0.1165
MEGF10	0.415625
PRRX1	0.92
ASTE1	1.05766666666667
C6orf159	-0.13075
MYOD1	-0.519
GAA	0.54575
ZNF747	0.60225
KLRC1	0.910375
IL1RL2	0.634
GDF9	0.701
GPR119	0.325
TRAF2	-0.957833333333333
HCK	3.1205
BMP6	-0.469
IL8RA	0.327833333333333
FLJ35848	-0.60725
EFHA1	0.4405
CDSN	-0.914
C14orf54	0.069
LSM3	-0.77875
ZFP41	0.4785
C9orf126	-1.293
VIT	1.8895
SPCS3	-1.6705
DEF8	-1.047
CHAF1A	-2.2805
C1orf165	0.917833333333333
ZFPM2	1.66766666666667
FTH1	-0.65925
SLC35F1	-0.88675
YWHAH	0.57125
C17orf66	0.132166666666667
ADRB1	0.1525
FOXL1	0.1515
RG9MTD3	0.039
UMPS	-0.4365
MGC13008	0.209
KIAA1161	-0.2505
CCDC77	-1.461
C12orf65	-0.1075
COG4	-0.700666666666667
RCP9	0.0195
RP4-692D3.1	2.69983333333333
CDC2L5	0.13975
MGC7036	1.45016666666667
DNAJC11	-0.94325
GDF2	-0.190666666666667
TIMM17A	-0.9235
HNRNPA0	-0.405
OR2H1	-0.3295
PCBP1	0.243625
COL23A1	-0.26075
LRRC2	0.839857142857143
NSD1	0.1665
FLJ37078	-0.96525
WDR91	0.135
TMEM179	-0.273
DSCR10	0.1085
CNDP2	0.6209
FYN	0.2445
BEX2	0.8495
KCND3	0.23425
YPEL5	1.7525
LRRC42	-0.5685
C17orf45	0.067375
ZNF649	0.5029
LOC150763	1.239
COL5A2	0.114
CNGA2	0.228
ELA2B	-0.876833333333333
RAB9B	0.55825
FAM100A	-0.27975
NAIP	0.744285714285714
MYOZ2	0.913625
SPATA12	-0.32
XRCC4	-0.6515
CYB561	0.5568
CHST10	-0.7585
BAI1	-0.834833333333333
BRSK1	-0.8335
C17orf89	-0.5795
PDE6H	-0.9745
FLJ20309	0.3178
MAP7	0.398625
SCN4B	3.1285
SPAG9	-0.7063125
SERTAD1	0.920166666666667
FLJ21963	-0.54075
ANTXR1	0.3806
TMPRSS13	1.709
ETV7	2.46816666666667
DGAT1	0.151
NKIRAS1	0.782666666666667
TAC3	-3.53975
CORO1C	-0.764833333333333
RAD54B	-1.50525
HRASLS3	3.47916666666667
C21orf42	0.0875
BARD1	-1.09266666666667
ZNF177	1.36816666666667
MIP	-0.579
ZNF442	0.951
F2	-4.2215
GRIA1	0.03525
GALNTL2	2.16316666666667
WNT5A	-1.4359
LENG9	-0.2855
hCG_25371	-1.666
FOXR1	0.2765
TRA@	1.4302
PWWP2	0.74775
C1QTNF7	3.2725
SLC7A4	1.06725
C4orf7	4.34425
C17orf80	0.136666666666667
KLK4	0.355833333333333
IL31	0.131
TMEM176A	3.47775
CTNNB1	0.7464375
BHLHB2	0.08875
TMEM185B	0.144
ARD1B	-1.2385
C1orf93	0.019
BRUNOL4	-0.581666666666667
LOC541469	-1.69708333333333
UPK2	-0.1515
GAS8	0.319333333333333
PATE	-0.1345
IMPACT	0.790125
WNK4	0.522666666666667
HNRPLL	-0.50525
GAD2	-0.21625
ITGA6	1.05175
BMP15	0.134
CYP2A7	1.773625
RIC8A	0.49
CCND1	-1.27091666666667
USP35	-0.335
DSCR2	-1.56575
CCL4	4.13933333333333
ZCCHC10	-0.179
NOL11	-0.52525
TRPM2	0.5425
PSMD2	-0.948727272727273
CHTF18	-2.112
USP18	0.89125
RRAS	0.639125
LAMC3	0.46025
TOX	-1.71066666666667
PCDH15	0.1895
GABRG3	-1.57225
NUDCD2	-0.4985
SGCZ	0.5435
KCTD17	-0.759
SPSB2	0.1535
TPPP3	2.52166666666667
CILP2	-0.493333333333333
CALB2	3.8505
CEBPZ	-0.432166666666667
ZNF479	0.91275
FMOD	5.20116666666667
C21orf66	-0.559214285714286
CLN6	-1.12633333333333
ANAPC1	-0.737875
SH2D3C	1.8665
PTPN14	0.0467
TRIM42	-0.15475
APTX	-0.1855
SNRPG	-1.28516666666667
BMS1	-0.314
MAGEA3	-4.5885
NFATC3	-0.33025
LRRC45	-1.37
ARS2	-0.574642857142857
LRIG1	2.72183333333333
EPSTI1	1.63583333333333
PRSS27	-0.08175
ERC2	0.327375
PRKACB	0.835928571428571
PRDM13	-4.247
HCG27	-0.443
KLK12	-2.942
HSD17B7	-0.891666666666667
ZNF354A	0.32675
PCDH11X	0.2485
DMGDH	2.1835
PCBD2	-0.594
TMC6	-1.36975
RIMS1	0.42175
SF3B2	-0.507666666666667
RCN1	-0.245
CPB1	3.75925
BCAR3	0.05075
FCRLB	-0.384125
PAK1IP1	-0.5665
OR10H1	0.1315
KIF9	0.2494
PITPNM2	-0.695625
L3MBTL4	0.96725
TGFB1	-0.8376
ZXDC	0.20475
SLC6A16	1.19575
SRrp35	-0.59625
LRRC8E	0.76925
PPIAL4	-0.692416666666667
EOMES	1.0855
PAX2	-0.101
SCARF2	-0.473125
PSEN2	0.572916666666667
PCDHB13	0.13775
C10orf28	0.3315
DHRS7B	0.912428571428571
C1orf131	-0.478
ASB1	-0.9967
ZNF223	1.1365
LCMT2	0.445
MEP1A	-0.67075
TMEM53	-0.18
RSPH3	0.72875
C10orf33	-0.017
LOC644285	1.1935
PTPN9	0.230666666666667
ABCA12	-1.95825
CCDC37	-1.3625
RUNDC1	1.0128
YES1	0.0696666666666667
FAM120AOS	1.005
OR5M3	-0.1405
PPP1R3F	-0.342333333333333
IL13	0.097
MDFI	-0.5095
PRNT	0.42375
ZDBF2	0.0815
OR10C1	-0.1565
CLIC1	-0.543833333333333
LILRA5	0.415333333333333
CSAG1	-4.29316666666667
TREML2	-0.0998333333333333
FAM125A	-0.568166666666667
ZNF74	-1.23775
FAM104A	-0.96675
LRRC39	0.069
SAMD5	2.46175
HYAL2	0.00725
HIST2H2AC	-1.006
IGFBP5	1.08608695652174
NRTN	-0.754666666666667
KIAA0556	0.0938
FAM29A	-1.47072222222222
JMJD2A	0.311
EPHB1	2.99725
POLD4	0.00400000000000001
ANAPC10	-0.31025
LRRC36	-0.1675
MEGF6	0.050375
LPHN3	1.67466666666667
BMP10	-0.0831666666666667
C21orf55	0.934
CREM	-0.489125
PTGER4	2.18316666666667
METAP1	0.135625
KCNQ1	1.93366666666667
NR2F2	1.32875
SSFA2	-0.26875
CTTNBP2	-0.197
BCL2A1	-1.431875
ZBTB24	-0.686125
SLCO6A1	-0.99375
PRDM1	0.1955
OR7D2	-0.455166666666667
CCDC47	0.2525
LOC646982	0.1945
SLC26A6	-2.2255
BIN1	0.2734
SRRM1	-0.0630714285714286
PCSK1N	-0.575125
ALS2	-0.2002
ECT2	-2.60752631578947
CACNA2D2	0.698375
DOCK6	-0.0215
C10orf119	0.074
FATE1	-0.0955
DUSP23	1.23425
TRIP6	0.0147857142857143
NUP35	-0.32275
CDH3	2.42025
KLHDC8A	0.6
C9orf116	-0.617625
EI24	0.1365
CENTD1	1.27433333333333
RWDD2B	-0.0398333333333333
DOCK1	1.6175
NPAS2	-0.582
NR3C2	3.7365
FAM63A	0.754333333333333
INPP5F	-0.498
FAM111A	-0.4991
MYBL1	-2.09616666666667
IQGAP3	-2.7045
CRADD	0.007
DUSP12	-0.81025
PDZK1IP1	3.195
VASH2	-0.589
CTR9	0.587
VIL1	-4.62525
OR8U1	0.135166666666667
CCDC107	1.066
PTTG1IP	-0.15325
OR4X2	0.1215
COL9A1	-1.419
PSMD9	-0.08625
ZFP62	0.418
TIP39	-0.77475
PARP15	0.6715
TTC19	0.872125
C1orf114	-1.76633333333333
GFPT1	-0.5835
SLC27A6	1.30625
MRPS10	-1.0067
CALML5	0.6025
TRPM7	0.00474999999999999
CGNL1	2.4835
CECR1	0.725
SERPINB8	-1.0605
TMEM102	0.036625
PDIA2	-3.803
NUCKS1	-0.266166666666667
HOTAIR	-1.11375
EBI3	0.15175
NXN	1.17975
ZMYND19	-1.153
FOXJ3	0.21225
EIF5B	-0.0091
EIF2B4	-0.12
LEO1	-0.37025
ZIC5	-1.71416666666667
IL20	-0.4055
KIAA0415	0.0055
FLJ37357	0.4905
TSPAN12	0.981375
ACTR3B	0.089625
TFAM	-0.182333333333333
IL17RD	1.4045
PARP12	0.825
KLHDC7A	0.473
KCTD4	0.7485
GTF2H1	0.49475
FLCN	-0.760666666666667
BIRC4	0.021625
LOC790955	-0.6925
VKORC1L1	-0.5045
CYP4F22	1.52983333333333
TAS2R5	0.49
ZNF582	1.4745
HS3ST3B1	-0.592625
CTNS	-0.25725
STK36	-0.1825
MMD2	-0.25125
RP5-1103G7.6	0.8455
FLJ23356	-0.5905
CRH	-0.298
C1orf182	-1.31716666666667
ACP5	1.5795
AMFR	1.3995
CA4	2.443
PLCB4	0.69175
MPHOSPH10	-0.008
UNQ473	2.61983333333333
G3BP2	-0.46
SR140	-0.606916666666667
HOXA2	1.994
PYGB	-0.02025
BAT1	-0.604916666666667
DKK3	0.783333333333333
DDX31	-0.630125
TULP1	-0.37
NHLRC2	0.64725
TNRC4	-0.7035
ZNF430	0.99975
TNRC6A	0.181
PLA2G1B	0.981666666666667
RCHY1	1.02016666666667
GTF2A2	-0.7015
MGC4294	-1.0555
ZNF691	0.067
TACC3	-2.9265
DNAJC5G	0.084
LOC4951	0.543
MS4A4A	0.218
LOC152485	1.4315
PPP1R2P1	0.35575
PPP2R5B	-0.52775
RPGRIP1L	-0.445625
SPOP	0.7301
PTPRF	1.67033333333333
MGC42090	-0.0355
SUSD3	1.4035
THOC4	-0.76375
MAML1	0.6372
FXR2	-0.542666666666667
TYK2	-0.32275
MUC6	0.343833333333333
DNAJB7	-0.21
PIP4K2A	-0.109214285714286
MEX3A	-1.23583333333333
RRP1	-1.186625
TFAP4	0.0965
CXorf41	0.25375
MTMR4	0.189
CTLA4	0.0735
SNX9	0.8335
CIB3	-0.434333333333333
NECAP1	0.3345
PLA2G2D	-0.1135
GLMN	-1.22466666666667
DCLRE1A	-0.64
PDX1	-0.1565
SAMD11	-1.77225
MRPL55	-0.1548
TLR7	2.15725
TBC1D21	-0.116166666666667
SMAD1	1.7994
ACTRT2	0.03925
RIOK2	-0.47625
PDLIM4	1.03025
SLC22A15	-0.337166666666667
ABHD13	1.0298
STX18	0.2983
CCPG1	0.478857142857143
DCBLD1	0.1975
SLC2A6	-2.264
NOLA3	-0.5485
TRDMT1	0.0619285714285714
IL17F	-0.1075
ATP1A4	0.0773333333333333
OR52W1	-0.367
CFL1	-0.7215
IL4	-0.67875
RBP2	0.197833333333333
CPSF6	-0.197375
TTC8	0.238166666666667
MUCL1	7.0585
EYA3	-1.95866666666667
KRT38	-0.13025
GNE	-0.6105
ZNF501	1.2125
SLC35A2	-0.246
CEP110	-0.0299
MYF6	0.38925
MGST2	0.305666666666667
TRPV4	0.641166666666667
NEK8	-0.102833333333333
NOX5	-1.909
NCKAP1L	-0.594333333333333
EMP3	-1.49283333333333
BPY2C	-0.618
C1orf38	0.470875
ELOVL2	0.61275
CBX7	1.95933333333333
OSBPL1A	1.3465
ZNF589	-0.4725
ESCO1	-0.274833333333333
TRA2A	-0.1045
C3orf26	-1.26625
PHF2	1.16575
PID1	1.81316666666667
RFC1	-0.114125
MTAP	-0.3965
ADORA3	2.05266666666667
LOC389458	-0.952
TRNT1	-0.653375
CRIPAK	0.101
RAI2	3.148
