Hybridization REF	TCGA-AN-A04A-01A-21R-A034-07
YTHDF3	-0.031
C5orf28	0.17225
RPL7L1	-1.11425
TMEM30B	1.14028571428571
ANKRD35	1.926
DUOXA2	0.551
TBC1D5	-0.1085
DFNB59	-0.3045
HRH4	0.380333333333333
MYO6	2.1319
DNAJA4	3.196875
RBM24	-0.199
CEACAM20	-1.09675
RBM23	0.369
NGFB	-0.0885
C1orf63	-1.8421
KRTAP7-1	-0.4475
PERLD1	1.30425
NPB	0.377
C17orf59	0.6797
HSPBAP1	-0.45775
SLC15A4	0.254125
PRTFDC1	0.76375
OSMR	-0.606714285714286
CYSLTR2	0.617
C19orf25	0.1083
KIAA1797	-0.3665
NLRP6	-0.1895
FAM105B	-0.1834
SCRN2	-1.04983333333333
LRRC58	-0.3052
RNF17	-0.00762500000000003
NEIL3	-3.0575
FAM137A	-1.66175
SKP2	-3.275
PARVA	1.101
PKLR	-0.6655
RNF34	0.552375
A3GALT2	0.7145
C12orf50	-0.134
SUNC1	-1.17825
FAM102B	0.293166666666667
CCT2	-0.88875
LRRC37A2	-1.223
ARF4	1.1065
SIKE	-0.75275
C8orf48	0.613333333333333
MBTPS1	1.22892857142857
GPSN2	-0.642
NCF2	2.992
SLC12A6	-0.1145
MRPL48	-1.14025
HMGN3	-1.76616666666667
LRRC62	-0.77175
PAX9	0.282
FAM55A	2.023
C20orf42	-1.047
SCML2	-1.6455
BCL9	0.50725
FAM40A	-0.65275
C9orf41	-0.567166666666667
ZNF774	0.2225
LETM1	-0.6165
PLXNB1	-0.240666666666667
NIPSNAP1	0.183375
USP10	0.19675
F9	-0.0353333333333333
LIPE	1.1295
CNGB3	-1.8015
C12orf52	0.1455
PI4K2A	0.035625
MED8	-0.229
STAT4	1.7618
FGD4	-0.535
RNF145	-1.22733333333333
WDR32	0.8189
CLDN2	0.109833333333333
TCEAL8	1.86775
ZMYND8	0.259
PDXK	-1.15078125
GATAD2A	-0.21325
PTGES3	-0.814
CCM2	-0.26175
TAP1	0.780625
ZNF670	0.30925
ETS2	-0.428142857142857
C6orf166	0.0921666666666667
PRMT2	-0.000428571428571418
OR4B1	-0.1885
INTS8	-0.5475
CCDC102A	0.51275
CCDC83	-0.249666666666667
ITGA1	1.4053
EPHA5	-1.1714
FAM24B	-1.51083333333333
TSGA10	1.38975
HAL	-1.44416666666667
MYOT	0.386666666666667
SPACA3	0.605
BCL2L2	-0.115
CUGBP2	0.368166666666667
CCNB3	0.394
RNF113B	1.015
MERTK	0.06325
BAG1	-0.0265
VPS36	0.098
ORMDL3	0.5716
C1orf190	0.428
ZNF625	-0.79825
CORO2B	-0.76875
ALOX15	0.7815
CST1	2.184
NUPR1	1.5715
CCL7	0.93375
SMCR5	-1.863
DSC2	2.198
RBMS2	0.52675
GRIK4	0.1075
TRIM65	-0.3141
TMPRSS6	0.666
TP53INP2	-0.297
GLB1L	-0.209833333333333
LOC388284	0.200833333333333
PUS1	-0.849
BCL9L	0.054
OLFM1	1.18108333333333
RET	2.409375
MASTL	-2.102
ALX3	0.2015
IL1RL1	-0.118333333333333
ZNF765	-1.2121
C14orf138	-0.5285
SNX10	-0.7325
TAC4	0.2305
C1orf64	1.518625
POGK	0.797
MAPK9	-0.067
ZNF366	2.009
C8orf79	1.0586
CLDN7	2.336625
OR5AT1	0.4605
TRIM37	-0.63325
LRRC25	2.31025
GRHL2	2.5451
TEKT3	-0.10675
LASS5	-0.405
ABCC4	-1.59575
DLG3	0.73175
VGLL1	0.49525
ZFP36L2	0.693833333333333
MFRP	0.451333333333333
KIAA1799	0.22875
FLJ44379	-0.018
PCNX	0.3685
ANXA9	2.13
CYP4V2	1.5076
PIK3C2A	-0.17175
SRR	0.0365
NOL3	-0.44075
IFITM2	1.31
ARNTL2	-1.79975
ZNF595	0.18225
NLRP13	0.137
ASPH	-0.87575
CPA2	-0.166
PVRIG	-1.50366666666667
LEPR	-0.5975
C16orf42	0.449166666666667
SH3BGRL	2.1145
FAM77D	0.1644
FNDC7	-1.416
C9orf6	0.253666666666667
NOTCH2NL	0.4345
PGBD1	-0.470166666666667
SYNGR2	0.505
PITPNA	-0.4035625
PRPF4B	-1.7224
SLC43A3	-2.03735714285714
NRBP1	0.2065
SLC25A22	-0.07675
ILK	0.386
SLC22A8	0.446666666666667
MRPS7	-0.89725
PITX2	-0.332
FABP3	-1.251125
OR1L1	-0.632
LOC728215	-0.67425
BLID	-1.3075
KIAA1217	2.59582352941176
TFPT	0.362
AP4B1	-0.97325
VBP1	-0.2545
OR1K1	0.398
MORC3	-0.2545
BHMT2	-0.482333333333333
C3orf10	0.67375
FZD7	1.14133333333333
WFDC10A	1.708
PMS2CL	-1.01475
CCDC32	1.5675
FA2H	-1.65325
ALG13	-0.064
TTLL7	-1.0076
SPOCK3	0.4195
SLC13A2	0.448
AIM1	0.386
GPRC6A	1.0205
EGR2	3.7305
MED11	-0.136
WWC1	1.51175
SH3GL3	-2.41125
RIF1	-0.222214285714286
PRLH	-0.077
VLDLR	-1.5745
DBT	-0.1633125
C21orf63	-0.368
CGGBP1	-0.093625
KRTAP12-2	-0.338
TADA3L	0.33675
ZBTB16	0.1095
PDGFB	1.828875
RFX1	0.240125
UQCRB	0.372
LOC133874	0.128
HPS3	-2.1675
LGALS3BP	0.7866
DKFZP564O0823	2.73407142857143
MRFAP1L1	0.430125
HOXA10	-0.575833333333333
NGB	0.2565
KIF21A	0.505692307692308
IFLTD1	-0.1985
LZTS1	0.01875
ARHGEF3	1.74575
RHBDL3	-1.7645
CSNK1G2	0.218583333333333
ChGn	-0.91525
KIAA1244	2.578
GABRB2	0.929
MGC72080	-0.4455
CD27	2.1955
EGLN1	-1.3578
PEX13	0.9985
RWDD3	-0.81475
RNF12	-0.8575
GRIN2B	1.341
ADAMTS14	-0.00875000000000002
DYDC2	0.366166666666667
ATP6AP1	1.406
NR1H2	0.3905
PDK2	0.69325
C3orf17	-0.144333333333333
SLC38A2	0.149071428571429
SLC25A29	-0.211333333333333
C15orf29	0.173375
ADAM9	-0.625
TMUB2	-0.203
GPR176	-0.504
AGK	-0.597857142857143
MCCD1	0.624
NDUFA4	0.22775
TMEM146	0.586666666666667
DUSP1	1.906625
UNQ6975	1.139
EMX2OS	4.628
INSM2	0.61575
LUZP4	0.44875
SETD6	-0.748
P2RY2	2.194
SLC45A2	-1.1915
RABGAP1	0.332166666666667
UBXD5	-0.19675
GPRC5A	1.6396
PAK3	0.829666666666667
LOC63920	-0.19375
TGFBR1	0.8205
KRTAP6-3	0.2145
SFMBT2	-0.629
CDC42	0.0114375
C11orf35	0.429
TTLL2	0.81525
UACA	0.778416666666667
CD97	-1.458
SETD5	-0.561
NINJ2	0.175
PTER	0.645
POMGNT1	-0.14075
KRTAP4-2	0.6955
ECGF1	2.0105
HRB	-0.0774545454545455
ATP1B2	0.1081
LOC400506	0.8015
COL4A3BP	0.96825
C6orf97	0.66875
GRHPR	0.1375
TAS2R1	0.5655
SEMA7A	0.42675
EDF1	0.24275
ODF2L	-0.0267
PCID2	-0.692
GTF2H4	-0.881833333333333
ZCCHC3	0.09425
CGB2	0.000499999999999991
NEUROD1	0.230666666666667
C20orf75	0.025
RP5-1054A22.3	1.98983333333333
IFNA5	-0.281
ZNF134	0.0231666666666667
MGC119295	-1.1445
ZSWIM6	0.00599999999999998
SMEK1	0.139333333333333
PCGF2	0.4625
C1orf102	2.01425
CYP2A13	0.7935
KCNH6	-1.4083
MDM1	-0.1574
ALDH7A1	-0.486666666666667
C9orf75	0.947
VDAC3	-0.699625
OR51T1	-0.3
EIF3F	-0.577
KCNJ10	-0.057125
LENG8	0.242
EDEM2	-0.0606666666666667
CCNJL	-0.371333333333333
DHX37	-1.0075
CRYGN	1.011
AATF	-0.839125
ZNF630	1.4655
E2F5	-0.3865
WFDC13	-1.236
FTSJ3	0.458833333333333
C4orf33	0.35825
LHFPL4	-2.212
C19orf56	-0.344333333333333
SMAD4	0.132375
AFM	-0.1124
G0S2	-1.99
FCHSD2	0.0275
RRP1B	-1.1752
EEF1B2	-0.333166666666667
STAT6	0.5325
ZNF195	-0.28
GNL1	-0.265166666666667
ZNRF2	0.339333333333333
PER3	-0.697375
ASB16	-0.14175
C10orf10	1.50142857142857
ADCY8	-2.8832
C9orf58	-1.24683333333333
ARMC10	-0.484666666666667
PSG1	-1.261
DHX34	0.26375
VARS2	-0.515875
NFIC	0.5795
ITPR2	-0.74075
AGXT2	0.612333333333333
OR6K3	-0.042
H2AFZ	-1.065
MLLT3	-0.846727272727273
COX4I2	1.34525
CCNT2	-0.16525
PLK4	-1.876625
NUMBL	-0.247666666666667
MED16	0.12275
PLEKHQ1	0.83475
GOSR1	0.0132222222222222
BTG4	0.02025
RPL30	1.20275
IGSF5	-0.09225
IGFL2	1.655
ELMOD2	0.693333333333333
SHC3	-1.92983333333333
HAVCR1	-1.716
DYNC2H1	0.165
RNF5	-0.0996666666666667
C2orf7	-0.172
NLF1	1.05
KLHL25	1.16925
LRP10	0.9541
KRI1	-0.9155
PUS7L	-0.626166666666667
MGMT	0.221
HOXD1	1.69833333333333
CSH1	0.329
ATG16L2	-2.3655
FLJ44635	0.3155
CHODL	-0.70375
EXOSC8	-2.02925
SLC28A1	-0.065
MYO7B	-0.10225
SEH1L	-0.6913
MTNR1A	0.635833333333333
TSPAN5	0.483333333333333
CDC45L	-3.01683333333333
AMIGO1	-0.2515
ATAD3A	-1.5445
OSGIN2	0.152833333333333
PDIK1L	0.808
DARC	1.670875
PIPSL	0.0055
SHMT1	-1.4835
CRISP3	-0.5705
POPDC2	2.2005
ZRANB2	-1.10716666666667
FBXL8	0.722
TRIP13	-2.80472727272727
EIF5AL1	-0.3545
POU5F1P3	-4.67216666666667
IL6	-1.427
CXorf38	-0.376666666666667
IFNA16	0.741
FBXL2	0.479833333333333
BRD1	0.64625
STATH	0.983
FBXO44	-0.0103333333333333
MCCC2	0.9315
CDC2	-2.0108
C5orf23	0.1425
IVD	1.15983333333333
C10orf122	-0.726
MSL3L1	-0.0594
MVP	0.995
EPOR	-1.4999
ZMYM1	0.0513333333333333
BCL7C	0.878
PSTPIP2	-0.2136
LYPD1	-1.19875
OR8G5	-0.109
ZP3	-0.5575
BCAS4	1.33708333333333
EDG6	0.77425
ISY1	-0.13875
PRAMEF2	-0.34175
CUL1	-0.222
RNF213	-0.502
CCRK	0.36525
DHX9	-0.2395
C13orf29	1.38425
NCKAP1	0.221333333333333
MRPL43	0.446928571428571
XPR1	0.586
PKN2	0.6056
PODNL1	1.084
ZNF333	0.0425
DALRD3	0.6335
OPN1SW	0.423
BTBD6	0.3815
C11orf82	-2.826
OR5P3	-0.6125
DUSP11	0.29075
L1CAM	-0.6479
NEK11	1.192
OR7E91P	1.33
CNTN3	1.4275
CREB3L2	-0.03375
ZBTB37	-0.7615
KIAA1324L	0.7075
NDUFB10	-0.127166666666667
NUDT2	-1.27675
GTPBP8	-0.546
CACNA1D	1.010875
PRKAA2	0.544166666666667
PRDM8	0.1115
MGC16075	-0.568333333333333
KRT14	1.99492857142857
PP8961	1.084875
MRPL18	-0.28175
ABCG2	-2.4435
PACRG	1.292
BBS2	-0.272
KREMEN2	-3.226
FBXO21	0.7935
HNRPUL1	0.2265
GRB10	-0.3665
CLSTN1	1.08925
LMAN2	-0.1328
C17orf61	-0.9735
NIPSNAP3A	0.559
INSIG2	-1.379
PCDHB7	0.3675
STXBP2	0.49175
CMAH	-0.0899090909090909
SEMA5B	-0.67225
ZNF155	0.133333333333333
COQ6	-0.162
PRPF4	0.242
TSPAN15	1.7595
VN1R5	0.1125
LATS2	0.649
SELK	0.63275
PGK2	-0.09075
MS4A1	-0.81525
TYW3	-0.2266
KRTAP5-1	1.07975
RCCD1	-0.777666666666667
BTN1A1	-0.76
DDX28	0.34775
TMEM65	1.115125
LOC92345	-0.056
TTC31	-0.48175
WDR46	-1.0275
CHP2	-1.36483333333333
LSP1	0.4795
ZNF542	-0.43325
EXOSC1	-0.08225
ARHGAP18	-0.4645
LRRTM4	0.0475
MAOB	4.12458333333333
CACNB4	-0.374
MGC33846	0.7625
RANBP3L	0.187875
ATP5L	-0.385
ONECUT1	-2.2
NUDT9	0.3225
TMEM149	-0.194
STX17	0.6535
IGSF10	-3.32825
TMPRSS9	0.4175
BMPR2	1.2575
ALLC	0.1055
KLF7	1.248125
GCC1	0.4651
TIMM9	-0.0345
CDO1	-0.424
MGC10701	-1.57783333333333
IFI6	2.14533333333333
FRMD8	-0.184
MGAT2	0.49075
WBP5	0.9125
CNIH2	0.714
KIAA0907	-1.7647
KCNH8	-0.396
CTSG	-1.03025
GRIK1	-0.0403333333333333
CUL5	0.6275
FRMD1	0.495
OR9A4	0.1505
SYT6	-1.50575
FOXD4L2	0.2165
ANAPC2	0.0253333333333334
OPN5	1.4125
TAF13	-0.303
LYG2	0.11
GGNBP1	0.322
C11orf40	-0.3995
OTX2	-1.6925
REG4	-0.4185
EIF5	-0.3420625
PALB2	-0.61275
SEPSECS	-0.3296
RNASE3	0.49425
TRIM49	-0.9075
POLR2K	1.2941
GPR42	0.0505
C8B	-1.96175
SASS6	-1.52825
PREB	-0.4855
OR3A3	0.513
TUBA8	0.526375
IGLV2-14	-1.72025
STIL	-2.40925
ANKFN1	-0.4545
NME7	-0.2605
HOXC12	3.086
UBE2C	-1.48175
FHOD1	-0.763
CDK2AP1	0.758166666666667
OR6K2	0.3975
DHPS	-0.3635
RPL5	-0.710166666666667
TRGV5	0.5835
LOC541472	0.04225
HCCS	0.159555555555556
DENND1B	0.5385
LHX3	-0.48
OR5D16	0.5595
CXorf57	-2.27483333333333
IRF2BP1	1.3665
NDST2	0.352166666666667
LCE3D	-0.177
BOLL	0.4005
SYT3	0.31325
PIH1D2	-0.81725
C20orf7	-0.0161666666666667
IL1R2	-0.478833333333333
SLAMF9	1.8535
PPME1	-0.028125
PIK3CA	0.29225
TRAPPC1	0.460125
COLEC10	-0.43
SLC9A6	-0.970166666666667
PDDC1	-1.38425
CCDC53	0.075
GK3P	-0.7815
DAZL	-0.51175
BRI3	-0.2105
SDK1	-0.304125
CYP2C18	-0.46625
IFI44L	3.1725
RPL3L	0.794
FUT9	0.4325
KIFC2	-0.5315
PMP2	-0.643125
SLC4A9	0.3605
PLAG1	-2.30533333333333
MYCBP2	0.1655
OR4E2	-0.643
CCDC65	1.0085
C16orf82	0.659857142857143
ENTPD4	0.1855
BRP44L	0.112
PMP22CD	-0.11175
TMCO4	0.193
KCNN1	-0.246333333333333
WDR35	-0.01675
CCDC80	2.637625
C3orf31	-1.1685
SLC7A9	-1.09275
TMEM190	-0.4785
DBC1	0.00300000000000001
FADS3	-1.09983333333333
PDZD8	0.138666666666667
GRM5	0.053125
AZGP1	2.6374
PEX3	-0.677
MED1	-0.353785714285714
ATG4C	-1.04066666666667
HNRPH3	-0.803125
FAM109B	1.55925
C4orf17	0.674
CA10	-0.54975
OPRD1	-0.0165
CCL16	-0.84975
SACM1L	-0.62075
CST6	5.45
CD63	0.7601875
LGI1	-1.943
ZNF784	1.192
CRYBB1	-0.525
CX3CL1	0.9409
TOP2A	-2.919125
GYPB	-2.90733333333333
GADD45GIP1	-0.8045
FEN1	-1.640625
IGF1R	2.4980625
WDR72	-0.645666666666667
PURG	-0.480666666666667
DEFB126	-0.923
PKD1L1	0.5915
CAV1	-1.5143
GNPDA2	0.3773
DGAT2	-0.9515
NLGN1	-3.7585
STRBP	0.385125
HPRT1	0.562
FANCI	-1.60525
PSMA7	0.2255
DBF4B	-0.745833333333333
TTF1	-0.60175
RAD54L	-2.96825
ELOF1	-0.35525
PLAGL2	-0.454875
ZNF256	-0.6195
HMGCL	-0.11525
MSI2	0.969166666666667
RPESP	1.796
C11orf60	0.248
ABCD1	0.5555
ACAA1	0.1741
SPARCL1	4.86678571428571
IL6ST	0.2397
ZNF319	0.40375
TMEM109	-0.2041
FAM90A1	0.366166666666667
IL22RA1	-0.9885
ATP4B	0.212
TEC	-0.9535
C7orf30	-1.23325
TXNDC2	0.249333333333333
ABCB4	-0.54025
KIAA1191	0.489625
C9orf38	0.5225
SFTPB	0.322428571428571
CNTNAP2	2.33541666666667
FRK	2.932
TBX19	0.248
CHD4	0.14075
C6orf26	-2.60483333333333
MOSC2	0.79325
IKBKE	-0.3325
HIF1A	-1.13866666666667
LOC595101	-0.861
RELA	0.0435
TMEM16B	-1.2695
ABHD12B	-0.27625
TSEN34	-0.0115
KIF18A	-2.78725
TXNDC9	0.627
SPATA2L	0.3835
SEMA4G	-1.193
C21orf91	-0.513
MATN1	-0.123
KCNIP4	-0.00783333333333334
TUSC1	1.094375
OR4C15	0.04475
ARMCX6	-0.15275
WBSCR27	0.395333333333333
OR52I2	0.422
KIAA1604	-0.9035
DYNC1I1	-1.48825
PPP4C	0.352
SLC47A2	-1.64183333333333
TREH	0.124625
CD48	1.181
ST14	1.24933333333333
PKN1	-0.00525
SPON2	3.608
XBP1	2.80558333333333
SFRS12	-0.849666666666667
EFCAB6	0.88175
SELT	0.13475
SLC39A2	0.1615
ERF	-0.863333333333333
ARL3	0.621875
SURF6	-0.5894
MLLT10	-0.65147619047619
FLJ11171	1.339
TDGF1	-4.1775
ERCC6	-0.687
EIF2AK4	0.992375
BAZ1A	-0.0705
LRRN3	-0.469333333333333
TMC3	2.3675
EFTUD1	0.263
PTPRO	0.839833333333333
CLEC12A	0.896
ACBD4	-0.113125
ZDHHC14	-0.606375
OTUD7B	0.618125
ACTB	0.92775
MSRA	0.295375
LCE5A	0.9195
IFI35	-0.0695
BSCL2	0.452333333333333
ANKRD12	0.167166666666667
CFHR2	0.421
RGAG1	1.055
HSFY1	-0.585
SLC30A5	0.205333333333333
IMPG1	0.2195
GPR109A	1.0145
ZNF185	0.45975
IYD	0.6815
NPCDR1	0.543
SERPINA13	0.4875
HMGCLL1	0.9205
NEUROG1	1.1345
UBQLN1	0.1311875
LIN37	0.4
SOCS2	-2.6625
DSCR4	-1.5585
XKR6	-0.4475
GPR142	0.6865
KRTAP13-3	-0.8195
CCDC15	-1.4345
MOS	0.3765
CD1E	-1.7025
OFCC1	0.0335
FAM83D	-2.7405
SRFBP1	-0.2925
C9orf96	0.279
DHDH	-1.101
CCDC90A	0.5505
RABL3	0.9445
CD320	-1.8445
ANGEL2	0.0344166666666667
MRPL21	-0.59425
SMG6	-0.083
INSR	1.3410625
FLJ14816	-0.788
GLRB	0.089
C9orf89	1.3955
CIZ1	-0.395375
URG4	-0.376
LRDD	-2.03716666666667
CBY1	0.983166666666667
NFX1	0.085125
MTERFD2	-0.200428571428571
C19orf23	0.553
PGC	-2.4615
IER3IP1	0.0643
RASAL2	1.44608333333333
C1orf89	-0.339
SYNJ1	-0.692375
NFKBIE	-0.192
FLJ40125	-0.317333333333333
TCEB2	-0.2564
NOG	-1.427
POLR2J2	-0.950333333333333
HLA-B	1.3845
PCDHA1	1.31
PPP2R2B	-0.807
ARHGEF17	0.666
TCF7L2	0.626142857142857
CHD5	0.559666666666667
ZNF431	-0.48075
TBC1D25	0.22725
ZNF800	-0.06575
SCUBE2	1.82163636363636
MYCBP	-0.494166666666667
GPX5	0.179
C6orf129	0.666166666666667
QSER1	-1.10433333333333
ULK2	1.4435
PIGO	0.3695
NRCAM	0.141142857142857
SLC35E3	-0.3105
CSRP2	-1
HYPE	0.68475
MAPK15	0.184333333333333
MGC14327	0.379
TIMM13	0.0426666666666667
ZNF462	-1.09175
GBA3	-0.41325
TEX13A	0.748
MCM6	-1.14622222222222
MTRF1	-1.85175
ABCA7	-1.48
EIF4A2	-0.81175
ZC3H10	0.8244
RPGR	0.029
C20orf94	1.124
RP1L1	-0.044
GPR125	-0.430714285714286
USP22	-0.134928571428571
OR1L4	0.06575
MLZE	-0.41625
FLJ32065	1.0895
PTCD1	-1.03625
CRTAC1	0.416166666666667
BXDC2	-1.42175
C18orf1	2.61966666666667
FAM107A	0.928642857142857
EFNA3	-0.12625
P18SRP	-0.1776
CAMKK2	0.32125
KIAA0649	0.46525
NES	-0.0211666666666667
HS6ST3	2.62225
PON2	-0.90475
TCP11L2	-0.4155
CLEC4A	1.2405
PRR12	0.296
MLXIPL	-1.6285
C2orf50	-1.211
ZNF28	0.422
ENC1	1.145
MAP2K1	-0.899125
FKSG2	1.001
KIAA0430	0.372
PTP4A1	-0.738944444444444
GPR156	1.203
GTF3C6	-0.52675
UBR2	-0.8036
LOC388272	-1.0555
MAK	-0.264833333333333
ACOT4	2.3845
STC2	-2.15333333333333
PIGW	-1.0835
SAE1	-0.668625
COL6A1	1.67495454545454
OAZ1	-0.0521666666666667
STMN4	3.289
EDG3	0.4015
SGCE	0.935333333333333
IL11	-1.067
PRSS8	1.849125
YIPF5	0.946666666666667
WNT4	2.03925
CSN2	0.7076
TCF7	-2.98575
TDO2	2.4525
SAMD9	0.1878125
S100A7A	0.956
MMRN1	1.41483333333333
GKAP1	-1.45575
AKR1C3	-2.229375
RNF19A	1.053875
GMDS	-1.15975
YKT6	-0.630125
SPARC	2.4281
C12orf31	-0.58775
UBE2V2	-1.52816666666667
FBXL18	-0.617333333333333
KIAA0460	0.73475
ADAM22	-0.633625
SERPINC1	-4.51025
KCTD21	0.4525
MYOHD1	-2.4765
ZNF37A	0.0836666666666667
GTF3C1	0.820833333333333
CTSZ	1.45775
PRNPIP	-0.3985
DRD1IP	1.67775
NR1I2	-2.244
ZNF266	-1.1364
SPAG4L	0.474
COX4NB	0.107
SAPS1	0.841
APOA1	-3.8435
TATDN1	0.0446666666666667
C10orf82	2.06
KPNB1	-1.22875
FOXO3	0.361083333333333
CRYBB2	-1.5565
ZBTB5	-0.478333333333333
SLC25A38	0.16225
DCTN2	-0.026
IFT20	0.286
CTHRC1	3.584
C1orf31	-0.679875
UHRF1	-0.6335
GPC6	1.376
C10orf54	0.96175
MCF2L2	0.435
WNT9B	-0.272875
OLA1	-0.217125
FAM120B	0.1095
TTLL10	0.046
CYorf15A	-3.65975
RELN	-1.4522
SCN2B	0.788833333333333
MFHAS1	-0.7435
NKX3-2	0.285
RASGRF2	-0.1825
SSBP1	-0.731833333333333
KPNA6	0.187714285714286
LOC389118	0.1295
HS3ST4	-0.9514
SUPT7L	-0.20725
FLJ32658	-1.035
IGFBPL1	-0.32075
KIAA1641	-1.0399
SHKBP1	-0.255
CSF1R	4.51825
NAGK	0.80425
MYL2	1.168
HIST1H4C	-1.57866666666667
TOMM7	-0.420125
ADAMTSL3	1.5481
TNFSF14	-1.26675
PRRT2	-1.0485
VTA1	-0.3655
AOAH	2.31166666666667
CRISPLD2	1.96614285714286
PNN	-1.5126
TA-NFKBH	0.1925
ESPN	-0.217
RBM43	0.3275
KIAA1267	-0.083125
DDX3X	-0.198166666666667
KIAA1576	-2.5035
PLXDC1	4.305
FLJ25801	-3.86033333333333
HNRNPL	-0.31625
RUNDC3A	1.3345
CASP12	1.4355
SH2D5	-1.079
RPL26L1	-0.037
OR51A7	0.246
HDC	0.8535
C2orf16	-0.2935
SYTL3	1.184375
GOLGA4	-0.068
NOTCH1	-0.298333333333333
ATPAF2	-0.026
ECD	0.2605
SSX5	-1.3178
SNAP91	0.1665
OCA2	-4.552
PNPO	-0.0105
DAPK1	-0.569833333333333
PINX1	-0.661166666666667
SELENBP1	0.436625
NEK3	-0.894666666666667
TMED4	-0.252285714285714
SSTR4	0.3155
FOSL1	-2.444
CD40LG	0.4865
CES1	-0.612454545454545
DCI	-0.0143333333333333
B3GAT3	-0.273166666666667
STK17B	0.13175
CNTN6	0.96
CYP3A4	-0.2755
MBOAT2	0.686571428571428
PISD	0.065
USP1	-0.733
PYDC1	0.1685
CENPM	-1.3295
SAR1B	0.7495
TTC7B	-0.457375
DP58	0.8975
GPC1	0.934
RBL1	-1.803125
TMEM137	-2.96383333333333
TOB1	1.57525
TCEAL1	2.39416666666667
CENPF	-2.76018181818182
C6	1.5912
PRSS1	-3.03275
PPIL6	0.365333333333333
C6orf124	-0.487
ODZ4	1.82633333333333
SNCB	0.118
NDUFB9	0.53975
CNOT6L	0.594833333333333
S100A9	2.688
TRIM50	-0.8685
KCTD1	1.388
WDR63	1.01975
SPEF2	0.25875
RNGTT	-0.420833333333333
CXorf22	0.5775
KCNK16	0.3425
CEP250	-1.43075
ATPBD1B	-0.458
KCNJ2	3.41425
MT1B	-0.536
ZNF684	-0.5545
SLC4A1	0.492
PDHA1	-0.937
ZNF492	-0.92875
TKT	-1.3355
BYSL	-1.053625
RNF38	0.08925
AHDC1	0.4575
KLHL2	0.1875
CMTM8	1.658
DMP1	0.566
HERPUD2	-0.02975
CRTAM	1.641
ZNF572	1.13125
TMEM16J	-1.297
HSD17B2	-2.817
UBE2G1	-0.269
AHSA2	-4.0725
PELI2	-0.0545
TPX2	-2.448625
ATP9B	0.119666666666667
DAZAP1	-0.084375
HMGCS2	0.353833333333333
C17orf38	0.917
B9D1	-0.36875
NKX2-5	-0.428166666666667
KIAA1276	1.29425
LILRB2	2.858
CSTF1	-0.0371666666666667
BTN2A1	-0.880166666666667
C15orf48	4.67975
IGF2BP3	-3.9415
FAM113B	-0.0165
HRG	0.481571428571428
ZNF131	-0.614
USP47	0.299428571428571
CCDC88B	-1.93
HCN1	0.0103
HTN1	0.326166666666667
SYCP3	0.06525
C13orf23	-0.6086
PAPOLA	0.2226875
AATK	-0.0733
MSH3	-0.0261666666666667
NDUFAB1	-0.535
ITLN2	-0.206333333333333
BAK1	0.0263333333333333
MRPL45	-0.958833333333333
MTNR1B	0.245333333333333
LOC645843	0.44
SPECC1L	0.471
PGCP	1.194
SPN	-0.53
GPR143	1.27083333333333
ZNF576	0.495
TMEM39A	0.1921
ATP5D	-0.524166666666667
MAGEB3	0.2675
RPS5	-0.108833333333333
ANP32E	-1.27
MTMR1	0.61
YEATS4	-1.08275
SYNGAP1	0.13475
PCOLCE	0.622666666666667
MNS1	-0.885
PCYT2	-0.963833333333333
ZNF182	-0.16225
LAX1	-0.0452857142857143
SPPL2B	0.7926
ELOVL5	-0.697
PCDHAC1	-1.277
B4GALNT1	-0.700833333333333
BLOC1S2	0.811125
ZNF673	-1.0784
ARHGAP21	-0.390666666666667
IRX5	3.448375
LRFN5	-0.0261666666666667
FAM7A1	-1.5695
RAB19	0.532
GINS1	-2.1495
ITM2B	1.2447
PAPSS2	2.21366666666667
OR5BF1	0.5115
ACSL3	0.13
KIAA1919	-0.7965
GLT8D2	3.1815
UTRN	0.123214285714286
CNN1	2.42725
HISPPD2A	-0.129
SDAD1	0.3175
SIGLEC9	0.666833333333333
RPL35	0.276357142857143
C22orf26	1.0065
IMPDH2	-0.50425
WDR69	0.11625
SEC14L5	0.140333333333333
CLTA	0.2655
RP11-529I10.4	0.36625
GPR37L1	0.496666666666667
OGDH	-0.42675
ASB13	0.710833333333333
ZFP14	0.7365
ZCRB1	-0.128666666666667
KPNA3	-0.3495
HSPA1L	1.33975
RHOC	0.929875
LOC554175	0.12825
PPP3CA	0.8474
SLC1A7	-0.254
ZNF529	-0.582666666666667
RBED1	-0.17275
DDB2	-1.0035
FLJ11286	0.352333333333333
SPATA1	0.3025
MKNK1	-0.450833333333333
DYSF	1.208
ALKBH2	-0.58575
NKD1	-2.0325
C1orf174	-0.874
PLEKHO1	0.724166666666667
ASB10	0.16275
RING1	-0.207666666666667
NPC2	0.99925
AVPR1B	0.56
YTHDF1	0.263833333333333
LMAN1L	0.5785
GSG2	-1.556
CEP170	-0.181
RPS4Y2	-5.568
MSH6	-1.0645
HECTD2	0.217833333333333
ZNF556	-2.7815
PLEKHC1	0.1824
AIRE	0.5455
BCL2L10	0.54925
LMOD3	0.0213333333333333
ZBTB8	0.8725
FOXA2	-3.2762
SLCO2A1	3.574
C3orf46	0.4525
PRDM16	-0.959166666666667
TMEM98	0.2705
FRMD5	0.0125
