Hybridization REF	TCGA-A8-A09N-01A-11R-A00Z-07
LOC390243	-0.180333333333333
N6AMT2	0.71975
ZNF391	-1.1385
DNAJB14	0.593166666666667
WRB	0.632625
BPI	-0.359636363636364
TTC4	0.235166666666667
FAM10A5	-0.06325
GOT1L1	0.0777
MAGED1	1.271125
RESP18	0.00025
WFDC6	-0.847
MT2A	-0.94
C11orf56	0.35475
KIAA1432	-0.312
ROR1	-1.4265
HSD17B14	1.18833333333333
ZFAND2B	0.05025
SAMD4B	0.20975
HEXA	-0.126625
HNRNPU	0.00981818181818182
USP39	0.032375
NRD1	-0.306
R3HDML	0.1565
FLT4	0.652833333333333
OMG	0.198
OR52N4	0.6865
LOC399818	0.32825
ELA2	-2.35175
VENTXP1	-0.1825
RFC5	-0.7315
OR52L1	0.737
PAX5	0.9675
FBXO2	-1.0025
GMEB1	0.5535
AKT3	-1.14516666666667
CRB1	-1.176
CTTN	0.980333333333333
UTP15	0.328666666666667
HSBP1	-0.0724166666666666
PHF11	1.6315
NDEL1	0.246666666666667
USP8	0.454
BAIAP2	0.4956875
SI	0.2274
ARSJ	-1.5415
BAAT	-2.90225
KCNS3	0.940833333333333
LOC126147	-0.676
TMEM37	-0.58575
C1orf162	2.2995
MBD1	0.2655
ITGAL	0.5775
WDR73	0.0643333333333333
GKN2	0.0635
ARFGAP1	-0.402625
SLC5A8	-0.941333333333333
ZBTB40	0.1247
CYP4B1	1.05983333333333
LYPLAL1	0.34975
CHST3	-1.04675
MAP3K9	0.897
BTAF1	-1.00783333333333
TFAP2E	0.648
RBM35B	0.7835
LOC441251	-0.202
ANKRD25	-0.667777777777778
UQCRC2	-0.044
MAEA	0.514416666666667
HYAL1	-2.8264
RNPEPL1	-0.159333333333333
CPSF2	-0.882125
PSD3	-0.6791
ABCA13	-0.799714285714286
AGR2	3.0035
GBX1	-1.977
HDLBP	0.399357142857143
ACY3	2.341
HECW1	-0.607
ZNF519	-1.31625
HOPX	3.043625
ZNF304	1.81575
OR12D3	0.111
FKSG43	0.806
METTL1	1.2635
MFSD3	1.6671
PSPH	-1.80875
CLCA3	-1.0645
DARS2	-1.03066666666667
CDC25A	-1.016
BAIAP2L1	1.52225
B3GNT5	-1.52825
USP29	-0.539
ARHGEF10L	0.3934
ATOX1	0.859
ADAM30	0.0635
DNASE1	-0.338
STT3A	0.832333333333333
RAB6IP1	0.39925
PTN	0.292
C1orf106	-2.14438461538462
HECA	0.75825
RNF122	-0.981
SLC22A18AS	-0.421
GNG8	0.0525
ELP4	-0.08575
FAM65A	0.186166666666667
RPL10A	0.339
IRS4	-0.502
MACF1	0.2523
SEC24D	2.0495
LOC374395	0.86175
TGFB2	-0.619875
MDFIC	-0.134375
CHRNE	0.6905
PCMTD2	-0.366
ATP6V0D1	0.620833333333333
MTA2	0.40625
LZTR1	-0.975833333333333
RAP1A	0.216
AXIN1	-0.220375
POLR1C	0.075
TRIO	0.087
PLXNA4A	-0.885916666666667
C5orf33	0.38875
DEPDC1B	-1.62875
ZNF473	-0.261666666666667
MTM1	1.2045
GPR107	0.425166666666667
CSNK1A1L	1.31966666666667
FLJ14154	0.475
NLRC4	2.88775
ENPP4	2.48266666666667
PADI3	-0.1015
RNF170	-0.1685
CG018	0.1795
C16orf7	-0.19575
KCNE1	0.25275
NRM	-0.400166666666667
SLC37A3	0.298642857142857
TPD52L2	-0.241166666666667
UNC5B	1.458
C12orf12	-0.2308
SDHB	-0.2085
CLRN1	0.5125
NUDT10	3.8835
UGT3A1	-0.086875
FBXW8	1.36325
RHOF	-1.018875
PTPLAD1	1.35875
MYO3B	-1.28433333333333
DERA	-0.508
TPP2	-0.975
C19orf53	-0.918
GINS3	-0.982375
ST6GALNAC5	-0.322
CHSY1	-0.871
MGC15705	0.404
GPR83	0.193833333333333
EXT2	-0.963
DOLK	0.3365
TUBAL3	0.504
ACVRL1	1.8978
ABL2	-0.917833333333333
C14orf156	-2.05816666666667
PTPRZ1	-3.62475
DIP2C	0.483375
LAMP1	1.234125
RXRA	0.7254
MAP3K5	-0.958
ALKBH1	-0.00833333333333333
PDLIM7	-0.466875
ARL14	-2.105
SNIP1	0.659
TIMP3	1.89491666666667
RGS3	1.49566666666667
SPAG16	-0.1297
ABHD4	-0.04075
ARHGEF12	0.972
GLUD2	0.752
RAC2	-0.9945
UAP1L1	-0.445
SLC18A3	-0.161
YOD1	-0.805333333333333
RALY	-0.0035
HMOX2	0.85775
DGKH	0.84775
DBNDD2	0.864166666666667
YIPF4	0.0755
THAP10	-0.41275
ZNF513	0.52
HAGHL	0.220333333333333
ITGB4	-1.59033333333333
CCDC141	-1.412
YTHDF3	1.843
C5orf28	0.4475
RPL7L1	0.0945
TMEM30B	2.48028571428571
ANKRD35	0.716
DUOXA2	-0.31
TBC1D5	0.0685
DFNB59	-1.0145
HRH4	0.5025
MYO6	2.4606
DNAJA4	2.655875
RBM24	-1.158375
CEACAM20	-0.6735
RBM23	0.244357142857143
NGFB	0.1135
C1orf63	-0.4045
KRTAP7-1	-0.1785
PERLD1	1.23975
NPB	0.186
C17orf59	0.865
HSPBAP1	-0.6595
SLC15A4	0.197625
PRTFDC1	-1.36275
OSMR	-0.904071428571429
CYSLTR2	-0.2695
C19orf25	0.577
KIAA1797	0.0515
NLRP6	0.7325
FAM105B	0.4334
SCRN2	-0.1765
LRRC58	-0.1114
RNF17	0.265571428571429
NEIL3	-0.8155
FAM137A	-1.67625
SKP2	-2.6435
PARVA	1.25808333333333
PKLR	-1.475
RNF34	1.3135
A3GALT2	0.25375
C12orf50	-0.418333333333333
SUNC1	-2.98825
FAM102B	0.117333333333333
CCT2	-0.3005
LRRC37A2	-0.254
ARF4	1.566
SIKE	0.562875
C8orf48	2.35466666666667
MBTPS1	0.322214285714286
GPSN2	-0.548
NCF2	2.8035
SLC12A6	-1.11433333333333
MRPL48	-0.46075
HMGN3	-0.366
LRRC62	-1.07325
PAX9	-0.930875
FAM55A	-0.4405
C20orf42	-3.16433333333333
SCML2	-2.0376
BCL9	0.215
FAM40A	-0.19625
C9orf41	-0.122
ZNF774	-0.0935
LETM1	0.6725
PLXNB1	0.887166666666667
NIPSNAP1	-0.191
USP10	0.2685
F9	0.66675
LIPE	0.08675
CNGB3	-0.2005
C12orf52	0.1385
PI4K2A	0.505
MED8	0.371375
STAT4	0.7363
FGD4	-0.519333333333333
RNF145	-3.57583333333333
WDR32	0.3913
CLDN2	0.162833333333333
TCEAL8	2.037
ZMYND8	-0.252555555555556
PDXK	0.10140625
GATAD2A	-0.193
PTGES3	1.2285
CCM2	-0.2675
TAP1	2.43475
ZNF670	-0.0565
ETS2	-0.785357142857143
C6orf166	0.0293333333333333
PRMT2	0.609928571428571
OR4B1	0.5785
INTS8	-0.1555
CCDC102A	-0.1205
CCDC83	-0.294333333333333
ITGA1	-0.4712
EPHA5	-1.8267
FAM24B	-0.626833333333333
TSGA10	1.52525
HAL	-1.95133333333333
MYOT	0.06375
SPACA3	-0.15775
BCL2L2	-0.385666666666667
CUGBP2	-0.0883333333333333
CCNB3	1.68875
RNF113B	0.47325
MERTK	-0.59225
BAG1	0.1315
VPS36	0.000750000000000001
ORMDL3	0.3388
C1orf190	-0.15725
ZNF625	-0.69225
CORO2B	-1.4245
ALOX15	1.383
CST1	2.6805
NUPR1	2.73
CCL7	0.255
SMCR5	-2.8325
DSC2	1.4685
RBMS2	0.7645
GRIK4	1.316
TRIM65	0.0923
TMPRSS6	0.112928571428571
TP53INP2	1.1095
GLB1L	1.30783333333333
LOC388284	-0.0103333333333333
PUS1	-0.330857142857143
BCL9L	0.5885
OLFM1	-1.66833333333333
RET	2.5025
MASTL	-0.737833333333333
ALX3	-0.11725
IL1RL1	-0.105833333333333
ZNF765	-0.7624
C14orf138	-0.05225
SNX10	-0.278
TAC4	0.0425
C1orf64	4.418625
POGK	0.24775
MAPK9	1.3895
ZNF366	2.878
C8orf79	0.7249
CLDN7	2.55875
OR5AT1	0.5065
TRIM37	-1.9685
LRRC25	1.748
GRHL2	3.1546
TEKT3	0.79425
LASS5	0.278166666666667
ABCC4	-1.28091666666667
DLG3	1.935125
VGLL1	0.445125
ZFP36L2	0.0886666666666667
MFRP	0.043
KIAA1799	0.359
FLJ44379	0.978
PCNX	-1.471
ANXA9	3.0315
CYP4V2	1.3728
PIK3C2A	0.71675
SRR	-0.037
NOL3	0.2845
IFITM2	0.2845
ARNTL2	-1.93025
ZNF595	1.27725
NLRP13	-0.00849999999999999
ASPH	-0.8045
CPA2	0.367
PVRIG	-1.31066666666667
LEPR	-1.10583333333333
C16orf42	0.5035
SH3BGRL	5.47625
FAM77D	1.3002
FNDC7	0.0615
C9orf6	1.26833333333333
NOTCH2NL	0.597166666666667
PGBD1	-0.924
SYNGR2	0.95
PITPNA	-0.26025
PRPF4B	0.3749
SLC43A3	-0.897357142857143
NRBP1	-0.07925
SLC25A22	0.6355
ILK	0.48775
SLC22A8	0.459666666666667
MRPS7	-0.291
PITX2	-1.33725
FABP3	-0.40875
OR1L1	-0.3005
LOC728215	-1.190625
BLID	-1.953
KIAA1217	2.53447058823529
TFPT	0.531
AP4B1	-0.82225
VBP1	-0.66875
OR1K1	0.5655
MORC3	1.5875
BHMT2	-1.086
C3orf10	1.198125
FZD7	0.386
WFDC10A	-0.2235
PMS2CL	-0.4625
CCDC32	0.1485
FA2H	-0.8825
ALG13	-0.3275
TTLL7	-0.2809
SPOCK3	0.077
SLC13A2	0.602
AIM1	2.7255
GPRC6A	0.632
EGR2	2.774
MED11	0.00524999999999999
WWC1	1.73
SH3GL3	-3.49125
RIF1	-1.06307142857143
PRLH	-0.0585
VLDLR	-0.954
DBT	0.289125
C21orf63	0.96525
CGGBP1	0.23475
KRTAP12-2	-0.489
TADA3L	-0.448125
ZBTB16	1.0925
PDGFB	1.729625
RFX1	0.276125
UQCRB	-0.1982
LOC133874	-1.0405
HPS3	-2.61425
LGALS3BP	-0.2779
DKFZP564O0823	1.67321428571429
MRFAP1L1	1.123375
HOXA10	0.187166666666667
NGB	0.3215
KIF21A	0.124384615384615
IFLTD1	-0.45
LZTS1	-1.259
ARHGEF3	2.0685
RHBDL3	0.4085
CSNK1G2	-0.712583333333333
ChGn	-1.495125
KIAA1244	1.86616666666667
GABRB2	0.7675
MGC72080	0.835
CD27	2.802
EGLN1	-1.8608
PEX13	0.63875
RWDD3	-0.5805
RNF12	0.0976666666666667
GRIN2B	0.6465
ADAMTS14	-0.418375
DYDC2	0.832166666666667
ATP6AP1	1.2269
NR1H2	-0.190333333333333
PDK2	0.2495
C3orf17	-0.1515
SLC38A2	-0.0123571428571428
SLC25A29	0.22
C15orf29	0.02025
ADAM9	-0.715583333333333
TMUB2	-0.315125
GPR176	0.323
AGK	0.24125
MCCD1	0.92925
NDUFA4	-0.29325
TMEM146	0.863
DUSP1	-0.25225
UNQ6975	0.064
EMX2OS	3.702
INSM2	0.111
LUZP4	-0.19175
SETD6	-1.11625
P2RY2	2.63275
SLC45A2	-1.443
RABGAP1	0.795333333333333
UBXD5	0.14725
GPRC5A	1.7703
PAK3	0.584833333333333
LOC63920	0.15475
TGFBR1	-0.2486
KRTAP6-3	0.35
SFMBT2	0.02925
CDC42	0.25875
C11orf35	0.7375
TTLL2	-0.6265
UACA	0.323416666666667
CD97	-1.1678
SETD5	-0.04575
NINJ2	-0.95
PTER	1.28233333333333
POMGNT1	0.828
KRTAP4-2	-0.1215
ECGF1	1.460125
HRB	-0.0392727272727273
ATP1B2	-0.2566
LOC400506	0.15525
COL4A3BP	0.041
C6orf97	1.78925
GRHPR	0.316625
TAS2R1	-0.8525
SEMA7A	-1.0265
EDF1	0.238
ODF2L	1.1041
PCID2	-0.480666666666667
GTF2H4	-0.185
ZCCHC3	-0.10725
CGB2	-0.122666666666667
NEUROD1	-0.156
C20orf75	-0.149
RP5-1054A22.3	1.47333333333333
IFNA5	0.752
ZNF134	1.23358333333333
MGC119295	-1.0709
ZSWIM6	-0.009125
SMEK1	-0.018
PCGF2	-0.0775
C1orf102	3.05025
CYP2A13	4.2605
KCNH6	-0.8758
MDM1	0.1886
ALDH7A1	0.279833333333333
C9orf75	1.42475
VDAC3	-0.561625
OR51T1	0.107
EIF3F	-0.685333333333333
KCNJ10	-0.211625
LENG8	0.00174999999999999
EDEM2	-0.116833333333333
CCNJL	-2.07816666666667
DHX37	-0.743
CRYGN	0.8245
AATF	-0.77
ZNF630	2.4995
E2F5	-0.402
WFDC13	-0.36
FTSJ3	-1.41066666666667
C4orf33	0.89925
LHFPL4	-3.47625
C19orf56	-0.666166666666667
SMAD4	-0.357125
AFM	-0.276333333333333
G0S2	-2.853
FCHSD2	-0.1673
RRP1B	-0.771
EEF1B2	-1.54366666666667
STAT6	1.12466666666667
ZNF195	-0.276
GNL1	-1.01133333333333
ZNRF2	1.37366666666667
PER3	0.79575
ASB16	0.424
C10orf10	1.20471428571429
ADCY8	-2.90833333333333
C9orf58	0.00183333333333333
ARMC10	0.245833333333333
PSG1	-1.403
DHX34	-0.0465
VARS2	-0.181125
NFIC	0.26875
ITPR2	2.0595
AGXT2	0.276166666666667
OR6K3	0.5435
H2AFZ	0.0385833333333334
MLLT3	0.248166666666667
COX4I2	1.6105
CCNT2	-0.01125
PLK4	-0.69925
NUMBL	-0.5945
MED16	-0.37625
PLEKHQ1	0.335
GOSR1	0.0262777777777778
BTG4	0.0865
RPL30	0.501333333333333
IGSF5	1.0585
IGFL2	1.73366666666667
ELMOD2	2.024
SHC3	-2.018
HAVCR1	-0.0505
DYNC2H1	0.22825
RNF5	-0.0103333333333333
C2orf7	-0.39025
NLF1	0.173
KLHL25	0.1265
LRP10	0.7154
KRI1	-0.86125
PUS7L	0.407166666666667
MGMT	1.42625
HOXD1	-0.227
CSH1	0.1338
ATG16L2	-0.48975
FLJ44635	-0.605
CHODL	-0.18725
EXOSC8	-1.5605
SLC28A1	-0.293
MYO7B	-0.264833333333333
SEH1L	-0.4402
MTNR1A	0.429666666666667
TSPAN5	0.231
CDC45L	-2.7125
AMIGO1	0.7285
ATAD3A	-1.174125
OSGIN2	0.639666666666667
PDIK1L	1.23383333333333
DARC	2.109625
PIPSL	0.0345
SHMT1	-0.2265
CRISP3	0.7465
POPDC2	1.7515
ZRANB2	-0.321
FBXL8	0.43875
TRIP13	-1.58509090909091
EIF5AL1	-1.356
POU5F1P3	-4.76066666666667
IL6	-3.09716666666667
CXorf38	0.922666666666667
IFNA16	-0.032
FBXL2	0.926
BRD1	0.20275
STATH	0.13325
FBXO44	-0.152166666666667
MCCC2	2.40675
CDC2	-0.3484
C5orf23	0.31675
IVD	0.864666666666667
C10orf122	-0.64275
MSL3L1	-0.3226
MVP	0.491
EPOR	-1.2788
ZMYM1	-0.086
BCL7C	0.419333333333333
PSTPIP2	0.8869
LYPD1	-2.551
OR8G5	0.5905
ZP3	0.0423333333333334
BCAS4	1.72983333333333
EDG6	1.7095
ISY1	0.20125
PRAMEF2	-1.7
CUL1	0.54625
RNF213	0.6984
CCRK	1.5455
DHX9	-0.031375
C13orf29	-0.81075
NCKAP1	0.215
MRPL43	1.20721428571429
XPR1	-0.90975
PKN2	0.1344
PODNL1	0.743
ZNF333	-0.02075
DALRD3	1.324
OPN1SW	0.5215
BTBD6	0.0685
C11orf82	0.016
OR5P3	0.754
DUSP11	-0.42875
L1CAM	-2.0633
NEK11	2.21566666666667
OR7E91P	1.353
CNTN3	1.8806
CREB3L2	0.15775
ZBTB37	0.2955
KIAA1324L	0.659
NDUFB10	0.221666666666667
NUDT2	0.2535
GTPBP8	-0.79
CACNA1D	0.92975
PRKAA2	-2.481
PRDM8	0.541
MGC16075	-1.1145
KRT14	-0.993928571428571
PP8961	0.234125
MRPL18	-0.90075
ABCG2	-2.1055
PACRG	1.25675
BBS2	-0.637
KREMEN2	-2.341
FBXO21	1.037
HNRPUL1	0.378166666666667
GRB10	-0.3925
CLSTN1	1.62075
LMAN2	0.6245
C17orf61	-0.36575
NIPSNAP3A	1.1125
INSIG2	-1.7605
PCDHB7	0.418166666666667
STXBP2	1.165
CMAH	1.13075
SEMA5B	-1.11125
ZNF155	0.548333333333333
COQ6	0.122666666666667
PRPF4	0.0965
TSPAN15	3.8626
VN1R5	0.689
LATS2	-0.43425
SELK	0.475
PGK2	1.64575
MS4A1	-0.143
TYW3	-0.5153
KRTAP5-1	0.154
RCCD1	-0.955333333333333
BTN1A1	0.34275
DDX28	-0.31625
TMEM65	0.20275
LOC92345	0.47075
TTC31	-0.4595
WDR46	-0.437
CHP2	-0.337
LSP1	0.169
ZNF542	1.42775
EXOSC1	0.1365
ARHGAP18	-0.728833333333333
LRRTM4	-0.8335
MAOB	-0.0594166666666667
CACNB4	-0.754
MGC33846	-0.140625
RANBP3L	3.61725
ATP5L	0.15
ONECUT1	-3.3535
NUDT9	0.7515
TMEM149	-0.1615
STX17	1.58325
IGSF10	-3.0835
TMPRSS9	0.454
BMPR2	0.819090909090909
ALLC	-0.14775
KLF7	-0.37075
GCC1	1.6514
TIMM9	0.78675
CDO1	-0.752
MGC10701	-0.849166666666667
IFI6	1.50516666666667
FRMD8	0.67
MGAT2	0.08575
WBP5	-1.41816666666667
CNIH2	-0.00025
KIAA0907	-1.161
KCNH8	-0.3835
CTSG	-1.84425
GRIK1	-0.411666666666667
CUL5	0.579125
FRMD1	0.4935
OR9A4	0.6685
SYT6	-2.13025
FOXD4L2	1.02125
ANAPC2	0.277833333333333
OPN5	0.7005
TAF13	-0.1025
LYG2	-0.3215
GGNBP1	0.3895
C11orf40	0.076
OTX2	-1.396
REG4	0.0206
EIF5	-1.24
PALB2	-0.17
SEPSECS	1.1362
RNASE3	-0.06825
TRIM49	-2.146
POLR2K	1.2421
GPR42	0.6785
C8B	-3.42175
SASS6	-0.71025
PREB	-0.457333333333333
OR3A3	0.7455
TUBA8	0.680875
IGLV2-14	-0.91525
STIL	-0.9225
ANKFN1	-0.625666666666667
NME7	-0.5845
HOXC12	1.3155
UBE2C	-0.256
FHOD1	-1.295125
CDK2AP1	0.877583333333333
OR6K2	0.4185
DHPS	-0.5375
RPL5	-0.294666666666667
TRGV5	0.732
LOC541472	-0.258625
HCCS	-0.1899
DENND1B	1.341
LHX3	0.531
OR5D16	0.966
CXorf57	-1.578
IRF2BP1	0.79225
NDST2	0.778833333333333
LCE3D	0.586
BOLL	0.797857142857143
SYT3	-1.0845
PIH1D2	1.42675
C20orf7	-0.592666666666667
IL1R2	-0.524333333333333
SLAMF9	0.693
PPME1	0.455375
PIK3CA	-0.15625
TRAPPC1	-0.317
COLEC10	-0.953
SLC9A6	-2.09766666666667
PDDC1	-0.222083333333333
CCDC53	-0.0425
GK3P	0.09925
DAZL	-0.4425
BRI3	-0.90525
SDK1	0.043875
CYP2C18	-0.00724999999999999
IFI44L	3.697125
RPL3L	0.2
FUT9	-0.216666666666667
KIFC2	-0.0796666666666667
PMP2	-0.626428571428571
SLC4A9	-0.7205
PLAG1	-2.78583333333333
MYCBP2	-1.39866666666667
OR4E2	0.3915
CCDC65	0.24575
C16orf82	0.13875
ENTPD4	-0.101625
BRP44L	-0.41175
PMP22CD	0.44125
TMCO4	1.94483333333333
KCNN1	-1.07533333333333
WDR35	0.11225
CCDC80	1.988875
C3orf31	-0.74125
SLC7A9	-0.24675
TMEM190	1.89275
DBC1	-2.03283333333333
FADS3	-0.987333333333333
PDZD8	0.337166666666667
GRM5	0.151875
AZGP1	3.9116
PEX3	-0.16
MED1	-0.821642857142857
ATG4C	-1.39933333333333
HNRPH3	-0.699375
FAM109B	2.62425
C4orf17	0.283
CA10	-0.058
OPRD1	0.319
CCL16	-1.715
SACM1L	-0.18275
CST6	1.5565
CD63	0.9351875
LGI1	-2.14875
ZNF784	0.0665
CRYBB1	-1.247
CX3CL1	0.15325
TOP2A	-1.385125
GYPB	-3.91583333333333
GADD45GIP1	-1.42375
FEN1	-0.536875
IGF1R	1.476
WDR72	-2.79283333333333
PURG	-0.830333333333333
DEFB126	0.112
PKD1L1	-0.34775
CAV1	-2.3862
GNPDA2	1.2367
DGAT2	-0.86725
NLGN1	-4.1585
STRBP	0.585875
HPRT1	-0.436833333333333
FANCI	-1.28625
PSMA7	0.427
DBF4B	-1.13
TTF1	-0.168
RAD54L	-1.8485
ELOF1	-0.87125
PLAGL2	-1.017125
ZNF256	1.11
HMGCL	1.052
MSI2	-0.2535
RPESP	-0.1145
C11orf60	1.393
ABCD1	0.073
ACAA1	0.1361
SPARCL1	4.76785714285714
IL6ST	1.6183
ZNF319	-0.3455
TMEM109	0.6778
FAM90A1	0.739
IL22RA1	-1.262
ATP4B	-0.1795
TEC	-0.862
C7orf30	-0.846
TXNDC2	-0.791
ABCB4	0.0325
KIAA1191	0.7545
C9orf38	0.0715
SFTPB	0.114
CNTNAP2	4.78358333333333
FRK	1.64
TBX19	-0.5355
CHD4	0.16125
C6orf26	-2.822
MOSC2	2.28625
IKBKE	1.16175
HIF1A	0.239833333333333
LOC595101	-0.4675
RELA	0.413166666666667
TMEM16B	-0.263333333333333
ABHD12B	-2.10775
TSEN34	0.1835
KIF18A	-1.10725
TXNDC9	-0.0868333333333333
SPATA2L	-0.556
SEMA4G	-1.35
C21orf91	0.317
MATN1	0.0535
KCNIP4	0.137833333333333
TUSC1	1.878125
OR4C15	0.57925
ARMCX6	1.11
WBSCR27	-0.213333333333333
OR52I2	-0.187
KIAA1604	-1.4685
DYNC1I1	-1.49825
PPP4C	0.956
SLC47A2	-2.08033333333333
TREH	0.277625
CD48	1.27566666666667
ST14	2.16233333333333
PKN1	-0.779
SPON2	1.68475
XBP1	3.127
SFRS12	0.0571666666666667
EFCAB6	1.5495
SELT	1.04725
SLC39A2	0.698
ERF	-1.479
ARL3	1.209
SURF6	-0.1803
MLLT10	-0.525666666666667
FLJ11171	0.382
TDGF1	-4.44516666666667
ERCC6	0.103
EIF2AK4	0.96525
BAZ1A	-0.2205
LRRN3	1.55633333333333
TMC3	0.106
EFTUD1	-0.098
PTPRO	0.6685
CLEC12A	0.564625
ACBD4	-0.1255
ZDHHC14	-0.758375
OTUD7B	1.07925
ACTB	1.0611875
MSRA	-0.26375
LCE5A	-0.1045
IFI35	0.47975
BSCL2	1.1745
ANKRD12	0.130833333333333
CFHR2	0.902
RGAG1	0.136833333333333
HSFY1	0.679
SLC30A5	1.12475
IMPG1	1.1815
GPR109A	0.586
ZNF185	-0.65375
IYD	4.4715
NPCDR1	0.349
SERPINA13	-0.0195
HMGCLL1	-2.12825
NEUROG1	0.202333333333333
UBQLN1	1.5710625
LIN37	-0.44525
SOCS2	-3.03725
DSCR4	-1.82425
XKR6	-2.3365
GPR142	1.707
KRTAP13-3	0.66
CCDC15	0.376333333333333
MOS	0.2605
CD1E	-1.0595
OFCC1	0.000199999999999997
FAM83D	-0.93675
SRFBP1	0.8565
C9orf96	0.139
DHDH	-0.49175
CCDC90A	0.23
RABL3	1.4953
CD320	-0.311833333333333
ANGEL2	0.4715
MRPL21	-0.1745
SMG6	-0.325333333333333
INSR	1.0496875
FLJ14816	-1.177
GLRB	-0.7515
C9orf89	1.534
CIZ1	-0.109125
URG4	0.009
LRDD	-1.05933333333333
CBY1	1.1825
NFX1	0.20625
MTERFD2	-0.401
C19orf23	0.475
PGC	-2.976125
IER3IP1	0.7439
RASAL2	1.05166666666667
C1orf89	1.64075
SYNJ1	-0.413625
NFKBIE	0.939
FLJ40125	-1.9595
TCEB2	-0.663
NOG	-2.026
POLR2J2	-0.675
HLA-B	3.0115
PCDHA1	2.2165
PPP2R2B	-1.2455
ARHGEF17	0.793
TCF7L2	0.637357142857143
CHD5	-0.5015
ZNF431	-0.43375
TBC1D25	1.09125
ZNF800	0.04075
SCUBE2	4.83236363636364
MYCBP	1.201
GPX5	0.1225
C6orf129	0.487166666666667
QSER1	-0.00116666666666667
ULK2	0.68725
PIGO	0.726
NRCAM	-2.97607142857143
SLC35E3	0.495375
CSRP2	-1.1425
HYPE	1.525
MAPK15	-0.239333333333333
MGC14327	0.28575
TIMM13	0.408333333333333
ZNF462	1.237
GBA3	0
TEX13A	-0.574
MCM6	-1.35666666666667
MTRF1	-1.319125
ABCA7	-0.871
EIF4A2	-0.3485
ZC3H10	1.0199
RPGR	-0.150166666666667
C20orf94	-0.431
RP1L1	0.412
GPR125	-0.367375
USP22	0.682
OR1L4	0.211
MLZE	2.261
FLJ32065	-0.792
PTCD1	0.14625
CRTAC1	0.679166666666667
BXDC2	-0.59675
C18orf1	2.49233333333333
FAM107A	0.661785714285714
EFNA3	1.098
P18SRP	-0.477
CAMKK2	1.11766666666667
KIAA0649	0.264
NES	-1.95316666666667
HS6ST3	1.119375
PON2	-1.0525
TCP11L2	0.3035
CLEC4A	1.4545
PRR12	0.32
MLXIPL	-1.7562
C2orf50	1.4065
ZNF28	1.748
ENC1	2.03433333333333
MAP2K1	-0.156375
FKSG2	-0.31375
KIAA0430	0.4905
PTP4A1	-0.633277777777778
GPR156	0.1805
GTF3C6	-1.4055
UBR2	0.4159
LOC388272	-0.71325
MAK	1.98
ACOT4	3.00175
STC2	0.616
PIGW	-0.42225
SAE1	0.271875
COL6A1	1.15518181818182
OAZ1	-0.442666666666667
STMN4	0.4115
EDG3	1.4855
SGCE	-1.69766666666667
IL11	-2.35916666666667
PRSS8	2.58925
YIPF5	1.19558333333333
WNT4	3.62675
CSN2	0.2995
TCF7	-2.643875
TDO2	1.49725
SAMD9	0.547125
S100A7A	-0.5385
MMRN1	1.25483333333333
GKAP1	1.13975
AKR1C3	-2.381625
RNF19A	0.524125
GMDS	0.628
YKT6	-0.00562499999999999
SPARC	1.6641
C12orf31	0.18075
UBE2V2	-0.619833333333333
FBXL18	-0.0591666666666667
KIAA0460	0.8235
ADAM22	-0.791875
SERPINC1	-3.994
KCTD21	1.1995
MYOHD1	-2.3355
ZNF37A	-0.588666666666667
GTF3C1	0.583833333333333
CTSZ	1.8135
PRNPIP	-0.290375
DRD1IP	0.3495
NR1I2	-2.55033333333333
ZNF266	-0.9195
SPAG4L	0.312
COX4NB	-0.75525
SAPS1	0.581333333333333
APOA1	-3.878375
TATDN1	-0.2625
C10orf82	4.297
KPNB1	-1.356
FOXO3	0.667166666666667
CRYBB2	-0.528
ZBTB5	-0.900666666666667
SLC25A38	1.26075
DCTN2	0.7585
IFT20	-0.08775
CTHRC1	2.39575
C1orf31	-1.314875
UHRF1	-0.53025
GPC6	-1.06625
C10orf54	1.2995
MCF2L2	-0.0761666666666666
WNT9B	0.0695
OLA1	-1.631125
FAM120B	0.74525
TTLL10	-0.084
CYorf15A	-5.3125
RELN	-2.0201
SCN2B	0.141583333333333
MFHAS1	-1.82025
NKX3-2	-1.2575
RASGRF2	-0.621
SSBP1	-0.469166666666667
KPNA6	0.413285714285714
LOC389118	0.443
HS3ST4	-1.7628
SUPT7L	-1.16025
FLJ32658	-1.599
IGFBPL1	-0.07325
KIAA1641	-2.5464
SHKBP1	-0.432166666666667
CSF1R	4.272
NAGK	1.037
MYL2	0.5055
HIST1H4C	-2.28633333333333
TOMM7	-0.780125
ADAMTSL3	2.8877
TNFSF14	-0.67625
PRRT2	-1.52275
VTA1	-0.518
AOAH	3.47583333333333
CRISPLD2	1.91728571428571
PNN	-1.2479
TA-NFKBH	-0.405
ESPN	0.58625
RBM43	-0.2005
KIAA1267	-0.153375
DDX3X	0.989333333333333
KIAA1576	-4.6725
PLXDC1	4.27316666666667
FLJ25801	-4.45175
HNRNPL	0.58925
RUNDC3A	0.00816666666666667
CASP12	0.015
SH2D5	-1.587875
RPL26L1	0.1505
OR51A7	-0.055
HDC	3.415
C2orf16	0.264
SYTL3	3.09825
GOLGA4	1.139375
NOTCH1	0.08
ATPAF2	-0.17825
ECD	1.33775
SSX5	-2.1216
SNAP91	-0.16375
OCA2	-5.329
