Hybridization REF	TCGA-B6-A0WZ-01A-11R-A109-07
CTNNB1	-0.52175
BHLHB2	1.246
TMEM185B	1.13483333333333
ARD1B	-0.13725
C1orf93	1.942
BRUNOL4	-0.0446666666666667
LOC541469	-1.14566666666667
UPK2	0.039
GAS8	0.132333333333333
PATE	0.991
IMPACT	0.73675
WNK4	-0.230166666666667
HNRPLL	-0.867375
GAD2	-0.0806666666666667
ITGA6	1.08875
BMP15	0.467166666666667
CYP2A7	-0.035375
RIC8A	0.041625
CCND1	0.280833333333333
USP35	1.686
DSCR2	-2.648
CCL4	3.64966666666667
ZCCHC10	-0.4135
NOL11	-1.98475
TRPM2	2.048
PSMD2	-1.28990909090909
CHTF18	-1.03375
USP18	1.715875
RRAS	1.299375
LAMC3	-0.66825
TOX	-4.07383333333333
PCDH15	0.287
GABRG3	-1.933
NUDCD2	-0.976
SGCZ	0.035
KCTD17	-0.2089
SPSB2	0.4905
TPPP3	2.2965
CILP2	2.08933333333333
CALB2	1.52825
CEBPZ	-0.155833333333333
ZNF479	-0.00174999999999999
FMOD	5.45933333333333
C21orf66	-1.202
CLN6	0.612666666666667
ANAPC1	-0.42525
SH2D3C	1.55775
PTPN14	0.3725
TRIM42	-0.17475
APTX	0.5085
SNRPG	-0.0938333333333333
BMS1	-0.63225
MAGEA3	-4.184
NFATC3	-1.74241666666667
LRRC45	0.4615
ARS2	-0.342785714285714
LRIG1	2.26233333333333
EPSTI1	-0.1025
PRSS27	1.0115
ERC2	-0.322375
PRKACB	-0.373785714285714
PRDM13	-4.6455
HCG27	-1.03425
KLK12	-3.362
HSD17B7	0.308
ZNF354A	-0.24075
PCDH11X	1.169
DMGDH	-0.944
PCBD2	0.415
TMC6	-0.996375
RIMS1	0.4165
SF3B2	-0.3915
RCN1	-1.02416666666667
CPB1	0.79525
BCAR3	0.31275
FCRLB	1.0615
PAK1IP1	-1.68875
OR10H1	0.4665
KIF9	1.7828
PITPNM2	-1.864625
L3MBTL4	-0.7995
TGFB1	-0.1345
ZXDC	-0.73375
SLC6A16	-0.6865
SRrp35	-2.44925
LRRC8E	2.37825
PPIAL4	-0.694583333333333
EOMES	0.189
PAX2	0.00900000000000001
SCARF2	1.51375
PSEN2	1.0445
PCDHB13	0.59425
C10orf28	-0.76375
DHRS7B	0.142071428571429
C1orf131	-0.83775
ASB1	-0.1895
ZNF223	0.617333333333333
LCMT2	0.332
MEP1A	-1.739
TMEM53	1.94225
RSPH3	2.078
C10orf33	-0.5915
LOC644285	0.2495
PTPN9	0.326166666666667
ABCA12	3.084
CCDC37	-1.72225
RUNDC1	1.4063
YES1	-0.620333333333333
FAM120AOS	1.48475
OR5M3	0.2015
PPP1R3F	-0.146
IL13	0.2033
MDFI	-1.11325
PRNT	0.159
ZDBF2	-1.5495
OR10C1	0.383
CLIC1	-0.285166666666667
LILRA5	-0.215166666666667
CSAG1	-3.93166666666667
TREML2	-1.07916666666667
FAM125A	0.995166666666667
ZNF74	-1.28125
FAM104A	0.069125
LRRC39	-0.5885
SAMD5	-1.1255
HYAL2	0.9635
HIST2H2AC	1.157875
IGFBP5	0.105739130434783
NRTN	-1.321
KIAA0556	0.5847
FAM29A	-1.80933333333333
JMJD2A	1.0285
EPHB1	0.95775
POLD4	1.03225
ANAPC10	-1.02775
LRRC36	0.56125
MEGF6	0.10275
LPHN3	-0.6035
BMP10	-0.124666666666667
C21orf55	0.8975
CREM	-0.84475
PTGER4	-1.61
METAP1	-2.072375
KCNQ1	1.90816666666667
NR2F2	1.321625
SSFA2	0.0931666666666666
CTTNBP2	-2.47175
BCL2A1	-2.379625
ZBTB24	0.4755
SLCO6A1	-1.029
PRDM1	-0.3847
OR7D2	0.0245
CCDC47	-0.4487
LOC646982	0.529
SLC26A6	-1.29466666666667
BIN1	-0.4141
SRRM1	0.197142857142857
PCSK1N	0.514
ALS2	0.3081
ECT2	-1.85589473684211
CACNA2D2	0.94125
DOCK6	-0.08225
C10orf119	-0.42125
FATE1	0.293
DUSP23	1.479
TRIP6	-0.0840714285714286
NUP35	-0.44075
CDH3	1.33025
KLHDC8A	0.9175
C9orf116	2.689625
EI24	0.0505
CENTD1	1.325
RWDD2B	0.0316666666666667
DOCK1	1.3355
NPAS2	0.552375
NR3C2	2.25816666666667
FAM63A	0.871666666666667
INPP5F	-0.6745
FAM111A	-0.0265
MYBL1	-2.37691666666667
IQGAP3	-0.460833333333333
CRADD	-1.75966666666667
DUSP12	-1.83625
PDZK1IP1	4.22075
VASH2	-0.16275
CTR9	-0.0565
VIL1	-4.67275
OR8U1	0.733833333333333
CCDC107	1.971
PTTG1IP	0.413
OR4X2	0.50575
COL9A1	-3.352
PSMD9	-0.80725
ZFP62	0.000750000000000004
TIP39	0.54525
PARP15	0.3845
TTC19	-0.98075
C1orf114	-1.94033333333333
GFPT1	0.183
SLC27A6	-2.18375
MRPS10	-0.1334
CALML5	-0.259333333333333
TRPM7	-0.300125
CGNL1	2.30425
CECR1	0.152
SERPINB8	0.167333333333333
TMEM102	0.888
PDIA2	-3.46
NUCKS1	0.130833333333333
HOTAIR	1.578
EBI3	-0.799
NXN	0.16775
ZMYND19	-0.40075
FOXJ3	-0.2915
EIF5B	0.2735
EIF2B4	0.211166666666667
LEO1	-0.12275
ZIC5	-1.8395
IL20	1.23033333333333
KIAA0415	0.43625
FLJ37357	1.4235
TSPAN12	-0.166125
ACTR3B	-0.6535
TFAM	-0.874833333333333
IL17RD	-1.147875
PARP12	1.64375
KLHDC7A	0.9765
KCTD4	0.106666666666667
GTF2H1	-0.309
FLCN	-2.23866666666667
BIRC4	1.410125
LOC790955	0.6405
VKORC1L1	0.63125
CYP4F22	2.79366666666667
TAS2R5	0.188
ZNF582	1.326
HS3ST3B1	-1.25325
CTNS	-0.4615
STK36	1.06216666666667
MMD2	-0.346
RP5-1103G7.6	0.093
FLJ23356	0.726
CRH	-0.26125
C1orf182	0.439833333333333
ACP5	2.0095
AMFR	0.9423
CA4	-1.2345
PLCB4	-1.407375
MPHOSPH10	0.2585
UNQ473	2.27716666666667
G3BP2	-0.143166666666667
SR140	-0.4895
HOXA2	-0.397
PYGB	-0.804875
BAT1	-0.113333333333333
DKK3	-0.32
DDX31	-0.749125
TULP1	0.2725
NHLRC2	0.123
TNRC4	-0.265166666666667
ZNF430	-0.12
TNRC6A	0.96975
PLA2G1B	1.63133333333333
RCHY1	0.0428333333333333
GTF2A2	-0.594833333333333
MGC4294	1.084
ZNF691	0.00575
TACC3	-1.26
DNAJC5G	-0.38
LOC4951	0.5115
MS4A4A	-3.4515
LOC152485	1.285
PPP1R2P1	-0.44675
PPP2R5B	-0.2595
RPGRIP1L	-0.09175
SPOP	0.3011
PTPRF	1.19208333333333
MGC42090	-0.0235
SUSD3	5.21625
THOC4	-1.18125
MAML1	-0.7555
FXR2	-1.65966666666667
TYK2	0.128625
MUC6	2.49033333333333
DNAJB7	-0.7935
PIP4K2A	-0.4855
MEX3A	-1.21016666666667
RRP1	-0.933125
TFAP4	-1.45525
CXorf41	1.3245
MTMR4	-1.1645
CTLA4	-0.531
SNX9	-0.440375
CIB3	2.55816666666667
NECAP1	-0.340375
PLA2G2D	0.2719
GLMN	-1.6895
DCLRE1A	-0.22625
PDX1	0.4375
SAMD11	0.38625
MRPL55	0.8353
TLR7	0.538875
TBC1D21	0.129833333333333
SMAD1	2.0162
ACTRT2	0.00375
RIOK2	-0.54025
PDLIM4	-0.386
SLC22A15	1.57883333333333
ABHD13	0.2962
STX18	0.0721
CCPG1	-0.195714285714286
DCBLD1	0.361833333333333
SLC2A6	-1.4105
NOLA3	-0.41475
TRDMT1	-1.34864285714286
IL17F	0.394
ATP1A4	-0.369333333333333
OR52W1	0.339
CFL1	-0.44675
IL4	-1.03625
RBP2	1.2785
CPSF6	-0.282375
TTC8	0.708
MUCL1	8.246
EYA3	-1.195
KRT38	0.43825
GNE	-1.60775
ZNF501	-0.61025
SLC35A2	0.365
CEP110	-0.5227
MYF6	0.4125
MGST2	0.694833333333333
TRPV4	0.0738333333333333
NEK8	-0.247166666666667
NOX5	-0.9505
NCKAP1L	-2.10766666666667
EMP3	-1.80333333333333
BPY2C	0.128
C1orf38	-0.831
ELOVL2	0.48225
CBX7	1.37008333333333
OSBPL1A	0.850833333333333
ZNF589	-0.46325
ESCO1	-0.331166666666667
TRA2A	0.336
C3orf26	-1.5045
PHF2	1.65541666666667
PID1	-1.2475
RFC1	0.216625
MTAP	-0.4769375
ADORA3	3.13866666666667
LOC389458	1.11275
TRNT1	-1.051375
CRIPAK	0.17675
RAI2	4.78083333333333
ANKRD44	-0.73275
GZMB	2.543
NFE2L1	-0.366375
STIP1	-1.3945
RASL11B	0.9745
NT5DC2	-2.57883333333333
LRP2	4.50125
MTDH	-0.315266666666667
ARSG	1.109
HSP90AB1	-1.329
CT45-6	-5.695
ZNF483	0.63525
LMBR1L	-0.3815
S100A2	-1.2303
C2	-1.25338888888889
C2orf27	1.65225
EIF4EBP1	-0.69825
GCKR	-3.5115
PPP1R9B	0.206125
FER	-0.47125
SNRK	1.169
OR5M10	0.3545
UTP6	-1.2295
CAPZA3	-0.162
FBP1	3.06688888888889
TERT	-2.5245
CCL1	-1.6295
FUCA1	1.63075
ALS2CR8	0.442166666666667
KCMF1	0.284416666666667
SRCRB4D	-1.641
OXCT2	-0.527333333333333
IL17RA	0.4025
MPP5	1.255125
SPA17	0.75325
FLJ10986	1.3275
GALNT14	-1.13975
CXorf27	0.383875
NPLOC4	-0.6005
RAB34	-0.2555
KRTAP3-3	0.5235
ARSD	1.838
CPLX2	-1.2942
PJA1	-0.28575
WHDC1L1	0.837166666666667
RB1	-1.1424
MTMR15	0.754
PHLDA2	-0.7149
GUCY2F	0.1855
MPV17	0.2345
SLC35D1	0.1515
LYSMD3	0.0897
COL16A1	2.08675
ERLIN1	-1.3735
JMJD4	0.57
HIST1H2BK	-0.85175
TP53I11	1.9645
ST3GAL4	-0.4864
PF4V1	0.0166666666666667
ALG8	-0.32225
REG1A	0.02375
MINA	-2.225
CYB5R3	0.1185
HHLA1	-0.49975
MYST4	1.3592
VASN	-0.99975
UCHL5IP	-0.7705
TFAP2A	1.944125
MGC9913	0.66
C9orf97	-1.0035
LOC90379	-0.071
PHF15	0.289214285714286
ZNF169	-0.7695
KRT7	3.3915
GLIPR1L2	1.43675
LOC116236	0.294
IQCF3	-0.61525
RDH14	0.760666666666667
HNRPK	0.516
RABEPK	-0.2615
ISX	-2.719
CBARA1	0.71
RAD51AP1	-2.97475
MLL5	0.761125
CXorf48	-4.392
SGCD	-0.504
PHTF1	-0.809375
CA3	-0.19775
CMTM5	-0.1575
STX10	-0.464875
JMJD2D	-1.0795
P4HA1	-1.50233333333333
GAB3	-0.769166666666667
DHRS4	1.18833333333333
COL4A1	2.165875
C20orf20	-1.633875
OSBPL2	-0.234875
PTTG2	-1.8905
KIAA1688	1.2535
STS	-0.58375
SHROOM4	0.821833333333333
KBTBD5	0.427166666666667
ALDH1A3	-0.3536
BTNL2	-0.335166666666667
TGIF1	-0.4985
ZFAND5	0.365
ICA1	2.58225
NAV3	-2.39133333333333
FLJ12331	-0.0365
EPS8L2	0.9061
MNT	0.0835
ENTPD1	2.08991666666667
OR51E2	0.758625
STK11	0.943
MX1	3.68275
TTTY9A	-0.0123333333333334
CX62	-0.132
LOXL4	-1.298125
EXOSC4	-0.0265
PURB	0.521357142857143
SETD1A	-0.2815
RELB	1.11575
LAMB2	1.9825
HNF1B	-0.513
PNLIPRP3	-1.156
C14orf139	-1.303
UMOD	1.1965
GRIN3B	-0.487
GPR25	0.9395
ZNF512B	-1.21175
ATP6V0A1	-0.0255
SRA1	0.5865
ZNF615	1.3335
ZNF768	0.4485
ZNF469	4.00525
DYNC2LI1	0.261166666666667
DNAH3	0.044
LOC387911	1.50275
LOC554234	0.82125
ARRDC5	1.802
TMEM59L	-0.954
MARCH4	-0.0785
CNOT8	-0.750333333333333
KIRREL3	-2.32383333333333
ADAM17	0.459
MYOG	0.4665
CPNE1	-1.0655
AK5	1.222375
LOC204010	-0.517
NDRG4	2.505
LOC130074	0.27825
PIAS4	1.034
NCOA2	0.183
TEGT	0.6783
USP5	-0.9165
ANKRD21	0.5345
KIAA0692	-0.8305
HAPLN3	-0.32675
LZIC	-0.438
NRXN3	1.95375
CDKN2C	-2.7725
KIAA0226	0.48975
CYB5D1	0.667
WDR68	-0.4530625
ABCB6	-1.4408
MRPS25	-1.24075
ZMAT2	-0.219083333333333
KRT25	-0.6135
RPL11	-0.32575
GRAP	-0.0366666666666667
LOC198437	1.3565
RORC	1.970625
RAP2C	-0.468928571428571
MXD1	1.7213125
AZI2	-0.0698333333333333
NUAK2	-0.143
AHSG	-6.331
MANSC1	1.86425
IMP3	0.257666666666667
C2orf3	0.249
VSTM3	1.34025
PCTP	-1.10975
SIRT1	-0.169
MANBA	0.93325
CD164	1.39725
GFRA1	2.0938
PRM2	0.58475
ZKSCAN3	-0.7745
PLEKHG1	1.704
TPRKB	0.6185
UBFD1	0.4075
CDKL5	1.211
HIST1H2BD	-0.0129166666666667
INPP4A	-0.202166666666667
BMX	-0.966
PTPRU	-1.8895
LOC554202	-0.722666666666667
HOXC8	0.805875
IL12B	-0.493
ADPGK	-0.539
ZNF418	1.0945
SIAE	0.95625
CWC15	-0.395
RP13-401N8.2	-0.2485
KLHL11	0.4895
DEDD2	-0.083375
PSMB3	-0.46475
DDX25	-2.83725
ZBTB3	0.196666666666667
GFRAL	0.302
RPS25	-0.233
FAM57B	0.397666666666667
TESK2	-0.0376666666666667
DNM1L	-1.2775
ZNF207	-0.2165
CLEC11A	1.533375
TOLLIP	0.883875
TMEM61	-0.1025
DLK1	-4.3866
PLVAP	3.451375
NOD2	2.957
SCMH1	0.8455
FLJ40235	0.07575
HTR2A	-0.2115
ARMC5	0.9175
FUT7	0.217
PRELP	1.7887
ALKBH6	0.193833333333333
GYG1	-0.952166666666667
POLR3GL	-0.038
COL8A2	4.86783333333333
OR10A5	0.4825
C1orf187	-1.41175
TXLNB	1.09066666666667
C16orf68	-0.108583333333333
R3HDM1	-0.51025
C16orf75	-1.3565
BAALC	0.07875
TNP1	0.19275
GAPDH	-0.766333333333333
COX7C	0.939
ERRFI1	-0.478833333333333
PGAM2	0.813333333333333
FAM108B1	-1.59925
APC	-0.586875
TLR2	2.11775
SUCNR1	0.089625
ZNF233	1.09475
WFDC1	-1.30433333333333
PSG11	0.0946666666666666
SLC39A1	0.52425
PSAPL1	-0.0225
CDC42EP1	0.787125
MECR	-0.492
KIAA0101	-0.5742
MACROD2	0.9307
MMP19	0.632916666666667
LOC202459	-0.242166666666667
VNN2	1.154
ACCN3	-0.2295
TIMD4	0.533
RNASE8	0.369
CCDC7	1.028
SULT2B1	0.808
ME1	-3.7795
MGRN1	0.489125
MRPL30	0.58225
IVL	-0.143125
CALM1	0.84075
PLEKHA6	1.3484
B4GALNT2	-0.3185
PGDS	3.8995
C8orf33	-0.72675
TMEM56	-0.0993333333333333
CKM	-1.89933333333333
ESR2	-0.066
ACOT8	0.0585
AGTR2	-0.026
LOC155006	-0.0695
BC37295_3	0.788
EPM2AIP1	0.147
PZP	-0.9775
RPS9	1.6115
C18orf51	-1.805
SIVA1	1.246
HEATR2	-0.878
CD3E	-0.76225
C20orf142	0.7335
PGLYRP3	0.3055
CCDC139	-0.80475
GPS2	-0.7215
NOL14	-1.46125
LRTM2	3.3725
TRIM36	0.045625
TP53RK	-0.555
FBXL13	0.128833333333333
RUFY2	0.401357142857143
C11orf70	0.385166666666667
HSPB9	1.15183333333333
GJA5	2.633
HGF	-2.07166666666667
EPHB4	-0.06875
SOX18	2.559
IFRG15	1.1395
SERPINA10	-3.88175
WDR23	0.824
REEP2	-0.356333333333333
CDK3	-1.042
HSPA12A	2.022625
ARL8B	0.7012
SATB1	-1.547
PPM1D	-2.08283333333333
VPS45	-0.3745
TP53BP2	0.026375
GJE1	4.2025
CACNA1G	0.015
VGLL4	1.07425
GNPTG	1.12225
ROS1	-2.797
C21orf128	0.118666666666667
BMP8B	1.88575
SLC5A4	-0.252
SLC6A3	0.0186666666666667
C16orf53	0.552125
TMEM81	-1.887
APC2	0.9145
SYAP1	0.398125
C6orf54	-0.820166666666667
ZBED5	-0.1492
PVR	-2.08425
LTA4H	-0.447333333333333
CCDC24	2.2423
MAGEA4	-4.3005
IFIT3	3.25533333333333
MYADM	1.1915
C21orf82	-0.287
PDE3B	-2.61625
TMPRSS11A	0.048
PGK1	-1.62705882352941
CCL13	1.39816666666667
DERL3	-1.318
MLXIP	-0.957083333333333
PLOD1	-0.585875
MTFR1	-1.0593
NPDC1	1.88766666666667
GPAA1	-0.777166666666667
LTV1	-1.15225
RYR3	-0.571
C7orf46	0.137
VAMP2	0.7625
RNF135	0.5192
SUPV3L1	-0.84525
FIBP	0.719875
ADAMTS18	2.40916666666667
RNF25	0.8855
SOS1	0.3425
PLAU	-0.0795
MATK	-2.834
EHF	7.707
CTNND2	-2.08175
PTEN	1.21528571428571
ZNF189	0.549
SLC28A3	3.467
GUCY1A3	4.186
SETD2	0.5068125
ROGDI	1.8295
TICAM1	0.84
RASSF3	0.672
PACSIN2	-0.162
SERPINB5	0.6225
PRKCDBP	0.327625
TFDP3	-1.5535
LGR6	0.75275
RFX5	-1.10116666666667
OR52J3	0.533
PTPN18	1.79175
ZBTB34	0.467375
KCNF1	-0.69275
SYNE2	0.616857142857143
SLC22A4	1.18725
NETO2	-3.134875
VCPIP1	-0.26
LDHD	0.26375
ESX1	-3.6545
SQRDL	2.5245
GALK1	-0.82125
SERPINA6	-1.29
HD	0.01225
ASCL3	0.394
FBXL6	-0.403
FABP7	-3.657375
MAGEC3	-1.859
KLC4	-0.299375
CD1D	-2.61225
PRAM1	1.31475
EIF3B	0.0282857142857143
DSCR8	-6.47
FLVCR1	-0.9405
KIAA0141	0.0155
PROM2	4.25683333333333
ALOX5	1.3064
GPR162	-0.196
LYRM2	0.42375
RNASE6	-1.557375
HES5	2.16325
GJA1	1.024875
MRPS14	0.05725
HMHB1	0.2745
TAF7	0.376
BTNL9	-0.406
SFXN2	0.629875
VEPH1	-1.4125
GK2	-0.3085
AMBP	-4.976625
KIAA0953	-0.184
XAGE5	-0.378333333333333
CCBP2	1.216
TGM2	-2.056
ZNF202	-0.411
ACTL6A	-0.810666666666667
SLC23A2	-0.8584
ARHGEF7	0.10775
LOC728635	1.212
CRYM	-0.402333333333333
PKD2	-0.849
MANBAL	0.171333333333333
LIN54	-0.74925
ACTL7B	0.20475
OR4D9	1.353
KIAA1683	-0.192875
ZNF704	0.961833333333333
TCP10	-0.27675
MAGEB18	-0.3085
DEFA4	0.3865
ZNF197	-0.394
PTOV1	0.514166666666667
RNF208	0.855666666666667
CMIP	0.838833333333333
TRDN	0.57
UCHL1	-1.356125
APOL6	0.2438
PLK1	-1.657
NPHP1	1.46066666666667
NDUFA11	0.33825
DAB1	0.4755
RTN4R	0.485
PUSL1	0.282
SYT2	0.25575
ANXA13	1.1705
RFTN1	-1.42775
ATP8B2	-1.62283333333333
VN1R2	0.375
OR52E4	0.5445
NPPB	-3.29633333333333
ZNF148	0.083875
ZNF141	-0.082625
IKZF1	-3.144625
PSMC2	-0.22425
GGA3	-0.764166666666667
LPGAT1	1.46408333333333
SEC16B	0.690833333333333
C5orf38	0.950833333333333
THOC2	-1.0082
SLC16A12	-0.595166666666667
ALK	-2.29825
DACT3	1.2075
CACHD1	-3.025
GAN	-0.81775
EXOC6B	0.61
HIST1H2AE	0.52925
VAMP1	-1.8785
SRI	0.497666666666667
AKAP14	-0.09
HLA-E	1.1897
SLC25A32	-1.20116666666667
FLT3LG	0.471333333333333
ATP1B1	1.993
WDR1	-0.055375
SWAP70	1.16975
TRIM31	-0.476666666666667
ARNT	0.045625
ZNF596	0.1296
CDKN1B	0.516
FOXC1	-1.86625
SEMA3A	-3.3547
LSM14A	0.570083333333333
STEAP3	0.951
ABCA1	0.610166666666667
PLSCR2	0.171666666666667
EDC3	-0.219
THBS3	0.67725
C15orf43	0.187333333333333
GMCL1	-0.754166666666667
C9orf71	0.3735
MGAT5	0.6555
LOC402164	0.4415
TSPAN8	-5.1825
DYNLT1	1.108
IGSF1	-1.805
TMEM143	0.18775
FLJ25006	-2.792
ATP13A3	-0.518166666666667
C3AR1	0.967
CADM2	0.194166666666667
EFNA4	1.616
HAO1	0.25325
TWF1	0.3885
MRPS17	-0.1015
MYH9	0.477666666666667
C9orf9	1.417
C17orf79	-0.0623333333333333
FSCN3	0.29975
BDKRB2	0.918
PCGF6	-1.31266666666667
RAP1GAP	0.07575
TAS2R41	1.08
DCLK1	-0.334555555555556
DEFT1P	-0.143833333333333
TAF2	-0.28875
COPZ1	-0.762
KATNA1	-0.378
STIM1	0.83875
TBX2	-1.39433333333333
RPS4X	1.05015384615385
MARCH8	0.670666666666667
DHX33	-1.59716666666667
TMEM161B	-0.807
SYPL2	0.516
ADCY5	1.14775
SRPK3	0.158375
CXorf9	-0.7915
REC8	0.075875
CLP1	-0.7928
MGC52498	-0.5865
DUOX2	0.30525
C6orf150	-0.369
TSC22D3	2.05075
CASP8	-0.675
PRKD3	-3.2466875
CFH	-0.1415
TRO	-0.58275
NRIP1	2.05775
ZNF707	0.594166666666667
TBC1D22B	0.348166666666667
HYI	1.637
COX7B2	0.502
GPR52	0.049
CASC3	-0.490642857142857
METRN	1.80875
KRT3	0.9765
ARF1	0.543
C1orf111	0.51
MOG	-0.062
C6orf50	0.3655
MGC12966	-0.345
ATP7A	1.42983333333333
NOTUM	-2.77483333333333
LOC342897	0.7305
ITSN2	0.579666666666667
GIP	-0.181
LOC89944	-1.1145
UBXD8	1.046
GYPE	-1.888
JAG1	0.769666666666667
RLBP1L2	0.105
HIST1H2AL	0.620625
PAPPA	-2.5213
CYP4F8	4.89575
TRH	-0.363
DCTN3	0.1922
NT5C	-0.2805
HTR3C	0.114
VPS41	-0.191625
KIAA0174	-1.2561
ANKS6	-2.145
MPV17L	2.02183333333333
MT1M	-0.590333333333333
DTX1	-0.33825
LOC146325	0.9805
ZNF639	-1.25166666666667
CACNG4	1.673
TNNC1	-1.5275
MGC27345	-0.744625
CASD1	2.1998
HOXD4	0.445
SMC4	-1.81529411764706
TTC35	-0.6807
CTXN1	1.63325
RGS19	-0.88525
SFRS3	-1.07183333333333
TRIM43	0.4925
HLA-DQB1	1.6705
NUPL1	-0.7344
NRAS	-1.589
RPL22L1	-2.47525
ZNF138	0.893166666666667
FBXW2	0.3643
SIX3	2.52466666666667
HDAC9	-0.432583333333333
OGG1	-0.3629375
APLP1	-0.486666666666667
OR7A5	0.2335
DLX4	-1.46075
TUBA1B	-0.299583333333333
CRY1	-0.243125
C12orf29	-1.139875
MGC70863	-0.406272727272727
OR1D2	-1.531
C1orf25	-0.05025
CUZD1	0.06625
PUNC	-2.481
SCAND1	1.0875
MYT1	1.322
MPND	1.79275
GOLGA1	0.7416
ZBTB43	1.693
VAPA	0.81725
C4orf36	0.101
STAP1	0.281
SLC34A1	-0.084
PIK3R3	3.1642
TGM5	-0.2245
USPL1	-0.3111
FBXO40	-0.2076
BRF1	1.0792
CCL27	-0.0715
hCG_1657980	-0.569
PFN2	-1.5852
MYBPH	-2.738
PPP1CC	-1.0185625
CDCA7L	-3.2805
KCNB2	0.271
C20orf151	2.0145
USP13	-0.81675
RCOR2	1.10766666666667
FBXW4	0.596833333333333
WT1	-3.0165
TAS2R46	0.648
STK38L	0.588666666666667
LEPROT	1.533375
DDX42	-0.66225
TXNRD2	-1.49433333333333
TNFRSF4	3.9395
KSR1	0.14775
SLC27A1	1.361
POU5F2	0.44425
SLC22A11	0.148
C8orf32	-0.257333333333333
ZNF236	0.710214285714286
GABRB1	-5.08175
LRRC29	0.674
FBLN1	1.67883333333333
MRRF	-0.534
RP1	1.04
MARVELD1	-0.13675
AFF4	0.110785714285714
C17orf54	-0.2795
RAF1	-0.39625
SUB1	0.349666666666667
MRPS33	0.49825
ZIC1	-2.6537
ARL10	0.0355
RAG1AP1	0.766833333333333
P2RX5	-3.0473
NCR3	0.498
LTB4R2	0.6505
HLA-DPA1	3.92525
FKBPL	0.351166666666667
JAKMIP1	-3.01425
SNX4	-0.28425
CD248	1.7875
CCR2	-2.77375
LOC401152	-0.023
SH3KBP1	-1.4978
LMBRD2	-0.314857142857143
WDR51A	-0.0796666666666667
SYT15	-0.7582
SMOX	-1.3815
NACAP1	-0.0675
DRD2	0.297833333333333
COPS2	0.000250000000000004
FCER1A	3.8155
TMEM112B	-0.0385
SUGT1	-0.4359
CALR	0.733
DPY19L2P4	-0.00675
ADRA1B	0.826
LTB	0.40725
SNRPD1	-1.598
NCAPG2	-1.85333333333333
KCNMB1	1.90533333333333
ITGAV	0.592416666666667
LENG4	0.78025
C13orf16	0.9595
C20orf3	-0.037375
PIP5K1A	-0.557583333333333
PCNA	-1.808625
C1orf34	3.8905
MMACHC	0.26175
BEST1	-0.811833333333333
REV3L	-0.8235
ZRANB1	-0.34
AVPI1	-1.3105
ATG5	0.138875
SARM1	1.706
RGS7	-2.0995
HMP19	0.545666666666667
SGTB	-1.16
FEM1A	1.0242
C1orf122	0.38
MYCT1	2.0925
GM2A	-0.26225
ZCCHC7	0.467357142857143
MYH10	-2.46025
DKFZp761B107	1.6035
ADAL	-0.2265
OR10J1	0.441
TMEM9B	1.296875
DNAJA1	-1.101
SCGB1D4	0.3665
LRRC50	2.317
PRKX	-1.35175
NUDT14	1.6648
PCTK1	-0.0126363636363636
ARG1	-3.9125
KIF2C	-2.151
GFM1	-0.9875
RAB11FIP3	0.531166666666667
HBD	-2.6045
NPR3	-0.5894
IRAK3	3.54016666666667
OLAH	-1.2645
CYB561D2	2
CNNM4	0.89425
MYO5A	-0.875
SIPA1L3	2.21583333333333
ADAM10	-0.735
LIPA	0.651666666666667
NAP1L4	-0.1471
MRPS22	-0.8695
GNG4	-2.71016666666667
PSG5	-0.361833333333333
PPP2R2C	1.731
P2RY12	0.30975
SLC6A13	0.2625
AGPAT4	-0.2503
C6orf199	0.77975
FAM53C	-0.442125
TPM1	0.797045454545455
PYHIN1	0.531833333333333
LINGO1	0.489166666666667
CIDEC	-0.0248333333333333
CRIM1	1.0893
DHTKD1	0.37625
ZNF546	-0.0179166666666667
CD300LG	0.3399
SFRS2IP	0.613833333333333
FLNB	0.85525
NOC2L	-1.459
SPINK7	0.63175
CRTC2	0.14375
HMG4L	-0.8685
C14orf162	1.921
CCDC123	1.4985
HTRA3	2.5334375
SPTBN5	1.61616666666667
C1orf77	-0.495
TAF1L	-0.211
WDR78	3.19733333333333
WDR49	0.547833333333333
SIN3A	0.05875
ECSIT	0.493666666666667
VSIG4	4.16725
DIRAS2	-0.0536
TXNL1	-0.2895
MTERFD3	0.08975
CCNYL1	0.00475
CISD2	-0.555666666666667
OR5C1	0.2655
OBSCN	-0.33975
GBA	0.0156666666666667
SLC9A11	0.363
C6orf64	0.944
ESD	-0.50325
CYYR1	0.8385
PNRC1	-0.23775
FCAMR	-0.6105
PPIA	-0.128714285714286
VDAC1	-0.07125
TRIB1	1.744
NT5C1B	0.4335
CLDN17	0.4085
ICOSLG	-0.018625
RGR	0.2905
DSG1	0.11
TMEM27	-0.53825
C1orf69	-0.56425
PRAP1	-1.66125
DQX1	-2.86225
C20orf46	-1.45918181818182
NHEJ1	-0.576833333333333
DNAJC18	-1.1725
MANEAL	0.224833333333333
MTBP	-1.70575
S100A6	-0.316
ABHD7	-1.6985
NEDD1	-1.01733333333333
TINF2	0.95175
SLC7A10	-0.1565
KIAA1875	-0.473333333333333
TMEM20	-2.33075
COX19	-0.634875
SPRR1A	1.12383333333333
SCEL	-0.77
CCDC70	-0.3825
CRISP2	0.110666666666667
ILF3	-0.373944444444444
