Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
HDLBP	0.194857142857143
ACY3	-0.72725
HECW1	-0.634
ZNF519	-0.4855
HOPX	2.6005
ZNF304	1.644375
OR12D3	0.019
FKSG43	0.015
METTL1	-0.600375
MFSD3	0.2758
PSPH	-0.00275
CLCA3	-0.519
DARS2	-1.92883333333333
CDC25A	-2.648
BAIAP2L1	0.417
B3GNT5	-1.179875
USP29	0.1005
ARHGEF10L	1.9576
ATOX1	-0.335875
ADAM30	0.27725
DNASE1	0.2185
STT3A	-0.107166666666667
RAB6IP1	-0.4145
PTN	0.8468
C1orf106	-2.16015384615385
HECA	2.4445
RNF122	0.5375
SLC22A18AS	-0.2845
GNG8	0.0918333333333333
ELP4	-0.12425
FAM65A	0.2015
RPL10A	-0.113333333333333
IRS4	0.27
MACF1	2.7611
SEC24D	-1.01825
LOC374395	0.77375
TGFB2	-0.249375
MDFIC	0.677
CHRNE	0.211333333333333
PCMTD2	0.665666666666667
ATP6V0D1	-0.6105
MTA2	0.2525
LZTR1	-0.857
RAP1A	0.4865
AXIN1	0.815125
POLR1C	-0.22075
TRIO	0.216166666666667
PLXNA4A	-0.20025
C5orf33	-0.3455
DEPDC1B	-4.1625
ZNF473	-0.516
MTM1	1.131
GPR107	0.565666666666667
CSNK1A1L	1.031
FLJ14154	-0.138
NLRC4	2.53325
ENPP4	4.98116666666667
PADI3	-0.2575
RNF170	-0.227125
CG018	1.16316666666667
C16orf7	-0.22925
KCNE1	0.03275
NRM	-1.28983333333333
SLC37A3	-0.975928571428572
TPD52L2	-1.10266666666667
UNC5B	1.958
C12orf12	0.188666666666667
SDHB	-0.6225
CLRN1	0.1525
NUDT10	-0.992333333333333
UGT3A1	-0.056625
FBXW8	0.24875
RHOF	-0.431875
PTPLAD1	1.05925
MYO3B	-1.22475
DERA	-0.998
TPP2	0.64575
C19orf53	-0.219
GINS3	-1.575
ST6GALNAC5	3.294
CHSY1	1.52
MGC15705	-0.0105
GPR83	0.0866666666666667
EXT2	0.69275
DOLK	0.48325
TUBAL3	2.82625
ACVRL1	1.9469
ABL2	-0.1015
C14orf156	-1.40783333333333
PTPRZ1	-3.3005
DIP2C	1.092
LAMP1	1.55625
RXRA	0.8743
MAP3K5	0.59925
ALKBH1	-0.756
PDLIM7	-0.435375
ARL14	-1.902
SNIP1	0.1195
TIMP3	1.46541666666667
RGS3	0.262
SPAG16	-1.4574
ABHD4	0.0985
ARHGEF12	0.8505
GLUD2	0.064
RAC2	-1.7246
UAP1L1	-1.265
SLC18A3	0.182
YOD1	-2.53816666666667
RALY	-0.77775
HMOX2	0.882375
DGKH	-0.66075
DBNDD2	2.942
YIPF4	-0.015125
THAP10	-0.6705
ZNF513	0.13825
HAGHL	-1.4365
ITGB4	1.0905
CCDC141	-0.7365
YTHDF3	-0.16
C5orf28	0.7505
RPL7L1	-0.692
TMEM30B	1.75021428571429
ANKRD35	1.5575
DUOXA2	-0.06975
TBC1D5	0.20925
DFNB59	-0.448
HRH4	0.53725
MYO6	2.8615
DNAJA4	3.249375
RBM24	0.206125
CEACAM20	-1.9415
RBM23	-0.170571428571429
NGFB	0.584
C1orf63	-0.8559
KRTAP7-1	-0.2745
PERLD1	1.41025
NPB	0.226
C17orf59	0.33
HSPBAP1	0.0125
SLC15A4	0.19225
PRTFDC1	-0.8935
OSMR	-1.85342857142857
CYSLTR2	0.2735
C19orf25	0.6852
KIAA1797	0.022
NLRP6	-0.0905
FAM105B	-0.1799
SCRN2	-1.51133333333333
LRRC58	-1.0919
RNF17	-0.31925
NEIL3	-4.1445
FAM137A	-0.9475
SKP2	-2.951
PARVA	0.664166666666667
PKLR	-1.187
RNF34	0.466375
A3GALT2	0.0575
C12orf50	-0.0403333333333333
SUNC1	-1.69875
FAM102B	0.744333333333333
CCT2	-0.9805
LRRC37A2	-1.221
ARF4	-0.319
SIKE	-0.361
C8orf48	-0.258833333333333
MBTPS1	0.464714285714286
GPSN2	0.695
NCF2	1.252
SLC12A6	-0.0828333333333334
MRPL48	-0.101
HMGN3	-0.302333333333333
LRRC62	-1.0085
PAX9	-1.2535
FAM55A	0.115
C20orf42	-3.1425
SCML2	-1.80116666666667
BCL9	0.798
FAM40A	-0.06175
C9orf41	-0.474666666666667
ZNF774	0.12
LETM1	-0.71225
PLXNB1	-0.726166666666667
NIPSNAP1	-1.13675
USP10	-0.69275
F9	0.34575
LIPE	1.292
CNGB3	-0.422
C12orf52	0.15825
PI4K2A	-0.03025
MED8	0.04775
STAT4	0.3177
FGD4	0.7525
RNF145	-2.12966666666667
WDR32	0.6174
CLDN2	0.0335
TCEAL8	-0.03675
ZMYND8	-0.1256
PDXK	-0.1344375
GATAD2A	-0.0655
PTGES3	-0.495
CCM2	-0.6145
TAP1	0.25
ZNF670	0.00975
ETS2	0.223928571428571
C6orf166	0.520666666666667
PRMT2	0.403285714285714
OR4B1	0.5235
INTS8	-0.181
CCDC102A	-0.616
CCDC83	0.257666666666667
ITGA1	0.4145
EPHA5	-1.7858
FAM24B	-0.376833333333333
TSGA10	0.63175
HAL	-1.35783333333333
MYOT	0.294
SPACA3	0.1705
BCL2L2	0.4115
CUGBP2	-0.8505
CCNB3	0.31875
RNF113B	-0.199
MERTK	-0.13925
BAG1	1.828
VPS36	0.10375
ORMDL3	0.1883
C1orf190	0.117
ZNF625	0.241
CORO2B	-1.34375
ALOX15	-0.3925
CST1	3.0165
NUPR1	2.69416666666667
CCL7	-0.24625
SMCR5	-1.9245
DSC2	0.7255
RBMS2	0.182
GRIK4	0.583
TRIM65	-0.0123
TMPRSS6	1.31478571428571
TP53INP2	-0.744
GLB1L	0.458
LOC388284	-0.0193333333333333
PUS1	-0.972642857142857
BCL9L	-0.1905
OLFM1	-0.504416666666667
RET	0.679375
MASTL	-2.2645
ALX3	0.12575
IL1RL1	0.455333333333333
ZNF765	-0.1885
C14orf138	0.0505
SNX10	-1.747
TAC4	-0.07
C1orf64	3.58625
POGK	0.465125
MAPK9	-0.26225
ZNF366	3.2295
C8orf79	-0.0972
CLDN7	1.114375
OR5AT1	0.377
TRIM37	-2.72675
LRRC25	1.125
GRHL2	2.8554
TEKT3	1.41925
LASS5	0.0545
ABCC4	-2.25766666666667
DLG3	1.346875
VGLL1	0.523875
ZFP36L2	1.20316666666667
MFRP	-0.125333333333333
KIAA1799	0.1205
FLJ44379	0.1745
PCNX	-0.468
ANXA9	0.366
CYP4V2	-0.3366
PIK3C2A	-0.34575
SRR	-0.7615
NOL3	-2.20925
IFITM2	0.1505
ARNTL2	-2.61875
ZNF595	-0.07525
NLRP13	2.4545
ASPH	-2.540875
CPA2	0.304
PVRIG	-1.4085
LEPR	-0.177333333333333
C16orf42	0.458
SH3BGRL	0.6255
FAM77D	-1.08066666666667
FNDC7	0.115
C9orf6	0.595166666666667
NOTCH2NL	1.05133333333333
PGBD1	0.535333333333333
SYNGR2	0.740666666666667
PITPNA	-0.683875
PRPF4B	-0.5392
SLC43A3	-1.49464285714286
NRBP1	-0.4505
SLC25A22	-0.3625
ILK	-0.603125
SLC22A8	0.419333333333333
MRPS7	0.27975
PITX2	-1.862
FABP3	-0.14425
OR1L1	0.3905
LOC728215	-0.19075
BLID	-1.7545
KIAA1217	3.56417647058824
TFPT	0.35075
AP4B1	-0.6325
VBP1	-1.072
OR1K1	0.105
MORC3	0.8245
BHMT2	-0.962666666666667
C3orf10	0.296375
FZD7	1.003
WFDC10A	-0.428
PMS2CL	-0.958375
CCDC32	0.398333333333333
FA2H	0.478
ALG13	0.25
TTLL7	-0.6515
SPOCK3	0.14725
SLC13A2	-0.073
AIM1	1.928
GPRC6A	-0.1535
EGR2	4.98675
MED11	0.00625
WWC1	2.8515
SH3GL3	-3.51125
RIF1	-0.513142857142857
PRLH	-0.0835
VLDLR	0.393
DBT	-0.013
C21orf63	0.55725
CGGBP1	0.3895
KRTAP12-2	-0.0335
TADA3L	-0.589625
ZBTB16	2.707
PDGFB	1.974625
RFX1	0.541125
UQCRB	-0.2648
LOC133874	-0.1255
HPS3	-1.64025
LGALS3BP	1.5992
DKFZP564O0823	2.62357142857143
MRFAP1L1	0.07225
HOXA10	-1.40133333333333
NGB	0.1055
KIF21A	-0.506615384615385
IFLTD1	0.027
LZTS1	-0.2675
ARHGEF3	2.564
RHBDL3	0.0315
CSNK1G2	-0.51275
ChGn	-0.88225
KIAA1244	2.77
GABRB2	0.132
MGC72080	-0.485
CD27	3.13075
EGLN1	-1.4483
PEX13	0.067
RWDD3	0.43975
RNF12	-0.598666666666667
GRIN2B	0.2565
ADAMTS14	-0.6965
DYDC2	1.737
ATP6AP1	0.8589
NR1H2	-0.1005
PDK2	-0.106
C3orf17	-0.0123333333333333
SLC38A2	0.181
SLC25A29	0.0326666666666667
C15orf29	1.207125
ADAM9	0.440583333333333
TMUB2	-0.078625
GPR176	-0.416
AGK	-0.74075
MCCD1	2.34425
NDUFA4	-0.377
TMEM146	-0.00750000000000001
DUSP1	1.004375
UNQ6975	0.3715
EMX2OS	2.97075
INSM2	0.5095
LUZP4	0.06725
SETD6	-1.67925
P2RY2	1.44675
SLC45A2	-1.142
RABGAP1	0.662333333333333
UBXD5	-0.069375
GPRC5A	1.5451
PAK3	-0.0135
LOC63920	-0.26225
TGFBR1	-0.6391
KRTAP6-3	0.24775
SFMBT2	-0.3285
CDC42	-0.237125
C11orf35	0.3465
TTLL2	-0.0865
UACA	0.77975
CD97	-1.6751
SETD5	-0.027875
NINJ2	-0.3605
PTER	1.0275
POMGNT1	0.667
KRTAP4-2	0.182
ECGF1	1.808125
HRB	-0.495363636363636
ATP1B2	0.3475
LOC400506	0.13225
COL4A3BP	1.527
C6orf97	2.1205
GRHPR	0.710125
TAS2R1	0.8775
SEMA7A	-1.74375
EDF1	0.5605
ODF2L	-0.7656
PCID2	0.405
GTF2H4	-1.23183333333333
ZCCHC3	-0.414625
CGB2	0.178333333333333
NEUROD1	-0.037
C20orf75	-0.1185
RP5-1054A22.3	1.37433333333333
IFNA5	0.0835
ZNF134	0.820666666666667
MGC119295	-0.6966
ZSWIM6	0.354125
SMEK1	0.0536666666666667
PCGF2	-0.398375
C1orf102	2.68225
CYP2A13	2.042
KCNH6	-0.2583
MDM1	0.3332
ALDH7A1	-0.573166666666667
C9orf75	-0.0535
VDAC3	-0.16475
OR51T1	0.191
EIF3F	-0.827833333333333
KCNJ10	-0.553
LENG8	0.14675
EDEM2	0.05975
CCNJL	-1.2115
DHX37	-0.5655
CRYGN	-0.1525
AATF	-0.9925
ZNF630	2.354875
E2F5	-0.6675
WFDC13	-0.2605
FTSJ3	-1.531
C4orf33	-2.082
LHFPL4	-2.142
C19orf56	0.162333333333333
SMAD4	-0.063125
AFM	-0.397833333333333
G0S2	-0.50475
FCHSD2	0.5378
RRP1B	-0.6942
EEF1B2	-1.34716666666667
STAT6	0.0153333333333333
ZNF195	-0.79025
GNL1	-1.68033333333333
ZNRF2	0.393166666666667
PER3	-0.92725
ASB16	0.12525
C10orf10	2.09342857142857
ADCY8	-3.11233333333333
C9orf58	-0.26
ARMC10	0.106
PSG1	-1.0345
DHX34	-0.19
VARS2	-0.021125
NFIC	-0.14725
ITPR2	2.88225
AGXT2	1.4835
OR6K3	0.018
H2AFZ	-1.78266666666667
MLLT3	0.447916666666667
COX4I2	2.121
CCNT2	-0.150375
PLK4	-2.70475
NUMBL	-0.507
MED16	-0.4435
PLEKHQ1	0.86975
GOSR1	0.407166666666667
BTG4	-0.056
RPL30	0.824166666666667
IGSF5	0.77075
IGFL2	-0.696833333333333
ELMOD2	-0.243333333333333
SHC3	-1.72266666666667
HAVCR1	0.075
DYNC2H1	-1.183625
RNF5	-0.232166666666667
C2orf7	-1.2035
NLF1	0.693
KLHL25	0.75875
LRP10	0.6608
KRI1	-0.82725
PUS7L	-0.563
MGMT	1.31225
HOXD1	-0.633166666666667
CSH1	0.2045
ATG16L2	-1.39275
FLJ44635	0.102
CHODL	-0.1605
EXOSC8	-1.8515
SLC28A1	-0.00874999999999999
MYO7B	-0.5365
SEH1L	0.2319
MTNR1A	0.311833333333333
TSPAN5	2.22583333333333
CDC45L	-4.467
AMIGO1	0.4685
ATAD3A	-1.691125
OSGIN2	0.02
PDIK1L	0.155833333333333
DARC	2.77875
PIPSL	-0.065
SHMT1	-1.353
CRISP3	-0.36
POPDC2	2.5985
ZRANB2	-0.429
FBXL8	-0.11025
TRIP13	-2.08754545454545
EIF5AL1	-1.5625
POU5F1P3	-4.633
IL6	-1.12766666666667
CXorf38	-0.457833333333333
IFNA16	0.0645
FBXL2	1.9295
BRD1	0.4305
STATH	0.1495
FBXO44	-0.0711666666666667
MCCC2	-0.53825
CDC2	-2.1443
C5orf23	0.001
IVD	0.378833333333333
C10orf122	-0.59825
MSL3L1	-0.2777
MVP	0.8075
EPOR	-1.2823
ZMYM1	-0.0831666666666667
BCL7C	0.681333333333333
PSTPIP2	0.2452
LYPD1	-1.964875
OR8G5	0.1495
ZP3	-0.760666666666667
BCAS4	1.23291666666667
EDG6	1.52725
ISY1	-0.5835
PRAMEF2	-0.8915
CUL1	-0.250125
RNF213	0.5953
CCRK	1.2365
DHX9	-0.45525
C13orf29	0.80125
NCKAP1	0.754333333333333
MRPL43	1.01671428571429
XPR1	-1.7425
PKN2	0.4863
PODNL1	0.139
ZNF333	1.424875
DALRD3	-0.295
OPN1SW	0.347
BTBD6	0.38025
C11orf82	-1.8135
OR5P3	0.0785
DUSP11	0.006
L1CAM	-1.3628
NEK11	1.67633333333333
OR7E91P	1.3645
CNTN3	0.3991
CREB3L2	-0.4775
ZBTB37	0.246
KIAA1324L	1.328
NDUFB10	0.4535
NUDT2	0.6485
GTPBP8	-0.671
CACNA1D	0.5135
PRKAA2	-1.334
PRDM8	-0.068
MGC16075	-0.443166666666667
KRT14	-0.610642857142857
PP8961	0.359875
MRPL18	-0.272
ABCG2	0.80475
PACRG	1.97
BBS2	-0.5305
KREMEN2	-3.485
FBXO21	0.9955
HNRPUL1	-0.0610833333333333
GRB10	0.198
CLSTN1	0.135
LMAN2	-0.2789
C17orf61	-0.8685
NIPSNAP3A	0.9705
INSIG2	-0.83
PCDHB7	0.0278333333333333
STXBP2	-0.16375
CMAH	1.0515
SEMA5B	0.29675
ZNF155	0.5
COQ6	-0.774333333333333
PRPF4	-0.18275
TSPAN15	1.9326
VN1R5	0.2755
LATS2	0.2405
SELK	-0.384
PGK2	0.251
MS4A1	-0.304625
TYW3	-0.2376
KRTAP5-1	0.28875
RCCD1	-2.19416666666667
BTN1A1	0.30125
DDX28	-0.41675
TMEM65	0.413375
LOC92345	-0.09125
TTC31	-0.41525
WDR46	-1.06783333333333
CHP2	-0.7255
LSP1	-0.108875
ZNF542	0.12375
EXOSC1	-0.0985
ARHGAP18	0.638
LRRTM4	-0.65325
MAOB	3.06941666666667
CACNB4	2.20775
MGC33846	0.547875
RANBP3L	1.62125
ATP5L	-0.4415
ONECUT1	-2.845
NUDT9	-0.4355
TMEM149	-0.4425
STX17	0.5975
IGSF10	-4.28325
TMPRSS9	-0.285
BMPR2	1.59225
ALLC	0.2645
KLF7	-0.64525
GCC1	0.9677
TIMM9	-0.13475
CDO1	0.473
MGC10701	-0.073
IFI6	0.895833333333333
FRMD8	0.21525
MGAT2	-0.031
WBP5	-0.87
CNIH2	-0.1405
KIAA0907	-0.6178
KCNH8	-0.178
CTSG	0.3915
GRIK1	-0.73
CUL5	-0.004625
FRMD1	0.4025
OR9A4	0.451
SYT6	-0.789875
FOXD4L2	0.42225
ANAPC2	-0.458666666666667
OPN5	0.15
TAF13	-0.5315
LYG2	0.104
GGNBP1	0.314
C11orf40	-0.0795
OTX2	-1.0415
REG4	-0.0536666666666667
EIF5	0.1373125
PALB2	-1.201
SEPSECS	-0.945
RNASE3	-0.19775
TRIM49	-1.1055
POLR2K	0.1172
GPR42	-0.0455
C8B	-3.02725
SASS6	0.33675
PREB	-0.700166666666667
OR3A3	0.3315
TUBA8	0.058375
IGLV2-14	-0.579
STIL	-2.19525
ANKFN1	-0.466666666666667
NME7	-1.03925
HOXC12	-1.96125
UBE2C	-2.05625
FHOD1	-1.28575
CDK2AP1	0.423666666666667
OR6K2	0.0805
DHPS	0.1945
RPL5	-0.534916666666667
TRGV5	0.305
LOC541472	0.133375
HCCS	-0.4681
DENND1B	0.3195
LHX3	-0.176
OR5D16	0.4845
CXorf57	-0.0678333333333333
IRF2BP1	1.286
NDST2	0.9075
LCE3D	0.324
BOLL	0.310375
SYT3	-0.7235
PIH1D2	-0.91525
C20orf7	-0.388666666666667
IL1R2	-1.07533333333333
SLAMF9	0.088
PPME1	-0.055
PIK3CA	1.2855
TRAPPC1	-0.94375
COLEC10	-0.54325
SLC9A6	-1.26383333333333
PDDC1	-0.63725
CCDC53	-0.03325
GK3P	-1.148
DAZL	-1.164
BRI3	-0.266
SDK1	-0.83175
CYP2C18	0.20875
IFI44L	2.572125
RPL3L	0.476
FUT9	0.525
KIFC2	-1.22416666666667
PMP2	-0.01775
SLC4A9	0.1655
PLAG1	-0.00333333333333334
MYCBP2	0.833666666666667
OR4E2	0.218
CCDC65	0.155
C16orf82	0.123375
ENTPD4	-0.4555
BRP44L	0.260625
PMP22CD	-0.07625
TMCO4	0.527666666666667
KCNN1	-0.854666666666667
WDR35	-0.43325
CCDC80	1.478125
C3orf31	-0.6205
SLC7A9	-0.225
TMEM190	-1.01
DBC1	-1.53333333333333
FADS3	-1.24883333333333
PDZD8	0.4935
GRM5	0.101875
AZGP1	3.8156
PEX3	0.4035
MED1	-0.518642857142857
ATG4C	-1.42283333333333
HNRPH3	-0.669125
FAM109B	1.007
C4orf17	0.0805
CA10	-0.14575
OPRD1	-0.0465
CCL16	-0.99225
SACM1L	-0.99225
CST6	2.746
CD63	0.6960625
LGI1	-1.33
ZNF784	0.2245
CRYBB1	-1.628
CX3CL1	1.28665
TOP2A	-3.63225
GYPB	-2.676
GADD45GIP1	-0.57475
FEN1	-1.777125
IGF1R	2.3064375
WDR72	1.9835
PURG	-0.39
DEFB126	1.444
PKD1L1	0.513
CAV1	-1.186
GNPDA2	0.0167
DGAT2	0.696875
NLGN1	-3.59875
STRBP	0.50575
HPRT1	-1.30933333333333
FANCI	-2.497875
PSMA7	-0.3195
DBF4B	-0.7655
TTF1	-0.37775
RAD54L	-2.82425
ELOF1	-0.93925
PLAGL2	-0.2975
ZNF256	1.227
HMGCL	-0.459
MSI2	0.226333333333333
RPESP	1.16016666666667
C11orf60	0.61275
ABCD1	-0.231
ACAA1	0.436
SPARCL1	5.41757142857143
IL6ST	2.8115
ZNF319	0.099
TMEM109	-0.0627
FAM90A1	-0.405833333333333
IL22RA1	-1.485
ATP4B	1.4285
TEC	-1.42616666666667
C7orf30	-1.71575
TXNDC2	-0.747166666666667
ABCB4	-0.3965
KIAA1191	1.254
C9orf38	0.07
SFTPB	-0.11175
CNTNAP2	-1.792
FRK	1.2635
TBX19	0.03525
CHD4	-0.308
C6orf26	-2.727
MOSC2	0.1795
IKBKE	-1.36675
HIF1A	-2.4715
LOC595101	0.3245
RELA	0.346
TMEM16B	-0.394333333333333
ABHD12B	2.925
TSEN34	0.756
KIF18A	-3.77975
TXNDC9	-0.732666666666667
SPATA2L	-0.016
SEMA4G	-0.81
C21orf91	-0.651
MATN1	-0.187
KCNIP4	0.0371666666666667
TUSC1	3.140125
OR4C15	0.29125
ARMCX6	0.728583333333333
WBSCR27	-0.625666666666667
OR52I2	-0.5275
KIAA1604	-0.3395
DYNC1I1	-0.597875
PPP4C	-0.1095
SLC47A2	-2.10716666666667
TREH	0.027625
CD48	0.630833333333333
ST14	0.754
PKN1	-0.95925
SPON2	1.632
XBP1	2.36358333333333
SFRS12	-0.0333333333333333
EFCAB6	1.9725
SELT	0.31275
SLC39A2	0.413
ERF	-0.978833333333333
ARL3	1.143375
SURF6	-1.0637
MLLT10	-0.198523809523809
FLJ11171	-0.187166666666667
TDGF1	-3.273
ERCC6	0.21125
EIF2AK4	0.7685
BAZ1A	-0.0335
LRRN3	-0.255666666666667
TMC3	-0.22
EFTUD1	0.4515
PTPRO	-0.102333333333333
CLEC12A	-0.04
ACBD4	-0.086875
ZDHHC14	-0.74825
OTUD7B	0.985625
ACTB	-0.070125
MSRA	-0.1205
LCE5A	0.374
IFI35	0.089
BSCL2	0.171833333333333
ANKRD12	0.5285
CFHR2	0.312
RGAG1	-0.230833333333333
HSFY1	0.3595
SLC30A5	0.488166666666667
IMPG1	1.0705
GPR109A	0.3515
ZNF185	1.706
IYD	0.45925
NPCDR1	0.317
SERPINA13	0.098
HMGCLL1	-0.687
NEUROG1	0.415333333333333
UBQLN1	0.3355
LIN37	0.4595
SOCS2	0.016625
DSCR4	-1.4925
XKR6	-0.96275
GPR142	0.477
KRTAP13-3	0.0505
CCDC15	-1.1805
MOS	0.203
CD1E	-1.5565
OFCC1	0.116833333333333
FAM83D	-3.78225
SRFBP1	-0.09225
C9orf96	-0.0175
DHDH	-2.75725
CCDC90A	-0.192
RABL3	0.02365
CD320	-1.4735
ANGEL2	0.334833333333333
MRPL21	-0.06925
SMG6	0.198833333333333
INSR	1.93175
FLJ14816	-0.7825
GLRB	-0.194166666666667
C9orf89	1.157
CIZ1	-0.40975
URG4	0.189
LRDD	-1.94383333333333
CBY1	0.501333333333333
NFX1	0.277375
MTERFD2	0.231928571428571
C19orf23	0.259
PGC	-2.375125
IER3IP1	-0.0438
RASAL2	0.408
C1orf89	-0.91475
SYNJ1	-0.093125
NFKBIE	-0.02375
FLJ40125	-1.5475
TCEB2	0.0331
NOG	-1.8595
POLR2J2	-0.217
HLA-B	1.34625
PCDHA1	1.805
PPP2R2B	-0.6595
ARHGEF17	1.14066666666667
TCF7L2	1.05171428571429
CHD5	-0.466
ZNF431	-0.07075
TBC1D25	0.55425
ZNF800	1.404
SCUBE2	2.43827272727273
MYCBP	0.677166666666667
GPX5	0.3735
C6orf129	-0.95
QSER1	-0.375833333333333
ULK2	1.95175
PIGO	0.944833333333333
NRCAM	-2.33842857142857
SLC35E3	0.302
CSRP2	-0.531
HYPE	0.17475
MAPK15	0.186333333333333
MGC14327	0.1245
TIMM13	-0.838666666666667
ZNF462	-0.8735
GBA3	-0.05
TEX13A	0.477
MCM6	-1.986
MTRF1	-1.42875
ABCA7	-1.3615
EIF4A2	0.7845
ZC3H10	0.8083
RPGR	2.15033333333333
C20orf94	-0.008
RP1L1	0.017
GPR125	-0.54375
USP22	0.766928571428571
OR1L4	0.08975
MLZE	0.0875
FLJ32065	-0.61825
PTCD1	-0.0685
CRTAC1	1.85316666666667
BXDC2	-1.363
C18orf1	4.02183333333333
FAM107A	2.05614285714286
EFNA3	-1.1635
P18SRP	-0.1392
CAMKK2	1.26483333333333
KIAA0649	0.5525
NES	-0.7555
HS6ST3	4.086125
PON2	-0.34775
TCP11L2	0.59075
CLEC4A	1.35525
PRR12	0.6825
MLXIPL	-1.2856
C2orf50	0.368
ZNF28	1.01075
ENC1	1.75833333333333
MAP2K1	-0.181875
FKSG2	0.39
KIAA0430	1.76875
PTP4A1	-0.9935
GPR156	0.3745
GTF3C6	0.16225
UBR2	0.2241
LOC388272	-1.412
MAK	0.203
ACOT4	0.859
STC2	2.13416666666667
PIGW	-1.924625
SAE1	-0.44475
COL6A1	-0.417681818181818
OAZ1	-0.4035
STMN4	0.355666666666667
EDG3	1.86983333333333
SGCE	0.761166666666667
IL11	-2.6415
PRSS8	2.210875
YIPF5	0.244583333333333
WNT4	2.82
CSN2	0.248166666666667
TCF7	-3.057625
TDO2	1.3025
SAMD9	-0.227625
S100A7A	-0.0195
MMRN1	2.34683333333333
GKAP1	0.30125
AKR1C3	-1.461625
RNF19A	0.552375
GMDS	-0.6675
YKT6	-1.029375
SPARC	1.0678
C12orf31	-0.49725
UBE2V2	-1.03483333333333
FBXL18	-0.932833333333333
KIAA0460	1.275
ADAM22	-0.427375
SERPINC1	-4.58625
KCTD21	0.353
MYOHD1	-2.8165
ZNF37A	0.913166666666667
GTF3C1	0.328833333333333
CTSZ	2.66125
PRNPIP	-1.040875
DRD1IP	0.06725
NR1I2	-2.2555
ZNF266	0.4859
SPAG4L	0.0435
COX4NB	-0.71
SAPS1	0.317833333333333
APOA1	-3.406125
TATDN1	-0.459833333333333
C10orf82	2.6885
KPNB1	-1.58175
FOXO3	1.42358333333333
CRYBB2	-1.213
ZBTB5	-0.328833333333333
SLC25A38	-0.4865
DCTN2	-0.0328333333333333
IFT20	-0.1385
CTHRC1	1.30525
C1orf31	-0.597125
UHRF1	-2.236875
GPC6	-1.53675
C10orf54	0.92175
MCF2L2	-0.277666666666667
WNT9B	0.098625
OLA1	-0.3
FAM120B	0.935
TTLL10	0.1285
CYorf15A	-5.3895
RELN	-2.0406
SCN2B	0.18525
MFHAS1	-1.175
NKX3-2	-1.75166666666667
RASGRF2	-0.4185
SSBP1	-0.9395
KPNA6	0.180642857142857
LOC389118	-0.204
HS3ST4	-1.3735
SUPT7L	-0.415875
FLJ32658	-1.04675
IGFBPL1	-0.71925
KIAA1641	0.3901
SHKBP1	-0.471333333333333
CSF1R	4.399
NAGK	-0.2305
MYL2	0.607
HIST1H4C	-1.32366666666667
TOMM7	-0.674625
ADAMTSL3	2.7596
TNFSF14	-0.43275
PRRT2	-0.442
VTA1	-0.1365
AOAH	2.0775
CRISPLD2	1.28478571428571
PNN	-0.4526
TA-NFKBH	-0.177
ESPN	-1.05875
RBM43	-0.2065
KIAA1267	0.626375
DDX3X	-0.0356666666666667
KIAA1576	-4.1565
PLXDC1	3.94533333333333
FLJ25801	-3.87625
HNRNPL	0.29375
RUNDC3A	-0.0233333333333333
CASP12	1.7505
SH2D5	-1.102
RPL26L1	-0.5115
OR51A7	-0.137
HDC	3.2725
C2orf16	0.300333333333333
SYTL3	1.02975
GOLGA4	-0.272875
NOTCH1	-0.342833333333333
ATPAF2	-0.0785
ECD	0.406
SSX5	-1.64533333333333
SNAP91	0.05825
OCA2	-4.203
PNPO	-0.680666666666667
DAPK1	-0.398666666666667
PINX1	-1.19766666666667
SELENBP1	1.217375
NEK3	0.0585
TMED4	0.883928571428571
SSTR4	0.042
FOSL1	-2.4096
CD40LG	0.2315
CES1	-1.41391666666667
DCI	1.22583333333333
B3GAT3	-0.0743333333333333
STK17B	-1.65025
CNTN6	-0.05325
CYP3A4	-1.591
MBOAT2	0.517642857142857
PISD	-0.077875
USP1	-0.41025
PYDC1	-0.123333333333333
CENPM	-2.214625
SAR1B	0.4265
TTC7B	-0.70475
DP58	-0.1615
GPC1	-0.23925
RBL1	-2.031375
TMEM137	-0.975
TOB1	0.781833333333333
TCEAL1	1.76616666666667
CENPF	-2.92845454545455
C6	3.17833333333333
PRSS1	-3.57075
PPIL6	1.99716666666667
C6orf124	0.839
ODZ4	0.0516666666666667
SNCB	-0.2975
NDUFB9	0.425625
CNOT6L	0.478
S100A9	-0.9775
TRIM50	-0.141
KCTD1	1.6019
WDR63	-0.146
SPEF2	1.990625
RNGTT	-0.377666666666667
CXorf22	-1.295
KCNK16	0.498
CEP250	-0.875875
ATPBD1B	-0.64025
KCNJ2	3.9495
MT1B	-0.884
ZNF684	-0.76
SLC4A1	0.13825
PDHA1	-1.089
ZNF492	0.736625
TKT	-2.015
BYSL	-0.66325
RNF38	0.331625
AHDC1	0.0265
KLHL2	0.29675
CMTM8	2.03875
DMP1	-0.281
HERPUD2	0.223125
CRTAM	1.37666666666667
ZNF572	1.21125
TMEM16J	-1.3425
HSD17B2	-4.341
UBE2G1	-0.3485
AHSA2	-0.591
PELI2	-0.659
TPX2	-2.812125
ATP9B	0.9165
DAZAP1	-0.544375
HMGCS2	0.468833333333333
C17orf38	0.2245
B9D1	-0.84025
NKX2-5	-0.919333333333333
KIAA1276	0.21075
