Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
DAZAP1	-0.429375
HMGCS2	0.0263333333333333
C17orf38	0.23375
B9D1	-0.2265
NKX2-5	1.27516666666667
KIAA1276	-0.468
LILRB2	3.2005
CSTF1	-0.192833333333333
BTN2A1	0.314
C15orf48	2.85775
IGF2BP3	-0.63325
FAM113B	-0.361
HRG	0.0895
ZNF131	0.248
USP47	-0.223
CCDC88B	-1.463125
HCN1	-0.7057
HTN1	0.679
SYCP3	-0.3325
C13orf23	-0.1895
PAPOLA	0.4874375
AATK	0.8523
MSH3	-0.143
NDUFAB1	-0.0895
ITLN2	-0.0441666666666667
BAK1	0.974666666666667
MRPL45	-0.870833333333333
MTNR1B	0.344666666666667
LOC645843	-0.513
SPECC1L	0.110125
PGCP	1.20975
SPN	-1.408875
GPR143	2.164
ZNF576	0.741333333333333
TMEM39A	0.4877
ATP5D	-1.33483333333333
MAGEB3	-1.145
RPS5	-0.662166666666667
ANP32E	0.0022857142857143
MTMR1	0.68725
YEATS4	-1.46125
SYNGAP1	-0.16625
PCOLCE	-1.43916666666667
MNS1	1.20325
PCYT2	0.439
ZNF182	-0.092
LAX1	0.736625
SPPL2B	0.5901
ELOVL5	-0.1845
PCDHAC1	0.05
B4GALNT1	-1.04183333333333
BLOC1S2	0.09
ZNF673	-0.4403
ARHGAP21	-0.3925
IRX5	2.9875
LRFN5	-0.895833333333333
FAM7A1	-1.68025
RAB19	-0.196
GINS1	-1.4615
ITM2B	1.2729
PAPSS2	2.13525
OR5BF1	0.6725
ACSL3	-0.586125
KIAA1919	0.23475
GLT8D2	1.807875
UTRN	1.083
CNN1	0.9645
HISPPD2A	-1.403
SDAD1	-0.291125
SIGLEC9	0.566333333333333
RPL35	-1.03371428571429
C22orf26	-0.762
IMPDH2	-0.414125
WDR69	-0.48825
SEC14L5	-0.00900000000000001
CLTA	0.0005
RP11-529I10.4	-0.231
GPR37L1	0.054
OGDH	-0.429666666666667
ASB13	-0.808333333333333
ZFP14	0.634
ZCRB1	0.561166666666667
KPNA3	0.40425
HSPA1L	0.803
RHOC	0.726125
LOC554175	0.3735
PPP3CA	1.2701
SLC1A7	-1.0206
ZNF529	-0.287333333333333
RBED1	0.13525
DDB2	-1.34025
FLJ11286	0.938333333333333
SPATA1	-0.0155
MKNK1	0.151
DYSF	1.18783333333333
ALKBH2	-0.7295
NKD1	-1.32083333333333
C1orf174	-1.2305
PLEKHO1	1.19866666666667
ASB10	0.59425
RING1	0.211666666666667
NPC2	1.613
AVPR1B	0.7445
YTHDF1	0.306166666666667
LMAN1L	0.409
GSG2	-0.366
CEP170	0.5487
RPS4Y2	-5.67375
MSH6	-0.003
HECTD2	-0.979833333333333
ZNF556	-3.53416666666667
PLEKHC1	-0.9987
AIRE	0.402166666666667
BCL2L10	2.83975
LMOD3	0.223833333333333
ZBTB8	0.7382
FOXA2	-3.7939
SLCO2A1	1.954875
C3orf46	0.26
PRDM16	-0.778333333333333
TMEM98	1.79225
FRMD5	0.489
PDE6C	-0.465
C1orf216	-0.137
EP400	-0.5805
PTK2	0.18125
RNF217	2.64025
NDUFA8	-0.3805
ZFAT1	0.51425
LAMP3	3.79083333333333
GLTSCR2	-0.451
NPW	2.4305
LLGL2	0.1715
PPM1K	-0.0468333333333333
C20orf177	0.3525
KIR2DL4	0.6454
NFKB2	-0.03325
C21orf122	1.882
HESX1	-0.412
GPR114	0.9845
SLC25A35	-1.05133333333333
GNAT1	0.68525
ORAI3	0.9215
FAM76B	-0.901
TMEM99	0.7345
TRIM29	-0.3372
CDS1	2.2485
RHEB	0.0693
C4orf27	-0.335333333333333
RAB3A	-0.65075
OTUD6B	-1.40375
GPD1	-0.90025
CDH15	-0.776833333333333
NPM1	-0.8175
TMEM117	0.462
PRPS2	0.6495
GCK	0.5255
ADRA2A	2.89416666666667
TSPYL4	1.49283333333333
TASP1	-0.45375
WDR19	-0.416166666666667
C10orf38	1.342
PDE4C	-0.8185
FYB	-0.170166666666667
C1orf55	-0.456833333333333
PPFIA3	-1.53825
RAD18	-0.50975
C12orf44	-0.436
CRYBA4	-0.045
HVCN1	1.60675
TAF10	1.17183333333333
C16orf48	-2.28083333333333
DEPDC5	0.736166666666667
LTBP1	0.543
MAPRE1	0.28875
FGF8	0.0815
C3orf52	-1.364875
SENP7	-0.698166666666666
LRRK2	-0.465
RUNDC2A	0.471333333333333
KIAA0355	0.142666666666667
CPEB1	-2.138
PPEF2	0.152
ABI2	1.24716666666667
KIAA0317	0.78375
ATF1	-1.13116666666667
DYNC1H1	0.708625
DIP	0.0865
TMEM33	0.216666666666667
POLDIP3	-0.2405
C7orf24	1.5675
GPR171	2.12975
CDC6	-1.63366666666667
PLD1	-0.1736
ITFG2	0.3167
NDUFC1	-0.3945
AKNA	-1.0755
NBR1	0.36025
PKHD1	0.55725
HPS4	-1.0087
MAFA	1.302
ULBP3	0.34775
DIRC1	0.2415
IMMT	-1.350875
C22orf13	-0.155583333333333
CEL	-0.16425
MARK3	-0.27975
ADAMTS2	0.530416666666667
ARPC3	0.167666666666667
TMEM10	0.171875
NPHS1	0.1785
BRD8	-0.1825
WDR12	-0.217
IDI2	0.045
HOXD13	-1.951
OR8G2	-0.1365
SLAIN1	0.18625
GABRQ	-0.19275
NR2C2	0.09825
NKTR	-0.9882
TLE2	1.4745
KIAA0892	0.148833333333333
AURKA	-0.903909090909091
GPRC5C	-0.811333333333333
TBC1D9B	-0.38875
PNPLA6	0.328166666666667
AP3B1	0.0715
NAG	0.197375
C11orf68	-0.52675
AKR7A3	-0.2925
AHCYL1	-0.374916666666667
COP1	-0.243166666666667
RPP14	-0.963083333333333
PCDHB18	0.0525
CDH24	1.50625
KRT17	0.5272
LACTB2	-1.3695
DDX24	0.4742
PHACTR1	-2.6735
SLC35E2	-0.53175
LOXL1	-0.38775
IQSEC2	0.83525
RGSL1	0.865
PCDHGC5	0.184
MEGF10	-0.56425
PRRX1	0.910666666666667
ASTE1	0.655833333333333
C6orf159	-0.31675
MYOD1	1.269
GAA	0.4225
ZNF747	0.75375
KLRC1	-0.68525
IL1RL2	1.0315
GDF9	0.04
GPR119	0.439
TRAF2	-0.8775
HCK	2.65066666666667
BMP6	-2.22625
IL8RA	0.674333333333333
FLJ35848	0.18425
EFHA1	-0.44175
CDSN	-0.602166666666667
C14orf54	-0.201166666666667
LSM3	-0.477625
ZFP41	0.561
C9orf126	-0.4195
VIT	-2.325
SPCS3	-1.0875
DEF8	0.174
CHAF1A	-2.44466666666667
C1orf165	0.156833333333333
ZFPM2	-0.132333333333333
FTH1	1.18375
SLC35F1	-0.88625
YWHAH	-0.21175
C17orf66	-0.0178333333333333
ADRB1	-0.219166666666667
FOXL1	2.9715
RG9MTD3	-1.40333333333333
UMPS	-0.1665
MGC13008	0.496
KIAA1161	-0.0815
CCDC77	-0.412
C12orf65	-0.6384
COG4	-0.613
RCP9	0.316166666666667
RP4-692D3.1	1.43483333333333
CDC2L5	0.3505
MGC7036	-0.722666666666667
DNAJC11	-1.081
GDF2	-0.120166666666667
TIMM17A	-0.11625
HNRNPA0	-0.6191
OR2H1	0.0075
PCBP1	0.00825
COL23A1	-1.9545
LRRC2	-0.657785714285714
NSD1	0.324071428571429
FLJ37078	-2.14125
WDR91	0.0983333333333333
TMEM179	0.02675
DSCR10	0.2965
CNDP2	-0.41
FYN	0.2115
BEX2	0.601666666666667
KCND3	-0.063
YPEL5	1.28225
LRRC42	0.187
C17orf45	-0.81375
ZNF649	1.4437
LOC150763	3.3405
COL5A2	2.07791666666667
CNGA2	0.7245
ELA2B	-0.654333333333333
RAB9B	1.03625
FAM100A	-0.1335
NAIP	-1.46092857142857
MYOZ2	-0.314375
SPATA12	0.378
XRCC4	-0.6935
CYB561	0.5772
CHST10	-0.869
BAI1	-1.33166666666667
BRSK1	0.530666666666667
C17orf89	0.0475
PDE6H	-0.9495
FLJ20309	0.654
MAP7	1.719875
SCN4B	0.112
SPAG9	-0.6633125
SERTAD1	-0.189333333333333
FLJ21963	-0.943
ANTXR1	1.6272
TMPRSS13	3.1385
ETV7	3.235
DGAT1	0.203166666666667
NKIRAS1	-0.383666666666667
TAC3	-3.1355
CORO1C	-0.89125
RAD54B	-0.15075
HRASLS3	0.8815
C21orf42	-0.2335
BARD1	0.357166666666667
ZNF177	1.34616666666667
MIP	-0.2055
ZNF442	-0.459
F2	-4.0715
GRIA1	-0.045375
GALNTL2	1.54833333333333
WNT5A	-2.4072
LENG9	0.1365
hCG_25371	-1.342
FOXR1	-0.039
TRA@	0.5803
PWWP2	0.5135
C1QTNF7	0.468166666666667
SLC7A4	0.27875
C4orf7	4.8545
C17orf80	1.01783333333333
KLK4	0.632
IL31	0.273
TMEM176A	3.78975
CTNNB1	0.6484375
BHLHB2	-0.8875
TMEM185B	1.20233333333333
ARD1B	0.1405
C1orf93	-0.134
BRUNOL4	1.386
LOC541469	-0.782833333333333
UPK2	0.08025
GAS8	-0.5395
PATE	1.063
IMPACT	0.48925
WNK4	-2.83283333333333
HNRPLL	-0.73225
GAD2	-0.1345
ITGA6	1.416
BMP15	0.2655
CYP2A7	0.187875
RIC8A	0.307875
CCND1	-0.0918333333333333
USP35	0.6215
DSCR2	-0.15775
CCL4	4.156
ZCCHC10	-0.73
NOL11	0.011
TRPM2	2.14341666666667
PSMD2	0.455818181818182
CHTF18	-0.1315
USP18	1.207
RRAS	0.64375
LAMC3	-0.65075
TOX	-2.27883333333333
PCDH15	-0.5225
GABRG3	-1.179
NUDCD2	0.00862500000000001
SGCZ	0.848
KCTD17	-0.0451
SPSB2	0.1745
TPPP3	1.08516666666667
CILP2	2.855
CALB2	2.07875
CEBPZ	-0.127333333333333
ZNF479	0.00575
FMOD	4.98883333333333
C21orf66	0.141642857142857
CLN6	-0.471166666666667
ANAPC1	0.15875
SH2D3C	0.24575
PTPN14	0.9401
TRIM42	-0.573
APTX	-0.08975
SNRPG	-0.128666666666667
BMS1	-0.97875
MAGEA3	-3.979
NFATC3	-0.09425
LRRC45	0.0476666666666667
ARS2	-0.678928571428571
LRIG1	-0.23
EPSTI1	1.0055
PRSS27	2.9375
ERC2	-0.618375
PRKACB	-0.316714285714286
PRDM13	-1.269
HCG27	-1.641
KLK12	2.1815
HSD17B7	-0.574166666666667
ZNF354A	0.32275
PCDH11X	0.337
DMGDH	-0.61875
PCBD2	-0.976
TMC6	-0.313375
RIMS1	0.311625
SF3B2	0.397666666666667
RCN1	1.32133333333333
CPB1	3.2545
BCAR3	-1.04275
FCRLB	-0.0179999999999999
PAK1IP1	-0.65225
OR10H1	0.037
KIF9	0.5296
PITPNM2	-0.912625
L3MBTL4	1.38925
TGFB1	-0.185
ZXDC	-1.1955
SLC6A16	2.88725
SRrp35	2.520375
LRRC8E	1.59925
PPIAL4	-0.386916666666667
EOMES	0.3535
PAX2	0.1355
SCARF2	1.316625
PSEN2	0.08975
PCDHB13	0.46825
C10orf28	-1.00575
DHRS7B	0.362357142857143
C1orf131	0.039
ASB1	0.0582
ZNF223	-0.232
LCMT2	-0.1685
MEP1A	-1.35275
TMEM53	0.18825
RSPH3	0.9165
C10orf33	-1.721
LOC644285	-0.66
PTPN9	0.5175
ABCA12	-2.87675
CCDC37	-1.12875
RUNDC1	-0.3873
YES1	-0.368666666666667
FAM120AOS	0.002
OR5M3	0.706
PPP1R3F	0.334083333333333
IL13	0.1759
MDFI	2.33125
PRNT	0.276
ZDBF2	-1.6135
OR10C1	0.142
CLIC1	-0.2145
LILRA5	0.507833333333333
CSAG1	-3.3895
TREML2	-1.067
FAM125A	0.316833333333333
ZNF74	-0.74075
FAM104A	0.731875
LRRC39	-0.926
SAMD5	1.4805
HYAL2	1.7015
HIST2H2AC	0.557375
IGFBP5	1.82286956521739
NRTN	2.7805
KIAA0556	0.7954
FAM29A	-1.4515
JMJD2A	0.81175
EPHB1	0.14575
POLD4	0.15775
ANAPC10	-0.665
LRRC36	-0.000750000000000001
MEGF6	0.272875
LPHN3	3.901
BMP10	-0.0245
C21orf55	1.117
CREM	-0.1676875
PTGER4	-0.386666666666667
METAP1	-0.773
KCNQ1	2.551
NR2F2	-0.737
SSFA2	0.354666666666667
CTTNBP2	-0.24825
BCL2A1	-0.969875
ZBTB24	0.3945
SLCO6A1	1.7685
PRDM1	-0.2838
OR7D2	-0.4605
CCDC47	-0.8346
LOC646982	0.9285
SLC26A6	-1.18633333333333
BIN1	0.6501
SRRM1	-0.141357142857143
PCSK1N	-0.187625
ALS2	0.6026
ECT2	-0.36
CACNA2D2	-0.096125
DOCK6	-1.00375
C10orf119	-0.31875
FATE1	0.4165
DUSP23	1.7315
TRIP6	0.123571428571429
NUP35	0.85275
CDH3	2.8175
KLHDC8A	0.36225
C9orf116	-0.035375
EI24	-0.743
CENTD1	1.177
RWDD2B	0.752166666666667
DOCK1	-0.5135
NPAS2	0.547125
NR3C2	4.03133333333333
FAM63A	-0.667916666666667
INPP5F	-1.35783333333333
FAM111A	0.6229
MYBL1	-2.64609090909091
IQGAP3	-0.112666666666667
CRADD	-1.14216666666667
DUSP12	-0.74625
PDZK1IP1	3.76025
VASH2	0.55725
CTR9	0.36075
VIL1	-4.35025
OR8U1	0.587
CCDC107	0.2235
PTTG1IP	0.786375
OR4X2	0.47175
COL9A1	0.4045
PSMD9	-0.73
ZFP62	-0.14475
TIP39	-0.2165
PARP15	0.565
TTC19	0.5765
C1orf114	-2.17083333333333
GFPT1	1.5695
SLC27A6	1.7785
MRPS10	0.0787
CALML5	-1.70816666666667
TRPM7	-1.183875
CGNL1	0.790875
CECR1	0.32775
SERPINB8	-0.643833333333333
TMEM102	0.8195
PDIA2	-2.711
NUCKS1	0.218166666666667
HOTAIR	1.93975
EBI3	-0.3085
NXN	2.33775
ZMYND19	-0.74175
FOXJ3	-0.54225
EIF5B	0.1853
EIF2B4	0.5835
LEO1	-0.7905
ZIC5	-1.21075
IL20	-1.17216666666667
KIAA0415	0.92675
FLJ37357	-0.1705
TSPAN12	1.782875
ACTR3B	1.40825
TFAM	-1.20266666666667
IL17RD	1.546625
PARP12	0.803
KLHDC7A	0.769
KCTD4	0.4505
GTF2H1	0.5245
FLCN	0.0581666666666667
BIRC4	1.137125
LOC790955	0.48
VKORC1L1	1.0435
CYP4F22	-0.4852
TAS2R5	0.3515
ZNF582	-0.52
HS3ST3B1	-0.368875
CTNS	0.37425
STK36	0.0798333333333333
MMD2	0.33275
RP5-1103G7.6	-0.094
FLJ23356	1.406
CRH	-0.66875
C1orf182	-0.0726666666666667
ACP5	1.39383333333333
AMFR	-0.1752
CA4	-2.7775
PLCB4	1.0455
MPHOSPH10	0.123
UNQ473	3.58333333333333
G3BP2	0.0664166666666667
SR140	-0.94625
HOXA2	1.008
PYGB	-0.152125
BAT1	0.113583333333333
DKK3	0.982666666666667
DDX31	-1.21075
TULP1	0.477
NHLRC2	-0.32575
TNRC4	-0.203
ZNF430	-0.13225
TNRC6A	0.087875
PLA2G1B	1.43216666666667
RCHY1	0.252833333333333
GTF2A2	-0.291666666666667
MGC4294	-0.9525
ZNF691	-0.2045
TACC3	-0.67325
DNAJC5G	-0.2
LOC4951	0.29825
MS4A4A	-1.146
LOC152485	0.903
PPP1R2P1	-0.328
PPP2R5B	0.12825
RPGRIP1L	0.514125
SPOP	0.0114
PTPRF	2.30583333333333
MGC42090	0.246
SUSD3	-2.1135
THOC4	-0.5765
MAML1	-0.1214
FXR2	-0.518333333333333
TYK2	-0.0365
MUC6	0.303666666666667
DNAJB7	-0.3375
PIP4K2A	-1.36664285714286
MEX3A	2.13816666666667
RRP1	-0.20975
TFAP4	-0.657
CXorf41	0.06825
MTMR4	-0.4915
CTLA4	0.576
SNX9	0.35675
CIB3	-0.439
NECAP1	0.4545
PLA2G2D	-0.1406
GLMN	-0.6005
DCLRE1A	-0.82625
PDX1	0.0775
SAMD11	-1.15925
MRPL55	0.5097
TLR7	1.275
TBC1D21	-0.197666666666667
SMAD1	1.34
ACTRT2	-0.36525
RIOK2	-0.2375
PDLIM4	0.03025
SLC22A15	-0.246833333333333
ABHD13	0.4399
STX18	-0.3536
CCPG1	0.146642857142857
DCBLD1	1.96416666666667
SLC2A6	-1.5015
NOLA3	-0.28875
TRDMT1	-0.559214285714286
IL17F	0.5535
ATP1A4	-0.0356666666666667
OR52W1	0.0945
CFL1	-0.1195
IL4	-0.62425
RBP2	-0.264833333333333
CPSF6	0.60175
TTC8	-0.443333333333333
MUCL1	-2.8975
EYA3	-0.330833333333333
KRT38	0.75075
GNE	-2.046
ZNF501	0.1045
SLC35A2	1.099625
CEP110	-1.4622
MYF6	0.11075
MGST2	-0.141666666666667
TRPV4	0.439833333333333
NEK8	0.267833333333333
NOX5	-1.0115
NCKAP1L	-1.1515
EMP3	-2.41716666666667
BPY2C	-0.306
C1orf38	0.897375
ELOVL2	-2.61575
CBX7	-0.3765
OSBPL1A	1.00566666666667
ZNF589	-0.4885
ESCO1	-1.0215
TRA2A	0.16125
C3orf26	-1.38675
PHF2	0.590083333333333
PID1	-0.403333333333333
RFC1	-0.069
MTAP	-0.4750625
ADORA3	2.57983333333333
LOC389458	-0.8585
TRNT1	-1.0775
CRIPAK	-1.304
RAI2	0.875
ANKRD44	0.4335
GZMB	3.5335
NFE2L1	-0.0955
STIP1	0.225833333333333
RASL11B	-0.24
NT5DC2	-0.585333333333333
LRP2	-0.629875
MTDH	-0.0676
ARSG	-0.89875
HSP90AB1	0.1125
CT45-6	-4.52525
ZNF483	-0.65725
LMBR1L	-0.8355
S100A2	3.6104
C2	0.151833333333333
C2orf27	-0.248
EIF4EBP1	0.201
GCKR	-3.052
PPP1R9B	0.127
FER	-0.649
SNRK	0.0728333333333333
OR5M10	0.1235
UTP6	-0.77
CAPZA3	0.65425
FBP1	-2.25588888888889
TERT	-2.2525
CCL1	-1.3555
FUCA1	0.1085
ALS2CR8	0.9315
KCMF1	0.926
SRCRB4D	-1.8935
OXCT2	0.645833333333333
IL17RA	-0.182333333333333
MPP5	0.035375
SPA17	-1.4035
FLJ10986	0.715666666666667
GALNT14	0.15425
CXorf27	-0.905625
NPLOC4	-0.26575
RAB34	1.45
KRTAP3-3	0.279
ARSD	0.8105
CPLX2	-1.597
PJA1	1.68825
WHDC1L1	-0.0143333333333333
RB1	-2.3753
MTMR15	-0.7975
PHLDA2	0.0828
GUCY2F	-0.4125
MPV17	0.0905
SLC35D1	-0.631
LYSMD3	0.4902
COL16A1	1.34825
ERLIN1	-1.23
JMJD4	1.0035
HIST1H2BK	0.17725
TP53I11	1.22333333333333
ST3GAL4	-0.4386
PF4V1	0.696833333333333
ALG8	0.44625
REG1A	0.53725
MINA	-0.77875
CYB5R3	-0.1685
HHLA1	-0.287
MYST4	0.2594
VASN	2.86225
UCHL5IP	-0.20325
TFAP2A	0.3254375
MGC9913	2.8295
C9orf97	-0.4455
LOC90379	-0.307
PHF15	-0.696285714285714
ZNF169	-0.588
KRT7	2.9329
GLIPR1L2	1.473
LOC116236	1.29875
IQCF3	0.44825
RDH14	0.444333333333333
HNRPK	-0.148928571428571
RABEPK	-1.29066666666667
ISX	-2.5605
CBARA1	-0.05475
RAD51AP1	0.25675
MLL5	-0.05325
CXorf48	-4.348
SGCD	-0.93275
PHTF1	0.54725
CA3	1.4645
CMTM5	1.0045
STX10	-0.220375
JMJD2D	0.37525
P4HA1	-1.0355
GAB3	-1.4275
DHRS4	-0.567
COL4A1	2.1671875
C20orf20	-1.0065
OSBPL2	0.3535
PTTG2	-1.28525
KIAA1688	0.5165
STS	-2.401625
SHROOM4	1.264
KBTBD5	0.438333333333333
ALDH1A3	1.8578
BTNL2	-0.149833333333333
TGIF1	-0.8735
ZFAND5	-0.276875
ICA1	1.79725
NAV3	-2.25983333333333
FLJ12331	-0.3515
EPS8L2	1.0182
MNT	-0.0391666666666667
ENTPD1	1.77033333333333
OR51E2	0.35375
STK11	-0.898875
MX1	4.02775
TTTY9A	0.5595
CX62	-0.8725
LOXL4	2.13325
EXOSC4	0.19575
PURB	0.328142857142857
SETD1A	0.115666666666667
RELB	1.296
LAMB2	1.69933333333333
HNF1B	-0.392166666666667
PNLIPRP3	-0.648
C14orf139	-1.59175
UMOD	0.17
GRIN3B	-0.48475
GPR25	0.528
ZNF512B	-0.463
ATP6V0A1	-0.120375
SRA1	0.609666666666667
ZNF615	0.487
ZNF768	-0.26025
ZNF469	4.161
DYNC2LI1	0.445
DNAH3	0.4455
LOC387911	0.76675
LOC554234	-0.676
ARRDC5	0.88575
TMEM59L	-1.31316666666667
MARCH4	-1.81775
CNOT8	-0.228666666666667
KIRREL3	-0.411
ADAM17	0.873875
MYOG	0.325375
CPNE1	0.836
AK5	0.412875
LOC204010	-0.8445
NDRG4	2.94975
LOC130074	0.67025
PIAS4	-1.1365
NCOA2	0.43475
TEGT	-0.3902
USP5	-0.125
ANKRD21	-0.0935
KIAA0692	-0.168166666666667
HAPLN3	3.227
LZIC	-0.78175
NRXN3	-0.27775
CDKN2C	-2.00516666666667
KIAA0226	0.185166666666667
CYB5D1	-1.57475
WDR68	-0.4645625
ABCB6	-2.2183
MRPS25	-1.055
ZMAT2	0.305416666666667
KRT25	0.5725
RPL11	-0.27
GRAP	-0.470333333333333
LOC198437	0.4025
RORC	-1.424625
RAP2C	-0.0417857142857143
MXD1	0.00043749999999999
AZI2	-0.575833333333333
NUAK2	-0.386
AHSG	-6.67425
MANSC1	-0.9075
IMP3	-0.653666666666667
C2orf3	-0.045125
VSTM3	3.12025
PCTP	0.11425
SIRT1	-0.74675
MANBA	1.169
CD164	1.462
GFRA1	-1.7759
PRM2	0.13225
ZKSCAN3	0.3525
PLEKHG1	3.39075
TPRKB	0.1505
UBFD1	1.12791666666667
CDKL5	0.889333333333333
HIST1H2BD	0.66775
INPP4A	0.726833333333333
BMX	-0.848125
PTPRU	0.109
LOC554202	-0.359833333333333
HOXC8	0.004375
IL12B	-0.0295
ADPGK	0.0775
ZNF418	0.9015
SIAE	0.47675
CWC15	-0.509
RP13-401N8.2	0.772
KLHL11	0.298
DEDD2	-0.329125
PSMB3	-0.14825
DDX25	-2.99925
ZBTB3	-0.0263333333333333
GFRAL	0.096
RPS25	-0.973
FAM57B	-1.00633333333333
TESK2	0.00866666666666667
DNM1L	-0.455125
ZNF207	0.192333333333333
CLEC11A	0.488125
TOLLIP	0.624875
TMEM61	-0.56
DLK1	-4.53
PLVAP	2.736625
NOD2	2.76333333333333
SCMH1	-0.29725
FLJ40235	0.42875
HTR2A	2.62533333333333
ARMC5	0.2595
FUT7	0.137
PRELP	1.7328
ALKBH6	-0.241
GYG1	0.140166666666667
POLR3GL	-0.45225
COL8A2	3.35366666666667
OR10A5	0.51125
C1orf187	-0.809
TXLNB	0.4955
C16orf68	-0.183083333333333
R3HDM1	0.67975
C16orf75	0.57475
BAALC	-0.513125
TNP1	4.7855
GAPDH	0.036
COX7C	0.182
ERRFI1	0.596166666666667
PGAM2	3.333
FAM108B1	-1.58675
APC	0.61475
TLR2	3.76975
SUCNR1	0.82
ZNF233	0.16375
WFDC1	1.465
PSG11	-0.1805
SLC39A1	0.18975
PSAPL1	-0.2995
CDC42EP1	-0.00675000000000003
MECR	-1.41375
KIAA0101	-1.0153
MACROD2	0.6939
MMP19	0.7325
LOC202459	0.343333333333333
VNN2	0.8665
ACCN3	-1.3505
TIMD4	0.945
RNASE8	-0.2585
CCDC7	0.06275
SULT2B1	-2.0205
ME1	-1.456
MGRN1	0.939375
MRPL30	0.032
IVL	1.059125
CALM1	0.69455
PLEKHA6	-0.9953
B4GALNT2	0.00750000000000001
PGDS	1.358875
C8orf33	-0.3975
TMEM56	-0.1985
CKM	1.2885
ESR2	0.0263
ACOT8	0.596
AGTR2	0.3785
LOC155006	0.41825
BC37295_3	0.155
EPM2AIP1	-0.416666666666667
PZP	-0.044
RPS9	0.471666666666667
C18orf51	-1.8865
SIVA1	0.6599
HEATR2	0.873
CD3E	-0.52475
C20orf142	-0.942
PGLYRP3	0.2485
CCDC139	0.52975
GPS2	-0.0686666666666667
NOL14	-1.0715
LRTM2	-0.059
TRIM36	0.4755
TP53RK	0.6609
FBXL13	3.2275
RUFY2	-0.617071428571429
C11orf70	0.209166666666667
HSPB9	1.34733333333333
GJA5	3.301
HGF	-2.57783333333333
EPHB4	0.06
SOX18	1.18475
IFRG15	0.11
SERPINA10	-3.348
WDR23	-0.716
REEP2	0.912833333333333
CDK3	-0.19275
HSPA12A	-0.17375
ARL8B	0.0541
SATB1	0.390666666666667
PPM1D	-1.61083333333333
VPS45	0.529333333333333
TP53BP2	0.93825
GJE1	0.71725
CACNA1G	-0.216625
VGLL4	1.066625
GNPTG	1.52675
ROS1	-1.72225
C21orf128	0.840333333333333
BMP8B	0.5475
SLC5A4	-0.7245
SLC6A3	0.272166666666667
C16orf53	0.80375
TMEM81	-1.1155
APC2	-0.4004
SYAP1	-0.106125
C6orf54	-0.6196
ZBED5	0.1362
PVR	-0.84975
LTA4H	-1.318
CCDC24	1.1649
MAGEA4	1.268
IFIT3	2.00266666666667
MYADM	-0.533375
C21orf82	3.1565
PDE3B	-1.105
TMPRSS11A	0.480666666666667
PGK1	-1.01164705882353
CCL13	4.9535
DERL3	-0.697
MLXIP	0.115166666666667
PLOD1	2.25875
MTFR1	-0.7701
NPDC1	-2.57433333333333
GPAA1	-0.285
LTV1	0.29025
RYR3	-0.59425
C7orf46	1.67175
VAMP2	0.785
RNF135	2.0403
SUPV3L1	-1.18025
FIBP	0.669625
ADAMTS18	0.423833333333333
RNF25	0.533833333333333
SOS1	0.53525
PLAU	0.403
MATK	-2.61175
EHF	7.1785
CTNND2	1.551625
PTEN	-1.58042857142857
ZNF189	-0.25075
SLC28A3	1.2415
GUCY1A3	4.1835
SETD2	1.004875
ROGDI	1.0915
TICAM1	0.3812
RASSF3	0.1985
PACSIN2	-0.124333333333333
SERPINB5	1.292
PRKCDBP	2.336
TFDP3	-0.644
LGR6	3.352375
RFX5	-0.548166666666667
OR52J3	0.4595
PTPN18	0.608875
ZBTB34	-0.089625
KCNF1	-0.55575
SYNE2	-0.108714285714286
SLC22A4	-2.1455
NETO2	1.0355
VCPIP1	-0.6475
LDHD	-1.8805
ESX1	-2.88675
SQRDL	0.72575
GALK1	0.3585
SERPINA6	-3.74883333333333
HD	-0.099
ASCL3	-0.482
FBXL6	-0.52675
FABP7	-1.919125
MAGEC3	-0.628
KLC4	0.00262499999999999
CD1D	-2.147875
PRAM1	0.47425
EIF3B	0.473357142857143
DSCR8	-5.25675
FLVCR1	-1.28525
KIAA0141	-0.7815
PROM2	3.89966666666667
ALOX5	0.435
GPR162	1.059125
LYRM2	0.584875
RNASE6	-1.3485
HES5	1.0775
GJA1	-0.5075
MRPS14	0.07325
HMHB1	0.01675
TAF7	0.1405
BTNL9	-0.5271
SFXN2	-0.715125
VEPH1	-1.373
GK2	-0.131333333333333
AMBP	-5.285
KIAA0953	-0.5695
XAGE5	-0.351333333333333
CCBP2	1.2045
TGM2	-1.316
ZNF202	-0.821
ACTL6A	0.337666666666667
SLC23A2	-1.1172
ARHGEF7	0.297916666666667
LOC728635	-0.888
CRYM	-1.50583333333333
PKD2	0.15425
MANBAL	0.327166666666667
LIN54	-0.15225
ACTL7B	0.0775
OR4D9	0.008
KIAA1683	-1.7895
ZNF704	0.816333333333333
TCP10	-0.098875
MAGEB18	-0.349
DEFA4	0.0813333333333333
ZNF197	-0.14225
PTOV1	0.5705
RNF208	-0.0476666666666667
CMIP	0.445333333333333
TRDN	1.293
UCHL1	1.171
APOL6	-0.189
PLK1	0.207833333333333
NPHP1	1.02083333333333
NDUFA11	0.478
DAB1	0.355
RTN4R	1.2785
PUSL1	-0.5545
SYT2	0.015
ANXA13	1.1925
RFTN1	-1.07
