Hybridization REF	TCGA-BH-A0BJ-11A-23R-A089-07
AATK	-0.6474
MSH3	-0.255833333333333
NDUFAB1	-1.184
ITLN2	-1.01766666666667
BAK1	-0.9345
MRPL45	0.174666666666667
MTNR1B	-0.0441666666666667
LOC645843	-0.5695
SPECC1L	0.470375
PGCP	1.75825
SPN	-1.224625
GPR143	1.01866666666667
ZNF576	-0.0568333333333333
TMEM39A	0.6839
ATP5D	-0.414666666666667
MAGEB3	-1.3615
RPS5	0.496333333333333
ANP32E	-1.31114285714286
MTMR1	0.11475
YEATS4	-0.43225
SYNGAP1	-0.42225
PCOLCE	0.22
MNS1	0.39925
PCYT2	-0.959333333333333
ZNF182	-0.1185
LAX1	0.562625
SPPL2B	-0.2045
ELOVL5	-0.3022
PCDHAC1	-0.0385
B4GALNT1	-1.74616666666667
BLOC1S2	0.5745
ZNF673	0.1034
ARHGAP21	0.361333333333333
IRX5	2.75475
LRFN5	2.59383333333333
FAM7A1	-0.17775
RAB19	0.1965
GINS1	-2.55125
ITM2B	1.8386
PAPSS2	0.264833333333333
OR5BF1	-0.0435
ACSL3	0.2445
KIAA1919	-0.568166666666667
GLT8D2	3.553875
UTRN	1.32485714285714
CNN1	3.8285
HISPPD2A	0.279666666666667
SDAD1	-0.036625
SIGLEC9	0.189166666666667
RPL35	-0.1555
C22orf26	0.5175
IMPDH2	0.217
WDR69	-0.4545
SEC14L5	0.6885
CLTA	0.09225
RP11-529I10.4	0.0315
GPR37L1	0.189
OGDH	-0.19125
ASB13	0.398166666666667
ZFP14	1.80275
ZCRB1	-0.202833333333333
KPNA3	0.14425
HSPA1L	0.7435
RHOC	0.470375
LOC554175	0.07625
PPP3CA	1.3279
SLC1A7	-0.2205
ZNF529	0.335333333333333
RBED1	0.32675
DDB2	-0.3605
FLJ11286	0.259833333333333
SPATA1	0.604
MKNK1	0.419166666666667
DYSF	1.028
ALKBH2	0.227
NKD1	-3.506
C1orf174	0.1315
PLEKHO1	0.1715
ASB10	-0.01325
RING1	0.0486666666666667
NPC2	0.956125
AVPR1B	0.405
YTHDF1	-0.314833333333333
LMAN1L	-0.042
GSG2	-2.52
CEP170	-0.9082
RPS4Y2	-5.1185
MSH6	-0.8355
HECTD2	0.686166666666667
ZNF556	-1.70966666666667
PLEKHC1	0.3088
AIRE	-0.193666666666667
BCL2L10	2.6475
LMOD3	-0.280166666666667
ZBTB8	0.2782
FOXA2	-3.7409
SLCO2A1	2.55625
C3orf46	-0.135
PRDM16	0.986
TMEM98	1.57875
FRMD5	-0.744
PDE6C	0.1475
C1orf216	-0.113333333333333
EP400	-0.483571428571429
PTK2	-0.0714166666666666
RNF217	0.83075
NDUFA8	-0.3425
ZFAT1	0.3345
LAMP3	1.0765
GLTSCR2	1.6405
NPW	-1.7865
LLGL2	-1.2406
PPM1K	-0.516
C20orf177	0.053
KIR2DL4	0.1246
NFKB2	0.0385
C21orf122	0.177
HESX1	0.17
GPR114	1.211
SLC25A35	-0.447
GNAT1	-0.2215
ORAI3	0.23975
FAM76B	0.058875
TMEM99	0.4161
TRIM29	2.3808
CDS1	1.77425
RHEB	-0.3742
C4orf27	-0.153333333333333
RAB3A	-0.52375
OTUD6B	-0.44775
GPD1	1.725875
CDH15	-1.60916666666667
NPM1	-0.445928571428571
TMEM117	0.593
PRPS2	0.102666666666667
GCK	-0.4705
ADRA2A	4.33133333333333
TSPYL4	1.1075
TASP1	0.68125
WDR19	0.490416666666667
C10orf38	1.19825
PDE4C	-0.9525
FYB	-0.0120833333333333
C1orf55	-0.253166666666667
PPFIA3	-0.58025
RAD18	-0.694
C12orf44	-0.288166666666667
CRYBA4	-0.147
HVCN1	1.34125
TAF10	-0.729666666666667
C16orf48	-0.282333333333333
DEPDC5	0.887
LTBP1	-0.785
MAPRE1	-0.429625
FGF8	-0.276
C3orf52	0.14925
SENP7	0.781333333333333
LRRK2	1.68375
RUNDC2A	-0.122833333333333
KIAA0355	0.828833333333333
CPEB1	-1.07075
PPEF2	0.62
ABI2	-0.1405
KIAA0317	0.073125
ATF1	0.211833333333333
DYNC1H1	-0.032375
DIP	0.00475
TMEM33	-0.200055555555556
POLDIP3	0.5435
C7orf24	-0.36775
GPR171	2.27
CDC6	-3.65133333333333
PLD1	-0.0188
ITFG2	-0.1458
NDUFC1	0.02075
AKNA	-0.7125
NBR1	1.032
PKHD1	0.576625
HPS4	-0.3874
MAFA	-0.353
ULBP3	0.18875
DIRC1	-0.6165
IMMT	-0.884375
C22orf13	-0.17175
CEL	-0.20075
MARK3	-0.36425
ADAMTS2	1.13958333333333
ARPC3	-0.325333333333333
TMEM10	0.345875
NPHS1	-0.314
BRD8	0.121333333333333
WDR12	-1.33525
IDI2	0.11175
HOXD13	-1.244
OR8G2	-1.1235
SLAIN1	0.186
GABRQ	-1.0815
NR2C2	-1.3795
NKTR	-0.7396
TLE2	1.8335
KIAA0892	-0.234166666666667
AURKA	-3.73409090909091
GPRC5C	0.172666666666667
TBC1D9B	0.474125
PNPLA6	-0.3775
AP3B1	-0.14425
NAG	0.000749999999999997
C11orf68	-0.39325
AKR7A3	0.34875
AHCYL1	0.0415833333333333
COP1	0.722166666666667
RPP14	0.157083333333333
PCDHB18	1.376
CDH24	-0.12825
KRT17	2.2491
LACTB2	-0.76925
DDX24	0.0791
PHACTR1	-2.65766666666667
SLC35E2	-0.45575
LOXL1	-0.78175
IQSEC2	0.095
RGSL1	-1.133
PCDHGC5	0.072
MEGF10	0.184625
PRRX1	0.987333333333333
ASTE1	0.926833333333333
C6orf159	-0.246
MYOD1	-0.04575
GAA	0.5245
ZNF747	0.756
KLRC1	0.30925
IL1RL2	0.665
GDF9	0.71575
GPR119	-0.0605
TRAF2	-0.968333333333333
HCK	2.774
BMP6	-1.12175
IL8RA	0.602333333333333
FLJ35848	-0.717
EFHA1	0.437
CDSN	-0.3755
C14orf54	-0.431
LSM3	-0.938625
ZFP41	0.5745
C9orf126	-1.08966666666667
VIT	2.801
SPCS3	-2.11875
DEF8	-1.3973
CHAF1A	-2.13733333333333
C1orf165	1.35116666666667
ZFPM2	1.71533333333333
FTH1	-0.18925
SLC35F1	-1.0805
YWHAH	0.688
C17orf66	0.0935
ADRB1	0.258333333333333
FOXL1	0.655
RG9MTD3	-0.0866666666666667
UMPS	-0.08825
MGC13008	-0.608
KIAA1161	-0.13
CCDC77	-1.87825
C12orf65	-0.5832
COG4	-0.672666666666667
RCP9	-0.109333333333333
RP4-692D3.1	2.744
CDC2L5	0.165
MGC7036	1.229
DNAJC11	-0.92
GDF2	0.103333333333333
TIMM17A	-0.765
HNRNPA0	-0.2737
OR2H1	0.0085
PCBP1	0.103125
COL23A1	-0.12825
LRRC2	2.08185714285714
NSD1	-0.159285714285714
FLJ37078	-0.758875
WDR91	0.120166666666667
TMEM179	-0.377
DSCR10	0.4305
CNDP2	0.3064
FYN	0.04
BEX2	1.5755
KCND3	0.289333333333333
YPEL5	1.735375
LRRC42	-0.311166666666667
C17orf45	0.991875
ZNF649	0.7408
LOC150763	1.768375
COL5A2	1.34108333333333
CNGA2	0.6435
ELA2B	-0.962166666666667
RAB9B	0.27075
FAM100A	-0.27225
NAIP	-0.310428571428571
MYOZ2	1.01375
SPATA12	0.00650000000000001
XRCC4	-0.779
CYB561	0.5632
CHST10	-0.1375
BAI1	-0.155
BRSK1	-0.337666666666667
C17orf89	-0.502625
PDE6H	-1.1405
FLJ20309	0.2485
MAP7	0.53125
SCN4B	3.40675
SPAG9	-0.6983125
SERTAD1	0.897
FLJ21963	-1.57775
ANTXR1	0.7068
TMPRSS13	2.19683333333333
ETV7	2.37883333333333
DGAT1	-0.383666666666667
NKIRAS1	1.0685
TAC3	-3.468
CORO1C	-0.446
RAD54B	-1.427
HRASLS3	2.08566666666667
C21orf42	-0.11575
BARD1	-1.32766666666667
ZNF177	0.823666666666667
MIP	0.1445
ZNF442	1.0375
F2	-4.0472
GRIA1	0.568875
GALNTL2	1.61466666666667
WNT5A	-1.1537
LENG9	-0.1555
hCG_25371	-1.466
FOXR1	-0.0265
TRA@	0.893
PWWP2	0.52375
C1QTNF7	2.5185
SLC7A4	0.93725
C4orf7	3.66625
C17orf80	0.443333333333333
KLK4	0.373666666666667
IL31	-0.398
TMEM176A	3.42775
CTNNB1	1.4003125
BHLHB2	0.60725
TMEM185B	0.517
ARD1B	-0.841
C1orf93	0.2145
BRUNOL4	-0.132666666666667
LOC541469	-0.8985
UPK2	0.02025
GAS8	-0.426333333333333
PATE	0.163
IMPACT	0.774125
WNK4	-0.667833333333333
HNRPLL	-0.375
GAD2	-0.59525
ITGA6	1.681
BMP15	0.117333333333333
CYP2A7	1.573125
RIC8A	0.190375
CCND1	-0.307583333333333
USP35	-0.429
DSCR2	-1.5695
CCL4	4.18416666666667
ZCCHC10	-0.0665
NOL11	-0.44675
TRPM2	0.32475
PSMD2	-1.13372727272727
CHTF18	-2.267
USP18	-0.2485
RRAS	0.1165
LAMC3	1.7615
TOX	-1.85616666666667
PCDH15	1.0105
GABRG3	-0.24875
NUDCD2	-0.346125
SGCZ	0.233
KCTD17	-0.45
SPSB2	0.0835
TPPP3	3.2675
CILP2	-0.257333333333333
CALB2	2.573
CEBPZ	-0.509333333333333
ZNF479	0.749
FMOD	5.113
C21orf66	-0.399357142857143
CLN6	-1.02283333333333
ANAPC1	-0.660375
SH2D3C	1.63725
PTPN14	0.0944
TRIM42	-0.04225
APTX	0.06175
SNRPG	-1.638
BMS1	-0.3575
MAGEA3	-4.497
NFATC3	-0.335416666666667
LRRC45	-1.10466666666667
ARS2	-0.599642857142857
LRIG1	2.24766666666667
EPSTI1	0.208666666666667
PRSS27	0.4065
ERC2	0.550875
PRKACB	0.484357142857143
PRDM13	-3.187
HCG27	-0.37025
KLK12	-2.61
HSD17B7	-0.7925
ZNF354A	0.5405
PCDH11X	0.146
DMGDH	1.63825
PCBD2	-0.9775
TMC6	-1.83725
RIMS1	0.37325
SF3B2	-0.735166666666667
RCN1	0.375833333333333
CPB1	3.603
BCAR3	0.35
FCRLB	-0.177625
PAK1IP1	-0.364
OR10H1	0.266
KIF9	0.593
PITPNM2	-0.581625
L3MBTL4	1.5645
TGFB1	-0.7601
ZXDC	0.02225
SLC6A16	0.43525
SRrp35	0.89375
LRRC8E	1.1765
PPIAL4	-0.151083333333333
EOMES	0.438
PAX2	0.399
SCARF2	-0.089125
PSEN2	0.548666666666667
PCDHB13	0.341
C10orf28	0.06825
DHRS7B	0.823071428571429
C1orf131	-0.1425
ASB1	-0.7699
ZNF223	0.953166666666667
LCMT2	0.64475
MEP1A	-1.10725
TMEM53	-0.205
RSPH3	0.83175
C10orf33	1.3275
LOC644285	-0.01825
PTPN9	0.379166666666667
ABCA12	-2.28375
CCDC37	-1.02425
RUNDC1	0.9885
YES1	0.525666666666667
FAM120AOS	0.538
OR5M3	1.1605
PPP1R3F	0.0295833333333333
IL13	0.367555555555556
MDFI	-0.39975
PRNT	0.09375
ZDBF2	0.702
OR10C1	-0.2365
CLIC1	-0.674333333333333
LILRA5	-0.0223333333333333
CSAG1	-4.10566666666667
TREML2	-0.562166666666667
FAM125A	-0.121833333333333
ZNF74	-0.55425
FAM104A	-0.693875
LRRC39	-0.878
SAMD5	3.0675
HYAL2	-0.0235
HIST2H2AC	-0.927375
IGFBP5	0.576347826086956
NRTN	-0.303
KIAA0556	-0.0778
FAM29A	-1.20027777777778
JMJD2A	0.13925
EPHB1	3.7035
POLD4	-0.207875
ANAPC10	-0.02
LRRC36	-0.77775
MEGF6	-0.085875
LPHN3	2.35383333333333
BMP10	0.057
C21orf55	1.1175
CREM	-0.2753125
PTGER4	1.89266666666667
METAP1	0.730125
KCNQ1	2.20783333333333
NR2F2	0.705375
SSFA2	0.1395
CTTNBP2	-0.011
BCL2A1	-2.223875
ZBTB24	0.185625
SLCO6A1	-1.49725
PRDM1	0.2184
OR7D2	-0.413166666666667
CCDC47	-0.0661
LOC646982	0.1375
SLC26A6	-2.15733333333333
BIN1	0.1677
SRRM1	-0.459214285714286
PCSK1N	-0.218
ALS2	-0.2403
ECT2	-2.21473684210526
CACNA2D2	0.484625
DOCK6	-0.336
C10orf119	0.196
FATE1	0.621
DUSP23	1.418
TRIP6	0.170071428571429
NUP35	-0.01525
CDH3	2.7865
KLHDC8A	0.84775
C9orf116	-0.645375
EI24	0.063
CENTD1	1.30783333333333
RWDD2B	0.2495
DOCK1	1.695
NPAS2	0.088625
NR3C2	3.776
FAM63A	0.527166666666667
INPP5F	-0.0121666666666667
FAM111A	-0.4215
MYBL1	-2.38875
IQGAP3	-2.18433333333333
CRADD	-0.3125
DUSP12	-0.83875
PDZK1IP1	3.34175
VASH2	-0.919
CTR9	0.582
VIL1	-4.42
OR8U1	0.214166666666667
CCDC107	0.564
PTTG1IP	-0.15575
OR4X2	0.0355
COL9A1	-1.704
PSMD9	0.24675
ZFP62	0.47325
TIP39	-0.03575
PARP15	0.504
TTC19	1.074875
C1orf114	-1.91083333333333
GFPT1	-0.4625
SLC27A6	2.19
MRPS10	-1.23
CALML5	0.777166666666667
TRPM7	-0.39125
CGNL1	2.68275
CECR1	0.32225
SERPINB8	-0.84
TMEM102	0.473
PDIA2	-3.941
NUCKS1	-0.793333333333333
HOTAIR	-3.34475
EBI3	-0.1805
NXN	1.41675
ZMYND19	-0.91575
FOXJ3	0.05875
EIF5B	-0.0157
EIF2B4	-0.123
LEO1	-0.36725
ZIC5	-1.687
IL20	-0.57
KIAA0415	0.207666666666667
FLJ37357	-0.3965
TSPAN12	1.28125
ACTR3B	0.94675
TFAM	-0.173
IL17RD	1.8835
PARP12	0.114
KLHDC7A	0.55
KCTD4	1.08733333333333
GTF2H1	0.307
FLCN	-0.890333333333333
BIRC4	0.119625
LOC790955	-0.947
VKORC1L1	-1.07225
CYP4F22	2.125
TAS2R5	0.8495
ZNF582	2.152
HS3ST3B1	-0.102
CTNS	0.11225
STK36	0.415833333333333
MMD2	-0.26175
RP5-1103G7.6	0.5175
FLJ23356	-0.6755
CRH	-0.91925
C1orf182	-1.15166666666667
ACP5	1.47816666666667
AMFR	0.0729
CA4	0.5085
PLCB4	0.4235
MPHOSPH10	-0.18
UNQ473	2.60683333333333
G3BP2	-0.35275
SR140	-0.878166666666667
HOXA2	1.9815
PYGB	0.651625
BAT1	-0.485916666666667
DKK3	1.49133333333333
DDX31	-0.331125
TULP1	0.123125
NHLRC2	0.5575
TNRC4	-0.438333333333333
ZNF430	0.836
TNRC6A	-0.0355
PLA2G1B	1.50366666666667
RCHY1	0.986833333333333
GTF2A2	-0.492833333333333
MGC4294	1.058
ZNF691	0.3255
TACC3	-3.165
DNAJC5G	0.063
LOC4951	0.22925
MS4A4A	-0.901
LOC152485	1.511
PPP1R2P1	0.0015
PPP2R5B	-0.51675
RPGRIP1L	-0.076625
SPOP	0.2859
PTPRF	1.5285
MGC42090	0.055
SUSD3	2.28925
THOC4	-0.6635
MAML1	0.5522
FXR2	-0.2905
TYK2	-0.271375
MUC6	0.2835
DNAJB7	0.27
PIP4K2A	-0.510214285714286
MEX3A	0.0328333333333333
RRP1	-0.91625
TFAP4	0.03725
CXorf41	0.035
MTMR4	0.407833333333333
CTLA4	-0.2205
SNX9	0.780875
CIB3	-0.2285
NECAP1	0.474
PLA2G2D	-0.6199
GLMN	-0.865833333333333
DCLRE1A	-0.63625
PDX1	0.2695
SAMD11	-1.34575
MRPL55	-0.2073
TLR7	2.1515
TBC1D21	-0.0408333333333333
SMAD1	1.6825
ACTRT2	0.161
RIOK2	-0.3465
PDLIM4	1.25875
SLC22A15	-0.0978333333333333
ABHD13	1.4821
STX18	0.3101
CCPG1	0.337142857142857
DCBLD1	0.124666666666667
SLC2A6	-2.3385
NOLA3	-0.68625
TRDMT1	0.210142857142857
IL17F	0.063
ATP1A4	0.769
OR52W1	0.2545
CFL1	-0.88575
IL4	-0.843
RBP2	-0.2785
CPSF6	0.176125
TTC8	0.150833333333333
MUCL1	3.8845
EYA3	-1.7355
KRT38	0.40075
GNE	-0.38425
ZNF501	1.70775
SLC35A2	-0.218625
CEP110	-0.6971
MYF6	0.76125
MGST2	0.107
TRPV4	1.53566666666667
NEK8	-0.259166666666667
NOX5	-1.456
NCKAP1L	-1.348
EMP3	-1.67
BPY2C	-1.382
C1orf38	-0.22675
ELOVL2	-0.350625
CBX7	1.45016666666667
OSBPL1A	1.43016666666667
ZNF589	-0.56575
ESCO1	-0.631166666666667
TRA2A	0.0496666666666667
C3orf26	-1.303
PHF2	1.16616666666667
PID1	1.45566666666667
RFC1	-0.352125
MTAP	-0.2453125
ADORA3	2.59416666666667
LOC389458	-1.18575
TRNT1	-0.654875
CRIPAK	-0.3285
RAI2	3.21766666666667
ANKRD44	-0.85675
GZMB	2.3025
NFE2L1	-0.26175
STIP1	-1.0275
RASL11B	0.312
NT5DC2	-1.132
LRP2	3.443
MTDH	-0.368666666666667
ARSG	0.0555
HSP90AB1	-0.20575
CT45-6	-5.09
ZNF483	0.21475
LMBR1L	-0.4305
S100A2	-0.2914
C2	-0.662222222222222
C2orf27	-0.048625
EIF4EBP1	-1.3355
GCKR	-3.25116666666667
PPP1R9B	-0.035875
FER	-0.83875
SNRK	1.071
OR5M10	-0.0485
UTP6	-0.65725
CAPZA3	2.53175
FBP1	0.885444444444444
TERT	-2.4775
CCL1	-1.0225
FUCA1	1.01225
ALS2CR8	0.990666666666667
KCMF1	-0.138083333333333
SRCRB4D	-1.451
OXCT2	-0.215333333333333
IL17RA	0.448833333333333
MPP5	-0.011125
SPA17	-1.1295
FLJ10986	1.55
GALNT14	-0.0155
CXorf27	-1.1565
NPLOC4	-0.75275
RAB34	0.185
KRTAP3-3	-0.1785
ARSD	1.12883333333333
CPLX2	-1.5732
PJA1	1.40025
WHDC1L1	0.354333333333333
RB1	-0.4585
MTMR15	0.0815
PHLDA2	-1.6196
GUCY2F	-0.436
MPV17	-0.0768333333333334
SLC35D1	-1.133
LYSMD3	0.6793
COL16A1	2.084
ERLIN1	-0.0388333333333333
JMJD4	-0.501
HIST1H2BK	-2.20275
TP53I11	1.00733333333333
ST3GAL4	-1.3267
PF4V1	2.42766666666667
ALG8	-1.049
REG1A	-0.06925
MINA	0.381
CYB5R3	0.32225
HHLA1	-0.1715
MYST4	0.8751
VASN	0.421
UCHL5IP	-1.383
TFAP2A	1.0015625
MGC9913	0.8485
C9orf97	0.29
LOC90379	-0.257
PHF15	0.242857142857143
ZNF169	-0.283666666666667
KRT7	2.833
GLIPR1L2	2.656625
LOC116236	-0.31
IQCF3	-0.0235
RDH14	0.955666666666667
HNRPK	0.299642857142857
RABEPK	-0.7385
ISX	-3.466
CBARA1	0.0465
RAD51AP1	-2.41175
MLL5	0.50925
CXorf48	-4.1145
SGCD	-1.19825
PHTF1	-1.2425
CA3	4.9175
CMTM5	2.267
STX10	-0.45425
JMJD2D	-0.2085
P4HA1	-1.86233333333333
GAB3	0.0136666666666667
DHRS4	0.0133333333333333
COL4A1	1.35
C20orf20	-1.442625
OSBPL2	0.488375
PTTG2	-3.67475
KIAA1688	0.56275
STS	-1.0925
SHROOM4	0.3195
KBTBD5	0.101666666666667
ALDH1A3	4.1923
BTNL2	-0.129333333333333
TGIF1	0.916
ZFAND5	0.992125
ICA1	0.8695
NAV3	0.445333333333333
FLJ12331	-0.264
EPS8L2	0.6013
MNT	0.3245
ENTPD1	1.69516666666667
OR51E2	0.967125
STK11	-0.0105
MX1	2.42
TTTY9A	0.35725
CX62	-0.201
LOXL4	2.524875
EXOSC4	-0.495
PURB	0.232642857142857
SETD1A	-0.298333333333333
RELB	1.14625
LAMB2	1.51666666666667
HNF1B	-0.530333333333333
PNLIPRP3	-0.5775
C14orf139	0.96075
UMOD	1.06625
GRIN3B	-0.4885
GPR25	-0.324
ZNF512B	-0.312
ATP6V0A1	0.17425
SRA1	-0.178583333333333
ZNF615	1.8755
ZNF768	0.17925
ZNF469	2.671
DYNC2LI1	1.04166666666667
DNAH3	0.0375
LOC387911	3.452
LOC554234	-0.011
ARRDC5	0.24775
TMEM59L	-0.493666666666667
MARCH4	-1.28725
CNOT8	0.446333333333333
KIRREL3	-0.599666666666667
ADAM17	0.258125
MYOG	0.000750000000000002
CPNE1	-0.682833333333333
AK5	5.003375
LOC204010	0.06525
NDRG4	1.47675
LOC130074	0.234
PIAS4	-0.3905
NCOA2	1.599
TEGT	-0.0614
USP5	-1.2605
ANKRD21	-1.5465
KIAA0692	0.2025
HAPLN3	2.67425
LZIC	-1.4305
NRXN3	1.9055
CDKN2C	-0.820833333333333
KIAA0226	-0.268
CYB5D1	-0.51275
WDR68	-0.926125
ABCB6	-1.3104
MRPS25	-1.127
ZMAT2	0.043
KRT25	-1.051
RPL11	0.77875
GRAP	0.309166666666667
LOC198437	-1.63083333333333
RORC	1.202875
RAP2C	0.0768571428571429
MXD1	-0.072125
AZI2	0.516333333333333
NUAK2	-1.0135
AHSG	-6.219
MANSC1	2.52125
IMP3	-0.216333333333333
C2orf3	-0.344
VSTM3	1.9835
PCTP	0.5895
SIRT1	0.69975
MANBA	0.1245
CD164	0.915875
GFRA1	-1.4448
PRM2	0.14475
ZKSCAN3	0.309
PLEKHG1	3.26025
TPRKB	-0.66725
UBFD1	-0.993333333333333
CDKL5	1.01816666666667
HIST1H2BD	-1.60483333333333
INPP4A	-1.063
BMX	2.409625
PTPRU	-0.384
LOC554202	0.771666666666667
HOXC8	0.566
IL12B	0.848
ADPGK	-0.48575
ZNF418	0.844
SIAE	1.497
CWC15	-0.08225
RP13-401N8.2	-0.9235
KLHL11	0.331
DEDD2	0.2125
PSMB3	-0.5705
DDX25	-1.37275
ZBTB3	0.692833333333333
GFRAL	0.101
RPS25	0.402166666666667
FAM57B	-1.61116666666667
TESK2	1.07766666666667
DNM1L	-1.007375
ZNF207	-0.238333333333333
CLEC11A	0.668125
TOLLIP	0.175625
TMEM61	1.25333333333333
DLK1	-0.7395
PLVAP	2.368375
NOD2	1.76133333333333
SCMH1	0.224
FLJ40235	-0.2595
HTR2A	3.11083333333333
ARMC5	-0.1445
FUT7	-0.045
PRELP	2.3313
ALKBH6	-0.764833333333333
GYG1	0.578
POLR3GL	0.3245
COL8A2	3.9635
OR10A5	0.102625
C1orf187	-2.05125
TXLNB	1.0475
C16orf68	-0.770416666666667
R3HDM1	-1.2775
C16orf75	-2.8345
BAALC	-0.079625
TNP1	0.19325
GAPDH	-1.191
COX7C	-0.239
ERRFI1	-0.396333333333333
PGAM2	-0.00583333333333333
FAM108B1	0.5255
APC	0.970375
TLR2	3.81725
SUCNR1	0.780625
ZNF233	1.2565
WFDC1	-1.84483333333333
PSG11	-0.1441
SLC39A1	0.33225
PSAPL1	-0.967
CDC42EP1	0.280375
MECR	-0.53975
KIAA0101	-3.4215
MACROD2	1.8499
MMP19	0.836166666666667
LOC202459	-0.477833333333333
VNN2	1.97625
ACCN3	-1.8145
TIMD4	0.5615
RNASE8	-0.291
CCDC7	0.205
SULT2B1	0.26
ME1	-1.84
MGRN1	0.0845
MRPL30	-1.301
IVL	-0.262375
CALM1	0.7804
PLEKHA6	1.4434
B4GALNT2	-0.052
PGDS	4.210375
C8orf33	-0.36475
TMEM56	-1.09066666666667
CKM	-1.32133333333333
ESR2	0.2999
ACOT8	-0.81775
AGTR2	-0.059
LOC155006	2.561
BC37295_3	0.606
EPM2AIP1	0.511333333333333
PZP	1.8265
RPS9	0.480833333333333
C18orf51	-1.65825
SIVA1	-0.8551
HEATR2	-0.7105
CD3E	-0.70975
C20orf142	-2.04275
PGLYRP3	0.126
CCDC139	-0.26
GPS2	-0.321
NOL14	-0.6875
LRTM2	-0.30325
TRIM36	-0.07875
TP53RK	0.1754
FBXL13	-0.228333333333333
RUFY2	0.192285714285714
C11orf70	1.4045
HSPB9	0.0923333333333333
GJA5	2.37775
HGF	-0.715833333333333
EPHB4	0.68625
SOX18	-0.028
IFRG15	-0.4165
SERPINA10	-3.812
WDR23	-0.352125
REEP2	-1.00516666666667
CDK3	-0.36225
HSPA12A	1.285
ARL8B	0.1736
SATB1	1.058
PPM1D	-0.525
VPS45	0.1285
TP53BP2	0.155375
GJE1	3.18575
CACNA1G	1.334375
VGLL4	1.11525
GNPTG	0.45625
ROS1	-2.42775
C21orf128	-0.176666666666667
BMP8B	0.1375
SLC5A4	-0.4155
SLC6A3	-0.123333333333333
C16orf53	-0.285
TMEM81	-0.2215
APC2	-0.6941
SYAP1	-0.539125
C6orf54	0.491333333333333
ZBED5	-0.0965
PVR	-1.1015
LTA4H	0.155
CCDC24	0.6892
MAGEA4	-4.41416666666667
IFIT3	1.54833333333333
MYADM	1.29675
C21orf82	0.092
PDE3B	-1.60325
TMPRSS11A	0.3255
PGK1	-2.08388235294118
CCL13	4.47583333333333
DERL3	-1.13416666666667
MLXIP	-0.1855
PLOD1	-1.09825
MTFR1	-0.6573
NPDC1	0.402333333333333
GPAA1	-0.551333333333333
LTV1	-0.23575
RYR3	1.84875
C7orf46	1.294
VAMP2	0.629125
RNF135	1.515
SUPV3L1	0.03175
FIBP	-0.374
ADAMTS18	3.29683333333333
RNF25	-0.153
SOS1	0.41525
PLAU	0.316375
MATK	-1.846
EHF	7.096
CTNND2	0.193125
PTEN	1.35514285714286
ZNF189	1.326
SLC28A3	3.7535
GUCY1A3	4.71875
SETD2	0.2239375
ROGDI	0.48475
TICAM1	0.4272
RASSF3	0.019
PACSIN2	0.5685
SERPINB5	1.96125
PRKCDBP	0.41925
TFDP3	0.0385
LGR6	5.13825
RFX5	-0.452166666666667
OR52J3	0.579
PTPN18	0.7635
ZBTB34	0.23775
KCNF1	-0.72875
SYNE2	0.972
SLC22A4	0.036
NETO2	-0.83525
VCPIP1	-0.39775
LDHD	-0.41925
ESX1	-3.70875
SQRDL	1.83575
GALK1	-1.25275
SERPINA6	-0.163833333333333
HD	-0.285
ASCL3	0.174
FBXL6	-1.32525
FABP7	3.108625
MAGEC3	-0.242
KLC4	-0.2785
CD1D	-1.0175
PRAM1	0.701
EIF3B	-0.603785714285714
DSCR8	-6.72825
FLVCR1	-2.2315
KIAA0141	0.5285
PROM2	3.38883333333333
ALOX5	2.0305
GPR162	-0.371
LYRM2	0.12225
RNASE6	-0.161625
HES5	1.16075
GJA1	1.36975
MRPS14	-1.24275
HMHB1	-0.457
TAF7	0.608875
BTNL9	1.548
SFXN2	-0.3275
VEPH1	-1.4235
GK2	-0.45
AMBP	-4.68675
KIAA0953	-0.296
XAGE5	-1.07666666666667
CCBP2	0.464
TGM2	-1.36233333333333
ZNF202	-0.369
ACTL6A	-0.5585
SLC23A2	-0.3615
ARHGEF7	-0.101083333333333
LOC728635	-0.812
CRYM	1.7665
PKD2	1.15475
MANBAL	0.282333333333333
LIN54	-1.35725
ACTL7B	-0.0795
OR4D9	0.37
KIAA1683	0.4765
ZNF704	0.755333333333333
TCP10	-0.354625
MAGEB18	-1.873
DEFA4	0.581333333333333
ZNF197	-0.09925
PTOV1	0.0261666666666667
RNF208	-0.116
CMIP	-0.115666666666667
TRDN	-0.056
UCHL1	-1.863375
APOL6	0.5607
PLK1	-2.60166666666667
NPHP1	1.28516666666667
NDUFA11	-0.52175
DAB1	0.0015
RTN4R	-0.17325
PUSL1	-0.5955
SYT2	-0.458
ANXA13	2.506
RFTN1	-0.7865
ATP8B2	-0.97475
VN1R2	0.4305
OR52E4	0.1475
NPPB	-3.07983333333333
ZNF148	0.79575
ZNF141	1.3355
IKZF1	-1.37175
PSMC2	-0.731
GGA3	-0.100166666666667
LPGAT1	0.0636666666666667
SEC16B	0.669
C5orf38	0.470333333333333
THOC2	-0.6253
SLC16A12	1.79733333333333
ALK	-0.6245
DACT3	1.33
CACHD1	1.922
GAN	-0.49975
EXOC6B	0.245
HIST1H2AE	-1.53275
