Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
CRH	-0.54475
C1orf182	-0.149333333333333
ACP5	2.06933333333333
AMFR	1.2848
CA4	-1.94375
PLCB4	-0.597125
MPHOSPH10	-0.72725
UNQ473	1.20166666666667
G3BP2	0.0189166666666667
SR140	-0.96575
HOXA2	0.6475
PYGB	-0.377375
BAT1	-1.0185
DKK3	1.551
DDX31	-0.415
TULP1	-0.00237499999999999
NHLRC2	0.29975
TNRC4	-0.5455
ZNF430	-0.497
TNRC6A	-0.46925
PLA2G1B	1.07483333333333
RCHY1	0.756166666666667
GTF2A2	-0.590666666666667
MGC4294	2.178
ZNF691	0.14875
TACC3	-2.26325
DNAJC5G	0.24125
LOC4951	-0.06275
MS4A4A	-1.2675
LOC152485	1.4055
PPP1R2P1	0.87325
PPP2R5B	-0.14325
RPGRIP1L	0.450625
SPOP	0.5834
PTPRF	1.63091666666667
MGC42090	-0.3275
SUSD3	3.31125
THOC4	0.086
MAML1	0.3795
FXR2	-0.547166666666667
TYK2	-0.020875
MUC6	0.387666666666667
DNAJB7	-0.209
PIP4K2A	-0.309571428571429
MEX3A	-1.345
RRP1	-0.743625
TFAP4	-0.5105
CXorf41	0.2935
MTMR4	0.9075
CTLA4	0.256
SNX9	0.837625
CIB3	0.403833333333333
NECAP1	0.4635
PLA2G2D	-0.3484
GLMN	-1.38316666666667
DCLRE1A	-0.76225
PDX1	-0.0355
SAMD11	-0.78175
MRPL55	0.4294
TLR7	2.443
TBC1D21	0.3455
SMAD1	1.6791
ACTRT2	-0.36825
RIOK2	-0.773
PDLIM4	0.362
SLC22A15	0.861666666666666
ABHD13	0.9031
STX18	0.5194
CCPG1	0.771571428571429
DCBLD1	1.61733333333333
SLC2A6	-1.5945
NOLA3	0.023
TRDMT1	-0.68
IL17F	0.5285
ATP1A4	0.916333333333333
OR52W1	0.3695
CFL1	-0.228
IL4	-1.03875
RBP2	4.652
CPSF6	-0.058625
TTC8	-0.367166666666667
MUCL1	4.8305
EYA3	-1.953
KRT38	0.591666666666667
GNE	-1.2915
ZNF501	0.99625
SLC35A2	0.697
CEP110	-1.2698
MYF6	0.19925
MGST2	-0.207833333333333
TRPV4	0.591166666666667
NEK8	-0.394833333333333
NOX5	-1.7225
NCKAP1L	-0.206333333333333
EMP3	-0.827666666666667
BPY2C	0.184
C1orf38	0.52175
ELOVL2	-1.383375
CBX7	0.922416666666667
OSBPL1A	0.921833333333333
ZNF589	-1.1415
ESCO1	-1.43333333333333
TRA2A	-0.545666666666667
C3orf26	-1.477
PHF2	0.86225
PID1	2.24966666666667
RFC1	-0.48475
MTAP	-0.51425
ADORA3	3.58833333333333
LOC389458	-0.42525
TRNT1	-0.560875
CRIPAK	-0.771
RAI2	2.54066666666667
ANKRD44	-0.73525
GZMB	1.17025
NFE2L1	0.385375
STIP1	-0.704833333333333
RASL11B	2.1625
NT5DC2	-1.735
LRP2	3.535375
MTDH	0.225666666666667
ARSG	0.29075
HSP90AB1	-0.235916666666667
CT45-6	-4.452
ZNF483	-0.47425
LMBR1L	-0.47375
S100A2	-0.3949
C2	-0.604277777777778
C2orf27	0.041125
EIF4EBP1	-1.3155
GCKR	-2.51183333333333
PPP1R9B	0.551625
FER	-0.6335
SNRK	0.954833333333333
OR5M10	0.298
UTP6	-0.754
CAPZA3	0.5595
FBP1	2.27255555555556
TERT	-2.056
CCL1	-1.394
FUCA1	1.3005
ALS2CR8	0.282833333333333
KCMF1	-0.0660833333333333
SRCRB4D	-1.1595
OXCT2	0.622
IL17RA	1.21616666666667
MPP5	-0.185375
SPA17	-0.93175
FLJ10986	1.087
GALNT14	-2.4125
CXorf27	-0.8015
NPLOC4	-0.0585
RAB34	0.6
KRTAP3-3	0.248
ARSD	0.578833333333333
CPLX2	-1.3354
PJA1	1.169
WHDC1L1	0.3415
RB1	-0.6128
MTMR15	0.0415
PHLDA2	-1.4149
GUCY2F	-0.219
MPV17	0.4555
SLC35D1	0.575
LYSMD3	0.2183
COL16A1	3.363
ERLIN1	-0.226833333333333
JMJD4	0.34525
HIST1H2BK	-2.0185
TP53I11	1.38133333333333
ST3GAL4	-0.7272
PF4V1	0.561833333333333
ALG8	-0.5645
REG1A	0.40125
MINA	-0.40275
CYB5R3	0.867
HHLA1	-0.579
MYST4	0.8307
VASN	-0.60475
UCHL5IP	-0.53325
TFAP2A	1.23975
MGC9913	1.1065
C9orf97	0.588
LOC90379	-0.973
PHF15	-0.144
ZNF169	-0.322833333333333
KRT7	3.2895
GLIPR1L2	2.24575
LOC116236	0.68975
IQCF3	-0.327
RDH14	0.82
HNRPK	0.1315
RABEPK	-0.270666666666667
ISX	-2.511
CBARA1	1.0535
RAD51AP1	-2.59225
MLL5	0.07
CXorf48	-5.141
SGCD	1.219
PHTF1	-0.29975
CA3	2.205
CMTM5	0.43325
STX10	-0.434125
JMJD2D	-0.2455
P4HA1	-0.418166666666667
GAB3	0.108166666666667
DHRS4	0.820333333333333
COL4A1	1.8814375
C20orf20	-1.1185
OSBPL2	0.479875
PTTG2	-3.2795
KIAA1688	1.263
STS	-1.907375
SHROOM4	0.333166666666667
KBTBD5	0.6725
ALDH1A3	1.8853
BTNL2	-0.0235
TGIF1	0.6105
ZFAND5	0.72825
ICA1	1.05475
NAV3	0.175833333333333
FLJ12331	-0.73225
EPS8L2	0.044
MNT	-0.00266666666666666
ENTPD1	1.99066666666667
OR51E2	1.034125
STK11	0.405625
MX1	1.821
TTTY9A	0.23825
CX62	0.1835
LOXL4	-0.4245
EXOSC4	-0.4585
PURB	-0.144857142857143
SETD1A	-0.5375
RELB	1.029
LAMB2	1.75533333333333
HNF1B	-0.286
PNLIPRP3	-1.134
C14orf139	-0.153
UMOD	0.4465
GRIN3B	-0.294
GPR25	0.345
ZNF512B	-0.8255
ATP6V0A1	0.3495
SRA1	-0.0726666666666667
ZNF615	1.1565
ZNF768	-0.04425
ZNF469	5.14825
DYNC2LI1	0.1205
DNAH3	-0.1995
LOC387911	0.94275
LOC554234	-0.13075
ARRDC5	0.61
TMEM59L	-0.386666666666667
MARCH4	-0.3365
CNOT8	-0.780166666666667
KIRREL3	-1.23216666666667
ADAM17	0.26
MYOG	0.4925
CPNE1	-0.4645
AK5	2.912
LOC204010	-0.35475
NDRG4	0.85675
LOC130074	0.18325
PIAS4	0.329
NCOA2	0.81525
TEGT	1.2015
USP5	-0.6495
ANKRD21	-1.66075
KIAA0692	0.6445
HAPLN3	1.069
LZIC	-1.1625
NRXN3	0.24125
CDKN2C	-0.833833333333333
KIAA0226	0.496583333333333
CYB5D1	-0.11175
WDR68	-0.4424375
ABCB6	-0.6913
MRPS25	-0.93725
ZMAT2	0.16425
KRT25	0.5055
RPL11	-0.822
GRAP	-0.0878333333333333
LOC198437	-0.751833333333333
RORC	1.087625
RAP2C	0.638285714285714
MXD1	-0.7265625
AZI2	0.2595
NUAK2	-0.412
AHSG	-6.387375
MANSC1	2.269
IMP3	0.0245
C2orf3	-0.833625
VSTM3	2.379
PCTP	0.74025
SIRT1	-0.229
MANBA	1.64625
CD164	1.038625
GFRA1	-2.8128
PRM2	0.99775
ZKSCAN3	0.2275
PLEKHG1	2.67725
TPRKB	-1.25625
UBFD1	-0.601916666666667
CDKL5	1.37
HIST1H2BD	-1.77908333333333
INPP4A	-0.848833333333333
BMX	-0.8625
PTPRU	-0.063
LOC554202	1.43933333333333
HOXC8	1.7415
IL12B	-0.9675
ADPGK	-0.4275
ZNF418	0.5785
SIAE	0.488
CWC15	-0.24175
RP13-401N8.2	-0.0675
KLHL11	0.18375
DEDD2	0.29775
PSMB3	0.33675
DDX25	-2.30575
ZBTB3	0.548166666666667
GFRAL	0.0525
RPS25	-0.8385
FAM57B	-1.354
TESK2	0.348833333333333
DNM1L	-0.985375
ZNF207	-0.295
CLEC11A	2.1445
TOLLIP	0.97225
TMEM61	-0.66
DLK1	-4.4409
PLVAP	2.62475
NOD2	2.22716666666667
SCMH1	0.21475
FLJ40235	-0.3645
HTR2A	-0.007
ARMC5	0.179
FUT7	0.5575
PRELP	1.9057
ALKBH6	-0.272333333333333
GYG1	0.69275
POLR3GL	0.24425
COL8A2	6.41566666666667
OR10A5	0.395625
C1orf187	-1.92875
TXLNB	1.75116666666667
C16orf68	-0.7605
R3HDM1	-1.1115
C16orf75	-1.76
BAALC	-0.773625
TNP1	0.28825
GAPDH	-1.29883333333333
COX7C	0.32
ERRFI1	-1.78816666666667
PGAM2	0.9365
FAM108B1	0.125
APC	0.686
TLR2	3.569
SUCNR1	1.938875
ZNF233	-0.9515
WFDC1	-1.1065
PSG11	-0.2798
SLC39A1	0.816
PSAPL1	0.0125
CDC42EP1	0.668
MECR	-0.214
KIAA0101	-2.4197
MACROD2	1.5433
MMP19	1.53075
LOC202459	0.027
VNN2	1.283
ACCN3	-1.826
TIMD4	0.4645
RNASE8	-0.701
CCDC7	0.10575
SULT2B1	1.602
ME1	-1.72075
MGRN1	0.750125
MRPL30	-1.26125
IVL	0.273375
CALM1	0.90195
PLEKHA6	2.5908
B4GALNT2	0.038
PGDS	4.6605
C8orf33	0.159666666666667
TMEM56	-0.725
CKM	-0.865
ESR2	0.1021
ACOT8	-0.27025
AGTR2	-0.18225
LOC155006	0.07475
BC37295_3	0.576
EPM2AIP1	-0.164
PZP	1.06425
RPS9	0.267
C18orf51	-0.39
SIVA1	-0.3886
HEATR2	-0.502
CD3E	-0.549916666666666
C20orf142	-0.4455
PGLYRP3	0.303
CCDC139	-0.0595
GPS2	-0.463833333333333
NOL14	-0.72025
LRTM2	0.2115
TRIM36	0.54475
TP53RK	0.1166
FBXL13	0.0055
RUFY2	-0.0794285714285714
C11orf70	0.2065
HSPB9	0.269666666666667
GJA5	3.372
HGF	-0.528833333333333
EPHB4	0.8045
SOX18	0.65075
IFRG15	0.00949999999999999
SERPINA10	-3.1245
WDR23	0.175875
REEP2	-1.64333333333333
CDK3	-0.7355
HSPA12A	1.848625
ARL8B	0.5033
SATB1	0.949
PPM1D	-1.41433333333333
VPS45	0.00116666666666666
TP53BP2	-0.102375
GJE1	2.9635
CACNA1G	0.75775
VGLL4	1.097125
GNPTG	1.082
ROS1	-2.08725
C21orf128	0.126166666666667
BMP8B	1.0645
SLC5A4	-0.4915
SLC6A3	0.1494
C16orf53	0.440875
TMEM81	-0.219
APC2	-0.3215
SYAP1	-0.079
C6orf54	-0.988166666666667
ZBED5	-0.8712
PVR	-1.048125
LTA4H	-0.718833333333333
CCDC24	1.1657
MAGEA4	-4.28816666666667
IFIT3	1.4515
MYADM	1.38125
C21orf82	1.1045
PDE3B	-1.55075
TMPRSS11A	0.163
PGK1	-1.45564705882353
CCL13	1.21633333333333
DERL3	-0.329833333333333
MLXIP	-0.251833333333333
PLOD1	-0.34
MTFR1	-0.4112
NPDC1	-0.7215
GPAA1	0.164833333333333
LTV1	-0.89625
RYR3	-0.214
C7orf46	-0.31525
VAMP2	0.2465
RNF135	2.1227
SUPV3L1	-0.51475
FIBP	0.115125
ADAMTS18	2.165
RNF25	0.056
SOS1	0.18325
PLAU	1.2105
MATK	-2.55975
EHF	4.385
CTNND2	0.37225
PTEN	1.30564285714286
ZNF189	0.882375
SLC28A3	1.254
GUCY1A3	4.2765
SETD2	-0.2645625
ROGDI	1.858
TICAM1	0.5918
RASSF3	0.388
PACSIN2	0.333333333333333
SERPINB5	-0.0213333333333333
PRKCDBP	1.47825
TFDP3	-0.2275
LGR6	3.4045
RFX5	-0.877
OR52J3	1.086
PTPN18	0.752375
ZBTB34	-0.00187499999999998
KCNF1	-1.20475
SYNE2	-0.375
SLC22A4	-1.8475
NETO2	-1.504875
VCPIP1	-0.255
LDHD	-0.2215
ESX1	-3.2125
SQRDL	2.17025
GALK1	-0.98825
SERPINA6	-3.52783333333333
HD	-0.07775
ASCL3	0.6555
FBXL6	-0.40725
FABP7	-1.34325
MAGEC3	-0.509
KLC4	-0.438
CD1D	-1.7145
PRAM1	1.0265
EIF3B	-0.469
DSCR8	-6.05775
FLVCR1	-0.88
KIAA0141	-0.5205
PROM2	4.10033333333333
ALOX5	1.7188
GPR162	0.379875
LYRM2	-0.180625
RNASE6	0.31425
HES5	1.17
GJA1	2.122375
MRPS14	-0.72625
HMHB1	-0.134
TAF7	0.089625
BTNL9	0.2035
SFXN2	0.56575
VEPH1	-1.18225
GK2	-0.253833333333333
AMBP	-5.047375
KIAA0953	-0.8685
XAGE5	-0.687
CCBP2	-0.1475
TGM2	-0.895666666666667
ZNF202	-0.6175
ACTL6A	-0.044
SLC23A2	-0.2734
ARHGEF7	-0.123083333333333
LOC728635	0.7355
CRYM	0.121166666666667
PKD2	0.62875
MANBAL	0.401166666666667
LIN54	-0.88125
ACTL7B	0.09275
OR4D9	0.0775
KIAA1683	-0.26425
ZNF704	0.775166666666667
TCP10	-0.00937499999999998
MAGEB18	-0.514
DEFA4	0.329
ZNF197	0.262
PTOV1	0.183833333333333
RNF208	0.149333333333333
CMIP	-0.00550000000000002
TRDN	0.2385
UCHL1	-0.19925
APOL6	0.5891
PLK1	-2.0505
NPHP1	1.0935
NDUFA11	-0.09375
DAB1	0.297
RTN4R	-0.27025
PUSL1	-0.704
SYT2	-0.02825
ANXA13	2.582
RFTN1	-0.03575
ATP8B2	-0.185
VN1R2	0.3825
OR52E4	0.136
NPPB	-2.88516666666667
ZNF148	0.490125
ZNF141	-0.093625
IKZF1	-1.434375
PSMC2	-0.25675
GGA3	-0.0863333333333333
LPGAT1	1.03191666666667
SEC16B	1.0155
C5orf38	0.317166666666667
THOC2	-0.6006
SLC16A12	2.71083333333333
ALK	-1.617125
DACT3	2.092
CACHD1	0.243
GAN	-0.37725
EXOC6B	0.758
HIST1H2AE	-1.25625
VAMP1	-0.86925
SRI	1.12525
AKAP14	0.239
HLA-E	1.5888
SLC25A32	-0.694
FLT3LG	0.0443333333333333
ATP1B1	1.294875
WDR1	1.0213125
SWAP70	0.7905
TRIM31	-0.68725
ARNT	1.215125
ZNF596	0.8703
CDKN1B	-0.422083333333333
FOXC1	-0.6315
SEMA3A	-2.6687
LSM14A	0.0878333333333333
STEAP3	-0.705375
ABCA1	0.697166666666667
PLSCR2	0.2535
EDC3	-0.597416666666667
THBS3	1.478
C15orf43	0.316833333333333
GMCL1	-0.143166666666667
C9orf71	0.46525
MGAT5	-0.18
LOC402164	0.25925
TSPAN8	-5.1335
DYNLT1	0.671125
IGSF1	-2.58675
TMEM143	-0.18025
FLJ25006	-3.95
ATP13A3	0.287333333333333
C3AR1	2.786
CADM2	0.278166666666667
EFNA4	0.613
HAO1	0.90575
TWF1	0.263666666666667
MRPS17	-1.05975
MYH9	1.95641666666667
C9orf9	0.479666666666667
C17orf79	0.335166666666667
FSCN3	0.568
BDKRB2	1.17916666666667
PCGF6	-0.9635
RAP1GAP	-0.924666666666666
TAS2R41	0.2115
DCLK1	0.8717
DEFT1P	-0.256833333333333
TAF2	-0.273666666666667
COPZ1	0.37925
KATNA1	-0.093
STIM1	0.8955
TBX2	-1.69516666666667
RPS4X	0.493
MARCH8	1.08983333333333
DHX33	-1.59166666666667
TMEM161B	-1.2105
SYPL2	0.6345
ADCY5	0.304375
SRPK3	0.888625
CXorf9	0.792
REC8	-1.228375
CLP1	0.2525
MGC52498	-0.1005
DUOX2	0.91925
C6orf150	-0.4725
TSC22D3	2.070875
CASP8	-1.0395
PRKD3	-1.398625
CFH	2.789
TRO	0.2895
NRIP1	0.60425
ZNF707	0.207833333333333
TBC1D22B	-0.254333333333333
HYI	0.1315
COX7B2	-0.31975
GPR52	0.5375
CASC3	0.151
METRN	0.1135
KRT3	1.2255
ARF1	1.12885714285714
C1orf111	0.03275
MOG	-0.103
C6orf50	0.413
MGC12966	0.29575
ATP7A	1.05516666666667
NOTUM	-2.56433333333333
LOC342897	0.201
ITSN2	0.1905
GIP	0
LOC89944	-1.203
UBXD8	0.37
GYPE	-1.9725
JAG1	1.22016666666667
RLBP1L2	-0.1585
HIST1H2AL	-1.045125
PAPPA	-0.327
CYP4F8	0.1985
TRH	0.26425
DCTN3	0.4598
NT5C	-0.45725
HTR3C	-0.4615
VPS41	0.23075
KIAA0174	-0.018
ANKS6	-1.05575
MPV17L	-0.107
MT1M	0.123833333333333
DTX1	0.283
LOC146325	-0.1015
ZNF639	0.554333333333333
CACNG4	1.147
TNNC1	-2.21575
MGC27345	-0.61525
CASD1	1.0684
HOXD4	0.7215
SMC4	-2.07664705882353
TTC35	-0.1742
CTXN1	0.289125
RGS19	0.0715
SFRS3	-0.6755
TRIM43	-0.9685
HLA-DQB1	3.16475
NUPL1	-0.9878
NRAS	-1.22825
RPL22L1	-0.8125
ZNF138	-0.8165
FBXW2	0.3339
SIX3	0.439666666666667
HDAC9	-0.317333333333333
OGG1	-0.0353125
APLP1	-1.1
OR7A5	0.404
DLX4	-1.0575
TUBA1B	-0.869666666666667
CRY1	-0.01
C12orf29	-1.1415
MGC70863	-0.275909090909091
OR1D2	-1.6895
C1orf25	0.60575
CUZD1	-0.71525
PUNC	-3.1845
SCAND1	0.202
MYT1	-1.5865
MPND	0.532
GOLGA1	0.531
ZBTB43	-0.0835
VAPA	0.3695
C4orf36	0.88175
STAP1	1.4665
SLC34A1	-0.64125
PIK3R3	1.0128
TGM5	1.487
USPL1	-0.5497
FBXO40	0.174666666666667
BRF1	-0.03
CCL27	-0.7615
hCG_1657980	-0.286
PFN2	1.0159
MYBPH	-1.9505
PPP1CC	0.0245625
CDCA7L	-1.9845
KCNB2	1.03275
C20orf151	1.0585
USP13	-1.1335
RCOR2	0.4855
FBXW4	1.17133333333333
WT1	-1.4785
TAS2R46	-0.094
STK38L	1.25533333333333
LEPROT	1.2205
DDX42	0.264
TXNRD2	-0.685
TNFRSF4	2.172
KSR1	0.067375
SLC27A1	1.26866666666667
POU5F2	0.08925
SLC22A11	0.182
C8orf32	0.217166666666667
ZNF236	-0.06
GABRB1	-3.735
LRRC29	0.8225
FBLN1	3.07825
MRRF	-0.558166666666667
RP1	0.5825
MARVELD1	2.03975
AFF4	-0.112928571428571
C17orf54	-0.4835
RAF1	-0.25375
SUB1	-1.20566666666667
MRPS33	-0.28525
ZIC1	-1.8819
ARL10	0.296
RAG1AP1	1.05966666666667
P2RX5	-2.8866
NCR3	0.503166666666667
LTB4R2	0.361
HLA-DPA1	4.721
FKBPL	-0.102666666666667
JAKMIP1	-3.464
SNX4	0.36625
CD248	2.54625
CCR2	-1.079
LOC401152	0.878166666666667
SH3KBP1	-0.5381
LMBRD2	0.0893571428571429
WDR51A	-1.86133333333333
SYT15	-0.143
SMOX	-0.9505
NACAP1	-0.315
DRD2	0.0845
COPS2	-0.187
FCER1A	4.1695
TMEM112B	0.614
SUGT1	-0.6367
CALR	0.090125
DPY19L2P4	-0.55475
ADRA1B	-0.16625
LTB	1.63025
SNRPD1	-1.10475
NCAPG2	-2.63
KCNMB1	2.45433333333333
ITGAV	1.55341666666667
LENG4	0.56075
C13orf16	1.1835
C20orf3	0.60175
PIP5K1A	-0.742
PCNA	-2.0225
C1orf34	3.14975
MMACHC	-0.2915
BEST1	0.639166666666667
REV3L	-1.24175
ZRANB1	-0.151
AVPI1	-0.96375
ATG5	0.46225
SARM1	0.8455
RGS7	-0.48525
HMP19	1.055
SGTB	-0.4992
FEM1A	0.4137
C1orf122	0.812125
MYCT1	1.42566666666667
GM2A	0.357
ZCCHC7	-0.216642857142857
MYH10	-0.200875
DKFZp761B107	0.367
ADAL	-1.18025
OR10J1	0.1725
TMEM9B	2.3385
DNAJA1	-0.156875
SCGB1D4	0.358
LRRC50	0.556
PRKX	-0.93775
NUDT14	0.9485
PCTK1	-0.290636363636364
ARG1	-4.05925
KIF2C	-3.40575
GFM1	0.1435
RAB11FIP3	-0.029
HBD	-2.57666666666667
NPR3	-2.0474
IRAK3	1.56733333333333
OLAH	-1.04866666666667
CYB561D2	0.7265
CNNM4	1.185
MYO5A	-0.9133
SIPA1L3	1.33141666666667
ADAM10	1.643
LIPA	1.57291666666667
NAP1L4	-0.201
MRPS22	-0.931
GNG4	-1.4955
PSG5	0.0296666666666667
PPP2R2C	-2.1584
P2RY12	3.04825
SLC6A13	-0.212375
AGPAT4	0.4519
C6orf199	-0.000625000000000001
FAM53C	-0.54625
TPM1	1.42231818181818
PYHIN1	0.6955
LINGO1	-0.308666666666667
CIDEC	0.296
CRIM1	0.4882
DHTKD1	-0.0189166666666667
ZNF546	-0.0575
CD300LG	0.4164
SFRS2IP	0.0208333333333333
FLNB	0.282625
NOC2L	-1.0775
SPINK7	0.353
CRTC2	-0.0935
HMG4L	-1.25625
C14orf162	0.43625
CCDC123	0.41975
HTRA3	3.2210625
SPTBN5	1.79566666666667
C1orf77	-0.603416666666667
TAF1L	-0.4215
WDR78	2.595
WDR49	0.303833333333333
SIN3A	0.71725
ECSIT	0.0403333333333333
VSIG4	3.826
DIRAS2	-0.0326
TXNL1	0.1605
MTERFD3	0.0235
CCNYL1	-0.365125
CISD2	-0.431666666666667
OR5C1	-0.0685
OBSCN	-0.71475
GBA	0.5755
SLC9A11	0.4695
C6orf64	0.884916666666667
ESD	-0.388625
CYYR1	1.11966666666667
PNRC1	0.767
FCAMR	0.146
PPIA	-0.4735
VDAC1	-0.066875
TRIB1	1.074625
NT5C1B	-0.043
CLDN17	0.513
ICOSLG	0.747
RGR	0.056625
DSG1	0.1295
TMEM27	-1.10875
C1orf69	-0.95925
PRAP1	-1.32525
DQX1	-2.815875
C20orf46	-2.05427272727273
NHEJ1	-0.351833333333333
DNAJC18	0.063875
MANEAL	-0.839833333333333
MTBP	-1.6465
S100A6	0.590625
ABHD7	2.9065
NEDD1	-0.573666666666667
TINF2	1.2105
SLC7A10	0.0345
KIAA1875	-0.358833333333333
TMEM20	-0.9115
COX19	-1.45175
SPRR1A	0.6795
SCEL	0.120375
CCDC70	0.8785
CRISP2	0.430833333333333
ILF3	-0.828666666666667
NTRK3	1.49116666666667
B3GNT1	-0.272666666666667
LARP6	-0.189
FBN1	2.316
ZNF621	0.156
JOSD1	0.7662
SNX14	0.215
INHBB	4.59116666666667
TBL2	0.10875
GUSBL1	-1.26483333333333
TXLNA	0.287333333333333
PEX6	0.724166666666667
DDEF1	0.191166666666667
TMEM187	2.03166666666667
AIP	-0.49175
MCEE	-0.77875
LGALS14	0.5335
TNFRSF13C	-0.6735
CTNNA3	0.337333333333333
HSDL1	-0.3035
LAMA5	-0.968333333333333
KIAA1853	-0.1705
PMS2L11	-0.548
AKAP4	-0.4695
DIS3L2	-0.503833333333333
ZNF292	-0.6165
TBX15	2.43716666666667
CTCF	-0.2972
FAM19A3	0.2865
FUT10	0.2045
KIAA0746	-0.9435
KRT81	0.7295
ALDH3B2	0.58225
MOGAT2	1.2815
M6PR	-0.23275
COASY	0.4195
CCND3	-0.634642857142857
LAMC1	0.94825
CLASP2	-0.426071428571429
EIF2AK3	1.092
SMYD2	0.353333333333333
PBX3	-0.00975
TMPRSS2	0.896
OR10R2	0.6675
ZNF761	-0.3
MED30	-0.77775
ZNF629	0.4145
CORO6	-0.3515
FLJ10154	-1.295
FAM123B	-0.0565
ANGPT1	-1.9262
MED23	0.602375
LOC255374	0.40025
SEMA6A	-1.4254
HSD11B1L	0.747
GMEB2	-0.0606666666666667
PSMD14	-0.54525
FLJ10213	-2.129
PDCD2	-1.2275
MAST1	-0.215
EPHA1	0.547666666666667
XCL2	0.075375
EIF4G1	0.382
UBE2D1	0.6529
RAB39B	-2.3455
IDH3A	-0.628666666666667
CREB5	-0.744375
FLJ21511	1.009
ANGPT2	1.85116666666667
RANBP3	0.1593
DYRK1B	0.853333333333333
HLA-DRB6	3.672
FLJ11292	-0.0495
NMRAL1	0.3855
ATP6V0A4	-0.444
FGFRL1	-0.61625
GZF1	-0.0445
TMSB4Y	-0.5325
RBKS	0.38425
PHLDB1	0.827125
SEC23A	0.0433333333333334
MLX	0.3072
TPD52	1.62925
CPNE8	0.475083333333333
DACH2	-0.8455
PSMA4	-0.656428571428571
C1orf149	0.6651
PGM2	-0.41275
ROCK1	0.571142857142857
TAGLN	2.8677
PTPRK	0.813666666666667
TPSAB1	4.192
GPR82	0.6185
ZNF45	0.492125
ZNF610	-0.0985
TK1	-1.80022222222222
LETM2	0.0825
KLF1	-2.65775
SAP30L	-0.2015
KCNK2	1.818
SORCS1	-2.35916666666667
VEZF1	0.415125
DNM3	1.15425
GIT1	0.17025
OR4K1	0.25
LSM11	-0.7049
C7orf10	1.86183333333333
MMP28	1.96375
ZNF394	-0.09025
DPF3	0.00100000000000002
FAM35A	0.31
ODF2	-0.1172
TREX2	0.048
EPB41	-1.3228
PRKRIR	-0.323166666666667
MED4	0.584
C11orf21	-0.178166666666667
ECM2	5.79825
SHCBP1	-2.6225
TRABD	0.2095
COTL1	-0.632
CLEC3A	-0.2455
TNC	-0.78375
ZNF659	-0.1665
C22orf30	-0.0375
C13orf7	-0.3075
PPP1R12B	0.582666666666667
SOCS7	0.776
MARCKS	2.27658333333333
SACS	-1.489
TTLL12	-0.317
PPARA	-0.4439
LAYN	2.10916666666667
FAM83G	0.262
MOSPD3	0.48175
PSMG3	-0.9413
ATP1A2	-2.25825
KIAA1702	-0.1475
FAM12A	0.2025
PLEK2	0.34275
TG	1.7695
OPTN	1.02
HDX	1.24883333333333
MAPKAPK5	-0.226
DGKG	-1.46925
AFAP1L2	1.95675
C14orf49	-0.0645
ZFP91	0.0856666666666667
ZNF428	1.1695
OR5B12	-0.4295
IFNA17	0.084
BTC	1.00425
MAP2K5	-0.366
TADA1L	-0.50575
IGF2	-0.95325
PROK1	0.3185
ATAD2	-1.99746153846154
DMN	0.197333333333333
NPEPPS	0.0884090909090909
SLC2A12	1.13908333333333
CD80	0.66125
GPR77	0.424
PHF6	-0.1545
FAM47C	0.828
HOMER2	0.5545
C10orf91	-0.0245
DNMT1	-1.21075
HTR1B	0.2285
SMARCD2	0.218
BRIP1	-2.89433333333333
WIPF2	0.636545454545454
ZNF283	-0.21325
PLXDC2	4.40566666666667
SBF2	0.685833333333333
CDH9	-1.346
SLC7A5	-2.7718125
DLG7	-3.63755555555556
T	-0.248
NFIB	1.51814285714286
CAPRIN1	-0.326083333333333
ETFDH	0.51
SLC15A1	0.0818333333333333
LRCH2	-0.0745
GSPT2	0.556166666666667
NAT9	-0.646
MB	2.203
LIFR	-1.5493
ZC3H12D	-0.85125
CYP4Z1	2.8635
DMBT1	0.8765
KCNAB2	-0.725166666666667
MXI1	-0.524833333333333
EIF4A1	-0.8883
SPTLC2	1.3515
TTC28	0.202375
MAGI2	2.53
EXPH5	1.84733333333333
PERQ1	-0.301375
NLRP2	1.59325
NELL1	0.8005
MAP3K2	0.8519
IFNK	0.5335
PCDH19	2.07825
LEPROTL1	-0.477375
CLINT1	-0.399833333333333
C2orf54	2.2145
POLE2	-2.484
SLC16A13	0.00683333333333333
NIN	0.00150000000000001
PLCL1	-0.458
DDIT3	-1.34
GPR152	0.033
HOMER1	-0.524
MCM9	-1.51175
OSR1	1.16516666666667
BPIL1	-0.524
CHRNA4	0.18725
HSPA5	-0.1498
RAB40A	-0.986
ALDH8A1	0.0906
PRRG2	2.486
RALA	0.6501
SAP30	-1.107875
XPA	0.6515
ZBTB9	0.394833333333333
SPDEF	2.69625
APOBEC3H	0.24
GNPTAB	-0.00507142857142856
ABCC10	-0.07925
INSL4	-3.011
PFDN6	-0.57075
RPA1	-0.75475
TROVE2	0.712
C12orf35	-0.533625
PLEKHM1	0.9625
FNDC3A	-0.136833333333333
MGC61571	-0.9865
WNT10A	0.2775
SPIRE1	-0.581
MICB	-0.827714285714286
ST8SIA3	-1.30411111111111
MYL7	0.5865
IAH1	0.6245
MBD3L1	0.0645
KHDRBS3	1.8955
PMS2L5	-0.504
SLC30A10	-3.191
