Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
ZNF529	-0.445833333333333
RBED1	1.37175
DDB2	-0.78625
FLJ11286	0.924166666666667
SPATA1	0.709
MKNK1	0.464
DYSF	0.5985
ALKBH2	0.09925
NKD1	-3.35783333333333
C1orf174	-0.29125
PLEKHO1	0.710166666666667
ASB10	0.08925
RING1	-0.4915
NPC2	0.79675
AVPR1B	-0.3865
YTHDF1	-0.203583333333333
LMAN1L	0.7675
GSG2	-2.1135
CEP170	-0.1637
RPS4Y2	-5.2295
MSH6	-1.3675
HECTD2	2.3995
ZNF556	1.43116666666667
PLEKHC1	-2.4873
AIRE	0.422333333333333
BCL2L10	2.01725
LMOD3	0.4955
ZBTB8	0.4095
FOXA2	-3.6801
SLCO2A1	2.013625
C3orf46	-0.052
PRDM16	-1.08733333333333
TMEM98	-0.29475
FRMD5	-2.7
PDE6C	0.3445
C1orf216	0.1155
EP400	-0.112357142857143
PTK2	0.299833333333333
RNF217	-0.1085
NDUFA8	0.1585
ZFAT1	0.6295
LAMP3	0.346666666666667
GLTSCR2	0.994375
NPW	-1.0955
LLGL2	-0.00830000000000001
PPM1K	-1.8224
C20orf177	-0.342
KIR2DL4	0.3255
NFKB2	0.6915
C21orf122	-0.842
HESX1	-0.05925
GPR114	0.743666666666667
SLC25A35	1.43166666666667
GNAT1	-0.11225
ORAI3	1.03275
FAM76B	-0.4345
TMEM99	-0.4952
TRIM29	-1.4058
CDS1	3.314
RHEB	-0.553
C4orf27	-0.611166666666667
RAB3A	-0.3435
OTUD6B	-0.722
GPD1	0.02875
CDH15	-1.40033333333333
NPM1	-0.9505
TMEM117	-0.75
PRPS2	-0.5165
GCK	-0.0135
ADRA2A	5.566
TSPYL4	-1.0445
TASP1	-1.05075
WDR19	0.924166666666667
C10orf38	-2.185
PDE4C	-0.295166666666667
FYB	0.797454545454546
C1orf55	0.426833333333333
PPFIA3	-0.12125
RAD18	-1.1285
C12orf44	-0.188333333333333
CRYBA4	-0.0985
HVCN1	1.02925
TAF10	0.154
C16orf48	-0.154333333333333
DEPDC5	1.59633333333333
LTBP1	-1.829
MAPRE1	-0.103625
FGF8	-1.1415
C3orf52	0.465375
SENP7	-0.445166666666667
LRRK2	2.88425
RUNDC2A	0.7985
KIAA0355	-0.267666666666667
CPEB1	-2.464
PPEF2	0.612
ABI2	0.371166666666667
KIAA0317	-0.312
ATF1	-0.994666666666667
DYNC1H1	0.89875
DIP	0.4565
TMEM33	0.495611111111111
POLDIP3	-0.104
C7orf24	0.78025
GPR171	2.71925
CDC6	-2.5705
PLD1	-2.0533
ITFG2	0.5278
NDUFC1	0.94175
AKNA	-0.4855
NBR1	0.9895
PKHD1	-0.134
HPS4	-0.3623
MAFA	1.51725
ULBP3	-0.5865
DIRC1	0.1885
IMMT	-0.686625
C22orf13	0.0335
CEL	-0.031
MARK3	-0.30775
ADAMTS2	-0.093
ARPC3	0.0463333333333333
TMEM10	0.028625
NPHS1	2.6275
BRD8	0.129166666666667
WDR12	-1.87875
IDI2	-0.213875
HOXD13	-2.5575
OR8G2	-1.1675
SLAIN1	-4.854
GABRQ	-0.9665
NR2C2	-0.678
NKTR	-0.0857
TLE2	0.8625
KIAA0892	-0.249
AURKA	-2.53809090909091
GPRC5C	0.243166666666667
TBC1D9B	0.4325
PNPLA6	0.0743333333333333
AP3B1	0.19225
NAG	-0.38
C11orf68	-0.252
AKR7A3	1.19225
AHCYL1	0.67525
COP1	1.09533333333333
RPP14	-0.351166666666667
PCDHB18	-0.7315
CDH24	1.7825
KRT17	-1.3064
LACTB2	-1.09575
DDX24	0.4806
PHACTR1	-1.8565
SLC35E2	0.03875
LOXL1	0.101
IQSEC2	1.1755
RGSL1	-0.474
PCDHGC5	0.6035
MEGF10	-0.69
PRRX1	0.144
ASTE1	1.11133333333333
C6orf159	-2.305
MYOD1	1.6745
GAA	0.98025
ZNF747	1.2065
KLRC1	-1.973375
IL1RL2	-0.1325
GDF9	1.428
GPR119	0.4185
TRAF2	0.420333333333333
HCK	3.6615
BMP6	-2.90825
IL8RA	0.752
FLJ35848	-0.894
EFHA1	0.298
CDSN	-0.148
C14orf54	-0.165333333333333
LSM3	-0.968125
ZFP41	0.043
C9orf126	-1.46233333333333
VIT	-3.0665
SPCS3	-1.07475
DEF8	-1.7364
CHAF1A	-1.2115
C1orf165	0.367333333333333
ZFPM2	-0.2845
FTH1	0.56725
SLC35F1	-1.75525
YWHAH	0.7285
C17orf66	0.0201666666666667
ADRB1	0.3995
FOXL1	-0.542
RG9MTD3	0.658
UMPS	-0.313375
MGC13008	0.264
KIAA1161	-0.2955
CCDC77	-1.9065
C12orf65	-0.1217
COG4	-1.35166666666667
RCP9	0.928916666666667
RP4-692D3.1	3.7305
CDC2L5	0.03725
MGC7036	0.7565
DNAJC11	-0.3415
GDF2	-0.373166666666667
TIMM17A	-0.95
HNRNPA0	-0.6816
OR2H1	0.639
PCBP1	0.163125
COL23A1	-2.32775
LRRC2	1.12171428571429
NSD1	0.650214285714286
FLJ37078	-0.748625
WDR91	0.230166666666667
TMEM179	-0.098
DSCR10	-1.062
CNDP2	0.9977
FYN	-1.3315
BEX2	-0.151333333333333
KCND3	1.5
YPEL5	0.9995
LRRC42	-0.764
C17orf45	0.149
ZNF649	-0.5386
LOC150763	0.102125
COL5A2	1.48025
CNGA2	0.316
ELA2B	-1.02483333333333
RAB9B	-0.62825
FAM100A	0.18875
NAIP	0.238
MYOZ2	-0.77425
SPATA12	-0.3195
XRCC4	-1.752
CYB561	2.0307
CHST10	0.36775
BAI1	0.0821666666666667
BRSK1	0.0868333333333333
C17orf89	-0.16825
PDE6H	-1.269
FLJ20309	0.552
MAP7	0.36225
SCN4B	2.36375
SPAG9	-1.343125
SERTAD1	0.714166666666667
FLJ21963	-0.55075
ANTXR1	0.2014
TMPRSS13	3.143
ETV7	3.05983333333333
DGAT1	0.243
NKIRAS1	-0.670666666666667
TAC3	-3.42225
CORO1C	-0.76075
RAD54B	-1.64825
HRASLS3	1.53216666666667
C21orf42	-0.66975
BARD1	-0.687833333333333
ZNF177	0.744166666666667
MIP	0.2885
ZNF442	0.152
F2	-3.6621
GRIA1	2.652625
GALNTL2	0.620166666666667
WNT5A	-1.8012
LENG9	0.2755
hCG_25371	-1.5715
FOXR1	0.368
TRA@	0.7467
PWWP2	1.45775
C1QTNF7	0.700833333333333
SLC7A4	2.6685
C4orf7	1.85825
C17orf80	-0.129833333333333
KLK4	0.137833333333333
IL31	-0.0275
TMEM176A	1.80125
CTNNB1	0.174625
BHLHB2	0.9645
TMEM185B	0.4165
ARD1B	-0.51975
C1orf93	1.228
BRUNOL4	-0.290666666666667
LOC541469	-1.23791666666667
UPK2	-0.361
GAS8	0.505666666666667
PATE	-0.166
IMPACT	0.9255
WNK4	0.495
HNRPLL	-1.232625
GAD2	0.318
ITGA6	-0.29525
BMP15	0.573666666666667
CYP2A7	3.011875
RIC8A	0.362875
CCND1	0.937
USP35	0.518
DSCR2	-1.86575
CCL4	4.42933333333333
ZCCHC10	-0.0285
NOL11	-1.59375
TRPM2	2.02533333333333
PSMD2	-0.953909090909091
CHTF18	-1.4875
USP18	1.083375
RRAS	0.63925
LAMC3	-1.96025
TOX	-4.33183333333333
PCDH15	-0.3425
GABRG3	-2.48725
NUDCD2	-0.619625
SGCZ	1.0295
KCTD17	0.4965
SPSB2	0.4145
TPPP3	3.419
CILP2	0.571833333333333
CALB2	2.474875
CEBPZ	-0.388166666666667
ZNF479	-0.29
FMOD	5.8145
C21orf66	-0.990285714285714
CLN6	0.358166666666667
ANAPC1	-0.91425
SH2D3C	1.656
PTPN14	-0.1559
TRIM42	0.394
APTX	-0.15675
SNRPG	-0.265333333333333
BMS1	-0.189
MAGEA3	-3.908
NFATC3	-1.42991666666667
LRRC45	0.971166666666667
ARS2	0.0959285714285714
LRIG1	2.79
EPSTI1	0.5065
PRSS27	0.913
ERC2	-1.792625
PRKACB	-1.5545
PRDM13	-5.3995
HCG27	-1.22075
KLK12	-3.8385
HSD17B7	1.16266666666667
ZNF354A	0.541
PCDH11X	-0.691
DMGDH	-1.911
PCBD2	0.416166666666667
TMC6	-0.61125
RIMS1	0.275875
SF3B2	0.00933333333333334
RCN1	-0.6615
CPB1	2.4065
BCAR3	-0.018
FCRLB	3.188
PAK1IP1	-1.765
OR10H1	0.3035
KIF9	1.9475
PITPNM2	-1.499625
L3MBTL4	1.4345
TGFB1	-0.5749
ZXDC	-0.877
SLC6A16	-1.0655
SRrp35	-2.977375
LRRC8E	2.24
PPIAL4	-1.10133333333333
EOMES	-0.110166666666667
PAX2	0.077
SCARF2	0.339
PSEN2	2.07275
PCDHB13	-0.46625
C10orf28	-0.614125
DHRS7B	0.729214285714286
C1orf131	-0.40675
ASB1	-0.4048
ZNF223	0.277166666666667
LCMT2	0.8765
MEP1A	-1.403
TMEM53	1.13575
RSPH3	1.49875
C10orf33	0.3925
LOC644285	0.85875
PTPN9	0.532166666666667
ABCA12	0.5925
CCDC37	-1.80375
RUNDC1	1.6327
YES1	-0.457
FAM120AOS	1.588
OR5M3	0.127
PPP1R3F	0.218833333333333
IL13	0.1245
MDFI	-1.6865
PRNT	0.234
ZDBF2	-1.7985
OR10C1	0.495833333333333
CLIC1	-0.960333333333333
LILRA5	0.2485
CSAG1	-3.74983333333333
TREML2	-0.221
FAM125A	0.2335
ZNF74	-1.304
FAM104A	-0.205375
LRRC39	-0.5975
SAMD5	-0.574
HYAL2	0.518
HIST2H2AC	1.8965
IGFBP5	2.76160869565217
NRTN	-1.10983333333333
KIAA0556	0.7191
FAM29A	-1.78544444444444
JMJD2A	1.3695
EPHB1	0.1775
POLD4	0.872
ANAPC10	-1.21525
LRRC36	0.9285
MEGF6	-1.45075
LPHN3	-1.32883333333333
BMP10	0.208
C21orf55	0.6765
CREM	-0.8304375
PTGER4	-0.234
METAP1	-1.449125
KCNQ1	1.464
NR2F2	0.677125
SSFA2	2.05166666666667
CTTNBP2	-0.47525
BCL2A1	-1.798125
ZBTB24	-1.161
SLCO6A1	-1.69525
PRDM1	0.4988
OR7D2	-0.467
CCDC47	0.0605
LOC646982	-0.003
SLC26A6	-1.44216666666667
BIN1	0.000500000000000017
SRRM1	0.5565
PCSK1N	-0.292125
ALS2	-0.0492
ECT2	-1.59647368421053
CACNA2D2	0.507625
DOCK6	-1.18025
C10orf119	-0.02375
FATE1	0.46925
DUSP23	2.76075
TRIP6	-0.112857142857143
NUP35	-0.4825
CDH3	0.66825
KLHDC8A	0.441
C9orf116	2.696625
EI24	-0.0945
CENTD1	1.21816666666667
RWDD2B	0.293
DOCK1	1.3015
NPAS2	0.6505
NR3C2	1.94816666666667
FAM63A	1.84
INPP5F	-0.8005
FAM111A	-0.0771
MYBL1	-2.82275
IQGAP3	0.243
CRADD	-1.74766666666667
DUSP12	-0.7995
PDZK1IP1	4.01625
VASH2	-0.934
CTR9	0.55825
VIL1	-4.15475
OR8U1	0.9065
CCDC107	0.974
PTTG1IP	0.51025
OR4X2	0.614
COL9A1	-2.5565
PSMD9	-0.681
ZFP62	0.39875
TIP39	-0.146
PARP15	-0.221
TTC19	0.134375
C1orf114	-1.735
GFPT1	-0.0795
SLC27A6	-2.66675
MRPS10	-1.3847
CALML5	1.3215
TRPM7	0.0201249999999999
CGNL1	2.11925
CECR1	0.642
SERPINB8	-0.677
TMEM102	1.477875
PDIA2	-3.52
NUCKS1	0.963
HOTAIR	3.69825
EBI3	0.81175
NXN	-0.4985
ZMYND19	-0.487375
FOXJ3	-0.381
EIF5B	-0.2155
EIF2B4	-0.463833333333333
LEO1	0.08725
ZIC5	-1.60133333333333
IL20	1.5035
KIAA0415	0.2445
FLJ37357	0.849
TSPAN12	-0.448
ACTR3B	-0.742125
TFAM	-0.963333333333333
IL17RD	-0.313875
PARP12	0.96425
KLHDC7A	0.399
KCTD4	0.0213333333333333
GTF2H1	-0.04625
FLCN	-0.864333333333333
BIRC4	1.86875
LOC790955	-0.079
VKORC1L1	-0.12475
CYP4F22	0.894333333333333
TAS2R5	0.6115
ZNF582	1.6865
HS3ST3B1	-1.376875
CTNS	0.06575
STK36	1.35283333333333
MMD2	0.0875
RP5-1103G7.6	-0.0625
FLJ23356	0.046
CRH	-0.427
C1orf182	1.13616666666667
ACP5	3.46883333333333
AMFR	-0.2406
CA4	-1.57
PLCB4	-2.18575
MPHOSPH10	-0.036
UNQ473	3.97233333333333
G3BP2	-0.259333333333333
SR140	-0.413166666666667
HOXA2	-0.06225
PYGB	0.22175
BAT1	-0.967666666666667
DKK3	-0.975166666666667
DDX31	-0.8475
TULP1	-0.15825
NHLRC2	0.4105
TNRC4	-0.0458333333333333
ZNF430	-0.33225
TNRC6A	0.978125
PLA2G1B	0.120833333333333
RCHY1	-0.726166666666667
GTF2A2	-0.9045
MGC4294	-1.123
ZNF691	0.2505
TACC3	-0.681
DNAJC5G	-0.0855
LOC4951	0.66
MS4A4A	-1.6895
LOC152485	1.2635
PPP1R2P1	-0.0405
PPP2R5B	0.006
RPGRIP1L	-0.56825
SPOP	1.0982
PTPRF	1.93183333333333
MGC42090	0.164
SUSD3	5.095
THOC4	-0.787625
MAML1	0.0018
FXR2	-0.325833333333333
TYK2	-0.061125
MUC6	0.929666666666667
DNAJB7	-0.634
PIP4K2A	-0.199714285714286
MEX3A	-1.28033333333333
RRP1	-0.767875
TFAP4	0.8475
CXorf41	2.29725
MTMR4	-0.867166666666667
CTLA4	-0.8325
SNX9	-0.213625
CIB3	3.173
NECAP1	0.23575
PLA2G2D	0.0369
GLMN	-1.89416666666667
DCLRE1A	0.21125
PDX1	-0.1775
SAMD11	-1.422
MRPL55	1.5012
TLR7	2.5335
TBC1D21	-0.1625
SMAD1	1.5969
ACTRT2	-0.182
RIOK2	-0.1945
PDLIM4	-1.341
SLC22A15	1.713
ABHD13	0.0216
STX18	0.032
CCPG1	0.0172857142857143
DCBLD1	0.078
SLC2A6	0.4205
NOLA3	-0.68575
TRDMT1	-1.09878571428571
IL17F	0.519
ATP1A4	0.0638333333333333
OR52W1	0.087
CFL1	-0.89375
IL4	-1.33725
RBP2	0.363833333333333
CPSF6	-0.3755
TTC8	0.0388333333333333
MUCL1	0.854
EYA3	-2.26916666666667
KRT38	0.649
GNE	-1.3865
ZNF501	-0.8325
SLC35A2	0.14725
CEP110	-0.2883
MYF6	0.71825
MGST2	1.11416666666667
TRPV4	0.3635
NEK8	0.1925
NOX5	-1.7365
NCKAP1L	-0.3125
EMP3	-1.3555
BPY2C	-0.132
C1orf38	0.349
ELOVL2	-1.429375
CBX7	2.05758333333333
OSBPL1A	0.5475
ZNF589	-0.10325
ESCO1	-0.311666666666667
TRA2A	0.143583333333333
C3orf26	-1.33725
PHF2	2.01758333333333
PID1	-2.43433333333333
RFC1	0.362375
MTAP	-0.4051875
ADORA3	3.60916666666667
LOC389458	-0.45575
TRNT1	-0.692125
CRIPAK	0.49175
RAI2	4.16066666666667
ANKRD44	0.086
GZMB	2.21725
NFE2L1	0.156625
STIP1	-1.05216666666667
RASL11B	0.007
NT5DC2	-3.19383333333333
LRP2	4.158
MTDH	-0.667866666666667
ARSG	1.29625
HSP90AB1	-1.07566666666667
CT45-6	-5.13125
ZNF483	1.82975
LMBR1L	-0.4595
S100A2	-2.3255
C2	0.708111111111111
C2orf27	0.73575
EIF4EBP1	-0.7475
GCKR	-3.48066666666667
PPP1R9B	0.496875
FER	-1.31
SNRK	0.846
OR5M10	0.476
UTP6	-0.74575
CAPZA3	0.80525
FBP1	2.868
TERT	-2.363
CCL1	-1.576
FUCA1	2.26575
ALS2CR8	0.987333333333333
KCMF1	0.0261666666666667
SRCRB4D	-1.6045
OXCT2	-1.65566666666667
IL17RA	1.41383333333333
MPP5	0.84
SPA17	1.19675
FLJ10986	0.460166666666667
GALNT14	0.63175
CXorf27	1.04275
NPLOC4	-0.61975
RAB34	0.673
KRTAP3-3	2.2615
ARSD	1.675
CPLX2	-1.3845
PJA1	-0.13725
WHDC1L1	0.385833333333333
RB1	-0.559
MTMR15	-0.027
PHLDA2	-0.1425
GUCY2F	-0.4995
MPV17	0.357666666666667
SLC35D1	-1.155
LYSMD3	-0.0489
COL16A1	1.475
ERLIN1	-0.9455
JMJD4	0.6055
HIST1H2BK	0.4515
TP53I11	1.67633333333333
ST3GAL4	-0.4052
PF4V1	0.786333333333333
ALG8	-0.4635
REG1A	0.00224999999999999
MINA	-2.01375
CYB5R3	-0.143583333333333
HHLA1	-0.542
MYST4	0.808
VASN	-0.64775
UCHL5IP	-1.0155
TFAP2A	1.5645
MGC9913	-2.215
C9orf97	-0.516
LOC90379	-0.66875
PHF15	0.627071428571429
ZNF169	0.0836666666666667
KRT7	1.9015
GLIPR1L2	3.650125
LOC116236	0.4075
IQCF3	-0.49175
RDH14	0.707666666666667
HNRPK	0.726
RABEPK	-0.348833333333333
ISX	-2.403
CBARA1	0.158
RAD51AP1	-3.16175
MLL5	0.718375
CXorf48	-5.935
SGCD	-1.9375
PHTF1	0.174625
CA3	0.95075
CMTM5	-0.13025
STX10	-0.533625
JMJD2D	-1.5945
P4HA1	-0.782
GAB3	-0.317166666666667
DHRS4	0.4035
COL4A1	1.78875
C20orf20	-1.212625
OSBPL2	-0.261
PTTG2	-2.231
KIAA1688	1.164
STS	-1.757375
SHROOM4	1.14283333333333
KBTBD5	0.2895
ALDH1A3	-0.6434
BTNL2	0.4605
TGIF1	0.5525
ZFAND5	0.613
ICA1	2.355375
NAV3	-1.126
FLJ12331	-0.5275
EPS8L2	0.909
MNT	0.399333333333333
ENTPD1	1.06716666666667
OR51E2	0.832125
STK11	0.90175
MX1	3.136
TTTY9A	0.13925
CX62	-0.5395
LOXL4	-0.932
EXOSC4	-0.47125
PURB	0.245285714285714
SETD1A	0.0508333333333333
RELB	1.80925
LAMB2	1.39966666666667
HNF1B	-0.3745
PNLIPRP3	-0.305
C14orf139	-1.15575
UMOD	2.65875
GRIN3B	-0.6415
GPR25	0.577
ZNF512B	-0.5105
ATP6V0A1	-0.06575
SRA1	0.585
ZNF615	1.1455
ZNF768	0.0745
ZNF469	3.319
DYNC2LI1	0.174166666666667
DNAH3	-0.038
LOC387911	1.9305
LOC554234	-0.5225
ARRDC5	1.66525
TMEM59L	-2.10516666666667
MARCH4	-1.43725
CNOT8	-1.20316666666667
KIRREL3	-1.75716666666667
ADAM17	0.411375
MYOG	0.459875
CPNE1	-1.04966666666667
AK5	1.574625
LOC204010	-0.86225
NDRG4	-1.1565
LOC130074	0.113
PIAS4	0.6095
NCOA2	0.638
TEGT	0.9889
USP5	-1.28075
ANKRD21	3.06025
KIAA0692	-0.303333333333333
HAPLN3	-0.937
LZIC	-0.35425
NRXN3	4.60025
CDKN2C	-1.54783333333333
KIAA0226	0.0228333333333333
CYB5D1	1.192
WDR68	-0.61625
ABCB6	-0.7406
MRPS25	-0.8935
ZMAT2	0.115916666666667
KRT25	0.0655
RPL11	-0.2545
GRAP	-0.454666666666667
LOC198437	1.0095
RORC	1.844375
RAP2C	-0.0959285714285714
MXD1	-0.0445
AZI2	-0.0585
NUAK2	1.538
AHSG	-6.01875
MANSC1	2.39825
IMP3	0.181333333333333
C2orf3	-0.585375
VSTM3	1.644
PCTP	0.0885
SIRT1	0.6035
MANBA	1.0855
CD164	-0.400625
GFRA1	2.7949
PRM2	0.53075
ZKSCAN3	-1.1525
PLEKHG1	1.50925
TPRKB	-0.329
UBFD1	-0.222416666666667
CDKL5	0.375166666666667
HIST1H2BD	1.35608333333333
INPP4A	-0.706333333333333
BMX	-0.74375
PTPRU	-2.022
LOC554202	-1.402
HOXC8	0.825375
IL12B	-0.543
ADPGK	-0.44
ZNF418	1.086
SIAE	1.7445
CWC15	-0.07625
RP13-401N8.2	0.092
KLHL11	0.661
DEDD2	0.065125
PSMB3	0.015
DDX25	-2.69375
ZBTB3	0.314666666666667
GFRAL	-0.4435
RPS25	-0.384
FAM57B	1.16833333333333
TESK2	-0.618666666666667
DNM1L	-0.85225
ZNF207	-0.432833333333333
CLEC11A	0.295875
TOLLIP	0.688625
TMEM61	0.242166666666667
DLK1	-4.2092
PLVAP	2.70775
NOD2	1.04233333333333
SCMH1	0.8425
FLJ40235	-0.3635
HTR2A	-0.816333333333333
ARMC5	0.674
FUT7	0.3965
PRELP	1.7118
ALKBH6	0.206166666666667
GYG1	-0.0997499999999999
POLR3GL	0.70125
COL8A2	3.51366666666667
OR10A5	0.601625
C1orf187	-1.6705
TXLNB	1.63566666666667
C16orf68	-0.77675
R3HDM1	-0.367
C16orf75	-1.3725
BAALC	-0.451875
TNP1	0.3325
GAPDH	-1.54791666666667
COX7C	0.8485
ERRFI1	-1.47741666666667
PGAM2	0.567
FAM108B1	-1.767
APC	-0.358125
TLR2	3.853
SUCNR1	2.8055
ZNF233	0.83
WFDC1	-1.87033333333333
PSG11	-0.381888888888889
SLC39A1	1.6035
PSAPL1	-0.2905
CDC42EP1	0.415375
MECR	-0.2695
KIAA0101	-1.4883
MACROD2	0.2511
MMP19	0.54325
LOC202459	-1.04083333333333
VNN2	1.00325
ACCN3	-1.3775
TIMD4	0.302
RNASE8	0.5695
CCDC7	1.16825
SULT2B1	1.843
ME1	-1.20525
MGRN1	0.54175
MRPL30	-0.6875
IVL	0.205375
CALM1	0.55845
PLEKHA6	2.3609
B4GALNT2	0.1395
PGDS	4.73675
C8orf33	-0.739416666666667
TMEM56	1.45433333333333
CKM	-1.22783333333333
ESR2	-0.5631
ACOT8	-0.07325
AGTR2	0.35
LOC155006	0.317
BC37295_3	0.35
EPM2AIP1	0.253666666666667
PZP	0.18425
RPS9	0.9455
C18orf51	-2.6265
SIVA1	0.4999
HEATR2	-0.413
CD3E	-0.735166666666667
C20orf142	-0.2075
PGLYRP3	-0.4325
CCDC139	-0.5865
GPS2	0.0676666666666667
NOL14	-0.06175
LRTM2	3.4295
TRIM36	-1.824
TP53RK	-0.0839
FBXL13	-0.6145
RUFY2	0.285
C11orf70	0.215166666666667
HSPB9	1.20133333333333
GJA5	2.7335
HGF	-1.261
EPHB4	-0.052
SOX18	1.44175
IFRG15	1.44
SERPINA10	-3.94775
WDR23	0.607875
REEP2	-1.47833333333333
CDK3	-0.54575
HSPA12A	2.053875
ARL8B	0.5676
SATB1	2.04233333333333
PPM1D	-1.81766666666667
VPS45	0.482333333333333
TP53BP2	0.1645
GJE1	2.52625
CACNA1G	0.078875
VGLL4	1.35175
GNPTG	1.68075
ROS1	-1.757
C21orf128	0.338166666666667
BMP8B	1.511
SLC5A4	-0.655
SLC6A3	-0.085
C16orf53	1.674375
TMEM81	-1.097
APC2	0.0302000000000001
SYAP1	0.31925
C6orf54	0.506
ZBED5	-0.2158
PVR	-2.2785
LTA4H	-0.053
CCDC24	2.3632
MAGEA4	-4.17566666666667
IFIT3	2.72866666666667
MYADM	0.49475
C21orf82	-0.2395
PDE3B	-1.976
TMPRSS11A	0.09675
PGK1	-1.93058823529412
CCL13	0.827333333333333
DERL3	-0.602333333333333
MLXIP	-0.889333333333333
PLOD1	-1.31975
MTFR1	-2.1302
NPDC1	1.40916666666667
GPAA1	-1.17566666666667
LTV1	-1.3115
RYR3	-1.16175
C7orf46	-0.00850000000000001
VAMP2	1.38975
RNF135	1.1561
SUPV3L1	-0.478
FIBP	0.274
ADAMTS18	0.521166666666667
RNF25	0.709833333333333
SOS1	-0.157
PLAU	0.20925
MATK	-2.82275
EHF	7.639
CTNND2	-2.332875
PTEN	0.643
ZNF189	0.40725
SLC28A3	4.558
GUCY1A3	3.06175
SETD2	0.7873125
ROGDI	1.58825
TICAM1	0.5532
RASSF3	0.8545
PACSIN2	0.0346666666666667
SERPINB5	-2.40109090909091
PRKCDBP	-0.31675
TFDP3	-0.568
LGR6	0.781125
RFX5	0.765333333333333
OR52J3	0.709
PTPN18	1.6145
ZBTB34	0.229875
KCNF1	-1.37425
SYNE2	0.0861428571428572
SLC22A4	0.6005
NETO2	-3.180625
VCPIP1	-0.27625
LDHD	1.146
ESX1	-3.413
SQRDL	2.6955
GALK1	-0.79075
SERPINA6	-3.75733333333333
HD	0.3555
ASCL3	0.158
FBXL6	-0.273
FABP7	-4.8915
MAGEC3	-0.771
KLC4	-0.74575
CD1D	-1.382
PRAM1	2.06425
EIF3B	-0.561785714285714
DSCR8	-5.988
FLVCR1	-0.48275
KIAA0141	0.338125
PROM2	4.4055
ALOX5	2.5131
GPR162	-1.42675
LYRM2	-0.63775
RNASE6	-0.250875
HES5	1.729
GJA1	0.7375
MRPS14	-0.25375
HMHB1	0.38325
TAF7	-0.371375
BTNL9	0.5047
SFXN2	0.7245
VEPH1	-2.92525
GK2	0.707
AMBP	-4.158125
KIAA0953	0.523
XAGE5	-0.333333333333333
CCBP2	0.783
TGM2	-0.7725
ZNF202	-1.21
ACTL6A	-0.9675
SLC23A2	-0.381
ARHGEF7	-0.521833333333333
LOC728635	0.4995
CRYM	-2.76716666666667
PKD2	-1.24475
MANBAL	0.425166666666667
LIN54	-0.433
ACTL7B	-0.537666666666667
OR4D9	1.727
KIAA1683	-1.130625
ZNF704	1.91766666666667
TCP10	-0.723857142857143
MAGEB18	0.3625
DEFA4	0.452833333333333
ZNF197	-0.0145
PTOV1	0.018
RNF208	0.524833333333333
CMIP	0.564333333333333
TRDN	-0.151
UCHL1	-1.675375
APOL6	0.781
PLK1	-1.75766666666667
NPHP1	1.69
NDUFA11	-0.399
DAB1	0.3705
RTN4R	0.0435
PUSL1	-0.021
SYT2	0.25
ANXA13	0.5205
RFTN1	-1.27
ATP8B2	-0.491083333333333
VN1R2	-0.0155
OR52E4	0.193
NPPB	-3.10516666666667
ZNF148	0.781875
ZNF141	0.074
IKZF1	-1.625
PSMC2	-0.82925
GGA3	-0.738
LPGAT1	1.7255
SEC16B	1.56966666666667
C5orf38	3.43883333333333
THOC2	-0.4187
SLC16A12	-1.02266666666667
ALK	-2.810625
DACT3	1.008
CACHD1	-1.974
GAN	-1.213
EXOC6B	-0.1235
HIST1H2AE	1.932
VAMP1	-0.92325
SRI	-0.0535
AKAP14	0.7345
HLA-E	1.0949
SLC25A32	-1.0725
FLT3LG	-0.229166666666667
ATP1B1	2.395125
WDR1	0.2904375
SWAP70	1.24725
TRIM31	-0.317
ARNT	1.31625
ZNF596	0.486
CDKN1B	0.3695
FOXC1	-2.44175
SEMA3A	-4.1906
LSM14A	0.46425
STEAP3	0.390875
ABCA1	-0.831166666666667
PLSCR2	0.817333333333333
EDC3	-0.933083333333333
THBS3	1.207
C15orf43	-0.137
GMCL1	-0.960166666666667
C9orf71	0.33225
MGAT5	-0.0515
LOC402164	0.47825
TSPAN8	-4.842
DYNLT1	0.486
IGSF1	-3.0105
TMEM143	0.12225
FLJ25006	-1.98525
ATP13A3	0.0511666666666667
C3AR1	2.27675
CADM2	0.204166666666667
EFNA4	1.334
HAO1	0.1405
TWF1	0.35
MRPS17	-0.76725
MYH9	1.32208333333333
C9orf9	1.5545
C17orf79	-0.2845
FSCN3	0.4155
BDKRB2	1.445
PCGF6	-1.22983333333333
RAP1GAP	1.00408333333333
TAS2R41	0.672
DCLK1	0.7678
DEFT1P	0.264166666666667
TAF2	-0.330166666666667
COPZ1	0.7665
KATNA1	-1.273
STIM1	1.125
TBX2	-1.5585
RPS4X	0.239461538461538
MARCH8	1.0775
DHX33	-0.790666666666667
TMEM161B	-0.6595
SYPL2	0.4375
ADCY5	-0.44925
SRPK3	-0.142125
CXorf9	0.87375
REC8	-0.64325
CLP1	-0.6823
MGC52498	0.1085
DUOX2	1.4445
C6orf150	0.21325
TSC22D3	0.7775
CASP8	0.1323
PRKD3	-1.96775
CFH	-0.533
TRO	-1.32375
NRIP1	1.8165
ZNF707	0.440333333333333
TBC1D22B	-0.386833333333333
HYI	0.923
