Hybridization REF	TCGA-B6-A0WS-01A-11R-A115-07
EXOSC1	-0.1915
ARHGAP18	-0.62
LRRTM4	-1.058375
MAOB	0.227833333333333
CACNB4	0.22625
MGC33846	0.803
RANBP3L	0.518
ATP5L	-0.129125
ONECUT1	-3.0235
NUDT9	0.935
TMEM149	1.374
STX17	0.419
IGSF10	-3.281
TMPRSS9	-0.2455
BMPR2	1.16966666666667
ALLC	-0.328
KLF7	0.997
GCC1	0.6879
TIMM9	-1.11225
CDO1	0.325833333333333
MGC10701	-0.739833333333333
IFI6	3.3505
FRMD8	0.95075
MGAT2	-0.30225
WBP5	-0.239666666666667
CNIH2	0.357
KIAA0907	-2.1666
KCNH8	-0.7495
CTSG	-1.6835
GRIK1	-0.677166666666667
CUL5	0.2355
FRMD1	0.3055
OR9A4	0.186
SYT6	-1.2175
FOXD4L2	1.4925
ANAPC2	0.689166666666667
OPN5	0.2705
TAF13	0.19825
LYG2	-0.66275
GGNBP1	-0.1245
C11orf40	0.5515
OTX2	-1.178
REG4	-0.462833333333333
EIF5	-0.56775
PALB2	-0.69825
SEPSECS	0.12
RNASE3	-0.04975
TRIM49	-2.431
POLR2K	0.4817
GPR42	0.283
C8B	-2.76425
SASS6	-1.088
PREB	-0.0626666666666667
OR3A3	0.6405
TUBA8	1.16725
IGLV2-14	0.3465
STIL	-1.8125
ANKFN1	-1.06533333333333
NME7	-0.68
HOXC12	-0.93975
UBE2C	-2.359625
FHOD1	-0.933125
CDK2AP1	-0.1715
OR6K2	0.1125
DHPS	-0.24875
RPL5	-0.99175
TRGV5	0.1425
LOC541472	-0.167625
HCCS	-0.2418
DENND1B	0.364
LHX3	-0.318
OR5D16	0.6105
CXorf57	-2.153
IRF2BP1	1.34725
NDST2	0.8015
LCE3D	0.2725
BOLL	0.369
SYT3	-0.66725
PIH1D2	-1.6385
C20orf7	-0.7425
IL1R2	0.711666666666667
SLAMF9	1.244
PPME1	-0.109
PIK3CA	0.454
TRAPPC1	0.246125
COLEC10	-0.9855
SLC9A6	-1.54966666666667
PDDC1	0.163416666666667
CCDC53	0.67225
GK3P	-1.03725
DAZL	0.527
BRI3	0.409
SDK1	-0.184
CYP2C18	0.18675
IFI44L	3.9435
RPL3L	0.234
FUT9	-1.2144
KIFC2	0.239833333333333
PMP2	-0.741428571428571
SLC4A9	-0.0565
PLAG1	-2.01733333333333
MYCBP2	0.139333333333333
OR4E2	0.194
CCDC65	1.423
C16orf82	0.017
ENTPD4	-0.537375
BRP44L	0.222375
PMP22CD	0.135
TMCO4	1.169
KCNN1	-0.974833333333333
WDR35	0.45175
CCDC80	2.636
C3orf31	-1.4
SLC7A9	-0.74225
TMEM190	0.2335
DBC1	-1.55883333333333
FADS3	-0.556333333333333
PDZD8	-0.5295
GRM5	0.349375
AZGP1	3.8506
PEX3	0.163
MED1	0.461428571428571
ATG4C	-1.14966666666667
HNRPH3	-0.858
FAM109B	2.53325
C4orf17	0.7335
CA10	-0.4245
OPRD1	-0.197
CCL16	-1.7305
SACM1L	-0.48775
CST6	3.555
CD63	0.610625
LGI1	-2.17625
ZNF784	0.907
CRYBB1	-0.6145
CX3CL1	0.21045
TOP2A	-2.51075
GYPB	-3.211
GADD45GIP1	-0.14975
FEN1	-1.903875
IGF1R	0.3060625
WDR72	-0.2265
PURG	-0.547166666666667
DEFB126	0.066
PKD1L1	0.216
CAV1	-2.455
GNPDA2	0.3701
DGAT2	-1.116
NLGN1	-3.6255
STRBP	0.145
HPRT1	-0.504833333333333
FANCI	-1.72875
PSMA7	-0.151375
DBF4B	-0.820166666666667
TTF1	-0.728
RAD54L	-2.102
ELOF1	0.339
PLAGL2	0.0025
ZNF256	-1.38775
HMGCL	1.1265
MSI2	-0.073
RPESP	0.9605
C11orf60	-0.2795
ABCD1	0.475
ACAA1	0.1041
SPARCL1	5.04721428571428
IL6ST	2.1774
ZNF319	0.66625
TMEM109	0.1462
FAM90A1	-1.0735
IL22RA1	-1.0415
ATP4B	0.1595
TEC	-1.40116666666667
C7orf30	-0.9275
TXNDC2	0.284833333333333
ABCB4	-0.73025
KIAA1191	0.297875
C9orf38	-0.158
SFTPB	0.0284285714285714
CNTNAP2	2.27025
FRK	1.2025
TBX19	-0.25525
CHD4	-0.13425
C6orf26	-3.473
MOSC2	0.83025
IKBKE	0.89525
HIF1A	-2.45033333333333
LOC595101	0.3385
RELA	0.411333333333333
TMEM16B	1.7975
ABHD12B	-1.9575
TSEN34	0.8355
KIF18A	-2.425
TXNDC9	0.227666666666667
SPATA2L	0.165
SEMA4G	-0.779
C21orf91	0.259625
MATN1	-0.114
KCNIP4	0.0413333333333333
TUSC1	2.408125
OR4C15	0.54725
ARMCX6	-0.0875
WBSCR27	1.561
OR52I2	0.4495
KIAA1604	-0.42075
DYNC1I1	-1.012125
PPP4C	0.41225
SLC47A2	-2.3355
TREH	0.140875
CD48	3.42983333333333
ST14	0.652833333333333
PKN1	0.65375
SPON2	3.0425
XBP1	2.86891666666667
SFRS12	-0.881166666666667
EFCAB6	2.9515
SELT	0.13625
SLC39A2	0.2585
ERF	-0.634
ARL3	1.320375
SURF6	-0.7406
MLLT10	-0.131047619047619
FLJ11171	0.551
TDGF1	-4.22533333333333
ERCC6	-0.242
EIF2AK4	1.319375
BAZ1A	-0.857166666666667
LRRN3	0.458
TMC3	-0.0495
EFTUD1	-0.0265
PTPRO	1.70083333333333
CLEC12A	1.36575
ACBD4	0.43425
ZDHHC14	-0.466375
OTUD7B	0.8005
ACTB	0.59075
MSRA	0.096875
LCE5A	2.261
IFI35	1.6825
BSCL2	0.901833333333333
ANKRD12	1.66775
CFHR2	0.8055
RGAG1	-0.541333333333333
HSFY1	0.177
SLC30A5	-0.08
IMPG1	0.5645
GPR109A	0.4645
ZNF185	0.90275
IYD	2.312
NPCDR1	0.7485
SERPINA13	-0.106
HMGCLL1	-1.445
NEUROG1	0.676333333333333
UBQLN1	0.0579375
LIN37	1.14175
SOCS2	-2.45075
DSCR4	-1.812875
XKR6	-1.10675
GPR142	0.7605
KRTAP13-3	0.204
CCDC15	-2.07416666666667
MOS	0.2005
CD1E	0.858
OFCC1	-0.1566
FAM83D	-2.61325
SRFBP1	0.05375
C9orf96	-0.013
DHDH	-1.94025
CCDC90A	-0.1055
RABL3	0.98325
CD320	-1.07383333333333
ANGEL2	-0.034
MRPL21	-0.31575
SMG6	0.3965
INSR	2.1034375
FLJ14816	-0.2725
GLRB	3.96666666666667
C9orf89	1.33125
CIZ1	-0.305875
URG4	-0.188666666666667
LRDD	-0.902333333333333
CBY1	0.795333333333333
NFX1	0.0475
MTERFD2	0.0679285714285714
C19orf23	0.844
PGC	-2.892375
IER3IP1	1.2485
RASAL2	1.26233333333333
C1orf89	0.89375
SYNJ1	-0.739875
NFKBIE	1.8605
FLJ40125	-1.72966666666667
TCEB2	0.8264
NOG	-1.6095
POLR2J2	-0.478166666666667
HLA-B	3.34775
PCDHA1	-0.5915
PPP2R2B	-0.87175
ARHGEF17	0.803
TCF7L2	1.18285714285714
CHD5	-0.445166666666667
ZNF431	-0.605
TBC1D25	-0.29375
ZNF800	0.41775
SCUBE2	1.77018181818182
MYCBP	-0.101166666666667
GPX5	0.3915
C6orf129	0.6835
QSER1	-0.674666666666667
ULK2	3.02675
PIGO	0.759333333333333
NRCAM	-2.39342857142857
SLC35E3	2.5475
CSRP2	-1.03875
HYPE	1.1315
MAPK15	0.147833333333333
MGC14327	0.267
TIMM13	0.142166666666667
ZNF462	-0.5505
GBA3	0.7315
TEX13A	-0.1425
MCM6	-0.949222222222222
MTRF1	-1.717125
ABCA7	-0.24975
EIF4A2	-0.601
ZC3H10	1.3057
RPGR	-0.321833333333333
C20orf94	0.56925
RP1L1	0.166
GPR125	-0.54275
USP22	0.380142857142857
OR1L4	0.2385
MLZE	1.39075
FLJ32065	0.1685
PTCD1	-0.55675
CRTAC1	0.0683333333333333
BXDC2	-1.5705
C18orf1	2.15583333333333
FAM107A	1.05414285714286
EFNA3	-0.4575
P18SRP	-0.185
CAMKK2	0.76625
KIAA0649	0.059
NES	-1.37666666666667
HS6ST3	-2.53675
PON2	0.40025
TCP11L2	-0.13975
CLEC4A	3.1735
PRR12	0.829
MLXIPL	-1.7925
C2orf50	0.9475
ZNF28	-0.10875
ENC1	0.616166666666667
MAP2K1	-0.61775
FKSG2	0.2
KIAA0430	0.78375
PTP4A1	-1.54594444444444
GPR156	0.9025
GTF3C6	0.30825
UBR2	0.0962
LOC388272	-1.395
MAK	2.7915
ACOT4	1.5905
STC2	-2.46875
PIGW	-0.797375
SAE1	-0.3895
COL6A1	1.39059090909091
OAZ1	0.444333333333333
STMN4	0.5325
EDG3	0.168333333333333
SGCE	-1.17033333333333
IL11	-2.04683333333333
PRSS8	3.3825
YIPF5	0.478166666666667
WNT4	4.2965
CSN2	-0.118
TCF7	-1.891625
TDO2	3.96475
SAMD9	1.040875
S100A7A	1.0035
MMRN1	1.985
GKAP1	-0.2165
AKR1C3	-1.978625
RNF19A	0.92225
GMDS	-0.4155
YKT6	-0.501125
SPARC	1.7917
C12orf31	-0.288
UBE2V2	-0.4355
FBXL18	-0.418166666666667
KIAA0460	0.2335
ADAM22	-0.131857142857143
SERPINC1	-4.54725
KCTD21	1.13075
MYOHD1	-1.53425
ZNF37A	0.288
GTF3C1	0.724166666666667
CTSZ	1.4435
PRNPIP	0.739125
DRD1IP	0.315
NR1I2	-2.34666666666667
ZNF266	-0.4964
SPAG4L	-0.5155
COX4NB	-0.67925
SAPS1	0.528833333333333
APOA1	-3.88275
TATDN1	-0.552333333333333
C10orf82	2.0965
KPNB1	-0.6035
FOXO3	0.474916666666667
CRYBB2	0.1695
ZBTB5	-0.0918333333333333
SLC25A38	-0.62475
DCTN2	-0.507166666666667
IFT20	0.44675
CTHRC1	3.1295
C1orf31	-0.481625
UHRF1	-1.454875
GPC6	0.15225
C10orf54	1.83825
MCF2L2	0.0936666666666666
WNT9B	-0.089625
OLA1	-0.3295
FAM120B	0.54225
TTLL10	-0.4205
CYorf15A	-4.91725
RELN	-2.3952
SCN2B	1.006
MFHAS1	-1.318
NKX3-2	-0.269333333333333
RASGRF2	0.3215
SSBP1	-0.5985
KPNA6	0.0923571428571428
LOC389118	-0.27
HS3ST4	-2.2822
SUPT7L	-0.03475
FLJ32658	-2.41575
IGFBPL1	-1.04425
KIAA1641	-0.2564
SHKBP1	0.6665
CSF1R	4.6585
NAGK	1.221
MYL2	0.57275
HIST1H4C	-2.20816666666667
TOMM7	-0.283375
ADAMTSL3	3.9957
TNFSF14	0.48025
PRRT2	-0.6675
VTA1	-0.22775
AOAH	3.66683333333333
CRISPLD2	1.76964285714286
PNN	-1.4968
TA-NFKBH	0.305
ESPN	2.075
RBM43	-0.095
KIAA1267	0.764625
DDX3X	-0.248
KIAA1576	-4.4055
PLXDC1	4.02116666666667
FLJ25801	-5.0735
HNRNPL	-0.6385
RUNDC3A	0.499166666666667
CASP12	0.958
SH2D5	-1.203875
RPL26L1	0.001
OR51A7	-0.407
HDC	2.8775
C2orf16	0.0163333333333333
SYTL3	1.9565
GOLGA4	-0.5153125
NOTCH1	-0.698333333333333
ATPAF2	-0.14225
ECD	-0.01025
SSX5	-2.082
SNAP91	-0.09175
OCA2	-5.36625
PNPO	0.308166666666667
DAPK1	-0.109833333333333
PINX1	-1.35883333333333
SELENBP1	1.127125
NEK3	-1.0515
TMED4	0.2275
SSTR4	-0.16
FOSL1	-2.935
CD40LG	1.897
CES1	-1.3895
DCI	0.960333333333333
B3GAT3	0.7885
STK17B	-0.0365
CNTN6	-0.26725
CYP3A4	-1.62566666666667
MBOAT2	0.654642857142857
PISD	0.35125
USP1	-0.53925
PYDC1	4.59933333333333
CENPM	-0.605375
SAR1B	0.3035
TTC7B	-0.5745
DP58	0.65
GPC1	1.13775
RBL1	-1.65225
TMEM137	-2.54583333333333
TOB1	1.07091666666667
TCEAL1	0.732166666666667
CENPF	-2.31927272727273
C6	1.14
PRSS1	-4.2435
PPIL6	2.5558
C6orf124	-2.158
ODZ4	1.40566666666667
SNCB	0.0855
NDUFB9	0.629
CNOT6L	0.9815
S100A9	-0.193333333333333
TRIM50	0.545
KCTD1	1.6295
WDR63	0.71725
SPEF2	2.636625
RNGTT	-0.3605
CXorf22	-0.224
KCNK16	0.89675
CEP250	-1.206
ATPBD1B	-0.18975
KCNJ2	3.352
MT1B	1.1075
ZNF684	-0.5965
SLC4A1	0.313
PDHA1	-1.54625
ZNF492	-0.73075
TKT	-2.01325
BYSL	-0.86125
RNF38	0.59675
AHDC1	0.2665
KLHL2	0.308
CMTM8	0.6665
DMP1	-0.5265
HERPUD2	0.205125
CRTAM	4.0925
ZNF572	-0.5855
TMEM16J	0.451
HSD17B2	-4.7745
UBE2G1	-0.51475
AHSA2	-2.4735
PELI2	-1.3125
TPX2	-2.666375
ATP9B	1.7405
DAZAP1	-0.29825
HMGCS2	0.923666666666667
C17orf38	0.606
B9D1	1.3065
NKX2-5	-0.878333333333333
KIAA1276	2.99975
LILRB2	3.2805
CSTF1	-0.783
BTN2A1	-0.342833333333333
C15orf48	5.3725
IGF2BP3	-4.48725
FAM113B	1.34283333333333
HRG	-0.1085
ZNF131	-0.4125
USP47	0.568785714285714
CCDC88B	0.115
HCN1	-0.7392
HTN1	0.38875
SYCP3	-0.277
C13orf23	-0.8196
PAPOLA	-0.449375
AATK	-0.4117
MSH3	0.147666666666667
NDUFAB1	-0.4245
ITLN2	-1.29866666666667
BAK1	0.577666666666667
MRPL45	-0.511166666666667
MTNR1B	0.0996666666666667
LOC645843	-0.106
SPECC1L	1.36675
PGCP	1.12775
SPN	0.11225
GPR143	2.7355
ZNF576	0.760833333333333
TMEM39A	0.2999
ATP5D	0.472333333333333
MAGEB3	-1.701
RPS5	-0.927666666666667
ANP32E	-2.12221428571429
MTMR1	0.053
YEATS4	-0.98775
SYNGAP1	-0.02725
PCOLCE	0.3595
MNS1	-0.88475
PCYT2	-0.226333333333333
ZNF182	-0.3185
LAX1	2.32775
SPPL2B	1.3429
ELOVL5	0.1554
PCDHAC1	-0.2015
B4GALNT1	-1.25666666666667
BLOC1S2	0.57325
ZNF673	-0.7299
ARHGAP21	0.270333333333333
IRX5	3.167625
LRFN5	0.367833333333333
FAM7A1	-0.40975
RAB19	1.0735
GINS1	-2.20225
ITM2B	0.6772
PAPSS2	1.70883333333333
OR5BF1	0.6725
ACSL3	-0.32125
KIAA1919	-0.5695
GLT8D2	2.96775
UTRN	0.435142857142857
CNN1	1.65875
HISPPD2A	0.322333333333333
SDAD1	-0.192125
SIGLEC9	1.05983333333333
RPL35	-0.792
C22orf26	0.6355
IMPDH2	-1.874
WDR69	-1.82175
SEC14L5	-0.125333333333333
CLTA	0.2705
RP11-529I10.4	0.98
GPR37L1	0.036
OGDH	-0.414583333333333
ASB13	1.8625
ZFP14	0.33975
ZCRB1	0.679833333333333
KPNA3	0.028
HSPA1L	0.61925
RHOC	0.9755
LOC554175	0.2905
PPP3CA	0.2116
SLC1A7	-0.4143
ZNF529	-0.858166666666667
RBED1	0.8955
DDB2	-1.128
FLJ11286	0.934833333333333
SPATA1	0.559
MKNK1	0.415666666666667
DYSF	1.2835
ALKBH2	-0.1045
NKD1	-2.55166666666667
C1orf174	-0.29325
PLEKHO1	1.30383333333333
ASB10	0.056
RING1	0.330833333333333
NPC2	0.655875
AVPR1B	0.3435
YTHDF1	-0.26975
LMAN1L	0.6065
GSG2	-2.5265
CEP170	-0.5986
RPS4Y2	-5.77475
MSH6	-0.532
HECTD2	0.136333333333333
ZNF556	-2.70616666666667
PLEKHC1	-0.5719
AIRE	0.464666666666667
BCL2L10	0.24325
LMOD3	0.0618333333333334
ZBTB8	0.5489
FOXA2	-3.8038
SLCO2A1	2.642375
C3orf46	-0.562
PRDM16	-0.0535
TMEM98	0.88875
FRMD5	-1.6505
PDE6C	-0.255
C1orf216	0.886166666666667
EP400	-0.243714285714286
PTK2	0.350833333333333
RNF217	-0.1935
NDUFA8	0.527
ZFAT1	0.689
LAMP3	4.20583333333333
GLTSCR2	0.38025
NPW	1.725
LLGL2	0.1331
PPM1K	-0.723666666666667
C20orf177	-0.4595
KIR2DL4	0.8486
NFKB2	1.21775
C21orf122	-0.427666666666667
HESX1	0.51
GPR114	1.36266666666667
SLC25A35	0.308666666666667
GNAT1	-0.214
ORAI3	0.23025
FAM76B	-0.812125
TMEM99	0.8936
TRIM29	-0.8891
CDS1	2.7465
RHEB	-0.4727
C4orf27	-0.316666666666667
RAB3A	-0.04925
OTUD6B	-0.6845
GPD1	0.419625
CDH15	-0.797333333333333
NPM1	-1.06121428571429
TMEM117	-0.88275
PRPS2	-0.914333333333333
GCK	0.3815
ADRA2A	4.89816666666667
TSPYL4	0.322666666666667
TASP1	-0.3715
WDR19	0.403
C10orf38	-1.28225
PDE4C	-0.889333333333333
FYB	1.31316666666667
C1orf55	-0.189833333333333
PPFIA3	0.471
RAD18	-1.512
C12orf44	0.125833333333333
CRYBA4	-0.277
HVCN1	1.51925
TAF10	0.579333333333333
C16orf48	-0.520666666666667
DEPDC5	1.09716666666667
LTBP1	-1.676
MAPRE1	-0.240375
FGF8	-0.2435
C3orf52	-1.31575
SENP7	0.200833333333333
LRRK2	0.4475
RUNDC2A	0.428666666666667
KIAA0355	0.535166666666667
CPEB1	-1.67375
PPEF2	-0.072
ABI2	-0.5705
KIAA0317	-0.346125
ATF1	-0.798333333333333
DYNC1H1	-0.05475
DIP	-0.04675
TMEM33	0.564222222222222
POLDIP3	0.15475
C7orf24	-0.15675
GPR171	4.16
CDC6	-2.543
PLD1	-0.1652
ITFG2	0.0597
NDUFC1	1.145
AKNA	-0.20825
NBR1	0.9725
PKHD1	0.102714285714286
HPS4	-0.1556
MAFA	0.958
ULBP3	-0.3675
DIRC1	-0.6625
IMMT	-0.580625
C22orf13	0.690083333333333
CEL	0.281
MARK3	-1.0615
ADAMTS2	0.774916666666667
ARPC3	0.460666666666667
TMEM10	0.1945
NPHS1	1.61025
BRD8	-0.114666666666667
WDR12	-1.7565
IDI2	0.102625
HOXD13	-1.697
OR8G2	-0.98275
SLAIN1	-2.284
GABRQ	-0.41525
NR2C2	-1.17375
NKTR	-1.3642
TLE2	0.831
KIAA0892	0.425333333333333
AURKA	-3.01263636363636
GPRC5C	-0.491
TBC1D9B	0.44975
PNPLA6	0.699166666666667
AP3B1	0.035
NAG	-0.09975
C11orf68	0.20025
AKR7A3	1.2865
AHCYL1	0.811833333333333
COP1	0.5085
RPP14	-0.741833333333333
PCDHB18	0.4785
CDH24	1.97975
KRT17	-0.161
LACTB2	-0.66375
DDX24	-0.2566
PHACTR1	-2.14
SLC35E2	0.46625
LOXL1	0.17725
IQSEC2	0.5845
RGSL1	0.389
PCDHGC5	0.5095
MEGF10	3.036875
PRRX1	1.83066666666667
ASTE1	0.538
C6orf159	-0.86925
MYOD1	1.64825
GAA	0.77825
ZNF747	0.85225
KLRC1	0.22825
IL1RL2	0.2255
GDF9	1.52275
GPR119	0.21
TRAF2	0.256333333333333
HCK	3.53816666666667
BMP6	-1.92525
IL8RA	0.541666666666667
FLJ35848	-0.697
EFHA1	-0.43425
CDSN	-0.117666666666667
C14orf54	-0.3895
LSM3	-0.879375
ZFP41	0.212
C9orf126	-1.7305
VIT	1.7955
SPCS3	-0.9885
DEF8	-1.1613
CHAF1A	-1.25633333333333
C1orf165	0.294666666666667
ZFPM2	1.2665
FTH1	1.12075
SLC35F1	-1.8255
YWHAH	0.94775
C17orf66	-0.0736666666666666
ADRB1	-0.181166666666667
FOXL1	-0.1975
RG9MTD3	-0.476
UMPS	0.154125
MGC13008	-0.3515
KIAA1161	-0.033
CCDC77	-1.81025
C12orf65	-0.8416
COG4	-1.22933333333333
RCP9	-0.186833333333333
RP4-692D3.1	3.71216666666667
CDC2L5	0.13825
MGC7036	1.4395
DNAJC11	-0.642
GDF2	-0.0296666666666667
TIMM17A	-0.33175
HNRNPA0	-0.7773
OR2H1	0.8905
PCBP1	0.18725
COL23A1	-1.97725
LRRC2	-0.0152142857142857
NSD1	0.353071428571429
FLJ37078	-0.43175
WDR91	-0.576333333333333
TMEM179	-2.77555756156289e-17
DSCR10	-0.518
CNDP2	1.9439
FYN	-0.1295
BEX2	-0.598166666666667
KCND3	-0.06525
YPEL5	0.867
LRRC42	-0.149166666666667
C17orf45	-1.59825
ZNF649	-0.3634
LOC150763	0.91275
COL5A2	2.89833333333333
CNGA2	0.306
ELA2B	-1.01466666666667
RAB9B	-0.42725
FAM100A	0.95025
NAIP	1.72685714285714
MYOZ2	-0.432
SPATA12	0.0205
XRCC4	-0.29525
CYB561	1.6038
CHST10	-0.0295
BAI1	-0.291666666666667
BRSK1	-0.0805
C17orf89	0.64475
PDE6H	1.2735
FLJ20309	0.7076
MAP7	1.39075
SCN4B	1.05
SPAG9	-0.929625
SERTAD1	0.9115
FLJ21963	-1.577
ANTXR1	0.0792000000000001
TMPRSS13	2.09933333333333
ETV7	3.52283333333333
DGAT1	0.804
NKIRAS1	-0.3135
TAC3	-4.172
CORO1C	-1.05991666666667
RAD54B	-1.1515
HRASLS3	3.29183333333333
C21orf42	1.243
BARD1	-0.739333333333333
ZNF177	-1.00016666666667
MIP	0.1865
ZNF442	0.5485
F2	-3.7926
GRIA1	-0.060375
GALNTL2	1.80283333333333
WNT5A	-2.0021
LENG9	0.271
hCG_25371	-1.229
FOXR1	0.1995
TRA@	1.8204
PWWP2	1.70325
C1QTNF7	2.08266666666667
SLC7A4	1.8
C4orf7	3.06875
C17orf80	0.121833333333333
KLK4	1.21066666666667
IL31	0.266
TMEM176A	3.98025
CTNNB1	-0.111875
BHLHB2	0.69175
TMEM185B	0.854666666666667
ARD1B	-0.38725
C1orf93	2.3975
BRUNOL4	-0.707666666666667
LOC541469	-0.498833333333333
UPK2	0.22425
GAS8	-0.301166666666667
PATE	0.2545
IMPACT	1.586875
WNK4	-1.0975
HNRPLL	-0.767625
GAD2	-0.0363333333333333
ITGA6	-1.3475
BMP15	0.187
CYP2A7	0.929375
RIC8A	0.955125
CCND1	1.09216666666667
USP35	1.2635
DSCR2	-1.82
CCL4	4.9105
ZCCHC10	-0.1715
NOL11	-1.0735
TRPM2	2.0385
PSMD2	-0.426090909090909
CHTF18	-1.2695
USP18	2.308625
RRAS	1.05175
LAMC3	-1.60975
TOX	-1.4875
PCDH15	0.3595
GABRG3	-2.34825
NUDCD2	-0.163625
SGCZ	0.4265
KCTD17	1.0189
SPSB2	1.222
TPPP3	4.02283333333333
CILP2	1.786
CALB2	1.972125
CEBPZ	-0.8815
ZNF479	-0.14625
FMOD	4.698
C21orf66	-1.02307142857143
CLN6	0.313333333333333
ANAPC1	-0.856875
SH2D3C	1.92725
PTPN14	-0.8636
TRIM42	0.15975
APTX	-0.07475
SNRPG	-0.449166666666667
BMS1	-0.559
MAGEA3	-4.236
NFATC3	-1.0605
LRRC45	0.2475
ARS2	-0.388285714285714
LRIG1	2.169
EPSTI1	1.6695
PRSS27	0.264
ERC2	-0.97525
PRKACB	-0.2455
PRDM13	-5.065
HCG27	-1.87825
KLK12	-4.7445
HSD17B7	-1.08366666666667
ZNF354A	0.3625
PCDH11X	0.2975
DMGDH	0.397
PCBD2	0.499833333333333
TMC6	-0.728875
RIMS1	-0.0364285714285714
SF3B2	-0.46
RCN1	-0.000833333333333334
CPB1	2.08075
BCAR3	0.71025
FCRLB	0.907375
PAK1IP1	-0.95175
OR10H1	-0.098
KIF9	0.9567
PITPNM2	-0.94525
L3MBTL4	0.20425
TGFB1	0.3199
ZXDC	0.27225
SLC6A16	-0.58525
SRrp35	-1.767375
LRRC8E	2.0365
PPIAL4	-0.542083333333333
EOMES	2.89266666666667
PAX2	0.911
SCARF2	1.29175
PSEN2	1.32466666666667
PCDHB13	-0.3085
C10orf28	-0.06375
DHRS7B	1.42792857142857
C1orf131	-0.5885
ASB1	-0.8326
ZNF223	-0.629
LCMT2	0.99225
MEP1A	-0.6185
TMEM53	0.5075
RSPH3	1.28375
C10orf33	0.5395
LOC644285	-0.09825
PTPN9	0.372
ABCA12	-5.45766666666667
CCDC37	-1.29075
RUNDC1	1.3166
YES1	0.129666666666667
FAM120AOS	1.49175
OR5M3	0.167
PPP1R3F	-0.222583333333333
IL13	0.0155555555555555
MDFI	-1.355
PRNT	0.69475
ZDBF2	-1.3105
OR10C1	0.5305
CLIC1	-0.1995
LILRA5	0.552333333333333
CSAG1	-3.582
TREML2	0.6305
FAM125A	0.402166666666667
ZNF74	-0.6935
FAM104A	-0.144375
LRRC39	-1.0805
SAMD5	-0.1015
HYAL2	0.299
HIST2H2AC	0.595625
IGFBP5	0.442913043478261
NRTN	-1.19183333333333
KIAA0556	0.5028
FAM29A	-1.36505555555556
JMJD2A	0.27175
EPHB1	1.183
POLD4	1.197125
ANAPC10	-0.57175
LRRC36	0.846
MEGF6	-0.05525
LPHN3	-0.148
BMP10	-0.202666666666667
C21orf55	0.346
CREM	-0.14175
PTGER4	0.798
METAP1	-1.031375
KCNQ1	1.40266666666667
NR2F2	-0.552
SSFA2	-0.776833333333333
CTTNBP2	-1.874
BCL2A1	-0.049125
ZBTB24	-0.14325
SLCO6A1	-1.20166666666667
PRDM1	0.715
OR7D2	-0.598833333333333
CCDC47	-0.2808
LOC646982	0.764
SLC26A6	-1.71766666666667
BIN1	0.1184
SRRM1	-0.527642857142857
PCSK1N	1.152125
ALS2	0.0704
ECT2	-0.833368421052632
CACNA2D2	1.474875
DOCK6	-0.19225
C10orf119	0.4935
FATE1	-0.02025
DUSP23	1.615
TRIP6	-0.0705714285714286
NUP35	-0.6455
CDH3	0.3625
KLHDC8A	0.71175
C9orf116	1.686375
EI24	-0.768
CENTD1	1.40933333333333
RWDD2B	-0.633666666666667
DOCK1	1.6035
NPAS2	-0.581375
NR3C2	1.852
FAM63A	1.45116666666667
INPP5F	-0.195333333333333
FAM111A	-1.1145
MYBL1	-0.771083333333333
IQGAP3	-1.14533333333333
CRADD	-0.619166666666667
DUSP12	-1.2255
PDZK1IP1	3.7125
VASH2	-0.991
CTR9	0.75075
VIL1	-3.5745
OR8U1	0.468666666666667
CCDC107	0.9115
PTTG1IP	0.36275
OR4X2	0.40225
COL9A1	-0.8575
PSMD9	-0.06075
ZFP62	0.47925
TIP39	1.30925
PARP15	1.0045
TTC19	-0.2445
C1orf114	-2.5075
GFPT1	0.169
SLC27A6	-2.7015
MRPS10	-0.4686
CALML5	-0.691666666666667
TRPM7	0.28
CGNL1	-0.208375
CECR1	1.14775
SERPINB8	0.141333333333333
TMEM102	0.90475
PDIA2	-3.33725
NUCKS1	-0.423333333333333
HOTAIR	-1.06075
EBI3	1.19375
NXN	1.19075
ZMYND19	-0.621
FOXJ3	-0.359
EIF5B	0.00289999999999998
EIF2B4	-0.131333333333333
LEO1	-0.1155
ZIC5	-1.97875
IL20	1.54516666666667
KIAA0415	0.0863333333333333
FLJ37357	-0.107
TSPAN12	0.044
ACTR3B	-0.58925
TFAM	-0.5525
IL17RD	-0.13325
PARP12	1.188
KLHDC7A	0.3225
KCTD4	-0.0665
GTF2H1	-0.03025
FLCN	-1.274
BIRC4	1.14425
LOC790955	0.34325
VKORC1L1	-0.07825
CYP4F22	1.73283333333333
TAS2R5	0.443
ZNF582	0.2415
HS3ST3B1	-0.45775
CTNS	0.13175
STK36	0.335166666666667
MMD2	0.12075
RP5-1103G7.6	-0.005
FLJ23356	-0.051
CRH	-0.402
C1orf182	0.1925
ACP5	2.53933333333333
AMFR	1.9184
CA4	-2.47425
PLCB4	-0.121
MPHOSPH10	-0.267
UNQ473	-0.128166666666667
G3BP2	-0.1215
SR140	-0.937916666666667
HOXA2	-0.109
PYGB	0.40025
BAT1	-0.57625
DKK3	-0.301
