Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
MEGF10	0.28725
PRRX1	1.598
ASTE1	1.0245
C6orf159	-0.4475
MYOD1	0.1495
GAA	0.1015
ZNF747	0.47425
KLRC1	-0.81025
IL1RL2	0.44
GDF9	1.05925
GPR119	-0.167
TRAF2	-0.9505
HCK	2.85466666666667
BMP6	-1.33225
IL8RA	0.344333333333333
FLJ35848	-0.883
EFHA1	0.1865
CDSN	1.32066666666667
C14orf54	-0.2145
LSM3	-0.51825
ZFP41	0.5835
C9orf126	-0.563833333333333
VIT	0.9035
SPCS3	-1.70025
DEF8	-1.3558
CHAF1A	-1.9725
C1orf165	0.9385
ZFPM2	1.19033333333333
FTH1	0.13775
SLC35F1	-0.995
YWHAH	1.02
C17orf66	0.289166666666667
ADRB1	-0.244833333333333
FOXL1	-0.4385
RG9MTD3	0.0225
UMPS	-0.0555
MGC13008	-0.228
KIAA1161	-0.1395
CCDC77	-1.57525
C12orf65	-0.4871
COG4	-0.869
RCP9	0.0496666666666667
RP4-692D3.1	3.46633333333333
CDC2L5	0.6175
MGC7036	1.20483333333333
DNAJC11	-0.66825
GDF2	-0.0495
TIMM17A	-0.54825
HNRNPA0	-0.7328
OR2H1	-0.25775
PCBP1	0.180375
COL23A1	-0.15425
LRRC2	0.951571428571429
NSD1	0.300642857142857
FLJ37078	-0.914
WDR91	-0.258
TMEM179	-0.398
DSCR10	-0.9425
CNDP2	0.4386
FYN	0.039
BEX2	-0.4265
KCND3	0.39425
YPEL5	1.181375
LRRC42	-0.438
C17orf45	0.452625
ZNF649	0.9671
LOC150763	1.585
COL5A2	2.90083333333333
CNGA2	0.895
ELA2B	-0.539
RAB9B	-0.47175
FAM100A	0.38175
NAIP	1.31921428571429
MYOZ2	0.453875
SPATA12	0.3395
XRCC4	-0.7145
CYB561	-0.1851
CHST10	-1.49775
BAI1	0.1535
BRSK1	-0.3855
C17orf89	-0.44625
PDE6H	-0.5295
FLJ20309	0.2424
MAP7	1.1755
SCN4B	2.729
SPAG9	-0.87525
SERTAD1	0.178333333333333
FLJ21963	-1.32375
ANTXR1	0.4449
TMPRSS13	2.325
ETV7	2.933
DGAT1	-0.234833333333333
NKIRAS1	0.776166666666667
TAC3	-3.6415
CORO1C	-0.216666666666667
RAD54B	-0.67875
HRASLS3	2.59933333333333
C21orf42	0.22225
BARD1	-0.3755
ZNF177	1.207
MIP	-0.0715
ZNF442	1.276
F2	-4.2868
GRIA1	-0.0535
GALNTL2	1.08083333333333
WNT5A	0.327
LENG9	-0.1395
hCG_25371	-1.672
FOXR1	-0.2355
TRA@	1.1237
PWWP2	1.1985
C1QTNF7	1.95683333333333
SLC7A4	1.57525
C4orf7	3.9415
C17orf80	0.5985
KLK4	1.629
IL31	0.057
TMEM176A	3.60675
CTNNB1	0.2788125
BHLHB2	0.861
TMEM185B	0.585166666666667
ARD1B	-0.5285
C1orf93	1.097
BRUNOL4	-0.477333333333333
LOC541469	-0.0391666666666667
UPK2	-0.31375
GAS8	-0.2345
PATE	0.2865
IMPACT	1.0465
WNK4	0.69
HNRPLL	-0.20725
GAD2	-0.05975
ITGA6	0.7845
BMP15	0.264833333333333
CYP2A7	0.879125
RIC8A	0.244125
CCND1	-0.0111666666666667
USP35	0.0835
DSCR2	-2.21575
CCL4	3.9795
ZCCHC10	0.0105
NOL11	-0.2605
TRPM2	0.88075
PSMD2	-0.787272727272727
CHTF18	-2.21825
USP18	0.878
RRAS	0.139375
LAMC3	0.324
TOX	-1.9265
PCDH15	0.432
GABRG3	-1.767
NUDCD2	-0.637
SGCZ	0.192
KCTD17	-0.2438
SPSB2	0.0475
TPPP3	1.68733333333333
CILP2	0.837333333333333
CALB2	0.973625
CEBPZ	-0.629
ZNF479	0.768
FMOD	4.969
C21orf66	-0.808142857142857
CLN6	-0.577666666666667
ANAPC1	-0.70375
SH2D3C	1.4555
PTPN14	-0.2741
TRIM42	-0.083
APTX	0.34325
SNRPG	-1.00583333333333
BMS1	-0.84675
MAGEA3	-4.8255
NFATC3	-0.764666666666666
LRRC45	-0.579666666666667
ARS2	-0.573285714285714
LRIG1	1.89983333333333
EPSTI1	0.886
PRSS27	0.18425
ERC2	-0.165
PRKACB	0.284785714285714
PRDM13	-4.217
HCG27	-0.524
KLK12	-3.2375
HSD17B7	-0.602333333333333
ZNF354A	0.8365
PCDH11X	-0.145
DMGDH	0.868
PCBD2	0.0926666666666667
TMC6	-1.7995
RIMS1	-0.19925
SF3B2	-0.678
RCN1	0.4205
CPB1	2.72125
BCAR3	0.93875
FCRLB	-0.540875
PAK1IP1	-0.9465
OR10H1	-0.106
KIF9	0.7385
PITPNM2	-1.32925
L3MBTL4	1.1895
TGFB1	-0.1303
ZXDC	-0.023
SLC6A16	0.01425
SRrp35	-0.74625
LRRC8E	1.23875
PPIAL4	-0.0816666666666667
EOMES	2.53833333333333
PAX2	-0.0115
SCARF2	0.35675
PSEN2	0.475833333333333
PCDHB13	0.0215
C10orf28	0.626875
DHRS7B	0.308071428571429
C1orf131	-0.2145
ASB1	-1.0073
ZNF223	0.841333333333333
LCMT2	0.9875
MEP1A	-1.046
TMEM53	0.339
RSPH3	1.0085
C10orf33	-1.068
LOC644285	0.12
PTPN9	0.491333333333333
ABCA12	-0.672
CCDC37	-1.05925
RUNDC1	0.4803
YES1	0.298
FAM120AOS	1.092
OR5M3	0.6545
PPP1R3F	-0.51375
IL13	0.1484
MDFI	-0.65125
PRNT	-0.233
ZDBF2	-0.0735
OR10C1	0.102666666666667
CLIC1	-0.564833333333333
LILRA5	0.136
CSAG1	-4.48866666666667
TREML2	-0.546333333333333
FAM125A	0.0758333333333333
ZNF74	-0.9675
FAM104A	-0.388625
LRRC39	-0.436
SAMD5	1.80025
HYAL2	0.00425
HIST2H2AC	-0.871875
IGFBP5	-0.170739130434783
NRTN	-0.368333333333333
KIAA0556	-0.00109999999999996
FAM29A	-0.958277777777778
JMJD2A	0.47325
EPHB1	2.44375
POLD4	0.4945
ANAPC10	-0.413
LRRC36	-0.51925
MEGF6	0.25925
LPHN3	0.879833333333333
BMP10	-0.0931666666666667
C21orf55	0.803
CREM	-0.471375
PTGER4	1.68966666666667
METAP1	0.20475
KCNQ1	1.63416666666667
NR2F2	0.883875
SSFA2	-0.227666666666667
CTTNBP2	-0.41675
BCL2A1	-1.486125
ZBTB24	-0.29925
SLCO6A1	-0.63475
PRDM1	1.4349
OR7D2	-0.257166666666667
CCDC47	-0.4629
LOC646982	0.2635
SLC26A6	-2.73966666666667
BIN1	-0.6717
SRRM1	-0.686857142857143
PCSK1N	-0.90125
ALS2	0.1692
ECT2	-0.453473684210526
CACNA2D2	-0.331875
DOCK6	-0.23475
C10orf119	0.632
FATE1	0.73475
DUSP23	1.977
TRIP6	0.304857142857143
NUP35	-0.4935
CDH3	2.17325
KLHDC8A	1.37575
C9orf116	1.679375
EI24	0.27
CENTD1	1.69533333333333
RWDD2B	0.0918333333333334
DOCK1	1.622
NPAS2	-0.416125
NR3C2	2.77966666666667
FAM63A	0.689333333333333
INPP5F	0.341166666666667
FAM111A	-0.222
MYBL1	-1.46975
IQGAP3	-0.499333333333333
CRADD	-0.724833333333333
DUSP12	-1.16725
PDZK1IP1	3.1155
VASH2	0.0015
CTR9	0.4485
VIL1	-5.0265
OR8U1	0.602833333333333
CCDC107	0.3635
PTTG1IP	0.2005
OR4X2	0.559
COL9A1	-2.8885
PSMD9	-0.10575
ZFP62	0.525
TIP39	-0.6345
PARP15	0.9155
TTC19	-0.4395
C1orf114	-2.0215
GFPT1	-0.1215
SLC27A6	1.7465
MRPS10	-0.3802
CALML5	0.222
TRPM7	-0.427125
CGNL1	1.049625
CECR1	0.48775
SERPINB8	-0.5805
TMEM102	0.150125
PDIA2	-4.1945
NUCKS1	-1.02266666666667
HOTAIR	3.3625
EBI3	0.5055
NXN	1.01125
ZMYND19	-1.158
FOXJ3	0.03775
EIF5B	0.0237
EIF2B4	0.184333333333333
LEO1	0.01825
ZIC5	-1.771
IL20	3.569
KIAA0415	-0.063
FLJ37357	0.4405
TSPAN12	0.79575
ACTR3B	-0.167375
TFAM	-0.479833333333333
IL17RD	1.400125
PARP12	0.8235
KLHDC7A	0.685
KCTD4	0.629833333333333
GTF2H1	0.316
FLCN	-0.779
BIRC4	0.328375
LOC790955	-0.34525
VKORC1L1	-0.4135
CYP4F22	2.40433333333333
TAS2R5	0.1715
ZNF582	1.768
HS3ST3B1	0.10025
CTNS	0.53575
STK36	0.691333333333333
MMD2	-0.02875
RP5-1103G7.6	0.18
FLJ23356	-0.1535
CRH	-0.4385
C1orf182	-0.0296666666666667
ACP5	2.1185
AMFR	0.6151
CA4	1.154
PLCB4	0.171125
MPHOSPH10	-0.12225
UNQ473	1.57516666666667
G3BP2	-0.143666666666667
SR140	-0.5825
HOXA2	1.73775
PYGB	-0.583
BAT1	-0.0520833333333333
DKK3	0.569
DDX31	-0.402125
TULP1	0.106125
NHLRC2	0.885
TNRC4	-0.217666666666667
ZNF430	0.72025
TNRC6A	-0.2615
PLA2G1B	1.10033333333333
RCHY1	0.982666666666667
GTF2A2	-0.2265
MGC4294	0.836
ZNF691	0.5665
TACC3	-2.1715
DNAJC5G	-0.26325
LOC4951	0.4755
MS4A4A	-0.7085
LOC152485	1.841
PPP1R2P1	0.25175
PPP2R5B	-0.3285
RPGRIP1L	0.26275
SPOP	0.198
PTPRF	1.137
MGC42090	-0.191
SUSD3	3.4195
THOC4	-0.47875
MAML1	0.143
FXR2	-1.56516666666667
TYK2	-0.4575
MUC6	0.313833333333333
DNAJB7	-0.231
PIP4K2A	-0.4325
MEX3A	0.920666666666667
RRP1	-1.12775
TFAP4	-0.514
CXorf41	1.1065
MTMR4	0.8835
CTLA4	0.912
SNX9	0.868125
CIB3	0.949833333333333
NECAP1	0.464375
PLA2G2D	0.3553
GLMN	-0.772666666666667
DCLRE1A	-0.04075
PDX1	0.3415
SAMD11	-1.41175
MRPL55	0.2453
TLR7	2.50075
TBC1D21	-0.0746666666666667
SMAD1	1.9536
ACTRT2	0.3845
RIOK2	-0.42875
PDLIM4	0.8315
SLC22A15	0.455333333333333
ABHD13	0.8628
STX18	0.5576
CCPG1	0.546
DCBLD1	0.424
SLC2A6	-2.248
NOLA3	-0.60425
TRDMT1	0.0285
IL17F	0.253
ATP1A4	-0.202333333333333
OR52W1	0.341
CFL1	-0.13425
IL4	-0.8905
RBP2	-0.404833333333333
CPSF6	0.757375
TTC8	0.548666666666667
MUCL1	4.602
EYA3	-1.81333333333333
KRT38	-0.0395
GNE	-1.53625
ZNF501	1.68125
SLC35A2	-0.223375
CEP110	-0.6064
MYF6	0.27125
MGST2	0.126
TRPV4	0.0418333333333333
NEK8	-0.824333333333333
NOX5	-1.1715
NCKAP1L	-0.934333333333333
EMP3	-1.758
BPY2C	0.00849999999999999
C1orf38	0.110375
ELOVL2	2.036
CBX7	1.285
OSBPL1A	1.02
ZNF589	-0.55025
ESCO1	-0.736333333333333
TRA2A	-0.291916666666667
C3orf26	-1.162
PHF2	0.927916666666667
PID1	0.51
RFC1	-0.254625
MTAP	-0.106
ADORA3	2.81516666666667
LOC389458	-0.91575
TRNT1	-0.58625
CRIPAK	-0.49525
RAI2	4.10466666666667
ANKRD44	-0.71425
GZMB	3.061
NFE2L1	-0.39775
STIP1	-1.14183333333333
RASL11B	1.561
NT5DC2	-2.02833333333333
LRP2	2.667
MTDH	0.0246666666666667
ARSG	0.5655
HSP90AB1	-0.479166666666667
CT45-6	-5.14575
ZNF483	-0.13775
LMBR1L	-0.5335
S100A2	-1.8859
C2	-0.359222222222222
C2orf27	0.292125
EIF4EBP1	-0.3785
GCKR	-3.525
PPP1R9B	-0.169
FER	-0.22125
SNRK	1.42266666666667
OR5M10	0.4555
UTP6	-0.93375
CAPZA3	1.799
FBP1	1.04755555555556
TERT	-2.5505
CCL1	-1.4125
FUCA1	1.44275
ALS2CR8	0.337833333333333
KCMF1	0.0871666666666667
SRCRB4D	-1.1485
OXCT2	0.229833333333333
IL17RA	0.299333333333333
MPP5	0.096
SPA17	-0.20075
FLJ10986	0.774833333333333
GALNT14	-1.57425
CXorf27	-0.680375
NPLOC4	-1.0455
RAB34	0.09275
KRTAP3-3	0.3315
ARSD	1.1555
CPLX2	-1.6696
PJA1	0.70425
WHDC1L1	-0.222333333333333
RB1	-0.431
MTMR15	-0.444
PHLDA2	-1.7145
GUCY2F	-0.3525
MPV17	-0.0485
SLC35D1	0.146
LYSMD3	0.612
COL16A1	2.21
ERLIN1	-0.324666666666667
JMJD4	-0.53825
HIST1H2BK	-2.18875
TP53I11	1.35816666666667
ST3GAL4	-0.915
PF4V1	0.444
ALG8	-0.733
REG1A	-0.0585
MINA	-0.51475
CYB5R3	-0.252083333333333
HHLA1	-0.2605
MYST4	0.9921
VASN	-1.03275
UCHL5IP	-1.07
TFAP2A	0.918
MGC9913	-0.049
C9orf97	0.4525
LOC90379	-0.48375
PHF15	0.270285714285714
ZNF169	-0.2235
KRT7	2.3583
GLIPR1L2	2.067
LOC116236	0.17575
IQCF3	0.24175
RDH14	0.550166666666667
HNRPK	0.0996428571428571
RABEPK	-0.0768333333333333
ISX	-3.315
CBARA1	0.721
RAD51AP1	-1.986
MLL5	0.510875
CXorf48	-5.168
SGCD	0.346
PHTF1	-0.1555
CA3	2.25425
CMTM5	1.531
STX10	-0.50675
JMJD2D	0.0685
P4HA1	-0.977166666666667
GAB3	0.068
DHRS4	-0.1815
COL4A1	1.8005
C20orf20	-1.80225
OSBPL2	-0.316125
PTTG2	-2.0245
KIAA1688	0.42125
STS	-1.877375
SHROOM4	0.623333333333333
KBTBD5	0.169833333333333
ALDH1A3	1.8014
BTNL2	0.371166666666667
TGIF1	1.261
ZFAND5	1.010375
ICA1	1.206875
NAV3	0.469666666666667
FLJ12331	0.0985
EPS8L2	0.3546
MNT	0.05
ENTPD1	1.96483333333333
OR51E2	0.586
STK11	-0.119625
MX1	3.299375
TTTY9A	0.09875
CX62	-0.565
LOXL4	-0.16425
EXOSC4	-0.51025
PURB	-0.429428571428571
SETD1A	-0.668833333333333
RELB	0.849
LAMB2	0.852166666666667
HNF1B	-0.432
PNLIPRP3	-0.724
C14orf139	-0.6735
UMOD	0.95625
GRIN3B	-0.506
GPR25	-0.2385
ZNF512B	-1.2005
ATP6V0A1	-0.24025
SRA1	-0.0728333333333333
ZNF615	1.97275
ZNF768	-0.433
ZNF469	3.26825
DYNC2LI1	0.6415
DNAH3	0.1255
LOC387911	0.6835
LOC554234	-0.07825
ARRDC5	0.51675
TMEM59L	-1.04416666666667
MARCH4	-1.1335
CNOT8	0.476333333333333
KIRREL3	-1.25116666666667
ADAM17	0.389625
MYOG	-0.0125
CPNE1	-0.569833333333333
AK5	4.046125
LOC204010	0.1225
NDRG4	0.44925
LOC130074	0.186
PIAS4	-0.724
NCOA2	1.657
TEGT	0.2164
USP5	-0.73825
ANKRD21	-0.50325
KIAA0692	-0.323166666666667
HAPLN3	1.015
LZIC	-0.60625
NRXN3	1.77675
CDKN2C	-2.10283333333333
KIAA0226	0.174416666666667
CYB5D1	0.06225
WDR68	-1.0960625
ABCB6	-2.7135
MRPS25	-1.235
ZMAT2	-0.315666666666667
KRT25	-0.1625
RPL11	0.48975
GRAP	0.552166666666667
LOC198437	0.294833333333333
RORC	1.377625
RAP2C	0.657214285714286
MXD1	-0.042625
AZI2	0.702666666666667
NUAK2	0.30925
AHSG	-6.848
MANSC1	2.433
IMP3	-0.4485
C2orf3	-0.3925
VSTM3	2.924
PCTP	-0.0945
SIRT1	0.898
MANBA	0.7345
CD164	0.990375
GFRA1	0.0902
PRM2	0.3985
ZKSCAN3	0.546
PLEKHG1	2.74025
TPRKB	-0.272
UBFD1	-0.752916666666667
CDKL5	0.457
HIST1H2BD	-1.55216666666667
INPP4A	-0.690166666666667
BMX	1.297625
PTPRU	-1.5845
LOC554202	0.0373333333333333
HOXC8	0.776
IL12B	0.859
ADPGK	-0.349
ZNF418	1.061
SIAE	0.351
CWC15	-0.169
RP13-401N8.2	0.2155
KLHL11	0.06125
DEDD2	-0.276875
PSMB3	-0.61775
DDX25	-2.28925
ZBTB3	0.427333333333333
GFRAL	0.3055
RPS25	0.1995
FAM57B	-1.422
TESK2	1.075
DNM1L	-0.497125
ZNF207	0.0558333333333333
CLEC11A	1.12625
TOLLIP	-0.0865
TMEM61	-0.0138333333333333
DLK1	-4.891
PLVAP	2.941625
NOD2	1.63033333333333
SCMH1	-0.22925
FLJ40235	0.36725
HTR2A	1.55583333333333
ARMC5	0.431
FUT7	0.3535
PRELP	2.1646
ALKBH6	-0.963833333333333
GYG1	0.244333333333333
POLR3GL	0.21
COL8A2	4.01366666666667
OR10A5	0.31375
C1orf187	-2.156
TXLNB	1.79116666666667
C16orf68	-1.145
R3HDM1	-0.52725
C16orf75	-1.5065
BAALC	-0.510875
TNP1	0.098
GAPDH	-0.810666666666667
COX7C	-0.1565
ERRFI1	0.153416666666667
PGAM2	0.2755
FAM108B1	0.19325
APC	1.352125
TLR2	3.56275
SUCNR1	0.81875
ZNF233	1.75975
WFDC1	-1.1885
PSG11	-0.1806
SLC39A1	0.26825
PSAPL1	-0.5845
CDC42EP1	0.15
MECR	-0.30775
KIAA0101	-1.1987
MACROD2	1.2764
MMP19	1.09166666666667
LOC202459	-0.461
VNN2	1.8355
ACCN3	-2.235
TIMD4	0.7655
RNASE8	0.1765
CCDC7	0.367
SULT2B1	0.092
ME1	-1.89275
MGRN1	0.26275
MRPL30	-0.29775
IVL	0.00650000000000001
CALM1	0.80095
PLEKHA6	1.4267
B4GALNT2	0.145
PGDS	3.06475
C8orf33	0.13325
TMEM56	-1.638
CKM	-0.884333333333333
ESR2	0.1477
ACOT8	-0.71225
AGTR2	0.44025
LOC155006	0.40525
BC37295_3	0.5515
EPM2AIP1	0.226666666666667
PZP	1.691
RPS9	0.841666666666667
C18orf51	-2.25275
SIVA1	-0.2894
HEATR2	-0.709
CD3E	-0.246833333333333
C20orf142	-1.2755
PGLYRP3	0.2135
CCDC139	-0.08525
GPS2	-0.2415
NOL14	-0.85575
LRTM2	0.31525
TRIM36	-1.35825
TP53RK	0.1726
FBXL13	0.101666666666667
RUFY2	0.154928571428571
C11orf70	2.02866666666667
HSPB9	0.2315
GJA5	2.78025
HGF	-0.919
EPHB4	-0.27175
SOX18	0.006
IFRG15	0.35
SERPINA10	-3.8115
WDR23	-0.092625
REEP2	-1.1475
CDK3	-1.0425
HSPA12A	1.5345
ARL8B	0.6884
SATB1	-0.0226666666666667
PPM1D	-0.0965
VPS45	0.829333333333333
TP53BP2	1.14475
GJE1	2.98925
CACNA1G	0.9015
VGLL4	1.38725
GNPTG	0.626
ROS1	-2.08925
C21orf128	-0.11
BMP8B	0.09125
SLC5A4	-0.327
SLC6A3	-0.313833333333333
C16orf53	-0.321625
TMEM81	-0.0705
APC2	-0.66
SYAP1	0.023875
C6orf54	-0.176833333333333
ZBED5	0.0384000000000001
PVR	-1.87525
LTA4H	0.0931666666666667
CCDC24	0.9396
MAGEA4	-4.64666666666667
IFIT3	2.7395
MYADM	0.616625
C21orf82	0.7195
PDE3B	-1.75125
TMPRSS11A	0.01325
PGK1	-1.77723529411765
CCL13	3.59216666666667
DERL3	-0.575166666666667
MLXIP	-0.461916666666667
PLOD1	-1.260625
MTFR1	-0.84
NPDC1	0.358166666666667
GPAA1	-0.869333333333333
LTV1	-0.613
RYR3	0.5995
C7orf46	0.47875
VAMP2	0.507625
RNF135	1.153
SUPV3L1	-0.087
FIBP	0.30025
ADAMTS18	1.87483333333333
RNF25	0.0175
SOS1	0.2135
PLAU	-0.737375
MATK	-2.39225
EHF	6.494
CTNND2	0.738375
PTEN	1.56357142857143
ZNF189	1.158
SLC28A3	1.889
GUCY1A3	4.52075
SETD2	0.008625
ROGDI	0.53875
TICAM1	0.2074
RASSF3	0.0175
PACSIN2	0.389833333333333
SERPINB5	1.00775
PRKCDBP	0.509625
TFDP3	-0.681
LGR6	4.283875
RFX5	0.236666666666667
OR52J3	0.6675
PTPN18	0.737375
ZBTB34	0.33775
KCNF1	-0.5265
SYNE2	0.804357142857143
SLC22A4	0.55525
NETO2	-1.397125
VCPIP1	-0.1575
LDHD	-1.471
ESX1	-2.981
SQRDL	2.266
GALK1	-2.1455
SERPINA6	-4.4545
HD	-0.612
ASCL3	-0.2075
FBXL6	-1.1125
FABP7	0.05
MAGEC3	-0.0555
KLC4	-0.22575
CD1D	-1.30375
PRAM1	0.985
EIF3B	-0.746285714285714
DSCR8	-6.01725
FLVCR1	-1.329
KIAA0141	0.36825
PROM2	3.50366666666667
ALOX5	1.5567
GPR162	-0.102125
LYRM2	0.034875
RNASE6	0.156
HES5	1.81275
GJA1	1.41775
MRPS14	-0.33425
HMHB1	-0.32875
TAF7	0.332125
BTNL9	0.3053
SFXN2	1.12925
VEPH1	-1.373
GK2	-0.0786666666666667
AMBP	-5.3385
KIAA0953	-0.7885
XAGE5	-0.468
CCBP2	0.3135
TGM2	-1.16583333333333
ZNF202	-0.248
ACTL6A	-0.488833333333333
SLC23A2	-0.6393
ARHGEF7	-0.41475
LOC728635	-0.4065
CRYM	-0.788333333333333
PKD2	0.99675
MANBAL	0.183
LIN54	-0.52525
ACTL7B	-0.00225
OR4D9	0.191
KIAA1683	-0.252625
ZNF704	0.867333333333333
TCP10	-0.53575
MAGEB18	-0.385
DEFA4	0.0491666666666667
ZNF197	-0.02175
PTOV1	-0.447
RNF208	0.0453333333333333
CMIP	0.4045
TRDN	-0.298
UCHL1	-1.217875
APOL6	0.5488
PLK1	-2.34233333333333
NPHP1	1.5505
NDUFA11	-0.24
DAB1	-0.023
RTN4R	0.177
PUSL1	-0.0425
SYT2	-0.4365
ANXA13	1.69325
RFTN1	0.98325
ATP8B2	-0.978
VN1R2	0.068
OR52E4	0.329
NPPB	-2.74616666666667
ZNF148	0.460375
ZNF141	1.210125
IKZF1	-1.12925
PSMC2	-0.684
GGA3	-0.463
LPGAT1	0.708083333333333
SEC16B	0.523666666666667
C5orf38	1.2745
THOC2	-0.9213
SLC16A12	0.469
ALK	-1.313125
DACT3	1.2435
CACHD1	0.9805
GAN	-0.36425
EXOC6B	-0.3255
HIST1H2AE	-1.66275
VAMP1	-1.13275
SRI	0.775166666666667
AKAP14	0.105
HLA-E	1.2169
SLC25A32	-0.777833333333333
FLT3LG	0.2635
ATP1B1	0.75525
WDR1	0.3524375
SWAP70	1.56775
TRIM31	-0.8755
ARNT	0.74075
ZNF596	1.5209
CDKN1B	0.79875
FOXC1	0.0254375
SEMA3A	-3.2165
LSM14A	0.310583333333333
STEAP3	0.02925
ABCA1	1.37266666666667
PLSCR2	0.1565
EDC3	-0.665666666666667
THBS3	1.1925
C15orf43	-0.389833333333333
GMCL1	0.541
C9orf71	0.18125
MGAT5	-0.409
LOC402164	-0.24075
TSPAN8	-3.0265
DYNLT1	0.8835
IGSF1	-1.214
TMEM143	-0.187
FLJ25006	-4.10025
ATP13A3	-0.00633333333333336
C3AR1	2.4115
CADM2	1.13266666666667
EFNA4	1.2865
HAO1	0.037
TWF1	0.504666666666667
MRPS17	-1.14575
MYH9	1.37358333333333
C9orf9	0.7595
C17orf79	-0.311666666666667
FSCN3	0.3965
BDKRB2	2.09483333333333
PCGF6	-0.381333333333333
RAP1GAP	-0.306916666666667
TAS2R41	0.176
DCLK1	-0.0697
DEFT1P	-0.0998333333333334
TAF2	0.167
COPZ1	0.183875
KATNA1	0.20175
STIM1	0.34375
TBX2	-2.045
RPS4X	1.26807692307692
MARCH8	0.471
DHX33	-1.15466666666667
TMEM161B	-0.7025
SYPL2	0.115
ADCY5	0.379625
SRPK3	0.4135
CXorf9	0.63325
REC8	-1.048625
CLP1	0.0127
MGC52498	-1.1605
DUOX2	0.62475
C6orf150	-0.118
TSC22D3	2.357125
CASP8	-1.5583
PRKD3	-1.286625
CFH	2.71275
TRO	-0.5435
NRIP1	2.1045
ZNF707	-0.100333333333333
TBC1D22B	0.131166666666667
HYI	0.708
COX7B2	0.336
GPR52	0.1765
CASC3	-0.145714285714286
METRN	0.2535
KRT3	0.8495
ARF1	0.0684285714285714
C1orf111	0.01575
MOG	0.076
C6orf50	-0.132
MGC12966	0.98075
ATP7A	1.04616666666667
NOTUM	-3.11233333333333
LOC342897	0.411
ITSN2	0.351666666666667
GIP	-0.224
LOC89944	-0.809
UBXD8	0.36075
GYPE	-1.43883333333333
JAG1	1.42466666666667
RLBP1L2	0.5615
HIST1H2AL	-1.1085
PAPPA	-0.1213
CYP4F8	2.3205
TRH	0.357
DCTN3	0.7525
NT5C	-0.85275
HTR3C	0.3655
VPS41	0.262625
KIAA0174	-0.000799999999999999
ANKS6	-2.261625
MPV17L	0.287166666666667
MT1M	1.57183333333333
DTX1	1.169375
LOC146325	-0.349166666666667
ZNF639	-0.4805
CACNG4	0.5896
TNNC1	-1.42
MGC27345	-0.589125
CASD1	1.483
HOXD4	0.344
SMC4	-0.963294117647059
TTC35	-0.4448
CTXN1	0.342125
RGS19	-0.93775
SFRS3	-0.189083333333333
TRIM43	0.1665
HLA-DQB1	3.4565
NUPL1	-0.6423
NRAS	-1.22125
RPL22L1	-2.07525
ZNF138	0.280666666666667
FBXW2	0.1252
SIX3	0.184
HDAC9	0.310833333333333
OGG1	-0.1660625
APLP1	-1.46766666666667
OR7A5	0.7025
DLX4	-1.6045
TUBA1B	-1.17916666666667
CRY1	0.14125
C12orf29	-0.192
MGC70863	0.0627272727272727
OR1D2	-1.548
C1orf25	0.163125
CUZD1	0.86375
PUNC	-3.3035
SCAND1	-0.02
MYT1	-0.33
MPND	-0.22975
GOLGA1	0.3839
ZBTB43	-0.241
VAPA	0.693916666666667
C4orf36	1.4685
STAP1	1.17525
SLC34A1	-0.3795
PIK3R3	1.9412
TGM5	1.0895
USPL1	1.3978
FBXO40	-0.0921666666666667
BRF1	-0.1443
CCL27	-0.288
hCG_1657980	-0.287
PFN2	-1.2788
MYBPH	-2.9225
PPP1CC	-0.0159375
CDCA7L	-1.2615
KCNB2	0.69975
C20orf151	1.119
USP13	-1.60075
RCOR2	-0.3435
FBXW4	0.139833333333333
WT1	-2.1255
TAS2R46	0.08
STK38L	0.996833333333333
LEPROT	1.14275
DDX42	-0.2985
TXNRD2	-1.12616666666667
TNFRSF4	2.5655
KSR1	0.1425
SLC27A1	0.906
POU5F2	0.422
SLC22A11	0.253
C8orf32	-0.217833333333333
ZNF236	0.571642857142857
GABRB1	-2.9
LRRC29	0.4955
FBLN1	1.3185
MRRF	-0.0955
RP1	1.1715
MARVELD1	0.44
AFF4	-0.0219285714285714
C17orf54	-0.761
RAF1	-0.3315
SUB1	-1.04966666666667
MRPS33	-0.651
ZIC1	-2.9341
ARL10	0.1385
RAG1AP1	0.0386666666666667
P2RX5	-3.1127
NCR3	0.681333333333333
LTB4R2	-0.2885
HLA-DPA1	4.48675
FKBPL	0.168333333333333
JAKMIP1	-2.92725
SNX4	0.48175
CD248	2.0375
CCR2	0.441
LOC401152	1.16
SH3KBP1	-0.8632
LMBRD2	-0.0500714285714286
WDR51A	-1.1945
SYT15	-0.2609
SMOX	-1.2495
NACAP1	0.72125
DRD2	0.0583333333333333
COPS2	0.28175
FCER1A	4.58225
TMEM112B	-0.4965
SUGT1	-0.6519
CALR	-0.922875
DPY19L2P4	0.1905
ADRA1B	1.265875
LTB	3.0875
SNRPD1	-1.31075
NCAPG2	-2.18183333333333
KCNMB1	2.3565
ITGAV	1.68175
LENG4	0.073125
C13orf16	0.108666666666667
C20orf3	0.191875
PIP5K1A	-0.915583333333333
PCNA	-1.611875
C1orf34	3.36575
MMACHC	-0.011
BEST1	0.1915
REV3L	-0.041
ZRANB1	0.2915
AVPI1	-1.54125
