Hybridization REF	TCGA-BH-A0HW-01A-11R-A034-07
GPR110	-0.078
CD109	-1.91708333333333
ADCY1	-0.1705
RHBG	-1.578
TP53I3	-0.538625
SLC22A3	-3.2329
UCP2	-2.28275
FOXG1	-1.7375
OR2AG1	0.589
TRIM24	-0.53825
PROC	-3.718625
TAAR6	0.89375
AMTN	-2.7015
C10orf47	0.547
DEPDC1	-2.3745
FLJ45557	8.889
ZDHHC17	0.00068749999999998
KIAA1429	0.941833333333333
KCNH1	0.885
VNN3	0.00957142857142857
PSMAL	2.4815
PPARD	-0.887875
HFM1	-1.1555
YBX1	-2.31666666666667
ZNF695	-1.12125
SCTR	-0.7135
DCDC1	-0.372
VPS26B	-0.6714
MTF2	-1.36683333333333
ATP6V1F	0.1815
CCDC94	-0.41975
PERF15	-0.0445
CCL11	0.564666666666667
LMO7	-1.502625
DCST1	0.6385
ADRBK1	-0.141375
CDRT4	-1.210125
ZNF84	-0.6435
HOXD8	-0.317
STARD8	-0.5815
FOXP2	-1.21257142857143
CCDC103	1.15375
POLR3A	-1.0526
GSC	-2.85933333333333
ZNF114	-2.0505
HTR7P	1.3465
LALBA	0.513
RMND5A	-0.0415
PSCD2	0.091
ZNF409	0.5985
KRTAP1-3	0.463
MAF1	-0.3735
LOC201725	-0.222
NRN1	-3.007375
SPAG5	-1.25833333333333
DNAH7	2.933
FLJ43860	0.2655
BRCA2	-0.293
ACADM	-1.276125
CXXC6	-2.42
RAGE	-1.39
CHMP2A	1.3395
FAM8A1	0.2633
GPR21	0.3845
SLC12A3	-2.89366666666667
FVT1	0.946857142857143
ZDHHC7	0.461
FLJ44048	-0.55925
SLC44A3	1.4595
SDSL	1.6095
MMP8	-0.875
PLA2G12B	-3.10666666666667
ACY1	-0.33875
MT1E	0.651
OR4K15	0.376
TECTB	-1.997
GPR20	-0.46675
IRAK2	-1.35625
RFPL3	-0.352625
MYO9A	-0.10075
NARG1L	0.280083333333333
BLMH	-0.034625
CCDC3	1.512
C9orf21	-1.35816666666667
KIAA0513	-0.108166666666667
MIER2	-0.09825
PNMA2	-1.381
SH3BP2	0.355
ANXA10	-1.31025
RTN2	1.39633333333333
TFB1M	-1.833
PRPH2	4.97925
C14orf133	0.1225
GOLGB1	0.3005
IRX4	-1.87325
NFKBIL1	0.581333333333333
C10orf62	0.01125
APBB3	0.05025
RPS10	0.4421
LOC728378	-1.1875
TLE3	1.75266666666667
PSMB7	-0.347
MESDC1	-0.377
SLC6A1	0.637666666666667
OCLN	2.23975
PTTG3	-1.69083333333333
NAGLU	0.55175
SERTAD4	1.3535
SPRY1	0.32375
FLJ10781	1.02533333333333
MYSM1	0.16775
TRIM4	1.18714285714286
SH3YL1	1.279125
TREM2	3.1615
SERPINI1	1.12025
HDHD3	-0.62875
TMEM38A	0.16125
EID2B	-0.075
TDRD3	0.527666666666667
SEDLP	1.42475
THSD7A	0.860833333333333
NDST3	-1.95
KLHL15	-1.11418181818182
DHRS12	2.8555
FBXO9	-0.167928571428571
TNPO1	-0.148666666666667
MRPL13	-0.432166666666667
SNX5	-2.456
METTL6	0.14075
SOD1	0.07175
CHML	-1.70016666666667
PACS1	-0.50775
SIRT5	0.3196
CAPN2	-1.71416666666667
FXYD5	-2.03933333333333
TWISTNB	0.073875
LRFN1	-0.0896666666666666
UBE1L	0.0805
UBE1C	0.578
OR51B2	-1.773
OR4D11	-1.3285
C15orf2	-0.3995
NR4A1	-0.361166666666667
LOC339047	-1.84575
TRIM17	1.158
ATP5G3	-0.372571428571428
RPL15	-0.407166666666667
ADAMTS8	-1.723
HOXC4	0.1955
C14orf37	0.632
CEACAM5	-1.872
MYT1L	0.1492
RASA2	-0.62825
OSBPL7	-1.473
STAG1	-0.058
GIMAP4	4.23466666666667
FUT3	-2.5205
PIF1	-2.80125
LPIN2	-0.6038
SH3PX3	0.509
PDP2	-0.26875
PAPD1	-0.0275
ERP27	3.938
APOOL	0.6208
DIABLO	0.2045
TRHR	-0.454571428571429
ARMC9	-0.289375
RNF152	3.314
SLITRK3	0.388
ZNF211	0.2204
PFDN1	-0.239
RGS11	0.619875
HS6ST1	0.644
AKR1D1	-2.34366666666667
TNP2	0.4652
STK31	1.28233333333333
EML4	-1.60875
SGTA	-1.13266666666667
HIST1H2BI	1.73866666666667
PSMD6	-1.073
KIAA1257	1.51575
C18orf55	0.043
FLJ20273	1.968875
RPL28	-0.816333333333333
EPYC	0.17675
NOX3	-0.753
ELAC1	-0.292166666666667
METT11D1	-0.72175
BIN2	-1.639
NACA2	0.37425
CCDC17	-0.67275
HM13	-0.7479
UBOX5	-0.0803750000000001
UBE2O	0.162375
UBL5	1.01925
APOLD1	0.723625
C9orf31	0.3535
TNFSF8	0.3435
ARHGAP29	-0.9615
PROKR2	0.073
PDE5A	2.70566666666667
C6orf12	-0.0235
TOM1L1	1.631
WHDC1	0.84625
FOXI1	-0.330833333333333
RAB4A	0.328
TMEM39B	-1.08375
ATPBD1C	-0.02425
FARSA	-0.217166666666667
PLEKHG5	-0.4945
CMAS	-0.3605
OR7E24	0.7945
SLC30A1	-1.8065
CDC42EP5	-0.248333333333333
PLAC1	-1.92975
KLHL18	-0.315416666666667
LBA1	0.0141
TAZ	-1.21375
CRIP2	-0.13025
BTBD11	-1.85033333333333
C16orf72	0.738
DIO2	-1.2793
LRRCC1	0.227166666666667
CCDC136	-2.724
PRX	0.209875
RBM5	-0.0379
TMEM85	0.468875
TUBGCP4	-0.688666666666667
APLN	3.0305
CDK7	-0.0336666666666667
SSR2	0.1765
CRELD1	-0.732
C19orf46	3.1865
GAL3ST4	-0.823833333333333
KBTBD10	0.66525
IL28A	1.5525
WDR27	-0.353
MCM2	-2.0665
SOX14	-0.481
FLJ39743	-0.003
KIAA0922	-1.97825
HIPK4	1.037
FLJ25758	0.1435
C16orf57	-1.39733333333333
PDZD2	-0.970125
MCC	0.89825
HHLA3	-0.4593
ID2	0.49375
C20orf23	1.43483333333333
ZNF688	1.485
APOC2	-2.62283333333333
LOC440093	1.0875
FAM50B	2.65683333333333
PWP1	-0.851
DNAH10	0.3325
HIST1H2BA	0.3145
GPR56	-0.727833333333333
METAP2	-0.469125
PAN3	1.60466666666667
STXBP4	1.257625
PDHX	0.178
MTA1	-0.912916666666667
ZBED4	0.091125
ZNF720	-0.00975
CDK2	-1.03225
RHOJ	0.023875
CDC37	-0.468166666666667
ZER1	0.0385
GRK4	-0.26225
PRPH	0.44925
POLR2A	0.012875
OGFOD1	-0.38525
NOL5A	-1.63525
PHEX	-0.4015
FLJ16478	-0.2085
C20orf117	-0.994571428571429
CAMTA2	-0.1445
C11orf74	0.954333333333333
DDX17	0.40475
C5orf27	0.0951428571428571
PLEKHA2	-1.9658
PDE4DIP	-2.4954
SCN7A	1.257
ZNF559	0.716833333333333
CXCL10	2.80875
ZMYM4	0.601166666666667
STK32B	1.90966666666667
KIAA0888	1.8185
TACR3	1.879
CKAP2L	-1.3665
KIF1A	-1.40783333333333
RSPRY1	0.14475
VCAN	-1.86325
CYP27C1	-0.7395
SYDE1	-1.8895
MED12L	-0.277
ZDHHC21	2.189625
NHS	3.612
TM9SF3	1.21316666666667
DDHD1	-0.40375
MAFG	0.517416666666667
BICD2	-1.2488
C14orf119	0.0143333333333333
C14orf43	1.14507142857143
CDH7	-0.28475
ALKBH5	-0.467785714285714
JUP	2.21
TMEM41A	0.1965
MAMDC4	-0.843333333333333
CBX3	0.23325
LRRC18	0.256
RBMXL2	0.0285
PLA2G4D	1.031
FGF13	1.519625
KIF3A	1.05616666666667
PDIA6	-1.40225
DCXR	1.51375
CASKIN2	1.32491666666667
EHD1	0.5275
MARCKSL1	0.487833333333333
ZNF496	-0.695666666666667
SCAF1	0.418666666666667
KCTD8	-1.60875
TRAF3IP3	-1.0255
LSR	0.519
CXorf1	-0.6196
C14orf112	1.355
EIF2B1	0.2905
OMP	-0.1715
GSTZ1	0.928
LOC92017	0.46175
ISLR2	-0.311
C12orf36	0.797
GATA2	-2.09866666666667
GABRA5	-1.856
CELSR2	0.0664285714285714
STAM2	0.2461
TNAP	0.2875
PTPMT1	0.487
GRP	2.84625
SV2A	-1.8275
MAGEA12	-4.0895
CACNG1	2.716
C18orf19	0.0235
GSG1	-0.210333333333333
PTPRJ	-0.957714285714286
FRMPD1	-2.961
ZNF668	0.1315
PLEKHJ1	-0.842625
ADAT1	-1.2416
TMEM50A	0.6597
UCN3	0.393
HOOK1	0.877625
IL17B	-1.102
MLKL	-2.2145
TTC14	-0.2375
KLHL5	-0.94575
CRYL1	0.447666666666667
FOXH1	-0.3525
NFYB	0.06675
PPM1G	-0.81475
GOLGA2LY1	-2.03975
NMT1	0.49575
HADHA	-0.9397
CHSY-2	0.42475
PLEKHF1	-0.0693571428571429
SAGE1	-1.6635
MUSTN1	-0.17825
SUHW4	1.47425
TFEB	1.16966666666667
ZFYVE27	1.2935
ATG12	0.178833333333333
BMI1	0.210642857142857
ZIM3	0.379333333333333
MYH4	-1.41433333333333
MASP1	-1.00658333333333
KIAA0984	1.84375
RPAP2	-0.7215
ASB5	-0.2905
BOLA3	-0.532333333333333
MIA3	0.0719999999999999
KRT35	4.165
KIR3DL3	-1.051
MRPL51	0.1945
SEMA3F	1.909
NDUFB2	0.6775
LOC253012	4.5085
FAM46C	-0.9072
G6PC	-1.871
CSAG3A	-2.7485
PREX1	2.9725
SLC25A45	0.65175
MAPKBP1	1.0342
CPE	-1.3073
GNB1	-1.407125
CXCR6	0.5925
TRIM46	-0.59775
C16orf3	-0.271333333333333
HPSE	-1.216375
TIGD3	1.404
SPG3A	1.30675
LCAT	-2.51216666666667
ST6GAL1	-1.97633333333333
POMC	-0.60175
FLJ36031	-0.9345
NSMAF	-1.218
SKIL	1.3335
ADSS	-1.08816666666667
HMGCS1	-1.717
POLR3F	0.120833333333333
RAB10	-0.298
ZNF277P	-0.042
ZBTB7B	0.05725
DHRS1	0.795375
ABCC13	-0.5705
CNOT3	0.191
NFKBIA	0.92975
GAK	0.167333333333333
SFT2D2	0.201833333333333
HOXA6	-0.5105
CRTC1	-0.390875
LY6D	-1.13816666666667
C20orf72	-0.932166666666667
CPT1A	0.189
LMO1	-1.8225
EIF3I	-0.1585
PRB4	-0.463
MCM3APAS	-0.792375
C20orf132	0.5808
FOXF2	-4.4955
S100A12	-0.65325
MLH1	0.0463333333333333
ACTN1	-0.2181
MRPL36	-0.168166666666667
C20orf106	0.82225
FBXO6	1.4625
MKS1	0.915333333333333
CX3CR1	-2.87225
PDE1B	0.2745
PLP1	-3.768
KISS1	0.720666666666667
C14orf2	0.244333333333333
TBC1D3P2	0.4255
COMMD6	1.1894
ANKRD7	-0.70125
PTCHD1	-2.43175
NARS2	-0.47125
DOCK7	-0.82125
FAM127B	0.387625
LOC390243	-0.356
N6AMT2	0.03875
ZNF391	-0.00799999999999998
DNAJB14	0.5725
WRB	1.12475
BPI	-0.28675
TTC4	-0.933666666666667
FAM10A5	0.521
GOT1L1	0.646714285714286
MAGED1	-0.6265
RESP18	-0.00133333333333337
WFDC6	-0.91125
MT2A	-0.718
C11orf56	0.282
KIAA1432	-0.564
ROR1	-2.599375
HSD17B14	-0.105
ZFAND2B	0.418
SAMD4B	0.4905
HEXA	0.403875
HNRNPU	-0.508545454545455
USP39	-0.7125
NRD1	-0.905
R3HDML	0.45725
FLT4	0.373333333333333
OMG	0.1022
OR52N4	-0.555
LOC399818	0.973
ELA2	-2.5945
VENTXP1	0.257
RFC5	-1.146
OR52L1	-0.565
PAX5	0.1065
FBXO2	0.2525
GMEB1	-0.1365
AKT3	-1.7486
CRB1	-0.937
CTTN	0.7175
UTP15	0.0255
HSBP1	0.0274166666666667
PHF11	2.8005
NDEL1	-0.452666666666667
USP8	0.48425
BAIAP2	2.8721875
SI	0.3178
ARSJ	-2.34066666666667
BAAT	-2.61925
KCNS3	2.13766666666667
LOC126147	-0.722
TMEM37	-0.92525
C1orf162	1.85716666666667
MBD1	0.0199
ITGAL	-1.8765
WDR73	0.0488333333333333
GKN2	-0.154333333333333
ARFGAP1	-1.58875
SLC5A8	-1.04733333333333
ZBTB40	0.0234
CYP4B1	4.07866666666667
LYPLAL1	-0.55675
CHST3	-1.394
MAP3K9	0.239
BTAF1	-1.66616666666667
TFAP2E	-0.5275
RBM35B	-0.49975
LOC441251	-0.3615
ANKRD25	-1.97338888888889
UQCRC2	-0.123
MAEA	0.560666666666667
HYAL1	-3.4569
RNPEPL1	-0.420833333333333
CPSF2	-0.27025
PSD3	-3.7688
ABCA13	1.49725
AGR2	4.329625
GBX1	-0.852
HDLBP	-0.128642857142857
ACY3	-1.0755
HECW1	-0.423
ZNF519	-1.261
HOPX	2.44375
ZNF304	1.87675
OR12D3	-0.042
FKSG43	-0.03725
METTL1	0.426625
MFSD3	1.5704
PSPH	0.15925
CLCA3	0.2625
DARS2	-1.76016666666667
CDC25A	-2.359
BAIAP2L1	0.68875
B3GNT5	-2.24375
USP29	0.101666666666667
ARHGEF10L	2.0259
ATOX1	-0.379125
ADAM30	1.22975
DNASE1	0.155
STT3A	-0.0497500000000001
RAB6IP1	-0.22175
PTN	-1.192
C1orf106	-2.80776923076923
HECA	0.55175
RNF122	0.7425
SLC22A18AS	-1.35766666666667
GNG8	-0.358833333333333
ELP4	-0.91625
FAM65A	-0.12
RPL10A	-0.569666666666667
IRS4	0.881
MACF1	1.7727
SEC24D	-0.42875
LOC374395	0.875
TGFB2	-1.8205
MDFIC	-0.15225
CHRNE	0.365
PCMTD2	0.567833333333333
ATP6V0D1	-1.05233333333333
MTA2	0.90875
LZTR1	-0.1385
RAP1A	-0.2645
AXIN1	-1.198875
POLR1C	0.17975
TRIO	-0.757916666666667
PLXNA4A	-1.39883333333333
C5orf33	0.1675
DEPDC1B	-2.339375
ZNF473	-0.283333333333333
MTM1	0.62775
GPR107	0.5655
CSNK1A1L	0.263
FLJ14154	-0.52625
NLRC4	2.5305
ENPP4	0.902333333333333
PADI3	-0.889
RNF170	1.933375
CG018	0.717166666666667
C16orf7	-0.69375
KCNE1	-0.2115
NRM	-0.746666666666667
SLC37A3	0.236
TPD52L2	-0.973
UNC5B	0.9555
C12orf12	0.5455
SDHB	-0.76625
CLRN1	0.308857142857143
NUDT10	-1.02416666666667
UGT3A1	0.2525
FBXW8	-0.123875
RHOF	-1.14525
PTPLAD1	0.697
MYO3B	-2.45966666666667
DERA	-1.018
TPP2	-0.9505
C19orf53	0.249333333333333
GINS3	-0.103375
ST6GALNAC5	-1.1
CHSY1	-0.26525
MGC15705	-0.196
GPR83	1.12383333333333
EXT2	-0.27225
DOLK	0.50075
TUBAL3	0.91625
ACVRL1	1.1964
ABL2	-0.499333333333333
C14orf156	-0.433
PTPRZ1	-3.02375
DIP2C	0.139625
LAMP1	0.62875
RXRA	0.0211
MAP3K5	-0.16825
ALKBH1	0.893333333333333
PDLIM7	-1.30625
ARL14	-1.8395
SNIP1	0.2255
TIMP3	3.79508333333333
RGS3	0.0555
SPAG16	0.7816
ABHD4	-0.3915
ARHGEF12	0.844916666666667
GLUD2	0.328
RAC2	-2.6691
UAP1L1	-1.433
SLC18A3	0.229
YOD1	-2.18291666666667
RALY	-0.46525
HMOX2	0.317
DGKH	-0.252
DBNDD2	2.69083333333333
YIPF4	0.653875
THAP10	0.8535
ZNF513	0.53
HAGHL	-1.62516666666667
ITGB4	-0.259333333333333
CCDC141	-2.3295
YTHDF3	0.426
C5orf28	0.447
RPL7L1	-0.238625
TMEM30B	1.684
ANKRD35	-1.149
DUOXA2	0.47475
TBC1D5	0.22625
DFNB59	1.7975
HRH4	0.377666666666667
MYO6	1.0282
DNAJA4	3.663375
RBM24	1.79575
CEACAM20	-0.676
RBM23	-0.283285714285714
NGFB	-0.1585
C1orf63	-0.096
KRTAP7-1	-1.5925
PERLD1	2.46025
NPB	0.5025
C17orf59	0.4154
HSPBAP1	-1.0825
SLC15A4	0.191875
PRTFDC1	0.128
OSMR	-1.80357142857143
CYSLTR2	-2.484
C19orf25	0.2268
KIAA1797	-0.3375
NLRP6	0.801
FAM105B	-0.292
SCRN2	1.09983333333333
LRRC58	-1.3888
RNF17	0.493571428571429
NEIL3	-1.8145
FAM137A	-0.641
SKP2	-3.44025
PARVA	0.308583333333333
PKLR	-1.9315
RNF34	0.158875
A3GALT2	0.09325
C12orf50	-0.3298
SUNC1	-1.79
FAM102B	-0.290666666666667
CCT2	-1.02425
LRRC37A2	-1.108
ARF4	0.3315
SIKE	0.05025
C8orf48	2.61416666666667
MBTPS1	0.469
GPSN2	0.179
NCF2	1.73425
SLC12A6	-0.470833333333333
MRPL48	0.1325
HMGN3	-0.306166666666667
LRRC62	-1.1395
PAX9	-0.521375
FAM55A	1.2
C20orf42	-2.27066666666667
SCML2	-1.43183333333333
BCL9	0.28025
FAM40A	-0.55075
C9orf41	-0.504
ZNF774	-0.807
LETM1	0.98475
PLXNB1	-0.14
NIPSNAP1	-0.95125
USP10	-1.68725
F9	0.946
LIPE	1.81825
CNGB3	-0.001
C12orf52	-0.269
PI4K2A	-0.46825
MED8	0.19975
STAT4	0.9853
FGD4	-0.118166666666667
RNF145	-1.38916666666667
WDR32	1.1658
CLDN2	0.0193333333333333
TCEAL8	0.60775
ZMYND8	-0.3669
PDXK	-0.4076875
GATAD2A	-0.4145
PTGES3	-1.049
CCM2	-1.2555
TAP1	0.225
ZNF670	0.21875
ETS2	-0.871384615384615
C6orf166	-0.602333333333333
PRMT2	0.253428571428571
OR4B1	0.726
INTS8	-0.0855
CCDC102A	-0.67975
CCDC83	-0.718666666666667
ITGA1	0.0372
EPHA5	-2.1682
FAM24B	-0.5365
TSGA10	3.5015
HAL	0.276166666666667
MYOT	-0.897
SPACA3	0.34525
BCL2L2	0.272666666666667
CUGBP2	-2.47166666666667
CCNB3	4.10475
RNF113B	0.569
MERTK	-0.73125
BAG1	0.956
VPS36	-0.34325
ORMDL3	1.5301
C1orf190	-0.7185
ZNF625	0.45425
CORO2B	-2.1005
ALOX15	-0.7575
CST1	0.01
NUPR1	1.33433333333333
CCL7	1.5565
SMCR5	-3.139
DSC2	2.475
RBMS2	0.5695
GRIK4	-2.9115
TRIM65	0.2137
TMPRSS6	0.0727142857142857
TP53INP2	-0.9025
GLB1L	-0.163166666666667
LOC388284	0.421666666666667
PUS1	-1.44935714285714
BCL9L	-0.784
OLFM1	0.95575
RET	-0.54725
MASTL	-2.27716666666667
ALX3	0.62275
IL1RL1	-0.299
ZNF765	0.3505
C14orf138	-0.33775
SNX10	0.8055
TAC4	-1.719
C1orf64	4.237625
POGK	0.3305
MAPK9	-0.3675
ZNF366	2.82575
C8orf79	0.2195
CLDN7	2.275
OR5AT1	1.122
TRIM37	-0.79625
LRRC25	1.4415
GRHL2	3.5338
TEKT3	-1.258
LASS5	-0.0985
ABCC4	-2.59433333333333
DLG3	1.048125
VGLL1	-0.00412500000000001
ZFP36L2	-0.991666666666667
MFRP	1.225
KIAA1799	0.399
FLJ44379	1.009
PCNX	-0.88375
ANXA9	1.7015
CYP4V2	1.825
PIK3C2A	-0.0145
SRR	0.375
NOL3	-0.48675
IFITM2	0.665
ARNTL2	-2.3855
ZNF595	0.67
NLRP13	-1.2075
ASPH	1.768125
CPA2	-0.2985
PVRIG	-2.5395
LEPR	-1.02616666666667
C16orf42	-0.533
SH3BGRL	-1.94925
FAM77D	1.09533333333333
FNDC7	-0.0770000000000001
C9orf6	0.1825
NOTCH2NL	0.0558333333333333
PGBD1	0.848333333333333
SYNGR2	0.4505
PITPNA	-1.166875
PRPF4B	-0.0731
SLC43A3	-2.91642857142857
NRBP1	-0.94525
SLC25A22	0.78675
ILK	-0.491
SLC22A8	0.524666666666667
MRPS7	1.27275
PITX2	-2.75225
FABP3	-0.570375
OR1L1	-0.085
LOC728215	-0.4195
BLID	-1.6765
KIAA1217	3.75482352941176
TFPT	0.1375
AP4B1	-0.8315
VBP1	-0.82625
OR1K1	0.325
MORC3	0.05575
BHMT2	-2.37116666666667
C3orf10	-0.09425
FZD7	0.837666666666667
WFDC10A	1.1365
PMS2CL	0.256
CCDC32	1.2725
FA2H	-1.873
ALG13	0.4625
TTLL7	-1.0822
SPOCK3	-0.011
SLC13A2	0.1915
AIM1	-0.45725
GPRC6A	-0.533
EGR2	1.54425
MED11	0.19
WWC1	1.14725
SH3GL3	-3.35875
RIF1	-1.027
PRLH	0.3725
VLDLR	-1.8685
DBT	0.2694375
C21orf63	-0.28825
CGGBP1	-0.1205
KRTAP12-2	3.647
TADA3L	-1.123
ZBTB16	2.77675
PDGFB	2.7455
RFX1	-0.060625
UQCRB	0.278
LOC133874	-0.9785
HPS3	-1.7805
LGALS3BP	1.4467
DKFZP564O0823	2.21078571428571
MRFAP1L1	1.1255
HOXA10	-2.304
NGB	0.443
KIF21A	-0.162692307692308
IFLTD1	-0.393
LZTS1	-1.562375
ARHGEF3	0.9965
RHBDL3	-2.547
CSNK1G2	-0.805
ChGn	-1.59025
KIAA1244	1.94733333333333
GABRB2	0.004
MGC72080	0.0595
CD27	0.83125
EGLN1	-2.0045
PEX13	0.4795
RWDD3	-0.0325
RNF12	-0.5635
GRIN2B	1.053
ADAMTS14	-1.208625
DYDC2	0.781833333333333
ATP6AP1	1.0588
NR1H2	0.179666666666667
PDK2	1.53
C3orf17	-0.565333333333333
SLC38A2	1.18435714285714
SLC25A29	0.184333333333333
C15orf29	0.114625
ADAM9	0.796333333333333
TMUB2	1.573125
GPR176	-0.53775
AGK	-1.016125
MCCD1	4.4625
NDUFA4	0.459
TMEM146	-0.149
DUSP1	0.922125
UNQ6975	1.0115
EMX2OS	2.47325
INSM2	-1.5005
LUZP4	-1.259
SETD6	-1.557
P2RY2	2.48525
SLC45A2	-1.6005
RABGAP1	0.846666666666667
UBXD5	-0.4435
GPRC5A	2.1496
PAK3	-0.754666666666667
LOC63920	0.21575
TGFBR1	-1.256
KRTAP6-3	0.08625
SFMBT2	-0.0805
CDC42	0.4565625
C11orf35	1.268
TTLL2	0.108666666666667
UACA	0.48925
CD97	-2.25277777777778
SETD5	-1.150625
NINJ2	-2.1045
PTER	-0.1705
POMGNT1	0.61675
KRTAP4-2	0.5365
ECGF1	0.937
HRB	-0.678727272727273
ATP1B2	-0.6611
LOC400506	0.29025
COL4A3BP	1.126
C6orf97	2.08825
GRHPR	0.74375
TAS2R1	0.315
SEMA7A	-0.93175
EDF1	0.63525
ODF2L	-0.1798
PCID2	-0.9425
GTF2H4	-0.476666666666667
ZCCHC3	-0.70175
CGB2	-0.168166666666667
NEUROD1	-0.17075
C20orf75	-0.3135
RP5-1054A22.3	-0.482
IFNA5	-0.892
ZNF134	0.825333333333333
MGC119295	-0.6822
ZSWIM6	1.349375
SMEK1	-0.0131666666666667
PCGF2	1.149
C1orf102	3.0425
CYP2A13	0.1335
KCNH6	-1.24911111111111
MDM1	0.8136
ALDH7A1	-0.500833333333333
C9orf75	-0.07175
VDAC3	1.03225
OR51T1	0.3915
EIF3F	-0.361083333333333
KCNJ10	-0.632
LENG8	0.4235
EDEM2	-0.61675
CCNJL	-1.86416666666667
DHX37	-0.349
CRYGN	-1.3085
AATF	0.26175
ZNF630	1.792125
E2F5	-0.3595
WFDC13	-0.191
FTSJ3	-0.1905
C4orf33	0.11575
LHFPL4	-2.8585
C19orf56	0.0726666666666667
SMAD4	0.529875
AFM	-0.0068
G0S2	-1.88375
FCHSD2	-0.1338
RRP1B	-0.9371
EEF1B2	-0.672333333333333
STAT6	0.382
ZNF195	-0.25475
GNL1	-1.123
ZNRF2	0.258666666666667
PER3	1.729875
ASB16	0.0624999999999999
C10orf10	-0.163214285714286
ADCY8	-3.26933333333333
C9orf58	-0.7075
ARMC10	0.183
PSG1	-0.3135
DHX34	-1.03675
VARS2	-0.499
NFIC	-0.7405
ITPR2	-0.68025
AGXT2	0.765
OR6K3	-0.1705
H2AFZ	-0.835833333333333
MLLT3	0.915166666666667
COX4I2	1.82
CCNT2	0.097
PLK4	-1.890125
NUMBL	-1.04883333333333
MED16	-0.68425
PLEKHQ1	0.052
GOSR1	1.72435294117647
BTG4	-0.20275
RPL30	0.677666666666667
IGSF5	0.34725
IGFL2	-0.885666666666667
ELMOD2	1.29
SHC3	-1.40233333333333
HAVCR1	0.4795
DYNC2H1	0.381
RNF5	-0.514333333333333
C2orf7	-0.6035
NLF1	0.197
KLHL25	0.70325
LRP10	0.6196
KRI1	-0.3245
PUS7L	-0.243
MGMT	1.70975
HOXD1	-1.562
CSH1	0.3076
ATG16L2	0.16375
FLJ44635	0.3615
CHODL	0.1435
EXOSC8	-1.1765
SLC28A1	-0.887
MYO7B	-0.927333333333333
SEH1L	-0.1008
MTNR1A	0.002
TSPAN5	2.06216666666667
CDC45L	-2.31383333333333
AMIGO1	-0.003
ATAD3A	-1.455
OSGIN2	0.320666666666667
PDIK1L	1.77366666666667
DARC	0.613
PIPSL	0.206
SHMT1	-1.93825
CRISP3	0.3895
POPDC2	2.52816666666667
ZRANB2	-0.803833333333333
FBXL8	-0.15375
TRIP13	-1.77854545454545
EIF5AL1	-1.7685
POU5F1P3	-5.2375
IL6	-2.97833333333333
CXorf38	-0.473166666666667
IFNA16	0.9745
FBXL2	2.2955
BRD1	1.51775
STATH	0.36525
FBXO44	0.721333333333333
MCCC2	-1.04825
CDC2	-2.6019
C5orf23	0.41925
IVD	0.2435
C10orf122	-1.78175
MSL3L1	-0.1941
MVP	0.157
EPOR	-0.2778
ZMYM1	-0.6355
BCL7C	-0.373666666666667
PSTPIP2	0.7769
LYPD1	-1.08175
OR8G5	-0.887
ZP3	-0.268
BCAS4	1.731
EDG6	-0.185
ISY1	-0.593
PRAMEF2	-1.3825
CUL1	-0.8635
RNF213	1.1868
CCRK	1.92875
DHX9	-0.255125
C13orf29	-0.75475
NCKAP1	-0.0658333333333333
MRPL43	1.079
XPR1	-0.709
PKN2	-0.4685
PODNL1	-0.797
ZNF333	1.204
DALRD3	1.10075
OPN1SW	0.2385
BTBD6	0.94175
C11orf82	-1.718
OR5P3	0.024
DUSP11	-0.3915
L1CAM	-2.0725
NEK11	0.553166666666667
OR7E91P	2.319
CNTN3	3.79022222222222
CREB3L2	0.106
ZBTB37	-0.147
KIAA1324L	1.63425
NDUFB10	0.438166666666667
NUDT2	1.36725
GTPBP8	-0.965
CACNA1D	0.290875
PRKAA2	-0.322833333333333
PRDM8	0.0075
MGC16075	-0.591
KRT14	-1.64128571428571
PP8961	0.201875
MRPL18	-0.43275
ABCG2	-1.0475
PACRG	0.94925
BBS2	0.8045
KREMEN2	-3.974
FBXO21	0.978
HNRPUL1	-0.644833333333333
GRB10	-0.16975
CLSTN1	0.671625
LMAN2	-0.7688
C17orf61	0.073
NIPSNAP3A	1.0295
INSIG2	-0.448833333333333
PCDHB7	0.760833333333333
STXBP2	0.322125
CMAH	-0.224
SEMA5B	-1.0555
ZNF155	0.879
COQ6	0.580166666666667
PRPF4	-0.49925
TSPAN15	0.0233
VN1R5	0.073
LATS2	1.64375
SELK	1.21
PGK2	0.919
MS4A1	-1.7675
TYW3	-0.6661
KRTAP5-1	0.46575
RCCD1	-0.235666666666667
BTN1A1	0.30625
DDX28	-0.58525
TMEM65	-0.121375
LOC92345	0.2035
TTC31	-0.572
WDR46	-0.903
CHP2	-1.82633333333333
LSP1	-1.047375
ZNF542	0.477
EXOSC1	0.09025
ARHGAP18	-1.28116666666667
LRRTM4	-0.945
MAOB	3.00516666666667
CACNB4	-0.27475
MGC33846	-0.692375
RANBP3L	4.21575
ATP5L	-0.100375
ONECUT1	-3.398
NUDT9	0.84625
TMEM149	0.3015
STX17	1.28175
IGSF10	-4.75825
TMPRSS9	-0.6705
BMPR2	0.244583333333333
ALLC	0.10025
KLF7	-0.151625
GCC1	0.8625
TIMM9	0.0785
CDO1	-2.73666666666667
