Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
DKFZP564O0823	2.19664285714286
MRFAP1L1	-0.533875
HOXA10	-0.7455
NGB	0.381
KIF21A	1.35476923076923
IFLTD1	0.808
LZTS1	-0.262
ARHGEF3	1.34375
RHBDL3	-2.139
CSNK1G2	-0.364
ChGn	-1.336375
KIAA1244	1.8885
GABRB2	0.507
MGC72080	-0.469
CD27	3.2655
EGLN1	-0.8279
PEX13	1.7635
RWDD3	-0.14775
RNF12	0.0518333333333333
GRIN2B	0.8015
ADAMTS14	-0.266375
DYDC2	-1.884
ATP6AP1	1.1496
NR1H2	0.0956666666666667
PDK2	0.659
C3orf17	-0.189666666666667
SLC38A2	0.272357142857143
SLC25A29	-0.473
C15orf29	0.392625
ADAM9	0.653166666666667
TMUB2	-0.159
GPR176	-0.093
AGK	0.297
MCCD1	1.32075
NDUFA4	0.8385
TMEM146	-0.09375
DUSP1	1.034875
UNQ6975	1.152
EMX2OS	4.26475
INSM2	0.31825
LUZP4	-0.2355
SETD6	-1.3185
P2RY2	3.37825
SLC45A2	-1.3115
RABGAP1	0.517
UBXD5	-0.318875
GPRC5A	-0.2619
PAK3	-0.9065
LOC63920	0.12975
TGFBR1	1.6533
KRTAP6-3	0.3425
SFMBT2	0.24425
CDC42	0.1259375
C11orf35	-0.259
TTLL2	0.022
UACA	0.417083333333333
CD97	-1.4062
SETD5	-0.739625
NINJ2	0.58575
PTER	-0.8425
POMGNT1	0.42575
KRTAP4-2	0.22
ECGF1	2.78825
HRB	-0.0433636363636364
ATP1B2	-0.1988
LOC400506	0.262
COL4A3BP	0.735
C6orf97	-2.509
GRHPR	0.34175
TAS2R1	-1.045
SEMA7A	-0.335
EDF1	0.07675
ODF2L	1.1919
PCID2	-1.078
GTF2H4	-0.332666666666667
ZCCHC3	-0.862
CGB2	0.519
NEUROD1	-0.06
C20orf75	0.1025
RP5-1054A22.3	1.54783333333333
IFNA5	0.1175
ZNF134	-0.0640833333333333
MGC119295	-0.9336
ZSWIM6	-0.383875
SMEK1	0.117
PCGF2	0.08725
C1orf102	1.49025
CYP2A13	0.5585
KCNH6	-0.695
MDM1	-0.1618
ALDH7A1	0.361666666666667
C9orf75	0.01125
VDAC3	-0.924625
OR51T1	0.4105
EIF3F	-0.724583333333333
KCNJ10	-0.073
LENG8	0.0575
EDEM2	0.49775
CCNJL	1.93133333333333
DHX37	-0.0655
CRYGN	1.8895
AATF	-0.716375
ZNF630	2.1025
E2F5	-3.117
WFDC13	-0.4765
FTSJ3	1.1785
C4orf33	0.00424999999999999
LHFPL4	-3.015
C19orf56	0.146
SMAD4	-0.369125
AFM	-0.266333333333333
G0S2	-1.41675
FCHSD2	0.0902
RRP1B	0.077
EEF1B2	-0.7955
STAT6	-0.898166666666667
ZNF195	-0.48225
GNL1	-1.23783333333333
ZNRF2	1.10833333333333
PER3	-0.972875
ASB16	0.14525
C10orf10	1.09307142857143
ADCY8	-2.287
C9orf58	-0.3385
ARMC10	-0.2725
PSG1	2.6165
DHX34	0.1655
VARS2	-0.174875
NFIC	0.27125
ITPR2	-1.17725
AGXT2	-0.407
OR6K3	0.275
H2AFZ	-0.0889166666666667
MLLT3	0.218333333333333
COX4I2	1.9775
CCNT2	-0.286375
PLK4	-1.027125
NUMBL	-0.542666666666667
MED16	0.261
PLEKHQ1	1.5505
GOSR1	0.0721666666666667
BTG4	-0.1635
RPL30	-0.640166666666667
IGSF5	0.91825
IGFL2	2.85283333333333
ELMOD2	1.065
SHC3	-1.23083333333333
HAVCR1	-0.3515
DYNC2H1	-1.416125
RNF5	-0.580166666666667
C2orf7	1.3745
NLF1	0.897
KLHL25	0.201
LRP10	0.905
KRI1	-0.6
PUS7L	-0.143166666666667
MGMT	1.67125
HOXD1	0.2255
CSH1	0.9691
ATG16L2	-1.056
FLJ44635	0.1225
CHODL	-0.93575
EXOSC8	-1.7725
SLC28A1	-0.06475
MYO7B	-0.375
SEH1L	-1.064
MTNR1A	0.426666666666667
TSPAN5	0.338
CDC45L	-1.41283333333333
AMIGO1	1.1945
ATAD3A	-0.70125
OSGIN2	-0.206833333333333
PDIK1L	0.801166666666667
DARC	1.227375
PIPSL	1.162
SHMT1	-0.5255
CRISP3	0.9085
POPDC2	2.35366666666667
ZRANB2	-1.61966666666667
FBXL8	-0.05725
TRIP13	-0.708727272727273
EIF5AL1	-1.2185
POU5F1P3	-4.47216666666667
IL6	-2.553
CXorf38	-0.170166666666667
IFNA16	0.351
FBXL2	0.00633333333333333
BRD1	0.72175
STATH	0.6905
FBXO44	0.2445
MCCC2	1.37125
CDC2	-0.5819
C5orf23	2.6505
IVD	-0.2275
C10orf122	-0.94975
MSL3L1	0.626
MVP	0.869
EPOR	-0.5244
ZMYM1	-0.8785
BCL7C	1.01683333333333
PSTPIP2	2.6175
LYPD1	-0.278875
OR8G5	0.187
ZP3	-0.0393333333333333
BCAS4	1.83141666666667
EDG6	2.1785
ISY1	-0.48225
PRAMEF2	-0.92525
CUL1	-0.048625
RNF213	0.7423
CCRK	-0.03075
DHX9	0.07025
C13orf29	0.93725
NCKAP1	1.5755
MRPL43	0.9805
XPR1	-0.726
PKN2	-0.3086
PODNL1	1.4565
ZNF333	0.179571428571429
DALRD3	0.2095
OPN1SW	0.4625
BTBD6	1.0195
C11orf82	-1.1265
OR5P3	0.421
DUSP11	0.52525
L1CAM	0.3067
NEK11	-0.2435
OR7E91P	1.435
CNTN3	2.0227
CREB3L2	1.71725
ZBTB37	-0.8585
KIAA1324L	-1.78825
NDUFB10	0.662
NUDT2	0.642
GTPBP8	-0.86325
CACNA1D	-0.1065
PRKAA2	0.511666666666667
PRDM8	-0.1975
MGC16075	0.0948333333333333
KRT14	-1.39814285714286
PP8961	0.39375
MRPL18	0.02825
ABCG2	-2.58175
PACRG	0.827
BBS2	-0.426
KREMEN2	-0.9565
FBXO21	0.2695
HNRPUL1	0.0703333333333333
GRB10	0.206
CLSTN1	1.1565
LMAN2	0.5139
C17orf61	-0.37125
NIPSNAP3A	-0.05125
INSIG2	-0.00966666666666667
PCDHB7	-0.185833333333333
STXBP2	0.39375
CMAH	0.8185
SEMA5B	-0.39775
ZNF155	-0.1435
COQ6	0.481166666666667
PRPF4	-0.6905
TSPAN15	2.2409
VN1R5	0.196
LATS2	0.28375
SELK	1.1075
PGK2	1.08625
MS4A1	-1.824875
TYW3	-1.3241
KRTAP5-1	0.02825
RCCD1	-1.60016666666667
BTN1A1	0.85425
DDX28	0.218
TMEM65	0.218625
LOC92345	-0.30275
TTC31	-0.3995
WDR46	-0.5765
CHP2	-1.594
LSP1	0.664
ZNF542	0.6815
EXOSC1	0.493
ARHGAP18	0.0873333333333333
LRRTM4	-0.78725
MAOB	1.03308333333333
CACNB4	0.929
MGC33846	-0.018375
RANBP3L	1.788875
ATP5L	0.32675
ONECUT1	-3.3825
NUDT9	0.578
TMEM149	0.601
STX17	1.325
IGSF10	-3.7455
TMPRSS9	0.39
BMPR2	0.368
ALLC	-0.012
KLF7	1.85475
GCC1	0.7343
TIMM9	-0.437
CDO1	-0.696666666666667
MGC10701	-1.08183333333333
IFI6	3.1055
FRMD8	0.608
MGAT2	0.0015
WBP5	0.547333333333333
CNIH2	0.28
KIAA0907	-1.3937
KCNH8	-1.625
CTSG	-2.4605
GRIK1	-0.288
CUL5	0.989875
FRMD1	0.3975
OR9A4	0.139
SYT6	0.330375
FOXD4L2	0.635
ANAPC2	0.0466666666666667
OPN5	0.632
TAF13	1.63625
LYG2	-0.29075
GGNBP1	0.3785
C11orf40	0.8405
OTX2	-0.918
REG4	-0.0018
EIF5	-0.236375
PALB2	-0.74175
SEPSECS	-0.8682
RNASE3	0.3865
TRIM49	-1.547
POLR2K	3.3038
GPR42	0.484
C8B	0.317
SASS6	0.073
PREB	0.543
OR3A3	0.559
TUBA8	2.2235
IGLV2-14	1.31575
STIL	-0.4025
ANKFN1	-1.01733333333333
NME7	-0.417
HOXC12	2.2565
UBE2C	-0.909
FHOD1	-0.188
CDK2AP1	1.14733333333333
OR6K2	0.64175
DHPS	-0.59475
RPL5	-0.414333333333333
TRGV5	0.733
LOC541472	-0.2655
HCCS	0.9689
DENND1B	0.751
LHX3	0.4075
OR5D16	0.775
CXorf57	-2.63816666666667
IRF2BP1	0.6705
NDST2	0.578833333333333
LCE3D	0.1365
BOLL	0.221
SYT3	1.84775
PIH1D2	-0.3875
C20orf7	0.146333333333333
IL1R2	0.324666666666667
SLAMF9	1.437
PPME1	0.88925
PIK3CA	1.1865
TRAPPC1	0.502625
COLEC10	-0.83375
SLC9A6	2.4385
PDDC1	-1.01391666666667
CCDC53	0.7085
GK3P	-2.1285
DAZL	-1.217
BRI3	0.55025
SDK1	-0.415125
CYP2C18	-0.17575
IFI44L	3.83225
RPL3L	0.403
FUT9	-1.989
KIFC2	-0.0738333333333333
PMP2	-1.233875
SLC4A9	0.3635
PLAG1	-2.256
MYCBP2	-0.777833333333333
OR4E2	0.103
CCDC65	1.08625
C16orf82	-0.0035
ENTPD4	-0.535875
BRP44L	0.56625
PMP22CD	0.217
TMCO4	1.20133333333333
KCNN1	-0.341666666666667
WDR35	1.16175
CCDC80	1.475625
C3orf31	-0.9575
SLC7A9	-1.05925
TMEM190	-1.31975
DBC1	-2.676
FADS3	-0.2575
PDZD8	-0.618666666666667
GRM5	0.304125
AZGP1	3.1872
PEX3	-0.2635
MED1	2.8515
ATG4C	-1.00966666666667
HNRPH3	-0.623375
FAM109B	1.9805
C4orf17	0.242
CA10	2.7055
OPRD1	0.14
CCL16	-1.74325
SACM1L	-0.86675
CST6	4.824
CD63	1.024625
LGI1	-2.11
ZNF784	0.14575
CRYBB1	0.2055
CX3CL1	0.6631
TOP2A	-3.24
GYPB	-3.44266666666667
GADD45GIP1	0.36475
FEN1	-0.426125
IGF1R	-1.4080625
WDR72	0.1668
PURG	-1.2355
DEFB126	0.4285
PKD1L1	1.433
CAV1	-2.0389
GNPDA2	-0.4876
DGAT2	0.471125
NLGN1	-5.1385
STRBP	-0.288375
HPRT1	0.461166666666667
FANCI	-0.79625
PSMA7	2.132375
DBF4B	-1.05066666666667
TTF1	-0.87
RAD54L	-1.9305
ELOF1	0.4375
PLAGL2	0.976625
ZNF256	0.309
HMGCL	-0.138
MSI2	2.12533333333333
RPESP	1.28633333333333
C11orf60	0.56125
ABCD1	2.136
ACAA1	1.0114
SPARCL1	4.71821428571429
IL6ST	-1.2706
ZNF319	0.158
TMEM109	0.9358
FAM90A1	-0.910333333333333
IL22RA1	-0.9105
ATP4B	0.0975
TEC	0.4805
C7orf30	-0.22225
TXNDC2	-0.237166666666667
ABCB4	-0.3975
KIAA1191	0.876625
C9orf38	0.1085
SFTPB	0.497625
CNTNAP2	1.17633333333333
FRK	2.5185
TBX19	0.52275
CHD4	0.10625
C6orf26	-3.27483333333333
MOSC2	2.81
IKBKE	0.09825
HIF1A	1.34533333333333
LOC595101	-0.7165
RELA	0.500333333333333
TMEM16B	-2.046
ABHD12B	-2.623
TSEN34	0.82875
KIF18A	-1.205
TXNDC9	0.6835
SPATA2L	-0.05
SEMA4G	-1.2075
C21orf91	-0.662
MATN1	-0.3505
KCNIP4	-0.2085
TUSC1	1.294375
OR4C15	0.2005
ARMCX6	-0.02275
WBSCR27	0.468
OR52I2	0.4155
KIAA1604	-0.2835
DYNC1I1	-0.913625
PPP4C	1.291
SLC47A2	-2.56833333333333
TREH	0.095125
CD48	2.12933333333333
ST14	1.893
PKN1	0.17025
SPON2	3.094
XBP1	-0.553083333333333
SFRS12	-0.3705
EFCAB6	0.35575
SELT	-0.08125
SLC39A2	1.6045
ERF	-1.28733333333333
ARL3	-0.883875
SURF6	-1.0611
MLLT10	-0.774190476190476
FLJ11171	0.130166666666667
TDGF1	-4.1155
ERCC6	0.9075
EIF2AK4	-0.509125
BAZ1A	0.465666666666667
LRRN3	-0.461166666666667
TMC3	0.874
EFTUD1	-0.437
PTPRO	1.73816666666667
CLEC12A	1.314125
ACBD4	-0.487625
ZDHHC14	0.567625
OTUD7B	1.47975
ACTB	1.042
MSRA	-0.392125
LCE5A	-0.1195
IFI35	0.7175
BSCL2	0.877833333333333
ANKRD12	0.124416666666667
CFHR2	0.99025
RGAG1	-0.131333333333333
HSFY1	0.7205
SLC30A5	0.777
IMPG1	-0.386
GPR109A	0.926
ZNF185	3.39
IYD	4.78975
NPCDR1	0.2
SERPINA13	-0.4735
HMGCLL1	-1.9815
NEUROG1	0.2995
UBQLN1	0.1099375
LIN37	0.6105
SOCS2	-2.9435
DSCR4	-1.54525
XKR6	-1.8285
GPR142	1.5145
KRTAP13-3	0.127
CCDC15	-2.60516666666667
MOS	0.371
CD1E	-1.805
OFCC1	0.2175
FAM83D	-1.32525
SRFBP1	0.44375
C9orf96	0.4215
DHDH	0.50075
CCDC90A	0.5525
RABL3	0.35825
CD320	-1.64016666666667
ANGEL2	0.657583333333333
MRPL21	1.40025
SMG6	0.236666666666667
INSR	0.77725
FLJ14816	-0.2225
GLRB	-0.540333333333333
C9orf89	0.12375
CIZ1	-0.355625
URG4	0.003
LRDD	-1.761
CBY1	1.661
NFX1	-0.0515
MTERFD2	-0.571642857142857
C19orf23	2.4485
PGC	-2.572
IER3IP1	0.1625
RASAL2	2.01233333333333
C1orf89	-0.20325
SYNJ1	0.137875
NFKBIE	0.11775
FLJ40125	-1.73
TCEB2	0.3978
NOG	-1.2945
POLR2J2	-0.580833333333333
HLA-B	1.8025
PCDHA1	-0.0675
PPP2R2B	-0.72275
ARHGEF17	0.403833333333333
TCF7L2	0.616
CHD5	-0.484666666666667
ZNF431	-0.905
TBC1D25	-0.11525
ZNF800	-1.52
SCUBE2	0.336
MYCBP	0.4425
GPX5	0.6915
C6orf129	0.0996666666666667
QSER1	-0.107333333333333
ULK2	0.59425
PIGO	1.0405
NRCAM	0.524071428571429
SLC35E3	-0.996875
CSRP2	0.63825
HYPE	0.41475
MAPK15	0.263
MGC14327	-0.3135
TIMM13	0.0361666666666667
ZNF462	-1.88925
GBA3	0.9865
TEX13A	0.6245
MCM6	-0.457333333333333
MTRF1	-1.0825
ABCA7	-0.66825
EIF4A2	-0.619
ZC3H10	0.6198
RPGR	-0.5885
C20orf94	-0.7335
RP1L1	0.51275
GPR125	-1.224875
USP22	-0.682
OR1L4	0.636
MLZE	4.53375
FLJ32065	2.28525
PTCD1	0.14025
CRTAC1	3.70183333333333
BXDC2	-0.5035
C18orf1	-0.104
FAM107A	0.562285714285714
EFNA3	1.1495
P18SRP	0.0614
CAMKK2	1.07791666666667
KIAA0649	-0.74025
NES	-1.64
HS6ST3	1.29425
PON2	-0.397
TCP11L2	0.8355
CLEC4A	2.09175
PRR12	-0.175
MLXIPL	-1.212
C2orf50	0.483
ZNF28	0.981
ENC1	0.709
MAP2K1	0.57725
FKSG2	0.75325
KIAA0430	0.4225
PTP4A1	-1.88377777777778
GPR156	0.6065
GTF3C6	0.03675
UBR2	0.4356
LOC388272	-0.63825
MAK	0.189833333333333
ACOT4	2.9145
STC2	-1.62541666666667
PIGW	0.08725
SAE1	0.07975
COL6A1	1.098
OAZ1	0.19
STMN4	0.341
EDG3	0.7935
SGCE	-1.328
IL11	-2.04966666666667
PRSS8	2.78775
YIPF5	0.545083333333333
WNT4	0.603
CSN2	0.6045
TCF7	-3.3385
TDO2	4.0275
SAMD9	0.601875
S100A7A	2.1095
MMRN1	0.960833333333333
GKAP1	-0.21275
AKR1C3	-3.20575
RNF19A	2.297875
GMDS	-1.695
YKT6	0.34425
SPARC	2.5148
C12orf31	-0.04875
UBE2V2	-0.5275
FBXL18	-0.0253333333333333
KIAA0460	0.5925
ADAM22	-1.139375
SERPINC1	-4.76425
KCTD21	1.10775
MYOHD1	-0.57425
ZNF37A	-0.545833333333333
GTF3C1	0.0291666666666667
CTSZ	2.0755
PRNPIP	0.418625
DRD1IP	0.19475
NR1I2	-2.12366666666667
ZNF266	-0.9445
SPAG4L	0.295
COX4NB	0.06825
SAPS1	-0.0491666666666666
APOA1	-3.452
TATDN1	-1.82516666666667
C10orf82	-2.73875
KPNB1	-1.90725
FOXO3	-0.0906666666666667
CRYBB2	-0.411
ZBTB5	-0.6865
SLC25A38	-0.62625
DCTN2	-0.467
IFT20	0.873
CTHRC1	3.383
C1orf31	0.056
UHRF1	0.1245
GPC6	0.31825
C10orf54	1.49475
MCF2L2	-0.123833333333333
WNT9B	0.09375
OLA1	-1.225375
FAM120B	-0.20175
TTLL10	0.4435
CYorf15A	-4.85325
RELN	-3.428
SCN2B	0.183416666666667
MFHAS1	-1.307
NKX3-2	0.1765
RASGRF2	1.2705
SSBP1	-0.0935
KPNA6	-0.179928571428571
LOC389118	0.4405
HS3ST4	-1.7621
SUPT7L	0.425125
FLJ32658	-2.3355
IGFBPL1	-0.68125
KIAA1641	-2.3067
SHKBP1	-0.4095
CSF1R	4.23175
NAGK	1.6385
MYL2	1.0535
HIST1H4C	-3.087
TOMM7	-0.3565
ADAMTSL3	0.818
TNFSF14	-0.75725
PRRT2	-2.923
VTA1	-0.383
AOAH	3.04166666666667
CRISPLD2	1.70214285714286
PNN	-1.1565
TA-NFKBH	-0.224
ESPN	-1.02425
RBM43	-1.484
KIAA1267	-0.55
DDX3X	0.604
KIAA1576	-4.65725
PLXDC1	4.236
FLJ25801	-4.20375
HNRNPL	-0.17525
RUNDC3A	0.367833333333333
CASP12	0.5425
SH2D5	-1.23925
RPL26L1	0.1575
OR51A7	0.217
HDC	1.7745
C2orf16	-0.198333333333333
SYTL3	3.37875
GOLGA4	0.105
NOTCH1	-0.5315
ATPAF2	0.6225
ECD	0.813
SSX5	-1.4075
SNAP91	0.35275
OCA2	-5.04175
PNPO	0.751166666666667
DAPK1	1.26883333333333
PINX1	-0.441166666666667
SELENBP1	-0.2185
NEK3	-1.68583333333333
TMED4	-0.0460714285714286
SSTR4	0.321
FOSL1	-2.3517
CD40LG	0.633
CES1	-1.69441666666667
DCI	0.554166666666667
B3GAT3	0.677166666666667
STK17B	0.5645
CNTN6	0.33325
CYP3A4	0.2185
MBOAT2	0.227642857142857
PISD	-0.245375
USP1	0.185
PYDC1	0.789833333333333
CENPM	-0.31325
SAR1B	1.96425
TTC7B	-0.391875
DP58	0.243
GPC1	0.0895
RBL1	-1.008125
TMEM137	-3.19583333333333
TOB1	0.457916666666667
TCEAL1	0.862166666666667
CENPF	-1.587
C6	0.0773333333333333
PRSS1	-3.54975
PPIL6	0.5875
C6orf124	-0.818
ODZ4	0.987166666666667
SNCB	0.206
NDUFB9	-0.352375
CNOT6L	-0.0331666666666667
S100A9	3.8135
TRIM50	0.282
KCTD1	0.9178
WDR63	0.67825
SPEF2	1.319875
RNGTT	-0.640833333333333
CXorf22	1.4035
KCNK16	0.1905
CEP250	-1.28225
ATPBD1B	0.64925
KCNJ2	3.44925
MT1B	-0.901
ZNF684	0.0975
SLC4A1	0.50025
PDHA1	0.874
ZNF492	-1.37575
TKT	-0.97
BYSL	0.10025
RNF38	-0.092
AHDC1	0.3295
KLHL2	1.286875
CMTM8	1.1355
DMP1	-0.3835
HERPUD2	0.458875
CRTAM	3.592
ZNF572	0.129
TMEM16J	-1.961
HSD17B2	-4.17425
UBE2G1	0.129875
AHSA2	-2.96
PELI2	-1.1485
TPX2	-1.15275
ATP9B	0.261166666666667
DAZAP1	0.065125
HMGCS2	2.96616666666667
C17orf38	0.49075
B9D1	-0.971375
NKX2-5	-1.26433333333333
KIAA1276	-0.714
LILRB2	3.3745
CSTF1	-0.198333333333333
BTN2A1	-0.2105
C15orf48	3.57875
IGF2BP3	-3.9715
FAM113B	1.02716666666667
HRG	-0.00849999999999998
ZNF131	-0.73425
USP47	-0.833071428571428
CCDC88B	-0.3625
HCN1	-0.7352
HTN1	-0.858333333333333
SYCP3	-0.618
C13orf23	0.5726
PAPOLA	-0.1611875
AATK	-0.4064
MSH3	-0.690333333333333
NDUFAB1	-0.1675
ITLN2	-1.148
BAK1	-0.207166666666667
MRPL45	-0.598666666666667
MTNR1B	0.543
LOC645843	-0.0175
SPECC1L	0.67425
PGCP	0.38825
SPN	-1.092625
GPR143	-1.31466666666667
ZNF576	-0.249666666666667
TMEM39A	0.4971
ATP5D	-0.0746666666666667
MAGEB3	-2.387
RPS5	-1.50333333333333
ANP32E	-1.353
MTMR1	0.95225
YEATS4	-1.62175
SYNGAP1	-0.64525
PCOLCE	0.277666666666667
MNS1	-0.78675
PCYT2	-0.558666666666667
ZNF182	-0.468
LAX1	1.387875
SPPL2B	0.0643
ELOVL5	1.1492
PCDHAC1	-0.098
B4GALNT1	-0.872333333333333
BLOC1S2	0.4395
ZNF673	-0.592
ARHGAP21	-0.168666666666667
IRX5	1.105375
LRFN5	-0.895333333333333
FAM7A1	-0.58675
RAB19	0.72
GINS1	-1.46225
ITM2B	1.0229
PAPSS2	3.30566666666667
OR5BF1	0.691
ACSL3	-0.211375
KIAA1919	-0.334
GLT8D2	2.620875
UTRN	1.55257142857143
CNN1	1.0835
HISPPD2A	-0.328666666666667
SDAD1	-0.203
SIGLEC9	1.6795
RPL35	-0.744857142857143
C22orf26	0.395
IMPDH2	-1.42425
WDR69	-0.572
SEC14L5	1.7925
CLTA	0.218
RP11-529I10.4	0.3535
GPR37L1	0.478833333333333
OGDH	0.51625
ASB13	-0.9615
ZFP14	-1.041
ZCRB1	-0.620666666666667
KPNA3	-0.223
HSPA1L	1.13475
RHOC	0.718
LOC554175	-0.089
PPP3CA	-0.1068
SLC1A7	-0.5018
ZNF529	-0.0526666666666666
RBED1	0.5755
DDB2	-1.30075
FLJ11286	0.497166666666667
SPATA1	0.267
MKNK1	0.602166666666667
DYSF	1.63683333333333
ALKBH2	0.03425
NKD1	-2
C1orf174	-0.524
PLEKHO1	0.137
ASB10	0.50025
RING1	-0.184
NPC2	0.876
AVPR1B	0.187
YTHDF1	1.35416666666667
LMAN1L	0.9445
GSG2	-1.41
CEP170	-0.4591
RPS4Y2	-5.1095
MSH6	-0.472
HECTD2	0.109333333333333
ZNF556	1.13783333333333
PLEKHC1	-0.8117
AIRE	0.189833333333333
BCL2L10	3.6465
LMOD3	0.388166666666667
ZBTB8	0.3236
FOXA2	-3.2336
SLCO2A1	2.524
C3orf46	-0.2595
PRDM16	-0.427166666666667
TMEM98	0.77475
FRMD5	-2.684
PDE6C	-0.672
C1orf216	-0.145833333333333
EP400	-0.312642857142857
PTK2	-1.39566666666667
RNF217	1.3845
NDUFA8	1.174
ZFAT1	-0.227
LAMP3	3.15316666666667
GLTSCR2	-0.789375
NPW	-0.9175
LLGL2	-0.4705
PPM1K	-1.3454
C20orf177	-0.414
KIR2DL4	0.5647
NFKB2	0.30925
C21orf122	1.05283333333333
HESX1	0.08375
GPR114	0.920333333333333
SLC25A35	-1.07333333333333
GNAT1	0.27175
ORAI3	-0.23
FAM76B	-0.6055
TMEM99	-0.9381
TRIM29	1.0662
CDS1	1.857
RHEB	0.1479
C4orf27	-0.499333333333333
RAB3A	0.2015
OTUD6B	-2.147
GPD1	0.25425
CDH15	-1.0445
NPM1	-0.00771428571428566
TMEM117	-1.0915
PRPS2	0.62075
GCK	0.095
ADRA2A	3.84966666666667
TSPYL4	-0.0821666666666667
TASP1	-0.17025
WDR19	-0.746583333333333
C10orf38	-2.0125
PDE4C	-1.00383333333333
FYB	0.448083333333333
C1orf55	0.332333333333333
PPFIA3	-0.2745
RAD18	-0.536
C12orf44	1.03766666666667
CRYBA4	0.2305
HVCN1	1.76925
TAF10	0.155
C16orf48	-1.08283333333333
DEPDC5	1.05166666666667
LTBP1	-0.1855
MAPRE1	0.76625
FGF8	-0.0615
C3orf52	2.034875
SENP7	-0.305166666666667
LRRK2	4.5205
RUNDC2A	0.201833333333333
KIAA0355	1.05883333333333
CPEB1	-2.565
PPEF2	0.51
ABI2	-0.747333333333334
KIAA0317	0.749625
ATF1	-0.295
DYNC1H1	1.35775
DIP	0.653
TMEM33	-0.717611111111111
POLDIP3	-0.00225
C7orf24	2.35975
GPR171	2.7405
CDC6	-1.29
PLD1	0.6289
ITFG2	-0.502
NDUFC1	0.52725
AKNA	-1.21875
NBR1	-0.09975
PKHD1	0.0562857142857143
HPS4	-0.6444
MAFA	0.536
ULBP3	1.24375
DIRC1	-0.309
IMMT	0.51
C22orf13	0.627916666666667
CEL	1.34425
MARK3	-0.4355
ADAMTS2	1.46583333333333
ARPC3	0.290333333333333
TMEM10	0.30875
NPHS1	0.05875
BRD8	-0.7095
WDR12	-0.43975
IDI2	-0.15375
HOXD13	-1.0975
OR8G2	-0.86725
SLAIN1	-3.04625
GABRQ	-0.2015
NR2C2	-1.372
NKTR	-1.4408
TLE2	0.81
KIAA0892	-0.718333333333333
AURKA	-1.50054545454545
GPRC5C	0.479666666666667
TBC1D9B	0.6315
PNPLA6	0.563
AP3B1	0.1835
NAG	0.02925
C11orf68	-0.4
AKR7A3	0.7545
AHCYL1	0.170833333333333
COP1	1.04883333333333
RPP14	0.08775
PCDHB18	-0.03925
CDH24	-0.04125
KRT17	-1.7668
LACTB2	-0.23975
DDX24	0.3113
PHACTR1	-2.02383333333333
SLC35E2	-0.26625
LOXL1	-0.07725
IQSEC2	0.038625
RGSL1	0.667
PCDHGC5	0.741
MEGF10	0.308
PRRX1	1.47383333333333
ASTE1	0.0343333333333333
C6orf159	-2.4355
MYOD1	0.33
GAA	0.4925
ZNF747	0.532
KLRC1	-1.34775
IL1RL2	0.2785
GDF9	0.794
GPR119	0.262
TRAF2	-0.465666666666667
HCK	3.70666666666667
BMP6	-2.5725
IL8RA	0.616833333333333
FLJ35848	-1.46325
EFHA1	-0.46
CDSN	-0.984666666666667
C14orf54	-0.117
LSM3	-0.985625
ZFP41	0.245
C9orf126	-0.955666666666667
VIT	-2.282
SPCS3	0.0405
DEF8	-0.5794
CHAF1A	-0.791
C1orf165	0.648166666666667
ZFPM2	1.21733333333333
FTH1	1.27025
SLC35F1	-1.27325
YWHAH	1.1225
C17orf66	0.306333333333333
ADRB1	1.60216666666667
FOXL1	-0.6
RG9MTD3	-1.08683333333333
UMPS	0.265
MGC13008	-0.5335
KIAA1161	1.9825
CCDC77	-2.06675
C12orf65	-0.5377
COG4	-0.281666666666667
RCP9	-1.12416666666667
RP4-692D3.1	0.534666666666667
CDC2L5	0.62675
MGC7036	0.232
DNAJC11	-0.5105
GDF2	0.00533333333333334
TIMM17A	0.491
HNRNPA0	-0.6737
OR2H1	0.442
PCBP1	-0.095625
COL23A1	-0.707
LRRC2	-0.722214285714286
NSD1	-0.0183571428571429
FLJ37078	-0.74175
WDR91	0.656666666666667
TMEM179	0.09925
DSCR10	-0.0325
CNDP2	0.6137
FYN	-0.0165
BEX2	1.10616666666667
KCND3	-0.524
YPEL5	1.67475
LRRC42	-0.405833333333333
C17orf45	-1.32575
ZNF649	0.9362
LOC150763	0.910875
COL5A2	3.07308333333333
CNGA2	0.992
ELA2B	-0.747833333333333
RAB9B	-1.3615
FAM100A	0.8645
NAIP	-0.511642857142857
MYOZ2	0.0675
SPATA12	-0.094
XRCC4	-0.957
CYB561	3.1155
CHST10	-1.6615
BAI1	-0.751
BRSK1	-0.778166666666667
C17orf89	-0.21025
PDE6H	2.066
FLJ20309	-0.1492
MAP7	0.764
SCN4B	0.28825
SPAG9	0.16125
SERTAD1	0.3555
FLJ21963	1.04175
ANTXR1	1.325
TMPRSS13	2.97633333333333
ETV7	3.3755
DGAT1	0.968
NKIRAS1	0.7975
TAC3	-3.1805
CORO1C	0.647833333333333
RAD54B	-0.75625
HRASLS3	1.84066666666667
C21orf42	-0.53025
BARD1	-0.651166666666667
ZNF177	-1.41816666666667
MIP	0.487
ZNF442	0.187
F2	-3.4261
GRIA1	-0.06525
GALNTL2	1.87583333333333
WNT5A	-1.174
LENG9	0.436
