Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
ZNF684	-1.106
SLC4A1	0.523
PDHA1	-0.624
ZNF492	-0.220875
TKT	-1.624
BYSL	-0.253375
RNF38	0.829875
AHDC1	0.3935
KLHL2	0.479625
CMTM8	1.2565
DMP1	0.117
HERPUD2	-0.717
CRTAM	2.46583333333333
ZNF572	1.4705
TMEM16J	-0.6215
HSD17B2	-3.74225
UBE2G1	-0.26125
AHSA2	-1.94125
PELI2	-1.2855
TPX2	-1.130625
ATP9B	-0.226
DAZAP1	0.293875
HMGCS2	2.31916666666667
C17orf38	0.264
B9D1	0.043625
NKX2-5	-0.821166666666667
KIAA1276	-1.06125
LILRB2	3.1695
CSTF1	0.302833333333333
BTN2A1	-0.235166666666667
C15orf48	4.758
IGF2BP3	-3.997
FAM113B	1.09716666666667
HRG	0.484375
ZNF131	-0.455
USP47	-0.494357142857143
CCDC88B	-0.8265
HCN1	-0.75
HTN1	0.407333333333333
SYCP3	0.101
C13orf23	-0.8518
PAPOLA	0.249625
AATK	-0.2055
MSH3	0.0045
NDUFAB1	0.22375
ITLN2	-0.379166666666667
BAK1	-0.196833333333333
MRPL45	0.501333333333333
MTNR1B	0.186833333333333
LOC645843	0.733
SPECC1L	-0.238875
PGCP	0.4835
SPN	-0.50125
GPR143	2.18966666666667
ZNF576	0.740166666666667
TMEM39A	0.5575
ATP5D	-0.110666666666667
MAGEB3	-1.3655
RPS5	-1.0685
ANP32E	-1.187
MTMR1	1.3305
YEATS4	-1.27925
SYNGAP1	0.06875
PCOLCE	-1.599
MNS1	0.57575
PCYT2	0.043
ZNF182	-0.09925
LAX1	1.2135
SPPL2B	0.5022
ELOVL5	-0.4842
PCDHAC1	0.163
B4GALNT1	-0.230666666666667
BLOC1S2	0.545375
ZNF673	-1.0664
ARHGAP21	-0.133
IRX5	3.574
LRFN5	-1.27916666666667
FAM7A1	-1.94825
RAB19	0.816
GINS1	-1.246
ITM2B	0.8808
PAPSS2	1.71275
OR5BF1	0.814
ACSL3	0.290875
KIAA1919	-1.45783333333333
GLT8D2	1.4315
UTRN	0.404769230769231
CNN1	0.3095
HISPPD2A	-0.002
SDAD1	1.332875
SIGLEC9	0.949166666666667
RPL35	-0.537357142857143
C22orf26	-0.2695
IMPDH2	-1.772375
WDR69	-0.573
SEC14L5	-0.593166666666667
CLTA	0.172
RP11-529I10.4	0.042
GPR37L1	0.160166666666667
OGDH	0.123833333333333
ASB13	2.36283333333333
ZFP14	-1.15925
ZCRB1	-0.0886666666666667
KPNA3	0.1645
HSPA1L	1.57775
RHOC	0.5465
LOC554175	-0.152
PPP3CA	0.7847
SLC1A7	-1.0632
ZNF529	-1.5085
RBED1	1.01625
DDB2	-1.5025
FLJ11286	0.607333333333333
SPATA1	0.382
MKNK1	0.332
DYSF	0.998666666666667
ALKBH2	-0.265
NKD1	-1.94633333333333
C1orf174	-0.9725
PLEKHO1	0.167333333333333
ASB10	-0.0445
RING1	-0.0988333333333333
NPC2	0.823875
AVPR1B	0.288
YTHDF1	0.72
LMAN1L	0.672
GSG2	-1.62
CEP170	-0.5741
RPS4Y2	-5.264
MSH6	-0.4465
HECTD2	0.427
ZNF556	0.602833333333333
PLEKHC1	-1.2375
AIRE	0.0791666666666666
BCL2L10	2.25875
LMOD3	-0.0702
ZBTB8	0.5072
FOXA2	-3.6164
SLCO2A1	3.06375
C3orf46	0.4195
PRDM16	-0.297333333333333
TMEM98	0.92675
FRMD5	-2.0945
PDE6C	0.674
C1orf216	-0.177
EP400	-0.535714285714286
PTK2	0.522
RNF217	-1.19025
NDUFA8	0.305
ZFAT1	0.44775
LAMP3	2.717
GLTSCR2	-0.5325
NPW	0.824
LLGL2	0.5876
PPM1K	1.71733333333333
C20orf177	-0.1165
KIR2DL4	0.7835
NFKB2	-0.08875
C21orf122	-0.9415
HESX1	-1.33575
GPR114	0.633
SLC25A35	-0.0193333333333333
GNAT1	0.12925
ORAI3	-0.75375
FAM76B	-0.842
TMEM99	1.2352
TRIM29	0.0445
CDS1	3.66875
RHEB	-1.3868
C4orf27	-0.609333333333333
RAB3A	-0.04075
OTUD6B	-0.25075
GPD1	-0.844875
CDH15	-0.558833333333333
NPM1	-0.235428571428571
TMEM117	0.30175
PRPS2	0.785916666666667
GCK	-0.7025
ADRA2A	2.4865
TSPYL4	0.821166666666667
TASP1	0.35675
WDR19	0.618416666666667
C10orf38	-2.05775
PDE4C	-0.455666666666667
FYB	0.611833333333333
C1orf55	-0.204166666666667
PPFIA3	-1.1075
RAD18	-1.1725
C12orf44	1.14533333333333
CRYBA4	-0.5915
HVCN1	0.6
TAF10	0.157666666666667
C16orf48	-0.770333333333333
DEPDC5	0.871
LTBP1	-2.5845
MAPRE1	0.97875
FGF8	-0.017
C3orf52	2.39425
SENP7	0.523333333333333
LRRK2	-0.46225
RUNDC2A	0.930333333333333
KIAA0355	0.228666666666667
CPEB1	-2.51
PPEF2	0.2
ABI2	-0.173666666666667
KIAA0317	-0.117375
ATF1	-0.826
DYNC1H1	0.846
DIP	0.50125
TMEM33	0.199166666666667
POLDIP3	0.11575
C7orf24	0.3125
GPR171	2.65275
CDC6	-1.65433333333333
PLD1	-0.8674
ITFG2	-0.5491
NDUFC1	1.07175
AKNA	-1.27275
NBR1	0.7235
PKHD1	0.851375
HPS4	-0.7397
MAFA	0.67375
ULBP3	-0.48575
DIRC1	-0.1555
IMMT	-0.036375
C22orf13	0.32425
CEL	0.37475
MARK3	-0.291
ADAMTS2	0.291666666666667
ARPC3	0.387333333333333
TMEM10	0.35875
NPHS1	0.145
BRD8	-0.373166666666667
WDR12	-1.43825
IDI2	-0.992
HOXD13	-1.5445
OR8G2	-0.0615
SLAIN1	-3.294
GABRQ	-0.0255
NR2C2	-0.19325
NKTR	-1.0168
TLE2	0.872
KIAA0892	-0.0341666666666667
AURKA	-1.26809090909091
GPRC5C	1.0105
TBC1D9B	0.2725
PNPLA6	0.169833333333333
AP3B1	0.288
NAG	0.08025
C11orf68	0.101
AKR7A3	0.2805
AHCYL1	-0.5215
COP1	0.0515
RPP14	-0.687333333333333
PCDHB18	-0.48075
CDH24	0.6585
KRT17	-0.1116
LACTB2	-1.33675
DDX24	1.0004
PHACTR1	-2.60516666666667
SLC35E2	0.293
LOXL1	-1.471
IQSEC2	0.806125
RGSL1	1.208
PCDHGC5	0.5765
MEGF10	-0.04925
PRRX1	0.579166666666667
ASTE1	0.0898333333333333
C6orf159	-1.4735
MYOD1	0.79225
GAA	0.82575
ZNF747	-0.059
KLRC1	-0.518625
IL1RL2	0.524
GDF9	0.5285
GPR119	0.8295
TRAF2	0.0398333333333333
HCK	3.45166666666667
BMP6	-2.70725
IL8RA	0.618333333333333
FLJ35848	1.13525
EFHA1	-0.29825
CDSN	0.366333333333333
C14orf54	0.494
LSM3	-1.145125
ZFP41	0.4095
C9orf126	-0.361166666666667
VIT	-1.707
SPCS3	0.097
DEF8	-1.1966
CHAF1A	-1.5635
C1orf165	-1.22866666666667
ZFPM2	-0.185166666666667
FTH1	0.515
SLC35F1	-1.52425
YWHAH	0.4145
C17orf66	-0.570666666666667
ADRB1	0.124833333333333
FOXL1	-0.114
RG9MTD3	-0.463333333333333
UMPS	0.07175
MGC13008	0.2345
KIAA1161	0.4405
CCDC77	-2.07725
C12orf65	-0.2303
COG4	-0.611
RCP9	1.42458333333333
RP4-692D3.1	2.7715
CDC2L5	-0.07125
MGC7036	-0.0625
DNAJC11	0.06025
GDF2	-0.1685
TIMM17A	0.85075
HNRNPA0	-0.1955
OR2H1	-0.28725
PCBP1	0.026125
COL23A1	-2.117
LRRC2	-1.091
NSD1	0.740928571428571
FLJ37078	-0.164625
WDR91	-1.029
TMEM179	-0.07375
DSCR10	0.335
CNDP2	-0.036
FYN	-0.9645
BEX2	2.30216666666667
KCND3	0.48075
YPEL5	1.33775
LRRC42	-0.891166666666667
C17orf45	-1.23
ZNF649	-0.6383
LOC150763	0.625
COL5A2	1.79508333333333
CNGA2	-0.477
ELA2B	-0.868
RAB9B	2.51375
FAM100A	0.833
NAIP	-0.287142857142857
MYOZ2	-0.385
SPATA12	-0.198
XRCC4	-0.617
CYB561	2.1177
CHST10	0.305
BAI1	-1.2135
BRSK1	-0.470833333333333
C17orf89	0.8935
PDE6H	-0.4295
FLJ20309	0.6076
MAP7	1.95025
SCN4B	0.07575
SPAG9	-0.350625
SERTAD1	0.9405
FLJ21963	-1.779
ANTXR1	-0.2458
TMPRSS13	2.807
ETV7	3.922
DGAT1	0.4575
NKIRAS1	0.244
TAC3	-2.8935
CORO1C	-1.05958333333333
RAD54B	-0.44025
HRASLS3	3.42516666666667
C21orf42	0.32275
BARD1	-0.613833333333333
ZNF177	-0.782166666666667
MIP	0.6015
ZNF442	1.1165
F2	-3.6453
GRIA1	-0.16825
GALNTL2	0.397333333333333
WNT5A	-1.9211
LENG9	0.258
hCG_25371	-1.3635
FOXR1	0.151
TRA@	1.0584
PWWP2	0.80825
C1QTNF7	1.0792
SLC7A4	-0.1385
C4orf7	3.363
C17orf80	0.267166666666667
KLK4	0.657166666666667
IL31	0.2835
TMEM176A	3.36525
CTNNB1	-0.378125
BHLHB2	0.7225
TMEM185B	1.42783333333333
ARD1B	0.4015
C1orf93	0.379
BRUNOL4	-0.107166666666667
LOC541469	-0.871
UPK2	-0.1935
GAS8	0.739
PATE	0.773
IMPACT	-0.591125
WNK4	-1.34166666666667
HNRPLL	-1.025125
GAD2	0.429
ITGA6	0.37275
BMP15	0.499166666666667
CYP2A7	5.505375
RIC8A	-0.287625
CCND1	1.54775
USP35	-0.5555
DSCR2	-1.6665
CCL4	4.2675
ZCCHC10	-0.342
NOL11	-0.522
TRPM2	1.80891666666667
PSMD2	0.800090909090909
CHTF18	-0.85175
USP18	2.0805
RRAS	0.387
LAMC3	-1.34125
TOX	-3.10316666666667
PCDH15	0.6205
GABRG3	-1.91475
NUDCD2	-0.48925
SGCZ	null
KCTD17	0.1722
SPSB2	1.77
TPPP3	1.57483333333333
CILP2	0.500666666666667
CALB2	2.4835
CEBPZ	-0.342833333333333
ZNF479	-0.0595
FMOD	4.60533333333333
C21orf66	-0.923857142857143
CLN6	-0.017
ANAPC1	-1.1215
SH2D3C	0.684
PTPN14	-0.0336
TRIM42	0.04725
APTX	0.33675
SNRPG	-0.846166666666667
BMS1	-0.653
MAGEA3	0.904
NFATC3	-0.42875
LRRC45	0.2305
ARS2	-0.188214285714286
LRIG1	-0.047
EPSTI1	1.127
PRSS27	-1.15425
ERC2	-0.736857142857143
PRKACB	-0.424928571428571
PRDM13	-3.611
HCG27	-0.00475000000000002
KLK12	-3.6115
HSD17B7	-0.236
ZNF354A	-0.44425
PCDH11X	0.205
DMGDH	0.31975
PCBD2	1.12666666666667
TMC6	-1.317125
RIMS1	1.321
SF3B2	-0.113833333333333
RCN1	0.5535
CPB1	4.30825
BCAR3	-0.51425
FCRLB	0.163625
PAK1IP1	-0.99225
OR10H1	0.3385
KIF9	0.3093
PITPNM2	-0.808
L3MBTL4	0.182
TGFB1	-0.6491
ZXDC	-0.401
SLC6A16	-0.0145
SRrp35	-2.066375
LRRC8E	2.0015
PPIAL4	-0.307416666666667
EOMES	1.51716666666667
PAX2	-0.391
SCARF2	0.073125
PSEN2	1.284
PCDHB13	1.38625
C10orf28	-0.117375
DHRS7B	0.566642857142857
C1orf131	-0.5825
ASB1	-0.2454
ZNF223	-0.0388333333333333
LCMT2	0.45425
MEP1A	-1.42825
TMEM53	0.50225
RSPH3	1.57675
C10orf33	-1.2265
LOC644285	-0.1365
PTPN9	-0.279166666666667
ABCA12	-1.36225
CCDC37	-1.5605
RUNDC1	1.2233
YES1	-0.855666666666667
FAM120AOS	1.49575
OR5M3	1.039
PPP1R3F	-0.460333333333333
IL13	0.1342
MDFI	0.01425
PRNT	-0.3085
ZDBF2	-1.364
OR10C1	0.211166666666667
CLIC1	0.0586666666666667
LILRA5	0.208166666666667
CSAG1	1.39633333333333
TREML2	-0.625666666666667
FAM125A	0.365
ZNF74	-0.73475
FAM104A	0.997625
LRRC39	-1.781
SAMD5	-0.68375
HYAL2	-0.56075
HIST2H2AC	1.699375
IGFBP5	2.16795652173913
NRTN	-0.5345
KIAA0556	0.7258
FAM29A	-1.46494444444444
JMJD2A	0.829
EPHB1	0.08625
POLD4	1.23925
ANAPC10	0.07675
LRRC36	-0.2035
MEGF6	-0.683625
LPHN3	1.63716666666667
BMP10	0.442666666666667
C21orf55	1.106
CREM	-0.1686875
PTGER4	0.2035
METAP1	-0.596
KCNQ1	1.16266666666667
NR2F2	0.250375
SSFA2	0.483333333333333
CTTNBP2	-4.0585
BCL2A1	-1.084
ZBTB24	-0.189875
SLCO6A1	0.38775
PRDM1	0.3385
OR7D2	-1.26566666666667
CCDC47	0.5696
LOC646982	1.94
SLC26A6	-1.713
BIN1	-0.4185
SRRM1	-0.486142857142857
PCSK1N	0.441875
ALS2	0.1585
ECT2	-1.60421052631579
CACNA2D2	1.441875
DOCK6	-0.74825
C10orf119	-0.143
FATE1	0.256666666666667
DUSP23	2.24
TRIP6	-1.58528571428571
NUP35	-0.712
CDH3	0.863
KLHDC8A	0.5125
C9orf116	1.2245
EI24	-0.5415
CENTD1	0.174833333333333
RWDD2B	-1.0045
DOCK1	0.3495
NPAS2	-0.84775
NR3C2	1.39233333333333
FAM63A	1.0955
INPP5F	-0.623833333333333
FAM111A	-1.3626
MYBL1	-1.5655
IQGAP3	-0.258
CRADD	-0.303166666666667
DUSP12	-1.2405
PDZK1IP1	3.58875
VASH2	-0.15425
CTR9	0.80225
VIL1	-4.2445
OR8U1	0.764833333333333
CCDC107	0.348
PTTG1IP	0.047875
OR4X2	0.3095
COL9A1	-2.0115
PSMD9	-0.36925
ZFP62	0.8515
TIP39	-0.068
PARP15	-0.298
TTC19	0.569125
C1orf114	-1.39466666666667
GFPT1	1.0015
SLC27A6	-1.407
MRPS10	0.2062
CALML5	-0.184
TRPM7	-0.09725
CGNL1	2.225375
CECR1	-0.00974999999999993
SERPINB8	-0.8785
TMEM102	0.9575
PDIA2	-3.3865
NUCKS1	0.221833333333333
HOTAIR	0.34275
EBI3	0.682
NXN	-0.229
ZMYND19	-0.45375
FOXJ3	-0.256
EIF5B	-0.0726
EIF2B4	0.037
LEO1	0.43875
ZIC5	-1.45875
IL20	0.450833333333333
KIAA0415	0.39425
FLJ37357	0.7035
TSPAN12	-0.199375
ACTR3B	-0.91525
TFAM	-0.850333333333333
IL17RD	-0.426625
PARP12	1.1895
KLHDC7A	0.7175
KCTD4	0.176166666666667
GTF2H1	-0.50375
FLCN	-0.281
BIRC4	2.758375
LOC790955	0.589
VKORC1L1	1.29925
CYP4F22	0.4165
TAS2R5	0.7135
ZNF582	0.648
HS3ST3B1	-0.6485
CTNS	0.0915
STK36	0.486833333333333
MMD2	0.559
RP5-1103G7.6	-0.7015
FLJ23356	0.8155
CRH	-0.036
C1orf182	0.236333333333333
ACP5	2.16133333333333
AMFR	0.1795
CA4	-1.98075
PLCB4	-1.577375
MPHOSPH10	0.1925
UNQ473	2.77933333333333
G3BP2	1.19641666666667
SR140	-1.14366666666667
HOXA2	0.027
PYGB	1.1515
BAT1	-0.312583333333333
DKK3	-1.0205
DDX31	0.0885
TULP1	-0.2065
NHLRC2	1.168
TNRC4	-0.0278333333333333
ZNF430	-0.045
TNRC6A	0.790375
PLA2G1B	0.409333333333333
RCHY1	2.203
GTF2A2	-0.580833333333333
MGC4294	-0.4805
ZNF691	0.15575
TACC3	-1.30925
DNAJC5G	0.25825
LOC4951	-0.1805
MS4A4A	-0.004
LOC152485	1.7045
PPP1R2P1	1.1685
PPP2R5B	0.42025
RPGRIP1L	1.738375
SPOP	0.9151
PTPRF	1.29725
MGC42090	0.257
SUSD3	1.118
THOC4	0.471125
MAML1	-0.2459
FXR2	-0.295
TYK2	-0.0595
MUC6	0.2
DNAJB7	-1.003
PIP4K2A	0.362428571428571
MEX3A	-1.294
RRP1	-0.521
TFAP4	-0.11925
CXorf41	0.28225
MTMR4	0.0933333333333333
CTLA4	0.642
SNX9	0.814625
CIB3	2.77416666666667
NECAP1	0.88075
PLA2G2D	0.0567
GLMN	-2.09033333333333
DCLRE1A	-0.4965
PDX1	0.1655
SAMD11	-1.20875
MRPL55	1.164
TLR7	1.871375
TBC1D21	-0.351166666666667
SMAD1	1.2138
ACTRT2	0.32675
RIOK2	-0.02125
PDLIM4	0.88075
SLC22A15	1.37966666666667
ABHD13	-0.1102
STX18	0.4704
CCPG1	0.706357142857143
DCBLD1	1.2565
SLC2A6	-1.356
NOLA3	-0.7805
TRDMT1	-0.316769230769231
IL17F	0.4665
ATP1A4	-0.1625
OR52W1	0.1975
CFL1	0.242
IL4	-0.96325
RBP2	0.687666666666667
CPSF6	0.6655
TTC8	-0.649833333333333
MUCL1	-1.158
EYA3	-1.96933333333333
KRT38	-0.101
GNE	-1.15175
ZNF501	0.0615
SLC35A2	0.9115
CEP110	-0.7466
MYF6	0.398666666666667
MGST2	0.451666666666667
TRPV4	0.593333333333333
NEK8	0.228333333333333
NOX5	-0.9495
NCKAP1L	-0.210166666666667
EMP3	-1.98533333333333
BPY2C	0.8925
C1orf38	0.189125
ELOVL2	-1.6065
CBX7	0.638833333333333
OSBPL1A	-0.981166666666667
ZNF589	-1.21275
ESCO1	0.205833333333333
TRA2A	0.177416666666667
C3orf26	0.4185
PHF2	0.799416666666667
PID1	-1.37616666666667
RFC1	-0.02525
MTAP	-1.310875
ADORA3	3.66733333333333
LOC389458	-0.9885
TRNT1	-0.77775
CRIPAK	-0.7535
RAI2	3.69933333333333
ANKRD44	-0.67575
GZMB	4.25475
NFE2L1	0.816
STIP1	0.0445
RASL11B	-0.103
NT5DC2	-2.736
LRP2	3.4235
MTDH	0.824
ARSG	0.3665
HSP90AB1	0.40575
CT45-6	-4.49125
ZNF483	-0.5445
LMBR1L	0.32875
S100A2	0.1114
C2	0.297888888888889
C2orf27	1.055125
EIF4EBP1	-0.94
GCKR	-3.67983333333333
PPP1R9B	0.259375
FER	0.6165
SNRK	0.0653333333333334
OR5M10	0.6275
UTP6	-0.651
CAPZA3	0.334333333333333
FBP1	1.14977777777778
TERT	-1.753
CCL1	-1.465
FUCA1	1.6585
ALS2CR8	-0.788833333333333
KCMF1	0.420833333333333
SRCRB4D	-1.8805
OXCT2	0.222
IL17RA	0.301666666666667
MPP5	1.135375
SPA17	-0.12575
FLJ10986	-0.00366666666666666
GALNT14	-1.509
CXorf27	-0.66225
NPLOC4	-0.11825
RAB34	-1.984
KRTAP3-3	1.059
ARSD	0.8935
CPLX2	-1.4402
PJA1	1.69825
WHDC1L1	0.156666666666667
RB1	-0.9676
MTMR15	-0.0545
PHLDA2	-1.8194
GUCY2F	0.499
MPV17	-0.112833333333333
SLC35D1	-0.1885
LYSMD3	0.7606
COL16A1	-0.12925
ERLIN1	-0.886666666666667
JMJD4	0.89
HIST1H2BK	0.137
TP53I11	2.67816666666667
ST3GAL4	-0.9327
PF4V1	0.326
ALG8	-0.58425
REG1A	0.65525
MINA	-0.55425
CYB5R3	0.01525
HHLA1	-0.71625
MYST4	3.4756
VASN	-1.307
UCHL5IP	-0.41775
TFAP2A	0.993875
MGC9913	-1.9455
C9orf97	0.0895
LOC90379	-0.784
PHF15	0.543285714285714
ZNF169	-0.1746
KRT7	-0.2466
GLIPR1L2	2.119125
LOC116236	0.603
IQCF3	0.107
RDH14	0.872333333333333
HNRPK	0.458428571428572
RABEPK	-0.293666666666667
ISX	-1.368
CBARA1	0.853
RAD51AP1	-2.284
MLL5	-0.18275
CXorf48	-5.0955
SGCD	-1.74825
PHTF1	-1.39325
CA3	-0.639333333333333
CMTM5	-0.08125
STX10	-0.9465
JMJD2D	-1.182
P4HA1	-1.7815
GAB3	-0.732833333333333
DHRS4	-0.138833333333333
COL4A1	1.6035625
C20orf20	0.03225
OSBPL2	1.204
PTTG2	-1.6505
KIAA1688	2.07975
STS	-3.024125
SHROOM4	0.799333333333333
KBTBD5	-0.06
ALDH1A3	-0.2713
BTNL2	-0.282166666666667
TGIF1	-0.069
ZFAND5	0.802875
ICA1	1.89625
NAV3	-2.99933333333333
FLJ12331	-0.9815
EPS8L2	-0.3494
MNT	0.0498333333333333
ENTPD1	1.71125
OR51E2	0.479875
STK11	0.427625
MX1	4.057125
TTTY9A	0.682
CX62	0.058
LOXL4	-0.5265
EXOSC4	0.8235
PURB	0.916214285714286
SETD1A	-0.951333333333333
RELB	0.63775
LAMB2	-0.7
HNF1B	-0.418166666666667
PNLIPRP3	-1.356
C14orf139	-1.26625
UMOD	1.79175
GRIN3B	-0.343
GPR25	0.4575
ZNF512B	-1.187
ATP6V0A1	0.904125
SRA1	0.60025
ZNF615	0.49425
ZNF768	-0.452
ZNF469	2.2425
DYNC2LI1	0.761833333333333
DNAH3	0.97
LOC387911	-0.1995
LOC554234	0.0835
ARRDC5	0.60125
TMEM59L	-0.750666666666667
MARCH4	-2.39725
CNOT8	-0.0151666666666667
KIRREL3	-1.75483333333333
ADAM17	0.19875
MYOG	0.51425
CPNE1	-1.83583333333333
AK5	1.391125
LOC204010	-1.48225
NDRG4	2.012
LOC130074	0.68525
PIAS4	0.632
NCOA2	0.68
TEGT	1.3507
USP5	-0.3535
ANKRD21	1.96966666666667
KIAA0692	-0.0378333333333333
HAPLN3	1.034
LZIC	0.057
NRXN3	0.3055
CDKN2C	-2.14666666666667
KIAA0226	1.0465
CYB5D1	1.51725
WDR68	-0.1530625
ABCB6	-0.2735
MRPS25	-1.75525
ZMAT2	0.644666666666667
KRT25	-0.495
RPL11	-1.073
GRAP	-0.7865
LOC198437	1.61133333333333
RORC	0.855
RAP2C	1.71928571428571
MXD1	-0.262125
AZI2	0.1405
NUAK2	-0.799
AHSG	-6.065875
MANSC1	1.896
IMP3	-0.2705
C2orf3	-1.01675
VSTM3	3.84125
PCTP	-0.36725
SIRT1	-0.44825
MANBA	0.57975
CD164	1.403375
GFRA1	3.7882
PRM2	0.70725
ZKSCAN3	0.218
PLEKHG1	1.2825
TPRKB	-1.19075
UBFD1	-0.0165
CDKL5	1.578
HIST1H2BD	1.52875
INPP4A	0.9125
BMX	-0.786875
PTPRU	-1.224
LOC554202	-0.213833333333333
HOXC8	1.599375
IL12B	0.3855
ADPGK	-0.18275
ZNF418	0.9825
SIAE	-0.402625
CWC15	-0.35525
RP13-401N8.2	0.5145
KLHL11	2.4055
DEDD2	0.29025
PSMB3	1.05825
DDX25	-2.24866666666667
ZBTB3	0.454333333333333
GFRAL	1.66
RPS25	-1.101
FAM57B	-1.0225
TESK2	0.892666666666667
DNM1L	-0.505125
ZNF207	0.0211666666666667
CLEC11A	0.28575
TOLLIP	0.369125
TMEM61	0.0448333333333333
DLK1	-3.9625
PLVAP	2.7335
NOD2	3.84933333333333
SCMH1	-0.35375
FLJ40235	0.403
HTR2A	-0.701166666666667
ARMC5	-0.2485
FUT7	0.431
PRELP	0.6481
ALKBH6	0.298
GYG1	1.09491666666667
POLR3GL	-0.472
COL8A2	3.87766666666667
OR10A5	0.707375
C1orf187	-1.667
TXLNB	0.2825
C16orf68	-0.494666666666667
R3HDM1	-0.45675
C16orf75	-1.17325
BAALC	-0.99575
TNP1	0.5265
GAPDH	-1.1385
COX7C	0.3785
ERRFI1	-1.84175
PGAM2	3.25316666666667
FAM108B1	-0.9305
APC	0.254375
TLR2	3.945
SUCNR1	2.156625
ZNF233	1.28175
WFDC1	-1.5495
PSG11	-0.3937
SLC39A1	0.625
PSAPL1	-0.628
CDC42EP1	-0.0635
MECR	-0.42425
KIAA0101	-1.5026
MACROD2	0.6991
MMP19	0.2665
LOC202459	0.0718333333333333
VNN2	1.68775
ACCN3	-1.6515
TIMD4	0.75
RNASE8	0.1275
CCDC7	-0.637
SULT2B1	2.2435
ME1	1.2375
MGRN1	0.534375
MRPL30	-0.039375
IVL	0.618
CALM1	0.54925
PLEKHA6	1.0269
B4GALNT2	-0.349
PGDS	3.46625
C8orf33	0.934416666666667
TMEM56	-0.565
CKM	-1.20683333333333
ESR2	-0.12925
ACOT8	1.0345
AGTR2	0.00974999999999999
LOC155006	0.17825
BC37295_3	0.4245
EPM2AIP1	-0.5525
PZP	0.40075
RPS9	-0.2145
C18orf51	-4.0065
SIVA1	0.3869
HEATR2	-1.4155
CD3E	-0.244272727272727
C20orf142	1.249
PGLYRP3	-0.062
CCDC139	-0.3495
GPS2	-0.5025
NOL14	0.5335
LRTM2	-0.0225
TRIM36	-1.368
TP53RK	1.3082
FBXL13	-0.687666666666667
RUFY2	0.227428571428571
C11orf70	2.47116666666667
HSPB9	0.806666666666667
GJA5	2.343
HGF	-1.4215
EPHB4	0.17675
SOX18	0.28375
IFRG15	0.388
SERPINA10	-2.80675
WDR23	0.721375
REEP2	-2.05
CDK3	-0.37775
HSPA12A	1.105
ARL8B	-0.1221
SATB1	-1.59183333333333
PPM1D	-1.1505
VPS45	0.400833333333333
TP53BP2	-0.379875
GJE1	0.9815
CACNA1G	0.062
VGLL4	0.1595
GNPTG	0.83275
ROS1	-2.097
C21orf128	-0.351
BMP8B	1.33125
SLC5A4	-0.17
SLC6A3	0.0608333333333333
C16orf53	1.181
TMEM81	-1.273
APC2	-0.7321
SYAP1	1.462625
C6orf54	-0.532166666666667
ZBED5	-0.371
PVR	-0.43
LTA4H	-0.601166666666667
CCDC24	0.8471
MAGEA4	0.809166666666667
IFIT3	3.18633333333333
MYADM	0.851375
C21orf82	-0.243
PDE3B	-1.33275
TMPRSS11A	0.642
PGK1	-0.518294117647059
CCL13	5.47333333333333
DERL3	-0.1995
MLXIP	-0.27
PLOD1	-1.34525
MTFR1	-0.7729
NPDC1	0.5785
GPAA1	0.185833333333333
LTV1	-0.52575
RYR3	-1.54075
C7orf46	1.06625
VAMP2	0.59075
RNF135	1.4667
SUPV3L1	-0.4475
FIBP	0.41775
ADAMTS18	-0.466166666666667
RNF25	0.240166666666667
SOS1	0.4
PLAU	0.25525
MATK	-1.649
EHF	7.59
CTNND2	-2.924625
PTEN	0.000214285714285699
ZNF189	0.599375
SLC28A3	1.2295
GUCY1A3	3.4525
SETD2	-0.0435
ROGDI	1.1955
TICAM1	0.6403
RASSF3	1.0825
PACSIN2	0.586666666666667
SERPINB5	-1.19425
PRKCDBP	-0.570375
TFDP3	-1.712
LGR6	2.161875
RFX5	-0.359833333333333
OR52J3	0.8105
PTPN18	1.266375
ZBTB34	0.20675
KCNF1	1.25175
SYNE2	0.687285714285714
SLC22A4	-1.13225
NETO2	-0.805
VCPIP1	0.18425
LDHD	1.58125
ESX1	-2.657
SQRDL	2.6245
GALK1	-0.1905
SERPINA6	4.9905
HD	-0.0948749999999999
ASCL3	-0.0485
FBXL6	-0.2365
FABP7	-3.4565
MAGEC3	-1.011
KLC4	-0.674625
CD1D	-1.86375
PRAM1	1.111
EIF3B	0.678714285714286
DSCR8	-3.38475
FLVCR1	-0.2435
KIAA0141	-0.4585
PROM2	2.63783333333333
ALOX5	1.2741
GPR162	-1.440625
LYRM2	0.734
RNASE6	-0.19125
HES5	1.38875
GJA1	1.75425
MRPS14	0.41225
HMHB1	0.32875
TAF7	1.047125
BTNL9	0.0797
SFXN2	0.161625
VEPH1	-2.85775
GK2	-0.197666666666667
AMBP	-4.832375
KIAA0953	-0.786
XAGE5	-0.161333333333333
CCBP2	-0.5635
TGM2	-0.522833333333333
ZNF202	-0.837
ACTL6A	1.5695
SLC23A2	0.5244
ARHGEF7	-0.71925
LOC728635	-0.4465
CRYM	1.513
PKD2	0.458
MANBAL	0.893166666666667
LIN54	0.07225
ACTL7B	-0.402
OR4D9	0.697
KIAA1683	-1.2435
ZNF704	1.0485
TCP10	-0.567142857142857
MAGEB18	-0.4495
DEFA4	0.0488333333333333
