Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
NINJ2	-0.14
PTER	0.0695
POMGNT1	-0.1935
KRTAP4-2	-0.5535
ECGF1	2.32525
HRB	0.255545454545455
ATP1B2	-0.6805
LOC400506	-0.7285
COL4A3BP	-0.134
C6orf97	-0.86725
GRHPR	0.271125
TAS2R1	-0.6475
SEMA7A	-1.23675
EDF1	-0.19575
ODF2L	0.6636
PCID2	-0.0521666666666667
GTF2H4	-0.255666666666667
ZCCHC3	-0.37925
CGB2	-0.493333333333333
NEUROD1	0.170666666666667
C20orf75	-0.4365
RP5-1054A22.3	2.80983333333333
IFNA5	0.0345
ZNF134	-0.376916666666667
MGC119295	-1.0591
ZSWIM6	-0.779875
SMEK1	0.611
PCGF2	0.05925
C1orf102	1.08975
CYP2A13	1.5315
KCNH6	-0.8139
MDM1	-0.1051
ALDH7A1	-0.134666666666667
C9orf75	-1.50675
VDAC3	-0.3885
OR51T1	0.1735
EIF3F	-0.30225
KCNJ10	-0.1565
LENG8	0.15125
EDEM2	0.704416666666667
CCNJL	-0.664666666666667
DHX37	-0.7245
CRYGN	1.644
AATF	-0.036125
ZNF630	0.327375
E2F5	0.4985
WFDC13	-0.22375
FTSJ3	-0.5515
C4orf33	0.49675
LHFPL4	-2.79225
C19orf56	0.240916666666667
SMAD4	0.2995
AFM	-0.722666666666667
G0S2	2.28175
FCHSD2	0.7193
RRP1B	-0.5819
EEF1B2	-0.262166666666667
STAT6	0.957166666666667
ZNF195	-0.21675
GNL1	-0.375666666666667
ZNRF2	-0.0801666666666667
PER3	0.16425
ASB16	-0.039
C10orf10	3.19328571428571
ADCY8	-3.60116666666667
C9orf58	0.358
ARMC10	-0.687166666666667
PSG1	-0.734
DHX34	-0.08025
VARS2	-0.63875
NFIC	-0.069
ITPR2	1.87375
AGXT2	0.344
OR6K3	0.2635
H2AFZ	-0.955916666666667
MLLT3	0.48075
COX4I2	0.99575
CCNT2	0.321125
PLK4	-1.456
NUMBL	1.2515
MED16	-0.41675
PLEKHQ1	1.424
GOSR1	0.306111111111111
BTG4	-0.278666666666667
RPL30	0.178583333333333
IGSF5	1.788
IGFL2	2.51116666666667
ELMOD2	-0.242333333333333
SHC3	0.711166666666667
HAVCR1	0.0315
DYNC2H1	-0.4305
RNF5	-0.348166666666667
C2orf7	-0.6175
NLF1	-0.03
KLHL25	0.0055
LRP10	0.6877
KRI1	-0.327
PUS7L	-0.2305
MGMT	0.541
HOXD1	0.230166666666667
CSH1	0.1444
ATG16L2	-0.982
FLJ44635	0.604
CHODL	4.10925
EXOSC8	-0.732
SLC28A1	0.1445
MYO7B	-0.578166666666667
SEH1L	-0.6821
MTNR1A	-0.264166666666667
TSPAN5	-0.434
CDC45L	-2.72333333333333
AMIGO1	0.4965
ATAD3A	-0.8175
OSGIN2	1.09133333333333
PDIK1L	0.211333333333333
DARC	3.422
PIPSL	0.1915
SHMT1	-0.11225
CRISP3	-0.204
POPDC2	2.28866666666667
ZRANB2	-0.882
FBXL8	-0.21625
TRIP13	-1.806
EIF5AL1	-1.371
POU5F1P3	-4.76283333333333
IL6	-0.395166666666667
CXorf38	-0.519333333333333
IFNA16	0.8015
FBXL2	0.0596666666666667
BRD1	0.5075
STATH	0.236
FBXO44	0.2495
MCCC2	-1.162
CDC2	-1.0464
C5orf23	4.53075
IVD	-0.277833333333333
C10orf122	-1.44675
MSL3L1	1.0657
MVP	0.135
EPOR	-0.6015
ZMYM1	-0.465
BCL7C	-0.147333333333333
PSTPIP2	0.2129
LYPD1	0.481375
OR8G5	-0.4155
ZP3	-1.6195
BCAS4	0.0601666666666667
EDG6	3.25875
ISY1	0.31
PRAMEF2	-1.13975
CUL1	0.587625
RNF213	0.636
CCRK	0.6685
DHX9	0.548625
C13orf29	0.96075
NCKAP1	0.0341666666666667
MRPL43	0.766642857142857
XPR1	-0.1265
PKN2	0.4643
PODNL1	0.407
ZNF333	1.153
DALRD3	0.07975
OPN1SW	-0.3545
BTBD6	0.46675
C11orf82	-1.9495
OR5P3	0.1765
DUSP11	0.62925
L1CAM	-1.4514
NEK11	2.28866666666667
OR7E91P	2.222
CNTN3	2.6093
CREB3L2	0.6305
ZBTB37	-0.1905
KIAA1324L	0.93825
NDUFB10	-1.32983333333333
NUDT2	0.1385
GTPBP8	-0.1815
CACNA1D	0.21225
PRKAA2	-0.2045
PRDM8	0.085
MGC16075	0.00466666666666667
KRT14	0.460428571428571
PP8961	-0.0524285714285714
MRPL18	0.0725
ABCG2	-3.52675
PACRG	1.8385
BBS2	-0.51825
KREMEN2	-1.5495
FBXO21	0.432
HNRPUL1	1.92758333333333
GRB10	0.4735
CLSTN1	0.746125
LMAN2	-0.1177
C17orf61	-1.50025
NIPSNAP3A	1.1205
INSIG2	-0.473
PCDHB7	-0.32
STXBP2	0.813375
CMAH	1.24983333333333
SEMA5B	2.914
ZNF155	-0.213166666666667
COQ6	-0.663
PRPF4	-0.5105
TSPAN15	2.406
VN1R5	1.0415
LATS2	0.3355
SELK	-0.14975
PGK2	-0.2515
MS4A1	3.271875
TYW3	-0.9557
KRTAP5-1	0.159
RCCD1	-1.28216666666667
BTN1A1	0.532
DDX28	-0.49875
TMEM65	0.975625
LOC92345	-0.28725
TTC31	0.12175
WDR46	-0.1815
CHP2	0.757
LSP1	1.017875
ZNF542	-0.43825
EXOSC1	-0.112
ARHGAP18	0.188
LRRTM4	-0.517375
MAOB	0.49
CACNB4	-0.637
MGC33846	0.23275
RANBP3L	0.0355
ATP5L	-0.21725
ONECUT1	-4.458
NUDT9	-0.6475
TMEM149	1.9055
STX17	-0.03275
IGSF10	-3.19375
TMPRSS9	0.444
BMPR2	1.55363636363636
ALLC	-0.08825
KLF7	1.771875
GCC1	-0.08
TIMM9	-1.109
CDO1	0.629
MGC10701	0.0221666666666666
IFI6	2.78333333333333
FRMD8	1.261
MGAT2	0.22775
WBP5	0.102333333333333
CNIH2	0.3565
KIAA0907	-0.6569
KCNH8	2.737
CTSG	-2.15625
GRIK1	-0.646666666666667
CUL5	-0.3675
FRMD1	0.542
OR9A4	1.042
SYT6	-2.3475
FOXD4L2	1.1665
ANAPC2	-0.596833333333333
OPN5	-0.5765
TAF13	-1.13975
LYG2	-0.8265
GGNBP1	-0.1705
C11orf40	1.0275
OTX2	-0.981
REG4	-0.11125
EIF5	-0.7041875
PALB2	-0.975
SEPSECS	0.4998
RNASE3	-0.50325
TRIM49	-2.1
POLR2K	0.4174
GPR42	-0.0525
C8B	-3.43675
SASS6	-0.0245
PREB	-0.280666666666667
OR3A3	0.437
TUBA8	1.040875
IGLV2-14	-0.2125
STIL	-0.59975
ANKFN1	-1.449
NME7	-0.019
HOXC12	3.759
UBE2C	-0.5865
FHOD1	-1.35925
CDK2AP1	0.837
OR6K2	0.0705
DHPS	-0.19575
RPL5	-0.0884166666666666
TRGV5	0.432
LOC541472	0.636125
HCCS	0.185
DENND1B	2.3245
LHX3	-0.11
OR5D16	0.513
CXorf57	-0.6645
IRF2BP1	1.4505
NDST2	0.467333333333333
LCE3D	-0.0755
BOLL	0.652625
SYT3	-1.65775
PIH1D2	-0.1265
C20orf7	-0.579166666666667
IL1R2	1.75033333333333
SLAMF9	0.4695
PPME1	-0.8255
PIK3CA	0.84775
TRAPPC1	0.082625
COLEC10	-0.81125
SLC9A6	-0.082
PDDC1	-0.739583333333333
CCDC53	0.1665
GK3P	-0.607
DAZL	0.59775
BRI3	0.2635
SDK1	0.518625
CYP2C18	1.31575
IFI44L	5.061625
RPL3L	-0.0805
FUT9	3.13666666666667
KIFC2	-1.03
PMP2	-0.4885
SLC4A9	-0.3905
PLAG1	0.9705
MYCBP2	0.295166666666667
OR4E2	-0.0225
CCDC65	0.77825
C16orf82	-0.3635
ENTPD4	-0.068625
BRP44L	0.205125
PMP22CD	-0.0395
TMCO4	1.34833333333333
KCNN1	-0.749
WDR35	0.55675
CCDC80	2.95725
C3orf31	-1.56075
SLC7A9	0.091
TMEM190	-1.244
DBC1	-0.643166666666667
FADS3	-1.08716666666667
PDZD8	-0.0146666666666667
GRM5	0.0815
AZGP1	2.7029
PEX3	0.521
MED1	-0.135
ATG4C	-0.833833333333333
HNRPH3	-0.315625
FAM109B	2.50325
C4orf17	0.5745
CA10	0.61825
OPRD1	-0.3285
CCL16	-1.8575
SACM1L	-0.49
CST6	4.61025
CD63	0.32875
LGI1	-1.7085
ZNF784	0.12275
CRYBB1	-1.4815
CX3CL1	1.3392
TOP2A	-1.14375
GYPB	-5.417
GADD45GIP1	-0.5775
FEN1	-0.86425
IGF1R	-0.209125
WDR72	-2.41833333333333
PURG	-0.406
DEFB126	0.154
PKD1L1	0.069
CAV1	-1.7204
GNPDA2	-0.1084
DGAT2	2.022375
NLGN1	-1.63875
STRBP	-0.294375
HPRT1	-0.808166666666667
FANCI	-2.00275
PSMA7	0.099125
DBF4B	-0.918833333333333
TTF1	-0.2825
RAD54L	-1.843
ELOF1	0.4335
PLAGL2	-0.67875
ZNF256	0.4255
HMGCL	0.2045
MSI2	-1.4025
RPESP	-2.305
C11orf60	0.1345
ABCD1	-0.8165
ACAA1	-0.3047
SPARCL1	4.60728571428572
IL6ST	-0.8811
ZNF319	0.36775
TMEM109	0.7136
FAM90A1	0.556
IL22RA1	0.4225
ATP4B	-0.236
TEC	0.227166666666667
C7orf30	-1.48575
TXNDC2	-0.701833333333333
ABCB4	0.2505
KIAA1191	0.1885
C9orf38	0.2275
SFTPB	-0.05775
CNTNAP2	0.178166666666667
FRK	1.6795
TBX19	2.165
CHD4	0.73475
C6orf26	-2.1945
MOSC2	0.211
IKBKE	1.59975
HIF1A	-0.536
LOC595101	-0.621
RELA	0.515833333333333
TMEM16B	-1.253
ABHD12B	-1.73025
TSEN34	0.78425
KIF18A	-1.47725
TXNDC9	0.392166666666667
SPATA2L	-0.003
SEMA4G	-1.852
C21orf91	0.43225
MATN1	-0.2795
KCNIP4	-0.168333333333333
TUSC1	1.968875
OR4C15	0.61225
ARMCX6	0.581916666666667
WBSCR27	-1.31783333333333
OR52I2	-0.132
KIAA1604	0.057
DYNC1I1	-1.19825
PPP4C	0.29125
SLC47A2	-2.13116666666667
TREH	-0.228125
CD48	3.356
ST14	1.76766666666667
PKN1	0.917
SPON2	3.346
XBP1	0.37525
SFRS12	-0.889833333333333
EFCAB6	0.946
SELT	-0.254
SLC39A2	1.2935
ERF	0.670833333333333
ARL3	1.01725
SURF6	-0.0646
MLLT10	0.183095238095238
FLJ11171	0.453666666666667
TDGF1	-5.07516666666667
ERCC6	0.2295
EIF2AK4	0.03675
BAZ1A	0.774666666666667
LRRN3	-1.11633333333333
TMC3	-0.077
EFTUD1	-0.4295
PTPRO	1.1335
CLEC12A	1.082125
ACBD4	-0.297875
ZDHHC14	-0.345125
OTUD7B	0.273
ACTB	0.73225
MSRA	-0.325875
LCE5A	0.4625
IFI35	0.7825
BSCL2	0.120666666666667
ANKRD12	0.382583333333333
CFHR2	0.640666666666667
RGAG1	-0.9435
HSFY1	-0.5175
SLC30A5	-0.511666666666667
IMPG1	2.413
GPR109A	0.988
ZNF185	1.86625
IYD	-0.46025
NPCDR1	0.075
SERPINA13	-0.0815
HMGCLL1	1.366
NEUROG1	-0.124
UBQLN1	0.2866875
LIN37	1.5635
SOCS2	-2.297625
DSCR4	-1.98
XKR6	-1.73
GPR142	0.7325
KRTAP13-3	0.6165
CCDC15	-0.814666666666667
MOS	-0.056
CD1E	0.991
OFCC1	0.700333333333333
FAM83D	-0.18625
SRFBP1	0.2095
C9orf96	-0.1365
DHDH	0.56525
CCDC90A	-0.715
RABL3	-0.2209
CD320	-1.654
ANGEL2	0.848833333333333
MRPL21	-0.91925
SMG6	-0.101833333333333
INSR	1.8058125
FLJ14816	0.00950000000000001
GLRB	-1.17633333333333
C9orf89	0.17175
CIZ1	-0.019125
URG4	-0.931
LRDD	-1.592
CBY1	0.386666666666667
NFX1	0.566125
MTERFD2	-0.0297142857142857
C19orf23	-0.037
PGC	-2.98025
IER3IP1	-0.8485
RASAL2	2.14675
C1orf89	-0.723
SYNJ1	-0.1595
NFKBIE	1.5515
FLJ40125	-0.274166666666667
TCEB2	-1.2509
NOG	-1.711
POLR2J2	-0.454166666666667
HLA-B	3.74275
PCDHA1	-0.9025
PPP2R2B	-0.32075
ARHGEF17	1.16483333333333
TCF7L2	1.24842857142857
CHD5	0.192833333333333
ZNF431	-0.031875
TBC1D25	0.3255
ZNF800	-0.39575
SCUBE2	-1.22990909090909
MYCBP	-0.0630000000000001
GPX5	0.0525
C6orf129	-0.1105
QSER1	-0.143166666666667
ULK2	1.326
PIGO	0.4655
NRCAM	-3.20346153846154
SLC35E3	-0.43475
CSRP2	0.8965
HYPE	0.073
MAPK15	0.0933333333333333
MGC14327	-0.0585
TIMM13	-1.031
ZNF462	1.3345
GBA3	0.207
TEX13A	0.203
MCM6	0.644333333333333
MTRF1	-0.11875
ABCA7	-1.058
EIF4A2	1.45525
ZC3H10	0.8059
RPGR	-0.134333333333333
C20orf94	-0.35675
RP1L1	0.51075
GPR125	0.616
USP22	0.138285714285714
OR1L4	0.60475
MLZE	3.7335
FLJ32065	-0.40025
PTCD1	-0.61225
CRTAC1	3.4905
BXDC2	-0.7915
C18orf1	1.33283333333333
FAM107A	1.98121428571429
EFNA3	0.9715
P18SRP	-1.0544
CAMKK2	0.540666666666667
KIAA0649	-0.04475
NES	-0.951
HS6ST3	-0.45075
PON2	-0.45225
TCP11L2	0.27225
CLEC4A	3.5875
PRR12	-0.1235
MLXIPL	-1.5552
C2orf50	0.7425
ZNF28	0.561
ENC1	1.76466666666667
MAP2K1	-0.32675
FKSG2	0.64625
KIAA0430	0.537
PTP4A1	-1.16861111111111
GPR156	-0.254
GTF3C6	-0.545
UBR2	-0.072
LOC388272	-0.2315
MAK	0.162833333333333
ACOT4	0.964
STC2	-2.03333333333333
PIGW	-0.55325
SAE1	-0.574875
COL6A1	0.511727272727273
OAZ1	-0.0505
STMN4	0.3485
EDG3	-0.111333333333333
SGCE	0.7445
IL11	-2.27516666666667
PRSS8	1.349875
YIPF5	0.831583333333333
WNT4	1.839875
CSN2	0.362666666666667
TCF7	-1.428875
TDO2	2.3065
SAMD9	1.7889375
S100A7A	-0.634
MMRN1	1.60083333333333
GKAP1	-0.44225
AKR1C3	-1.623625
RNF19A	1.858875
GMDS	-0.15725
YKT6	-0.9315
SPARC	1.8204
C12orf31	-0.7175
UBE2V2	-0.5645
FBXL18	-1.042
KIAA0460	0.64175
ADAM22	-0.732285714285714
SERPINC1	-6.14575
KCTD21	1.08275
MYOHD1	-0.55675
ZNF37A	-0.284166666666667
GTF3C1	-0.386333333333333
CTSZ	1.84525
PRNPIP	-0.148875
DRD1IP	-0.055
NR1I2	-1.17666666666667
ZNF266	0.6983
SPAG4L	0.0845
COX4NB	-0.383
SAPS1	0.482833333333333
APOA1	-4.172375
TATDN1	-0.0166666666666667
C10orf82	-0.83075
KPNB1	0.2725
FOXO3	1.11925
CRYBB2	-1.478
ZBTB5	0.9265
SLC25A38	-0.472
DCTN2	0.642833333333333
IFT20	-0.2685
CTHRC1	2.927
C1orf31	-0.259375
UHRF1	-1.410625
GPC6	0.532
C10orf54	2.23525
MCF2L2	0.687166666666667
WNT9B	-0.18375
OLA1	0.7625
FAM120B	-0.521
TTLL10	-0.063
CYorf15A	-5.327
RELN	-1.9682
SCN2B	0.267416666666667
MFHAS1	0.25375
NKX3-2	-0.203333333333333
RASGRF2	0.1945
SSBP1	-1.582
KPNA6	-0.165571428571429
LOC389118	-0.2315
HS3ST4	-1.4929
SUPT7L	-0.4005
FLJ32658	-2.5135
IGFBPL1	-0.166
KIAA1641	-0.4619
SHKBP1	1.65233333333333
CSF1R	4.5485
NAGK	1.8275
MYL2	0.59
HIST1H4C	-1.20516666666667
TOMM7	-1.908125
ADAMTSL3	2.1267
TNFSF14	0.43925
PRRT2	-1.492
VTA1	0.5235
AOAH	3.7495
CRISPLD2	2.06207142857143
PNN	-1.1625
TA-NFKBH	0.959
ESPN	-0.58225
RBM43	-0.147
KIAA1267	0.161125
DDX3X	0.507722222222222
KIAA1576	-0.57475
PLXDC1	4.039
FLJ25801	-4.182
HNRNPL	0.62525
RUNDC3A	0.1735
CASP12	1.4545
SH2D5	-1.7475
RPL26L1	-1.2185
OR51A7	0.1755
HDC	1.9845
C2orf16	-0.5025
SYTL3	3.177
GOLGA4	-0.2768125
NOTCH1	2.33933333333333
ATPAF2	-0.13025
ECD	0.477
SSX5	-1.61916666666667
SNAP91	1.20825
OCA2	-2.588
PNPO	-0.7395
DAPK1	1.66766666666667
PINX1	-0.809166666666667
SELENBP1	0.320125
NEK3	0.7165
TMED4	-0.713714285714286
SSTR4	0.337
FOSL1	-2.7615
CD40LG	1.7645
CES1	-1.38116666666667
DCI	-1.17466666666667
B3GAT3	-0.867
STK17B	1.47775
CNTN6	-0.4785
CYP3A4	-1.8215
MBOAT2	0.779285714285714
PISD	-0.251875
USP1	0.5275
PYDC1	-0.429833333333333
CENPM	-1.701625
SAR1B	-0.73925
TTC7B	0.5815
DP58	0.122
GPC1	-0.46525
RBL1	-0.91325
TMEM137	-1.58183333333333
TOB1	-0.67675
TCEAL1	-0.102833333333333
CENPF	0.314090909090909
C6	3.25616666666667
PRSS1	-4.44225
PPIL6	0.671166666666667
C6orf124	-1.316
ODZ4	1.34983333333333
SNCB	-0.7865
NDUFB9	-0.2935
CNOT6L	0.328833333333333
S100A9	1.907
TRIM50	-0.128
KCTD1	1.2544
WDR63	0.35175
SPEF2	1.14325
RNGTT	0.1165
CXorf22	0.4985
KCNK16	0.24
CEP250	-1.365375
ATPBD1B	-0.623
KCNJ2	2.83175
MT1B	-1.869
ZNF684	-0.042
SLC4A1	0.78825
PDHA1	-0.37275
ZNF492	0.921
TKT	-1.46825
BYSL	-0.126375
RNF38	1.275
AHDC1	-0.161
KLHL2	0.222875
CMTM8	0.55075
DMP1	-0.9705
HERPUD2	-0.07225
CRTAM	3.35366666666667
ZNF572	0.61675
TMEM16J	-0.0365
HSD17B2	-1.534
UBE2G1	0.382625
AHSA2	-1.986
PELI2	-0.2105
TPX2	-0.77
ATP9B	0.963666666666667
DAZAP1	-0.109625
HMGCS2	-0.162
C17orf38	1.215
B9D1	-0.78225
NKX2-5	-1.58483333333333
KIAA1276	-0.04475
LILRB2	3.193
CSTF1	-0.0123333333333333
BTN2A1	0.637
C15orf48	4.35925
IGF2BP3	-2.629
FAM113B	1.70783333333333
HRG	-0.74525
ZNF131	-0.243
USP47	-0.105357142857143
CCDC88B	0.090875
HCN1	-0.9557
HTN1	-1.5552
SYCP3	-0.664
C13orf23	0.5734
PAPOLA	0.243375
AATK	-0.81
MSH3	-1.1525
NDUFAB1	-1.7785
ITLN2	-0.6455
BAK1	0.00716666666666667
MRPL45	-0.396666666666667
MTNR1B	-0.1516
LOC645843	-0.4275
SPECC1L	0.12375
PGCP	1.628
SPN	-0.052125
GPR143	0.6155
ZNF576	-0.751333333333333
TMEM39A	0.9267
ATP5D	-1.41066666666667
MAGEB3	-1.3005
RPS5	0.207666666666667
ANP32E	0.184071428571429
MTMR1	0.26325
YEATS4	-0.187
SYNGAP1	-0.252
PCOLCE	-0.29
MNS1	-0.89025
PCYT2	-0.602
ZNF182	-0.274
LAX1	3.247875
SPPL2B	-0.3422
ELOVL5	-1.1441
PCDHAC1	-0.2645
B4GALNT1	-1.75033333333333
BLOC1S2	0.541625
ZNF673	-0.8686
ARHGAP21	0.938
IRX5	1.813625
LRFN5	-0.2815
FAM7A1	-0.6535
RAB19	-0.591
GINS1	-0.70925
ITM2B	0.9637
PAPSS2	1.71666666666667
OR5BF1	0.215
ACSL3	-1.070375
KIAA1919	-0.75625
GLT8D2	2.632625
UTRN	0.702
CNN1	0.6375
HISPPD2A	0.211666666666667
SDAD1	-0.5005
SIGLEC9	1.59533333333333
RPL35	-0.867928571428571
C22orf26	0.084
IMPDH2	-0.7915
WDR69	1.31825
SEC14L5	-0.258
CLTA	0.66925
RP11-529I10.4	0.12175
GPR37L1	0.0253333333333333
OGDH	0.00699999999999996
ASB13	0.1
ZFP14	3.62225
ZCRB1	-0.628333333333333
KPNA3	0.7435
HSPA1L	0.845
RHOC	0.290125
LOC554175	-0.2065
PPP3CA	-0.1083
SLC1A7	-0.4112
ZNF529	1.72883333333333
RBED1	-0.03775
DDB2	-1.021
FLJ11286	1.24383333333333
SPATA1	0.984
MKNK1	0.713333333333333
DYSF	0.9655
ALKBH2	0.13075
NKD1	-3.75416666666667
C1orf174	0.438
PLEKHO1	1.8475
ASB10	-0.154
RING1	-0.135666666666667
NPC2	1.262
AVPR1B	0.462
YTHDF1	0.171166666666667
LMAN1L	0.3635
GSG2	-0.974
CEP170	-0.0248
RPS4Y2	-6.2855
MSH6	0.189
HECTD2	0.0883333333333333
ZNF556	-3.08
PLEKHC1	0.2811
AIRE	-0.168333333333333
BCL2L10	1.61875
LMOD3	-0.2805
ZBTB8	1.0533
FOXA2	-3.1265
SLCO2A1	2.295125
C3orf46	-1.0395
PRDM16	-0.939166666666667
TMEM98	0.7085
FRMD5	-2.46
PDE6C	0.414
C1orf216	0.590666666666667
EP400	-0.207
PTK2	0.241
RNF217	0.71975
NDUFA8	-0.606
ZFAT1	1.5835
LAMP3	4.83483333333333
GLTSCR2	0.393
NPW	-0.803
LLGL2	-0.4706
PPM1K	-0.213333333333333
C20orf177	0.626
KIR2DL4	0.6658
NFKB2	0.91475
C21orf122	-0.156166666666667
HESX1	-0.1955
GPR114	2.02516666666667
SLC25A35	-1.32616666666667
GNAT1	-0.01225
ORAI3	-0.46575
FAM76B	-0.333875
TMEM99	0.1441
TRIM29	1.9517
CDS1	1.659
RHEB	0.1192
C4orf27	-0.583166666666667
RAB3A	-0.59575
OTUD6B	-0.31475
GPD1	1.9385
CDH15	-1.343
NPM1	-0.603857142857143
TMEM117	0.24325
PRPS2	0.209
GCK	-0.051
ADRA2A	3.97466666666667
TSPYL4	0.3675
TASP1	0.3815
WDR19	-0.11225
C10orf38	0.502
PDE4C	-0.624333333333333
FYB	1.38408333333333
C1orf55	0.686666666666667
PPFIA3	-1.51375
RAD18	-1.10675
C12orf44	0.343666666666667
CRYBA4	-0.397
HVCN1	1.6225
TAF10	-0.807166666666667
C16orf48	-0.883166666666667
DEPDC5	0.938
LTBP1	-0.7705
MAPRE1	-0.24025
FGF8	0.392
C3orf52	0.1065
SENP7	-0.0146666666666667
LRRK2	1.551
RUNDC2A	-0.0965
KIAA0355	1.80183333333333
CPEB1	-1.822
PPEF2	-0.529
ABI2	-0.078
KIAA0317	0.469125
ATF1	0.384666666666667
DYNC1H1	0.366375
DIP	-0.16
TMEM33	-0.0162777777777778
POLDIP3	0.51675
C7orf24	-0.701
GPR171	4.13475
CDC6	-1.92133333333333
PLD1	0.7408
ITFG2	2.22044604925031e-17
NDUFC1	-0.7625
AKNA	0.263
NBR1	0.1795
PKHD1	0.761285714285714
HPS4	-0.8519
MAFA	0.238
ULBP3	0.022
DIRC1	-1.051
IMMT	-0.220375
C22orf13	-0.00433333333333333
CEL	-0.031
MARK3	0.15625
ADAMTS2	1.15816666666667
ARPC3	0.3445
TMEM10	0.070625
NPHS1	1.12675
BRD8	-0.490666666666667
WDR12	-0.80175
IDI2	-0.059
HOXD13	-1.464
OR8G2	-1.00025
SLAIN1	0.2985
GABRQ	-0.179
NR2C2	-1.2135
NKTR	-0.8411
TLE2	-0.4155
KIAA0892	0.343166666666667
AURKA	-1.24809090909091
GPRC5C	-3.11333333333333
TBC1D9B	0.0545
PNPLA6	0.632666666666667
AP3B1	-0.20975
NAG	0.211875
C11orf68	-0.4095
AKR7A3	-0.648
AHCYL1	0.226
COP1	0.660166666666667
RPP14	-0.341083333333333
PCDHB18	-0.3025
CDH24	0.29575
KRT17	2.0327
LACTB2	-0.31675
DDX24	0.3544
PHACTR1	-1.471
SLC35E2	-0.5145
LOXL1	0.945
IQSEC2	0.110125
RGSL1	-0.407
PCDHGC5	0.2725
MEGF10	-0.90475
PRRX1	2.03683333333333
ASTE1	1.174
C6orf159	1.6905
MYOD1	0.11975
GAA	0.00699999999999999
ZNF747	0.09925
KLRC1	-0.51125
IL1RL2	1.6465
GDF9	0.3805
GPR119	0.956
TRAF2	-0.0493333333333333
HCK	4.14
BMP6	-1.108
IL8RA	0.351666666666667
FLJ35848	0.109
EFHA1	-0.02025
CDSN	-0.7395
C14orf54	0.0428333333333333
LSM3	-1.494375
ZFP41	1.0795
C9orf126	-0.9615
VIT	-1.5645
SPCS3	-0.8355
DEF8	-0.7412
CHAF1A	-1.92033333333333
C1orf165	-0.237166666666667
ZFPM2	1.315
FTH1	-0.063
SLC35F1	-0.36525
YWHAH	1.19475
C17orf66	0.601666666666667
ADRB1	-0.3095
FOXL1	1.824
RG9MTD3	0.0155
UMPS	0.161625
MGC13008	-0.4685
KIAA1161	-0.359
CCDC77	-0.859
C12orf65	-0.8926
COG4	-0.113166666666667
RCP9	0.08075
RP4-692D3.1	2.54833333333333
CDC2L5	0.229
MGC7036	0.5465
DNAJC11	0.81375
GDF2	0.0826666666666667
TIMM17A	0.093
HNRNPA0	-0.1323
OR2H1	0.1945
PCBP1	0.5485
COL23A1	0.764
LRRC2	0.538285714285714
NSD1	-0.559214285714286
FLJ37078	-1.81775
WDR91	-0.518833333333333
TMEM179	0.23775
DSCR10	0.508
CNDP2	0.9021
FYN	0.4485
BEX2	0.498666666666667
KCND3	0.69725
YPEL5	1.53275
LRRC42	0.578833333333333
C17orf45	1.558375
ZNF649	0.3285
LOC150763	0.8605
COL5A2	2.734
CNGA2	0.208
ELA2B	-1.3355
RAB9B	0.6575
FAM100A	-0.219
NAIP	0.181714285714286
MYOZ2	-0.547875
SPATA12	-0.6415
XRCC4	-0.72675
CYB561	0.3598
CHST10	0.2265
BAI1	-1.988
BRSK1	-0.865166666666667
C17orf89	-0.835375
PDE6H	-1.4225
FLJ20309	0.6374
MAP7	-0.107125
SCN4B	0.1985
SPAG9	-0.193375
SERTAD1	1.19633333333333
FLJ21963	-1.4485
ANTXR1	0.9195
TMPRSS13	2.642
ETV7	4.21266666666667
DGAT1	-0.313666666666667
NKIRAS1	-0.2425
TAC3	-4.0755
CORO1C	0.562333333333333
RAD54B	-0.77
HRASLS3	1.23683333333333
C21orf42	1.98525
BARD1	0.4175
ZNF177	0.769333333333333
MIP	-0.0595
ZNF442	0.628
F2	-4.5643
GRIA1	-0.335285714285714
GALNTL2	2.0604
WNT5A	-3.0876
LENG9	0.00899999999999999
hCG_25371	-0.696
FOXR1	0.3315
TRA@	2.0102
PWWP2	1.02275
C1QTNF7	1.27533333333333
SLC7A4	1.51575
C4orf7	4.58925
C17orf80	0.182166666666667
KLK4	1.48766666666667
IL31	-0.0315
TMEM176A	3.709
CTNNB1	-0.4869375
BHLHB2	-0.14725
TMEM185B	0.4515
ARD1B	-0.9645
C1orf93	-0.3755
BRUNOL4	1.51216666666667
LOC541469	0.81075
UPK2	0.01775
GAS8	0.1475
PATE	-0.149
IMPACT	-0.264125
WNK4	-3.5245
HNRPLL	0.8125
GAD2	0.537
ITGA6	-0.40275
BMP15	-0.148666666666667
CYP2A7	1.546125
RIC8A	0.948
CCND1	0.575083333333333
USP35	-0.4595
DSCR2	-0.74225
CCL4	4.34583333333333
ZCCHC10	-0.85
NOL11	-0.11
TRPM2	1.26741666666667
PSMD2	0.624454545454545
CHTF18	-2.239
USP18	2.209875
RRAS	-0.1525
LAMC3	-2.45775
TOX	-1.35383333333333
PCDH15	0.572
GABRG3	-1.62375
NUDCD2	-1.137625
SGCZ	0.3205
KCTD17	-0.185
SPSB2	-0.884
TPPP3	1.753
CILP2	0.7945
CALB2	3.3365
CEBPZ	-0.217
ZNF479	0.676
