Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
ACP5	2.8585
AMFR	-0.1733
CA4	-2.07925
PLCB4	1.319125
MPHOSPH10	0.42325
UNQ473	1.63883333333333
G3BP2	-0.364083333333333
SR140	-0.273166666666667
HOXA2	0.49325
PYGB	1.28625
BAT1	-0.2935
DKK3	-1.15866666666667
DDX31	0.515375
TULP1	0.1665
NHLRC2	0.34375
TNRC4	-0.0556666666666667
ZNF430	-0.08525
TNRC6A	-0.121375
PLA2G1B	0.204166666666667
RCHY1	0.182666666666667
GTF2A2	0.567333333333333
MGC4294	-0.547
ZNF691	-0.45075
TACC3	-0.1435
DNAJC5G	0.206
LOC4951	0.3885
MS4A4A	0.4095
LOC152485	2.0935
PPP1R2P1	0.07325
PPP2R5B	-0.2515
RPGRIP1L	0.19325
SPOP	0.3573
PTPRF	0.556083333333333
MGC42090	0.005
SUSD3	-0.73225
THOC4	0.8075
MAML1	0.1357
FXR2	-0.105333333333333
TYK2	-0.201125
MUC6	0.406
DNAJB7	0.182
PIP4K2A	-0.594285714285714
MEX3A	2.844
RRP1	0.31625
TFAP4	-0.1085
CXorf41	0.62275
MTMR4	1.12683333333333
CTLA4	0.8805
SNX9	-0.31275
CIB3	-0.329166666666667
NECAP1	0.99575
PLA2G2D	0.0231
GLMN	-0.575333333333333
DCLRE1A	0.1885
PDX1	0.131
SAMD11	-1.40475
MRPL55	0.2671
TLR7	1.31375
TBC1D21	0.251333333333333
SMAD1	1.6334
ACTRT2	-0.00625000000000001
RIOK2	0.19025
PDLIM4	-1.59975
SLC22A15	-0.564166666666667
ABHD13	1.6657
STX18	0.1785
CCPG1	0.0449285714285714
DCBLD1	1.90666666666667
SLC2A6	-1.4055
NOLA3	-0.15675
TRDMT1	0.360857142857143
IL17F	0.45
ATP1A4	0.893
OR52W1	0.2725
CFL1	-0.35175
IL4	-1.0625
RBP2	-0.162
CPSF6	0.857
TTC8	-1.82983333333333
MUCL1	-1.4355
EYA3	-1.2095
KRT38	0.248
GNE	-0.8435
ZNF501	1.113
SLC35A2	0.1315
CEP110	0.1838
MYF6	0.33775
MGST2	-0.998166666666667
TRPV4	0.900166666666667
NEK8	-0.484166666666667
NOX5	-1.754
NCKAP1L	0.3525
EMP3	-2.09466666666667
BPY2C	0.4665
C1orf38	0.972875
ELOVL2	-1.367875
CBX7	0.428166666666667
OSBPL1A	1.095
ZNF589	-0.9595
ESCO1	-0.162333333333333
TRA2A	-0.373083333333333
C3orf26	0.17175
PHF2	1.82808333333333
PID1	0.0616666666666667
RFC1	-0.1925
MTAP	0.1669375
ADORA3	3.34883333333333
LOC389458	-1.175
TRNT1	-0.535125
CRIPAK	-0.7105
RAI2	0.103666666666667
ANKRD44	-0.0925
GZMB	4.70825
NFE2L1	0.368875
STIP1	-0.149
RASL11B	-1.1275
NT5DC2	-1.2625
LRP2	-0.379125
MTDH	1.1234
ARSG	-1.10575
HSP90AB1	-0.490416666666667
CT45-6	-4.92875
ZNF483	0.021
LMBR1L	-0.0495
S100A2	-1.9512
C2	0.350611111111111
C2orf27	0.037875
EIF4EBP1	0.3345
GCKR	-3.37833333333333
PPP1R9B	-0.161875
FER	-0.8865
SNRK	0.681833333333333
OR5M10	0.676
UTP6	0.16975
CAPZA3	-0.264
FBP1	-1.17455555555556
TERT	-1.19
CCL1	-1.0645
FUCA1	1.179
ALS2CR8	0.230333333333333
KCMF1	1.117
SRCRB4D	-0.2565
OXCT2	-0.838833333333333
IL17RA	0.491
MPP5	-0.0435
SPA17	-1.3975
FLJ10986	0.107666666666667
GALNT14	1.80275
CXorf27	-0.85975
NPLOC4	0.43875
RAB34	0.4
KRTAP3-3	0.7305
ARSD	0.248166666666667
CPLX2	-1.3384
PJA1	0.55175
WHDC1L1	-0.211666666666667
RB1	-1.8577
MTMR15	0.065
PHLDA2	-0.7865
GUCY2F	0.5305
MPV17	0.358166666666667
SLC35D1	-0.7395
LYSMD3	-0.0409
COL16A1	-1.04275
ERLIN1	-0.765
JMJD4	0.84925
HIST1H2BK	-0.4445
TP53I11	0.814
ST3GAL4	1.1164
PF4V1	0.6995
ALG8	-0.3535
REG1A	0.13925
MINA	0.071
CYB5R3	0.000166666666666681
HHLA1	-0.46575
MYST4	0.2534
VASN	-1.4565
UCHL5IP	-1.05575
TFAP2A	1.2701875
MGC9913	-0.5185
C9orf97	0.037
LOC90379	0.1655
PHF15	-0.715142857142857
ZNF169	0.1675
KRT7	1.2405
GLIPR1L2	0.705
LOC116236	0.44125
IQCF3	0.12775
RDH14	0.881166666666667
HNRPK	0.100071428571429
RABEPK	0.0408333333333333
ISX	-1.476
CBARA1	-0.094
RAD51AP1	0.2645
MLL5	0.16525
CXorf48	-5.2515
SGCD	-1.724
PHTF1	0.066875
CA3	1.7555
CMTM5	3.18825
STX10	-0.028625
JMJD2D	-0.1965
P4HA1	-2.2525
GAB3	-0.307333333333333
DHRS4	-0.941
COL4A1	2.310875
C20orf20	-0.40775
OSBPL2	0.272
PTTG2	-0.873
KIAA1688	0.31875
STS	-2.8525
SHROOM4	0.213166666666667
KBTBD5	0.103333333333333
ALDH1A3	0.5882
BTNL2	-0.09
TGIF1	0.3075
ZFAND5	0.932875
ICA1	0.082
NAV3	-2.55616666666667
FLJ12331	-0.60925
EPS8L2	0.0887
MNT	-0.00199999999999999
ENTPD1	2.25975
OR51E2	0.615125
STK11	-0.2035
MX1	2.641875
TTTY9A	-0.1115
CX62	0.3745
LOXL4	3.042
EXOSC4	-0.88475
PURB	-0.307285714285714
SETD1A	-0.0425
RELB	0.97625
LAMB2	-0.890333333333333
HNF1B	-0.250333333333333
PNLIPRP3	-0.437
C14orf139	0.28825
UMOD	0.114
GRIN3B	-0.245
GPR25	0.3625
ZNF512B	-0.6315
ATP6V0A1	0.136375
SRA1	-0.125416666666667
ZNF615	0.50875
ZNF768	-0.1955
ZNF469	1.82175
DYNC2LI1	1.84883333333333
DNAH3	-0.074
LOC387911	0.94275
LOC554234	-1.29225
ARRDC5	1.02825
TMEM59L	-0.8465
MARCH4	-0.99625
CNOT8	-0.130333333333333
KIRREL3	2.35983333333333
ADAM17	0.8635
MYOG	0.57375
CPNE1	-0.2315
AK5	-0.66
LOC204010	1.33
NDRG4	1.72525
LOC130074	0.533
PIAS4	0.638
NCOA2	1.1675
TEGT	-0.2959
USP5	0.181
ANKRD21	-1.88275
KIAA0692	0.609333333333333
HAPLN3	2.38725
LZIC	0.64825
NRXN3	0.26925
CDKN2C	-0.345666666666667
KIAA0226	-0.0371666666666667
CYB5D1	0.1175
WDR68	0.045375
ABCB6	0.4842
MRPS25	0.4315
ZMAT2	0.25975
KRT25	0.027
RPL11	-0.8365
GRAP	0.131833333333333
LOC198437	-0.4335
RORC	-1.272375
RAP2C	-0.709642857142857
MXD1	0.3475
AZI2	0.690333333333333
NUAK2	-0.954
AHSG	-6.891125
MANSC1	3.31975
IMP3	-0.696
C2orf3	0.371
VSTM3	4.17675
PCTP	1.34
SIRT1	-0.206
MANBA	0.35725
CD164	0.5925
GFRA1	-0.0337
PRM2	0.3545
ZKSCAN3	1.063
PLEKHG1	1.63525
TPRKB	0.2205
UBFD1	0.12825
CDKL5	0.161166666666667
HIST1H2BD	0.3175
INPP4A	0.0641666666666667
BMX	-0.822
PTPRU	-1.999
LOC554202	-0.392833333333333
HOXC8	-0.095
IL12B	-0.012
ADPGK	-0.22125
ZNF418	0.8785
SIAE	-1.2875
CWC15	-0.6365
RP13-401N8.2	-0.3785
KLHL11	0.58975
DEDD2	0.36925
PSMB3	0.3825
DDX25	-2.444
ZBTB3	0.348333333333333
GFRAL	-0.207
RPS25	-0.671166666666667
FAM57B	-1.0565
TESK2	-0.220833333333333
DNM1L	0.12775
ZNF207	0.105666666666667
CLEC11A	-0.04275
TOLLIP	-0.22625
TMEM61	-2.29083333333333
DLK1	-4.6751
PLVAP	2.965
NOD2	1.2285
SCMH1	-0.26875
FLJ40235	0.11875
HTR2A	-0.539666666666667
ARMC5	-0.276
FUT7	0.304
PRELP	0.8144
ALKBH6	-0.168666666666667
GYG1	0.393
POLR3GL	0.299
COL8A2	3.11966666666667
OR10A5	0.509
C1orf187	-0.44975
TXLNB	0.0773333333333333
C16orf68	-1.23225
R3HDM1	-0.12325
C16orf75	-0.63425
BAALC	-0.62725
TNP1	-0.05575
GAPDH	-0.12325
COX7C	0.523
ERRFI1	0.7525
PGAM2	-0.0353333333333333
FAM108B1	-0.19225
APC	0.40625
TLR2	3.05575
SUCNR1	2.006625
ZNF233	1.7645
WFDC1	-2.6525
PSG11	-0.2581
SLC39A1	1.3545
PSAPL1	-0.7085
CDC42EP1	-0.112875
MECR	-0.9305
KIAA0101	-0.8106
MACROD2	0.8343
MMP19	0.822
LOC202459	-0.471833333333333
VNN2	2.35425
ACCN3	-1.395
TIMD4	1.7655
RNASE8	-0.511
CCDC7	0.4615
SULT2B1	-1.191
ME1	0.03075
MGRN1	-0.4305
MRPL30	-0.8465
IVL	0.00600000000000001
CALM1	0.3674
PLEKHA6	0.1111
B4GALNT2	0.1585
PGDS	1.11175
C8orf33	-0.730083333333333
TMEM56	0.6395
CKM	-0.697666666666667
ESR2	0.1077
ACOT8	-0.416
AGTR2	-0.6355
LOC155006	1.20175
BC37295_3	-0.1575
EPM2AIP1	0.598666666666667
PZP	0.86525
RPS9	0.259833333333333
C18orf51	-1.67075
SIVA1	0.1848
HEATR2	-0.8325
CD3E	-0.13925
C20orf142	-1.224
PGLYRP3	0.167
CCDC139	0.685
GPS2	-0.423166666666667
NOL14	0.00749999999999999
LRTM2	0.53525
TRIM36	-0.94375
TP53RK	0.0968
FBXL13	3.91783333333333
RUFY2	-0.697714285714286
C11orf70	1.86616666666667
HSPB9	0.463
GJA5	2.49525
HGF	-1.63166666666667
EPHB4	2.21775
SOX18	0.6665
IFRG15	-0.0755
SERPINA10	-3.02125
WDR23	-0.325125
REEP2	-1.04216666666667
CDK3	-0.22375
HSPA12A	-0.854
ARL8B	0.6333
SATB1	2.6785
PPM1D	-0.502333333333333
VPS45	1.26566666666667
TP53BP2	0.976625
GJE1	2.37575
CACNA1G	-0.170375
VGLL4	1.83275
GNPTG	-0.00675
ROS1	-1.9075
C21orf128	0.00666666666666668
BMP8B	0.845
SLC5A4	-0.6325
SLC6A3	-0.0603333333333333
C16orf53	0.61525
TMEM81	-0.066
APC2	-0.3727
SYAP1	-0.654125
C6orf54	-0.446666666666667
ZBED5	-0.0419
PVR	-1.05475
LTA4H	-0.8015
CCDC24	-0.63
MAGEA4	-4.22616666666667
IFIT3	1.02783333333333
MYADM	-0.19325
C21orf82	-0.6065
PDE3B	-1.28475
TMPRSS11A	0.14375
PGK1	-2.03164705882353
CCL13	5.15883333333333
DERL3	-0.0214999999999999
MLXIP	0.742333333333333
PLOD1	1.061125
MTFR1	1.1703
NPDC1	0.626
GPAA1	-0.503666666666667
LTV1	0.836
RYR3	-0.59
C7orf46	1.4135
VAMP2	0.03875
RNF135	1.0046
SUPV3L1	-0.21525
FIBP	0.6275
ADAMTS18	1.99533333333333
RNF25	0.471833333333333
SOS1	0.7995
PLAU	0.905
MATK	-1.891
EHF	7.2335
CTNND2	-0.36725
PTEN	-0.176642857142857
ZNF189	0.896
SLC28A3	0.735
GUCY1A3	3.74175
SETD2	-0.7413125
ROGDI	0.14375
TICAM1	0.3945
RASSF3	0.9975
PACSIN2	-0.651333333333333
SERPINB5	1.29866666666667
PRKCDBP	-0.552875
TFDP3	1.2365
LGR6	6.34625
RFX5	0.481
OR52J3	0.4965
PTPN18	0.147875
ZBTB34	0.52075
KCNF1	-0.29375
SYNE2	-0.0995714285714286
SLC22A4	-2.299
NETO2	-0.0725
VCPIP1	0.90175
LDHD	-1.8495
ESX1	-2.20975
SQRDL	0.9995
GALK1	-0.5605
SERPINA6	-3.76633333333333
HD	-0.113625
ASCL3	0.331
FBXL6	-1.37075
FABP7	4.86
MAGEC3	-0.4735
KLC4	-0.3805
CD1D	-1.495875
PRAM1	1.0545
EIF3B	-0.0986428571428572
DSCR8	-6.48125
FLVCR1	0.22975
KIAA0141	-1.15725
PROM2	0.74
ALOX5	1.4032
GPR162	-1.556
LYRM2	0.715625
RNASE6	-0.066125
HES5	1.43225
GJA1	0.59425
MRPS14	0.257
HMHB1	0.11925
TAF7	0.146375
BTNL9	-0.1336
SFXN2	-0.388125
VEPH1	-1.70725
GK2	-0.190833333333333
AMBP	-5.672875
KIAA0953	-0.616
XAGE5	-0.441166666666667
CCBP2	-0.5525
TGM2	0.524833333333333
ZNF202	-0.3685
ACTL6A	1.05016666666667
SLC23A2	0.0394
ARHGEF7	1.24716666666667
LOC728635	-1.303
CRYM	-2.25016666666667
PKD2	0.173
MANBAL	-0.196666666666667
LIN54	-0.40425
ACTL7B	-0.09925
OR4D9	-0.002
KIAA1683	-2.1255
ZNF704	1.4335
TCP10	-0.080875
MAGEB18	-0.5015
DEFA4	0.2525
ZNF197	-0.3445
PTOV1	-0.0266666666666667
RNF208	0.218666666666667
CMIP	-0.403833333333333
TRDN	-0.141
UCHL1	2.3635
APOL6	-0.127
PLK1	-0.392833333333333
NPHP1	1.07866666666667
NDUFA11	0.66225
DAB1	0.2235
RTN4R	1.57525
PUSL1	0.355
SYT2	-0.21175
ANXA13	-0.04025
RFTN1	-0.2905
ATP8B2	-0.154416666666667
VN1R2	0.4505
OR52E4	0.148
NPPB	-2.45633333333333
ZNF148	0.5295
ZNF141	0.5455
IKZF1	-1.079875
PSMC2	0.10775
GGA3	0.1485
LPGAT1	0.210083333333333
SEC16B	-0.116833333333333
C5orf38	-0.169
THOC2	-1.1433
SLC16A12	-0.631333333333333
ALK	-0.391375
DACT3	-0.539166666666667
CACHD1	-1.5405
GAN	-0.53475
EXOC6B	0.0885
HIST1H2AE	-1.15275
VAMP1	0.01675
SRI	0.626666666666667
AKAP14	-0.002
HLA-E	1.1853
SLC25A32	1.01683333333333
FLT3LG	-0.497166666666667
ATP1B1	0.255625
WDR1	0.7014375
SWAP70	0.326
TRIM31	-0.41975
ARNT	1.403625
ZNF596	-1.4991
CDKN1B	0.193833333333333
FOXC1	2.086625
SEMA3A	-2.7815
LSM14A	1.16291666666667
STEAP3	0.269125
ABCA1	0.568
PLSCR2	1.18883333333333
EDC3	-0.51775
THBS3	1.38675
C15orf43	0.094
GMCL1	0.904833333333333
C9orf71	0.34875
MGAT5	-0.237
LOC402164	0.09425
TSPAN8	-4.8925
DYNLT1	0.6805
IGSF1	-3.15775
TMEM143	-0.112
FLJ25006	-1.19475
ATP13A3	0.407
C3AR1	2.39525
CADM2	0.415333333333333
EFNA4	2.6285
HAO1	0.103
TWF1	0.645833333333333
MRPS17	0.0165
MYH9	1.33141666666667
C9orf9	0.458
C17orf79	-0.220333333333333
FSCN3	0.393
BDKRB2	0.499833333333333
PCGF6	-0.0731666666666667
RAP1GAP	-0.0308333333333333
TAS2R41	-0.157
DCLK1	-1.5211
DEFT1P	0.231666666666667
TAF2	0.252583333333333
COPZ1	-0.434375
KATNA1	1.6305
STIM1	0.2155
TBX2	-2.68366666666667
RPS4X	-0.580230769230769
MARCH8	0.3835
DHX33	-0.167166666666667
TMEM161B	-1.24
SYPL2	0.0315
ADCY5	-0.60725
SRPK3	0.72425
CXorf9	1.385
REC8	-1.26425
CLP1	0.4481
MGC52498	-0.396
DUOX2	0.807
C6orf150	1.844
TSC22D3	0.343875
CASP8	-0.7981
PRKD3	0.89025
CFH	1.68225
TRO	0.81075
NRIP1	-1.362
ZNF707	-0.0311666666666667
TBC1D22B	0.382333333333333
HYI	-1.484
COX7B2	0.036
GPR52	0.309
CASC3	0.733285714285714
METRN	-2.109
KRT3	0.631
ARF1	0.139357142857143
C1orf111	0.34325
MOG	-0.013
C6orf50	-0.351
MGC12966	-0.2675
ATP7A	-0.305833333333333
NOTUM	-2.24816666666667
LOC342897	0.7875
ITSN2	0.814333333333333
GIP	-0.2035
LOC89944	-1.0715
UBXD8	-0.538125
GYPE	-1.92733333333333
JAG1	-0.4245
RLBP1L2	0.065
HIST1H2AL	-0.03575
PAPPA	-1.5645
CYP4F8	-1.48775
TRH	-0.42025
DCTN3	0.674
NT5C	-0.6485
HTR3C	-0.0665
VPS41	-0.11825
KIAA0174	-0.4557
ANKS6	-0.877
MPV17L	-1.04283333333333
MT1M	-1.44433333333333
DTX1	0.239
LOC146325	-0.0331666666666667
ZNF639	1.2025
CACNG4	-0.5298
TNNC1	-2.3575
MGC27345	0.06325
CASD1	-0.1506
HOXD4	0.3805
SMC4	-0.0908235294117647
TTC35	0.9096
CTXN1	0.8665
RGS19	0.28275
SFRS3	0.0476666666666667
TRIM43	-0.26
HLA-DQB1	3.120625
NUPL1	-0.5032
NRAS	-0.6915
RPL22L1	-1.868
ZNF138	-1.06283333333333
FBXW2	-0.035
SIX3	0.5145
HDAC9	-0.388333333333333
OGG1	0.6145625
APLP1	-0.234833333333333
OR7A5	1.9985
DLX4	0.06875
TUBA1B	-0.348416666666667
CRY1	0.238125
C12orf29	-0.52325
MGC70863	0.0408636363636364
OR1D2	-1.02
C1orf25	0.383125
CUZD1	0.03775
PUNC	-3.577
SCAND1	-0.1025
MYT1	-0.622
MPND	0.315
GOLGA1	0.0118
ZBTB43	0.7685
VAPA	0.16625
C4orf36	-0.38725
STAP1	0.994
SLC34A1	0.80325
PIK3R3	0.14
TGM5	1.5245
USPL1	-0.1368
FBXO40	0.00333333333333334
BRF1	-0.1789
CCL27	0.6095
hCG_1657980	0.055
PFN2	1.333
MYBPH	-2.355
PPP1CC	0.69375
CDCA7L	-0.727
KCNB2	0.753
C20orf151	0.743
USP13	0.029
RCOR2	0.307
FBXW4	-0.087
WT1	-2.89933333333333
TAS2R46	-0.2625
STK38L	2.8675
LEPROT	-1.46275
DDX42	0.3515
TXNRD2	-1.734
TNFRSF4	3.2005
KSR1	-0.173
SLC27A1	0.0548333333333333
POU5F2	0.13075
SLC22A11	0.12075
C8orf32	-1.40116666666667
ZNF236	0.699071428571429
GABRB1	-4.066
LRRC29	-0.265
FBLN1	0.43675
MRRF	-0.228166666666667
RP1	0.273
MARVELD1	0.8235
AFF4	-1.0685
C17orf54	-0.02675
RAF1	0.92275
SUB1	-0.343166666666667
MRPS33	-0.06225
ZIC1	0.9667
ARL10	0.195
RAG1AP1	0.772833333333333
P2RX5	-1.9319
NCR3	1.05616666666667
LTB4R2	0.1955
HLA-DPA1	5.061625
FKBPL	0.935333333333333
JAKMIP1	-1.057
SNX4	0.84025
CD248	0.84825
CCR2	-0.063625
LOC401152	0.0883333333333333
SH3KBP1	-1.273
LMBRD2	-0.160642857142857
WDR51A	-1.05516666666667
SYT15	0.1229
SMOX	0.53225
NACAP1	-0.66425
DRD2	0.503666666666667
COPS2	-0.34275
FCER1A	1.33725
TMEM112B	-0.611
SUGT1	-1.3983
CALR	0.367625
DPY19L2P4	-0.317
ADRA1B	-0.3915
LTB	4.064
SNRPD1	-0.2045
NCAPG2	-0.892166666666667
KCNMB1	1.30833333333333
ITGAV	-0.168916666666667
LENG4	-0.423375
C13orf16	0.735833333333333
C20orf3	0.83575
PIP5K1A	0.580416666666667
PCNA	-1.178875
C1orf34	-1.11225
MMACHC	-0.263
BEST1	-0.0625
REV3L	0.1405
ZRANB1	0.5645
AVPI1	-1.6245
ATG5	1.065875
SARM1	-0.9655
RGS7	-1.153
HMP19	-0.126166666666667
SGTB	-0.3928
FEM1A	1.0006
C1orf122	-0.403875
MYCT1	1.5025
GM2A	0.49825
ZCCHC7	0.230142857142857
MYH10	-0.967625
DKFZp761B107	0.284
ADAL	-0.9165
OR10J1	0.09275
TMEM9B	0.813625
DNAJA1	0.26925
SCGB1D4	0.104
LRRC50	-0.023
PRKX	0.0085
NUDT14	1.091
PCTK1	-0.411909090909091
ARG1	-3.8115
KIF2C	-1.20025
GFM1	0.1215
RAB11FIP3	0.158833333333333
HBD	-3.21166666666667
NPR3	-2.3543
IRAK3	1.12216666666667
OLAH	0.0865
CYB561D2	-1.019
CNNM4	0.568
MYO5A	-0.8801
SIPA1L3	1.29775
ADAM10	-0.023
LIPA	0.82525
NAP1L4	-0.516
MRPS22	-0.33475
GNG4	-1.485
PSG5	-0.365
PPP2R2C	-2.0997
P2RY12	0.51375
SLC6A13	-0.14725
AGPAT4	0.0293
C6orf199	-0.081875
FAM53C	0.2105
TPM1	-0.479909090909091
PYHIN1	1.55733333333333
LINGO1	-0.731333333333334
CIDEC	1.34683333333333
CRIM1	0.2137
DHTKD1	1.26833333333333
ZNF546	-0.340916666666667
CD300LG	0.3079
SFRS2IP	0.253333333333333
FLNB	-1.056625
NOC2L	-0.7505
SPINK7	0.658
CRTC2	1.09475
HMG4L	-0.0525
C14orf162	0.65325
CCDC123	0.965125
HTRA3	1.9931875
SPTBN5	0.759333333333333
C1orf77	0.10025
TAF1L	-0.5145
WDR78	1.0185
WDR49	0.178
SIN3A	0.224
ECSIT	0.58
VSIG4	3.83
DIRAS2	-0.0425
TXNL1	0.0755
MTERFD3	-0.13025
CCNYL1	0.72325
CISD2	-0.112333333333333
OR5C1	-0.14
OBSCN	-0.426375
GBA	1.6075
SLC9A11	0.5495
C6orf64	0.983666666666667
ESD	-0.6955
CYYR1	2.75916666666667
PNRC1	1.3735
FCAMR	0.1385
PPIA	-0.8165
VDAC1	-0.72875
TRIB1	1.939
NT5C1B	0.0398333333333333
CLDN17	0.28675
ICOSLG	0.730375
RGR	0.018
DSG1	0.119
TMEM27	-1.28875
C1orf69	-0.41375
PRAP1	-1.29325
DQX1	-2.5745
C20orf46	-2.12927272727273
NHEJ1	-0.096
DNAJC18	-0.667
MANEAL	-2.908
MTBP	0.21925
S100A6	-0.705
ABHD7	2.2945
NEDD1	-0.946
TINF2	0.303
SLC7A10	1.731
KIAA1875	-0.679166666666667
TMEM20	-0.43425
COX19	-1.1395
SPRR1A	0.236166666666667
SCEL	-0.3765
CCDC70	0.1605
CRISP2	0.688
ILF3	0.0944444444444444
NTRK3	0.804833333333333
B3GNT1	-0.410666666666667
LARP6	-1.75233333333333
FBN1	-0.5016
ZNF621	0.48725
JOSD1	0.9476
SNX14	0.135
INHBB	3.2305
TBL2	0.05
GUSBL1	-1.23533333333333
TXLNA	-0.364666666666667
PEX6	-2.20666666666667
DDEF1	-0.246833333333333
TMEM187	0.089
AIP	-0.133125
MCEE	-0.51125
LGALS14	0.0395
TNFRSF13C	0.38575
CTNNA3	0.112333333333333
HSDL1	-1.398
LAMA5	-2.05633333333333
KIAA1853	-0.32525
PMS2L11	-0.433
AKAP4	-0.59
DIS3L2	0.03175
ZNF292	0.9215
TBX15	0.806333333333333
CTCF	-0.4094
FAM19A3	3.0525
FUT10	-0.5345
KIAA0746	1.3485
KRT81	1.7
ALDH3B2	0.95
MOGAT2	-0.861
M6PR	0.7245
COASY	-0.820166666666667
CCND3	-1.26642857142857
LAMC1	-0.61475
CLASP2	0.773071428571428
EIF2AK3	0.9795
SMYD2	0.55
PBX3	-0.55925
TMPRSS2	-0.642166666666667
OR10R2	0.1575
ZNF761	0.2255
MED30	1.44625
ZNF629	0.3305
CORO6	-2.16025
FLJ10154	-0.102833333333333
FAM123B	0.3315
ANGPT1	-1.9971
MED23	0.471
LOC255374	0.99
SEMA6A	-1.4593
HSD11B1L	0.9445
GMEB2	0.122833333333333
PSMD14	0.106
FLJ10213	-2.3635
PDCD2	-1.1235
MAST1	-0.20875
EPHA1	0.3145
XCL2	1.94925
EIF4G1	0.4945
UBE2D1	0.9781
RAB39B	0.572333333333333
IDH3A	-1.30183333333333
CREB5	-1.929625
FLJ21511	0.9825
ANGPT2	1.40583333333333
RANBP3	0.6013
DYRK1B	0.905
HLA-DRB6	0.2125
FLJ11292	0.166
NMRAL1	0.0825
ATP6V0A4	0.686833333333333
FGFRL1	0.917
GZF1	0.2105
TMSB4Y	-0.5385
RBKS	0.23325
PHLDB1	-0.155375
SEC23A	-0.621333333333333
MLX	0.4988
TPD52	1.17525
CPNE8	-0.493666666666667
DACH2	-0.564
PSMA4	-0.518642857142857
C1orf149	-0.0825
PGM2	0.34075
ROCK1	0.571785714285714
TAGLN	0.9969
PTPRK	1.41783333333333
TPSAB1	4.1485
GPR82	0.339333333333333
ZNF45	0.456375
ZNF610	2.04775
TK1	-0.223555555555556
LETM2	-0.429
KLF1	-2.63925
SAP30L	-0.016
KCNK2	2.20483333333333
SORCS1	-2.28333333333333
VEZF1	0.512625
DNM3	1.04725
GIT1	1.287
OR4K1	0.321
LSM11	-0.5067
C7orf10	-0.271833333333333
MMP28	0.1785
ZNF394	0.02075
DPF3	-0.293333333333333
FAM35A	-0.15425
ODF2	0.3925
TREX2	0.10475
EPB41	0.0458
PRKRIR	-0.666333333333333
MED4	0.04925
C11orf21	0.814666666666667
ECM2	2.5225
SHCBP1	-2.0724
TRABD	0.0556
COTL1	-1.1204
CLEC3A	-0.398
TNC	-2.88325
ZNF659	-0.7745
C22orf30	0.6675
C13orf7	0.639
PPP1R12B	-0.1525
SOCS7	1.129125
MARCKS	1.43708333333333
SACS	-0.520076923076923
TTLL12	-0.03475
PPARA	0.0351
LAYN	0.212333333333333
FAM83G	0.4055
MOSPD3	0.4125
PSMG3	-1.1391
ATP1A2	-4.26825
KIAA1702	1.609
FAM12A	0.1165
PLEK2	0.35375
TG	0.477
OPTN	0.45375
HDX	0.7215
MAPKAPK5	0.3515
DGKG	0.3575
AFAP1L2	1.002125
C14orf49	-0.3785
ZFP91	-0.23
ZNF428	0.96425
OR5B12	-0.132
IFNA17	-0.032
BTC	0.30975
MAP2K5	-0.614833333333333
TADA1L	0.03925
IGF2	-3.21425
PROK1	0.53175
ATAD2	-0.882923076923077
DMN	1.419
NPEPPS	0.284863636363636
SLC2A12	0.174
CD80	0.865375
GPR77	-0.1505
PHF6	-0.290666666666667
FAM47C	0.2685
HOMER2	-0.939833333333333
C10orf91	-0.58275
DNMT1	0.297625
HTR1B	0.159
SMARCD2	0.93275
BRIP1	-0.444833333333333
WIPF2	0.614863636363637
ZNF283	0.6205
PLXDC2	2.70258333333333
SBF2	-0.292166666666667
CDH9	-1.07025
SLC7A5	-0.605
DLG7	-2.01666666666667
T	0.0115
NFIB	4.42228571428571
CAPRIN1	0.6335
ETFDH	0.00125
SLC15A1	0.0858333333333334
LRCH2	-0.179
GSPT2	-1.51416666666667
NAT9	-0.14075
MB	-2.260625
LIFR	-1.0007
ZC3H12D	-0.4695
CYP4Z1	3.04025
DMBT1	-0.69225
KCNAB2	-0.33225
MXI1	-0.629166666666667
EIF4A1	-0.6768
SPTLC2	0.1845
TTC28	-0.802125
MAGI2	1.27225
EXPH5	3.193
PERQ1	0.102375
NLRP2	-2.669875
NELL1	0.95
MAP3K2	0.0151
IFNK	-0.0625
PCDH19	0.190625
LEPROTL1	-0.32625
CLINT1	-0.497
C2orf54	0.1035
POLE2	-1.297
SLC16A13	0.232666666666667
NIN	-0.2403125
PLCL1	-0.4985
DDIT3	-0.77075
GPR152	0.0745
HOMER1	0.1075
MCM9	0.00900000000000001
OSR1	3.08683333333333
BPIL1	-1.155
CHRNA4	-0.223
HSPA5	-0.8128
RAB40A	-0.401
ALDH8A1	-0.3164
PRRG2	-0.1885
RALA	-0.2184
SAP30	0.220875
XPA	0.31775
ZBTB9	0.656166666666667
SPDEF	0.803
APOBEC3H	1.45
GNPTAB	0.00249999999999999
ABCC10	0.24925
INSL4	-2.4935
PFDN6	-0.5915
RPA1	0.69225
TROVE2	-0.06225
C12orf35	0.379125
PLEKHM1	0.617166666666667
FNDC3A	-0.800666666666667
MGC61571	0.44875
WNT10A	1.13525
SPIRE1	0.396666666666667
MICB	-1.57735714285714
ST8SIA3	-0.7902
MYL7	-2.1655
IAH1	0.0415
MBD3L1	0.00724999999999999
KHDRBS3	-0.01825
