Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
PURG	-1.20733333333333
DEFB126	1.42975
PKD1L1	0.3215
CAV1	-1.5811
GNPDA2	1.023
DGAT2	2.362125
NLGN1	-3.622
STRBP	-0.093125
HPRT1	-0.127833333333333
FANCI	-1.305
PSMA7	0.234375
DBF4B	-1.06433333333333
TTF1	-0.4635
RAD54L	-2.155
ELOF1	-0.26525
PLAGL2	-1.042875
ZNF256	-0.08525
HMGCL	0.5145
MSI2	-0.393166666666667
RPESP	-1.549
C11orf60	-0.38025
ABCD1	-0.2895
ACAA1	0.3303
SPARCL1	5.1635
IL6ST	2.1527
ZNF319	1.086
TMEM109	-0.3388
FAM90A1	-0.566
IL22RA1	-0.523
ATP4B	0.3875
TEC	-0.643833333333333
C7orf30	-0.92275
TXNDC2	-0.632333333333333
ABCB4	-0.3525
KIAA1191	0.4895
C9orf38	0.1995
SFTPB	-0.163875
CNTNAP2	1.36691666666667
FRK	2.3425
TBX19	0.06125
CHD4	0.2115
C6orf26	-2.48516666666667
MOSC2	2.1055
IKBKE	1.41675
HIF1A	-2.06083333333333
LOC595101	-0.672
RELA	-0.1645
TMEM16B	1.45016666666667
ABHD12B	-1.61475
TSEN34	0.91675
KIF18A	-1.22525
TXNDC9	0.226666666666667
SPATA2L	0.009
SEMA4G	-0.7055
C21orf91	-0.069625
MATN1	-0.5585
KCNIP4	-0.115666666666667
TUSC1	2.042375
OR4C15	0.2595
ARMCX6	1.01258333333333
WBSCR27	-0.4695
OR52I2	-0.0935
KIAA1604	-0.48725
DYNC1I1	-1.46425
PPP4C	0.04
SLC47A2	-1.84
TREH	0.181375
CD48	2.28666666666667
ST14	1.40966666666667
PKN1	-0.0945
SPON2	2.5565
XBP1	3.29433333333333
SFRS12	-0.407166666666667
EFCAB6	2.27975
SELT	0.5985
SLC39A2	1.5545
ERF	-0.865166666666667
ARL3	1.551375
SURF6	-0.8037
MLLT10	-1.25566666666667
FLJ11171	0.573833333333333
TDGF1	-4.57083333333333
ERCC6	-0.122
EIF2AK4	0.978
BAZ1A	-0.00333333333333334
LRRN3	-0.0231666666666667
TMC3	0.1165
EFTUD1	0.3235
PTPRO	1.2805
CLEC12A	0.137875
ACBD4	0.300125
ZDHHC14	-1.326875
OTUD7B	1.356375
ACTB	0.7504375
MSRA	0.884375
LCE5A	0.7255
IFI35	1.438
BSCL2	0.1175
ANKRD12	-0.418833333333333
CFHR2	0.30575
RGAG1	1.34066666666667
HSFY1	0.6045
SLC30A5	-0.0761666666666666
IMPG1	1.082
GPR109A	0.993
ZNF185	0.7085
IYD	2.79325
NPCDR1	0.5955
SERPINA13	-0.4095
HMGCLL1	1.67025
NEUROG1	0.7515
UBQLN1	0.0898125
LIN37	0.25375
SOCS2	-2.6295
DSCR4	-2.1905
XKR6	-1.9225
GPR142	0.986
KRTAP13-3	0.402
CCDC15	-0.588166666666667
MOS	-0.1115
CD1E	-0.995
OFCC1	0.1895
FAM83D	-1.19875
SRFBP1	0.27825
C9orf96	-0.307
DHDH	-0.74075
CCDC90A	-0.1685
RABL3	0.82175
CD320	-2.021
ANGEL2	1.1855
MRPL21	-1.1325
SMG6	0.174333333333333
INSR	1.4256875
FLJ14816	-0.558
GLRB	1.64266666666667
C9orf89	1.31525
CIZ1	-0.429375
URG4	-0.0483333333333333
LRDD	-1.728
CBY1	0.888333333333333
NFX1	-0.00275
MTERFD2	-0.243142857142857
C19orf23	0.2595
PGC	-3.002
IER3IP1	0.0489
RASAL2	1.25
C1orf89	-0.55475
SYNJ1	-0.754875
NFKBIE	1.26075
FLJ40125	-1.23766666666667
TCEB2	-0.2099
NOG	-1.9295
POLR2J2	-0.545333333333333
HLA-B	3.58025
PCDHA1	1.329
PPP2R2B	-1.1125
ARHGEF17	0.337666666666667
TCF7L2	1.17921428571429
CHD5	-0.532333333333333
ZNF431	-0.7855
TBC1D25	0.559
ZNF800	0.37275
SCUBE2	3.40781818181818
MYCBP	0.0691666666666667
GPX5	0.122
C6orf129	-0.202666666666667
QSER1	-0.291166666666667
ULK2	1.897
PIGO	0.6845
NRCAM	-1.921
SLC35E3	0.317
CSRP2	-1.526
HYPE	0.515
MAPK15	0.290166666666667
MGC14327	-0.16875
TIMM13	-0.290833333333333
ZNF462	0.706
GBA3	1.312
TEX13A	0.287
MCM6	-0.363666666666667
MTRF1	-1.026875
ABCA7	-0.7655
EIF4A2	-1.1145
ZC3H10	0.9249
RPGR	-0.406166666666667
C20orf94	0.51125
RP1L1	-0.02775
GPR125	-0.0585714285714286
USP22	0.194571428571429
OR1L4	0.3815
MLZE	3.847
FLJ32065	0.2775
PTCD1	-0.459
CRTAC1	0.3635
BXDC2	-1.388
C18orf1	1.11183333333333
FAM107A	0.913071428571429
EFNA3	-0.8005
P18SRP	0.0068
CAMKK2	0.631916666666667
KIAA0649	-0.54225
NES	-0.272166666666667
HS6ST3	-2.5765
PON2	-0.09125
TCP11L2	-0.26925
CLEC4A	2.4815
PRR12	0.1075
MLXIPL	-1.5116
C2orf50	1.09
ZNF28	0.0675
ENC1	0.979333333333333
MAP2K1	-0.52325
FKSG2	1.0045
KIAA0430	0.3435
PTP4A1	-0.786944444444445
GPR156	0.626
GTF3C6	-0.6385
UBR2	-0.1634
LOC388272	-0.68
MAK	0.973833333333333
ACOT4	3.06025
STC2	-0.633583333333333
PIGW	-1.4985
SAE1	-0.3795
COL6A1	1.14059090909091
OAZ1	0.640666666666667
STMN4	1.41283333333333
EDG3	0.867666666666667
SGCE	1.11316666666667
IL11	-1.64733333333333
PRSS8	1.77625
YIPF5	0.745083333333333
WNT4	4.1415
CSN2	0.28
TCF7	-2.473375
TDO2	3.93275
SAMD9	1.2545625
S100A7A	-0.0645
MMRN1	3.089
GKAP1	0.61975
AKR1C3	-0.018875
RNF19A	1.202
GMDS	-0.9235
YKT6	-0.67775
SPARC	1.8912
C12orf31	-0.445
UBE2V2	-0.174833333333333
FBXL18	-0.538
KIAA0460	1.69925
ADAM22	-0.436375
SERPINC1	-3.8425
KCTD21	2.27725
MYOHD1	-1.5615
ZNF37A	0.241166666666667
GTF3C1	-0.119166666666667
CTSZ	2.406
PRNPIP	-0.85025
DRD1IP	1.03025
NR1I2	-2.121
ZNF266	-0.6033
SPAG4L	0.416
COX4NB	0.047
SAPS1	0.3155
APOA1	-3.82025
TATDN1	-0.485166666666667
C10orf82	2.63125
KPNB1	-0.56675
FOXO3	0.425333333333333
CRYBB2	-1.3545
ZBTB5	-0.274
SLC25A38	-0.5745
DCTN2	0.00933333333333333
IFT20	0.4355
CTHRC1	2.75925
C1orf31	0.4405
UHRF1	-0.0138125
GPC6	-0.07125
C10orf54	1.6115
MCF2L2	-0.201
WNT9B	0.195125
OLA1	-0.4265
FAM120B	-0.30425
TTLL10	-0.1605
CYorf15A	-5.343
RELN	-1.9196
SCN2B	0.3815
MFHAS1	0.46275
NKX3-2	-1.115
RASGRF2	-0.1875
SSBP1	-0.743833333333333
KPNA6	-0.122571428571429
LOC389118	0.1365
HS3ST4	-1.6866
SUPT7L	-0.050125
FLJ32658	-0.0745
IGFBPL1	-0.772
KIAA1641	-1.0739
SHKBP1	-0.204333333333333
CSF1R	4.558
NAGK	1.45375
MYL2	0.942
HIST1H4C	-0.496833333333333
TOMM7	-0.4395
ADAMTSL3	3.7202
TNFSF14	-0.075
PRRT2	-1.3105
VTA1	-0.854375
AOAH	3.69533333333333
CRISPLD2	1.76492857142857
PNN	-1.1121
TA-NFKBH	-0.4855
ESPN	0.706
RBM43	0.826
KIAA1267	0.41475
DDX3X	0.101611111111111
KIAA1576	-4.5905
PLXDC1	4.0945
FLJ25801	-3.181
HNRNPL	-0.15075
RUNDC3A	0.369833333333333
CASP12	0.202
SH2D5	-1.66275
RPL26L1	-0.229
OR51A7	0.4185
HDC	3.668
C2orf16	-0.248
SYTL3	1.305125
GOLGA4	0.3361875
NOTCH1	0.151333333333333
ATPAF2	0.4085
ECD	0.63625
SSX5	-2.06816666666667
SNAP91	0.31475
OCA2	-4.8235
PNPO	0.258166666666667
DAPK1	0.004
PINX1	-0.742333333333333
SELENBP1	1.288625
NEK3	-0.08725
TMED4	0.123428571428571
SSTR4	0.2655
FOSL1	-2.7318
CD40LG	0.8935
CES1	-0.68525
DCI	0.1875
B3GAT3	-0.837166666666667
STK17B	0.3345
CNTN6	0.098
CYP3A4	-1.48083333333333
MBOAT2	0.783
PISD	0.45325
USP1	-0.55675
PYDC1	2.24866666666667
CENPM	-0.8875
SAR1B	0.3475
TTC7B	0.214625
DP58	0.2245
GPC1	0.62375
RBL1	-1.300375
TMEM137	-2.2735
TOB1	0.871583333333333
TCEAL1	1.55833333333333
CENPF	0.595
C6	3.83633333333333
PRSS1	-3.4675
PPIL6	1.314
C6orf124	-1.035
ODZ4	1.42183333333333
SNCB	-0.47125
NDUFB9	0.06225
CNOT6L	0.893333333333333
S100A9	0.513333333333333
TRIM50	0.5955
KCTD1	2.3616
WDR63	0.3595
SPEF2	1.932625
RNGTT	-0.233166666666667
CXorf22	0.256
KCNK16	0.445
CEP250	-1.0005
ATPBD1B	-0.185
KCNJ2	3.15625
MT1B	-0.5935
ZNF684	-0.3835
SLC4A1	0.2375
PDHA1	-1.04575
ZNF492	-1.4405
TKT	-0.8475
BYSL	-0.762
RNF38	0.345125
AHDC1	0.647
KLHL2	0.324375
CMTM8	-0.0715
DMP1	-0.521
HERPUD2	0.21025
CRTAM	3.88866666666667
ZNF572	0.73175
TMEM16J	0.1675
HSD17B2	-3.104
UBE2G1	-0.139375
AHSA2	-2.62275
PELI2	-1.069
TPX2	-1.292875
ATP9B	0.7885
DAZAP1	-0.00712500000000001
HMGCS2	3.15883333333333
C17orf38	0.42675
B9D1	0.3595
NKX2-5	0.3725
KIAA1276	0.86525
LILRB2	3.502
CSTF1	-0.417333333333333
BTN2A1	-0.417
C15orf48	4.34575
IGF2BP3	-4.4925
FAM113B	0.3625
HRG	-0.184375
ZNF131	-0.7895
USP47	0.637
CCDC88B	-0.033625
HCN1	-0.7166
HTN1	-0.736
SYCP3	-0.36275
C13orf23	-0.6423
PAPOLA	0.1563125
AATK	0.8276
MSH3	0.0923333333333333
NDUFAB1	-0.84025
ITLN2	-1.6495
BAK1	-0.4715
MRPL45	-0.532666666666667
MTNR1B	0.067
LOC645843	-0.2855
SPECC1L	0.32375
PGCP	1.338
SPN	-0.5525
GPR143	1.17616666666667
ZNF576	0.192
TMEM39A	0.217
ATP5D	-0.372833333333333
MAGEB3	-2.296
RPS5	-0.625
ANP32E	0.376285714285714
MTMR1	0.22375
YEATS4	-0.84725
SYNGAP1	-0.1525
PCOLCE	-0.364833333333333
MNS1	0.262
PCYT2	-0.789833333333333
ZNF182	-0.497
LAX1	1.62275
SPPL2B	0.3505
ELOVL5	1.6903
PCDHAC1	-0.16
B4GALNT1	-1.51183333333333
BLOC1S2	0.962375
ZNF673	-0.7046
ARHGAP21	-0.277
IRX5	3.554625
LRFN5	0.383
FAM7A1	0.42875
RAB19	0.4145
GINS1	-1.4545
ITM2B	1.5734
PAPSS2	1.53508333333333
OR5BF1	1.0995
ACSL3	-0.140875
KIAA1919	-1.5555
GLT8D2	2.311875
UTRN	0.420142857142857
CNN1	0.5095
HISPPD2A	0.325
SDAD1	0.028375
SIGLEC9	1.76983333333333
RPL35	-0.128071428571429
C22orf26	0.684
IMPDH2	-0.695
WDR69	-0.811
SEC14L5	-0.690833333333333
CLTA	0.37875
RP11-529I10.4	0.6255
GPR37L1	0.225166666666667
OGDH	-0.438833333333333
ASB13	0.3595
ZFP14	0.08475
ZCRB1	0.114166666666667
KPNA3	0.76525
HSPA1L	0.61175
RHOC	0.65825
LOC554175	-0.437
PPP3CA	1.3288
SLC1A7	-0.2131
ZNF529	-0.9015
RBED1	0.52575
DDB2	-0.99775
FLJ11286	0.734666666666667
SPATA1	0.395
MKNK1	0.309833333333333
DYSF	0.912
ALKBH2	-0.2675
NKD1	-3.201
C1orf174	-0.093
PLEKHO1	0.504833333333333
ASB10	0.3675
RING1	-0.4285
NPC2	0.90475
AVPR1B	-0.2285
YTHDF1	-0.0651666666666667
LMAN1L	0.522
GSG2	-1.298
CEP170	0.4139
RPS4Y2	-4.6465
MSH6	-0.249
HECTD2	0.3545
ZNF556	-1.13883333333333
PLEKHC1	-0.9072
AIRE	0.179666666666667
BCL2L10	1.66975
LMOD3	-0.0482
ZBTB8	0.3552
FOXA2	-4.1694
SLCO2A1	2.21625
C3orf46	-0.146
PRDM16	-0.2515
TMEM98	1.6215
FRMD5	-2.4625
PDE6C	-0.4295
C1orf216	0.1815
EP400	-0.165928571428571
PTK2	0.5
RNF217	0.10925
NDUFA8	0.3635
ZFAT1	3.27225
LAMP3	3.16166666666667
GLTSCR2	0.434875
NPW	-1.874
LLGL2	-0.5248
PPM1K	-0.573833333333333
C20orf177	-0.526
KIR2DL4	0.4944
NFKB2	0.501
C21orf122	-0.585666666666667
HESX1	0.058
GPR114	1.1045
SLC25A35	-0.171
GNAT1	0.01525
ORAI3	0.444
FAM76B	0.774375
TMEM99	1.2621
TRIM29	-0.4955
CDS1	2.86475
RHEB	-0.11
C4orf27	0.260333333333333
RAB3A	-0.43225
OTUD6B	-0.7155
GPD1	2.588125
CDH15	-0.666666666666667
NPM1	-0.752642857142857
TMEM117	0.36925
PRPS2	0.0621666666666667
GCK	-0.516
ADRA2A	4.5375
TSPYL4	-0.406666666666667
TASP1	-0.3155
WDR19	0.17625
C10orf38	-1.668
PDE4C	-0.770833333333333
FYB	1.07416666666667
C1orf55	0.8115
PPFIA3	-1.2125
RAD18	-0.251
C12orf44	-0.1785
CRYBA4	0.5705
HVCN1	1.117
TAF10	-0.162166666666667
C16orf48	-0.230666666666667
DEPDC5	0.840833333333333
LTBP1	-1.324
MAPRE1	-0.084625
FGF8	-0.2415
C3orf52	0.412
SENP7	-0.0261666666666667
LRRK2	1.76925
RUNDC2A	0.588166666666667
KIAA0355	0.354
CPEB1	-1.6085
PPEF2	-0.056
ABI2	-0.0833333333333333
KIAA0317	-0.298875
ATF1	-0.364166666666667
DYNC1H1	0.591
DIP	0.93225
TMEM33	0.333777777777778
POLDIP3	0.0535
C7orf24	0.00425
GPR171	3.5325
CDC6	-1.74833333333333
PLD1	-0.00570000000000002
ITFG2	-0.4321
NDUFC1	0.716
AKNA	-0.522
NBR1	0.3145
PKHD1	0.436625
HPS4	0.0867
MAFA	0.652
ULBP3	-0.58125
DIRC1	0.3095
IMMT	-0.58575
C22orf13	0.212083333333333
CEL	0.3995
MARK3	-0.50375
ADAMTS2	1.07358333333333
ARPC3	0.304166666666667
TMEM10	0.131875
NPHS1	0.326
BRD8	-0.354333333333333
WDR12	-1.63
IDI2	-0.13575
HOXD13	-2.1395
OR8G2	-1.283
SLAIN1	-2.983
GABRQ	-0.5115
NR2C2	-0.9
NKTR	-1.0199
TLE2	1.926
KIAA0892	-0.544833333333333
AURKA	-1.81909090909091
GPRC5C	0.269333333333333
TBC1D9B	0.48025
PNPLA6	-0.231
AP3B1	0.105
NAG	-0.081125
C11orf68	-0.8995
AKR7A3	0.92575
AHCYL1	-0.407916666666667
COP1	1.601
RPP14	-0.235583333333333
PCDHB18	0.1845
CDH24	0.7235
KRT17	-0.9615
LACTB2	-0.4635
DDX24	0.3504
PHACTR1	-2.16616666666667
SLC35E2	-0.3735
LOXL1	0.30125
IQSEC2	0.474625
RGSL1	0.573
PCDHGC5	0.594
MEGF10	-0.8535
PRRX1	1.1015
ASTE1	0.7695
C6orf159	-1.39775
MYOD1	0.75975
GAA	0.9905
ZNF747	0.17375
KLRC1	-0.537375
IL1RL2	0.004
GDF9	0.0235
GPR119	0.404
TRAF2	-0.302333333333333
HCK	3.91833333333333
BMP6	-2.32
IL8RA	1.521
FLJ35848	-0.821
EFHA1	0.3545
CDSN	0.707666666666667
C14orf54	-0.63
LSM3	-0.341
ZFP41	0.415
C9orf126	-0.9855
VIT	-2.206
SPCS3	-0.59225
DEF8	-0.6851
CHAF1A	-1.15966666666667
C1orf165	-0.1005
ZFPM2	0.906333333333333
FTH1	0.19675
SLC35F1	-1.47175
YWHAH	1.0415
C17orf66	0.377666666666667
ADRB1	2.1935
FOXL1	-0.466
RG9MTD3	-0.150666666666667
UMPS	0.117875
MGC13008	0.253
KIAA1161	0.225
CCDC77	-2
C12orf65	-1.1307
COG4	-0.414666666666667
RCP9	0.59775
RP4-692D3.1	3.71933333333333
CDC2L5	0.11225
MGC7036	0.834666666666667
DNAJC11	-0.3625
GDF2	-0.135166666666667
TIMM17A	0.928
HNRNPA0	-0.0965
OR2H1	-0.04525
PCBP1	0.11575
COL23A1	-2.268
LRRC2	0.266785714285714
NSD1	0.185857142857143
FLJ37078	-1.345875
WDR91	-0.470166666666667
TMEM179	-0.329
DSCR10	-0.836
CNDP2	0.2108
FYN	-0.4775
BEX2	-0.0503333333333333
KCND3	0.57975
YPEL5	1.6115
LRRC42	-0.260833333333333
C17orf45	-0.520375
ZNF649	-0.0656
LOC150763	1.205375
COL5A2	2.63541666666667
CNGA2	0.1015
ELA2B	-0.845166666666667
RAB9B	0.75525
FAM100A	-0.13625
NAIP	0.723285714285714
MYOZ2	-0.276125
SPATA12	-0.2865
XRCC4	-0.31525
CYB561	0.9718
CHST10	-0.1585
BAI1	-0.546
BRSK1	-0.101333333333333
C17orf89	-0.078375
PDE6H	-1.2015
FLJ20309	0.5232
MAP7	0.727875
SCN4B	0.70825
SPAG9	-1.0221875
SERTAD1	0.728
FLJ21963	-0.1935
ANTXR1	-0.00629999999999995
TMPRSS13	1.87916666666667
ETV7	4.27683333333333
DGAT1	0.323666666666667
NKIRAS1	1.08483333333333
TAC3	-3.9745
CORO1C	-0.25225
RAD54B	-0.53875
HRASLS3	1.89616666666667
C21orf42	0.47525
BARD1	0.3475
ZNF177	-0.598333333333333
MIP	-0.201
ZNF442	-0.0025
F2	-4.0753
GRIA1	0.091125
GALNTL2	1.483
WNT5A	0.2341
LENG9	0.2295
hCG_25371	-1.3615
FOXR1	0.134
TRA@	1.317
PWWP2	0.7365
C1QTNF7	1.46183333333333
SLC7A4	2.93225
C4orf7	2.42125
C17orf80	-0.687833333333333
KLK4	0.767833333333333
IL31	-0.6755
TMEM176A	3.79975
CTNNB1	0.7986875
BHLHB2	0.43
TMEM185B	0.582166666666667
ARD1B	-0.53675
C1orf93	0.9725
BRUNOL4	-0.202666666666667
LOC541469	-1.23091666666667
UPK2	-0.28975
GAS8	0.641166666666667
PATE	0.344
IMPACT	0.158375
WNK4	-1.86533333333333
HNRPLL	-0.38125
GAD2	-0.187
ITGA6	0.23975
BMP15	0.5025
CYP2A7	3.4695
RIC8A	0.50525
CCND1	2.31783333333333
USP35	2.5105
DSCR2	-0.9725
CCL4	4.5025
ZCCHC10	-0.006
NOL11	-0.86325
TRPM2	1.19108333333333
PSMD2	-0.420272727272727
CHTF18	-1.6165
USP18	1.882
RRAS	0.360625
LAMC3	-0.617
TOX	-2.276
PCDH15	-0.285
GABRG3	-1.82275
NUDCD2	-0.17025
SGCZ	-0.019
KCTD17	0.6157
SPSB2	0.4605
TPPP3	3.348
CILP2	1.10566666666667
CALB2	3.430875
CEBPZ	-0.750333333333333
ZNF479	-0.413
FMOD	5.33883333333333
C21orf66	-1.26864285714286
CLN6	-0.1965
ANAPC1	-0.594625
SH2D3C	1.42775
PTPN14	0.9144
TRIM42	-0.085
APTX	0.184
SNRPG	-0.680166666666667
BMS1	-0.52125
MAGEA3	-4.1765
NFATC3	-0.597916666666667
LRRC45	0.299666666666667
ARS2	-0.330785714285714
LRIG1	1.69316666666667
EPSTI1	2.1495
PRSS27	-0.317
ERC2	-0.745125
PRKACB	-0.463142857142857
PRDM13	-5.714
HCG27	-1.3245
KLK12	-3.9185
HSD17B7	1.283
ZNF354A	0.39925
PCDH11X	-0.319
DMGDH	0.428
PCBD2	0.509833333333333
TMC6	-0.85825
RIMS1	1.179875
SF3B2	0.355333333333333
RCN1	0.510166666666667
CPB1	0.94125
BCAR3	-0.54125
FCRLB	-0.000500000000000014
PAK1IP1	-0.86425
OR10H1	-0.0685
KIF9	0.645
PITPNM2	-0.89025
L3MBTL4	-0.2695
TGFB1	-0.5605
ZXDC	0.25825
SLC6A16	-0.33125
SRrp35	-0.45475
LRRC8E	1.9905
PPIAL4	-0.670083333333333
EOMES	2.53716666666667
PAX2	-0.00950000000000001
SCARF2	0.237875
PSEN2	2.15841666666667
PCDHB13	-0.3455
C10orf28	-0.128
DHRS7B	0.9295
C1orf131	0.65825
ASB1	-0.5696
ZNF223	0.123166666666667
LCMT2	0.729
MEP1A	-0.97975
TMEM53	0.63575
RSPH3	0.408
C10orf33	-1.3315
LOC644285	-0.065
PTPN9	0.510666666666667
ABCA12	1.8195
CCDC37	-1.4225
RUNDC1	0.6104
YES1	-0.600333333333333
FAM120AOS	0.90075
OR5M3	0.195
PPP1R3F	0.131166666666667
IL13	0.0761999999999999
MDFI	-1.036
PRNT	0.078
ZDBF2	0.7305
OR10C1	0.157333333333333
CLIC1	-0.1015
LILRA5	1.4855
CSAG1	-2.747
TREML2	-0.273666666666667
FAM125A	-0.0475
ZNF74	-0.77725
FAM104A	-0.417125
LRRC39	-1.1205
SAMD5	0.13675
HYAL2	0.3785
HIST2H2AC	1.084625
IGFBP5	0.150086956521739
NRTN	-1.04766666666667
KIAA0556	-0.0422
FAM29A	-1.749
JMJD2A	0.7215
EPHB1	0.8135
POLD4	2.506875
ANAPC10	-0.51925
LRRC36	0.96075
MEGF6	-0.17325
LPHN3	-0.190666666666667
BMP10	0.334833333333333
C21orf55	0.0265
CREM	-0.125133333333333
PTGER4	0.6315
METAP1	-0.91875
KCNQ1	2.62383333333333
NR2F2	1.256
SSFA2	-0.662083333333333
CTTNBP2	-2.56075
BCL2A1	-0.849375
ZBTB24	-0.996
SLCO6A1	-1.432
PRDM1	0.6265
OR7D2	-0.598333333333333
CCDC47	0.000700000000000001
LOC646982	-0.17
SLC26A6	-1.06116666666667
BIN1	-0.126
SRRM1	0.101214285714286
PCSK1N	0.192625
ALS2	-0.0767
ECT2	-0.590842105263158
CACNA2D2	0.87775
DOCK6	-0.6185
C10orf119	0.024
FATE1	0.37875
DUSP23	2.683
TRIP6	0.662785714285714
NUP35	-0.44125
CDH3	2.8025
KLHDC8A	0.81275
C9orf116	1.3565
EI24	-0.435
CENTD1	1.88533333333333
RWDD2B	-0.095
DOCK1	0.8455
NPAS2	0.84525
NR3C2	1.57416666666667
FAM63A	1.96141666666667
INPP5F	-0.410166666666667
FAM111A	-0.7528
MYBL1	-1.00958333333333
IQGAP3	0.952666666666667
CRADD	-0.291833333333333
DUSP12	-0.00200000000000001
PDZK1IP1	3.732
VASH2	-0.179
CTR9	0.45525
VIL1	-4.378
OR8U1	0.962833333333333
CCDC107	0.909
PTTG1IP	-0.1825
OR4X2	0.411
COL9A1	-2.5005
PSMD9	0.2915
ZFP62	0.144
TIP39	-0.016
PARP15	0.643
TTC19	0.602
C1orf114	-2.06666666666667
GFPT1	0.183
SLC27A6	-1.92525
MRPS10	-0.587
CALML5	-0.639666666666667
TRPM7	-0.35025
CGNL1	1.679875
CECR1	1.18275
SERPINB8	-0.330666666666667
TMEM102	0.89775
PDIA2	-3.6535
NUCKS1	1.39116666666667
HOTAIR	-2.65275
EBI3	0.9465
NXN	0.31675
ZMYND19	-0.6495
FOXJ3	-0.565
EIF5B	0.0863
EIF2B4	0.0903333333333333
LEO1	-0.1365
ZIC5	-2.0585
IL20	3.19783333333333
KIAA0415	-0.4645
FLJ37357	0.427
TSPAN12	0.507
ACTR3B	0.08275
TFAM	-0.3125
IL17RD	-0.21475
PARP12	1.25825
KLHDC7A	0.4475
KCTD4	-0.3082
GTF2H1	-0.33525
FLCN	-0.482166666666667
BIRC4	1.079125
LOC790955	-0.664
VKORC1L1	0.07525
CYP4F22	-0.142666666666667
TAS2R5	0.2465
ZNF582	0.7805
HS3ST3B1	-0.38525
CTNS	0.192
STK36	0.533833333333333
MMD2	-0.06025
RP5-1103G7.6	0.429
FLJ23356	0.73
CRH	0.66925
C1orf182	0.376333333333333
ACP5	2.32633333333333
AMFR	2.0074
CA4	-0.64
PLCB4	-0.2985
MPHOSPH10	-0.6375
UNQ473	2.378
G3BP2	0.0729166666666667
SR140	-0.746833333333333
HOXA2	-0.558
PYGB	-0.9025
BAT1	-0.592666666666667
DKK3	-0.497333333333333
DDX31	-0.737125
TULP1	0.02575
NHLRC2	0.63075
TNRC4	0.111166666666667
ZNF430	-0.47575
TNRC6A	0.12525
PLA2G1B	0.392666666666667
RCHY1	0.833
GTF2A2	-0.189
MGC4294	0.1535
ZNF691	0.062
TACC3	-0.3895
DNAJC5G	-0.222
LOC4951	0.0475
MS4A4A	-0.2645
LOC152485	1.1795
PPP1R2P1	0.26375
PPP2R5B	-0.3905
RPGRIP1L	0.396125
SPOP	0.2815
PTPRF	1.42275
MGC42090	-0.71
SUSD3	3.728
THOC4	-0.366125
MAML1	0.2794
FXR2	-0.5805
TYK2	-0.31475
MUC6	0.486166666666667
DNAJB7	-0.437
PIP4K2A	0.279642857142857
MEX3A	0.277166666666667
RRP1	-0.887125
TFAP4	-0.07975
CXorf41	0.29225
MTMR4	-0.344666666666667
CTLA4	0.7165
SNX9	0.1015
CIB3	1.53233333333333
NECAP1	0.081875
PLA2G2D	-0.0512
GLMN	-0.890166666666667
DCLRE1A	-0.394
PDX1	0.0405
SAMD11	-1.56625
MRPL55	1.4486
TLR7	2.4485
TBC1D21	0.110333333333333
SMAD1	1.8143
ACTRT2	0.45
RIOK2	-0.4355
PDLIM4	-0.41425
SLC22A15	1.8465
ABHD13	0.8056
STX18	0.5131
CCPG1	0.586928571428571
DCBLD1	0.507166666666667
SLC2A6	-0.607
NOLA3	-0.06125
TRDMT1	-0.972785714285714
IL17F	0.2345
ATP1A4	1.49633333333333
OR52W1	0.3065
CFL1	-1.15625
IL4	-1.032
RBP2	1.74966666666667
CPSF6	0.150125
TTC8	-0.15
MUCL1	2.0085
EYA3	-1.37683333333333
KRT38	0.1755
GNE	-1.333
ZNF501	1.495
SLC35A2	0.045125
CEP110	-0.6912
MYF6	0.9145
MGST2	0.328166666666667
TRPV4	0.268666666666667
NEK8	-0.425666666666667
NOX5	-1.1475
NCKAP1L	-0.258666666666667
EMP3	-1.0215
BPY2C	-0.5725
C1orf38	0.84625
ELOVL2	0.529875
CBX7	1.08108333333333
OSBPL1A	-0.0311666666666667
ZNF589	-0.81675
ESCO1	-1.51116666666667
TRA2A	0.139166666666667
C3orf26	-0.87175
PHF2	0.990916666666667
PID1	-0.519833333333333
RFC1	-0.291875
MTAP	-0.1546875
ADORA3	3.63366666666667
LOC389458	-0.82275
TRNT1	-0.85525
CRIPAK	-0.198
RAI2	3.37816666666667
ANKRD44	-0.14
GZMB	3.7135
NFE2L1	-0.45775
STIP1	-1.27966666666667
RASL11B	-0.9445
NT5DC2	-2.51933333333333
LRP2	3.117
MTDH	0.393733333333333
ARSG	-0.26725
HSP90AB1	-0.112083333333333
CT45-6	-5.8615
ZNF483	-0.39025
LMBR1L	-0.832
S100A2	-1.0426
C2	0.132222222222222
C2orf27	0.19375
EIF4EBP1	-0.8
GCKR	-3.33683333333333
PPP1R9B	0.453125
FER	-0.94125
SNRK	1.18666666666667
OR5M10	0.3365
UTP6	-0.9385
CAPZA3	0.8125
FBP1	1.73066666666667
TERT	-2.0715
CCL1	-1.423
FUCA1	0.875
ALS2CR8	0.00333333333333334
KCMF1	0.0160833333333333
SRCRB4D	0.5175
OXCT2	0.0575
IL17RA	1.22666666666667
MPP5	-0.745375
SPA17	-0.08625
FLJ10986	0.701833333333333
GALNT14	2.66
CXorf27	-0.96
NPLOC4	-0.53225
RAB34	0.3325
